우진(105840),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2011-03-03,9550,9675,9500,9600,18261,166656.0,8680000.0
2011-03-04,9700,9725,9550,9550,14841,165788.0,8680000.0
2011-03-07,9500,9775,9500,9750,26514,169260.0,8680000.0
2011-03-08,9750,9850,9650,9725,17000,168826.0,8680000.0
2011-03-09,9675,10050,9675,9850,34330,170996.0,8680000.0
2011-03-10,9875,10000,9750,9900,15250,171864.0,8680000.0
2011-03-11,9775,9825,9575,9625,22710,167090.0,8680000.0
2011-03-14,9625,9625,8850,8950,58839,155372.0,8680000.0
2011-03-15,9000,9000,7625,7675,137531,133238.0,8680000.0
2011-03-16,7524,8475,7524,8050,151549,139748.0,8680000.0
2011-03-17,7750,8200,7575,8125,58941,141050.0,8680000.0
2011-03-18,8175,8475,8175,8250,25594,143220.0,8680000.0
2011-03-21,8275,8750,8275,8500,28730,147560.0,8680000.0
2011-03-22,8525,9225,8425,8450,102063,146692.0,8680000.0
2011-03-23,8625,8700,8500,8525,20385,147994.0,8680000.0
2011-03-24,8700,8700,8225,8475,39391,147126.0,8680000.0
2011-03-25,8475,8475,8175,8175,43267,141918.0,8680000.0
2011-03-28,8049,8075,7800,7825,62793,135842.0,8680000.0
2011-03-29,7725,8000,7700,7900,35993,137144.0,8680000.0
2011-03-30,7900,8200,7850,8000,71944,138880.0,8680000.0
2011-03-31,8100,8100,7850,8050,36308,139748.0,8680000.0
2011-04-01,8075,8300,7950,8250,47775,143220.0,8680000.0
2011-04-04,8450,8925,8275,8700,68312,151032.0,8680000.0
2011-04-05,8900,9225,8750,9125,72903,158410.0,8680000.0
2011-04-06,9175,9600,9000,9425,152143,163618.0,8680000.0
2011-04-07,9450,9475,8925,9000,90879,156240.0,8680000.0
2011-04-08,9000,9125,8800,8925,33324,154938.0,8680000.0
2011-04-11,8850,9050,8750,8800,26832,152768.0,8680000.0
2011-04-12,8800,8950,8625,8700,29607,151032.0,8680000.0
2011-04-13,8575,8775,8550,8775,22030,152334.0,8680000.0
2011-04-14,8725,8900,8600,8700,29615,151032.0,8680000.0
2011-04-15,8700,8750,8450,8500,24635,147560.0,8680000.0
2011-04-18,8500,8525,8225,8250,35412,143220.0,8680000.0
2011-04-19,8100,9475,8050,9475,203727,164486.0,8680000.0
2011-04-20,9175,9250,8650,8650,196697,150164.0,8680000.0
2011-04-21,8725,8825,8375,8500,72065,147560.0,8680000.0
2011-04-22,8500,8550,8225,8225,44962,142786.0,8680000.0
2011-04-25,8275,8425,8200,8275,31751,143654.0,8680000.0
2011-04-26,8250,8350,7825,8350,61062,144956.0,8680000.0
2011-04-27,8200,8324,8050,8100,29005,140616.0,8680000.0
2011-04-28,8100,8250,8000,8100,14512,140616.0,8680000.0
2011-04-29,8100,8124,7750,7850,28371,136276.0,8680000.0
2011-05-02,7950,8049,7849,7925,22480,137578.0,8680000.0
2011-05-03,7925,8000,7875,7900,16667,137144.0,8680000.0
2011-05-04,7925,7950,7750,7825,45632,135842.0,8680000.0
2011-05-06,7775,7875,7750,7850,13125,136276.0,8680000.0
2011-05-09,7775,8000,7775,7825,19844,135842.0,8680000.0
2011-05-11,7875,7975,7750,7800,12481,135408.0,8680000.0
2011-05-12,7750,7975,7724,7850,26220,136276.0,8680000.0
2011-05-13,7875,8050,7775,7775,18124,134974.0,8680000.0
2011-05-16,7925,7950,7649,7925,11660,137578.0,8680000.0
2011-05-17,7875,7900,7800,7800,5405,135408.0,8680000.0
2011-05-18,7875,7875,7700,7825,16040,135842.0,8680000.0
2011-05-19,7825,7825,7750,7825,20227,135842.0,8680000.0
2011-05-20,7825,7850,7750,7750,13900,134540.0,8680000.0
2011-05-23,7700,7774,7700,7750,29870,134540.0,8680000.0
2011-05-24,7750,7924,7750,7850,21788,136276.0,8680000.0
2011-05-25,8000,8300,7900,8275,52920,143654.0,8680000.0
2011-05-26,8500,8700,8300,8675,52141,150598.0,8680000.0
2011-05-27,8675,8675,7375,8675,84775,150598.0,8680000.0
2011-05-30,8650,8650,8250,8250,18450,143220.0,8680000.0
2011-05-31,8300,8300,8024,8050,21864,139748.0,8680000.0
2011-06-01,8200,8350,8050,8300,7371,144088.0,8680000.0
2011-06-02,8300,8300,7800,7825,31180,135842.0,8680000.0
2011-06-03,7850,7925,7750,7800,17510,135408.0,8680000.0
2011-06-07,7800,7950,7600,7850,14286,136276.0,8680000.0
2011-06-08,7850,7950,7750,7850,10520,136276.0,8680000.0
2011-06-09,7849,7875,7750,7825,2180,135842.0,8680000.0
2011-06-10,7775,7825,7750,7800,15700,135408.0,8680000.0
2011-06-13,7800,7875,7675,7800,20882,135408.0,8680000.0
2011-06-14,7850,7850,7724,7850,4784,136276.0,8680000.0
2011-06-15,7824,7900,7800,7850,6212,136276.0,8680000.0
2011-06-16,7800,7850,7750,7800,10740,135408.0,8680000.0
2011-06-17,7950,7950,7750,7800,13070,135408.0,8680000.0
2011-06-20,7800,7950,7525,7800,21545,135408.0,8680000.0
2011-06-21,7750,7825,7750,7800,15300,135408.0,8680000.0
2011-06-22,7825,7874,7725,7750,15309,134540.0,8680000.0
2011-06-23,7800,7800,7725,7800,13033,135408.0,8680000.0
2011-06-24,7775,7825,7749,7775,14860,134974.0,8680000.0
2011-06-27,7775,7925,7749,7875,11730,136710.0,8680000.0
2011-06-28,7925,8450,7925,8325,34740,144522.0,8680000.0
2011-06-29,8300,8350,8025,8275,25666,143654.0,8680000.0
2011-06-30,8275,8350,8075,8075,17337,140182.0,8680000.0
2011-07-01,8250,8500,8149,8350,35207,144956.0,8680000.0
2011-07-04,8475,8600,8275,8450,13710,146692.0,8680000.0
2011-07-05,8375,8475,8300,8300,6061,144088.0,8680000.0
2011-07-06,8250,8500,8250,8350,9592,144956.0,8680000.0
2011-07-07,8500,8500,8350,8475,14120,147126.0,8680000.0
2011-07-08,8600,8600,8275,8325,6859,144522.0,8680000.0
2011-07-11,8325,8475,8075,8075,12188,140182.0,8680000.0
2011-07-12,8125,8225,7950,7950,10743,138012.0,8680000.0
2011-07-13,8100,8100,7850,8000,7220,138880.0,8680000.0
2011-07-14,8025,8100,7825,7950,9600,138012.0,8680000.0
2011-07-15,7900,8050,7875,8050,8575,139748.0,8680000.0
2011-07-18,8075,8375,8075,8200,13780,142352.0,8680000.0
2011-07-19,8250,8400,8150,8400,22223,145824.0,8680000.0
2011-07-20,8500,8500,8150,8400,13530,145824.0,8680000.0
2011-07-21,8500,8500,8200,8225,21482,142786.0,8680000.0
2011-07-22,8300,9125,8250,8800,91049,152768.0,8680000.0
2011-07-25,8975,9350,8850,9000,142682,156240.0,8680000.0
2011-07-26,8950,9075,8725,8900,44048,154504.0,8680000.0
2011-07-27,8950,9425,8775,9300,78688,161448.0,8680000.0
2011-07-28,9150,9375,8850,8850,62412,153636.0,8680000.0
2011-07-29,8875,9125,8825,9075,32235,157542.0,8680000.0
2011-08-01,9275,9275,8925,9075,29800,157542.0,8680000.0
2011-08-02,9125,9125,8800,8875,32600,154070.0,8680000.0
2011-08-03,8700,8725,8300,8400,26732,145824.0,8680000.0
2011-08-04,8400,8550,8300,8400,15790,145824.0,8680000.0
2011-08-05,7849,8000,7750,7925,42758,137578.0,8680000.0
2011-08-08,7750,7850,6750,7050,54747,122388.0,8680000.0
2011-08-09,6350,6650,6000,6500,115046,112840.0,8680000.0
2011-08-10,6800,7049,6750,6825,24271,118482.0,8680000.0
2011-08-11,6150,6800,6150,6800,24902,118048.0,8680000.0
2011-08-12,7050,7225,6825,7000,13570,121520.0,8680000.0
2011-08-16,7224,7450,7124,7450,11400,129332.0,8680000.0
2011-08-17,7475,7625,7425,7625,12162,132370.0,8680000.0
2011-08-18,7625,7700,7249,7625,27661,132370.0,8680000.0
2011-08-19,7174,7474,7100,7150,25972,124124.0,8680000.0
2011-08-22,7000,7274,6974,7150,9370,124124.0,8680000.0
2011-08-23,7200,7249,7025,7025,10721,121954.0,8680000.0
2011-08-24,7100,7150,6875,7125,11778,123690.0,8680000.0
2011-08-25,7150,7275,6975,7250,21072,125860.0,8680000.0
2011-08-26,7174,7400,7074,7350,8950,127596.0,8680000.0
2011-08-29,7400,7649,7350,7625,13395,132370.0,8680000.0
2011-08-30,7850,7850,7300,7500,11895,130200.0,8680000.0
2011-08-31,7649,7649,7325,7525,7500,130634.0,8680000.0
2011-09-01,7450,7600,7450,7500,12801,130200.0,8680000.0
2011-09-02,8200,8625,8075,8375,496391,145390.0,8680000.0
2011-09-05,8050,8200,7375,7375,124854,128030.0,8680000.0
2011-09-06,7175,7324,7000,7250,49926,125860.0,8680000.0
2011-09-07,7574,7574,7200,7350,37032,127596.0,8680000.0
2011-09-08,7500,7500,7224,7450,20837,129332.0,8680000.0
2011-09-09,7425,7550,7325,7500,12412,130200.0,8680000.0
2011-09-14,7249,7675,7200,7525,12930,130634.0,8680000.0
2011-09-15,7600,7650,7300,7475,7910,129766.0,8680000.0
2011-09-16,7625,7700,7425,7600,19320,131936.0,8680000.0
2011-09-19,7649,7649,7400,7525,11591,130634.0,8680000.0
2011-09-20,7350,7625,7350,7550,12680,131068.0,8680000.0
2011-09-21,7650,7700,7475,7700,12250,133672.0,8680000.0
2011-09-22,7575,7625,7375,7500,25181,130200.0,8680000.0
2011-09-23,7400,7400,7025,7025,26258,121954.0,8680000.0
2011-09-26,7100,7100,6350,6500,26645,112840.0,8680000.0
2011-09-27,6525,6800,6500,6725,20542,116746.0,8680000.0
2011-09-28,6750,6775,6400,6400,12686,111104.0,8680000.0
2011-09-29,6475,6475,6249,6325,17640,109802.0,8680000.0
2011-09-30,6300,6449,6225,6225,22260,108066.0,8680000.0
2011-10-04,5974,5974,5725,5750,30115,99820.0,8680000.0
2011-10-05,5850,5900,5400,5450,35202,94612.0,8680000.0
2011-10-06,5650,5750,5600,5650,23909,98084.0,8680000.0
2011-10-07,5700,6149,5700,6075,32244,105462.0,8680000.0
2011-10-10,6125,6200,6000,6125,14820,106330.0,8680000.0
2011-10-11,6225,6575,6125,6125,36730,106330.0,8680000.0
2011-10-12,6300,6425,6200,6400,12165,111104.0,8680000.0
2011-10-13,6475,6775,6425,6725,222591,116746.0,8680000.0
2011-10-14,6725,6950,6650,6950,14254,120652.0,8680000.0
2011-10-17,6900,7050,6850,7000,17109,121520.0,8680000.0
2011-10-18,6800,7050,6700,6975,16660,121086.0,8680000.0
2011-10-19,6975,7200,6925,7200,12710,124992.0,8680000.0
2011-10-20,7250,7250,7000,7000,12375,121520.0,8680000.0
2011-10-21,7025,7075,6900,7025,8835,121954.0,8680000.0
2011-10-24,7024,7250,7000,7050,10815,122388.0,8680000.0
2011-10-25,7050,7100,6875,6875,5200,119350.0,8680000.0
2011-10-26,6775,6975,6649,6925,6105,120218.0,8680000.0
2011-10-27,6975,7449,6975,7325,24210,127162.0,8680000.0
2011-10-28,7500,7600,7350,7400,11361,128464.0,8680000.0
2011-10-31,7350,7450,7250,7250,9666,125860.0,8680000.0
2011-11-01,7200,7449,7000,7425,11422,128898.0,8680000.0
2011-11-02,7400,7925,7149,7775,39445,134974.0,8680000.0
2011-11-03,7775,7775,7500,7500,11205,130200.0,8680000.0
2011-11-04,7550,7700,7400,7500,21584,130200.0,8680000.0
2011-11-07,8200,8500,8050,8175,74429,141918.0,8680000.0
2011-11-08,8174,8174,7750,7750,31495,134540.0,8680000.0
2011-11-09,7775,7949,7450,7675,15630,133238.0,8680000.0
2011-11-10,7550,7550,7100,7100,17636,123256.0,8680000.0
2011-11-11,7124,7375,7100,7250,9522,125860.0,8680000.0
2011-11-14,7425,7700,7325,7550,9629,131068.0,8680000.0
2011-11-15,7525,7625,7325,7375,10015,128030.0,8680000.0
2011-11-16,7450,7600,7274,7350,4800,127596.0,8680000.0
2011-11-17,7350,7425,7200,7400,2841,128464.0,8680000.0
2011-11-18,7200,7300,7175,7200,4495,124992.0,8680000.0
2011-11-21,7200,7200,6975,6975,5090,121086.0,8680000.0
2011-11-22,7300,7525,7050,7100,33030,123256.0,8680000.0
2011-11-23,7025,7250,6850,6900,11090,119784.0,8680000.0
2011-11-24,6850,7025,6525,6750,12580,117180.0,8680000.0
2011-11-25,6850,7050,6650,6650,6776,115444.0,8680000.0
2011-11-28,6700,6975,6700,6825,1900,118482.0,8680000.0
2011-11-29,6825,6925,6649,6725,10910,116746.0,8680000.0
2011-11-30,6550,6800,6150,6150,62432,106764.0,8680000.0
2011-12-01,6400,6500,6250,6475,15980,112406.0,8680000.0
2011-12-02,6525,6525,6350,6500,8401,112840.0,8680000.0
2011-12-05,6500,6600,6400,6550,8945,113708.0,8680000.0
2011-12-06,6625,6725,6500,6525,6310,113274.0,8680000.0
2011-12-07,6700,6700,6500,6600,5350,114576.0,8680000.0
2011-12-08,6600,6649,6525,6525,4155,113274.0,8680000.0
2011-12-09,6525,6575,6375,6525,8360,113274.0,8680000.0
2011-12-12,6550,6725,6525,6625,9591,115010.0,8680000.0
2011-12-13,6650,7200,6550,7000,41301,121520.0,8680000.0
2011-12-14,6950,7350,6950,7250,18790,125860.0,8680000.0
2011-12-15,7050,7650,7050,7250,37683,125860.0,8680000.0
2011-12-16,7250,7650,7000,7550,32141,131068.0,8680000.0
2011-12-19,7600,7600,6800,7000,48872,121520.0,8680000.0
2011-12-20,7000,7149,6949,6975,10346,121086.0,8680000.0
2011-12-21,7175,7249,7049,7125,10780,123690.0,8680000.0
2011-12-22,7200,7200,6925,7075,14320,122822.0,8680000.0
2011-12-23,7175,7375,7075,7075,12541,122822.0,8680000.0
2011-12-26,7300,7300,7075,7175,5260,124558.0,8680000.0
2011-12-27,7124,7250,7050,7250,6590,125860.0,8680000.0
2011-12-28,7175,7450,7175,7275,8004,126294.0,8680000.0
2011-12-29,7150,7425,7150,7425,7760,128898.0,8680000.0
2012-01-02,7250,7474,7125,7150,3671,124124.0,8680000.0
2012-01-03,6750,7250,6750,7150,5980,124124.0,8680000.0
2012-01-04,7250,7250,7050,7050,3891,122388.0,8680000.0
2012-01-05,7050,7200,7000,7150,4220,124124.0,8680000.0
2012-01-06,7049,7125,6925,6925,3562,120218.0,8680000.0
2012-01-09,6900,6925,6725,6725,4983,116746.0,8680000.0
2012-01-10,6725,6975,6725,6975,13340,121086.0,8680000.0
2012-01-11,6975,7075,6750,7000,5415,121520.0,8680000.0
2012-01-12,7125,7125,6850,6875,8720,119350.0,8680000.0
2012-01-13,6874,6900,6725,6750,10560,117180.0,8680000.0
2012-01-16,6624,6750,6524,6650,5493,115444.0,8680000.0
2012-01-17,6575,6825,6575,6800,2710,118048.0,8680000.0
2012-01-18,6750,6849,6625,6625,5290,115010.0,8680000.0
2012-01-19,6650,6800,6575,6800,10120,118048.0,8680000.0
2012-01-20,6725,6825,6500,6800,6375,118048.0,8680000.0
2012-01-25,6875,6875,6525,6525,14765,113274.0,8680000.0
2012-01-26,6625,6675,6475,6525,6514,113274.0,8680000.0
2012-01-27,6525,6575,6425,6575,10116,114142.0,8680000.0
2012-01-30,6600,6650,6500,6600,7830,114576.0,8680000.0
2012-01-31,6674,6674,6500,6550,4750,113708.0,8680000.0
2012-02-01,6575,6750,6524,6650,26708,115444.0,8680000.0
2012-02-02,6725,7025,6650,6700,43524,116312.0,8680000.0
2012-02-03,6750,6774,6550,6750,27736,117180.0,8680000.0
2012-02-06,6775,6900,6600,6600,34489,114576.0,8680000.0
2012-02-07,6600,6775,6500,6500,23659,112840.0,8680000.0
2012-02-08,6525,6575,6450,6500,25768,112840.0,8680000.0
2012-02-09,6500,6600,6400,6400,40492,111104.0,8680000.0
2012-02-10,6650,6750,6550,6750,93105,117180.0,8680000.0
2012-02-13,6925,6925,6625,6800,22800,118048.0,8680000.0
2012-02-14,6925,6925,6675,6775,19849,117614.0,8680000.0
2012-02-15,6825,6825,6675,6825,21778,118482.0,8680000.0
2012-02-16,6850,7050,6800,6950,40320,120652.0,8680000.0
2012-02-17,7025,7250,7025,7175,46083,124558.0,8680000.0
2012-02-20,7249,7325,7000,7025,26292,121954.0,8680000.0
2012-02-21,7100,7200,6850,7200,53527,124992.0,8680000.0
2012-02-22,7200,7225,7075,7225,18950,125426.0,8680000.0
2012-02-23,7075,7400,7050,7275,28572,126294.0,8680000.0
2012-02-24,7374,7474,7250,7350,31684,127596.0,8680000.0
2012-02-27,7274,7374,7100,7350,13777,127596.0,8680000.0
2012-02-28,7375,7375,6250,6975,47103,121086.0,8680000.0
2012-02-29,7000,7100,6850,7000,26734,121520.0,8680000.0
2012-03-02,7050,7100,6950,7100,10080,123256.0,8680000.0
2012-03-05,7175,7225,7000,7200,13832,124992.0,8680000.0
2012-03-06,7250,7300,7075,7250,26451,125860.0,8680000.0
2012-03-07,7175,7249,7049,7125,15208,123690.0,8680000.0
2012-03-08,7150,7150,6974,7150,19970,124124.0,8680000.0
2012-03-09,7200,7200,6900,6925,34616,120218.0,8680000.0
2012-03-12,6950,7025,6900,6900,16133,119784.0,8680000.0
2012-03-13,6950,7050,6924,7050,15390,122388.0,8680000.0
2012-03-14,7025,7125,6950,7100,21941,123256.0,8680000.0
2012-03-15,7050,7125,6949,6975,12471,121086.0,8680000.0
2012-03-16,6975,6975,6824,6850,13205,118916.0,8680000.0
2012-03-19,6950,7000,6850,6950,14194,120652.0,8680000.0
2012-03-20,6950,6975,6875,6925,6550,120218.0,8680000.0
2012-03-21,6949,6949,6800,6875,6850,119350.0,8680000.0
2012-03-22,6875,6875,6600,6625,16760,115010.0,8680000.0
2012-03-23,6774,6974,6600,6950,30780,120652.0,8680000.0
2012-03-26,7000,7000,6775,6850,6170,118916.0,8680000.0
2012-03-27,6875,6875,6524,6650,13320,115444.0,8680000.0
2012-03-28,6725,6775,6575,6575,8440,114142.0,8680000.0
2012-03-29,6600,6800,6500,6575,12960,114142.0,8680000.0
2012-03-30,6574,6574,6450,6550,10031,113708.0,8680000.0
