현대제철(004020),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
1999-05-07,7200,7390,7120,7260,1120910,319440.0,44000000.0
1999-05-10,7260,7300,7060,7100,957410,312400.0,44000000.0
1999-05-11,7500,7600,7150,7150,1415700,314600.0,44000000.0
1999-05-12,7250,7290,6700,6810,682330,299640.0,44000000.0
1999-05-13,6940,7000,6500,6500,889430,286000.0,44000000.0
1999-05-14,6800,6960,6480,6610,728890,290840.0,44000000.0
1999-05-17,6500,6590,6150,6150,431590,270600.0,44000000.0
1999-05-18,6150,6350,6020,6290,425840,276760.0,44000000.0
1999-05-19,6200,6300,6090,6150,532800,270600.0,44000000.0
1999-05-20,6200,6230,5700,5770,449110,253880.0,44000000.0
1999-05-21,5750,5800,5620,5650,263670,248600.0,44000000.0
1999-05-24,5510,5850,5510,5680,461640,249920.0,44000000.0
1999-05-25,5980,6080,5800,5850,461700,257400.0,44000000.0
1999-05-26,5850,6200,5720,6030,720950,265320.0,44000000.0
1999-05-27,6200,6250,5900,5900,692670,259600.0,44000000.0
1999-05-28,6010,6040,5720,5800,635230,255200.0,44000000.0
1999-05-31,5850,6090,5820,5870,650840,258280.0,44000000.0
1999-06-01,5870,5930,5800,5820,520560,256080.0,44000000.0
1999-06-02,5830,5950,5780,5850,751440,257400.0,44000000.0
1999-06-03,5870,6300,5830,6100,2031420,268400.0,44000000.0
1999-06-04,6120,6390,5810,5900,1513140,259600.0,44000000.0
1999-06-07,6300,6400,6150,6400,2073530,281600.0,44000000.0
1999-06-08,6580,6770,6300,6510,2507340,286440.0,44000000.0
1999-06-09,6510,7100,6430,6780,2411500,298320.0,44000000.0
1999-06-10,7050,7210,6880,7210,3083090,317240.0,44000000.0
1999-06-11,7700,7900,7330,7600,2898140,334400.0,44000000.0
1999-06-14,7600,7600,7110,7400,1321730,325600.0,44000000.0
1999-06-15,7300,7570,6900,7020,1481460,308880.0,44000000.0
1999-06-16,7030,7190,6820,7000,949790,308000.0,44000000.0
1999-06-17,7100,7250,6800,6800,1033530,299200.0,44000000.0
1999-06-18,6700,6870,6600,6600,652550,290400.0,44000000.0
1999-06-21,6600,7090,6530,6750,826290,297000.0,44000000.0
1999-06-22,6750,7750,6700,7600,2111360,334400.0,44000000.0
1999-06-23,8200,8320,7740,7780,2997110,342320.0,44000000.0
1999-06-24,7750,7750,7350,7540,1353930,331760.0,44000000.0
1999-06-25,7750,7900,7510,7580,922120,333520.0,44000000.0
1999-06-28,7700,8000,7630,7800,1380450,343200.0,44000000.0
1999-06-29,7800,7910,7600,7600,807920,334400.0,44000000.0
1999-06-30,7500,7640,7130,7350,807590,323400.0,44000000.0
1999-07-01,7420,7650,7350,7450,909130,327800.0,44000000.0
1999-07-02,7700,8230,7520,8150,2479600,358600.0,44000000.0
1999-07-05,8340,8900,8160,8300,3388280,365200.0,44000000.0
1999-07-06,8610,8880,8350,8550,2682120,376200.0,44000000.0
1999-07-07,8900,9700,8800,9690,4256900,426360.0,44000000.0
1999-07-08,9800,9990,9200,9460,2890750,416240.0,44000000.0
1999-07-09,9400,9400,9000,9250,1937750,407000.0,44000000.0
1999-07-12,9410,10300,9020,9200,3332620,404800.0,44000000.0
1999-07-13,9100,9480,8600,8650,1851520,380600.0,44000000.0
1999-07-14,8450,8880,8260,8420,4372300,673600.0,80000000.0
1999-07-15,8500,8580,8130,8430,2297100,674400.0,80000000.0
1999-07-16,8480,8990,8430,8690,3755760,695200.0,80000000.0
1999-07-19,9200,9220,8700,9000,3461600,720000.0,80000000.0
1999-07-20,8700,9350,8410,8750,2992490,700000.0,80000000.0
1999-07-21,8700,8990,8510,8600,2606720,688000.0,80000000.0
1999-07-22,8700,8940,8450,8580,2556290,686400.0,80000000.0
1999-07-23,8460,8500,7300,7400,2894870,592000.0,80000000.0
1999-07-26,7010,7300,6520,6650,2009890,532000.0,80000000.0
1999-07-27,6720,7200,6720,7200,1777170,576000.0,80000000.0
1999-07-28,7400,7550,7010,7010,2546110,560800.0,80000000.0
1999-07-29,7220,8060,6950,8060,3907850,644800.0,80000000.0
1999-07-30,8950,8970,8150,8450,5981410,676000.0,80000000.0
1999-08-02,8600,9180,8510,8770,3612170,701600.0,80000000.0
1999-08-03,8740,9000,8350,8890,2589690,711200.0,80000000.0
1999-08-04,8780,9000,8550,8620,2684070,689600.0,80000000.0
1999-08-05,8500,8620,7700,7900,2263080,632000.0,80000000.0
1999-08-06,8150,8240,7700,8010,1964280,640800.0,80000000.0
1999-08-09,7800,7940,7740,7750,1753020,620000.0,80000000.0
1999-08-10,7600,7990,7500,7700,2001320,616000.0,80000000.0
1999-08-11,7600,7900,7550,7630,1445590,610400.0,80000000.0
1999-08-12,7680,8030,7650,7900,1950810,632000.0,80000000.0
1999-08-13,7750,7800,7300,7490,1285210,599200.0,80000000.0
1999-08-16,7500,7950,7450,7480,1156580,598400.0,80000000.0
1999-08-17,7560,7730,7010,7010,1092140,560800.0,80000000.0
1999-08-18,6800,7000,6500,6800,1721040,544000.0,80000000.0
1999-08-19,6990,7250,6810,7100,1401130,568000.0,80000000.0
1999-08-20,7160,7180,6920,7120,896750,569600.0,80000000.0
1999-08-23,7150,7440,7130,7360,1420570,588800.0,80000000.0
1999-08-24,7370,7550,7200,7310,1831410,584800.0,80000000.0
1999-08-25,7250,7480,7210,7380,1819380,590400.0,80000000.0
1999-08-26,7490,7590,7280,7280,2111190,582400.0,80000000.0
1999-08-27,7300,7340,6930,7050,1293880,564000.0,80000000.0
1999-08-30,7190,7190,6980,7000,1263420,560000.0,80000000.0
1999-08-31,7000,7100,6860,6970,931360,557600.0,80000000.0
1999-09-01,6870,7380,6810,7100,2040500,568000.0,80000000.0
1999-09-02,6190,6950,6190,6550,1272330,524000.0,80000000.0
1999-09-03,6660,6830,6570,6660,1340030,532800.0,80000000.0
1999-09-06,6660,6970,6660,6950,1286060,556000.0,80000000.0
1999-09-07,7060,7580,7050,7390,2673970,591200.0,80000000.0
1999-09-08,7500,8370,7450,7880,6968490,630400.0,80000000.0
1999-09-09,7700,8100,7700,7730,4432370,618400.0,80000000.0
1999-09-10,8050,8300,7950,8100,4838340,648000.0,80000000.0
1999-09-13,8150,8290,7550,7990,3708630,639200.0,80000000.0
1999-09-14,8110,8200,7950,8100,2453330,648000.0,80000000.0
1999-09-15,8120,8300,7840,7900,2119840,632000.0,80000000.0
1999-09-16,7900,7900,7400,7400,1739090,592000.0,80000000.0
1999-09-17,7600,7970,7420,7900,2698880,632000.0,80000000.0
1999-09-20,8290,8500,8210,8270,5315190,661600.0,80000000.0
1999-09-21,8470,8500,8200,8350,3267680,668000.0,80000000.0
1999-09-22,8400,8450,8100,8290,2326720,663200.0,80000000.0
1999-09-27,8290,8340,7900,7920,1451290,633600.0,80000000.0
1999-09-28,7800,8000,7600,7700,1519840,616000.0,80000000.0
1999-09-29,7700,7700,7310,7310,1220300,584800.0,80000000.0
1999-09-30,7200,7570,7200,7380,1405190,590400.0,80000000.0
1999-10-01,7350,7450,6900,7310,1565510,584800.0,80000000.0
1999-10-04,7310,7410,7080,7090,910260,567200.0,80000000.0
1999-10-05,6800,7210,6400,6400,1285920,512000.0,80000000.0
1999-10-06,6400,7100,6400,7040,1424940,563200.0,80000000.0
1999-10-07,7320,7380,7050,7260,1321920,580800.0,80000000.0
1999-10-08,7310,7490,7150,7400,1752660,592000.0,80000000.0
1999-10-11,7500,7550,7180,7350,1067200,588000.0,80000000.0
1999-10-12,7450,7810,7350,7810,1956160,624800.0,80000000.0
1999-10-13,7790,7790,7460,7700,1444220,616000.0,80000000.0
1999-10-14,7700,8000,7550,8000,2285540,640000.0,80000000.0
1999-10-15,8000,8490,7730,7900,5123470,632000.0,80000000.0
1999-10-18,7500,7650,7250,7270,1576420,581600.0,80000000.0
1999-10-19,7360,7490,7110,7120,1182360,569600.0,80000000.0
1999-10-20,7200,7360,7200,7200,1051020,576000.0,80000000.0
1999-10-21,7220,7340,7010,7010,1064960,560800.0,80000000.0
1999-10-22,7010,7100,6860,6990,748950,559200.0,80000000.0
1999-10-25,7000,7060,6620,6650,923120,532000.0,80000000.0
1999-10-26,6650,6850,6460,6800,1056490,544000.0,80000000.0
1999-10-27,6600,6880,6600,6700,697070,536000.0,80000000.0
1999-10-28,6600,6850,6600,6700,938020,536000.0,80000000.0
1999-10-29,6880,6980,6780,6860,1451300,548800.0,80000000.0
1999-11-01,7000,7150,6780,7040,2463600,563200.0,80000000.0
1999-11-02,7040,7550,6910,7280,2493150,582400.0,80000000.0
1999-11-03,7200,7820,7200,7500,3399220,600000.0,80000000.0
1999-11-04,7700,7700,7360,7400,1436830,592000.0,80000000.0
1999-11-05,7450,7680,7430,7550,2608660,604000.0,80000000.0
1999-11-08,7650,8150,7600,7800,3894780,624000.0,80000000.0
1999-11-09,7750,7880,7550,7800,1671670,624000.0,80000000.0
1999-11-10,8470,8480,8050,8250,6076500,660000.0,80000000.0
1999-11-11,8280,8490,7950,8220,3480680,657600.0,80000000.0
1999-11-12,8210,8370,7520,7790,2744160,623200.0,80000000.0
1999-11-15,7700,8100,7600,7780,2129710,622400.0,80000000.0
1999-11-16,7750,7780,7390,7460,1991640,596800.0,80000000.0
1999-11-17,7460,7600,6900,7000,3193050,560000.0,80000000.0
1999-11-18,7000,7160,6940,7150,2936990,572000.0,80000000.0
1999-11-19,7100,7280,6950,7100,2275160,568000.0,80000000.0
1999-11-22,7120,7190,6840,6900,1663810,552000.0,80000000.0
1999-11-23,6950,7090,6920,7000,1682920,560000.0,80000000.0
1999-11-24,7000,7000,6750,6800,1154100,544000.0,80000000.0
1999-11-25,6850,7100,6700,6780,2588380,542400.0,80000000.0
1999-11-26,6810,6980,6600,6630,2075130,530400.0,80000000.0
1999-11-29,6600,6710,6450,6630,1357880,530400.0,80000000.0
1999-11-30,6520,6780,6520,6630,1690060,530400.0,80000000.0
1999-12-01,6630,6830,6510,6510,1497940,520800.0,80000000.0
1999-12-02,6520,6850,6350,6400,2327110,512000.0,80000000.0
1999-12-03,6390,6580,6150,6200,1356820,496000.0,80000000.0
1999-12-06,6200,6280,5840,5990,2069600,479200.0,80000000.0
1999-12-07,5920,5950,5300,5390,1896810,431200.0,80000000.0
1999-12-08,5380,5920,5350,5790,2128400,463200.0,80000000.0
1999-12-09,6010,6500,5950,6020,2838250,481600.0,80000000.0
1999-12-10,6020,6280,5760,6170,1787710,493600.0,80000000.0
1999-12-13,6800,6820,6450,6630,2248860,530400.0,80000000.0
1999-12-14,6500,6500,6200,6200,1777460,496000.0,80000000.0
1999-12-15,6260,6380,5910,5990,1269700,479200.0,80000000.0
1999-12-16,5910,6100,5820,5850,911250,468000.0,80000000.0
1999-12-17,5710,6230,5700,5900,1516000,472000.0,80000000.0
1999-12-20,5900,6150,5710,5760,1221760,460800.0,80000000.0
1999-12-21,5870,5990,5520,5530,992440,442400.0,80000000.0
1999-12-22,5500,5630,5220,5600,1095560,448000.0,80000000.0
1999-12-23,5550,5830,5500,5620,877410,449600.0,80000000.0
1999-12-24,5500,5820,5500,5690,819170,455200.0,80000000.0
1999-12-27,5680,5840,5530,5700,1000040,456000.0,80000000.0
1999-12-28,5620,6100,5620,6050,1348100,484000.0,80000000.0
2000-01-04,5170,5890,5170,5720,1122680,457600.0,80000000.0
2000-01-05,5690,5690,5450,5500,1060370,440000.0,80000000.0
2000-01-06,5650,5730,5250,5350,862310,428000.0,80000000.0
2000-01-07,5350,5850,5220,5600,1391840,448000.0,80000000.0
2000-01-10,5800,5850,5610,5670,918930,453600.0,80000000.0
2000-01-11,5600,5670,5410,5410,751940,432800.0,80000000.0
2000-01-12,5490,5550,5250,5300,675540,424000.0,80000000.0
2000-01-13,5300,5370,5100,5150,985690,412000.0,80000000.0
2000-01-14,5110,5200,5010,5030,848810,402400.0,80000000.0
2000-01-17,5050,5200,5000,5010,964600,400800.0,80000000.0
2000-01-18,5050,5090,4870,4920,1022650,393600.0,80000000.0
2000-01-19,4820,4850,4500,4500,987590,360000.0,80000000.0
2000-01-20,4515,5170,4510,5170,1956630,413600.0,80000000.0
2000-01-21,5250,5490,5080,5080,2474840,406400.0,80000000.0
2000-01-24,4900,5290,4800,5020,1012530,401600.0,80000000.0
2000-01-25,4950,4995,4800,4800,699830,384000.0,80000000.0
2000-01-26,4700,5170,4700,4900,863680,392000.0,80000000.0
2000-01-27,4950,5190,4920,5170,983300,413600.0,80000000.0
2000-01-28,5170,5280,5020,5040,1017980,403200.0,80000000.0
2000-01-31,5000,5140,4905,5050,600200,404000.0,80000000.0
2000-02-01,5100,5130,4930,4950,719940,396000.0,80000000.0
2000-02-02,4930,5080,4870,5020,804360,401600.0,80000000.0
2000-02-03,5010,5040,4930,4985,536230,398800.0,80000000.0
2000-02-07,4990,5000,4880,4880,978250,390400.0,80000000.0
2000-02-08,4850,4850,4710,4740,897660,379200.0,80000000.0
2000-02-09,4750,4840,4615,4620,881020,369600.0,80000000.0
2000-02-10,4590,4600,4440,4450,946060,356000.0,80000000.0
2000-02-11,4405,4530,4280,4295,791400,343600.0,80000000.0
2000-02-14,4060,4250,4020,4100,706460,328000.0,80000000.0
2000-02-15,4020,4250,4000,4070,767460,325600.0,80000000.0
2000-02-16,4130,4350,4130,4310,899720,344800.0,80000000.0
2000-02-17,4310,4380,4100,4200,684390,336000.0,80000000.0
2000-02-18,4200,4200,4055,4060,604540,324800.0,80000000.0
2000-02-21,3810,4000,3800,3850,539340,308000.0,80000000.0
2000-02-22,3790,3995,3655,3950,785140,316000.0,80000000.0
2000-02-23,3950,4540,3950,4460,1018520,356800.0,80000000.0
2000-02-24,4120,4450,4110,4300,684770,344000.0,80000000.0
2000-02-25,4250,4945,4150,4945,1557850,395600.0,80000000.0
2000-02-28,4845,5170,4665,4750,1083990,380000.0,80000000.0
2000-02-29,4750,4750,4100,4400,759270,352000.0,80000000.0
2000-03-02,4150,4400,4150,4255,634950,340400.0,80000000.0
2000-03-03,4270,4350,4060,4105,625270,328400.0,80000000.0
2000-03-06,4150,4350,4110,4285,489540,342800.0,80000000.0
2000-03-07,4250,4440,4120,4280,457850,342400.0,80000000.0
2000-03-08,4300,4385,4210,4325,568370,346000.0,80000000.0
2000-03-09,4350,4550,4330,4400,1266620,352000.0,80000000.0
2000-03-10,4445,4495,4290,4320,582320,345600.0,80000000.0
2000-03-13,4350,4390,4250,4270,685000,341600.0,80000000.0
2000-03-14,4390,4545,4255,4300,947820,344000.0,80000000.0
2000-03-15,4320,4400,4200,4205,784300,336400.0,80000000.0
2000-03-16,4290,4300,4100,4120,431330,329600.0,80000000.0
2000-03-17,4280,4470,4200,4360,1205200,348800.0,80000000.0
2000-03-20,4400,4540,4310,4450,630050,356000.0,80000000.0
2000-03-21,4450,4480,4350,4385,499790,350800.0,80000000.0
2000-03-22,4440,4450,4300,4350,670840,348000.0,80000000.0
2000-03-23,4350,4360,4200,4340,557790,347200.0,80000000.0
2000-03-24,4270,4285,4215,4230,311840,338400.0,80000000.0
2000-03-27,4110,4170,4050,4160,442950,332800.0,80000000.0
2000-03-28,4200,4275,4090,4140,424160,331200.0,80000000.0
2000-03-29,4090,4180,4050,4060,377820,324800.0,80000000.0
2000-03-30,4060,4100,3900,4100,498760,328000.0,80000000.0
2000-03-31,4000,4700,3970,4700,612650,376000.0,80000000.0
2000-04-03,4200,4350,4060,4060,480700,324800.0,80000000.0
2000-04-04,4010,4300,4005,4200,655430,336000.0,80000000.0
2000-04-06,4190,4190,4025,4030,187670,322400.0,80000000.0
2000-04-07,3950,4090,3950,3995,342220,319600.0,80000000.0
2000-04-10,4045,4400,3995,4160,819230,332800.0,80000000.0
2000-04-11,4200,4245,3990,4000,400650,320000.0,80000000.0
2000-04-12,4010,4100,4005,4005,287030,486894.0,121571567.0
2000-04-14,3950,3990,3865,3910,319070,475345.0,121571567.0
2000-04-17,3330,3800,3330,3510,637070,426716.0,121571567.0
2000-04-18,3630,3900,3560,3660,487170,444952.0,121571567.0
2000-04-19,3715,3790,3660,3700,526420,449815.0,121571567.0
2000-04-20,3745,3745,3650,3690,235310,448599.0,121571567.0
2000-04-21,3690,3745,3650,3700,301700,449815.0,121571567.0
2000-04-24,3660,3670,3600,3610,281300,438873.0,121571567.0
2000-04-25,3600,3610,3450,3470,316460,421853.0,121571567.0
2000-04-26,3500,3550,3050,3100,645650,376872.0,121571567.0
2000-04-27,3110,3230,2985,3130,511900,380519.0,121571567.0
2000-04-28,3180,3290,3065,3140,424760,381735.0,121571567.0
2000-05-02,3000,3145,3000,3140,363510,381735.0,121571567.0
2000-05-03,3140,3220,3080,3200,306900,389029.0,121571567.0
2000-05-04,3160,3440,3150,3315,603860,403010.0,121571567.0
2000-05-08,3380,3475,3315,3350,472530,407265.0,121571567.0
2000-05-09,3350,3520,3260,3395,566580,412735.0,121571567.0
2000-05-10,3360,3400,3320,3340,254870,406049.0,121571567.0
2000-05-12,3410,3640,3320,3595,1001910,437050.0,121571567.0
2000-05-15,3690,3740,3250,3265,420750,396931.0,121571567.0
2000-05-16,3110,3350,3100,3270,144940,397539.0,121571567.0
2000-05-17,3175,3300,3050,3130,195770,380519.0,121571567.0
2000-05-18,3010,3125,2930,2950,185760,358636.0,121571567.0
2000-05-19,2930,2950,2655,2850,206030,346479.0,121571567.0
2000-05-22,2715,2835,2500,2570,405790,312439.0,121571567.0
2000-05-23,2490,2615,2365,2365,674990,287517.0,121571567.0
2000-05-24,2415,2680,2310,2570,479130,312439.0,121571567.0
2000-05-25,2700,2880,2610,2870,501680,348910.0,121571567.0
2000-05-26,2850,2975,2510,2610,500260,317302.0,121571567.0
2000-05-29,2500,2800,2350,2720,425350,330675.0,121571567.0
2000-05-30,2800,3050,2770,3020,715670,367146.0,121571567.0
2000-05-31,3300,3470,3050,3350,6854080,407265.0,121571567.0
2000-06-01,3240,3240,3010,3120,533090,379303.0,121571567.0
2000-06-02,3245,3245,3020,3130,477140,380519.0,121571567.0
2000-06-05,3170,3440,3170,3340,898190,406049.0,121571567.0
2000-06-07,3410,3840,3340,3840,1101980,466835.0,121571567.0
2000-06-08,4000,4040,3500,3500,1058680,425500.0,121571567.0
2000-06-09,3700,3850,3560,3655,1041260,444344.0,121571567.0
2000-06-12,3650,3770,3505,3685,732800,447991.0,121571567.0
2000-06-13,3610,3650,3440,3450,347860,419422.0,121571567.0
2000-06-14,3400,3550,3310,3500,281060,425500.0,121571567.0
2000-06-15,3500,3550,3210,3250,423530,395108.0,121571567.0
2000-06-16,3200,3300,3150,3200,199480,389029.0,121571567.0
2000-06-19,3100,3190,3020,3020,169520,367146.0,121571567.0
2000-06-20,3060,3130,3005,3095,221610,376264.0,121571567.0
2000-06-21,3120,3190,3085,3130,265270,380519.0,121571567.0
2000-06-22,3150,3275,3050,3165,265990,384774.0,121571567.0
2000-06-23,3105,3205,3070,3200,225820,389029.0,121571567.0
2000-06-26,3220,3370,3200,3340,270650,406049.0,121571567.0
2000-06-27,3300,3420,3300,3400,347270,413343.0,121571567.0
2000-06-28,3400,3460,3310,3370,379690,409696.0,121571567.0
2000-06-29,3340,3365,3245,3300,316530,401186.0,121571567.0
2000-06-30,3250,3790,3225,3500,569110,425500.0,121571567.0
2000-07-03,3375,3530,3360,3460,271750,420638.0,121571567.0
2000-07-04,3500,3520,3350,3365,211270,409088.0,121571567.0
2000-07-05,3310,3420,3310,3315,189610,403010.0,121571567.0
2000-07-06,3320,3450,3300,3430,373620,416990.0,121571567.0
2000-07-07,3530,3645,3465,3545,585810,430971.0,121571567.0
2000-07-10,3750,3850,3640,3645,684190,443128.0,121571567.0
2000-07-11,3645,3730,3505,3510,492910,426716.0,121571567.0
2000-07-12,3600,3600,3400,3400,298720,413343.0,121571567.0
2000-07-13,3410,3495,3330,3380,230980,410912.0,121571567.0
2000-07-14,3400,3400,3335,3350,187990,407265.0,121571567.0
2000-07-18,3440,3440,3255,3275,151300,398147.0,121571567.0
2000-07-19,3200,3300,3185,3290,286590,399970.0,121571567.0
2000-07-20,3250,3700,3250,3495,804300,424893.0,121571567.0
2000-07-21,3550,3580,3380,3385,221000,411520.0,121571567.0
2000-07-24,3370,3430,3200,3320,245540,403618.0,121571567.0
2000-07-25,3120,3350,3120,3220,206510,391460.0,121571567.0
2000-07-26,3200,3240,3000,3160,372430,384166.0,121571567.0
2000-07-27,3130,3180,3090,3100,162970,376872.0,121571567.0
2000-07-28,3085,3345,3085,3320,437110,403618.0,121571567.0
2000-07-31,3255,3800,3180,3800,1018280,461972.0,121571567.0
2000-08-01,3695,3750,3530,3570,607260,434010.0,121571567.0
2000-08-02,3570,3650,3470,3485,366510,423677.0,121571567.0
2000-08-03,3490,3615,3385,3420,274230,415775.0,121571567.0
2000-08-04,3320,3505,3320,3345,218380,406657.0,121571567.0
2000-08-07,3250,3300,3200,3230,139630,392676.0,121571567.0
2000-08-08,3255,3400,3230,3250,229160,395108.0,121571567.0
2000-08-09,3250,3480,3250,3400,266320,413343.0,121571567.0
2000-08-10,3500,3500,3305,3500,285520,425500.0,121571567.0
2000-08-11,3345,3445,3310,3400,228510,413343.0,121571567.0
2000-08-14,3550,3600,3450,3480,244410,423069.0,121571567.0
2000-08-16,3570,3570,3400,3400,181880,413343.0,121571567.0
2000-08-17,3450,3560,3385,3460,290500,420638.0,121571567.0
2000-08-18,3500,3570,3470,3530,238830,429148.0,121571567.0
2000-08-21,3590,3600,3445,3530,298540,429148.0,121571567.0
2000-08-22,3530,3620,3510,3575,283980,434618.0,121571567.0
2000-08-23,3620,3660,3455,3455,299770,420030.0,121571567.0
2000-08-24,3465,3500,3380,3450,292700,419422.0,121571567.0
2000-08-25,3410,3475,3380,3450,172950,419422.0,121571567.0
2000-08-28,3400,3500,3400,3450,109740,419422.0,121571567.0
2000-08-29,3450,3610,3450,3545,393230,430971.0,121571567.0
2000-08-30,3560,3890,3545,3670,1384080,446168.0,121571567.0
2000-08-31,3670,3670,3400,3415,545890,415167.0,121571567.0
2000-09-01,3405,3520,3400,3425,290070,416383.0,121571567.0
2000-09-04,3370,3420,3360,3360,245170,408480.0,121571567.0
2000-09-05,3365,3440,3365,3430,218880,416990.0,121571567.0
2000-09-06,3470,3670,3450,3490,543750,424285.0,121571567.0
