호전실업(111110),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2018-10-26,10350,10600,10050,10250,12246,82000.0,8000000.0
2018-10-29,10400,10500,9700,9820,10170,78560.0,8000000.0
2018-10-30,9350,10100,9000,10000,74155,80000.0,8000000.0
2018-10-31,9970,10300,9840,10200,21456,81600.0,8000000.0
2018-11-01,10100,10350,10050,10300,13115,82400.0,8000000.0
2018-11-02,10150,10700,10150,10700,14303,85600.0,8000000.0
2018-11-05,10500,10800,10000,10450,30027,83600.0,8000000.0
2018-11-06,10550,10600,10150,10350,21355,82800.0,8000000.0
2018-11-07,10400,10500,9960,9960,21144,79680.0,8000000.0
2018-11-08,10150,10300,10000,10300,12392,82400.0,8000000.0
2018-11-09,10150,10200,9840,9890,28326,79120.0,8000000.0
2018-11-12,9920,10150,9790,10100,3666,80800.0,8000000.0
2018-11-13,9840,10050,9710,10000,13736,80000.0,8000000.0
2018-11-14,10000,10000,9250,9450,97058,75600.0,8000000.0
2018-11-15,9450,9640,9360,9640,11051,77120.0,8000000.0
2018-11-16,9870,9870,9430,9520,17003,76160.0,8000000.0
2018-11-19,9570,9720,9530,9570,8631,76560.0,8000000.0
2018-11-20,9570,9750,9450,9660,12673,77280.0,8000000.0
2018-11-21,9660,9710,9250,9260,77156,74080.0,8000000.0
2018-11-22,9310,9340,9120,9190,21344,73520.0,8000000.0
2018-11-23,9200,9300,9070,9070,18695,72560.0,8000000.0
2018-11-26,9010,9240,9010,9190,7958,73520.0,8000000.0
2018-11-27,9190,9370,9150,9350,17547,74800.0,8000000.0
2018-11-28,9350,9360,9230,9360,18492,74880.0,8000000.0
2018-11-29,9370,9450,9290,9440,14950,75520.0,8000000.0
2018-11-30,9440,9440,9290,9410,7945,75280.0,8000000.0
2018-12-03,9350,9490,9340,9480,12597,75840.0,8000000.0
2018-12-04,9480,9790,9460,9750,22980,78000.0,8000000.0
2018-12-05,9690,9900,9500,9780,20154,78240.0,8000000.0
2018-12-06,9650,9880,9520,9520,10680,76160.0,8000000.0
2018-12-07,9600,9680,9440,9530,5657,76240.0,8000000.0
2018-12-10,9400,9650,9290,9560,14946,76480.0,8000000.0
2018-12-11,9600,9870,9470,9510,5057,76080.0,8000000.0
2018-12-12,9400,9640,9400,9640,5330,77120.0,8000000.0
2018-12-13,9650,9830,9450,9570,5380,76560.0,8000000.0
2018-12-14,9690,9790,9470,9530,7522,76240.0,8000000.0
2018-12-17,9560,9650,9320,9590,3484,76720.0,8000000.0
2018-12-18,9380,9700,9310,9510,5554,76080.0,8000000.0
2018-12-19,9350,9590,9350,9570,4463,76560.0,8000000.0
2018-12-20,9570,9700,9400,9500,1676,76000.0,8000000.0
2018-12-21,9490,9660,9300,9400,9733,75200.0,8000000.0
2018-12-24,9340,9450,9210,9390,4854,75120.0,8000000.0
2018-12-26,9330,9390,9120,9300,2849,74400.0,8000000.0
2018-12-27,9390,9390,9180,9270,9118,74160.0,8000000.0
2018-12-28,9360,9390,9090,9250,13578,74000.0,8000000.0
2019-01-02,9350,9350,9080,9220,3747,73760.0,8000000.0
2019-01-03,9250,9250,9010,9100,3762,72800.0,8000000.0
2019-01-04,9020,9170,8910,8970,6821,71760.0,8000000.0
2019-01-07,9010,9090,8990,9060,12559,72480.0,8000000.0
2019-01-08,9100,9450,9050,9310,19843,74480.0,8000000.0
2019-01-09,9390,9480,9260,9360,11268,74880.0,8000000.0
2019-01-10,9290,9300,9160,9260,6791,74080.0,8000000.0
2019-01-11,9340,9340,9230,9300,3946,74400.0,8000000.0
2019-01-14,9340,9430,9200,9280,7748,74240.0,8000000.0
2019-01-15,9240,9440,9240,9440,8348,75520.0,8000000.0
2019-01-16,9890,10850,9530,9710,82640,77680.0,8000000.0
2019-01-17,9710,9890,9520,9800,26969,78400.0,8000000.0
2019-01-18,9850,9870,9600,9850,17288,78800.0,8000000.0
2019-01-21,9940,10000,9700,9930,14823,79440.0,8000000.0
2019-01-22,9990,9990,9750,9890,9060,79120.0,8000000.0
2019-01-23,9720,10150,9720,9960,14312,79680.0,8000000.0
2019-01-24,9920,10350,9850,10300,21581,82400.0,8000000.0
2019-01-25,10300,10600,10100,10450,21747,83600.0,8000000.0
2019-01-28,10500,10500,10200,10200,8056,81600.0,8000000.0
2019-01-29,10350,10350,10000,10200,14715,81600.0,8000000.0
2019-01-30,10200,10400,10050,10400,14681,83200.0,8000000.0
2019-01-31,10450,10500,10200,10400,6696,83200.0,8000000.0
2019-02-01,10400,10400,10100,10300,7305,82400.0,8000000.0
2019-02-07,10350,10350,10050,10250,5815,82000.0,8000000.0
2019-02-08,10200,10400,10100,10400,19714,83200.0,8000000.0
2019-02-11,10450,10600,10300,10600,9422,84800.0,8000000.0
2019-02-12,10650,10650,10450,10650,11307,85200.0,8000000.0
2019-02-13,10700,10800,10600,10650,4744,85200.0,8000000.0
2019-02-14,10700,11200,10600,11200,40777,89600.0,8000000.0
2019-02-15,11200,11500,11000,11450,20846,91600.0,8000000.0
2019-02-18,11450,11700,11250,11400,20742,91200.0,8000000.0
2019-02-19,11450,11500,11100,11400,17126,91200.0,8000000.0
2019-02-20,11550,11950,11250,11400,7305,91200.0,8000000.0
2019-02-21,11300,11500,11200,11250,17252,90000.0,8000000.0
2019-02-22,11350,11400,11100,11200,10157,89600.0,8000000.0
2019-02-25,11200,11200,10950,11150,6991,89200.0,8000000.0
2019-02-26,11150,11500,11050,11350,23574,90800.0,8000000.0
2019-02-27,11350,11350,11000,11350,7877,90800.0,8000000.0
2019-02-28,11350,11350,11050,11200,10860,89600.0,8000000.0
2019-03-04,11200,11750,11150,11450,25408,91600.0,8000000.0
2019-03-05,11400,11500,11150,11300,14880,90400.0,8000000.0
2019-03-06,11250,11650,10950,11550,34124,92400.0,8000000.0
2019-03-07,11500,11700,11050,11350,29474,90800.0,8000000.0
2019-03-08,11250,11300,11000,11300,14201,90400.0,8000000.0
2019-03-11,11350,11500,11100,11450,7445,91600.0,8000000.0
2019-03-12,11650,11700,11150,11150,23036,89200.0,8000000.0
2019-03-13,11200,11300,11000,11300,10285,90400.0,8000000.0
2019-03-14,11250,11400,11100,11200,15691,89600.0,8000000.0
2019-03-15,11200,11300,11050,11150,8773,89200.0,8000000.0
2019-03-18,11100,11250,11050,11200,3957,89600.0,8000000.0
2019-03-19,11250,11300,10900,11300,14085,90400.0,8000000.0
2019-03-20,11250,11450,11000,11400,20252,91200.0,8000000.0
2019-03-21,11400,12000,11250,11950,28563,95600.0,8000000.0
2019-03-22,11950,12550,11700,12450,32425,99600.0,8000000.0
2019-03-25,12200,12500,11950,12400,19386,99200.0,8000000.0
2019-03-26,12400,12400,11950,11950,12327,95600.0,8000000.0
2019-03-27,12100,13000,12000,12750,68282,102000.0,8000000.0
2019-03-28,12600,13000,12250,12400,15268,99200.0,8000000.0
2019-03-29,12450,12650,12400,12600,8238,100800.0,8000000.0
2019-04-01,12750,12900,12650,12800,5365,102400.0,8000000.0
2019-04-02,12700,12950,12650,12750,4791,102000.0,8000000.0
2019-04-03,12900,12900,12450,12750,4189,102000.0,8000000.0
2019-04-04,12650,12850,12550,12700,2565,101600.0,8000000.0
2019-04-05,12700,13000,12600,12850,13805,102800.0,8000000.0
2019-04-08,12750,13150,12750,12900,26200,103200.0,8000000.0
2019-04-09,12900,12900,12450,12750,10134,102000.0,8000000.0
2019-04-10,12800,13100,12500,12900,6419,103200.0,8000000.0
2019-04-11,12800,13050,12800,12850,9206,102800.0,8000000.0
2019-04-12,12800,13100,12750,12900,7265,103200.0,8000000.0
2019-04-15,13100,13150,12900,13100,4759,104800.0,8000000.0
2019-04-16,13100,13400,12750,13400,21189,107200.0,8000000.0
2019-04-17,13450,13450,13100,13150,12591,105200.0,8000000.0
2019-04-18,13100,13150,12900,12900,4123,103200.0,8000000.0
2019-04-19,12900,13000,12700,12850,2880,102800.0,8000000.0
2019-04-22,12800,13300,12800,13300,5613,106400.0,8000000.0
2019-04-23,13400,13450,13000,13350,14291,106800.0,8000000.0
2019-04-24,13200,13450,13200,13250,12641,106000.0,8000000.0
2019-04-25,13150,13700,12950,13100,15724,104800.0,8000000.0
2019-04-26,13100,13600,13100,13200,24599,105600.0,8000000.0
2019-04-29,13200,13500,13200,13350,10485,106800.0,8000000.0
2019-04-30,13300,13300,13000,13150,5108,105200.0,8000000.0
2019-05-02,12950,13450,12950,13450,17961,107600.0,8000000.0
2019-05-03,13400,13650,13150,13350,4673,106800.0,8000000.0
2019-05-07,13150,13600,13050,13350,4787,106800.0,8000000.0
2019-05-08,13250,13600,12850,13350,8995,106800.0,8000000.0
2019-05-09,13250,13400,12700,13200,12003,105600.0,8000000.0
2019-05-10,13150,13150,12500,12850,13370,102800.0,8000000.0
2019-05-13,12750,13600,12700,13200,11846,105600.0,8000000.0
2019-05-14,12950,13450,12700,13350,19891,106800.0,8000000.0
2019-05-15,13150,13200,12900,12950,6488,103600.0,8000000.0
2019-05-16,12800,13250,12700,13000,14075,104000.0,8000000.0
2019-05-17,12950,13150,12750,12800,5611,102400.0,8000000.0
2019-05-20,12800,13150,12500,13000,8718,104000.0,8000000.0
2019-05-21,12850,13250,12650,12950,9747,103600.0,8000000.0
2019-05-22,12750,13100,12650,12950,7923,103600.0,8000000.0
2019-05-23,12950,13000,12650,12800,4968,102400.0,8000000.0
2019-05-24,12650,13100,12400,12850,10764,102800.0,8000000.0
2019-05-27,12700,13100,12650,12900,10376,103200.0,8000000.0
2019-05-28,12750,13100,12700,13000,6495,104000.0,8000000.0
2019-05-29,12850,13200,12750,13200,11974,105600.0,8000000.0
2019-05-30,13200,13300,12750,13300,15760,106400.0,8000000.0
2019-05-31,13600,13600,12950,12950,7809,103600.0,8000000.0
2019-06-03,12950,13000,12700,12750,5114,102000.0,8000000.0
2019-06-04,12750,13100,12700,12800,2490,102400.0,8000000.0
2019-06-05,12950,13400,12950,13400,6890,107200.0,8000000.0
2019-06-07,13400,13500,13150,13450,9058,107600.0,8000000.0
2019-06-10,13450,13500,13350,13500,2631,108000.0,8000000.0
2019-06-11,13450,13700,13350,13700,6681,109600.0,8000000.0
2019-06-12,13700,13750,13250,13250,4709,106000.0,8000000.0
2019-06-13,13400,13500,13200,13300,1907,106400.0,8000000.0
2019-06-14,13450,13800,12800,13700,10454,109600.0,8000000.0
2019-06-17,13750,13750,13500,13600,3129,108800.0,8000000.0
2019-06-18,13750,13750,13500,13650,1552,109200.0,8000000.0
2019-06-19,13750,13750,13250,13250,4366,106000.0,8000000.0
2019-06-20,13250,13400,13200,13250,1040,106000.0,8000000.0
2019-06-21,13250,13500,13050,13050,1593,104400.0,8000000.0
2019-06-24,13100,13350,12850,13050,904,104400.0,8000000.0
2019-06-25,13000,13100,12700,12750,3994,102000.0,8000000.0
2019-06-26,12750,13300,12450,13200,8594,105600.0,8000000.0
2019-06-27,12950,13350,12800,12950,7455,103600.0,8000000.0
2019-06-28,12750,13150,12750,13100,1686,104800.0,8000000.0
2019-07-01,12800,13050,12600,13000,1521,104000.0,8000000.0
2019-07-02,13050,13150,12800,13100,242,104800.0,8000000.0
2019-07-03,13250,13250,12750,12900,1941,103200.0,8000000.0
2019-07-04,12650,13050,12650,12750,1158,102000.0,8000000.0
2019-07-05,12850,13300,12700,13150,3398,105200.0,8000000.0
2019-07-08,13250,13300,12850,13200,7986,105600.0,8000000.0
2019-07-09,13100,13200,12400,12450,3419,99600.0,8000000.0
2019-07-10,12450,12800,12200,12600,1343,100800.0,8000000.0
2019-07-11,12550,13100,12500,12750,1634,102000.0,8000000.0
2019-07-12,12750,13150,12750,12800,1129,102400.0,8000000.0
2019-07-15,12850,13000,12600,12800,3513,102400.0,8000000.0
2019-07-16,12950,12950,12650,12650,2008,101200.0,8000000.0
2019-07-17,12750,13300,12200,12350,8398,98800.0,8000000.0
2019-07-18,12250,12500,12200,12200,781,97600.0,8000000.0
2019-07-19,12400,12950,12250,12500,7200,100000.0,8000000.0
2019-07-22,12700,12900,12250,12250,3334,98000.0,8000000.0
2019-07-23,12250,12300,11850,12200,4297,97600.0,8000000.0
2019-07-24,11950,12650,11900,12650,1884,101200.0,8000000.0
2019-07-25,12650,12700,12000,12500,4769,100000.0,8000000.0
2019-07-26,12500,12500,11950,12150,6041,97200.0,8000000.0
2019-07-29,12050,12150,11350,11350,3158,90800.0,8000000.0
2019-07-30,11700,11950,11600,11850,2086,94800.0,8000000.0
2019-07-31,11850,12900,11600,12550,2857,100400.0,8000000.0
2019-08-01,12550,13000,11850,12350,11427,98800.0,8000000.0
2019-08-02,11950,12400,11850,11950,4752,95600.0,8000000.0
2019-08-05,12050,12450,11550,11800,9074,94400.0,8000000.0
2019-08-06,11800,11850,11000,11300,6147,90400.0,8000000.0
2019-08-07,11400,11950,11350,11400,3010,91200.0,8000000.0
2019-08-08,11700,11700,11500,11550,349,92400.0,8000000.0
2019-08-09,11550,11850,11550,11600,385,92800.0,8000000.0
2019-08-12,11850,11850,11500,11700,574,93600.0,8000000.0
2019-08-13,11500,11950,11500,11500,1972,92000.0,8000000.0
2019-08-14,11750,11800,11500,11500,380,92000.0,8000000.0
2019-08-16,11500,12500,11300,11650,2820,93200.0,8000000.0
2019-08-19,11800,12350,11650,11650,2850,93200.0,8000000.0
2019-08-20,11650,12000,11650,11700,974,93600.0,8000000.0
2019-08-21,11800,11950,11700,11950,392,95600.0,8000000.0
2019-08-22,11750,12300,11550,11550,10748,92400.0,8000000.0
2019-08-23,12800,12800,11600,12300,9251,98400.0,8000000.0
2019-08-26,11950,12300,11950,12100,787,96800.0,8000000.0
2019-08-27,12300,12750,12050,12300,18998,98400.0,8000000.0
2019-08-28,12150,12450,11900,12200,4270,97600.0,8000000.0
2019-08-29,12150,12450,12000,12350,1407,98800.0,8000000.0
2019-08-30,12400,12900,12200,12250,13366,98000.0,8000000.0
2019-09-02,12250,12600,12250,12300,969,98400.0,8000000.0
2019-09-03,12400,12400,12250,12300,6766,98400.0,8000000.0
2019-09-04,12250,12350,12000,12100,4757,96800.0,8000000.0
2019-09-05,12200,12300,12050,12150,1894,97200.0,8000000.0
2019-09-06,12300,12500,12150,12300,2176,98400.0,8000000.0
2019-09-09,12250,12850,12200,12700,2322,101600.0,8000000.0
2019-09-10,12650,16500,12600,13650,64090,109200.0,8000000.0
2019-09-11,13650,13800,13100,13400,29671,107200.0,8000000.0
2019-09-16,13400,13600,13150,13150,4886,105200.0,8000000.0
2019-09-17,13150,13600,13050,13400,6306,107200.0,8000000.0
2019-09-18,13300,13500,13100,13200,6308,105600.0,8000000.0
2019-09-19,13200,13350,12800,13000,7865,104000.0,8000000.0
2019-09-20,13150,14000,12900,13900,9021,111200.0,8000000.0
2019-09-23,13850,13900,13550,13800,8147,110400.0,8000000.0
2019-09-24,13600,14350,13500,13500,4368,108000.0,8000000.0
2019-09-25,13600,13800,13400,13400,1067,107200.0,8000000.0
2019-09-26,13400,13600,13200,13200,1330,105600.0,8000000.0
2019-09-27,13600,13600,13100,13100,3061,104800.0,8000000.0
2019-09-30,13200,13500,13150,13400,1556,,
2019-10-01,13400,13900,13250,13550,3203,,
2019-10-02,13700,13700,13150,13200,543,,
2019-10-04,13250,13750,13100,13450,2981,,
2019-10-07,13350,13850,13350,13550,3961,,
