AK홀딩스(006840),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
1999-12-21,20849,21726,20849,21476,7500,205800.0,6000000.0
1999-12-22,21475,21475,18782,18815,20610,180300.0,6000000.0
1999-12-23,18813,19409,17781,19410,14850,186000.0,6000000.0
1999-12-24,20034,20849,18939,19097,21980,183000.0,6000000.0
1999-12-27,16278,21944,16278,21945,42990,210300.0,6000000.0
1999-12-28,19909,20849,18782,20662,35230,198000.0,6000000.0
2000-01-04,19533,21381,19533,20474,11830,196200.0,6000000.0
2000-01-05,19722,20599,19409,20443,9810,195900.0,6000000.0
2000-01-06,20536,20974,19721,20600,31620,197400.0,6000000.0
2000-01-07,20034,22852,20034,21914,50840,210000.0,6000000.0
2000-01-10,22601,24417,21913,24357,80250,233400.0,6000000.0
2000-01-11,24354,25670,23791,25671,107310,246000.0,6000000.0
2000-01-12,26923,26923,24104,25609,226150,245400.0,6000000.0
2000-01-13,24417,25168,23791,25045,27090,240000.0,6000000.0
2000-01-14,25043,26860,24543,25984,151060,249000.0,6000000.0
2000-01-17,25106,26171,24292,24294,35540,232800.0,6000000.0
2000-01-18,24292,24606,20662,20662,184970,198000.0,6000000.0
2000-01-19,20317,21725,19972,20913,44170,200400.0,6000000.0
2000-01-20,20911,20911,18219,18784,22130,180000.0,6000000.0
2000-01-21,17625,20630,17625,20631,31870,197700.0,6000000.0
2000-01-24,18782,21287,18782,19629,10300,188100.0,6000000.0
2000-01-25,18845,19471,18219,18409,17540,176400.0,6000000.0
2000-01-26,17843,19095,17593,17719,51700,169800.0,6000000.0
2000-01-27,17780,18719,17780,18158,13490,174000.0,6000000.0
2000-01-28,18657,18689,17155,17970,23340,172200.0,6000000.0
2000-01-31,18000,18595,17781,18221,11420,174600.0,6000000.0
2000-02-01,18594,18751,18156,18753,17690,179700.0,6000000.0
2000-02-02,18970,19346,18031,18346,22050,175800.0,6000000.0
2000-02-03,18750,19220,17843,19222,26890,184200.0,6000000.0
2000-02-07,18939,19220,18406,19160,16730,183600.0,6000000.0
2000-02-08,18594,19157,17906,18158,17470,174000.0,6000000.0
2000-02-09,18469,18469,17780,17782,13700,170400.0,6000000.0
2000-02-10,17781,17781,17029,17531,23970,168000.0,6000000.0
2000-02-11,16591,17311,16591,17030,13110,163200.0,6000000.0
2000-02-14,15840,18782,15840,18784,39100,180000.0,6000000.0
2000-02-15,18719,18782,16654,17656,43130,169200.0,6000000.0
2000-02-16,16904,18469,16779,18471,43900,177000.0,6000000.0
2000-02-17,17781,19596,17781,19598,61130,187800.0,6000000.0
2000-02-18,19126,20097,16685,16686,48630,159900.0,6000000.0
2000-02-21,18094,18094,17218,17531,22400,168000.0,6000000.0
2000-02-22,17217,17467,16653,16780,34690,160800.0,6000000.0
2000-02-23,16279,19002,16279,16905,59230,162000.0,6000000.0
2000-02-24,16904,18344,16403,17406,37820,166800.0,6000000.0
2000-02-25,17405,17405,16498,16592,30980,159000.0,6000000.0
2000-02-28,15965,16403,15715,15903,15000,152400.0,6000000.0
2000-02-29,16279,16529,15965,15966,14400,153000.0,6000000.0
2000-03-02,15965,16592,15965,16592,20570,159000.0,6000000.0
2000-03-03,16466,16779,16027,16060,10000,153900.0,6000000.0
2000-03-06,16153,16529,15465,16530,19810,158400.0,6000000.0
2000-03-07,16340,16841,15777,16780,17100,160800.0,6000000.0
2000-03-08,16497,16654,16153,16279,9940,156000.0,6000000.0
2000-03-09,16279,16685,16279,16592,10110,159000.0,6000000.0
2000-03-10,16340,16747,16278,16749,18940,160500.0,6000000.0
2000-03-13,17530,18062,17029,17688,34600,169500.0,6000000.0
2000-03-14,17217,17843,17029,17719,18470,169800.0,6000000.0
2000-03-15,17812,17969,17405,17531,21110,168000.0,6000000.0
2000-03-16,16028,17718,16028,17562,20340,168300.0,6000000.0
2000-03-17,17217,17968,17217,17845,16680,171000.0,6000000.0
2000-03-20,18156,18156,17656,17908,21010,171600.0,6000000.0
2000-03-21,17718,17906,17405,17656,23840,169200.0,6000000.0
2000-03-22,17217,17843,17217,17656,16970,169200.0,6000000.0
2000-03-23,17249,17906,17218,17531,27230,168000.0,6000000.0
2000-03-24,17029,17280,16717,16843,14330,161400.0,6000000.0
2000-03-27,16340,16748,16090,16342,10060,156600.0,6000000.0
2000-03-28,16466,16716,16090,16091,13670,154200.0,6000000.0
2000-03-29,16153,16278,15339,16060,16240,153900.0,6000000.0
2000-03-30,15934,15965,15339,15590,22750,149400.0,6000000.0
2000-03-31,15339,16153,15025,15966,36240,153000.0,6000000.0
2000-04-03,15871,15871,13710,14714,17980,141000.0,6000000.0
2000-04-04,14211,15025,13898,14683,30970,140700.0,6000000.0
2000-04-06,14681,15652,13898,15027,33490,144000.0,6000000.0
2000-04-07,15025,15214,14712,15215,22800,145800.0,6000000.0
2000-04-10,14838,15652,14838,15653,24430,150000.0,6000000.0
2000-04-11,15339,15527,15088,15528,17700,148800.0,6000000.0
2000-04-12,15528,15841,14400,15778,47230,151200.0,6000000.0
2000-04-14,15527,15965,14712,15966,11650,153000.0,6000000.0
2000-04-17,15214,15402,13711,14057,13160,134700.0,6000000.0
2000-04-18,13460,14931,13460,14933,60050,143100.0,6000000.0
2000-04-19,15025,15339,14525,15340,54760,147000.0,6000000.0
2000-04-20,15151,16560,15151,16404,28840,157200.0,6000000.0
2000-04-21,16653,18844,16466,18847,86780,180600.0,6000000.0
2000-04-24,19283,21161,18219,19911,159140,190800.0,6000000.0
2000-04-25,19721,20348,18844,19911,129660,190800.0,6000000.0
2000-04-26,19409,20662,18156,18972,85470,181800.0,6000000.0
2000-04-27,19533,20034,18344,19410,57860,186000.0,6000000.0
2000-04-28,18501,20349,18501,20036,82820,192000.0,6000000.0
2000-05-02,20035,20568,19628,19974,54050,191400.0,6000000.0
2000-05-03,19408,20285,19095,19911,60120,190800.0,6000000.0
2000-05-04,19909,22226,19596,20975,252740,201000.0,6000000.0
2000-05-08,20662,21225,20035,20662,65820,198000.0,6000000.0
2000-05-09,20662,21100,20097,20349,114990,195000.0,6000000.0
2000-05-10,18782,19753,17718,18784,75330,180000.0,6000000.0
2000-05-12,17655,18782,17530,17845,33910,171000.0,6000000.0
2000-05-15,18156,18406,15965,15966,45810,153000.0,6000000.0
2000-05-16,14775,16529,14149,14839,144840,142200.0,6000000.0
2000-05-17,14431,15652,14431,14432,53820,138300.0,6000000.0
2000-05-18,14086,14399,12834,13149,66210,126000.0,6000000.0
2000-05-19,12396,13398,12271,13149,50670,126000.0,6000000.0
2000-05-22,13461,13867,12960,13399,38200,128400.0,6000000.0
2000-05-23,13022,13461,12865,13149,11850,126000.0,6000000.0
2000-05-24,12928,13148,12021,13149,15760,126000.0,6000000.0
2000-05-25,12772,14055,12772,13462,31580,129000.0,6000000.0
2000-05-26,12928,13460,12270,12961,30470,124200.0,6000000.0
2000-05-29,12365,12427,11895,12272,36910,117600.0,6000000.0
2000-05-30,12208,12741,12146,12334,23520,118200.0,6000000.0
2000-05-31,12521,13585,12333,12867,47380,123300.0,6000000.0
2000-06-01,12865,13147,12583,12585,27660,120600.0,6000000.0
2000-06-02,13335,13398,12521,13149,45410,126000.0,6000000.0
2000-06-05,13335,14963,13335,14839,35280,142200.0,6000000.0
2000-06-07,15652,15652,14525,14620,44380,140100.0,6000000.0
2000-06-08,14024,14368,13210,14088,26100,135000.0,6000000.0
2000-06-09,14086,14086,13148,13462,19230,129000.0,6000000.0
2000-06-12,12521,13711,12521,13149,32520,126000.0,6000000.0
2000-06-13,13461,13585,13022,13462,27680,129000.0,6000000.0
2000-06-14,13148,13335,12865,13180,11400,126300.0,6000000.0
2000-06-15,13460,13460,12583,12647,13840,121200.0,6000000.0
2000-06-16,11958,12459,11958,12397,27980,118800.0,6000000.0
2000-06-19,12208,12459,11957,11959,11430,114600.0,6000000.0
2000-06-20,11645,12333,11645,12146,17040,116400.0,6000000.0
2000-06-21,11989,12271,11771,12021,32930,115200.0,6000000.0
2000-06-22,12020,12208,11895,12209,19260,117000.0,6000000.0
2000-06-23,12302,12302,11520,12021,13690,115200.0,6000000.0
2000-06-26,11739,11958,11707,11896,26030,114000.0,6000000.0
2000-06-27,12021,12145,11895,12084,36720,115800.0,6000000.0
2000-06-28,12083,12083,11770,11896,32540,114000.0,6000000.0
2000-06-29,12052,12052,11707,11927,20150,114300.0,6000000.0
2000-06-30,11770,13148,11770,12459,52900,119400.0,6000000.0
2000-07-03,12834,13585,12302,12647,45380,121200.0,6000000.0
2000-07-04,12646,12834,12208,12647,22750,121200.0,6000000.0
2000-07-05,12334,12647,12271,12334,11320,118200.0,6000000.0
2000-07-06,12145,12365,11770,12146,44510,116400.0,6000000.0
2000-07-07,12208,12490,11989,12334,24020,118200.0,6000000.0
2000-07-10,12271,12521,12271,12522,24800,120000.0,6000000.0
2000-07-11,12521,12583,12270,12303,14490,117900.0,6000000.0
2000-07-12,12334,12459,12145,12397,21590,118800.0,6000000.0
2000-07-13,12240,12396,12115,12397,5260,118800.0,6000000.0
2000-07-14,12239,12396,12020,12303,14310,117900.0,6000000.0
2000-07-18,12459,12459,11958,12209,11570,117000.0,6000000.0
2000-07-19,11895,12208,11707,12209,12970,117000.0,6000000.0
2000-07-20,11895,12115,11770,12084,11950,115800.0,6000000.0
2000-07-21,11927,12208,11864,12084,13380,115800.0,6000000.0
2000-07-24,11895,11895,11551,11740,9820,112500.0,6000000.0
2000-07-25,11519,11832,10017,11520,12040,110400.0,6000000.0
2000-07-26,11144,11895,11144,11833,11960,113400.0,6000000.0
2000-07-27,11457,11895,11457,11865,11200,113700.0,6000000.0
2000-07-28,11582,11582,11301,11458,4310,109800.0,6000000.0
2000-07-31,11269,13116,10988,12397,30010,118800.0,6000000.0
2000-08-01,12709,12709,11895,12366,12940,118500.0,6000000.0
2000-08-02,12271,12334,11989,12334,10630,118200.0,6000000.0
2000-08-03,12208,12521,12115,12522,9650,120000.0,6000000.0
2000-08-04,12709,12709,12396,12459,9260,119400.0,6000000.0
2000-08-07,12239,12239,11582,11583,17410,111000.0,6000000.0
2000-08-08,11582,12145,11457,12146,8010,116400.0,6000000.0
2000-08-09,11958,12333,11958,12209,5940,117000.0,6000000.0
2000-08-10,11927,12428,11927,12334,7480,118200.0,6000000.0
2000-08-11,12271,12521,11958,12428,13170,119100.0,6000000.0
2000-08-14,12459,12834,12459,12522,8540,120000.0,6000000.0
2000-08-16,12772,12772,12208,12647,13020,121200.0,6000000.0
2000-08-17,12646,12646,12239,12522,7620,120000.0,6000000.0
2000-08-18,12521,12709,12365,12397,8690,118800.0,6000000.0
2000-08-21,12208,12521,12208,12397,7390,118800.0,6000000.0
2000-08-22,12239,12521,12239,12522,5800,120000.0,6000000.0
2000-08-23,12365,12428,12177,12397,7800,118800.0,6000000.0
2000-08-24,12302,12396,12271,12397,5900,118800.0,6000000.0
2000-08-25,12396,13429,12302,13086,32020,125400.0,6000000.0
2000-08-28,13461,14337,13272,13775,23250,132000.0,6000000.0
2000-08-29,13773,13961,13522,13556,5660,129900.0,6000000.0
2000-08-30,13335,13711,13335,13587,5780,130200.0,6000000.0
2000-08-31,13585,13585,13210,13462,6490,129000.0,6000000.0
2000-09-01,13241,13460,13147,13274,5580,127200.0,6000000.0
2000-09-04,13272,13461,12959,13462,4450,129000.0,6000000.0
2000-09-05,13460,13898,13303,13650,5980,130800.0,6000000.0
2000-09-06,13711,13867,13617,13869,5030,132900.0,6000000.0
2000-09-07,13774,13898,13523,13744,6070,131700.0,6000000.0
2000-09-08,13648,13774,13461,13775,4690,132000.0,6000000.0
2000-09-14,13522,13679,13335,13681,3600,131100.0,6000000.0
2000-09-15,13335,13961,13335,13650,5890,130800.0,6000000.0
2000-09-18,13461,13461,12083,13086,6800,125400.0,6000000.0
2000-09-19,12896,13303,12615,13306,3710,127500.0,6000000.0
2000-09-20,13303,13961,13303,13587,4280,130200.0,6000000.0
2000-09-21,13585,13585,13241,13306,4590,127500.0,6000000.0
2000-09-22,13304,13523,12960,13399,2390,128400.0,6000000.0
2000-09-25,13398,14400,13398,14401,12360,138000.0,6000000.0
2000-09-26,14650,14712,13648,14088,17940,135000.0,6000000.0
2000-09-27,14086,14962,13836,14964,12480,143400.0,6000000.0
2000-09-28,14712,15339,14493,15215,11270,145800.0,6000000.0
2000-09-29,15339,15590,14931,14933,11930,143100.0,6000000.0
2000-10-02,14712,14931,14431,14432,6700,138300.0,6000000.0
2000-10-04,14305,14587,14118,14464,8450,138600.0,6000000.0
2000-10-05,14462,15276,14462,15277,11740,146400.0,6000000.0
2000-10-06,15276,15559,15025,15528,10070,148800.0,6000000.0
2000-10-09,15527,15840,15339,15340,9880,147000.0,6000000.0
2000-10-10,15088,15339,14838,15309,7450,146700.0,6000000.0
2000-10-11,15057,15527,14462,15027,9720,144000.0,6000000.0
2000-10-12,14744,14963,14712,14839,1870,142200.0,6000000.0
2000-10-13,14399,14399,14336,14338,140,137400.0,6000000.0
2000-10-16,14587,14838,14462,14558,4910,139500.0,6000000.0
2000-10-17,14274,14587,13836,14088,5500,135000.0,6000000.0
2000-10-18,13961,14086,13335,13462,7270,129000.0,6000000.0
2000-10-19,13272,14274,13272,14151,10670,135600.0,6000000.0
2000-10-20,14399,14712,14086,14714,6350,141000.0,6000000.0
2000-10-23,14556,14556,14118,14526,4580,139200.0,6000000.0
2000-10-24,14462,14838,14211,14839,6090,142200.0,6000000.0
2000-10-25,14681,14900,14274,14589,5830,139800.0,6000000.0
2000-10-26,14399,14712,14180,14589,4760,139800.0,6000000.0
2000-10-27,14399,14900,14399,14620,3650,140100.0,6000000.0
2000-10-30,14775,15652,14712,15590,16580,149400.0,6000000.0
2000-10-31,15088,15402,14869,15340,7750,147000.0,6000000.0
2000-11-01,15715,15777,15025,15340,9440,147000.0,6000000.0
2000-11-02,15527,15590,15025,15528,5130,148800.0,6000000.0
2000-11-03,15339,15652,15339,15622,3610,149700.0,6000000.0
2000-11-06,15590,15965,15339,15966,6380,153000.0,6000000.0
2000-11-07,15965,16592,15965,16248,4880,155700.0,6000000.0
2000-11-08,16466,16529,16091,16530,2730,158400.0,6000000.0
2000-11-09,17405,17405,16560,16905,2530,162000.0,6000000.0
2000-11-10,16435,16873,16341,16843,2240,161400.0,6000000.0
2000-11-13,16403,16403,16090,16091,1650,154200.0,6000000.0
2000-11-14,15903,16592,15778,16592,3030,159000.0,6000000.0
2000-11-15,16592,16905,16592,16905,1920,162000.0,6000000.0
2000-11-16,16905,16905,16529,16530,440,158400.0,6000000.0
2000-11-17,16340,16841,16309,16811,1600,161100.0,6000000.0
2000-11-20,16685,16685,16279,16530,2090,158400.0,6000000.0
2000-11-21,16529,16529,16153,16185,660,155100.0,6000000.0
2000-11-22,16028,16592,16028,16279,1850,156000.0,6000000.0
2000-11-23,16027,16403,15746,16029,3090,153600.0,6000000.0
2000-11-24,15652,15965,15527,15903,610,152400.0,6000000.0
2000-11-27,15872,16153,15872,15966,2090,153000.0,6000000.0
2000-11-28,16153,16279,15590,15590,2290,149400.0,6000000.0
2000-11-29,15590,16028,15465,15935,2160,152700.0,6000000.0
2000-11-30,15527,17843,15527,17845,5730,171000.0,6000000.0
2000-12-01,17342,17843,16340,17845,5540,171000.0,6000000.0
2000-12-04,17843,20349,15872,16530,372180,158400.0,6000000.0
2000-12-05,16779,16779,15683,16279,2140,156000.0,6000000.0
2000-12-06,16403,16403,15339,15340,6110,147000.0,6000000.0
2000-12-07,15025,15621,14525,15622,3580,149700.0,6000000.0
2000-12-08,14712,16279,14712,16279,2390,156000.0,6000000.0
2000-12-11,15778,16247,15715,16248,2290,155700.0,6000000.0
2000-12-12,15840,16184,15777,16091,1020,154200.0,6000000.0
2000-12-13,15840,16090,15840,16060,480,153900.0,6000000.0
2000-12-14,15715,16091,15715,15841,1510,151800.0,6000000.0
2000-12-15,15527,15527,15088,15152,2260,145200.0,6000000.0
2000-12-18,14525,15120,14462,14464,1170,138600.0,6000000.0
2000-12-19,14462,15025,14212,14808,2450,141900.0,6000000.0
2000-12-20,15025,16090,14430,16091,4260,154200.0,6000000.0
2000-12-21,15715,15715,15339,15528,1750,148800.0,6000000.0
2000-12-22,15840,15840,13335,13337,1320,127800.0,6000000.0
2000-12-26,11394,14712,11394,14714,5640,141000.0,6000000.0
2001-01-02,14149,15652,14149,15653,630,150000.0,6000000.0
2001-01-03,15151,15652,15151,15653,700,150000.0,6000000.0
2001-01-04,15965,15965,15214,15277,2950,146400.0,6000000.0
2001-01-05,15590,15590,15025,15027,430,144000.0,6000000.0
2001-01-08,14775,15402,14775,15152,1130,145200.0,6000000.0
2001-01-09,14806,15182,14806,15184,470,145500.0,6000000.0
2001-01-10,14744,14994,12928,13838,5590,132600.0,6000000.0
2001-01-11,14086,14274,13554,13806,1650,132300.0,6000000.0
2001-01-12,13805,14086,13460,13963,2220,133800.0,6000000.0
2001-01-15,13773,13773,13460,13525,1170,129600.0,6000000.0
2001-01-16,13522,13961,13522,13963,980,133800.0,6000000.0
2001-01-17,13554,13711,13461,13712,1450,131400.0,6000000.0
2001-01-18,13711,13711,13335,13462,820,129000.0,6000000.0
2001-01-19,13461,13461,13148,13399,1150,128400.0,6000000.0
2001-01-22,12991,13272,12991,13274,420,127200.0,6000000.0
2001-01-26,13147,13147,12896,12930,490,123900.0,6000000.0
2001-01-29,12959,13272,12646,13274,1090,127200.0,6000000.0
2001-01-30,14149,14149,13148,13180,940,126300.0,6000000.0
2001-01-31,13304,13304,12897,13180,500,126300.0,6000000.0
2001-02-01,13148,13805,12959,13149,1750,126000.0,6000000.0
2001-02-02,13053,14712,13053,13838,6290,132600.0,6000000.0
2001-02-05,14086,14086,13085,13149,1670,126000.0,6000000.0
2001-02-06,12959,13209,12959,13212,160,126600.0,6000000.0
2001-02-07,12991,13492,12991,13212,930,126600.0,6000000.0
2001-02-08,13429,14024,13209,13212,300,126600.0,6000000.0
2001-02-09,13335,13460,13148,13180,260,126300.0,6000000.0
2001-02-12,13210,13461,13178,13462,360,129000.0,6000000.0
2001-02-13,13523,13523,12991,13431,1670,128700.0,6000000.0
2001-02-14,13147,13429,13147,13337,1100,127800.0,6000000.0
2001-02-15,13272,13397,13022,13337,1040,127800.0,6000000.0
2001-02-16,13210,13367,13085,13368,370,128100.0,6000000.0
2001-02-19,13366,13366,13022,13274,1110,127200.0,6000000.0
2001-02-20,12990,13335,12990,13337,600,127800.0,6000000.0
2001-02-21,13272,13272,13022,13149,550,126000.0,6000000.0
2001-02-22,12896,13022,12678,12899,2060,123600.0,6000000.0
2001-02-23,12772,12896,12709,12899,240,123600.0,6000000.0
2001-02-26,12990,12990,12803,12930,270,123900.0,6000000.0
2001-02-27,13085,13085,12928,13086,270,125400.0,6000000.0
2001-02-28,12959,13022,12772,12773,820,122400.0,6000000.0
2001-03-02,12928,13085,12553,12710,1620,121800.0,6000000.0
2001-03-05,12553,12709,12553,12710,730,121800.0,6000000.0
2001-03-06,12709,12772,12709,12710,720,121800.0,6000000.0
2001-03-07,12709,13085,12521,13086,790,125400.0,6000000.0
2001-03-08,13210,13774,12960,13431,2870,128700.0,6000000.0
2001-03-09,13460,13836,13397,13650,2850,130800.0,6000000.0
2001-03-12,13523,13523,12521,12679,5110,121500.0,6000000.0
2001-03-13,12647,12647,12334,12334,690,118200.0,6000000.0
2001-03-14,12521,13022,12521,13024,940,124800.0,6000000.0
2001-03-15,12584,13085,12584,12773,1190,122400.0,6000000.0
2001-03-16,12834,12897,12584,12836,2220,123000.0,6000000.0
2001-03-19,11926,12459,11926,12146,1240,116400.0,6000000.0
2001-03-20,12208,12396,11801,12053,1450,115500.0,6000000.0
2001-03-21,11989,11989,11645,11646,2060,111600.0,6000000.0
2001-03-22,11708,11801,11519,11771,880,112800.0,6000000.0
2001-03-23,11895,11895,11613,11896,84710,114000.0,6000000.0
2001-03-26,11895,12772,11895,12459,85160,119400.0,6000000.0
2001-03-27,12521,12521,12521,12522,130,120000.0,6000000.0
2001-03-28,11332,12427,11332,12209,600,117000.0,6000000.0
2001-03-29,11739,12208,11707,12209,230,117000.0,6000000.0
2001-03-30,11707,12208,11645,12209,450,117000.0,6000000.0
2001-04-02,11770,11958,11770,11927,230,114300.0,6000000.0
2001-04-03,11582,11613,11395,11520,300,110400.0,6000000.0
2001-04-04,11019,11895,11019,11896,1100,114000.0,6000000.0
2001-04-06,11613,12740,11613,12178,2610,116700.0,6000000.0
2001-04-09,12020,12333,11958,12209,2450,117000.0,6000000.0
2001-04-10,12489,12489,11645,12209,3900,117000.0,6000000.0
2001-04-11,12521,12521,12020,12522,4750,120000.0,6000000.0
2001-04-12,12239,12239,11832,12115,6670,116100.0,6000000.0
2001-04-13,12208,13929,12208,13932,23380,133500.0,6000000.0
2001-04-16,13836,14055,12396,12773,15250,122400.0,6000000.0
2001-04-17,12521,12834,11958,12836,13450,123000.0,6000000.0
2001-04-18,12834,12896,12365,12899,14300,123600.0,6000000.0
2001-04-19,12897,13366,12647,12773,16400,122400.0,6000000.0
2001-04-20,12709,12991,12271,12679,11810,121500.0,6000000.0
2001-04-23,12428,12646,12208,12491,13720,119700.0,6000000.0
2001-04-24,12334,12490,12021,12334,17700,118200.0,6000000.0
2001-04-25,12208,12333,12020,12209,13800,117000.0,6000000.0
2001-04-26,12021,12271,11927,12053,11100,115500.0,6000000.0
2001-04-27,12052,12208,11958,12209,10130,117000.0,6000000.0
2001-04-30,11958,12271,11958,12178,8600,116700.0,6000000.0
2001-05-02,12177,12271,11989,12178,8010,116700.0,6000000.0
2001-05-03,12083,12208,11895,12115,6230,116100.0,6000000.0
2001-05-04,12021,12208,11989,12146,4250,116400.0,6000000.0
