계룡건설산업(013580),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
1999-06-02,9490,9600,9300,9390,173520,64415.0,6860000.0
1999-06-03,9400,10000,9250,9450,229770,64827.0,6860000.0
1999-06-04,9790,9890,9600,9700,155830,66542.0,6860000.0
1999-06-07,9900,10100,9750,9820,159120,67365.0,6860000.0
1999-06-08,10000,11000,9850,11000,342350,75460.0,6860000.0
1999-06-09,11000,11950,10700,11250,457340,77175.0,6860000.0
1999-06-10,10500,11500,10200,11250,242070,77175.0,6860000.0
1999-06-11,11500,11700,10800,11100,146800,76146.0,6860000.0
1999-06-14,10500,11100,10200,10600,112890,72716.0,6860000.0
1999-06-15,10600,10600,9700,9820,170030,67365.0,6860000.0
1999-06-16,10000,10450,10000,10000,79230,68600.0,6860000.0
1999-06-17,10000,10400,9610,10200,138120,69972.0,6860000.0
1999-06-18,10000,10300,9700,9700,91020,66542.0,6860000.0
1999-06-21,9700,9900,9010,9400,98090,64484.0,6860000.0
1999-06-22,9700,10800,9700,10800,281050,74088.0,6860000.0
1999-06-23,10700,10700,10200,10500,176570,72030.0,6860000.0
1999-06-24,11300,11500,10700,10800,243280,74088.0,6860000.0
1999-06-25,10850,11100,10500,10550,94330,72373.0,6860000.0
1999-06-28,10600,10600,10100,10400,72980,71344.0,6860000.0
1999-06-29,10700,11800,10600,10800,338570,74088.0,6860000.0
1999-06-30,10950,11000,10200,10700,153250,73402.0,6860000.0
1999-07-01,10700,11300,10500,10800,140300,74088.0,6860000.0
1999-07-02,11100,11500,10850,11150,246650,76489.0,6860000.0
1999-07-05,11500,11800,11350,11600,326470,79576.0,6860000.0
1999-07-06,11900,12500,11600,11800,375370,80948.0,6860000.0
1999-07-07,11800,12200,11400,11900,220240,81634.0,6860000.0
1999-07-08,11700,13400,11700,12700,383820,87122.0,6860000.0
1999-07-09,12900,12950,12050,12800,197820,87808.0,6860000.0
1999-07-12,12700,13800,12500,13000,352890,89180.0,6860000.0
1999-07-13,12800,13400,12000,12100,129520,83006.0,6860000.0
1999-07-14,12100,12400,11350,11350,108160,77861.0,6860000.0
1999-07-15,11500,11900,11500,11900,134030,81634.0,6860000.0
1999-07-16,11500,12200,11500,12100,221550,107908.0,8918000.0
1999-07-19,12200,12450,11500,11800,213190,105232.0,8918000.0
1999-07-20,11400,12200,11350,11650,170490,103895.0,8918000.0
1999-07-21,11500,11500,10600,10900,113330,97206.0,8918000.0
1999-07-22,10500,10850,10200,10700,131530,95423.0,8918000.0
1999-07-23,11000,11300,9900,10000,193950,89180.0,8918000.0
1999-07-26,9800,10800,8500,9900,206990,88288.0,8918000.0
1999-07-27,9900,10300,9900,10300,113120,91855.0,8918000.0
1999-07-28,10300,10700,10100,10300,137120,91855.0,8918000.0
1999-07-29,10100,10600,10100,10500,169890,93639.0,8918000.0
1999-07-30,10400,10400,9700,9800,126190,87396.0,8918000.0
1999-08-02,8800,9700,8800,9500,100320,84721.0,8918000.0
1999-08-03,9600,10100,9500,9850,120260,87842.0,8918000.0
1999-08-04,9500,10500,9500,10050,101570,89626.0,8918000.0
1999-08-05,10050,10400,9500,9600,81870,85613.0,8918000.0
1999-08-06,9600,9900,9400,9690,45340,86415.0,8918000.0
1999-08-09,9700,9900,9510,9600,47770,85613.0,8918000.0
1999-08-10,9100,9600,9100,9320,61170,83116.0,8918000.0
1999-08-11,9060,9390,9060,9150,63730,81600.0,8918000.0
1999-08-12,9150,9490,9030,9260,72390,82581.0,8918000.0
1999-08-13,9100,9120,8750,8950,94110,79816.0,8918000.0
1999-08-16,8810,9050,8720,8800,65300,78478.0,8918000.0
1999-08-17,9300,9390,8740,8800,101390,78478.0,8918000.0
1999-08-18,8810,8950,8500,8600,88480,76695.0,8918000.0
1999-08-19,8500,9800,8500,9450,199870,84275.0,8918000.0
1999-08-20,9740,9740,9150,9490,123520,84632.0,8918000.0
1999-08-23,9700,9750,9300,9550,120140,85167.0,8918000.0
1999-08-24,9650,10300,9550,9980,191110,89002.0,8918000.0
1999-08-25,10500,10900,10300,10400,276880,92747.0,8918000.0
1999-08-26,10350,10400,9910,9910,125650,88377.0,8918000.0
1999-08-27,9900,10050,9500,10000,96080,89180.0,8918000.0
1999-08-30,9800,10600,9800,10100,135030,90072.0,8918000.0
1999-08-31,10050,10100,9600,9650,53140,86059.0,8918000.0
1999-09-01,9850,9900,9300,9300,71150,82937.0,8918000.0
1999-09-02,9120,9300,8950,9000,106660,80262.0,8918000.0
1999-09-03,8800,9200,8700,8990,141150,80173.0,8918000.0
1999-09-06,9050,9140,8910,8910,60910,79459.0,8918000.0
1999-09-07,8850,9090,8790,8810,127670,78568.0,8918000.0
1999-09-08,8900,9050,8800,8810,74350,78568.0,8918000.0
1999-09-09,8850,8950,8800,8800,58770,78478.0,8918000.0
1999-09-10,8800,9080,8700,8950,96490,79816.0,8918000.0
1999-09-13,9390,9390,9000,9010,88330,80351.0,8918000.0
1999-09-14,9000,9010,8850,8900,143200,79370.0,8918000.0
1999-09-15,8900,9100,8860,8880,86400,79192.0,8918000.0
1999-09-16,8880,8990,8730,8750,69790,78032.0,8918000.0
1999-09-17,8500,8700,8230,8650,84640,77141.0,8918000.0
1999-09-20,8600,8750,8450,8600,91650,76695.0,8918000.0
1999-09-21,8750,8800,8610,8700,109990,77587.0,8918000.0
1999-09-22,8700,8700,8450,8520,88980,75981.0,8918000.0
1999-09-27,8550,8600,8210,8210,44640,73217.0,8918000.0
1999-09-28,8020,8350,7950,7990,95200,71255.0,8918000.0
1999-09-29,8000,8800,8000,8200,189850,73128.0,8918000.0
1999-09-30,8500,8500,7960,7960,99020,70987.0,8918000.0
1999-10-01,7960,8000,7250,7540,75630,67242.0,8918000.0
1999-10-04,7700,7850,7550,7550,55370,67331.0,8918000.0
1999-10-05,7510,7700,7000,7000,82390,62426.0,8918000.0
1999-10-06,7200,7400,6510,7350,86390,65547.0,8918000.0
1999-10-07,7700,7800,7300,7800,114340,69560.0,8918000.0
1999-10-08,8150,8450,7850,7850,197950,70006.0,8918000.0
1999-10-11,8190,8190,7850,7850,68300,70006.0,8918000.0
1999-10-12,7900,7980,7750,7980,71460,71166.0,8918000.0
1999-10-13,7810,7900,7650,7820,88780,69739.0,8918000.0
1999-10-14,7660,8060,7660,8000,89130,71344.0,8918000.0
1999-10-15,8000,8120,7820,7840,78930,69917.0,8918000.0
1999-10-18,7740,7740,7550,7550,78270,67331.0,8918000.0
1999-10-19,8000,8500,7800,8150,332120,72682.0,8918000.0
1999-10-20,8800,8800,8200,8310,240450,74109.0,8918000.0
1999-10-21,8480,8480,8010,8010,146830,71433.0,8918000.0
1999-10-22,7900,8100,7700,7830,72090,69828.0,8918000.0
1999-10-25,7750,7900,7310,7550,67570,67331.0,8918000.0
1999-10-26,7400,7770,7300,7520,43310,67063.0,8918000.0
1999-10-27,7320,7740,7320,7400,49800,65993.0,8918000.0
1999-10-28,7400,7620,7350,7600,44720,67777.0,8918000.0
1999-10-29,7650,7750,7550,7630,69980,68044.0,8918000.0
1999-11-01,7500,8100,7500,8070,136570,71968.0,8918000.0
1999-11-02,8370,8370,8100,8250,162620,73574.0,8918000.0
1999-11-03,8410,8430,8010,8190,119490,73038.0,8918000.0
1999-11-04,8300,8410,8200,8220,85780,73306.0,8918000.0
1999-11-05,8250,8990,8160,8500,258520,75803.0,8918000.0
1999-11-08,8700,8890,8510,8520,148740,75981.0,8918000.0
1999-11-09,8700,8780,8440,8600,102570,76695.0,8918000.0
1999-11-10,8500,8720,8400,8500,128280,75803.0,8918000.0
1999-11-11,8500,8600,8200,8390,155170,74822.0,8918000.0
1999-11-12,8400,8690,8050,8200,270470,73128.0,8918000.0
1999-11-15,8200,8550,8060,8300,173950,74019.0,8918000.0
1999-11-16,8200,8400,8060,8090,114210,72147.0,8918000.0
1999-11-17,8390,8400,7800,7800,134500,69560.0,8918000.0
1999-11-18,7910,8300,7850,8000,103210,71344.0,8918000.0
1999-11-19,7800,8390,7800,8050,129620,71790.0,8918000.0
1999-11-22,8000,8200,7900,8040,127550,71701.0,8918000.0
1999-11-23,8200,8200,7840,8000,69930,71344.0,8918000.0
1999-11-24,7820,7950,7630,7750,62310,69114.0,8918000.0
1999-11-25,7500,7800,7310,7360,67580,65636.0,8918000.0
1999-11-26,7060,8460,6810,8460,142350,75446.0,8918000.0
1999-11-29,7510,7900,7210,7210,140070,64299.0,8918000.0
1999-11-30,7020,7590,7020,7290,136510,65012.0,8918000.0
1999-12-01,7450,7450,6900,6970,100490,62158.0,8918000.0
1999-12-02,6700,7600,6700,7250,160020,64656.0,8918000.0
1999-12-03,7700,7870,7350,7410,190040,66082.0,8918000.0
1999-12-06,7450,7450,7110,7250,122530,64656.0,8918000.0
1999-12-07,7250,7250,6800,6970,109530,62158.0,8918000.0
1999-12-08,6810,6840,6210,6600,100630,58859.0,8918000.0
1999-12-09,6700,6890,6500,6530,97610,58235.0,8918000.0
1999-12-10,6310,7500,6310,7500,267350,66885.0,8918000.0
1999-12-13,7800,8180,7110,7400,316830,65993.0,8918000.0
1999-12-14,7500,7800,7200,7490,161040,66796.0,8918000.0
1999-12-15,7290,7770,7060,7100,117850,63318.0,8918000.0
1999-12-16,6910,7300,6800,6930,84360,61802.0,8918000.0
1999-12-17,6710,7100,6650,6650,104700,59305.0,8918000.0
1999-12-20,6770,6900,6500,6600,75800,58859.0,8918000.0
1999-12-21,6420,6600,5980,6050,256290,53954.0,8918000.0
1999-12-22,6050,6050,5600,5780,150310,51546.0,8918000.0
1999-12-23,5710,6000,5710,5980,151750,53330.0,8918000.0
1999-12-24,6000,6350,6000,6220,144300,55470.0,8918000.0
1999-12-27,6260,6370,6020,6100,44230,54400.0,8918000.0
1999-12-28,6100,6600,6020,6600,95600,58859.0,8918000.0
2000-01-04,6210,7490,6210,6820,108090,60821.0,8918000.0
2000-01-05,6510,6690,6330,6380,48620,56897.0,8918000.0
2000-01-06,6400,6450,5910,5950,45880,53062.0,8918000.0
2000-01-07,5950,6200,5950,6000,41940,53508.0,8918000.0
2000-01-10,6200,6200,5910,6000,59960,53508.0,8918000.0
2000-01-11,6190,6190,5880,5980,47490,53330.0,8918000.0
2000-01-12,6000,6000,5520,5630,73630,50208.0,8918000.0
2000-01-13,5700,5800,5550,5670,38570,50565.0,8918000.0
2000-01-14,5670,5750,5500,5510,57230,49138.0,8918000.0
2000-01-17,5400,5600,5400,5480,46280,48871.0,8918000.0
2000-01-18,5500,5500,5010,5010,124120,44679.0,8918000.0
2000-01-19,5210,5210,4700,4730,95950,42182.0,8918000.0
2000-01-20,4700,4700,4410,4500,54490,40131.0,8918000.0
2000-01-21,4350,4900,4350,4700,74830,41915.0,8918000.0
2000-01-24,4550,4890,4500,4700,87300,41915.0,8918000.0
2000-01-25,4520,4780,4510,4530,43290,40399.0,8918000.0
2000-01-26,4510,4750,4500,4600,64540,41023.0,8918000.0
2000-01-27,4700,5210,4510,5140,222620,45839.0,8918000.0
2000-01-28,5150,5200,4830,4900,105720,43698.0,8918000.0
2000-01-31,4900,5400,4800,5150,181960,45928.0,8918000.0
2000-02-01,5250,5400,5110,5200,68140,46374.0,8918000.0
2000-02-02,5150,5380,5010,5200,83050,46374.0,8918000.0
2000-02-03,5250,5350,5120,5210,115770,46463.0,8918000.0
2000-02-07,5490,5490,5110,5160,88090,46017.0,8918000.0
2000-02-08,5140,5160,4950,4960,76050,44233.0,8918000.0
2000-02-09,5050,5050,4620,4700,78170,41915.0,8918000.0
2000-02-10,4600,4600,4450,4450,71410,39685.0,8918000.0
2000-02-11,4400,4620,4400,4520,79120,40309.0,8918000.0
2000-02-14,4400,4500,4350,4350,54860,38793.0,8918000.0
2000-02-15,4320,4450,4150,4175,54660,37233.0,8918000.0
2000-02-16,4260,4380,4130,4200,35910,37456.0,8918000.0
2000-02-17,4200,4260,4130,4150,36800,37010.0,8918000.0
2000-02-18,4210,4300,4050,4055,47720,36162.0,8918000.0
2000-02-21,3960,4000,3565,3620,50890,32283.0,8918000.0
2000-02-22,3800,3850,3650,3660,49010,32640.0,8918000.0
2000-02-23,3660,4205,3660,4205,112490,37500.0,8918000.0
2000-02-24,4020,4150,3800,3850,75790,34334.0,8918000.0
2000-02-25,3980,4070,3750,3950,82020,35226.0,8918000.0
2000-02-28,4170,4180,3900,4060,81430,36207.0,8918000.0
2000-02-29,4180,4600,4100,4100,123910,36564.0,8918000.0
2000-03-02,4150,4300,4150,4200,80410,37456.0,8918000.0
2000-03-03,4380,4510,4220,4510,108900,40220.0,8918000.0
2000-03-06,4400,4950,4320,4820,177110,42985.0,8918000.0
2000-03-07,4800,5170,4690,4870,96500,43431.0,8918000.0
2000-03-08,4700,5140,4670,5030,119400,44858.0,8918000.0
2000-03-09,5090,5780,5090,5580,258910,49762.0,8918000.0
2000-03-10,5210,5700,5100,5480,154800,48871.0,8918000.0
2000-03-13,5500,5700,5350,5420,91230,48336.0,8918000.0
2000-03-14,4910,5400,4910,5220,113180,46552.0,8918000.0
2000-03-15,5200,5200,4900,5170,96240,46106.0,8918000.0
2000-03-16,5140,5300,4900,5150,54350,45928.0,8918000.0
2000-03-17,4950,5400,4950,5150,81180,45928.0,8918000.0
2000-03-20,4900,5300,4900,5000,39000,44590.0,8918000.0
2000-03-21,5150,5150,4870,4960,30270,44233.0,8918000.0
2000-03-22,4990,5180,4900,5050,69990,45036.0,8918000.0
2000-03-23,5200,5200,4950,5060,44120,45125.0,8918000.0
2000-03-24,5110,5240,5010,5010,70290,44679.0,8918000.0
2000-03-27,5200,5350,5050,5250,86840,46820.0,8918000.0
2000-03-28,5400,5450,5100,5210,71520,46463.0,8918000.0
2000-03-29,5350,5350,4970,5000,81240,44590.0,8918000.0
2000-03-30,5000,5000,4800,4950,48290,44144.0,8918000.0
2000-03-31,4700,4990,4700,4790,95890,42717.0,8918000.0
2000-04-03,4750,5310,4630,5100,183710,45482.0,8918000.0
2000-04-04,4800,5100,4680,4900,39800,43698.0,8918000.0
2000-04-06,4630,4900,4630,4720,31130,42093.0,8918000.0
2000-04-07,4500,4900,4500,4600,49320,41023.0,8918000.0
2000-04-10,4900,5290,4710,5290,313140,47176.0,8918000.0
2000-04-11,5100,5500,4720,4750,179090,42360.0,8918000.0
2000-04-12,4800,4800,4500,4700,83090,41915.0,8918000.0
2000-04-14,4600,4780,4400,4600,61480,41023.0,8918000.0
2000-04-17,4010,4400,3910,3950,90950,35226.0,8918000.0
2000-04-18,4210,4280,4030,4060,47040,36207.0,8918000.0
2000-04-19,4010,4240,4010,4160,47340,37099.0,8918000.0
2000-04-20,4010,4470,4010,4280,98360,38169.0,8918000.0
2000-04-21,4350,4400,4170,4290,47180,38258.0,8918000.0
2000-04-24,4370,4370,4190,4350,41970,38793.0,8918000.0
2000-04-25,4140,4390,4140,4390,38910,39150.0,8918000.0
2000-04-26,4490,4490,4200,4300,30760,38347.0,8918000.0
2000-04-27,4160,4380,4160,4300,24230,38347.0,8918000.0
2000-04-28,4300,4400,4160,4255,23630,37946.0,8918000.0
2000-05-02,4250,4300,4070,4140,27020,36921.0,8918000.0
2000-05-03,4100,4250,4085,4100,29460,36564.0,8918000.0
2000-05-04,4100,4150,4010,4030,29710,35940.0,8918000.0
2000-05-08,3970,4090,3970,4040,40910,36029.0,8918000.0
2000-05-09,4000,4010,3910,3990,14370,35583.0,8918000.0
2000-05-10,3870,4000,3870,3910,16400,34869.0,8918000.0
2000-05-12,3830,4050,3720,3800,36860,33888.0,8918000.0
2000-05-15,3800,3800,3640,3640,12550,32462.0,8918000.0
2000-05-16,3660,3690,3500,3590,26790,32016.0,8918000.0
2000-05-17,3590,3600,3330,3345,21430,29831.0,8918000.0
2000-05-18,3000,3200,3000,3100,18100,27646.0,8918000.0
2000-05-19,3100,3150,3000,3110,23560,27735.0,8918000.0
2000-05-22,3100,3200,3050,3050,18150,27200.0,8918000.0
2000-05-23,3000,3150,2900,3050,14400,27200.0,8918000.0
2000-05-24,2960,3495,2900,3430,64990,30589.0,8918000.0
2000-05-25,3590,3780,3350,3630,62320,32372.0,8918000.0
2000-05-26,3650,3650,3150,3200,26600,28538.0,8918000.0
2000-05-29,3050,3400,2910,3300,32740,29429.0,8918000.0
2000-05-30,3400,3680,3320,3530,70060,31481.0,8918000.0
2000-05-31,3650,3660,3350,3560,108590,31748.0,8918000.0
2000-06-01,3700,3700,3360,3400,28050,30321.0,8918000.0
2000-06-02,3590,3690,3400,3470,51260,30945.0,8918000.0
2000-06-05,3770,3990,3770,3990,115810,35583.0,8918000.0
2000-06-07,4585,4585,4585,4585,25340,40889.0,8918000.0
2000-06-08,5270,5270,4560,5250,387720,46820.0,8918000.0
2000-06-09,4500,5200,4470,4780,190080,42628.0,8918000.0
2000-06-12,4730,4730,4400,4600,167510,41023.0,8918000.0
2000-06-13,4410,4540,3950,4010,69700,35761.0,8918000.0
2000-06-14,4000,4600,3835,4500,159480,40131.0,8918000.0
2000-06-15,4600,4600,3900,3900,44620,34780.0,8918000.0
2000-06-16,3515,3900,3500,3550,60180,31659.0,8918000.0
2000-06-19,3450,3700,3450,3455,33780,30812.0,8918000.0
2000-06-20,3500,3550,3400,3550,43480,31659.0,8918000.0
2000-06-21,3570,3730,3460,3570,59530,31837.0,8918000.0
2000-06-22,3730,3730,3500,3500,21240,31213.0,8918000.0
2000-06-23,3420,3680,3410,3630,35930,32372.0,8918000.0
2000-06-26,3690,3690,3520,3585,14320,31971.0,8918000.0
2000-06-27,3650,3780,3590,3650,30040,32551.0,8918000.0
2000-06-28,3750,4100,3695,3700,69100,32997.0,8918000.0
2000-06-29,3650,3750,3565,3580,27790,31926.0,8918000.0
2000-06-30,3560,3690,3510,3600,17080,32105.0,8918000.0
2000-07-03,3620,3665,3510,3650,23010,32551.0,8918000.0
2000-07-04,3700,3780,3610,3660,34500,32640.0,8918000.0
2000-07-05,3570,3730,3550,3660,24010,32640.0,8918000.0
2000-07-06,3660,3850,3640,3750,81920,33442.0,8918000.0
2000-07-07,3880,4250,3850,4070,165810,36296.0,8918000.0
2000-07-10,4300,4300,4000,4200,104530,37456.0,8918000.0
2000-07-11,4180,4830,4180,4750,245320,42360.0,8918000.0
2000-07-12,4740,5300,4500,4800,265080,42806.0,8918000.0
2000-07-13,4800,4900,4530,4600,75930,41023.0,8918000.0
2000-07-14,4600,4810,4440,4550,55370,40577.0,8918000.0
2000-07-18,4380,4400,4110,4250,26990,37902.0,8918000.0
2000-07-19,4060,4285,4010,4150,19450,37010.0,8918000.0
2000-07-20,4030,4200,3960,4030,10590,35940.0,8918000.0
2000-07-21,4050,4200,3900,4100,20890,36564.0,8918000.0
2000-07-24,4160,4160,3800,3820,17380,34067.0,8918000.0
2000-07-25,3800,4050,3630,3890,20420,34691.0,8918000.0
2000-07-26,4040,4100,3800,3850,18390,34334.0,8918000.0
2000-07-27,3950,4000,3670,3710,20190,33086.0,8918000.0
2000-07-28,3740,3760,3600,3600,13010,32105.0,8918000.0
2000-07-31,3510,3605,3300,3605,29210,32149.0,8918000.0
2000-08-01,3600,3810,3600,3650,30430,32551.0,8918000.0
2000-08-02,3600,3770,3600,3700,12950,32997.0,8918000.0
2000-08-03,3650,3730,3570,3570,38570,31837.0,8918000.0
2000-08-04,3680,3680,3560,3580,25120,31926.0,8918000.0
2000-08-07,3605,3610,3470,3485,25780,31079.0,8918000.0
2000-08-08,3420,3700,3420,3490,23450,31124.0,8918000.0
2000-08-09,3565,3575,3480,3550,19650,31659.0,8918000.0
2000-08-10,3550,3600,3450,3570,49490,31837.0,8918000.0
2000-08-11,3580,3595,3500,3550,77410,31659.0,8918000.0
2000-08-14,3880,3880,3600,3820,49650,34067.0,8918000.0
2000-08-16,3820,3870,3700,3850,69220,34334.0,8918000.0
2000-08-17,3810,3835,3750,3800,23650,33888.0,8918000.0
2000-08-18,3800,3950,3800,3920,21320,34959.0,8918000.0
2000-08-21,3920,3920,3800,3900,16570,34780.0,8918000.0
2000-08-22,3815,4030,3815,3950,40520,35226.0,8918000.0
2000-08-23,3960,4100,3900,3980,29500,35494.0,8918000.0
2000-08-24,4000,4000,3710,3940,9530,35137.0,8918000.0
2000-08-25,3915,3980,3840,3850,8360,34334.0,8918000.0
2000-08-28,3720,3900,3700,3900,12740,34780.0,8918000.0
2000-08-29,3900,4190,3900,3960,47700,35315.0,8918000.0
2000-08-30,4500,4500,3980,4050,100200,36118.0,8918000.0
2000-08-31,4100,4120,3910,4030,116590,35940.0,8918000.0
2000-09-01,4000,4030,3930,3965,72190,35360.0,8918000.0
2000-09-04,3920,3990,3800,3900,67760,34780.0,8918000.0
2000-09-05,3905,3960,3840,3920,83840,34959.0,8918000.0
2000-09-06,3805,3960,3805,3860,64720,34423.0,8918000.0
2000-09-07,3760,3890,3700,3860,31350,34423.0,8918000.0
2000-09-08,3900,3970,3760,3935,8710,35092.0,8918000.0
2000-09-14,3930,4000,3750,3840,53680,34245.0,8918000.0
2000-09-15,3860,4415,3860,4335,284480,38660.0,8918000.0
2000-09-18,4310,4310,3685,3685,147520,32863.0,8918000.0
