LF(093050),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2007-03-28,22950,23350,22250,22750,327671,665210.0,29240000.0
2007-03-29,22600,23050,22400,22850,160524,668134.0,29240000.0
2007-03-30,22600,22850,22250,22850,205643,668134.0,29240000.0
2007-04-02,23100,23500,22500,22500,266184,657900.0,29240000.0
2007-04-03,22500,22750,21800,22150,228120,647666.0,29240000.0
2007-04-04,22200,22350,21850,22000,231696,643280.0,29240000.0
2007-04-05,22000,22200,21700,21750,256552,635970.0,29240000.0
2007-04-06,21750,22150,21500,21500,250386,628660.0,29240000.0
2007-04-09,21500,21750,20850,21150,412916,618426.0,29240000.0
2007-04-10,21150,21350,21000,21150,182345,618426.0,29240000.0
2007-04-11,21350,22100,21200,21950,312984,641818.0,29240000.0
2007-04-12,21950,21950,21500,21600,185592,631584.0,29240000.0
2007-04-13,21500,21700,21000,21000,270513,614040.0,29240000.0
2007-04-16,21050,22150,21050,22100,366866,646204.0,29240000.0
2007-04-17,22200,22200,21600,21950,169676,641818.0,29240000.0
2007-04-18,21800,23250,21800,23200,591920,678368.0,29240000.0
2007-04-19,23550,23600,22750,23350,583868,682754.0,29240000.0
2007-04-20,23650,24900,23500,24600,597604,719304.0,29240000.0
2007-04-23,25000,25950,24500,24700,509460,722228.0,29240000.0
2007-04-24,24650,25000,23800,25000,511586,731000.0,29240000.0
2007-04-25,24800,24900,23700,23700,340829,692988.0,29240000.0
2007-04-26,24150,24250,23700,24250,210464,709070.0,29240000.0
2007-04-27,24250,24900,23950,24650,180996,720766.0,29240000.0
2007-04-30,24900,25850,24600,25800,421914,754392.0,29240000.0
2007-05-02,25650,25800,24700,25200,446016,736848.0,29240000.0
2007-05-03,25800,25800,24800,25000,227413,731000.0,29240000.0
2007-05-04,25050,25300,24300,25300,190866,739772.0,29240000.0
2007-05-07,25400,25700,24900,25650,222700,750006.0,29240000.0
2007-05-08,25300,25650,24150,24800,370031,725152.0,29240000.0
2007-05-09,24500,24800,24350,24800,215762,725152.0,29240000.0
2007-05-10,24800,24900,24100,24500,311978,716380.0,29240000.0
2007-05-11,23950,25450,23550,25400,532137,742696.0,29240000.0
2007-05-14,25400,26550,25000,26500,633410,774860.0,29240000.0
2007-05-15,26750,27250,25700,26400,342350,771936.0,29240000.0
2007-05-16,26050,26850,26050,26700,218961,780708.0,29240000.0
2007-05-17,26800,27000,25900,26700,331466,780708.0,29240000.0
2007-05-18,26500,26700,26050,26500,140932,774860.0,29240000.0
2007-05-21,26000,26050,25450,25850,195273,755854.0,29240000.0
2007-05-22,25850,25850,24700,25050,450497,732462.0,29240000.0
2007-05-23,25050,25300,24500,25100,263981,733924.0,29240000.0
2007-05-25,25000,25700,24800,25700,348250,751468.0,29240000.0
2007-05-28,25700,26750,25400,26500,298890,774860.0,29240000.0
2007-05-29,26750,27200,26600,27100,252575,792404.0,29240000.0
2007-05-30,27100,28400,26800,28100,467331,821644.0,29240000.0
2007-05-31,28200,29300,27800,28800,356988,842112.0,29240000.0
2007-06-01,28500,29500,27600,27900,531319,815796.0,29240000.0
2007-06-04,28400,28500,27200,28250,206079,826030.0,29240000.0
2007-06-05,28150,28400,27500,27550,423473,805562.0,29240000.0
2007-06-07,27100,30150,27050,30100,478616,880124.0,29240000.0
2007-06-08,29500,30700,29300,30650,277532,896206.0,29240000.0
2007-06-11,31000,31800,30600,30900,255158,903516.0,29240000.0
2007-06-12,30500,31800,30250,31300,174804,915212.0,29240000.0
2007-06-13,31500,31500,30500,31100,112420,909364.0,29240000.0
2007-06-14,31750,33200,31200,32000,233352,935680.0,29240000.0
2007-06-15,32200,33300,31300,32800,179126,959072.0,29240000.0
2007-06-18,32900,32900,32100,32700,170181,956148.0,29240000.0
2007-06-19,32200,32450,31150,31300,216481,915212.0,29240000.0
2007-06-20,31050,31900,30150,31250,220860,913750.0,29240000.0
2007-06-21,30700,31300,30200,30600,226741,894744.0,29240000.0
2007-06-22,30600,31200,30050,30600,183264,894744.0,29240000.0
2007-06-25,30300,32000,30100,31100,290138,909364.0,29240000.0
2007-06-26,32000,32000,30300,30550,106083,893282.0,29240000.0
2007-06-27,30600,31000,29550,30800,158813,900592.0,29240000.0
2007-06-28,31000,32400,31000,32150,305812,940066.0,29240000.0
2007-06-29,32250,33350,32250,33350,324085,975154.0,29240000.0
2007-07-02,33500,33550,32300,33300,118663,973692.0,29240000.0
2007-07-03,33350,35150,33100,34650,188621,1013166.0,29240000.0
2007-07-04,35000,35200,33200,33500,243806,979540.0,29240000.0
2007-07-05,33700,34100,32850,33900,184720,991236.0,29240000.0
2007-07-06,33550,33900,32100,33100,395447,967844.0,29240000.0
2007-07-09,33050,33300,32400,33300,184243,973692.0,29240000.0
2007-07-10,33000,33300,32250,32350,191917,945914.0,29240000.0
2007-07-11,31700,32600,31400,32250,180670,942990.0,29240000.0
2007-07-12,32700,33300,32550,33100,171258,967844.0,29240000.0
2007-07-13,33400,33800,32250,33300,223140,973692.0,29240000.0
2007-07-16,33300,33400,32000,32800,176459,959072.0,29240000.0
2007-07-18,32500,32600,31350,31700,297349,926908.0,29240000.0
2007-07-19,31700,32000,31100,31450,141031,919598.0,29240000.0
2007-07-20,31650,32250,31200,31900,180583,932756.0,29240000.0
2007-07-23,31450,31800,31150,31250,234033,913750.0,29240000.0
2007-07-24,31700,32100,31200,31500,239014,921060.0,29240000.0
2007-07-25,31450,32750,31400,32600,213496,953224.0,29240000.0
2007-07-26,33100,33300,31800,32700,276462,956148.0,29240000.0
2007-07-27,31400,32250,30750,32000,175878,935680.0,29240000.0
2007-07-30,31700,31950,30800,31400,198632,918136.0,29240000.0
2007-07-31,31100,31650,31000,31600,122093,923984.0,29240000.0
2007-08-01,31350,31700,30650,30650,143849,896206.0,29240000.0
2007-08-02,30850,31100,30050,30800,154239,900592.0,29240000.0
2007-08-03,30700,31150,30700,30850,116061,902054.0,29240000.0
2007-08-06,29800,31300,29800,30800,61405,900592.0,29240000.0
2007-08-07,31700,32000,31200,32000,160533,935680.0,29240000.0
2007-08-08,32350,33100,31800,32900,166851,961996.0,29240000.0
2007-08-09,33000,33100,32500,32950,121047,963458.0,29240000.0
2007-08-10,31600,32500,30750,31850,225652,931294.0,29240000.0
2007-08-13,31750,31950,31000,31500,68493,921060.0,29240000.0
2007-08-14,31400,31750,30100,30300,178857,885972.0,29240000.0
2007-08-16,28800,29500,26600,27600,212098,807024.0,29240000.0
2007-08-17,27600,28250,26000,26700,199536,780708.0,29240000.0
2007-08-20,27750,28300,27500,28000,134286,818720.0,29240000.0
2007-08-21,27800,28250,27250,27250,138346,796790.0,29240000.0
2007-08-22,27400,28500,26500,28200,124119,824568.0,29240000.0
2007-08-23,28950,28950,28000,28400,187919,830416.0,29240000.0
2007-08-24,28200,28800,27850,28750,71060,840650.0,29240000.0
2007-08-27,29150,29300,28150,28400,138386,830416.0,29240000.0
2007-08-28,28000,28350,27200,27650,217012,808486.0,29240000.0
2007-08-29,26600,27450,26550,27100,81602,792404.0,29240000.0
2007-08-30,27500,27700,26950,27500,124989,804100.0,29240000.0
2007-08-31,27500,27950,27150,27950,124138,817258.0,29240000.0
2007-09-03,28150,28800,27750,28550,130540,834802.0,29240000.0
2007-09-04,28550,28550,28000,28100,112524,821644.0,29240000.0
2007-09-05,28200,28450,27650,27800,121940,812872.0,29240000.0
2007-09-06,27400,27600,26800,26800,191569,783632.0,29240000.0
2007-09-07,26750,27800,26200,27350,253944,799714.0,29240000.0
2007-09-10,26550,27250,26300,27150,89324,793866.0,29240000.0
2007-09-11,26900,27400,26650,27250,66240,796790.0,29240000.0
2007-09-12,27200,27400,26050,26500,181909,774860.0,29240000.0
2007-09-13,26500,26850,25900,26800,101094,783632.0,29240000.0
2007-09-14,26950,27150,26250,26250,105448,767550.0,29240000.0
2007-09-17,26400,26400,25750,26150,203501,764626.0,29240000.0
2007-09-18,26100,26950,25750,26950,141682,788018.0,29240000.0
2007-09-19,27650,28900,27300,28900,312661,845036.0,29240000.0
2007-09-20,28900,29850,28500,29850,381634,872814.0,29240000.0
2007-09-21,29800,30100,29350,30100,158792,880124.0,29240000.0
2007-09-27,30250,30550,29800,30250,111256,884510.0,29240000.0
2007-09-28,30800,30850,29700,30350,139720,887434.0,29240000.0
2007-10-01,30600,30800,29500,29950,219861,875738.0,29240000.0
2007-10-02,30650,30650,26400,29950,396200,875738.0,29240000.0
2007-10-04,29900,29900,28600,29300,303952,856732.0,29240000.0
2007-10-05,29600,29750,28450,28700,183798,839188.0,29240000.0
2007-10-08,29000,29150,28200,28400,276188,830416.0,29240000.0
2007-10-09,28500,30200,28400,30000,390734,877200.0,29240000.0
2007-10-10,30600,32300,30300,32100,713545,938604.0,29240000.0
2007-10-11,32000,33000,31400,32900,359422,961996.0,29240000.0
2007-10-12,32500,33850,32500,33450,627768,978078.0,29240000.0
2007-10-15,33750,34250,33300,34000,233097,994160.0,29240000.0
2007-10-16,34250,34550,32500,33800,290078,988312.0,29240000.0
2007-10-17,33800,34250,32400,32750,217825,957610.0,29240000.0
2007-10-18,32800,36000,32200,36000,395266,1052640.0,29240000.0
2007-10-19,35950,35950,34500,34500,262368,1008780.0,29240000.0
2007-10-22,32700,39000,32100,34500,300286,1008780.0,29240000.0
2007-10-23,35900,36900,34500,35000,231624,1023400.0,29240000.0
2007-10-24,35800,35950,33350,33400,321587,976616.0,29240000.0
2007-10-25,33700,34550,33300,34550,181087,1010242.0,29240000.0
2007-10-26,34800,35700,33300,35550,398429,1039482.0,29240000.0
2007-10-29,35900,36750,34950,35000,290164,1023400.0,29240000.0
2007-10-30,35000,35500,33000,34500,284370,1008780.0,29240000.0
2007-10-31,34500,35450,34050,35200,223235,1029248.0,29240000.0
2007-11-01,35550,35900,34100,35300,219759,1032172.0,29240000.0
2007-11-02,34800,39300,34650,38800,952627,1134512.0,29240000.0
2007-11-05,39400,39900,37800,38600,759554,1128664.0,29240000.0
2007-11-06,38350,39900,37500,39900,298730,1166676.0,29240000.0
2007-11-07,39900,39950,37750,38550,307579,1127202.0,29240000.0
2007-11-08,37500,38100,36800,37500,164394,1096500.0,29240000.0
2007-11-09,37500,38000,35850,38000,274247,1111120.0,29240000.0
2007-11-12,37150,38300,36100,37950,186088,1109658.0,29240000.0
2007-11-13,38350,39900,37750,39900,324277,1166676.0,29240000.0
2007-11-14,40500,40600,38450,39100,340076,1143284.0,29240000.0
2007-11-15,38900,39100,37700,37800,200868,1105272.0,29240000.0
2007-11-16,37450,38100,35500,37800,237227,1105272.0,29240000.0
2007-11-19,37100,38200,36000,36450,203613,1065798.0,29240000.0
2007-11-20,35150,37350,33950,37350,270220,1092114.0,29240000.0
2007-11-21,37350,37350,33650,34500,263436,1008780.0,29240000.0
2007-11-22,33100,34000,31700,33500,258585,979540.0,29240000.0
2007-11-23,33350,33350,28850,30200,272881,883048.0,29240000.0
2007-11-26,30800,31250,30100,30650,419731,896206.0,29240000.0
2007-11-27,29150,32800,29050,32800,281879,959072.0,29240000.0
2007-11-28,33500,34350,32050,32800,331210,959072.0,29240000.0
2007-11-29,34000,34000,32600,33400,137431,976616.0,29240000.0
2007-11-30,33700,33700,31950,31950,551634,934218.0,29240000.0
2007-12-03,32250,32450,31500,32400,142347,947376.0,29240000.0
2007-12-04,32300,33100,31750,32450,220520,948838.0,29240000.0
2007-12-05,32100,32900,31850,32900,106459,961996.0,29240000.0
2007-12-06,33450,33450,32050,32300,195111,944452.0,29240000.0
2007-12-07,32350,32350,30550,31000,147109,906440.0,29240000.0
2007-12-10,30800,31000,29550,29750,137777,869890.0,29240000.0
2007-12-11,29600,30500,28900,28900,215368,845036.0,29240000.0
2007-12-12,28000,29650,27900,29650,188713,866966.0,29240000.0
2007-12-13,29500,31150,28900,31150,189591,910826.0,29240000.0
2007-12-14,31150,31150,30300,31150,121679,910826.0,29240000.0
2007-12-17,31100,31100,29750,30000,93964,877200.0,29240000.0
2007-12-18,29150,29700,28400,29700,342213,868428.0,29240000.0
2007-12-20,29900,29900,28700,29000,308458,847960.0,29240000.0
2007-12-21,29200,30200,28900,30000,127040,877200.0,29240000.0
2007-12-24,30400,30950,29900,30700,147402,897668.0,29240000.0
2007-12-26,30850,30950,30050,30950,138144,904978.0,29240000.0
2007-12-27,30900,31050,30200,30850,82835,902054.0,29240000.0
2007-12-28,30750,30750,30000,30100,131228,880124.0,29240000.0
2008-01-02,30100,30100,29200,29200,106709,853808.0,29240000.0
2008-01-03,28550,29700,28250,29350,81786,858194.0,29240000.0
2008-01-04,29350,29750,28800,29700,56146,868428.0,29240000.0
2008-01-07,28800,29400,28500,29300,107446,856732.0,29240000.0
2008-01-08,29200,29400,28300,28300,108332,827492.0,29240000.0
2008-01-09,28450,28450,27350,28250,177102,826030.0,29240000.0
2008-01-10,28350,28400,27050,27400,198757,801176.0,29240000.0
2008-01-11,27600,27600,25600,26150,196597,764626.0,29240000.0
2008-01-14,25700,26500,25400,26150,208576,764626.0,29240000.0
2008-01-15,26150,26300,24000,25000,376340,731000.0,29240000.0
2008-01-16,24050,25450,23900,25450,241650,744158.0,29240000.0
2008-01-17,25450,26000,25100,25950,117982,758778.0,29240000.0
2008-01-18,25700,26950,25100,26500,110800,774860.0,29240000.0
2008-01-21,26200,26550,25050,26200,66180,766088.0,29240000.0
2008-01-22,25200,25900,24250,25600,114916,748544.0,29240000.0
2008-01-23,25600,25850,24350,24400,146695,713456.0,29240000.0
2008-01-24,24550,26100,24550,25150,119247,735386.0,29240000.0
2008-01-25,25450,25850,24900,25850,70683,755854.0,29240000.0
2008-01-28,25650,25650,24850,25400,84282,742696.0,29240000.0
2008-01-29,25400,26700,25350,26450,158235,773398.0,29240000.0
2008-01-30,26600,27550,26150,26900,244253,786556.0,29240000.0
2008-01-31,27100,27950,26450,27900,156083,815796.0,29240000.0
2008-02-01,28300,28300,26300,27500,222995,804100.0,29240000.0
2008-02-04,27300,27850,26650,27650,131835,808486.0,29240000.0
2008-02-05,27400,27950,26850,27200,81822,795328.0,29240000.0
2008-02-11,26600,27750,26450,27500,80340,804100.0,29240000.0
2008-02-12,27350,27950,27100,27700,48266,809948.0,29240000.0
2008-02-13,27850,27950,26950,27200,50795,795328.0,29240000.0
2008-02-14,27300,28450,27200,28450,193379,831878.0,29240000.0
2008-02-15,28000,28650,28000,28300,80801,827492.0,29240000.0
2008-02-18,28500,28500,28000,28250,36377,826030.0,29240000.0
2008-02-19,28300,28550,28050,28050,92713,820182.0,29240000.0
2008-02-20,28050,28600,27200,28200,106608,824568.0,29240000.0
2008-02-21,28200,28550,27900,27900,66010,815796.0,29240000.0
2008-02-22,27850,27900,26850,27900,58697,815796.0,29240000.0
2008-02-25,27600,27950,26950,27200,96631,795328.0,29240000.0
2008-02-26,27200,27300,25650,25850,157116,755854.0,29240000.0
2008-02-27,25900,26100,24600,24800,246812,725152.0,29240000.0
2008-02-28,24800,25200,24400,24900,182190,728076.0,29240000.0
2008-02-29,24900,25550,24800,25400,148905,742696.0,29240000.0
2008-03-03,24850,25100,24500,24750,58615,723690.0,29240000.0
2008-03-04,24800,24950,24250,24250,96137,709070.0,29240000.0
2008-03-05,24300,24550,23650,24200,110218,707608.0,29240000.0
2008-03-06,24050,24350,23700,23900,104733,698836.0,29240000.0
2008-03-07,23750,24250,23500,24100,200760,704684.0,29240000.0
2008-03-10,23600,24100,23500,23500,148471,687140.0,29240000.0
2008-03-11,22900,23400,22650,23100,208903,675444.0,29240000.0
2008-03-12,23650,23700,22500,23000,308219,672520.0,29240000.0
2008-03-13,23100,23650,22700,23500,189314,687140.0,29240000.0
2008-03-14,23650,23750,22900,23750,220927,694450.0,29240000.0
2008-03-17,23200,23500,22000,23400,126111,684216.0,29240000.0
2008-03-18,23500,24350,23200,24300,155924,710532.0,29240000.0
2008-03-19,25000,25050,24050,24500,162711,716380.0,29240000.0
2008-03-20,24100,24500,23850,24200,63061,707608.0,29240000.0
2008-03-21,24700,24950,24200,24950,86270,729538.0,29240000.0
2008-03-24,25000,25000,24500,24850,54777,726614.0,29240000.0
2008-03-25,24750,24950,24050,24500,137382,716380.0,29240000.0
2008-03-26,24500,24500,23900,24450,132432,714918.0,29240000.0
2008-03-27,24500,24750,24000,24700,106390,722228.0,29240000.0
2008-03-28,24500,25200,24300,25200,118750,736848.0,29240000.0
2008-03-31,25300,25400,24850,25350,105276,741234.0,29240000.0
2008-04-01,25400,25400,24850,24950,74372,729538.0,29240000.0
2008-04-02,25050,25350,24600,25000,133550,731000.0,29240000.0
2008-04-03,24600,25000,24350,24700,191679,722228.0,29240000.0
2008-04-04,24800,25150,24450,24700,312516,722228.0,29240000.0
2008-04-07,24600,25700,24550,25600,359247,748544.0,29240000.0
2008-04-08,25900,26100,25400,26000,348486,760240.0,29240000.0
2008-04-10,26000,26200,25500,26200,183367,766088.0,29240000.0
2008-04-11,26050,26800,25900,26800,182445,783632.0,29240000.0
2008-04-14,26350,26800,26000,26500,114871,774860.0,29240000.0
2008-04-15,26400,27400,26100,27200,158190,795328.0,29240000.0
2008-04-16,27500,28100,27250,27650,300958,808486.0,29240000.0
2008-04-17,27950,27950,27200,27700,117819,809948.0,29240000.0
2008-04-18,27650,28150,27500,27750,151728,811410.0,29240000.0
2008-04-21,27900,28400,27500,27700,259351,809948.0,29240000.0
2008-04-22,27450,27450,26450,27000,262480,789480.0,29240000.0
2008-04-23,26650,27700,26600,27700,153670,809948.0,29240000.0
2008-04-24,27700,27750,27050,27350,209438,799714.0,29240000.0
2008-04-25,27550,28600,27400,28500,346284,833340.0,29240000.0
2008-04-28,28850,29500,28500,28950,402816,846498.0,29240000.0
2008-04-29,29250,29250,28300,28600,150069,836264.0,29240000.0
2008-04-30,28300,29150,27850,29150,217856,852346.0,29240000.0
2008-05-02,29350,29700,24800,28300,491712,827492.0,29240000.0
2008-05-06,27350,28500,27350,27900,175223,815796.0,29240000.0
2008-05-07,28100,28500,27650,28300,398130,827492.0,29240000.0
2008-05-08,28400,30000,28300,30000,289249,877200.0,29240000.0
2008-05-09,30150,30300,29650,30200,328674,883048.0,29240000.0
2008-05-13,29800,30000,28750,30000,199203,877200.0,29240000.0
2008-05-14,30000,30000,29150,29500,131313,862580.0,29240000.0
2008-05-15,29600,29950,29050,29050,195588,849422.0,29240000.0
2008-05-16,29050,29200,27950,29000,206671,847960.0,29240000.0
2008-05-19,29000,30050,29000,29750,224680,869890.0,29240000.0
2008-05-20,30000,30600,29650,29950,384626,875738.0,29240000.0
2008-05-21,29500,29950,29200,29250,134603,855270.0,29240000.0
2008-05-22,28600,29500,28600,29500,93084,862580.0,29240000.0
2008-05-23,29700,30300,29250,29950,232142,875738.0,29240000.0
2008-05-26,29950,30000,29250,29450,81849,861118.0,29240000.0
2008-05-27,29200,29450,28750,28850,172216,843574.0,29240000.0
2008-05-28,29450,30200,29400,29800,298638,871352.0,29240000.0
2008-05-29,30300,31100,30050,30900,412460,903516.0,29240000.0
2008-05-30,30900,31000,29700,29700,409219,868428.0,29240000.0
2008-06-02,29700,30600,29050,29900,237443,874276.0,29240000.0
2008-06-03,30200,31150,28850,28850,490031,843574.0,29240000.0
2008-06-04,29050,29250,28050,29250,327665,855270.0,29240000.0
2008-06-05,28900,30250,28550,30250,177359,884510.0,29240000.0
2008-06-09,29350,30650,29100,30550,212154,893282.0,29240000.0
2008-06-10,30300,30950,29650,30950,227820,904978.0,29240000.0
2008-06-11,30950,31350,30800,31300,403993,915212.0,29240000.0
2008-06-12,30900,32250,30700,31300,598423,915212.0,29240000.0
2008-06-13,31050,31300,29200,29500,377727,862580.0,29240000.0
2008-06-16,29600,29900,28800,29050,151966,849422.0,29240000.0
2008-06-17,29100,29700,29000,29300,70271,856732.0,29240000.0
2008-06-18,29100,29750,29000,29550,102092,864042.0,29240000.0
2008-06-19,29550,29550,28550,28650,107824,837726.0,29240000.0
2008-06-20,28700,29100,27900,28500,125086,833340.0,29240000.0
2008-06-23,28000,28300,27650,28000,90263,818720.0,29240000.0
2008-06-24,28000,28900,27650,28850,89137,843574.0,29240000.0
2008-06-25,28950,29000,28250,29000,61080,847960.0,29240000.0
2008-06-26,28650,29100,28600,29100,42476,850884.0,29240000.0
2008-06-27,28450,28900,28100,28100,52522,821644.0,29240000.0
2008-06-30,28450,28850,27900,28500,89211,833340.0,29240000.0
2008-07-01,28800,28800,27200,27200,79287,795328.0,29240000.0
2008-07-02,27500,27500,26100,26800,98534,783632.0,29240000.0
2008-07-03,26200,27750,26150,27100,314583,792404.0,29240000.0
2008-07-04,27000,27450,26350,26750,62831,782170.0,29240000.0
2008-07-07,26750,27150,26050,26900,61621,786556.0,29240000.0
2008-07-08,26900,27000,24650,26150,110732,764626.0,29240000.0
2008-07-09,26450,26450,25500,25850,73680,755854.0,29240000.0
2008-07-10,25500,25950,25000,25700,164131,751468.0,29240000.0
2008-07-11,25700,26900,25100,26400,170555,771936.0,29240000.0
2008-07-14,26600,26800,25700,26750,64713,782170.0,29240000.0
2008-07-15,26750,26800,25500,25650,80952,750006.0,29240000.0
2008-07-16,25400,26350,25400,25800,93789,754392.0,29240000.0
2008-07-17,26050,26900,26000,26750,166067,782170.0,29240000.0
2008-07-18,26650,26850,26150,26450,50253,773398.0,29240000.0
2008-07-21,26500,27400,26500,27300,120660,798252.0,29240000.0
2008-07-22,27200,27500,26800,27000,57590,789480.0,29240000.0
2008-07-23,27300,27600,27050,27400,82205,801176.0,29240000.0
2008-07-24,27200,27900,27200,27700,106330,809948.0,29240000.0
2008-07-25,27250,28300,27250,28300,124101,827492.0,29240000.0
2008-07-28,28500,28600,28000,28400,52944,830416.0,29240000.0
2008-07-29,28400,28400,27150,27450,58141,802638.0,29240000.0
2008-07-30,27850,28700,27750,28600,107860,836264.0,29240000.0
2008-07-31,28600,29750,28600,29500,74459,862580.0,29240000.0
2008-08-01,29500,29500,28200,28500,40691,833340.0,29240000.0
2008-08-04,28500,28800,26800,26800,78345,783632.0,29240000.0
2008-08-05,27000,27750,26600,27700,104172,809948.0,29240000.0
2008-08-06,27950,28400,27550,28400,113734,830416.0,29240000.0
2008-08-07,28500,28950,28000,28950,123982,846498.0,29240000.0
2008-08-08,28950,29650,28400,29300,99364,856732.0,29240000.0
2008-08-11,29500,29550,29100,29200,85433,853808.0,29240000.0
2008-08-12,28900,29300,28300,28400,71872,830416.0,29240000.0
2008-08-13,28550,28550,27600,28000,97678,818720.0,29240000.0
2008-08-14,27500,29250,27500,28650,99561,837726.0,29240000.0
2008-08-18,29250,29450,28500,28750,44191,840650.0,29240000.0
2008-08-19,28900,29100,28550,28900,33723,845036.0,29240000.0
