SK네트웍스(001740),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2000-05-10,222016,223737,219434,223736,851640,740665.0,56974213.0
2000-05-12,221155,223737,220295,220294,571160,729270.0,56974213.0
2000-05-15,215992,223737,215132,217713,349560,724893.0,57303813.0
2000-05-16,217713,218574,203084,215131,444300,716298.0,57303813.0
2000-05-17,211689,214271,192758,192757,1091160,641803.0,57303813.0
2000-05-18,198782,209108,192758,206526,793280,687646.0,57303813.0
2000-05-19,204805,222016,203084,222015,1340800,739219.0,57303813.0
2000-05-22,222016,223737,217713,217713,870860,724893.0,57303813.0
2000-05-23,221155,230621,215132,215131,773660,716298.0,57303813.0
2000-05-24,216853,216853,206526,211689,1267460,704837.0,57303813.0
2000-05-25,213410,220295,213410,213410,1399320,710567.0,57303813.0
2000-05-26,215132,218574,209968,213410,906620,710567.0,57303813.0
2000-05-29,215132,228039,215132,223736,2320140,744950.0,57303813.0
2000-05-30,228900,228900,226318,228899,1956820,762141.0,57303813.0
2000-05-31,229760,230621,228039,230620,4199620,767871.0,57303813.0
2000-06-01,230621,232342,227179,231481,5858660,770736.0,57303813.0
2000-06-02,231481,232342,227179,231481,5835320,770736.0,57303813.0
2000-06-05,231481,239226,228039,231481,10498040,770736.0,57303813.0
2000-06-07,238366,265903,233203,265902,4938880,885344.0,57303813.0
2000-06-08,271926,273647,231481,234063,2745900,779332.0,57303813.0
2000-06-09,231481,247831,220295,243528,1710980,810849.0,57303813.0
2000-06-12,227179,249553,225458,226318,1579380,753545.0,57303813.0
2000-06-13,225458,232342,204805,221155,1149820,736354.0,57303813.0
2000-06-14,214271,225458,206526,216852,926900,722028.0,57303813.0
2000-06-15,209968,215992,190176,190176,527820,633207.0,57303813.0
2000-06-16,187595,203084,186734,192757,548080,641803.0,57303813.0
2000-06-19,191037,197921,189316,191036,416600,636072.0,57303813.0
2000-06-20,191897,196200,190176,191036,341980,636072.0,57303813.0
2000-06-21,206526,215132,199642,200502,452960,667589.0,57303813.0
2000-06-22,201363,211689,198782,211689,765820,707540.0,57523546.0
2000-06-23,207387,215132,203084,213410,296620,713292.0,57523546.0
2000-06-26,212550,215132,204805,205665,508100,687406.0,57523546.0
2000-06-27,205666,209968,203945,204805,450580,684530.0,57523546.0
2000-06-28,207387,209968,204805,209107,736220,698911.0,57523546.0
2000-06-29,209108,219434,206526,219434,1122860,733425.0,57523546.0
2000-06-30,219434,231481,213410,229760,1650560,767939.0,57523546.0
2000-07-03,229760,259879,227179,248692,2549960,831215.0,57523546.0
2000-07-04,256437,283974,237505,258157,2608300,862853.0,57523546.0
2000-07-05,259879,280531,259879,265902,1576240,888739.0,57523546.0
2000-07-06,264181,285695,254716,285694,1401740,954891.0,57523546.0
2000-07-07,289137,313231,289137,309789,1809800,1035424.0,57523546.0
2000-07-10,304626,311510,289997,294299,1103420,983653.0,57523546.0
2000-07-11,294300,306347,287416,295160,945780,986529.0,57523546.0
2000-07-12,295160,309789,292579,299463,801840,1000910.0,57523546.0
2000-07-13,301184,315813,289137,301184,1878620,1006662.0,57523546.0
2000-07-14,301184,308929,297742,305486,681460,1022993.0,57633412.0
2000-07-18,295160,302905,276229,291718,718500,976886.0,57633412.0
2000-07-19,278810,295160,278810,290857,672960,974005.0,57633412.0
2000-07-20,289137,297742,283974,292578,758640,979768.0,57633412.0
2000-07-21,301184,301184,289997,291718,678920,977817.0,57688345.0
2000-07-24,292579,294300,286555,289136,508920,969164.0,57688345.0
2000-07-25,287416,300324,287416,292578,680480,980702.0,57688345.0
2000-07-26,289997,304626,287416,302905,478380,1015315.0,57688345.0
2000-07-27,304626,318395,297742,302905,1237000,1015315.0,57688345.0
2000-07-28,301184,308068,289137,289136,765440,969164.0,57688345.0
2000-07-31,283974,296881,261600,296020,946460,992240.0,57688345.0
2000-08-01,292579,299463,283974,294299,569380,986471.0,57688345.0
2000-08-02,289137,294300,283974,289136,260380,969164.0,57688345.0
2000-08-03,285695,290858,283113,283113,339080,948973.0,57688345.0
2000-08-04,283113,287416,275368,283973,500660,951858.0,57688345.0
2000-08-07,283113,286555,275368,275368,487360,923014.0,57688345.0
2000-08-08,271926,287416,271926,271926,482740,911476.0,57688345.0
2000-08-09,277950,283974,272787,283113,321760,948973.0,57688345.0
2000-08-10,283113,296021,278810,296020,476160,992240.0,57688345.0
2000-08-11,286555,298603,283974,283973,435740,951858.0,57688345.0
2000-08-14,290858,294300,277089,277089,333220,928782.0,57688345.0
2000-08-16,275368,283113,265042,266763,439540,894169.0,57688345.0
2000-08-17,259018,263321,247831,247831,568140,830712.0,57688345.0
2000-08-18,252134,256437,246110,251273,795800,842250.0,57688345.0
2000-08-21,252995,258158,243529,243528,375560,816290.0,57688345.0
2000-08-22,234924,244389,231481,233202,617380,781677.0,57688345.0
2000-08-23,233203,242668,231481,237505,678220,1311151.0,95010970.0
2000-08-24,234063,239226,228900,232342,387700,1282648.0,95010970.0
2000-08-25,232342,237505,226318,228899,319420,1263646.0,95010970.0
2000-08-28,228900,232342,223737,224597,270680,1239893.0,95010970.0
2000-08-29,227179,228039,218574,223736,343740,1235143.0,95010970.0
2000-08-30,220295,225458,220295,222015,227560,1225642.0,95010970.0
2000-08-31,222016,222876,203945,203944,402600,1125880.0,95010970.0
2000-09-01,210829,211689,206526,208247,273020,1149633.0,95010970.0
