부산산업(011390),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
1999-04-21,10600,11100,10500,10500,23060,11088.0,1056000.0
1999-04-22,10650,11000,10500,10700,25700,11299.0,1056000.0
1999-04-23,11400,12000,11200,11900,70830,12566.0,1056000.0
1999-04-26,12300,12300,11400,11750,36980,12408.0,1056000.0
1999-04-27,12000,13450,11700,13300,89010,14045.0,1056000.0
1999-04-28,13000,13900,12500,13000,58060,13728.0,1056000.0
1999-04-29,13400,14800,13400,13600,49170,14362.0,1056000.0
1999-04-30,13700,13700,12900,13150,28310,13886.0,1056000.0
1999-05-03,13000,14200,13000,13700,40410,14467.0,1056000.0
1999-05-04,13400,14000,13000,13700,28410,14467.0,1056000.0
1999-05-06,14000,14400,14000,14350,31820,15154.0,1056000.0
1999-05-07,15100,15900,14650,14700,49680,15523.0,1056000.0
1999-05-10,15250,15900,15250,15850,48160,16738.0,1056000.0
1999-05-11,17000,18200,16400,16400,52960,17318.0,1056000.0
1999-05-12,16400,16400,15100,15100,59960,15946.0,1056000.0
1999-05-13,15100,16700,14850,15400,51060,16262.0,1056000.0
1999-05-14,15000,15600,13500,13950,36480,14731.0,1056000.0
1999-05-17,14200,14200,12000,12000,23070,12672.0,1056000.0
1999-05-18,12000,12000,11400,11750,17060,12408.0,1056000.0
1999-05-19,12300,13150,12000,12850,22810,13570.0,1056000.0
1999-05-20,12700,12700,11100,11800,14200,12461.0,1056000.0
1999-05-21,11200,12300,11200,11500,21810,12144.0,1056000.0
1999-05-24,11600,12000,11600,11800,8150,12461.0,1056000.0
1999-05-25,12000,13400,11800,13000,43400,13728.0,1056000.0
1999-05-26,13250,13700,13000,13400,15920,14150.0,1056000.0
1999-05-27,13600,14800,13400,13400,25270,14150.0,1056000.0
1999-05-28,13600,13900,13000,13200,17380,13939.0,1056000.0
1999-05-31,13300,13350,12600,12600,8900,13306.0,1056000.0
1999-06-01,12200,12900,12000,12000,7650,12672.0,1056000.0
1999-06-02,12100,13100,12100,12650,16070,13358.0,1056000.0
1999-06-03,12900,12900,12300,12300,15310,12989.0,1056000.0
1999-06-04,12850,12850,12300,12450,8430,13147.0,1056000.0
1999-06-07,12600,12600,12200,12300,9730,12989.0,1056000.0
1999-06-08,12100,12800,12100,12600,15750,13306.0,1056000.0
1999-06-09,12850,13000,12100,12100,13130,12778.0,1056000.0
1999-06-10,12200,12300,11800,12000,13620,12672.0,1056000.0
1999-06-11,12500,13000,12100,12400,19540,13094.0,1056000.0
1999-06-14,13200,13200,12300,12750,12270,13464.0,1056000.0
1999-06-15,12250,12900,11750,11750,15380,12408.0,1056000.0
1999-06-16,11850,12350,11850,12000,11900,12672.0,1056000.0
1999-06-17,12300,12400,11800,12000,12620,12672.0,1056000.0
1999-06-18,11600,12200,11500,11500,13760,12144.0,1056000.0
1999-06-21,11500,11900,10800,11000,15600,11616.0,1056000.0
1999-06-22,11000,11350,11000,11200,11620,11827.0,1056000.0
1999-06-23,11300,12000,11100,11400,14980,12038.0,1056000.0
1999-06-24,11600,11600,11400,11500,7540,12144.0,1056000.0
1999-06-25,11900,11900,11000,11200,6940,11827.0,1056000.0
1999-06-28,11000,11500,10900,11000,10400,11616.0,1056000.0
1999-06-29,11100,11100,10700,10800,13270,11405.0,1056000.0
1999-06-30,11000,11500,10800,11300,19580,11933.0,1056000.0
1999-07-01,10950,12000,10950,11400,27450,12038.0,1056000.0
1999-07-02,11600,11800,11300,11700,18560,12355.0,1056000.0
1999-07-05,11700,12400,11700,12050,22940,12725.0,1056000.0
1999-07-06,12250,12500,11900,12100,16520,12778.0,1056000.0
1999-07-07,12100,12200,11350,11800,24080,12461.0,1056000.0
1999-07-08,12000,12500,11900,12450,34090,13147.0,1056000.0
1999-07-09,13000,13000,12100,12150,13170,12830.0,1056000.0
1999-07-12,12200,13500,12000,12900,42030,13622.0,1056000.0
1999-07-13,12900,13200,12300,12300,24120,12989.0,1056000.0
1999-07-14,12450,12700,11200,11700,24470,12355.0,1056000.0
1999-07-15,11700,12000,11350,12000,16620,12672.0,1056000.0
1999-07-16,12000,12500,11400,11800,28580,12461.0,1056000.0
1999-07-19,11800,12500,11800,12050,33710,12725.0,1056000.0
1999-07-20,12200,13200,12100,12600,46140,13306.0,1056000.0
1999-07-21,13100,13300,12300,12800,57610,13517.0,1056000.0
1999-07-22,13000,13000,11800,12800,23980,13517.0,1056000.0
1999-07-23,12600,13800,11950,11950,51850,12619.0,1056000.0
1999-07-26,11950,11950,10300,10500,23180,11088.0,1056000.0
1999-07-27,11000,11000,10700,10850,18770,11458.0,1056000.0
1999-07-28,11000,11850,10800,11050,36770,11669.0,1056000.0
1999-07-29,10900,11400,10900,10900,25000,11510.0,1056000.0
1999-07-30,11200,11350,10500,10650,57330,11246.0,1056000.0
1999-08-02,10300,10650,10200,10500,16350,11088.0,1056000.0
1999-08-03,10600,11500,10300,11100,26160,11722.0,1056000.0
1999-08-04,11200,11200,10800,10850,9090,11458.0,1056000.0
1999-08-05,11200,11200,9250,10300,11440,10877.0,1056000.0
1999-08-06,10050,10450,10050,10400,6290,10982.0,1056000.0
1999-08-09,10700,10900,10300,10700,19770,11299.0,1056000.0
1999-08-10,11100,11100,10300,10300,6500,10877.0,1056000.0
1999-08-11,10800,10800,9900,9900,8540,10454.0,1056000.0
1999-08-12,10000,10100,9810,9950,8720,10507.0,1056000.0
1999-08-13,10000,10000,9500,9620,10760,10159.0,1056000.0
1999-08-16,9300,9500,9100,9480,6450,10011.0,1056000.0
1999-08-17,9600,9800,8800,8900,14580,9398.0,1056000.0
1999-08-18,8940,8940,7700,8500,8770,8976.0,1056000.0
1999-08-19,8500,9200,8500,9090,13290,9599.0,1056000.0
1999-08-20,8800,9050,8800,8900,5770,9398.0,1056000.0
1999-08-23,9000,9300,8800,9100,7340,9610.0,1056000.0
1999-08-24,9300,9480,9030,9110,11970,9620.0,1056000.0
1999-08-25,9500,9800,9300,9400,9270,9926.0,1056000.0
1999-08-26,9600,9600,9050,9300,9580,9821.0,1056000.0
1999-08-27,9100,9270,8750,9230,12090,9747.0,1056000.0
1999-08-30,9000,9200,8800,8800,7910,9293.0,1056000.0
1999-08-31,8600,8900,8500,8500,8160,8976.0,1056000.0
1999-09-01,8300,9770,8300,9770,35250,10317.0,1056000.0
1999-09-02,9800,10800,8410,10000,102660,10560.0,1056000.0
1999-09-03,10150,10800,9600,9600,41530,10138.0,1056000.0
1999-09-06,10000,11000,9500,11000,57980,11616.0,1056000.0
1999-09-07,11300,12650,11200,12650,228810,13358.0,1056000.0
1999-09-08,13200,14100,12000,12100,150880,12778.0,1056000.0
1999-09-09,12250,13900,11900,13900,116280,14678.0,1056000.0
1999-09-10,14300,15600,13400,13600,351250,14362.0,1056000.0
1999-09-13,13600,14950,13600,13900,152740,14678.0,1056000.0
1999-09-14,14000,14000,12100,12700,91680,13411.0,1056000.0
1999-09-15,12400,13800,12400,12800,95930,13517.0,1056000.0
1999-09-16,12650,14700,12650,14700,216760,15523.0,1056000.0
1999-09-17,15200,15900,14300,14600,232790,15418.0,1056000.0
1999-09-20,14650,16750,14650,16750,180000,17688.0,1056000.0
1999-09-21,16750,19250,16050,17000,256890,17952.0,1056000.0
1999-09-22,16800,17800,16050,16400,111500,17318.0,1056000.0
1999-09-27,16800,17600,14050,15500,102630,16368.0,1056000.0
1999-09-28,15300,16000,13600,14100,76380,14890.0,1056000.0
1999-09-29,14000,15300,13100,13500,86650,14256.0,1056000.0
1999-09-30,13600,14200,12200,12200,62450,12883.0,1056000.0
1999-10-01,12400,12600,10500,10900,85310,11510.0,1056000.0
1999-10-04,11300,12500,10300,12500,110360,13200.0,1056000.0
1999-10-05,12300,13700,11600,11600,120430,12250.0,1056000.0
1999-10-06,13000,13000,11800,12400,68790,13094.0,1056000.0
1999-10-07,12100,13200,12000,12300,69550,12989.0,1056000.0
1999-10-08,12700,13100,12300,12700,58280,13411.0,1056000.0
1999-10-11,12900,12900,12100,12200,59190,12883.0,1056000.0
1999-10-12,12000,12800,11600,12400,83880,13094.0,1056000.0
1999-10-13,12700,12700,11900,12200,52360,12883.0,1056000.0
1999-10-14,12200,12500,11800,12200,62730,12883.0,1056000.0
1999-10-15,12000,12200,11700,11750,39120,12408.0,1056000.0
1999-10-18,11750,11750,10700,10700,32540,11299.0,1056000.0
1999-10-19,10750,12300,10750,11000,77190,11616.0,1056000.0
1999-10-20,11500,12100,11300,11300,53260,11933.0,1056000.0
1999-10-21,11350,11750,11000,11500,41690,12144.0,1056000.0
1999-10-22,11000,11500,10850,11100,26830,11722.0,1056000.0
1999-10-25,10850,11000,10300,10400,32220,10982.0,1056000.0
1999-10-26,9800,11400,9800,10400,34550,10982.0,1056000.0
1999-10-27,10200,10600,10100,10300,25150,10877.0,1056000.0
1999-10-28,10300,10800,10300,10400,34110,10982.0,1056000.0
1999-10-29,10450,10750,10400,10400,32200,10982.0,1056000.0
1999-11-01,10600,10850,10350,10800,46580,11405.0,1056000.0
1999-11-02,10800,11200,10600,10650,47250,11246.0,1056000.0
1999-11-03,10650,11500,10650,11100,54110,11722.0,1056000.0
1999-11-04,11100,11500,10900,11100,33690,11722.0,1056000.0
1999-11-05,11150,11400,10800,10950,35040,11563.0,1056000.0
1999-11-08,10800,11150,10700,10750,31930,11352.0,1056000.0
1999-11-09,11200,11700,10700,11150,52010,11774.0,1056000.0
1999-11-10,11150,11500,10850,10850,42860,11458.0,1056000.0
1999-11-11,10650,10900,10600,10700,39320,11299.0,1056000.0
1999-11-12,10800,11300,10500,10500,49780,11088.0,1056000.0
1999-11-15,10600,10600,10200,10300,27500,10877.0,1056000.0
1999-11-16,10200,10500,10000,10050,20890,10613.0,1056000.0
1999-11-17,10050,10500,9500,9620,24520,10159.0,1056000.0
1999-11-18,9500,10100,9400,9400,23140,9926.0,1056000.0
1999-11-19,9400,10300,9400,9710,24650,10254.0,1056000.0
1999-11-22,9560,10600,9560,10100,26810,10666.0,1056000.0
1999-11-23,10100,10500,9700,9860,13750,10412.0,1056000.0
1999-11-24,9900,10000,9500,9520,20000,10053.0,1056000.0
1999-11-25,9550,9700,9200,9350,31880,9874.0,1056000.0
1999-11-26,9450,10000,9100,9100,83780,9610.0,1056000.0
1999-11-29,8800,9400,7750,9250,15890,9768.0,1056000.0
1999-11-30,8650,9100,8000,8700,21700,9187.0,1056000.0
1999-12-01,9000,9050,8150,8300,18520,8765.0,1056000.0
1999-12-02,8300,8700,8000,8200,19780,8659.0,1056000.0
1999-12-03,7900,8400,7900,8300,10810,8765.0,1056000.0
1999-12-06,8100,8100,7800,7800,23330,8237.0,1056000.0
1999-12-07,7850,7900,7000,7100,15700,7498.0,1056000.0
1999-12-08,7110,7500,6500,7100,23060,7498.0,1056000.0
1999-12-09,7100,7500,6900,7300,10920,7709.0,1056000.0
1999-12-10,7300,8300,7100,8000,20720,8448.0,1056000.0
1999-12-13,8200,8500,7800,8010,24850,8459.0,1056000.0
1999-12-14,8220,8380,7500,8010,27270,8459.0,1056000.0
1999-12-15,8120,8500,7750,7750,15620,8184.0,1056000.0
1999-12-16,7510,8000,7400,7400,8310,7814.0,1056000.0
1999-12-17,7300,7620,7000,7000,12890,7392.0,1056000.0
1999-12-20,6900,7290,6900,7100,8220,7498.0,1056000.0
1999-12-21,6820,7230,6600,6610,14340,6980.0,1056000.0
1999-12-22,6410,6410,6000,6000,9170,6336.0,1056000.0
1999-12-23,6030,6200,5800,5800,8850,6125.0,1056000.0
1999-12-24,6000,6300,5760,5800,14050,6125.0,1056000.0
1999-12-27,5800,6000,5500,5570,10020,5882.0,1056000.0
1999-12-28,5570,5600,5010,5400,13650,5702.0,1056000.0
2000-01-04,5110,5980,5110,5310,4870,5607.0,1056000.0
2000-01-05,5500,5850,5500,5800,12310,6125.0,1056000.0
2000-01-06,5800,5850,5500,5510,3500,5819.0,1056000.0
2000-01-07,5310,5770,5310,5680,7430,5998.0,1056000.0
2000-01-10,5980,5980,5650,5750,3830,6072.0,1056000.0
2000-01-11,5750,5750,5440,5550,2310,5861.0,1056000.0
2000-01-12,5330,5640,5200,5400,5700,5702.0,1056000.0
2000-01-13,5200,6190,5200,6000,12200,6336.0,1056000.0
2000-01-14,6000,6900,6000,6900,35490,7286.0,1056000.0
2000-01-17,7500,7700,6500,7210,71870,7614.0,1056000.0
2000-01-18,7180,7380,6510,7000,22740,7392.0,1056000.0
2000-01-19,7000,7980,6900,7650,54070,8078.0,1056000.0
2000-01-20,8000,8000,6520,6670,27970,7044.0,1056000.0
2000-01-21,6830,7250,6110,6900,35400,7286.0,1056000.0
2000-01-24,6610,6870,6510,6700,13790,7075.0,1056000.0
2000-01-25,6640,7480,6400,6900,39460,7286.0,1056000.0
2000-01-26,7190,7190,6600,6620,16530,6991.0,1056000.0
2000-01-27,6310,7100,6310,6740,20220,7117.0,1056000.0
2000-01-28,6770,6990,6510,6510,12010,6875.0,1056000.0
2000-01-31,6800,6800,6450,6520,11730,6885.0,1056000.0
2000-02-01,6520,6780,6310,6500,17210,6864.0,1056000.0
2000-02-02,6670,7210,6500,6960,33760,7350.0,1056000.0
2000-02-03,7150,7800,7020,7100,32410,7498.0,1056000.0
2000-02-07,6750,7050,6700,6900,21360,7286.0,1056000.0
2000-02-08,6870,6900,6510,6700,16970,7075.0,1056000.0
2000-02-09,6700,6720,6370,6410,10460,6769.0,1056000.0
2000-02-10,6350,6400,5700,5700,18450,6019.0,1056000.0
2000-02-11,5500,5850,5300,5300,12980,5597.0,1056000.0
2000-02-14,5200,5500,5050,5060,10370,5343.0,1056000.0
2000-02-15,4950,5200,4950,5000,7660,5280.0,1056000.0
2000-02-16,5350,5350,5000,5150,4910,5438.0,1056000.0
2000-02-17,5200,5200,4950,5200,13390,5491.0,1056000.0
2000-02-18,5020,5150,5000,5000,6970,5280.0,1056000.0
2000-02-21,4910,4910,4325,4515,6730,4768.0,1056000.0
2000-02-22,4400,4690,4350,4510,4570,4763.0,1056000.0
2000-02-23,4200,5180,4200,5000,20500,5280.0,1056000.0
2000-02-24,4890,4890,4500,4510,9650,4763.0,1056000.0
2000-02-25,4350,5180,4350,5180,17460,5470.0,1056000.0
2000-02-28,5490,5950,5490,5950,10270,6283.0,1056000.0
2000-02-29,6800,6840,6510,6840,53790,7223.0,1056000.0
2000-03-02,6840,7700,5980,7300,91020,7709.0,1056000.0
2000-03-03,7000,7300,6530,6540,28750,6906.0,1056000.0
2000-03-06,6300,7520,6010,6900,57010,7286.0,1056000.0
2000-03-07,6890,7300,6510,6790,24740,7170.0,1056000.0
2000-03-08,6600,7800,6420,7800,96020,8237.0,1056000.0
2000-03-09,8000,8800,7500,7800,115540,8237.0,1056000.0
2000-03-10,7800,8300,7620,7700,37240,8131.0,1056000.0
2000-03-13,8850,8850,8110,8850,58820,9346.0,1056000.0
2000-03-14,9000,9750,7600,7750,77710,8184.0,1056000.0
2000-03-15,7750,7770,7000,7500,35470,7920.0,1056000.0
2000-03-16,7210,7500,6610,6800,29400,7181.0,1056000.0
2000-03-17,6850,6950,6220,6400,17970,6758.0,1056000.0
2000-03-20,6390,7180,6050,6790,31980,7170.0,1056000.0
2000-03-21,7500,7500,6300,6300,31360,6653.0,1056000.0
2000-03-22,6100,6950,6000,6900,58160,7286.0,1056000.0
2000-03-23,6610,7400,6500,6900,48560,7286.0,1056000.0
2000-03-24,6610,7400,6610,6910,31730,7297.0,1056000.0
2000-03-27,7010,7940,7010,7940,76410,8385.0,1056000.0
2000-03-28,8000,8190,7200,7600,125180,8026.0,1056000.0
2000-03-29,7500,7750,6500,7000,38230,7392.0,1056000.0
2000-03-30,7100,7100,6500,6550,23420,6917.0,1056000.0
2000-03-31,6050,6800,6050,6300,21930,6653.0,1056000.0
2000-04-03,6100,6660,5990,5990,12470,6325.0,1056000.0
2000-04-04,6010,6300,5600,5870,15140,6199.0,1056000.0
2000-04-06,5610,5800,5530,5530,8960,5840.0,1056000.0
2000-04-07,5900,5900,5400,5500,12120,5808.0,1056000.0
2000-04-10,5280,6310,5280,6090,21740,6431.0,1056000.0
2000-04-11,5850,5920,5550,5550,11260,5861.0,1056000.0
2000-04-12,5690,5690,5300,5490,11160,5797.0,1056000.0
2000-04-14,5310,5530,5200,5350,3830,5650.0,1056000.0
2000-04-17,5120,5120,4550,4550,13520,4805.0,1056000.0
2000-04-18,4800,5070,4610,4850,12580,5122.0,1056000.0
2000-04-19,4650,5500,4650,5100,10970,5386.0,1056000.0
2000-04-20,4950,5200,4950,5200,5210,5491.0,1056000.0
2000-04-21,5480,5600,5200,5400,13710,5702.0,1056000.0
2000-04-24,5700,5700,5110,5540,6180,5850.0,1056000.0
2000-04-25,5210,5380,5210,5210,6460,5502.0,1056000.0
2000-04-26,5300,5500,5070,5160,14880,5449.0,1056000.0
2000-04-27,5070,5100,4700,4890,13060,5164.0,1056000.0
2000-04-28,4790,5100,4790,5000,7100,5280.0,1056000.0
2000-05-02,5040,5490,4810,5000,3400,5280.0,1056000.0
2000-05-03,4810,5070,4810,4900,7380,5174.0,1056000.0
2000-05-04,5000,5000,4820,4830,7260,5100.0,1056000.0
2000-05-08,5000,5000,4900,5000,5700,5280.0,1056000.0
2000-05-09,4300,5750,4250,5340,39290,5639.0,1056000.0
2000-05-10,5340,5600,5060,5060,13930,5343.0,1056000.0
2000-05-12,5250,5250,4900,4900,10020,5174.0,1056000.0
2000-05-15,4905,4905,4550,4650,4550,4910.0,1056000.0
2000-05-16,4020,4550,4020,4450,8510,4699.0,1056000.0
2000-05-17,4220,4470,4050,4050,9250,4277.0,1056000.0
2000-05-18,4070,4070,3450,3500,14460,3696.0,1056000.0
2000-05-19,3290,3690,3210,3500,5170,3696.0,1056000.0
2000-05-22,3300,3495,3020,3020,9780,3189.0,1056000.0
2000-05-23,2710,3070,2710,2960,10540,3126.0,1056000.0
2000-05-24,2960,3300,2900,3300,13610,3485.0,1056000.0
2000-05-25,3350,3795,3300,3795,8660,4008.0,1056000.0
2000-05-26,3600,3795,3250,3250,7500,3432.0,1056000.0
2000-05-29,2960,3500,2960,3000,6630,3168.0,1056000.0
2000-05-30,3100,3350,3100,3250,6190,3432.0,1056000.0
2000-05-31,3500,3735,3310,3735,12380,3944.0,1056000.0
2000-06-01,3800,3800,3300,3700,9050,3907.0,1056000.0
2000-06-02,3710,3950,3500,3700,14040,3907.0,1056000.0
2000-06-05,3710,4150,3710,4000,18410,4224.0,1056000.0
2000-06-07,3700,4500,3700,4210,17200,4446.0,1056000.0
2000-06-08,4300,4600,3840,4000,11150,4224.0,1056000.0
2000-06-09,4200,4200,3820,4000,2060,4224.0,1056000.0
2000-06-12,3860,4140,3860,3880,7420,4097.0,1056000.0
2000-06-13,4090,4300,3900,4150,22090,4382.0,1056000.0
2000-06-14,4010,4100,3830,3900,11810,4118.0,1056000.0
2000-06-15,3810,4150,3320,3590,7640,3791.0,1056000.0
2000-06-16,3400,3600,3370,3420,3750,3612.0,1056000.0
2000-06-19,3220,3670,3220,3500,1260,3696.0,1056000.0
2000-06-20,3500,3690,3500,3670,2620,3876.0,1056000.0
2000-06-21,3650,4180,3650,4180,8270,4414.0,1056000.0
2000-06-22,4490,4500,3720,3830,17680,4044.0,1056000.0
2000-06-23,3990,3990,3510,3880,5250,4097.0,1056000.0
2000-06-26,3840,4000,3710,3780,3960,3992.0,1056000.0
2000-06-27,3700,3880,3650,3710,10090,3918.0,1056000.0
2000-06-28,3990,3990,3650,3650,9440,3854.0,1056000.0
2000-06-29,3660,3850,3650,3700,6300,3907.0,1056000.0
2000-06-30,3600,3700,3560,3700,2620,3907.0,1056000.0
2000-07-03,3700,4050,3605,4000,10830,4224.0,1056000.0
2000-07-04,3900,4250,3750,3950,6760,4171.0,1056000.0
2000-07-05,4090,4090,3790,3830,6570,4044.0,1056000.0
2000-07-06,3900,4000,3830,3910,19120,4129.0,1056000.0
2000-07-07,4000,4300,4000,4190,21370,4425.0,1056000.0
2000-07-10,4310,4440,4200,4350,11000,4594.0,1056000.0
2000-07-11,4450,4450,4100,4130,20160,4361.0,1056000.0
2000-07-12,4150,4230,3910,4060,6940,4287.0,1056000.0
2000-07-13,4060,4060,3850,3870,6360,4087.0,1056000.0
2000-07-14,3850,3995,3850,3860,3190,4076.0,1056000.0
2000-07-18,3750,3900,3615,3870,1990,4087.0,1056000.0
2000-07-19,3720,3720,3500,3720,3420,3928.0,1056000.0
2000-07-20,3510,3770,3510,3770,1350,3981.0,1056000.0
2000-07-21,3750,3850,3540,3590,4330,3791.0,1056000.0
2000-07-24,3500,3685,3320,3325,1820,3511.0,1056000.0
2000-07-25,3150,3450,3150,3230,6160,3411.0,1056000.0
2000-07-26,3400,3400,3230,3370,3740,3559.0,1056000.0
2000-07-27,3320,3350,3230,3345,2340,3532.0,1056000.0
2000-07-28,3350,3845,3300,3620,19410,3823.0,1056000.0
2000-07-31,3600,3800,3520,3675,3320,3881.0,1056000.0
2000-08-01,3680,4150,3680,3980,4770,4203.0,1056000.0
2000-08-02,4000,4575,3800,4575,40190,4831.0,1056000.0
2000-08-03,5000,5200,4230,4300,107180,4541.0,1056000.0
2000-08-04,4180,4300,3900,3930,42180,4150.0,1056000.0
2000-08-07,3720,3930,3500,3530,19940,3728.0,1056000.0
2000-08-08,3410,3890,3410,3630,12280,3833.0,1056000.0
2000-08-09,3430,3700,3430,3630,18240,3833.0,1056000.0
2000-08-10,3560,3650,3560,3650,10930,3854.0,1056000.0
2000-08-11,3660,4090,3580,3850,26730,4066.0,1056000.0
2000-08-14,4100,4425,4045,4425,45550,4673.0,1056000.0
2000-08-16,4550,4600,4200,4200,63320,4435.0,1056000.0
2000-08-17,4190,4410,3910,4095,32230,4324.0,1056000.0
2000-08-18,4180,4180,3825,3900,12010,4118.0,1056000.0
2000-08-21,4000,4000,3805,3900,6580,4118.0,1056000.0
2000-08-22,3990,3990,3800,3825,9940,4039.0,1056000.0
2000-08-23,3910,3940,3720,3850,10630,4066.0,1056000.0
2000-08-24,3840,3980,3660,3805,11140,4018.0,1056000.0
2000-08-25,3805,4300,3805,4130,27750,4361.0,1056000.0
2000-08-28,4390,4390,3960,3960,15490,4182.0,1056000.0
2000-08-29,4350,4350,4000,4090,9380,4319.0,1056000.0
2000-08-30,4100,4200,4010,4050,15860,4277.0,1056000.0
2000-08-31,4060,4500,4060,4085,74810,4314.0,1056000.0
2000-09-01,4020,4500,4020,4350,51600,4594.0,1056000.0
2000-09-04,4450,5000,4450,5000,41300,5280.0,1056000.0
2000-09-05,5510,5650,4560,4580,192030,4836.0,1056000.0
2000-09-06,4650,5260,4580,5260,82690,5555.0,1056000.0
2000-09-07,5800,6040,5420,6040,356870,6378.0,1056000.0
2000-09-08,6090,6090,5140,5140,128540,5428.0,1056000.0
2000-09-14,5200,5900,4730,5240,116060,5533.0,1056000.0
2000-09-15,5010,5700,5010,5330,84930,5628.0,1056000.0
2000-09-18,5450,5450,4540,4540,60110,4794.0,1056000.0
