한화케미칼(009830),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
1999-03-17,5667,5667,5131,5169,1427020,383216.0,57626402.0
1999-03-18,5053,5262,4897,4936,572870,365928.0,57626402.0
1999-03-19,4936,5325,4897,5169,787410,383216.0,57626402.0
1999-03-22,5248,5357,5170,5333,962680,395317.0,57626402.0
1999-03-23,5402,5426,5177,5239,770220,388402.0,57626402.0
1999-03-24,5208,5208,5022,5184,886070,384368.0,57626402.0
1999-03-25,5403,5582,5325,5379,2847370,398775.0,57626402.0
1999-03-26,5442,5442,5209,5278,1015640,391283.0,57626402.0
1999-03-29,5208,5232,5091,5106,776110,378605.0,57626402.0
1999-03-30,5170,5597,5170,5480,1831080,406266.0,57626402.0
1999-03-31,5519,5558,5363,5426,1166520,402232.0,57626402.0
1999-04-01,5363,5640,5363,5497,948390,354402.0,57626402.0
1999-04-02,5586,6257,5586,5989,1489270,386097.0,57626402.0
1999-04-06,6883,6883,6883,6883,1083800,443723.0,57626402.0
1999-04-07,7419,7490,6883,6927,4425930,446605.0,57626402.0
1999-04-08,7142,7240,6927,7151,1773400,461011.0,57626402.0
1999-04-09,7151,7329,6900,7017,2248110,452367.0,57626402.0
1999-04-12,6883,7142,6704,6909,2015870,445452.0,57626402.0
1999-04-13,6909,7812,6909,7642,4364420,492706.0,57626402.0
1999-04-14,7875,8214,7446,7526,4852090,485214.0,57626402.0
1999-04-15,8036,8045,7553,7776,2964650,501350.0,57626402.0
1999-04-16,7732,8313,7329,7776,3304790,501350.0,57626402.0
1999-04-19,8089,8652,7910,8581,5359410,553213.0,57626402.0
1999-04-20,8581,8760,8313,8491,4098000,891768.0,93870362.0
1999-04-21,8402,8474,7955,8045,2651790,844833.0,93870362.0
1999-04-22,7956,8046,7419,7687,2228610,807285.0,93870362.0
1999-04-23,7776,8000,7598,7758,2219010,814795.0,93870362.0
1999-04-26,7821,8223,7758,8205,3348090,861730.0,93870362.0
1999-04-27,8295,8760,8045,8715,4624890,915236.0,93870362.0
1999-04-28,8670,9653,8491,8938,5221380,938704.0,93870362.0
1999-04-29,8938,9430,8688,8697,3823820,913359.0,93870362.0
1999-04-30,8983,9028,8420,8706,3182160,914297.0,93870362.0
1999-05-03,8671,8841,8357,8411,1840480,883320.0,93870362.0
1999-05-04,8581,8795,8536,8617,2471080,904910.0,93870362.0
1999-05-06,8760,9341,8670,8894,2949520,934010.0,93870362.0
1999-05-07,9117,9698,9072,9564,4423250,1004413.0,93870362.0
1999-05-10,9564,10056,9251,9832,3452560,1032574.0,93870362.0
1999-05-11,9698,9743,8938,8938,1887150,938704.0,93870362.0
1999-05-12,8938,9072,8447,8643,2208870,907726.0,93870362.0
1999-05-13,8402,8670,7866,8000,1504950,840140.0,93870362.0
1999-05-14,8046,8314,7553,7687,2121260,807285.0,93870362.0
1999-05-17,7866,8089,7598,7598,1337990,797898.0,93870362.0
1999-05-18,7446,7696,7240,7598,1364530,797898.0,93870362.0
1999-05-19,7776,7839,7508,7598,1420120,797898.0,93870362.0
1999-05-20,7598,7678,7017,7160,1206630,751902.0,93870362.0
1999-05-21,7160,7598,7079,7419,1315540,779124.0,93870362.0
1999-05-24,7464,7767,7303,7464,800620,783818.0,93870362.0
1999-05-25,7472,7732,7338,7687,1212350,807285.0,93870362.0
1999-05-26,7857,8447,7607,8036,2587480,843895.0,93870362.0
1999-05-27,7964,8170,7598,7723,2253110,811040.0,93870362.0
1999-05-28,7776,7955,7607,7821,1092190,821366.0,93870362.0
1999-05-31,8036,8196,7893,8000,1392390,840140.0,93870362.0
1999-06-01,7866,8071,7776,8009,824460,841078.0,93870362.0
1999-06-02,7955,8223,7910,8045,1697090,844833.0,93870362.0
1999-06-03,8045,8214,7642,7875,1035100,826998.0,93870362.0
1999-06-04,7866,8491,7598,8313,5406260,872994.0,93870362.0
1999-06-07,8929,8983,8500,8760,3696110,919930.0,93870362.0
1999-06-08,8760,8760,8411,8590,2859480,902094.0,93870362.0
1999-06-09,8491,8491,7910,7910,2125910,830753.0,93870362.0
1999-06-10,7866,8295,7732,8295,1995400,871117.0,93870362.0
1999-06-11,8053,8286,7866,8080,1711210,848588.0,93870362.0
1999-06-14,8027,8036,7785,7866,909120,826059.0,93870362.0
1999-06-15,7732,8018,7419,7508,1346470,788511.0,93870362.0
1999-06-16,7508,7642,7338,7589,1617610,796959.0,93870362.0
1999-06-17,7723,7732,7472,7481,1541980,785695.0,93870362.0
1999-06-18,7338,7589,7249,7347,1265730,771614.0,93870362.0
1999-06-21,7348,7456,6972,7106,1604700,746269.0,93870362.0
1999-06-22,7598,8170,7517,8170,4342080,857975.0,93870362.0
1999-06-23,8170,8384,7794,7955,3837440,835446.0,93870362.0
1999-06-24,8107,8205,7687,7696,1998740,808224.0,93870362.0
1999-06-25,7776,7821,7428,7508,1459160,788511.0,93870362.0
1999-06-28,7508,7866,7374,7419,1924590,779124.0,93870362.0
1999-06-29,7437,7589,7285,7419,1518830,779124.0,93870362.0
1999-06-30,7526,7776,7428,7517,2108580,789450.0,93870362.0
1999-07-01,7732,7732,7419,7598,1710130,797898.0,93870362.0
1999-07-02,7508,7937,7446,7508,2262260,788511.0,93870362.0
1999-07-05,7553,8134,7464,7955,3744510,835446.0,93870362.0
1999-07-06,8045,8357,7955,8134,3260010,854220.0,93870362.0
1999-07-07,9341,9341,9028,9341,5961860,980945.0,93870362.0
1999-07-08,10100,10681,9743,10279,11751320,1079509.0,93870362.0
1999-07-09,10637,11486,10100,10994,7695130,1154605.0,93870362.0
1999-07-12,11219,11397,9743,10011,4444390,1051348.0,93870362.0
1999-07-13,9966,10503,9564,9922,3583980,1041961.0,93870362.0
1999-07-14,10145,10279,9072,9296,2793700,976252.0,93870362.0
1999-07-15,9028,9698,8938,9519,3348530,999719.0,93870362.0
1999-07-16,9385,10011,9341,9832,2207240,1032574.0,93870362.0
1999-07-19,10100,11262,9653,11262,6101780,1182767.0,93870362.0
1999-07-20,10860,11173,10234,10234,3495330,1074816.0,93870362.0
1999-07-21,10279,10681,9698,9832,2491310,1032574.0,93870362.0
1999-07-22,9653,10190,8938,9385,3014560,985639.0,93870362.0
1999-07-23,9072,9296,8036,8045,3005250,844833.0,93870362.0
1999-07-26,8268,8465,7553,7615,2606830,799775.0,93870362.0
1999-07-27,7696,8313,7642,8223,2049330,863607.0,93870362.0
1999-07-28,8170,8849,7857,8313,2752430,872994.0,93870362.0
1999-07-29,8760,8795,8313,8670,1983250,910543.0,93870362.0
1999-07-30,8581,8626,7875,8045,2073160,844833.0,93870362.0
1999-08-02,7776,8045,7598,7732,1831980,811979.0,93870362.0
1999-08-03,7607,8250,7607,8214,2259810,862669.0,93870362.0
1999-08-04,8482,8581,7955,7991,1730090,839201.0,93870362.0
1999-08-05,8214,8357,7687,7732,1265280,811979.0,93870362.0
1999-08-06,7910,8089,7696,8045,869810,844833.0,93870362.0
1999-08-09,7866,8313,7803,8080,1420110,848588.0,93870362.0
1999-08-10,8062,8134,7821,7928,1016180,832630.0,93870362.0
1999-08-11,7822,7929,7660,7687,1032810,807285.0,93870362.0
1999-08-12,8018,8384,7866,8045,2262150,844833.0,93870362.0
1999-08-13,8089,8268,7741,7928,1165180,832630.0,93870362.0
1999-08-16,8107,8313,7955,8134,1425670,854220.0,93870362.0
1999-08-17,8313,8581,8134,8313,2822480,872994.0,93870362.0
1999-08-18,8357,8938,8045,8760,3429070,919930.0,93870362.0
1999-08-19,8920,9162,8626,8626,2985370,905849.0,93870362.0
1999-08-20,8715,9519,8536,9117,6107020,957478.0,93870362.0
1999-08-23,9832,10011,9430,9475,4733160,995026.0,93870362.0
1999-08-24,9564,9922,9117,9385,3620560,985639.0,93870362.0
1999-08-25,10279,10771,9877,10771,9798300,1131138.0,93870362.0
1999-08-26,10681,10860,10279,10458,5642600,1098283.0,93870362.0
1999-08-27,10458,10949,10324,10637,4075670,1117057.0,93870362.0
1999-08-30,10905,11530,10681,10994,5760570,1154605.0,93870362.0
1999-08-31,10994,11219,10413,10592,3203580,1112364.0,93870362.0
1999-09-01,10726,10860,9430,9564,3771980,1004413.0,93870362.0
1999-09-02,9117,9922,9117,9385,2593290,985639.0,93870362.0
1999-09-03,9430,9743,9162,9385,1879020,985639.0,93870362.0
1999-09-06,9564,9877,9430,9832,1906030,1032574.0,93870362.0
1999-09-07,9743,10592,9698,10234,4041940,1074816.0,93870362.0
1999-09-08,10279,10413,9743,9832,1652360,1032574.0,93870362.0
1999-09-09,10011,10100,9609,10056,1494320,1056042.0,93870362.0
1999-09-10,9877,11173,9877,10815,7019310,1135831.0,93870362.0
1999-09-13,10994,11888,10994,11888,7841440,1248476.0,93870362.0
1999-09-14,11888,12111,11575,11977,4519980,1257863.0,93870362.0
1999-09-15,11709,11888,10994,11128,3364240,1168686.0,93870362.0
1999-09-16,10815,11352,10637,10815,2390640,1135831.0,93870362.0
1999-09-17,10994,11575,10458,11530,3193690,1210928.0,93870362.0
1999-09-20,11352,11620,11173,11173,2298370,1173380.0,93870362.0
1999-09-21,11530,12827,11441,12424,7836940,1304798.0,93870362.0
1999-09-22,12692,12961,11799,12156,5008560,1276637.0,93870362.0
1999-09-27,12156,12246,11530,11620,1861620,1220315.0,93870362.0
1999-09-28,11799,12022,11307,11530,2014840,1210928.0,93870362.0
1999-09-29,11084,11352,10279,10279,3364420,1079509.0,93870362.0
1999-09-30,10190,10503,9653,9832,3375470,1032574.0,93870362.0
1999-10-01,10011,10190,9564,10190,3139620,1070122.0,93870362.0
1999-10-04,10190,10368,9653,9653,2217810,1013800.0,93870362.0
1999-10-05,9653,10056,8760,8760,2000350,919930.0,93870362.0
1999-10-06,9117,10011,8849,10011,2473330,1051348.0,93870362.0
1999-10-07,9922,10279,9609,10234,2734180,1074816.0,93870362.0
1999-10-08,10100,10503,9787,9922,2075700,1041961.0,93870362.0
1999-10-11,10011,10279,9788,9877,1032360,1037268.0,93870362.0
1999-10-12,9877,10413,9832,10368,1845470,1088896.0,93870362.0
1999-10-13,10011,10458,9922,10368,1330690,1088896.0,93870362.0
1999-10-14,10279,10592,10100,10368,1964360,1088896.0,93870362.0
1999-10-15,10368,10503,10100,10145,1717710,1065429.0,93870362.0
1999-10-18,9922,9966,9430,9609,1082130,1009106.0,93870362.0
1999-10-19,9609,9832,9072,9609,1229850,1009106.0,93870362.0
1999-10-20,9922,9966,9653,9743,1066230,1023187.0,93870362.0
1999-10-21,9832,10234,9475,9743,1255670,1023187.0,93870362.0
1999-10-22,9564,9922,9564,9832,864560,1032574.0,93870362.0
1999-10-25,10279,10279,9564,10100,1898550,1060735.0,93870362.0
1999-10-26,9743,10056,9743,9788,745030,1027880.0,93870362.0
1999-10-27,9788,9877,9296,9341,794020,980945.0,93870362.0
1999-10-28,9117,9564,9117,9564,949240,1004413.0,93870362.0
1999-10-29,9698,10324,9519,9698,2012420,1018493.0,93870362.0
1999-11-01,9877,10100,9743,9922,1732990,1041961.0,93870362.0
1999-11-02,10011,10279,9788,10056,1736190,1056042.0,93870362.0
1999-11-03,10011,10815,9832,10279,4013080,1079509.0,93870362.0
1999-11-04,10368,10592,10190,10324,1666270,1084203.0,93870362.0
1999-11-05,10458,10681,10279,10368,2298820,1088896.0,93870362.0
1999-11-08,10368,10638,10011,10011,1495520,1051348.0,93870362.0
1999-11-09,9877,10190,9877,10100,1509630,1060735.0,93870362.0
1999-11-10,10100,10190,9743,9743,1984730,1023187.0,93870362.0
1999-11-11,9832,10592,9832,10190,5507940,1070122.0,93870362.0
1999-11-12,10458,10458,9296,9519,3623070,999719.0,93870362.0
1999-11-15,9207,9385,8849,8983,3212210,943397.0,93870362.0
1999-11-16,9117,9296,8724,8760,2898900,919930.0,93870362.0
1999-11-17,8760,8849,8071,8071,2678700,847649.0,93870362.0
1999-11-18,8134,8652,8134,8491,2491430,891768.0,93870362.0
1999-11-19,8313,9028,8188,8840,2753480,928378.0,93870362.0
1999-11-22,8706,8876,8491,8500,1494410,892707.0,93870362.0
1999-11-23,8313,8474,8268,8322,1229480,873933.0,93870362.0
1999-11-24,8322,8357,7964,8116,1911580,852343.0,93870362.0
1999-11-25,8152,8313,7973,8313,2398780,872994.0,93870362.0
1999-11-26,8402,8402,7821,8000,1268560,840140.0,93870362.0
1999-11-29,7955,8089,7660,8089,1065350,849527.0,93870362.0
1999-11-30,8447,8938,8313,8742,2014900,918052.0,93870362.0
1999-12-01,8760,8760,8491,8491,939270,891768.0,93870362.0
1999-12-02,9207,9341,8581,8912,2472990,935888.0,93870362.0
1999-12-03,8849,8938,8608,8849,867190,929317.0,93870362.0
1999-12-06,8849,8938,8223,8938,1492810,938704.0,93870362.0
1999-12-07,8760,9028,8590,8858,1978880,930255.0,93870362.0
1999-12-08,8760,8938,8634,8938,1116380,938704.0,93870362.0
1999-12-09,8938,9207,8724,8804,1354410,924623.0,93870362.0
1999-12-10,8769,9028,8447,9028,1620150,948091.0,93870362.0
1999-12-13,9028,9117,8751,9117,1458520,957478.0,93870362.0
1999-12-14,9028,9251,8894,9251,1356030,971558.0,93870362.0
1999-12-15,8938,9743,8938,9117,2361840,957478.0,93870362.0
1999-12-16,9028,9385,8849,9385,1857760,985639.0,93870362.0
1999-12-17,9653,9832,9117,9832,3254090,1032574.0,93870362.0
1999-12-20,9832,9832,9519,9743,1437740,1023187.0,93870362.0
1999-12-21,9564,9653,9251,9519,2244100,999719.0,93870362.0
1999-12-22,8983,9475,8679,9475,2042560,995026.0,93870362.0
1999-12-23,9385,9564,9117,9207,2216200,966865.0,93870362.0
1999-12-24,8760,9117,8223,9117,2118770,957478.0,93870362.0
1999-12-27,8626,9207,7785,7785,643160,817611.0,93870362.0
1999-12-28,7955,8929,7830,8929,1344810,937765.0,93870362.0
2000-01-04,8053,8518,8053,8357,353770,877688.0,93870362.0
2000-01-05,8045,8223,7776,8036,376680,843895.0,93870362.0
2000-01-06,8046,8099,7598,7687,281520,807285.0,93870362.0
2000-01-07,7598,7947,7598,7687,331340,807285.0,93870362.0
2000-01-10,7785,7946,7687,7705,279090,809163.0,93870362.0
2000-01-11,7544,8018,7544,8000,291590,840140.0,93870362.0
2000-01-12,7955,8134,7785,7910,270200,830753.0,93870362.0
2000-01-13,7902,8384,7329,7678,665710,806346.0,93870362.0
2000-01-14,7857,7937,7419,7598,419290,797898.0,93870362.0
2000-01-17,7651,7687,7329,7329,344620,769737.0,93870362.0
2000-01-18,7285,7285,6766,6766,842100,710599.0,93870362.0
2000-01-19,6526,6606,5774,5810,641280,647784.0,99659074.0
2000-01-20,5721,6096,5229,5443,750800,606924.0,99659074.0
2000-01-21,5452,6221,5193,6078,1122860,677682.0,99659074.0
2000-01-24,6123,6346,5908,5980,635110,666719.0,99659074.0
2000-01-25,5721,5810,5542,5542,434650,617886.0,99659074.0
2000-01-26,5586,5738,5452,5542,253790,617886.0,99659074.0
2000-01-27,5542,6069,5470,6069,604670,676685.0,99659074.0
2000-01-28,6051,6391,5989,6069,485190,676685.0,99659074.0
2000-01-31,5899,6319,5810,6078,597230,677682.0,99659074.0
2000-02-01,6078,6230,5917,6141,385350,684658.0,99659074.0
2000-02-02,6257,7061,6230,7061,920170,787307.0,99659074.0
2000-02-03,7553,8116,7437,8116,2251320,904904.0,99659074.0
2000-02-07,8483,8849,7964,8143,1782500,907894.0,99659074.0
2000-02-08,8053,8134,7428,7696,455790,858065.0,99659074.0
2000-02-09,7821,7937,7240,7285,422900,812221.0,99659074.0
2000-02-10,6722,6999,6722,6883,426840,767375.0,99659074.0
2000-02-11,6883,7669,6802,7151,518550,797273.0,99659074.0
2000-02-14,7240,7776,7240,7428,897830,828167.0,99659074.0
2000-02-15,7678,7678,6927,7017,244060,782324.0,99659074.0
2000-02-16,6972,7276,6436,7052,212200,786310.0,99659074.0
2000-02-17,6525,7374,6525,7061,278180,787307.0,99659074.0
2000-02-18,7061,7061,6436,6704,477190,747443.0,99659074.0
2000-02-21,6346,6614,6007,6078,313720,677682.0,99659074.0
2000-02-22,5855,6328,5855,5989,255230,667716.0,99659074.0
2000-02-23,6436,6793,6033,6436,365670,717545.0,99659074.0
2000-02-24,6436,6525,6167,6221,208550,693627.0,99659074.0
2000-02-25,6257,6382,6078,6212,247600,692631.0,99659074.0
2000-02-28,5542,6033,5542,5953,326360,663729.0,99659074.0
2000-02-29,5944,6167,5542,5810,478360,647784.0,99659074.0
2000-03-02,5989,6123,5756,5810,679650,647784.0,99659074.0
2000-03-03,5899,6042,5810,5998,664630,668712.0,99659074.0
2000-03-06,6346,6883,6257,6847,887760,763389.0,99659074.0
2000-03-07,6793,7329,6525,6990,1282270,779334.0,99659074.0
2000-03-08,6704,7330,6570,6963,1118020,776344.0,99659074.0
2000-03-09,7329,7508,6793,7151,1204470,797273.0,99659074.0
2000-03-10,7151,7240,6981,7151,791590,797273.0,99659074.0
2000-03-13,7017,7151,6704,6757,645330,753423.0,99659074.0
2000-03-14,6748,6748,6284,6525,412300,727511.0,99659074.0
2000-03-15,6167,6436,6060,6257,421520,697614.0,99659074.0
2000-03-16,6427,6516,6167,6257,356010,697614.0,99659074.0
2000-03-17,6445,6677,6167,6212,1020140,692631.0,99659074.0
2000-03-20,6212,6302,6078,6078,325870,677682.0,99659074.0
2000-03-21,5989,6159,5908,5944,255000,662733.0,99659074.0
2000-03-22,6078,6230,5998,6221,351980,693627.0,99659074.0
2000-03-23,6257,6480,6150,6328,545720,705586.0,99659074.0
2000-03-24,6346,6409,6203,6248,185820,696617.0,99659074.0
2000-03-27,6427,6436,6230,6337,238860,706583.0,99659074.0
2000-03-28,6239,6498,6176,6391,289880,712562.0,99659074.0
2000-03-29,6427,6427,6150,6293,343300,701600.0,99659074.0
2000-03-30,6471,6775,6391,6570,732230,732494.0,99659074.0
2000-03-31,6570,7553,6436,7553,975710,842119.0,99659074.0
2000-04-03,6614,7052,6427,6427,1489550,716549.0,99659074.0
2000-04-04,6436,6605,6346,6570,426280,732494.0,99659074.0
2000-04-06,6525,6570,6391,6391,284720,712562.0,99659074.0
2000-04-07,6257,6614,6257,6391,326940,712562.0,99659074.0
2000-04-10,6436,6614,6212,6400,901670,713559.0,99659074.0
2000-04-11,6346,6346,5962,6078,493030,677682.0,99659074.0
2000-04-12,5899,6060,5810,5855,649030,652767.0,99659074.0
2000-04-14,5721,5721,5399,5452,586930,607920.0,99659074.0
2000-04-17,4746,5086,4639,4737,661940,528193.0,99659074.0
2000-04-18,4961,5309,4916,5095,612300,568057.0,99659074.0
2000-04-19,5184,5408,5005,5014,516700,559087.0,99659074.0
2000-04-20,4934,5095,4934,5023,262250,560084.0,99659074.0
2000-04-21,4961,5140,4961,5122,308610,571046.0,99659074.0
2000-04-24,4979,5122,4916,4925,295830,549121.0,99659074.0
2000-04-25,4961,4988,4657,4693,360480,523210.0,99659074.0
2000-04-26,4764,4880,4487,4487,469070,500289.0,99659074.0
2000-04-27,4424,4460,4022,4112,564560,458432.0,99659074.0
2000-04-28,4112,4255,4112,4130,522370,460425.0,99659074.0
2000-05-02,4174,4264,4076,4147,595600,462418.0,99659074.0
2000-05-03,4210,4380,4210,4290,666540,478364.0,99659074.0
2000-05-04,4246,4290,4197,4214,387410,469893.0,99659074.0
2000-05-08,4210,4326,4161,4246,506900,473381.0,99659074.0
2000-05-09,4174,4465,4174,4335,427590,483347.0,99659074.0
2000-05-10,4420,4420,4201,4201,293990,468398.0,99659074.0
2000-05-12,4250,4290,4147,4290,475220,478364.0,99659074.0
2000-05-15,4201,4201,3888,4018,242030,447968.0,99659074.0
2000-05-16,4022,4103,3709,3933,372450,438500.0,99659074.0
2000-05-17,3759,3995,3343,3397,535110,378704.0,99659074.0
2000-05-18,3128,3137,2887,2887,789540,321899.0,99659074.0
2000-05-19,2860,2905,2708,2789,632960,310936.0,99659074.0
2000-05-22,2682,2780,2503,2503,628580,279045.0,99659074.0
2000-05-23,2373,2574,2373,2485,530560,277052.0,99659074.0
2000-05-24,2395,2771,2324,2592,1767170,289011.0,99659074.0
2000-05-25,2726,2981,2682,2981,1191130,332363.0,99659074.0
2000-05-26,3066,3116,2686,2771,1301140,308943.0,99659074.0
2000-05-29,2512,3003,2507,2869,877990,319906.0,99659074.0
2000-05-30,2914,3128,2914,2959,857380,329872.0,99659074.0
2000-05-31,3119,3263,3039,3128,1129320,348807.0,99659074.0
2000-06-01,3133,3598,3039,3598,1424570,401128.0,99659074.0
2000-06-02,3656,3888,3575,3593,1105650,400629.0,99659074.0
2000-06-05,3799,4094,3763,4013,930690,447469.0,99659074.0
2000-06-07,3933,4147,3843,3924,1519140,437503.0,99659074.0
2000-06-08,3844,3912,3486,3486,1321750,388670.0,99659074.0
2000-06-09,3325,3665,3218,3522,1010070,392657.0,99659074.0
2000-06-12,3352,3611,3352,3517,827220,392158.0,99659074.0
2000-06-13,3517,3665,3289,3307,606080,368739.0,99659074.0
2000-06-14,3361,3441,3227,3307,306150,368739.0,99659074.0
2000-06-15,3227,3280,2994,3021,425130,336848.0,99659074.0
2000-06-16,2932,3124,2932,3093,279200,344820.0,99659074.0
2000-06-19,2932,3155,2932,2959,249300,329872.0,99659074.0
2000-06-20,2994,3401,2994,3401,824920,379203.0,99659074.0
2000-06-21,3352,3843,3307,3361,1285040,374718.0,99659074.0
2000-06-22,3441,3517,3276,3361,471430,374718.0,99659074.0
2000-06-23,3289,3352,3236,3263,268300,363756.0,99659074.0
2000-06-26,3271,3352,3245,3271,391490,364752.0,99659074.0
2000-06-27,3316,3423,3307,3414,496110,380698.0,99659074.0
2000-06-28,3441,3621,3441,3553,753720,396145.0,99659074.0
2000-06-29,3571,3661,3316,3486,659770,388670.0,99659074.0
2000-06-30,3459,3575,3379,3549,374000,395647.0,99659074.0
2000-07-03,3665,4080,3665,4080,1471780,454944.0,99659074.0
2000-07-04,4335,4438,3852,3973,3386950,442985.0,99659074.0
2000-07-05,3978,4237,3504,4103,1368730,457435.0,99659074.0
2000-07-06,4219,4711,4210,4711,3964900,525203.0,99659074.0
2000-07-07,4782,5096,4559,4648,5953420,518227.0,99659074.0
2000-07-10,4648,4755,4393,4411,1768410,491818.0,99659074.0
2000-07-11,4478,4648,4219,4416,2186640,492316.0,99659074.0
2000-07-12,4335,4648,4210,4246,1202020,473381.0,99659074.0
2000-07-13,4201,4299,4116,4152,716220,462916.0,99659074.0
2000-07-14,4112,4156,3928,3960,1125990,441490.0,99659074.0
2000-07-18,4022,4156,3951,4080,1009990,454944.0,99659074.0
2000-07-19,4098,4362,4031,4326,1568300,482350.0,99659074.0
2000-07-20,4326,4380,4000,4022,839400,448466.0,99659074.0
2000-07-21,4112,4165,3964,4022,592400,448466.0,99659074.0
2000-07-24,3888,4009,3584,3598,678860,401128.0,99659074.0
2000-07-25,3410,3736,3410,3665,681370,408602.0,99659074.0
2000-07-26,3589,3799,3589,3647,444040,406609.0,99659074.0
2000-07-27,3620,3714,3531,3557,315570,396643.0,99659074.0
2000-07-28,3549,3549,3432,3459,357910,385681.0,99659074.0
2000-07-31,3414,3517,3289,3370,728100,375715.0,99659074.0
2000-08-01,3397,3727,3397,3620,753290,403619.0,99659074.0
2000-08-02,3593,3696,3522,3620,530670,403619.0,99659074.0
2000-08-03,3709,3839,3669,3709,661810,413585.0,99659074.0
2000-08-04,3709,3709,3580,3602,284390,401626.0,99659074.0
2000-08-07,3557,3575,3450,3450,234770,384684.0,99659074.0
2000-08-08,3406,3531,3325,3397,235190,378704.0,99659074.0
2000-08-09,3352,3531,3352,3441,255850,383687.0,99659074.0
2000-08-10,3486,3700,3441,3625,468310,404118.0,99659074.0
2000-08-11,3584,3696,3504,3620,445460,403619.0,99659074.0
2000-08-14,3763,3781,3683,3692,384790,411592.0,99659074.0
2000-08-16,3683,3817,3669,3727,187240,415578.0,99659074.0
2000-08-17,3620,3714,3540,3575,279580,398636.0,99659074.0
2000-08-18,3620,3700,3557,3562,480890,397141.0,99659074.0
2000-08-21,3575,3593,3446,3473,294140,387176.0,99659074.0
2000-08-22,3459,3575,3450,3513,301900,391660.0,99659074.0
2000-08-23,3517,3620,3450,3481,261580,388172.0,99659074.0
2000-08-24,3486,3549,3365,3437,222840,383189.0,99659074.0
2000-08-25,3307,3432,3307,3423,160160,381694.0,99659074.0
2000-08-28,3423,3513,3423,3459,202410,385681.0,99659074.0
2000-08-29,3495,3522,3379,3419,216470,381196.0,99659074.0
2000-08-30,3423,3423,3365,3365,157400,375216.0,99659074.0
2000-08-31,3352,3356,3231,3280,266780,365749.0,99659074.0
