풍산홀딩스(005810),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
1999-06-08,15218,16979,15092,16979,1925680,259059.0,19189552.0
1999-06-09,16853,18236,16161,16601,1435250,253302.0,19189552.0
1999-06-10,16601,17168,16350,16727,620780,255221.0,19189552.0
1999-06-11,16853,17545,16098,16224,562090,247545.0,19189552.0
1999-06-14,15721,16035,14966,14966,372980,228356.0,19189552.0
1999-06-15,14337,15281,13960,14149,458120,215882.0,19189552.0
1999-06-16,15658,16224,15092,16224,713110,247545.0,19189552.0
1999-06-17,16916,17293,15721,15721,1764380,239869.0,19189552.0
1999-06-18,15721,16161,14840,15155,957060,231234.0,19189552.0
1999-06-21,15658,15721,14778,14840,565920,226437.0,19189552.0
1999-06-22,14840,16538,14840,15784,1217320,240829.0,19189552.0
1999-06-23,15847,16224,15784,16098,633800,245626.0,19189552.0
1999-06-24,16476,16791,15658,15658,683050,238910.0,19189552.0
1999-06-25,16287,16601,16035,16224,803760,247545.0,19189552.0
1999-06-28,16727,17356,16098,16475,1178780,251383.0,19189552.0
1999-06-29,16350,16350,15847,16098,707360,245626.0,19189552.0
1999-06-30,15532,15910,15092,15469,1404720,408360.0,33200000.0
1999-07-01,15218,16539,15155,15658,1458600,413340.0,33200000.0
1999-07-02,15847,16979,15469,16853,2041710,444880.0,33200000.0
1999-07-05,17859,19118,17544,18362,3501880,484720.0,33200000.0
1999-07-06,18613,19368,18236,18425,1997990,486380.0,33200000.0
1999-07-07,18739,19557,17922,19368,2008300,511280.0,33200000.0
1999-07-08,20123,21632,19620,20248,2742090,534520.0,33200000.0
1999-07-09,20123,21192,19242,20500,1391580,541160.0,33200000.0
1999-07-12,21129,21380,19494,19620,1740640,517920.0,33200000.0
1999-07-13,19305,19997,18362,18488,1122180,488040.0,33200000.0
1999-07-14,18865,19179,17419,17733,1271530,468120.0,33200000.0
1999-07-15,17733,18110,17356,17922,782560,473100.0,33200000.0
1999-07-16,17985,18802,17985,18676,983640,493020.0,33200000.0
1999-07-19,19494,19494,18173,18613,1157780,491360.0,33200000.0
1999-07-20,18865,19745,18613,18865,1724580,498000.0,33200000.0
1999-07-21,18613,19431,17670,17733,1204580,468120.0,33200000.0
1999-07-22,17356,18048,16664,17733,856340,468120.0,33200000.0
1999-07-23,17734,18866,16727,16727,1554610,441560.0,33200000.0
1999-07-26,16727,17104,15155,15344,690120,405040.0,33200000.0
1999-07-27,15847,16601,15595,16475,684610,434920.0,33200000.0
1999-07-28,16098,16979,16098,16350,880960,431600.0,33200000.0
1999-07-29,16350,17356,16350,17356,1060250,458160.0,33200000.0
1999-07-30,17230,18236,16475,17482,1390950,461480.0,33200000.0
1999-08-02,17167,18110,17104,17985,1185450,474760.0,33200000.0
1999-08-03,17985,19620,17859,18613,1618170,491360.0,33200000.0
1999-08-04,18802,19494,18173,18613,1489810,491360.0,33200000.0
1999-08-05,18236,18551,16727,16853,809960,444880.0,33200000.0
1999-08-06,16853,17230,16350,16979,600630,448200.0,33200000.0
1999-08-09,17104,17544,16979,16979,390800,448200.0,33200000.0
1999-08-10,16727,17230,16475,16853,424630,444880.0,33200000.0
1999-08-11,16916,16979,16161,16350,541950,431600.0,33200000.0
1999-08-12,16601,16727,16224,16475,307470,434920.0,33200000.0
1999-08-13,16475,16727,15721,16098,427080,424960.0,33200000.0
1999-08-16,16098,16475,15847,15972,293540,421640.0,33200000.0
1999-08-17,15847,16350,13834,14526,434180,383460.0,33200000.0
1999-08-18,13834,14526,12954,14212,566740,375160.0,33200000.0
1999-08-19,14463,15029,14086,14589,750100,385120.0,33200000.0
1999-08-20,14212,15092,14086,15092,430830,398400.0,33200000.0
1999-08-23,15595,15847,15155,15721,566780,415000.0,33200000.0
1999-08-24,15847,16727,15847,16035,1009340,423300.0,33200000.0
1999-08-25,16161,16287,15847,15972,528820,421640.0,33200000.0
1999-08-26,15972,16287,15595,15595,507910,411680.0,33200000.0
1999-08-27,15155,15595,14966,15281,454360,403380.0,33200000.0
1999-08-30,15155,15595,15092,15155,335020,400060.0,33200000.0
1999-08-31,15155,15595,14903,15595,333060,411680.0,33200000.0
1999-09-01,15344,15532,14463,14652,457130,386780.0,33200000.0
1999-09-02,13206,14337,13206,13834,361050,365200.0,33200000.0
1999-09-03,13834,14086,13331,13646,362320,360220.0,33200000.0
1999-09-06,13834,14149,13646,13960,323260,368520.0,33200000.0
1999-09-07,14149,14778,13834,14589,479550,385120.0,33200000.0
1999-09-08,14589,14778,13834,14212,378340,375160.0,33200000.0
1999-09-09,14212,14400,13960,14212,288900,375160.0,33200000.0
1999-09-10,13960,14840,13960,14589,501550,385120.0,33200000.0
1999-09-13,15092,15092,14589,14966,504590,395080.0,33200000.0
1999-09-14,15218,15972,15092,15218,694730,401720.0,33200000.0
1999-09-15,14966,14966,14400,14463,278800,381800.0,33200000.0
1999-09-16,14212,14903,14212,14463,388980,381800.0,33200000.0
1999-09-17,14337,15406,14149,15092,748270,398400.0,33200000.0
1999-09-20,15344,15784,15092,15406,1088430,406700.0,33200000.0
1999-09-21,15595,15721,15092,15218,406720,401720.0,33200000.0
1999-09-22,15218,15218,14589,14652,379840,386780.0,33200000.0
1999-09-27,14463,14589,13834,13834,260990,365200.0,33200000.0
1999-09-28,13834,14275,13583,13771,297620,363540.0,33200000.0
1999-09-29,13834,13960,13206,13457,246680,355240.0,33200000.0
1999-09-30,13080,13583,12828,12891,337220,340300.0,33200000.0
1999-10-01,12640,12828,11571,12577,647130,332000.0,33200000.0
1999-10-04,12199,12702,12011,12074,373210,318720.0,33200000.0
1999-10-05,11571,12199,10313,10942,760490,288840.0,33200000.0
1999-10-06,10942,11545,10564,11545,635770,304776.0,33200000.0
1999-10-07,11671,12174,11193,12137,1528480,320380.0,33200000.0
1999-10-08,12074,12074,11445,11633,737180,307100.0,33200000.0
1999-10-11,11885,11935,11457,11621,1249760,306768.0,33200000.0
1999-10-12,11721,12577,11571,12577,1556020,332000.0,33200000.0
1999-10-13,12325,13457,11948,13017,3039900,343620.0,33200000.0
1999-10-14,13268,14023,12702,13457,2419790,355240.0,33200000.0
1999-10-15,13394,13646,12577,12640,1548780,333660.0,33200000.0
1999-10-18,11948,12388,11646,11810,967680,311748.0,33200000.0
1999-10-19,12074,12199,11608,11822,1456160,312080.0,33200000.0
1999-10-20,11973,12199,11721,11885,819750,313740.0,33200000.0
1999-10-21,12011,12262,11457,11571,379590,305440.0,33200000.0
1999-10-22,11571,11810,11357,11483,267020,303116.0,33200000.0
1999-10-25,11445,11470,10879,11093,1157800,292824.0,33200000.0
1999-10-26,10967,11168,10816,11005,333910,290500.0,33200000.0
1999-10-27,10929,11156,10816,10942,335820,288840.0,33200000.0
1999-10-28,10690,11156,10690,11130,627720,293820.0,33200000.0
1999-10-29,11382,11533,11130,11130,782500,293820.0,33200000.0
1999-11-01,11332,11558,11319,11495,725400,303448.0,33200000.0
1999-11-02,11571,12954,11394,12765,2595560,336980.0,33200000.0
1999-11-03,13143,13709,12577,12765,1467730,336980.0,33200000.0
1999-11-04,13207,13207,12350,12954,952390,341960.0,33200000.0
1999-11-05,13206,13520,12702,13080,1185920,345280.0,33200000.0
1999-11-08,12702,12954,12451,12514,995180,330340.0,33200000.0
1999-11-09,12514,12765,12338,12765,853300,336980.0,33200000.0
1999-11-10,13080,13960,12891,13331,2791740,351920.0,33200000.0
1999-11-11,13394,14023,13206,13709,1878260,361880.0,33200000.0
1999-11-12,13961,14213,12765,12954,1210890,341960.0,33200000.0
1999-11-15,12765,12891,12438,12514,954690,330340.0,33200000.0
1999-11-16,12199,12451,12023,12262,751090,323700.0,33200000.0
1999-11-17,12388,12564,11319,11319,778700,298800.0,33200000.0
1999-11-18,11319,11684,10942,11168,672870,294816.0,33200000.0
1999-11-19,11193,12061,11193,11646,621030,307432.0,33200000.0
1999-11-22,11571,12061,11571,11583,583800,305772.0,33200000.0
1999-11-23,11696,11759,11357,11382,428970,300460.0,33200000.0
1999-11-24,11382,11382,10942,11143,582000,294152.0,33200000.0
1999-11-25,10967,11169,10891,10904,614600,287844.0,33200000.0
1999-11-26,10703,10904,10061,10112,729960,266928.0,33200000.0
1999-11-29,9873,10175,9684,10061,637500,265600.0,33200000.0
1999-11-30,10061,10816,10036,10313,687770,272240.0,33200000.0
1999-12-01,10087,10275,9722,9973,572000,263276.0,33200000.0
1999-12-02,10061,10439,9973,10061,791980,265600.0,33200000.0
1999-12-03,10539,10590,10087,10124,498050,267260.0,33200000.0
1999-12-06,10325,10426,10112,10250,462190,270580.0,33200000.0
1999-12-07,10502,10539,9822,9873,742950,260620.0,33200000.0
1999-12-08,9936,10187,9684,10099,448690,266596.0,33200000.0
1999-12-09,10061,11055,9760,10690,1165630,282200.0,33200000.0
1999-12-10,10942,12262,10816,11696,1688470,308760.0,33200000.0
1999-12-13,11948,12074,11319,11759,1407560,310420.0,33200000.0
1999-12-14,11822,12702,11633,11960,1353010,315732.0,33200000.0
1999-12-15,11973,12187,10766,11306,700290,298468.0,33200000.0
1999-12-16,10942,11822,10816,11319,755620,298800.0,33200000.0
1999-12-17,11583,11885,11017,11168,575820,294816.0,33200000.0
1999-12-20,11193,11369,10703,10778,462440,284524.0,33200000.0
1999-12-21,10879,11067,10074,10124,486240,267260.0,33200000.0
1999-12-22,9810,10049,9206,9835,516030,259624.0,33200000.0
1999-12-23,10024,10250,9558,9747,512120,257300.0,33200000.0
1999-12-24,9433,10451,9433,10061,712180,265600.0,33200000.0
1999-12-27,10187,10376,9747,9797,515230,258628.0,33200000.0
1999-12-28,9684,9923,9445,9558,590030,252320.0,33200000.0
2000-01-04,9068,9785,9068,9558,388800,252320.0,33200000.0
2000-01-05,9810,10300,9684,9936,874710,262280.0,33200000.0
2000-01-06,10061,10061,9445,9684,452070,255640.0,33200000.0
2000-01-07,9684,9873,9433,9621,388710,253980.0,33200000.0
2000-01-10,9684,10564,9684,10439,1237230,275560.0,33200000.0
2000-01-11,10250,10250,9961,10061,610950,265600.0,33200000.0
2000-01-12,10061,10061,9722,9810,308800,258960.0,33200000.0
2000-01-13,9621,9797,9508,9684,296940,255640.0,33200000.0
2000-01-14,9684,9899,9445,9508,305930,250992.0,33200000.0
2000-01-17,9634,10187,9521,9936,643770,262280.0,33200000.0
2000-01-18,10175,10175,9558,9684,393860,255640.0,33200000.0
2000-01-19,9445,9558,8854,8879,367590,234392.0,33200000.0
2000-01-20,8502,8829,8187,8804,329440,232400.0,33200000.0
2000-01-21,8301,9118,8301,8753,433080,231072.0,33200000.0
2000-01-24,8565,9017,8565,8628,251700,227752.0,33200000.0
2000-01-25,8552,8552,8363,8477,256050,223768.0,33200000.0
2000-01-26,8552,8779,8426,8690,295090,229412.0,33200000.0
2000-01-27,8741,9307,8678,9168,519930,242028.0,33200000.0
2000-01-28,9307,9546,8904,9030,422240,238376.0,33200000.0
2000-01-31,8816,9168,8678,8917,452570,235388.0,33200000.0
2000-02-01,9407,10061,9244,9370,1395970,247340.0,33200000.0
2000-02-02,9307,9609,9118,9470,518520,249996.0,33200000.0
2000-02-03,9558,9772,9433,9684,541160,255640.0,33200000.0
2000-02-07,9697,9873,9558,9697,451730,255972.0,33200000.0
2000-02-08,9659,9659,9131,9194,340090,242692.0,33200000.0
2000-02-09,9244,9357,8829,8917,298830,235388.0,33200000.0
2000-02-10,8929,8992,8426,8426,415990,222440.0,33200000.0
2000-02-11,8426,8565,7860,7873,689290,207832.0,33200000.0
2000-02-14,7697,7798,7559,7584,348690,200196.0,33200000.0
2000-02-15,7672,7710,7081,7181,388710,189572.0,33200000.0
2000-02-16,7294,7634,6942,7546,476530,199200.0,33200000.0
2000-02-17,7420,7722,7169,7546,409890,199200.0,33200000.0
2000-02-18,7798,7798,7433,7546,602920,199200.0,33200000.0
2000-02-21,7257,7357,6729,6791,386800,179280.0,33200000.0
2000-02-22,6791,6892,6414,6439,464600,169984.0,33200000.0
2000-02-23,7395,7395,7043,7395,893130,195216.0,33200000.0
2000-02-24,7546,7848,7043,7508,1168770,198204.0,33200000.0
2000-02-25,7294,7785,7043,7571,694700,199864.0,33200000.0
2000-02-28,7420,8162,7194,7835,968900,206836.0,33200000.0
2000-02-29,8049,8099,7546,7798,757100,205840.0,33200000.0
2000-03-02,7684,8024,7483,7798,669310,205840.0,33200000.0
2000-03-03,7986,8037,7546,7546,682480,199200.0,33200000.0
2000-03-06,7672,8238,7357,8137,1438640,214804.0,33200000.0
2000-03-07,7948,8553,7810,8112,866160,214140.0,33200000.0
2000-03-08,7936,8250,7848,7860,379390,207500.0,33200000.0
2000-03-09,7911,8414,7911,8175,1115950,215800.0,33200000.0
2000-03-10,8301,8301,7873,7923,750220,209160.0,33200000.0
2000-03-13,8049,8602,8049,8363,1153810,220780.0,33200000.0
2000-03-14,8804,9370,8376,8716,1237460,230076.0,33200000.0
2000-03-15,8716,9055,8301,9055,939240,239040.0,33200000.0
2000-03-16,9308,9371,8426,8439,522100,222772.0,33200000.0
2000-03-17,8690,8867,8338,8426,605030,222440.0,33200000.0
2000-03-20,8603,8603,8087,8112,269590,214140.0,33200000.0
2000-03-21,8049,8363,7898,8225,520360,217128.0,33200000.0
2000-03-22,8238,8414,8062,8275,653230,218456.0,33200000.0
2000-03-23,8426,8577,7923,7923,480600,209160.0,33200000.0
2000-03-24,8049,8150,7898,8049,584610,212480.0,33200000.0
2000-03-27,8049,8338,7986,7999,334300,211152.0,33200000.0
2000-03-28,8049,8112,7835,7835,357160,206836.0,33200000.0
2000-03-29,7559,7948,7559,7621,502740,201192.0,33200000.0
2000-03-30,7621,8565,7483,7634,1498400,201524.0,33200000.0
2000-03-31,7609,7798,7420,7433,409230,196212.0,33200000.0
2000-04-03,7546,7596,6980,7056,351140,186252.0,33200000.0
2000-04-04,7169,7383,6930,7106,291520,187580.0,33200000.0
2000-04-06,7043,7169,6867,6867,217720,181272.0,33200000.0
2000-04-07,6917,7043,6879,6967,284020,183928.0,33200000.0
2000-04-10,6980,7332,6854,7169,494250,189240.0,33200000.0
2000-04-11,7056,7521,6854,7294,557260,192560.0,33200000.0
2000-04-12,7408,7647,7232,7232,666180,190900.0,33200000.0
2000-04-14,7131,7282,6980,7169,399120,189240.0,33200000.0
2000-04-17,6552,6779,6326,6376,453240,168324.0,33200000.0
2000-04-18,6791,6854,6552,6653,394190,175628.0,33200000.0
2000-04-19,6804,6994,6766,6804,443820,179612.0,33200000.0
2000-04-20,6817,7043,6741,6754,434720,178284.0,33200000.0
2000-04-21,6854,6917,6741,6879,269000,181604.0,33200000.0
2000-04-24,6817,6955,6666,6716,352970,177288.0,33200000.0
2000-04-25,6666,6716,6590,6666,227940,175960.0,33200000.0
2000-04-26,6854,6854,6326,6326,307140,166996.0,33200000.0
2000-04-27,6238,6716,6049,6351,574510,167660.0,33200000.0
2000-04-28,6490,6729,6414,6502,441290,171644.0,33200000.0
2000-05-02,6515,6515,6313,6414,301180,169320.0,33200000.0
2000-05-03,6414,6502,6376,6477,288530,170980.0,33200000.0
2000-05-04,6376,6452,6364,6439,188490,169984.0,33200000.0
2000-05-08,6578,6578,6414,6490,296450,171312.0,33200000.0
2000-05-09,6490,6879,6452,6540,552070,172640.0,33200000.0
2000-05-10,6729,6829,6364,6364,374210,167992.0,33200000.0
2000-05-12,6439,6477,6263,6313,313360,166664.0,33200000.0
2000-05-15,6288,6301,6062,6112,215260,161352.0,33200000.0
2000-05-16,6112,6225,6037,6112,265900,161352.0,33200000.0
2000-05-17,6226,6277,5722,5735,327610,151392.0,33200000.0
2000-05-18,5490,5736,5257,5364,306430,141598.0,33200000.0
2000-05-19,5345,5364,5144,5282,256930,139440.0,33200000.0
2000-05-22,5219,5307,4892,4892,222790,129148.0,33200000.0
2000-05-23,4528,5018,4528,4955,256390,130808.0,33200000.0
2000-05-24,5534,5534,4968,5471,463440,144420.0,33200000.0
2000-05-25,5534,6200,5408,6062,636930,160024.0,33200000.0
2000-05-26,6024,6037,5509,5660,346340,149400.0,33200000.0
2000-05-29,4829,6137,4829,5974,382840,157700.0,33200000.0
2000-05-30,6037,6351,6037,6263,325530,165336.0,33200000.0
2000-05-31,6414,6502,6301,6351,524820,167660.0,33200000.0
2000-06-01,6288,6477,6213,6288,448570,166000.0,33200000.0
2000-06-02,6414,6464,6150,6326,617980,166996.0,33200000.0
2000-06-05,6414,6779,6389,6666,710780,175960.0,33200000.0
2000-06-07,6754,6905,6603,6754,544150,178284.0,33200000.0
2000-06-08,6854,6892,6351,6464,469810,170648.0,33200000.0
2000-06-09,6414,6603,6339,6603,343330,174300.0,33200000.0
2000-06-12,6603,6628,6427,6502,270850,171644.0,33200000.0
2000-06-13,6427,6527,6163,6288,287380,166000.0,33200000.0
2000-06-14,6175,6351,6100,6144,217210,162182.0,33200000.0
2000-06-15,6163,6163,5817,5823,210050,153716.0,33200000.0
2000-06-16,5534,5854,5534,5848,151460,154380.0,33200000.0
2000-06-19,5609,5873,5565,5722,171570,151060.0,33200000.0
2000-06-20,5836,5974,5748,5911,169400,156040.0,33200000.0
2000-06-21,5911,6100,5861,6037,151250,159360.0,33200000.0
2000-06-22,6225,6288,6100,6225,224510,164340.0,33200000.0
2000-06-23,6163,6219,6100,6219,121900,164174.0,33200000.0
2000-06-26,6288,6540,6225,6540,249270,172640.0,33200000.0
2000-06-27,6540,6791,6540,6779,326850,178948.0,33200000.0
2000-06-28,6817,6905,6666,6905,318920,182268.0,33200000.0
2000-06-29,6905,7018,6666,6779,299490,178948.0,33200000.0
2000-06-30,6779,7018,6666,7018,231960,185256.0,33200000.0
2000-07-03,7294,7799,7181,7458,519390,196876.0,33200000.0
2000-07-04,7559,7672,7332,7445,362820,196544.0,33200000.0
2000-07-05,7395,7408,7169,7408,371250,195548.0,33200000.0
2000-07-06,7244,7785,7194,7735,598640,204180.0,33200000.0
2000-07-07,7735,7923,7609,7760,338040,204844.0,33200000.0
2000-07-10,7760,8590,7760,8062,1136610,212812.0,33200000.0
2000-07-11,8301,8313,7672,7672,559430,202520.0,33200000.0
2000-07-12,7798,7911,7672,7860,356670,207500.0,33200000.0
2000-07-13,7860,7923,7647,7923,328950,209160.0,33200000.0
2000-07-14,7923,8049,7672,7798,293850,205840.0,33200000.0
2000-07-18,7911,8426,7798,8049,822580,212480.0,33200000.0
2000-07-19,8401,8401,7923,8162,708070,215468.0,33200000.0
2000-07-20,7923,8414,7508,7659,456700,202188.0,33200000.0
2000-07-21,7684,7986,7546,7710,538960,203516.0,33200000.0
2000-07-24,7546,7659,7206,7232,240080,190900.0,33200000.0
2000-07-25,6942,7357,6817,7357,268800,194220.0,33200000.0
2000-07-26,7483,8288,7357,7772,736560,205176.0,33200000.0
2000-07-27,7823,7911,7496,7911,253750,208828.0,33200000.0
2000-07-28,7735,7886,7609,7735,275130,204180.0,33200000.0
2000-07-31,7571,7923,7508,7923,249370,209160.0,33200000.0
2000-08-01,7810,8225,7810,8125,353820,214472.0,33200000.0
2000-08-02,8011,8363,7961,8238,400420,217460.0,33200000.0
2000-08-03,8301,8326,8024,8175,360220,215800.0,33200000.0
2000-08-04,8175,8250,8011,8011,165940,211484.0,33200000.0
2000-08-07,7710,7798,7508,7697,255340,203184.0,33200000.0
2000-08-08,7571,7772,7383,7697,238640,203184.0,33200000.0
2000-08-09,7860,7860,7659,7722,263730,203848.0,33200000.0
2000-08-10,7873,8049,7735,7986,487980,210820.0,33200000.0
2000-08-11,7986,8288,7873,8062,462490,212812.0,33200000.0
2000-08-14,8426,8728,8200,8615,1036530,227420.0,33200000.0
2000-08-16,8791,9282,8628,9244,1446690,244020.0,33200000.0
2000-08-17,9181,9194,8753,8841,638850,233396.0,33200000.0
2000-08-18,8779,8992,8389,8552,461070,225760.0,33200000.0
2000-08-21,8439,9044,8439,8854,881890,233728.0,33200000.0
2000-08-22,8854,8967,8741,8816,399760,232732.0,33200000.0
2000-08-23,8929,8929,8653,8690,314410,229412.0,33200000.0
2000-08-24,8552,8779,8502,8716,196640,230076.0,33200000.0
2000-08-25,8577,8753,8552,8753,181640,231072.0,33200000.0
2000-08-28,8753,8904,8690,8867,232390,234060.0,33200000.0
2000-08-29,8929,9030,8804,9030,349370,238376.0,33200000.0
2000-08-30,9030,9030,8841,8867,142560,234060.0,33200000.0
2000-08-31,8804,8867,8502,8766,243170,231404.0,33200000.0
2000-09-01,8615,8829,8615,8766,197650,231404.0,33200000.0
2000-09-04,8565,8741,8477,8552,265920,225760.0,33200000.0
2000-09-05,8565,8665,8351,8426,202510,222440.0,33200000.0
2000-09-06,8326,8514,8313,8326,185150,219784.0,33200000.0
2000-09-07,8175,8175,7810,8049,212550,212480.0,33200000.0
2000-09-08,7823,8049,7823,7873,130980,207832.0,33200000.0
2000-09-14,7798,7860,7546,7798,305520,205840.0,33200000.0
