한진칼(180640),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2013-12-23,15112,15748,15014,15553,491830,450823.0,28353630.0
2013-12-24,15552,16286,15210,15455,460915,447987.0,28353630.0
2013-12-26,15650,15699,14916,14917,288512,432393.0,28353630.0
2013-12-27,15014,15846,14965,15650,601449,453658.0,28353630.0
2013-12-30,15797,16481,15650,16042,464550,465000.0,28353630.0
2014-01-02,16090,16481,15699,16091,512071,466417.0,28353630.0
2014-01-03,16090,16530,15895,16433,465746,476341.0,28353630.0
2014-01-06,16286,16530,16188,16433,372914,476341.0,28353630.0
2014-01-07,16286,17068,16188,16873,635497,489100.0,28353630.0
2014-01-08,16824,19367,16824,18878,2977513,547225.0,28353630.0
2014-01-09,19171,20639,19025,19954,2232672,578414.0,28353630.0
2014-01-10,19954,20932,19269,20737,1402530,601097.0,28353630.0
2014-01-13,20541,21274,19758,20150,809812,584085.0,28353630.0
2014-01-14,19954,21079,19856,20248,738137,586920.0,28353630.0
2014-01-15,20345,21030,20101,21030,554304,609603.0,28353630.0
2014-01-16,21030,21666,20639,20835,463908,603932.0,28353630.0
2014-01-17,20834,20834,20198,20492,414015,594009.0,28353630.0
2014-01-20,20296,20785,20101,20688,268083,599679.0,28353630.0
2014-01-21,20834,20883,20052,20052,349574,581249.0,28353630.0
2014-01-22,19856,21763,19465,21666,954959,628033.0,28353630.0
2014-01-23,21715,22399,21519,21666,636740,628033.0,28353630.0
2014-01-24,21372,23035,21372,22449,979266,650716.0,28353630.0
2014-01-27,22008,22888,22008,22008,523240,637957.0,28353630.0
2014-01-28,22008,22350,21177,21862,501668,633704.0,28353630.0
2014-01-29,22057,22986,21910,22742,541745,659222.0,28353630.0
2014-02-03,22497,23280,22497,22987,417682,666310.0,28353630.0
2014-02-04,22693,23035,22057,22057,423004,639374.0,28353630.0
2014-02-05,22448,22448,21421,21960,667935,636539.0,28353630.0
2014-02-06,22350,23280,21323,21471,1089288,622362.0,28353630.0
2014-02-07,21812,22155,21470,21715,446768,629451.0,28353630.0
2014-02-10,21861,22008,21372,21715,640639,629451.0,28353630.0
2014-02-11,21519,21617,20150,20199,1462266,585502.0,28353630.0
2014-02-12,20443,20687,20052,20443,547445,592591.0,28353630.0
2014-02-13,20394,20932,20345,20346,354167,589756.0,28353630.0
2014-02-14,20492,20932,20345,20443,400781,592591.0,28353630.0
2014-02-17,20541,21910,20541,21911,785870,635121.0,28353630.0
2014-02-18,22057,22057,21323,21715,465847,629451.0,28353630.0
2014-02-19,21617,22644,21225,22400,616004,649298.0,28353630.0
2014-02-20,22301,22644,21910,21911,323758,635121.0,28353630.0
2014-02-21,22204,22693,21861,22204,243443,643627.0,28353630.0
2014-02-24,22008,22057,21177,21275,325371,616691.0,28353630.0
2014-02-25,21421,21519,20492,20884,344414,605350.0,28353630.0
2014-02-26,21079,21128,20541,20688,227975,599679.0,28353630.0
2014-02-27,20736,20736,20003,20199,359811,585502.0,28353630.0
2014-02-28,20394,20736,19954,20248,323526,586920.0,28353630.0
2014-03-03,20003,20150,19563,19612,429669,568490.0,28353630.0
2014-03-04,19563,20590,19465,20248,559955,586920.0,28353630.0
2014-03-05,20541,20687,20150,20492,336769,594009.0,28353630.0
2014-03-06,20492,20981,20296,20688,505790,599679.0,28353630.0
2014-03-07,20834,20932,20492,20835,285827,603932.0,28353630.0
2014-03-10,20932,20932,20003,20199,274029,585502.0,28353630.0
2014-03-11,20198,20492,19660,20101,270402,582667.0,28353630.0
2014-03-12,20198,21666,20052,21422,1143526,620944.0,28353630.0
2014-03-13,21568,22693,21274,22498,1018549,652133.0,28353630.0
2014-03-14,22155,22742,21959,22204,742852,643627.0,28353630.0
2014-03-17,22204,23377,21763,23036,844183,667728.0,28353630.0
2014-03-18,22986,23622,22693,23036,763369,667728.0,28353630.0
2014-03-19,23231,23915,22888,23720,622830,687576.0,28353630.0
2014-03-20,23573,24111,23182,23769,551611,688993.0,28353630.0
2014-03-21,23818,24894,23818,24552,589086,711676.0,28353630.0
2014-03-24,24453,24649,23035,23084,822901,669146.0,28353630.0
2014-03-25,23622,23769,22693,22742,608235,659222.0,28353630.0
2014-03-26,23084,23720,22644,23231,507259,673399.0,28353630.0
2014-03-27,22986,23426,22546,23036,278461,667728.0,28353630.0
2014-03-28,23182,23622,22888,23329,323525,676234.0,28353630.0
2014-03-31,23426,23524,22497,22987,319882,666310.0,28353630.0
2014-04-01,22937,23133,22546,22938,275043,664893.0,28353630.0
2014-04-02,23377,24894,23329,24698,1091863,715929.0,28353630.0
2014-04-03,24698,25089,24258,24552,470305,711676.0,28353630.0
2014-04-04,24551,25627,24404,24943,635129,723018.0,28353630.0
2014-04-07,24747,25236,23915,24356,416743,706005.0,28353630.0
2014-04-08,24062,25040,24062,24454,326529,708841.0,28353630.0
2014-04-09,24453,24845,24160,24454,239604,708841.0,28353630.0
2014-04-10,24698,24747,23573,23720,512111,687576.0,28353630.0
2014-04-11,23475,23769,23035,23574,509659,683322.0,28353630.0
2014-04-14,23573,24551,23475,24307,309715,704588.0,28353630.0
2014-04-15,24453,24551,24111,24160,185898,700335.0,28353630.0
2014-04-16,24209,24649,24013,24454,190365,708841.0,28353630.0
2014-04-17,24698,24796,24258,24503,144738,710258.0,28353630.0
2014-04-18,24356,24600,24111,24503,205204,710258.0,28353630.0
2014-04-21,24502,24600,23964,24405,172318,707423.0,28353630.0
2014-04-22,24453,24453,24062,24160,101065,700335.0,28353630.0
2014-04-23,24013,24160,23182,23182,457945,671981.0,28353630.0
2014-04-24,23280,23377,22742,23133,197726,670563.0,28353630.0
2014-04-25,23084,23280,22106,22498,385758,652133.0,28353630.0
2014-04-28,22204,22497,21568,21862,403517,633704.0,28353630.0
2014-04-29,21959,22301,21617,21666,346661,628033.0,28353630.0
2014-04-30,21812,22008,21617,21617,165668,626615.0,28353630.0
2014-05-02,21666,22204,21666,21862,168898,633704.0,28353630.0
2014-05-07,21861,22155,21812,21960,182193,636539.0,28353630.0
2014-05-08,22155,22155,21177,21519,236725,623780.0,28353630.0
2014-05-09,21666,21715,20981,21617,237277,626615.0,28353630.0
2014-05-12,21715,21715,21274,21324,124877,618109.0,28353630.0
2014-05-13,21274,21470,21030,21324,175940,618109.0,28353630.0
2014-05-14,21323,21519,21079,21079,190549,611021.0,28353630.0
2014-05-15,20932,21910,20785,21666,295457,628033.0,28353630.0
2014-05-16,21617,21861,21519,21617,132486,626615.0,28353630.0
2014-05-19,21519,21666,21079,21079,128741,611021.0,28353630.0
2014-05-20,21617,23573,21519,23231,942376,673399.0,28353630.0
2014-05-21,23329,23866,23035,23378,391776,677652.0,28353630.0
2014-05-22,23671,23769,22937,23427,324432,679069.0,28353630.0
2014-05-23,23475,23915,23377,23622,298036,684740.0,28353630.0
2014-05-26,23573,24209,23377,23622,207528,684740.0,28353630.0
2014-05-27,23866,23964,23084,23671,230904,686158.0,28353630.0
2014-05-28,23769,24600,23573,24405,429954,707423.0,28353630.0
2014-05-29,24404,24796,23964,23965,224334,694664.0,28353630.0
2014-05-30,24111,24942,23671,24601,371987,713094.0,28353630.0
2014-06-02,25236,26508,25040,26117,1020032,757042.0,28353630.0
2014-06-03,26263,26899,25627,26508,594412,768383.0,28353630.0
2014-06-05,26508,27535,26312,26704,515703,774054.0,28353630.0
2014-06-09,26997,27094,25872,26606,344330,771219.0,28353630.0
2014-06-10,26556,26556,25725,26117,424905,757042.0,28353630.0
2014-06-11,26067,26361,25725,26166,422147,758460.0,28353630.0
2014-06-12,25970,26312,25578,26263,281964,761295.0,28353630.0
2014-06-13,26018,26850,25725,26263,304875,761295.0,28353630.0
2014-06-16,26263,26361,25040,25334,650484,734359.0,28353630.0
2014-06-17,25334,25578,25089,25236,221453,731524.0,28353630.0
2014-06-18,25236,25627,24600,24747,397107,717347.0,28353630.0
2014-06-19,24747,25383,24600,25236,320391,731524.0,28353630.0
2014-06-20,25089,25285,24698,24894,175324,721600.0,28353630.0
2014-06-23,24747,24796,23426,23965,674132,694664.0,28353630.0
2014-06-24,23915,24404,23573,24258,324147,703170.0,28353630.0
2014-06-25,24062,24209,23133,23133,449414,670563.0,28353630.0
2014-06-26,23084,23524,22888,23280,284328,674816.0,28353630.0
2014-06-27,23182,24013,22937,23916,305594,693246.0,28353630.0
2014-06-30,24111,24111,23573,23622,223403,684740.0,28353630.0
2014-07-01,23622,23671,23133,23427,227281,679069.0,28353630.0
2014-07-02,23671,24698,23671,24503,476859,710258.0,28353630.0
2014-07-03,24942,25970,24600,25677,840210,744283.0,28353630.0
2014-07-04,25872,26214,25383,25823,422089,748536.0,28353630.0
2014-07-07,25774,26312,25285,26263,334621,761295.0,28353630.0
2014-07-08,26067,26508,25676,26263,285613,761295.0,28353630.0
2014-07-09,26116,26116,25334,25530,272032,740030.0,28353630.0
2014-07-10,25529,25774,25187,25285,164155,732941.0,28353630.0
2014-07-11,25089,25725,24845,25725,233213,745700.0,28353630.0
2014-07-14,25921,25921,25383,25530,133483,740030.0,28353630.0
2014-07-15,25676,25921,25089,25677,217054,744283.0,28353630.0
2014-07-16,25921,26948,25480,25725,584553,745700.0,28353630.0
2014-07-17,25921,26116,24551,25236,501447,731524.0,28353630.0
2014-07-18,25089,25676,24894,25432,201973,737194.0,28353630.0
2014-07-21,25823,26116,25383,25774,203910,747118.0,28353630.0
2014-07-22,25823,26850,25823,26704,550174,774054.0,28353630.0
2014-07-23,26752,27094,26410,26801,343558,776889.0,28353630.0
2014-07-24,27045,27094,25970,26166,258679,758460.0,28353630.0
2014-07-25,26214,26214,25529,26019,234352,754207.0,28353630.0
2014-07-28,26067,26214,25529,26019,167374,754207.0,28353630.0
2014-07-29,26116,26556,25725,26166,250980,758460.0,28353630.0
2014-07-30,26312,26703,23084,24845,748259,720182.0,28353630.0
2014-07-31,24845,25823,24404,25628,339348,742865.0,28353630.0
2014-08-01,25236,25970,25089,25383,151280,735777.0,28353630.0
2014-08-04,25432,25774,25040,25579,124614,741447.0,28353630.0
2014-08-05,25774,25774,24551,25188,231853,730106.0,28353630.0
2014-08-06,25187,25187,24111,24894,280099,721600.0,28353630.0
2014-08-07,24894,24942,24209,24258,231048,703170.0,28353630.0
2014-08-08,24258,24551,23329,23769,257782,688993.0,28353630.0
2014-08-11,23964,24404,23182,23329,284983,676234.0,28353630.0
2014-08-12,23377,23573,22937,23133,216461,670563.0,28353630.0
2014-08-13,23280,23818,22791,22987,414656,666310.0,28353630.0
2014-08-14,23231,23524,22644,23231,359409,673399.0,28353630.0
2014-08-18,23377,23866,23329,23622,267861,684740.0,28353630.0
2014-08-19,23720,23769,23280,23720,188409,687576.0,28353630.0
2014-08-20,23720,24698,23377,24503,409179,710258.0,28353630.0
2014-08-21,24502,24600,23818,24503,305913,710258.0,28353630.0
2014-08-22,24453,25089,24160,24552,357621,711676.0,28353630.0
2014-08-25,24600,24942,24209,24943,240648,723018.0,28353630.0
2014-08-26,24845,25040,24258,24405,247823,707423.0,28353630.0
2014-08-27,24649,24796,24111,24307,205380,704588.0,28353630.0
2014-08-28,24551,25627,24258,25285,503466,732941.0,28353630.0
2014-08-29,25285,25823,25138,25432,210578,737194.0,28353630.0
2014-09-01,25725,25774,24991,25188,212007,730106.0,28353630.0
2014-09-02,25236,25285,24747,25236,221339,731524.0,28353630.0
2014-09-03,25236,26263,25138,26215,404273,759877.0,28353630.0
2014-09-04,26165,26801,25921,26410,461561,765548.0,28353630.0
2014-09-05,26459,26605,26018,26263,208410,761295.0,28353630.0
2014-09-11,26214,26556,25578,26019,241707,754207.0,28353630.0
2014-09-12,25823,25970,25285,25432,314881,737194.0,28353630.0
2014-09-15,25236,25578,25138,25579,171277,741447.0,28353630.0
2014-09-16,25627,25725,24942,24992,210929,724435.0,28353630.0
2014-09-17,25138,26459,24991,25970,422576,752789.0,28353630.0
2014-09-18,26018,26165,25432,25774,240273,747118.0,28353630.0
2014-09-19,25823,28219,25627,28220,1119900,818002.0,28353630.0
2014-09-22,28513,28757,27437,28024,684981,812331.0,28353630.0
2014-09-23,27779,27828,27143,27731,469265,803825.0,28353630.0
2014-09-24,25334,26899,25187,26508,2220889,768383.0,28353630.0
2014-09-25,26654,26703,25432,25628,693558,742865.0,28353630.0
2014-09-26,25285,25383,23573,24405,888858,707423.0,28353630.0
2014-09-29,24453,25578,24453,24943,678269,723018.0,28353630.0
2014-09-30,24942,25578,24796,25334,260529,734359.0,28353630.0
2014-10-01,25236,25676,24942,24943,231303,723018.0,28353630.0
2014-10-02,24649,24894,24356,24552,237169,711676.0,28353630.0
2014-10-06,24600,24845,23622,23720,313650,687576.0,28353630.0
2014-10-07,23524,24209,23475,23769,414096,688993.0,28353630.0
2014-10-08,23622,23769,22888,23769,735103,688993.0,28353630.0
2014-10-10,23720,23720,22791,22889,570683,663475.0,28353630.0
2014-10-13,22742,23182,22546,23133,474655,670563.0,28353630.0
2014-10-14,22839,23622,22742,23084,412887,669146.0,28353630.0
2014-10-15,23475,24845,23426,24650,729392,714511.0,28353630.0
2014-10-16,24356,24894,24013,24747,292729,717347.0,28353630.0
2014-10-17,24845,24845,24013,24307,235404,704588.0,28353630.0
2014-10-20,24160,24551,24062,24258,180459,703170.0,28353630.0
2014-10-21,24258,25040,24160,24698,303406,715929.0,28353630.0
2014-10-22,24600,24942,24453,24650,186533,714511.0,28353630.0
2014-10-23,24551,25285,24551,24943,251849,723018.0,28353630.0
2014-10-24,25040,25578,24845,25139,284973,728688.0,28353630.0
2014-10-27,25334,25725,24845,25530,330673,740030.0,28353630.0
2014-10-28,25676,26116,25334,25677,247318,744283.0,28353630.0
2014-10-29,25872,26067,24991,25481,313291,738612.0,28353630.0
2014-10-30,25285,25774,24649,25432,232712,737194.0,28353630.0
2014-10-31,25187,26067,25089,25921,151613,751371.0,28353630.0
2014-11-03,26116,26116,25334,25677,238885,744283.0,28353630.0
2014-11-04,25627,25774,24942,24943,215771,723018.0,28353630.0
2014-11-05,25089,25872,24698,24894,469365,721600.0,28353630.0
2014-11-06,24991,25676,24698,25139,464854,728688.0,28353630.0
2014-11-07,25187,27388,25138,27193,886669,788231.0,28353630.0
2014-11-10,27388,27681,26605,26801,584094,776889.0,28353630.0
2014-11-11,26997,30714,26948,30029,1863291,870456.0,28353630.0
2014-11-12,30078,30616,29002,29589,911077,857697.0,28353630.0
2014-11-13,29589,30176,29246,29834,421548,864786.0,28353630.0
2014-11-14,29980,30225,28317,28758,521355,833597.0,28353630.0
2014-11-17,28611,29295,27192,27682,600104,802408.0,28353630.0
2014-11-18,26997,28317,26752,28171,615331,816585.0,28353630.0
2014-11-19,28219,28757,27583,28464,345495,825091.0,28353630.0
2014-11-20,27583,28513,27535,28269,710782,1516759.0,52482995.0
2014-11-21,28170,28268,26508,27291,999357,1464276.0,52482995.0
2014-11-24,27290,27290,26018,26215,702278,1406544.0,52482995.0
2014-11-25,26556,26654,25627,25628,984518,1375054.0,52482995.0
2014-11-26,26116,27437,26018,26850,1249207,1440658.0,52482995.0
2014-11-27,27192,27437,26459,26508,525123,1422289.0,52482995.0
2014-11-28,27241,28806,26948,28611,1750312,1535128.0,52482995.0
2014-12-01,29344,31790,29295,30567,2992728,1640094.0,52482995.0
2014-12-02,29931,31105,29442,30763,1761089,1650590.0,52482995.0
2014-12-03,30860,31545,29980,30078,1494314,1613852.0,52482995.0
2014-12-04,29784,30958,29784,30029,601536,1611228.0,52482995.0
2014-12-05,30322,31007,29833,29932,731698,1605980.0,52482995.0
2014-12-08,30518,31105,30078,30714,935139,1647966.0,52482995.0
2014-12-09,31056,32132,30567,31888,686616,1710946.0,52482995.0
2014-12-10,31741,32083,30176,31790,842267,1705697.0,52482995.0
2014-12-11,32132,32621,30420,30421,729157,1632221.0,52482995.0
2014-12-12,30518,30811,29100,29834,682851,1600731.0,52482995.0
2014-12-15,29149,30176,28855,29296,666606,1571866.0,52482995.0
2014-12-16,29246,30714,28708,30421,662615,1632221.0,52482995.0
2014-12-17,30176,30225,27975,28758,870894,1543000.0,52482995.0
2014-12-18,28464,28708,27290,28464,674506,1527255.0,52482995.0
2014-12-19,29051,29833,28415,28660,428564,1537752.0,52482995.0
2014-12-22,28317,30029,27583,29247,3521313,1569242.0,52482995.0
2014-12-23,29980,30029,28806,29051,398582,1558745.0,52482995.0
2014-12-24,28953,29638,28121,29345,431848,1574490.0,52482995.0
2014-12-26,29100,29735,29002,29638,318233,1590235.0,52482995.0
2014-12-29,29589,29882,29246,29345,221634,1574490.0,52482995.0
2014-12-30,29149,30762,29149,30029,507455,1611228.0,52482995.0
2015-01-02,30127,31447,29638,30567,589554,1640094.0,52482995.0
2015-01-05,30860,31496,30176,30910,404981,1658463.0,52482995.0
2015-01-06,31056,32328,30371,30470,924231,1634845.0,52482995.0
2015-01-07,29295,30811,28806,30665,1282832,1645342.0,52482995.0
2015-01-08,30322,30714,29735,30665,372328,1645342.0,52482995.0
2015-01-09,30469,31398,30469,31008,300826,1663711.0,52482995.0
2015-01-12,31007,31154,29295,29932,444131,1605980.0,52482995.0
2015-01-13,29931,30909,29100,29296,501342,1571866.0,52482995.0
2015-01-14,29833,30322,29687,30127,205525,1616476.0,52482995.0
2015-01-15,30029,30518,29687,30127,246190,1616476.0,52482995.0
2015-01-16,30127,31300,29638,30959,530579,1661087.0,52482995.0
2015-01-19,31203,31203,29784,30127,248864,1616476.0,52482995.0
2015-01-20,30127,31447,29882,30910,412226,1658463.0,52482995.0
2015-01-21,31203,31985,31056,31448,291666,1687328.0,52482995.0
2015-01-22,31447,31447,30273,30470,343245,1634845.0,52482995.0
2015-01-23,30811,31007,30029,30470,224081,1634845.0,52482995.0
2015-01-26,30469,31252,30127,31203,229063,1674208.0,52482995.0
2015-01-27,31300,31349,30567,30567,173992,1640094.0,52482995.0
2015-01-28,30616,30616,29931,30470,218940,1634845.0,52482995.0
2015-01-29,30762,32621,30371,31790,852938,1705697.0,52482995.0
2015-01-30,32083,32279,31154,31937,321392,1713570.0,52482995.0
2015-02-02,30860,31447,30176,31008,358974,1663711.0,52482995.0
2015-02-03,30811,30909,30225,30763,322162,1650590.0,52482995.0
2015-02-04,30322,31203,30078,30910,359338,1658463.0,52482995.0
2015-02-05,31398,32279,30714,31448,574896,1687328.0,52482995.0
2015-02-06,31398,31887,30860,31546,241007,1692577.0,52482995.0
2015-02-09,31300,31447,30518,30763,263306,1650590.0,52482995.0
2015-02-10,30420,31105,29784,30323,296301,1626973.0,52482995.0
2015-02-11,30518,30665,29931,30372,198847,1629597.0,52482995.0
2015-02-12,30371,30616,29638,29736,161967,1595483.0,52482995.0
2015-02-13,29833,30127,28855,29736,261454,1595483.0,52482995.0
2015-02-16,29295,29344,28317,28758,511953,1543000.0,52482995.0
2015-02-17,28415,29246,28121,29149,296169,1563993.0,52482995.0
2015-02-23,29442,29638,29197,29491,215846,1582362.0,52482995.0
2015-02-24,29295,29931,28806,29442,371794,1579738.0,52482995.0
2015-02-25,29687,29784,29344,29589,149545,1587611.0,52482995.0
2015-02-26,29638,29980,29197,29687,409346,1592859.0,52482995.0
2015-02-27,29735,30714,29687,30616,343938,1642718.0,52482995.0
2015-03-02,30714,31447,30078,30176,474136,1619100.0,52482995.0
2015-03-03,30225,30762,29149,29442,517472,1579738.0,52482995.0
2015-03-04,29442,29687,29051,29149,369820,1563993.0,52482995.0
2015-03-05,29246,29393,28659,29198,404721,1566617.0,52482995.0
2015-03-06,29344,29344,28611,28660,330900,1537752.0,52482995.0
2015-03-09,29051,29100,28415,28758,245403,1543000.0,52482995.0
2015-03-10,29051,29051,27535,27682,491512,1485269.0,52482995.0
2015-03-11,27583,28317,27535,28024,364797,1503638.0,52482995.0
2015-03-12,28024,29491,27779,29442,311047,1579738.0,52482995.0
2015-03-13,29882,29882,28757,29345,233921,1574490.0,52482995.0
2015-03-16,29344,30420,28855,30274,460771,1624349.0,52482995.0
2015-03-17,30860,31594,30762,31203,709443,1674208.0,52482995.0
2015-03-18,31252,31741,30909,31154,307593,1671583.0,52482995.0
2015-03-19,31252,31447,30420,31252,248855,1676832.0,52482995.0
2015-03-20,30909,31300,30762,31203,160528,1674208.0,52482995.0
2015-03-23,31056,31349,30518,31301,216996,1679456.0,52482995.0
2015-03-24,30811,32230,30811,32083,407266,1721442.0,52482995.0
2015-03-25,31985,32279,31643,32083,211361,1721442.0,52482995.0
2015-03-26,31741,31838,30616,30910,338531,1658463.0,52482995.0
2015-03-27,30811,31105,30322,31105,219601,1668959.0,52482995.0
2015-03-30,31300,34235,31300,33844,1012252,1815912.0,52482995.0
2015-03-31,34235,35311,33844,34969,925105,1876267.0,52482995.0
2015-04-01,34626,35653,34431,35556,372202,1907757.0,52482995.0
2015-04-02,35115,35653,34382,34871,365162,1871019.0,52482995.0
2015-04-03,35164,36583,34871,36045,474366,1933998.0,52482995.0
2015-04-06,36191,36436,34724,36387,456135,1952367.0,52482995.0
2015-04-07,36191,36191,34626,35458,445157,1902509.0,52482995.0
2015-04-08,35213,36093,34822,35996,396502,1931374.0,52482995.0
2015-04-09,36387,36925,34920,35360,372204,1897260.0,52482995.0
2015-04-10,34724,35507,34479,35311,360760,1894636.0,52482995.0
2015-04-13,35311,35311,34137,34725,373369,1863146.0,52482995.0
2015-04-14,34577,35066,33697,33893,356345,1818536.0,52482995.0
2015-04-15,33893,34284,33599,34235,275586,1836905.0,52482995.0
2015-04-16,33941,33941,32768,33111,514213,1776549.0,52482995.0
2015-04-17,33110,33844,33061,33649,397479,1805415.0,52482995.0
2015-04-20,33990,35311,33893,35214,567832,1889388.0,52482995.0
2015-04-21,35555,35555,34479,35409,381560,1899884.0,52482995.0
2015-04-22,35996,36778,34871,36290,806516,1947119.0,52482995.0
2015-04-23,37072,37365,35409,36338,682442,1949743.0,52482995.0
2015-04-24,36338,36485,33159,34529,977820,1852650.0,52482995.0
2015-04-27,34186,34235,33404,33697,558097,1808039.0,52482995.0
2015-04-28,33697,34431,33452,33600,258888,1802791.0,52482995.0
2015-04-29,33452,33795,32963,33600,319351,1802791.0,52482995.0
2015-04-30,33159,33697,31447,32230,583319,1729315.0,52482995.0
2015-05-04,32083,32474,31252,31399,314339,1684704.0,52482995.0
2015-05-06,31007,31007,28806,29980,592612,1608604.0,52482995.0
2015-05-07,29735,31252,29540,31252,339463,1676832.0,52482995.0
2015-05-08,31594,32572,31545,31692,345058,1700449.0,52482995.0
2015-05-11,31741,32279,31349,31937,195683,1713570.0,52482995.0
2015-05-12,31594,31838,29931,30421,524049,1632221.0,52482995.0
2015-05-13,30518,30811,29833,29883,325777,1603355.0,52482995.0
2015-05-14,29931,31252,29931,30127,318591,1616476.0,52482995.0
2015-05-15,31056,31887,30371,30714,529867,1647966.0,52482995.0
2015-05-18,31007,31007,29784,29883,297910,1603355.0,52482995.0
2015-05-19,30224,30762,29931,30567,275255,1640094.0,52482995.0
2015-05-20,30665,32621,30665,31986,659280,1716194.0,52482995.0
2015-05-21,31985,31985,30762,31448,312606,1687328.0,52482995.0
2015-05-22,31300,31300,30078,30421,474594,1632221.0,52482995.0
2015-05-26,30518,30616,29589,30078,269134,1613852.0,52482995.0
2015-05-27,30322,30469,29784,30372,308721,1629597.0,52482995.0
2015-05-28,30078,30420,29784,30078,174097,1613852.0,52482995.0
2015-05-29,29638,30273,29344,30225,340254,1621725.0,52482995.0
2015-06-01,29540,29540,28513,29002,630559,1556121.0,52482995.0
