서연이화(200880),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2015-04-06,16850,17000,16400,16650,67919,450023.0,27028437.0
2015-04-07,16700,16700,15850,15900,131639,429752.0,27028437.0
2015-04-08,16050,16050,15500,15600,109978,421644.0,27028437.0
2015-04-09,15600,15950,15300,15400,130985,416238.0,27028437.0
2015-04-10,15400,15900,15200,15400,141517,416238.0,27028437.0
2015-04-13,15550,15850,14900,15000,208970,405427.0,27028437.0
2015-04-14,15100,15550,15000,15300,111551,413535.0,27028437.0
2015-04-15,15550,16000,15400,15550,124592,420292.0,27028437.0
2015-04-16,15800,15850,15200,15200,120132,410832.0,27028437.0
2015-04-17,15350,15350,15000,15200,182462,410832.0,27028437.0
2015-04-20,15000,15450,14900,15300,127722,413535.0,27028437.0
2015-04-21,15400,15600,14950,15300,106312,413535.0,27028437.0
2015-04-22,15300,15600,14700,15050,126011,406778.0,27028437.0
2015-04-23,15200,16100,14700,16100,258645,435158.0,27028437.0
2015-04-24,16250,16850,15850,16550,295624,447321.0,27028437.0
2015-04-27,16750,17050,16250,16500,139633,445969.0,27028437.0
2015-04-28,16600,16600,15850,15850,106485,428401.0,27028437.0
2015-04-29,16000,16000,15300,15300,125759,413535.0,27028437.0
2015-04-30,15250,15950,15100,15650,159331,422995.0,27028437.0
2015-05-04,15650,16600,15600,16250,175331,439212.0,27028437.0
2015-05-06,16300,16500,15850,15850,175510,428401.0,27028437.0
2015-05-07,15600,17450,15450,17300,425615,467592.0,27028437.0
2015-05-08,17300,17550,16950,17300,215570,467592.0,27028437.0
2015-05-11,17500,17750,17150,17500,183688,472998.0,27028437.0
2015-05-12,17550,17800,17100,17200,151991,464889.0,27028437.0
2015-05-13,17200,17300,16500,17000,132994,459483.0,27028437.0
2015-05-14,16900,17700,16700,17700,202700,478403.0,27028437.0
2015-05-15,17700,18000,16550,17000,267866,459483.0,27028437.0
2015-05-18,18200,18200,17100,17200,405132,464889.0,27028437.0
2015-05-19,16950,17550,16550,17400,210500,470295.0,27028437.0
2015-05-20,17350,17550,16800,16800,156136,454078.0,27028437.0
2015-05-21,16700,17150,16550,17000,97151,459483.0,27028437.0
2015-05-22,17200,17550,17000,17400,123667,470295.0,27028437.0
2015-05-26,17400,17650,17200,17450,85663,471646.0,27028437.0
2015-05-27,17450,17500,16850,17150,115227,463538.0,27028437.0
2015-05-28,17150,17200,16450,16500,126130,445969.0,27028437.0
2015-05-29,16650,17350,16500,16850,178815,455429.0,27028437.0
2015-06-01,17150,17500,16700,17450,95038,471646.0,27028437.0
2015-06-02,17450,17450,15950,15950,254359,431104.0,27028437.0
2015-06-03,15850,15850,15000,15150,289381,409481.0,27028437.0
2015-06-04,15300,15450,15050,15150,110372,409481.0,27028437.0
2015-06-05,15050,15100,13850,14050,257092,379750.0,27028437.0
2015-06-08,13900,14200,13500,13750,150243,371641.0,27028437.0
2015-06-09,13750,14000,13550,13650,158185,368938.0,27028437.0
2015-06-10,13700,13950,13400,13650,222999,368938.0,27028437.0
2015-06-11,14000,14950,13900,14200,452438,383804.0,27028437.0
2015-06-12,14400,14650,13700,13750,144018,371641.0,27028437.0
2015-06-15,13700,14100,13450,13750,105934,371641.0,27028437.0
2015-06-16,13800,13850,13350,13600,76512,367587.0,27028437.0
2015-06-17,13650,13850,13550,13700,101030,370290.0,27028437.0
2015-06-18,13750,13750,13200,13450,169623,363532.0,27028437.0
2015-06-19,13500,13650,13350,13450,55630,363532.0,27028437.0
2015-06-22,13300,13700,13300,13550,114449,366235.0,27028437.0
2015-06-23,13600,13900,13600,13750,93388,371641.0,27028437.0
2015-06-24,13650,13800,13550,13650,112656,368938.0,27028437.0
2015-06-25,13650,13800,13550,13650,121631,368938.0,27028437.0
2015-06-26,13700,14700,13650,14050,187766,379750.0,27028437.0
2015-06-29,13750,13900,13250,13250,135318,358127.0,27028437.0
2015-06-30,13100,13500,13050,13450,110193,363532.0,27028437.0
2015-07-01,13350,13500,13050,13200,196112,356775.0,27028437.0
2015-07-02,13250,13350,12550,12600,252438,340558.0,27028437.0
2015-07-03,12550,12750,12200,12500,167859,337855.0,27028437.0
2015-07-06,12250,12700,12100,12250,124723,331098.0,27028437.0
2015-07-07,12300,12550,11650,11850,317830,320287.0,27028437.0
2015-07-08,11850,12500,11800,11850,165958,320287.0,27028437.0
2015-07-09,11650,11900,11350,11900,191010,321638.0,27028437.0
2015-07-10,12000,12000,11650,11900,57118,321638.0,27028437.0
2015-07-13,11900,12000,11700,11900,100688,321638.0,27028437.0
2015-07-14,11950,12250,11800,12200,93200,329747.0,27028437.0
2015-07-15,12200,12300,12000,12300,126790,332450.0,27028437.0
2015-07-16,12150,12450,12150,12350,111826,333801.0,27028437.0
2015-07-17,12400,12400,11900,12050,176138,325693.0,27028437.0
2015-07-20,12100,12200,11850,12200,69616,329747.0,27028437.0
2015-07-21,12200,12750,12150,12650,328253,341910.0,27028437.0
2015-07-22,12800,12950,12600,12750,220769,344613.0,27028437.0
2015-07-23,12900,13100,12650,13050,335529,352721.0,27028437.0
2015-07-24,13000,13250,12850,13000,222982,351370.0,27028437.0
2015-07-27,12900,13050,12550,12800,109144,345964.0,27028437.0
2015-07-28,12600,12800,12200,12500,167523,337855.0,27028437.0
2015-07-29,12400,12550,12300,12350,117980,333801.0,27028437.0
2015-07-30,12400,12550,12150,12250,142643,331098.0,27028437.0
2015-07-31,12350,12500,12000,12300,97380,332450.0,27028437.0
2015-08-03,12200,12300,11900,12000,75681,324341.0,27028437.0
2015-08-04,11900,12300,11900,12150,75234,328396.0,27028437.0
2015-08-05,12150,12450,12050,12300,78978,332450.0,27028437.0
2015-08-06,12300,12550,12200,12550,207740,339207.0,27028437.0
2015-08-07,12500,12700,12400,12500,131450,337855.0,27028437.0
2015-08-10,12500,12500,12100,12200,134523,329747.0,27028437.0
2015-08-11,12200,12300,12050,12050,151276,325693.0,27028437.0
2015-08-12,12050,12350,11900,12050,154534,325693.0,27028437.0
2015-08-13,12100,12300,11950,12150,92249,328396.0,27028437.0
2015-08-17,12250,12550,12050,12400,158811,335153.0,27028437.0
2015-08-18,12650,12750,12250,12400,619004,335153.0,27028437.0
2015-08-19,12450,13650,12350,13300,1763796,359478.0,27028437.0
2015-08-20,13250,13450,12800,12800,541133,345964.0,27028437.0
2015-08-21,12100,12350,11650,11950,721497,322990.0,27028437.0
2015-08-24,11750,12150,11200,11350,373655,306773.0,27028437.0
2015-08-25,11700,12050,11250,11700,423849,316233.0,27028437.0
2015-08-26,11550,12200,11450,12100,475145,327044.0,27028437.0
2015-08-27,12250,12350,11600,11750,434243,317584.0,27028437.0
2015-08-28,11800,11950,11550,11700,334590,316233.0,27028437.0
2015-08-31,11650,11650,11400,11450,295378,309476.0,27028437.0
2015-09-01,11550,11650,11150,11250,338850,304070.0,27028437.0
2015-09-02,10950,11550,10950,11500,377791,310827.0,27028437.0
2015-09-03,11650,11850,11500,11650,242401,314881.0,27028437.0
2015-09-04,11800,11850,11300,11450,190532,309476.0,27028437.0
2015-09-07,11550,11850,11300,11850,260420,320287.0,27028437.0
2015-09-08,11850,12250,11650,12250,350687,331098.0,27028437.0
2015-09-09,12400,12550,12150,12300,319679,332450.0,27028437.0
2015-09-10,12150,12700,12050,12450,197222,336504.0,27028437.0
2015-09-11,12550,12750,12400,12500,168300,337855.0,27028437.0
2015-09-14,12650,12700,12100,12250,111897,331098.0,27028437.0
2015-09-15,12200,12450,12150,12300,99977,332450.0,27028437.0
2015-09-16,12350,13100,12150,13000,374740,351370.0,27028437.0
2015-09-17,13000,13300,12800,12950,217058,350018.0,27028437.0
2015-09-18,13000,13250,12800,13050,226123,352721.0,27028437.0
2015-09-21,12900,13100,12850,13050,89900,352721.0,27028437.0
2015-09-22,13150,13700,13050,13650,215996,368938.0,27028437.0
2015-09-23,13500,13650,13050,13050,190120,352721.0,27028437.0
2015-09-24,13200,13300,13000,13250,81473,358127.0,27028437.0
2015-09-25,13200,13300,12950,13200,74816,356775.0,27028437.0
2015-09-30,13000,13450,12700,13400,133872,362181.0,27028437.0
2015-10-01,13500,14050,13200,14000,263313,378398.0,27028437.0
2015-10-02,13950,14550,13900,14250,339368,385155.0,27028437.0
2015-10-05,14350,14400,13950,14100,212045,381101.0,27028437.0
2015-10-06,13950,13950,13200,13400,384455,362181.0,27028437.0
2015-10-07,13350,13750,13250,13350,171954,360830.0,27028437.0
2015-10-08,13450,13550,12900,13100,125328,354073.0,27028437.0
2015-10-12,13250,13550,13000,13350,205720,360830.0,27028437.0
2015-10-13,13500,13850,13400,13800,195696,372992.0,27028437.0
2015-10-14,13900,14300,13650,13950,194780,377047.0,27028437.0
2015-10-15,14000,14050,13750,13950,116401,377047.0,27028437.0
2015-10-16,14050,14050,13300,13400,177774,362181.0,27028437.0
2015-10-19,13350,13500,13000,13050,127075,352721.0,27028437.0
2015-10-20,13100,13300,13050,13250,64065,358127.0,27028437.0
2015-10-21,13250,13400,13050,13150,65622,355424.0,27028437.0
2015-10-22,13000,13150,12750,12850,136032,347315.0,27028437.0
2015-10-23,12900,13000,12200,12350,202344,333801.0,27028437.0
2015-10-26,12400,12950,12400,12800,178300,345964.0,27028437.0
2015-10-27,12700,12900,12650,12750,45823,344613.0,27028437.0
2015-10-28,12850,12950,12550,12650,51135,341910.0,27028437.0
2015-10-29,12600,12800,12300,12350,69609,333801.0,27028437.0
2015-10-30,12400,12450,12000,12200,68027,329747.0,27028437.0
2015-11-02,12350,12350,12100,12250,37163,331098.0,27028437.0
2015-11-03,12300,12950,12300,12750,159349,344613.0,27028437.0
2015-11-04,12850,12900,12550,12800,93288,345964.0,27028437.0
2015-11-05,12800,12850,12550,12750,75197,344613.0,27028437.0
2015-11-06,12800,12900,12600,12650,92339,341910.0,27028437.0
2015-11-09,12650,12650,12100,12100,104451,327044.0,27028437.0
2015-11-10,12200,12200,11750,11800,119929,318936.0,27028437.0
2015-11-11,11850,12300,11800,12250,73277,331098.0,27028437.0
2015-11-12,12250,12300,12050,12150,54647,328396.0,27028437.0
2015-11-13,12150,12150,11950,12050,29513,325693.0,27028437.0
2015-11-16,11700,12150,11700,11850,50394,320287.0,27028437.0
2015-11-17,12200,12850,12150,12650,234210,341910.0,27028437.0
2015-11-18,12650,13900,12650,13800,431950,372992.0,27028437.0
2015-11-19,13800,14100,13500,13650,198771,368938.0,27028437.0
2015-11-20,13600,14000,13400,13800,107593,372992.0,27028437.0
2015-11-23,13800,14050,13500,13800,129777,372992.0,27028437.0
2015-11-24,13800,13900,13550,13750,81300,371641.0,27028437.0
2015-11-25,13700,14100,13550,13750,98920,371641.0,27028437.0
2015-11-26,13850,14550,13800,14450,199791,390561.0,27028437.0
2015-11-27,14550,14550,14150,14150,103314,382452.0,27028437.0
2015-11-30,14100,14400,13850,14050,122779,379750.0,27028437.0
2015-12-01,14000,14450,13900,14450,109709,390561.0,27028437.0
2015-12-02,14550,14850,14250,14500,112933,391912.0,27028437.0
2015-12-03,14450,14600,14250,14600,69729,394615.0,27028437.0
2015-12-04,14500,14900,14450,14600,81346,394615.0,27028437.0
2015-12-07,14700,14800,14350,14650,86252,395967.0,27028437.0
2015-12-08,14650,14650,13850,14200,110171,383804.0,27028437.0
2015-12-09,14200,14450,13900,14300,77069,386507.0,27028437.0
2015-12-10,14300,14400,14050,14200,74972,383804.0,27028437.0
2015-12-11,14450,14450,14150,14250,54177,385155.0,27028437.0
2015-12-14,14000,14350,13900,14250,155032,385155.0,27028437.0
2015-12-15,14650,14800,14300,14600,82798,394615.0,27028437.0
2015-12-16,14650,15650,14500,15500,252757,418941.0,27028437.0
2015-12-17,15700,15750,15250,15350,122034,414887.0,27028437.0
2015-12-18,15250,15400,15050,15050,89689,406778.0,27028437.0
2015-12-21,14950,15650,14950,15450,87328,417589.0,27028437.0
2015-12-22,15400,15550,15250,15550,110279,420292.0,27028437.0
2015-12-23,15550,15700,15300,15500,82885,418941.0,27028437.0
2015-12-24,15500,15600,15100,15450,53393,417589.0,27028437.0
2015-12-28,15400,15550,15050,15500,71607,418941.0,27028437.0
2015-12-29,15550,15550,15200,15400,42489,416238.0,27028437.0
2015-12-30,15400,15500,15000,15150,89606,409481.0,27028437.0
2016-01-04,14950,15300,14350,14350,116565,387858.0,27028437.0
2016-01-05,14250,14900,14250,14700,69977,397318.0,27028437.0
2016-01-06,14850,14850,14200,14600,75755,394615.0,27028437.0
2016-01-07,14500,14650,14350,14350,77346,387858.0,27028437.0
2016-01-08,14050,14500,13850,14500,47785,391912.0,27028437.0
2016-01-11,14350,14650,13850,14550,93721,393264.0,27028437.0
2016-01-12,14500,14700,14050,14600,70303,394615.0,27028437.0
2016-01-13,14650,14950,14400,14950,103581,404075.0,27028437.0
2016-01-14,14650,14950,14600,14750,67878,398669.0,27028437.0
2016-01-15,14950,15000,14700,14900,63924,402724.0,27028437.0
2016-01-18,14700,14800,14300,14750,71570,398669.0,27028437.0
2016-01-19,14550,15150,14350,15150,99056,409481.0,27028437.0
2016-01-20,15150,15150,14350,14800,131057,400021.0,27028437.0
2016-01-21,14600,14950,14400,14500,80382,391912.0,27028437.0
2016-01-22,14550,14800,14500,14700,76345,397318.0,27028437.0
2016-01-25,14950,14950,14300,14300,81371,386507.0,27028437.0
2016-01-26,14200,14400,13800,13950,108441,377047.0,27028437.0
2016-01-27,14100,14400,13900,14400,70171,389209.0,27028437.0
2016-01-28,14400,14400,14100,14300,75763,386507.0,27028437.0
2016-01-29,14450,14500,13950,14250,74726,385155.0,27028437.0
2016-02-01,14600,14600,13800,14150,133020,382452.0,27028437.0
2016-02-02,14150,14250,14000,14050,69797,379750.0,27028437.0
2016-02-03,14050,14100,13550,13650,58394,368938.0,27028437.0
2016-02-04,13600,14050,13600,14050,77882,379750.0,27028437.0
2016-02-05,14150,14200,13800,14200,43089,383804.0,27028437.0
2016-02-11,14050,14150,13700,13800,71863,372992.0,27028437.0
2016-02-12,13700,14050,13000,13750,107345,371641.0,27028437.0
2016-02-15,13750,14250,13700,13850,90373,374344.0,27028437.0
2016-02-16,14050,14300,13900,14300,79790,386507.0,27028437.0
2016-02-17,14300,14500,14100,14400,133121,389209.0,27028437.0
2016-02-18,14450,14600,14300,14500,118811,391912.0,27028437.0
2016-02-19,14500,14700,14300,14400,86939,389209.0,27028437.0
2016-02-22,14400,14450,14150,14300,71189,386507.0,27028437.0
2016-02-23,14550,14800,14300,14750,109001,398669.0,27028437.0
2016-02-24,14650,14800,14450,14750,54801,398669.0,27028437.0
2016-02-25,14750,15000,14400,14550,69863,393264.0,27028437.0
2016-02-26,14650,14700,14350,14400,29245,389209.0,27028437.0
2016-02-29,14550,14800,14400,14650,55974,395967.0,27028437.0
2016-03-02,14900,14900,14550,14750,72881,398669.0,27028437.0
2016-03-03,14800,15000,14650,15000,69010,405427.0,27028437.0
2016-03-04,15000,15250,14850,14900,76567,402724.0,27028437.0
2016-03-07,14950,15100,14400,14450,119018,390561.0,27028437.0
2016-03-08,14550,14800,14350,14600,73737,394615.0,27028437.0
2016-03-09,14550,15150,14550,15050,98212,406778.0,27028437.0
2016-03-10,15100,15200,14950,15150,31499,409481.0,27028437.0
2016-03-11,15050,15100,14700,14850,83133,401372.0,27028437.0
2016-03-14,14900,15000,14700,14750,43184,398669.0,27028437.0
2016-03-15,14750,14800,14300,14350,112942,387858.0,27028437.0
2016-03-16,14350,14400,13950,13950,95734,377047.0,27028437.0
2016-03-17,14000,14150,13800,13850,103806,374344.0,27028437.0
2016-03-18,14000,14200,13850,13900,148653,375695.0,27028437.0
2016-03-21,14000,14150,13950,14000,77152,378398.0,27028437.0
2016-03-22,14100,14150,13950,14100,53181,381101.0,27028437.0
2016-03-23,14150,14750,14100,14700,169349,397318.0,27028437.0
2016-03-24,14650,14850,14400,14500,131439,391912.0,27028437.0
2016-03-25,14600,14600,14100,14150,68425,382452.0,27028437.0
2016-03-28,14100,14200,13800,13850,86278,374344.0,27028437.0
2016-03-29,13900,14050,13800,13900,44101,375695.0,27028437.0
2016-03-30,14000,14200,13900,14050,93419,379750.0,27028437.0
2016-03-31,14150,14200,13900,14050,102579,379750.0,27028437.0
2016-04-01,14100,14200,13950,13950,51017,377047.0,27028437.0
2016-04-04,13950,14050,13900,14000,86932,378398.0,27028437.0
2016-04-05,14000,14050,13750,14000,72271,378398.0,27028437.0
2016-04-06,13950,14050,13900,14050,55675,379750.0,27028437.0
2016-04-07,14000,14050,13800,13900,161152,375695.0,27028437.0
2016-04-08,13800,13950,13650,13900,86070,375695.0,27028437.0
2016-04-11,13900,14250,13850,14200,152551,383804.0,27028437.0
2016-04-12,14250,14750,14150,14750,196327,398669.0,27028437.0
2016-04-14,14850,15100,14750,14950,137613,404075.0,27028437.0
2016-04-15,14950,15350,14850,15300,148844,413535.0,27028437.0
2016-04-18,15450,15750,15300,15650,180106,422995.0,27028437.0
2016-04-19,15600,15850,15300,15600,121272,421644.0,27028437.0
2016-04-20,15500,16200,15500,15600,141009,421644.0,27028437.0
2016-04-21,15650,15950,14950,15750,110462,425698.0,27028437.0
2016-04-22,15750,15950,15600,15900,49040,429752.0,27028437.0
2016-04-25,15950,16000,15400,15850,61592,428401.0,27028437.0
2016-04-26,15850,15850,15300,15500,83975,418941.0,27028437.0
