신송홀딩스(006880),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2017-04-24,6250,6350,6140,6250,30438,73930.0,11828858.0
2017-04-25,6250,6310,6150,6210,23654,73457.0,11828858.0
2017-04-26,6190,6340,6140,6280,20784,74285.0,11828858.0
2017-04-27,6280,6340,6190,6270,21271,74167.0,11828858.0
2017-04-28,6180,6270,6100,6110,26245,72274.0,11828858.0
2017-05-02,6190,6200,6110,6180,21733,73102.0,11828858.0
2017-05-04,6230,6280,6140,6180,9484,73102.0,11828858.0
2017-05-08,6180,6240,6090,6110,30415,72274.0,11828858.0
2017-05-10,6120,6220,6040,6140,19633,72629.0,11828858.0
2017-05-11,6110,6200,6050,6090,18227,72038.0,11828858.0
2017-05-12,6090,6180,6040,6090,12010,72038.0,11828858.0
2017-05-15,6080,6140,5980,6030,18676,71328.0,11828858.0
2017-05-16,5980,6090,5970,6030,13623,71328.0,11828858.0
2017-05-17,6010,6110,5960,6000,10694,70973.0,11828858.0
2017-05-18,5950,6080,5920,5930,12608,70145.0,11828858.0
2017-05-19,5910,5970,5870,5890,11787,69672.0,11828858.0
2017-05-22,5890,5950,5820,5900,15055,69790.0,11828858.0
2017-05-23,5870,5930,5850,5870,14241,69435.0,11828858.0
2017-05-24,5860,5920,5820,5880,18110,69554.0,11828858.0
2017-05-25,5880,5970,5880,5920,30906,70027.0,11828858.0
2017-05-26,5960,6030,5870,5920,37114,70027.0,11828858.0
2017-05-29,5900,5990,5850,5920,22715,70027.0,11828858.0
2017-05-30,5860,5980,5850,5920,13630,70027.0,11828858.0
2017-05-31,5870,6080,5870,6000,26341,70973.0,11828858.0
2017-06-01,6000,6350,5980,6280,137091,74285.0,11828858.0
2017-06-02,6220,6450,6210,6280,36734,74285.0,11828858.0
2017-06-05,6250,6290,6160,6180,32319,73102.0,11828858.0
2017-06-07,6130,6270,5910,6240,85097,73812.0,11828858.0
2017-06-08,6200,6230,6010,6090,40042,72038.0,11828858.0
2017-06-09,6030,6150,6020,6110,20116,72274.0,11828858.0
2017-06-12,6030,6100,6000,6100,17755,72156.0,11828858.0
2017-06-13,6140,6140,6020,6050,8191,71565.0,11828858.0
2017-06-14,6050,6280,6030,6200,28039,73339.0,11828858.0
2017-06-15,6200,6290,6130,6160,28405,72866.0,11828858.0
2017-06-16,6130,6190,6100,6160,12008,72866.0,11828858.0
2017-06-19,6160,6160,6050,6150,13421,72747.0,11828858.0
2017-06-20,6130,6200,6080,6120,16185,72393.0,11828858.0
2017-06-21,6100,6110,6020,6030,14082,71328.0,11828858.0
2017-06-22,6040,6050,5930,5930,22366,70145.0,11828858.0
2017-06-23,5980,5980,5920,5960,5235,70500.0,11828858.0
2017-06-26,5920,6100,5850,5890,18408,69672.0,11828858.0
2017-06-27,5890,5970,5850,5950,14060,70382.0,11828858.0
2017-06-28,6030,6030,5840,5880,7681,69554.0,11828858.0
2017-06-29,5880,5900,5780,5830,14812,68962.0,11828858.0
2017-06-30,5820,5860,5720,5800,13447,68607.0,11828858.0
2017-07-03,5800,5830,5710,5760,22140,68134.0,11828858.0
2017-07-04,5760,5860,5710,5840,23864,69081.0,11828858.0
2017-07-05,5750,5880,5750,5880,7007,69554.0,11828858.0
2017-07-06,5860,5920,5730,5800,13114,68607.0,11828858.0
2017-07-07,5730,5780,5710,5760,11315,68134.0,11828858.0
2017-07-10,5760,5840,5670,5710,8271,67543.0,11828858.0
2017-07-11,5770,5770,5670,5680,8613,67188.0,11828858.0
2017-07-12,5660,5690,5610,5670,13066,67070.0,11828858.0
2017-07-13,5620,5750,5600,5630,8947,66596.0,11828858.0
2017-07-14,5630,5800,5580,5760,16138,68134.0,11828858.0
2017-07-17,5670,5980,5670,5880,19014,69554.0,11828858.0
2017-07-18,5860,5980,5800,5890,16513,69672.0,11828858.0
2017-07-19,5830,5910,5760,5800,11061,68607.0,11828858.0
2017-07-20,5740,5870,5740,5820,3484,68844.0,11828858.0
2017-07-21,5850,5850,5690,5710,21424,67543.0,11828858.0
2017-07-24,5700,5790,5650,5760,11936,68134.0,11828858.0
2017-07-25,5690,5750,5690,5710,7376,67543.0,11828858.0
2017-07-26,5680,5710,5640,5690,16056,67306.0,11828858.0
2017-07-27,5690,5720,5660,5710,8492,67543.0,11828858.0
2017-07-28,5680,5850,5660,5740,12111,67898.0,11828858.0
2017-07-31,5820,5820,5700,5790,6852,68489.0,11828858.0
2017-08-01,5790,5970,5790,5830,16992,68962.0,11828858.0
2017-08-02,5810,5920,5800,5870,8168,69435.0,11828858.0
2017-08-03,5950,5950,5720,5860,22402,69317.0,11828858.0
2017-08-04,5770,5840,5770,5820,3066,68844.0,11828858.0
2017-08-07,5820,5880,5650,5860,18199,69317.0,11828858.0
2017-08-08,5760,5840,5760,5820,5866,68844.0,11828858.0
2017-08-09,5820,5840,5720,5770,7224,68253.0,11828858.0
2017-08-10,5790,5800,5680,5750,21692,68016.0,11828858.0
2017-08-11,5660,5730,5550,5620,9141,66478.0,11828858.0
2017-08-14,5720,5720,5560,5560,12767,65768.0,11828858.0
2017-08-16,5560,5590,5530,5530,13623,65414.0,11828858.0
2017-08-17,5530,5570,5530,5570,11613,65887.0,11828858.0
2017-08-18,5530,5630,5530,5570,3529,65887.0,11828858.0
2017-08-21,5550,5740,5530,5650,4759,66833.0,11828858.0
2017-08-22,5570,5760,5570,5630,6435,66596.0,11828858.0
2017-08-23,5590,5730,5590,5630,5022,66596.0,11828858.0
2017-08-24,5590,5640,5560,5600,9547,66242.0,11828858.0
2017-08-25,5560,5650,5540,5620,10180,66478.0,11828858.0
2017-08-28,5610,5710,5590,5700,15061,67424.0,11828858.0
2017-08-29,5700,5730,5630,5730,3641,67779.0,11828858.0
2017-08-30,5770,5770,5600,5730,10819,67779.0,11828858.0
2017-08-31,5670,5800,5670,5740,2711,67898.0,11828858.0
2017-09-01,5780,5800,5680,5760,4287,68134.0,11828858.0
2017-09-04,5660,5780,5660,5750,12526,68016.0,11828858.0
2017-09-05,5660,5840,5660,5750,4028,68016.0,11828858.0
2017-09-06,5800,5800,5640,5720,16618,67661.0,11828858.0
2017-09-07,5770,5770,5670,5750,13954,68016.0,11828858.0
2017-09-08,5790,5800,5710,5740,3562,67898.0,11828858.0
2017-09-11,5800,5840,5680,5700,5058,67424.0,11828858.0
2017-09-12,5670,5780,5670,5690,5604,67306.0,11828858.0
2017-09-13,5660,5780,5630,5690,6554,67306.0,11828858.0
2017-09-14,5630,5690,5570,5650,11905,66833.0,11828858.0
2017-09-15,5570,5630,5540,5580,7028,66005.0,11828858.0
2017-09-18,5580,5630,5500,5510,16017,65177.0,11828858.0
2017-09-19,5510,5650,5450,5520,12618,65295.0,11828858.0
2017-09-20,5550,5580,5490,5550,6429,65650.0,11828858.0
2017-09-21,5510,5620,5440,5530,5864,65414.0,11828858.0
2017-09-22,5550,5550,5360,5520,14309,65295.0,11828858.0
2017-09-25,5450,5520,5350,5490,6531,64940.0,11828858.0
2017-09-26,5490,5490,5400,5400,7418,63876.0,11828858.0
2017-09-27,5370,5480,5370,5400,9147,63876.0,11828858.0
2017-09-28,5410,5600,5410,5550,11868,65650.0,11828858.0
2017-09-29,5700,5700,5480,5600,7916,66242.0,11828858.0
2017-10-10,5600,5740,5430,5470,17519,64704.0,11828858.0
2017-10-11,5470,5540,5320,5520,5498,65295.0,11828858.0
2017-10-12,5550,5550,5440,5500,1131,65059.0,11828858.0
2017-10-13,5440,5550,5420,5460,2345,64586.0,11828858.0
2017-10-16,5550,5550,5300,5410,10921,63994.0,11828858.0
2017-10-17,5390,5470,5350,5410,6674,63994.0,11828858.0
2017-10-18,5410,5480,5360,5360,4832,63403.0,11828858.0
2017-10-19,5420,5550,5300,5480,4918,64822.0,11828858.0
2017-10-20,5400,5730,5400,5620,13446,66478.0,11828858.0
2017-10-23,5520,5680,5450,5500,15781,65059.0,11828858.0
2017-10-24,5460,5590,5400,5470,5648,64704.0,11828858.0
2017-10-25,5430,5510,5400,5480,3384,64822.0,11828858.0
2017-10-26,5450,5630,5400,5590,11704,66123.0,11828858.0
2017-10-27,5550,5670,5510,5590,4746,66123.0,11828858.0
2017-10-30,5520,5630,5520,5580,5653,66005.0,11828858.0
2017-10-31,5530,5690,5520,5600,16323,66242.0,11828858.0
2017-11-01,5560,5960,5560,5720,35141,67661.0,11828858.0
2017-11-02,5700,5740,5650,5700,4044,67424.0,11828858.0
2017-11-03,5640,5720,5630,5700,3645,67424.0,11828858.0
2017-11-06,5640,5770,5610,5690,3821,67306.0,11828858.0
2017-11-07,5650,5790,5510,5620,4408,66478.0,11828858.0
2017-11-08,5580,5690,5550,5620,5932,66478.0,11828858.0
2017-11-09,5600,5670,5550,5620,14911,66478.0,11828858.0
2017-11-10,5600,5730,5570,5630,6353,66596.0,11828858.0
2017-11-13,5590,5700,5580,5700,6672,67424.0,11828858.0
2017-11-14,5650,5850,5600,5740,8948,67898.0,11828858.0
2017-11-15,5730,5790,5640,5680,23635,67188.0,11828858.0
2017-11-16,5750,5940,5650,5840,16726,69081.0,11828858.0
2017-11-17,5790,5940,5790,5860,11215,69317.0,11828858.0
2017-11-20,5900,6010,5820,5960,28611,70500.0,11828858.0
2017-11-21,6020,6030,5900,5900,10576,69790.0,11828858.0
2017-11-22,6030,6030,5830,5940,7310,70263.0,11828858.0
2017-11-23,5900,5940,5840,5940,3534,70263.0,11828858.0
2017-11-24,5900,5970,5830,5940,2843,70263.0,11828858.0
2017-11-27,5830,5980,5770,5840,10023,69081.0,11828858.0
2017-11-28,5740,5850,5740,5840,7700,69081.0,11828858.0
2017-11-29,5790,5840,5720,5820,6246,68844.0,11828858.0
2017-11-30,5780,5820,5690,5690,7780,67306.0,11828858.0
2017-12-01,5680,5780,5650,5750,13808,68016.0,11828858.0
2017-12-04,5750,5920,5660,5850,12860,69199.0,11828858.0
2017-12-05,5850,5890,5740,5800,15423,68607.0,11828858.0
2017-12-06,5800,5800,5700,5790,8166,68489.0,11828858.0
2017-12-07,5770,6000,5700,5750,23639,68016.0,11828858.0
2017-12-08,5830,5830,5730,5780,23576,68371.0,11828858.0
2017-12-11,5750,5860,5660,5780,7115,68371.0,11828858.0
2017-12-12,5850,5890,5650,5730,13127,67779.0,11828858.0
2017-12-13,5700,5840,5620,5740,15247,67898.0,11828858.0
2017-12-14,5690,5800,5640,5800,6071,68607.0,11828858.0
2017-12-15,5750,5840,5700,5800,5847,68607.0,11828858.0
2017-12-18,5800,5810,5700,5760,14937,68134.0,11828858.0
2017-12-19,5710,5760,5610,5690,13962,67306.0,11828858.0
2017-12-20,5780,5780,5630,5780,5315,68371.0,11828858.0
2017-12-21,5830,5830,5470,5770,12069,68253.0,11828858.0
2017-12-22,5720,5770,5650,5720,3625,67661.0,11828858.0
2017-12-26,5720,5770,5650,5760,8997,68134.0,11828858.0
2017-12-27,5700,5850,5660,5770,16085,68253.0,11828858.0
2017-12-28,5720,5770,5680,5750,7432,68016.0,11828858.0
2018-01-02,5700,5740,5570,5730,22624,67779.0,11828858.0
2018-01-03,5730,5840,5650,5760,5009,68134.0,11828858.0
2018-01-04,5710,5830,5650,5710,3635,67543.0,11828858.0
2018-01-05,5670,5750,5590,5700,13381,67424.0,11828858.0
2018-01-08,5700,5700,5630,5700,12491,67424.0,11828858.0
2018-01-09,5660,5790,5600,5700,7894,67424.0,11828858.0
2018-01-10,5660,5800,5660,5710,6404,67543.0,11828858.0
2018-01-11,5670,5740,5610,5700,23249,67424.0,11828858.0
2018-01-12,5660,5790,5610,5790,12425,68489.0,11828858.0
2018-01-15,5790,5820,5660,5680,5092,67188.0,11828858.0
2018-01-16,5640,5740,5610,5740,13865,67898.0,11828858.0
2018-01-17,5650,5730,5640,5730,12468,67779.0,11828858.0
2018-01-18,5750,5800,5680,5780,8677,68371.0,11828858.0
2018-01-19,5800,5950,5680,5860,25500,69317.0,11828858.0
2018-01-22,5840,5920,5760,5830,24490,68962.0,11828858.0
2018-01-23,5850,5920,5780,5830,16038,68962.0,11828858.0
2018-01-24,5810,5950,5800,5950,51860,70382.0,11828858.0
2018-01-25,5960,6150,5900,6140,52913,72629.0,11828858.0
2018-01-26,6170,6220,6010,6160,44448,72866.0,11828858.0
2018-01-29,6240,6300,6100,6300,28895,74522.0,11828858.0
2018-01-30,6310,6310,6120,6120,23347,72393.0,11828858.0
2018-01-31,6230,6230,5950,6050,21524,71565.0,11828858.0
2018-02-01,6180,6180,5980,6100,14573,72156.0,11828858.0
2018-02-02,6100,6150,6000,6080,8247,71919.0,11828858.0
2018-02-05,6050,6170,5990,6130,42086,72511.0,11828858.0
2018-02-06,6100,6100,5790,6010,25824,71091.0,11828858.0
2018-02-07,6040,6200,5950,6120,24052,72393.0,11828858.0
2018-02-08,6190,6190,5960,6120,14025,72393.0,11828858.0
2018-02-09,6130,6130,5960,6050,9390,71565.0,11828858.0
2018-02-12,6140,6140,5980,6060,6944,71683.0,11828858.0
2018-02-13,6060,6110,6010,6050,5978,71565.0,11828858.0
2018-02-14,6050,6180,6030,6110,13873,72274.0,11828858.0
2018-02-19,6170,6190,6050,6140,3940,72629.0,11828858.0
2018-02-20,6070,6260,6050,6220,15492,73575.0,11828858.0
2018-02-21,6150,6240,6120,6220,12653,73575.0,11828858.0
2018-02-22,6220,6280,6150,6230,20370,73694.0,11828858.0
2018-02-23,6260,6260,6120,6220,9237,73575.0,11828858.0
2018-02-26,6280,6280,6160,6230,2502,73694.0,11828858.0
2018-02-27,6200,6260,6110,6120,17542,72393.0,11828858.0
2018-02-28,6090,6240,6050,6230,21703,73694.0,11828858.0
2018-03-02,6240,6460,6150,6440,71193,76178.0,11828858.0
2018-03-05,6450,6650,6450,6620,56367,78307.0,11828858.0
2018-03-06,6630,6730,6570,6630,19661,78425.0,11828858.0
2018-03-07,6550,6650,6450,6550,29046,77479.0,11828858.0
2018-03-08,6500,6640,6480,6600,7222,78070.0,11828858.0
2018-03-09,6650,6780,6650,6690,24879,79135.0,11828858.0
2018-03-12,6610,6720,6500,6550,42717,77479.0,11828858.0
2018-03-13,6550,6640,6500,6600,13637,78070.0,11828858.0
2018-03-14,6640,6640,6430,6550,14794,77479.0,11828858.0
2018-03-15,6600,6600,6330,6500,23283,76888.0,11828858.0
2018-03-16,6500,6610,6420,6580,9941,77834.0,11828858.0
2018-03-19,6510,6750,6450,6470,43026,76533.0,11828858.0
2018-03-20,6500,6500,6300,6390,21511,75586.0,11828858.0
2018-03-21,6450,6500,6280,6400,36397,75705.0,11828858.0
2018-03-22,6410,6410,6200,6400,36383,75705.0,11828858.0
2018-03-23,6450,6520,6200,6330,25494,74877.0,11828858.0
2018-03-26,6220,6580,6220,6400,15571,75705.0,11828858.0
2018-03-27,6450,6500,6280,6300,15895,74522.0,11828858.0
2018-03-28,6300,6400,6250,6320,8066,74758.0,11828858.0
2018-03-29,6400,6400,6150,6310,23799,74640.0,11828858.0
2018-03-30,6310,6440,6230,6410,10697,75823.0,11828858.0
2018-04-02,6410,6410,6320,6400,11783,75705.0,11828858.0
2018-04-03,6450,6560,6310,6540,26784,77361.0,11828858.0
2018-04-04,6580,6650,6460,6550,15806,77479.0,11828858.0
2018-04-05,6620,6620,6470,6580,10349,77834.0,11828858.0
2018-04-06,6650,6650,6480,6600,10421,78070.0,11828858.0
2018-04-09,6600,6610,6410,6520,13877,77124.0,11828858.0
2018-04-10,6560,6560,6360,6380,11443,75468.0,11828858.0
2018-04-11,6400,6410,6350,6370,27282,75350.0,11828858.0
2018-04-12,6440,6440,6220,6400,32352,75705.0,11828858.0
2018-04-13,6350,6500,6340,6460,18156,76414.0,11828858.0
2018-04-16,6490,6490,6390,6450,17454,76296.0,11828858.0
2018-04-17,6450,6460,6380,6460,20946,76414.0,11828858.0
2018-04-18,6480,6480,6360,6420,16896,75941.0,11828858.0
2018-04-19,6370,6480,6350,6430,9391,76060.0,11828858.0
2018-04-20,6400,6490,6380,6480,29521,76651.0,11828858.0
2018-04-23,6460,6600,6430,6530,32061,77242.0,11828858.0
2018-04-24,6550,6560,6450,6530,11576,77242.0,11828858.0
2018-04-25,6490,6620,6470,6520,29775,77124.0,11828858.0
2018-04-26,6490,6570,6490,6560,10817,77597.0,11828858.0
2018-04-27,6600,7150,6570,6890,151579,81501.0,11828858.0
2018-04-30,6890,6970,6800,6840,60411,80909.0,11828858.0
2018-05-02,6800,7140,6700,7040,71242,83275.0,11828858.0
2018-05-03,7060,7160,7000,7020,34956,83039.0,11828858.0
2018-05-04,7020,7090,6840,7000,26201,82802.0,11828858.0
2018-05-08,6980,7030,6810,6900,38035,81619.0,11828858.0
2018-05-09,6950,7000,6770,6980,17893,82565.0,11828858.0
2018-05-10,7000,7180,6890,7000,17213,82802.0,11828858.0
2018-05-11,7000,7140,6870,7030,19136,83157.0,11828858.0
2018-05-14,7000,7080,6920,7050,4544,83393.0,11828858.0
2018-05-15,7070,7100,6930,7000,7642,82802.0,11828858.0
2018-05-16,6930,7020,6700,7020,49122,83039.0,11828858.0
2018-05-17,7040,7050,6880,7000,11292,82802.0,11828858.0
2018-05-18,7060,7060,6710,6970,13276,82447.0,11828858.0
2018-05-21,6900,6960,6710,6780,27447,80200.0,11828858.0
2018-05-23,6770,6810,6480,6790,74758,80318.0,11828858.0
2018-05-24,6750,6810,6600,6620,15063,78307.0,11828858.0
2018-05-25,6790,6790,6480,6610,20087,78189.0,11828858.0
2018-05-28,6600,6610,6520,6610,8929,78189.0,11828858.0
2018-05-29,6530,6690,6530,6630,15470,78425.0,11828858.0
2018-05-30,6610,6650,6530,6640,18466,78544.0,11828858.0
2018-05-31,6630,6690,6540,6560,11470,77597.0,11828858.0
2018-06-01,6560,6700,6550,6590,7542,77952.0,11828858.0
2018-06-04,6600,6700,6350,6380,29966,75468.0,11828858.0
2018-06-05,6400,6400,6290,6290,21353,74404.0,11828858.0
2018-06-07,6290,6410,6290,6390,7654,75586.0,11828858.0
2018-06-08,6390,6400,6220,6360,21244,75232.0,11828858.0
2018-06-11,6470,6520,6310,6370,16031,75350.0,11828858.0
2018-06-12,6360,6370,6210,6260,13989,74049.0,11828858.0
2018-06-14,6230,6270,6060,6090,19548,72038.0,11828858.0
2018-06-15,6060,6200,5970,6000,30842,70973.0,11828858.0
2018-06-18,6110,6110,5760,5820,34573,68844.0,11828858.0
2018-06-19,5750,5900,5680,5740,16866,67898.0,11828858.0
2018-06-20,5740,5820,5680,5800,10084,68607.0,11828858.0
2018-06-21,5800,5910,5800,5890,8073,69672.0,11828858.0
2018-06-22,5890,5930,5800,5890,6193,69672.0,11828858.0
2018-06-25,5780,6000,5780,6000,1706,70973.0,11828858.0
2018-06-26,5890,5980,5750,5770,10629,68253.0,11828858.0
2018-06-27,5770,5920,5720,5920,6586,70027.0,11828858.0
2018-06-28,5910,5960,5770,5840,4616,69081.0,11828858.0
2018-06-29,5730,5850,5550,5630,44498,66596.0,11828858.0
2018-07-02,5610,5690,5460,5480,26495,64822.0,11828858.0
2018-07-03,5480,5630,5420,5630,14637,66596.0,11828858.0
2018-07-04,5550,5620,5460,5520,8946,65295.0,11828858.0
2018-07-05,5520,6200,5310,5480,193868,64822.0,11828858.0
2018-07-06,5480,6400,5480,5990,625411,70855.0,11828858.0
2018-07-09,6490,7740,6420,7460,4200580,88243.0,11828858.0
2018-07-10,7180,7260,6500,6700,1387623,79253.0,11828858.0
2018-07-11,6660,6880,6210,6400,1126767,75705.0,11828858.0
2018-07-12,6470,6540,6070,6240,549002,73812.0,11828858.0
2018-07-13,6210,6380,6140,6310,390812,74640.0,11828858.0
2018-07-16,6390,6400,6080,6110,259189,72274.0,11828858.0
2018-07-17,6090,6130,5990,6000,134773,70973.0,11828858.0
2018-07-18,6000,6030,5680,5740,208224,67898.0,11828858.0
2018-07-19,5690,5860,5620,5620,108870,66478.0,11828858.0
2018-07-20,5590,5710,5510,5670,61804,67070.0,11828858.0
2018-07-23,5600,5660,5360,5360,110338,63403.0,11828858.0
2018-07-24,5260,5460,5230,5400,56971,63876.0,11828858.0
2018-07-25,5360,5470,5280,5280,45700,62456.0,11828858.0
2018-07-26,5280,5360,5250,5280,59346,62456.0,11828858.0
2018-07-27,5220,5340,5160,5310,90057,62811.0,11828858.0
2018-07-30,5270,5350,5260,5300,30667,62693.0,11828858.0
2018-07-31,5300,5500,5270,5350,47554,63284.0,11828858.0
2018-08-01,5310,5450,5310,5390,22007,63758.0,11828858.0
2018-08-02,5480,5480,5360,5400,23154,63876.0,11828858.0
2018-08-03,5360,5440,5360,5420,13023,64112.0,11828858.0
2018-08-06,5400,5500,5370,5410,12039,63994.0,11828858.0
2018-08-07,5390,5480,5340,5390,32223,63758.0,11828858.0
2018-08-08,5350,5420,5320,5400,33376,63876.0,11828858.0
2018-08-09,5350,5480,5350,5430,39095,64231.0,11828858.0
2018-08-10,5390,5470,5340,5350,28721,63284.0,11828858.0
2018-08-13,5390,5440,5300,5300,43857,62693.0,11828858.0
2018-08-14,5350,5390,5270,5270,32634,62338.0,11828858.0
2018-08-16,5120,5350,5040,5300,57178,62693.0,11828858.0
2018-08-17,5290,5390,5230,5310,19847,62811.0,11828858.0
2018-08-20,5310,5410,5300,5370,16019,63521.0,11828858.0
2018-08-21,5320,5380,5320,5320,16041,62930.0,11828858.0
2018-08-22,5370,5500,5280,5500,41738,65059.0,11828858.0
2018-08-23,5500,5500,5390,5420,24513,64112.0,11828858.0
2018-08-24,5440,5490,5380,5470,19939,64704.0,11828858.0
2018-08-27,5420,5620,5390,5460,50695,64586.0,11828858.0
2018-08-28,5470,5500,5410,5450,24252,64467.0,11828858.0
2018-08-29,5400,5480,5400,5430,11975,64231.0,11828858.0
2018-08-30,5430,5450,5380,5450,17745,64467.0,11828858.0
2018-08-31,5450,5530,5400,5460,26009,64586.0,11828858.0
2018-09-03,5420,5450,5380,5440,15381,64349.0,11828858.0
2018-09-04,5440,5520,5390,5480,27487,64822.0,11828858.0
2018-09-05,5450,5670,5440,5640,106792,66715.0,11828858.0
2018-09-06,5900,6080,5610,5830,648234,68962.0,11828858.0
2018-09-07,5720,5740,5540,5540,98472,65532.0,11828858.0
2018-09-10,5530,5640,5450,5580,37897,66005.0,11828858.0
2018-09-11,5520,5690,5490,5690,64561,67306.0,11828858.0
2018-09-12,5700,5730,5580,5580,18915,66005.0,11828858.0
2018-09-13,5580,5610,5470,5520,37331,65295.0,11828858.0
2018-09-14,5520,5570,5420,5490,53869,64940.0,11828858.0
2018-09-17,5600,6050,5510,5770,610355,68253.0,11828858.0
2018-09-18,5680,5790,5530,5530,148335,65414.0,11828858.0
2018-09-19,5510,5750,5510,5550,78623,65650.0,11828858.0
2018-09-20,5560,5560,5390,5490,61409,64940.0,11828858.0
2018-09-21,5410,5490,5370,5440,39790,64349.0,11828858.0
2018-09-27,5440,5490,5380,5440,15399,64349.0,11828858.0
2018-09-28,5380,5690,5370,5540,45315,65532.0,11828858.0
2018-10-01,5450,5590,5440,5490,30344,64940.0,11828858.0
2018-10-02,5470,5580,5440,5480,14193,64822.0,11828858.0
2018-10-04,5430,5540,5320,5340,19195,63166.0,11828858.0
2018-10-05,5320,5540,5320,5370,37024,63521.0,11828858.0
2018-10-08,5330,5480,5160,5280,28427,62456.0,11828858.0
2018-10-10,5200,5370,5100,5100,39515,60327.0,11828858.0
2018-10-11,4800,5080,4800,4880,56281,57725.0,11828858.0
2018-10-12,4780,5090,4730,4825,34747,57074.0,11828858.0
2018-10-15,4830,4930,4770,4850,9813,57370.0,11828858.0
2018-10-16,4790,4925,4790,4835,7172,57193.0,11828858.0
2018-10-17,4830,4945,4820,4870,5402,57607.0,11828858.0
2018-10-18,4840,4910,4800,4835,7265,57193.0,11828858.0
2018-10-19,4895,4895,4740,4750,13449,56187.0,11828858.0
2018-10-22,4700,4835,4700,4835,17029,57193.0,11828858.0
2018-10-23,4755,4850,4635,4820,14905,57015.0,11828858.0
2018-10-24,4895,4895,4660,4700,23963,55596.0,11828858.0
2018-10-25,4500,4750,4480,4550,27549,53821.0,11828858.0
2018-10-26,4505,4645,4410,4520,31241,53466.0,11828858.0
2018-10-29,4360,4585,4315,4385,25945,51870.0,11828858.0
2018-10-30,4135,4410,4110,4205,32984,49740.0,11828858.0
2018-10-31,4230,4340,4035,4170,46706,49326.0,11828858.0
2018-11-01,4150,4290,4150,4215,6688,49859.0,11828858.0
2018-11-02,4175,4690,4175,4415,43303,52224.0,11828858.0
2018-11-05,4405,4455,4320,4425,3453,52343.0,11828858.0
2018-11-06,4500,4550,4300,4340,26200,51337.0,11828858.0
2018-11-07,4305,4500,4260,4340,9977,51337.0,11828858.0
2018-11-08,4305,4420,4305,4340,6308,51337.0,11828858.0
2018-11-09,4340,4455,4325,4450,10351,52638.0,11828858.0
2018-11-12,4450,4500,4335,4415,6713,52224.0,11828858.0
2018-11-13,4400,4520,4255,4380,3499,51810.0,11828858.0
2018-11-14,4335,4520,4300,4350,6712,51456.0,11828858.0
2018-11-15,4270,4470,4180,4210,24196,49799.0,11828858.0
2018-11-16,4160,4390,4160,4230,8107,50036.0,11828858.0
2018-11-19,4230,4310,4165,4300,14331,50864.0,11828858.0
2018-11-20,4205,4310,4205,4295,9457,50805.0,11828858.0
2018-11-21,4290,4440,4245,4415,12115,52224.0,11828858.0
2018-11-22,4385,4490,4250,4375,8222,51751.0,11828858.0
2018-11-23,4260,4460,4260,4325,12115,51160.0,11828858.0
2018-11-26,4230,4315,4230,4265,8856,50450.0,11828858.0
2018-11-27,4245,4370,4235,4370,6666,51692.0,11828858.0
2018-11-28,4320,4500,4320,4390,11014,51929.0,11828858.0
2018-11-29,4300,4490,4300,4395,3492,51988.0,11828858.0
2018-11-30,4380,4450,4270,4395,8607,51988.0,11828858.0
2018-12-03,4485,4485,4360,4390,17534,51929.0,11828858.0
2018-12-04,4380,4445,4300,4445,12672,52579.0,11828858.0
2018-12-05,4400,4460,4365,4440,5822,52520.0,11828858.0
2018-12-06,4320,4485,4320,4370,8893,51692.0,11828858.0
2018-12-07,4355,4550,4355,4455,15334,52698.0,11828858.0
2018-12-10,4455,4455,4350,4390,8191,51929.0,11828858.0
2018-12-11,4305,4385,4295,4360,9093,51574.0,11828858.0
2018-12-12,4300,4390,4275,4360,14859,51574.0,11828858.0
2018-12-13,4305,4435,4300,4320,11778,51101.0,11828858.0
2018-12-14,4310,4690,4310,4535,45173,53644.0,11828858.0
2018-12-17,4700,5250,4575,4835,538894,57193.0,11828858.0
2018-12-18,4820,4820,4610,4750,98996,56187.0,11828858.0
2018-12-19,4650,4700,4495,4530,55003,53585.0,11828858.0
2018-12-20,4420,4790,4420,4790,31827,56660.0,11828858.0
2018-12-21,4750,4780,4510,4530,17246,53585.0,11828858.0
2018-12-24,4465,4580,4310,4420,20027,52284.0,11828858.0
2018-12-26,4310,4415,4270,4325,15192,51160.0,11828858.0
2018-12-27,4450,4450,4310,4420,5281,52284.0,11828858.0
2018-12-28,4310,4480,4310,4460,11849,52757.0,11828858.0
2019-01-02,4380,4540,4380,4450,8958,52638.0,11828858.0
2019-01-03,4380,4470,4350,4395,13535,51988.0,11828858.0
2019-01-04,4320,4445,4300,4425,5655,52343.0,11828858.0
2019-01-07,4380,4470,4350,4450,9962,52638.0,11828858.0
2019-01-08,4400,4500,4400,4460,2607,52757.0,11828858.0
2019-01-09,4400,4500,4390,4450,5825,52638.0,11828858.0
2019-01-10,4410,4500,4410,4495,5790,53171.0,11828858.0
2019-01-11,4450,4525,4450,4495,4293,53171.0,11828858.0
2019-01-14,4400,4545,4400,4500,19741,53230.0,11828858.0
2019-01-15,4435,4680,4430,4645,54737,54945.0,11828858.0
2019-01-16,4595,4915,4570,4700,182789,55596.0,11828858.0
2019-01-17,4650,4770,4565,4595,22648,54354.0,11828858.0
