삼성전자(005930),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2009-05-18,11100,11200,11020,11120,448912,81898431.0,147299337.0
2009-05-19,11340,11460,11240,11400,558953,83960622.0,147299337.0
2009-05-20,11460,11540,11400,11520,424441,84844418.0,147299337.0
2009-05-21,11400,11460,11200,11260,401741,82929527.0,147299337.0
2009-05-22,11140,11200,11000,11000,513419,81014635.0,147299337.0
2009-05-25,10920,11080,10400,10900,569233,80278139.0,147299337.0
2009-05-26,10900,10940,10700,10760,561091,79247043.0,147299337.0
2009-05-27,10900,11020,10680,10700,621474,78805145.0,147299337.0
2009-05-28,10800,11180,10720,11180,661008,82340329.0,147299337.0
2009-05-29,11140,11220,11000,11160,507107,82193030.0,147299337.0
2009-06-01,11040,11160,10880,11160,417569,82193030.0,147299337.0
2009-06-02,11320,11380,11100,11120,557997,81898431.0,147299337.0
2009-06-03,11160,11300,11020,11040,386327,81309234.0,147299337.0
2009-06-04,11140,11400,10940,11100,591055,81751132.0,147299337.0
2009-06-05,11280,11400,11100,11380,621224,83813323.0,147299337.0
2009-06-08,11460,11580,11420,11500,536395,84697119.0,147299337.0
2009-06-09,11640,11660,11300,11300,500905,83224125.0,147299337.0
2009-06-10,11340,11780,11280,11740,763510,86464711.0,147299337.0
2009-06-11,11740,11960,11640,11700,912977,86170112.0,147299337.0
2009-06-12,11780,11820,11660,11680,351342,86022813.0,147299337.0
2009-06-15,11680,11720,11420,11580,400593,85286316.0,147299337.0
2009-06-16,11400,11480,11300,11300,393278,83224125.0,147299337.0
2009-06-17,11340,11580,11260,11500,351077,84697119.0,147299337.0
2009-06-18,11500,11580,11260,11300,423443,83224125.0,147299337.0
2009-06-19,11380,11420,11220,11240,395510,82782227.0,147299337.0
2009-06-22,11240,11640,11200,11500,490199,84697119.0,147299337.0
2009-06-23,11420,11600,11340,11500,580246,84697119.0,147299337.0
2009-06-24,11540,11660,11480,11600,458797,85433615.0,147299337.0
2009-06-25,11620,11940,11560,11760,635999,86612010.0,147299337.0
2009-06-26,11920,12020,11800,11920,553229,87790405.0,147299337.0
2009-06-29,11980,12160,11900,11960,270129,88085004.0,147299337.0
2009-06-30,12000,12180,11840,11840,411839,87201208.0,147299337.0
2009-07-01,11880,12120,11800,12060,295476,88821500.0,147299337.0
2009-07-02,12200,12200,12000,12040,253628,88674201.0,147299337.0
2009-07-03,11900,12040,11880,12020,227103,88526902.0,147299337.0
2009-07-06,12200,12820,12180,12680,933996,93387780.0,147299337.0
2009-07-07,12980,13120,12860,13000,618894,95744569.0,147299337.0
2009-07-08,12940,13100,12760,13100,531922,96481066.0,147299337.0
2009-07-09,13100,13240,13000,13000,564404,95744569.0,147299337.0
2009-07-10,13020,13120,12780,12900,286092,95008072.0,147299337.0
2009-07-13,12900,12900,12400,12400,410061,91325589.0,147299337.0
2009-07-14,12640,12840,12480,12680,420836,93387780.0,147299337.0
2009-07-15,13079,13399,13020,13320,761794,98101358.0,147299337.0
2009-07-16,13559,13579,13360,13480,447282,99279753.0,147299337.0
2009-07-17,13480,13660,13279,13400,340832,98690556.0,147299337.0
2009-07-20,13599,13940,13480,13800,485940,101636543.0,147299337.0
2009-07-21,13899,13899,13720,13840,400286,101931141.0,147299337.0
2009-07-22,13800,13819,13560,13760,325189,101341944.0,147299337.0
2009-07-23,13740,13820,13500,13560,464094,99868950.0,147299337.0
2009-07-24,13560,13779,13500,13660,590078,100605447.0,147299337.0
2009-07-27,13699,14000,13660,13980,635393,102962237.0,147299337.0
2009-07-28,13900,14040,13780,14000,388845,103109536.0,147299337.0
2009-07-29,14000,14100,13899,13940,333514,102667638.0,147299337.0
2009-07-30,13979,14280,13880,14280,363962,105171727.0,147299337.0
2009-07-31,14460,14580,14320,14480,607808,106644720.0,147299337.0
2009-08-03,14640,14640,14260,14300,492037,105319026.0,147299337.0
2009-08-04,14399,14720,14320,14500,530783,106792019.0,147299337.0
2009-08-05,14520,14700,14380,14660,426960,107970414.0,147299337.0
2009-08-06,14460,14600,14279,14300,409945,105319026.0,147299337.0
2009-08-07,14160,14340,14099,14320,372417,105466325.0,147299337.0
2009-08-10,14420,14420,14060,14200,349905,104582529.0,147299337.0
2009-08-11,14220,14240,14059,14100,337135,103846033.0,147299337.0
2009-08-12,13999,14040,13820,13860,464366,102078441.0,147299337.0
2009-08-13,14000,14360,13900,14040,629559,103404135.0,147299337.0
2009-08-14,14200,14620,14200,14620,638457,107675815.0,147299337.0
2009-08-17,14480,14620,14219,14260,453289,105024427.0,147299337.0
2009-08-18,14120,14720,14120,14600,509256,107528516.0,147299337.0
2009-08-19,14600,15000,14480,14760,551995,108706911.0,147299337.0
2009-08-20,14900,14939,14540,14800,420267,109001509.0,147299337.0
2009-08-21,14860,15140,14840,15140,553717,111505598.0,147299337.0
2009-08-24,15400,15699,15400,15660,614912,115335381.0,147299337.0
2009-08-25,15500,15680,15480,15500,381051,114156986.0,147299337.0
2009-08-26,15499,15620,15380,15540,291574,114451585.0,147299337.0
2009-08-27,15300,15480,15140,15340,327253,112978591.0,147299337.0
2009-08-28,15459,15680,15279,15280,391249,112536693.0,147299337.0
2009-08-31,15300,15500,15200,15420,430888,113567789.0,147299337.0
2009-09-01,15600,16000,15340,15980,511854,117692170.0,147299337.0
2009-09-02,15699,15820,15600,15680,558282,115482680.0,147299337.0
2009-09-03,15660,15700,15480,15500,321269,114156986.0,147299337.0
2009-09-04,15620,15660,15220,15340,456530,112978591.0,147299337.0
2009-09-07,15420,15600,15219,15460,339857,113862388.0,147299337.0
2009-09-08,15460,15620,15400,15620,272955,115040782.0,147299337.0
2009-09-09,15640,15760,15500,15620,319282,115040782.0,147299337.0
2009-09-10,15520,15840,15520,15820,694922,116513776.0,147299337.0
2009-09-11,15880,15880,15679,15860,309671,116808374.0,147299337.0
2009-09-14,15919,15919,15200,15280,561601,112536693.0,147299337.0
2009-09-15,15200,15460,15200,15380,520476,113273190.0,147299337.0
2009-09-16,15400,16000,15320,15900,711387,117102973.0,147299337.0
2009-09-17,16120,16200,15920,16200,494941,119312463.0,147299337.0
2009-09-18,16200,16400,16080,16120,896503,118723266.0,147299337.0
2009-09-21,16040,16200,15880,15960,337013,117544871.0,147299337.0
2009-09-22,16000,16580,15959,16500,515790,121521953.0,147299337.0
2009-09-23,16500,16520,16240,16400,331888,120785456.0,147299337.0
2009-09-24,16380,16400,15960,16060,486599,118281368.0,147299337.0
2009-09-25,15860,15920,15660,15900,410629,117102973.0,147299337.0
2009-09-28,15820,15940,15599,15920,278380,117250272.0,147299337.0
2009-09-29,15840,16300,15840,16240,408484,119607062.0,147299337.0
2009-09-30,16140,16500,16120,16300,479813,120048960.0,147299337.0
2009-10-01,16220,16300,15680,15840,538765,116661075.0,147299337.0
2009-10-05,15559,15600,14919,14940,944271,110032605.0,147299337.0
2009-10-06,15100,15220,14900,14900,770389,109738006.0,147299337.0
2009-10-07,15040,15120,14420,14440,765488,106350121.0,147299337.0
2009-10-08,14560,14560,14120,14400,1062567,106055523.0,147299337.0
2009-10-09,14580,15100,14520,15100,626954,111210999.0,147299337.0
2009-10-12,15200,15259,14820,14980,432157,110327203.0,147299337.0
2009-10-13,15000,15300,14840,15140,367501,111505598.0,147299337.0
2009-10-14,15380,15460,15280,15380,416979,113273190.0,147299337.0
2009-10-15,15660,15660,15259,15500,356896,114156986.0,147299337.0
2009-10-16,14999,15560,14900,14920,475683,109885305.0,147299337.0
2009-10-19,14760,15099,14459,15020,433832,110621802.0,147299337.0
2009-10-20,15160,15220,14920,15040,283676,110769101.0,147299337.0
2009-10-21,15000,15039,14640,14700,507109,108265013.0,147299337.0
2009-10-22,14640,14759,14460,14520,432397,106939319.0,147299337.0
2009-10-23,14600,14980,14580,14900,432557,109738006.0,147299337.0
2009-10-26,14820,15180,14780,15060,313270,110916401.0,147299337.0
2009-10-27,14979,15040,14800,14840,327005,109296108.0,147299337.0
2009-10-28,14880,14899,14400,14400,513787,106055523.0,147299337.0
2009-10-29,14200,14440,14020,14360,644267,105760924.0,147299337.0
2009-10-30,14660,14799,14440,14460,557328,106497421.0,147299337.0
2009-11-02,14220,14540,14160,14360,464841,105760924.0,147299337.0
2009-11-03,14380,14640,14300,14580,392942,107381217.0,147299337.0
2009-11-04,14540,14720,14399,14660,343542,107970414.0,147299337.0
2009-11-05,14620,14620,14220,14240,373485,104877128.0,147299337.0
2009-11-06,14519,14540,14280,14440,304346,106350121.0,147299337.0
2009-11-09,14539,14640,14440,14480,269437,106644720.0,147299337.0
2009-11-10,14680,14720,14479,14540,392417,107086618.0,147299337.0
2009-11-11,14640,14700,14320,14700,319873,108265013.0,147299337.0
2009-11-12,14739,14860,14400,14400,494977,106055523.0,147299337.0
2009-11-13,14480,14540,14180,14280,431814,105171727.0,147299337.0
2009-11-16,14399,14660,14280,14660,401434,107970414.0,147299337.0
2009-11-17,14760,14820,14519,14560,360325,107233917.0,147299337.0
2009-11-18,14700,15000,14640,15000,593061,110474503.0,147299337.0
2009-11-19,15000,15300,15000,15180,455114,111800197.0,147299337.0
2009-11-20,15019,15220,14920,15100,343361,111210999.0,147299337.0
2009-11-23,15219,15280,15020,15180,288180,111800197.0,147299337.0
2009-11-24,15220,15260,14820,14840,354539,109296108.0,147299337.0
2009-11-25,14839,14980,14800,14980,212706,110327203.0,147299337.0
2009-11-26,14980,15140,14860,14860,236268,109443407.0,147299337.0
2009-11-27,14599,14780,14240,14240,463339,104877128.0,147299337.0
2009-11-30,14460,14640,14380,14400,376335,106055523.0,147299337.0
2009-12-01,14399,14740,14359,14740,345641,108559611.0,147299337.0
2009-12-02,14860,15000,14799,14940,334794,110032605.0,147299337.0
2009-12-03,15039,15200,14939,15180,320498,111800197.0,147299337.0
2009-12-04,15160,15340,15099,15240,366960,112242095.0,147299337.0
2009-12-07,15400,15540,15260,15420,329583,113567789.0,147299337.0
2009-12-08,15419,15520,15340,15440,201922,113715088.0,147299337.0
2009-12-09,15240,15639,15220,15560,356783,114598884.0,147299337.0
2009-12-10,15420,15759,15320,15760,891683,116071878.0,147299337.0
2009-12-11,15800,15940,15659,15700,325591,115629980.0,147299337.0
2009-12-14,15700,15800,15439,15580,310154,114746184.0,147299337.0
2009-12-15,15599,15620,15440,15540,245432,114451585.0,147299337.0
2009-12-16,15599,15720,15500,15600,399330,114893483.0,147299337.0
2009-12-17,15620,15620,15300,15300,317829,112683993.0,147299337.0
2009-12-18,15200,15580,15159,15460,406524,113862388.0,147299337.0
2009-12-21,15460,15540,15339,15420,291763,113567789.0,147299337.0
2009-12-22,15500,15620,15460,15620,245910,115040782.0,147299337.0
2009-12-23,15760,15760,15560,15680,250159,115482680.0,147299337.0
2009-12-24,15700,15880,15640,15800,407107,116366476.0,147299337.0
2009-12-28,15800,15860,15580,15740,235595,115924578.0,147299337.0
2009-12-29,15720,15740,15600,15720,136900,115777279.0,147299337.0
2009-12-30,15760,15980,15740,15980,295625,117692170.0,147299337.0
2010-01-04,16060,16180,16000,16180,239271,119165164.0,147299337.0
2010-01-05,16520,16580,16300,16440,559219,121080055.0,147299337.0
2010-01-06,16580,16820,16520,16820,459755,123878742.0,147299337.0
2010-01-07,16820,16820,16260,16260,443237,119754361.0,147299337.0
2010-01-08,16400,16420,16120,16420,295798,120932756.0,147299337.0
2010-01-11,16420,16460,15940,15940,398901,117397572.0,147299337.0
2010-01-12,15940,16180,15900,16180,384460,119165164.0,147299337.0
2010-01-13,16100,16119,15940,15940,267619,117397572.0,147299337.0
2010-01-14,16120,16620,16000,16540,532705,121816552.0,147299337.0
2010-01-15,16640,16860,16580,16840,398401,124026042.0,147299337.0
2010-01-18,16800,16920,16560,16860,261691,124173341.0,147299337.0
2010-01-19,17000,17000,16440,16460,241308,121227354.0,147299337.0
2010-01-20,16460,16740,16460,16680,384306,122847647.0,147299337.0
2010-01-21,16400,17000,16400,17000,340148,125204436.0,147299337.0
2010-01-22,16800,16900,16360,16500,470536,121521953.0,147299337.0
2010-01-25,16320,16960,16300,16840,412797,124026042.0,147299337.0
2010-01-26,16920,16920,16240,16300,375210,120048960.0,147299337.0
2010-01-27,16300,16340,16000,16000,370760,117839470.0,147299337.0
2010-01-28,16160,16300,16060,16160,276614,119017864.0,147299337.0
2010-01-29,16000,16019,15600,15680,457285,115482680.0,147299337.0
2010-02-01,15679,15700,15300,15540,501042,114451585.0,147299337.0
2010-02-02,15800,15800,15400,15440,393803,113715088.0,147299337.0
2010-02-03,15640,15700,15360,15540,330235,114451585.0,147299337.0
2010-02-04,15500,15660,15440,15520,239799,114304286.0,147299337.0
2010-02-05,15160,15220,14940,15000,515034,110474503.0,147299337.0
2010-02-08,14940,15080,14820,14960,439608,110179904.0,147299337.0
2010-02-09,14959,15220,14840,15220,337459,112094795.0,147299337.0
2010-02-10,15260,15280,15039,15100,263846,111210999.0,147299337.0
2010-02-11,15140,15300,15120,15260,265050,112389394.0,147299337.0
2010-02-12,15340,15340,14900,15000,458574,110474503.0,147299337.0
2010-02-16,15000,15179,14960,15120,154766,111358299.0,147299337.0
2010-02-17,15439,15580,15280,15580,280246,114746184.0,147299337.0
2010-02-18,15580,15620,15440,15500,145108,114156986.0,147299337.0
2010-02-19,15380,15540,15180,15200,223000,111947496.0,147299337.0
2010-02-22,15440,15560,15400,15460,231865,113862388.0,147299337.0
2010-02-23,15480,15480,15119,15340,251717,112978591.0,147299337.0
2010-02-24,15179,15220,15000,15040,301431,110769101.0,147299337.0
2010-02-25,15080,15160,14680,14720,386093,108412312.0,147299337.0
2010-02-26,14800,14960,14660,14880,311924,109590707.0,147299337.0
2010-03-02,15220,15479,15120,15400,471552,113420489.0,147299337.0
2010-03-03,15420,15460,15260,15420,194602,113567789.0,147299337.0
2010-03-04,15420,15440,15120,15220,204388,112094795.0,147299337.0
2010-03-05,15259,15500,15259,15500,235291,114156986.0,147299337.0
2010-03-08,15799,15840,15700,15720,391403,115777279.0,147299337.0
2010-03-09,15740,15740,15540,15720,244284,115777279.0,147299337.0
2010-03-10,15720,15740,15560,15680,227383,115482680.0,147299337.0
2010-03-11,15800,15880,15560,15560,392802,114598884.0,147299337.0
2010-03-12,15560,15680,15420,15560,200080,114598884.0,147299337.0
2010-03-15,15640,15660,15280,15360,251707,113125891.0,147299337.0
2010-03-16,15360,15400,15160,15300,331137,112683993.0,147299337.0
2010-03-17,15440,15960,15420,15960,437152,117544871.0,147299337.0
2010-03-18,15900,16140,15900,15940,307995,117397572.0,147299337.0
2010-03-19,16020,16140,15960,16080,214492,118428667.0,147299337.0
2010-03-22,16060,16080,15840,16020,184264,117986769.0,147299337.0
2010-03-23,16139,16300,16100,16180,198652,119165164.0,147299337.0
2010-03-24,16299,16500,16260,16380,318916,120638157.0,147299337.0
2010-03-25,16299,16440,16180,16380,189958,120638157.0,147299337.0
2010-03-26,16460,16500,16240,16400,209802,120785456.0,147299337.0
2010-03-29,16200,16500,16200,16360,155679,120490858.0,147299337.0
2010-03-30,16540,16580,16240,16280,240934,119901660.0,147299337.0
2010-03-31,16280,16680,16260,16360,434300,120490858.0,147299337.0
2010-04-01,16520,16900,16480,16900,561659,124467940.0,147299337.0
2010-04-02,16920,17200,16820,17140,419069,126235532.0,147299337.0
2010-04-05,17220,17400,17140,17400,304516,128150423.0,147299337.0
2010-04-06,17480,17500,17220,17380,330287,128003124.0,147299337.0
2010-04-07,17300,17380,17040,17180,388680,126530130.0,147299337.0
2010-04-08,17140,17260,17060,17260,269327,127119328.0,147299337.0
2010-04-09,17280,17320,16960,17120,275789,126088232.0,147299337.0
2010-04-12,17180,17200,16540,16600,497940,122258450.0,147299337.0
2010-04-13,16680,16680,16300,16560,409114,121963851.0,147299337.0
2010-04-14,16700,16940,16660,16900,308499,124467940.0,147299337.0
2010-04-15,17240,17240,16880,17100,365104,125940933.0,147299337.0
2010-04-16,17100,17160,16820,16960,220112,124909838.0,147299337.0
2010-04-19,16740,16800,16520,16540,247376,121816552.0,147299337.0
2010-04-20,16540,16640,16420,16560,271882,121963851.0,147299337.0
2010-04-21,16760,17060,16700,17040,264254,125499035.0,147299337.0
2010-04-22,16980,16980,16660,16820,343557,123878742.0,147299337.0
2010-04-23,16960,16960,16560,16600,309436,122258450.0,147299337.0
2010-04-26,16700,16840,16600,16680,260608,122847647.0,147299337.0
2010-04-27,16620,16760,16540,16700,260996,122994946.0,147299337.0
2010-04-28,16400,16500,16360,16500,320393,121521953.0,147299337.0
2010-04-29,16600,16620,16320,16500,226931,121521953.0,147299337.0
2010-04-30,16560,17040,16540,16980,454668,125057137.0,147299337.0
2010-05-03,16900,16900,16540,16580,291445,122111150.0,147299337.0
2010-05-04,16800,16860,16600,16680,183456,122847647.0,147299337.0
2010-05-06,16339,16380,16200,16280,451765,119901660.0,147299337.0
2010-05-07,15960,15980,15760,15880,759225,116955674.0,147299337.0
2010-05-10,16000,16100,15940,16060,330582,118281368.0,147299337.0
2010-05-11,16240,16240,15820,15820,450658,116513776.0,147299337.0
2010-05-12,15940,15960,15640,15780,315809,116219177.0,147299337.0
2010-05-13,15960,16400,15940,16260,319461,119754361.0,147299337.0
2010-05-14,16120,16240,15980,16200,293840,119312463.0,147299337.0
2010-05-17,15960,15980,15560,15680,530598,115482680.0,147299337.0
2010-05-18,15799,15900,15680,15840,363385,116661075.0,147299337.0
2010-05-19,15700,15700,15380,15460,361171,113862388.0,147299337.0
2010-05-20,15300,15439,15100,15120,395806,111358299.0,147299337.0
2010-05-24,14940,15280,14880,15160,354475,111652897.0,147299337.0
2010-05-25,15000,15120,14720,14820,511626,109148809.0,147299337.0
2010-05-26,15199,15379,14900,15000,460053,110474503.0,147299337.0
2010-05-27,14880,15500,14820,15440,444241,113715088.0,147299337.0
2010-05-28,15740,15740,15340,15560,450925,114598884.0,147299337.0
2010-05-31,15440,15620,15360,15520,255822,114304286.0,147299337.0
2010-06-01,15520,15580,15300,15360,228117,113125891.0,147299337.0
2010-06-03,15599,15679,15480,15540,293327,114451585.0,147299337.0
2010-06-04,15500,15940,15480,15860,252280,116808374.0,147299337.0
2010-06-07,15580,15740,15540,15740,303328,115924578.0,147299337.0
2010-06-08,15700,15960,15520,15700,290449,115629980.0,147299337.0
2010-06-09,15840,15840,15320,15400,359716,113420489.0,147299337.0
2010-06-10,15540,15600,15420,15460,356286,113862388.0,147299337.0
2010-06-11,15700,15940,15660,15940,366275,117397572.0,147299337.0
2010-06-14,15820,16179,15820,16140,241981,118870565.0,147299337.0
2010-06-15,16200,16200,15960,15960,190780,117544871.0,147299337.0
2010-06-16,16299,16440,16180,16380,376553,120638157.0,147299337.0
2010-06-17,16240,16340,16200,16340,233390,120343558.0,147299337.0
2010-06-18,16500,16500,16240,16440,191872,121080055.0,147299337.0
2010-06-21,16600,16780,16500,16600,284790,122258450.0,147299337.0
2010-06-22,16540,16540,16260,16320,296417,120196259.0,147299337.0
2010-06-23,16220,16220,16000,16100,350031,118575966.0,147299337.0
2010-06-24,16160,16460,16100,16400,283144,120785456.0,147299337.0
2010-06-25,16180,16200,16040,16100,340230,118575966.0,147299337.0
2010-06-28,16100,16160,15919,15920,261209,117250272.0,147299337.0
2010-06-29,16020,16080,15740,15840,251786,116661075.0,147299337.0
2010-06-30,15399,15600,15399,15480,536406,114009687.0,147299337.0
2010-07-01,15580,15600,15199,15320,444516,112831292.0,147299337.0
2010-07-02,15400,15480,15260,15340,233128,112978591.0,147299337.0
2010-07-05,15260,15400,15220,15340,200619,112978591.0,147299337.0
2010-07-06,15240,15500,15100,15500,358388,114156986.0,147299337.0
2010-07-07,15599,15620,15299,15380,324156,113273190.0,147299337.0
2010-07-08,15660,15680,15399,15500,295553,114156986.0,147299337.0
2010-07-09,15580,15919,15460,15920,372579,117250272.0,147299337.0
2010-07-12,15980,16040,15840,16040,252065,118134068.0,147299337.0
2010-07-13,15960,16160,15880,15920,307189,117250272.0,147299337.0
2010-07-14,16260,16560,16260,16480,664091,121374654.0,147299337.0
2010-07-15,16500,16500,16360,16400,321508,120785456.0,147299337.0
2010-07-16,16320,16400,16040,16040,338810,118134068.0,147299337.0
2010-07-19,15720,15980,15720,15900,292107,117102973.0,147299337.0
2010-07-20,15900,16040,15720,15960,231722,117544871.0,147299337.0
2010-07-21,16340,16360,16120,16340,331706,120343558.0,147299337.0
2010-07-22,16240,16340,16020,16160,309521,119017864.0,147299337.0
2010-07-23,16300,16340,16140,16220,282472,119459762.0,147299337.0
2010-07-26,16260,16400,16180,16360,212627,120490858.0,147299337.0
2010-07-27,16480,16600,16420,16580,382877,122111150.0,147299337.0
2010-07-28,16640,16800,16620,16740,465199,123289545.0,147299337.0
2010-07-29,16780,16800,16480,16540,297472,121816552.0,147299337.0
2010-07-30,16440,16540,16200,16200,328824,119312463.0,147299337.0
2010-08-02,16340,16360,16200,16200,249388,119312463.0,147299337.0
2010-08-03,16400,16440,16300,16300,262302,120048960.0,147299337.0
2010-08-04,16340,16360,16120,16120,213434,118723266.0,147299337.0
2010-08-05,16220,16360,16060,16080,280897,118428667.0,147299337.0
2010-08-06,16200,16200,15979,16020,247165,117986769.0,147299337.0
2010-08-09,15980,16040,15960,16040,182922,118134068.0,147299337.0
2010-08-10,16000,16080,15819,15860,281589,116808374.0,147299337.0
2010-08-11,15680,15780,15540,15580,359158,114746184.0,147299337.0
2010-08-12,15360,15539,15300,15320,428357,112831292.0,147299337.0
2010-08-13,15400,15640,15340,15620,286706,115040782.0,147299337.0
2010-08-16,15460,15660,15340,15640,205733,115188082.0,147299337.0
2010-08-17,15540,15660,15420,15640,289608,115188082.0,147299337.0
2010-08-18,15680,15700,15480,15560,234522,114598884.0,147299337.0
2010-08-19,15580,15780,15539,15780,244134,116219177.0,147299337.0
2010-08-20,15600,15720,15539,15680,246690,115482680.0,147299337.0
2010-08-23,15720,15820,15640,15800,181946,116366476.0,147299337.0
2010-08-24,15699,15719,15500,15660,227569,115335381.0,147299337.0
2010-08-25,15520,15560,15439,15440,185769,113715088.0,147299337.0
2010-08-26,15440,15660,15400,15460,208913,113862388.0,147299337.0
2010-08-27,15300,15440,15300,15320,256176,112831292.0,147299337.0
2010-08-30,15500,15559,15440,15520,140117,114304286.0,147299337.0
2010-08-31,15320,15439,15119,15120,441643,111358299.0,147299337.0
2010-09-01,15240,15259,15000,15040,389308,110769101.0,147299337.0
2010-09-02,15200,15240,14980,15180,365551,111800197.0,147299337.0
2010-09-03,15220,15280,15120,15220,441942,112094795.0,147299337.0
2010-09-06,15440,15599,15360,15600,394601,114893483.0,147299337.0
2010-09-07,15660,15800,15500,15760,320803,116071878.0,147299337.0
2010-09-08,15520,15620,15420,15420,219482,113567789.0,147299337.0
2010-09-09,15339,15480,15119,15120,617488,111358299.0,147299337.0
2010-09-10,15199,15440,15140,15320,280275,112831292.0,147299337.0
2010-09-13,15400,15519,15320,15400,234851,113420489.0,147299337.0
2010-09-14,15500,15620,15200,15200,371530,111947496.0,147299337.0
2010-09-15,15260,15340,15020,15140,389289,111505598.0,147299337.0
2010-09-16,15080,15260,15080,15140,234815,111505598.0,147299337.0
2010-09-17,15240,15560,15159,15460,447649,113862388.0,147299337.0
2010-09-20,15480,15599,15400,15600,296452,114893483.0,147299337.0
2010-09-24,15580,15600,15160,15240,655763,112242095.0,147299337.0
2010-09-27,15300,15360,15039,15100,502855,111210999.0,147299337.0
2010-09-28,15100,15120,14900,14900,467300,109738006.0,147299337.0
2010-09-29,15060,15500,15000,15440,708864,113715088.0,147299337.0
2010-09-30,15440,15580,15340,15540,337258,114451585.0,147299337.0
2010-10-01,15440,15560,15380,15540,296366,114451585.0,147299337.0
2010-10-04,15599,15620,15480,15600,257594,114893483.0,147299337.0
2010-10-05,15440,15580,15420,15460,286977,113862388.0,147299337.0
2010-10-06,15560,15880,15520,15860,471103,116808374.0,147299337.0
2010-10-07,15580,15660,15380,15400,511410,113420489.0,147299337.0
2010-10-08,15260,15320,15060,15160,543410,111652897.0,147299337.0
2010-10-11,15240,15260,15060,15060,376032,110916401.0,147299337.0
2010-10-12,15040,15120,14920,14920,370422,109885305.0,147299337.0
2010-10-13,15040,15040,14860,14880,409029,109590707.0,147299337.0
2010-10-14,15059,15059,14840,15000,535249,110474503.0,147299337.0
2010-10-15,15000,15120,14900,15080,494223,111063700.0,147299337.0
2010-10-18,15140,15240,14960,15020,276635,110621802.0,147299337.0
2010-10-19,15000,15020,14820,14820,389964,109148809.0,147299337.0
2010-10-20,14800,14980,14700,14900,369809,109738006.0,147299337.0
2010-10-21,14900,15300,14820,15300,567644,112683993.0,147299337.0
2010-10-22,15460,15540,15340,15540,408511,114451585.0,147299337.0
2010-10-25,15460,15580,15339,15420,248329,113567789.0,147299337.0
2010-10-26,15360,15420,15160,15260,312674,112389394.0,147299337.0
2010-10-27,15160,15300,15019,15060,334811,110916401.0,147299337.0
2010-10-28,15200,15299,15060,15280,293095,112536693.0,147299337.0
2010-10-29,15280,15300,14900,14900,463204,109738006.0,147299337.0
2010-11-01,15060,15060,14860,14940,296972,110032605.0,147299337.0
2010-11-02,14939,14960,14740,14800,330999,109001509.0,147299337.0
2010-11-03,14799,14980,14779,14800,359315,109001509.0,147299337.0
2010-11-04,14940,15280,14900,15260,547715,112389394.0,147299337.0
2010-11-05,15600,15800,15500,15520,703745,114304286.0,147299337.0
2010-11-08,15700,15760,15519,15560,279228,114598884.0,147299337.0
2010-11-09,15680,15680,15340,15480,256281,114009687.0,147299337.0
2010-11-10,15600,15800,15500,15800,422271,116366476.0,147299337.0
2010-11-11,15860,15980,15340,15340,907350,112978591.0,147299337.0
2010-11-12,15680,15800,15460,15560,566889,114598884.0,147299337.0
2010-11-15,15719,16300,15700,16160,719096,119017864.0,147299337.0
2010-11-16,16280,16400,16000,16220,590651,119459762.0,147299337.0
2010-11-17,16020,16080,15900,15900,342693,117102973.0,147299337.0
2010-11-18,15940,16100,15860,15980,266236,117692170.0,147299337.0
2010-11-19,16159,16380,16000,16360,387386,120490858.0,147299337.0
2010-11-22,16400,16960,16360,16960,721536,124909838.0,147299337.0
2010-11-23,17000,17020,16680,16800,394881,123731443.0,147299337.0
2010-11-24,16520,17040,16500,17020,637287,125351736.0,147299337.0
2010-11-25,17060,17060,16760,16900,367302,124467940.0,147299337.0
2010-11-26,16960,16980,16640,16740,314059,123289545.0,147299337.0
2010-11-29,16700,16920,16620,16720,310288,123142246.0,147299337.0
2010-11-30,16640,16920,16520,16520,424616,121669252.0,147299337.0
2010-12-01,16480,16560,16280,16400,375860,120785456.0,147299337.0
2010-12-02,16560,17180,16500,17180,612551,126530130.0,147299337.0
2010-12-03,17400,17940,17340,17880,788939,131685607.0,147299337.0
2010-12-06,17800,17980,17700,17800,336854,131096410.0,147299337.0
2010-12-07,17740,18420,17700,18020,498508,132716703.0,147299337.0
2010-12-08,18060,18200,17740,17760,336418,130801811.0,147299337.0
2010-12-09,17700,18360,17680,18340,589656,135073492.0,147299337.0
2010-12-10,18300,18380,18140,18380,255668,135368091.0,147299337.0
2010-12-13,18380,18640,18320,18600,307257,136988383.0,147299337.0
2010-12-14,18740,18740,18420,18580,443223,136841084.0,147299337.0
2010-12-15,18500,18500,18200,18320,329329,134926193.0,147299337.0
2010-12-16,18160,18380,18160,18220,233885,134189696.0,147299337.0
2010-12-17,18280,18580,18240,18520,346130,136399186.0,147299337.0
2010-12-20,18340,18640,18280,18640,338560,137282982.0,147299337.0
2010-12-21,18620,18800,18500,18720,252120,137872179.0,147299337.0
2010-12-22,18780,19060,18720,18780,333591,138314077.0,147299337.0
2010-12-23,18720,18760,18500,18720,219864,137872179.0,147299337.0
2010-12-24,18780,18780,18500,18500,169733,136251887.0,147299337.0
2010-12-27,18500,18600,18300,18440,210673,135809989.0,147299337.0
2010-12-28,18560,19000,18520,18760,313323,138166778.0,147299337.0
