웅진씽크빅(095720),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2008-05-09,20956,21233,20203,21234,84901,660853.0,24658691.0
2008-05-13,21392,21788,21035,21709,94468,675648.0,24658691.0
2008-05-14,21788,21788,20718,20719,111956,646434.0,24720230.0
2008-05-15,20718,21272,20440,20838,110917,650142.0,24720230.0
2008-05-16,21074,21589,21074,21353,90865,666210.0,24720230.0
2008-05-19,21747,21747,20678,20759,56623,647670.0,24720230.0
2008-05-20,20599,21233,20599,21114,132496,658794.0,24720230.0
2008-05-21,20995,21747,20440,21630,133584,674862.0,24720230.0
2008-05-22,21550,22461,21392,22185,176702,692166.0,24720230.0
2008-05-23,22461,22500,22104,22462,56868,700819.0,24720230.0
2008-05-26,21827,22025,21510,21709,51670,677334.0,24720230.0
2008-05-27,21392,21906,21272,21630,79310,674862.0,24720230.0
2008-05-28,21629,21788,21154,21471,79360,669918.0,24720230.0
2008-05-29,21788,22144,21392,22145,98019,690930.0,24720230.0
2008-05-30,22421,22421,21629,21709,51266,677334.0,24720230.0
2008-06-02,21708,21946,21154,21155,76198,660030.0,24720230.0
2008-06-03,20916,21471,20322,20679,59607,645198.0,24720230.0
2008-06-04,20401,21074,20203,20521,94940,640254.0,24720230.0
2008-06-05,20836,21233,20678,21194,106944,661266.0,24720230.0
2008-06-09,20401,20480,19925,20203,166312,630366.0,24720230.0
2008-06-10,20203,20560,19688,19966,32901,622950.0,24720230.0
2008-06-11,19965,20045,19649,19966,57590,622950.0,24720230.0
2008-06-12,19490,19846,18856,19491,78192,608118.0,24720230.0
2008-06-13,19410,19569,18817,19213,49202,599466.0,24720230.0
2008-06-16,19331,19649,19093,19253,35860,600702.0,24720230.0
2008-06-17,19173,19688,19173,19530,81500,609354.0,24720230.0
2008-06-18,19490,20282,19252,20283,45795,632838.0,24720230.0
2008-06-19,20361,20401,20004,20402,40513,636546.0,24720230.0
2008-06-20,20480,20678,20163,20600,39989,642726.0,24720230.0
2008-06-23,20203,20480,20124,20362,34700,635310.0,24720230.0
2008-06-24,20757,20995,20282,20996,34270,655086.0,24720230.0
2008-06-25,20956,21154,20322,20639,48582,643962.0,24720230.0
2008-06-26,20599,20599,19807,20203,87840,630366.0,24720230.0
2008-06-27,19807,19807,19014,19016,52649,593286.0,24720230.0
2008-06-30,18697,19252,18697,19174,48134,598230.0,24720230.0
2008-07-01,19054,19609,19054,19292,36628,601938.0,24720230.0
2008-07-02,19292,19688,18618,19332,51584,603174.0,24720230.0
2008-07-03,19014,19925,16439,19412,86169,605646.0,24720230.0
2008-07-04,19569,19925,18777,19016,61730,593286.0,24720230.0
2008-07-07,19014,19728,19014,19689,27224,614298.0,24720230.0
2008-07-08,19331,19688,18302,18738,55121,584633.0,24720230.0
2008-07-09,18737,19252,18222,18619,65922,580925.0,24720230.0
2008-07-10,18420,18817,17746,18460,88741,575981.0,24720230.0
2008-07-11,18222,18697,18024,18659,76750,582161.0,24720230.0
2008-07-14,18578,18618,17985,18223,63725,568565.0,24720230.0
2008-07-15,18222,18222,17707,17708,45763,552497.0,24720230.0
2008-07-16,18064,18420,17430,17628,39248,550025.0,24720230.0
2008-07-17,17866,18420,17866,18421,28663,574745.0,24720230.0
2008-07-18,18460,18856,18460,18777,32050,585869.0,24720230.0
2008-07-21,18817,19410,18499,19253,28055,600702.0,24720230.0
2008-07-22,19410,22104,17945,19253,144404,600702.0,24720230.0
2008-07-23,19410,19649,18896,18896,35306,589577.0,24720230.0
2008-07-24,18856,20599,18856,19371,40761,604410.0,24720230.0
2008-07-25,19292,19649,19133,19332,28731,603174.0,24720230.0
2008-07-28,19331,19410,19014,19253,12550,600702.0,24720230.0
2008-07-29,19172,19172,18658,18976,20420,592050.0,24720230.0
2008-07-30,19410,19410,18817,18936,19545,590813.0,24720230.0
2008-07-31,19093,19728,18935,19174,109917,598230.0,24720230.0
2008-08-01,19054,19410,18896,19412,21732,605646.0,24720230.0
2008-08-04,19490,19728,18856,19134,19215,596994.0,24720230.0
2008-08-05,18817,19371,18578,18896,21805,589577.0,24720230.0
2008-08-06,19252,19252,18817,18896,38930,589577.0,24720230.0
2008-08-07,18856,19252,18856,19134,33370,596994.0,24720230.0
2008-08-08,19133,19331,18856,19332,21083,603174.0,24720230.0
2008-08-11,19331,19529,19014,19412,43380,605646.0,24720230.0
2008-08-12,19490,19490,19014,19095,31309,595758.0,24720230.0
2008-08-13,18817,19292,18381,19292,29550,601938.0,24720230.0
2008-08-14,19292,19292,18737,19253,14250,600702.0,24720230.0
2008-08-18,19213,19213,18618,18619,4270,580925.0,24720230.0
2008-08-19,18381,18856,18222,18619,14906,580925.0,24720230.0
2008-08-20,18658,19529,18658,19332,46407,603174.0,24720230.0
2008-08-21,19331,19649,18777,18936,40604,590813.0,24720230.0
2008-08-22,19252,19252,18261,18738,13730,584633.0,24720230.0
2008-08-25,18737,18935,18420,18738,15281,584633.0,24720230.0
2008-08-26,18302,18896,18024,18302,33478,571037.0,24720230.0
2008-08-27,18103,18817,17113,18540,106414,578453.0,24720230.0
2008-08-28,18381,18896,18222,18421,8760,574745.0,24720230.0
2008-08-29,18420,18697,17866,18580,52880,580158.0,24740230.0
2008-09-01,18381,18975,17945,18976,31201,592529.0,24740230.0
2008-09-02,18896,19014,18222,18936,23681,591291.0,24740230.0
2008-09-03,18697,19173,18697,19095,42790,596240.0,24740230.0
2008-09-04,19093,19450,18817,19412,66210,606136.0,24740230.0
2008-09-05,18935,19292,18618,19016,68369,593766.0,24740230.0
2008-09-08,18935,19331,18935,19253,46419,601188.0,24740230.0
2008-09-09,19173,19529,19173,19451,33560,607373.0,24740230.0
2008-09-10,19450,19807,19173,19371,56184,604899.0,24740230.0
2008-09-11,19490,19807,19331,19570,54660,611084.0,24740230.0
2008-09-12,19529,19569,19093,19095,68819,596240.0,24740230.0
2008-09-16,17707,18975,17707,18342,52541,572736.0,24740230.0
2008-09-17,18460,18975,18341,18342,29398,572736.0,24740230.0
2008-09-18,17826,18499,17509,17510,186266,546759.0,24740230.0
2008-09-19,18182,18182,16677,16955,223972,529441.0,24740230.0
2008-09-22,16954,17034,16400,16638,103822,519545.0,24740230.0
2008-09-23,16638,17232,16479,17193,49397,536863.0,24740230.0
2008-09-24,17034,18103,16914,17827,128745,556655.0,24740230.0
2008-09-25,17549,17985,17232,17352,128607,541811.0,24740230.0
2008-09-26,17350,17588,16954,17153,50120,535626.0,24740230.0
2008-09-29,17430,17430,16082,16163,124695,504701.0,24740230.0
2008-09-30,15449,16241,14816,16163,64576,504701.0,24740230.0
2008-10-01,16162,16202,14736,15133,213875,472538.0,24740230.0
2008-10-02,15013,15370,14657,15212,162730,475012.0,24740230.0
2008-10-06,14816,14974,13548,13548,114340,423058.0,24740230.0
2008-10-07,13231,13428,12596,13231,133677,413162.0,24740230.0
2008-10-08,12557,12795,11923,12320,80515,384711.0,24740230.0
2008-10-09,11963,12953,11963,12677,100448,395844.0,24740230.0
2008-10-10,11764,12993,11488,12875,119853,402029.0,24740230.0
2008-10-13,13310,13468,12716,13073,92764,408214.0,24740230.0
2008-10-14,13864,14142,13389,13627,175604,425532.0,24740230.0
2008-10-15,13270,13468,12557,12875,116951,402029.0,24740230.0
2008-10-16,11884,12161,11408,11409,84170,356259.0,24740230.0
2008-10-17,11963,11963,10022,10736,122473,335230.0,24740230.0
2008-10-20,10299,10853,9665,10617,129453,331519.0,24740230.0
2008-10-21,10695,11289,10616,11092,82490,346363.0,24740230.0
2008-10-22,10853,10933,10220,10261,74138,320386.0,24740230.0
2008-10-23,9546,10180,9110,9983,56110,311727.0,24740230.0
2008-10-24,9348,9745,8754,8953,75254,279565.0,24740230.0
2008-10-27,8081,9309,8081,8715,64690,272143.0,24740230.0
2008-10-28,8001,10021,7922,10023,266088,312964.0,24740230.0
2008-10-29,10933,10933,8595,9389,145639,293172.0,24740230.0
2008-10-30,9903,10418,9151,9944,282114,310490.0,24740230.0
2008-10-31,10141,10141,9388,9785,368725,305542.0,24740230.0
2008-11-03,9745,10814,9269,10062,402118,314201.0,24740230.0
2008-11-04,10141,11170,9863,10894,513834,340178.0,24740230.0
2008-11-05,11250,12002,10933,11330,704948,353785.0,24740230.0
2008-11-06,10577,10814,9665,9666,400534,301831.0,24740230.0
2008-11-07,9110,10853,8833,10855,347568,338941.0,24740230.0
2008-11-10,11250,11250,10299,10776,204734,336467.0,24740230.0
2008-11-11,10458,10853,10101,10498,158089,327808.0,24740230.0
2008-11-12,10022,10378,9903,10300,152899,321623.0,24740230.0
2008-11-13,9546,10220,9269,10141,117928,316675.0,24740230.0
2008-11-14,10537,10656,10101,10102,94676,315438.0,24740230.0
2008-11-17,9903,10378,9903,9983,65790,311727.0,24740230.0
2008-11-18,10022,10062,9506,9508,114580,296883.0,24740230.0
2008-11-19,9665,9665,8160,8715,363066,272143.0,24740230.0
2008-11-20,7962,8556,7843,7923,226029,247402.0,24740230.0
2008-11-21,7605,8516,7408,8319,226474,264001.0,25142966.0
2008-11-24,8319,8873,8199,8676,144581,275315.0,25142966.0
2008-11-25,9190,9190,8239,8676,231600,275315.0,25142966.0
2008-11-26,9031,9031,8398,8755,247495,277830.0,25142966.0
2008-11-27,8913,9427,8715,9429,202549,299201.0,25142966.0
2008-11-28,9230,9467,8913,9468,238278,300458.0,25142966.0
2008-12-01,9467,9467,8873,8953,338272,284116.0,25142966.0
2008-12-02,8239,8754,8239,8597,164691,272801.0,25142966.0
2008-12-03,8913,9031,8477,8676,294860,275315.0,25142966.0
2008-12-04,8913,9942,8833,9666,558877,306744.0,25142966.0
2008-12-05,9546,10973,9309,10220,556140,324344.0,25142966.0
2008-12-08,10458,11131,10141,10855,267253,344459.0,25142966.0
2008-12-09,10894,11170,10378,11172,151942,354516.0,25142966.0
2008-12-10,11131,11289,10853,11132,97110,353259.0,25142966.0
2008-12-11,11131,11289,10814,10855,100816,344459.0,25142966.0
2008-12-12,10656,11170,10378,11092,198063,352002.0,25142966.0
2008-12-15,11329,12557,11329,12440,382201,394745.0,25142966.0
2008-12-16,12399,12834,12121,12360,101154,392230.0,25142966.0
2008-12-17,12755,12755,12161,12519,101155,397259.0,25142966.0
2008-12-18,12596,12596,11805,12558,187037,398516.0,25142966.0
2008-12-19,12201,12438,11963,11963,82397,379659.0,25142966.0
2008-12-22,11963,12240,11685,12241,148100,388459.0,25142966.0
2008-12-23,12042,12201,11646,12122,119420,384687.0,25142966.0
2008-12-24,11805,11963,11408,11608,151221,368344.0,25142966.0
2008-12-26,11488,11725,11289,11647,73146,369602.0,25142966.0
2008-12-29,11329,11725,10814,11726,73481,372116.0,25142966.0
2008-12-30,11725,11765,11250,11568,240861,367806.0,25192197.0
2009-01-02,11685,11725,10616,10617,269399,337575.0,25192197.0
2009-01-05,10774,10774,10021,10102,463275,321201.0,25192197.0
2009-01-06,10259,11012,10220,10736,569721,341354.0,25192197.0
2009-01-07,10933,12161,10853,11766,541130,374104.0,25192197.0
2009-01-08,12002,12637,11765,12083,370975,384181.0,25192197.0
2009-01-09,12280,12399,11725,12281,282022,390479.0,25192197.0
2009-01-12,12280,12834,11923,12835,251372,408114.0,25192197.0
2009-01-13,12596,12795,12280,12677,206578,403075.0,25192197.0
2009-01-14,12438,12596,12320,12558,140746,399296.0,25192197.0
2009-01-15,12042,12557,11646,12162,184170,386700.0,25192197.0
2009-01-16,12161,12716,11963,12122,145212,385441.0,25192197.0
2009-01-19,12438,12834,12161,12201,138895,387960.0,25192197.0
2009-01-20,12280,12517,11884,12440,67735,395517.0,25192197.0
2009-01-21,11963,12399,11289,12201,147792,387960.0,25192197.0
2009-01-22,12517,13468,12280,13231,442381,420710.0,25192197.0
2009-01-23,13349,13984,12874,13667,294245,434565.0,25192197.0
2009-01-28,13666,13944,13231,13469,301929,428267.0,25192197.0
2009-01-29,13587,13864,13270,13627,153254,433306.0,25192197.0
2009-01-30,13389,13785,13310,13588,106972,432046.0,25192197.0
2009-02-02,13587,13944,13231,13351,151689,424489.0,25192197.0
2009-02-03,13231,13864,13231,13706,109280,435825.0,25192197.0
2009-02-04,13944,14023,13548,13706,116651,435825.0,25192197.0
2009-02-05,13706,13785,13389,13706,175001,435825.0,25192197.0
2009-02-06,13944,14181,13666,13865,162214,440863.0,25192197.0
2009-02-09,13944,14023,13310,13548,83241,430787.0,25192197.0
2009-02-10,13587,13627,13152,13390,102618,425748.0,25192197.0
2009-02-11,13152,13785,13152,13786,101308,438344.0,25192197.0
2009-02-12,13944,13944,13587,13786,104357,438344.0,25192197.0
2009-02-13,13825,13904,13548,13865,83436,440863.0,25192197.0
2009-02-16,13984,14023,13349,13469,86095,428267.0,25192197.0
