이연제약(102460),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2010-09-13,8734,8811,8465,8811,238784,144304.0,12603000.0
2010-09-14,8811,9273,8734,9158,492267,149976.0,12603000.0
2010-09-15,9234,9350,8965,9312,230346,152496.0,12603000.0
2010-09-16,9234,9465,8811,8811,272162,144304.0,12603000.0
2010-09-17,8811,9042,8696,8696,140649,142414.0,12603000.0
2010-09-20,8734,8888,8542,8696,102306,142414.0,12603000.0
2010-09-24,8657,8849,8619,8696,71360,142414.0,12603000.0
2010-09-27,8734,8772,8542,8619,88961,141154.0,12603000.0
2010-09-28,8772,8926,8580,8927,98105,146195.0,12603000.0
2010-09-29,8926,9157,8811,8811,142619,144304.0,12603000.0
2010-09-30,8849,8888,8657,8696,77802,142414.0,12603000.0
2010-10-01,8657,8849,8657,8658,66092,141784.0,12603000.0
2010-10-04,8734,8965,8657,8811,93133,144304.0,12603000.0
2010-10-05,8888,8888,8657,8696,67210,142414.0,12603000.0
2010-10-06,8734,8811,8349,8350,220225,136743.0,12603000.0
2010-10-07,8388,8388,8195,8196,99674,134222.0,12603000.0
2010-10-08,7887,8118,7734,8003,162520,131071.0,12603000.0
2010-10-11,8003,8157,7926,8003,52429,131071.0,12603000.0
2010-10-12,8041,8118,7926,7965,38550,130441.0,12603000.0
2010-10-13,8041,8041,7695,7926,126171,129811.0,12603000.0
2010-10-14,8003,8003,7811,7850,63701,128551.0,12603000.0
2010-10-15,7926,7964,7811,7926,44988,132870.0,12900000.0
2010-10-18,7926,8195,7887,8003,57392,134160.0,12900000.0
2010-10-19,8041,8080,7811,7926,69190,132870.0,12900000.0
2010-10-20,7926,7964,7772,7850,52489,131580.0,12900000.0
2010-10-21,7887,8118,7849,7965,78456,133515.0,12900000.0
2010-10-22,7964,8157,7964,8003,62005,134160.0,12900000.0
2010-10-25,8003,8080,7849,7926,52008,132870.0,12900000.0
2010-10-26,7926,8041,7887,7965,43839,133515.0,12900000.0
2010-10-27,8080,8503,7964,8465,314599,141900.0,12900000.0
2010-10-28,8503,9350,8426,8696,607153,145770.0,12900000.0
2010-10-29,8849,9119,8580,8927,268937,149640.0,12900000.0
2010-11-01,8965,9119,8619,9004,150983,150930.0,12900000.0
2010-11-02,9003,9080,8696,8773,114166,147060.0,12900000.0
2010-11-03,8772,9003,8696,8811,120294,147705.0,12900000.0
2010-11-04,8811,9003,8772,8850,105030,148350.0,12900000.0
2010-11-05,8965,9696,8965,9581,466880,160605.0,12900000.0
2010-11-08,9350,9657,9234,9543,278438,159960.0,12900000.0
2010-11-09,9581,9581,9234,9466,132317,158670.0,12900000.0
2010-11-10,9350,9465,8772,8773,249759,147060.0,12900000.0
2010-11-11,8811,8965,8619,8927,125589,149640.0,12900000.0
2010-11-12,8926,9157,8542,8658,311254,145125.0,12900000.0
2010-11-15,8696,8849,8234,8311,150985,139320.0,12900000.0
2010-11-16,8388,8465,8041,8080,100676,135450.0,12900000.0
2010-11-17,7926,8349,7926,8234,71948,138030.0,12900000.0
2010-11-18,8311,8734,8311,8542,112955,143190.0,12900000.0
2010-11-19,8542,8734,8388,8388,71795,140610.0,12900000.0
2010-11-22,8542,8580,8349,8388,43040,140610.0,12900000.0
2010-11-23,8388,8465,8272,8273,76548,138675.0,12900000.0
2010-11-24,7849,8349,7811,8234,90960,138030.0,12900000.0
2010-11-25,8234,8388,8118,8157,37130,136740.0,12900000.0
2010-11-26,8157,8234,7887,7965,92151,133515.0,12900000.0
2010-11-29,7964,8118,7887,8003,30522,134160.0,12900000.0
2010-11-30,8003,8157,8003,8119,34480,136095.0,12900000.0
2010-12-01,8195,8195,7964,8042,33230,134805.0,12900000.0
2010-12-02,8118,8426,8118,8273,66462,138675.0,12900000.0
2010-12-03,8311,8349,8080,8234,50070,138030.0,12900000.0
2010-12-06,8311,8311,8080,8119,44246,136095.0,12900000.0
2010-12-07,8080,8234,8041,8119,41740,136095.0,12900000.0
2010-12-08,8157,8195,8080,8157,33520,136740.0,12900000.0
2010-12-09,8157,8926,8080,8465,292869,141900.0,12900000.0
2010-12-10,8388,8426,8157,8388,109621,140610.0,12900000.0
2010-12-13,8388,8465,8272,8311,55550,139320.0,12900000.0
2010-12-14,8388,8580,8311,8465,96939,141900.0,12900000.0
2010-12-15,8542,8657,8349,8388,65985,140610.0,12900000.0
2010-12-16,8388,8426,8195,8234,54520,138030.0,12900000.0
2010-12-17,8234,8349,8234,8234,53204,138030.0,12900000.0
2010-12-20,8080,8195,7887,7965,99980,133515.0,12900000.0
2010-12-21,8080,8157,8041,8157,35450,136740.0,12900000.0
2010-12-22,8157,8234,8003,8157,52200,136740.0,12900000.0
2010-12-23,8157,8157,8041,8042,32163,134805.0,12900000.0
2010-12-24,8003,8080,8003,8042,38491,134805.0,12900000.0
2010-12-27,8157,8696,8157,8504,164658,142545.0,12900000.0
2010-12-28,8619,8619,8234,8465,70856,141900.0,12900000.0
2010-12-29,8388,8426,8234,8388,45972,140610.0,12900000.0
2010-12-30,8465,8657,8388,8427,76640,141255.0,12900000.0
2011-01-03,8542,8619,8388,8427,41597,141255.0,12900000.0
2011-01-04,8580,8580,8311,8388,75872,140610.0,12900000.0
2011-01-05,8349,8696,8272,8696,131847,145770.0,12900000.0
2011-01-06,8772,9042,8657,8850,264411,148350.0,12900000.0
2011-01-07,8849,9273,8734,9004,212126,150930.0,12900000.0
2011-01-10,9003,9042,8811,8850,89989,148350.0,12900000.0
2011-01-11,8811,8926,8657,8696,91270,145770.0,12900000.0
2011-01-12,8734,9003,8734,9004,100978,150930.0,12900000.0
2011-01-13,9042,9119,8888,9004,94990,150930.0,12900000.0
2011-01-14,9003,9119,8849,9004,73861,150930.0,12900000.0
2011-01-17,8926,9119,8888,9042,71876,151575.0,12900000.0
2011-01-18,9119,9619,9042,9350,327597,156735.0,12900000.0
2011-01-19,9350,9388,9119,9196,101879,154155.0,12900000.0
2011-01-20,9157,9465,9080,9196,86097,154155.0,12900000.0
2011-01-21,9157,9388,8888,8927,117307,149640.0,12900000.0
2011-01-24,8965,9119,8965,9081,44965,152220.0,12900000.0
2011-01-25,9080,9196,9003,9081,63311,152220.0,12900000.0
2011-01-26,9234,9388,9042,9158,159801,153510.0,12900000.0
2011-01-27,9234,9388,9157,9273,75518,155445.0,12900000.0
2011-01-28,9311,9350,9080,9081,71595,152220.0,12900000.0
2011-01-31,8926,9003,8772,8850,89949,148350.0,12900000.0
2011-02-01,8811,9042,8811,8927,31836,149640.0,12900000.0
2011-02-07,8965,9427,8965,9273,102591,155445.0,12900000.0
2011-02-08,9273,9350,9157,9196,43293,154155.0,12900000.0
2011-02-09,9273,9465,9157,9427,139928,158025.0,12900000.0
2011-02-10,9465,9542,9273,9312,101902,156090.0,12900000.0
2011-02-11,9273,9388,9042,9081,99425,152220.0,12900000.0
2011-02-14,9196,9234,8965,9081,90151,152220.0,12900000.0
2011-02-15,9119,9196,9003,9158,57504,153510.0,12900000.0
2011-02-16,9157,9427,9119,9350,70870,156735.0,12900000.0
2011-02-17,9504,9504,9157,9235,85881,154800.0,12900000.0
2011-02-18,9196,9311,9119,9196,63941,154155.0,12900000.0
2011-02-21,9234,9273,9042,9119,38975,152865.0,12900000.0
2011-02-22,9080,9080,8849,8888,83261,148995.0,12900000.0
2011-02-23,8888,9888,8772,9004,345111,150930.0,12900000.0
2011-02-24,9003,9042,8619,8619,124562,144480.0,12900000.0
2011-02-25,8696,8811,8580,8619,51174,144480.0,12900000.0
2011-02-28,8580,8657,8388,8465,51290,141900.0,12900000.0
2011-03-02,8195,8388,8195,8234,46244,138030.0,12900000.0
2011-03-03,8234,8465,8234,8465,25191,141900.0,12900000.0
2011-03-04,8465,8503,8311,8504,40430,142545.0,12900000.0
2011-03-07,8465,8465,8311,8350,27439,139965.0,12900000.0
2011-03-08,8388,8426,8272,8350,51625,139965.0,12900000.0
2011-03-09,8349,8465,8311,8350,44762,139965.0,12900000.0
2011-03-10,8388,8388,8272,8311,37857,139320.0,12900000.0
2011-03-11,8272,8272,8041,8119,64611,136095.0,12900000.0
2011-03-14,8080,8080,7849,7926,57192,132870.0,12900000.0
2011-03-15,7849,8041,7695,7888,123942,132225.0,12900000.0
2011-03-16,7772,7964,7772,7965,37044,133515.0,12900000.0
2011-03-17,7734,7926,7695,7773,54944,130290.0,12900000.0
2011-03-18,7811,7964,7811,7965,59463,133515.0,12900000.0
2011-03-21,7964,8080,7926,8003,59627,134160.0,12900000.0
2011-03-22,8003,8041,7964,8003,58980,134160.0,12900000.0
2011-03-23,7964,8080,7964,8042,56300,134805.0,12900000.0
2011-03-24,8041,8157,8003,8157,57615,136740.0,12900000.0
2011-03-25,8234,8272,8041,8119,43835,136095.0,12900000.0
2011-03-28,8118,8157,8003,8003,38417,134160.0,12900000.0
2011-03-29,7926,8041,7887,7926,50589,132870.0,12900000.0
2011-03-30,7926,8157,7926,8080,42969,135450.0,12900000.0
2011-03-31,8080,8272,8041,8273,60710,138675.0,12900000.0
2011-04-01,8272,8311,8195,8273,33297,138675.0,12900000.0
2011-04-04,8272,8388,8195,8311,38365,139320.0,12900000.0
2011-04-05,8388,8542,8349,8504,86325,142545.0,12900000.0
2011-04-06,8503,8580,8349,8427,82205,141255.0,12900000.0
2011-04-07,8465,8580,8388,8504,49592,142545.0,12900000.0
2011-04-08,8503,8503,8349,8350,58473,139965.0,12900000.0
2011-04-11,8388,8580,8388,8465,35061,141900.0,12900000.0
2011-04-12,8542,8542,8272,8311,44480,139320.0,12900000.0
2011-04-13,8311,8426,8234,8350,35800,139965.0,12900000.0
2011-04-14,8349,8388,8272,8311,38110,139320.0,12900000.0
2011-04-15,8311,8349,8234,8311,37900,139320.0,12900000.0
2011-04-18,8388,8811,8349,8581,135686,143835.0,12900000.0
2011-04-19,8542,8657,8503,8581,50891,143835.0,12900000.0
2011-04-20,8696,8696,8503,8619,58250,144480.0,12900000.0
2011-04-21,8580,8619,8503,8504,66581,142545.0,12900000.0
2011-04-22,8619,8619,8349,8350,55271,139965.0,12900000.0
2011-04-25,8388,8465,8311,8350,32284,139965.0,12900000.0
2011-04-26,8349,8349,8080,8157,70451,136740.0,12900000.0
2011-04-27,8195,8349,8157,8273,43409,138675.0,12900000.0
2011-04-28,8272,8349,8157,8157,29365,136740.0,12900000.0
2011-04-29,8157,8234,8157,8196,22330,137385.0,12900000.0
2011-05-02,8234,8349,8195,8234,27081,138030.0,12900000.0
2011-05-03,8272,8349,8234,8234,24146,138030.0,12900000.0
2011-05-04,8234,8465,8234,8465,39521,141900.0,12900000.0
2011-05-06,8503,8503,8349,8465,38027,141900.0,12900000.0
2011-05-09,8503,8542,8388,8465,25291,141900.0,12900000.0
2011-05-11,8503,8849,8503,8581,109639,143835.0,12900000.0
2011-05-12,8580,8772,8542,8619,72462,144480.0,12900000.0
2011-05-13,8734,8811,8619,8619,47611,144480.0,12900000.0
2011-05-16,8696,8734,8388,8388,51376,140610.0,12900000.0
2011-05-17,8542,8849,8542,8734,81363,146415.0,12900000.0
2011-05-18,8811,8811,8580,8658,37271,145125.0,12900000.0
2011-05-19,8657,8696,8465,8465,43584,141900.0,12900000.0
2011-05-20,8503,8503,8388,8465,43625,141900.0,12900000.0
2011-05-23,8465,8619,8426,8427,43172,141255.0,12900000.0
2011-05-24,8388,8465,8311,8388,51255,140610.0,12900000.0
2011-05-25,8388,8503,8272,8273,49710,138675.0,12900000.0
2011-05-26,8311,8388,8272,8311,30982,139320.0,12900000.0
2011-05-27,8388,8542,8388,8465,39020,141900.0,12900000.0
2011-05-30,8772,8849,8580,8581,96903,143835.0,12900000.0
2011-05-31,8734,8772,8542,8619,56808,144480.0,12900000.0
2011-06-01,8657,8926,8580,8811,130941,147705.0,12900000.0
2011-06-02,8657,8772,8503,8504,113880,142545.0,12900000.0
2011-06-03,8619,8619,8426,8504,78670,142545.0,12900000.0
2011-06-07,8503,8772,8503,8658,107033,145125.0,12900000.0
2011-06-08,8696,8772,8580,8658,84898,145125.0,12900000.0
2011-06-09,8657,8734,8272,8350,150801,139965.0,12900000.0
2011-06-10,8426,8503,8080,8119,124797,136095.0,12900000.0
2011-06-13,8080,8272,7887,7926,78388,132870.0,12900000.0
2011-06-14,7926,8080,7887,7965,55320,133515.0,12900000.0
2011-06-15,8003,8080,7849,7926,55030,132870.0,12900000.0
2011-06-16,7849,7926,7811,7850,29599,131580.0,12900000.0
2011-06-17,7887,7887,7649,7734,75295,129645.0,12900000.0
2011-06-20,7811,7849,7680,7680,23940,128742.0,12900000.0
2011-06-21,7680,7811,7680,7734,20850,129645.0,12900000.0
2011-06-22,7811,7849,7772,7773,37520,130290.0,12900000.0
2011-06-23,7734,7811,7687,7688,61030,128871.0,12900000.0
2011-06-24,7687,7811,7664,7773,61265,130290.0,12900000.0
2011-06-27,7772,7926,7695,7926,60680,132870.0,12900000.0
2011-06-28,8003,8003,7849,7888,24280,132225.0,12900000.0
2011-06-29,7887,7964,7849,7926,42716,132870.0,12900000.0
2011-06-30,8003,8003,7849,7888,26634,132225.0,12900000.0
2011-07-01,7926,7964,7849,7965,30024,133515.0,12900000.0
2011-07-04,7964,8080,7849,7965,44889,133515.0,12900000.0
2011-07-05,8041,8041,7926,8042,50243,134805.0,12900000.0
2011-07-06,8041,8041,7926,8003,44026,134160.0,12900000.0
2011-07-07,7926,8080,7926,8042,38697,134805.0,12900000.0
2011-07-08,8041,8118,7964,8119,39121,136095.0,12900000.0
2011-07-11,8118,8195,8041,8157,31258,136740.0,12900000.0
2011-07-12,8003,8080,7887,7888,36951,132225.0,12900000.0
2011-07-13,7926,8118,7849,8003,41809,134160.0,12900000.0
2011-07-14,8080,8080,7887,7965,28283,133515.0,12900000.0
2011-07-15,7964,8080,7887,8042,53347,134805.0,12900000.0
2011-07-18,8080,8426,8003,8273,130050,138675.0,12900000.0
2011-07-19,8311,8426,8234,8311,65883,139320.0,12900000.0
2011-07-20,8388,8619,8311,8465,93338,141900.0,12900000.0
2011-07-21,8465,8811,8426,8504,114730,142545.0,12900000.0
2011-07-22,8657,8696,8426,8465,60929,141900.0,12900000.0
2011-07-25,8542,8888,8465,8734,109689,146415.0,12900000.0
2011-07-26,8849,8849,8657,8811,60560,147705.0,12900000.0
2011-07-27,8849,8926,8734,8927,63997,149640.0,12900000.0
2011-07-28,8849,9157,8772,8927,71151,149640.0,12900000.0
2011-07-29,8965,9273,8926,9042,119315,151575.0,12900000.0
2011-08-01,9119,9196,8926,9119,75417,152865.0,12900000.0
2011-08-02,9119,9119,8772,8850,56980,148350.0,12900000.0
2011-08-03,8696,8734,8542,8658,82900,145125.0,12900000.0
2011-08-04,8772,8888,8619,8619,103172,144480.0,12900000.0
2011-08-05,8080,8272,7887,8003,118603,134160.0,12900000.0
2011-08-08,7849,8272,7287,7649,180741,128226.0,12900000.0
2011-08-09,7349,7349,6618,7080,133522,118680.0,12900000.0
2011-08-10,7387,7657,7387,7465,77502,125130.0,12900000.0
2011-08-11,6987,7541,6979,7503,45790,125775.0,12900000.0
2011-08-12,7695,8157,7695,7734,135621,129645.0,12900000.0
2011-08-16,7926,8080,7849,7926,89914,132870.0,12900000.0
2011-08-17,7734,7849,7695,7773,87552,130290.0,12900000.0
2011-08-18,7849,7849,7541,7588,90952,127194.0,12900000.0
2011-08-19,7310,7310,7126,7142,98336,119712.0,12900000.0
2011-08-22,7126,7203,6825,7003,94484,117390.0,12900000.0
2011-08-23,7018,7156,7018,7118,31850,119325.0,12900000.0
2011-08-24,7249,7318,7033,7118,52708,119325.0,12900000.0
2011-08-25,7195,7272,7110,7118,27440,119325.0,12900000.0
2011-08-26,7126,7164,7079,7088,34230,118809.0,12900000.0
2011-08-29,7203,7280,7118,7257,45729,121647.0,12900000.0
2011-08-30,7303,7395,7287,7288,31970,122163.0,12900000.0
2011-08-31,7426,7426,7287,7411,24256,124227.0,12900000.0
2011-09-01,7533,7580,7349,7411,57229,124227.0,12900000.0
2011-09-02,7403,7464,7280,7403,53016,124098.0,12900000.0
2011-09-05,7387,7495,7149,7157,73600,119970.0,12900000.0
2011-09-06,7156,7341,7087,7088,52001,118809.0,12900000.0
2011-09-07,7133,7303,7133,7234,26863,121260.0,12900000.0
2011-09-08,7264,7811,7241,7519,191287,126033.0,12900000.0
2011-09-09,7541,7657,7410,7642,41346,128097.0,12900000.0
2011-09-14,7572,7641,7164,7265,58993,121776.0,12900000.0
2011-09-15,7387,7503,7272,7280,23853,122034.0,12900000.0
2011-09-16,7533,7533,7349,7457,23991,125001.0,12900000.0
2011-09-19,7441,7595,7418,7503,25431,125775.0,12900000.0
2011-09-20,7503,7518,7387,7496,36663,125646.0,12900000.0
2011-09-21,7541,8580,7541,8427,275224,141255.0,12900000.0
2011-09-22,8234,8349,7926,8042,152038,134805.0,12900000.0
2011-09-23,7734,7734,7464,7472,105788,125259.0,12900000.0
2011-09-26,7495,7580,6672,6695,109049,112230.0,12900000.0
2011-09-27,6956,7241,6926,7088,44720,118809.0,12900000.0
2011-09-28,7149,7372,7002,7034,26390,117906.0,12900000.0
2011-09-29,7033,7241,7026,7226,42477,121131.0,12900000.0
2011-09-30,7226,7303,7133,7188,26371,120486.0,12900000.0
2011-10-04,6941,7064,6833,7003,29372,117390.0,12900000.0
2011-10-05,7002,7018,6864,6864,26051,115068.0,12900000.0
2011-10-06,6933,7056,6926,6934,18961,116229.0,12900000.0
2011-10-07,7110,7141,6979,7103,21400,119067.0,12900000.0
2011-10-10,7079,7233,7049,7134,24130,119583.0,12900000.0
2011-10-11,7195,7495,7133,7342,44040,123066.0,12900000.0
2011-10-12,7310,7441,7241,7365,21310,123453.0,12900000.0
2011-10-13,7349,7457,7349,7419,21980,124356.0,12900000.0
2011-10-14,7418,7418,7310,7342,19427,123066.0,12900000.0
2011-10-17,7356,7618,7356,7603,48428,127452.0,12900000.0
2011-10-18,7464,8542,7356,7696,403442,129000.0,12900000.0
2011-10-19,8003,8003,7657,7657,78317,128355.0,12900000.0
2011-10-20,7695,7734,7333,7334,77400,122937.0,12900000.0
2011-10-21,7341,7464,7256,7357,41550,123324.0,12900000.0
2011-10-24,7495,7533,7387,7503,48045,125775.0,12900000.0
2011-10-25,7587,7587,7441,7465,37642,125130.0,12900000.0
2011-10-26,7326,7541,7326,7488,23841,125517.0,12900000.0
2011-10-27,7580,7649,7457,7619,24225,127710.0,12900000.0
2011-10-28,7695,7772,7564,7642,38671,128097.0,12900000.0
2011-10-31,7664,7664,7464,7619,41349,127710.0,12900000.0
2011-11-01,7541,7772,7503,7665,18288,128484.0,12900000.0
2011-11-02,7518,7557,7464,7519,28359,126033.0,12900000.0
2011-11-03,7603,7641,7495,7503,41475,125775.0,12900000.0
2011-11-04,7610,7734,7564,7634,40135,127968.0,12900000.0
2011-11-07,7595,7926,7572,7811,50610,130935.0,12900000.0
2011-11-08,7926,7926,7695,7734,48554,129645.0,12900000.0
2011-11-09,7849,8041,7772,8042,77120,134805.0,12900000.0
2011-11-10,7734,7849,7695,7773,64680,130290.0,12900000.0
2011-11-11,7926,7964,7811,7965,31277,133515.0,12900000.0
2011-11-14,8041,8080,7887,7888,76170,132225.0,12900000.0
2011-11-15,7887,7887,7734,7734,56000,129645.0,12900000.0
2011-11-16,7772,7811,7672,7680,53371,128742.0,12900000.0
2011-11-17,7695,7849,7580,7773,26158,130290.0,12900000.0
2011-11-18,7695,7811,7603,7734,20110,129645.0,12900000.0
2011-11-21,7772,7811,7687,7773,32369,130290.0,12900000.0
2011-11-22,7649,7887,7649,7811,34420,130935.0,12900000.0
2011-11-23,7772,7772,7495,7542,36656,126420.0,12900000.0
2011-11-24,7464,7618,7387,7426,19752,124485.0,12900000.0
2011-11-25,7349,7426,7126,7288,36841,122163.0,12900000.0
2011-11-28,7318,7564,7318,7388,19600,123840.0,12900000.0
2011-11-29,7503,7503,7341,7419,31132,124356.0,12900000.0
2011-11-30,7410,7618,7387,7465,31440,125130.0,12900000.0
2011-12-01,7580,7687,7433,7619,31951,127710.0,12900000.0
2011-12-02,7618,7811,7533,7657,24660,128355.0,12900000.0
2011-12-05,7772,7772,7541,7634,9718,127968.0,12900000.0
2011-12-06,7634,7695,7518,7519,15989,126033.0,12900000.0
2011-12-07,7518,7618,7518,7542,13534,126420.0,12900000.0
2011-12-08,7541,7587,7480,7503,13510,125775.0,12900000.0
2011-12-09,7387,7480,7387,7434,5873,124614.0,12900000.0
2011-12-12,7464,7687,7441,7480,26433,125388.0,12900000.0
2011-12-13,7441,7533,7387,7488,9977,125517.0,12900000.0
2011-12-14,7441,7487,7395,7419,6020,124356.0,12900000.0
2011-12-15,7364,7433,7241,7295,24400,122292.0,12900000.0
2011-12-16,7295,7372,7295,7326,7912,122808.0,12900000.0
2011-12-19,7426,7426,6756,7049,27215,118164.0,12900000.0
2011-12-20,6933,7149,6772,7057,17709,118293.0,12900000.0
2011-12-21,7118,7318,7118,7272,11610,121905.0,12900000.0
2011-12-22,7318,7318,7203,7272,11548,121905.0,12900000.0
2011-12-23,7256,7272,7172,7172,14109,120228.0,12900000.0
2011-12-26,7210,7233,7118,7180,10720,120357.0,12900000.0
2011-12-27,7079,7195,7079,7180,14850,120357.0,12900000.0
2011-12-28,7103,7164,7079,7157,7973,119970.0,12900000.0
2011-12-29,7249,7249,7103,7157,7092,119970.0,12900000.0
2012-01-02,7095,7341,7079,7295,25380,122292.0,12900000.0
2012-01-03,7303,7657,7303,7457,39537,125001.0,12900000.0
2012-01-04,7464,7849,7426,7696,110363,129000.0,12900000.0
2012-01-05,7772,7926,7595,7657,54575,128355.0,12900000.0
2012-01-06,7626,8426,7626,8042,190231,134805.0,12900000.0
2012-01-09,8349,9234,8349,8850,634089,148350.0,12900000.0
2012-01-10,8657,8888,8311,8696,195718,145770.0,12900000.0
2012-01-11,8772,8811,8388,8465,105920,141900.0,12900000.0
2012-01-12,8542,8542,8041,8196,145972,137385.0,12900000.0
2012-01-13,8195,8234,7926,8080,101286,135450.0,12900000.0
2012-01-16,7964,8080,7849,8042,41130,134805.0,12900000.0
2012-01-17,8118,8465,8080,8427,115865,141255.0,12900000.0
2012-01-18,8426,8542,8234,8311,64980,139320.0,12900000.0
2012-01-19,8311,8388,8041,8196,63056,137385.0,12900000.0
2012-01-20,8234,8272,8041,8119,22571,136095.0,12900000.0
2012-01-25,8157,8157,7849,8042,44594,134805.0,12900000.0
2012-01-26,8003,8157,7926,8157,18469,136740.0,12900000.0
2012-01-27,8080,8195,8003,8119,17021,136095.0,12900000.0
2012-01-30,8118,8195,8041,8119,27528,136095.0,12900000.0
2012-01-31,8157,8426,8080,8350,56348,139965.0,12900000.0
2012-02-01,8311,8388,8234,8350,30859,139965.0,12900000.0
2012-02-02,8349,8888,8349,8658,121264,145125.0,12900000.0
2012-02-03,8657,9234,8657,9042,194474,151575.0,12900000.0
2012-02-06,9157,9157,8580,8696,61330,145770.0,12900000.0
2012-02-07,8734,8888,8465,8619,75330,144480.0,12900000.0
2012-02-08,8619,8849,8465,8811,43783,147705.0,12900000.0
2012-02-09,8849,9388,8811,8927,152664,149640.0,12900000.0
2012-02-10,8926,9427,8926,9196,112657,154155.0,12900000.0
2012-02-13,9273,9388,9042,9235,55729,154800.0,12900000.0
2012-02-14,9119,10004,9119,9696,189230,162540.0,12900000.0
