금호타이어(073240),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2005-06-16,44340,44490,43295,44490,230543,1043000.0,70000000.0
2005-06-17,44490,44490,43743,43744,66103,1025500.0,70000000.0
2005-06-20,43743,43743,42400,42699,167292,1001000.0,70000000.0
2005-06-21,42250,43295,42250,42997,199192,1008000.0,70000000.0
2005-06-22,42698,44490,42698,44490,201644,1043000.0,70000000.0
2005-06-23,44490,44788,44042,44789,235789,1050000.0,70000000.0
2005-06-24,44191,44788,43892,44341,184931,1039500.0,70000000.0
2005-06-27,44340,44490,42847,43744,218157,1025500.0,70000000.0
2005-06-28,43743,44042,43295,44042,130596,1032500.0,70000000.0
2005-06-29,44490,44938,44042,44938,247172,1053500.0,70000000.0
2005-06-30,44788,45236,44490,44789,184197,1050000.0,70000000.0
2005-07-01,44788,47625,44788,47028,924587,1102500.0,70000000.0
2005-07-04,47177,47625,46132,46879,431756,1099000.0,70000000.0
2005-07-05,46878,47326,46430,46879,258315,1099000.0,70000000.0
2005-07-06,47326,47476,45983,46282,171125,1085000.0,70000000.0
2005-07-07,46281,47774,45385,47476,400810,1113000.0,70000000.0
2005-07-08,47326,47774,46580,47028,147201,1102500.0,70000000.0
2005-07-11,47476,48222,47476,47625,352241,1116500.0,70000000.0
2005-07-12,48371,48371,46878,47625,263205,1116500.0,70000000.0
2005-07-13,47326,47625,46878,47028,157131,1102500.0,70000000.0
2005-07-14,46729,47625,46132,47177,369027,1106000.0,70000000.0
2005-07-15,47177,47476,46281,46580,186205,1092000.0,70000000.0
2005-07-18,46430,47177,46281,46282,143432,1085000.0,70000000.0
2005-07-19,46281,47774,46132,47775,224186,1120000.0,70000000.0
2005-07-20,48073,49267,47476,47625,498895,1116500.0,70000000.0
2005-07-21,48670,48670,47326,47775,181945,1120000.0,70000000.0
2005-07-22,47177,48670,46281,47775,303651,1120000.0,70000000.0
2005-07-25,47774,48521,47326,48521,341820,1137500.0,70000000.0
2005-07-26,48670,49267,48222,48521,359727,1137500.0,70000000.0
2005-07-27,48521,48969,48371,48521,154468,1137500.0,70000000.0
2005-07-28,49118,49118,47625,47775,258371,1120000.0,70000000.0
2005-07-29,47774,48371,46281,46580,351168,1092000.0,70000000.0
2005-08-01,46580,47028,46281,46879,289731,1099000.0,70000000.0
2005-08-02,46878,48222,46430,48073,349309,1127000.0,70000000.0
2005-08-03,48371,48969,47177,47775,206867,1120000.0,70000000.0
2005-08-04,47774,48073,46729,46879,171561,1099000.0,70000000.0
2005-08-05,46430,46580,44938,45386,200628,1064000.0,70000000.0
2005-08-08,44938,45385,44788,45237,101046,1060500.0,70000000.0
2005-08-09,45385,46430,45236,46282,124776,1085000.0,70000000.0
2005-08-10,46132,46729,45684,45983,389281,1078000.0,70000000.0
2005-08-11,46132,46281,45684,46282,275194,1085000.0,70000000.0
2005-08-12,46430,48073,45983,47775,385918,1120000.0,70000000.0
2005-08-16,47774,48222,47326,48073,373730,1127000.0,70000000.0
2005-08-17,47774,48521,46878,47327,276750,1109500.0,70000000.0
2005-08-18,47625,47923,46430,46431,107071,1088500.0,70000000.0
2005-08-19,46430,47326,45535,47327,192580,1109500.0,70000000.0
2005-08-22,48222,49267,47625,48969,620130,1148000.0,70000000.0
2005-08-23,49267,50312,48521,48521,925092,1137500.0,70000000.0
2005-08-24,48521,48670,46430,48223,787508,1130500.0,70000000.0
2005-08-25,47923,49416,47774,49268,554660,1155000.0,70000000.0
2005-08-26,49566,51357,49416,50163,1200618,1176000.0,70000000.0
2005-08-29,49566,50014,48073,50014,415050,1172500.0,70000000.0
2005-08-30,50312,50909,48521,49566,268130,1162000.0,70000000.0
2005-08-31,48371,49566,47923,48073,325129,1127000.0,70000000.0
2005-09-01,48222,48819,46580,47028,1114713,1102500.0,70000000.0
2005-09-02,47028,47625,46430,47327,608628,1109500.0,70000000.0
2005-09-05,47326,47625,46729,47028,299685,1102500.0,70000000.0
2005-09-06,46878,47774,46878,47775,361848,1120000.0,70000000.0
2005-09-07,48073,48371,47177,47476,382109,1113000.0,70000000.0
2005-09-08,47923,48073,47177,47327,320552,1109500.0,70000000.0
2005-09-09,47476,49864,47028,49865,868305,1169000.0,70000000.0
2005-09-12,49715,52552,49267,51358,12131458,1204000.0,70000000.0
2005-09-13,52253,52701,50461,51507,1098150,1207500.0,70000000.0
2005-09-14,51357,51954,50760,51955,641901,1218000.0,70000000.0
2005-09-15,51954,53149,51954,53000,1091007,1242500.0,70000000.0
2005-09-16,53000,55239,53000,54194,1193390,1270500.0,70000000.0
2005-09-20,55239,58971,54791,58673,1774950,1375500.0,70000000.0
2005-09-21,57777,58374,56284,57628,691553,1351000.0,70000000.0
2005-09-22,57180,57180,55388,56583,601351,1326500.0,70000000.0
2005-09-23,55687,56433,54343,54642,600107,1281000.0,70000000.0
2005-09-26,54791,56433,54791,56434,545413,1323000.0,70000000.0
2005-09-27,56135,56583,54940,55538,303741,1302000.0,70000000.0
2005-09-28,55090,55687,54194,55239,741360,1295000.0,70000000.0
2005-09-29,55239,55538,54343,54493,401495,1277500.0,70000000.0
2005-09-30,54791,56433,54045,54194,663842,1270500.0,70000000.0
2005-10-04,54343,55836,54343,55837,535677,1309000.0,70000000.0
2005-10-05,55687,55687,53447,53597,659576,1256500.0,70000000.0
2005-10-06,52850,53000,51357,52701,593072,1235500.0,70000000.0
2005-10-07,52253,54492,52104,54344,556690,1274000.0,70000000.0
2005-10-10,54492,55538,54194,55538,325267,1302000.0,70000000.0
2005-10-11,54642,56284,54642,56285,382065,1319500.0,70000000.0
2005-10-12,56135,56284,54492,55239,349214,1295000.0,70000000.0
2005-10-13,54343,55090,53000,53597,392055,1256500.0,70000000.0
2005-10-14,53298,54194,51954,52403,244598,1228500.0,70000000.0
2005-10-17,52104,53000,50909,51955,243452,1218000.0,70000000.0
2005-10-18,52552,52552,50312,51358,558852,1204000.0,70000000.0
2005-10-19,51805,51805,50312,50761,215715,1190000.0,70000000.0
2005-10-20,51954,53447,51357,53448,397362,1253000.0,70000000.0
2005-10-21,51954,53746,51954,53597,206205,1256500.0,70000000.0
2005-10-24,53597,53597,50760,51507,524901,1207500.0,70000000.0
2005-10-25,51357,51507,49566,50462,846112,1183000.0,70000000.0
2005-10-26,49864,50312,48969,48969,557698,1148000.0,70000000.0
2005-10-27,48969,49566,48222,48372,443999,1134000.0,70000000.0
2005-10-28,47476,48073,45684,46431,921690,1088500.0,70000000.0
2005-10-31,46729,46878,45385,46132,1079894,1081500.0,70000000.0
2005-11-01,46580,47625,46430,47476,707937,1113000.0,70000000.0
2005-11-02,47625,48371,47028,48223,600452,1130500.0,70000000.0
2005-11-03,48371,48521,47476,48372,728205,1134000.0,70000000.0
2005-11-04,48670,49267,48222,48670,566833,1141000.0,70000000.0
2005-11-07,48969,49118,47774,48521,334653,1137500.0,70000000.0
2005-11-08,48073,48670,47028,47177,624879,1106000.0,70000000.0
2005-11-09,46729,46878,45983,46730,609258,1095500.0,70000000.0
2005-11-10,46580,46729,45385,45834,694529,1074500.0,70000000.0
2005-11-11,46281,46878,46132,46879,835783,1099000.0,70000000.0
2005-11-14,47177,47177,46430,46431,595730,1088500.0,70000000.0
2005-11-15,46729,47326,45833,46580,1142485,1092000.0,70000000.0
2005-11-16,46878,48222,46580,48223,1025367,1130500.0,70000000.0
2005-11-17,48521,49118,47923,49118,711341,1151500.0,70000000.0
2005-11-18,49416,49416,47625,48670,763379,1141000.0,70000000.0
2005-11-21,48969,48969,46580,46879,824733,1099000.0,70000000.0
2005-11-22,47177,47625,46729,47177,354075,1106000.0,70000000.0
2005-11-23,47476,47625,46281,47028,604940,1102500.0,70000000.0
2005-11-24,47177,47177,45087,45237,1024587,1060500.0,70000000.0
2005-11-25,45684,48073,45385,48073,846080,1127000.0,70000000.0
2005-11-28,48222,48222,46729,47028,345512,1102500.0,70000000.0
2005-11-29,46430,47476,46132,47177,380852,1106000.0,70000000.0
2005-11-30,46729,47476,46430,46730,347644,1095500.0,70000000.0
2005-12-01,46878,47177,46281,46431,521661,1088500.0,70000000.0
2005-12-02,47028,47028,46430,46730,469871,1095500.0,70000000.0
2005-12-05,46878,47177,46430,47028,518591,1102500.0,70000000.0
2005-12-06,47326,48670,46878,48372,600606,1134000.0,70000000.0
2005-12-07,48670,48670,46729,47327,470721,1109500.0,70000000.0
2005-12-08,47326,48073,47028,47775,381813,1120000.0,70000000.0
2005-12-09,47923,48371,47625,48372,434526,1134000.0,70000000.0
2005-12-12,48670,50163,48670,49268,832287,1155000.0,70000000.0
2005-12-13,49416,50461,48521,50462,584992,1183000.0,70000000.0
2005-12-14,50611,50760,49416,49715,369639,1165500.0,70000000.0
2005-12-15,49864,50461,49118,50462,1372376,1183000.0,70000000.0
2005-12-16,50014,50611,49267,50163,400583,1176000.0,70000000.0
2005-12-19,49864,51656,49416,51358,565332,1204000.0,70000000.0
2005-12-20,51507,52104,50909,51208,449303,1200500.0,70000000.0
2005-12-21,51357,51507,49118,49417,635291,1158500.0,70000000.0
2005-12-22,49416,49715,46132,46580,877527,1092000.0,70000000.0
2005-12-23,46729,47476,45833,47327,349788,1109500.0,70000000.0
2005-12-26,47028,47923,46878,47177,417759,1106000.0,70000000.0
2005-12-27,46878,47625,46878,47476,312845,1113000.0,70000000.0
2005-12-28,46580,46580,45983,46132,300652,1081500.0,70000000.0
2005-12-29,46281,47476,46281,47327,340130,1109500.0,70000000.0
2006-01-02,47923,48819,47326,48670,414723,1141000.0,70000000.0
2006-01-03,48969,48969,47177,47476,229750,1113000.0,70000000.0
2006-01-04,47625,47774,46430,46580,547150,1092000.0,70000000.0
2006-01-05,46878,47177,46430,46879,473109,1099000.0,70000000.0
2006-01-06,47177,51208,46729,49118,2219296,1151500.0,70000000.0
2006-01-09,50312,51954,49566,51806,1671936,1214500.0,70000000.0
2006-01-10,52104,52104,50163,50761,567742,1190000.0,70000000.0
2006-01-11,51656,51656,48819,49865,448285,1169000.0,70000000.0
2006-01-12,49864,50611,49267,50462,337211,1183000.0,70000000.0
2006-01-13,50461,50461,49267,49417,309525,1158500.0,70000000.0
2006-01-16,49864,51208,49566,51059,502774,1197000.0,70000000.0
2006-01-17,51656,51656,48521,48670,342095,1141000.0,70000000.0
2006-01-18,48371,48521,46430,47775,400869,1120000.0,70000000.0
2006-01-19,48073,48073,46729,47476,199718,1113000.0,70000000.0
2006-01-20,47476,47625,44042,45983,746990,1078000.0,70000000.0
2006-01-23,44191,45087,41952,41952,576270,983500.0,70000000.0
2006-01-24,42250,42997,40011,41206,961263,966000.0,70000000.0
2006-01-25,41802,42400,41354,41803,1273054,980000.0,70000000.0
2006-01-26,42250,43295,41952,43146,568674,1011500.0,70000000.0
2006-01-27,43743,44042,43295,43744,374388,1025500.0,70000000.0
2006-01-31,43892,44042,42698,42997,455812,1008000.0,70000000.0
2006-02-01,42698,42698,40608,41206,964238,966000.0,70000000.0
2006-02-02,41653,41952,40757,41206,706496,966000.0,70000000.0
2006-02-03,40907,42250,40459,41206,594226,966000.0,70000000.0
2006-02-06,41504,43594,41504,43146,874752,1011500.0,70000000.0
2006-02-07,43146,43743,42698,43594,390114,1022000.0,70000000.0
2006-02-08,43295,43743,42400,42997,217540,1008000.0,70000000.0
2006-02-09,43892,43892,42698,42848,195079,1004500.0,70000000.0
2006-02-10,42698,45087,42400,45087,23021690,1057000.0,70000000.0
2006-02-13,45087,45983,44042,45386,952391,1064000.0,70000000.0
2006-02-14,44490,44490,43295,43893,863140,1029000.0,70000000.0
2006-02-15,45087,45236,44191,44192,471079,1036000.0,70000000.0
2006-02-16,44340,45385,43892,45087,358067,1057000.0,70000000.0
2006-02-17,44788,45535,43892,45386,289980,1064000.0,70000000.0
2006-02-20,45087,45684,44639,45535,191699,1067500.0,70000000.0
2006-02-21,45087,45684,44340,44490,175620,1043000.0,70000000.0
2006-02-22,44788,45684,44340,45685,1647656,1071000.0,70000000.0
2006-02-23,46132,46281,44042,44938,578191,1053500.0,70000000.0
2006-02-24,44788,44938,44340,44639,145297,1046500.0,70000000.0
2006-02-27,44639,44938,44191,44341,228434,1039500.0,70000000.0
2006-02-28,44938,45236,44490,44639,300059,1046500.0,70000000.0
2006-03-02,44938,45087,44191,44639,327210,1046500.0,70000000.0
2006-03-03,44490,44639,42549,42699,434684,1001000.0,70000000.0
2006-03-06,42400,43594,42400,43146,214596,1011500.0,70000000.0
2006-03-07,42549,42997,41802,42400,208758,994000.0,70000000.0
2006-03-08,41802,42101,41504,41952,278156,983500.0,70000000.0
2006-03-09,42250,42847,41802,41803,352066,980000.0,70000000.0
2006-03-10,41952,42101,41802,41952,643070,983500.0,70000000.0
2006-03-13,42250,42400,41354,41803,458973,980000.0,70000000.0
2006-03-14,41653,41653,40907,40907,362361,959000.0,70000000.0
2006-03-15,41205,41653,41056,41654,246590,976500.0,70000000.0
2006-03-16,41354,43295,41205,43296,901299,1015000.0,70000000.0
2006-03-17,42698,44042,42549,43893,321311,1029000.0,70000000.0
2006-03-20,44191,46878,44191,46580,1016194,1092000.0,70000000.0
2006-03-21,46878,47028,45385,46879,505773,1099000.0,70000000.0
2006-03-22,45983,46878,45535,46580,2221472,1092000.0,70000000.0
2006-03-23,47177,48670,46580,48670,831212,1141000.0,70000000.0
2006-03-24,48670,49118,47625,49118,459213,1151500.0,70000000.0
2006-03-27,48670,48819,47326,48670,406567,1141000.0,70000000.0
2006-03-28,48670,48670,47625,48223,333194,1130500.0,70000000.0
2006-03-29,47177,47774,46878,47476,272906,1113000.0,70000000.0
2006-03-30,48371,48521,46281,48073,312946,1127000.0,70000000.0
2006-03-31,47923,49118,47326,49118,479256,1151500.0,70000000.0
2006-04-03,49267,49267,48371,49118,330140,1151500.0,70000000.0
2006-04-04,48670,49118,48073,49118,324109,1151500.0,70000000.0
2006-04-05,49118,49118,48073,48969,289593,1148000.0,70000000.0
2006-04-06,48371,48969,48073,48073,195562,1127000.0,70000000.0
2006-04-07,48073,48073,46729,47625,333656,1116500.0,70000000.0
2006-04-10,46878,47476,46430,47476,225592,1113000.0,70000000.0
2006-04-11,47177,47177,46580,46580,169296,1092000.0,70000000.0
2006-04-12,45983,47476,45983,47327,215351,1109500.0,70000000.0
2006-04-13,47028,47923,46878,47476,184260,1113000.0,70000000.0
2006-04-14,47476,47923,47028,47028,293279,1102500.0,70000000.0
2006-04-17,47326,47476,45833,45834,301744,1074500.0,70000000.0
2006-04-18,45983,46281,45087,45983,560376,1078000.0,70000000.0
2006-04-19,46281,46580,45087,45087,352779,1057000.0,70000000.0
2006-04-20,44788,46281,44788,45685,255974,1071000.0,70000000.0
2006-04-21,46281,48222,45833,47775,478728,1120000.0,70000000.0
2006-04-24,47476,47625,45684,45983,407316,1078000.0,70000000.0
2006-04-25,45385,45684,44191,44192,597080,1036000.0,70000000.0
2006-04-26,44639,44788,43445,43445,392161,1018500.0,70000000.0
2006-04-27,44490,45535,43892,44490,401541,1043000.0,70000000.0
2006-04-28,44191,44639,43594,43893,234695,1029000.0,70000000.0
2006-05-02,43892,45236,43892,45237,191767,1060500.0,70000000.0
2006-05-03,45236,46132,44938,45535,342383,1067500.0,70000000.0
2006-05-04,45087,46132,44639,46132,173387,1081500.0,70000000.0
2006-05-08,45983,46430,45535,46431,161239,1088500.0,70000000.0
2006-05-09,45833,46281,45087,45685,288452,1071000.0,70000000.0
2006-05-10,45385,45833,44788,45237,118370,1060500.0,70000000.0
2006-05-11,44788,45087,43743,43893,345187,1029000.0,70000000.0
2006-05-12,43594,44938,43295,44938,279778,1053500.0,70000000.0
2006-05-15,44788,45087,44042,44490,171751,1043000.0,70000000.0
2006-05-16,44191,45087,43743,43893,168017,1029000.0,70000000.0
2006-05-17,43743,44788,43295,44341,217850,1039500.0,70000000.0
2006-05-18,43295,43594,42997,43296,139354,1015000.0,70000000.0
2006-05-19,42698,44340,42698,44341,80458,1039500.0,70000000.0
2006-05-22,44340,44490,43146,43893,76500,1029000.0,70000000.0
2006-05-23,43295,43892,42698,42848,136662,1004500.0,70000000.0
2006-05-24,42698,42997,42250,42549,107287,997500.0,70000000.0
2006-05-25,42549,42549,40309,40608,264560,952000.0,70000000.0
2006-05-26,40907,41205,40757,41056,166773,962500.0,70000000.0
2006-05-29,41056,42847,41056,42400,150220,994000.0,70000000.0
2006-05-30,42698,42698,40907,41206,118442,966000.0,70000000.0
2006-06-01,41802,42847,41504,42699,264970,1001000.0,70000000.0
2006-06-02,42997,44639,42698,44192,289280,1036000.0,70000000.0
2006-06-05,43892,44788,43594,44789,201440,1050000.0,70000000.0
2006-06-07,43743,44938,42698,44042,317529,1032500.0,70000000.0
2006-06-08,43892,44788,41653,41654,591806,976500.0,70000000.0
2006-06-09,42400,42847,41504,42549,242797,997500.0,70000000.0
2006-06-12,42250,42250,41354,41952,166421,983500.0,70000000.0
2006-06-13,41205,41802,40757,40758,116456,955500.0,70000000.0
2006-06-14,40608,41056,39861,40907,287521,959000.0,70000000.0
2006-06-15,41354,41504,40459,40608,154153,952000.0,70000000.0
2006-06-16,41354,41802,41056,41504,245714,973000.0,70000000.0
2006-06-19,41056,41205,39563,40011,287574,938000.0,70000000.0
2006-06-20,39861,40011,39115,39115,162419,917000.0,70000000.0
2006-06-21,38816,38966,36876,37175,467617,871500.0,70000000.0
2006-06-22,37622,37921,37323,37473,512813,878500.0,70000000.0
2006-06-23,37025,37473,36726,37473,212799,878500.0,70000000.0
2006-06-26,37174,38070,37174,37623,353211,882000.0,70000000.0
2006-06-27,38070,38070,37323,37473,231220,878500.0,70000000.0
2006-06-28,36876,37025,35980,36428,389144,854000.0,70000000.0
2006-06-29,36577,38070,36428,37921,289919,889000.0,70000000.0
2006-06-30,38518,38667,38070,38518,290694,903000.0,70000000.0
2006-07-03,38219,38518,37771,38518,103876,903000.0,70000000.0
2006-07-04,38816,38966,37921,37921,107135,889000.0,70000000.0
2006-07-05,37323,38518,37174,38369,161606,899500.0,70000000.0
2006-07-06,37921,38070,36726,36727,286437,861000.0,70000000.0
2006-07-07,37174,37174,35830,35831,521514,840000.0,70000000.0
2006-07-10,35681,37174,35532,36577,641885,857500.0,70000000.0
2006-07-11,36428,36577,35980,36130,428487,847000.0,70000000.0
2006-07-12,36577,37025,36129,36130,480606,847000.0,70000000.0
2006-07-13,36278,38070,35980,37772,772420,885500.0,70000000.0
2006-07-14,37025,37174,36278,36428,238072,854000.0,70000000.0
2006-07-18,36428,36428,35681,35682,292010,836500.0,70000000.0
2006-07-19,35830,36129,35383,35532,219233,833000.0,70000000.0
2006-07-20,36278,36577,35980,36428,288266,854000.0,70000000.0
2006-07-21,35681,36278,35681,36279,166076,850500.0,70000000.0
2006-07-24,36129,36577,35830,36428,176717,854000.0,70000000.0
2006-07-25,36876,37025,36278,36577,131170,857500.0,70000000.0
2006-07-26,36577,36726,35830,35831,217446,840000.0,70000000.0
2006-07-27,35980,36278,35830,36130,293015,847000.0,70000000.0
2006-07-28,35980,36129,33591,33592,999725,787500.0,70000000.0
2006-07-31,33740,33890,32845,33741,733320,791000.0,70000000.0
2006-08-01,33591,33890,31501,31949,629640,749000.0,70000000.0
2006-08-02,31501,31799,30904,31203,523612,731500.0,70000000.0
2006-08-03,31501,31949,30456,30755,759637,721000.0,70000000.0
2006-08-04,30904,32247,30754,31949,742226,749000.0,70000000.0
2006-08-07,32098,32247,30904,31203,542810,731500.0,70000000.0
2006-08-08,31053,31650,31053,31651,616076,742000.0,70000000.0
2006-08-09,31650,31650,31053,31651,846029,742000.0,70000000.0
2006-08-10,31501,31501,30904,31352,680386,735000.0,70000000.0
2006-08-11,31650,32845,31501,32546,982824,763000.0,70000000.0
2006-08-14,32845,33442,32397,32845,750025,770000.0,70000000.0
2006-08-16,33292,33442,32397,32397,612010,759500.0,70000000.0
2006-08-17,32695,32845,31800,31800,532670,745500.0,70000000.0
2006-08-18,31949,32994,31800,32099,854575,752500.0,70000000.0
2006-08-21,32247,32397,31202,31352,609279,735000.0,70000000.0
2006-08-22,31202,31650,30904,31203,1004755,731500.0,70000000.0
2006-08-23,31352,32247,31202,32248,899634,756000.0,70000000.0
2006-08-24,32247,32845,32098,32248,642247,756000.0,70000000.0
2006-08-25,32695,33890,32397,33890,1044875,794500.0,70000000.0
2006-08-28,34188,34636,33591,34338,790251,805000.0,70000000.0
2006-08-29,34338,34636,33591,34637,659774,812000.0,70000000.0
2006-08-30,34636,34785,34039,34189,425923,801500.0,70000000.0
2006-08-31,34487,35084,34188,34338,496634,805000.0,70000000.0
2006-09-01,34338,34338,33442,33741,550600,791000.0,70000000.0
2006-09-04,34188,34188,33740,34039,318184,798000.0,70000000.0
2006-09-05,33890,34785,33591,34786,370865,815500.0,70000000.0
2006-09-06,34785,35084,34188,34487,407525,808500.0,70000000.0
2006-09-07,34039,34338,33740,34338,302146,805000.0,70000000.0
2006-09-08,34039,34935,34039,34786,224268,815500.0,70000000.0
2006-09-11,34636,34935,33890,33890,372030,794500.0,70000000.0
2006-09-12,34039,34785,33890,34338,284226,805000.0,70000000.0
2006-09-13,34935,37025,34785,36727,1256794,861000.0,70000000.0
2006-09-14,36726,37771,36278,37772,822034,885500.0,70000000.0
2006-09-15,37622,37921,36876,37772,491304,885500.0,70000000.0
2006-09-18,37921,37921,37025,37623,364722,882000.0,70000000.0
2006-09-19,37323,37323,36129,36428,477986,854000.0,70000000.0
2006-09-20,36129,36876,35980,36577,330024,857500.0,70000000.0
2006-09-21,37174,37174,35980,36130,416963,847000.0,70000000.0
2006-09-22,35830,35980,35233,35234,562352,826000.0,70000000.0
2006-09-25,35233,36428,35084,36130,246393,847000.0,70000000.0
2006-09-26,36428,36726,34785,34786,412026,815500.0,70000000.0
2006-09-27,35233,35383,34338,34935,437161,819000.0,70000000.0
2006-09-28,34935,35233,34487,34935,272260,819000.0,70000000.0
2006-09-29,35084,35681,34935,34935,423034,819000.0,70000000.0
2006-10-02,34636,34785,34039,34338,1128459,805000.0,70000000.0
2006-10-04,34188,34636,34039,34338,298173,805000.0,70000000.0
2006-10-09,34338,34636,32098,32845,734528,770000.0,70000000.0
2006-10-10,32994,33591,32845,32994,367821,773500.0,70000000.0
2006-10-11,32845,33292,32397,33293,182356,780500.0,70000000.0
2006-10-12,33442,34039,33143,33592,193646,787500.0,70000000.0
