롯데하이마트(071840),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2011-11-07,90300,91100,89100,89500,64056,2112890.0,23607712.0
2011-11-08,90300,91400,87100,89900,44857,2122333.0,23607712.0
2011-11-09,89300,90000,86100,87800,123195,2072757.0,23607712.0
2011-11-10,85000,87800,85000,87700,93807,2070396.0,23607712.0
2011-11-11,87200,89000,85700,89000,71271,2101086.0,23607712.0
2011-11-14,91000,95000,89600,93600,162239,2209682.0,23607712.0
2011-11-15,94400,94400,91600,92500,85617,2183713.0,23607712.0
2011-11-16,92000,93600,90500,91500,62850,2160106.0,23607712.0
2011-11-17,91500,92300,89200,90600,59178,2138859.0,23607712.0
2011-11-18,90500,92000,88400,89600,72470,2115251.0,23607712.0
2011-11-21,88300,91000,88300,90300,59898,2131776.0,23607712.0
2011-11-22,88300,90900,88300,89900,32038,2122333.0,23607712.0
2011-11-23,89600,90900,86600,87000,71100,2053871.0,23607712.0
2011-11-24,91000,94000,74000,75900,2275966,1791825.0,23607712.0
2011-11-25,74500,79000,68400,72000,1342383,1699755.0,23607712.0
2011-11-28,72000,80600,71500,76900,992012,1815433.0,23607712.0
2011-11-29,76900,78300,70400,72100,1346257,1702116.0,23607712.0
2011-11-30,71800,79800,71100,74400,1887376,1756414.0,23607712.0
2011-12-01,77200,77500,72200,72200,824795,1704477.0,23607712.0
2011-12-02,66200,79900,66200,77700,2071623,1834319.0,23607712.0
2011-12-05,77600,78500,75800,77200,483484,1822515.0,23607712.0
2011-12-06,77900,78400,74000,75000,375981,1770578.0,23607712.0
2011-12-07,75000,75400,72600,74000,340725,1746971.0,23607712.0
2011-12-08,74000,79400,73000,79300,610687,1872092.0,23607712.0
2011-12-09,79200,84600,77500,82700,511762,1952358.0,23607712.0
2011-12-12,88000,89300,82700,83000,748713,1959440.0,23607712.0
2011-12-13,81700,84300,80900,83300,212906,1966522.0,23607712.0
2011-12-14,83400,84400,81500,81900,165156,1933472.0,23607712.0
2011-12-15,80000,88800,80000,86000,459344,2030263.0,23607712.0
2011-12-16,85500,88500,83500,83500,216233,1971244.0,23607712.0
2011-12-19,83500,85100,74400,80000,287877,1888617.0,23607712.0
2011-12-20,80000,82400,79800,81000,86151,1912225.0,23607712.0
2011-12-21,79800,82700,79700,79900,158195,1886256.0,23607712.0
2011-12-22,79200,81000,79100,79900,69809,1886256.0,23607712.0
2011-12-23,81400,81400,79600,79800,59462,1883895.0,23607712.0
2011-12-26,80600,81900,79500,80000,65736,1888617.0,23607712.0
2011-12-27,80000,81100,78700,79000,73175,1865009.0,23607712.0
2011-12-28,79300,79900,77500,78000,41025,1841402.0,23607712.0
2011-12-29,78000,81000,77500,80900,57786,1909864.0,23607712.0
2012-01-02,80200,81500,78400,80200,87821,1893339.0,23607712.0
2012-01-03,80100,80600,79300,80600,108435,1902782.0,23607712.0
2012-01-04,80500,81600,78800,78800,96960,1860288.0,23607712.0
2012-01-05,79000,79400,77400,78300,77680,1848484.0,23607712.0
2012-01-06,79000,79300,77300,77700,43526,1834319.0,23607712.0
2012-01-09,77700,78100,76500,77400,36627,1827237.0,23607712.0
2012-01-10,76900,77700,76800,77100,81136,1820155.0,23607712.0
2012-01-11,77600,77700,73600,74900,168334,1768218.0,23607712.0
2012-01-12,75100,75400,71900,72800,249704,1718641.0,23607712.0
2012-01-13,73400,74500,72900,73400,175193,1732806.0,23607712.0
2012-01-16,73000,74300,72500,72800,72409,1718641.0,23607712.0
2012-01-17,73500,75500,73000,75300,131457,1777661.0,23607712.0
2012-01-18,75300,76100,73700,74500,86536,1758775.0,23607712.0
2012-01-19,76100,79400,75400,77000,268831,1817794.0,23607712.0
2012-01-20,77000,77000,74800,75900,146162,1791825.0,23607712.0
2012-01-25,76500,76500,74600,74600,66943,1761135.0,23607712.0
2012-01-26,74100,76800,73700,76800,155817,1813072.0,23607712.0
2012-01-27,76700,76800,75300,75700,75532,1787104.0,23607712.0
2012-01-30,75700,76300,74600,75400,77485,1780021.0,23607712.0
2012-01-31,76000,77300,75400,76000,87364,1794186.0,23607712.0
2012-02-01,76800,84900,76700,81300,303238,1919307.0,23607712.0
2012-02-02,83400,85100,81600,83000,276148,1959440.0,23607712.0
2012-02-03,82500,83100,79500,80800,149812,1907503.0,23607712.0
2012-02-06,80400,81600,76800,77000,160607,1817794.0,23607712.0
2012-02-07,77200,78300,77100,77500,72010,1829598.0,23607712.0
2012-02-08,77300,77500,74800,74800,215651,1765857.0,23607712.0
2012-02-09,74800,75600,73200,74300,152716,1754053.0,23607712.0
2012-02-10,75500,76000,73700,74400,216674,1756414.0,23607712.0
2012-02-13,74400,75600,74100,75000,71033,1770578.0,23607712.0
2012-02-14,75200,75900,74300,74800,50981,1765857.0,23607712.0
2012-02-15,75700,76600,75000,75900,83607,1791825.0,23607712.0
2012-02-16,76500,77000,75500,76800,75881,1813072.0,23607712.0
2012-02-17,77500,78800,76000,76000,84062,1794186.0,23607712.0
2012-02-20,76000,76000,74600,75000,70091,1770578.0,23607712.0
2012-02-21,75800,75800,74400,74700,55915,1763496.0,23607712.0
2012-02-22,74700,75800,74600,75200,44735,1775300.0,23607712.0
2012-02-23,75600,77000,74900,76500,90457,1805990.0,23607712.0
2012-02-24,76000,76900,75200,75600,55460,1784743.0,23607712.0
2012-02-27,64300,64300,64300,64300,65170,1517976.0,23607712.0
2012-02-28,54700,57700,54700,57500,3599321,1357443.0,23607712.0
2012-02-29,58100,61300,57700,58800,1085938,1388133.0,23607712.0
2012-03-02,58400,61700,57300,61500,508948,1451874.0,23607712.0
2012-03-05,61300,61600,60000,61100,253587,1442431.0,23607712.0
2012-03-06,60800,62400,60800,62300,138817,1470760.0,23607712.0
2012-03-07,61200,62800,61200,62300,145460,1470760.0,23607712.0
2012-03-08,62400,62400,60600,61000,163875,1440070.0,23607712.0
2012-03-09,61000,61400,59300,60000,286117,1416463.0,23607712.0
2012-03-12,60800,63400,60500,61000,195757,1440070.0,23607712.0
2012-03-13,60000,60100,58800,59900,241081,1414102.0,23607712.0
2012-03-14,60400,60500,59600,59900,149701,1414102.0,23607712.0
2012-03-15,60000,60400,59200,59300,154348,1399937.0,23607712.0
2012-03-16,59700,64700,59400,63400,425664,1496729.0,23607712.0
2012-03-19,63200,65500,62500,63700,302908,1503811.0,23607712.0
2012-03-20,63700,63700,60800,61600,224038,1454235.0,23607712.0
2012-03-21,61700,62900,60600,62300,127634,1470760.0,23607712.0
2012-03-22,62600,63300,61600,62300,80948,1470760.0,23607712.0
2012-03-23,62500,66000,62300,63600,229513,1501450.0,23607712.0
2012-03-26,63100,63200,61900,62500,88826,1475482.0,23607712.0
2012-03-27,62300,62900,59900,61000,159356,1440070.0,23607712.0
2012-03-28,63300,64900,60900,61600,138319,1454235.0,23607712.0
2012-03-29,60800,61500,59400,60900,156653,1437710.0,23607712.0
2012-03-30,60400,61300,60100,60900,43460,1437710.0,23607712.0
2012-04-02,60900,62200,60600,61000,63057,1440070.0,23607712.0
2012-04-03,61900,62100,61300,61900,57947,1461317.0,23607712.0
2012-04-04,61600,62000,60000,60800,58869,1435349.0,23607712.0
2012-04-05,60000,60800,59300,60400,61772,1425906.0,23607712.0
2012-04-06,60000,60600,59600,60100,44826,1418823.0,23607712.0
2012-04-09,59600,59600,58800,58800,65408,1388133.0,23607712.0
2012-04-10,58800,59800,58200,58900,30878,1390494.0,23607712.0
2012-04-12,58500,59500,57700,59000,67545,1392855.0,23607712.0
2012-04-13,59000,59500,58600,59500,56687,1404659.0,23607712.0
2012-04-16,0,0,0,58400,100371,1378690.0,23607712.0
2012-04-17,0,0,0,58400,0,1378690.0,23607712.0
2012-04-18,0,0,0,58400,0,,
2012-04-19,0,0,0,58400,0,,
2012-04-20,0,0,0,58400,0,,
2012-04-23,0,0,0,58400,0,,
2012-04-24,0,0,0,58400,0,,
2012-04-25,0,0,0,58400,0,,
2012-04-26,0,0,0,58400,0,,
2012-04-27,0,0,0,58400,0,,
2012-04-30,0,0,0,58400,0,,
2012-05-02,60500,63900,56800,58000,553086,1369247.0,23607712.0
2012-05-03,58200,58400,56900,57100,108923,1348000.0,23607712.0
2012-05-04,59400,59600,58000,59400,153186,1402298.0,23607712.0
2012-05-07,59200,59300,57800,58600,75895,1383412.0,23607712.0
2012-05-08,58400,62600,58300,62300,188302,1470760.0,23607712.0
2012-05-09,62900,64100,62100,62900,132386,1484925.0,23607712.0
2012-05-10,62000,63500,61200,63500,90119,1499090.0,23607712.0
2012-05-11,63500,63900,62400,63600,70361,1501450.0,23607712.0
2012-05-14,64000,64500,61800,62800,90180,1482564.0,23607712.0
2012-05-15,62000,62800,61100,62000,113833,1463678.0,23607712.0
2012-05-16,63300,64300,62000,62000,196739,1463678.0,23607712.0
2012-05-17,62200,62900,61600,61800,70734,1458957.0,23607712.0
2012-05-18,60600,61100,58600,59700,128870,1409380.0,23607712.0
2012-05-21,59000,59900,56900,59500,158192,1404659.0,23607712.0
2012-05-22,59500,60600,58700,60000,68690,1416463.0,23607712.0
2012-05-23,60000,60700,58600,58800,49548,1388133.0,23607712.0
2012-05-24,58200,60100,58200,59500,52533,1404659.0,23607712.0
2012-05-25,59100,61300,59100,61000,56663,1440070.0,23607712.0
2012-05-29,61500,61700,60100,61300,51763,1447153.0,23607712.0
2012-05-30,60900,61300,59800,60000,55389,1416463.0,23607712.0
2012-05-31,59600,59700,58900,59400,30507,1402298.0,23607712.0
2012-06-01,59400,60400,59100,59300,56798,1399937.0,23607712.0
2012-06-04,57300,58700,56800,57400,67855,1355083.0,23607712.0
2012-06-05,57700,58200,57400,57800,47296,1364526.0,23607712.0
2012-06-07,58600,58700,57800,57800,101541,1364526.0,23607712.0
2012-06-08,58200,58200,55700,55800,165055,1317310.0,23607712.0
2012-06-11,56100,58600,56100,58400,83023,1378690.0,23607712.0
2012-06-12,57500,58400,57200,57600,48178,1359804.0,23607712.0
2012-06-13,57900,58000,57000,57200,42112,1350361.0,23607712.0
2012-06-14,57200,59000,57000,58400,72274,1378690.0,23607712.0
2012-06-15,58800,59900,57500,59900,61934,1414102.0,23607712.0
2012-06-18,61000,61300,59200,60400,119256,1425906.0,23607712.0
2012-06-19,60100,62000,59900,61400,102068,1449514.0,23607712.0
2012-06-20,61900,62200,61100,61400,67104,1449514.0,23607712.0
2012-06-21,59800,60600,55000,55900,578574,1319671.0,23607712.0
2012-06-22,55500,57700,55200,55400,270601,1307867.0,23607712.0
2012-06-25,56400,56400,50800,51300,588082,1211076.0,23607712.0
2012-06-26,50800,51800,50700,51000,158705,1203993.0,23607712.0
2012-06-27,51100,51300,49300,49850,220631,1176844.0,23607712.0
2012-06-28,49550,50100,46850,47400,434646,1119006.0,23607712.0
2012-06-29,46900,47850,45950,47000,369042,1109562.0,23607712.0
2012-07-02,47200,48350,47200,48350,212624,1141433.0,23607712.0
2012-07-03,49400,52600,48500,52000,709147,1227601.0,23607712.0
2012-07-04,53000,59600,51600,57800,1633014,1364526.0,23607712.0
2012-07-05,59000,61700,56700,58300,1130095,1376330.0,23607712.0
2012-07-06,58800,59500,57100,57700,486392,1362165.0,23607712.0
2012-07-09,57800,58900,56300,57900,236664,1366887.0,23607712.0
2012-07-10,57600,58100,56200,56600,140484,1336196.0,23607712.0
2012-07-11,56000,57500,55400,56600,143386,1336196.0,23607712.0
2012-07-12,56600,56900,55200,55700,150382,1314950.0,23607712.0
2012-07-13,55500,55800,52900,55000,160980,1298424.0,23607712.0
2012-07-16,55300,57700,54400,57100,172707,1348000.0,23607712.0
2012-07-17,56700,56800,55700,56000,89451,1322032.0,23607712.0
2012-07-18,56300,56400,52900,53100,145916,1253570.0,23607712.0
2012-07-19,53600,54300,50200,50700,266506,1196911.0,23607712.0
2012-07-20,50700,52300,49900,51900,116990,1225240.0,23607712.0
2012-07-23,51100,51500,50500,50800,44801,1199272.0,23607712.0
2012-07-24,50200,50400,48700,49050,130543,1157958.0,23607712.0
2012-07-25,48000,49050,47600,48000,103473,1133170.0,23607712.0
2012-07-26,48050,49600,48050,49100,61661,1159139.0,23607712.0
2012-07-27,49800,49800,48950,49100,74483,1159139.0,23607712.0
2012-07-30,49500,51100,49250,50000,63505,1180386.0,23607712.0
2012-07-31,50000,51100,50000,50200,74345,1185107.0,23607712.0
2012-08-01,50500,50500,49550,49900,66047,1178025.0,23607712.0
2012-08-02,50400,50700,49500,50600,57643,1194550.0,23607712.0
2012-08-03,49700,50800,49700,50200,33838,1185107.0,23607712.0
2012-08-06,50700,51500,50700,51400,51415,1213436.0,23607712.0
2012-08-07,51900,52100,51400,52000,48413,1227601.0,23607712.0
2012-08-08,52100,55200,52100,54900,230424,1296063.0,23607712.0
2012-08-09,55000,55500,53900,54700,114224,1291342.0,23607712.0
2012-08-10,55000,55200,54300,54800,57025,1293703.0,23607712.0
2012-08-13,54800,56000,54800,55500,67859,1310228.0,23607712.0
2012-08-14,55200,55900,55100,55400,64224,1307867.0,23607712.0
2012-08-16,54800,55200,54100,54900,50390,1296063.0,23607712.0
2012-08-17,54900,55500,53700,55300,74212,1305506.0,23607712.0
2012-08-20,55300,55900,54800,55900,64236,1319671.0,23607712.0
2012-08-21,55900,58100,55600,57500,121820,1357443.0,23607712.0
2012-08-22,57400,59500,56900,58900,131106,1390494.0,23607712.0
2012-08-23,58700,62300,58600,62300,303525,1470760.0,23607712.0
2012-08-24,62200,62800,61100,62400,119311,1473121.0,23607712.0
2012-08-27,61800,63000,61500,63000,124049,1487286.0,23607712.0
2012-08-28,62600,63900,62500,63600,138645,1501450.0,23607712.0
2012-08-29,64200,64200,60900,63000,166391,1487286.0,23607712.0
2012-08-30,63400,63400,61000,61000,88857,1440070.0,23607712.0
2012-08-31,60200,62700,60000,61800,96528,1458957.0,23607712.0
2012-09-03,61800,62800,60800,62600,58742,1477843.0,23607712.0
2012-09-04,63000,63000,62000,62000,38314,1463678.0,23607712.0
2012-09-05,62000,62300,60800,61300,53083,1447153.0,23607712.0
2012-09-06,61300,63500,61300,63000,111314,1487286.0,23607712.0
2012-09-07,63800,63800,62900,63300,69194,1494368.0,23607712.0
2012-09-10,63300,64300,62900,64000,106900,1510894.0,23607712.0
2012-09-11,64100,65400,63000,63000,122932,1487286.0,23607712.0
2012-09-12,63400,64400,62600,62900,79710,1484925.0,23607712.0
2012-09-13,62900,63400,62400,63300,63455,1494368.0,23607712.0
2012-09-14,63900,63900,62000,62100,109936,1466039.0,23607712.0
2012-09-17,62200,62600,60100,60600,133361,1430627.0,23607712.0
2012-09-18,60700,62000,60000,60900,80785,1437710.0,23607712.0
2012-09-19,59700,64000,59700,63900,117355,1508533.0,23607712.0
2012-09-20,64000,65100,63100,64400,98275,1520337.0,23607712.0
2012-09-21,64900,68500,64600,68500,272103,1617128.0,23607712.0
2012-09-24,69600,71500,69500,71000,252987,1676148.0,23607712.0
2012-09-25,70800,73200,69800,71600,192843,1690312.0,23607712.0
2012-09-26,71400,72500,70100,71300,127712,1683230.0,23607712.0
2012-09-27,69900,71900,69400,70900,93020,1673787.0,23607712.0
2012-09-28,70200,72000,70000,72000,83684,1699755.0,23607712.0
2012-10-02,72000,72200,71200,72000,45659,1699755.0,23607712.0
2012-10-04,72000,72100,69400,69600,105334,1643097.0,23607712.0
2012-10-05,69600,72300,68500,72000,147080,1699755.0,23607712.0
2012-10-08,71600,74200,71500,74000,86747,1746971.0,23607712.0
2012-10-09,74400,75000,73200,74000,72250,1746971.0,23607712.0
2012-10-10,73200,74900,73000,74000,65623,1746971.0,23607712.0
2012-10-11,73300,74200,71000,71700,92526,1692673.0,23607712.0
2012-10-12,72000,74700,71100,74200,91631,1751692.0,23607712.0
2012-10-15,74200,75100,73000,74700,102215,1763496.0,23607712.0
2012-10-16,75000,78000,74700,78000,141046,1841402.0,23607712.0
2012-10-17,80000,80000,75200,75200,115219,1775300.0,23607712.0
2012-10-18,75000,75500,70200,71300,202188,1683230.0,23607712.0
2012-10-19,71300,72400,68900,72000,69775,1699755.0,23607712.0
2012-10-22,71800,74000,70800,73700,60084,1739888.0,23607712.0
2012-10-23,73500,74800,73400,73400,65874,1732806.0,23607712.0
2012-10-24,72700,74500,71800,74500,44918,1758775.0,23607712.0
2012-10-25,74500,76300,73600,74700,80848,1763496.0,23607712.0
2012-10-26,75700,75900,72900,73600,74155,1737528.0,23607712.0
2012-10-29,74600,75700,73300,73800,99217,1742249.0,23607712.0
2012-10-30,74000,75500,73400,75400,103991,1780021.0,23607712.0
2012-10-31,77000,77000,74600,74900,98131,1768218.0,23607712.0
2012-11-01,75700,75800,73700,74400,51336,1756414.0,23607712.0
2012-11-02,75000,75300,72900,73200,94468,1728085.0,23607712.0
2012-11-05,73800,74200,72000,74000,92468,1746971.0,23607712.0
2012-11-06,74600,74600,72000,72500,85342,1711559.0,23607712.0
2012-11-07,73000,73000,71100,72000,76715,1699755.0,23607712.0
2012-11-08,71100,71500,68900,70700,103118,1669065.0,23607712.0
2012-11-09,70600,73200,69500,73000,93751,1723363.0,23607712.0
2012-11-12,73500,73500,72200,72600,52912,1713920.0,23607712.0
2012-11-13,73000,73000,72000,73000,67122,1723363.0,23607712.0
2012-11-14,73700,73700,69600,71100,59322,1678508.0,23607712.0
2012-11-15,69900,72800,69100,72300,70264,1706838.0,23607712.0
2012-11-16,72800,72800,70300,70300,29813,1659622.0,23607712.0
2012-11-19,69900,71800,69900,71100,32458,1678508.0,23607712.0
2012-11-20,71500,71700,70000,71000,43684,1676148.0,23607712.0
2012-11-21,71000,71600,70000,70400,37900,1661983.0,23607712.0
2012-11-22,71100,71700,70500,71300,49883,1683230.0,23607712.0
2012-11-23,71400,73700,71200,73400,115237,1732806.0,23607712.0
2012-11-26,74500,75100,73700,74600,74884,1761135.0,23607712.0
2012-11-27,74600,74800,73900,74400,48559,1756414.0,23607712.0
2012-11-28,74400,75700,74000,74200,55392,1751692.0,23607712.0
2012-11-29,74000,74400,72500,74100,75962,1749331.0,23607712.0
2012-11-30,74000,74000,72900,73900,48834,1744610.0,23607712.0
2012-12-03,73400,73700,71600,71800,92024,1695034.0,23607712.0
2012-12-04,71800,71900,70400,71300,70466,1683230.0,23607712.0
2012-12-05,71000,71800,70000,70100,95235,1654901.0,23607712.0
2012-12-06,69800,70800,66500,68000,141264,1605324.0,23607712.0
2012-12-07,68000,69500,67500,69300,81983,1636014.0,23607712.0
2012-12-10,67500,68400,64800,66400,166141,1567552.0,23607712.0
2012-12-11,66000,66100,62800,63000,155503,1487286.0,23607712.0
2012-12-12,63000,66000,62600,66000,83199,1558109.0,23607712.0
2012-12-13,65700,66200,64200,65200,58151,1539223.0,23607712.0
2012-12-14,64100,64900,62900,64400,77459,1520337.0,23607712.0
2012-12-17,64800,66100,63900,66000,66318,1558109.0,23607712.0
2012-12-18,66000,67100,65400,66300,65111,1565191.0,23607712.0
2012-12-20,65800,66300,63700,65600,91140,1548666.0,23607712.0
2012-12-21,65600,67400,64500,67200,57806,1586438.0,23607712.0
2012-12-24,66600,67000,65200,65700,38846,1551027.0,23607712.0
2012-12-26,66000,66200,65000,65300,25641,1541584.0,23607712.0
2012-12-27,65300,67200,65100,67000,41455,1581717.0,23607712.0
2012-12-28,67000,69000,66300,68800,45163,1624211.0,23607712.0
2013-01-02,68800,68800,67200,67800,59780,1600603.0,23607712.0
2013-01-03,68000,68100,66500,67400,58136,1591160.0,23607712.0
2013-01-04,66800,68100,65900,66000,47162,1558109.0,23607712.0
2013-01-07,66000,66700,65000,66600,36360,1572274.0,23607712.0
2013-01-08,66100,66700,64500,64500,77081,1522697.0,23607712.0
2013-01-09,63900,65000,63500,64000,47129,1510894.0,23607712.0
2013-01-10,64300,65700,63300,65300,54275,1541584.0,23607712.0
2013-01-11,66000,68700,65400,68400,132902,1614768.0,23607712.0
2013-01-14,68800,71400,68500,70400,165106,1661983.0,23607712.0
2013-01-15,70900,71100,69700,70400,89451,1661983.0,23607712.0
2013-01-16,70400,71500,69600,71200,78771,1680869.0,23607712.0
2013-01-17,71100,71100,67000,67800,475126,1600603.0,23607712.0
2013-01-18,67700,68600,67700,68400,162928,1614768.0,23607712.0
2013-01-21,68700,68900,67900,68500,113899,1617128.0,23607712.0
2013-01-22,67800,69300,67800,68800,95325,1624211.0,23607712.0
2013-01-23,68800,69300,66600,67000,102938,1581717.0,23607712.0
2013-01-24,67200,67800,66800,67800,81822,1600603.0,23607712.0
2013-01-25,68000,69000,67800,68700,126433,1621850.0,23607712.0
2013-01-28,68800,70000,68800,70000,91447,1652540.0,23607712.0
2013-01-29,70200,72800,70000,72500,176602,1711559.0,23607712.0
2013-01-30,72800,73600,72100,73200,144645,1728085.0,23607712.0
2013-01-31,72500,74000,72300,73400,141878,1732806.0,23607712.0
2013-02-01,73900,73900,72300,73800,100724,1742249.0,23607712.0
2013-02-04,73800,74300,72300,73700,70920,1739888.0,23607712.0
2013-02-05,72700,74700,72700,74500,140459,1758775.0,23607712.0
2013-02-06,75000,75000,73300,74000,60550,1746971.0,23607712.0
2013-02-07,73700,74100,72700,73000,76986,1723363.0,23607712.0
2013-02-08,72400,73900,72400,73700,54335,1739888.0,23607712.0
2013-02-12,74400,74400,72400,72800,53487,1718641.0,23607712.0
2013-02-13,72100,73400,70700,73000,140491,1723363.0,23607712.0
2013-02-14,72300,73200,71500,72700,63491,1716281.0,23607712.0
2013-02-15,72300,73400,72300,73000,40400,1723363.0,23607712.0
2013-02-18,73000,73000,72200,72900,18374,1721002.0,23607712.0
2013-02-19,72600,73300,72300,73000,58852,1723363.0,23607712.0
2013-02-20,73400,74000,72300,73100,69744,1725724.0,23607712.0
2013-02-21,72900,73500,71500,72000,68735,1699755.0,23607712.0
