한화손해보험(000370),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
1999-05-24,53808,57769,52486,53974,27590,108910.0,6661140.0
1999-05-25,54964,57110,53973,56780,47730,114572.0,6661140.0
1999-05-26,57109,64371,56778,64372,91120,129892.0,6661140.0
1999-05-27,64372,69324,61070,69324,199570,139884.0,6661140.0
1999-05-28,72624,75431,68333,73945,179810,149210.0,6661140.0
1999-05-31,73614,74274,69323,69984,74000,141216.0,6661140.0
1999-06-01,69323,72625,66683,67673,65490,136553.0,6661140.0
1999-06-02,66022,72624,63711,71635,161690,144547.0,6661140.0
1999-06-03,72625,73615,66023,69324,59400,139884.0,6661140.0
1999-06-04,67673,69323,66022,67673,83190,136553.0,6661140.0
1999-06-07,66021,68497,65361,67013,94140,135221.0,6661140.0
1999-06-08,67012,72625,63050,68333,167270,137886.0,6661140.0
1999-06-09,67673,68333,62720,62722,71250,126562.0,6661140.0
1999-06-10,61730,64701,61069,63712,64160,128560.0,6661140.0
1999-06-11,65031,65361,62391,64702,65960,130558.0,6661140.0
1999-06-14,62391,64041,61566,61731,17970,124563.0,6661140.0
1999-06-15,60081,62721,57440,62391,89970,125896.0,6661140.0
1999-06-16,62721,64042,60410,60576,35500,122232.0,6661140.0
1999-06-17,60576,61070,58760,59421,37080,119901.0,6661140.0
1999-06-18,59419,61070,57769,58430,15690,117902.0,6661140.0
1999-06-21,59089,59419,54467,58099,38080,117236.0,6661140.0
1999-06-22,58430,58430,55128,55789,41560,112573.0,6661140.0
1999-06-23,56448,58099,56119,57440,59180,115904.0,6661140.0
1999-06-24,58430,59420,55624,56119,33880,113239.0,6661140.0
1999-06-25,57770,60411,56615,57770,67550,116570.0,6661140.0
1999-06-28,60080,60244,55127,55458,41750,111907.0,6661140.0
1999-06-29,55458,56778,52486,52818,61540,106578.0,6661140.0
1999-06-30,52818,55128,51332,52488,51820,105912.0,6661140.0
1999-07-01,51167,60245,50507,54964,103460,110908.0,6661140.0
1999-07-02,56779,58431,55459,57770,73920,116570.0,6661140.0
1999-07-05,58099,63875,56119,63712,191520,128560.0,6661140.0
1999-07-06,63711,63711,59584,61731,70130,124563.0,6661140.0
1999-07-07,59751,62721,58760,59421,92050,119901.0,6661140.0
1999-07-08,59419,61400,58100,59090,58480,119234.0,6661140.0
1999-07-09,59420,61731,58760,59421,84000,119901.0,6661140.0
1999-07-12,60080,62060,59914,59915,81940,120900.0,6661140.0
1999-07-13,60244,61069,55458,55458,56860,111907.0,6661140.0
1999-07-14,56778,58429,53808,54799,37630,110575.0,6661140.0
1999-07-15,55459,55789,52818,53478,60750,107910.0,6661140.0
1999-07-16,53478,57439,53478,56780,55970,114572.0,6661140.0
1999-07-19,57934,58100,55128,55789,47650,112573.0,6661140.0
1999-07-20,54468,55459,54138,54304,42330,109576.0,6661140.0
1999-07-21,52983,54798,49847,49847,48440,100583.0,6661140.0
1999-07-22,53147,53147,48196,49517,50500,99917.0,6661140.0
1999-07-23,48855,49516,42914,42914,102930,86595.0,6661140.0
1999-07-26,41924,41924,36478,36478,44560,73606.0,6661140.0
1999-07-27,36643,41924,36643,41925,46180,84596.0,6661140.0
1999-07-28,43740,47867,41924,44566,61150,89925.0,6661140.0
1999-07-29,46214,46875,42253,44895,44920,90592.0,6661140.0
1999-07-30,42915,42915,39614,40934,45690,82598.0,6661140.0
1999-08-02,39613,39613,34825,38623,202360,77935.0,6661140.0
1999-08-03,39614,44400,39283,44400,72550,89592.0,6661140.0
1999-08-04,51002,51002,51002,51002,27100,102915.0,6661140.0
1999-08-05,58595,58595,49517,52488,488900,105912.0,6661140.0
1999-08-06,54467,55788,47205,49186,109130,99251.0,6661140.0
1999-08-09,49516,49516,46214,47535,106970,95920.0,6661140.0
1999-08-10,45224,46875,43574,43740,86060,88260.0,6661140.0
1999-08-11,44399,47535,44399,44895,76120,90592.0,6661140.0
1999-08-12,44894,45555,42914,44895,31900,90592.0,6661140.0
1999-08-13,44235,44235,41759,41925,69360,84596.0,6661140.0
1999-08-16,40934,42915,40934,41760,28410,84263.0,6661140.0
1999-08-17,41265,43245,37632,37963,44270,76603.0,6661140.0
1999-08-18,35322,41923,34661,39613,44950,79934.0,6661140.0
1999-08-19,39614,41923,39614,39944,35530,80600.0,6661140.0
1999-08-20,37962,40273,37962,39283,24720,79268.0,6661140.0
1999-08-23,40932,42089,39613,41263,35070,83264.0,6661140.0
1999-08-24,42583,42583,40273,40274,32730,81266.0,6661140.0
1999-08-25,41263,41263,39942,41263,73290,83264.0,6661140.0
1999-08-26,41922,44233,40933,43740,84390,88260.0,6661140.0
1999-08-27,43905,44235,41265,43411,52010,87594.0,6661140.0
1999-08-30,41265,44896,40934,43411,120990,87594.0,6661140.0
1999-08-31,42254,44234,40273,42419,44260,85596.0,6661140.0
1999-09-01,39614,41265,37963,38294,58710,77269.0,6661140.0
1999-09-02,36311,37632,35322,36642,37360,73939.0,6661140.0
1999-09-03,39614,39614,36478,37963,30380,76603.0,6661140.0
1999-09-06,37632,38953,37302,37633,39690,75937.0,6661140.0
1999-09-07,37138,38128,36642,37138,26890,74938.0,6661140.0
1999-09-08,37136,37632,35650,36642,32710,73939.0,6661140.0
1999-09-09,35650,37302,35650,36642,37110,73939.0,6661140.0
1999-09-10,36641,40603,36147,39283,124180,79268.0,6661140.0
1999-09-13,42914,42914,37466,37797,48490,76270.0,6661140.0
1999-09-14,37797,38623,36972,37797,29460,76270.0,6661140.0
1999-09-15,37798,43410,37138,43411,97610,87594.0,6661140.0
1999-09-16,43905,46876,40273,41760,267610,84263.0,6661140.0
1999-09-17,40273,41595,38293,40109,54780,80933.0,6661140.0
1999-09-20,40108,41098,39283,39449,43470,79601.0,6661140.0
1999-09-21,40109,43246,39615,41925,74030,84596.0,6661140.0
1999-09-22,43740,43905,41265,41925,99320,84596.0,6661140.0
1999-09-27,41265,42584,38788,39119,34330,78935.0,6661140.0
1999-09-28,39117,41264,39117,39613,25370,79934.0,6661140.0
1999-09-29,39614,40933,39614,39944,46240,80600.0,6661140.0
1999-09-30,40109,42254,40109,41594,45730,83930.0,6661140.0
1999-10-01,41923,44895,41264,43244,126140,87261.0,6661140.0
1999-10-04,43575,45556,42750,43575,98380,87927.0,6661140.0
1999-10-05,43904,45059,39613,39613,69770,79934.0,6661140.0
1999-10-06,37962,41922,36641,41099,46550,82931.0,6661140.0
1999-10-07,39944,43246,39615,41925,65480,84596.0,6661140.0
1999-10-08,41265,45556,40934,44236,134440,89259.0,6661140.0
1999-10-11,44894,47535,44234,45555,106770,91924.0,6661140.0
1999-10-12,45885,45885,44234,45555,89320,91924.0,6661140.0
1999-10-13,46215,47701,45555,46877,132230,94588.0,6661140.0
1999-10-14,46876,51004,46216,48858,201560,98585.0,6661140.0
1999-10-15,50507,50838,47867,48197,148310,97253.0,6661140.0
1999-10-18,44564,46215,42914,43244,147280,87261.0,6661140.0
1999-10-19,44896,46215,41595,43411,101020,87594.0,6661140.0
1999-10-20,44895,48526,43575,46216,161100,93256.0,6661140.0
1999-10-21,47206,47537,44565,44566,88320,89925.0,6661140.0
1999-10-22,43245,45886,43245,45060,34840,90925.0,6661140.0
1999-10-25,45060,45886,43575,43575,73550,87927.0,6661140.0
1999-10-26,42419,43574,42253,42914,34040,86595.0,6661140.0
1999-10-27,42255,43575,41265,41925,47630,84596.0,6661140.0
1999-10-28,41264,42914,40933,42254,46760,85263.0,6661140.0
1999-10-29,42914,43904,42253,42254,48760,85263.0,6661140.0
1999-11-01,41595,43905,41595,43575,68250,87927.0,6661140.0
1999-11-02,43904,44894,42583,42914,72300,86595.0,6661140.0
1999-11-03,42915,43246,41759,41925,99230,84596.0,6661140.0
1999-11-04,41595,43575,41265,41925,75110,84596.0,6661140.0
1999-11-05,42914,43905,42090,43575,143560,87927.0,6661140.0
1999-11-08,42915,43410,41924,41925,70470,84596.0,6661140.0
1999-11-09,40933,42254,40933,41429,74290,83597.0,6661140.0
1999-11-10,41428,43078,41097,41099,95710,82931.0,6661140.0
1999-11-11,39943,40604,37963,38953,191990,78601.0,6661140.0
1999-11-12,38953,39614,36312,37633,173090,75937.0,6661140.0
1999-11-15,38292,38953,36807,37633,117580,75937.0,6661140.0
1999-11-16,38952,40108,37632,38458,165490,77602.0,6661140.0
1999-11-17,37963,38788,35323,35322,101920,71274.0,6661140.0
1999-11-18,36311,37962,34000,34827,133410,70275.0,6661140.0
1999-11-19,35322,36312,34167,34332,74030,69276.0,6661140.0
1999-11-22,34001,35651,33176,33506,75470,67611.0,6661140.0
1999-11-23,33341,33835,32680,33011,76500,66611.0,6661140.0
1999-11-24,33011,33342,31063,31393,51430,63347.0,6661140.0
1999-11-25,30105,31360,29708,29710,77410,59950.0,6661140.0
1999-11-26,29114,29114,25252,26079,104380,52623.0,6661140.0
1999-11-29,26078,26903,24163,25253,58180,50958.0,6661140.0
1999-11-30,25418,26377,25088,25749,84130,51957.0,6661140.0
1999-12-01,26012,26078,24131,25089,106960,50625.0,6661140.0
1999-12-02,24758,26903,24197,25089,77640,50625.0,6661140.0
1999-12-03,25485,26410,24561,25056,46150,50558.0,6661140.0
1999-12-06,24790,24790,23305,24098,59920,48626.0,6661140.0
1999-12-07,23536,23767,21456,22613,46720,45629.0,6661140.0
1999-12-08,22613,22613,20137,21128,96060,42631.0,6661140.0
1999-12-09,21456,21456,19641,20797,94950,41965.0,6661140.0
1999-12-10,20798,23900,20037,23769,121660,47960.0,6661140.0
1999-12-13,23404,24395,22281,23273,59020,46961.0,6661140.0
1999-12-14,23471,25814,22942,25815,62360,52090.0,6661140.0
1999-12-15,25748,26409,23107,23273,50070,46961.0,6661140.0
1999-12-16,23437,23768,22645,22778,39490,45962.0,6661140.0
1999-12-17,22942,23404,21984,22480,13790,45362.0,6661140.0
1999-12-20,20962,23768,20962,22778,24770,45962.0,6661140.0
1999-12-21,22778,23042,21787,22778,37030,45962.0,6661140.0
1999-12-22,22778,23173,21456,22448,25010,45296.0,6661140.0
1999-12-23,21523,21523,20830,21391,37250,43164.0,6661140.0
1999-12-24,21127,22711,20830,22117,30440,44630.0,6661140.0
1999-12-27,21456,22117,21456,21490,21140,43364.0,6661140.0
1999-12-28,20961,20961,20169,20633,16900,41632.0,6661140.0
2000-01-04,20797,23702,20797,22976,31880,46362.0,6661140.0
2000-01-05,22711,22711,20961,21788,33790,43964.0,6661140.0
2000-01-06,22778,23107,20796,21458,28830,43297.0,6661140.0
2000-01-07,20829,21622,20796,20797,28060,41965.0,6661140.0
2000-01-10,20467,23900,20467,23901,74470,48227.0,6661140.0
2000-01-11,25088,25088,22118,23076,69450,46561.0,6661140.0
2000-01-12,21819,22117,21192,21192,24070,42765.0,6661140.0
2000-01-13,21194,23604,21194,21557,24480,43497.0,6661140.0
2000-01-14,21292,21754,20994,21754,21270,43897.0,6661140.0
2000-01-17,22380,22380,21192,21654,11940,43697.0,6661140.0
2000-01-18,21656,21953,20863,21260,12340,42898.0,6661140.0
2000-01-19,21126,21126,19311,19807,18920,39967.0,6661140.0
2000-01-20,17826,19146,17563,19015,16690,38368.0,6661140.0
2000-01-21,21029,21029,18487,19147,13700,38635.0,6661140.0
2000-01-24,18552,19477,18552,18619,20870,37569.0,6661140.0
2000-01-25,18222,18354,17563,17925,20180,36170.0,6661140.0
2000-01-26,17462,18816,17462,18123,13780,36570.0,6661140.0
2000-01-27,18156,19477,18156,19212,43150,38768.0,6661140.0
2000-01-28,19245,20169,18683,19114,49790,38568.0,6661140.0
2000-01-31,18816,20433,18816,20137,48570,40633.0,6661140.0
2000-02-01,20105,20962,19509,19741,41240,39834.0,6661140.0
2000-02-02,19642,20302,19344,20302,34680,40966.0,6661140.0
2000-02-03,19939,22118,19939,21821,60320,44030.0,6661140.0
2000-02-07,21127,21160,20533,20566,33150,41499.0,6661140.0
2000-02-08,19807,20335,19608,19906,63950,40167.0,6661140.0
2000-02-09,19840,20203,19740,19906,32360,40167.0,6661140.0
2000-02-10,19145,19970,18981,19972,12070,40300.0,6661140.0
2000-02-11,20764,20764,18683,19147,11510,38635.0,6661140.0
2000-02-14,18519,18519,17397,17497,19290,35304.0,6661140.0
2000-02-15,17364,18751,17364,17530,25790,35371.0,6661140.0
2000-02-16,17495,19805,17164,17859,32620,36037.0,6661140.0
2000-02-17,17231,17495,16604,16935,17330,34172.0,6661140.0
2000-02-18,16702,16934,16042,16472,20520,33239.0,6661140.0
2000-02-21,15845,16339,14490,14492,26230,29242.0,6661140.0
2000-02-22,14194,14458,13204,14261,33570,28776.0,6661140.0
2000-02-23,14360,16390,14360,16010,31960,32307.0,6661140.0
2000-02-24,17166,17166,14526,14624,13280,29509.0,6661140.0
2000-02-25,14525,15184,13302,15054,17970,30375.0,6661140.0
2000-02-28,14194,15184,13764,14525,17970,29309.0,6661140.0
2000-02-29,14524,16307,14524,14954,18900,30175.0,6661140.0
2000-03-02,16110,16110,13898,15202,22500,30675.0,6661140.0
2000-03-03,15184,15777,14589,15779,12700,31840.0,6661140.0
2000-03-06,17330,17990,16340,17992,29080,36303.0,6661140.0
2000-03-07,19113,19113,17231,17331,13460,34971.0,6661140.0
2000-03-08,17164,18155,16504,17166,19870,34638.0,6661140.0
2000-03-09,16571,18024,16505,16671,16910,33639.0,6661140.0
2000-03-10,16836,17331,16671,16836,13240,33972.0,6661140.0
2000-03-13,16506,17496,16209,16506,37550,33306.0,6661140.0
2000-03-14,16504,17792,15877,16472,24580,33239.0,6661140.0
2000-03-15,16835,16835,15846,15845,23830,31973.0,6661140.0
2000-03-16,16141,16438,15514,16076,38300,32440.0,6661140.0
2000-03-17,16505,17066,16175,16209,24850,32706.0,6661140.0
2000-03-20,16504,16504,16009,16043,20880,32373.0,6661140.0
2000-03-21,15581,15581,15002,15185,18000,30641.0,6661140.0
2000-03-22,15168,16093,14888,15845,24330,31973.0,6661140.0
2000-03-23,15846,16340,15366,15367,25800,31008.0,6661140.0
2000-03-24,14888,15779,14888,14988,22790,30242.0,6661140.0
2000-03-27,14953,15514,14558,15482,42230,31241.0,6661140.0
2000-03-28,15020,15284,14772,15119,26780,30508.0,6661140.0
2000-03-29,14872,14889,14526,14856,23830,29975.0,6661140.0
2000-03-30,14525,14525,13698,13700,17300,27644.0,6661140.0
2000-03-31,14425,14689,13204,13964,10650,28177.0,6661140.0
2000-04-03,13964,13964,12908,13205,12010,26645.0,6661140.0
2000-04-04,13204,13204,11884,12842,14410,25912.0,6661140.0
2000-04-06,12445,12824,11899,12214,10860,24646.0,6661140.0
2000-04-07,11554,12709,11554,12214,6720,24646.0,6661140.0
2000-04-10,12380,13205,12380,12826,15900,25879.0,6661140.0
2000-04-11,12214,12941,12214,12214,9530,24646.0,6661140.0
2000-04-12,12379,13204,12379,12842,9680,25912.0,6661140.0
2000-04-14,12527,13699,11554,13171,21900,26578.0,6661140.0
2000-04-17,12213,12213,11206,11505,21070,23214.0,6661140.0
2000-04-18,12048,13038,9787,11884,52720,23980.0,6661140.0
2000-04-19,11983,12346,11917,12050,11780,24313.0,6661140.0
2000-04-20,11785,12214,11718,12214,13060,24646.0,6661140.0
2000-04-21,11883,11916,11486,11587,7230,23381.0,6661140.0
2000-04-24,11389,11718,11256,11719,16500,23647.0,6661140.0
2000-04-25,11784,11883,11421,11884,14130,23980.0,6661140.0
2000-04-26,11917,12049,10630,11389,20560,22981.0,6661140.0
2000-04-27,11554,11719,11224,11225,11130,22648.0,6661140.0
2000-04-28,11884,12478,11241,11553,23070,23314.0,6661140.0
2000-05-02,11553,11866,11255,11322,7540,22848.0,6661140.0
2000-05-03,11883,12048,11553,11884,13150,23980.0,6661140.0
2000-05-04,11719,13370,11719,13040,47160,26312.0,6661140.0
2000-05-08,13171,14260,12626,13667,18740,27577.0,6661140.0
2000-05-09,13863,13863,12872,12874,17650,25978.0,6661140.0
2000-05-10,13205,13271,12709,13155,10440,26545.0,6661140.0
2000-05-12,12874,13122,12544,13040,17560,26312.0,6661140.0
2000-05-15,13204,13204,11718,11719,6780,23647.0,6661140.0
2000-05-16,11685,11883,11668,11884,8130,23980.0,6661140.0
2000-05-17,11222,12196,10892,10893,9690,21982.0,6661140.0
2000-05-18,10612,10893,9919,9937,10760,20050.0,6661140.0
2000-05-19,10068,10068,9441,9903,10080,19983.0,6661140.0
2000-05-22,10397,11389,9903,9903,16360,19983.0,6661140.0
2000-05-23,9935,10331,9242,9425,15950,19018.0,6661140.0
2000-05-24,9573,10828,9573,10746,18450,21682.0,6661140.0
2000-05-25,11173,12213,10298,12181,25820,24580.0,6661140.0
2000-05-26,12182,12182,10399,10400,15130,20983.0,6661140.0
2000-05-29,9935,11586,9903,11505,16320,23214.0,6661140.0
2000-05-30,12198,13221,12082,12082,76780,24380.0,6661140.0
2000-05-31,12082,13039,11586,12214,72240,24646.0,6661140.0
2000-06-01,13039,13039,11570,11719,23680,23647.0,6661140.0
2000-06-02,12380,13469,11884,12380,69920,24979.0,6661140.0
2000-06-05,12544,14226,12544,14227,94380,28710.0,6661140.0
2000-06-07,13634,15021,13634,14195,77300,28643.0,6661140.0
2000-06-08,13764,13831,12229,12676,60460,25579.0,6661140.0
2000-06-09,12874,13865,12297,13205,58030,26645.0,6661140.0
2000-06-12,13401,13434,12544,12974,41840,26178.0,6661140.0
2000-06-13,12577,13436,12544,12858,28200,25945.0,6661140.0
2000-06-14,13204,14658,12775,13865,90160,27977.0,6661140.0
2000-06-15,13236,14029,12544,12544,40120,25312.0,6661140.0
2000-06-16,12213,13038,12213,12874,12580,25978.0,6661140.0
2000-06-19,13766,13766,11884,12380,33080,24979.0,6661140.0
2000-06-20,12213,12576,11883,12577,19070,25379.0,6661140.0
2000-06-21,12511,13072,11917,12214,22610,24646.0,6661140.0
2000-06-22,12214,12577,11719,12346,16770,24913.0,6661140.0
2000-06-23,11734,12478,11734,12330,4040,24879.0,6661140.0
2000-06-26,11834,12495,11834,12050,9910,24313.0,6661140.0
2000-06-27,11719,12511,11719,12380,34190,24979.0,6661140.0
2000-06-28,12047,12774,12047,12709,22680,25645.0,6661140.0
2000-06-29,12544,12544,11983,12330,10180,24879.0,6661140.0
2000-06-30,11752,12708,11752,12659,15700,25545.0,6661140.0
2000-07-03,12726,14195,12709,14030,127120,28310.0,6661140.0
2000-07-04,14623,16125,14029,16126,514840,32540.0,6661140.0
2000-07-05,16109,17331,15185,16506,381840,33306.0,6661140.0
2000-07-06,15877,18155,15514,17067,197430,34438.0,6661140.0
2000-07-07,17661,17891,16670,17166,176860,34638.0,6661140.0
2000-07-10,17164,17462,16240,17166,85260,34638.0,6661140.0
2000-07-11,17793,18652,16671,16836,175920,33972.0,6661140.0
2000-07-12,16835,17430,15217,16175,119870,32640.0,6661140.0
2000-07-13,15846,15846,15185,15845,45070,31973.0,6661140.0
2000-07-14,14854,18222,14854,16506,295730,33306.0,6661140.0
2000-07-18,16505,16505,14294,14310,89130,28876.0,6661140.0
2000-07-19,14525,14853,13204,14360,55700,28976.0,6661140.0
2000-07-20,14525,15449,14195,14360,156960,28976.0,6661140.0
2000-07-21,14360,14690,13286,13865,45540,27977.0,6661140.0
2000-07-24,13369,13419,12213,12544,50490,25312.0,6661140.0
2000-07-25,12016,13864,11421,13006,62170,26245.0,6661140.0
2000-07-26,12708,13419,12213,12544,49230,25312.0,6661140.0
2000-07-27,13038,13038,12213,12709,31170,25645.0,6661140.0
2000-07-28,12841,12841,12114,12643,20420,25512.0,6661140.0
2000-07-31,11899,12643,11884,12643,9530,25512.0,6661140.0
2000-08-01,12049,12677,12049,12346,21240,24913.0,6661140.0
2000-08-02,12642,12808,12346,12544,16590,25312.0,6661140.0
2000-08-03,13040,13040,12347,12346,18660,24913.0,6661140.0
2000-08-04,11290,12379,11059,12214,25990,24646.0,6661140.0
2000-08-07,11883,12016,11718,11884,8230,23980.0,6661140.0
2000-08-08,11585,12180,11553,11619,7720,23447.0,6661140.0
2000-08-09,11454,12544,11454,12544,32760,25312.0,6661140.0
2000-08-10,12214,12709,12214,12643,19800,25512.0,6661140.0
2000-08-11,12643,14525,12544,14426,64240,29109.0,6661140.0
2000-08-14,16473,16473,13997,14806,50480,29875.0,6661140.0
2000-08-16,14425,14788,13715,13914,36920,28077.0,6661140.0
2000-08-17,13369,14425,13369,14261,46000,28776.0,6661140.0
2000-08-18,14029,14525,13435,14030,28970,28310.0,6661140.0
2000-08-21,13699,14195,13699,13865,32440,27977.0,6661140.0
2000-08-22,13699,14196,13535,13898,26930,28043.0,6661140.0
2000-08-23,14029,14161,13435,13700,19840,27644.0,6661140.0
2000-08-24,13698,13863,13203,13534,24020,27311.0,6661140.0
2000-08-25,15563,15563,14524,15565,177000,31407.0,6661140.0
2000-08-28,16637,17891,16505,17892,215110,36103.0,6661140.0
2000-08-29,20499,20499,16637,16736,608210,33772.0,6661140.0
2000-08-30,16109,17001,14722,14888,271590,30042.0,6661140.0
2000-08-31,14952,15646,14029,14525,101110,29309.0,6661140.0
2000-09-01,14194,14656,14194,14475,61380,29209.0,6661140.0
2000-09-04,14029,16637,14029,16637,156010,33572.0,6661140.0
2000-09-05,16637,18486,15680,16869,207230,34038.0,6661140.0
2000-09-06,17200,17529,16539,17100,64600,34505.0,6661140.0
2000-09-07,17463,17662,16670,17497,80780,35304.0,6661140.0
2000-09-08,17034,17661,16901,17331,66920,34971.0,6661140.0
2000-09-14,17495,19641,17429,18981,158040,38302.0,6661140.0
2000-09-15,19145,19443,17330,18156,89360,36636.0,6661140.0
2000-09-18,17331,18156,15449,15449,63660,31174.0,6661140.0
