효성첨단소재(298050),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2018-10-22,114000,117500,111500,117500,18974,526394.0,4479948.0
2018-10-23,116000,117500,111500,115000,27885,515194.0,4479948.0
2018-10-24,114500,115000,107000,108500,40098,486074.0,4479948.0
2018-10-25,105000,106000,100000,103000,41314,461435.0,4479948.0
2018-10-26,103500,105000,96200,102500,41168,459195.0,4479948.0
2018-10-29,101000,103500,97500,99300,38477,444859.0,4479948.0
2018-10-30,97200,102000,97000,99600,29117,446203.0,4479948.0
2018-10-31,100500,104500,99200,104500,33263,468155.0,4479948.0
2018-11-01,101500,104500,100000,100500,32957,450235.0,4479948.0
2018-11-02,101500,104000,101500,104000,21760,465915.0,4479948.0
2018-11-05,103000,106000,102000,103500,9240,463675.0,4479948.0
2018-11-06,103500,105500,100000,102000,15658,456955.0,4479948.0
2018-11-07,102000,103000,99300,100000,12688,447995.0,4479948.0
2018-11-08,101000,102000,99300,99300,18218,444859.0,4479948.0
2018-11-09,100000,100500,99000,100000,11584,447995.0,4479948.0
2018-11-12,99900,100500,99000,100500,12535,450235.0,4479948.0
2018-11-13,99500,101000,98100,100500,17593,450235.0,4479948.0
2018-11-14,100500,102500,100000,101000,9353,452475.0,4479948.0
2018-11-15,100000,102000,99100,101000,13965,452475.0,4479948.0
2018-11-16,101000,103000,100500,103000,6254,461435.0,4479948.0
2018-11-19,103000,104500,101000,104500,16588,468155.0,4479948.0
2018-11-20,103000,105000,102500,104500,9667,468155.0,4479948.0
2018-11-21,103000,110000,102500,108000,22384,483834.0,4479948.0
2018-11-22,107500,108000,105500,105500,6909,472635.0,4479948.0
2018-11-23,105500,106500,103000,103500,11761,463675.0,4479948.0
2018-11-26,103000,108000,103000,108000,9782,483834.0,4479948.0
2018-11-27,108000,108500,106000,108000,3581,483834.0,4479948.0
2018-11-28,108500,111000,107500,110500,16832,495034.0,4479948.0
2018-11-29,111500,113000,110000,111000,13916,497274.0,4479948.0
2018-11-30,111500,113000,110000,110000,13440,492794.0,4479948.0
2018-12-03,111500,114000,111000,114000,16662,510714.0,4479948.0
2018-12-04,114500,114500,111500,113000,12528,506234.0,4479948.0
2018-12-05,111000,112500,109500,111500,7213,499514.0,4479948.0
2018-12-06,111000,114000,109500,111500,15302,499514.0,4479948.0
2018-12-07,112500,112500,109500,112000,7126,501754.0,4479948.0
2018-12-10,110000,112000,109000,110000,6985,492794.0,4479948.0
2018-12-11,111000,111000,108500,110500,11132,495034.0,4479948.0
2018-12-12,111000,113000,110000,113000,8812,506234.0,4479948.0
2018-12-13,114000,115000,111500,113500,16902,508474.0,4479948.0
2018-12-14,113500,115000,112000,112500,10574,503994.0,4479948.0
2018-12-17,112000,115000,112000,114500,13654,512954.0,4479948.0
2018-12-18,113500,118000,113000,115000,19671,515194.0,4479948.0
2018-12-19,115500,115500,112000,112500,18180,503994.0,4479948.0
2018-12-20,112000,112500,107000,108500,20866,486074.0,4479948.0
2018-12-21,107000,109000,101000,102500,70334,459195.0,4479948.0
2018-12-24,102500,105500,100000,104000,28029,465915.0,4479948.0
2018-12-26,102000,103500,100500,100500,20569,450235.0,4479948.0
2018-12-27,102000,105000,101500,104000,8090,465915.0,4479948.0
2018-12-28,103500,105500,102500,103000,11048,461435.0,4479948.0
2019-01-02,102500,104500,101500,102500,6240,459195.0,4479948.0
2019-01-03,103000,104000,101000,101500,11209,454715.0,4479948.0
2019-01-04,100000,101500,99200,99800,13149,447099.0,4479948.0
2019-01-07,101500,102500,100000,102500,5258,459195.0,4479948.0
2019-01-08,102500,102500,100500,101500,6534,454715.0,4479948.0
2019-01-09,101500,103500,101000,103000,10351,461435.0,4479948.0
2019-01-10,102000,104500,101500,103500,14661,463675.0,4479948.0
2019-01-11,104500,105000,103500,103500,14517,463675.0,4479948.0
2019-01-14,105500,109000,105000,109000,29692,488314.0,4479948.0
2019-01-15,109500,111000,108000,109000,26644,488314.0,4479948.0
2019-01-16,110500,113000,108000,111500,14236,499514.0,4479948.0
2019-01-17,111500,113500,109000,109500,13744,490554.0,4479948.0
2019-01-18,110000,112500,110000,112000,12546,501754.0,4479948.0
2019-01-21,112000,114000,110000,111000,11501,497274.0,4479948.0
2019-01-22,110000,111500,109000,109500,8296,490554.0,4479948.0
2019-01-23,108500,113000,108500,111500,17269,499514.0,4479948.0
2019-01-24,112500,113500,110000,111000,12427,497274.0,4479948.0
2019-01-25,112500,114000,109500,113500,15232,508474.0,4479948.0
2019-01-28,114000,119000,113500,118500,21528,530874.0,4479948.0
2019-01-29,118500,118500,116500,118000,8927,528634.0,4479948.0
2019-01-30,118000,123000,116000,117500,46887,526394.0,4479948.0
2019-01-31,118500,119000,113000,114500,14426,512954.0,4479948.0
2019-02-01,115000,116000,112000,114000,15454,510714.0,4479948.0
2019-02-07,115000,115000,112500,114000,20182,510714.0,4479948.0
2019-02-08,113000,115000,113000,114000,16563,510714.0,4479948.0
2019-02-11,113500,117000,113500,116000,20815,519674.0,4479948.0
2019-02-12,118000,122500,116500,122000,32760,546554.0,4479948.0
2019-02-13,123500,127000,122000,122000,38616,546554.0,4479948.0
2019-02-14,123000,127500,120500,127000,27499,568953.0,4479948.0
2019-02-15,127000,127500,124500,124500,14166,557754.0,4479948.0
2019-02-18,124000,127000,123000,123000,17830,551034.0,4479948.0
2019-02-19,123000,125500,121500,123500,24810,553274.0,4479948.0
2019-02-20,123500,124500,121500,122000,15642,546554.0,4479948.0
2019-02-21,124000,126500,123000,125000,31442,559994.0,4479948.0
2019-02-22,125500,125500,123000,123500,13890,553274.0,4479948.0
2019-02-25,124500,124500,122000,123500,13248,553274.0,4479948.0
2019-02-26,124000,124000,121500,121500,15202,544314.0,4479948.0
2019-02-27,121500,123000,120000,121500,9701,544314.0,4479948.0
2019-02-28,121000,122000,117500,117500,11459,526394.0,4479948.0
2019-03-04,118500,120000,116000,117000,23597,524154.0,4479948.0
2019-03-05,116000,119500,116000,118000,20847,528634.0,4479948.0
2019-03-06,118000,120000,117500,118000,15372,528634.0,4479948.0
2019-03-07,118500,120000,116500,117000,13055,524154.0,4479948.0
2019-03-08,116000,118000,116000,117000,14726,524154.0,4479948.0
2019-03-11,117000,118500,114500,116500,12593,521914.0,4479948.0
2019-03-12,117500,119000,117000,118000,18518,528634.0,4479948.0
2019-03-13,118000,119000,117000,118500,18330,530874.0,4479948.0
2019-03-14,118500,121000,117500,121000,28400,542074.0,4479948.0
2019-03-15,122000,127000,120000,123500,48544,553274.0,4479948.0
2019-03-18,125000,134500,124500,133000,50261,595833.0,4479948.0
2019-03-19,133500,137000,133000,136500,84852,611513.0,4479948.0
2019-03-20,137500,138000,133000,137500,46283,615993.0,4479948.0
2019-03-21,137000,137500,132000,133500,33056,598073.0,4479948.0
2019-03-22,134500,134500,130000,131000,19656,586873.0,4479948.0
2019-03-25,130500,133000,128000,128500,23695,575673.0,4479948.0
2019-03-26,130500,132000,129000,130000,19666,582393.0,4479948.0
2019-03-27,131500,133000,129500,131500,20852,589113.0,4479948.0
2019-03-28,131500,131500,126000,127000,15869,568953.0,4479948.0
2019-03-29,127000,129000,123000,125500,23355,562233.0,4479948.0
2019-04-01,128000,133000,127000,129500,26037,580153.0,4479948.0
2019-04-02,130000,131000,126500,127500,13324,571193.0,4479948.0
2019-04-03,128500,128500,125000,128000,14347,573433.0,4479948.0
2019-04-04,128500,128500,124000,126500,22223,566713.0,4479948.0
2019-04-05,127000,129500,126000,129500,8370,580153.0,4479948.0
2019-04-08,131000,131000,127000,128000,10536,573433.0,4479948.0
2019-04-09,128500,129500,126000,128000,18906,573433.0,4479948.0
2019-04-10,127000,127000,124500,125500,16560,562233.0,4479948.0
2019-04-11,126000,126000,122000,123500,33047,553274.0,4479948.0
2019-04-12,123000,124000,119500,121000,48874,542074.0,4479948.0
2019-04-15,121000,123000,119500,122500,40016,548794.0,4479948.0
2019-04-16,122500,122500,121000,121500,13442,544314.0,4479948.0
2019-04-17,121500,124000,121000,123000,12092,551034.0,4479948.0
2019-04-18,122500,124000,121500,122000,19514,546554.0,4479948.0
2019-04-19,123000,125000,121500,124500,16897,557754.0,4479948.0
2019-04-22,127000,129500,126000,128500,26049,575673.0,4479948.0
2019-04-23,128500,128500,124500,125500,12076,562233.0,4479948.0
2019-04-24,126500,128500,123500,127000,14328,568953.0,4479948.0
2019-04-25,126500,128500,125500,126500,9480,566713.0,4479948.0
2019-04-26,127000,128000,124500,127000,8450,568953.0,4479948.0
2019-04-29,127000,129500,127000,128000,8292,573433.0,4479948.0
2019-04-30,128000,129500,126500,129500,11466,580153.0,4479948.0
2019-05-02,133500,137000,132500,133500,64924,598073.0,4479948.0
2019-05-03,135000,135500,133000,134500,14928,602553.0,4479948.0
2019-05-07,131500,135000,130000,134000,17831,600313.0,4479948.0
2019-05-08,131500,133000,128000,129000,27841,577913.0,4479948.0
2019-05-09,129000,129500,121500,122500,31965,548794.0,4479948.0
2019-05-10,123500,125000,121000,122000,20949,546554.0,4479948.0
2019-05-13,122000,123000,119500,119500,11579,535354.0,4479948.0
2019-05-14,118000,124000,117000,123500,17610,553274.0,4479948.0
2019-05-15,124500,124500,121500,124000,10190,555514.0,4479948.0
2019-05-16,124000,124000,117000,119000,29168,533114.0,4479948.0
2019-05-17,119500,120500,114500,116000,25128,519674.0,4479948.0
2019-05-20,116500,117000,114500,114500,10360,512954.0,4479948.0
2019-05-21,114000,116000,114000,115000,9707,515194.0,4479948.0
2019-05-22,115000,117000,112000,114000,18899,510714.0,4479948.0
2019-05-23,113500,113500,111000,111500,14598,499514.0,4479948.0
2019-05-24,111000,112000,108500,110000,17858,492794.0,4479948.0
2019-05-27,111000,114000,110500,112500,25460,503994.0,4479948.0
2019-05-28,112500,113500,111000,112500,13678,503994.0,4479948.0
2019-05-29,112500,113000,109000,110000,15845,492794.0,4479948.0
2019-05-30,110500,111500,109500,111000,17812,497274.0,4479948.0
2019-05-31,109000,111500,108500,110000,11550,492794.0,4479948.0
2019-06-03,109000,111500,109000,110000,8619,492794.0,4479948.0
2019-06-04,110500,112000,110000,111500,17028,499514.0,4479948.0
2019-06-05,113500,113500,111500,111500,6806,499514.0,4479948.0
2019-06-07,112000,112000,110500,111500,13072,499514.0,4479948.0
2019-06-10,111000,112000,110000,110500,12098,495034.0,4479948.0
2019-06-11,110500,117500,110500,115000,69541,515194.0,4479948.0
2019-06-12,116500,117500,115000,116500,18314,521914.0,4479948.0
2019-06-13,117500,118500,114500,117000,30064,524154.0,4479948.0
2019-06-14,117000,118000,115000,115000,11105,515194.0,4479948.0
2019-06-17,115000,118000,114500,117000,10772,524154.0,4479948.0
2019-06-18,118000,118000,113000,116000,21032,519674.0,4479948.0
2019-06-19,116500,116500,114000,116000,18819,519674.0,4479948.0
2019-06-20,118000,119500,115500,119000,23914,533114.0,4479948.0
2019-06-21,119000,119500,116000,116000,20696,519674.0,4479948.0
2019-06-24,116000,121500,115500,120000,20211,537594.0,4479948.0
2019-06-25,120500,123000,120000,120500,15364,539834.0,4479948.0
2019-06-26,120000,121500,118500,121000,11494,542074.0,4479948.0
2019-06-27,122500,122500,119000,119500,15275,535354.0,4479948.0
2019-06-28,118000,120500,118000,119500,7195,535354.0,4479948.0
2019-07-01,120500,121000,117500,120000,13247,537594.0,4479948.0
2019-07-02,119500,125500,119500,125000,23113,559994.0,4479948.0
2019-07-03,123500,127000,123500,124000,30714,555514.0,4479948.0
2019-07-04,127000,129000,125500,128500,23138,575673.0,4479948.0
2019-07-05,127500,131500,127500,129000,22904,577913.0,4479948.0
2019-07-08,131500,131500,124000,124500,21902,557754.0,4479948.0
2019-07-09,126500,133500,121500,124000,44556,555514.0,4479948.0
2019-07-10,126000,126500,122000,124500,13378,557754.0,4479948.0
2019-07-11,124500,125500,121000,122000,22899,546554.0,4479948.0
2019-07-12,122500,123500,121000,123000,11725,551034.0,4479948.0
2019-07-15,123000,125500,122000,124000,19497,555514.0,4479948.0
2019-07-16,124500,132500,124500,130000,63558,582393.0,4479948.0
2019-07-17,131000,133500,129000,132000,51696,591353.0,4479948.0
2019-07-18,132500,133000,128000,130000,41331,582393.0,4479948.0
2019-07-19,129000,130000,123000,125500,92729,562233.0,4479948.0
2019-07-22,127000,131000,125500,127000,55068,568953.0,4479948.0
2019-07-23,128000,128000,124000,128000,26867,573433.0,4479948.0
2019-07-24,129000,131000,125000,126000,36539,564473.0,4479948.0
2019-07-25,127000,127000,120500,120500,29578,539834.0,4479948.0
2019-07-26,120000,122000,113500,117500,53731,526394.0,4479948.0
2019-07-29,118000,123000,116000,119500,64422,535354.0,4479948.0
2019-07-30,119500,122000,117000,121000,25939,542074.0,4479948.0
2019-07-31,120500,121000,116000,117000,34612,524154.0,4479948.0
2019-08-01,117500,118500,113500,116000,40595,519674.0,4479948.0
2019-08-02,118500,124500,117000,123000,101754,551034.0,4479948.0
2019-08-05,128000,130500,122500,122500,125378,548794.0,4479948.0
2019-08-06,122500,126000,116500,116500,84126,521914.0,4479948.0
2019-08-07,120000,122000,114000,115000,72815,515194.0,4479948.0
2019-08-08,120000,120500,116000,117500,47021,526394.0,4479948.0
2019-08-09,119000,119500,115000,115000,40026,515194.0,4479948.0
2019-08-12,115000,116500,114500,114500,24631,512954.0,4479948.0
2019-08-13,114000,114000,111500,112000,41404,501754.0,4479948.0
2019-08-14,114500,116500,112500,113000,29978,506234.0,4479948.0
2019-08-16,114000,118500,113000,118500,46925,530874.0,4479948.0
2019-08-19,121000,129000,120000,129000,114669,577913.0,4479948.0
2019-08-20,130500,132000,124500,127000,160334,568953.0,4479948.0
2019-08-21,150000,152000,130000,130000,745477,582393.0,4479948.0
2019-08-22,131500,134500,128000,130000,169979,582393.0,4479948.0
2019-08-23,133500,139500,131000,137000,259272,613753.0,4479948.0
2019-08-26,135000,148000,134000,142000,414165,636153.0,4479948.0
2019-08-27,144000,146500,139500,146000,166834,654072.0,4479948.0
2019-08-28,145500,146000,141500,142000,129553,636153.0,4479948.0
2019-08-29,143000,143500,136000,136500,134501,611513.0,4479948.0
2019-08-30,137500,138500,134500,135500,96190,607033.0,4479948.0
2019-09-02,136000,137000,132000,132500,95003,593593.0,4479948.0
2019-09-03,134000,136000,132500,133000,87072,595833.0,4479948.0
2019-09-04,133000,135000,131500,134500,67900,602553.0,4479948.0
2019-09-05,135500,135500,132500,133000,68848,595833.0,4479948.0
2019-09-06,133500,134000,130000,130500,57500,584633.0,4479948.0
2019-09-09,131500,134500,131000,132000,53033,591353.0,4479948.0
2019-09-10,132500,133000,131000,131500,30919,589113.0,4479948.0
2019-09-11,128000,129500,125500,127500,109484,571193.0,4479948.0
2019-09-16,128000,129500,125500,128500,49516,575673.0,4479948.0
2019-09-17,128000,129000,126500,128000,42056,573433.0,4479948.0
2019-09-18,128000,129000,126000,127500,45492,571193.0,4479948.0
2019-09-19,127500,131000,127000,129500,36472,580153.0,4479948.0
2019-09-20,129500,130000,127500,128500,29539,575673.0,4479948.0
2019-09-23,129000,129500,127000,128500,28991,575673.0,4479948.0
2019-09-24,128500,129500,127500,128000,21753,573433.0,4479948.0
2019-09-25,127000,128500,123000,123500,52341,553274.0,4479948.0
2019-09-26,123500,125500,123500,124500,29815,557754.0,4479948.0
2019-09-27,124000,125000,122500,123000,17189,551034.0,4479948.0
2019-09-30,122000,124000,119000,123000,39530,551034.0,4479948.0
2019-10-01,124000,126000,122500,126000,22198,564473.0,4479948.0
2019-10-02,125000,125500,122000,122000,22465,546554.0,4479948.0
2019-10-04,122000,123000,121000,121000,21501,542074.0,4479948.0
2019-10-07,121500,123000,120500,121500,26646,544314.0,4479948.0
