오리온(271560),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2017-10-18,93800,94000,93000,93800,31656,3708242.0,39533501.0
2017-10-19,93700,94000,92600,93000,43544,3676616.0,39533501.0
2017-10-20,92100,95100,92100,94700,75668,3743823.0,39533501.0
2017-10-23,93300,95500,92500,93100,68072,3680569.0,39533501.0
2017-10-24,92600,95700,92600,95600,62675,3779403.0,39533501.0
2017-10-25,94400,95600,93500,94600,58262,3739869.0,39533501.0
2017-10-26,94000,102000,94000,100500,241723,3973117.0,39533501.0
2017-10-27,99800,103500,99800,100500,243765,3973117.0,39533501.0
2017-10-30,100500,107000,100000,105500,146117,4170784.0,39533501.0
2017-10-31,106000,108500,103000,106000,105842,4190551.0,39533501.0
2017-11-01,103500,107500,103000,105500,124938,4170784.0,39533501.0
2017-11-02,105000,110000,104000,108000,93491,4269618.0,39533501.0
2017-11-03,110000,113500,108500,113500,120532,4487052.0,39533501.0
2017-11-06,113500,118000,111000,116500,199183,4605653.0,39533501.0
2017-11-07,116500,119000,114500,116000,132135,4585886.0,39533501.0
2017-11-08,115000,117500,113000,116500,118817,4605653.0,39533501.0
2017-11-09,118000,120500,116000,116500,118710,4605653.0,39533501.0
2017-11-10,116500,121000,116500,120500,87490,4763787.0,39533501.0
2017-11-13,122000,125500,121000,123500,98567,4882387.0,39533501.0
2017-11-14,123500,124500,119500,122000,131763,4823087.0,39533501.0
2017-11-15,126500,126500,118500,125000,154148,4941688.0,39533501.0
2017-11-16,125500,125500,120500,121000,104990,4783554.0,39533501.0
2017-11-17,119500,123000,119000,121000,186969,4783554.0,39533501.0
2017-11-20,122000,125000,119000,124000,157660,4902154.0,39533501.0
2017-11-21,124500,124500,120500,122000,206877,4823087.0,39533501.0
2017-11-22,121000,123500,121000,121500,122145,4803320.0,39533501.0
2017-11-23,121000,121500,118500,119500,98245,4724253.0,39533501.0
2017-11-24,119000,119000,112500,113000,123943,4467286.0,39533501.0
2017-11-27,113500,119500,113500,118000,153777,4664953.0,39533501.0
2017-11-28,118000,129000,118000,127000,188897,5020755.0,39533501.0
2017-11-29,129000,129500,123500,125000,136688,4941688.0,39533501.0
2017-11-30,125500,126000,114500,114500,218274,4526586.0,39533501.0
2017-12-01,115500,123500,115500,120000,154816,4744020.0,39533501.0
2017-12-04,122000,123000,117500,118500,75335,4684720.0,39533501.0
2017-12-05,117500,120500,116000,116500,84061,4605653.0,39533501.0
2017-12-06,119000,122000,111500,112000,129920,4427752.0,39533501.0
2017-12-07,112500,116000,112000,115000,108304,4546353.0,39533501.0
2017-12-08,113500,116000,113000,114000,72500,4506819.0,39533501.0
2017-12-11,112000,118500,112000,118500,53082,4684720.0,39533501.0
2017-12-12,116500,119000,115500,118500,101288,4684720.0,39533501.0
2017-12-13,117000,119500,117000,117500,73418,4645186.0,39533501.0
2017-12-14,116000,122500,116000,116500,152132,4605653.0,39533501.0
2017-12-15,118000,121000,116500,117000,145418,4625420.0,39533501.0
2017-12-18,117000,121000,116500,119500,65204,4724253.0,39533501.0
2017-12-19,121000,121000,117000,117500,76008,4645186.0,39533501.0
2017-12-20,116500,117000,112500,116000,56203,4585886.0,39533501.0
2017-12-21,114500,116500,110500,111000,66789,4388219.0,39533501.0
2017-12-22,112000,114000,105500,113500,83414,4487052.0,39533501.0
2017-12-26,111500,111500,107500,108500,112219,4289385.0,39533501.0
2017-12-27,107000,109000,104000,105000,83970,4151018.0,39533501.0
2017-12-28,105500,105500,103500,104500,107434,4131251.0,39533501.0
2018-01-02,104500,107500,104500,107000,96061,4230085.0,39533501.0
2018-01-03,105000,106500,103500,104000,75566,4111484.0,39533501.0
2018-01-04,105000,105000,100000,101000,135389,3992884.0,39533501.0
2018-01-05,101000,102000,98400,101500,102044,4012650.0,39533501.0
2018-01-08,103000,104000,101500,103000,63501,4071951.0,39533501.0
2018-01-09,103000,106500,101000,106500,127783,4210318.0,39533501.0
2018-01-10,105000,107000,102500,104500,80737,4131251.0,39533501.0
2018-01-11,106500,110500,104500,108500,102912,4289385.0,39533501.0
2018-01-12,107500,110000,104500,106000,122191,4190551.0,39533501.0
2018-01-15,108000,110500,106500,109500,72874,4328918.0,39533501.0
2018-01-16,109000,112000,109000,109500,55818,4328918.0,39533501.0
2018-01-17,108000,110500,107000,110500,74176,4368452.0,39533501.0
2018-01-18,109500,113500,109000,112500,64537,4447519.0,39533501.0
2018-01-19,112000,116000,111500,115000,81720,4546353.0,39533501.0
2018-01-22,115000,118500,113000,113500,65413,4487052.0,39533501.0
2018-01-23,113500,118000,113500,117000,60130,4625420.0,39533501.0
2018-01-24,119000,119000,112000,112500,64454,4447519.0,39533501.0
2018-01-25,112000,115000,110500,112500,61180,4447519.0,39533501.0
2018-01-26,112000,117500,112000,116000,73178,4585886.0,39533501.0
2018-01-29,117500,120000,116500,119000,64836,4704487.0,39533501.0
2018-01-30,119500,120500,114500,117000,54387,4625420.0,39533501.0
2018-01-31,118000,118500,107500,117000,71930,4625420.0,39533501.0
2018-02-01,117000,121000,116500,121000,68693,4783554.0,39533501.0
2018-02-02,122000,128000,121000,125000,195758,4941688.0,39533501.0
2018-02-05,125000,125000,121000,122000,66176,4823087.0,39533501.0
2018-02-06,122000,122000,115000,120500,114528,4763787.0,39533501.0
2018-02-07,119500,124500,119000,120500,109111,4763787.0,39533501.0
2018-02-08,125000,125000,117500,120500,77098,4763787.0,39533501.0
2018-02-09,114500,120000,114500,115500,140674,4566119.0,39533501.0
2018-02-12,115500,118000,107000,108500,134903,4289385.0,39533501.0
2018-02-13,109500,112000,108500,110000,86918,4348685.0,39533501.0
2018-02-14,110500,110500,102000,104500,373256,4131251.0,39533501.0
2018-02-19,106000,106500,104000,106000,94210,4190551.0,39533501.0
2018-02-20,105500,107000,105000,106500,55574,4210318.0,39533501.0
2018-02-21,108000,115500,106500,113000,146949,4467286.0,39533501.0
2018-02-22,112000,114000,108000,112500,67414,4447519.0,39533501.0
2018-02-23,113000,117000,111500,114000,58761,4506819.0,39533501.0
2018-02-26,113500,116500,112000,116000,43225,4585886.0,39533501.0
2018-02-27,115000,118000,112000,112500,63603,4447519.0,39533501.0
2018-02-28,110500,114000,107500,108000,94441,4269618.0,39533501.0
2018-03-02,105500,110500,105500,109000,47751,4309152.0,39533501.0
2018-03-05,108000,113000,108000,110000,46680,4348685.0,39533501.0
2018-03-06,109500,111000,106000,107000,55402,4230085.0,39533501.0
2018-03-07,105500,110000,105000,106500,85552,4210318.0,39533501.0
2018-03-08,108000,114500,107500,112000,113625,4427752.0,39533501.0
2018-03-09,112000,119500,112000,118000,79537,4664953.0,39533501.0
2018-03-12,118500,120000,115500,117500,65057,4645186.0,39533501.0
2018-03-13,116000,117500,112500,113000,72505,4467286.0,39533501.0
2018-03-14,113000,114500,108000,109000,79049,4309152.0,39533501.0
2018-03-15,110500,118500,110000,117000,99174,4625420.0,39533501.0
2018-03-16,120000,121500,117000,120000,104518,4744020.0,39533501.0
2018-03-19,118500,123500,117500,120500,91121,4763787.0,39533501.0
2018-03-20,119000,123500,115000,121500,56199,4803320.0,39533501.0
2018-03-21,119500,121500,119000,119000,48359,4704487.0,39533501.0
2018-03-22,119000,122000,119000,120000,36131,4744020.0,39533501.0
2018-03-23,117000,120000,117000,117500,62247,4645186.0,39533501.0
2018-03-26,118500,124000,117500,122000,78965,4823087.0,39533501.0
2018-03-27,122000,127500,121500,126500,99252,5000988.0,39533501.0
2018-03-28,124500,128000,123000,127000,73212,5020755.0,39533501.0
2018-03-29,128500,129000,124000,128000,74556,5060288.0,39533501.0
2018-03-30,129500,130000,126500,128000,51549,5060288.0,39533501.0
2018-04-02,130000,136000,127500,132000,106415,5218422.0,39533501.0
2018-04-03,132000,138000,131000,135500,117505,5356789.0,39533501.0
2018-04-04,132000,134000,125000,128000,155672,5060288.0,39533501.0
2018-04-05,128500,131500,123500,125500,116418,4961454.0,39533501.0
2018-04-06,124000,127000,118500,125500,157655,4961454.0,39533501.0
2018-04-09,124000,125500,122000,125000,57208,4941688.0,39533501.0
2018-04-10,123500,130000,123500,129000,94496,5099822.0,39533501.0
2018-04-11,126500,129500,125500,126000,125286,4981221.0,39533501.0
2018-04-12,127000,128000,124500,125000,60284,4941688.0,39533501.0
2018-04-13,124500,129500,123000,128000,85466,5060288.0,39533501.0
2018-04-16,127500,129500,126500,128500,29169,5080055.0,39533501.0
2018-04-17,128000,129500,126000,128000,35037,5060288.0,39533501.0
2018-04-18,127500,131000,127000,129000,85864,5099822.0,39533501.0
2018-04-19,128000,131000,121000,121500,76753,4803320.0,39533501.0
2018-04-20,123000,126000,121500,126000,51316,4981221.0,39533501.0
2018-04-23,126000,127500,122000,124500,52236,4921921.0,39533501.0
2018-04-24,124500,128500,124500,127500,53725,5040521.0,39533501.0
2018-04-25,128500,128500,124000,125000,41883,4941688.0,39533501.0
2018-04-26,125000,125000,119000,119000,105844,4704487.0,39533501.0
2018-04-27,120000,124500,119000,123000,113261,4862621.0,39533501.0
2018-04-30,123000,126000,122500,124500,48388,4921921.0,39533501.0
2018-05-02,125000,128000,124500,127500,44602,5040521.0,39533501.0
2018-05-03,128000,129000,121500,121500,59074,4803320.0,39533501.0
2018-05-04,121500,126000,120000,124000,81698,4902154.0,39533501.0
2018-05-08,127000,127500,123000,125000,80098,4941688.0,39533501.0
2018-05-09,127000,133000,125500,131500,111853,5198655.0,39533501.0
2018-05-10,131500,135000,128000,130500,85078,5159122.0,39533501.0
2018-05-11,129500,134000,129500,133500,38882,5277722.0,39533501.0
2018-05-14,136000,137500,133000,133000,61704,5257956.0,39533501.0
2018-05-15,131500,133500,124500,125000,154392,4941688.0,39533501.0
2018-05-16,126500,134500,126500,132500,208081,5238189.0,39533501.0
2018-05-17,133500,134000,127000,127000,166805,5020755.0,39533501.0
2018-05-18,127500,131000,127500,130000,80124,5139355.0,39533501.0
2018-05-21,132500,132500,125000,127500,120906,5040521.0,39533501.0
2018-05-23,127500,131000,126500,129500,87080,5119588.0,39533501.0
2018-05-24,129500,131500,127500,129000,54375,5099822.0,39533501.0
2018-05-25,129500,131500,129000,130500,71619,5159122.0,39533501.0
2018-05-28,131000,133500,130000,132500,56302,5238189.0,39533501.0
2018-05-29,132500,134500,129500,132500,80708,5238189.0,39533501.0
2018-05-30,132000,132000,128500,129000,88727,5099822.0,39533501.0
2018-05-31,130500,133000,129000,129500,154874,5119588.0,39533501.0
2018-06-01,130000,135500,128000,134500,92517,5317256.0,39533501.0
2018-06-04,136500,144500,136000,144500,134899,5712591.0,39533501.0
2018-06-05,144500,144500,140000,141500,79701,5593990.0,39533501.0
2018-06-07,141500,153500,141500,146000,242853,5771891.0,39533501.0
2018-06-08,148000,153500,147500,148500,127733,5870725.0,39533501.0
2018-06-11,149000,149500,144500,147000,75016,5811425.0,39533501.0
2018-06-12,150000,152500,147000,148500,92386,5870725.0,39533501.0
2018-06-14,144500,150000,144500,145000,202170,5732358.0,39533501.0
2018-06-15,147000,150000,145000,149000,155026,5890492.0,39533501.0
2018-06-18,150000,156000,150000,151500,132880,5989325.0,39533501.0
2018-06-19,152500,160000,149000,149500,154266,5910258.0,39533501.0
2018-06-20,153000,156000,145000,153000,159480,6048626.0,39533501.0
2018-06-21,150500,154500,149000,152000,135835,6009092.0,39533501.0
2018-06-22,150000,155500,150000,154000,213284,6088159.0,39533501.0
2018-06-25,154500,156500,151500,155000,104411,6127693.0,39533501.0
2018-06-26,156500,158000,147500,148000,196362,5850958.0,39533501.0
2018-06-27,146500,150500,145500,146000,797285,5771891.0,39533501.0
2018-06-28,146500,153000,145000,149500,189767,5910258.0,39533501.0
2018-06-29,151000,152500,148000,149000,118047,5890492.0,39533501.0
2018-07-02,149500,149500,145000,145000,149958,5732358.0,39533501.0
2018-07-03,146500,147000,143500,144500,351255,5712591.0,39533501.0
2018-07-04,143500,147000,142000,146000,109520,5771891.0,39533501.0
2018-07-05,145000,147000,140000,142000,77990,5613757.0,39533501.0
2018-07-06,141500,147000,141500,145500,69434,5752124.0,39533501.0
2018-07-09,144500,150500,144500,149000,74097,5890492.0,39533501.0
2018-07-10,148500,149000,146000,146500,51127,5791658.0,39533501.0
2018-07-11,145000,148500,142000,145000,69127,5732358.0,39533501.0
2018-07-12,148000,151500,146000,148500,65797,5870725.0,39533501.0
2018-07-13,150000,152500,147000,147000,72309,5811425.0,39533501.0
2018-07-16,147000,149000,142000,143500,78430,5673057.0,39533501.0
2018-07-17,143000,143500,135500,136500,144827,5396323.0,39533501.0
2018-07-18,136500,140000,133000,134000,116939,5297489.0,39533501.0
2018-07-19,134500,137000,131500,135500,86867,5356789.0,39533501.0
2018-07-20,133000,135500,128000,129500,157052,5119588.0,39533501.0
2018-07-23,130000,131500,128000,131500,72405,5198655.0,39533501.0
2018-07-24,133000,138500,131500,137500,127614,5435856.0,39533501.0
2018-07-25,137500,137500,133000,136000,60326,5376556.0,39533501.0
2018-07-26,136500,138500,134000,135500,36204,5356789.0,39533501.0
2018-07-27,137500,138000,134000,136000,50924,5376556.0,39533501.0
2018-07-30,135000,138500,135000,138000,51740,5455623.0,39533501.0
2018-07-31,138500,138500,132500,133500,70446,5277722.0,39533501.0
2018-08-01,133000,134000,130500,133000,78298,5257956.0,39533501.0
2018-08-02,131500,135000,129000,130500,56985,5159122.0,39533501.0
2018-08-03,130500,131000,127000,128000,110353,5060288.0,39533501.0
2018-08-06,128500,129000,121500,123000,162476,4862621.0,39533501.0
2018-08-07,123500,125500,121000,123500,140108,4882387.0,39533501.0
2018-08-08,123500,126500,123000,123500,96855,4882387.0,39533501.0
2018-08-09,124000,124500,116500,120500,242785,4763787.0,39533501.0
2018-08-10,120500,124000,119000,122500,95897,4842854.0,39533501.0
2018-08-13,121000,123000,118000,119500,64577,4724253.0,39533501.0
2018-08-14,118500,119500,117500,118000,59294,4664953.0,39533501.0
2018-08-16,111500,114500,101500,105500,506283,4170784.0,39533501.0
2018-08-17,106000,107500,104500,105000,214428,4151018.0,39533501.0
2018-08-20,106000,108500,105000,105000,158705,4151018.0,39533501.0
2018-08-21,106000,111500,106000,109500,156163,4328918.0,39533501.0
2018-08-22,109000,110500,106000,107000,89412,4230085.0,39533501.0
2018-08-23,107500,108500,106500,108000,66352,4269618.0,39533501.0
2018-08-24,107500,108000,105500,107000,55897,4230085.0,39533501.0
2018-08-27,107500,113000,105500,111000,125289,4388219.0,39533501.0
2018-08-28,111000,111500,109000,110000,75304,4348685.0,39533501.0
2018-08-29,110000,111500,106500,107000,116596,4230085.0,39533501.0
2018-08-30,107500,109500,107000,107000,71100,4230085.0,39533501.0
2018-08-31,106000,107500,105000,107000,86977,4230085.0,39533501.0
2018-09-03,107000,109500,107000,109000,70037,4309152.0,39533501.0
2018-09-04,108500,108500,105500,106000,105073,4190600.0,39533961.0
2018-09-05,106000,108500,105500,105500,118545,4170833.0,39533961.0
2018-09-06,105500,106500,104500,104500,73156,4131299.0,39533961.0
2018-09-07,104500,104500,96300,98700,455755,3902002.0,39533961.0
2018-09-10,96500,98500,95400,96300,196510,3807120.0,39533961.0
2018-09-11,95800,97000,94100,95500,159144,3775493.0,39533961.0
2018-09-12,96300,104500,95900,104000,314585,4111532.0,39533961.0
2018-09-13,106500,107500,104000,105500,254772,4170833.0,39533961.0
2018-09-14,106500,107500,103000,105500,97413,4170833.0,39533961.0
2018-09-17,104000,105500,101500,104000,106749,4111532.0,39533961.0
2018-09-18,103000,104000,102000,103000,75295,4071998.0,39533961.0
2018-09-19,104000,107500,101000,107000,117269,4230134.0,39533961.0
2018-09-20,107500,112500,107000,107000,168467,4230134.0,39533961.0
2018-09-21,107000,110000,105000,110000,136831,4348736.0,39533961.0
2018-09-27,109000,109000,106500,108000,166588,4269668.0,39533961.0
2018-09-28,108000,108500,105000,105500,188209,4170833.0,39533961.0
2018-10-01,106000,108000,105500,107000,69279,4230134.0,39533961.0
2018-10-02,106000,107000,101500,102500,121451,4052231.0,39533961.0
2018-10-04,103000,105000,97200,99200,144351,3921769.0,39533961.0
2018-10-05,97900,100000,97500,99000,86608,3913862.0,39533961.0
2018-10-08,98700,101000,96700,96700,66383,3822934.0,39533961.0
2018-10-10,96900,101000,96700,99100,98514,3917816.0,39533961.0
2018-10-11,97500,101500,95900,96800,192695,3826887.0,39533961.0
2018-10-12,98400,104500,98100,103500,134038,4091765.0,39533961.0
2018-10-15,102500,109500,102000,107000,173452,4230134.0,39533961.0
2018-10-16,107000,109500,104000,106000,95251,4190600.0,39533961.0
2018-10-17,107500,109500,106500,107500,65518,4249901.0,39533961.0
2018-10-18,108000,111000,106000,107000,139763,4230134.0,39533961.0
2018-10-19,107000,109500,105500,108500,62858,4289435.0,39533961.0
2018-10-22,107500,111500,105000,111000,52132,4388270.0,39533961.0
2018-10-23,109000,111500,104500,106000,100671,4190600.0,39533961.0
2018-10-24,107500,108000,105500,106000,72435,4190600.0,39533961.0
2018-10-25,104000,104000,97500,102500,135230,4052231.0,39533961.0
2018-10-26,102500,106000,98000,99100,94376,3917816.0,39533961.0
2018-10-29,99100,103000,98300,99000,86552,3913862.0,39533961.0
2018-10-30,99000,100500,95400,97500,75760,3854561.0,39533961.0
2018-10-31,97600,97900,95100,95100,137147,3759680.0,39533961.0
2018-11-01,95000,95200,88100,92500,258961,3656891.0,39533961.0
2018-11-02,92500,94100,88500,90300,326481,3569917.0,39533961.0
2018-11-05,90200,90900,88300,89400,183955,3534336.0,39533961.0
2018-11-06,89900,89900,84100,88600,530225,3502709.0,39533961.0
2018-11-07,94100,100500,93700,96700,716517,3822934.0,39533961.0
2018-11-08,97900,99100,96300,96500,164943,3815027.0,39533961.0
2018-11-09,96500,97300,91600,92000,156026,3637124.0,39533961.0
2018-11-12,92000,94600,89800,94400,167269,3732006.0,39533961.0
2018-11-13,93800,94000,90300,93000,163450,3676658.0,39533961.0
2018-11-14,94200,97200,94100,96300,160014,3807120.0,39533961.0
2018-11-15,96500,98800,94800,97700,116459,3862468.0,39533961.0
2018-11-16,97900,99700,96000,99000,153702,3913862.0,39533961.0
2018-11-19,98200,101000,98100,100000,141715,3953396.0,39533961.0
2018-11-20,100000,103500,99800,103000,126159,4071998.0,39533961.0
2018-11-21,102500,112000,99300,110500,336391,4368503.0,39533961.0
2018-11-22,111500,112500,109000,110000,208754,4348736.0,39533961.0
2018-11-23,111000,112000,110000,112000,152627,4427804.0,39533961.0
2018-11-26,112000,117500,112000,116500,251697,4605706.0,39533961.0
2018-11-27,117000,117000,111500,114500,203861,4526639.0,39533961.0
2018-11-28,115500,115500,111000,111500,160331,4408037.0,39533961.0
2018-11-29,112500,115000,111500,114000,129697,4506872.0,39533961.0
2018-11-30,112500,114500,111000,111500,149502,4408037.0,39533961.0
2018-12-03,112500,114000,110500,111500,106312,4408037.0,39533961.0
2018-12-04,111500,113000,108500,112500,149235,4447571.0,39533961.0
2018-12-05,110500,117500,110000,115000,160830,4546406.0,39533961.0
2018-12-06,116500,118500,114500,115500,128980,4566172.0,39533961.0
2018-12-07,115500,116000,112500,114500,76397,4526639.0,39533961.0
2018-12-10,112000,118500,111500,118000,117299,4665007.0,39533961.0
2018-12-11,118000,120000,112000,114000,154240,4506872.0,39533961.0
2018-12-12,116000,121000,114000,120000,191761,4744075.0,39533961.0
2018-12-13,120500,123000,117500,120000,197725,4744075.0,39533961.0
2018-12-14,120000,122000,116500,118000,97837,4665007.0,39533961.0
2018-12-17,119500,123000,118000,122000,143922,4823143.0,39533961.0
2018-12-18,122000,122500,113000,118000,256622,4665007.0,39533961.0
2018-12-19,118000,120000,116000,120000,87198,4744075.0,39533961.0
2018-12-20,120500,121000,115500,118000,83547,4665007.0,39533961.0
2018-12-21,118000,120000,115000,117500,85879,4645240.0,39533961.0
2018-12-24,118000,118000,114500,117500,53191,4645240.0,39533961.0
2018-12-26,116500,117000,114000,115000,61938,4546406.0,39533961.0
2018-12-27,111500,114500,110000,114000,103102,4506872.0,39533961.0
2018-12-28,113000,120000,113000,120000,108932,4744075.0,39533961.0
2019-01-02,118000,118500,110000,111000,172930,4388270.0,39533961.0
2019-01-03,114000,118000,112000,118000,154677,4665007.0,39533961.0
2019-01-04,118000,123000,116500,121500,129564,4803376.0,39533961.0
2019-01-07,121500,125000,121000,122500,112509,4842910.0,39533961.0
2019-01-08,124500,124500,121500,123000,79897,4862677.0,39533961.0
2019-01-09,122500,129000,122000,124000,95443,4902211.0,39533961.0
2019-01-10,123000,124000,118000,118000,143620,4665007.0,39533961.0
2019-01-11,118000,122000,118000,121000,84643,4783609.0,39533961.0
2019-01-14,120000,125000,119000,121000,97108,4783609.0,39533961.0
2019-01-15,121500,123000,119000,119000,70524,4704541.0,39533961.0
2019-01-16,118500,120500,117000,117500,70580,4645240.0,39533961.0
2019-01-17,118000,121500,116500,121000,79559,4783609.0,39533961.0
2019-01-18,120500,123000,120500,122000,61584,4823143.0,39533961.0
2019-01-21,122000,123000,118000,120500,78903,4763842.0,39533961.0
2019-01-22,120000,121500,117500,118000,67344,4665007.0,39533961.0
2019-01-23,118500,120000,118000,119500,57196,4724308.0,39533961.0
2019-01-24,118000,119000,111000,114500,282625,4526639.0,39533961.0
2019-01-25,114000,116000,113000,114000,105454,4507119.0,39536132.0
2019-01-28,114000,114000,112000,113000,80900,4467583.0,39536132.0
2019-01-29,113000,115000,112500,114500,62287,4526887.0,39536132.0
2019-01-30,115000,115000,107500,110500,200459,4368743.0,39536132.0
2019-01-31,112000,113500,110000,113500,78771,4487351.0,39536132.0
2019-02-01,113500,114500,111500,112000,118747,4428047.0,39536132.0
2019-02-07,113000,114000,111500,113000,68162,4467583.0,39536132.0
2019-02-08,112000,113000,109000,110000,97117,4348975.0,39536132.0
2019-02-11,110500,113000,109500,110500,100022,4368743.0,39536132.0
2019-02-12,111500,112500,110500,111500,62352,4408279.0,39536132.0
2019-02-13,112500,113000,110000,111500,89588,4408279.0,39536132.0
2019-02-14,110500,116000,109500,116000,165955,4586191.0,39536132.0
2019-02-15,114000,115000,112000,112500,117051,4447815.0,39536132.0
2019-02-18,113000,114500,111500,114000,55576,4507119.0,39536132.0
2019-02-19,113500,114000,112500,113500,38709,4487351.0,39536132.0
2019-02-20,113500,116000,113000,116000,84707,4586191.0,39536132.0
2019-02-21,115000,115500,112000,112500,111662,4447815.0,39536132.0
2019-02-22,113000,113500,111000,112000,107326,4428047.0,39536132.0
2019-02-25,113000,116000,112000,115500,111517,4566423.0,39536132.0
2019-02-26,114500,116000,112500,113500,88422,4487351.0,39536132.0
2019-02-27,113500,114000,112000,113500,120317,4487351.0,39536132.0
2019-02-28,113500,113500,111500,111500,108118,4408279.0,39536132.0
2019-03-04,111000,112000,110000,110500,128903,4368743.0,39536132.0
2019-03-05,110000,110000,108500,109500,98167,4329206.0,39536132.0
2019-03-06,109000,109500,107000,107500,144852,4250134.0,39536132.0
2019-03-07,108000,108000,105000,106000,90729,4190830.0,39536132.0
2019-03-08,105500,105500,102500,103000,189904,4072222.0,39536132.0
2019-03-11,104000,107500,103500,105500,156146,4171062.0,39536132.0
2019-03-12,106000,107500,104000,105000,51254,4151294.0,39536132.0
2019-03-13,104500,105000,102000,104000,83909,4111758.0,39536132.0
2019-03-14,105000,105000,102500,104000,108681,4111758.0,39536132.0
