삼성SDI(006400),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2000-08-28,54700,56000,54000,54000,185870,2505154.0,46391737.0
2000-08-29,54500,54500,52800,53400,113072,2477319.0,46391737.0
2000-08-30,53000,53000,51500,51500,339230,2389174.0,46391737.0
2000-08-31,51000,51100,49300,49500,465738,2296391.0,46391737.0
2000-09-01,49100,50400,49100,49400,109410,2291752.0,46391737.0
2000-09-04,48600,48950,47950,48600,153880,2254638.0,46391737.0
2000-09-05,48000,49600,47300,49600,86450,2301030.0,46391737.0
2000-09-06,48700,50100,48600,49000,60710,2273195.0,46391737.0
2000-09-07,48000,48600,47300,48000,126719,2226803.0,46391737.0
2000-09-08,49300,49500,48100,49000,131830,2273195.0,46391737.0
2000-09-14,48000,49000,46700,49000,268300,2273195.0,46391737.0
2000-09-15,48600,49000,46550,47100,189490,2185051.0,46391737.0
2000-09-18,45100,45500,40150,44850,280780,2080669.0,46391737.0
2000-09-19,42000,44600,41500,43000,376290,1994845.0,46391737.0
2000-09-20,44800,44800,43100,44500,232630,2064432.0,46391737.0
2000-09-21,43500,44400,41700,44000,135960,2041236.0,46391737.0
2000-09-22,42000,43000,39500,39700,285990,1841752.0,46391737.0
2000-09-25,39500,41500,39500,41500,274730,1925257.0,46391737.0
2000-09-26,41000,41900,40200,41300,177780,1915979.0,46391737.0
2000-09-27,41000,44500,41000,44000,218280,2041236.0,46391737.0
2000-09-28,44100,45000,43250,44450,235260,2062113.0,46391737.0
2000-09-29,45100,45100,43600,44100,88620,2045876.0,46391737.0
2000-10-02,42500,43600,42500,43300,54970,2008762.0,46391737.0
2000-10-04,41000,42900,41000,42300,148641,1962370.0,46391737.0
2000-10-05,43000,43000,42200,42600,293160,1976288.0,46391737.0
2000-10-06,41900,42500,41700,41800,103050,1939175.0,46391737.0
2000-10-09,40650,41800,40650,41000,159010,1902061.0,46391737.0
2000-10-10,40500,41600,40100,40250,174590,1867267.0,46391737.0
2000-10-11,40000,40000,38000,39200,202420,1818556.0,46391737.0
2000-10-12,38500,40450,38100,38100,164500,1767525.0,46391737.0
2000-10-13,37000,37000,34700,35600,493150,1651546.0,46391737.0
2000-10-16,39900,39900,37500,38500,388790,1786082.0,46391737.0
2000-10-17,38000,38950,36800,37000,166340,1716494.0,46391737.0
2000-10-18,36000,37100,33400,36350,360780,1686340.0,46391737.0
2000-10-19,36550,37800,36350,37300,224260,1730412.0,46391737.0
2000-10-20,39800,42850,39200,42350,626910,1964690.0,46391737.0
2000-10-23,42500,42800,40250,40600,270920,1883505.0,46391737.0
2000-10-24,40600,42100,40000,42100,297300,1953092.0,46391737.0
2000-10-25,42200,42750,41000,42500,237800,1971649.0,46391737.0
2000-10-26,41900,42000,41500,41600,137890,1929896.0,46391737.0
2000-10-27,42500,43500,42000,42000,252600,1948453.0,46391737.0
2000-10-30,42500,42900,41000,42000,72330,1948453.0,46391737.0
2000-10-31,42500,45000,41000,44300,228010,2055154.0,46391737.0
2000-11-01,45500,48950,45050,47500,373430,2203608.0,46391737.0
2000-11-02,47400,49300,46500,48600,513940,2254638.0,46391737.0
2000-11-03,49000,50200,48300,48950,475110,2270876.0,46391737.0
2000-11-06,48100,49900,47500,48000,304510,2226803.0,46391737.0
2000-11-07,48200,48300,46500,47000,175150,2180412.0,46391737.0
2000-11-08,45700,47300,44600,47000,173420,2180412.0,46391737.0
2000-11-09,46100,49000,46100,48900,186940,2268556.0,46391737.0
2000-11-10,48550,49500,47700,49500,131460,2296391.0,46391737.0
2000-11-13,48000,48000,45200,46000,263950,2134020.0,46391737.0
2000-11-14,46000,49200,46000,48400,267000,2245360.0,46391737.0
2000-11-15,49100,49500,47500,48000,188170,2226803.0,46391737.0
2000-11-16,48300,49100,47800,49000,121260,2273195.0,46391737.0
2000-11-17,48150,49700,47600,48600,204280,2254638.0,46391737.0
2000-11-20,48100,49250,47900,48000,111650,2226803.0,46391737.0
2000-11-21,47800,47950,45650,47200,232140,2189690.0,46391737.0
2000-11-22,45800,47300,45600,45700,119890,2120102.0,46391737.0
2000-11-23,44650,46300,44400,45700,109870,2120102.0,46391737.0
2000-11-24,46000,47450,46000,47400,147030,2198968.0,46391737.0
2000-11-27,48000,49000,47600,48500,174870,2249999.0,46391737.0
2000-11-28,47800,48000,47000,47000,105600,2180412.0,46391737.0
2000-11-29,45400,47500,45400,46100,148290,2138659.0,46391737.0
2000-11-30,45700,46500,45000,45500,113940,2110824.0,46391737.0
2000-12-01,44500,46200,44400,45600,425350,2115463.0,46391737.0
2000-12-04,46450,46700,45200,46000,140740,2134020.0,46391737.0
2000-12-05,46500,48300,46500,48200,471090,2236082.0,46391737.0
2000-12-06,50100,50200,48000,48150,688510,2233762.0,46391737.0
2000-12-07,48650,49450,47900,49000,219270,2273195.0,46391737.0
2000-12-08,48500,49800,48500,49500,146230,2296391.0,46391737.0
2000-12-11,50000,50400,48800,49250,232530,2284793.0,46391737.0
2000-12-12,49500,49950,48800,49250,261220,2284793.0,46391737.0
2000-12-13,48300,50100,48300,49900,207630,2314948.0,46391737.0
2000-12-14,48500,49550,48400,48700,239040,2259278.0,46391737.0
2000-12-15,48500,48650,47500,48650,139370,2256958.0,46391737.0
2000-12-18,47500,48950,47500,48850,68290,2266236.0,46391737.0
2000-12-19,48200,49000,47550,47550,94180,2205927.0,46391737.0
2000-12-20,46000,48200,46000,46750,166620,2168814.0,46391737.0
2000-12-21,46000,48400,45800,48100,218410,2231443.0,46391737.0
2000-12-22,48050,48500,46800,47100,191890,2185051.0,46391737.0
2000-12-26,48050,48050,46950,47000,113970,2180412.0,46391737.0
2001-01-02,47500,47950,46000,47500,123240,2203608.0,46391737.0
2001-01-03,47100,47950,46600,47600,105560,2208247.0,46391737.0
2001-01-04,50400,50400,48800,49400,432190,2291752.0,46391737.0
2001-01-05,49400,52500,48950,51500,517550,2389174.0,46391737.0
2001-01-08,50900,51900,50400,51500,188250,2389174.0,46391737.0
2001-01-09,51000,53900,50500,52900,348220,2454123.0,46391737.0
2001-01-10,52000,53400,48000,48000,352020,2226803.0,46391737.0
2001-01-11,51900,54000,50500,52500,757040,2435566.0,46391737.0
2001-01-12,53900,57900,53700,57400,498570,2662886.0,46391737.0
2001-01-15,58600,62100,57600,59900,877980,2778865.0,46391737.0
2001-01-16,60100,60600,59100,60100,368620,2788143.0,46391737.0
2001-01-17,59200,61800,58000,60300,456890,2797422.0,46391737.0
2001-01-18,61000,61400,59600,60500,469510,2806700.0,46391737.0
2001-01-19,61000,62700,60600,62000,733080,2876288.0,46391737.0
2001-01-22,62500,62900,61100,62800,233250,2913401.0,46391737.0
2001-01-26,61500,61900,58000,58000,218890,2690721.0,46391737.0
2001-01-29,56000,60300,56000,59700,253980,2769587.0,46391737.0
2001-01-30,61000,61000,59100,60000,193660,2783504.0,46391737.0
2001-01-31,60800,60800,59600,60500,126790,2806700.0,46391737.0
2001-02-01,60000,60600,59000,59000,122210,2737112.0,46391737.0
2001-02-02,59900,59900,58200,59500,235940,2760308.0,46391737.0
2001-02-05,57500,59100,57200,58900,149070,2732473.0,46391737.0
2001-02-06,58900,60000,58400,60000,119030,2783504.0,46391737.0
2001-02-07,60000,60300,58500,59900,143900,2778865.0,46391737.0
2001-02-08,59900,61900,59900,61600,221580,2857731.0,46391737.0
2001-02-09,61000,64200,60500,63800,394880,2959793.0,46391737.0
2001-02-12,63200,65700,63000,65600,422081,3043298.0,46391737.0
2001-02-13,65900,65900,64700,65300,245011,3029380.0,46391737.0
2001-02-14,65300,67500,65000,66500,237714,3085051.0,46391737.0
2001-02-15,68000,68800,66800,67500,241120,3131442.0,46391737.0
2001-02-16,67700,67700,65600,66000,245860,3061855.0,46391737.0
2001-02-19,66000,66000,64300,65900,164520,3057215.0,46391737.0
2001-02-20,65900,67900,65300,67900,224483,3149999.0,46391737.0
2001-02-21,67100,68500,66100,66100,192724,3066494.0,46391737.0
2001-02-22,65200,67900,64000,67800,411060,3145360.0,46391737.0
2001-02-23,67800,70000,67800,69400,482630,3219587.0,46391737.0
2001-02-26,69900,70100,69100,69400,176370,3219587.0,46391737.0
2001-02-27,70000,70200,66600,68300,144940,3168556.0,46391737.0
2001-02-28,67600,67600,64000,64100,427051,2973710.0,46391737.0
2001-03-02,64000,64000,60900,62000,271350,2876288.0,46391737.0
2001-03-05,61000,64400,61000,63500,136670,2945875.0,46391737.0
2001-03-06,62600,63400,62100,63000,252390,2922679.0,46391737.0
2001-03-07,63200,64900,63000,64500,265190,2992267.0,46391737.0
2001-03-08,65700,65700,63800,65400,169030,3034020.0,46391737.0
2001-03-09,64900,65800,63900,64400,193920,2987628.0,46391737.0
2001-03-12,61500,63200,61200,61700,197200,2862370.0,46391737.0
2001-03-13,58700,60500,57900,60000,263560,2783504.0,46391737.0
2001-03-14,61000,61300,60100,60100,289417,2788143.0,46391737.0
2001-03-15,59500,62500,58000,62500,163150,2899484.0,46391737.0
2001-03-16,62000,62600,61100,62600,82625,2904123.0,46391737.0
2001-03-19,62000,63300,60500,61200,124820,2839174.0,46391737.0
2001-03-20,62900,63400,61700,62900,181409,2918040.0,46391737.0
2001-03-21,62400,65500,62000,65000,311150,3015463.0,46391737.0
2001-03-22,64000,65200,63700,65000,269180,3015463.0,46391737.0
2001-03-23,65000,66400,64700,65000,207580,3015463.0,46391737.0
2001-03-26,66500,67200,65700,67100,305620,3112886.0,46391737.0
2001-03-27,66800,67000,64000,64000,174607,2969071.0,46391737.0
2001-03-28,64000,64500,62300,62300,259110,2890205.0,46391737.0
2001-03-29,60700,61900,57700,58200,533604,2699999.0,46391737.0
2001-03-30,55600,57000,52300,54000,820810,2505154.0,46391737.0
2001-04-02,54000,55700,52600,55100,379520,2556185.0,46391737.0
2001-04-03,54000,55500,53700,55400,237675,2570102.0,46391737.0
2001-04-04,54000,55300,53100,53800,287030,2495875.0,46391737.0
2001-04-06,58800,58800,53900,54000,366083,2505154.0,46391737.0
2001-04-09,53800,54800,52900,52900,109792,2454123.0,46391737.0
2001-04-10,54700,54700,51100,51500,156553,2389174.0,46391737.0
2001-04-11,52600,52700,50600,51400,295005,2384535.0,46391737.0
2001-04-12,51800,53500,51000,53100,314685,2463401.0,46391737.0
2001-04-13,53500,53600,52000,52700,116402,2444845.0,46391737.0
2001-04-16,53000,53000,52200,52600,98430,2440205.0,46391737.0
2001-04-17,52700,53500,52400,52400,124730,2430927.0,46391737.0
2001-04-18,52700,55000,52500,54800,354970,2542267.0,46391737.0
2001-04-19,57400,59700,56800,57200,711515,2653607.0,46391737.0
2001-04-20,57000,57900,56500,57000,288350,2644329.0,46391737.0
2001-04-23,57700,58300,56500,56900,188010,2639690.0,46391737.0
2001-04-24,56000,56700,54200,54800,440477,2542267.0,46391737.0
2001-04-25,54800,56200,54500,54800,241060,2542267.0,46391737.0
2001-04-26,55900,55900,54400,54900,187640,2546906.0,46391737.0
2001-04-27,54000,54900,53200,53800,118567,2495875.0,46391737.0
2001-04-30,54000,55800,54000,54700,201710,2537628.0,46391737.0
2001-05-02,55900,55900,54500,55000,232305,2551546.0,46391737.0
2001-05-03,55500,58000,54700,58000,353530,2690721.0,46391737.0
2001-05-04,57300,58900,57000,58900,201392,2732473.0,46391737.0
2001-05-07,59800,59800,58100,59400,108970,2755669.0,46391737.0
2001-05-08,59100,60800,58100,59700,242441,2769587.0,46391737.0
2001-05-09,58700,59400,57500,59000,188880,2737112.0,46391737.0
2001-05-10,58100,58800,57300,58000,212755,2690721.0,46391737.0
2001-05-11,58000,58000,56500,56800,126361,2635051.0,46391737.0
2001-05-14,57300,57800,56500,56500,87290,2621133.0,46391737.0
2001-05-15,56500,57300,55100,55400,211920,2570102.0,46391737.0
2001-05-16,55500,56600,55400,56000,136570,2597937.0,46391737.0
2001-05-17,57000,57600,56000,56500,870165,2621133.0,46391737.0
2001-05-18,56000,58900,55700,58900,438035,2732473.0,46391737.0
2001-05-21,59700,60600,59100,59600,457960,2764948.0,46391737.0
2001-05-22,60000,60900,58700,60300,298640,2797422.0,46391737.0
2001-05-23,60500,61100,59200,60600,310445,2811339.0,46391737.0
2001-05-24,60000,62500,59900,62000,384940,2876288.0,46391737.0
2001-05-25,62500,64400,62500,63500,439650,2945875.0,46391737.0
2001-05-28,63900,64200,63000,64000,197520,2969071.0,46391737.0
2001-05-29,63900,65500,63200,64500,293628,2992267.0,46391737.0
2001-05-30,64500,64500,62300,63000,228654,2922679.0,46391737.0
2001-05-31,60100,61500,60100,61300,230349,2843813.0,46391737.0
2001-06-01,61400,61400,60000,61000,153645,2829896.0,46391737.0
2001-06-04,61100,61200,59700,60200,124560,2792783.0,46391737.0
2001-06-05,60200,61200,60000,60000,200660,2783504.0,46391737.0
2001-06-07,59100,59900,58600,59900,195730,2778865.0,46391737.0
2001-06-08,60000,62300,60000,61500,182160,2853092.0,46391737.0
2001-06-11,61000,63200,60600,62800,207930,2913401.0,46391737.0
2001-06-12,62300,63200,61800,62800,169813,2913401.0,46391737.0
2001-06-13,62800,63700,62300,63700,220750,2955154.0,46391737.0
2001-06-14,63700,64100,63200,63200,227949,2931958.0,46391737.0
2001-06-15,62500,62500,61400,62100,197850,2880927.0,46391737.0
2001-06-18,62200,62300,60600,61400,159540,2848453.0,46391737.0
2001-06-19,61100,62000,60500,60900,112381,2825257.0,46391737.0
2001-06-20,61000,62500,60500,61800,265600,2867009.0,46391737.0
2001-06-21,61600,62700,61600,62400,123560,2894844.0,46391737.0
2001-06-22,63000,63000,61500,61500,83220,2853092.0,46391737.0
2001-06-25,61500,61500,60200,61000,78820,2829896.0,46391737.0
2001-06-26,60300,61000,59800,60400,91810,2802061.0,46391737.0
2001-06-27,59000,61000,59000,60600,124441,2811339.0,46391737.0
2001-06-28,60900,62200,60800,61300,166591,2843813.0,46391737.0
2001-06-29,62200,63200,61800,62700,336227,2908762.0,46391737.0
2001-07-02,63000,63000,61700,62500,116763,2899484.0,46391737.0
2001-07-03,62500,63000,61400,61600,115790,2857731.0,46391737.0
2001-07-04,60900,62000,60800,61800,98690,2867009.0,46391737.0
2001-07-05,61500,61900,61200,61600,74630,2857731.0,46391737.0
2001-07-06,60000,61100,60000,60400,130892,2802061.0,46391737.0
2001-07-09,59400,59800,58500,58700,195550,2723195.0,46391737.0
2001-07-10,59000,59200,56800,57100,144270,2648968.0,46391737.0
2001-07-11,56000,57000,54700,54800,284820,2542267.0,46391737.0
2001-07-12,55300,56400,55000,55500,227449,2574741.0,46391737.0
2001-07-13,56100,56500,53500,54000,364771,2505154.0,46391737.0
2001-07-16,53000,54400,52300,53300,194794,2472680.0,46391737.0
2001-07-18,52500,53200,49700,50400,441701,2338144.0,46391737.0
2001-07-19,49500,51200,49100,51000,169086,2365979.0,46391737.0
2001-07-20,51300,51300,49700,50400,120770,2338144.0,46391737.0
2001-07-23,49850,51000,49850,50400,117760,2338144.0,46391737.0
2001-07-24,49800,51500,49750,51500,176310,2389174.0,46391737.0
2001-07-25,51000,52200,50300,51500,107500,2389174.0,46391737.0
2001-07-26,51800,52800,51600,52700,107280,2444845.0,46391737.0
2001-07-27,53700,54500,52900,54100,174340,2509793.0,46391737.0
2001-07-30,54000,54000,52400,52600,76910,2440205.0,46391737.0
2001-07-31,53300,53300,51800,53000,115410,2458762.0,46391737.0
2001-08-01,53000,54200,52400,54000,289279,2505154.0,46391737.0
2001-08-02,54900,56000,53500,55000,228200,2551546.0,46391737.0
2001-08-03,55800,55900,54500,55400,94655,2570102.0,46391737.0
2001-08-06,54900,56400,54600,56000,139010,2597937.0,46391737.0
2001-08-07,55000,57000,55000,56800,132753,2635051.0,46391737.0
2001-08-08,56800,56800,55500,56500,66540,2621133.0,46391737.0
2001-08-09,55200,55500,54400,54800,137310,2542267.0,46391737.0
2001-08-10,55500,55800,54600,55500,58140,2574741.0,46391737.0
2001-08-13,55500,55500,54100,54700,75636,2537628.0,46391737.0
2001-08-14,54800,56000,54400,55200,125710,2560824.0,46391737.0
2001-08-16,54100,55700,54100,54900,117650,2546906.0,46391737.0
2001-08-17,54200,55100,54200,54700,117414,2537628.0,46391737.0
2001-08-20,53600,54400,52000,52200,108350,2421649.0,46391737.0
2001-08-21,53000,54000,52500,54000,118959,2505154.0,46391737.0
2001-08-22,53500,54200,52800,53700,111150,2491236.0,46391737.0
2001-08-23,54100,54500,52900,53200,105030,2468040.0,46391737.0
2001-08-24,53000,54000,52600,53000,95320,2458762.0,46391737.0
2001-08-27,53300,54400,53300,54300,146595,2519071.0,46391737.0
2001-08-28,53900,55000,53600,55000,101430,2551546.0,46391737.0
2001-08-29,54500,54700,53800,54400,134756,2523710.0,46391737.0
2001-08-30,54200,54200,53700,53900,92700,2500515.0,46391737.0
2001-08-31,52800,53500,52700,53000,144570,2458762.0,46391737.0
2001-09-03,53900,54000,52700,53600,40370,2486597.0,46391737.0
2001-09-04,54400,54600,52800,54600,101950,2532989.0,46391737.0
2001-09-05,53600,54500,53100,54500,96790,2528350.0,46391737.0
2001-09-06,54200,55000,53100,53100,92200,2463401.0,46391737.0
2001-09-07,52500,53000,52100,52500,112851,2435566.0,46391737.0
2001-09-10,51700,52700,51500,52200,59080,2421649.0,46391737.0
2001-09-11,52000,53000,52000,52500,51664,2435566.0,46391737.0
2001-09-12,45100,49800,45100,45500,180415,2110824.0,46391737.0
2001-09-13,47100,47700,45600,47600,274293,2208247.0,46391737.0
2001-09-14,48500,48800,46500,47600,206091,2208247.0,46391737.0
2001-09-17,46500,47500,45600,46000,79930,2134020.0,46391737.0
2001-09-18,47000,47200,45400,46000,196160,2134020.0,46391737.0
2001-09-19,46100,46450,45500,45800,116948,2124742.0,46391737.0
2001-09-20,44700,44700,42400,43200,280510,2004123.0,46391737.0
2001-09-21,42000,42000,39600,40000,729977,1855669.0,46391737.0
2001-09-24,39500,40700,39000,40400,427530,1874226.0,46391737.0
2001-09-25,41500,41500,38500,38500,360441,1786082.0,46391737.0
2001-09-26,39000,39700,38700,39150,221240,1816237.0,46391737.0
2001-09-27,38500,39400,38150,39400,169605,1827834.0,46391737.0
2001-09-28,39600,43700,39600,42500,539180,1971649.0,46391737.0
2001-10-04,44000,45350,43500,44950,414521,2085309.0,46391737.0
2001-10-05,44950,45300,43950,44800,142540,2078350.0,46391737.0
2001-10-08,45300,45300,43500,44100,109454,2045876.0,46391737.0
2001-10-09,44300,47200,44300,46500,273619,2157216.0,46391737.0
2001-10-10,46500,47600,46000,47400,220950,2198968.0,46391737.0
2001-10-11,48400,48900,47850,47900,330920,2222164.0,46391737.0
2001-10-12,49100,49400,47600,48400,378085,2245360.0,46391737.0
2001-10-15,48350,49200,47900,49050,112941,2275515.0,46391737.0
2001-10-16,49800,49800,48800,49300,122670,2287113.0,46391737.0
2001-10-17,50000,50500,49250,50500,294829,2342783.0,46391737.0
2001-10-18,50000,50300,49300,50000,104801,2319587.0,46391737.0
2001-10-19,50000,50500,49250,50200,86370,2328865.0,46391737.0
2001-10-22,49100,52000,49100,52000,148350,2412370.0,46391737.0
2001-10-23,52500,54200,52000,52000,289930,2412370.0,46391737.0
2001-10-24,52900,53600,52800,53500,268868,2481958.0,46391737.0
2001-10-25,54000,54800,53600,54400,316907,2523710.0,46391737.0
2001-10-26,53800,53900,51400,51900,471152,2407731.0,46391737.0
2001-10-29,52300,53100,51500,52200,301100,2421649.0,46391737.0
2001-10-30,51000,51700,50400,51300,119530,2379896.0,46391737.0
2001-10-31,50400,52000,50400,52000,88000,2412370.0,46391737.0
2001-11-01,52900,53200,51400,53000,119010,2458762.0,46391737.0
2001-11-02,53500,53900,53200,53800,188317,2495875.0,46391737.0
2001-11-05,53900,54100,53100,54000,96672,2505154.0,46391737.0
2001-11-06,54000,54800,53500,54000,205460,2505154.0,46391737.0
2001-11-07,54000,54300,53200,53400,129520,2477319.0,46391737.0
2001-11-08,53400,54500,53400,54000,194240,2505154.0,46391737.0
2001-11-09,54000,54000,52800,53300,192070,2472680.0,46391737.0
2001-11-12,53300,54100,52900,54000,162980,2505154.0,46391737.0
2001-11-13,53300,55500,53300,55100,244700,2556185.0,46391737.0
2001-11-14,55400,57800,54500,57800,389268,2681442.0,46391737.0
2001-11-15,57700,58800,56700,58800,303111,2727834.0,46391737.0
2001-11-16,58500,58800,57200,58400,201600,2709277.0,46391737.0
2001-11-19,57400,58800,57400,58200,211290,2699999.0,46391737.0
2001-11-20,58500,59500,56500,56700,199140,2630411.0,46391737.0
2001-11-21,56400,56500,54800,55700,350681,2584020.0,46391737.0
2001-11-22,55700,57000,55000,57000,221980,2644329.0,46391737.0
2001-11-23,57000,59000,56600,58900,356680,2732473.0,46391737.0
2001-11-26,60000,61100,59700,61100,578720,2834535.0,46391737.0
