대한해운(005880),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
1999-02-22,251880,251880,236131,236181,38160,35280.0,5880000.0
1999-02-23,240524,255886,236188,255896,32340,38220.0,5880000.0
1999-02-24,248401,251915,244066,244076,16860,36456.0,5880000.0
1999-02-25,244843,275183,244843,259822,54140,38808.0,5880000.0
1999-02-26,260665,291351,260665,291313,85150,43512.0,5880000.0
1999-03-02,302335,311006,295257,307058,142340,45864.0,5880000.0
1999-03-03,299161,306635,287362,294836,47990,44041.0,5880000.0
1999-03-04,294882,295268,287794,289350,18130,43218.0,5880000.0
1999-03-05,287323,287323,276346,281455,10970,42042.0,5880000.0
1999-03-08,294865,297616,287401,291313,48960,43512.0,5880000.0
1999-03-09,295173,295173,281404,281455,30650,42042.0,5880000.0
1999-03-10,283802,294829,279466,283418,24190,42336.0,5880000.0
1999-03-11,287401,299200,287401,291313,31510,43512.0,5880000.0
1999-03-12,296000,310542,295179,299564,37800,44747.0,5880000.0
1999-03-15,342446,342446,307039,309021,35360,46158.0,5880000.0
1999-03-16,314924,318923,303165,305095,22720,45570.0,5880000.0
1999-03-17,307475,314938,299190,301170,24840,44982.0,5880000.0
1999-03-18,307089,307089,291331,301170,31220,44982.0,5880000.0
1999-03-19,307061,346081,301182,346042,116380,51685.0,5880000.0
1999-03-22,355833,397605,354299,397605,304530,59388.0,5880000.0
1999-03-23,409474,413374,391697,409425,295340,61152.0,5880000.0
1999-03-24,409419,409419,386158,401530,58170,59976.0,5880000.0
1999-03-25,383792,429077,383792,401530,70670,59976.0,5880000.0
1999-03-26,397571,409419,391641,401530,88030,59976.0,5880000.0
1999-03-29,401505,421153,397555,405456,120500,60564.0,5880000.0
1999-03-30,405393,423993,391575,411522,55610,55919.0,5880000.0
1999-03-31,406721,419688,406721,415402,57210,56448.0,5880000.0
1999-04-01,402834,432709,398548,432709,41390,58800.0,5880000.0
1999-04-02,424054,445732,421936,445734,72490,60564.0,5880000.0
1999-04-06,441389,454395,424046,450060,192410,61152.0,5880000.0
1999-04-07,432668,445675,428332,439221,236790,89523.0,8820000.0
1999-04-08,424037,452219,424037,432709,364570,88200.0,8820000.0
1999-04-09,428385,467355,424485,467367,325390,95256.0,8820000.0
1999-04-12,476002,484673,443525,473834,205400,96579.0,8820000.0
1999-04-13,475997,543049,467326,543061,438170,110691.0,8820000.0
1999-04-14,536583,571218,532247,540920,229220,110250.0,8820000.0
1999-04-15,540897,618799,521437,618799,400680,126126.0,8820000.0
1999-04-16,601474,610095,571174,605819,217890,123480.0,8820000.0
1999-04-19,584154,640427,575532,618799,202300,126126.0,8820000.0
1999-04-20,601537,605823,577691,590698,211040,132432.0,9702000.0
1999-04-21,584188,597194,553938,553900,127120,124186.0,9702000.0
1999-04-22,553944,558230,514973,532266,117720,119335.0,9702000.0
1999-04-23,519313,560402,519313,549573,152860,123215.0,9702000.0
1999-04-26,553862,618757,540866,614473,252270,137768.0,9702000.0
1999-04-27,597138,610095,571174,605819,209940,135828.0,9702000.0
1999-04-28,584154,649098,584154,618799,247160,138739.0,9702000.0
1999-04-29,636083,662047,623126,623126,259630,139709.0,9702000.0
1999-04-30,627470,644763,605792,618799,169600,138739.0,9702000.0
1999-05-03,627428,644771,614471,625312,190300,140194.0,9702000.0
1999-05-04,633927,644716,614417,636106,323430,142619.0,9702000.0
1999-05-06,649099,692356,636092,666392,417760,149411.0,9702000.0
1999-05-07,675044,675044,631787,638292,202510,143104.0,9702000.0
1999-05-10,638282,731299,631730,722639,495630,162023.0,9702000.0
1999-05-11,722597,735653,664215,670719,272830,150381.0,9702000.0
1999-05-12,662032,688005,627446,649086,123310,145530.0,9702000.0
1999-05-13,649058,709607,644722,662066,274090,148441.0,9702000.0
1999-05-14,640381,649052,618752,636106,59400,142619.0,9702000.0
1999-05-17,636064,636064,584136,584186,178720,130977.0,9702000.0
1999-05-18,562521,614448,562521,597166,96150,133888.0,9702000.0
1999-05-19,614454,640418,605783,623126,96080,139709.0,9702000.0
1999-05-20,623102,623102,562503,605819,66970,135828.0,9702000.0
1999-05-21,588493,601499,573318,592840,90570,132917.0,9702000.0
1999-05-24,579877,584212,551735,571206,30240,128066.0,9702000.0
1999-05-25,551669,588472,549550,584186,36380,130977.0,9702000.0
1999-05-26,584145,627451,566852,627453,43910,140679.0,9702000.0
1999-05-27,627428,631715,597129,614473,28380,137768.0,9702000.0
1999-05-28,605773,627451,597152,627453,114690,140679.0,9702000.0
1999-05-31,618838,666431,618838,633965,76460,142134.0,9702000.0
1999-06-01,634013,640467,616671,633965,36350,142134.0,9702000.0
1999-06-02,614449,644749,614449,644759,149020,144560.0,9702000.0
1999-06-03,657720,662056,562526,618799,66370,138739.0,9702000.0
1999-06-04,610103,627445,588475,601493,82400,134858.0,9702000.0
1999-06-07,605773,649080,601487,627453,93950,140679.0,9702000.0
1999-06-08,640395,700955,612313,701006,257810,157172.0,9702000.0
1999-06-09,700963,700963,627446,649086,148140,145530.0,9702000.0
1999-06-10,649085,692342,649085,692352,256120,155232.0,9702000.0
1999-06-11,713966,726972,657702,675046,166610,151351.0,9702000.0
1999-06-14,670696,670696,636061,657739,95290,147470.0,9702000.0
1999-06-15,644754,657711,618790,623126,47870,139709.0,9702000.0
1999-06-16,623126,629629,605783,623126,51380,139709.0,9702000.0
1999-06-17,607968,636050,605751,614473,181980,137768.0,9702000.0
1999-06-18,627389,631724,607968,610146,123460,136798.0,9702000.0
1999-06-21,627389,631724,584122,610146,107780,136798.0,9702000.0
1999-06-22,614422,633932,612303,614473,124360,137768.0,9702000.0
1999-06-23,636069,636069,599306,605819,133560,135828.0,9702000.0
1999-06-24,605836,618842,599382,603678,80870,135343.0,9702000.0
1999-06-25,614431,618766,603641,605819,55200,135828.0,9702000.0
1999-06-28,610122,653378,592829,640433,159130,143590.0,9702000.0
1999-06-29,653378,653378,627464,640433,102250,143590.0,9702000.0
1999-06-30,631796,649138,621006,633965,101690,142134.0,9702000.0
1999-07-01,657730,727010,657730,727010,383970,162994.0,9702000.0
1999-07-02,765956,791930,727035,757297,536950,169785.0,9702000.0
1999-07-05,778939,843824,757311,822196,381190,184338.0,9702000.0
1999-07-06,800603,856866,800603,848156,273020,190159.0,9702000.0
1999-07-07,826496,973617,826496,973629,370880,218295.0,9702000.0
1999-07-08,982244,1012544,951994,951996,247700,213444.0,9702000.0
1999-07-09,973635,1021277,930329,964976,218570,216355.0,9702000.0
1999-07-12,973616,973616,917353,926036,125220,207623.0,9702000.0
1999-07-13,908718,921725,802694,865463,133250,194040.0,9702000.0
1999-07-14,848191,887122,781088,783256,43440,175606.0,9702000.0
1999-07-15,783277,809241,735685,791910,55730,177547.0,9702000.0
1999-07-16,770252,843809,770252,800563,214900,179487.0,9702000.0
1999-07-19,856866,865488,804939,848156,261420,190159.0,9702000.0
1999-07-20,848195,921761,830902,848156,230960,190159.0,9702000.0
1999-07-21,854614,854614,778939,822196,145850,184338.0,9702000.0
1999-07-22,778937,830875,778937,817870,146450,183368.0,9702000.0
1999-07-23,809228,861116,698859,768091,163930,172210.0,9702000.0
1999-07-26,713938,716106,662011,683699,70650,153292.0,9702000.0
1999-07-27,685840,752942,683672,750784,69560,168330.0,9702000.0
1999-07-28,735685,830869,731349,791910,299590,177547.0,9702000.0
1999-07-29,895747,895747,822191,843829,284270,189189.0,9702000.0
1999-07-30,865430,878436,822163,845971,181890,189674.0,9702000.0
1999-08-02,837329,839496,800575,817870,100620,183368.0,9702000.0
1999-08-03,817860,835153,809239,822196,95990,184338.0,9702000.0
1999-08-04,822220,822220,787586,804890,90360,180457.0,9702000.0
1999-08-05,804919,804919,765948,765950,59250,171725.0,9702000.0
1999-08-06,744239,778874,735617,742131,41360,166389.0,9702000.0
1999-08-09,817861,817861,740019,744317,76520,166874.0,9702000.0
1999-08-10,748639,800567,731346,774603,162780,173666.0,9702000.0
1999-08-11,791918,804925,770290,787583,123280,176576.0,9702000.0
1999-08-12,778924,800553,763750,800563,72750,179487.0,9702000.0
1999-08-13,787632,791918,757332,787583,36480,176576.0,9702000.0
1999-08-16,800589,813547,770290,787583,129740,176576.0,9702000.0
1999-08-17,804933,804933,735712,735663,72160,164934.0,9702000.0
1999-08-18,729114,742071,653341,742131,74050,166389.0,9702000.0
1999-08-19,703235,748670,703235,735663,29040,164934.0,9702000.0
1999-08-20,718284,794057,718284,748643,37650,167845.0,9702000.0
1999-08-23,748664,770292,735706,757297,60540,169785.0,9702000.0
1999-08-24,757260,774553,739968,763764,51200,171240.0,9702000.0
1999-08-25,748656,813550,748656,761623,66900,170755.0,9702000.0
1999-08-26,774553,798349,761596,763764,126710,171240.0,9702000.0
1999-08-27,785423,785423,735712,735663,84260,164934.0,9702000.0
1999-08-30,700969,735654,700969,718312,58340,161053.0,9702000.0
1999-08-31,718312,744276,688012,718312,57640,161053.0,9702000.0
1999-09-01,700959,718301,640409,675046,115300,151351.0,9702000.0
1999-09-02,636073,674994,605773,627453,132470,140679.0,9702000.0
1999-09-03,666382,666382,588490,623126,141900,139709.0,9702000.0
1999-09-06,623129,649092,605786,640433,180710,143590.0,9702000.0
1999-09-07,670696,670696,644732,657739,77830,147470.0,9702000.0
1999-09-08,649121,649121,618821,642618,106550,144075.0,9702000.0
1999-09-09,612318,644786,612318,642618,138370,144075.0,9702000.0
1999-09-10,618759,709618,618759,705332,237140,158143.0,9702000.0
1999-09-13,709634,713969,649074,649086,78080,145530.0,9702000.0
1999-09-14,670703,688005,644739,649086,88730,145530.0,9702000.0
1999-09-15,627464,666435,627464,651272,35960,146015.0,9702000.0
1999-09-16,631729,657693,629611,631779,56070,141649.0,9702000.0
1999-09-17,618757,649057,601464,614473,27930,137768.0,9702000.0
1999-09-20,640444,640444,608026,616658,25810,138254.0,9702000.0
1999-09-21,610128,631756,610128,618799,67760,138739.0,9702000.0
1999-09-22,618757,657678,607968,614473,83070,137768.0,9702000.0
1999-09-27,605841,614512,582084,582045,41780,130492.0,9702000.0
1999-09-28,571197,597161,553894,564694,45340,126611.0,9702000.0
1999-09-29,571160,571160,523567,534408,41840,119820.0,9702000.0
1999-09-30,521408,553925,510619,540920,25280,121275.0,9702000.0
1999-10-01,510619,540918,486822,540920,31440,121275.0,9702000.0
1999-10-04,512760,538724,499803,538734,23140,120790.0,9702000.0
1999-10-05,510610,536574,458731,497653,48210,111573.0,9702000.0
1999-10-06,510623,510623,424011,499794,77790,112058.0,9702000.0
1999-10-07,517107,527946,480354,519287,74280,116424.0,9702000.0
1999-10-08,510642,573359,510642,549573,180470,123215.0,9702000.0
1999-10-11,558211,592846,540918,540920,76250,121275.0,9702000.0
1999-10-12,553938,558224,536596,553900,44970,124186.0,9702000.0
1999-10-13,553917,553917,534407,545246,44150,122245.0,9702000.0
1999-10-14,545271,601545,532265,575533,77780,129037.0,9702000.0
1999-10-15,588485,614448,571192,597166,211600,133888.0,9702000.0
1999-10-18,579844,590733,545259,558226,34540,125156.0,9702000.0
1999-10-19,569077,569077,527978,527940,51490,118364.0,9702000.0
1999-10-20,545215,605765,536544,584186,284950,130977.0,9702000.0
1999-10-21,597138,640404,592802,605819,365980,135828.0,9702000.0
1999-10-22,605760,605760,579845,605819,84850,135828.0,9702000.0
1999-10-25,623135,631756,592825,618799,185330,138739.0,9702000.0
1999-10-26,527971,605823,527971,590698,62210,132432.0,9702000.0
1999-10-27,566902,601537,566902,590698,78630,132432.0,9702000.0
1999-10-28,597164,601499,584157,592840,92620,132917.0,9702000.0
1999-10-29,592884,610176,571245,571206,102170,128066.0,9702000.0
1999-11-01,571245,592884,566910,582045,178440,130492.0,9702000.0
1999-11-02,592826,636083,592826,623126,476480,139709.0,9702000.0
1999-11-03,618766,618766,597138,605819,202430,135828.0,9702000.0
1999-11-04,601492,666377,601492,644759,452530,144560.0,9702000.0
1999-11-05,631733,649075,605760,605819,301810,135828.0,9702000.0
1999-11-08,607991,636073,592816,627453,349580,140679.0,9702000.0
1999-11-09,640427,642595,614463,618799,196060,138739.0,9702000.0
1999-11-10,627445,636077,597146,601493,250070,134858.0,9702000.0
1999-11-11,597143,623107,579850,584186,321840,130977.0,9702000.0
1999-11-12,592842,597178,553921,562553,229900,126126.0,9702000.0
1999-11-15,549599,562557,532257,536593,155330,120305.0,9702000.0
1999-11-16,538760,547382,510629,536593,224420,120305.0,9702000.0
1999-11-17,523611,536568,506318,519287,219830,116424.0,9702000.0
1999-11-18,540912,549583,510613,514960,307230,115454.0,9702000.0
1999-11-19,506342,558230,497670,532266,478810,119335.0,9702000.0
1999-11-22,536594,536594,502009,506307,276550,113513.0,9702000.0
1999-11-23,512786,525743,488990,493327,186520,110603.0,9702000.0
1999-11-24,493335,506342,454404,489000,252830,109633.0,9702000.0
1999-11-25,476010,486809,454381,465181,128650,104296.0,9702000.0
1999-11-26,432756,454434,396003,395955,463540,88773.0,9702000.0
1999-11-29,396393,402025,337962,365668,582930,81982.0,9702000.0
1999-11-30,384255,417148,356123,400728,1422920,89841.0,9702000.0
1999-12-01,400280,414970,367813,389443,512430,87318.0,9702000.0
1999-12-02,393767,417563,385096,399835,451730,89646.0,9702000.0
1999-12-03,411040,437053,402368,428382,333290,96050.0,9702000.0
1999-12-06,428367,428367,398058,411076,309730,92169.0,9702000.0
1999-12-07,393828,406786,354847,375615,217240,84213.0,9702000.0
1999-12-08,346148,372547,346148,354829,141860,79556.0,9702000.0
1999-12-09,354797,364765,341840,346176,194350,77616.0,9702000.0
1999-12-10,346171,389437,337500,367809,439000,82467.0,9702000.0
1999-12-13,380356,411042,371685,398096,364020,89258.0,9702000.0
1999-12-14,406714,427471,387243,410228,342060,91975.0,9702000.0
1999-12-15,415424,447891,389024,391628,260780,87803.0,9702000.0
1999-12-16,393749,406320,382960,398096,219010,89258.0,9702000.0
1999-12-17,402398,408902,385105,389443,157830,87318.0,9702000.0
1999-12-20,398063,405051,389441,389443,151120,87318.0,9702000.0
1999-12-21,389418,396783,363454,376463,188580,84407.0,9702000.0
1999-12-22,372067,380353,333146,333196,230360,74705.0,9702000.0
1999-12-23,337536,345345,307672,307682,215760,68981.0,9702000.0
1999-12-24,288143,315839,288143,311563,168100,69854.0,9702000.0
1999-12-27,303311,314972,288572,289930,105430,65003.0,9702000.0
1999-12-28,263915,289879,247444,289930,184860,65003.0,9702000.0
2000-01-04,280972,312183,280972,305541,120140,66459.0,9702000.0
2000-01-05,309977,332279,303286,307772,215100,66944.0,9702000.0
2000-01-06,334521,338520,290344,303311,108220,65974.0,9702000.0
2000-01-07,305066,307708,294365,298851,82140,65003.0,9702000.0
2000-01-10,321094,343395,312186,343455,261150,74705.0,9702000.0
2000-01-11,343442,374663,316706,356837,384700,77616.0,9702000.0
2000-01-12,361275,405402,343408,381369,653270,82952.0,9702000.0
2000-01-13,385830,394739,357699,372448,253170,81012.0,9702000.0
2000-01-14,381344,414831,361309,385830,460240,83922.0,9702000.0
2000-01-17,392499,401408,362585,362635,360780,78877.0,9702000.0
2000-01-18,372445,374663,347926,356837,270560,77616.0,9702000.0
2000-01-19,356830,369302,330520,330966,168950,71989.0,9702000.0
2000-01-20,330024,330024,303288,316693,106930,68884.0,9702000.0
2000-01-21,303284,343404,303284,321153,174300,69854.0,9702000.0
2000-01-24,321116,341200,321116,323383,124450,70340.0,9702000.0
2000-01-25,320666,322448,305491,305541,94780,66459.0,9702000.0
2000-01-26,308197,330013,307712,330074,158300,71795.0,9702000.0
2000-01-27,330025,367937,330025,367988,238100,80042.0,9702000.0
2000-01-28,370189,399192,347887,371110,270050,80721.0,9702000.0
2000-01-31,361729,380902,357680,366650,122890,79750.0,9702000.0
2000-02-01,373321,375103,352316,352376,102260,76646.0,9702000.0
2000-02-02,347879,392006,347879,379585,277280,82564.0,9702000.0
2000-02-03,383524,387572,365697,365758,134810,79556.0,9702000.0
2000-02-07,372430,383557,357691,359959,151680,78295.0,9702000.0
2000-02-08,356823,361307,347914,347916,200240,75676.0,9702000.0
2000-02-09,354120,356387,330512,332304,174300,72280.0,9702000.0
2000-02-10,316681,327817,308644,316693,165440,68884.0,9702000.0
2000-02-11,307709,325576,303274,305541,115790,66459.0,9702000.0
2000-02-14,303284,303284,280982,283685,140630,61705.0,9702000.0
2000-02-15,276511,287686,268028,272088,107340,59182.0,9702000.0
2000-02-16,276996,280995,261337,272088,182170,59182.0,9702000.0
2000-02-17,267618,283218,267618,282793,183040,61511.0,9702000.0
2000-02-18,283231,283231,269402,270750,153000,58891.0,9702000.0
2000-02-21,236369,259541,236369,240419,135670,52294.0,9702000.0
2000-02-22,241716,245280,221632,226591,199600,49286.0,9702000.0
2000-02-23,232395,260477,231474,258707,340160,56272.0,9702000.0
2000-02-24,253758,253758,238584,238635,173020,51906.0,9702000.0
2000-02-25,235931,254184,225666,245325,331680,53361.0,9702000.0
2000-02-28,256473,256473,246644,254692,227930,55398.0,9702000.0
2000-02-29,267589,280061,250633,254246,228830,55301.0,9702000.0
2000-03-02,267582,276501,263583,271642,231760,59085.0,9702000.0
2000-03-03,272088,274305,254221,258707,108260,56272.0,9702000.0
2000-03-06,258679,297462,255551,297513,313880,64712.0,9702000.0
2000-03-07,288542,318890,276980,295728,274080,64324.0,9702000.0
2000-03-08,287682,309983,280980,297513,162150,64712.0,9702000.0
2000-03-09,305483,309967,295228,307326,209320,66847.0,9702000.0
2000-03-10,310000,311782,294400,294836,156900,64130.0,9702000.0
2000-03-13,294392,316693,290829,303311,275990,65974.0,9702000.0
2000-03-14,314449,318012,298839,312232,236270,67914.0,9702000.0
2000-03-15,321110,333592,311766,333642,411580,72571.0,9702000.0
2000-03-16,338097,355924,294404,312232,228420,67914.0,9702000.0
2000-03-17,327829,327829,303301,303311,135120,65974.0,9702000.0
2000-03-20,312196,312196,291667,293944,86360,63936.0,9702000.0
2000-03-21,293880,309055,285882,291714,184120,63451.0,9702000.0
2000-03-22,294828,304182,290839,296620,158410,64518.0,9702000.0
2000-03-23,299237,302850,285409,285469,92650,62093.0,9702000.0
2000-03-24,289891,303284,283190,298851,113280,65003.0,9702000.0
2000-03-27,298830,325181,298830,306880,154640,66750.0,9702000.0
2000-03-28,318924,327832,307748,320707,189100,69757.0,9702000.0
2000-03-29,320230,343403,310401,327844,285170,71310.0,9702000.0
2000-03-30,327793,331357,305491,305541,154430,66459.0,9702000.0
2000-03-31,305966,316231,297057,312232,166290,67914.0,9702000.0
2000-04-03,311757,329149,297929,298851,163840,65003.0,9702000.0
2000-04-04,298788,303272,276486,289930,126310,63063.0,9702000.0
2000-04-06,281445,292135,274308,274318,53400,59667.0,9702000.0
2000-04-07,272089,285432,272089,281009,68060,61123.0,9702000.0
2000-04-10,276486,303272,276486,289930,98630,63063.0,9702000.0
2000-04-11,287699,289916,278305,281009,70630,61123.0,9702000.0
2000-04-12,281433,285917,277434,281009,34130,61123.0,9702000.0
2000-04-14,272948,279639,267602,272088,37180,59182.0,9702000.0
2000-04-17,236396,249789,231922,238188,117610,53400.0,10000000.0
2000-04-18,258676,258676,236365,243987,174770,54700.0,10000000.0
2000-04-19,249760,269804,244850,245771,311270,55100.0,10000000.0
2000-04-20,249785,254219,245311,250232,112840,56100.0,10000000.0
2000-04-21,255119,274293,250209,263167,191810,59000.0,10000000.0
2000-04-24,268047,276085,258703,263613,138840,59100.0,10000000.0
2000-04-25,263128,266741,252427,256476,70820,57500.0,10000000.0
2000-04-26,256450,262667,238148,238635,100150,53500.0,10000000.0
2000-04-27,236354,247044,228792,229714,77640,51500.0,10000000.0
2000-04-28,230128,239957,230128,236404,64420,53000.0,10000000.0
2000-05-02,236354,240353,227445,229714,196470,51500.0,10000000.0
2000-05-03,229673,234147,229673,230160,97890,51600.0,10000000.0
2000-05-04,230136,231482,226137,227483,98840,51000.0,10000000.0
2000-05-08,232368,238584,227894,231944,83870,52000.0,10000000.0
2000-05-09,235433,235433,227445,229714,100860,51500.0,10000000.0
2000-05-10,230119,238592,228813,230606,129440,51700.0,10000000.0
2000-05-12,233683,234593,227902,230606,97930,51700.0,10000000.0
2000-05-15,227470,227470,214503,225253,111000,50500.0,10000000.0
2000-05-16,221217,229700,214763,227483,87430,51000.0,10000000.0
2000-05-17,223421,227460,205594,211426,79280,47400.0,10000000.0
2000-05-18,205140,205576,180146,183325,103120,41100.0,10000000.0
2000-05-19,182869,200687,176168,184217,114890,41300.0,10000000.0
2000-05-22,179501,181521,167267,167267,59920,37500.0,10000000.0
2000-05-23,169447,173932,165448,169497,53080,38000.0,10000000.0
2000-05-24,169458,187285,163192,181318,129060,40650.0,10000000.0
2000-05-25,183052,208293,183052,208303,176210,46700.0,10000000.0
2000-05-26,200684,211860,182867,196260,184820,44000.0,10000000.0
2000-05-29,187778,204735,183294,204735,65710,45900.0,10000000.0
2000-05-30,214051,235006,207360,235066,141920,52700.0,10000000.0
2000-05-31,242633,242633,227894,231944,165190,52000.0,10000000.0
2000-06-01,227908,236391,226126,234174,54520,52500.0,10000000.0
2000-06-02,234149,251976,234149,238635,119720,53500.0,10000000.0
2000-06-05,254223,266270,241741,260491,135930,58400.0,10000000.0
2000-06-07,254219,276085,254219,263613,135070,59100.0,10000000.0
2000-06-08,259114,260896,239030,239081,119930,53600.0,10000000.0
2000-06-09,231890,245273,227456,230160,52840,51600.0,10000000.0
2000-06-12,231902,236386,216302,223915,218380,50200.0,10000000.0
2000-06-13,224780,235035,219434,220347,176740,49400.0,10000000.0
2000-06-14,223009,235481,218575,227929,167400,51100.0,10000000.0
2000-06-15,233662,233662,220755,223023,120580,50000.0,10000000.0
2000-06-16,223009,223009,200698,214102,65750,48000.0,10000000.0
2000-06-19,201121,226560,201121,218562,123310,49000.0,10000000.0
2000-06-20,221196,238588,211852,226591,112860,50800.0,10000000.0
2000-06-21,229663,232356,222962,223023,86660,50000.0,10000000.0
2000-06-22,225696,229694,222122,223915,60300,50200.0,10000000.0
2000-06-23,227482,227482,220781,220793,39190,49500.0,10000000.0
2000-06-26,231870,236354,227445,229714,64000,51500.0,10000000.0
2000-06-27,245301,254209,232393,243095,95110,54500.0,10000000.0
2000-06-28,249787,254222,238612,252016,130480,56500.0,10000000.0
2000-06-29,254184,256451,241276,245325,81650,55000.0,10000000.0
2000-06-30,247495,263105,236369,254246,170770,57000.0,10000000.0
2000-07-03,254187,291663,245278,291714,298730,65400.0,10000000.0
2000-07-04,300592,300592,276983,283685,138930,63600.0,10000000.0
2000-07-05,287672,317972,274279,290376,251110,65100.0,10000000.0
2000-07-06,294814,302851,287677,301081,132340,67500.0,10000000.0
2000-07-07,301081,316691,292123,294390,122700,66000.0,10000000.0
2000-07-10,289893,298802,281846,285469,120810,64000.0,10000000.0
2000-07-11,288572,311794,288572,296620,211370,66500.0,10000000.0
2000-07-12,311278,314891,292589,302419,190240,67800.0,10000000.0
2000-07-13,312631,312631,294378,301081,147740,67500.0,10000000.0
2000-07-14,295666,301060,278759,280117,94140,62800.0,10000000.0
2000-07-18,276505,276505,254688,266735,58310,59800.0,10000000.0
2000-07-19,267608,288128,266737,275656,115070,61800.0,10000000.0
2000-07-20,278304,278304,264951,265397,65790,59500.0,10000000.0
2000-07-21,272082,280990,263123,268520,53760,60200.0,10000000.0
2000-07-24,267602,267602,241737,256476,70310,57500.0,10000000.0
2000-07-25,251967,251967,236792,245325,36130,55000.0,10000000.0
2000-07-26,254199,256465,245290,256030,30400,57400.0,10000000.0
2000-07-27,247982,255980,243508,256030,28700,57400.0,10000000.0
2000-07-28,254209,255990,243944,249786,43650,56000.0,10000000.0
2000-07-31,241727,251991,240866,249786,25950,56000.0,10000000.0
2000-08-01,249762,263106,246199,262721,36500,58900.0,10000000.0
2000-08-02,263091,263091,256884,259153,16150,58100.0,10000000.0
2000-08-03,255107,261808,251979,254246,31220,57000.0,10000000.0
2000-08-04,250194,258667,247976,252462,15860,56600.0,10000000.0
2000-08-07,241741,253787,240870,244879,61050,54900.0,10000000.0
2000-08-08,239021,248841,236804,240419,17970,53900.0,10000000.0
2000-08-09,238574,245275,238574,245325,24890,55000.0,10000000.0
2000-08-10,242135,245263,238572,243541,29960,54600.0,10000000.0
2000-08-11,245736,258693,240866,256476,167680,57500.0,10000000.0
2000-08-14,263095,276488,256453,269412,172310,60400.0,10000000.0
2000-08-16,269796,273835,259531,269412,60640,60400.0,10000000.0
2000-08-17,272061,276060,260886,260937,114990,58500.0,10000000.0
2000-08-18,260880,263097,249753,255584,41700,57300.0,10000000.0
2000-08-21,255555,258683,244865,249786,41580,56000.0,10000000.0
2000-08-22,249264,252877,245275,245325,51210,55000.0,10000000.0
2000-08-23,247505,251079,238596,240865,60820,54000.0,10000000.0
2000-08-24,242645,242645,234162,240865,68390,54000.0,10000000.0
2000-08-25,240804,260898,234598,247555,83540,55500.0,10000000.0
2000-08-28,247525,257355,247525,248448,32310,55700.0,10000000.0
2000-08-29,247503,248414,242158,245771,35010,55100.0,10000000.0
2000-08-30,241319,248882,241319,248448,45170,55700.0,10000000.0
2000-08-31,245744,249783,238607,241311,20120,54100.0,10000000.0
2000-09-01,247080,247080,240378,240865,6880,54000.0,10000000.0
2000-09-04,239039,248442,239039,244879,20130,54900.0,10000000.0
2000-09-05,258232,258232,240841,245325,19670,55000.0,10000000.0
2000-09-06,241281,251536,241281,242203,10770,54300.0,10000000.0
2000-09-07,238997,240828,228792,229714,20150,51500.0,10000000.0
2000-09-08,225179,231009,222101,223023,17950,50000.0,10000000.0
2000-09-14,218979,218979,203369,213210,51850,47800.0,10000000.0
2000-09-15,218558,220102,200681,208303,130360,46700.0,10000000.0
2000-09-18,202053,205181,177048,205181,127130,46000.0,10000000.0
