휴니드테크놀러지스(005870),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
1999-04-30,420000,420000,390000,408000,264210,66912.0,4919995.0
1999-05-03,468000,468000,420000,432000,661910,70848.0,4919995.0
1999-05-04,432000,462000,393000,417000,1126600,68388.0,4919995.0
1999-05-06,420000,426000,405000,411000,395500,67404.0,4919995.0
1999-05-07,411000,418500,396000,397500,312350,65190.0,4919995.0
1999-05-10,391500,411000,379500,396000,394630,64944.0,4919995.0
1999-05-11,405000,414000,381000,381000,318800,62484.0,4919995.0
1999-05-12,384000,396000,363000,373500,263210,61254.0,4919995.0
1999-05-13,373500,411000,373500,387000,486560,63468.0,4919995.0
1999-05-14,405000,408000,360000,370500,315690,60762.0,4919995.0
1999-05-17,360000,375000,339000,339000,232980,55596.0,4919995.0
1999-05-18,292500,345000,292500,327000,167990,53628.0,4919995.0
1999-05-19,333000,342000,330000,339000,160090,55596.0,4919995.0
1999-05-20,330000,336000,298500,303000,167310,49692.0,4919995.0
1999-05-21,300000,309000,294000,298800,103710,49003.0,4919995.0
1999-05-24,298800,310500,298800,303000,126780,49692.0,4919995.0
1999-05-25,298800,327000,298800,319500,162990,52398.0,4919995.0
1999-05-26,322500,333000,315000,325500,152340,53382.0,4919995.0
1999-05-27,342000,351000,333000,339000,208540,55596.0,4919995.0
1999-05-28,346500,354000,333000,339000,142580,55596.0,4919995.0
1999-05-31,330000,348000,330000,330000,121110,54120.0,4919995.0
1999-06-01,330000,331500,321000,321000,136510,52644.0,4919995.0
1999-06-02,324000,339000,324000,324000,85900,53136.0,4919995.0
1999-06-03,327000,334500,321000,322500,108730,52890.0,4919995.0
1999-06-04,321000,342000,321000,342000,155090,56088.0,4919995.0
1999-06-07,342000,348000,336000,343500,140830,56334.0,4919995.0
1999-06-08,345000,357000,336000,348000,200260,57072.0,4919995.0
1999-06-09,349500,349500,334500,343500,157840,56334.0,4919995.0
1999-06-10,339000,351000,337500,342000,118320,56088.0,4919995.0
1999-06-11,343500,357000,340500,351000,185580,57564.0,4919995.0
1999-06-14,354000,378000,354000,378000,239640,61992.0,4919995.0
1999-06-15,378000,378000,354000,372000,252440,61008.0,4919995.0
1999-06-16,375000,388500,372000,384000,177300,62976.0,4919995.0
1999-06-17,384000,405000,384000,397500,252310,65190.0,4919995.0
1999-06-18,394500,411000,381000,391500,229680,64206.0,4919995.0
1999-06-21,393000,396000,385500,390000,157840,63960.0,4919995.0
1999-06-22,399000,430500,385500,420000,315990,68880.0,4919995.0
1999-06-23,421500,480000,420000,480000,689200,78720.0,4919995.0
1999-06-24,468000,522000,468000,486000,572860,79704.0,4919995.0
1999-06-25,480000,504000,435000,480000,1110730,78720.0,4919995.0
1999-06-28,483000,499500,469500,483000,395590,79212.0,4919995.0
1999-06-29,492000,492000,453000,456000,300310,74784.0,4919995.0
1999-06-30,456000,465000,423000,429000,394530,70356.0,4919995.0
1999-07-01,429000,447000,424500,438000,275500,71832.0,4919995.0
1999-07-02,438000,468000,438000,459000,326740,75276.0,4919995.0
1999-07-05,517500,517500,474000,477000,460950,78228.0,4919995.0
1999-07-06,495000,495000,468000,472500,330520,77490.0,4919995.0
1999-07-07,492000,525000,483000,484500,814980,79458.0,4919995.0
1999-07-08,483000,489000,462000,468000,331380,76752.0,4919995.0
1999-07-09,474000,477000,451500,465000,206690,76260.0,4919995.0
1999-07-12,459000,483000,438000,442500,270490,72570.0,4919995.0
1999-07-13,450000,468000,447000,453000,198190,74292.0,4919995.0
1999-07-14,465000,465000,439500,447000,146610,73308.0,4919995.0
1999-07-15,447000,450000,424500,432000,143520,70848.0,4919995.0
1999-07-16,418500,444000,418500,435000,193650,71340.0,4919995.0
1999-07-19,441000,462000,432000,450000,145300,73800.0,4919995.0
1999-07-20,442500,465000,432000,444000,200880,72816.0,4919995.0
1999-07-21,450000,487500,444000,474000,634700,77736.0,4919995.0
1999-07-22,492000,544500,489000,544500,1185230,89298.0,4919995.0
1999-07-23,567000,594000,471000,486000,964850,79704.0,4919995.0
1999-07-26,486000,495000,414000,426000,486000,69864.0,4919995.0
1999-07-27,432000,450000,426000,442500,324650,72570.0,4919995.0
1999-07-28,432000,501000,432000,465000,452000,76260.0,4919995.0
1999-07-29,471000,504000,468000,483000,252780,79212.0,4919995.0
1999-07-30,489000,489000,456000,462000,252740,75768.0,4919995.0
1999-08-02,442500,516000,442500,492000,421540,80688.0,4919995.0
1999-08-03,510000,510000,471000,486000,203450,79704.0,4919995.0
1999-08-04,489000,495000,465000,465000,158550,76260.0,4919995.0
1999-08-05,454500,468000,435000,444000,108630,72816.0,4919995.0
1999-08-06,435000,456000,429000,453000,137280,74292.0,4919995.0
1999-08-09,441000,465000,441000,447000,95870,73308.0,4919995.0
1999-08-10,447000,450000,429000,444000,130330,72816.0,4919995.0
1999-08-11,435000,441000,420000,420000,84610,68880.0,4919995.0
1999-08-12,420000,471000,420000,444000,177440,72816.0,4919995.0
1999-08-13,441000,457500,426000,432000,103410,70848.0,4919995.0
1999-08-16,417000,456000,417000,429000,82280,70356.0,4919995.0
1999-08-17,433500,451500,414000,414000,111160,67896.0,4919995.0
1999-08-18,393000,405000,352500,388500,127260,63714.0,4919995.0
1999-08-19,388500,403500,381000,393000,126090,64452.0,4919995.0
1999-08-20,399000,409500,390000,393000,96010,64452.0,4919995.0
1999-08-23,396000,438000,394500,418500,167120,68634.0,4919995.0
1999-08-24,427500,429000,408000,429000,142630,70356.0,4919995.0
1999-08-25,429000,438000,420000,420000,105430,68880.0,4919995.0
1999-08-26,418500,426000,409500,409500,101040,67158.0,4919995.0
1999-08-27,414000,420000,394500,402000,80030,65928.0,4919995.0
1999-08-30,399000,453000,399000,426000,428140,69864.0,4919995.0
1999-08-31,423000,435000,408000,408000,103450,66912.0,4919995.0
1999-09-01,411000,415500,390000,390000,148000,63960.0,4919995.0
1999-09-02,336000,387000,336000,366000,132690,60024.0,4919995.0
1999-09-03,381000,381000,363000,369000,68460,60516.0,4919995.0
1999-09-06,315000,343500,315000,315000,400010,51660.0,4919995.0
1999-09-07,274500,310500,268500,270300,1554670,44329.0,4919995.0
1999-09-08,295500,296400,271800,277500,713400,45510.0,4919995.0
1999-09-09,277500,281700,240300,249000,672970,40836.0,4919995.0
1999-09-10,234000,258000,234000,240900,558420,39508.0,4919995.0
1999-09-13,251700,252000,210900,213300,696580,34981.0,4919995.0
1999-09-14,204300,235500,192900,222000,998090,36408.0,4919995.0
1999-09-15,225300,250500,214500,237000,604760,38868.0,4919995.0
1999-09-16,240300,252000,237000,241500,332420,39606.0,4919995.0
1999-09-17,225300,241500,205500,234000,255320,38376.0,4919995.0
1999-09-20,213600,250500,213600,233700,556930,38327.0,4919995.0
1999-09-21,235500,244500,234000,234900,273910,38524.0,4919995.0
1999-09-22,235500,244500,222000,223500,283600,36654.0,4919995.0
1999-09-27,220500,220500,207300,209100,143370,34292.0,4919995.0
1999-09-28,207300,216000,195000,198000,136640,32472.0,4919995.0
1999-09-29,198000,213300,180000,213300,360780,34981.0,4919995.0
1999-09-30,205800,220800,197700,198600,147020,32570.0,4919995.0
1999-10-01,192600,198600,177000,183000,124360,30012.0,4919995.0
1999-10-04,186000,195000,183900,189000,128840,30996.0,4919995.0
1999-10-05,189000,195000,162600,165000,106790,27060.0,4919995.0
1999-10-06,154500,177000,154500,172500,95720,28290.0,4919995.0
1999-10-07,172500,185700,172500,183000,133090,30012.0,4919995.0
1999-10-08,183000,195000,183000,191700,112800,31439.0,4919995.0
1999-10-11,192300,220200,192300,220200,332090,36113.0,4919995.0
1999-10-12,229500,252000,219300,228300,769590,37441.0,4919995.0
1999-10-13,225000,228000,213900,225300,171160,36949.0,4919995.0
1999-10-14,237000,242400,222300,229800,199360,37687.0,4919995.0
1999-10-15,225000,231600,221400,224400,116810,36802.0,4919995.0
1999-10-18,196800,219000,196800,207000,130970,33948.0,4919995.0
1999-10-19,211500,216000,198000,198600,95790,32570.0,4919995.0
1999-10-20,202500,228300,202500,228300,195810,37441.0,4919995.0
1999-10-21,240000,242700,216000,216900,234360,35572.0,4919995.0
1999-10-22,216000,222000,212700,216000,78470,35424.0,4919995.0
1999-10-25,216000,224100,202500,202500,93630,33210.0,4919995.0
1999-10-26,199500,209400,199500,207000,79170,33948.0,4919995.0
1999-10-27,207000,215700,198000,201300,74540,33013.0,4919995.0
1999-10-28,201000,207000,198000,204000,73080,33456.0,4919995.0
1999-10-29,204000,228000,204000,210000,131040,34440.0,4919995.0
1999-11-01,225000,226500,214500,219600,170600,36014.0,4919995.0
1999-11-02,220500,224700,214800,220500,130130,36162.0,4919995.0
1999-11-03,225000,249000,222000,239400,390690,39262.0,4919995.0
1999-11-04,241500,254100,228000,234000,251440,38376.0,4919995.0
1999-11-05,237000,242400,228000,228000,207450,37392.0,4919995.0
1999-11-08,228000,239700,225300,228000,169560,37392.0,4919995.0
1999-11-09,229500,234000,225600,227700,167950,37343.0,4919995.0
1999-11-10,232500,254700,230100,244500,418650,40098.0,4919995.0
1999-11-11,244500,281100,237000,281100,613440,46100.0,4919995.0
1999-11-12,321000,322500,285000,300000,885860,49200.0,4919995.0
1999-11-15,315000,324000,283800,294000,297210,48216.0,4919995.0
1999-11-16,292500,337500,285000,337500,539380,55350.0,4919995.0
1999-11-17,352500,387000,352500,352500,1066420,57810.0,4919995.0
1999-11-18,354000,360000,300000,313500,328200,51414.0,4919995.0
1999-11-19,321000,327000,289500,301500,351320,49446.0,4919995.0
1999-11-22,303000,322500,303000,309000,275370,50676.0,4919995.0
1999-11-23,309000,312000,292500,297000,203500,48708.0,4919995.0
1999-11-24,285300,294000,268500,280800,238220,46051.0,4919995.0
1999-11-25,282300,306000,270000,285000,224580,46740.0,4919995.0
1999-11-26,285600,296700,258000,258000,176320,42312.0,4919995.0
1999-11-29,240900,263700,240000,249000,201660,40836.0,4919995.0
1999-11-30,269700,286200,258000,286200,335300,46937.0,4919995.0
1999-12-01,318000,321000,279600,300000,526770,49200.0,4919995.0
1999-12-02,294300,297000,268500,268500,226110,44034.0,4919995.0
1999-12-03,258000,274500,255000,268200,166410,43985.0,4919995.0
1999-12-06,270000,270000,258000,264000,153630,43296.0,4919995.0
1999-12-07,264300,270000,240000,244800,169630,40147.0,4919995.0
1999-12-08,250500,264000,244800,258000,197410,42312.0,4919995.0
1999-12-09,283200,296700,270600,296700,454570,48659.0,4919995.0
1999-12-10,324000,340500,304500,324000,815000,53136.0,4919995.0
1999-12-13,321000,321000,297600,315000,376240,51660.0,4919995.0
1999-12-14,321000,360000,315000,327000,552460,53628.0,4919995.0
1999-12-15,315000,321000,294000,300000,319240,49200.0,4919995.0
1999-12-16,303000,303000,279000,285000,241790,46740.0,4919995.0
1999-12-17,270000,288000,264000,273000,162140,44772.0,4919995.0
1999-12-20,264000,291000,264000,274500,191790,45018.0,4919995.0
1999-12-21,277500,288000,259500,270000,162110,44280.0,4919995.0
1999-12-22,264000,290100,258000,283500,210920,46494.0,4919995.0
1999-12-23,279300,282000,267000,269100,174900,44132.0,4919995.0
1999-12-24,268500,276000,261300,267000,113030,43788.0,4919995.0
1999-12-27,273000,279000,258000,258000,138280,42312.0,4919995.0
1999-12-28,255300,255300,222000,225000,143530,36900.0,4919995.0
2000-01-04,231000,258600,231000,258600,50770,42410.0,4919995.0
2000-01-05,285000,297300,270000,297300,125990,48757.0,4919995.0
2000-01-06,340500,340500,303000,340500,1298120,55842.0,4919995.0
2000-01-07,336000,385500,315000,351000,1519880,57564.0,4919995.0
2000-01-10,366000,403500,342000,403500,1049110,66174.0,4919995.0
2000-01-11,403500,463500,394500,463500,1444570,76014.0,4919995.0
2000-01-12,463500,504000,412500,420000,1248180,68880.0,4919995.0
2000-01-13,429000,483000,412500,483000,1045820,79212.0,4919995.0
2000-01-14,520500,555000,468000,477000,2516420,78228.0,4919995.0
2000-01-17,486000,492000,408000,453000,835010,74292.0,4919995.0
2000-01-18,450000,495000,438000,474000,763370,77736.0,4919995.0
2000-01-19,444000,465000,406500,406500,386910,66666.0,4919995.0
2000-01-20,391500,408000,363000,384000,393900,62976.0,4919995.0
2000-01-21,393000,441000,390000,441000,321160,72324.0,4919995.0
2000-01-24,474000,507000,463500,501000,1349400,82164.0,4919995.0
2000-01-25,474000,492000,444000,444000,797370,72816.0,4919995.0
2000-01-26,444000,471000,408000,420000,755420,68880.0,4919995.0
2000-01-27,435000,444000,411000,420000,531710,78904.0,5636027.0
2000-01-28,423000,459000,423000,435000,705620,81722.0,5636027.0
2000-01-31,411000,444000,411000,417000,380480,78341.0,5636027.0
2000-02-01,426000,435000,387000,390000,660110,73268.0,5636027.0
2000-02-02,391500,426000,391500,408000,623370,76650.0,5636027.0
2000-02-03,418500,435000,393000,414000,761100,77777.0,5636027.0
2000-02-07,423000,426000,400500,405000,611050,76086.0,5636027.0
2000-02-08,408000,417000,387000,388500,573830,72987.0,5636027.0
2000-02-09,390000,394500,363000,372000,556690,69887.0,5636027.0
2000-02-10,363000,403500,351000,369000,685300,69323.0,5636027.0
2000-02-11,372000,387000,351000,352500,457230,66223.0,5636027.0
2000-02-14,342000,351000,303000,306000,496690,57487.0,5636027.0
2000-02-15,310500,351000,297300,351000,1013470,65942.0,5636027.0
2000-02-16,366000,382500,333000,342000,1223660,64251.0,5636027.0
2000-02-17,342000,363000,321000,330000,752000,64272.0,5842880.0
2000-02-18,324000,351000,318000,333000,705640,64856.0,5842880.0
2000-02-21,324000,327000,300000,300000,392080,58429.0,5842880.0
2000-02-22,300000,339000,294000,324000,675020,66231.0,6132475.0
2000-02-23,340500,357000,321000,327000,719740,66844.0,6132475.0
2000-02-24,324000,339000,307500,313500,404160,64084.0,6132475.0
2000-02-25,318000,327000,309000,313500,339450,64084.0,6132475.0
2000-02-28,306000,339000,306000,318000,364460,65004.0,6132475.0
2000-02-29,334500,345000,322500,336000,476900,68684.0,6132475.0
2000-03-02,342000,372000,330000,360000,758830,73590.0,6132475.0
2000-03-03,363000,363000,330000,336000,346210,68684.0,6132475.0
2000-03-06,351000,385500,348000,385500,605380,78802.0,6132475.0
2000-03-07,391500,433500,363000,375000,935050,76656.0,6132475.0
2000-03-08,360000,396000,354000,369000,453210,75429.0,6132475.0
2000-03-09,381000,384000,363000,373500,440190,76349.0,6132475.0
2000-03-10,378000,420000,363000,393000,916060,80335.0,6132475.0
2000-03-13,399000,426000,393000,399000,801540,81562.0,6132475.0
2000-03-14,403500,408000,357000,363000,441550,74203.0,6132475.0
2000-03-15,367500,367500,346500,346500,300620,70830.0,6132475.0
2000-03-16,348000,360000,321000,321000,299090,65617.0,6132475.0
2000-03-17,336000,339000,322500,322500,292030,65924.0,6132475.0
2000-03-20,324000,340500,321000,334500,233550,68377.0,6132475.0
2000-03-21,333000,345000,321000,330000,188930,67457.0,6132475.0
2000-03-22,336000,379500,327000,379500,816550,77576.0,6132475.0
2000-03-23,382500,408000,369000,390000,899940,79722.0,6132475.0
2000-03-24,390000,403500,375000,387000,480020,79109.0,6132475.0
2000-03-27,414000,444000,402000,444000,1325540,90761.0,6132475.0
2000-03-28,450000,480000,405000,414000,1863260,84628.0,6132475.0
2000-03-29,408000,427500,375000,375000,629130,76656.0,6132475.0
2000-03-30,360000,394500,351000,357000,513220,72976.0,6132475.0
2000-03-31,360000,384000,357000,364500,425930,74510.0,6132475.0
2000-04-03,364500,376500,319500,336000,351060,68684.0,6132475.0
2000-04-04,324000,339000,315000,328500,217810,67151.0,6132475.0
2000-04-06,322500,342000,319500,328500,226500,67151.0,6132475.0
2000-04-07,333000,355500,328500,345000,253520,70523.0,6132475.0
2000-04-10,354000,366000,346500,354000,326500,72363.0,6132475.0
2000-04-11,351000,351000,321000,321000,209280,65617.0,6132475.0
2000-04-12,321000,336000,318000,324000,321270,66231.0,6132475.0
2000-04-14,300000,319500,291000,306000,241850,62551.0,6132475.0
2000-04-17,261300,271500,261000,261000,156490,53353.0,6132475.0
2000-04-18,276000,285000,256500,264000,304160,53966.0,6132475.0
2000-04-19,270000,293400,265500,270000,416540,55192.0,6132475.0
2000-04-20,276000,278700,264600,270000,144240,55192.0,6132475.0
2000-04-21,276000,283500,270600,279000,170900,57032.0,6132475.0
2000-04-24,279000,285000,265800,267000,147190,54579.0,6132475.0
2000-04-25,261600,267000,255000,255600,160440,52249.0,6132475.0
2000-04-26,261600,268500,240000,243000,186650,49673.0,6132475.0
2000-04-27,240000,246000,228300,228300,183900,46668.0,6132475.0
2000-04-28,231000,237000,228900,233700,158500,47772.0,6132475.0
2000-05-02,222600,268500,222600,268500,442420,54886.0,6132475.0
2000-05-03,282000,288000,267000,268500,546720,54886.0,6132475.0
2000-05-04,255300,270000,255000,259500,175130,53046.0,6132475.0
2000-05-08,278400,278400,255000,255000,227650,52126.0,6132475.0
2000-05-09,255000,266700,251100,253500,136480,51819.0,6132475.0
2000-05-10,248400,258000,246000,253500,166750,51819.0,6132475.0
2000-05-12,253500,276000,243300,262500,339550,53659.0,6132475.0
2000-05-15,262500,262500,237000,241500,132240,49366.0,6132475.0
2000-05-16,232500,249000,228000,243000,130050,49673.0,6132475.0
2000-05-17,246000,249000,210000,210000,177190,42927.0,6132475.0
2000-05-18,203700,208500,178500,178800,204540,36550.0,6132475.0
2000-05-19,165000,188400,165000,185700,163940,37960.0,6132475.0
2000-05-22,175200,183000,158400,162000,105730,33115.0,6132475.0
2000-05-23,162000,168000,154800,157500,111020,32195.0,6132475.0
2000-05-24,153000,168000,142500,156900,182020,32073.0,6132475.0
2000-05-25,162300,180300,162000,180300,198060,36856.0,6132475.0
2000-05-26,180300,180300,156900,162300,163180,33177.0,6132475.0
2000-05-29,162300,171000,162300,169800,135640,34710.0,6132475.0
2000-05-30,179700,186000,174300,186000,178790,38021.0,6132475.0
2000-05-31,213900,213900,207000,213900,346720,43725.0,6132475.0
2000-06-01,213900,217500,193500,203400,222170,41578.0,6132475.0
2000-06-02,214500,231000,210000,215700,378770,44092.0,6132475.0
2000-06-05,219000,237000,219000,226800,268160,46362.0,6132475.0
2000-06-07,222300,229200,216000,223800,293880,45748.0,6132475.0
2000-06-08,228000,235500,212100,214500,265410,43847.0,6132475.0
2000-06-09,217500,221100,207300,214800,142510,43909.0,6132475.0
2000-06-12,215100,217200,205800,215400,253860,44031.0,6132475.0
2000-06-13,215400,217500,207000,210000,150980,42927.0,6132475.0
2000-06-14,210000,213000,202800,202800,98390,41456.0,6132475.0
2000-06-15,202800,208500,180000,181800,121910,37163.0,6132475.0
2000-06-16,186300,190500,181800,186000,82320,38021.0,6132475.0
2000-06-19,186000,187500,177000,177000,100440,36182.0,6132475.0
2000-06-20,177000,185700,174600,183000,93280,37408.0,6132475.0
2000-06-21,177600,210300,177000,205500,349480,42007.0,6132475.0
2000-06-22,205500,216000,192600,199500,220760,40781.0,6132475.0
2000-06-23,198000,201000,188400,192900,118870,39432.0,6132475.0
2000-06-26,201000,202500,193500,195000,89380,39861.0,6132475.0
2000-06-27,195300,205800,195300,203400,162020,41578.0,6132475.0
2000-06-28,203400,203400,195000,195300,115780,39922.0,6132475.0
2000-06-29,195300,205500,195000,195000,142240,39861.0,6132475.0
2000-06-30,195300,199500,188700,192000,92080,39248.0,6132475.0
2000-07-03,195300,214500,193500,207900,268440,42498.0,6132475.0
2000-07-04,208500,210000,198000,198000,137350,40474.0,6132475.0
2000-07-05,195300,203700,187200,202500,146990,41394.0,6132475.0
2000-07-06,202500,230700,198000,211500,603310,43234.0,6132475.0
2000-07-07,214500,219600,207000,208800,209320,42682.0,6132475.0
2000-07-10,221400,228000,213600,215100,305020,43970.0,6132475.0
2000-07-11,216000,219000,206400,207000,195590,42314.0,6132475.0
2000-07-12,207300,213000,201000,206400,103250,42191.0,6132475.0
2000-07-13,206400,215100,201000,210900,154270,43111.0,6132475.0
2000-07-14,214500,217500,207000,207300,150380,42375.0,6132475.0
2000-07-18,216000,227400,213300,216900,485220,44338.0,6132475.0
2000-07-19,216000,216000,204300,205500,161090,42007.0,6132475.0
2000-07-20,207000,223500,207000,219000,594180,44767.0,6132475.0
2000-07-21,219300,236700,216300,216300,620170,44215.0,6132475.0
2000-07-24,215400,218400,199500,200100,212400,40904.0,6132475.0
2000-07-25,189300,195000,180300,189900,176070,38819.0,6132475.0
2000-07-26,181800,194400,181800,190500,165370,38941.0,6132475.0
2000-07-27,186300,189900,183900,184200,100530,37653.0,6132475.0
2000-07-28,180000,183900,177000,180000,121860,36795.0,6132475.0
2000-07-31,174300,179700,172500,178200,67050,36427.0,6132475.0
2000-08-01,181200,186000,177000,180600,135400,36917.0,6132475.0
2000-08-02,180600,185700,179100,180600,98570,36917.0,6132475.0
2000-08-03,183000,185400,180000,183000,137910,37408.0,6132475.0
2000-08-04,184200,184200,177000,178500,66280,36488.0,6132475.0
2000-08-07,174300,177000,168600,168900,62690,34526.0,6132475.0
2000-08-08,165300,175200,165300,166800,87690,34097.0,6132475.0
2000-08-09,165600,175500,165600,174000,104870,35568.0,6132475.0
2000-08-10,174300,174900,169500,174000,51490,35568.0,6132475.0
2000-08-11,171000,182700,171000,181500,124590,37101.0,6132475.0
2000-08-14,193500,205500,190500,204600,250180,41823.0,6132475.0
2000-08-16,212100,216600,199200,201900,127450,41272.0,6132475.0
2000-08-17,199500,204900,195000,200700,203790,41026.0,6132475.0
2000-08-18,210300,230700,204600,210600,921340,43050.0,6132475.0
2000-08-21,215400,219900,205800,213000,274480,43541.0,6132475.0
2000-08-22,211200,215400,205800,205800,158290,42069.0,6132475.0
2000-08-23,202500,210000,195000,195000,133290,39861.0,6132475.0
2000-08-24,186900,198000,185700,190500,154030,38941.0,6132475.0
2000-08-25,190500,209700,186600,198000,247770,40474.0,6132475.0
2000-08-28,192000,199500,192000,192900,150500,39432.0,6132475.0
2000-08-29,192900,195900,190500,190500,111970,38941.0,6132475.0
2000-08-30,190500,199500,189600,189600,109040,38757.0,6132475.0
2000-08-31,189900,192000,182400,183900,90780,37592.0,6132475.0
2000-09-01,181500,190500,181500,185700,82390,37960.0,6132475.0
2000-09-04,184500,191700,183600,188400,94370,38512.0,6132475.0
2000-09-05,190800,193200,183300,185700,78880,37960.0,6132475.0
2000-09-06,186000,191100,185700,186000,82370,38021.0,6132475.0
2000-09-07,186000,186000,180000,180000,76310,36795.0,6132475.0
2000-09-08,181800,184800,177600,178200,54650,36427.0,6132475.0
2000-09-14,178500,178500,171000,177000,59790,36182.0,6132475.0
2000-09-15,177000,183000,172500,174000,51420,35568.0,6132475.0
