이마트(139480),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2012-01-03,272000,282500,270500,282500,51896,7874919.0,27875819.0
2012-01-04,285000,285000,277000,280000,22378,7805229.0,27875819.0
2012-01-05,276500,282000,274000,276500,36103,7707664.0,27875819.0
2012-01-06,278000,278000,271000,275000,23592,7665850.0,27875819.0
2012-01-09,273000,275500,267500,272000,27397,7582223.0,27875819.0
2012-01-10,272500,273000,268500,268500,28434,7484657.0,27875819.0
2012-01-11,268000,270000,262000,266000,41547,7414968.0,27875819.0
2012-01-12,262500,265500,261500,265000,47213,7387092.0,27875819.0
2012-01-13,264000,264000,260000,261500,74911,7289527.0,27875819.0
2012-01-16,260000,264000,257000,257000,39765,7164085.0,27875819.0
2012-01-17,259500,264000,258000,264000,61051,7359216.0,27875819.0
2012-01-18,263000,264500,260500,264000,44669,7359216.0,27875819.0
2012-01-19,266000,272500,266000,272500,105540,7596161.0,27875819.0
2012-01-20,275000,275000,268500,268500,120420,7484657.0,27875819.0
2012-01-25,270000,270000,261500,262000,74528,7303465.0,27875819.0
2012-01-26,263500,267000,263000,265000,72493,7387092.0,27875819.0
2012-01-27,268000,269500,266500,269000,58633,7498595.0,27875819.0
2012-01-30,270500,271500,262500,265000,74549,7387092.0,27875819.0
2012-01-31,271500,273000,265000,271500,77012,7568285.0,27875819.0
2012-02-01,272000,273000,269000,273000,108017,7610099.0,27875819.0
2012-02-02,273000,274000,269000,274000,62251,7637974.0,27875819.0
2012-02-03,272000,273500,268000,273500,32543,7624036.0,27875819.0
2012-02-06,277000,284500,272500,283000,73954,7888857.0,27875819.0
2012-02-07,285500,286000,277000,283500,60158,7902795.0,27875819.0
2012-02-08,283500,285000,272500,273000,76288,7610099.0,27875819.0
2012-02-09,272000,272500,252500,256000,202607,7136210.0,27875819.0
2012-02-10,258500,260500,256000,257000,165465,7164085.0,27875819.0
2012-02-13,257000,262000,256500,261500,54953,7289527.0,27875819.0
2012-02-14,260000,260500,258000,260000,63124,7247713.0,27875819.0
2012-02-15,259000,260000,256500,258000,230388,7191961.0,27875819.0
2012-02-16,259000,261000,256000,257500,135545,7178023.0,27875819.0
2012-02-17,261000,261000,257500,261000,49768,7275589.0,27875819.0
2012-02-20,261000,261500,258500,259500,49295,7233775.0,27875819.0
2012-02-21,261500,262000,258000,259500,40611,7233775.0,27875819.0
2012-02-22,261000,266000,259500,265500,79360,7401030.0,27875819.0
2012-02-23,264500,264500,261000,264000,54338,7359216.0,27875819.0
2012-02-24,268000,269000,261500,261500,33448,7289527.0,27875819.0
2012-02-27,263500,265500,261000,261000,23195,7275589.0,27875819.0
2012-02-28,262500,263000,260000,261500,19025,7289527.0,27875819.0
2012-02-29,261500,271500,261500,271500,51314,7568285.0,27875819.0
2012-03-02,271000,271500,266500,270000,33486,7526471.0,27875819.0
2012-03-05,269000,270000,266500,270000,13468,7526471.0,27875819.0
2012-03-06,268000,268500,265000,267000,21646,7442844.0,27875819.0
2012-03-07,265000,265500,259500,260000,31939,7247713.0,27875819.0
2012-03-08,263000,263000,255000,258500,45729,7205899.0,27875819.0
2012-03-09,259000,259500,255000,257000,29852,7164085.0,27875819.0
2012-03-12,257000,257000,247500,250500,60545,6982893.0,27875819.0
2012-03-13,248500,255500,248500,254500,36270,7094396.0,27875819.0
2012-03-14,256500,259500,256000,259500,34617,7233775.0,27875819.0
2012-03-15,260000,260000,256000,258000,27732,7191961.0,27875819.0
2012-03-16,257000,258000,253000,254000,38991,7080458.0,27875819.0
2012-03-19,257000,259500,256000,259500,24878,7233775.0,27875819.0
2012-03-20,256500,258000,254500,257500,11848,7178023.0,27875819.0
2012-03-21,256500,257000,248000,249000,54279,6941079.0,27875819.0
2012-03-22,250000,250000,246500,247500,45150,6899265.0,27875819.0
2012-03-23,245000,246000,238500,243000,44498,6773824.0,27875819.0
2012-03-26,241500,243500,233000,235500,87126,6564755.0,27875819.0
2012-03-27,237000,239500,236000,239500,90497,6676259.0,27875819.0
2012-03-28,241000,241000,236000,240000,58596,6690197.0,27875819.0
2012-03-29,238000,242000,237000,242000,50249,6745948.0,27875819.0
2012-03-30,244500,251500,244000,250000,159967,6968955.0,27875819.0
2012-04-02,252500,252500,244000,248500,52559,6927141.0,27875819.0
2012-04-03,255000,255500,250500,253500,68851,7066520.0,27875819.0
2012-04-04,250000,254000,249000,252000,45502,7024706.0,27875819.0
2012-04-05,250000,253000,245500,249500,14207,6955017.0,27875819.0
2012-04-06,248000,254000,248000,251000,12587,6996831.0,27875819.0
2012-04-09,249000,256000,249000,255500,26062,7122272.0,27875819.0
2012-04-10,257000,266000,255000,265500,64128,7401030.0,27875819.0
2012-04-12,269500,273000,266500,272500,111756,7596161.0,27875819.0
2012-04-13,274500,279000,270000,278000,65820,7749478.0,27875819.0
2012-04-16,277500,277500,264000,270500,57915,7540409.0,27875819.0
2012-04-17,270000,272000,263500,267500,55083,7456782.0,27875819.0
2012-04-18,272000,272000,265500,267000,11639,7442844.0,27875819.0
2012-04-19,270000,271500,267000,270000,19511,7526471.0,27875819.0
2012-04-20,272500,272500,269000,271000,41878,7554347.0,27875819.0
2012-04-23,266000,270000,261000,270000,23601,7526471.0,27875819.0
2012-04-24,265000,274500,259000,263500,38605,7345278.0,27875819.0
2012-04-25,263500,267000,261000,261000,16890,7275589.0,27875819.0
2012-04-26,268000,269500,261500,269500,23024,7512533.0,27875819.0
2012-04-27,265000,269000,259500,261000,22985,7275589.0,27875819.0
2012-04-30,263000,269000,261000,268500,24960,7484657.0,27875819.0
2012-05-02,272500,280500,268000,274000,57013,7637974.0,27875819.0
2012-05-03,276000,280500,263000,264500,86037,7373154.0,27875819.0
2012-05-04,265000,274000,263500,274000,46967,7637974.0,27875819.0
2012-05-07,270500,276000,270500,275500,35799,7679788.0,27875819.0
2012-05-08,279500,279500,274500,278500,17278,7763416.0,27875819.0
2012-05-09,279000,286000,278000,283000,44572,7888857.0,27875819.0
2012-05-10,283000,288500,281500,284500,21492,7930671.0,27875819.0
2012-05-11,285000,289000,278000,287000,19443,8000360.0,27875819.0
2012-05-14,284000,287000,265500,269000,51524,7498595.0,27875819.0
2012-05-15,273000,273000,258000,261000,61971,7275589.0,27875819.0
2012-05-16,259500,265000,256000,260000,32317,7247713.0,27875819.0
2012-05-17,263000,264000,259000,263000,56686,7331340.0,27875819.0
2012-05-18,261500,263000,255000,262000,29888,7303465.0,27875819.0
2012-05-21,262000,262000,251000,251000,26275,6996831.0,27875819.0
2012-05-22,252000,255500,247000,247000,60714,6885327.0,27875819.0
2012-05-23,248500,253500,248000,253500,38845,7066520.0,27875819.0
2012-05-24,258000,258000,250500,251000,13598,6996831.0,27875819.0
2012-05-25,250000,256500,250000,254500,21015,7094396.0,27875819.0
2012-05-29,255000,263000,252500,260500,32763,7261651.0,27875819.0
2012-05-30,263000,269000,261000,265500,48603,7401030.0,27875819.0
2012-05-31,264000,264000,255000,264000,58836,7359216.0,27875819.0
2012-06-01,258000,261500,250000,250000,26283,6968955.0,27875819.0
2012-06-04,243500,248500,240500,240500,8992,6704134.0,27875819.0
2012-06-05,244000,244500,237500,237500,26999,6620507.0,27875819.0
2012-06-07,240000,251500,239500,250500,37485,6982893.0,27875819.0
2012-06-08,253000,262000,251000,254500,28967,7094396.0,27875819.0
2012-06-11,258000,258000,244000,249000,38175,6941079.0,27875819.0
2012-06-12,246500,251000,246000,247500,13122,6899265.0,27875819.0
2012-06-13,248500,248500,247000,247500,8198,6899265.0,27875819.0
2012-06-14,248000,259500,247500,256500,44442,7150148.0,27875819.0
2012-06-15,256500,264500,247500,259500,33996,7233775.0,27875819.0
2012-06-18,260000,260500,253500,254000,9704,7080458.0,27875819.0
2012-06-19,255000,258500,249000,249000,32764,6941079.0,27875819.0
2012-06-20,250500,254000,247500,254000,20295,7080458.0,27875819.0
2012-06-21,251500,252000,249000,251500,15948,7010768.0,27875819.0
2012-06-22,250500,256000,243500,255500,40094,7122272.0,27875819.0
2012-06-25,251000,253000,247000,251000,17188,6996831.0,27875819.0
2012-06-26,251500,251500,247000,250000,15851,6968955.0,27875819.0
2012-06-27,250000,250000,240500,240500,24107,6704134.0,27875819.0
2012-06-28,242000,244000,239000,243500,17137,6787762.0,27875819.0
2012-06-29,243000,250000,242500,250000,22395,6968955.0,27875819.0
2012-07-02,250000,250000,212500,244000,14194,6801700.0,27875819.0
2012-07-03,244000,247000,242500,245000,25346,6829576.0,27875819.0
2012-07-04,245000,246500,244500,245000,20163,6829576.0,27875819.0
2012-07-05,248000,248000,243000,245500,11055,6843514.0,27875819.0
2012-07-06,245500,249500,245500,248500,29215,6927141.0,27875819.0
2012-07-09,247500,250000,245500,247500,18976,6899265.0,27875819.0
2012-07-10,251000,251000,246500,250000,13593,6968955.0,27875819.0
2012-07-11,246500,247000,241500,245000,29577,6829576.0,27875819.0
2012-07-12,255000,255000,235000,235000,30863,6550817.0,27875819.0
2012-07-13,235000,239000,234000,238000,24589,6634445.0,27875819.0
2012-07-16,238000,243000,236000,241000,22550,6718072.0,27875819.0
2012-07-17,241500,242500,241000,242500,27684,6759886.0,27875819.0
2012-07-18,242500,243000,239500,241500,22491,6732010.0,27875819.0
2012-07-19,240500,246000,240000,246000,71590,6857451.0,27875819.0
2012-07-20,246000,246000,242500,243000,49441,6773824.0,27875819.0
2012-07-23,243000,243000,236500,238000,12725,6634445.0,27875819.0
2012-07-24,243000,243500,238000,240000,25484,6690197.0,27875819.0
2012-07-25,237000,238500,233000,233000,8441,6495066.0,27875819.0
2012-07-26,233500,235500,232000,233500,15483,6509004.0,27875819.0
2012-07-27,235000,248000,235000,248000,18575,6913203.0,27875819.0
2012-07-30,250000,256000,246000,256000,38570,7136210.0,27875819.0
2012-07-31,246000,263000,246000,263000,23756,7331340.0,27875819.0
2012-08-01,258500,261000,255000,260500,34253,7261651.0,27875819.0
2012-08-02,263000,263000,256000,258500,11306,7205899.0,27875819.0
2012-08-03,254500,256500,253000,255000,7683,7108334.0,27875819.0
2012-08-06,256000,258500,253500,255500,2426,7122272.0,27875819.0
2012-08-07,252500,257000,249000,249000,8764,6941079.0,27875819.0
2012-08-08,253000,262000,252500,256000,28123,7136210.0,27875819.0
2012-08-09,261000,265000,259000,262000,41224,7303465.0,27875819.0
2012-08-10,262000,264000,257500,260500,14255,7261651.0,27875819.0
2012-08-13,260500,261000,257000,257000,5027,7164085.0,27875819.0
2012-08-14,257000,264500,257000,264000,42295,7359216.0,27875819.0
2012-08-16,263500,265500,255000,255000,30570,7108334.0,27875819.0
2012-08-17,252500,254500,247500,247500,43016,6899265.0,27875819.0
2012-08-20,248500,250500,248000,249500,18989,6955017.0,27875819.0
2012-08-21,249500,249500,247000,247500,33382,6899265.0,27875819.0
2012-08-22,249000,251000,247500,250000,52367,6968955.0,27875819.0
2012-08-23,250000,250000,245000,247500,23158,6899265.0,27875819.0
2012-08-24,245500,246500,244000,245000,20618,6829576.0,27875819.0
2012-08-27,245000,249000,245000,247500,13388,6899265.0,27875819.0
2012-08-28,250000,250000,246000,246500,13888,6871389.0,27875819.0
2012-08-29,248000,250000,246500,250000,13297,6968955.0,27875819.0
2012-08-30,250000,250000,246000,246500,10333,6871389.0,27875819.0
2012-08-31,246000,248500,245500,247000,19082,6885327.0,27875819.0
2012-09-03,245000,247000,245000,247000,18667,6885327.0,27875819.0
2012-09-04,247000,248500,245500,248000,12378,6913203.0,27875819.0
2012-09-05,248000,248000,245000,245500,10427,6843514.0,27875819.0
2012-09-06,247000,247000,242000,244000,17851,6801700.0,27875819.0
2012-09-07,246000,249000,240500,241000,39431,6718072.0,27875819.0
2012-09-10,241500,242500,237500,241000,38739,6718072.0,27875819.0
2012-09-11,240500,241000,238500,239500,15281,6676259.0,27875819.0
2012-09-12,238000,243500,238000,243500,16519,6787762.0,27875819.0
2012-09-13,242500,243500,239500,239500,16264,6676259.0,27875819.0
2012-09-14,240500,245500,240500,245500,32926,6843514.0,27875819.0
2012-09-17,245000,250000,245000,250000,47923,6968955.0,27875819.0
2012-09-18,249500,249500,242500,245500,22329,6843514.0,27875819.0
2012-09-19,245000,247000,244500,246500,23469,6871389.0,27875819.0
2012-09-20,245000,249000,245000,249000,18500,6941079.0,27875819.0
2012-09-21,246000,250000,246000,250000,24809,6968955.0,27875819.0
2012-09-24,247500,250000,244500,250000,9319,6968955.0,27875819.0
2012-09-25,248500,248500,241500,243000,32043,6773824.0,27875819.0
2012-09-26,242500,244000,241000,244000,6694,6801700.0,27875819.0
2012-09-27,242000,242000,239000,239000,20322,6662321.0,27875819.0
2012-09-28,241500,242500,237000,242500,28068,6759886.0,27875819.0
2012-10-02,242500,243000,238500,240000,21164,6690197.0,27875819.0
2012-10-04,240500,243500,239000,242000,24072,6745948.0,27875819.0
2012-10-05,242500,244500,240500,244000,15306,6801700.0,27875819.0
2012-10-08,244000,244000,240000,241000,26207,6718072.0,27875819.0
2012-10-09,240500,241000,239500,239500,27580,6676259.0,27875819.0
2012-10-10,238000,241500,237500,241500,9049,6732010.0,27875819.0
2012-10-11,240000,241500,231500,236500,41274,6592631.0,27875819.0
2012-10-12,235000,235500,231500,233000,26187,6495066.0,27875819.0
2012-10-15,231500,231500,222500,226000,34587,6299935.0,27875819.0
2012-10-16,224500,231500,224500,230000,17998,6411438.0,27875819.0
2012-10-17,231500,234000,228000,232000,25570,6467190.0,27875819.0
2012-10-18,234000,235000,231000,235000,34594,6550817.0,27875819.0
2012-10-19,235000,238500,234500,237500,12597,6620507.0,27875819.0
2012-10-22,234000,234500,231500,233500,59920,6509004.0,27875819.0
2012-10-23,233500,234500,229000,232000,38465,6467190.0,27875819.0
2012-10-24,232000,237500,229500,237000,25881,6606569.0,27875819.0
2012-10-25,234000,240000,234000,239000,30094,6662321.0,27875819.0
2012-10-26,235000,238500,234500,234500,25281,6536880.0,27875819.0
2012-10-29,240000,240000,237000,240000,39128,6690197.0,27875819.0
2012-10-30,240000,240000,238000,239500,26936,6676259.0,27875819.0
2012-10-31,240000,240000,236500,236500,24751,6592631.0,27875819.0
2012-11-01,239500,242000,239000,241500,49854,6732010.0,27875819.0
2012-11-02,242000,242500,239000,242500,55750,6759886.0,27875819.0
2012-11-05,242000,243000,236500,242500,14324,6759886.0,27875819.0
2012-11-06,241000,242500,237000,240000,20953,6690197.0,27875819.0
2012-11-07,238000,243000,237500,243000,23402,6773824.0,27875819.0
2012-11-08,241000,244000,240000,244000,63602,6801700.0,27875819.0
2012-11-09,242500,242500,237000,241000,10388,6718072.0,27875819.0
2012-11-12,242500,243000,238500,239000,7790,6662321.0,27875819.0
2012-11-13,236500,237500,234500,236500,13638,6592631.0,27875819.0
2012-11-14,233500,235500,232500,234000,12464,6522942.0,27875819.0
2012-11-15,232500,235000,232000,233000,16200,6495066.0,27875819.0
2012-11-16,233500,235000,228000,235000,18498,6550817.0,27875819.0
2012-11-19,228500,232500,224500,225000,21593,6272059.0,27875819.0
2012-11-20,225500,227500,224000,225000,32872,6272059.0,27875819.0
2012-11-21,225000,227500,223500,226000,42728,6299935.0,27875819.0
2012-11-22,225500,226000,219500,223000,23213,6216308.0,27875819.0
2012-11-23,223000,224000,219000,224000,13659,6244183.0,27875819.0
2012-11-26,224000,225500,221000,224000,13828,6244183.0,27875819.0
2012-11-27,222500,226000,222000,223500,14924,6230246.0,27875819.0
2012-11-28,224000,224500,217000,219500,29724,6118742.0,27875819.0
2012-11-29,220000,220500,217000,219500,51187,6118742.0,27875819.0
2012-11-30,219500,221000,216000,218000,52466,6076929.0,27875819.0
2012-12-03,219500,224500,218500,224500,25509,6258121.0,27875819.0
2012-12-04,223500,224000,221000,222500,15658,6202370.0,27875819.0
2012-12-05,221500,224500,221000,223500,55005,6230246.0,27875819.0
2012-12-06,223500,225000,222500,225000,46148,6272059.0,27875819.0
2012-12-07,225000,226000,224000,226000,30747,6299935.0,27875819.0
2012-12-10,225500,226500,221500,223500,24848,6230246.0,27875819.0
2012-12-11,225000,239500,224500,239500,41970,6676259.0,27875819.0
2012-12-12,232000,233500,229000,232500,43412,6481128.0,27875819.0
2012-12-13,230000,231500,228000,231500,47664,6453252.0,27875819.0
2012-12-14,232000,236500,230000,236500,12626,6592631.0,27875819.0
2012-12-17,237000,239000,233500,239000,17094,6662321.0,27875819.0
2012-12-18,235500,238000,230500,238000,38568,6634445.0,27875819.0
2012-12-20,240000,240000,231500,236500,56715,6592631.0,27875819.0
2012-12-21,234000,236500,233000,236000,16056,6578693.0,27875819.0
2012-12-24,236000,237000,234500,237000,8991,6606569.0,27875819.0
2012-12-26,237000,237000,234500,235500,10868,6564755.0,27875819.0
2012-12-27,233000,236500,230000,234000,22041,6522942.0,27875819.0
2012-12-28,236000,239500,235000,238000,23831,6634445.0,27875819.0
2013-01-02,240000,240000,234500,236500,25860,6592631.0,27875819.0
2013-01-03,235000,238000,232500,237000,58590,6606569.0,27875819.0
2013-01-04,237500,239500,233500,239500,40316,6676259.0,27875819.0
2013-01-07,239000,239500,237500,238500,22229,6648383.0,27875819.0
2013-01-08,237000,239500,235000,239500,83074,6676259.0,27875819.0
2013-01-09,241000,241500,236000,239000,54534,6662321.0,27875819.0
2013-01-10,236000,237000,235000,236500,46755,6592631.0,27875819.0
2013-01-11,237000,238500,235500,237000,81879,6606569.0,27875819.0
2013-01-14,237500,239500,235500,239500,18351,6676259.0,27875819.0
2013-01-15,240000,240000,236500,238000,41021,6634445.0,27875819.0
2013-01-16,238000,240000,237000,238000,49117,6634445.0,27875819.0
2013-01-17,239000,239500,236500,236500,18193,6592631.0,27875819.0
2013-01-18,238000,238500,236000,236500,10665,6592631.0,27875819.0
2013-01-21,234500,236000,232000,232500,21151,6481128.0,27875819.0
2013-01-22,231500,233500,230500,232500,33147,6481128.0,27875819.0
2013-01-23,232500,234000,230000,232000,40119,6467190.0,27875819.0
2013-01-24,230500,231000,226000,227500,58366,6341749.0,27875819.0
2013-01-25,225000,225000,216500,221500,54456,6174494.0,27875819.0
2013-01-28,220000,235000,219500,235000,38526,6550817.0,27875819.0
2013-01-29,235500,237000,234000,236000,45465,6578693.0,27875819.0
