이마트(139480),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2014-10-01,229000,231500,229000,229500,33153,6397500.0,27875819.0
2014-10-02,230000,232000,215000,219000,124404,6104804.0,27875819.0
2014-10-06,221000,223000,214500,215000,81546,5993301.0,27875819.0
2014-10-07,215000,215000,209000,212500,106216,5923612.0,27875819.0
2014-10-08,211000,213000,209500,211000,45628,5881798.0,27875819.0
2014-10-10,213500,213500,209500,210500,73386,5867860.0,27875819.0
2014-10-13,210000,213500,204500,206500,49930,5756357.0,27875819.0
2014-10-14,207500,208000,200500,201000,84804,5603040.0,27875819.0
2014-10-15,201000,206500,201000,203500,104163,5672729.0,27875819.0
2014-10-16,202500,202500,197000,201500,144621,5616978.0,27875819.0
2014-10-17,197000,201000,197000,199000,113888,5547288.0,27875819.0
2014-10-20,201000,208000,200500,207000,60590,5770295.0,27875819.0
2014-10-21,204500,206000,202500,205000,58176,5714543.0,27875819.0
2014-10-22,206000,208000,203000,204500,55003,5700605.0,27875819.0
2014-10-23,203500,206000,202000,203000,49574,5658791.0,27875819.0
2014-10-24,204000,206000,203000,206000,48180,5742419.0,27875819.0
2014-10-27,208000,210500,205000,209000,43992,5826046.0,27875819.0
2014-10-28,208000,208500,199000,199000,63078,5547288.0,27875819.0
2014-10-29,200000,205000,197000,202500,75606,5644853.0,27875819.0
2014-10-30,203000,203500,198000,203000,44754,5658791.0,27875819.0
2014-10-31,203000,203000,198000,198000,69617,5519412.0,27875819.0
2014-11-03,196500,199000,195000,197500,57023,5505474.0,27875819.0
2014-11-04,204500,204500,200000,204000,83066,5686667.0,27875819.0
2014-11-05,205500,206000,201500,204500,52248,5700605.0,27875819.0
2014-11-06,203000,208500,202500,208000,49635,5798170.0,27875819.0
2014-11-07,205000,209000,202000,207500,63204,5784232.0,27875819.0
2014-11-10,206000,207000,200000,204000,66316,5686667.0,27875819.0
2014-11-11,206000,209500,202000,202000,65310,5630915.0,27875819.0
2014-11-12,201500,204500,200000,201500,49574,5616978.0,27875819.0
2014-11-13,201000,205500,200500,203000,28652,5658791.0,27875819.0
2014-11-14,207000,216000,205500,214500,141684,5979363.0,27875819.0
2014-11-17,215000,216000,210500,211500,69115,5895736.0,27875819.0
2014-11-18,212500,219000,211500,216500,61587,6035115.0,27875819.0
2014-11-19,218000,219000,210000,214500,64011,5979363.0,27875819.0
2014-11-20,214500,215000,211000,214000,36322,5965425.0,27875819.0
2014-11-21,215000,217500,213500,217000,35069,6049053.0,27875819.0
2014-11-24,216000,221500,215000,218000,53628,6076929.0,27875819.0
2014-11-25,219000,220500,216500,218500,45910,6090866.0,27875819.0
2014-11-26,219500,223000,216500,220500,41013,6146618.0,27875819.0
2014-11-27,218000,220500,215500,218500,16066,6090866.0,27875819.0
2014-11-28,216000,220500,216000,220000,23663,6132680.0,27875819.0
2014-12-01,215000,219000,214500,219000,28406,6104804.0,27875819.0
2014-12-02,216000,224500,216000,224500,65894,6258121.0,27875819.0
2014-12-03,221500,225000,219500,222000,57674,6188432.0,27875819.0
2014-12-04,220500,229500,220500,224000,60495,6244183.0,27875819.0
2014-12-05,226000,227500,221500,224000,28951,6244183.0,27875819.0
2014-12-08,221000,223500,217000,219000,29814,6104804.0,27875819.0
2014-12-09,221500,223500,219000,220000,34384,6132680.0,27875819.0
2014-12-10,219000,222000,214500,220500,30371,6146618.0,27875819.0
2014-12-11,216000,224000,215000,217500,76602,6062991.0,27875819.0
2014-12-12,219000,221000,215500,217500,26708,6062991.0,27875819.0
2014-12-15,224000,241500,222500,230000,174327,6411438.0,27875819.0
2014-12-16,231000,232000,218000,218500,106530,6090866.0,27875819.0
2014-12-17,219500,222500,218000,218500,113881,6090866.0,27875819.0
2014-12-18,222000,222000,216500,219500,57964,6118742.0,27875819.0
2014-12-19,218500,220000,212000,214000,76506,5965425.0,27875819.0
2014-12-22,212500,214500,211500,212500,55162,5923612.0,27875819.0
2014-12-23,212500,214500,211000,212000,33382,5909674.0,27875819.0
2014-12-24,212500,212500,208000,208500,44692,5812108.0,27875819.0
2014-12-26,207500,210500,207500,209500,30963,5839984.0,27875819.0
2014-12-29,208000,210500,205500,205500,13195,5728481.0,27875819.0
2014-12-30,204500,208000,202500,203000,31456,5658791.0,27875819.0
2015-01-02,203000,210000,202500,208500,43998,5812108.0,27875819.0
2015-01-05,205500,208000,199500,205500,49747,5728481.0,27875819.0
2015-01-06,203000,205500,200500,202000,28566,5630915.0,27875819.0
2015-01-07,202000,203000,199000,199500,25871,5561226.0,27875819.0
2015-01-08,202500,206000,201500,205500,39498,5728481.0,27875819.0
2015-01-09,207000,208000,203000,206000,23636,5742419.0,27875819.0
2015-01-12,204500,211000,204500,211000,25867,5881798.0,27875819.0
2015-01-13,211000,213500,207500,213000,43485,5937549.0,27875819.0
2015-01-14,211000,216000,209500,212000,34837,5909674.0,27875819.0
2015-01-15,210000,214000,208500,214000,23571,5965425.0,27875819.0
2015-01-16,210000,216500,210000,215500,41003,6007239.0,27875819.0
2015-01-19,216000,218000,214000,216000,15911,6021177.0,27875819.0
2015-01-20,217000,217000,213000,214000,18985,5965425.0,27875819.0
2015-01-21,212500,218500,212500,218500,28561,6090866.0,27875819.0
2015-01-22,218500,223000,216500,222500,52223,6202370.0,27875819.0
2015-01-23,220500,222000,213500,216500,52623,6035115.0,27875819.0
2015-01-26,217000,218000,213000,217000,38743,6049053.0,27875819.0
2015-01-27,220000,223500,218000,221000,43007,6160556.0,27875819.0
2015-01-28,216500,221000,215000,217500,52437,6062991.0,27875819.0
2015-01-29,215500,216000,211000,215000,65547,5993301.0,27875819.0
2015-01-30,215500,216000,208000,208000,82132,5798170.0,27875819.0
2015-02-02,205500,209500,205500,209500,44266,5839984.0,27875819.0
2015-02-03,209500,210000,200500,203500,95807,5672729.0,27875819.0
2015-02-04,206000,213000,204000,212000,85923,5909674.0,27875819.0
2015-02-05,208000,211500,206000,208500,47627,5812108.0,27875819.0
2015-02-06,207500,215000,206000,215000,42665,5993301.0,27875819.0
2015-02-09,216000,217500,212000,216500,38006,6035115.0,27875819.0
2015-02-10,217500,218000,212000,213500,64527,5951487.0,27875819.0
2015-02-11,215500,218500,214000,216500,63366,6035115.0,27875819.0
2015-02-12,219500,220500,211500,215000,53501,5993301.0,27875819.0
2015-02-13,215000,219500,214500,219000,30121,6104804.0,27875819.0
2015-02-16,217000,220000,216500,217000,46321,6049053.0,27875819.0
2015-02-17,215500,218500,215500,217000,12475,6049053.0,27875819.0
2015-02-23,216500,227000,216500,225000,43967,6272059.0,27875819.0
2015-02-24,223500,225000,221500,223000,45682,6216308.0,27875819.0
2015-02-25,221000,226000,219500,223500,44777,6230246.0,27875819.0
2015-02-26,223500,224500,217000,219000,55508,6104804.0,27875819.0
2015-02-27,215500,217000,212000,214500,60092,5979363.0,27875819.0
2015-03-02,212000,214000,208000,211000,63637,5881798.0,27875819.0
2015-03-03,211000,214000,206500,212000,90492,5909674.0,27875819.0
2015-03-04,211500,217000,210500,213000,69919,5937549.0,27875819.0
2015-03-05,211000,215000,211000,211500,37294,5895736.0,27875819.0
2015-03-06,211500,221000,211500,219000,66123,6104804.0,27875819.0
2015-03-09,213500,220500,213500,218500,50663,6090866.0,27875819.0
2015-03-10,216000,219500,216000,217500,40500,6062991.0,27875819.0
2015-03-11,216000,217500,214000,215000,67503,5993301.0,27875819.0
2015-03-12,213500,215500,210000,210000,81422,5853922.0,27875819.0
2015-03-13,212000,224000,211500,215500,103456,6007239.0,27875819.0
2015-03-16,217000,223000,216000,218500,91214,6090866.0,27875819.0
2015-03-17,220500,232500,220500,230500,152112,6425376.0,27875819.0
2015-03-18,231000,232000,227000,230000,180452,6411438.0,27875819.0
2015-03-19,229000,238000,229000,237500,102549,6620507.0,27875819.0
2015-03-20,235500,238000,232500,236000,66391,6578693.0,27875819.0
2015-03-23,236500,237500,233000,237500,48337,6620507.0,27875819.0
2015-03-24,239000,239500,234500,238000,62473,6634445.0,27875819.0
2015-03-25,236000,243500,236000,242500,78740,6759886.0,27875819.0
2015-03-26,244000,244000,240000,241500,58039,6732010.0,27875819.0
2015-03-27,240000,241500,238000,240500,54046,6704134.0,27875819.0
2015-03-30,244000,249500,234000,237500,71117,6620507.0,27875819.0
2015-03-31,236000,238000,231000,233000,95978,6495066.0,27875819.0
2015-04-01,230000,234500,230000,232000,75193,6467190.0,27875819.0
2015-04-02,229500,233000,228000,228500,60989,6369625.0,27875819.0
2015-04-03,228500,232500,228500,232500,30250,6481128.0,27875819.0
2015-04-06,231000,233000,230000,230500,22384,6425376.0,27875819.0
2015-04-07,229500,231500,226500,226500,30328,6313873.0,27875819.0
2015-04-08,225000,229000,223500,224000,45564,6244183.0,27875819.0
2015-04-09,223500,225000,221500,223000,54352,6216308.0,27875819.0
2015-04-10,222000,235500,222000,233000,77548,6495066.0,27875819.0
2015-04-13,231500,242500,231500,236500,75671,6592631.0,27875819.0
2015-04-14,234500,247000,234000,247000,75648,6885327.0,27875819.0
2015-04-15,241500,249000,239500,242000,65886,6745948.0,27875819.0
2015-04-16,246000,255500,242500,250000,109627,6968955.0,27875819.0
2015-04-17,245500,256000,241500,245000,77920,6829576.0,27875819.0
2015-04-20,248000,251500,244500,249500,40320,6955017.0,27875819.0
2015-04-21,247500,249000,232000,235000,215023,6550817.0,27875819.0
2015-04-22,234000,241000,233500,238000,108464,6634445.0,27875819.0
2015-04-23,237000,238000,233000,233000,63522,6495066.0,27875819.0
2015-04-24,233000,239000,228000,229000,131697,6383563.0,27875819.0
2015-04-27,230000,234000,230000,232000,50171,6467190.0,27875819.0
2015-04-28,232500,234000,228000,228000,52681,6355687.0,27875819.0
2015-04-29,229000,231000,225500,226000,61435,6299935.0,27875819.0
2015-04-30,223000,227500,219000,221500,102939,6174494.0,27875819.0
2015-05-04,224000,234500,224000,234000,138132,6522942.0,27875819.0
2015-05-06,231500,233000,225500,228000,61909,6355687.0,27875819.0
2015-05-07,228000,230000,226500,228500,42460,6369625.0,27875819.0
2015-05-08,228500,233000,228000,232000,58224,6467190.0,27875819.0
2015-05-11,233500,239500,230500,235000,80713,6550817.0,27875819.0
2015-05-12,235500,242000,235000,239500,101887,6676259.0,27875819.0
2015-05-13,237000,245000,236500,243500,62463,6787762.0,27875819.0
2015-05-14,243500,254000,242500,252500,155462,7038644.0,27875819.0
2015-05-15,253000,257000,250000,252500,77207,7038644.0,27875819.0
2015-05-18,250500,251000,246500,249500,70626,6955017.0,27875819.0
2015-05-19,250000,253500,248000,253000,50938,7052582.0,27875819.0
2015-05-20,247500,251000,242000,250000,48662,6968955.0,27875819.0
2015-05-21,246000,250000,241000,242500,38567,6759886.0,27875819.0
2015-05-22,240500,250000,240500,246500,54812,6871389.0,27875819.0
2015-05-26,244500,250500,241500,248500,42832,6927141.0,27875819.0
2015-05-27,243500,247000,238000,240500,63212,6704134.0,27875819.0
2015-05-28,239000,250000,238000,244000,50390,6801700.0,27875819.0
2015-05-29,241500,251000,241500,246500,63832,6871389.0,27875819.0
2015-06-01,249000,249000,236000,241500,57498,6732010.0,27875819.0
2015-06-02,238500,241500,233000,235000,49611,6550817.0,27875819.0
2015-06-03,237000,237000,231000,233000,70950,6495066.0,27875819.0
2015-06-04,227500,233000,225000,228000,91806,6355687.0,27875819.0
2015-06-05,229000,230000,226500,228000,69355,6355687.0,27875819.0
2015-06-08,226500,230000,222500,227500,46084,6341749.0,27875819.0
2015-06-09,228000,244500,226000,241500,174748,6732010.0,27875819.0
2015-06-10,242000,243000,235000,236000,112665,6578693.0,27875819.0
2015-06-11,236000,238000,231500,231500,80561,6453252.0,27875819.0
2015-06-12,230000,234000,230000,230500,64272,6425376.0,27875819.0
2015-06-15,232000,235000,227500,231500,39868,6453252.0,27875819.0
2015-06-16,228000,232000,225500,226000,80730,6299935.0,27875819.0
2015-06-17,227500,229000,224000,228500,83491,6369625.0,27875819.0
2015-06-18,230000,234000,228000,228000,70726,6355687.0,27875819.0
2015-06-19,229500,231500,226000,226000,65116,6299935.0,27875819.0
2015-06-22,231000,238000,230500,234000,184898,6522942.0,27875819.0
2015-06-23,237000,237000,231000,232500,121573,6481128.0,27875819.0
2015-06-24,235000,239500,233500,238000,101193,6634445.0,27875819.0
2015-06-25,238000,238000,234500,235500,66371,6564755.0,27875819.0
2015-06-26,233000,236000,227000,234500,84137,6536880.0,27875819.0
2015-06-29,231000,233000,228000,230000,60843,6411438.0,27875819.0
2015-06-30,230000,233500,228500,231000,67739,6439314.0,27875819.0
2015-07-01,231500,234500,229500,233000,67865,6495066.0,27875819.0
2015-07-02,232500,235000,231000,232000,52303,6467190.0,27875819.0
2015-07-03,232000,235500,231000,235000,50598,6550817.0,27875819.0
2015-07-06,233000,235000,230500,231500,49626,6453252.0,27875819.0
2015-07-07,233500,235000,230500,234000,59433,6522942.0,27875819.0
2015-07-08,238000,238000,226000,230000,62307,6411438.0,27875819.0
2015-07-09,230000,230500,224500,227000,63488,6327811.0,27875819.0
2015-07-10,228000,233500,227500,233000,41182,6495066.0,27875819.0
2015-07-13,233000,236000,233000,234000,43584,6522942.0,27875819.0
2015-07-14,234000,241000,232000,239000,54933,6662321.0,27875819.0
2015-07-15,238000,242500,237000,242500,63906,6759886.0,27875819.0
2015-07-16,242000,243000,238500,241500,42086,6732010.0,27875819.0
2015-07-17,240000,241000,234000,237000,52698,6606569.0,27875819.0
2015-07-20,238000,239500,236500,239500,23497,6676259.0,27875819.0
2015-07-21,238000,240000,232500,237000,32447,6606569.0,27875819.0
2015-07-22,234000,240500,231500,237500,50308,6620507.0,27875819.0
2015-07-23,238500,240000,235000,236500,24739,6592631.0,27875819.0
2015-07-24,235000,238500,233500,237000,38514,6606569.0,27875819.0
2015-07-27,236000,236000,227500,232000,66277,6467190.0,27875819.0
2015-07-28,231500,233000,225500,231000,71596,6439314.0,27875819.0
2015-07-29,229000,233000,229000,229500,79727,6397500.0,27875819.0
2015-07-30,232500,245000,231000,238500,116225,6648383.0,27875819.0
2015-07-31,241000,244000,236500,239000,62479,6662321.0,27875819.0
2015-08-03,240000,242500,237500,239000,57245,6662321.0,27875819.0
2015-08-04,242000,246000,239000,245000,74937,6829576.0,27875819.0
2015-08-05,244000,248500,235500,239500,97927,6676259.0,27875819.0
2015-08-06,239500,249000,238500,246500,109294,6871389.0,27875819.0
2015-08-07,247500,250500,245000,248500,64798,6927141.0,27875819.0
2015-08-10,242500,244000,233500,236000,105085,6578693.0,27875819.0
2015-08-11,237500,240000,234500,235000,44569,6550817.0,27875819.0
2015-08-12,235500,235500,227500,229500,76863,6397500.0,27875819.0
2015-08-13,229500,235000,227500,232000,54936,6467190.0,27875819.0
2015-08-17,235000,235500,232500,234500,30233,6536880.0,27875819.0
2015-08-18,234000,237000,230000,231500,64624,6453252.0,27875819.0
2015-08-19,229500,243000,229500,242000,102453,6745948.0,27875819.0
2015-08-20,245000,249000,238500,240000,92357,6690197.0,27875819.0
2015-08-21,243000,243000,233500,234500,82473,6536880.0,27875819.0
2015-08-24,234000,235500,223500,227500,98795,6341749.0,27875819.0
2015-08-25,229500,230000,222500,224000,133830,6244183.0,27875819.0
2015-08-26,224000,235500,222500,234000,144759,6522942.0,27875819.0
2015-08-27,232500,239000,230500,234500,118597,6536880.0,27875819.0
2015-08-28,235000,235500,229000,231000,140956,6439314.0,27875819.0
2015-08-31,229500,231500,227500,228500,92765,6369625.0,27875819.0
2015-09-01,227000,229000,226000,226500,92605,6313873.0,27875819.0
2015-09-02,226000,228000,224000,227500,60768,6341749.0,27875819.0
2015-09-03,227000,228000,225000,225000,71714,6272059.0,27875819.0
2015-09-04,224000,229000,224000,226000,68471,6299935.0,27875819.0
2015-09-07,226500,226500,220500,226000,63688,6299935.0,27875819.0
2015-09-08,228000,230000,226000,228500,119310,6369625.0,27875819.0
2015-09-09,230500,232000,228500,232000,79521,6467190.0,27875819.0
2015-09-10,231500,236000,229000,236000,78498,6578693.0,27875819.0
2015-09-11,233000,248500,232000,241000,103718,6718072.0,27875819.0
2015-09-14,238500,238500,227500,229000,107268,6383563.0,27875819.0
2015-09-15,230000,232000,229500,231500,70439,6453252.0,27875819.0
2015-09-16,233000,233500,231000,233500,62575,6509004.0,27875819.0
2015-09-17,234000,234000,230000,231500,64592,6453252.0,27875819.0
2015-09-18,232000,236000,230500,234500,75257,6536880.0,27875819.0
2015-09-21,234000,234000,228000,229500,44593,6397500.0,27875819.0
2015-09-22,231000,231500,229000,231500,35512,6453252.0,27875819.0
2015-09-23,229000,230500,225500,226000,49256,6299935.0,27875819.0
2015-09-24,227500,228000,224500,227000,62003,6327811.0,27875819.0
2015-09-25,226000,227000,223500,226000,70663,6299935.0,27875819.0
2015-09-30,222500,231500,222000,230500,100679,6425376.0,27875819.0
2015-10-01,228500,231000,228000,230000,37855,6411438.0,27875819.0
2015-10-02,231000,231000,226500,228500,54133,6369625.0,27875819.0
2015-10-05,230000,230500,225000,226000,60077,6299935.0,27875819.0
2015-10-06,228000,228000,224000,225000,106222,6272059.0,27875819.0
2015-10-07,224500,226000,222500,224000,85086,6244183.0,27875819.0
2015-10-08,223500,226500,223500,226000,75338,6299935.0,27875819.0
2015-10-12,225500,226500,223000,226500,69938,6313873.0,27875819.0
2015-10-13,224000,224500,220500,220500,109079,6146618.0,27875819.0
2015-10-14,221000,224000,221000,222000,43822,6188432.0,27875819.0
2015-10-15,221500,224500,220500,222500,52639,6202370.0,27875819.0
2015-10-16,222500,222500,218000,219500,68148,6118742.0,27875819.0
2015-10-19,219000,220500,217000,220500,49762,6146618.0,27875819.0
2015-10-20,219500,219500,213000,213500,128551,5951487.0,27875819.0
2015-10-21,214500,217000,213000,214000,80569,5965425.0,27875819.0
2015-10-22,213000,213500,206500,207000,130978,5770295.0,27875819.0
2015-10-23,209500,212000,208500,210000,85070,5853922.0,27875819.0
2015-10-26,212000,215000,210500,215000,53205,5993301.0,27875819.0
2015-10-27,212000,213500,210500,212500,64831,5923612.0,27875819.0
2015-10-28,213500,215000,210500,214000,66103,5965425.0,27875819.0
2015-10-29,212500,214000,208500,213000,113406,5937549.0,27875819.0
2015-10-30,213000,214000,211000,212500,63438,5923612.0,27875819.0
2015-11-02,211500,213000,209000,213000,70095,5937549.0,27875819.0
2015-11-03,217500,222500,215500,221000,155864,6160556.0,27875819.0
2015-11-04,220500,224500,219500,222000,81561,6188432.0,27875819.0
2015-11-05,220500,221000,217000,219500,52091,6118742.0,27875819.0
2015-11-06,217000,218500,215500,216000,44527,6021177.0,27875819.0
2015-11-09,214000,217500,214000,217000,24077,6049053.0,27875819.0
2015-11-10,216500,216500,209000,210000,45094,5853922.0,27875819.0
2015-11-11,208500,214000,208500,212500,40273,5923612.0,27875819.0
2015-11-12,213500,214000,209000,211500,30355,5895736.0,27875819.0
2015-11-13,209000,211000,206000,207000,61238,5770295.0,27875819.0
2015-11-16,211000,217500,209000,216000,137478,6021177.0,27875819.0
2015-11-17,214000,216000,211500,213500,82004,5951487.0,27875819.0
2015-11-18,213500,217500,212000,213500,55041,5951487.0,27875819.0
2015-11-19,216000,223500,216000,220500,182534,6146618.0,27875819.0
2015-11-20,220000,221000,216000,217500,89302,6062991.0,27875819.0
2015-11-23,218000,218000,215000,217000,35799,6049053.0,27875819.0
2015-11-24,216000,219000,213500,217000,49309,6049053.0,27875819.0
2015-11-25,216500,218000,214500,217000,85028,6049053.0,27875819.0
2015-11-26,218000,218000,213500,215000,47448,5993301.0,27875819.0
2015-11-27,215000,218000,214500,217000,47480,6049053.0,27875819.0
2015-11-30,217500,218000,213500,214000,104199,5965425.0,27875819.0
2015-12-01,213500,220000,213500,214500,86079,5979363.0,27875819.0
2015-12-02,214000,215000,210000,213500,92615,5951487.0,27875819.0
2015-12-03,211500,214000,210500,214000,44504,5965425.0,27875819.0
2015-12-04,212000,212500,208000,208500,51116,5812108.0,27875819.0
2015-12-07,210000,210500,201000,202000,160784,5630915.0,27875819.0
2015-12-08,202500,204000,199500,199500,52240,5561226.0,27875819.0
2015-12-09,201000,201000,195000,196500,79892,5477598.0,27875819.0
2015-12-10,196500,197000,194000,195000,92261,5435785.0,27875819.0
2015-12-11,196000,196500,190500,195000,81534,5435785.0,27875819.0
2015-12-14,192500,195500,191500,194000,41147,5407909.0,27875819.0
2015-12-15,195500,195500,190000,191500,59709,5338219.0,27875819.0
2015-12-16,192500,196000,192000,195000,64156,5435785.0,27875819.0
2015-12-17,197000,197500,192500,194500,50582,5421847.0,27875819.0
2015-12-18,192000,199000,192000,195000,66033,5435785.0,27875819.0
2015-12-21,194500,197500,193000,196500,36940,5477598.0,27875819.0
2015-12-22,195500,197500,193000,196000,53631,5463661.0,27875819.0
2015-12-23,196500,201000,195000,199500,54954,5561226.0,27875819.0
2015-12-24,200000,200500,198000,198500,34744,5533350.0,27875819.0
2015-12-28,199000,200000,195000,196000,29365,5463661.0,27875819.0
2015-12-29,194000,195000,191000,192500,58723,5366095.0,27875819.0
2015-12-30,192500,193000,188000,189000,68728,5268530.0,27875819.0
2016-01-04,189000,191000,188500,188500,45689,5254592.0,27875819.0
2016-01-05,187500,189500,187500,188000,53077,5240654.0,27875819.0
2016-01-06,188000,192000,187500,191500,81635,5338219.0,27875819.0
2016-01-07,189500,190500,183500,185000,125051,5157027.0,27875819.0
2016-01-08,183000,189000,181500,189000,55106,5268530.0,27875819.0
2016-01-11,186000,190500,183000,190000,56221,5296406.0,27875819.0
2016-01-12,191500,191500,185500,189500,43838,5282468.0,27875819.0
2016-01-13,190000,190500,187500,189500,37264,5282468.0,27875819.0
2016-01-14,187000,190000,186500,188000,34052,5240654.0,27875819.0
2016-01-15,190500,190500,185000,185500,59526,5170964.0,27875819.0
2016-01-18,185500,185500,178500,180000,142285,5017647.0,27875819.0
2016-01-19,179000,180000,168000,170000,234651,4738889.0,27875819.0
2016-01-20,169000,170500,162000,163500,156045,4557696.0,27875819.0
2016-01-21,163500,169000,162500,167500,118703,4669200.0,27875819.0
2016-01-22,167500,172000,167500,171500,70683,4780703.0,27875819.0
2016-01-25,172000,173000,170000,172000,46614,4794641.0,27875819.0
2016-01-26,172000,172000,164500,165500,108329,4613448.0,27875819.0
2016-01-27,167000,169000,164000,166500,91577,4641324.0,27875819.0
2016-01-28,165000,171000,164500,170500,68110,4752827.0,27875819.0
2016-01-29,167500,167500,160000,164000,237241,4571634.0,27875819.0
2016-02-01,164500,164500,160500,162500,118467,4529821.0,27875819.0
2016-02-02,162000,163500,161000,162000,88617,4515883.0,27875819.0
2016-02-03,161000,163500,160500,162500,58198,4529821.0,27875819.0
2016-02-04,163500,168000,162500,167500,88368,4669200.0,27875819.0
2016-02-05,169000,169000,164000,165500,75892,4613448.0,27875819.0
2016-02-11,162500,164000,161500,163000,79106,4543758.0,27875819.0
2016-02-12,160500,162500,158500,159000,105688,4432255.0,27875819.0
2016-02-15,159000,161000,158500,160000,76828,4460131.0,27875819.0
2016-02-16,162000,163500,160000,161000,71530,4488007.0,27875819.0
2016-02-17,160500,164000,160500,163000,98706,4543758.0,27875819.0
2016-02-18,164000,166500,162500,163500,91877,4557696.0,27875819.0
2016-02-19,162500,165000,161000,162000,58173,4515883.0,27875819.0
2016-02-22,162000,167000,161500,165500,107342,4613448.0,27875819.0
2016-02-23,166500,167000,164000,165000,47875,4599510.0,27875819.0
2016-02-24,164500,166500,164000,164000,35416,4571634.0,27875819.0
2016-02-25,164500,169000,164500,168500,96840,4697076.0,27875819.0
2016-02-26,168500,171000,167500,169500,80268,4724951.0,27875819.0
2016-02-29,170500,178000,170000,176000,191728,4906144.0,27875819.0
2016-03-02,179000,179000,170000,173500,160962,4836455.0,27875819.0
2016-03-03,173000,173500,169000,170500,92881,4752827.0,27875819.0
2016-03-04,169500,175500,169500,174500,68421,4864330.0,27875819.0
2016-03-07,176000,177000,172500,177000,76363,4934020.0,27875819.0
2016-03-08,176000,178500,173000,175000,66174,4878268.0,27875819.0
2016-03-09,174500,177500,172500,175000,74786,4878268.0,27875819.0
2016-03-10,174500,175500,172000,172500,98675,4808579.0,27875819.0
2016-03-11,174000,181000,173500,180000,209029,5017647.0,27875819.0
2016-03-14,180500,181500,177000,179000,132777,4989772.0,27875819.0
2016-03-15,178000,179500,176000,178500,95543,4975834.0,27875819.0
2016-03-16,179500,183500,179500,181000,129756,5045523.0,27875819.0
2016-03-17,183000,187000,183000,186000,136340,5184902.0,27875819.0
2016-03-18,186000,188000,183500,188000,113377,5240654.0,27875819.0
2016-03-21,188000,188500,182000,183000,92242,5101275.0,27875819.0
2016-03-22,183500,183500,178500,180000,105922,5017647.0,27875819.0
2016-03-23,180500,181000,178000,180500,71252,5031585.0,27875819.0
2016-03-24,179000,179500,177000,179500,48416,5003710.0,27875819.0
2016-03-25,178000,179000,175000,178000,75589,4961896.0,27875819.0
2016-03-28,177500,178000,174000,175000,55955,4878268.0,27875819.0
2016-03-29,176000,178000,174000,178000,68339,4961896.0,27875819.0
2016-03-30,176500,177500,173500,173500,72398,4836455.0,27875819.0
2016-03-31,174000,176500,173500,175500,126108,4892206.0,27875819.0
2016-04-01,174500,175500,169000,172500,122166,4808579.0,27875819.0
2016-04-04,172000,173500,170000,171000,99282,4766765.0,27875819.0
2016-04-05,173000,173500,171000,172500,60673,4808579.0,27875819.0
2016-04-06,172500,176000,171500,174500,71363,4864330.0,27875819.0
2016-04-07,174000,174500,168000,170500,125754,4752827.0,27875819.0
2016-04-08,169000,171500,168500,171000,53549,4766765.0,27875819.0
2016-04-11,170000,172000,169000,171000,51149,4766765.0,27875819.0
2016-04-12,171500,172500,170000,171000,47531,4766765.0,27875819.0
2016-04-14,171500,175500,171500,175500,96477,4892206.0,27875819.0
2016-04-15,175000,176000,173500,174500,61188,4864330.0,27875819.0
2016-04-18,173000,176000,172000,174500,70893,4864330.0,27875819.0
2016-04-19,175000,176000,173000,175500,57243,4892206.0,27875819.0
2016-04-20,175500,177000,175000,176000,86935,4906144.0,27875819.0
2016-04-21,176000,180000,176000,178500,86171,4975834.0,27875819.0
2016-04-22,178000,180000,177000,179500,40455,5003710.0,27875819.0
2016-04-25,178000,184500,176000,183500,106855,5115213.0,27875819.0
2016-04-26,182500,183500,178000,179500,81433,5003710.0,27875819.0
2016-04-27,178500,181000,177500,179000,48035,4989772.0,27875819.0
2016-04-28,178000,182000,177500,180500,104896,5031585.0,27875819.0
2016-04-29,180500,183500,179000,183500,785841,5115213.0,27875819.0
2016-05-02,185500,186500,182500,184000,90842,5129151.0,27875819.0
2016-05-03,184500,187500,182500,187000,107001,5212778.0,27875819.0
2016-05-04,185000,185500,181000,184000,98928,5129151.0,27875819.0
2016-05-09,182000,186000,181000,185500,90977,5170964.0,27875819.0
2016-05-10,184500,186500,182000,186000,76383,5184902.0,27875819.0
2016-05-11,185500,191000,185000,189000,122456,5268530.0,27875819.0
2016-05-12,188000,189500,185000,185000,72214,5157027.0,27875819.0
2016-05-13,185000,190000,184500,188500,131074,5254592.0,27875819.0
2016-05-16,188000,191000,187000,189500,94477,5282468.0,27875819.0
2016-05-17,188500,189500,186500,188500,86867,5254592.0,27875819.0
2016-05-18,186500,187000,183000,187000,96508,5212778.0,27875819.0
2016-05-19,185000,187000,183000,184000,57436,5129151.0,27875819.0
2016-05-20,184000,185500,182000,182000,100484,5073399.0,27875819.0
2016-05-23,182500,183000,180000,180500,46321,5031585.0,27875819.0
2016-05-24,180000,183000,177500,181500,64375,5059461.0,27875819.0
2016-05-25,183500,186000,182000,184500,73192,5143089.0,27875819.0
2016-05-26,185000,185500,182500,183000,38898,5101275.0,27875819.0
2016-05-27,184000,186000,182000,183000,56337,5101275.0,27875819.0
2016-05-30,183500,183500,179500,182000,59833,5073399.0,27875819.0
2016-05-31,180000,183000,179500,182000,184381,5073399.0,27875819.0
