신화실업(001770),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
1999-03-24,10100,10300,10000,10300,7520,9270.0,900000.0
1999-03-25,10100,10500,10100,10400,5820,9360.0,900000.0
1999-03-26,10300,10300,10100,10100,5510,9090.0,900000.0
1999-03-29,10100,10300,9810,10000,8890,9000.0,900000.0
1999-03-30,10100,10400,9960,10200,8990,9180.0,900000.0
1999-03-31,11000,11000,10250,10300,9240,9270.0,900000.0
1999-04-01,10350,10600,10100,10600,7460,9540.0,900000.0
1999-04-02,10600,10800,10200,10300,7460,9270.0,900000.0
1999-04-06,10150,10450,10150,10200,9840,9180.0,900000.0
1999-04-07,10400,11000,10400,10600,26670,9540.0,900000.0
1999-04-08,10500,10700,10350,10600,16540,9540.0,900000.0
1999-04-09,11000,11600,10800,10900,46570,9810.0,900000.0
1999-04-12,10800,11000,10650,11000,19500,9900.0,900000.0
1999-04-13,11000,11200,10800,10800,28980,9720.0,900000.0
1999-04-14,10800,11100,10800,10950,24710,9855.0,900000.0
1999-04-15,10950,11250,10950,11200,25810,10080.0,900000.0
1999-04-16,11000,11200,10700,10700,20990,9630.0,900000.0
1999-04-19,10700,10750,10550,10650,15520,9585.0,900000.0
1999-04-20,10700,10900,10600,10850,14480,9765.0,900000.0
1999-04-21,11100,11100,10650,10650,20010,9585.0,900000.0
1999-04-22,10800,10800,10400,10650,8860,9585.0,900000.0
1999-04-23,10700,11900,10700,11000,41530,9900.0,900000.0
1999-04-26,11200,11200,10850,11000,17350,9900.0,900000.0
1999-04-27,11200,11400,10800,11350,37170,10215.0,900000.0
1999-04-28,11500,11900,11150,11900,37510,10710.0,900000.0
1999-04-29,12150,12800,11900,12000,44840,10800.0,900000.0
1999-04-30,12100,12500,11550,12000,26040,10800.0,900000.0
1999-05-03,12800,13800,12500,13800,108290,12420.0,900000.0
1999-05-04,14300,14800,13500,14000,56660,12600.0,900000.0
1999-05-06,14300,15700,14300,15450,61900,13905.0,900000.0
1999-05-07,14500,15500,14500,15300,51050,13770.0,900000.0
1999-05-10,15300,15800,14800,15350,24200,13815.0,900000.0
1999-05-11,15550,16900,14900,14900,49770,13410.0,900000.0
1999-05-12,15300,15400,14300,14600,27310,13140.0,900000.0
1999-05-13,14400,15500,14300,14700,29940,13230.0,900000.0
1999-05-14,15000,15100,12900,13850,25200,12465.0,900000.0
1999-05-17,14000,14300,13100,13100,16210,11790.0,900000.0
1999-05-18,12600,13200,12100,12600,6880,11340.0,900000.0
1999-05-19,12600,13500,12600,12700,15050,11430.0,900000.0
1999-05-20,12850,12850,11200,12100,9110,10890.0,900000.0
1999-05-21,11600,12000,11600,11600,3690,10440.0,900000.0
1999-05-24,11700,12500,11500,12500,14170,11250.0,900000.0
1999-05-25,12900,13000,12450,12700,19550,11430.0,900000.0
1999-05-26,12800,13300,12650,13000,9490,11700.0,900000.0
1999-05-27,13000,13300,12650,12650,7620,11385.0,900000.0
1999-05-28,12400,12950,12400,12800,12310,11520.0,900000.0
1999-05-31,12500,12900,12400,12600,4360,11340.0,900000.0
1999-06-01,11950,12300,11950,12300,1210,11070.0,900000.0
1999-06-02,12300,12750,12300,12450,18800,11205.0,900000.0
1999-06-03,12450,12600,12000,12000,3130,10800.0,900000.0
1999-06-04,12500,12500,12100,12200,3780,10980.0,900000.0
1999-06-07,12300,12500,12200,12400,15680,11160.0,900000.0
1999-06-08,12700,12700,12200,12400,7030,11160.0,900000.0
1999-06-09,12400,12800,10550,10550,31020,9495.0,900000.0
1999-06-10,12000,12100,11100,12100,25570,10890.0,900000.0
1999-06-11,12700,13900,12700,13900,49370,12510.0,900000.0
1999-06-14,14900,14900,12600,12600,123110,11340.0,900000.0
1999-06-15,12800,13300,11600,11750,22150,10575.0,900000.0
1999-06-16,12050,12500,11800,12100,12670,10890.0,900000.0
1999-06-17,11500,12400,11500,11850,13020,10665.0,900000.0
1999-06-18,11500,12300,11500,11750,10710,10575.0,900000.0
1999-06-21,11550,12500,11500,12200,18480,10980.0,900000.0
1999-06-22,12200,12600,11800,12150,5970,10935.0,900000.0
1999-06-23,12000,12350,11850,12200,8830,10980.0,900000.0
1999-06-24,12200,12900,11850,12400,23350,11160.0,900000.0
1999-06-25,12500,12700,12200,12500,12900,11250.0,900000.0
1999-06-28,12550,12700,12100,12200,8220,10980.0,900000.0
1999-06-29,12500,12850,11950,12250,14540,11025.0,900000.0
1999-06-30,12300,12600,12000,12000,9340,10800.0,900000.0
1999-07-01,12400,13000,12100,12450,16950,11205.0,900000.0
1999-07-02,12500,14300,12500,14300,56960,12870.0,900000.0
1999-07-05,14600,15000,14000,14300,31750,12870.0,900000.0
1999-07-06,14300,14300,13200,13700,22020,12330.0,900000.0
1999-07-07,13500,14500,13300,14000,16680,12600.0,900000.0
1999-07-08,13500,14200,13300,14200,24710,12780.0,900000.0
1999-07-09,13500,14500,13500,13850,27190,12465.0,900000.0
1999-07-12,13850,14300,13700,13750,21020,12375.0,900000.0
1999-07-13,13000,13900,13000,13400,13360,12060.0,900000.0
1999-07-14,13200,13700,12600,12700,16290,11430.0,900000.0
1999-07-15,12300,12900,12300,12750,10450,11475.0,900000.0
1999-07-16,12500,13300,12500,12800,13150,11520.0,900000.0
1999-07-19,13300,13450,12950,13350,18060,12015.0,900000.0
1999-07-20,13450,14100,13100,13550,29020,12195.0,900000.0
1999-07-21,13350,14000,12700,13200,16410,11880.0,900000.0
1999-07-22,13500,14850,13250,14700,48810,13230.0,900000.0
1999-07-23,14400,15200,13700,13700,39800,12330.0,900000.0
1999-07-26,14200,14200,12850,12900,18100,11610.0,900000.0
1999-07-27,13100,13600,12300,13550,34890,12195.0,900000.0
1999-07-28,13500,13650,13000,13200,19530,11880.0,900000.0
1999-07-29,13250,14500,13100,13700,66970,12330.0,900000.0
1999-07-30,13800,13800,12400,13000,18060,11700.0,900000.0
1999-08-02,12600,12900,12000,12900,15810,11610.0,900000.0
1999-08-03,13000,13800,13000,13450,19210,12105.0,900000.0
1999-08-04,13100,13800,13100,13600,14300,12240.0,900000.0
1999-08-05,13600,14200,12800,13400,31380,12060.0,900000.0
1999-08-06,13000,13550,12850,12900,6240,11610.0,900000.0
1999-08-09,13000,13400,12700,12800,8920,11520.0,900000.0
1999-08-10,13500,13500,12300,12300,11540,11070.0,900000.0
1999-08-11,12400,12900,12050,12400,10660,11160.0,900000.0
1999-08-12,12250,12650,12000,12150,6170,10935.0,900000.0
1999-08-13,12250,12500,11500,11800,10600,10620.0,900000.0
1999-08-16,11550,12100,11400,11400,14550,10260.0,900000.0
1999-08-17,11600,11600,10350,10800,16290,9720.0,900000.0
1999-08-18,10900,10900,9900,10300,12490,9270.0,900000.0
1999-08-19,10700,10700,10000,10000,4940,9000.0,900000.0
1999-08-20,11450,11500,10700,11000,15170,9900.0,900000.0
1999-08-23,11200,11300,10700,11000,10040,9900.0,900000.0
1999-08-24,11100,11200,10800,10850,10210,9765.0,900000.0
1999-08-25,11000,11400,10900,10950,25980,9855.0,900000.0
1999-08-26,11100,11350,10950,11000,7750,9900.0,900000.0
1999-08-27,10700,11200,10600,10600,9300,9540.0,900000.0
1999-08-30,10400,10850,10200,10300,6760,9270.0,900000.0
1999-08-31,10350,10700,10150,10600,4240,9540.0,900000.0
1999-09-01,10450,10550,10000,10200,8910,9180.0,900000.0
1999-09-02,10000,11700,9800,11700,108700,10530.0,900000.0
1999-09-03,11750,12500,10900,11000,129560,9900.0,900000.0
1999-09-06,10850,12500,10850,11700,34040,10530.0,900000.0
1999-09-07,12000,12100,11600,11700,42220,10530.0,900000.0
1999-09-08,12200,12700,11700,11700,60020,10530.0,900000.0
1999-09-09,11500,12700,11400,12500,54590,11250.0,900000.0
1999-09-10,12100,12700,12000,12100,32530,10890.0,900000.0
1999-09-13,12100,12450,11500,11500,16560,10350.0,900000.0
1999-09-14,11500,11850,11400,11600,10910,10440.0,900000.0
1999-09-15,11150,11600,11150,11550,9650,10395.0,900000.0
1999-09-16,11550,11900,11300,11600,15250,10440.0,900000.0
1999-09-17,11900,12500,11450,11450,40850,10305.0,900000.0
1999-09-20,11500,12200,11450,11750,22180,10575.0,900000.0
1999-09-21,11850,12900,11700,12300,68640,11070.0,900000.0
1999-09-22,12600,12600,11900,12000,21900,10800.0,900000.0
1999-09-27,12300,12300,11500,11700,11960,10530.0,900000.0
1999-09-28,11300,11900,11300,11450,13490,10305.0,900000.0
1999-09-29,11500,11500,10200,10700,12430,9630.0,900000.0
1999-09-30,10300,10650,10100,10200,21180,9180.0,900000.0
1999-10-01,9700,10350,9200,10000,12570,9000.0,900000.0
1999-10-04,9500,10100,9500,9600,13870,8640.0,900000.0
1999-10-05,9600,10000,9200,9200,20390,8280.0,900000.0
1999-10-06,9000,9450,9000,9320,15540,8388.0,900000.0
1999-10-07,9350,9910,9350,9910,5470,8919.0,900000.0
1999-10-08,9950,10100,9660,9660,7030,8694.0,900000.0
1999-10-11,10100,10200,9520,9800,7210,8820.0,900000.0
1999-10-12,9940,9950,9620,9720,9190,8748.0,900000.0
1999-10-13,9880,10400,9730,9800,19190,8820.0,900000.0
1999-10-14,9990,10200,9800,9810,9760,8829.0,900000.0
1999-10-15,9800,9800,9550,9600,11400,8640.0,900000.0
1999-10-18,9430,9750,9190,9190,9990,8271.0,900000.0
1999-10-19,9200,9550,9100,9210,7900,8289.0,900000.0
1999-10-20,9220,9690,9210,9650,13730,8685.0,900000.0
1999-10-21,9500,9940,9500,9660,10670,8694.0,900000.0
1999-10-22,9560,9850,9560,9700,11790,8730.0,900000.0
1999-10-25,9700,9700,9400,9550,14260,8595.0,900000.0
1999-10-26,9550,10450,9450,9800,27380,8820.0,900000.0
1999-10-27,10000,10000,9450,9450,10360,8505.0,900000.0
1999-10-28,9300,10850,9300,10850,148880,9765.0,900000.0
1999-10-29,10750,11050,10250,10600,294490,9540.0,900000.0
1999-11-01,10850,10850,10200,10400,39770,9360.0,900000.0
1999-11-02,10200,10350,9900,9960,31120,8964.0,900000.0
1999-11-03,9900,10200,9900,9900,37160,8910.0,900000.0
1999-11-04,10050,10500,9930,10300,27730,9270.0,900000.0
1999-11-05,10300,10400,10000,10050,28630,9045.0,900000.0
1999-11-08,10050,10600,10050,10300,33920,9270.0,900000.0
1999-11-09,10350,10450,10100,10300,39410,9270.0,900000.0
1999-11-10,10450,11200,10350,10550,60830,9495.0,900000.0
1999-11-11,10700,10750,10200,10400,25070,9360.0,900000.0
1999-11-12,10450,10550,9890,9890,31330,8901.0,900000.0
1999-11-15,9900,10200,9550,9700,15920,8730.0,900000.0
1999-11-16,9800,9980,9610,9710,28720,8739.0,900000.0
1999-11-17,9710,10200,9250,9250,72190,8325.0,900000.0
1999-11-18,9310,9690,9250,9250,7300,8325.0,900000.0
1999-11-19,9300,9600,9260,9350,20250,8415.0,900000.0
1999-11-22,9250,9600,9130,9410,19040,8469.0,900000.0
1999-11-23,9600,9890,9420,9520,36880,8568.0,900000.0
1999-11-24,9300,9950,9260,9300,164000,8370.0,900000.0
1999-11-25,9310,10650,9100,9370,107170,8433.0,900000.0
1999-11-26,9680,9750,8020,8030,35570,7227.0,900000.0
1999-11-29,7510,8400,7510,7900,66480,7110.0,900000.0
1999-11-30,7800,8350,7620,8000,17590,7200.0,900000.0
1999-12-01,8060,8060,7520,7520,15120,6768.0,900000.0
1999-12-02,7330,7700,7300,7450,17660,6705.0,900000.0
1999-12-03,7350,7670,7350,7540,9250,6786.0,900000.0
1999-12-06,7360,7520,7000,7140,11010,6426.0,900000.0
1999-12-07,7150,7200,6570,6570,10260,5913.0,900000.0
1999-12-08,6500,6980,6020,6850,7200,6165.0,900000.0
1999-12-09,6990,7390,6500,6950,5630,6255.0,900000.0
1999-12-10,6560,7300,6560,7100,15580,6390.0,900000.0
1999-12-13,7100,7750,7100,7600,50130,6840.0,900000.0
1999-12-14,7590,7980,7300,7620,38990,6858.0,900000.0
1999-12-15,7870,7950,7050,7240,21620,6516.0,900000.0
1999-12-16,7400,7400,6900,6900,11790,6210.0,900000.0
1999-12-17,7010,7350,6700,6810,9580,6129.0,900000.0
1999-12-20,6700,7400,6700,7100,12570,6390.0,900000.0
1999-12-21,7160,7160,6200,6600,5260,5940.0,900000.0
1999-12-22,6410,6530,6160,6160,7010,5544.0,900000.0
1999-12-23,6040,6300,6000,6000,9870,5400.0,900000.0
1999-12-24,5920,6190,5410,5940,34240,5346.0,900000.0
1999-12-27,5700,6100,5700,5800,11150,5220.0,900000.0
1999-12-28,6000,6000,5410,5850,15050,5265.0,900000.0
2000-01-04,5500,6090,5500,5750,3820,5175.0,900000.0
2000-01-05,6040,6040,5760,5900,6260,5310.0,900000.0
2000-01-06,5900,6080,5660,6000,4050,5400.0,900000.0
2000-01-07,5670,6090,5670,5900,3870,5310.0,900000.0
2000-01-10,5720,6100,5720,5950,6030,5355.0,900000.0
2000-01-11,6100,6100,5700,6000,11040,5400.0,900000.0
2000-01-12,6050,6900,6020,6900,25760,6210.0,900000.0
2000-01-13,6300,7930,6300,7930,52040,7137.0,900000.0
2000-01-14,9110,9110,7000,7150,193810,6435.0,900000.0
2000-01-17,7100,7700,6710,6820,36950,6138.0,900000.0
2000-01-18,6900,6900,6400,6590,16400,5931.0,900000.0
2000-01-19,6610,7250,6400,7000,62540,6300.0,900000.0
2000-01-20,6670,6990,6120,6600,25290,5940.0,900000.0
2000-01-21,6490,7000,6220,6540,9150,5886.0,900000.0
2000-01-24,6230,6960,6230,6600,14310,5940.0,900000.0
2000-01-25,6700,6780,6400,6500,9620,5850.0,900000.0
2000-01-26,6690,6770,6300,6480,7610,5832.0,900000.0
2000-01-27,6510,6990,6500,6890,14650,6201.0,900000.0
2000-01-28,6850,7350,6800,6950,23490,6255.0,900000.0
2000-01-31,7150,7150,6700,6790,5600,6111.0,900000.0
2000-02-01,6850,7170,6670,6980,14950,6282.0,900000.0
2000-02-02,6720,7200,6720,7090,13360,6381.0,900000.0
2000-02-03,7350,7350,6900,6900,3390,6210.0,900000.0
2000-02-07,6900,7200,6800,6850,5740,6165.0,900000.0
2000-02-08,6620,7090,6620,6830,3560,6147.0,900000.0
2000-02-09,6710,6970,6620,6840,1000,6156.0,900000.0
2000-02-10,6800,7090,6360,6550,14710,5895.0,900000.0
2000-02-11,6300,6370,6010,6010,15430,5409.0,900000.0
2000-02-14,6230,6230,5740,6000,1630,5400.0,900000.0
2000-02-15,5630,6000,5610,5700,3680,5130.0,900000.0
2000-02-16,5710,5940,5710,5920,3510,5328.0,900000.0
2000-02-17,5720,5730,5620,5650,4020,5085.0,900000.0
2000-02-18,5500,5600,5330,5450,4230,4905.0,900000.0
2000-02-21,5360,5590,4670,4670,19800,4203.0,900000.0
2000-02-22,4700,5170,4500,5170,12840,4653.0,900000.0
2000-02-23,5150,5940,5150,5200,31780,4680.0,900000.0
2000-02-24,5200,5200,4900,4910,21940,4419.0,900000.0
2000-02-25,5050,5450,5050,5400,7030,4860.0,900000.0
2000-02-28,5600,6210,5400,6210,38250,5589.0,900000.0
2000-02-29,6500,6500,5410,5800,25630,5220.0,900000.0
2000-03-02,5850,6100,5610,5950,17210,5355.0,900000.0
2000-03-03,6050,6100,5720,5720,6800,5148.0,900000.0
2000-03-06,5720,6350,5700,6350,17580,5715.0,900000.0
2000-03-07,6300,6790,6070,6450,9500,5805.0,900000.0
2000-03-08,5920,7410,5920,7410,110810,6669.0,900000.0
2000-03-09,7510,7600,6810,7340,101480,6606.0,900000.0
2000-03-10,7490,7900,7100,7450,37440,6705.0,900000.0
2000-03-13,7800,8560,7200,7750,58990,6975.0,900000.0
2000-03-14,7800,8350,7000,7450,34060,6705.0,900000.0
2000-03-15,7020,7290,6530,6800,32210,6120.0,900000.0
2000-03-16,6700,6970,6200,6200,30230,5580.0,900000.0
2000-03-17,6400,6500,6100,6300,26580,5670.0,900000.0
2000-03-20,6300,6580,6260,6580,26680,5922.0,900000.0
2000-03-21,6400,7170,6340,6720,111440,6048.0,900000.0
2000-03-22,6340,6500,5900,6200,43630,5580.0,900000.0
2000-03-23,6180,6290,5850,5850,26330,5265.0,900000.0
2000-03-24,5630,6100,5600,5910,18040,5319.0,900000.0
2000-03-27,5900,6150,5900,5910,16200,5319.0,900000.0
2000-03-28,6010,6150,5820,5850,12690,5265.0,900000.0
2000-03-29,5850,6090,5600,5620,11990,5058.0,900000.0
2000-03-30,5470,5500,5020,5020,12390,4518.0,900000.0
2000-03-31,5190,5770,5100,5770,34600,5193.0,900000.0
2000-04-03,5990,6000,5030,5150,34280,4635.0,900000.0
2000-04-04,5500,5500,5050,5220,17110,4698.0,900000.0
2000-04-06,5030,5600,5030,5330,6350,4797.0,900000.0
2000-04-07,5200,5450,5110,5440,6160,4896.0,900000.0
2000-04-10,5500,5850,5200,5510,18430,4959.0,900000.0
2000-04-11,5340,5800,5270,5390,7880,4851.0,900000.0
2000-04-12,5250,5300,5060,5100,7170,4590.0,900000.0
2000-04-14,4840,5200,4840,5010,14070,4509.0,900000.0
2000-04-17,4800,4800,4260,4290,20620,3861.0,900000.0
2000-04-18,4500,4900,4400,4595,9860,4136.0,900000.0
2000-04-19,4650,5280,4650,5050,23030,4545.0,900000.0
2000-04-20,5040,5290,4840,4840,17660,4356.0,900000.0
2000-04-21,4910,5250,4910,5160,6410,4644.0,900000.0
2000-04-24,5340,5340,5010,5180,3820,4662.0,900000.0
2000-04-25,5050,5200,4880,5000,6740,4500.0,900000.0
2000-04-26,5270,5270,4700,4700,2450,4230.0,900000.0
2000-04-27,4400,4880,4400,4450,5990,4005.0,900000.0
2000-04-28,4400,4700,4400,4600,2160,4140.0,900000.0
2000-05-02,4300,4990,4300,4650,4560,4185.0,900000.0
2000-05-03,4550,4900,4460,4790,3850,4311.0,900000.0
2000-05-04,4500,4950,4500,4810,5970,4329.0,900000.0
2000-05-08,4840,5190,4840,4990,12000,4491.0,900000.0
2000-05-09,4800,5200,4800,4920,8990,4428.0,900000.0
2000-05-10,4930,5100,4850,5100,4100,4590.0,900000.0
2000-05-12,5100,5100,4700,4750,5590,4275.0,900000.0
2000-05-15,4500,4700,4400,4405,4640,3964.0,900000.0
2000-05-16,4105,5000,4105,4500,4170,4050.0,900000.0
2000-05-17,4810,4810,4310,4500,5970,4050.0,900000.0
2000-05-18,4560,4600,4020,4470,8540,4023.0,900000.0
2000-05-19,4120,5000,4000,5000,11280,4500.0,900000.0
2000-05-22,4800,4990,4370,4950,3760,4455.0,900000.0
2000-05-23,4900,4900,4300,4415,8150,3974.0,900000.0
2000-05-24,4135,4660,4050,4600,8710,4140.0,900000.0
2000-05-25,4010,4920,4010,4750,12520,4275.0,900000.0
2000-05-26,4750,4750,4260,4380,13070,3942.0,900000.0
2000-05-29,4300,4400,4205,4350,6120,3915.0,900000.0
2000-05-30,4500,4690,4400,4450,16710,4005.0,900000.0
2000-05-31,4510,4800,4510,4750,17350,4275.0,900000.0
2000-06-01,4840,4840,4500,4500,12900,4050.0,900000.0
2000-06-02,4500,4790,4400,4510,8570,4059.0,900000.0
2000-06-05,4470,4850,4470,4620,19300,4158.0,900000.0
2000-06-07,4820,5070,4750,4950,27800,4455.0,900000.0
2000-06-08,5020,5020,4700,4730,11250,4257.0,900000.0
2000-06-09,4725,4725,4560,4600,13320,4140.0,900000.0
2000-06-12,4600,4800,4550,4740,3650,4266.0,900000.0
2000-06-13,4700,4790,4500,4510,10680,4059.0,900000.0
2000-06-14,4500,4600,4380,4600,9030,4140.0,900000.0
2000-06-15,4600,4780,4370,4500,12430,4050.0,900000.0
2000-06-16,4495,4550,4495,4550,15890,4095.0,900000.0
2000-06-19,4500,4700,4500,4600,7650,4140.0,900000.0
2000-06-20,5290,5290,5290,5290,34570,4761.0,900000.0
2000-06-21,6080,6080,6000,6080,120380,5472.0,900000.0
2000-06-22,6070,6860,5300,5600,126590,5040.0,900000.0
2000-06-23,5620,5620,5040,5100,41280,4590.0,900000.0
2000-06-26,5320,5860,5290,5860,66420,5274.0,900000.0
2000-06-27,5940,6650,5900,6200,155340,5580.0,900000.0
2000-06-28,6300,6300,5700,5700,41110,5130.0,900000.0
2000-06-29,6300,6550,6000,6550,116730,5895.0,900000.0
2000-06-30,6530,7520,6210,7390,147500,6651.0,900000.0
2000-07-03,7270,8400,7010,7600,147020,6840.0,900000.0
2000-07-04,7600,7600,6900,6900,56720,6210.0,900000.0
2000-07-05,7000,7600,6500,7150,71810,6435.0,900000.0
2000-07-06,7500,7500,6300,6300,67340,5670.0,900000.0
2000-07-07,6250,6600,6250,6300,51710,5670.0,900000.0
2000-07-10,6110,6500,6090,6300,36370,5670.0,900000.0
2000-07-11,6200,6390,5900,5910,40070,5319.0,900000.0
2000-07-12,6000,6050,5720,5800,30180,5220.0,900000.0
2000-07-13,5310,5780,5310,5470,28910,4923.0,900000.0
2000-07-14,5570,6000,5520,5590,42570,5031.0,900000.0
2000-07-18,5500,5590,5110,5250,22690,4725.0,900000.0
2000-07-19,5110,5300,4860,5100,25600,4590.0,900000.0
2000-07-20,5210,5300,5010,5130,13460,4617.0,900000.0
2000-07-21,5070,5360,5000,5300,18000,4770.0,900000.0
2000-07-24,5160,5180,4850,5010,17380,4509.0,900000.0
2000-07-25,4970,5300,4850,5150,41440,4635.0,900000.0
2000-07-26,5200,5330,5000,5190,27540,4671.0,900000.0
2000-07-27,5150,5170,4960,5150,13850,4635.0,900000.0
2000-07-28,5120,5170,5010,5150,15730,4635.0,900000.0
2000-07-31,5100,5100,4700,4890,10330,4401.0,900000.0
2000-08-01,4900,5170,4900,5030,6220,4527.0,900000.0
2000-08-02,5060,5300,5050,5210,12540,4689.0,900000.0
2000-08-03,5290,5360,5170,5250,13760,4725.0,900000.0
2000-08-04,5260,5390,5150,5150,3630,4635.0,900000.0
2000-08-07,5170,5750,5150,5550,27070,4995.0,900000.0
2000-08-08,5820,6380,5770,6380,85120,5742.0,900000.0
2000-08-09,6500,6800,6000,6070,141090,5463.0,900000.0
2000-08-10,6070,6150,5820,5840,31370,5256.0,900000.0
2000-08-11,5870,6050,5800,5910,35260,5319.0,900000.0
2000-08-14,6010,6690,6010,6300,33570,5670.0,900000.0
2000-08-16,6050,6300,5900,5900,14240,5310.0,900000.0
2000-08-17,5850,6090,5800,5850,13800,5265.0,900000.0
2000-08-18,5810,5850,5660,5750,4580,5175.0,900000.0
2000-08-21,5750,6350,5710,6200,33630,5580.0,900000.0
2000-08-22,6400,6400,6020,6300,16930,5670.0,900000.0
2000-08-23,6170,6340,6050,6100,14220,5490.0,900000.0
2000-08-24,6300,6770,6150,6250,31850,5625.0,900000.0
2000-08-25,6730,6730,6130,6130,15180,5517.0,900000.0
2000-08-28,6230,6400,6160,6340,13630,5706.0,900000.0
2000-08-29,6400,6400,6100,6300,11180,5670.0,900000.0
2000-08-30,6300,6400,6210,6250,6340,5625.0,900000.0
2000-08-31,6300,6450,6130,6250,20580,5625.0,900000.0
2000-09-01,6260,6750,6260,6570,21510,5913.0,900000.0
2000-09-04,6650,7200,6650,6790,23840,6111.0,900000.0
2000-09-05,6850,7150,6750,6870,25510,6183.0,900000.0
2000-09-06,7150,7150,6750,6800,22330,6120.0,900000.0
2000-09-07,6850,7190,6850,6960,18690,6264.0,900000.0
2000-09-08,7290,7290,6920,7090,19750,6381.0,900000.0
2000-09-14,7200,7350,7000,7240,20100,6516.0,900000.0
2000-09-15,7250,7290,6910,6910,14450,6219.0,900000.0
2000-09-18,6850,6900,6310,6360,27010,5724.0,900000.0
2000-09-19,6200,6800,6200,6550,12670,5895.0,900000.0
2000-09-20,6700,7500,6700,7340,27430,6606.0,900000.0
2000-09-21,7120,8000,6920,7280,25700,6552.0,900000.0
2000-09-22,7700,7800,7120,7210,14110,6489.0,900000.0
2000-09-25,7360,7640,7210,7620,17630,6858.0,900000.0
2000-09-26,7700,8100,7500,7810,67020,7029.0,900000.0
2000-09-27,8000,8200,7600,7700,30350,6930.0,900000.0
2000-09-28,7950,7950,7500,7500,18970,6750.0,900000.0
2000-09-29,7400,7600,7000,7300,33410,6570.0,900000.0
2000-10-02,7300,7300,7050,7250,34050,6525.0,900000.0
2000-10-04,7100,7270,7100,7190,12560,6471.0,900000.0
2000-10-05,7230,7520,7230,7450,24070,6705.0,900000.0
2000-10-06,7500,7700,7400,7520,51690,6768.0,900000.0
