동원F&B(049770),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2001-10-26,10450,10650,10250,10650,35790,31950.0,3000000.0
2001-10-29,10650,11000,10600,10850,27500,32550.0,3000000.0
2001-10-30,10800,10850,10500,10550,7960,31650.0,3000000.0
2001-10-31,10600,10750,10550,10700,9010,32100.0,3000000.0
2001-11-01,10700,11100,10700,10950,17340,32850.0,3000000.0
2001-11-02,10950,11000,10850,10950,11110,32850.0,3000000.0
2001-11-05,10950,11250,10900,11250,14930,33750.0,3000000.0
2001-11-06,11150,11350,11050,11350,14290,34050.0,3000000.0
2001-11-07,11400,11550,11200,11250,10140,33750.0,3000000.0
2001-11-08,11150,11400,11150,11300,6550,33900.0,3000000.0
2001-11-09,11300,11400,11150,11250,25990,33750.0,3000000.0
2001-11-12,11500,11650,11400,11400,38840,34200.0,3000000.0
2001-11-13,11300,11300,11100,11250,22170,33750.0,3000000.0
2001-11-14,11050,11550,11050,11500,21390,34500.0,3000000.0
2001-11-15,11550,11550,11200,11400,13320,34200.0,3000000.0
2001-11-16,11250,11850,11200,11800,57300,35400.0,3000000.0
2001-11-19,11950,12300,11900,12150,62340,36450.0,3000000.0
2001-11-20,12050,12550,11950,12400,65030,37200.0,3000000.0
2001-11-21,12400,12550,12250,12500,25190,37500.0,3000000.0
2001-11-22,12500,12600,12350,12500,19600,37500.0,3000000.0
2001-11-23,12400,12700,12200,12450,33930,37350.0,3000000.0
2001-11-26,12250,12750,12250,12600,51460,37800.0,3000000.0
2001-11-27,12700,12700,12400,12400,39440,37200.0,3000000.0
2001-11-28,12400,12600,12250,12450,35210,37350.0,3000000.0
2001-11-29,11950,13000,11950,12700,65750,38100.0,3000000.0
2001-11-30,12700,12950,12650,12800,30260,38400.0,3000000.0
2001-12-03,12750,12950,12500,12850,49120,38550.0,3000000.0
2001-12-04,12900,14100,12650,13900,75580,41700.0,3000000.0
2001-12-05,14100,14100,13550,13800,36270,41400.0,3000000.0
2001-12-06,13700,14600,13600,14450,61000,43350.0,3000000.0
2001-12-07,14400,14600,14000,14400,16020,43200.0,3000000.0
2001-12-10,14100,14200,13600,13800,14810,41400.0,3000000.0
2001-12-11,13300,13700,13150,13350,14650,40050.0,3000000.0
2001-12-12,13050,13700,13050,13350,10690,40050.0,3000000.0
2001-12-13,13350,13650,13350,13500,11130,40500.0,3000000.0
2001-12-14,13500,13600,13150,13300,12890,39900.0,3000000.0
2001-12-17,13400,13600,12950,13050,12980,39150.0,3000000.0
2001-12-18,13100,13150,12700,12950,26700,38850.0,3000000.0
2001-12-19,12600,13000,12100,12500,14570,37500.0,3000000.0
2001-12-20,12500,12850,12250,12800,14430,38400.0,3000000.0
2001-12-21,13000,13200,12800,12800,9680,38400.0,3000000.0
2001-12-24,12900,13300,12900,13250,12150,39750.0,3000000.0
2001-12-26,13100,13350,12950,13150,16690,39450.0,3000000.0
2001-12-27,12800,12950,12600,12750,5780,38250.0,3000000.0
2001-12-28,12750,12900,12300,12700,10170,38100.0,3000000.0
2002-01-02,12400,12750,12400,12650,10100,37950.0,3000000.0
2002-01-03,12550,13100,12300,13050,38430,39150.0,3000000.0
2002-01-04,13250,13250,12650,12650,14629,37950.0,3000000.0
2002-01-07,12950,12950,12550,12800,12910,38400.0,3000000.0
2002-01-08,12650,13250,12650,13050,30720,39150.0,3000000.0
2002-01-09,12900,14000,12800,14000,56658,42000.0,3000000.0
2002-01-10,13950,14700,13900,14400,23892,43200.0,3000000.0
2002-01-11,14300,14700,13500,14700,27982,44100.0,3000000.0
2002-01-14,14650,14750,14200,14700,12963,44100.0,3000000.0
2002-01-15,14450,14600,14050,14550,10810,43650.0,3000000.0
2002-01-16,14600,14700,13900,14000,12175,42000.0,3000000.0
2002-01-17,13900,14000,13500,14000,10100,42000.0,3000000.0
2002-01-18,14000,14000,13500,13700,11290,41100.0,3000000.0
2002-01-21,13500,14000,13500,13700,5260,41100.0,3000000.0
2002-01-22,13700,14000,13700,13900,16200,41700.0,3000000.0
2002-01-23,14000,14400,14000,14100,11910,42300.0,3000000.0
2002-01-24,14100,14300,13950,14300,21733,42900.0,3000000.0
2002-01-25,15000,15900,14900,15500,64505,46500.0,3000000.0
2002-01-28,15800,17100,15250,17100,98999,51300.0,3000000.0
2002-01-29,17000,17600,16750,17400,123921,52200.0,3000000.0
2002-01-30,17200,17800,17200,17400,42570,52200.0,3000000.0
2002-01-31,17400,18300,17400,18000,56310,54000.0,3000000.0
2002-02-01,18200,18400,17250,17400,40095,52200.0,3000000.0
2002-02-04,17200,17400,16500,16550,18110,49650.0,3000000.0
2002-02-05,16550,17300,16100,16550,21640,49650.0,3000000.0
2002-02-06,16700,16950,15500,16150,37260,48450.0,3000000.0
2002-02-07,17000,17450,16100,16600,63245,49800.0,3000000.0
2002-02-08,16600,16900,16250,16900,27970,50700.0,3000000.0
2002-02-14,16800,17400,16800,17200,25870,51600.0,3000000.0
2002-02-15,17200,17200,16600,16850,30550,50550.0,3000000.0
2002-02-18,17900,17900,16750,17000,36066,51000.0,3000000.0
2002-02-19,16800,17150,16350,16600,55511,49800.0,3000000.0
2002-02-20,16600,16800,16150,16600,32061,49800.0,3000000.0
2002-02-21,16700,16850,16450,16600,28550,49800.0,3000000.0
2002-02-22,16700,17600,16500,17200,47380,51600.0,3000000.0
2002-02-25,17500,18000,17200,17350,38010,52050.0,3000000.0
2002-02-26,17350,17950,17250,17350,28050,52050.0,3000000.0
2002-02-27,17500,19950,17500,19500,261077,58500.0,3000000.0
2002-02-28,19900,21700,19800,21400,241385,64200.0,3000000.0
2002-03-04,22000,22200,21100,21650,133425,64950.0,3000000.0
2002-03-05,22000,22900,21800,22750,132225,68250.0,3000000.0
2002-03-06,22650,24000,22650,23200,81010,69600.0,3000000.0
2002-03-07,23200,23200,21100,21700,108750,65100.0,3000000.0
2002-03-08,21300,22000,21100,21600,33290,64800.0,3000000.0
2002-03-11,21900,22150,20900,21300,49770,63900.0,3000000.0
2002-03-12,20900,21500,20800,21200,48765,63600.0,3000000.0
2002-03-13,20800,21200,20650,20750,50980,62250.0,3000000.0
2002-03-14,20600,22000,20600,21900,74928,65700.0,3000000.0
2002-03-15,22500,24950,22400,24900,166882,74700.0,3000000.0
2002-03-18,25000,28450,24050,27500,203390,82500.0,3000000.0
2002-03-19,28050,28350,26400,28000,111900,84000.0,3000000.0
2002-03-20,28000,28500,27300,27400,77625,82200.0,3000000.0
2002-03-21,27400,29200,26900,27500,108480,82500.0,3000000.0
2002-03-22,27650,28000,26600,26600,83890,79800.0,3000000.0
2002-03-25,26500,26600,24750,24750,97560,74250.0,3000000.0
2002-03-26,25000,26050,24500,25250,78580,75750.0,3000000.0
2002-03-27,25000,26200,24700,26000,93040,78000.0,3000000.0
2002-03-28,26500,27900,26400,27000,159020,81000.0,3000000.0
2002-03-29,27000,27000,25800,26500,63780,79500.0,3000000.0
2002-04-01,26300,26400,25300,25500,80753,76500.0,3000000.0
2002-04-02,26000,26400,25400,26350,66980,79050.0,3000000.0
2002-04-03,26900,27650,26750,26800,63990,80400.0,3000000.0
2002-04-04,26800,27100,26350,27000,32823,81000.0,3000000.0
2002-04-08,27000,27300,26450,26700,49130,80100.0,3000000.0
2002-04-09,27500,27500,26750,27000,54890,81000.0,3000000.0
2002-04-10,27000,27000,24300,24300,47860,72900.0,3000000.0
2002-04-11,23700,25450,23700,23800,50870,71400.0,3000000.0
2002-04-12,24000,25550,24000,25300,53472,75900.0,3000000.0
2002-04-15,25600,25650,24600,25450,30980,76350.0,3000000.0
2002-04-16,25450,25800,25200,25650,36801,76950.0,3000000.0
2002-04-17,26200,26650,25650,25950,57460,77850.0,3000000.0
2002-04-18,25800,26500,25500,26350,38650,79050.0,3000000.0
2002-04-19,26450,27300,26200,26400,48970,79200.0,3000000.0
2002-04-22,25900,26700,25200,25500,33070,76500.0,3000000.0
2002-04-23,25100,25300,24700,25000,24110,75000.0,3000000.0
2002-04-24,25000,25400,24400,24700,17476,74100.0,3000000.0
2002-04-25,24500,25700,23550,24950,23510,74850.0,3000000.0
2002-04-26,25050,27000,25050,27000,54590,81000.0,3000000.0
2002-04-29,27000,28300,25600,26000,124850,78000.0,3000000.0
2002-04-30,26150,27350,25650,25800,65480,77400.0,3000000.0
2002-05-02,26900,26900,25800,25800,37212,77400.0,3000000.0
2002-05-03,25900,27800,25800,27700,128436,83100.0,3000000.0
2002-05-06,28500,30250,27300,30000,184886,90000.0,3000000.0
2002-05-07,30000,30000,27700,27800,135420,83400.0,3000000.0
2002-05-08,28300,29800,28000,28500,120320,85500.0,3000000.0
2002-05-09,29450,29450,28100,28100,47181,84300.0,3000000.0
2002-05-10,27600,29100,27600,29000,87064,87000.0,3000000.0
2002-05-13,29000,30800,29000,29500,202503,88500.0,3000000.0
2002-05-14,29400,29700,28250,28300,70200,84900.0,3000000.0
2002-05-15,28900,28900,27300,27450,81039,82350.0,3000000.0
2002-05-16,28100,28100,27000,27350,61000,82050.0,3000000.0
2002-05-17,27500,27500,26750,27100,53380,81300.0,3000000.0
2002-05-20,27500,27900,27200,27200,43391,81600.0,3000000.0
2002-05-21,27000,27100,25550,25600,53910,76800.0,3000000.0
2002-05-22,25600,26300,25450,25750,30158,77250.0,3000000.0
2002-05-23,25600,26200,24400,24600,38776,73800.0,3000000.0
2002-05-24,24000,24800,23750,24300,46590,72900.0,3000000.0
2002-05-27,24050,24300,23400,23400,22392,70200.0,3000000.0
2002-05-28,22700,23850,22600,22750,25011,68250.0,3000000.0
2002-05-29,22000,22250,21350,22100,41107,66300.0,3000000.0
2002-05-30,21650,23200,21650,22400,30623,67200.0,3000000.0
2002-05-31,22300,22650,22000,22500,22410,67500.0,3000000.0
2002-06-03,22500,23200,22500,22800,15488,68400.0,3000000.0
2002-06-04,23350,23350,22150,22650,9470,67950.0,3000000.0
2002-06-05,22500,23150,22500,22650,8551,67950.0,3000000.0
2002-06-07,22050,22450,21700,21850,16341,65550.0,3000000.0
2002-06-10,22300,23150,21900,23150,22580,69450.0,3000000.0
2002-06-11,23000,23550,22700,23300,5800,69900.0,3000000.0
2002-06-12,23500,23750,22750,22800,7650,68400.0,3000000.0
2002-06-14,22350,23100,22350,23000,6841,69000.0,3000000.0
2002-06-17,23000,23100,22650,22650,4580,67950.0,3000000.0
2002-06-18,23400,23400,22550,22550,4840,67650.0,3000000.0
2002-06-19,22150,22550,20000,21100,13800,63300.0,3000000.0
2002-06-20,20800,21450,20800,21450,7610,64350.0,3000000.0
2002-06-21,21000,21450,20800,21000,8090,63000.0,3000000.0
2002-06-24,20900,20900,19400,20000,21520,60000.0,3000000.0
2002-06-25,20100,20700,19800,19900,9410,59700.0,3000000.0
2002-06-26,19000,19650,17300,17500,26790,52500.0,3000000.0
2002-06-27,18000,18400,17200,18400,35320,55200.0,3000000.0
2002-06-28,18800,19900,18800,19900,12930,59700.0,3000000.0
2002-07-02,18550,20400,18550,20400,8570,61200.0,3000000.0
2002-07-03,19550,21500,19550,21000,13330,63000.0,3000000.0
2002-07-04,20800,22600,20800,22600,14710,67800.0,3000000.0
2002-07-05,22600,23450,22300,22800,23064,68400.0,3000000.0
2002-07-08,23500,23600,22600,22600,13084,67800.0,3000000.0
2002-07-09,22800,23450,21750,23300,9220,69900.0,3000000.0
2002-07-10,23200,23250,22700,22900,16310,68700.0,3000000.0
2002-07-11,22400,22800,21900,22050,10491,66150.0,3000000.0
2002-07-12,22150,22650,21650,22350,17600,67050.0,3000000.0
2002-07-15,22000,22350,21650,21650,10910,64950.0,3000000.0
2002-07-16,21200,22300,21200,21400,7880,64200.0,3000000.0
2002-07-18,21600,21800,21100,21500,8290,64500.0,3000000.0
2002-07-19,21000,21350,20200,20950,5300,62850.0,3000000.0
2002-07-22,19150,20200,19000,19000,12118,57000.0,3000000.0
2002-07-23,19000,19700,18750,19700,15361,59100.0,3000000.0
2002-07-24,19600,19600,18800,19300,9140,57900.0,3000000.0
2002-07-25,19800,20800,19750,20150,7676,60450.0,3000000.0
2002-07-26,19400,20450,19300,19650,8564,58950.0,3000000.0
2002-07-29,19300,19850,19300,19450,7540,58350.0,3000000.0
2002-07-30,19900,20450,19800,20450,12860,61350.0,3000000.0
2002-07-31,20550,21450,20350,21450,16570,64350.0,3000000.0
2002-08-01,21450,22000,20900,21300,21070,63900.0,3000000.0
2002-08-02,21050,21950,20500,21750,13214,65250.0,3000000.0
2002-08-05,21350,21500,20650,20650,11020,61950.0,3000000.0
2002-08-06,20000,21000,20000,20700,8490,62100.0,3000000.0
2002-08-07,21700,22700,21050,22600,18783,67800.0,3000000.0
2002-08-08,22800,22850,22400,22650,15390,67950.0,3000000.0
2002-08-09,22800,23000,22200,22700,11105,68100.0,3000000.0
2002-08-12,22500,23000,22500,22900,4680,68700.0,3000000.0
2002-08-13,22550,23800,22550,23550,13300,70650.0,3000000.0
2002-08-14,23500,24900,23000,24900,21280,74700.0,3000000.0
2002-08-16,25300,26100,24650,25250,50690,75750.0,3000000.0
