SK디스커버리(006120),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
1999-02-12,8114,8188,7941,8065,390670,153201.0,9341552.0
1999-02-18,8162,9269,7769,9270,1373370,176088.0,9341552.0
1999-02-19,9270,9589,8458,8557,2055440,162543.0,9341552.0
1999-02-22,8359,8531,7670,7868,726900,149465.0,9341552.0
1999-02-23,8089,8310,7770,8065,562870,153201.0,9341552.0
1999-02-24,7868,8262,7868,8213,619010,156004.0,9341552.0
1999-02-25,7966,8114,7130,7426,402180,141057.0,9341552.0
1999-02-26,7671,7745,7425,7426,342740,141057.0,9341552.0
1999-03-02,7671,8015,7622,7745,580860,147129.0,9341552.0
1999-03-03,7957,8168,7691,7798,229730,137321.0,9341552.0
1999-03-04,7958,8329,7692,7984,268550,140590.0,9341552.0
1999-03-05,7905,8169,7851,7958,223360,140123.0,9341552.0
1999-03-08,8090,8302,8090,8276,218040,145728.0,9341552.0
1999-03-09,8380,9017,8275,8435,540390,148531.0,9341552.0
1999-03-10,8594,8647,8223,8276,180730,145728.0,9341552.0
1999-03-11,8541,8594,8276,8541,246810,150399.0,9341552.0
1999-03-12,8752,8964,8593,8753,418870,154136.0,9341552.0
1999-03-15,9017,9707,8912,9549,1272050,168148.0,9341552.0
1999-03-16,9708,9814,9124,9178,1070160,161609.0,9341552.0
1999-03-17,9336,9469,8938,9098,593030,160208.0,9341552.0
1999-03-18,9124,9335,8646,8753,350430,154136.0,9341552.0
1999-03-19,8752,9151,8752,8912,399850,156938.0,9341552.0
1999-03-22,8886,9125,8753,8833,290950,155537.0,9341552.0
1999-03-23,8753,8913,8647,8859,212640,156004.0,9341552.0
1999-03-24,9231,9416,9018,9072,480530,159741.0,9341552.0
1999-03-25,9018,9072,8752,8780,375500,154603.0,9341552.0
1999-03-26,8806,8938,8673,8780,184870,154603.0,9341552.0
1999-03-29,8567,8780,8461,8515,219990,149932.0,9341552.0
1999-03-30,8566,8832,8541,8753,263840,154136.0,9341552.0
1999-03-31,8859,9017,8699,8700,227250,153201.0,9341552.0
1999-04-01,8700,8832,8567,8806,287340,155070.0,9341552.0
1999-04-02,8805,9229,8699,9018,574240,158806.0,9341552.0
1999-04-06,9230,9416,8938,9231,520440,162543.0,9341552.0
1999-04-07,9389,9945,9335,9336,782570,164411.0,9341552.0
1999-04-08,9336,9655,9124,9416,283760,165813.0,9341552.0
1999-04-09,9548,9548,9257,9390,266940,165345.0,9341552.0
1999-04-12,9655,10027,9443,9974,621070,175621.0,9341552.0
1999-04-13,9919,9973,9628,9655,448750,170016.0,9341552.0
1999-04-14,10033,10033,9392,9451,234030,151333.0,9341552.0
1999-04-15,9333,9742,9275,9567,330930,153201.0,9341552.0
1999-04-16,9508,9566,9216,9217,305710,147597.0,9341552.0
1999-04-19,9392,9566,9041,9217,448250,147597.0,9341552.0
1999-04-20,9216,9800,9158,9567,419600,153201.0,9341552.0
1999-04-21,9567,9684,9159,9188,253980,147129.0,9341552.0
1999-04-22,9072,9450,9042,9072,225590,145261.0,9341552.0
1999-04-23,9072,9275,9072,9130,245760,146195.0,9341552.0
1999-04-26,9129,9158,8750,9042,282540,144794.0,9341552.0
1999-04-27,9042,10150,8925,9888,865640,158339.0,9341552.0
1999-04-28,9917,10121,9625,9655,666470,154603.0,9341552.0
1999-04-29,9713,10093,9713,9859,549640,157872.0,9341552.0
1999-04-30,10092,10151,9626,9684,391550,155070.0,9341552.0
1999-05-03,9625,10616,9566,10617,1088390,170016.0,9341552.0
1999-05-04,10383,11200,10033,11084,2483290,326042.0,17160123.0
1999-05-06,11375,12542,11375,12222,2278010,359505.0,17160123.0
1999-05-07,12251,12484,11726,11901,1220560,350067.0,17160123.0
1999-05-10,11784,12542,11609,12368,1499080,363795.0,17160123.0
1999-05-11,12716,12892,11200,11201,1445050,329474.0,17160123.0
1999-05-12,11346,11492,10500,10792,990130,317462.0,17160123.0
1999-05-13,10850,12192,10791,11201,1679290,329474.0,17160123.0
1999-05-14,12251,12251,11493,11726,1786050,344918.0,17160123.0
1999-05-17,12251,12834,11200,11376,2797350,334622.0,17160123.0
1999-05-18,11200,11609,10588,11259,1028840,331190.0,17160123.0
1999-05-19,11375,11492,11025,11259,800960,331190.0,17160123.0
1999-05-20,11142,11930,11113,11289,1337080,332048.0,17160123.0
1999-05-21,11143,11405,10880,11114,579530,326900.0,17160123.0
1999-05-24,11142,11609,10966,11201,785090,329474.0,17160123.0
1999-05-25,11376,12864,11376,12864,3084590,378381.0,17160123.0
1999-05-26,13534,14263,12892,12893,3435890,379239.0,17160123.0
1999-05-27,13155,13680,12659,13418,2111900,394683.0,17160123.0
1999-05-28,13593,15168,13476,14118,4690170,415275.0,17160123.0
1999-05-31,14118,14409,13738,14293,1729090,420423.0,17160123.0
1999-06-01,14293,14759,13592,13593,1775500,399831.0,17160123.0
1999-06-02,13592,13913,13067,13418,1750540,394683.0,17160123.0
1999-06-03,13417,14001,12834,13418,1513130,394683.0,17160123.0
1999-06-04,13592,13942,13301,13418,1201090,394683.0,17160123.0
1999-06-07,13418,14293,13272,14293,1573630,420423.0,17160123.0
1999-06-08,14642,15167,14380,14584,2681900,429003.0,17160123.0
1999-06-09,14088,14409,12950,13126,1225620,386103.0,17160123.0
1999-06-10,13067,13417,12834,13301,959220,391251.0,17160123.0
1999-06-11,13009,13709,12775,12776,1038020,375807.0,17160123.0
1999-06-14,12542,12950,12251,12251,752780,360363.0,17160123.0
1999-06-15,12135,12485,11259,11464,867340,337196.0,17160123.0
1999-06-16,11930,11959,11550,11668,580140,343202.0,17160123.0
1999-06-17,11667,13300,11667,12280,1281940,361221.0,17160123.0
1999-06-18,12368,12630,11726,11959,533610,351783.0,17160123.0
1999-06-21,12250,12600,12017,12455,555760,366369.0,17160123.0
1999-06-22,12454,12833,12309,12542,505560,368943.0,17160123.0
1999-06-23,12542,13942,12337,13476,1682110,396399.0,17160123.0
1999-06-24,13447,13942,13184,13301,1108240,391251.0,17160123.0
1999-06-25,13563,14292,13183,13622,1066500,400689.0,17160123.0
1999-06-28,13943,14060,13331,13768,1229930,404979.0,17160123.0
1999-06-29,13650,13650,13125,13243,608830,389535.0,17160123.0
1999-06-30,13241,13417,12192,12601,918380,370659.0,17160123.0
1999-07-01,12600,13067,12600,12717,565620,374091.0,17160123.0
1999-07-02,12833,13708,12542,13243,1144980,389535.0,17160123.0
1999-07-05,14001,14060,13476,13651,921120,401547.0,17160123.0
1999-07-06,13651,13651,13184,13593,628010,399831.0,17160123.0
1999-07-07,13709,14526,13593,14235,1622460,418707.0,17160123.0
1999-07-08,14292,15692,14234,15226,1830980,447879.0,17160123.0
1999-07-09,15313,15634,14758,15343,1106290,451311.0,17160123.0
1999-07-12,15751,15925,14409,14526,1075360,427287.0,17160123.0
1999-07-13,14584,16685,14235,16335,3301100,480483.0,17160123.0
1999-07-14,16335,16976,14088,14468,2902150,425571.0,17160123.0
1999-07-15,16626,16626,14759,15635,7722870,459891.0,17160123.0
1999-07-16,14759,16335,14613,15635,2541700,459891.0,17160123.0
1999-07-19,15575,16042,14875,14876,1208600,437583.0,17160123.0
1999-07-20,14701,15401,14584,14584,1030440,429003.0,17160123.0
1999-07-21,14292,14525,13417,13418,853320,394683.0,17160123.0
1999-07-22,12833,13621,12600,13243,886250,389535.0,17160123.0
1999-07-23,13243,13417,11376,11668,815630,343202.0,17160123.0
1999-07-26,11434,11842,10559,10792,722160,317462.0,17160123.0
1999-07-27,10909,12396,10850,12397,924450,364653.0,17160123.0
1999-07-28,12396,13009,11959,12135,992630,356931.0,17160123.0
1999-07-29,12368,12659,12134,12310,747750,362079.0,17160123.0
1999-07-30,12426,12426,11609,11668,783980,343202.0,17160123.0
1999-08-02,11434,13417,11376,13418,1703320,394683.0,17160123.0
1999-08-03,13476,13826,12747,13097,871730,385245.0,17160123.0
1999-08-04,13417,13854,13009,13009,888290,382671.0,17160123.0
1999-08-05,13009,13038,11726,12135,422170,356931.0,17160123.0
1999-08-06,12134,12542,11784,12251,307550,360363.0,17160123.0
1999-08-09,11492,12513,11492,12135,353640,356931.0,17160123.0
1999-08-10,11959,12367,11725,11872,344730,349209.0,17160123.0
1999-08-11,11901,12426,11843,11959,433930,351783.0,17160123.0
1999-08-12,11843,12076,11667,11901,252220,350067.0,17160123.0
1999-08-13,11901,11901,11405,11668,339870,343202.0,17160123.0
1999-08-16,11464,11843,11142,11289,257230,332048.0,17160123.0
1999-08-17,11259,11551,10326,10443,334790,307166.0,17160123.0
1999-08-18,10210,10443,9392,9976,392940,293438.0,17160123.0
1999-08-19,10093,10413,10005,10326,365680,303734.0,17160123.0
1999-08-20,10383,10908,10209,10588,316300,311456.0,17160123.0
1999-08-23,10792,11083,10588,10967,323610,322610.0,17160123.0
1999-08-24,10966,11200,10792,10967,304960,322610.0,17160123.0
1999-08-25,11025,11317,10967,11026,293810,324326.0,17160123.0
1999-08-26,11083,11550,10908,11376,470570,334622.0,17160123.0
1999-08-27,11492,11579,10792,10967,382830,322610.0,17160123.0
1999-08-30,10908,11258,10616,10617,376860,312314.0,17160123.0
1999-08-31,10501,10734,10297,10560,210900,310598.0,17160123.0
1999-09-01,10384,10559,9917,9918,340950,291722.0,17160123.0
1999-09-02,9509,10092,9480,9626,362190,283142.0,17160123.0
1999-09-03,9392,10092,9363,9801,392410,288290.0,17160123.0
1999-09-06,9917,10093,9655,9976,273860,293438.0,17160123.0
1999-09-07,9801,10384,9801,9859,391890,290006.0,17160123.0
1999-09-08,9975,10092,9625,9626,240520,283142.0,17160123.0
1999-09-09,9538,10792,9538,10676,994360,314030.0,17160123.0
1999-09-10,10676,10909,10268,10326,558170,303734.0,17160123.0
1999-09-13,10326,10501,10034,10093,339800,296870.0,17160123.0
1999-09-14,10122,10560,10122,10209,386540,300302.0,17160123.0
1999-09-15,10179,10179,9800,9888,206570,290864.0,17160123.0
1999-09-16,10063,10092,9684,9684,238500,284858.0,17160123.0
1999-09-17,9509,9742,9333,9684,244200,284858.0,17160123.0
1999-09-20,9801,10034,9626,9859,222980,290006.0,17160123.0
1999-09-21,9888,10151,9742,9918,293670,291722.0,17160123.0
1999-09-22,9946,10733,9684,10501,1052090,308882.0,17160123.0
1999-09-27,10792,11258,10529,10617,638090,312314.0,17160123.0
1999-09-28,10500,10675,10033,10180,268430,299444.0,17160123.0
1999-09-29,10179,10646,9916,10180,379310,299444.0,17160123.0
1999-09-30,9742,10325,9333,9334,311240,274562.0,17160123.0
1999-10-01,9392,9625,8488,8926,359790,262550.0,17160123.0
1999-10-04,8750,9159,8634,8634,290640,253970.0,17160123.0
1999-10-05,8692,8984,7934,7934,274660,233378.0,17160123.0
1999-10-06,7934,8517,7875,8401,350890,247106.0,17160123.0
1999-10-07,8284,8866,8225,8809,370160,259118.0,17160123.0
1999-10-08,8663,8983,8634,8809,302560,259118.0,17160123.0
1999-10-11,9042,9217,8634,8926,365320,262550.0,17160123.0
1999-10-12,9042,9246,8955,9159,498750,269414.0,17160123.0
1999-10-13,9042,9042,8692,8926,309380,262550.0,17160123.0
1999-10-14,8983,9480,8896,9042,472980,265982.0,17160123.0
1999-10-15,8955,9158,8750,8809,226530,259118.0,17160123.0
1999-10-18,8518,8635,8168,8167,346870,240242.0,17160123.0
1999-10-19,8312,8459,8109,8226,282320,241958.0,17160123.0
1999-10-20,8517,8750,8400,8459,347660,248822.0,17160123.0
1999-10-21,8750,8750,8196,8459,233240,248822.0,17160123.0
1999-10-22,8459,8517,8196,8343,171250,245390.0,17160123.0
1999-10-25,8342,8342,7846,7934,212570,233378.0,17160123.0
1999-10-26,7759,8051,7613,7817,206890,229946.0,17160123.0
1999-10-27,7641,7934,7496,7584,235240,223082.0,17160123.0
1999-10-28,7584,7875,7408,7876,262530,231662.0,17160123.0
1999-10-29,7934,8138,7934,7992,240810,235094.0,17160123.0
1999-11-01,8051,8313,7992,8284,376980,243674.0,17160123.0
1999-11-02,8167,8400,8108,8313,365400,244532.0,17160123.0
1999-11-03,8371,8576,8138,8518,568960,250538.0,17160123.0
1999-11-04,8634,8955,8517,8634,612270,253970.0,17160123.0
1999-11-05,8808,8924,8545,8692,502130,255686.0,17160123.0
1999-11-08,8779,8808,8487,8692,454820,255686.0,17160123.0
1999-11-09,8634,9042,8517,8809,665090,259118.0,17160123.0
1999-11-10,8808,8983,8575,8576,442400,252254.0,17160123.0
1999-11-11,8546,8866,8342,8576,628410,252254.0,17160123.0
1999-11-12,8808,8896,8284,8343,570910,245390.0,17160123.0
1999-11-15,8342,8458,8050,8080,383550,237668.0,17160123.0
1999-11-16,8050,8576,8050,8518,522040,250538.0,17160123.0
1999-11-17,8808,8808,8109,8109,505010,238526.0,17160123.0
1999-11-18,8109,8518,7875,8284,565790,243674.0,17160123.0
1999-11-19,8167,8634,8138,8634,529440,253970.0,17160123.0
1999-11-22,8750,9712,8545,9451,2101450,277994.0,17160123.0
1999-11-23,9333,9333,8750,8750,632960,257402.0,17160123.0
1999-11-24,8808,8896,8225,8226,480950,241958.0,17160123.0
1999-11-25,8225,8459,8109,8109,508650,238526.0,17160123.0
1999-11-26,7934,8108,7525,7584,444810,223082.0,17160123.0
1999-11-29,7059,7409,7059,7205,279680,211928.0,17160123.0
1999-11-30,7262,7787,7262,7642,314100,224798.0,17160123.0
1999-12-01,7934,8342,7817,7992,570950,235094.0,17160123.0
1999-12-02,8196,9189,8196,9188,899400,270272.0,17160123.0
1999-12-03,9742,10092,8634,9042,3802200,265982.0,17160123.0
1999-12-06,9100,9305,8488,9159,1784920,269414.0,17160123.0
1999-12-07,9159,9568,8168,8167,1188830,240242.0,17160123.0
1999-12-08,8459,9392,7875,9392,2375820,276278.0,17160123.0
1999-12-09,9626,10705,9392,10501,4348040,308882.0,17160123.0
1999-12-10,10443,10676,9801,10209,1973630,300302.0,17160123.0
1999-12-13,10267,11726,10267,11726,2852140,344918.0,17160123.0
1999-12-14,11842,13300,11083,11084,4015110,326042.0,17160123.0
1999-12-15,11376,11376,9626,10093,2179760,296870.0,17160123.0
1999-12-16,10092,10616,9363,9567,1329040,281426.0,17160123.0
1999-12-17,9712,9858,8808,8867,989720,260834.0,17160123.0
1999-12-20,8867,9597,8692,9072,1014550,266840.0,17160123.0
1999-12-21,9101,9188,7934,7934,931360,233378.0,17160123.0
1999-12-22,7875,8459,7088,8226,986450,241958.0,17160123.0
1999-12-23,8401,9042,7846,7876,1156190,231662.0,17160123.0
1999-12-24,8051,8226,7701,7817,568220,229946.0,17160123.0
1999-12-27,7817,8051,7467,7497,422460,220508.0,17160123.0
1999-12-28,7583,7904,7350,7701,441160,226514.0,17160123.0
2000-01-04,7820,8843,7820,8844,568300,252254.0,17160123.0
2000-01-05,8451,9745,8181,8994,1734750,256544.0,17160123.0
2000-01-06,9144,9234,8061,8092,452970,230804.0,17160123.0
2000-01-07,8121,9144,8031,8904,1545450,253970.0,17160123.0
2000-01-10,9263,9474,8482,8483,1365930,241958.0,17160123.0
2000-01-11,8482,8783,8241,8302,786320,236810.0,17160123.0
2000-01-12,8422,8663,8122,8182,507910,233378.0,17160123.0
2000-01-13,8001,8181,7700,8001,667310,228230.0,17160123.0
2000-01-14,7640,7820,7399,7400,707870,211070.0,17160123.0
2000-01-17,7519,7670,7339,7430,421390,211928.0,17160123.0
2000-01-18,7490,7700,7098,7189,416830,205063.0,17160123.0
2000-01-19,7038,7339,6376,6497,530270,185329.0,17160123.0
2000-01-20,6406,6617,5895,6136,390870,175033.0,17160123.0
2000-01-21,6196,6527,6015,6377,416280,181897.0,17160123.0
2000-01-24,6497,6888,6406,6437,364910,183613.0,17160123.0
2000-01-25,6316,6496,6136,6197,286010,176749.0,17160123.0
2000-01-26,6496,6496,6135,6317,264160,180181.0,17160123.0
2000-01-27,6316,7248,6286,6919,1066750,197341.0,17160123.0
2000-01-28,7008,7038,6678,6858,407770,195625.0,17160123.0
2000-01-31,6737,7128,6707,6858,442940,195625.0,17160123.0
2000-02-01,6978,7038,6768,6858,262270,195625.0,17160123.0
2000-02-02,6858,7339,6828,7159,562660,204205.0,17160123.0
2000-02-03,7249,7279,6948,7009,288180,199915.0,17160123.0
2000-02-07,6917,7218,6888,7039,449170,200773.0,17160123.0
2000-02-08,7339,7459,6978,7069,559070,201631.0,17160123.0
2000-02-09,7038,7369,6797,6949,462580,198199.0,17160123.0
2000-02-10,6797,6978,6527,6558,440060,187045.0,17160123.0
2000-02-11,6497,7038,6256,6858,878500,195625.0,17160123.0
2000-02-14,6617,6797,6256,6287,348670,179323.0,17160123.0
2000-02-15,6196,6316,5985,6016,297630,171601.0,17160123.0
2000-02-16,6106,6256,5895,6016,241120,171601.0,17160123.0
2000-02-17,6075,6617,6075,6497,620380,185329.0,17160123.0
2000-02-18,6978,7158,6617,6618,1001980,188761.0,17160123.0
2000-02-21,6437,6707,6136,6136,476760,175033.0,17160123.0
2000-02-22,6136,6316,5865,5962,456340,170057.0,17160123.0
2000-02-23,6226,6738,6016,6437,783000,183613.0,17160123.0
2000-02-24,6376,6527,6105,6197,397160,176749.0,17160123.0
2000-02-25,6075,6376,6016,6227,394950,177607.0,17160123.0
2000-02-28,6045,6166,5985,6010,314150,171430.0,17160123.0
2000-02-29,6075,6195,5895,5944,344580,169542.0,17160123.0
2000-03-02,5943,6406,5895,6317,822840,180181.0,17160123.0
2000-03-03,6136,6316,5985,6076,406100,173317.0,17160123.0
2000-03-06,6316,6617,6045,6618,912050,188761.0,17160123.0
2000-03-07,6557,7369,6316,7159,1688930,204205.0,17160123.0
2000-03-08,6737,7068,6737,6798,617030,193909.0,17160123.0
2000-03-09,6917,7038,6617,6618,539310,188761.0,17160123.0
2000-03-10,6737,6857,6557,6618,493180,188761.0,17160123.0
2000-03-13,6617,7549,6436,7099,1434640,202489.0,17160123.0
2000-03-14,6978,7399,6707,6708,430710,191335.0,17160123.0
2000-03-15,6496,6587,6286,6467,333700,184471.0,17160123.0
2000-03-16,6707,6978,6346,6618,433450,188761.0,17160123.0
2000-03-17,6677,6797,6346,6377,248720,181897.0,17160123.0
2000-03-20,6376,6527,6256,6257,175440,178465.0,17160123.0
2000-03-21,6256,6406,6166,6167,214070,175891.0,17160123.0
2000-03-22,6195,6406,6195,6317,280520,180181.0,17160123.0
2000-03-23,6376,6467,6136,6197,224710,176749.0,17160123.0
2000-03-24,6226,6316,6105,6197,202800,176749.0,17160123.0
2000-03-27,6196,6376,6136,6347,287500,181039.0,17160123.0
2000-03-28,6256,6347,6196,6227,188740,177607.0,17160123.0
2000-03-29,6256,6286,6015,6076,284650,173317.0,17160123.0
2000-03-30,6075,6105,5901,6076,267900,173317.0,17160123.0
2000-03-31,6016,6437,5907,6136,474390,175033.0,17160123.0
2000-04-03,6136,6286,5835,5986,258410,170743.0,17160123.0
2000-04-04,5895,6009,5576,5577,229100,159074.0,17160123.0
2000-04-06,5504,5576,5263,5264,262110,150151.0,17160123.0
2000-04-07,5420,5594,5263,5427,287840,154784.0,17160123.0
2000-04-10,5444,5763,5300,5529,380320,157702.0,17160123.0
2000-04-11,5528,5534,5245,5270,180410,150323.0,17160123.0
2000-04-12,5203,5263,5113,5120,245780,146033.0,17160123.0
2000-04-14,4902,5053,4848,4933,209440,140713.0,17160123.0
2000-04-17,4523,4523,4192,4265,278390,125887.0,17755537.0
2000-04-18,4391,4499,4301,4362,233360,128728.0,17755537.0
2000-04-19,4422,4776,4422,4482,305230,132279.0,17755537.0
2000-04-20,4422,4512,4331,4392,93730,129615.0,17755537.0
2000-04-21,4391,4499,4361,4482,152240,132279.0,17755537.0
2000-04-24,4451,4571,4421,4422,157640,130503.0,17755537.0
2000-04-25,4391,4451,4271,4271,141270,126064.0,17755537.0
2000-04-26,4391,4451,4030,4037,139370,119140.0,17755537.0
2000-04-27,3928,4060,3765,4013,158080,118429.0,17755537.0
2000-04-28,3939,4211,3939,4151,153150,122513.0,17755537.0
2000-05-02,4223,4385,4108,4296,200110,126775.0,17755537.0
2000-05-03,4505,4692,4421,4494,335930,132634.0,17755537.0
2000-05-04,4493,4722,4409,4464,251360,131746.0,17755537.0
2000-05-08,4722,4770,4571,4632,237000,136718.0,17755537.0
2000-05-09,4572,4602,4331,4482,182890,132279.0,17755537.0
2000-05-10,4451,4451,4277,4368,106410,128905.0,17755537.0
2000-05-12,4120,4331,4120,4163,155450,122868.0,17755537.0
2000-05-15,4048,4090,3849,3868,137460,114168.0,17755537.0
2000-05-16,3850,3994,3801,3904,87060,115233.0,17755537.0
2000-05-17,3849,4030,3416,3447,179980,101739.0,17755537.0
2000-05-18,3085,3428,3004,3128,186430,92329.0,17755537.0
2000-05-19,3121,3187,2947,3152,108960,93039.0,17755537.0
2000-05-22,3013,3116,2767,2858,112770,84339.0,17755537.0
2000-05-23,2653,2857,2653,2788,79530,82297.0,17755537.0
2000-05-24,2712,3068,2646,2936,166250,86647.0,17755537.0
2000-05-25,3116,3374,3073,3375,258710,99609.0,17755537.0
2000-05-26,3489,3603,3218,3249,330120,95880.0,17755537.0
2000-05-29,3308,3736,3248,3736,443080,110262.0,17755537.0
2000-05-30,4060,4271,3862,4181,736190,123401.0,17755537.0
2000-05-31,4421,4662,4241,4302,663730,126952.0,17755537.0
2000-06-01,4090,4211,4000,4121,361590,121625.0,17755537.0
2000-06-02,4205,4421,4030,4073,321320,120205.0,17755537.0
2000-06-05,4391,4511,4150,4404,471720,129971.0,17755537.0
2000-06-07,4391,4523,4271,4446,500100,131213.0,17755537.0
2000-06-08,4481,4560,4036,4091,298300,120738.0,17755537.0
2000-06-09,3970,4187,3909,4001,195020,118074.0,17755537.0
2000-06-12,4144,4595,4078,4596,745500,135652.0,17755537.0
2000-06-13,4662,4866,4223,4271,714150,126064.0,17755537.0
2000-06-14,4451,4481,4240,4265,246980,125887.0,17755537.0
2000-06-15,4241,4241,3910,3971,222110,117187.0,17755537.0
2000-06-16,3849,4114,3849,3941,185890,116299.0,17755537.0
2000-06-19,3747,3970,3747,3772,173780,111327.0,17755537.0
2000-06-20,3867,3933,3699,3850,146540,113635.0,17755537.0
2000-06-21,3849,3957,3789,3820,196210,112748.0,17755537.0
2000-06-22,3915,3933,3795,3850,140720,113635.0,17755537.0
2000-06-23,3790,3868,3760,3784,145850,111682.0,17755537.0
2000-06-26,3909,4090,3849,3916,222650,115589.0,17755537.0
2000-06-27,3970,3994,3867,3965,177540,117009.0,17755537.0
2000-06-28,3964,4030,3904,3941,244420,116299.0,17755537.0
2000-06-29,3970,4036,3880,3916,169030,115589.0,17755537.0
2000-06-30,3922,4499,3915,4500,713720,132811.0,17755537.0
2000-07-03,4631,4782,4271,4374,1044210,129083.0,17755537.0
2000-07-04,4692,4921,4620,4693,1166940,138493.0,17755537.0
2000-07-05,4692,5353,4541,4897,1611120,144530.0,17755537.0
2000-07-06,5052,5095,4752,4843,520730,142932.0,17755537.0
2000-07-07,4764,4992,4728,4729,490790,139559.0,17755537.0
2000-07-10,4668,5004,4668,4771,542520,140801.0,17755537.0
2000-07-11,4770,4903,4602,4602,416290,135830.0,17755537.0
2000-07-12,4571,4872,4547,4681,349440,138138.0,17755537.0
2000-07-13,4722,4986,4631,4945,634280,145951.0,17755537.0
2000-07-14,5053,5210,4758,4789,860860,141334.0,17755537.0
2000-07-18,4632,4746,4391,4458,289970,131569.0,17755537.0
2000-07-19,4403,4451,4120,4151,241020,122513.0,17755537.0
2000-07-20,4205,4325,4181,4253,228990,125532.0,17755537.0
2000-07-21,4211,4331,4120,4157,197400,122691.0,17755537.0
2000-07-24,4120,4205,3790,3790,138100,111860.0,17755537.0
2000-07-25,3819,3904,3687,3688,269590,108841.0,17755537.0
2000-07-26,3759,3813,3705,3730,201730,110084.0,17755537.0
2000-07-27,3747,3825,3729,3772,142000,111327.0,17755537.0
2000-07-28,3759,3783,3681,3682,116700,108664.0,17755537.0
2000-07-31,3609,3717,3525,3718,112450,109729.0,17755537.0
2000-08-01,3759,3831,3639,3820,169390,112748.0,17755537.0
2000-08-02,3856,3952,3850,3862,162850,113991.0,17755537.0
2000-08-03,3952,3970,3789,3802,121320,112215.0,17755537.0
2000-08-04,3807,3807,3705,3730,114410,110084.0,17755537.0
2000-08-07,3615,3723,3579,3580,113510,105645.0,17755537.0
2000-08-08,3579,3663,3519,3550,99230,104758.0,17755537.0
2000-08-09,3548,3639,3518,3640,87850,107421.0,17755537.0
2000-08-10,3639,3909,3555,3790,231120,111860.0,17755537.0
2000-08-11,3759,3849,3717,3796,139880,112037.0,17755537.0
2000-08-14,3892,3958,3801,3856,210210,113813.0,17755537.0
2000-08-16,3910,3940,3801,3880,131690,114523.0,17755537.0
2000-08-17,3819,3850,3729,3742,99880,110439.0,17755537.0
2000-08-18,3819,3819,3699,3712,51300,109552.0,17755537.0
2000-08-21,3699,3741,3639,3676,56910,108486.0,17755537.0
2000-08-22,3639,3819,3639,3742,114520,110439.0,17755537.0
2000-08-23,3783,3790,3651,3652,66340,107776.0,17755537.0
2000-08-24,3723,3723,3579,3616,88010,106711.0,17755537.0
2000-08-25,3609,3657,3579,3622,51610,106888.0,17755537.0
2000-08-28,3603,3669,3549,3622,156570,106888.0,17755537.0
2000-08-29,3621,3639,3573,3598,112950,106178.0,17755537.0
2000-08-30,3609,3633,3573,3586,68460,105823.0,17755537.0
2000-08-31,3579,3579,3429,3459,154370,102094.0,17755537.0
2000-09-01,3458,3542,3434,3471,90720,102449.0,17755537.0
2000-09-04,3537,3537,3459,3489,79910,102982.0,17755537.0
2000-09-05,3489,3597,3489,3550,101160,104758.0,17755537.0
2000-09-06,3555,3585,3495,3507,91970,103515.0,17755537.0
2000-09-07,3518,3880,3446,3610,431240,106533.0,17755537.0
2000-09-08,3838,3880,3609,3676,314370,108486.0,17755537.0
2000-09-14,3669,3669,3549,3580,112070,105645.0,17755537.0
