STX(011810),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
1999-05-31,115793,123381,112729,119527,1390380,58433.0,11876639.0
1999-06-01,123305,127038,118234,121446,1294300,59383.0,11876639.0
1999-06-02,123772,126970,121109,125110,1570440,61165.0,11876639.0
1999-06-03,126370,143964,126370,140378,2310980,68647.0,11876639.0
1999-06-04,141634,148966,138302,142036,1923500,69478.0,11876639.0
1999-06-07,142223,154078,141955,150760,1762960,73754.0,11876639.0
1999-06-08,149398,157399,139403,151807,1789840,74229.0,11876639.0
1999-06-09,151604,156394,148272,152942,969500,74823.0,11876639.0
1999-06-10,154134,155337,150936,155472,763420,76010.0,11876639.0
1999-06-11,155420,167555,149949,160357,1143960,78386.0,11876639.0
1999-06-14,163825,177019,162888,169955,874340,83136.0,11876639.0
1999-06-15,169818,174742,162620,162888,709880,79692.0,11876639.0
1999-06-16,162500,168640,156639,157042,442960,76842.0,11876639.0
1999-06-17,157699,163706,157699,159572,798600,78030.0,11876639.0
1999-06-18,160128,161332,152942,155472,943740,76010.0,11876639.0
1999-06-21,152678,153870,142949,148143,1006960,72447.0,11876639.0
1999-06-22,145612,154940,145345,148143,1372660,72447.0,11876639.0
1999-06-23,165289,165289,156619,164633,670280,75773.0,11876639.0
1999-06-24,165180,180233,165180,173183,370920,79692.0,11876639.0
1999-06-25,177907,177907,163778,170042,647960,78267.0,11876639.0
1999-06-28,163817,172875,163817,165156,290660,76010.0,11876639.0
1999-06-29,162363,168491,161560,164371,316900,75654.0,11876639.0
1999-06-30,159772,170168,159772,167773,365540,77198.0,11876639.0
1999-07-01,170282,183207,167753,180947,612660,83255.0,11876639.0
1999-07-02,183506,200821,181366,201101,806360,92519.0,11876639.0
1999-07-05,208861,211390,198732,199269,484420,91688.0,11876639.0
1999-07-06,195981,201185,191992,196128,501360,90262.0,11876639.0
1999-07-07,193471,206396,193471,195866,432860,90144.0,11876639.0
1999-07-08,196058,198587,191523,197262,563420,90738.0,11876639.0
1999-07-09,201249,226576,201249,226577,956900,104277.0,11876639.0
1999-07-12,226609,236337,219277,224483,946700,103327.0,11876639.0
1999-07-13,229841,229841,211722,217852,590100,100239.0,11876639.0
1999-07-14,214092,215162,193445,206772,1668860,95132.0,11876639.0
1999-07-15,201224,206161,198561,206161,1064880,94894.0,11876639.0
1999-07-16,201518,208985,200047,202323,1358800,93113.0,11876639.0
1999-07-19,199941,206337,193400,198484,1762880,91331.0,11876639.0
1999-07-20,198465,214053,195936,199269,2500480,91688.0,11876639.0
1999-07-21,196275,198683,172832,172834,917140,79573.0,11876639.0
1999-07-22,150207,198457,150207,189934,1303000,79573.0,11876639.0
1999-07-23,190056,203261,167271,180075,496640,75417.0,11876639.0
1999-07-26,178490,178490,153028,153029,679520,64134.0,11876639.0
1999-07-27,142830,164023,132835,156170,773560,65440.0,11876639.0
1999-07-28,158503,174371,156764,168646,798800,70666.0,11876639.0
1999-07-29,162657,171314,158389,168384,776380,70547.0,11876639.0
1999-07-30,167360,167360,151371,155908,929620,65322.0,11876639.0
1999-08-02,150998,166988,144589,166988,547120,69953.0,11876639.0
1999-08-03,156190,167255,155923,166988,471160,69953.0,11876639.0
1999-08-04,156725,174052,156725,166988,581740,69953.0,11876639.0
1999-08-05,166894,167162,158626,166639,386200,69835.0,11876639.0
1999-08-06,166096,166096,158496,164371,289440,68885.0,11876639.0
1999-08-09,161413,173135,147284,172746,1697700,72329.0,11876639.0
1999-08-10,172434,174027,161235,165505,1518700,69360.0,11876639.0
1999-08-11,161213,161213,147352,147620,1323640,61877.0,11876639.0
1999-08-12,150175,152972,141773,145787,851700,61046.0,11876639.0
1999-08-13,141635,149891,137767,144566,1331640,60571.0,11876639.0
1999-08-16,141690,148220,140365,140902,1256040,59027.0,11876639.0
1999-08-17,137625,140033,119643,122318,1677620,84743.0,19639063.0
1999-08-18,116266,117469,103863,110540,1139500,76592.0,19639063.0
1999-08-19,107716,121310,106245,118392,1142480,81993.0,19639063.0
1999-08-20,118008,124404,114944,122144,979960,84644.0,19639063.0
1999-08-23,138725,140598,131125,140465,2126440,97312.0,19639063.0
1999-08-24,146884,158083,140488,141425,3683920,97999.0,19639063.0
1999-08-25,149970,149970,135708,137848,1303420,95446.0,19639063.0
1999-08-26,132994,138733,130197,130345,983580,90340.0,19639063.0
1999-08-27,121619,128550,120294,123627,1153620,85626.0,19639063.0
1999-08-30,120398,125724,119194,119876,652680,83073.0,19639063.0
1999-08-31,116817,132661,116817,124674,1313700,86412.0,19639063.0
1999-09-01,122352,127155,119021,126768,956820,87787.0,19639063.0
1999-09-02,119065,129072,117739,117607,840780,81502.0,19639063.0
1999-09-03,116055,130183,116055,121795,1363680,84448.0,19639063.0
1999-09-06,122856,125920,118600,119003,629660,82484.0,19639063.0
1999-09-07,118872,121669,116209,116211,618420,80520.0,19639063.0
1999-09-08,118716,120309,114582,115252,538560,79833.0,19639063.0
1999-09-09,114757,127415,112228,117433,1689320,81306.0,19639063.0
1999-09-10,119025,121822,117019,117433,611900,81306.0,19639063.0
1999-09-13,119024,119024,114890,114903,687680,79538.0,19639063.0
1999-09-14,113675,116606,113274,115949,869900,80324.0,19639063.0
1999-09-15,115947,117138,113138,113419,757340,78556.0,19639063.0
1999-09-16,112719,114713,104997,107661,689400,74628.0,19639063.0
1999-09-17,107573,110370,101968,107574,1266640,74530.0,19639063.0
1999-09-20,107368,123358,105776,123627,1599120,85626.0,19639063.0
1999-09-21,117703,134228,115296,129036,1966460,89358.0,19639063.0
1999-09-22,127804,127804,119013,120486,760840,83466.0,19639063.0
1999-09-27,120336,120336,110876,113419,419580,78556.0,19639063.0
1999-09-28,109536,112868,106205,106352,450620,73646.0,19639063.0
1999-09-29,102391,111195,102391,108534,392880,75218.0,19639063.0
1999-09-30,105869,110271,103863,110540,458620,76592.0,19639063.0
1999-10-01,106404,110271,99060,110540,370840,76592.0,19639063.0
1999-10-04,107518,108990,104722,104869,427600,72665.0,19639063.0
1999-10-05,101911,106714,93789,93789,804480,65005.0,19639063.0
1999-10-06,93782,97649,84991,93527,920420,64809.0,19639063.0
1999-10-07,94760,99563,90492,96232,1384300,66675.0,19639063.0
1999-10-08,96278,106273,94272,100681,2866320,69719.0,19639063.0
1999-10-11,103997,111195,100665,110540,2586740,76592.0,19639063.0
1999-10-12,113242,125498,113242,125634,3687560,87001.0,19639063.0
1999-10-13,124153,135741,118827,133224,3711360,92304.0,19639063.0
1999-10-14,130758,138746,126356,131828,2289640,91322.0,19639063.0
1999-10-15,129192,134518,125726,129996,1419340,90143.0,19639063.0
1999-10-18,123191,126389,110656,110802,1038520,76789.0,19639063.0
1999-10-19,113347,118138,112010,112023,947140,77574.0,19639063.0
1999-10-20,114739,117268,112733,114205,696280,79145.0,19639063.0
1999-10-21,114661,121336,110271,110540,1301040,76592.0,19639063.0
1999-10-22,111801,115534,109138,111413,528240,77182.0,19639063.0
1999-10-25,113309,113309,101978,101990,535600,70701.0,19639063.0
1999-10-26,99582,107717,94913,101990,525240,70701.0,19639063.0
1999-10-27,99127,106994,96329,97802,644260,67755.0,19639063.0
1999-10-28,99424,101953,96493,101030,708560,69915.0,19639063.0
1999-10-29,99825,104214,99825,101030,499340,69915.0,19639063.0
1999-11-01,103459,105198,100663,103473,660880,71683.0,19639063.0
1999-11-02,103261,103261,99930,100332,767680,69522.0,19639063.0
1999-11-03,101350,105217,101350,102688,1207140,71093.0,19639063.0
1999-11-04,101923,117110,101388,110715,3583900,76691.0,19639063.0
1999-11-05,113166,114771,104776,105044,1286840,72763.0,19639063.0
1999-11-08,103570,106634,101977,102514,1344500,70995.0,19639063.0
1999-11-09,102198,107135,101797,104608,1449620,72468.0,19639063.0
1999-11-10,104786,107182,101710,101990,967260,70701.0,19639063.0
1999-11-11,104235,107700,99164,103299,1716660,71584.0,19639063.0
1999-11-12,109151,109151,100360,101030,1566740,69915.0,19639063.0
1999-11-15,102128,104390,99988,101728,1468480,70504.0,19639063.0
1999-11-16,99395,102860,97668,97802,1281640,67755.0,19639063.0
1999-11-17,95180,96238,85574,85588,1142260,59310.0,19639063.0
1999-11-18,84162,91762,84162,84977,1385780,58917.0,19639063.0
1999-11-19,86385,90385,86385,87856,1094980,60881.0,19639063.0
1999-11-22,92036,94832,89507,89776,1014120,62158.0,19639063.0
1999-11-23,90656,91994,86790,87071,928380,60390.0,19639063.0
1999-11-24,87528,88853,85254,85937,971420,59506.0,19639063.0
1999-11-25,85057,86115,79585,80789,1138180,55971.0,19639063.0
1999-11-26,80828,82567,75636,75904,817800,52633.0,19639063.0
1999-11-29,76449,81253,73786,77387,1242280,53615.0,19639063.0
1999-11-30,76425,79222,75355,76427,892560,52927.0,19639063.0
1999-12-01,76344,76344,72343,73025,620660,50669.0,19639063.0
1999-12-02,71167,83823,71167,84105,1487860,58230.0,19639063.0
1999-12-03,96079,96212,88491,96494,3386900,66871.0,19639063.0
1999-12-06,93533,101801,90736,95272,2433140,65987.0,19639063.0
1999-12-07,91433,94510,81037,81051,1436280,56168.0,19639063.0
1999-12-08,76386,78915,69978,76253,936360,52829.0,19639063.0
1999-12-09,72239,80641,72239,76776,556600,53222.0,19639063.0
1999-12-10,72253,84388,72253,80789,931360,55971.0,19639063.0
1999-12-13,82110,89174,79313,83581,1692880,57935.0,19639063.0
1999-12-14,95723,95723,87856,87856,1979780,60881.0,19639063.0
1999-12-15,85122,87652,77657,86460,1283140,59899.0,19639063.0
1999-12-16,84855,87384,80721,86460,1144780,59899.0,19639063.0
1999-12-17,84668,89203,81068,82273,971700,56953.0,19639063.0
1999-12-20,83586,85057,80789,80789,618680,55971.0,19639063.0
1999-12-21,77786,78977,72059,72327,684380,50080.0,19639063.0
1999-12-22,63747,72283,63747,64562,629160,44777.0,19639063.0
1999-12-23,62303,66303,61233,61246,1037880,42420.0,19639063.0
1999-12-24,60453,62179,57911,58193,886160,40260.0,19639063.0
1999-12-27,59047,66112,57977,62381,885220,43206.0,19639063.0
1999-12-28,63716,63716,55715,57320,371980,39671.0,19639063.0
2000-01-04,51274,61804,51274,62206,327460,43108.0,19639063.0
2000-01-05,61804,63397,58339,62206,374880,43108.0,19639063.0
2000-01-06,62152,64024,60145,62032,410140,43010.0,19639063.0
2000-01-07,62227,62896,60622,60636,268280,42028.0,19639063.0
2000-01-10,62177,66566,59514,63515,613120,43992.0,19639063.0
2000-01-11,65367,66558,61233,61246,264280,42420.0,19639063.0
2000-01-12,62738,62738,57813,59153,310220,41046.0,19639063.0
2000-01-13,56785,60384,56785,59851,340380,41438.0,19639063.0
2000-01-14,61547,61547,57692,58629,311620,40653.0,19639063.0
2000-01-17,57522,59383,56854,58193,345820,40260.0,19639063.0
2000-01-18,59047,59047,56384,57320,266980,39671.0,19639063.0
2000-01-19,56836,56836,52179,54441,512740,37707.0,19639063.0
2000-01-20,52292,52292,47636,49643,382660,34368.0,19639063.0
2000-01-21,50199,52059,48205,50079,459060,34761.0,19639063.0
2000-01-24,48136,51468,48136,49207,599600,34074.0,19639063.0
2000-01-25,48095,49688,46624,47025,375500,32601.0,19639063.0
2000-01-26,45501,47896,44030,45368,582040,31423.0,19639063.0
2000-01-27,47089,52293,45363,52173,1653680,36136.0,19639063.0
2000-01-28,53346,55888,49480,50951,867680,35350.0,19639063.0
2000-01-31,49396,51670,48205,50079,683320,34761.0,19639063.0
2000-02-01,52172,54968,51102,51649,691280,35743.0,19639063.0
2000-02-02,55160,55160,51828,53569,795980,37118.0,19639063.0
2000-02-03,54844,61228,54577,61508,1565140,42617.0,19639063.0
2000-02-07,63462,69323,61723,63864,1605820,44188.0,19639063.0
2000-02-08,63638,64173,55516,58193,776780,40260.0,19639063.0
2000-02-09,58564,60825,56703,56971,683400,39475.0,19639063.0
2000-02-10,54700,56694,51624,52173,555100,36136.0,19639063.0
2000-02-11,51089,54834,51089,52173,379360,36136.0,19639063.0
2000-02-14,50955,52414,47746,48160,378220,33386.0,19639063.0
2000-02-15,48891,51031,47566,48770,275380,33779.0,19639063.0
2000-02-16,52292,52827,47903,49643,341620,34368.0,19639063.0
2000-02-17,53100,53100,48309,49381,231280,34172.0,19639063.0
2000-02-18,48199,49804,47141,47811,297420,33092.0,19639063.0
2000-02-21,46332,46332,42465,43536,378720,30146.0,19639063.0
2000-02-22,42505,45301,41435,43710,400440,30244.0,19639063.0
2000-02-23,43537,49931,43537,50079,768560,34761.0,19639063.0
2000-02-24,47941,49412,43819,44757,422800,31030.0,19639063.0
2000-02-25,45175,47838,42646,45978,467280,31815.0,19639063.0
2000-02-28,44279,47744,44279,46153,415340,32012.0,19639063.0
2000-02-29,47802,48605,45006,45542,450740,31521.0,19639063.0
2000-03-02,44013,49618,44013,48160,750220,33386.0,19639063.0
2000-03-03,49480,55354,47218,55488,1237680,38394.0,19639063.0
2000-03-06,61949,63542,60880,63689,839000,44090.0,19639063.0
2000-03-07,70750,72878,67820,73025,884760,50669.0,19639063.0
2000-03-08,83823,83823,74365,84105,4980360,58230.0,19639063.0
2000-03-09,84759,96212,83823,96494,1794880,66871.0,19639063.0
2000-03-10,99062,109057,90793,92131,4479280,63827.0,19639063.0
2000-03-13,96703,105762,82853,99111,3926980,68737.0,19639063.0
2000-03-14,104811,104811,90549,91084,1855820,63140.0,19639063.0
2000-03-15,79061,87062,77602,77736,2189920,53811.0,19639063.0
2000-03-16,74822,79078,65765,66045,1612420,45759.0,19639063.0
2000-03-17,66781,69310,60373,62381,2143740,43206.0,19639063.0
2000-03-20,62645,71448,60784,71716,3375860,49687.0,19639063.0
2000-03-21,72518,80385,71716,73723,2860700,51062.0,19639063.0
2000-03-22,77765,77765,67770,68052,1719820,47134.0,19639063.0
2000-03-23,67922,70451,63132,69797,1428600,48312.0,19639063.0
2000-03-24,70052,75645,67790,70320,2201800,48705.0,19639063.0
2000-03-27,70196,72336,65940,66743,886080,46250.0,19639063.0
2000-03-28,66176,66444,62043,65521,1033720,45366.0,19639063.0
2000-03-29,65323,73178,62513,64387,1509120,44581.0,19639063.0
2000-03-30,65560,67031,63164,65172,787800,45170.0,19639063.0
2000-03-31,70016,70016,65079,65347,554160,45268.0,19639063.0
2000-04-03,64507,67839,57976,59851,515120,41438.0,19639063.0
2000-04-04,62432,63356,56838,61508,519200,42617.0,19639063.0
2000-04-06,59706,67828,58099,62904,1060620,43599.0,19639063.0
2000-04-07,64887,66480,62479,63951,541780,44286.0,19639063.0
2000-04-10,59340,67073,59340,65347,1066020,45268.0,19639063.0
2000-04-11,65105,65372,60983,60985,568500,42224.0,19639063.0
2000-04-12,61170,67299,60903,65172,912380,45170.0,19639063.0
2000-04-14,63182,66514,60920,61857,463980,42813.0,19639063.0
2000-04-17,52684,58022,52684,52696,771240,36529.0,19639063.0
2000-04-18,60035,60035,54173,56971,557820,39475.0,19639063.0
2000-04-19,57186,60652,55849,57320,721820,39671.0,19639063.0
2000-04-20,57028,57965,55703,55837,347500,38689.0,19639063.0
2000-04-21,56499,57436,55843,57582,601040,39867.0,19639063.0
2000-04-24,62278,62278,56952,57757,604780,39965.0,19639063.0
2000-04-25,57708,58633,56638,57844,377840,40064.0,19639063.0
2000-04-26,58110,59047,53721,57320,609640,39671.0,19639063.0
2000-04-27,53970,56498,53970,55575,302920,38493.0,19639063.0
2000-04-28,55958,57283,55423,56361,363980,39082.0,19639063.0
2000-05-02,54975,57249,54975,56448,450440,39180.0,19639063.0
2000-05-03,56943,64822,56553,64824,824380,44973.0,19639063.0
2000-05-04,66568,70690,65900,68575,1860020,47527.0,19639063.0
2000-05-08,68586,74581,65388,72588,1441300,50276.0,19639063.0
2000-05-09,72398,83196,70136,82273,1940640,56953.0,19639063.0
2000-05-10,83520,84189,76455,76602,1476040,53025.0,19639063.0
2000-05-12,77068,86406,76533,82273,1970340,56953.0,19639063.0
2000-05-15,84925,91455,82384,87856,2722580,60881.0,19639063.0
2000-05-16,83731,88935,79865,82273,1116980,56953.0,19639063.0
2000-05-17,79818,81825,69825,69971,1212880,48410.0,19639063.0
2000-05-18,59514,66711,59247,65521,2055040,45366.0,19639063.0
2000-05-19,68227,75291,62500,75293,2229700,52142.0,19639063.0
2000-05-22,76448,82042,69262,72327,1847680,50080.0,19639063.0
2000-05-23,72916,83044,69986,83058,1684860,57542.0,19639063.0
2000-05-24,82588,95113,76593,89252,3142980,61863.0,19639063.0
2000-05-25,84184,92976,75794,79394,4467600,54989.0,19639063.0
2000-05-26,71708,73836,67307,67441,2598000,46741.0,19639063.0
2000-05-29,57138,61262,57138,57408,3954620,39769.0,19639063.0
2000-05-30,57581,62651,56523,59065,3135120,40947.0,19639063.0
2000-05-31,59683,61556,51293,53569,3956400,37118.0,19639063.0
2000-06-01,53708,60907,52650,59851,3796480,41438.0,19639063.0
2000-06-02,59991,68648,59322,68662,4097380,47625.0,19639063.0
2000-06-05,71269,78868,71269,78870,1401840,54695.0,19639063.0
2000-06-07,79580,90777,77586,83058,3740860,57542.0,19639063.0
2000-06-08,83044,84783,70922,83058,2562700,57542.0,19639063.0
2000-06-09,82540,85604,76533,82273,1992400,56953.0,19639063.0
2000-06-12,74191,88977,74191,86460,1566860,59899.0,19639063.0
2000-06-13,92091,92091,75835,81575,1921540,56561.0,19639063.0
2000-06-14,83540,87808,77948,87420,2368640,60587.0,19639063.0
2000-06-15,83520,87520,76455,76602,916080,53025.0,19639063.0
2000-06-16,71002,80718,67804,79394,2110160,54989.0,19639063.0
2000-06-19,82106,82106,67307,67441,1325220,46741.0,19639063.0
2000-06-20,65032,68764,60374,62904,2444180,43599.0,19639063.0
2000-06-21,63164,70764,63164,65172,1109280,45170.0,19639063.0
2000-06-22,66602,70735,65399,66481,762700,46054.0,19639063.0
2000-06-23,64207,67404,63003,66481,489080,46054.0,19639063.0
2000-06-26,66491,68753,65020,65958,762680,45661.0,19639063.0
2000-06-27,66496,67432,64757,65172,991620,45170.0,19639063.0
2000-06-28,65574,72116,65185,69186,1925580,47919.0,19639063.0
2000-06-29,69084,71212,65886,66568,804760,46152.0,19639063.0
2000-06-30,65160,67433,63433,67703,696300,46937.0,19639063.0
2000-07-03,66644,68772,66376,67179,807680,46545.0,19639063.0
2000-07-04,67416,68474,63683,63951,897800,44286.0,19639063.0
2000-07-05,64803,64803,59466,63079,1114820,43697.0,19639063.0
2000-07-06,63316,64653,61322,61857,966240,42813.0,19639063.0
2000-07-07,62496,68101,62496,65172,1587100,45170.0,19639063.0
2000-07-10,66496,66764,62763,65172,919120,45170.0,19639063.0
2000-07-11,67364,67497,64166,64300,1241360,44482.0,19639063.0
2000-07-12,64811,66939,64811,65347,1345460,45268.0,19639063.0
2000-07-13,66177,67770,63782,68052,1201720,47134.0,19639063.0
2000-07-14,69187,78124,66524,78259,3098340,54204.0,19639063.0
2000-07-18,78046,79651,69256,72065,2327620,49883.0,19639063.0
2000-07-19,71853,71853,63864,66394,3045840,45955.0,19639063.0
2000-07-20,67828,69834,62502,62904,1475160,43599.0,19639063.0
2000-07-21,61140,63136,61140,61944,1113940,42911.0,19639063.0
2000-07-24,61531,62187,58064,60461,746100,41929.0,19639063.0
2000-07-25,57036,65025,55565,65172,740380,45170.0,19639063.0
2000-07-26,64908,66379,61175,62381,728220,43206.0,19639063.0
2000-07-27,61174,61843,59581,59851,439060,41438.0,19639063.0
2000-07-28,60878,61535,55942,61683,719420,42715.0,19639063.0
2000-07-31,58978,60704,57640,58978,301300,40849.0,19639063.0
2000-08-01,58845,63235,57775,63515,1202700,43992.0,19639063.0
2000-08-02,63298,65292,61304,65172,1536700,45170.0,19639063.0
2000-08-03,65025,65025,63298,65172,1012180,45170.0,19639063.0
2000-08-04,65025,66496,62763,65172,858300,45170.0,19639063.0
2000-08-07,63699,65025,62094,65172,938340,45170.0,19639063.0
2000-08-08,64921,67864,63730,63864,1336360,44188.0,19639063.0
2000-08-09,64248,71312,63980,71192,1796680,49294.0,19639063.0
2000-08-10,70854,72849,69249,70320,954080,48705.0,19639063.0
2000-08-11,67796,74849,66994,72065,1413560,49883.0,19639063.0
2000-08-14,71703,78501,71168,74246,1398640,51454.0,19639063.0
2000-08-16,75644,85104,72579,85239,3468360,59114.0,19639063.0
2000-08-17,81391,93258,80600,90997,4433140,63041.0,19639063.0
2000-08-18,87647,93374,80059,89252,4676920,61863.0,19639063.0
2000-08-21,86689,87625,75636,75904,6195900,52633.0,19639063.0
2000-08-22,72839,72839,64450,64998,7801300,45072.0,19639063.0
2000-08-23,66496,68892,64502,65172,6212160,45170.0,19639063.0
2000-08-24,65496,66566,60839,63515,3468800,43992.0,19639063.0
2000-08-25,61204,67868,61204,63079,4443720,43697.0,19639063.0
2000-08-28,63332,64536,62262,63079,2426920,43697.0,19639063.0
2000-08-29,63502,64171,62432,63515,1901260,43992.0,19639063.0
2000-08-30,63374,64043,63119,63253,1020980,43795.0,19639063.0
2000-08-31,63245,63512,60983,60985,1146220,42224.0,19639063.0
2000-09-01,59531,62461,59531,62206,1059900,43108.0,19639063.0
2000-09-04,62177,64706,61241,63515,1153740,43992.0,19639063.0
2000-09-05,63489,64292,61082,62032,788540,43010.0,19639063.0
2000-09-06,61188,62525,61188,61857,489540,42813.0,19639063.0
