CJ(001040),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2010-01-28,64404,66007,63273,64970,206543,1994711.0,28950819.0
2010-01-29,64121,64970,63178,63367,134145,1945495.0,28950819.0
2010-02-01,62990,63838,60821,61670,198689,1893384.0,28950819.0
2010-02-02,62612,62612,61292,61670,107478,1893384.0,28950819.0
2010-02-03,61952,63178,61858,62990,115003,1933915.0,28950819.0
2010-02-04,62990,63084,61481,61764,83402,1896279.0,28950819.0
2010-02-05,59218,60632,59218,60350,175399,1852852.0,28950819.0
2010-02-08,59972,61009,59029,59595,125204,1829692.0,28950819.0
2010-02-09,58652,60161,58086,60161,185646,1847062.0,28950819.0
2010-02-10,60349,60821,59123,60256,117081,1849957.0,28950819.0
2010-02-11,60255,61387,59972,60821,90356,1867328.0,28950819.0
2010-02-12,60255,61104,59689,61010,82124,1873118.0,28950819.0
2010-02-16,60444,61198,60255,60821,94053,1867328.0,28950819.0
2010-02-17,61009,61764,60915,61198,77486,1878908.0,28950819.0
2010-02-18,61292,61387,60255,60350,59657,1852852.0,28950819.0
2010-02-19,59972,60915,59218,59784,59254,1835482.0,28950819.0
2010-02-22,60349,62612,60161,62330,134370,1913649.0,28950819.0
2010-02-23,62330,63084,62141,62707,85395,1925229.0,28950819.0
2010-02-24,61952,64593,61858,63933,106521,1962866.0,28950819.0
2010-02-25,63555,64404,63367,64310,115709,1974446.0,28950819.0
2010-02-26,64121,64876,63744,64876,83207,1991816.0,28950819.0
2010-03-02,65064,65536,64498,64876,118085,1991816.0,28950819.0
2010-03-03,64876,65064,63744,64687,79128,1986026.0,28950819.0
2010-03-04,64215,64781,62801,64027,122865,1965761.0,28950819.0
2010-03-05,64310,64498,63273,63933,60044,1962866.0,28950819.0
2010-03-08,64027,64781,63744,64499,98951,1980236.0,28950819.0
2010-03-09,64593,64687,62518,62519,219522,1919439.0,28950819.0
2010-03-10,62612,63367,62612,63273,149121,1942600.0,28950819.0
2010-03-11,63461,63650,61198,61387,272189,1884698.0,28950819.0
2010-03-12,61481,61858,60255,61010,226033,1873118.0,28950819.0
2010-03-15,61198,61764,61009,61198,78624,1878908.0,28950819.0
2010-03-16,61575,61575,60821,61198,148902,1878908.0,28950819.0
2010-03-17,61481,64404,61481,64027,215038,1965761.0,28950819.0
2010-03-18,63555,64593,63461,64122,125461,1968656.0,28950819.0
2010-03-19,64121,64404,63744,64122,56924,1968656.0,28950819.0
2010-03-22,63744,63933,62895,62896,68827,1931020.0,28950819.0
2010-03-23,63178,63650,62330,62802,90695,1928125.0,28950819.0
2010-03-24,62612,63273,61292,62802,159285,1928125.0,28950819.0
2010-03-25,62801,64687,62424,63839,141208,1959970.0,28950819.0
2010-03-26,64027,64310,62990,63839,119122,1959970.0,28950819.0
2010-03-29,63084,63461,62047,62047,133107,1904964.0,28950819.0
2010-03-30,62330,63461,62047,63462,88854,1948390.0,28950819.0
2010-03-31,64121,65536,63461,63556,214465,1951285.0,28950819.0
2010-04-01,64121,65064,63744,64782,174748,1988921.0,28950819.0
2010-04-02,64781,64781,63084,63650,139611,1954180.0,28950819.0
2010-04-05,63933,64027,61764,62990,107891,1933915.0,28950819.0
2010-04-06,63650,64310,62141,62330,153895,1913649.0,28950819.0
2010-04-07,62330,62707,61858,62236,110901,1910754.0,28950819.0
2010-04-08,62047,62141,61198,62047,230055,1904964.0,28950819.0
2010-04-09,62047,62141,61387,61859,127991,1899174.0,28950819.0
2010-04-12,61764,62801,61669,61670,147884,1893384.0,28950819.0
2010-04-13,61858,62424,61292,61576,113691,1890488.0,28950819.0
2010-04-14,61952,62612,61764,62330,125474,1913649.0,28950819.0
2010-04-15,62330,63461,61858,63462,183559,1948390.0,28950819.0
2010-04-16,63367,63555,61575,61670,168608,1893384.0,28950819.0
2010-04-19,60821,61481,60727,61010,95655,1873118.0,28950819.0
2010-04-20,61198,61575,60821,61293,99595,1881803.0,28950819.0
2010-04-21,61387,62518,61198,62047,78774,1904964.0,28950819.0
2010-04-22,61764,62141,61387,61764,74778,1896279.0,28950819.0
2010-04-23,61858,63273,61764,62990,160153,1933915.0,28950819.0
2010-04-26,63650,64687,62990,63650,265927,1954180.0,28950819.0
2010-04-27,63933,63933,62707,62896,175109,1931020.0,28950819.0
2010-04-28,61858,62801,61575,61576,120064,1890488.0,28950819.0
2010-04-29,61764,61858,60632,61198,114373,1878908.0,28950819.0
2010-04-30,61292,61764,60821,60821,90847,1867328.0,28950819.0
2010-05-03,60349,61764,59501,60256,106673,1849957.0,28950819.0
2010-05-04,60255,60255,57520,59501,240553,1826797.0,28950819.0
2010-05-06,57615,58935,57615,58935,98825,1809426.0,28950819.0
2010-05-07,58275,59406,56389,57144,115902,1754420.0,28950819.0
2010-05-10,57238,58463,57238,58464,116147,1794951.0,28950819.0
2010-05-11,58935,59878,58275,59878,136966,1838377.0,28950819.0
2010-05-12,59878,59878,57426,57898,168454,1777580.0,28950819.0
2010-05-13,57803,59029,57803,57898,99737,1777580.0,28950819.0
2010-05-14,57520,58935,55823,55824,201293,1713888.0,28950819.0
2010-05-17,54880,55163,53560,55164,178113,1693623.0,28950819.0
2010-05-18,55163,56766,54974,56106,116257,1722574.0,28950819.0
2010-05-19,55917,57709,54786,56955,170541,1748629.0,28950819.0
2010-05-20,56483,58558,56483,57238,139554,1757315.0,28950819.0
2010-05-24,56483,57898,55634,57238,67436,1757315.0,28950819.0
2010-05-25,56577,57049,54126,56389,145142,1731259.0,28950819.0
2010-05-26,55634,56577,53843,55069,94461,1690728.0,28950819.0
2010-05-27,55069,55352,53937,54692,108014,1679148.0,28950819.0
2010-05-28,55257,56860,54314,56389,151922,1731259.0,28950819.0
2010-05-31,56955,57426,56483,57144,61018,1754420.0,28950819.0
2010-06-01,56955,57520,56577,56672,44408,1739944.0,28950819.0
2010-06-03,57426,57520,56672,57427,82889,1763105.0,28950819.0
2010-06-04,57143,58369,57143,57898,70183,1777580.0,28950819.0
2010-06-07,57238,57238,55634,56106,83565,1722574.0,28950819.0
2010-06-08,55729,56389,55446,55635,90895,1708098.0,28950819.0
2010-06-09,55823,56106,54692,55541,90711,1705203.0,28950819.0
2010-06-10,55446,56012,54880,55258,92054,1696518.0,28950819.0
2010-06-11,55823,56577,55352,56578,81590,1737049.0,28950819.0
2010-06-14,57049,57803,56860,56955,60386,1748629.0,28950819.0
2010-06-15,56955,58086,56483,57521,57594,1766215.0,28954347.0
2010-06-16,57238,57709,56860,57615,65289,1769111.0,28954347.0
2010-06-17,57332,57615,56106,57332,92870,1760424.0,28954347.0
2010-06-18,57238,57426,56672,57427,49134,1763320.0,28954347.0
2010-06-21,57426,58086,56955,57615,85478,1769111.0,28954347.0
2010-06-22,57143,57426,55917,55918,125184,1716993.0,28954347.0
2010-06-23,55729,57049,55729,56578,88165,1737261.0,28954347.0
2010-06-24,56483,57143,56106,56955,119340,1748843.0,28954347.0
2010-06-25,56672,57238,55917,56295,91813,1728575.0,28954347.0
2010-06-28,56672,56860,56012,56578,113171,1737261.0,28954347.0
2010-06-29,56860,57709,56389,56578,184890,1737261.0,28954347.0
2010-06-30,55917,56672,55540,56578,103787,1737261.0,28954347.0
2010-07-01,56200,56577,55257,55258,109593,1696725.0,28954347.0
2010-07-02,55257,55823,53749,54126,134502,1661980.0,28954347.0
2010-07-05,54031,54786,53937,54032,49761,1659084.0,28954347.0
2010-07-06,53749,55917,52900,55729,154453,1711202.0,28954347.0
2010-07-07,56106,57332,55540,57049,264379,1751738.0,28954347.0
2010-07-08,57520,57709,56483,57427,167050,1763320.0,28954347.0
2010-07-09,57709,60349,57520,60350,424570,1853078.0,28954347.0
2010-07-12,60444,62235,60444,62141,405438,1908091.0,28954347.0
2010-07-13,61952,64310,61387,63744,489992,1957314.0,28954347.0
2010-07-14,63838,66196,63744,66196,436926,2032595.0,28954347.0
2010-07-15,65913,66667,64593,65725,355413,2018118.0,28954347.0
2010-07-16,65536,66856,65064,66196,235659,2032595.0,28954347.0
2010-07-19,65724,67327,65347,67139,181079,2061550.0,28954347.0
2010-07-20,68082,70439,68082,69497,505970,2133935.0,28954347.0
2010-07-21,69496,70345,68082,70251,224360,2157099.0,28954347.0
2010-07-22,70156,72042,69685,71760,319281,2203426.0,28954347.0
2010-07-23,72136,72796,69779,72608,287140,2229485.0,28954347.0
2010-07-26,72042,72514,69119,70345,288842,2159994.0,28954347.0
2010-07-27,70345,71571,69685,70534,201833,2165785.0,28954347.0
2010-07-28,70816,70816,68742,69402,181327,2131040.0,28954347.0
2010-07-29,69307,74211,69119,71100,437300,2183158.0,28954347.0
2010-07-30,71099,72042,69402,69779,284445,2142622.0,28954347.0
2010-08-02,69779,73079,69779,72325,180978,2220798.0,28954347.0
2010-08-03,73551,73834,67987,68837,265616,2113667.0,28954347.0
2010-08-04,69779,70533,68270,69874,163007,2145517.0,28954347.0
2010-08-05,69968,73174,69968,71854,213475,2206321.0,28954347.0
2010-08-06,71193,71853,69025,69308,175838,2128145.0,28954347.0
2010-08-09,68930,69968,68459,69308,84768,2128145.0,28954347.0
2010-08-10,70156,71571,69402,71100,118994,2183158.0,28954347.0
2010-08-11,70439,71288,69779,69779,136606,2142622.0,28954347.0
2010-08-12,68365,70911,68365,69119,111494,2122354.0,28954347.0
2010-08-13,70439,71476,68742,71383,152786,2191844.0,28954347.0
2010-08-16,71571,71571,69685,70911,72528,2177367.0,28954347.0
2010-08-17,70911,75248,70816,74589,297304,2290289.0,28954347.0
2010-08-18,75437,79209,74117,78455,520070,2409002.0,28954347.0
2010-08-19,78737,80246,77511,77983,358102,2394524.0,28954347.0
2010-08-20,78266,80152,77700,79021,214207,2426374.0,28954347.0
2010-08-23,79869,84678,78737,82415,447609,2530610.0,28954347.0
2010-08-24,82415,84301,81566,81567,224308,2504551.0,28954347.0
2010-08-25,80529,82980,76380,77040,258183,2365570.0,28954347.0
2010-08-26,77323,78171,76474,77229,251261,2371361.0,28954347.0
2010-08-27,76474,82038,76474,81189,240939,2492969.0,28954347.0
2010-08-30,81849,83923,81660,83641,171293,2568251.0,28954347.0
2010-08-31,82698,84772,81283,83358,242187,2559564.0,28954347.0
2010-09-01,83923,86752,82980,86281,312591,2649323.0,28954347.0
2010-09-02,86941,92033,86941,92033,490266,2825944.0,28954347.0
2010-09-03,89864,91090,87224,87224,364649,2678277.0,28954347.0
2010-09-06,87224,88355,83923,87224,253483,2678277.0,28954347.0
2010-09-07,86281,87412,84395,86659,196524,2660904.0,28954347.0
2010-09-08,84961,86187,82509,84207,212708,2585623.0,28954347.0
2010-09-09,84772,87978,84489,87602,355544,2689859.0,28954347.0
2010-09-10,87884,88167,86092,87602,231942,2689859.0,28954347.0
2010-09-13,87601,87601,83735,84301,362669,2588519.0,28954347.0
2010-09-14,85055,85998,80246,82038,493971,2519028.0,28954347.0
2010-09-15,82320,82698,77323,79209,614125,2432165.0,28954347.0
2010-09-16,79209,80623,77700,79209,347598,2432165.0,28954347.0
2010-09-17,81000,83923,80717,83452,362976,2562460.0,28954347.0
2010-09-20,83452,83735,80434,82038,227330,2519028.0,28954347.0
2010-09-24,83169,83169,79209,82227,363947,2524819.0,28954347.0
2010-09-27,82980,86752,81189,85527,358842,2626159.0,28954347.0
2010-09-28,85809,87507,83923,86847,342216,2666695.0,28954347.0
2010-09-29,86564,87507,85338,86659,218644,2660904.0,28954347.0
2010-09-30,87130,87224,85338,86564,265888,2658009.0,28954347.0
2010-10-01,87224,89110,86564,88450,292081,2715918.0,28954347.0
2010-10-04,88355,88450,83358,84395,321639,2591414.0,28954347.0
2010-10-05,84301,84301,79774,80624,466519,2475597.0,28954347.0
2010-10-06,82038,82320,79869,80624,290422,2475597.0,28954347.0
2010-10-07,81095,82132,79114,80529,197297,2472701.0,28954347.0
2010-10-08,81000,82038,80152,80341,162956,2466910.0,28954347.0
2010-10-11,81189,81472,79397,79869,167709,2452433.0,28954347.0
2010-10-12,80623,80906,77700,79492,189578,2440851.0,28954347.0
2010-10-13,78926,79114,74494,76475,482011,2348198.0,28954347.0
2010-10-14,76568,76757,74682,75720,347469,2325034.0,28954347.0
2010-10-15,76191,78266,75908,78266,376256,2403211.0,28954347.0
2010-10-18,78926,79680,77323,77417,241848,2377152.0,28954347.0
2010-10-19,77888,78077,76663,77135,135777,2368466.0,28954347.0
2010-10-20,76851,76851,75531,76569,112594,2351093.0,28954347.0
2010-10-21,76851,76946,75625,75720,138605,2325034.0,28954347.0
2010-10-22,75720,77040,74494,74871,286068,2298975.0,28954347.0
2010-10-25,75342,76380,74777,75343,205571,2313452.0,28954347.0
2010-10-26,75814,78266,75531,78266,330681,2403211.0,28954347.0
2010-10-27,78737,80057,78360,78738,285553,2417688.0,28954347.0
2010-10-28,78831,79303,77040,78078,143331,2397420.0,28954347.0
2010-10-29,77511,77606,74777,74777,236094,2296080.0,28954347.0
2010-11-01,74588,74965,72136,73457,459247,2255544.0,28954347.0
2010-11-02,73174,74211,71665,71665,347308,2200530.0,28954347.0
2010-11-03,72042,74211,72042,72514,250263,2226589.0,28954347.0
2010-11-04,73457,74588,73362,74023,260905,2272916.0,28954347.0
2010-11-05,74211,74400,71759,71948,346998,2209217.0,28954347.0
2010-11-08,72325,72891,71948,72514,110850,2226589.0,28954347.0
2010-11-09,73174,73834,72702,73268,202068,2249753.0,28954347.0
2010-11-10,73645,77888,73551,77889,527945,2391629.0,28954347.0
2010-11-11,77606,78737,75814,75814,359487,2327929.0,28954347.0
2010-11-12,76474,77417,73268,74966,286751,2301871.0,28954347.0
2010-11-15,75248,75814,73174,73834,141072,2267125.0,28954347.0
2010-11-16,73834,74305,72136,72325,203952,2220798.0,28954347.0
2010-11-17,74494,81377,74399,80718,940111,2478492.0,28954347.0
2010-11-18,81095,83169,79492,82227,525085,2524819.0,28954347.0
2010-11-19,82132,82226,80812,81755,209128,2510342.0,28954347.0
2010-11-22,82886,83923,80246,81755,284841,2510342.0,28954347.0
2010-11-23,81943,82320,78266,79964,406531,2455329.0,28954347.0
2010-11-24,77228,79586,76851,79115,306092,2429270.0,28954347.0
2010-11-25,79680,79774,77511,78266,220248,2403211.0,28954347.0
2010-11-26,78266,79114,75248,75720,224471,2325034.0,28954347.0
2010-11-29,75248,76946,74494,74683,168176,2293184.0,28954347.0
2010-11-30,75437,76285,74494,74871,234660,2298975.0,28954347.0
2010-12-01,75342,78171,75154,78172,180703,2400315.0,28954347.0
2010-12-02,78549,79869,78077,78549,179086,2411897.0,28954347.0
2010-12-03,79209,79209,77323,77606,223613,2382943.0,28954347.0
2010-12-06,77606,81660,76851,81661,386271,2507446.0,28954347.0
2010-12-07,81660,83452,80812,82887,366966,2545087.0,28954347.0
2010-12-08,82698,82792,80340,80341,299239,2466910.0,28954347.0
2010-12-09,80152,81377,79680,81378,199287,2498760.0,28954347.0
2010-12-10,81283,82509,80340,82132,173220,2521924.0,28954347.0
2010-12-13,82132,82415,81377,82227,163231,2524819.0,28954347.0
2010-12-14,81849,82132,79963,80152,302526,2461119.0,28954347.0
2010-12-15,80152,81283,78926,80812,530579,2483006.0,28973231.0
2010-12-16,81095,82226,78831,78832,418358,2422162.0,28973231.0
2010-12-17,79020,79492,78266,78360,183967,2407675.0,28973231.0
2010-12-20,77606,78454,77040,78078,352217,2398984.0,28973231.0
2010-12-21,78831,79774,78454,78926,214848,2425059.0,28973231.0
2010-12-22,78454,79586,78454,78643,110397,2416367.0,28973231.0
2010-12-23,78737,79397,75625,76852,507993,2361318.0,28973231.0
2010-12-24,76946,77511,76191,76475,124074,2349729.0,28973231.0
2010-12-27,75248,75720,73174,73740,455836,2265707.0,28973231.0
2010-12-28,73551,75154,73551,74777,173489,2297577.0,28973231.0
2010-12-29,74777,74965,74117,74777,172572,2297577.0,28973231.0
2010-12-30,74494,76003,74211,74400,198171,2285988.0,28973231.0
2011-01-03,75154,75154,74022,74589,130912,2291783.0,28973231.0
2011-01-04,75060,75531,74777,75437,236220,2317858.0,28973231.0
2011-01-05,75720,75720,74211,74306,263895,2283091.0,28973231.0
2011-01-06,74211,75437,74211,74589,157960,2291783.0,28973231.0
2011-01-07,74588,76757,74588,76003,362028,2335242.0,28973231.0
2011-01-10,76380,76568,75154,75814,182846,2329448.0,28973231.0
2011-01-11,76003,77134,75908,76569,253636,2352626.0,28973231.0
2011-01-12,77040,77323,76285,76569,206998,2352626.0,28973231.0
2011-01-13,77134,78266,76474,77417,279399,2378702.0,28973231.0
2011-01-14,77323,77323,76380,76946,127868,2364216.0,28973231.0
2011-01-17,77134,77417,75814,76569,164623,2352626.0,28973231.0
2011-01-18,75908,76380,73645,73834,422776,2268604.0,28973231.0
2011-01-19,73834,74777,72608,73080,372365,2245425.0,28973231.0
2011-01-20,73362,74588,73079,74306,218569,2283091.0,28973231.0
2011-01-21,74305,74965,73739,73929,152078,2271501.0,28973231.0
2011-01-24,74022,74494,73362,73929,175269,2271501.0,28973231.0
2011-01-25,74305,75908,74211,74966,265874,2303372.0,28973231.0
2011-01-26,75248,75248,73362,74306,221012,2283091.0,28973231.0
2011-01-27,73645,74305,73174,73834,284152,2268604.0,28973231.0
2011-01-28,73928,74682,72136,72608,229404,2230939.0,28973231.0
2011-01-31,71759,71853,70345,71194,201178,2187479.0,28973231.0
2011-02-01,71193,71476,69496,69497,170330,2135327.0,28973231.0
2011-02-07,70250,71288,69779,70817,151147,2175890.0,28973231.0
2011-02-08,71099,71476,70062,70062,86574,2152711.0,28973231.0
2011-02-09,70722,73551,70722,72797,441211,2236733.0,28973231.0
2011-02-10,72891,74588,72891,74023,381309,2274399.0,28973231.0
2011-02-11,74305,74400,72325,74400,285199,2285988.0,28973231.0
2011-02-14,74305,74400,71476,71760,173179,2204863.0,28973231.0
2011-02-15,71382,72702,70722,71571,100225,2199068.0,28973231.0
2011-02-16,71571,73362,71382,72325,149028,2222247.0,28973231.0
2011-02-17,72136,72985,71476,72514,130166,2228041.0,28973231.0
2011-02-18,72702,74022,72136,73268,94302,2251220.0,28973231.0
2011-02-21,73551,73739,72231,73551,101340,2259912.0,28973231.0
2011-02-22,73174,73834,71382,72231,130592,2219349.0,28973231.0
2011-02-23,71571,72231,70345,71194,152257,2187479.0,28973231.0
2011-02-24,70439,71005,69402,69685,107834,2141122.0,28973231.0
2011-02-25,69402,69779,67327,69119,308436,2123738.0,28973231.0
2011-02-28,69119,69119,66950,67045,169115,2059997.0,28973231.0
2011-03-02,65913,67422,65724,67139,87010,2062894.0,28973231.0
2011-03-03,66950,68270,66573,67516,115243,2074483.0,28973231.0
2011-03-04,67799,68742,67327,68176,134733,2094765.0,28973231.0
2011-03-07,67516,68930,67516,67799,77994,2083175.0,28973231.0
2011-03-08,67987,68742,67327,67988,84201,2088970.0,28973231.0
2011-03-09,68742,69590,68176,69119,116851,2123738.0,28973231.0
2011-03-10,69402,69968,68742,68742,123907,2112149.0,28973231.0
2011-03-11,67610,69779,66479,68931,143315,2117943.0,28973231.0
2011-03-14,68553,68553,66384,67328,119591,2068689.0,28973231.0
2011-03-15,67327,67987,62518,64876,199504,1993358.0,28973231.0
2011-03-16,65064,65819,63838,64687,134643,1987564.0,28973231.0
2011-03-17,64027,64027,62801,63367,168761,1947001.0,28973231.0
2011-03-18,64121,64970,63555,64782,180062,1990461.0,28973231.0
2011-03-21,65158,66950,65064,65630,138665,2016537.0,28973231.0
2011-03-22,66007,66573,63744,64310,277294,1975974.0,28973231.0
2011-03-23,64404,65253,64310,64687,114352,1987564.0,28973231.0
2011-03-24,65536,67704,65441,67611,243796,2077381.0,28973231.0
2011-03-25,67799,69025,67233,68742,215558,2112149.0,28973231.0
2011-03-28,69213,69873,67422,68271,189378,2097662.0,28973231.0
2011-03-29,67987,68270,66101,67045,263496,2059997.0,28973231.0
2011-03-30,67044,67422,66196,67422,231916,2071586.0,28973231.0
2011-03-31,67327,69590,67327,69308,288761,2129532.0,28973231.0
2011-04-01,69590,72325,69119,71100,539561,2184582.0,28973231.0
2011-04-04,72514,76568,72136,76380,1020276,2346832.0,28973231.0
2011-04-05,76285,77228,74965,76286,295236,2343934.0,28973231.0
2011-04-06,76380,76380,74117,75814,300930,2329448.0,28973231.0
2011-04-07,76191,76191,73928,75154,227735,2309167.0,28973231.0
2011-04-08,75531,76474,74682,75437,201146,2317858.0,28973231.0
2011-04-11,74588,74965,72891,73174,388765,2248323.0,28973231.0
2011-04-12,72608,73079,71193,71477,245636,2196171.0,28973231.0
2011-04-13,71476,73645,71382,73174,215552,2248323.0,28973231.0
2011-04-14,73174,73268,71571,72325,208010,2222247.0,28973231.0
2011-04-15,72136,75437,71853,73646,260978,2262809.0,28973231.0
2011-04-18,74305,74305,71759,72325,230571,2222247.0,28973231.0
2011-04-19,71571,71948,67704,68365,603508,2100559.0,28973231.0
2011-04-20,69402,72608,69025,71665,418307,2201966.0,28973231.0
2011-04-21,71571,74777,70816,72891,367269,2239631.0,28973231.0
2011-04-22,72891,75814,72702,74683,334292,2294680.0,28973231.0
2011-04-25,76380,78171,75437,76192,535516,2341037.0,28973231.0
2011-04-26,76191,76191,73834,74117,274410,2277296.0,28973231.0
2011-04-27,74588,76663,74588,75720,265150,2326550.0,28973231.0
2011-04-28,76380,76757,73928,74211,228208,2280193.0,28973231.0
2011-04-29,74211,76380,71571,76192,299129,2341037.0,28973231.0
2011-05-02,77040,78926,76946,77512,445197,2381600.0,28973231.0
2011-05-03,77511,78926,76946,78266,261744,2404778.0,28973231.0
2011-05-04,78831,78831,76663,77417,191123,2378702.0,28973231.0
2011-05-06,76851,77323,74777,76286,174950,2343934.0,28973231.0
2011-05-09,75720,76285,74494,74494,114036,2288885.0,28973231.0
2011-05-11,74305,75154,73362,74871,160468,2300475.0,28973231.0
2011-05-12,74022,75814,72985,74871,153526,2300475.0,28973231.0
2011-05-13,74871,74871,73362,74400,93309,2285988.0,28973231.0
2011-05-16,73645,73645,72608,72797,177977,2236972.0,28976318.0
2011-05-17,72419,74022,71759,73363,105401,2254358.0,28976318.0
2011-05-18,73739,74871,73457,74211,126824,2280436.0,28976318.0
2011-05-19,74682,74682,72136,72137,121140,2216688.0,28976318.0
2011-05-20,72136,72419,70911,72325,124515,2222484.0,28976318.0
2011-05-23,72325,73268,71759,72043,110011,2213791.0,28976318.0
2011-05-24,71948,74305,71948,73174,162624,2248562.0,28976318.0
2011-05-25,73362,73928,71288,71288,110818,2190610.0,28976318.0
2011-05-26,71665,72325,69590,71760,239375,2205098.0,28976318.0
2011-05-27,71759,71853,70533,71100,132118,2184814.0,28976318.0
2011-05-30,71382,71759,69685,69968,184755,2150043.0,28976318.0
2011-05-31,70156,71665,70062,71477,149505,2196405.0,28976318.0
2011-06-01,71099,72136,71005,72043,91393,2213791.0,28976318.0
2011-06-02,70816,71288,69968,70911,102407,2179019.0,28976318.0
2011-06-03,70816,71759,70345,71665,63491,2202200.0,28976318.0
2011-06-07,71193,73457,70628,73080,153147,2245665.0,28976318.0
2011-06-08,73457,74305,72702,73268,145423,2251460.0,28976318.0
2011-06-09,73268,74588,72608,73457,140619,2257255.0,28976318.0
2011-06-10,73928,74211,71382,72420,100716,2225381.0,28976318.0
2011-06-13,71476,73268,71382,72420,67600,2225381.0,28976318.0
2011-06-14,72891,73928,72514,73080,68555,2245665.0,28976318.0
2011-06-15,73551,73739,72231,73457,105453,2257744.0,28982589.0
2011-06-16,72796,74588,72136,72891,110118,2240354.0,28982589.0
2011-06-17,73739,74022,72136,73174,120324,2249049.0,28982589.0
2011-06-20,73739,73739,70816,71288,131233,2191084.0,28982589.0
2011-06-21,71571,72325,70816,71571,80471,2199779.0,28982589.0
2011-06-22,72042,73362,71759,72137,103128,2217168.0,28982589.0
2011-06-23,73174,75720,73174,75154,488705,2309912.0,28982589.0
2011-06-24,76568,77323,75720,77135,511155,2370776.0,28982589.0
2011-06-27,76851,77700,75908,76380,125283,2347590.0,28982589.0
2011-06-28,75531,75531,65913,68837,1303967,2115729.0,28982589.0
2011-06-29,66573,69213,65536,69214,1017337,2127322.0,28982589.0
2011-06-30,68742,70156,68365,68554,347648,2107034.0,28982589.0
2011-07-01,69496,69779,68365,68648,320879,2109932.0,28982589.0
2011-07-04,69213,69307,67987,68271,242022,2098339.0,28982589.0
2011-07-05,68365,69685,68365,69497,175240,2136017.0,28982589.0
2011-07-06,69590,70062,68930,69968,152729,2150508.0,28982589.0
2011-07-07,70156,70250,69496,70062,185799,2153406.0,28982589.0
2011-07-08,70156,70156,68647,68648,239754,2109932.0,28982589.0
2011-07-11,68553,69685,68553,69119,132809,2124424.0,28982589.0
2011-07-12,69025,69779,67893,68176,178507,2095441.0,28982589.0
2011-07-13,68082,68742,67704,68176,147263,2095441.0,28982589.0
2011-07-14,68459,68647,66950,68176,192014,2095441.0,28982589.0
2011-07-15,68082,69025,67987,68648,126878,2109932.0,28982589.0
2011-07-18,68930,70911,68742,70251,341977,2159203.0,28982589.0
2011-07-19,71193,72608,70250,71665,360289,2202677.0,28982589.0
2011-07-20,72231,74117,72136,73457,335901,2257744.0,28982589.0
2011-07-21,73551,75437,71948,74871,343187,2301218.0,28982589.0
2011-07-22,75060,77983,75060,77606,476048,2385267.0,28982589.0
2011-07-25,76851,79020,76474,78078,355517,2399758.0,28982589.0
2011-07-26,77417,78454,76663,77889,283317,2393962.0,28982589.0
2011-07-27,77888,79774,76851,78738,269022,2420046.0,28982589.0
2011-07-28,77700,78831,77417,78266,85566,2405555.0,28982589.0
2011-07-29,78171,80623,77511,80152,285421,2463520.0,28982589.0
2011-08-01,80529,81095,78454,80718,224037,2480910.0,28982589.0
2011-08-02,79774,81000,78926,79586,160135,2446131.0,28982589.0
2011-08-03,77888,78549,76663,78078,130687,2399758.0,28982589.0
2011-08-04,78171,80812,77228,78738,211636,2420046.0,28982589.0
2011-08-05,75342,77794,73268,75437,261693,2318607.0,28982589.0
2011-08-08,75720,75720,68270,71005,318972,2182389.0,28982589.0
2011-08-09,68365,68836,60821,68837,347086,2115729.0,28982589.0
2011-08-10,71193,71665,67987,68082,197717,2092543.0,28982589.0
2011-08-11,66007,69685,65158,69308,129397,2130220.0,28982589.0
2011-08-12,70722,72891,69590,71854,294424,2208473.0,28982589.0
2011-08-16,72796,74965,72796,74494,181945,2289625.0,28982589.0
2011-08-17,73739,82320,73645,81849,642937,2515689.0,28982589.0
2011-08-18,81943,86752,81472,85998,624196,2643212.0,28982589.0
2011-08-19,84018,87695,82415,85433,516565,2625823.0,28982589.0
2011-08-22,85809,86752,77888,82981,242447,2550468.0,28982589.0
2011-08-23,82980,84678,78831,80718,357144,2480910.0,28982589.0
2011-08-24,80812,83452,77794,82981,214457,2550468.0,28982589.0
2011-08-25,81660,84584,79774,81567,163509,2506994.0,28982589.0
2011-08-26,81095,81189,74588,75343,369127,2315709.0,28982589.0
2011-08-29,75625,76851,73457,75909,430245,2333098.0,28982589.0
2011-08-30,76568,78831,75531,78266,244252,2405555.0,28982589.0
2011-08-31,78549,86752,78360,83924,612896,2579450.0,28982589.0
2011-09-01,83735,84678,80623,82792,440406,2544671.0,28982589.0
2011-09-02,82038,86375,81566,85527,285859,2628721.0,28982589.0
2011-09-05,84112,87224,83546,85527,242609,2628721.0,28982589.0
2011-09-06,83923,88638,83829,84867,281886,2608433.0,28982589.0
2011-09-07,84866,86092,82509,82887,252458,2547570.0,28982589.0
2011-09-08,83546,84961,81189,82038,261412,2521485.0,28982589.0
2011-09-09,82038,82886,79397,81095,159441,2492503.0,28982589.0
2011-09-14,81755,82980,78831,80435,158367,2472215.0,28982589.0
2011-09-15,82320,82509,78549,80435,210793,2472215.0,28982589.0
2011-09-16,81566,84489,80529,83170,267703,2556264.0,28982589.0
2011-09-19,82132,83169,78077,78455,199570,2411351.0,28982589.0
2011-09-20,77700,79303,76946,78078,198588,2399758.0,28982589.0
