현대중공업지주(267250),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2019-01-11,356000,357500,348500,354500,35672,5773606.0,16286617.0
2019-01-14,354000,356500,349000,355500,31651,5789892.0,16286617.0
2019-01-15,358000,359000,353500,357000,37994,5814322.0,16286617.0
2019-01-16,356500,356500,351500,355500,20553,5789892.0,16286617.0
2019-01-17,355000,364000,354000,364000,29329,5928329.0,16286617.0
2019-01-18,364000,367000,360500,365500,34901,5952759.0,16286617.0
2019-01-21,367000,369000,363000,367500,24955,5985332.0,16286617.0
2019-01-22,364000,367000,360000,362500,25502,5903899.0,16286617.0
2019-01-23,358500,363000,355500,359000,38725,5846896.0,16286617.0
2019-01-24,356500,363000,356500,362500,26537,5903899.0,16286617.0
2019-01-25,359000,366000,359000,365500,39242,5952759.0,16286617.0
2019-01-28,377000,389500,376500,379500,104090,6180771.0,16286617.0
2019-01-29,380000,382000,372000,378000,54064,6156341.0,16286617.0
2019-01-30,382000,383500,373000,375500,36367,6115625.0,16286617.0
2019-01-31,358500,367000,346000,359000,224522,5846896.0,16286617.0
2019-02-01,353500,362000,338500,349000,154259,5684029.0,16286617.0
2019-02-07,349000,351000,343000,347000,40839,5651456.0,16286617.0
2019-02-08,345000,352500,345000,350000,35252,5700316.0,16286617.0
2019-02-11,352000,357500,347500,356500,39470,5806179.0,16286617.0
2019-02-12,357500,359000,354000,356500,43794,5806179.0,16286617.0
2019-02-13,356500,357500,353500,354000,28039,5765462.0,16286617.0
2019-02-14,352000,354000,345500,350500,41836,5708459.0,16286617.0
2019-02-15,348500,351500,344500,345000,39384,5618883.0,16286617.0
2019-02-18,345000,351000,344500,350500,32956,5708459.0,16286617.0
2019-02-19,350500,351500,348000,350500,27293,5708459.0,16286617.0
2019-02-20,349000,355500,348500,354500,30836,5773606.0,16286617.0
2019-02-21,350500,358500,350000,358500,41823,5838752.0,16286617.0
2019-02-22,359000,362000,357000,361000,26899,5879469.0,16286617.0
2019-02-25,360000,361500,353500,359000,23465,5846896.0,16286617.0
2019-02-26,355000,361000,352500,359000,28006,5846896.0,16286617.0
2019-02-27,362000,365000,356500,364000,22769,5928329.0,16286617.0
2019-02-28,364500,365000,359500,361000,29161,5879469.0,16286617.0
2019-03-04,357000,363000,354000,354000,34212,5765462.0,16286617.0
2019-03-05,352000,358500,350000,358500,28738,5838752.0,16286617.0
2019-03-06,359000,359000,353000,353500,19525,5757319.0,16286617.0
2019-03-07,355000,357000,353000,355000,17123,5781749.0,16286617.0
2019-03-08,353000,355000,346500,347000,21559,5651456.0,16286617.0
2019-03-11,344500,348000,342000,346000,21421,5635169.0,16286617.0
2019-03-12,349000,351500,346500,349000,26133,5684029.0,16286617.0
2019-03-13,349000,350000,345000,347500,15148,5659599.0,16286617.0
2019-03-14,350000,350000,345000,348500,33677,5675886.0,16286617.0
2019-03-15,346500,355000,346500,351000,32416,5716603.0,16286617.0
2019-03-18,354500,354500,348000,352500,12742,5741032.0,16286617.0
2019-03-19,352500,354000,349000,351000,17087,5716603.0,16286617.0
2019-03-20,348000,352500,347000,352000,21167,5732889.0,16286617.0
2019-03-21,350000,351500,344000,345000,33082,5618883.0,16286617.0
2019-03-22,345000,347500,339000,340000,32312,5537450.0,16286617.0
2019-03-25,338500,339000,330000,332000,30924,5407157.0,16286617.0
2019-03-26,334000,336500,332500,336500,21623,5480447.0,16286617.0
2019-03-27,336500,336500,329000,331000,28137,5390870.0,16286617.0
2019-03-28,329000,332500,327500,332000,22932,5407157.0,16286617.0
2019-03-29,335500,335500,331500,333000,27148,5423443.0,16286617.0
2019-04-01,333000,340000,330000,339500,24436,5529306.0,16286617.0
2019-04-02,340500,342500,338000,342000,21286,5570023.0,16286617.0
2019-04-03,339500,343500,338000,343500,17608,5594453.0,16286617.0
2019-04-04,344500,344500,339000,341500,18370,5561880.0,16286617.0
2019-04-05,341000,343000,338000,342000,16124,5570023.0,16286617.0
2019-04-08,342500,343000,338500,340500,25758,5545593.0,16286617.0
2019-04-09,340000,342500,337500,338000,26026,5504877.0,16286617.0
2019-04-10,337500,342000,337500,341000,34642,5553736.0,16286617.0
2019-04-11,341000,344000,338500,342000,21062,5570023.0,16286617.0
2019-04-12,343000,343000,338000,339500,21447,5529306.0,16286617.0
2019-04-15,340500,348000,339500,346000,29263,5635169.0,16286617.0
2019-04-16,344000,348500,342000,347500,24654,5659599.0,16286617.0
2019-04-17,345000,348500,344000,346500,16403,5643313.0,16286617.0
2019-04-18,345000,347000,342500,343500,17350,5594453.0,16286617.0
2019-04-19,342500,347000,342500,343000,13123,5586310.0,16286617.0
2019-04-22,342500,345000,339000,340500,17888,5545593.0,16286617.0
2019-04-23,340500,347000,340500,345000,18505,5618883.0,16286617.0
2019-04-24,348000,348000,340500,341000,23659,5553736.0,16286617.0
2019-04-25,341000,343000,338500,339000,11526,5521163.0,16286617.0
2019-04-26,339000,341500,334500,337500,15864,5496733.0,16286617.0
2019-04-29,338500,341500,336500,341500,12451,5561880.0,16286617.0
2019-04-30,342000,343500,337500,342000,15208,5570023.0,16286617.0
2019-05-02,339000,342500,336500,340500,23914,5545593.0,16286617.0
2019-05-03,339000,339500,331000,331000,40723,5390870.0,16286617.0
2019-05-07,330000,330500,317500,318000,56121,5179144.0,16286617.0
2019-05-08,317500,317500,310500,313000,58812,5097711.0,16286617.0
2019-05-09,313500,315000,302000,302000,50705,4918558.0,16286617.0
2019-05-10,302000,312000,301500,310000,50777,5048851.0,16286617.0
2019-05-13,307000,311500,304500,307500,22634,5008135.0,16286617.0
2019-05-14,301500,309500,301000,307000,25877,4999991.0,16286617.0
2019-05-15,305500,314000,305000,312000,32970,5081425.0,16286617.0
2019-05-16,309000,312500,308000,308000,26908,5016278.0,16286617.0
2019-05-17,313500,314500,307500,311500,27593,5073281.0,16286617.0
2019-05-20,313500,314500,308000,309000,15769,5032565.0,16286617.0
2019-05-21,307500,310500,304500,305500,31719,4975561.0,16286617.0
2019-05-22,304000,309000,301500,306000,28182,4983705.0,16286617.0
2019-05-23,306000,313500,303000,311500,29873,5073281.0,16286617.0
2019-05-24,310500,311000,307000,308000,15774,5016278.0,16286617.0
2019-05-27,307500,310500,305000,306500,9941,4991848.0,16286617.0
2019-05-28,307000,318000,305500,314500,56879,5122141.0,16286617.0
2019-05-29,317000,317500,304500,307000,36152,4999991.0,16286617.0
2019-05-30,307500,308500,303500,308000,30386,5016278.0,16286617.0
2019-05-31,305500,316500,305500,316000,29782,5146571.0,16286617.0
2019-06-03,310000,318500,310000,317000,32765,5162858.0,16286617.0
2019-06-04,314000,314500,309500,310000,25957,5048851.0,16286617.0
2019-06-05,311500,312000,308500,309000,18992,5032565.0,16286617.0
2019-06-07,309500,311000,306000,309500,18407,5040708.0,16286617.0
2019-06-10,311500,313000,309000,312000,22685,5081425.0,16286617.0
2019-06-11,309500,314000,309500,312000,21169,5081425.0,16286617.0
2019-06-12,310500,319000,310500,314000,20281,5113998.0,16286617.0
2019-06-13,313500,318500,311000,318500,38583,5187288.0,16286617.0
2019-06-14,318000,320000,313500,319000,37463,5195431.0,16286617.0
2019-06-17,320000,322500,314500,321000,45842,5228004.0,16286617.0
2019-06-18,321000,337500,320500,331500,101968,5399014.0,16286617.0
2019-06-19,331000,335500,327000,329500,27925,5366440.0,16286617.0
2019-06-20,329500,331500,325000,325500,17878,5301294.0,16286617.0
2019-06-21,325500,331000,318500,318500,71828,5187288.0,16286617.0
2019-06-24,321000,332500,319000,330000,35243,5374584.0,16286617.0
2019-06-25,329500,332500,326000,326000,19944,5309437.0,16286617.0
2019-06-26,324000,328000,322500,323000,18499,5260577.0,16286617.0
2019-06-27,323500,325500,320000,322000,19075,5244291.0,16286617.0
2019-06-28,319500,327000,319500,324000,20816,5276864.0,16286617.0
2019-07-01,326000,328000,324500,325000,16841,5293151.0,16286617.0
2019-07-02,323500,328500,322000,325500,19847,5301294.0,16286617.0
2019-07-03,326500,329000,322000,322000,12912,5244291.0,16286617.0
2019-07-04,325000,338500,321500,337000,42022,5488590.0,16286617.0
2019-07-05,338000,338000,332000,334000,17358,5439730.0,16286617.0
2019-07-08,334000,334000,324500,324500,16018,5285007.0,16286617.0
2019-07-09,320500,329500,320500,325500,23211,5301294.0,16286617.0
2019-07-10,324500,329500,322000,328500,18036,5350154.0,16286617.0
2019-07-11,325000,336500,325000,336000,26905,5472303.0,16286617.0
2019-07-12,332000,339500,331000,337000,19459,5488590.0,16286617.0
2019-07-15,334500,337000,333500,334000,12743,5439730.0,16286617.0
2019-07-16,335000,336000,331000,333500,11632,5431587.0,16286617.0
2019-07-17,334000,334500,328500,331000,8874,5390870.0,16286617.0
2019-07-18,328000,331500,327000,329000,14441,5358297.0,16286617.0
2019-07-19,328000,336000,328000,331000,15401,5390870.0,16286617.0
2019-07-22,329500,336000,328000,333000,16046,5423443.0,16286617.0
2019-07-23,335000,338500,331500,336500,22048,5480447.0,16286617.0
2019-07-24,333500,339000,333000,337000,14959,5488590.0,16286617.0
2019-07-25,338000,338000,319000,322500,52695,5252434.0,16286617.0
2019-07-26,321000,326500,318000,323000,18539,5260577.0,16286617.0
2019-07-29,323500,327000,315500,323500,21322,5268721.0,16286617.0
2019-07-30,326000,326000,319500,319500,16086,5203574.0,16286617.0
2019-07-31,320000,327500,318000,326000,24209,5309437.0,16286617.0
2019-08-01,322500,326000,318000,318500,19645,5187288.0,16286617.0
2019-08-02,315000,318000,312500,314500,21263,5122141.0,16286617.0
2019-08-05,312000,316500,310000,312000,32504,5081425.0,16286617.0
2019-08-06,302000,312500,301500,307000,36738,4999991.0,16286617.0
2019-08-07,305000,308000,302000,302000,32637,4918558.0,16286617.0
2019-08-08,306500,309000,302000,305500,27115,4975561.0,16286617.0
2019-08-09,306000,312000,303500,309000,17029,5032565.0,16286617.0
2019-08-12,306000,308500,305500,305500,10119,4975561.0,16286617.0
2019-08-13,303500,305500,301000,301500,18658,4910415.0,16286617.0
2019-08-14,302000,305000,300000,301500,29965,4910415.0,16286617.0
2019-08-16,297000,300000,294000,299500,21525,4877842.0,16286617.0
2019-08-19,300000,314000,299500,312500,27872,5089568.0,16286617.0
2019-08-20,308500,322000,307500,316500,29431,5154714.0,16286617.0
2019-08-21,314000,322500,314000,319500,26824,5203574.0,16286617.0
2019-08-22,317500,322500,316000,317500,28737,5171001.0,16286617.0
2019-08-23,317500,325500,315500,322500,25508,5252434.0,16286617.0
2019-08-26,317000,324500,314000,322500,23559,5252434.0,16286617.0
2019-08-27,323000,327000,320500,327000,33847,5325724.0,16286617.0
2019-08-28,327500,327500,318000,320500,20614,5219861.0,16286617.0
2019-08-29,320500,324000,318000,319500,14909,5203574.0,16286617.0
2019-08-30,324500,333500,320000,331500,34847,5399014.0,16286617.0
2019-09-02,332500,332500,327500,328000,12684,5342010.0,16286617.0
2019-09-03,326000,331500,325500,328000,13745,5342010.0,16286617.0
2019-09-04,325000,333000,325000,331500,17925,5399014.0,16286617.0
2019-09-05,330000,334000,328500,330000,23038,5374584.0,16286617.0
2019-09-06,329000,336500,329000,335000,23511,5456017.0,16286617.0
2019-09-09,335000,339500,333500,338000,23960,5504877.0,16286617.0
2019-09-10,338000,346000,336500,343500,31238,5594453.0,16286617.0
2019-09-11,350000,350000,344500,349000,39397,5684029.0,16286617.0
2019-09-16,356000,360000,352500,355500,58689,5789892.0,16286617.0
2019-09-17,351500,359500,351500,358000,30113,5830609.0,16286617.0
2019-09-18,356000,359000,352500,354500,27147,5773606.0,16286617.0
2019-09-19,351000,357000,351000,356000,22613,5798036.0,16286617.0
2019-09-20,353500,361000,351500,361000,39397,5879469.0,16286617.0
2019-09-23,361000,362000,354000,356000,20149,5798036.0,16286617.0
2019-09-24,355000,358000,352000,355000,24635,5781749.0,16286617.0
2019-09-25,357500,359000,351000,351000,21268,5716603.0,16286617.0
2019-09-26,350000,355500,347000,352000,22800,5732889.0,16286617.0
2019-09-27,356000,356000,346000,346000,12489,5635169.0,16286617.0
2019-09-30,345500,349500,343500,349500,13594,,
2019-10-01,348000,353000,346000,348000,17842,,
2019-10-02,346000,348500,342500,343000,13907,,
2019-10-04,343000,345000,341000,341500,17162,,
2019-10-07,338000,342500,338000,339500,18379,,
