유유제약(000220),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2014-09-26,9650,9850,9480,9850,96709,58951.0,5984918.0
2014-09-29,9860,9970,9160,9270,126409,55480.0,5984918.0
2014-09-30,9270,9480,9150,9220,99178,55181.0,5984918.0
2014-10-01,9270,9400,8810,8890,143930,53206.0,5984918.0
2014-10-02,8830,9140,8700,9000,84726,53864.0,5984918.0
2014-10-06,9000,9150,8650,8880,67442,53146.0,5984918.0
2014-10-07,8880,9410,8880,9200,207484,55061.0,5984918.0
2014-10-08,9250,9250,9000,9050,88108,54164.0,5984918.0
2014-10-10,9050,9400,8850,8850,159990,52967.0,5984918.0
2014-10-13,8710,8910,8200,8240,159844,49316.0,5984918.0
2014-10-14,8170,8560,8170,8390,70822,50213.0,5984918.0
2014-10-15,8410,8900,8410,8790,104051,52607.0,5984918.0
2014-10-16,8720,8950,8530,8800,88654,52667.0,5984918.0
2014-10-17,9050,9340,8630,8640,176207,51710.0,5984918.0
2014-10-20,8710,8950,8650,8900,73481,53266.0,5984918.0
2014-10-21,9000,9700,8780,9080,324714,54343.0,5984918.0
2014-10-22,9080,9120,8940,8950,79628,53565.0,5984918.0
2014-10-23,9070,9070,8460,8630,86415,51650.0,5984918.0
2014-10-24,8610,8850,8500,8590,61628,51410.0,5984918.0
2014-10-27,8510,8700,8280,8300,61973,49675.0,5984918.0
2014-10-28,8400,8580,8300,8430,49854,50453.0,5984918.0
2014-10-29,8440,8500,8310,8310,51780,49735.0,5984918.0
2014-10-30,8370,8480,7910,7970,104213,47700.0,5984918.0
2014-10-31,8010,8180,7850,8020,48250,47999.0,5984918.0
2014-11-03,7920,8000,7660,7700,47513,46084.0,5984918.0
2014-11-04,7760,7850,7500,7620,48344,45605.0,5984918.0
2014-11-05,7600,7860,7510,7600,55498,45485.0,5984918.0
2014-11-06,7600,7700,7370,7510,67732,44947.0,5984918.0
2014-11-07,7500,7850,7500,7790,36226,46623.0,5984918.0
2014-11-10,7790,7870,7690,7840,31912,46922.0,5984918.0
2014-11-11,7900,7900,7720,7840,24570,46922.0,5984918.0
2014-11-12,7880,7880,7700,7860,39045,47041.0,5984918.0
2014-11-13,7820,8140,7750,8100,59314,48478.0,5984918.0
2014-11-14,8100,8300,7950,7960,26650,47640.0,5984918.0
2014-11-17,7980,8060,7710,7720,55740,46204.0,5984918.0
2014-11-18,7710,7900,7710,7860,22366,47041.0,5984918.0
2014-11-19,7860,8180,7860,8100,32383,48478.0,5984918.0
2014-11-20,8160,8270,8050,8200,48881,49076.0,5984918.0
2014-11-21,8200,8300,8100,8200,44138,49076.0,5984918.0
2014-11-24,8220,8240,7980,7980,30931,47760.0,5984918.0
2014-11-25,8070,8370,8000,8300,60496,49675.0,5984918.0
2014-11-26,8450,8450,8270,8310,27101,49735.0,5984918.0
2014-11-27,8240,8300,8170,8240,19928,49316.0,5984918.0
2014-11-28,8160,8240,8110,8110,17298,48538.0,5984918.0
2014-12-01,8110,8250,7900,7900,37459,47281.0,5984918.0
2014-12-02,7900,8320,7900,8320,33231,49795.0,5984918.0
2014-12-03,8250,8410,8200,8270,15189,49495.0,5984918.0
2014-12-04,8250,8310,8100,8250,17961,49376.0,5984918.0
2014-12-05,8160,8350,8160,8270,29401,49495.0,5984918.0
2014-12-08,8220,8290,8190,8200,11707,49076.0,5984918.0
2014-12-09,8250,8270,8000,8000,19358,47879.0,5984918.0
2014-12-10,8130,8130,7940,7970,19341,47700.0,5984918.0
2014-12-11,7850,7960,7600,7600,44698,45485.0,5984918.0
2014-12-12,7930,8140,7600,7710,56867,46144.0,5984918.0
2014-12-15,7550,7830,7550,7830,18819,46862.0,5984918.0
2014-12-16,7830,7940,7700,7760,42659,46443.0,5984918.0
2014-12-17,7700,7850,7620,7620,28845,45605.0,5984918.0
2014-12-18,7620,7750,7210,7380,38990,44169.0,5984918.0
2014-12-19,7450,7560,7370,7370,16254,44109.0,5984918.0
2014-12-22,7370,7600,7340,7580,19517,45366.0,5984918.0
2014-12-23,7610,7620,7520,7580,13906,45366.0,5984918.0
2014-12-24,7630,7650,7550,7590,9232,45426.0,5984918.0
2014-12-26,7530,7650,7520,7650,21048,45785.0,5984918.0
2014-12-29,7650,7770,7610,7680,14764,45964.0,5984918.0
2014-12-30,7680,7760,7630,7650,11099,45785.0,5984918.0
2015-01-02,7650,7660,7510,7630,17751,45665.0,5984918.0
2015-01-05,7630,7700,7550,7660,17130,45844.0,5984918.0
2015-01-06,7590,7680,7590,7630,17889,45665.0,5984918.0
2015-01-07,7640,7660,7520,7590,22251,45426.0,5984918.0
2015-01-08,7590,7600,7520,7570,14755,45306.0,5984918.0
2015-01-09,7570,7640,7530,7620,30727,45605.0,5984918.0
2015-01-12,7630,8170,7620,8080,62740,48358.0,5984918.0
2015-01-13,8150,8380,7860,7860,49799,47041.0,5984918.0
2015-01-14,7910,8260,7910,7990,83535,47819.0,5984918.0
2015-01-15,8070,8290,7970,8210,52806,49136.0,5984918.0
2015-01-16,8170,8230,7950,8060,33246,48238.0,5984918.0
2015-01-19,8060,8280,8020,8160,51253,48837.0,5984918.0
2015-01-20,8250,8660,8180,8410,108585,50333.0,5984918.0
2015-01-21,8520,9460,8250,9100,383500,54463.0,5984918.0
2015-01-22,9010,9070,8730,8730,117786,52248.0,5984918.0
2015-01-23,8660,9140,8660,8830,188790,52847.0,5984918.0
2015-01-26,8760,9350,8750,8890,139125,53206.0,5984918.0
2015-01-27,9080,9110,8720,8770,70069,52488.0,5984918.0
2015-01-28,8700,8880,8600,8760,62961,52428.0,5984918.0
2015-01-29,8750,8990,8710,8840,43600,52907.0,5984918.0
2015-01-30,8830,8900,8650,8800,40247,52667.0,5984918.0
2015-02-02,8800,9080,8720,8780,109734,52548.0,5984918.0
2015-02-03,8800,9060,8780,8780,86405,52548.0,5984918.0
2015-02-04,8900,8920,8580,8830,36852,52847.0,5984918.0
2015-02-05,8850,9360,8850,9350,209817,55959.0,5984918.0
2015-02-06,9400,10100,9400,9660,401314,57814.0,5984918.0
2015-02-09,9660,9800,9420,9640,88408,57695.0,5984918.0
2015-02-10,9460,9640,9070,9280,70502,55540.0,5984918.0
2015-02-11,9320,9390,9150,9330,37339,55839.0,5984918.0
2015-02-12,9330,9430,9140,9150,26648,54762.0,5984918.0
2015-02-13,9260,9380,9010,9090,38876,54403.0,5984918.0
2015-02-16,9200,9730,9110,9500,69849,56857.0,5984918.0
2015-02-17,9590,9980,9400,9580,55058,57336.0,5984918.0
2015-02-23,9600,9690,9410,9520,30842,56976.0,5984918.0
2015-02-24,9560,9570,9400,9440,52213,56498.0,5984918.0
2015-02-25,9450,9530,9260,9280,45483,55540.0,5984918.0
2015-02-26,9270,9330,9120,9200,39740,55061.0,5984918.0
2015-02-27,9230,9440,9180,9400,25764,56258.0,5984918.0
2015-03-02,9480,9520,9170,9170,32500,54882.0,5984918.0
2015-03-03,9100,9330,9100,9140,43955,54702.0,5984918.0
2015-03-04,9150,9270,9100,9210,34270,55121.0,5984918.0
2015-03-05,9250,9290,9180,9200,23304,55061.0,5984918.0
2015-03-06,9160,9390,9150,9220,27698,55181.0,5984918.0
2015-03-09,9220,9310,9170,9200,32872,55061.0,5984918.0
2015-03-10,9200,9250,8900,8900,65068,53266.0,5984918.0
2015-03-11,8850,9030,8820,8960,15987,53625.0,5984918.0
2015-03-12,9080,9150,8920,9080,16622,54343.0,5984918.0
2015-03-13,9100,9190,9030,9120,25458,54582.0,5984918.0
2015-03-16,9260,9870,9220,9580,161542,57336.0,5984918.0
2015-03-17,9510,9580,9300,9350,76588,55959.0,5984918.0
2015-03-18,9370,9440,9190,9240,109263,55301.0,5984918.0
2015-03-19,9280,9530,9230,9530,53275,57036.0,5984918.0
2015-03-20,9540,10200,9540,9830,261434,58832.0,5984918.0
2015-03-23,10000,10050,9750,9890,94908,59191.0,5984918.0
2015-03-24,9890,10400,9790,10100,82946,60448.0,5984918.0
2015-03-25,10100,10200,9970,10050,55000,60148.0,5984918.0
2015-03-26,10000,10050,9750,9820,53228,58772.0,5984918.0
2015-03-27,9890,9890,9650,9860,33756,59011.0,5984918.0
2015-03-30,9720,10100,9600,10100,29438,60448.0,5984918.0
2015-03-31,10250,10500,9950,10050,112042,60148.0,5984918.0
2015-04-01,10000,10650,9900,10600,171914,63440.0,5984918.0
2015-04-02,10750,11400,10350,10600,240578,63440.0,5984918.0
2015-04-03,10750,10850,10350,10450,105531,62542.0,5984918.0
2015-04-06,10450,10600,10300,10400,33380,62243.0,5984918.0
2015-04-07,10500,10750,10100,10700,73513,64039.0,5984918.0
2015-04-08,10650,11050,10400,10400,96602,62243.0,5984918.0
2015-04-09,10600,11500,10500,11100,183565,66433.0,5984918.0
2015-04-10,11150,11500,11000,11250,166737,67330.0,5984918.0
2015-04-13,11400,11400,10850,11050,128382,66133.0,5984918.0
2015-04-14,10850,11050,10450,10550,101040,63141.0,5984918.0
2015-04-15,10500,10900,10450,10800,44236,64637.0,5984918.0
2015-04-16,10950,11150,10600,10700,79339,64039.0,5984918.0
2015-04-17,11150,11650,11050,11550,277009,69126.0,5984918.0
2015-04-20,11350,13250,11300,13250,635494,79300.0,5984918.0
2015-04-21,13600,13600,12700,13100,383211,78402.0,5984918.0
2015-04-22,13000,13350,11350,11850,468860,72285.0,6100019.0
2015-04-23,12150,12250,10900,11100,278863,67710.0,6100019.0
2015-04-24,11200,11300,10550,10800,244508,65880.0,6100019.0
2015-04-27,11150,11650,10850,11450,210620,69845.0,6100019.0
2015-04-28,11750,12150,11350,11450,196196,69845.0,6100019.0
2015-04-29,11450,11550,10950,11100,145051,67710.0,6100019.0
2015-04-30,11650,12150,10600,10950,440522,66795.0,6100019.0
2015-05-04,11400,12550,11050,11800,905041,71980.0,6100019.0
2015-05-06,11700,13550,11350,12100,1789963,73810.0,6100019.0
2015-05-07,11600,13650,11600,12450,1302551,75945.0,6100019.0
2015-05-08,12950,13100,12150,12550,525897,76555.0,6100019.0
2015-05-11,12450,13100,12150,12650,567671,77165.0,6100019.0
2015-05-12,12600,14500,12600,14500,2098172,88450.0,6100019.0
2015-05-13,14950,15600,14350,14900,1367958,90890.0,6100019.0
2015-05-14,15200,15650,14050,14300,880533,87230.0,6100019.0
2015-05-15,14500,14600,13750,14300,702846,87230.0,6100019.0
2015-05-18,14050,14100,12600,13100,676760,79910.0,6100019.0
2015-05-19,13050,13400,12750,13050,402781,79605.0,6100019.0
2015-05-20,13100,13500,12600,12850,639720,78385.0,6100019.0
2015-05-21,13000,13350,12700,13150,411072,80215.0,6100019.0
2015-05-22,13150,13650,12800,12900,567225,78690.0,6100019.0
2015-05-26,12900,13200,12000,12100,438180,73810.0,6100019.0
2015-05-27,12000,12500,11850,12050,313001,73505.0,6100019.0
2015-05-28,12300,12500,12150,12300,162511,75030.0,6100019.0
2015-05-29,12250,12350,11400,11650,402972,71065.0,6100019.0
2015-06-01,11750,12150,11250,12050,207102,73505.0,6100019.0
2015-06-02,12250,13750,12150,13400,734829,81740.0,6100019.0
2015-06-03,13400,13600,11850,11900,369924,72590.0,6100019.0
2015-06-04,12100,12300,11850,11950,146394,72895.0,6100019.0
2015-06-05,12200,13200,11950,12600,326707,76860.0,6100019.0
2015-06-08,12450,12950,12150,12150,141821,74115.0,6100019.0
2015-06-09,12200,12350,11750,12000,119995,73200.0,6100019.0
2015-06-10,12050,12300,11750,11900,69040,72590.0,6100019.0
2015-06-11,12000,12150,11650,12000,86166,73200.0,6100019.0
2015-06-12,12000,12100,11650,11850,120104,72285.0,6100019.0
2015-06-15,11650,11950,10800,10900,130156,66490.0,6100019.0
2015-06-16,10900,11400,10750,11200,95234,68320.0,6100019.0
2015-06-17,11200,11750,11100,11550,88922,70455.0,6100019.0
2015-06-18,11600,11750,11200,11350,67135,69235.0,6100019.0
2015-06-19,11350,12450,11200,12350,167695,75335.0,6100019.0
2015-06-22,12500,13050,12400,12600,180889,76860.0,6100019.0
2015-06-23,12450,12850,12350,12750,53800,77775.0,6100019.0
2015-06-24,13000,14900,12750,14900,659610,90890.0,6100019.0
2015-06-25,14900,18400,14450,16950,1197092,103395.0,6100019.0
2015-06-26,16800,18650,15650,16550,844290,100955.0,6100019.0
2015-06-29,15850,16800,15350,16650,417247,101565.0,6100019.0
2015-06-30,17100,18700,16050,18000,536236,109800.0,6100019.0
2015-07-01,17900,19100,17650,18000,284995,109800.0,6100019.0
2015-07-02,18600,18850,17700,18100,255029,110410.0,6100019.0
2015-07-03,18350,19500,18100,18550,326447,113155.0,6100019.0
2015-07-06,18600,22650,17800,21200,905096,129320.0,6100019.0
2015-07-07,22100,23000,17100,17550,792367,107055.0,6100019.0
2015-07-08,17900,18100,15400,16900,485662,103090.0,6100019.0
2015-07-09,16350,18400,16150,17600,328091,107360.0,6100019.0
2015-07-10,17850,19200,17100,18300,310882,111630.0,6100019.0
2015-07-13,18250,22000,18250,21700,462187,132370.0,6100019.0
2015-07-14,23000,23500,20800,21500,334061,131150.0,6100019.0
2015-07-15,21950,22650,20200,21400,504110,130540.0,6100019.0
2015-07-16,20900,21800,20250,20300,317462,123830.0,6100019.0
2015-07-17,20550,21100,19300,19500,245146,118950.0,6100019.0
2015-07-20,19400,20200,19000,19900,157376,121390.0,6100019.0
2015-07-21,20200,21650,19750,21350,275595,130235.0,6100019.0
2015-07-22,21000,21550,20450,20450,174202,124745.0,6100019.0
2015-07-23,20950,20950,19400,19650,413175,119865.0,6100019.0
2015-07-24,20300,22050,19950,20800,808760,126880.0,6100019.0
2015-07-27,20850,20900,17900,17900,481291,109190.0,6100019.0
2015-07-28,17200,18250,16650,17500,237799,106750.0,6100019.0
2015-07-29,17900,18100,15750,15800,201475,96380.0,6100019.0
2015-07-30,15600,16400,15000,15600,227531,95160.0,6100019.0
2015-07-31,15250,16550,15200,16550,113046,100955.0,6100019.0
2015-08-03,16600,16900,15550,15700,103524,95770.0,6100019.0
2015-08-04,15650,16450,15350,16250,101950,99125.0,6100019.0
2015-08-05,16350,17400,15900,16850,106663,102785.0,6100019.0
2015-08-06,17100,17250,16550,17000,69020,103700.0,6100019.0
2015-08-07,16750,17100,16450,16700,89394,101870.0,6100019.0
2015-08-10,16600,21400,16600,19150,1180171,116815.0,6100019.0
2015-08-11,17950,18250,16200,16300,573210,99430.0,6100019.0
2015-08-12,16500,19450,16500,17000,926534,103700.0,6100019.0
2015-08-13,17000,17900,16500,17050,252379,104005.0,6100019.0
2015-08-17,17500,17800,16000,16000,210266,97600.0,6100019.0
2015-08-18,15900,16250,14650,14900,278800,90890.0,6100019.0
2015-08-19,14400,14700,13700,14000,162536,85400.0,6100019.0
2015-08-20,14000,14900,13800,13800,110582,84180.0,6100019.0
2015-08-21,13000,13600,12500,12800,201432,78080.0,6100019.0
2015-08-24,12450,13950,12450,13100,171656,79910.0,6100019.0
2015-08-25,13800,14200,13000,13950,182578,85095.0,6100019.0
2015-08-26,13950,14550,13700,14400,126185,87840.0,6100019.0
2015-08-27,14700,14950,14150,14350,120655,87535.0,6100019.0
2015-08-28,14700,15100,14350,14600,103211,89060.0,6100019.0
2015-08-31,14700,14850,14200,14350,69087,87535.0,6100019.0
2015-09-01,14300,14550,14000,14000,53334,85400.0,6100019.0
2015-09-02,13500,14250,13300,14250,127680,86925.0,6100019.0
2015-09-03,14400,15600,14250,15000,206000,91500.0,6100019.0
2015-09-04,15100,15200,14150,14300,146303,87230.0,6100019.0
2015-09-07,14050,14350,13500,13900,88197,84790.0,6100019.0
2015-09-08,13900,14350,13550,13650,70839,83265.0,6100019.0
2015-09-09,13800,14250,13800,14250,105892,86925.0,6100019.0
2015-09-10,14100,15300,13950,14800,125637,90280.0,6100019.0
2015-09-11,14500,15350,14300,15100,132949,92110.0,6100019.0
2015-09-14,15300,15350,14900,15200,53323,92720.0,6100019.0
2015-09-15,15200,15250,14800,14950,43020,91195.0,6100019.0
2015-09-16,15250,15250,14900,15000,46794,91500.0,6100019.0
2015-09-17,15000,15150,14550,14900,65282,90890.0,6100019.0
2015-09-18,14950,15750,14850,15500,107229,94550.0,6100019.0
2015-09-21,15200,15600,15050,15600,59336,95160.0,6100019.0
2015-09-22,15550,17100,15300,16700,428618,101870.0,6100019.0
2015-09-23,16500,16800,16000,16350,111715,99735.0,6100019.0
2015-09-24,16350,17000,16100,16650,124503,101565.0,6100019.0
2015-09-25,17150,17300,16450,16450,143613,100345.0,6100019.0
2015-09-30,15250,15450,14400,14450,312977,88145.0,6100019.0
2015-10-01,14550,14700,14250,14450,119712,88145.0,6100019.0
2015-10-02,14450,14550,13700,13800,217800,84180.0,6100019.0
2015-10-05,13950,14300,13800,13900,91839,84790.0,6100019.0
2015-10-06,14000,14150,13400,13400,99864,81740.0,6100019.0
2015-10-07,13550,13550,12700,13000,156321,79300.0,6100019.0
2015-10-08,13100,13300,12700,12750,64714,77775.0,6100019.0
2015-10-12,12850,13300,12800,13050,71473,79605.0,6100019.0
2015-10-13,13150,13150,12750,13050,49697,79605.0,6100019.0
2015-10-14,13050,13550,13000,13550,59025,82655.0,6100019.0
2015-10-15,13550,13800,13450,13750,83466,83875.0,6100019.0
2015-10-16,13750,13950,13600,13900,49935,84790.0,6100019.0
2015-10-19,13800,13950,13500,13550,42975,82655.0,6100019.0
2015-10-20,13800,13900,13300,13900,45065,84790.0,6100019.0
2015-10-21,13800,13950,13500,13500,49387,82350.0,6100019.0
2015-10-22,13350,13650,13000,13000,46435,79300.0,6100019.0
2015-10-23,13000,13450,12900,13100,38578,79910.0,6100019.0
2015-10-26,13150,13400,12850,13000,41722,79300.0,6100019.0
2015-10-27,12950,13150,12750,13100,39467,79910.0,6100019.0
2015-10-28,13100,13100,12300,12300,178347,75030.0,6100019.0
2015-10-29,12300,12600,12200,12300,71468,75030.0,6100019.0
2015-10-30,12350,12400,11750,11850,76982,72285.0,6100019.0
2015-11-02,11850,12100,11350,11500,86290,70150.0,6100019.0
2015-11-03,11550,12050,11450,11950,57463,72895.0,6100019.0
2015-11-04,11900,12400,11700,12400,37484,75640.0,6100019.0
2015-11-05,12350,12500,12200,12400,70529,75640.0,6100019.0
2015-11-06,12800,12900,12550,12650,96219,77165.0,6100019.0
2015-11-09,12550,12600,11900,11900,59058,72590.0,6100019.0
2015-11-10,11600,11900,11200,11700,61321,71370.0,6100019.0
2015-11-11,11900,12200,11700,12000,36104,73200.0,6100019.0
2015-11-12,12100,12600,12050,12100,37376,73810.0,6100019.0
2015-11-13,11950,12250,11700,12150,54326,74115.0,6100019.0
2015-11-16,11800,12100,11650,11700,27374,71370.0,6100019.0
2015-11-17,11850,12250,11850,12200,39198,74420.0,6100019.0
2015-11-18,12300,12550,12100,12200,48899,74420.0,6100019.0
2015-11-19,12300,12700,12200,12500,57161,76250.0,6100019.0
2015-11-20,12500,12950,12300,12850,64767,78385.0,6100019.0
2015-11-23,13000,13700,12700,13500,175446,82350.0,6100019.0
2015-11-24,13600,13650,12750,12950,144145,78995.0,6100019.0
2015-11-25,12800,13300,12800,12900,62598,78690.0,6100019.0
2015-11-26,12900,13100,12500,12900,55505,78690.0,6100019.0
2015-11-27,12850,14200,12850,13500,334131,82350.0,6100019.0
2015-11-30,13500,13900,13300,13300,103235,81947.0,6161406.0
2015-12-01,13450,14400,13100,14100,358604,86876.0,6161406.0
2015-12-02,14200,14600,13800,14000,165477,86260.0,6161406.0
2015-12-03,13900,14450,13750,13900,115001,85644.0,6161406.0
2015-12-04,13700,14000,13600,13800,81231,85027.0,6161406.0
2015-12-07,14200,14550,13850,14050,131231,86568.0,6161406.0
2015-12-08,14100,14150,13400,13400,105431,82563.0,6161406.0
2015-12-09,13200,13600,13200,13450,74921,82871.0,6161406.0
2015-12-10,13450,13500,12750,12800,65503,78866.0,6161406.0
2015-12-11,12700,13050,12550,12800,40726,78866.0,6161406.0
2015-12-14,12700,13150,12100,12100,78376,74553.0,6161406.0
2015-12-15,12150,12950,12150,12600,44881,77634.0,6161406.0
2015-12-16,12800,13200,12800,12900,30715,79482.0,6161406.0
2015-12-17,13200,13200,12750,13000,32489,80098.0,6161406.0
2015-12-18,13000,13550,12750,13450,43104,82871.0,6161406.0
2015-12-21,13250,13550,13050,13350,39258,82255.0,6161406.0
2015-12-22,13350,14350,13200,14150,198749,87184.0,6161406.0
2015-12-23,14350,14400,13900,14000,77328,86260.0,6161406.0
2015-12-24,14000,14700,14000,14100,83803,86876.0,6161406.0
2015-12-28,14350,14350,13600,13650,66737,84103.0,6161406.0
2015-12-29,13650,14200,13500,13850,49282,85335.0,6161406.0
2015-12-30,14200,14200,13700,13800,32541,85027.0,6161406.0
2016-01-04,13700,13800,13050,13350,64326,82255.0,6161406.0
2016-01-05,13050,13600,13050,13400,69028,82563.0,6161406.0
2016-01-06,13450,14150,13350,13800,118068,85027.0,6161406.0
2016-01-07,13900,14100,13400,13700,90519,84411.0,6161406.0
2016-01-08,13200,13850,13000,13850,120655,85335.0,6161406.0
2016-01-11,14000,14900,13650,14050,238995,86568.0,6161406.0
2016-01-12,14150,14300,13500,13700,104860,84411.0,6161406.0
2016-01-13,13750,14100,13650,14100,66486,86876.0,6161406.0
2016-01-14,13850,13950,13350,13550,304961,83487.0,6161406.0
2016-01-15,13850,13900,12950,12950,156961,79790.0,6161406.0
2016-01-18,12650,13100,12550,12900,73544,79482.0,6161406.0
2016-01-19,12750,13200,12750,13050,63837,80406.0,6161406.0
2016-01-20,12900,13450,12350,12650,177171,77942.0,6161406.0
2016-01-21,12650,13050,12400,12750,66078,78558.0,6161406.0
2016-01-22,12850,13000,12700,12850,55179,79174.0,6161406.0
2016-01-25,13350,13850,13200,13400,193346,82563.0,6161406.0
2016-01-26,13200,13550,13150,13200,94997,81331.0,6161406.0
2016-01-27,13400,13550,12850,13150,99750,81022.0,6161406.0
2016-01-28,13350,15650,13250,14650,2812662,90265.0,6161406.0
2016-01-29,15250,17300,15200,16800,2344951,103512.0,6161406.0
2016-02-01,18650,18900,16850,17350,1967192,106900.0,6161406.0
2016-02-02,17100,17300,15750,15900,1103603,97966.0,6161406.0
2016-02-03,16200,16900,15950,16000,751463,98582.0,6161406.0
2016-02-04,15500,15750,14500,14600,583303,89957.0,6161406.0
2016-02-05,14900,15350,14100,14600,478700,89957.0,6161406.0
2016-02-11,14050,14650,13500,13500,275243,83179.0,6161406.0
2016-02-12,13350,13600,11750,12200,480845,75169.0,6161406.0
2016-02-15,12350,12700,12300,12500,213220,77018.0,6161406.0
2016-02-16,12500,13100,12450,12900,158565,79482.0,6161406.0
2016-02-17,13000,13150,12600,12600,157323,77634.0,6161406.0
2016-02-18,12800,13350,12750,12950,191803,79790.0,6161406.0
2016-02-19,12800,13100,12750,13050,64473,80406.0,6161406.0
2016-02-22,13100,13200,12900,13150,96122,81022.0,6161406.0
2016-02-23,13150,13500,12900,13100,164557,80714.0,6161406.0
2016-02-24,13100,13200,12850,13000,67084,80098.0,6161406.0
2016-02-25,13050,13150,12750,12850,79200,79174.0,6161406.0
2016-02-26,13000,13300,13000,13200,157373,81331.0,6161406.0
2016-02-29,13350,13400,12800,12850,111837,79174.0,6161406.0
2016-03-02,12950,13050,12850,12900,83762,79482.0,6161406.0
2016-03-03,13050,13100,12850,13000,73595,80098.0,6161406.0
2016-03-04,13000,13300,12950,13100,91902,80714.0,6161406.0
2016-03-07,13150,13650,13150,13300,120107,81947.0,6161406.0
2016-03-08,13300,13500,13100,13500,104927,83179.0,6161406.0
2016-03-09,13500,13600,13200,13450,70297,82871.0,6161406.0
2016-03-10,13500,13500,13200,13300,54642,81947.0,6161406.0
2016-03-11,13300,13400,13100,13300,44788,81947.0,6161406.0
2016-03-14,13300,14250,13300,13850,230168,85335.0,6161406.0
2016-03-15,13900,13950,13550,13600,67440,83795.0,6161406.0
2016-03-16,14100,14250,13650,13750,110118,84719.0,6161406.0
2016-03-17,13800,13900,13600,13750,69631,84719.0,6161406.0
2016-03-18,13800,13800,13300,13500,96802,83179.0,6161406.0
2016-03-21,13550,13700,13400,13450,55255,82871.0,6161406.0
2016-03-22,13550,15500,13350,14500,1049159,89340.0,6161406.0
2016-03-23,14250,14250,13450,13450,358077,82871.0,6161406.0
2016-03-24,13450,13600,13200,13400,145315,82563.0,6161406.0
2016-03-25,13600,13700,13250,13300,116525,81947.0,6161406.0
2016-03-28,13300,13400,12950,13050,79555,80406.0,6161406.0
2016-03-29,13000,13500,13000,13450,79429,82871.0,6161406.0
2016-03-30,13350,13550,13200,13200,61406,81331.0,6161406.0
2016-03-31,13200,13500,13150,13300,62042,81947.0,6161406.0
2016-04-01,13250,13550,13100,13400,74445,82563.0,6161406.0
2016-04-04,13700,14200,13600,14150,201277,87184.0,6161406.0
2016-04-05,14200,14250,13700,13950,88006,85952.0,6161406.0
2016-04-06,13850,14100,13700,13900,50236,85644.0,6161406.0
2016-04-07,14050,14050,13700,13900,46967,85644.0,6161406.0
2016-04-08,13900,13900,13550,13650,65679,84103.0,6161406.0
2016-04-11,13700,14350,13700,13900,150167,85644.0,6161406.0
2016-04-12,14100,14100,13650,14000,85231,86260.0,6161406.0
2016-04-14,13000,13600,12600,13000,233776,80098.0,6161406.0
2016-04-15,13000,13300,12950,13200,39434,81331.0,6161406.0
2016-04-18,13150,13400,13000,13400,47245,82563.0,6161406.0
2016-04-19,13350,13400,13250,13350,32504,82255.0,6161406.0
2016-04-20,13550,13700,13450,13450,65663,82871.0,6161406.0
2016-04-21,13500,13650,13350,13550,47879,83487.0,6161406.0
2016-04-22,13650,13800,13500,13600,43577,83795.0,6161406.0
2016-04-25,13700,13750,13400,13750,51726,84719.0,6161406.0
2016-04-26,13850,14100,13650,13800,154853,85027.0,6161406.0
2016-04-27,13950,14350,13750,13900,104370,85644.0,6161406.0
2016-04-28,14350,14400,13700,13700,119369,84411.0,6161406.0
2016-04-29,13700,14200,13650,14100,102521,86876.0,6161406.0
2016-05-02,14350,14750,14100,14100,114547,86876.0,6161406.0
2016-05-03,14300,14300,13850,14050,79404,86568.0,6161406.0
2016-05-04,13900,13950,13500,13650,69525,84103.0,6161406.0
2016-05-09,13650,13750,13450,13550,45510,83487.0,6161406.0
2016-05-10,13500,14050,13450,14050,93943,86568.0,6161406.0
2016-05-11,14250,14250,13800,14050,39943,86568.0,6161406.0
2016-05-12,14200,14200,13800,13850,66714,85335.0,6161406.0
2016-05-13,13850,14150,13850,13900,51181,85644.0,6161406.0
2016-05-16,14100,14100,13750,13800,58937,85027.0,6161406.0
2016-05-17,13800,14200,13700,14150,72688,87184.0,6161406.0
2016-05-18,14100,15500,14050,14650,553860,90265.0,6161406.0
2016-05-19,14800,15450,14400,15450,291896,95194.0,6161406.0
2016-05-20,15850,16000,15150,15150,214404,93345.0,6161406.0
2016-05-23,15250,15950,14850,15650,226916,96426.0,6161406.0
2016-05-24,15900,16450,15500,15800,319906,97350.0,6161406.0
2016-05-25,15800,16200,14800,15100,284912,93037.0,6161406.0
2016-05-26,15000,15100,14500,14550,120920,89648.0,6161406.0
2016-05-27,14750,15000,14600,14800,79867,91189.0,6161406.0
2016-05-30,14850,15000,14450,14500,67330,89340.0,6161406.0
2016-05-31,14550,15350,14400,15350,102550,94578.0,6161406.0
2016-06-01,15350,15450,15100,15150,45328,93345.0,6161406.0
2016-06-02,15250,16150,15050,16000,206584,98582.0,6161406.0
2016-06-03,16150,16250,15500,15850,111379,97658.0,6161406.0
2016-06-07,15850,16050,15700,15950,65615,98274.0,6161406.0
2016-06-08,16100,16200,15400,15650,107780,96426.0,6161406.0
2016-06-09,15800,17000,13900,14200,865406,87492.0,6161406.0
2016-06-10,14100,14850,13900,14750,297542,90881.0,6161406.0
2016-06-13,14550,14850,14100,14150,142475,87184.0,6161406.0
2016-06-14,14200,14700,14150,14500,90479,89340.0,6161406.0
