동원수산(030720),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
1999-03-17,8350,8717,8259,8350,124160,18200.0,2000000.0
1999-03-18,8167,8350,7616,7662,44700,16700.0,2000000.0
1999-03-19,7662,7873,7662,7845,37720,17100.0,2000000.0
1999-03-22,7846,7937,7616,7707,37300,16800.0,2000000.0
1999-03-23,7534,7708,7524,7616,21770,16600.0,2000000.0
1999-03-24,7442,7800,7442,7533,24560,16420.0,2000000.0
1999-03-25,7616,8534,7524,7808,61160,17020.0,2000000.0
1999-03-26,8158,8158,7708,7799,36770,17000.0,2000000.0
1999-03-29,7580,7800,7580,7616,11790,16600.0,2000000.0
1999-03-30,7534,7781,7534,7753,31280,16900.0,2000000.0
1999-03-31,7800,7800,7616,7707,22510,16800.0,2000000.0
1999-04-01,7708,7882,7479,7643,64300,16660.0,2000000.0
1999-04-02,7644,7690,7488,7496,34210,16340.0,2000000.0
1999-04-06,7524,7635,7433,7570,29600,16500.0,2000000.0
1999-04-07,7616,7882,7616,7808,56110,17020.0,2000000.0
1999-04-08,7974,7983,7534,7625,27340,16620.0,2000000.0
1999-04-09,7680,7800,7488,7616,43890,16600.0,2000000.0
1999-04-12,7341,7882,7341,7726,54710,16840.0,2000000.0
1999-04-13,7800,7892,7625,7707,46530,16800.0,2000000.0
1999-04-14,7708,8130,7708,7983,80920,17400.0,2000000.0
1999-04-15,8075,8433,8075,8350,111190,18200.0,2000000.0
1999-04-16,8534,8580,8002,8075,54790,17600.0,2000000.0
1999-04-19,8488,8488,7809,7808,42360,17020.0,2000000.0
1999-04-20,7717,8167,7717,8075,59770,17600.0,2000000.0
1999-04-21,8259,9268,8259,9267,87700,20200.0,2000000.0
1999-04-22,10094,10186,9360,10093,269520,22000.0,2000000.0
1999-04-23,10094,10553,9773,10047,166560,21900.0,2000000.0
1999-04-26,10553,10644,9543,10047,126990,21900.0,2000000.0
1999-04-27,10140,10323,9727,9818,90300,21400.0,2000000.0
1999-04-28,9910,10461,9543,10002,110690,21800.0,2000000.0
1999-04-29,10002,10369,9451,9451,75750,20600.0,2000000.0
1999-04-30,9635,10736,9635,9910,109580,21600.0,2000000.0
1999-05-03,10094,10461,9773,10460,53830,22800.0,2000000.0
1999-05-04,10553,11011,10461,10506,80260,22900.0,2000000.0
1999-05-06,10507,10966,10369,10827,78370,23600.0,2000000.0
1999-05-07,11011,11378,10736,11011,77490,24000.0,2000000.0
1999-05-10,10828,11011,10461,10736,49200,23400.0,2000000.0
1999-05-11,10736,12204,10736,11470,192460,25000.0,2000000.0
1999-05-12,10736,11700,10736,11194,45410,24400.0,2000000.0
1999-05-13,11287,11287,10231,10598,55380,23100.0,2000000.0
1999-05-14,10231,10920,9451,9910,37130,21600.0,2000000.0
1999-05-17,9222,10094,8534,8533,32060,18600.0,2000000.0
1999-05-18,8717,8717,8259,8258,43930,18000.0,2000000.0
1999-05-19,8442,9167,8442,8809,21870,19200.0,2000000.0
1999-05-20,8818,9360,8809,9359,64820,20400.0,2000000.0
1999-05-21,8993,9497,8993,9405,16100,20500.0,2000000.0
1999-05-24,9176,9635,9176,9589,17920,20900.0,2000000.0
1999-05-25,9635,9773,9176,9772,16090,21300.0,2000000.0
1999-05-26,9819,10094,9773,10093,32850,22000.0,2000000.0
1999-05-27,10094,10369,9589,9726,22740,21200.0,2000000.0
1999-05-28,9635,9910,9360,9910,29630,21600.0,2000000.0
1999-05-31,9543,9819,9497,9818,7680,21400.0,2000000.0
1999-06-01,9268,9543,8350,9084,25630,19800.0,2000000.0
1999-06-02,8360,9360,8360,8900,30200,20036.0,2065559.0
1999-06-03,8993,9635,8993,9038,95580,20346.0,2065559.0
1999-06-04,8809,9222,8809,9075,33470,20428.0,2065559.0
1999-06-07,9176,9176,8809,9038,29370,20346.0,2065559.0
1999-06-08,9039,9727,8910,9359,67260,21069.0,2065559.0
1999-06-09,9002,9176,8938,9001,19270,20263.0,2065559.0
1999-06-10,9406,9406,8993,8992,13880,20242.0,2065559.0
1999-06-11,9451,9589,8901,9451,60530,21275.0,2065559.0
1999-06-14,9635,9910,9451,9726,52940,21895.0,2065559.0
1999-06-15,9910,9910,8901,9167,30210,20635.0,2065559.0
1999-06-16,9268,9451,8901,9167,9440,20635.0,2065559.0
1999-06-17,9176,9360,8919,9359,18880,21069.0,2065559.0
1999-06-18,9360,9360,8717,8717,11940,20868.0,2196678.0
1999-06-21,8717,8809,7524,7790,31330,18650.0,2196678.0
1999-06-22,8158,8259,7341,8249,65090,19748.0,2196678.0
1999-06-23,8167,8442,7534,8258,131920,19770.0,2196678.0
1999-06-24,8259,8993,8139,8625,67780,20649.0,2196678.0
1999-06-25,8616,8635,8442,8625,18130,20649.0,2196678.0
1999-06-28,8626,8626,8314,8442,11870,20209.0,2196678.0
1999-06-29,8350,8626,8323,8322,8390,19924.0,2196678.0
1999-06-30,8396,8396,8075,8313,13820,19902.0,2196678.0
1999-07-01,8167,8442,8167,8350,20900,19990.0,2196678.0
1999-07-02,8350,8350,8121,8166,16060,19669.0,2209982.0
1999-07-05,8350,9360,8259,9222,179890,22210.0,2209982.0
1999-07-06,9635,9956,9176,9313,201150,22431.0,2209982.0
1999-07-07,9635,9635,8626,8900,74810,21437.0,2209982.0
1999-07-08,8901,9543,8855,9451,124290,22763.0,2209982.0
1999-07-09,8993,9543,8993,9176,39910,22100.0,2209982.0
1999-07-12,9176,9819,9176,9634,99610,23205.0,2209982.0
1999-07-13,9635,10186,9451,9634,133970,23205.0,2209982.0
1999-07-14,9819,10094,9176,9176,94600,22100.0,2209982.0
1999-07-15,8350,9406,8350,9176,106940,23031.0,2303116.0
1999-07-16,9360,9635,8993,9222,116250,23146.0,2303116.0
1999-07-19,9360,9543,8993,9084,105080,22801.0,2303116.0
1999-07-20,8855,9158,8855,8900,49850,22340.0,2303116.0
1999-07-21,8901,9268,8855,9084,117230,22801.0,2303116.0
1999-07-22,9268,9268,8837,8836,43450,22179.0,2303116.0
1999-07-23,9167,9268,8910,9176,116190,23031.0,2303116.0
1999-07-26,9268,9268,7983,8442,33150,21189.0,2303116.0
1999-07-27,8626,9681,8488,9680,58100,24298.0,2303116.0
1999-07-28,10094,10644,9681,9726,332000,24413.0,2303116.0
1999-07-29,10002,10690,9727,10185,370820,25565.0,2303116.0
1999-07-30,9946,10138,9038,9468,93580,22801.0,2303116.0
1999-08-02,9755,10568,9564,10042,133890,24183.0,2303116.0
1999-08-03,10138,10807,10138,10137,107460,24413.0,2303116.0
1999-08-04,10425,10568,10042,10137,120890,24413.0,2303116.0
1999-08-05,10520,10951,8655,10137,128430,24413.0,2303116.0
1999-08-06,9803,10138,9564,9850,37860,23722.0,2303116.0
1999-08-09,9564,10425,9564,9850,37830,23722.0,2303116.0
1999-08-10,9899,9899,9373,9563,42220,23031.0,2303116.0
1999-08-11,9564,9564,9181,9276,26090,22340.0,2303116.0
1999-08-12,9287,9755,9095,9276,30780,22340.0,2303116.0
1999-08-13,10664,10664,9946,10042,195730,24183.0,2303116.0
1999-08-16,9755,9946,9239,9248,119760,23172.0,2396250.0
1999-08-17,9181,9612,8608,8617,103990,21590.0,2396250.0
1999-08-18,8139,8598,7699,8081,41310,20248.0,2396250.0
1999-08-19,8177,9038,8177,8770,59700,21974.0,2396250.0
1999-08-20,8808,8971,8608,8703,38220,21806.0,2396250.0
1999-08-23,9172,9172,8608,8817,35050,22093.0,2396250.0
1999-08-24,8894,9516,8608,9516,88300,23843.0,2396250.0
1999-08-25,9755,9946,9220,9229,54740,23124.0,2396250.0
1999-08-26,9095,9803,9095,9468,64900,23723.0,2396250.0
1999-08-27,9382,10616,9382,10089,200770,26440.0,2506119.0
1999-08-30,10233,10903,10090,10233,196280,26815.0,2506119.0
1999-08-31,10425,11764,10329,11763,259680,30825.0,2506119.0
1999-09-01,12242,13485,11764,13485,474330,35336.0,2506119.0
1999-09-02,13676,15494,13581,15493,389010,40599.0,2506119.0
1999-09-03,15733,16259,13724,15302,361920,40098.0,2506119.0
1999-09-06,15207,15876,14442,15397,377760,40349.0,2506119.0
1999-09-07,15780,16737,13389,13389,366970,35086.0,2506119.0
1999-09-08,13389,15398,13389,13867,421880,36339.0,2506119.0
1999-09-09,13868,14250,13150,14058,230850,36840.0,2506119.0
1999-09-10,13389,14442,13198,13389,183050,35086.0,2506119.0
1999-09-13,13485,13820,11955,12050,179760,31577.0,2506119.0
1999-09-14,13103,13198,12290,12624,329360,34925.0,2645814.0
1999-09-15,12911,13198,12433,13006,182620,35983.0,2645814.0
1999-09-16,13198,13820,12433,12433,320450,34396.0,2645814.0
1999-09-17,12051,12337,11285,11859,179800,32808.0,2645814.0
1999-09-20,11381,12337,11190,11954,255010,33073.0,2645814.0
1999-09-21,11955,12624,11572,12050,220290,33337.0,2645814.0
1999-09-22,12051,12146,11333,11333,128650,31353.0,2645814.0
1999-09-27,11285,11333,10377,10472,97650,28972.0,2645814.0
1999-09-28,10138,10951,10138,10281,86890,28443.0,2645814.0
1999-09-29,10042,10377,9564,9755,81550,26987.0,2645814.0
1999-09-30,9755,10233,9564,9563,103490,26458.0,2645814.0
1999-10-01,9660,9755,8416,8894,86560,24606.0,2645814.0
1999-10-04,8713,9086,8512,8655,68330,23945.0,2645814.0
1999-10-05,8665,8799,7661,7842,62750,21696.0,2645814.0
1999-10-06,7670,8225,7651,8224,89980,22754.0,2645814.0
1999-10-07,8321,9277,8273,9028,114690,24976.0,2645814.0
1999-10-08,9162,10377,9086,10376,206800,28707.0,2645814.0
1999-10-11,10520,11238,10425,10520,301080,29104.0,2645814.0
1999-10-12,10520,10951,10329,10807,151030,29898.0,2645814.0
1999-10-13,10807,11764,10664,11572,212220,32014.0,2645814.0
1999-10-14,11668,12242,11668,11763,127140,32544.0,2645814.0
1999-10-15,11764,12051,11381,11667,130010,32279.0,2645814.0
1999-10-18,11477,12242,11285,12002,136920,33205.0,2645814.0
1999-10-19,11764,12290,11764,12002,77940,33205.0,2645814.0
1999-10-20,12098,13772,12098,12720,356130,35189.0,2645814.0
1999-10-21,13007,13294,12624,12720,197840,35189.0,2645814.0
1999-10-22,13007,13198,12051,13102,135640,36248.0,2645814.0
1999-10-25,13198,13963,12816,13389,220140,37041.0,2645814.0
1999-10-26,12911,13724,12624,13293,85680,36777.0,2645814.0
1999-10-27,12911,13485,12242,12624,97660,35114.0,2660139.0
1999-10-28,12433,12672,11190,11476,210550,31922.0,2660139.0
1999-10-29,11572,12051,11381,11907,202260,33119.0,2660139.0
1999-11-01,12290,12433,11811,12050,106850,33518.0,2660139.0
1999-11-02,11859,12529,11859,12289,78010,34183.0,2660139.0
1999-11-03,12624,12624,11859,11859,70320,32986.0,2660139.0
1999-11-04,11859,12385,10807,11141,1027750,30991.0,2660139.0
1999-11-05,11620,11620,10616,10855,324860,30193.0,2660139.0
1999-11-08,10807,10998,10568,10568,166780,29869.0,2703116.0
1999-11-09,10329,11429,10329,11285,233000,31897.0,2703116.0
1999-11-10,11668,11764,10998,10998,227540,31086.0,2703116.0
1999-11-11,10998,10998,10520,10663,116760,30140.0,2703116.0
1999-11-12,10664,10903,9946,9994,111670,28248.0,2703116.0
1999-11-15,9899,10903,9373,10329,176240,29194.0,2703116.0
1999-11-16,10042,10520,9755,10042,60190,28383.0,2703116.0
1999-11-17,9660,10233,9468,9468,73070,26761.0,2703116.0
1999-11-18,9373,9707,9181,9286,59850,26247.0,2703116.0
1999-11-19,9430,9554,9162,9181,67580,25950.0,2703116.0
1999-11-22,8990,9660,8847,9563,83150,27031.0,2703116.0
1999-11-23,9660,9803,9191,9219,28990,26058.0,2703116.0
1999-11-24,9267,9267,8751,8750,40820,24734.0,2703116.0
1999-11-25,8770,8990,8225,8320,55980,23517.0,2703116.0
1999-11-26,7670,9564,7670,9563,160000,27031.0,2703116.0
1999-11-29,9564,10138,8799,8798,136290,24869.0,2703116.0
1999-11-30,9420,9420,8416,8798,72990,24869.0,2703116.0
1999-12-01,8894,8894,8321,8511,43380,24058.0,2703116.0
1999-12-02,8225,8990,7938,7938,64750,22436.0,2703116.0
1999-12-03,8512,8608,8129,8320,28260,23517.0,2703116.0
1999-12-06,8502,8502,7842,7947,42370,22463.0,2703116.0
1999-12-07,7957,8034,7364,7364,62110,20814.0,2703116.0
1999-12-08,7364,7699,6790,7469,52550,21111.0,2703116.0
1999-12-09,6943,7555,6943,7230,30160,20436.0,2703116.0
1999-12-10,7230,8273,7230,7794,42280,22030.0,2703116.0
1999-12-13,7651,8368,7651,8129,48750,22976.0,2703116.0
1999-12-14,8177,8292,7747,7938,45750,22436.0,2703116.0
1999-12-15,8034,9124,8034,8033,77570,22706.0,2703116.0
1999-12-16,8321,8512,7747,7823,34840,22111.0,2703116.0
1999-12-17,8129,8215,7661,7660,39660,21652.0,2703116.0
1999-12-20,7661,8034,7479,7651,31650,21625.0,2703116.0
1999-12-21,7173,7785,7173,7354,17740,20787.0,2703116.0
1999-12-22,7345,7345,6695,6799,30910,19219.0,2703116.0
1999-12-23,6695,6886,6408,6407,48350,18111.0,2703116.0
1999-12-24,6886,6886,6408,6522,31490,18435.0,2703116.0
1999-12-27,6695,6790,6503,6503,23840,18381.0,2703116.0
1999-12-28,6456,6647,6264,6360,45190,17976.0,2703116.0
2000-01-04,5900,6650,5900,6500,23360,17570.0,2703116.0
2000-01-05,6700,6750,6400,6600,20480,17841.0,2703116.0
2000-01-06,6800,7500,6700,7000,52220,18922.0,2703116.0
2000-01-07,7400,7400,6500,6750,24980,18246.0,2703116.0
2000-01-10,6750,7000,6600,6610,22960,17868.0,2703116.0
2000-01-11,6310,6580,6300,6400,21200,17300.0,2703116.0
2000-01-12,6050,7300,6050,6620,60080,17895.0,2703116.0
2000-01-13,6650,6800,6230,6340,27680,17138.0,2703116.0
2000-01-14,6400,7200,6340,6800,93600,18381.0,2703116.0
2000-01-17,6900,7670,6850,7200,109040,19462.0,2703116.0
2000-01-18,7400,7400,6520,6720,34340,18165.0,2703116.0
2000-01-19,6730,7180,6420,6550,89690,17705.0,2703116.0
2000-01-20,6150,6310,5900,6200,41780,16759.0,2703116.0
2000-01-21,6050,6490,6000,6090,27730,16462.0,2703116.0
2000-01-24,6400,6400,6010,6010,31510,16246.0,2703116.0
2000-01-25,6100,6590,6010,6350,74810,17165.0,2703116.0
2000-01-26,6490,6590,6040,6100,58080,16489.0,2703116.0
2000-01-27,6250,6700,6150,6420,62960,17354.0,2703116.0
2000-01-28,6650,6650,6320,6400,34520,17300.0,2703116.0
2000-01-31,6700,6700,6410,6460,31380,17462.0,2703116.0
2000-02-01,6570,6640,6400,6620,44010,17895.0,2703116.0
2000-02-02,6690,6970,6560,6840,82490,18489.0,2703116.0
2000-02-03,6910,7000,6550,6680,54740,18057.0,2703116.0
2000-02-07,7000,7650,6680,7400,234340,20003.0,2703116.0
2000-02-08,7470,7470,6590,6590,69640,17814.0,2703116.0
2000-02-09,6780,6900,6330,6330,69920,17111.0,2703116.0
2000-02-10,6330,6400,6130,6150,34530,16624.0,2703116.0
2000-02-11,5810,6330,5810,5850,58480,15813.0,2703116.0
2000-02-14,5510,5990,5450,5450,32880,14732.0,2703116.0
2000-02-15,5330,5650,5330,5450,27800,14834.0,2721779.0
2000-02-16,5310,5650,5300,5400,20920,14698.0,2721779.0
2000-02-17,5400,5590,5200,5300,20140,14425.0,2721779.0
2000-02-18,5310,5900,5300,5600,51470,15242.0,2721779.0
2000-02-21,5600,5600,4900,5000,33720,13609.0,2721779.0
2000-02-22,4910,5000,4500,4800,29610,13065.0,2721779.0
2000-02-23,4915,5400,4810,5150,52730,14017.0,2721779.0
2000-02-24,5150,5200,4700,4800,19830,13065.0,2721779.0
2000-02-25,4800,5100,4800,5000,34420,13609.0,2721779.0
2000-02-28,5750,5750,5300,5500,61240,14970.0,2721779.0
2000-02-29,5500,6280,5500,6110,111860,16630.0,2721779.0
2000-03-02,6200,6200,5670,6110,46510,16630.0,2721779.0
2000-03-03,6110,6600,5830,6320,142950,17202.0,2721779.0
2000-03-06,6680,6780,6200,6500,169630,17692.0,2721779.0
2000-03-07,6100,6450,6100,6100,52500,16603.0,2721779.0
2000-03-08,6100,6560,5810,6290,69850,17120.0,2721779.0
2000-03-09,6510,7230,6240,6700,160290,18236.0,2721779.0
2000-03-10,6700,7590,6700,7200,196750,19597.0,2721779.0
2000-03-13,7490,8100,7320,8000,185820,21774.0,2721779.0
2000-03-14,7650,8100,7010,7500,100240,20413.0,2721779.0
2000-03-15,7600,8250,7600,8000,111840,21961.0,2745083.0
2000-03-16,8300,8300,7000,7000,50450,19216.0,2745083.0
2000-03-17,7000,7100,6200,6500,56330,17843.0,2745083.0
2000-03-20,6100,7000,6100,7000,47910,19216.0,2745083.0
2000-03-21,6260,6860,6260,6460,32600,17733.0,2745083.0
2000-03-22,6580,7000,6580,6850,52040,18804.0,2745083.0
2000-03-23,6850,7700,6630,7700,129410,21137.0,2745083.0
2000-03-24,7700,8850,7500,8000,637130,21961.0,2745083.0
2000-03-27,8300,8780,8000,8280,180760,22729.0,2745083.0
2000-03-28,8400,8400,7620,7700,73860,21137.0,2745083.0
2000-03-29,7720,8010,7690,7900,84870,21686.0,2745083.0
2000-03-30,7810,8300,7700,8300,63700,22784.0,2745083.0
2000-03-31,8190,9500,8100,9500,241780,26078.0,2745083.0
2000-04-03,8830,9000,8080,8080,105320,22180.0,2745083.0
2000-04-04,8080,8200,7200,8050,214250,22098.0,2745083.0
2000-04-06,7610,8980,7470,8700,230250,23882.0,2745083.0
2000-04-07,8370,9140,8200,8500,122880,23333.0,2745083.0
2000-04-10,8500,9140,8100,8100,73450,22235.0,2745083.0
2000-04-11,7660,8100,7150,7150,61760,19627.0,2745083.0
2000-04-12,7150,7320,6800,6800,58880,18667.0,2745083.0
2000-04-14,6900,6900,6400,6400,38400,18165.0,2838300.0
2000-04-17,5600,5890,5440,5440,26460,15440.0,2838300.0
2000-04-18,5550,6190,5550,6000,48470,17781.0,2963512.0
2000-04-19,6200,6580,6200,6200,40350,18374.0,2963512.0
2000-04-20,6210,6400,5900,5900,23950,17485.0,2963512.0
2000-04-21,6350,6350,5900,5900,47410,17485.0,2963512.0
2000-04-24,6000,6200,5800,5900,32660,17485.0,2963512.0
2000-04-25,5900,5900,5700,5710,15000,16922.0,2963512.0
2000-04-26,5810,6140,5810,5890,46810,17455.0,2963512.0
2000-04-27,5700,5900,5600,5900,15310,17485.0,2963512.0
2000-04-28,6090,6090,5800,5850,13710,17337.0,2963512.0
2000-05-02,5720,5950,5720,5850,10660,17337.0,2963512.0
2000-05-03,5950,6070,5900,5960,15630,17663.0,2963512.0
2000-05-04,5900,6450,5800,6000,36070,17781.0,2963512.0
2000-05-08,5940,6000,5800,5900,23240,17485.0,2963512.0
2000-05-09,5800,6210,5800,5930,19860,17574.0,2963512.0
2000-05-10,5830,5920,5500,5920,37840,17544.0,2963512.0
2000-05-12,5610,5800,5600,5760,21940,17070.0,2963512.0
2000-05-15,5560,5720,4960,5720,33530,16951.0,2963512.0
2000-05-16,5380,5680,5380,5680,8440,16833.0,2963512.0
2000-05-17,5700,5930,5270,5680,24650,16833.0,2963512.0
2000-05-18,5500,5500,5020,5050,10140,14966.0,2963512.0
2000-05-19,4800,5050,4650,4990,13140,14788.0,2963512.0
2000-05-22,4990,4990,4245,4245,17600,12580.0,2963512.0
2000-05-23,4200,4200,3820,3995,16550,11839.0,2963512.0
2000-05-24,4130,4190,3800,4000,12310,11854.0,2963512.0
2000-05-25,4020,4600,4020,4600,24220,13632.0,2963512.0
2000-05-26,4370,4600,4180,4220,8480,12506.0,2963512.0
2000-05-29,4000,4490,4000,4100,18210,12150.0,2963512.0
2000-05-30,4300,4400,4200,4310,12370,12773.0,2963512.0
2000-05-31,4360,4630,4360,4630,30690,13721.0,2963512.0
2000-06-01,4750,4750,4400,4400,10380,13039.0,2963512.0
2000-06-02,4410,4800,4400,4420,29830,13099.0,2963512.0
2000-06-05,4600,4840,4460,4800,53050,14225.0,2963512.0
2000-06-07,4800,5100,4700,5000,33590,14818.0,2963512.0
2000-06-08,5150,5170,4700,4700,14040,13929.0,2963512.0
2000-06-09,4520,4900,4500,4620,18570,13691.0,2963512.0
2000-06-12,4800,4800,4600,4610,11850,13662.0,2963512.0
2000-06-13,4800,4800,4560,4560,17790,13514.0,2963512.0
2000-06-14,4600,4890,4510,4800,25590,14225.0,2963512.0
2000-06-15,4750,4750,4200,4300,16640,12743.0,2963512.0
2000-06-16,4300,4300,4090,4210,8710,12476.0,2963512.0
2000-06-19,4010,4350,4000,4110,4180,12180.0,2963512.0
2000-06-20,4130,4140,4040,4070,23640,12061.0,2963512.0
2000-06-21,4240,4250,4100,4135,61600,12254.0,2963512.0
2000-06-22,4120,4600,4120,4560,96830,13514.0,2963512.0
2000-06-23,4600,4750,4385,4750,43980,14077.0,2963512.0
2000-06-26,4750,4790,4500,4500,19400,13336.0,2963512.0
2000-06-27,4420,4620,4390,4400,21490,13039.0,2963512.0
2000-06-28,4405,4990,4405,4650,21690,13780.0,2963512.0
2000-06-29,4630,4630,4310,4400,22210,13039.0,2963512.0
2000-06-30,4400,4520,4330,4380,18010,12980.0,2963512.0
2000-07-03,4410,4610,4410,4520,19930,13395.0,2963512.0
2000-07-04,4550,4750,4520,4560,36840,13514.0,2963512.0
2000-07-05,4600,4700,4420,4700,23240,13929.0,2963512.0
2000-07-06,4760,4760,4450,4560,20840,13514.0,2963512.0
2000-07-07,4700,4935,4610,4800,38020,14225.0,2963512.0
2000-07-10,4900,4950,4800,4900,35810,14521.0,2963512.0
2000-07-11,4850,4950,4800,4800,33250,14225.0,2963512.0
2000-07-12,4700,4900,4700,4700,15030,13929.0,2963512.0
2000-07-13,4800,4850,4660,4700,7220,13929.0,2963512.0
2000-07-14,4800,4800,4600,4600,7980,13632.0,2963512.0
2000-07-18,4780,5060,4600,4660,49080,13810.0,2963512.0
2000-07-19,4720,4720,4405,4480,12340,13277.0,2963512.0
2000-07-20,4405,4480,4220,4230,13520,12536.0,2963512.0
2000-07-21,4440,4440,4200,4300,15260,12743.0,2963512.0
2000-07-24,4150,4340,4000,4000,6560,11854.0,2963512.0
2000-07-25,3900,4290,3900,4100,8460,12150.0,2963512.0
2000-07-26,4150,4200,4070,4140,3200,12269.0,2963512.0
2000-07-27,4010,4200,4010,4195,7650,12432.0,2963512.0
2000-07-28,4150,4375,4140,4160,10570,12328.0,2963512.0
2000-07-31,4160,4210,4080,4190,6480,12417.0,2963512.0
2000-08-01,4200,4300,4155,4220,11110,12506.0,2963512.0
2000-08-02,4210,4340,4200,4320,13870,12802.0,2963512.0
2000-08-03,4320,4940,4220,4680,50170,13869.0,2963512.0
2000-08-04,4510,4800,4300,4500,23950,13336.0,2963512.0
2000-08-07,4590,4590,4300,4360,7840,12921.0,2963512.0
2000-08-08,4360,4550,4185,4200,26690,12447.0,2963512.0
2000-08-09,4400,4400,4200,4215,10550,12491.0,2963512.0
2000-08-10,4300,4370,4200,4300,16900,12743.0,2963512.0
2000-08-11,4350,4900,4290,4650,98040,13780.0,2963512.0
2000-08-14,5200,5200,4680,4730,36880,14017.0,2963512.0
2000-08-16,4730,4730,4530,4600,21240,13632.0,2963512.0
2000-08-17,4400,4570,4330,4460,13860,13217.0,2963512.0
2000-08-18,4500,4500,4330,4350,17410,12891.0,2963512.0
2000-08-21,4380,4420,4290,4350,12180,12891.0,2963512.0
2000-08-22,4410,4410,4205,4310,18620,12773.0,2963512.0
2000-08-23,4250,4570,4250,4440,42350,13158.0,2963512.0
2000-08-24,4380,4440,4260,4300,13350,12743.0,2963512.0
2000-08-25,4265,4580,4265,4450,28670,13188.0,2963512.0
2000-08-28,4600,5000,4500,4620,57980,13691.0,2963512.0
2000-08-29,4695,4695,4450,4500,29880,13336.0,2963512.0
2000-08-30,4550,4550,4400,4420,12030,13099.0,2963512.0
2000-08-31,4360,4480,4230,4260,19850,12625.0,2963512.0
2000-09-01,4260,4360,4260,4350,16810,12891.0,2963512.0
2000-09-04,4600,5000,4375,5000,132330,14818.0,2963512.0
2000-09-05,5160,5350,4605,4645,209630,13766.0,2963512.0
2000-09-06,4850,4890,4670,4750,108200,14077.0,2963512.0
2000-09-07,4900,5460,4760,5200,411920,15410.0,2963512.0
2000-09-08,5190,5300,4650,4850,207630,14373.0,2963512.0
2000-09-14,4750,4800,4520,4660,67830,13810.0,2963512.0
2000-09-15,4510,4930,4510,4680,127040,13869.0,2963512.0
2000-09-18,4500,4500,3980,3980,108460,11795.0,2963512.0
