제일약품(271980),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2017-10-30,46307,47737,45593,46594,80423,684893.0,10504493.0
2017-10-31,46307,46522,44807,45164,47049,663884.0,10504493.0
2017-11-01,45736,46736,44878,45236,42534,664934.0,10504493.0
2017-11-02,45593,45593,43234,44307,33343,651279.0,10504493.0
2017-11-03,44521,46379,44163,46308,43913,680691.0,10504493.0
2017-11-06,47379,48594,46164,48166,67288,708003.0,10504493.0
2017-11-07,48237,50952,47879,50881,96511,747920.0,10504493.0
2017-11-08,50809,52525,50023,51239,78182,753172.0,10504493.0
2017-11-09,51881,55383,50952,54740,170856,804644.0,10504493.0
2017-11-10,55097,58742,51095,55669,250010,818300.0,10504493.0
2017-11-13,56312,59242,56312,58957,140301,866621.0,10504493.0
2017-11-14,59313,59671,57598,58456,106237,859268.0,10504493.0
2017-11-15,59171,59171,52882,53240,259148,782585.0,10504493.0
2017-11-16,53239,54383,49595,54383,254067,799392.0,10504493.0
2017-11-17,54597,55240,53168,55026,60079,808846.0,10504493.0
2017-11-20,54740,55597,52739,54312,71484,798341.0,10504493.0
2017-11-21,54311,54311,51667,51810,100528,761576.0,10504493.0
2017-11-22,52382,53525,51095,52025,65234,764727.0,10504493.0
2017-11-23,51524,52382,50023,52168,37760,766828.0,10504493.0
2017-11-24,52239,52525,49809,52025,120362,764727.0,10504493.0
2017-11-27,52024,52167,49880,51810,120533,761576.0,10504493.0
2017-11-28,51381,53025,50595,51953,67505,763677.0,10504493.0
2017-11-29,51738,52453,50952,51810,58076,761576.0,10504493.0
2017-11-30,51238,54168,51024,53597,82965,787837.0,10504493.0
2017-12-01,53596,54168,52953,53597,52158,787837.0,10504493.0
2017-12-04,54097,54097,50952,52597,52288,773131.0,10504493.0
2017-12-05,52596,52596,49880,49881,97046,733214.0,10504493.0
2017-12-06,49666,50881,48237,49738,70532,731113.0,10504493.0
2017-12-07,49737,49737,45092,46165,102205,678590.0,10504493.0
2017-12-08,46021,46450,44949,46308,40243,680691.0,10504493.0
2017-12-11,46093,46307,45450,45879,36335,674388.0,10504493.0
2017-12-12,45807,46093,43592,43735,73008,642875.0,10504493.0
2017-12-13,43592,45664,43592,44378,49623,652329.0,10504493.0
2017-12-14,44378,44664,41233,41377,153378,608210.0,10504493.0
2017-12-15,41091,41877,40519,41591,69891,611361.0,10504493.0
2017-12-18,41233,41662,39733,40376,66944,593504.0,10504493.0
2017-12-19,39947,41734,38589,41448,90106,609261.0,10504493.0
2017-12-20,41519,43520,40733,42163,60225,619765.0,10504493.0
2017-12-21,41805,42591,41305,42163,35812,619765.0,10504493.0
2017-12-22,41877,42663,41162,42377,27111,622916.0,10504493.0
2017-12-26,42234,43234,42162,42735,55956,628169.0,10504493.0
2017-12-27,42877,43592,42234,42735,36087,628169.0,10504493.0
2017-12-28,43091,44592,42663,44378,67152,652329.0,10504493.0
2018-01-02,44592,46593,43520,46522,61255,683842.0,10504493.0
2018-01-03,46665,47308,45664,46879,52203,689095.0,10504493.0
2018-01-04,47022,47022,46450,46808,38740,688044.0,10504493.0
2018-01-05,46808,48308,46522,47737,45260,701700.0,10504493.0
2018-01-08,47879,48451,46808,47666,30356,700650.0,10504493.0
2018-01-09,47665,47665,44807,45236,56947,664934.0,10504493.0
2018-01-10,45235,45736,43592,43664,40642,641825.0,10504493.0
2018-01-11,43663,45164,43306,45093,30093,662834.0,10504493.0
2018-01-12,45092,45736,43949,45164,42842,663884.0,10504493.0
2018-01-15,45164,45521,44092,45450,30272,668086.0,10504493.0
2018-01-16,45664,45664,44521,45379,29363,667035.0,10504493.0
2018-01-17,45092,45664,44092,44450,36291,653379.0,10504493.0
2018-01-18,44378,44878,43377,43735,45677,642875.0,10504493.0
2018-01-19,43663,46021,43663,45665,90158,671237.0,10504493.0
2018-01-22,46450,52882,45450,50095,502359,736365.0,10504493.0
2018-01-23,50738,51024,48737,50738,130318,745819.0,10504493.0
2018-01-24,51596,52239,51167,51953,129564,763677.0,10504493.0
2018-01-25,51810,53096,51024,52382,94891,769979.0,10504493.0
2018-01-26,52382,53596,51953,53526,77466,786787.0,10504493.0
2018-01-29,53954,53954,50309,50667,99572,744769.0,10504493.0
2018-01-30,50595,52882,49237,52454,121841,771030.0,10504493.0
2018-01-31,52096,53382,51453,52811,68762,776282.0,10504493.0
2018-02-01,53382,53382,50738,50738,52844,745819.0,10504493.0
2018-02-02,51095,51095,49023,50738,54820,745819.0,10504493.0
2018-02-05,49380,50381,48951,49095,32918,721659.0,10504493.0
2018-02-06,45879,47522,45378,47094,85756,692246.0,10504493.0
2018-02-07,47522,49166,47022,48452,43131,712205.0,10504493.0
2018-02-08,48951,48951,46379,46594,63209,684893.0,10504493.0
2018-02-09,45021,48022,44521,47451,44596,697498.0,10504493.0
2018-02-12,47451,47522,45378,45450,41582,668086.0,10504493.0
2018-02-13,45450,46021,45307,45665,31646,671237.0,10504493.0
2018-02-14,45378,45664,44592,45522,39891,669136.0,10504493.0
2018-02-19,44878,46236,44306,45450,41342,668086.0,10504493.0
2018-02-20,45664,46307,45235,45736,27081,672288.0,10504493.0
2018-02-21,45736,46021,45521,45736,26248,672288.0,10504493.0
2018-02-22,45235,45879,45092,45665,33832,671237.0,10504493.0
2018-02-23,45664,46307,45450,46236,27625,679641.0,10504493.0
2018-02-26,46236,48594,46164,47380,39387,696448.0,10504493.0
2018-02-27,47737,47737,41233,41949,264045,616614.0,10504493.0
2018-02-28,42234,43020,41376,42091,66798,618715.0,10504493.0
2018-03-02,41734,41734,40304,40305,65657,592453.0,10504493.0
2018-03-05,40162,41591,40162,40877,39862,600857.0,10504493.0
2018-03-06,41519,41519,40376,40948,28502,601907.0,10504493.0
2018-03-07,41019,41376,39018,39019,52080,573545.0,10504493.0
2018-03-08,39090,39947,38732,39662,39637,582999.0,10504493.0
2018-03-09,39661,40948,39375,40591,27532,596655.0,10504493.0
2018-03-12,40876,42591,40876,41949,31800,616614.0,10504493.0
2018-03-13,41877,42806,41448,42377,20165,622916.0,10504493.0
2018-03-14,42520,42591,41734,41806,14682,614513.0,10504493.0
2018-03-15,41805,42234,40519,41234,25133,606109.0,10504493.0
2018-03-16,41233,41662,40876,41020,22046,602958.0,10504493.0
2018-03-19,40733,41233,40519,40734,19860,598756.0,10504493.0
2018-03-20,40948,42591,40662,41806,26588,614513.0,10504493.0
2018-03-21,42806,42806,41519,41806,31660,614513.0,10504493.0
2018-03-22,42234,42734,40805,40877,32717,600857.0,10504493.0
2018-03-23,40019,40662,39090,39304,41653,577747.0,10504493.0
2018-03-26,38661,42377,38661,41591,52290,611361.0,10504493.0
2018-03-27,41948,43020,41734,43021,45550,632370.0,10504493.0
2018-03-28,44592,45307,43806,44164,105221,649178.0,10504493.0
2018-03-29,44521,44878,43234,43592,35378,640774.0,10504493.0
2018-03-30,44092,45235,43806,45093,39786,662834.0,10504493.0
2018-04-02,45521,45521,44592,44950,23064,660733.0,10504493.0
2018-04-03,44521,45092,44092,44807,21820,658632.0,10504493.0
2018-04-04,45307,45307,43735,44235,40294,650228.0,10504493.0
2018-04-05,44521,44664,44020,44235,22279,650228.0,10504493.0
2018-04-06,44449,44735,44092,44736,25235,657581.0,10504493.0
2018-04-09,44020,45879,44020,45736,40697,672288.0,10504493.0
2018-04-10,45950,46307,44735,44950,62629,660733.0,10504493.0
2018-04-11,46550,54900,45100,48000,167736,504216.0,10504493.0
2018-04-12,48000,48750,46800,47200,37671,495812.0,10504493.0
2018-04-13,46950,54700,46900,49600,204334,521023.0,10504493.0
2018-04-16,49250,49550,48900,49550,25584,520498.0,10504493.0
2018-04-17,49550,49900,48600,48700,28551,511569.0,10504493.0
2018-04-18,48500,49300,47100,47150,36315,495287.0,10504493.0
2018-04-19,47800,47800,45400,45400,41354,476904.0,10504493.0
2018-04-20,46200,46200,44300,45500,20301,477954.0,10504493.0
2018-04-23,45000,45500,43050,43300,41876,454845.0,10504493.0
2018-04-24,43750,44650,43200,43500,20071,456945.0,10504493.0
2018-04-25,43400,43750,42050,42900,15609,450643.0,10504493.0
2018-04-26,42350,43400,41900,42600,24722,447491.0,10504493.0
2018-04-27,42550,43250,42350,42500,18075,446441.0,10504493.0
2018-04-30,41250,41650,40200,40300,65630,592606.0,14704872.0
2018-05-02,39800,40300,38500,39300,77478,577901.0,14704872.0
2018-05-03,38950,39300,38500,38700,45399,569079.0,14704872.0
2018-05-04,38600,38950,36800,37400,67994,549962.0,14704872.0
2018-05-08,37450,38350,36750,36800,36765,541139.0,14704872.0
2018-05-09,36200,37150,36200,36950,36187,543345.0,14704872.0
2018-05-10,36950,37150,36050,36400,35754,535257.0,14704872.0
2018-05-11,36900,38300,36500,37950,33327,558050.0,14704872.0
2018-05-14,38000,38250,36500,36950,43054,543345.0,14704872.0
2018-05-15,37050,37200,36350,36500,29317,536728.0,14704872.0
2018-05-16,36500,38700,36100,38050,59648,559520.0,14704872.0
2018-05-17,38300,38850,37600,38000,26792,558785.0,14704872.0
2018-05-18,38000,39100,37900,38850,25892,571284.0,14704872.0
2018-05-21,38800,41750,38400,41250,70209,606576.0,14704872.0
2018-05-23,41600,42150,40050,40850,39752,600694.0,14704872.0
2018-05-24,40850,41900,40800,41250,21258,606576.0,14704872.0
2018-05-25,40950,41700,40450,41250,23728,606576.0,14704872.0
2018-05-28,40500,40800,39150,39500,46630,580842.0,14704872.0
2018-05-29,39500,40000,39050,39550,26085,581578.0,14704872.0
2018-05-30,39800,39800,38000,39000,34848,573490.0,14704872.0
2018-05-31,39000,40500,38450,40500,32703,595547.0,14704872.0
2018-06-01,40200,41750,39500,40950,31105,602165.0,14704872.0
2018-06-04,41450,41450,39700,40650,23242,597753.0,14704872.0
2018-06-05,41000,41400,39750,40300,16232,592606.0,14704872.0
2018-06-07,40400,44500,39700,40900,153794,601429.0,14704872.0
2018-06-08,41200,41450,40300,40700,25593,598488.0,14704872.0
2018-06-11,40250,41200,39700,40700,25818,598488.0,14704872.0
2018-06-12,40700,41400,40300,40600,25336,597018.0,14704872.0
2018-06-14,40600,41750,40600,40800,45132,599959.0,14704872.0
2018-06-15,40600,41350,40550,41200,24804,605841.0,14704872.0
2018-06-18,41200,41400,38500,38500,59145,566138.0,14704872.0
2018-06-19,39000,40400,37900,37900,51961,557315.0,14704872.0
2018-06-20,37100,38800,37100,38150,27935,560991.0,14704872.0
2018-06-21,38150,38250,37450,37500,15438,551433.0,14704872.0
2018-06-22,37250,37500,36600,36800,18517,541139.0,14704872.0
2018-06-25,36800,39100,36800,38550,18566,566873.0,14704872.0
2018-06-26,38250,38450,37200,37900,13445,557315.0,14704872.0
2018-06-27,37900,39500,37800,37900,12049,557315.0,14704872.0
2018-06-28,37400,38300,37000,37000,18530,544080.0,14704872.0
2018-06-29,37100,37400,36100,36700,17254,539669.0,14704872.0
2018-07-02,37100,37800,35600,35750,24089,525699.0,14704872.0
2018-07-03,35700,36000,34000,34400,32712,505848.0,14704872.0
2018-07-04,33650,34300,33200,33900,47367,498495.0,14704872.0
2018-07-05,33950,34400,32550,33000,34024,485261.0,14704872.0
2018-07-06,33000,34900,32900,33900,45973,498495.0,14704872.0
2018-07-09,33850,34900,33250,34900,27721,513200.0,14704872.0
2018-07-10,34900,35900,34600,35400,22530,520552.0,14704872.0
2018-07-11,35000,37150,34900,36850,33335,541875.0,14704872.0
2018-07-12,36950,39150,36600,37900,56272,557315.0,14704872.0
2018-07-13,38500,38700,37400,38150,17433,560991.0,14704872.0
2018-07-16,38150,38200,36400,36700,33494,539669.0,14704872.0
2018-07-17,36400,37850,36300,37400,23696,549962.0,14704872.0
2018-07-18,38000,39200,36500,37150,34069,546286.0,14704872.0
2018-07-19,38000,38000,35750,36600,23199,538198.0,14704872.0
2018-07-20,36600,36700,35150,35150,19060,516876.0,14704872.0
2018-07-23,34900,35900,34200,34950,16335,513935.0,14704872.0
2018-07-24,34500,35500,34350,34950,10301,513935.0,14704872.0
2018-07-25,34600,34750,33000,33050,42490,485996.0,14704872.0
2018-07-26,33150,34900,33100,33850,21240,497760.0,14704872.0
2018-07-27,33850,34700,33850,34500,16393,507318.0,14704872.0
2018-07-30,34850,34850,33800,34200,8002,502907.0,14704872.0
2018-07-31,34150,34750,34000,34500,10002,507318.0,14704872.0
2018-08-01,34700,36900,34600,35850,17971,527170.0,14704872.0
2018-08-02,36350,36400,35150,35300,6739,519082.0,14704872.0
2018-08-03,35300,36900,35300,36750,22858,540404.0,14704872.0
2018-08-06,36400,37250,36150,37050,15580,544816.0,14704872.0
2018-08-07,37050,37200,36550,37000,11272,544080.0,14704872.0
2018-08-08,36700,37400,36600,37050,10427,544816.0,14704872.0
2018-08-09,37400,38200,37000,38000,29489,558785.0,14704872.0
2018-08-10,37950,38650,37650,38550,18497,566873.0,14704872.0
2018-08-13,38450,38450,35850,36850,22806,541875.0,14704872.0
2018-08-14,36100,37450,36100,36850,9780,541875.0,14704872.0
2018-08-16,36500,36850,35800,36100,14136,530846.0,14704872.0
2018-08-17,36500,38150,36150,38000,19382,558785.0,14704872.0
2018-08-20,38000,39950,37850,38050,36448,559520.0,14704872.0
2018-08-21,38000,39500,38000,38900,19520,572020.0,14704872.0
2018-08-22,39800,39800,38250,38600,10059,567608.0,14704872.0
2018-08-23,38300,38900,37700,38450,10170,565402.0,14704872.0
2018-08-24,38200,38950,37700,38800,15677,570549.0,14704872.0
2018-08-27,39100,39350,38500,39150,21624,575696.0,14704872.0
2018-08-28,39300,40400,38900,39700,51721,583783.0,14704872.0
2018-08-29,40050,40050,39450,39500,12123,580842.0,14704872.0
2018-08-30,40000,40000,39150,39800,11645,585254.0,14704872.0
2018-08-31,39550,41450,39550,41450,49174,609517.0,14704872.0
2018-09-03,41450,42200,41050,41600,24643,611723.0,14704872.0
2018-09-04,41950,41950,40750,40950,19882,602165.0,14704872.0
2018-09-05,41250,42000,40350,41200,27094,605841.0,14704872.0
2018-09-06,41000,41500,40300,40600,14447,597018.0,14704872.0
2018-09-07,40600,40900,40300,40650,17173,597753.0,14704872.0
2018-09-10,41000,41750,40650,40900,29246,601429.0,14704872.0
2018-09-11,40400,42650,40250,42200,44732,620546.0,14704872.0
2018-09-12,42700,43400,42000,42800,43950,629369.0,14704872.0
2018-09-13,42850,43250,41500,42900,41509,630839.0,14704872.0
2018-09-14,42600,43000,42100,42100,32372,619075.0,14704872.0
2018-09-17,42100,42100,41100,42100,14391,619075.0,14704872.0
2018-09-18,41650,42450,41500,41700,16384,613193.0,14704872.0
2018-09-19,41650,41650,39900,39900,32354,586724.0,14704872.0
2018-09-20,39900,49300,39900,42500,746280,624957.0,14704872.0
2018-09-21,42500,55200,41600,55200,2301088,811709.0,14704872.0
2018-09-27,59800,64000,56100,59900,2028556,880822.0,14704872.0
2018-09-28,58700,59700,57100,59300,526229,871999.0,14704872.0
2018-10-01,57400,58300,55200,57500,471827,845530.0,14704872.0
2018-10-02,57500,62400,51600,51600,968575,758771.0,14704872.0
2018-10-04,51100,53500,50900,52300,249609,769065.0,14704872.0
2018-10-05,51400,52700,49100,49650,227834,730097.0,14704872.0
2018-10-08,49050,54800,49050,50400,401749,741126.0,14704872.0
2018-10-10,50400,52900,50300,50900,164509,748478.0,14704872.0
2018-10-11,48500,51000,47950,49400,153507,726421.0,14704872.0
2018-10-12,49400,51000,49200,51000,144547,749948.0,14704872.0
2018-10-15,51800,51800,45900,45900,190320,674954.0,14704872.0
2018-10-16,46100,47800,45100,45800,111245,673483.0,14704872.0
2018-10-17,46800,47000,44950,45650,90509,671277.0,14704872.0
2018-10-18,45650,46550,45500,45700,50448,672013.0,14704872.0
2018-10-19,45550,48800,45200,48500,130874,713186.0,14704872.0
2018-10-22,48500,49400,47000,48550,60304,713922.0,14704872.0
2018-10-23,48550,48550,46650,46800,54432,688188.0,14704872.0
2018-10-24,47100,48200,44300,45050,82723,662454.0,14704872.0
2018-10-25,43800,45000,42200,43150,87146,634515.0,14704872.0
2018-10-26,44200,51300,41100,47800,752453,702893.0,14704872.0
2018-10-29,46500,49150,43050,43050,308212,633045.0,14704872.0
2018-10-30,41600,43700,40800,42200,174547,620546.0,14704872.0
2018-10-31,42200,43550,41550,42000,115089,617605.0,14704872.0
2018-11-01,42650,44750,42350,43250,107963,635986.0,14704872.0
2018-11-02,43600,48800,43550,47050,256431,691864.0,14704872.0
2018-11-05,47450,49900,46150,48850,173750,718333.0,14704872.0
2018-11-06,49000,49700,48150,49400,91877,726421.0,14704872.0
2018-11-07,49500,50700,47850,49000,112964,720539.0,14704872.0
2018-11-08,50500,50600,48700,48900,47012,719068.0,14704872.0
2018-11-09,48200,49400,46750,47600,54424,699952.0,14704872.0
2018-11-12,46500,49500,46350,47600,64819,699952.0,14704872.0
2018-11-13,47500,49400,47250,49100,91823,722009.0,14704872.0
2018-11-14,49000,49850,48150,48250,53346,709510.0,14704872.0
2018-11-15,48300,49050,47400,48300,34246,710245.0,14704872.0
2018-11-16,49400,51800,48650,48750,163904,716863.0,14704872.0
2018-11-19,49400,50600,48750,50200,90324,738185.0,14704872.0
2018-11-20,49500,54900,49300,50800,439142,747007.0,14704872.0
2018-11-21,50000,50900,49200,50100,74029,736714.0,14704872.0
2018-11-22,50300,50400,48300,49000,89173,720539.0,14704872.0
2018-11-23,48850,51000,48400,48500,86859,713186.0,14704872.0
2018-11-26,48150,49450,48150,49000,30912,720539.0,14704872.0
2018-11-27,49050,49900,48800,49650,47495,730097.0,14704872.0
2018-11-28,50100,52400,49350,52300,134315,769065.0,14704872.0
2018-11-29,52700,53200,50300,50800,77471,747007.0,14704872.0
2018-11-30,51000,51900,49900,50000,60583,735244.0,14704872.0
2018-12-03,50400,51000,49950,50400,49113,741126.0,14704872.0
2018-12-04,50600,51900,50100,51200,58177,752889.0,14704872.0
2018-12-05,50100,51100,49950,50000,43130,735244.0,14704872.0
2018-12-06,49950,50100,46150,47000,99611,691129.0,14704872.0
2018-12-07,47900,48450,46000,46300,69563,680836.0,14704872.0
2018-12-10,45700,46200,44450,44500,56877,654367.0,14704872.0
2018-12-11,44500,45300,44250,44450,35907,653632.0,14704872.0
2018-12-12,44500,45550,44500,45000,24443,661719.0,14704872.0
2018-12-13,45000,46850,45000,46350,47588,681571.0,14704872.0
2018-12-14,46200,46550,45150,45500,41228,669072.0,14704872.0
2018-12-17,45000,45000,43250,44500,75691,654367.0,14704872.0
2018-12-18,44400,44400,43000,43150,61602,634515.0,14704872.0
2018-12-19,42350,44500,42350,43950,49121,646279.0,14704872.0
2018-12-20,43900,44450,42350,42850,74660,630104.0,14704872.0
2018-12-21,42000,44400,42000,44400,73062,652896.0,14704872.0
2018-12-24,44600,45500,44200,44250,40521,650691.0,14704872.0
2018-12-26,42000,43700,40000,42200,45018,620546.0,14704872.0
2018-12-27,43050,44400,42700,43950,37523,646279.0,14704872.0
2018-12-28,44800,46600,44150,46600,53030,685247.0,14704872.0
2019-01-02,47450,47450,44100,44400,94106,652896.0,14704872.0
2019-01-03,44800,44800,43100,44250,51715,650691.0,14704872.0
2019-01-04,46850,54100,45950,52300,1299535,769065.0,14704872.0
2019-01-07,53200,53400,50800,50800,255532,747007.0,14704872.0
2019-01-08,50800,50900,47750,48300,260907,710245.0,14704872.0
2019-01-09,48300,49200,47450,48000,114231,705834.0,14704872.0
2019-01-10,48000,48850,47350,47350,84356,696276.0,14704872.0
2019-01-11,47400,47550,46200,46300,96378,680836.0,14704872.0
2019-01-14,46300,46950,45750,45900,60638,674954.0,14704872.0
2019-01-15,46150,46700,45000,45000,88686,661719.0,14704872.0
2019-01-16,45350,45450,44050,45250,70940,665395.0,14704872.0
2019-01-17,45350,45900,44000,44000,84136,647014.0,14704872.0
2019-01-18,44000,44750,43300,43450,83334,638927.0,14704872.0
2019-01-21,43900,44200,42950,43500,63438,639662.0,14704872.0
2019-01-22,43550,45150,43550,44450,62167,653632.0,14704872.0
2019-01-23,44100,44400,43650,43700,48511,642603.0,14704872.0
2019-01-24,44000,44750,43850,44500,58065,654367.0,14704872.0
2019-01-25,44650,45100,44200,44350,39467,652161.0,14704872.0
2019-01-28,44300,44800,44250,44350,39937,652161.0,14704872.0
2019-01-29,44450,44500,43650,43900,35011,645544.0,14704872.0
2019-01-30,43800,44300,43300,43900,41856,645544.0,14704872.0
2019-01-31,44050,45050,43900,45000,57541,661719.0,14704872.0
2019-02-01,45400,45400,44200,44500,33434,654367.0,14704872.0
2019-02-07,44500,44850,43800,44550,32570,655102.0,14704872.0
2019-02-08,45150,45900,44750,44900,63443,660249.0,14704872.0
2019-02-11,45550,46450,44900,46200,68090,679365.0,14704872.0
2019-02-12,46450,46450,45250,45500,37072,669072.0,14704872.0
2019-02-13,45550,46150,45000,45900,30271,674954.0,14704872.0
2019-02-14,46100,46200,45350,46150,30829,678630.0,14704872.0
2019-02-15,46050,46400,45700,46000,35821,676424.0,14704872.0
2019-02-18,46050,46750,45700,46100,48588,677895.0,14704872.0
2019-02-19,46100,46650,45700,46250,37906,680100.0,14704872.0
2019-02-20,46500,48150,45850,47450,81716,697746.0,14704872.0
2019-02-21,47450,47900,46850,47350,43481,696276.0,14704872.0
2019-02-22,47600,47600,45850,46350,36818,681571.0,14704872.0
2019-02-25,46350,46600,45500,45500,30957,669072.0,14704872.0
2019-02-26,45450,46000,45050,45100,35076,663190.0,14704872.0
2019-02-27,45300,45900,45050,45600,19988,670542.0,14704872.0
2019-02-28,45600,47900,44600,45150,111519,663925.0,14704872.0
2019-03-04,45850,47300,45800,46900,71698,689658.0,14704872.0
2019-03-05,46500,48800,46500,47800,107493,702893.0,14704872.0
2019-03-06,48150,48400,47050,47800,56479,702893.0,14704872.0
2019-03-07,47800,48600,46000,46500,60995,683777.0,14704872.0
2019-03-08,46550,47250,46150,47100,34684,692599.0,14704872.0
2019-03-11,47100,47100,45500,46800,28197,688188.0,14704872.0
2019-03-12,47450,47900,46800,47600,50219,699952.0,14704872.0
2019-03-13,47950,48500,47550,48000,48081,705834.0,14704872.0
2019-03-14,48400,49000,47750,48700,66294,716127.0,14704872.0
2019-03-15,48500,48800,47100,47100,54274,692599.0,14704872.0
2019-03-18,47050,48150,47000,47450,26382,697746.0,14704872.0
2019-03-19,47500,47850,45950,46350,46846,681571.0,14704872.0
2019-03-20,46350,46400,45250,46250,33465,680100.0,14704872.0
2019-03-21,46250,46650,45100,45400,51487,667601.0,14704872.0
2019-03-22,45500,45800,44800,45000,34188,661719.0,14704872.0
2019-03-25,44500,45000,43600,43600,43864,641132.0,14704872.0
2019-03-26,43500,44650,43500,44000,22682,647014.0,14704872.0
2019-03-27,44500,44600,43550,44600,23212,655837.0,14704872.0
2019-03-28,44550,44550,43500,43700,22595,642603.0,14704872.0
2019-03-29,43750,44000,42800,43100,35694,633780.0,14704872.0
2019-04-01,42600,44050,42600,44050,15995,647750.0,14704872.0
2019-04-02,44100,44250,43700,43900,13321,645544.0,14704872.0
2019-04-03,43600,44250,43500,43900,15167,645544.0,14704872.0
2019-04-04,43900,44800,43850,44150,17527,649220.0,14704872.0
2019-04-05,44350,44350,43700,43700,15482,642603.0,14704872.0
2019-04-08,43600,44050,43550,43650,14450,641868.0,14704872.0
2019-04-09,43500,43700,41000,43000,31683,632309.0,14704872.0
