DB손해보험(005830),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
1999-08-13,5410,5500,5100,5180,897960,366744.0,70800000.0
1999-08-16,5020,5320,4930,5200,663410,368160.0,70800000.0
1999-08-17,5020,5450,5020,5210,1284610,368868.0,70800000.0
1999-08-18,5210,5300,4900,5210,777940,368868.0,70800000.0
1999-08-19,5400,5400,5190,5310,816970,375948.0,70800000.0
1999-08-20,5370,5370,5150,5180,593410,366744.0,70800000.0
1999-08-23,5770,5950,5550,5950,1557190,421260.0,70800000.0
1999-08-24,6350,6500,5960,5970,4403900,422676.0,70800000.0
1999-08-25,5780,5950,5650,5900,1479650,417720.0,70800000.0
1999-08-26,5320,5900,5320,5640,1549080,399312.0,70800000.0
1999-08-27,5740,5850,5350,5450,1292610,385860.0,70800000.0
1999-08-30,5460,5620,5300,5480,1076260,387984.0,70800000.0
1999-08-31,5330,5460,5280,5330,708810,377364.0,70800000.0
1999-09-01,5330,5440,5010,5100,1038240,361080.0,70800000.0
1999-09-02,5100,5200,4960,5050,945750,357540.0,70800000.0
1999-09-03,5070,5270,5050,5080,855030,359664.0,70800000.0
1999-09-06,5100,5380,5080,5180,969150,366744.0,70800000.0
1999-09-07,5180,5280,5050,5080,1282940,359664.0,70800000.0
1999-09-08,5280,5290,5030,5100,1234440,361080.0,70800000.0
1999-09-09,5100,5170,5000,5030,906280,356124.0,70800000.0
1999-09-10,5030,5470,5030,5160,2876700,365328.0,70800000.0
1999-09-13,5290,5310,5040,5070,1033880,358956.0,70800000.0
1999-09-14,5110,5200,5070,5080,881130,359664.0,70800000.0
1999-09-15,5110,5170,4990,5030,895920,356124.0,70800000.0
1999-09-16,5030,5100,4910,4950,868500,350460.0,70800000.0
1999-09-17,4950,5000,4720,4950,701380,350460.0,70800000.0
1999-09-20,5000,5090,4870,4890,695750,346212.0,70800000.0
1999-09-21,4900,4980,4850,4900,752820,346920.0,70800000.0
1999-09-22,4900,4980,4840,4860,746210,344088.0,70800000.0
1999-09-27,4860,4950,4700,4700,505030,332760.0,70800000.0
1999-09-28,4890,4950,4670,4720,748110,334176.0,70800000.0
1999-09-29,4740,4890,4720,4720,690960,334176.0,70800000.0
1999-09-30,4750,4820,4500,4520,569030,320016.0,70800000.0
1999-10-01,4350,4450,3900,4150,599380,293820.0,70800000.0
1999-10-04,4010,4250,3970,4000,540500,283200.0,70800000.0
1999-10-05,4000,4080,3540,3580,943720,253464.0,70800000.0
1999-10-06,3700,4100,3550,4070,1812910,288156.0,70800000.0
1999-10-07,4300,4680,4210,4600,2932700,325680.0,70800000.0
1999-10-08,4600,4600,4260,4330,907170,306564.0,70800000.0
1999-10-11,4400,4500,4250,4250,680720,300900.0,70800000.0
1999-10-12,4250,4450,4250,4450,705440,315060.0,70800000.0
1999-10-13,4440,4445,4250,4350,557640,307980.0,70800000.0
1999-10-14,4260,4650,4240,4640,1197260,328512.0,70800000.0
1999-10-15,4690,4970,4500,4750,1554280,336300.0,70800000.0
1999-10-18,4450,4650,4310,4310,686150,305148.0,70800000.0
1999-10-19,4390,4480,4280,4350,668990,307980.0,70800000.0
1999-10-20,4500,4840,4450,4550,1739470,322140.0,70800000.0
1999-10-21,4800,4800,4450,4470,984370,316476.0,70800000.0
1999-10-22,4405,4550,4360,4470,470440,316476.0,70800000.0
1999-10-25,4480,4600,4210,4290,512660,303732.0,70800000.0
1999-10-26,4000,4390,4000,4300,696660,304440.0,70800000.0
1999-10-27,4650,4650,4390,4450,985620,315060.0,70800000.0
1999-10-28,4510,4750,4310,4570,1395580,323556.0,70800000.0
1999-10-29,4720,4760,4570,4600,1197360,325680.0,70800000.0
1999-11-01,4795,5150,4710,5000,2173730,354000.0,70800000.0
1999-11-02,5000,5190,4800,5050,1508610,357540.0,70800000.0
1999-11-03,5150,5170,4930,4960,1001300,351168.0,70800000.0
1999-11-04,5100,5140,4950,5000,809390,354000.0,70800000.0
1999-11-05,5100,5370,5050,5120,1880160,362496.0,70800000.0
1999-11-08,5250,5300,5090,5100,1129960,361080.0,70800000.0
1999-11-09,5110,5320,4980,5170,1882030,366036.0,70800000.0
1999-11-10,5290,5540,5190,5250,2254240,371700.0,70800000.0
1999-11-11,5260,5360,5060,5150,1411140,364620.0,70800000.0
1999-11-12,5170,5300,5040,5060,1472520,358248.0,70800000.0
1999-11-15,5170,5560,5160,5400,1828460,382320.0,70800000.0
1999-11-16,5550,6150,5460,5960,4819600,421968.0,70800000.0
1999-11-17,6100,6290,5400,5450,2719330,385860.0,70800000.0
1999-11-18,5610,5670,5200,5350,1020120,378780.0,70800000.0
1999-11-19,5400,5600,5300,5310,1244200,375948.0,70800000.0
1999-11-22,5310,5460,5210,5250,868320,371700.0,70800000.0
1999-11-23,5260,5350,5100,5150,806060,364620.0,70800000.0
1999-11-24,5150,5240,4850,4900,935480,346920.0,70800000.0
1999-11-25,4900,4990,4650,4650,931990,329220.0,70800000.0
1999-11-26,4650,4690,3955,4250,1122920,300900.0,70800000.0
1999-11-29,4250,4440,4200,4350,649250,307980.0,70800000.0
1999-11-30,4350,4630,4350,4470,703430,316476.0,70800000.0
1999-12-01,4470,4550,4130,4150,701330,293820.0,70800000.0
1999-12-02,4150,4350,4000,4200,607850,297360.0,70800000.0
1999-12-03,4200,4300,4105,4180,557320,295944.0,70800000.0
1999-12-06,4180,4200,3980,4010,720090,283908.0,70800000.0
1999-12-07,4020,4030,3600,3600,734350,254880.0,70800000.0
1999-12-08,3800,3970,3670,3895,681610,275766.0,70800000.0
1999-12-09,3900,4060,3730,3870,580430,273996.0,70800000.0
1999-12-10,3870,4395,3870,4300,1141520,304440.0,70800000.0
1999-12-13,4500,4590,4100,4100,749250,290280.0,70800000.0
1999-12-14,4200,4290,4000,4050,897750,286740.0,70800000.0
1999-12-15,4100,4150,4000,4000,897420,283200.0,70800000.0
1999-12-16,4110,4290,4000,4040,904160,286032.0,70800000.0
1999-12-17,3700,4050,3700,3860,1049800,273288.0,70800000.0
1999-12-20,3840,3950,3750,3770,423560,266916.0,70800000.0
1999-12-21,3700,3740,3550,3620,474650,256296.0,70800000.0
1999-12-22,3500,3650,3100,3430,865740,242844.0,70800000.0
1999-12-23,3200,3430,3160,3200,1112280,226560.0,70800000.0
1999-12-24,3170,3490,3170,3200,1229350,226560.0,70800000.0
1999-12-27,3300,3400,3110,3160,617280,223728.0,70800000.0
1999-12-28,3200,3200,2800,2850,1166430,201780.0,70800000.0
2000-01-04,2850,3275,2850,3275,493520,231870.0,70800000.0
2000-01-05,3500,3730,3300,3540,874340,250632.0,70800000.0
2000-01-06,3535,3535,3175,3330,366870,235764.0,70800000.0
2000-01-07,3500,3580,3400,3515,670490,248862.0,70800000.0
2000-01-10,3750,4040,3620,4040,752080,286032.0,70800000.0
2000-01-11,4200,4290,3900,4000,2003710,283200.0,70800000.0
2000-01-12,4000,4070,3850,4040,595940,286032.0,70800000.0
2000-01-13,4020,4400,3980,4040,1264250,286032.0,70800000.0
2000-01-14,4120,4120,3750,3810,501920,269748.0,70800000.0
2000-01-17,3750,3880,3650,3750,475500,265500.0,70800000.0
2000-01-18,3700,3750,3500,3600,410860,254880.0,70800000.0
2000-01-19,3500,3590,3310,3350,403020,237180.0,70800000.0
2000-01-20,3200,3650,3060,3550,672770,251340.0,70800000.0
2000-01-21,3360,3600,3360,3430,318640,242844.0,70800000.0
2000-01-24,3320,3585,3320,3490,233950,247092.0,70800000.0
2000-01-25,3400,3540,3320,3390,240690,240012.0,70800000.0
2000-01-26,3450,3545,3250,3350,620640,237180.0,70800000.0
2000-01-27,3410,3800,3400,3730,887970,264084.0,70800000.0
2000-01-28,3730,3950,3660,3780,1382940,267624.0,70800000.0
2000-01-31,3780,4070,3650,3940,1189650,278952.0,70800000.0
2000-02-01,4100,4190,3840,3920,760120,277536.0,70800000.0
2000-02-02,3870,4100,3800,4000,809020,283200.0,70800000.0
2000-02-03,4100,4300,3900,4200,1365080,297360.0,70800000.0
2000-02-07,4050,4150,3950,4040,1600570,286032.0,70800000.0
2000-02-08,3950,4000,3740,3740,713650,264792.0,70800000.0
2000-02-09,3825,3880,3670,3700,502930,261960.0,70800000.0
2000-02-10,3550,3630,3450,3480,479380,246384.0,70800000.0
2000-02-11,3450,3600,3310,3390,646690,240012.0,70800000.0
2000-02-14,3500,3600,3400,3400,688890,240720.0,70800000.0
2000-02-15,3555,3640,3450,3550,800930,251340.0,70800000.0
2000-02-16,3800,4080,3710,4050,4248850,286740.0,70800000.0
2000-02-17,3950,3950,3510,3695,1036170,261606.0,70800000.0
2000-02-18,3610,3610,3480,3510,889200,248508.0,70800000.0
2000-02-21,3350,3470,3320,3420,546170,242136.0,70800000.0
2000-02-22,3500,3580,3350,3430,528270,242844.0,70800000.0
2000-02-23,3450,3930,3450,3750,1183280,265500.0,70800000.0
2000-02-24,3800,3800,3450,3500,576360,247800.0,70800000.0
2000-02-25,3400,3520,3360,3400,477860,240720.0,70800000.0
2000-02-28,3400,3420,3300,3360,431490,237888.0,70800000.0
2000-02-29,3370,3510,3290,3320,421030,235056.0,70800000.0
2000-03-02,3250,3400,3230,3380,482750,239304.0,70800000.0
2000-03-03,3350,3350,3260,3270,441170,231516.0,70800000.0
2000-03-06,3220,3460,3220,3410,719860,241428.0,70800000.0
2000-03-07,3590,3600,3160,3390,988430,240012.0,70800000.0
2000-03-08,3320,3450,3300,3335,542090,236118.0,70800000.0
2000-03-09,3335,3400,3300,3340,533170,236472.0,70800000.0
2000-03-10,3320,3440,3260,3260,477260,230808.0,70800000.0
2000-03-13,3260,3350,3150,3300,909230,233640.0,70800000.0
2000-03-14,3380,3390,3200,3215,586600,227622.0,70800000.0
2000-03-15,3215,3250,3030,3080,461130,218064.0,70800000.0
2000-03-16,3110,3190,3000,3010,446890,213108.0,70800000.0
2000-03-17,3120,3270,3030,3140,1029720,222312.0,70800000.0
2000-03-20,3240,3250,3060,3100,387370,219480.0,70800000.0
2000-03-21,3150,3190,3000,3050,495010,215940.0,70800000.0
2000-03-22,3050,3150,3040,3080,568500,218064.0,70800000.0
2000-03-23,3050,3150,3000,3010,520070,213108.0,70800000.0
2000-03-24,3010,3040,2920,2970,451110,210276.0,70800000.0
2000-03-27,2970,3180,2880,3100,885770,219480.0,70800000.0
2000-03-28,3085,3095,2970,3000,423270,212400.0,70800000.0
2000-03-29,2910,2980,2850,2855,448740,202134.0,70800000.0
2000-03-30,2800,2820,2525,2600,455350,184080.0,70800000.0
2000-03-31,2630,2770,2525,2600,399850,184080.0,70800000.0
2000-04-03,2410,2590,2220,2250,356800,159300.0,70800000.0
2000-04-04,2060,2240,2060,2180,322130,154344.0,70800000.0
2000-04-06,2090,2170,2010,2010,334690,142308.0,70800000.0
2000-04-07,2000,2085,1950,2045,582830,144786.0,70800000.0
2000-04-10,2000,2285,2000,2230,658330,157884.0,70800000.0
2000-04-11,2230,2250,2050,2060,322090,145848.0,70800000.0
2000-04-12,2060,2245,2060,2240,618380,158592.0,70800000.0
2000-04-14,2240,2500,2160,2500,854410,177000.0,70800000.0
2000-04-17,2300,2370,2125,2125,646920,150450.0,70800000.0
2000-04-18,2380,2420,2210,2300,1108430,162840.0,70800000.0
2000-04-19,2310,2375,2170,2170,482600,153636.0,70800000.0
2000-04-20,2100,2230,2100,2170,167290,153636.0,70800000.0
2000-04-21,2170,2240,2100,2160,228890,152928.0,70800000.0
2000-04-24,2200,2210,2080,2085,192310,147618.0,70800000.0
2000-04-25,2075,2075,2000,2020,239340,143016.0,70800000.0
2000-04-26,2020,2090,1900,1910,208550,135228.0,70800000.0
2000-04-27,1820,1930,1710,1850,440030,130980.0,70800000.0
2000-04-28,1900,2045,1860,1960,410230,138768.0,70800000.0
2000-05-02,1940,1960,1860,1870,400440,132396.0,70800000.0
2000-05-03,1860,1920,1850,1880,264570,133104.0,70800000.0
2000-05-04,1860,1930,1860,1890,252760,133812.0,70800000.0
2000-05-08,1900,1940,1895,1900,338400,134520.0,70800000.0
2000-05-09,1880,1920,1850,1855,152440,131334.0,70800000.0
2000-05-10,1855,1925,1840,1855,161560,131334.0,70800000.0
2000-05-12,1860,1885,1800,1810,186750,128148.0,70800000.0
2000-05-15,1770,1770,1650,1650,182010,116820.0,70800000.0
2000-05-16,1650,1690,1520,1580,150600,111864.0,70800000.0
2000-05-17,1560,1600,1345,1345,225160,95226.0,70800000.0
2000-05-18,1300,1500,1205,1400,299190,99120.0,70800000.0
2000-05-19,1480,1480,1300,1460,335450,103368.0,70800000.0
2000-05-22,1460,1530,1400,1400,297330,99120.0,70800000.0
2000-05-23,1370,1530,1320,1400,537580,99120.0,70800000.0
2000-05-24,1405,1610,1355,1610,896380,113988.0,70800000.0
2000-05-25,1700,1850,1610,1810,1258540,128148.0,70800000.0
2000-05-26,1650,1780,1540,1540,620130,109032.0,70800000.0
2000-05-29,1540,1770,1540,1770,1003590,125316.0,70800000.0
2000-05-30,1950,2035,1810,1950,2185310,138060.0,70800000.0
2000-05-31,1990,2100,1850,1990,3057310,140892.0,70800000.0
2000-06-01,1980,1980,1750,1780,889700,126024.0,70800000.0
2000-06-02,1830,2000,1830,1900,1434930,134520.0,70800000.0
2000-06-05,2150,2175,2000,2025,3482380,143370.0,70800000.0
2000-06-07,2050,2240,2025,2050,2583690,145140.0,70800000.0
2000-06-08,2090,2090,1830,1980,1113770,140184.0,70800000.0
2000-06-09,2050,2230,1990,2190,2586350,155052.0,70800000.0
2000-06-12,2250,2280,2010,2100,1464880,148680.0,70800000.0
2000-06-13,2100,2120,1920,1930,730430,136644.0,70800000.0
2000-06-14,1930,1980,1820,1870,590640,132396.0,70800000.0
2000-06-15,1870,1900,1800,1800,573580,127440.0,70800000.0
2000-06-16,1800,1890,1800,1800,333420,127440.0,70800000.0
2000-06-19,1805,1870,1800,1800,501060,127440.0,70800000.0
2000-06-20,1850,2070,1805,2010,505160,142308.0,70800000.0
2000-06-21,2010,2120,1880,1910,1399030,135228.0,70800000.0
2000-06-22,1910,1970,1910,1910,618770,135228.0,70800000.0
2000-06-23,1910,1940,1910,1910,318370,135228.0,70800000.0
2000-06-26,1920,2020,1920,1975,295690,139830.0,70800000.0
2000-06-27,2010,2145,1985,2120,981840,150096.0,70800000.0
2000-06-28,2140,2300,2120,2120,2124460,150096.0,70800000.0
2000-06-29,2150,2200,2000,2045,845550,144786.0,70800000.0
2000-06-30,2060,2130,2045,2075,560640,146910.0,70800000.0
2000-07-03,2150,2250,2085,2210,966440,156468.0,70800000.0
2000-07-04,2220,2540,2220,2540,5175910,179832.0,70800000.0
2000-07-05,2590,2635,2250,2590,5588920,183372.0,70800000.0
2000-07-06,2650,2840,2470,2700,3609680,191160.0,70800000.0
2000-07-07,2700,2760,2620,2685,1661240,190098.0,70800000.0
2000-07-10,2780,3085,2750,3075,1832300,217710.0,70800000.0
2000-07-11,3140,3190,2900,2900,2207790,205320.0,70800000.0
2000-07-12,2900,2970,2700,2750,793660,194700.0,70800000.0
2000-07-13,2640,2910,2640,2800,924980,198240.0,70800000.0
2000-07-14,2660,2850,2660,2800,676560,198240.0,70800000.0
2000-07-18,2750,2795,2425,2600,509490,184080.0,70800000.0
2000-07-19,2580,2700,2505,2650,4134210,187620.0,70800000.0
2000-07-20,2750,2930,2550,2565,2776850,181602.0,70800000.0
2000-07-21,2600,2650,2470,2570,847980,181956.0,70800000.0
2000-07-24,2520,2520,2185,2220,589900,157176.0,70800000.0
2000-07-25,2070,2320,2070,2230,710550,157884.0,70800000.0
2000-07-26,2300,2300,2200,2210,334350,156468.0,70800000.0
2000-07-27,2150,2250,2150,2200,380450,155760.0,70800000.0
2000-07-28,2150,2240,2150,2185,373980,154698.0,70800000.0
2000-07-31,2100,2230,2090,2195,629000,155406.0,70800000.0
2000-08-01,2155,2320,2155,2270,390130,160716.0,70800000.0
2000-08-02,2300,2420,2240,2280,761000,161424.0,70800000.0
2000-08-03,2300,2370,2230,2250,284910,159300.0,70800000.0
2000-08-04,2250,2285,2170,2205,222300,156114.0,70800000.0
2000-08-07,2175,2190,2090,2090,210650,147972.0,70800000.0
2000-08-08,2070,2180,2050,2060,257090,145848.0,70800000.0
2000-08-09,2060,2150,2060,2140,341440,151512.0,70800000.0
2000-08-10,2100,2280,2100,2195,507620,155406.0,70800000.0
2000-08-11,2195,2240,2150,2170,259280,153636.0,70800000.0
2000-08-14,2250,2360,2240,2240,318980,158592.0,70800000.0
2000-08-16,2200,2290,2200,2260,172630,160008.0,70800000.0
2000-08-17,2260,2305,2200,2265,307680,160362.0,70800000.0
2000-08-18,2280,2305,2190,2205,163810,156114.0,70800000.0
2000-08-21,2250,2250,2160,2200,133750,155760.0,70800000.0
2000-08-22,2200,2220,2170,2210,124490,156468.0,70800000.0
2000-08-23,2210,2230,2130,2130,158240,150804.0,70800000.0
2000-08-24,2030,2170,2030,2070,155300,146556.0,70800000.0
2000-08-25,2100,2130,2070,2110,107760,149388.0,70800000.0
2000-08-28,2050,2150,2050,2110,160990,149388.0,70800000.0
2000-08-29,2120,2180,2100,2130,134920,150804.0,70800000.0
2000-08-30,2090,2145,2050,2055,258250,145494.0,70800000.0
2000-08-31,2100,2100,2000,2005,232980,141954.0,70800000.0
2000-09-01,2030,2050,1950,1965,277650,139122.0,70800000.0
2000-09-04,1985,2050,1970,2045,397140,144786.0,70800000.0
2000-09-05,2080,2130,2015,2130,289720,150804.0,70800000.0
2000-09-06,2100,2330,2080,2240,1064190,158592.0,70800000.0
2000-09-07,2250,2385,2170,2300,595850,162840.0,70800000.0
2000-09-08,2270,2360,2210,2360,458830,167088.0,70800000.0
