NICE(034310),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2004-09-03,3203,3283,3203,3230,45120,80735.0,6700000.0
2004-09-06,3189,3229,3189,3217,50250,80400.0,6700000.0
2004-09-07,3216,3229,3189,3217,58010,80400.0,6700000.0
2004-09-08,3216,3243,3189,3243,38540,81070.0,6700000.0
2004-09-09,3270,3270,3216,3217,28290,80400.0,6700000.0
2004-09-10,3216,3256,3216,3217,44300,80400.0,6700000.0
2004-09-13,3216,3323,3203,3311,23218,82745.0,6700000.0
2004-09-14,3323,3377,3297,3311,13070,82745.0,6700000.0
2004-09-15,3270,3270,3203,3243,12159,81070.0,6700000.0
2004-09-16,3243,3270,3189,3217,13524,80400.0,6700000.0
2004-09-17,3189,3270,3162,3163,28061,79060.0,6700000.0
2004-09-20,3176,3203,3109,3163,51290,79060.0,6700000.0
2004-09-21,3149,3203,3109,3203,20860,80065.0,6700000.0
2004-09-22,3162,3229,3136,3217,27880,80400.0,6700000.0
2004-09-23,3216,3229,3189,3217,386380,80400.0,6700000.0
2004-09-24,3176,3229,3162,3176,34730,79395.0,6700000.0
2004-09-30,3149,3149,3082,3136,15101,78390.0,6700000.0
2004-10-01,3149,3149,3109,3136,7290,78390.0,6700000.0
2004-10-04,3149,3149,3109,3150,12770,78725.0,6700000.0
2004-10-05,3136,3149,3122,3136,10290,78390.0,6700000.0
2004-10-06,3082,3136,3055,3083,22030,77050.0,6700000.0
2004-10-07,3109,3136,3055,3109,3690,77720.0,6700000.0
2004-10-08,3109,3149,3055,3109,17540,77720.0,6700000.0
2004-10-11,3136,3136,3028,3083,5540,77050.0,6700000.0
2004-10-12,3069,3122,3015,3109,39120,77720.0,6700000.0
2004-10-13,3055,3109,3042,3096,50190,77385.0,6700000.0
2004-10-14,3082,3162,3055,3083,99720,77050.0,6700000.0
2004-10-15,3055,3136,3055,3136,33760,78390.0,6700000.0
2004-10-18,3149,3149,3082,3096,7220,77385.0,6700000.0
2004-10-19,3122,3122,3069,3083,4430,77050.0,6700000.0
2004-10-20,3149,3149,3082,3083,1560,77050.0,6700000.0
2004-10-21,3082,3136,3082,3136,3410,78390.0,6700000.0
2004-10-22,3015,3109,3015,3083,2380,77050.0,6700000.0
2004-10-25,3136,3136,3002,3096,4960,77385.0,6700000.0
2004-10-26,3136,3136,3082,3109,570,77720.0,6700000.0
2004-10-27,3136,3136,3055,3056,7590,76380.0,6700000.0
2004-10-28,3136,3149,3082,3136,5020,78390.0,6700000.0
2004-10-29,3136,3189,3082,3123,9940,78055.0,6700000.0
2004-11-01,3189,3189,3136,3136,300,78390.0,6700000.0
2004-11-02,3189,3203,3136,3203,6570,80065.0,6700000.0
2004-11-03,3203,3229,3136,3217,7350,80400.0,6700000.0
2004-11-04,3243,3243,3162,3217,6590,80400.0,6700000.0
2004-11-05,3229,3229,3162,3217,1310,80400.0,6700000.0
2004-11-08,3189,3229,3095,3230,8690,80735.0,6700000.0
2004-11-09,3216,3256,3189,3217,15090,80400.0,6700000.0
2004-11-10,3243,3243,3162,3190,5130,79730.0,6700000.0
2004-11-11,3216,3229,3189,3230,5139,80735.0,6700000.0
2004-11-12,3216,3229,3189,3230,5430,80735.0,6700000.0
2004-11-15,3243,3283,3203,3284,3819,82075.0,6700000.0
2004-11-16,3230,3297,3230,3284,3731,82075.0,6700000.0
2004-11-17,3297,3377,3243,3324,54340,83080.0,6700000.0
2004-11-18,3350,3377,3297,3351,28510,83750.0,6700000.0
2004-11-19,3390,3390,3337,3337,8880,83415.0,6700000.0
2004-11-22,3377,3377,3270,3284,16950,82075.0,6700000.0
2004-11-23,3270,3377,3270,3284,27460,82075.0,6700000.0
2004-11-24,3283,3364,3229,3230,665790,80735.0,6700000.0
2004-11-25,3270,3484,3270,3324,665160,83080.0,6700000.0
2004-11-26,3484,3618,3364,3471,148840,86765.0,6700000.0
2004-11-29,3538,3632,3404,3471,62310,86765.0,6700000.0
2004-11-30,3484,3538,3471,3471,71940,86765.0,6700000.0
2004-12-01,3457,3538,3457,3485,77880,87100.0,6700000.0
2004-12-02,3484,3524,3457,3471,15390,86765.0,6700000.0
2004-12-03,3484,3524,3457,3525,27220,88105.0,6700000.0
2004-12-06,3538,3538,3484,3485,13080,87100.0,6700000.0
2004-12-07,3484,3618,3484,3565,46155,89110.0,6700000.0
2004-12-08,3538,3645,3524,3632,96717,90785.0,6700000.0
2004-12-09,3672,3672,3591,3619,49480,90450.0,6700000.0
2004-12-10,3618,3632,3591,3619,78710,90450.0,6700000.0
2004-12-13,3618,3618,3565,3605,41730,90115.0,6700000.0
2004-12-14,3591,3618,3591,3619,43800,90450.0,6700000.0
2004-12-15,3658,3658,3591,3619,45930,90450.0,6700000.0
2004-12-16,3605,3672,3578,3672,51990,91790.0,6700000.0
2004-12-17,3632,3846,3618,3753,51680,93800.0,6700000.0
2004-12-20,3806,3833,3752,3766,8930,94135.0,6700000.0
2004-12-21,3672,3766,3672,3739,209110,93465.0,6700000.0
2004-12-22,3752,3886,3739,3806,152150,95140.0,6700000.0
2004-12-23,3779,3819,3766,3820,150300,95475.0,6700000.0
2004-12-24,3819,3860,3739,3820,45967,95475.0,6700000.0
2004-12-27,3712,3833,3712,3753,195170,93800.0,6700000.0
2004-12-28,3726,3833,3726,3766,141617,94135.0,6700000.0
2004-12-29,3752,3886,3752,3766,79400,94135.0,6700000.0
2004-12-30,3833,3833,3752,3806,530,95140.0,6700000.0
2005-01-03,3779,3779,3618,3780,11340,94470.0,6700000.0
2005-01-04,3779,3779,3699,3699,5290,92460.0,6700000.0
2005-01-05,3632,3779,3632,3766,42970,94135.0,6700000.0
2005-01-06,3766,3766,3699,3753,36110,93800.0,6700000.0
2005-01-07,3752,3766,3685,3766,41520,94135.0,6700000.0
2005-01-10,3726,3766,3726,3766,4390,94135.0,6700000.0
2005-01-11,3685,3752,3685,3753,16430,93800.0,6700000.0
2005-01-12,3699,3699,3699,3699,2270,92460.0,6700000.0
2005-01-13,3658,3793,3658,3780,48360,94470.0,6700000.0
2005-01-14,3860,3860,3752,3780,54610,94470.0,6700000.0
2005-01-17,3886,3886,3739,3766,34330,94135.0,6700000.0
2005-01-18,3752,3779,3739,3753,27620,93800.0,6700000.0
2005-01-19,3726,4288,3726,3780,26770,94470.0,6700000.0
2005-01-20,3779,3779,3645,3766,3160,94135.0,6700000.0
2005-01-21,3699,3779,3672,3739,5040,93465.0,6700000.0
2005-01-24,3752,3752,3672,3753,3480,93800.0,6700000.0
2005-01-25,3766,3806,3712,3766,3910,94135.0,6700000.0
2005-01-26,3779,3779,3726,3780,6593,94470.0,6700000.0
2005-01-27,3752,3779,3685,3726,8860,93130.0,6700000.0
2005-01-28,3752,3752,3699,3726,4220,93130.0,6700000.0
2005-01-31,3752,3752,3658,3659,9480,91455.0,6700000.0
2005-02-01,3699,3726,3645,3713,14970,92795.0,6700000.0
2005-02-02,3739,3752,3658,3686,10930,92125.0,6700000.0
2005-02-03,3685,3685,3632,3672,3680,91790.0,6700000.0
2005-02-04,3645,3685,3632,3672,4990,91790.0,6700000.0
2005-02-07,3739,3739,3658,3672,2450,91790.0,6700000.0
2005-02-11,3672,3725,3605,3646,9050,91120.0,6700000.0
2005-02-14,3685,3699,3645,3699,13090,92460.0,6700000.0
2005-02-15,3618,3699,3618,3686,11160,92125.0,6700000.0
2005-02-16,3685,3699,3645,3686,8770,92125.0,6700000.0
2005-02-17,3672,3685,3404,3672,26040,91790.0,6700000.0
2005-02-18,3618,3685,3565,3632,10360,90785.0,6700000.0
2005-02-21,3645,3672,3618,3659,10696,91455.0,6700000.0
2005-02-22,3658,3672,3591,3659,9530,91455.0,6700000.0
2005-02-23,3685,3685,3551,3619,9910,90450.0,6700000.0
2005-02-24,3618,3645,3551,3579,13300,89445.0,6700000.0
2005-02-25,3591,3806,3591,3726,75830,93130.0,6700000.0
2005-02-28,3860,3900,3779,3847,43060,96145.0,6700000.0
2005-03-02,3886,3886,3739,3847,40150,96145.0,6700000.0
2005-03-03,3846,3873,3726,3860,60294,96480.0,6700000.0
2005-03-04,3846,4020,3846,3981,44550,99495.0,6700000.0
2005-03-07,3980,4074,3967,3967,61390,99160.0,6700000.0
2005-03-08,3953,4275,3953,4061,76810,101505.0,6700000.0
2005-03-09,4154,4154,4034,4115,59708,102845.0,6700000.0
2005-03-10,4101,4208,4087,4155,60892,103850.0,6700000.0
2005-03-11,4141,4154,4074,4155,54200,103850.0,6700000.0
2005-03-14,4154,4154,4007,4061,37170,101505.0,6700000.0
2005-03-15,4101,4101,3993,4074,27560,101840.0,6700000.0
2005-03-16,4020,4074,3980,4021,17990,100500.0,6700000.0
2005-03-17,3967,3967,3913,3940,17476,98490.0,6700000.0
2005-03-18,3967,3993,3926,3954,17660,98825.0,6700000.0
2005-03-21,3886,3940,3806,3860,7980,96480.0,6700000.0
2005-03-22,3833,3980,3819,3833,9843,95810.0,6700000.0
2005-03-23,3860,3873,3779,3833,3670,95810.0,6700000.0
2005-03-24,3752,3833,3752,3806,5946,95140.0,6700000.0
2005-03-25,3806,3806,3739,3806,12390,95140.0,6700000.0
2005-03-28,3833,3833,3766,3833,15936,95810.0,6700000.0
2005-03-29,3833,3833,3766,3806,10187,95140.0,6700000.0
2005-03-30,3806,3806,3726,3806,8000,95140.0,6700000.0
2005-03-31,3779,3953,3779,3806,1510,95140.0,6700000.0
2005-04-01,3900,3900,3766,3820,4370,95475.0,6700000.0
2005-04-04,3819,3819,3806,3820,2420,95475.0,6700000.0
2005-04-06,3819,3860,3819,3833,8330,95810.0,6700000.0
2005-04-07,3779,3833,3779,3833,4450,95810.0,6700000.0
2005-04-08,3833,3967,3806,3914,10580,97820.0,6700000.0
2005-04-11,3913,3993,3913,3981,5972,99495.0,6700000.0
2005-04-12,3980,3980,3940,3967,9646,99160.0,6700000.0
2005-04-13,3967,3980,3953,3981,10070,99495.0,6700000.0
2005-04-14,3967,3980,3913,3927,38460,98155.0,6700000.0
2005-04-15,3886,3927,3819,3887,34900,97150.0,6700000.0
2005-04-18,3819,3860,3699,3806,58950,95140.0,6700000.0
2005-04-19,3766,3886,3726,3860,57830,96480.0,6700000.0
2005-04-20,3886,3886,3766,3860,21410,96480.0,6700000.0
2005-04-21,3779,3886,3779,3833,36650,95810.0,6700000.0
2005-04-22,3833,3927,3833,3860,80120,96480.0,6700000.0
2005-04-25,3940,4007,3833,4007,45014,100165.0,6700000.0
2005-04-26,3993,4302,3900,4101,1102400,102510.0,6700000.0
2005-04-27,4060,4154,3900,4007,88670,100165.0,6700000.0
2005-04-28,4020,4020,3913,4007,5010,100165.0,6700000.0
2005-04-29,4007,4007,3806,3806,4200,95140.0,6700000.0
2005-05-02,3806,3860,3645,3780,26830,94470.0,6700000.0
2005-05-03,3712,3806,3712,3753,6260,93800.0,6700000.0
2005-05-04,3752,3806,3645,3699,10210,92460.0,6700000.0
2005-05-06,3645,3819,3645,3806,950,95140.0,6700000.0
2005-05-09,3793,3806,3672,3753,45000,93800.0,6700000.0
2005-05-10,3752,3846,3712,3780,21090,94470.0,6700000.0
2005-05-11,3819,3819,3806,3806,140,95140.0,6700000.0
2005-05-12,3712,3766,3699,3753,1611,93800.0,6700000.0
2005-05-13,3752,3752,3672,3753,1921,93800.0,6700000.0
2005-05-16,3806,3846,3672,3739,34321,93465.0,6700000.0
2005-05-17,3752,3752,3658,3753,42340,93800.0,6700000.0
2005-05-18,3752,3752,3699,3753,34970,93800.0,6700000.0
2005-05-19,3699,3752,3699,3753,2820,93800.0,6700000.0
2005-05-20,3739,3752,3672,3753,8590,93800.0,6700000.0
2005-05-23,3793,3806,3726,3780,2040,94470.0,6700000.0
2005-05-24,3739,3793,3726,3780,7030,94470.0,6700000.0
2005-05-25,3793,3793,3739,3780,3030,94470.0,6700000.0
2005-05-26,3846,3846,3752,3806,2810,95140.0,6700000.0
2005-05-27,3846,3994,3779,3820,6150,95475.0,6700000.0
2005-05-30,3860,3873,3806,3833,3470,95810.0,6700000.0
2005-05-31,3833,3846,3766,3847,9570,96145.0,6700000.0
2005-06-01,3846,3873,3793,3833,4620,95810.0,6700000.0
2005-06-02,3833,3833,3766,3820,6920,95475.0,6700000.0
2005-06-03,3819,3860,3766,3833,17660,95810.0,6700000.0
2005-06-07,3873,3873,3833,3833,4355,95810.0,6700000.0
2005-06-08,3779,3833,3752,3833,6000,95810.0,6700000.0
2005-06-09,3766,3833,3752,3806,125320,95140.0,6700000.0
2005-06-10,3779,3819,3726,3793,7050,94805.0,6700000.0
2005-06-13,3806,3806,3699,3766,1925,94135.0,6700000.0
2005-06-14,3752,3793,3645,3713,9990,92795.0,6700000.0
2005-06-15,3672,3752,3658,3753,5580,93800.0,6700000.0
2005-06-16,3752,3752,3672,3713,3810,92795.0,6700000.0
2005-06-17,3685,3752,3685,3753,1770,93800.0,6700000.0
2005-06-20,3752,3766,3591,3753,12700,93800.0,6700000.0
2005-06-21,3752,3752,3726,3726,810,93130.0,6700000.0
2005-06-22,3725,3725,3591,3605,13860,90115.0,6700000.0
2005-06-23,3605,3712,3605,3713,5470,92795.0,6700000.0
2005-06-24,3725,3725,3699,3699,860,92460.0,6700000.0
2005-06-27,3632,3699,3632,3686,2100,92125.0,6700000.0
2005-06-28,3672,3685,3632,3672,1765,91790.0,6700000.0
2005-06-29,3712,3726,3632,3713,3818,92795.0,6700000.0
2005-06-30,3726,3913,3699,3820,6650,95475.0,6700000.0
2005-07-01,3752,3779,3726,3780,2350,94470.0,6700000.0
2005-07-04,3739,3766,3726,3753,44610,93800.0,6700000.0
2005-07-05,3752,3752,3672,3753,177270,93800.0,6700000.0
2005-07-06,3752,3752,3645,3646,39110,91120.0,6700000.0
2005-07-07,3645,3699,3524,3565,212060,89110.0,6700000.0
2005-07-08,3605,3632,3578,3579,1350,89445.0,6700000.0
2005-07-11,3672,3672,3511,3538,4430,88440.0,6700000.0
2005-07-12,3498,3551,3350,3485,7290,87100.0,6700000.0
2005-07-13,3457,3565,3457,3538,3770,88440.0,6700000.0
2005-07-14,3565,3565,3431,3431,2590,85760.0,6700000.0
2005-07-15,3511,3511,3390,3485,5510,87100.0,6700000.0
2005-07-18,3484,3511,3390,3485,8740,87100.0,6700000.0
2005-07-19,3484,3498,3457,3498,4450,87435.0,6700000.0
2005-07-20,3484,3524,3457,3498,7540,87435.0,6700000.0
2005-07-21,3457,3498,3457,3498,2330,87435.0,6700000.0
2005-07-22,3484,3484,3390,3471,3180,86765.0,6700000.0
2005-07-25,3471,3471,3404,3471,3220,86765.0,6700000.0
2005-07-26,3431,3484,3350,3458,6190,86430.0,6700000.0
2005-07-27,3484,3484,3404,3471,760,86765.0,6700000.0
2005-07-28,3484,3484,3431,3471,2460,86765.0,6700000.0
2005-07-29,3484,3484,3417,3471,2710,86765.0,6700000.0
2005-08-01,3471,3524,3431,3471,5780,86765.0,6700000.0
2005-08-02,3444,3484,3377,3445,4440,86095.0,6700000.0
2005-08-03,3457,3457,3431,3445,1970,86095.0,6700000.0
2005-08-04,3431,3444,3350,3351,4280,83750.0,6700000.0
2005-08-05,3323,3390,3297,3311,2820,82745.0,6700000.0
2005-08-08,3310,3431,3310,3391,2520,84755.0,6700000.0
2005-08-09,3337,3431,3337,3418,760,85425.0,6700000.0
2005-08-10,3431,3431,3431,3431,410,85760.0,6700000.0
2005-08-11,3417,3431,3350,3431,1190,85760.0,6700000.0
2005-08-12,3377,3484,3377,3471,1180,86765.0,6700000.0
2005-08-16,3417,3484,3364,3431,400,85760.0,6700000.0
2005-08-17,3404,3431,3377,3431,5250,85760.0,6700000.0
2005-08-18,3457,3565,3444,3485,15300,87100.0,6700000.0
2005-08-19,3511,3618,3511,3592,12260,89780.0,6700000.0
2005-08-22,3538,3658,3538,3592,76200,89780.0,6700000.0
2005-08-23,3632,3645,3538,3538,6480,88440.0,6700000.0
2005-08-24,3578,3591,3578,3579,2520,89445.0,6700000.0
2005-08-25,3578,3618,3484,3605,10180,90115.0,6700000.0
2005-08-26,3591,3645,3578,3579,9110,89445.0,6700000.0
2005-08-29,3484,3565,3457,3565,150,89110.0,6700000.0
2005-08-30,3484,3484,3457,3458,290,86430.0,6700000.0
2005-08-31,3524,3524,3524,3525,100,88105.0,6700000.0
2005-09-01,3565,3565,3431,3431,2340,85760.0,6700000.0
2005-09-02,3431,3511,3431,3512,280,87770.0,6700000.0
2005-09-05,3551,3779,3551,3739,19590,93465.0,6700000.0
2005-09-06,3645,3672,3578,3579,2340,89445.0,6700000.0
2005-09-07,3578,3685,3578,3686,2540,92125.0,6700000.0
2005-09-08,3632,3953,3632,3820,156200,95475.0,6700000.0
2005-09-09,3726,3967,3699,3887,92581,97150.0,6700000.0
2005-09-12,3766,3913,3766,3914,4460,97820.0,6700000.0
2005-09-13,3913,3953,3766,3954,4230,98825.0,6700000.0
2005-09-14,3833,4262,3779,3940,232350,98490.0,6700000.0
2005-09-15,3819,3913,3752,3887,5540,97150.0,6700000.0
2005-09-16,3873,3873,3873,3873,10,96815.0,6700000.0
2005-09-20,3806,3833,3752,3753,2330,93800.0,6700000.0
2005-09-21,3685,3752,3685,3753,910,93800.0,6700000.0
2005-09-22,3699,3752,3699,3699,1570,92460.0,6700000.0
2005-09-23,3645,3712,3618,3713,980,92795.0,6700000.0
2005-09-26,3645,3752,3645,3753,9870,93800.0,6700000.0
2005-09-27,3752,3752,3618,3619,11430,90450.0,6700000.0
2005-09-28,3551,3739,3484,3552,82520,88775.0,6700000.0
2005-09-29,3538,3605,3538,3592,4890,89780.0,6700000.0
2005-09-30,3591,3645,3565,3579,6450,89445.0,6700000.0
2005-10-04,3551,3565,3524,3538,12930,88440.0,6700000.0
2005-10-05,3591,3591,3511,3525,4480,88105.0,6700000.0
2005-10-06,3551,3565,3498,3525,1800,88105.0,6700000.0
2005-10-07,3484,3538,3484,3538,11690,88440.0,6700000.0
2005-10-10,3565,3672,3565,3672,12550,91790.0,6700000.0
2005-10-11,3726,3779,3685,3766,3991,94135.0,6700000.0
2005-10-12,3779,3779,3712,3753,5690,93800.0,6700000.0
