현대건설기계(267270),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2017-12-05,93339,99361,93088,95347,75934,943169.0,4964046.0
2017-12-06,93339,96350,91332,93590,129580,1841929.0,9876295.0
2017-12-07,93590,94343,88321,91583,86141,1802424.0,9876295.0
2017-12-08,90830,92335,88822,90830,46409,1787609.0,9876295.0
2017-12-11,90077,90328,88070,88321,42351,1738228.0,9876295.0
2017-12-12,88070,88572,85812,87318,30292,1718475.0,9876295.0
2017-12-13,87317,88572,85812,87318,28841,1718475.0,9876295.0
2017-12-14,87066,89826,87066,88070,27100,1733290.0,9876295.0
2017-12-15,88070,89826,87066,87318,21285,1718475.0,9876295.0
2017-12-18,87568,87819,86313,87568,21810,1723413.0,9876295.0
2017-12-19,87568,87568,83553,84056,50248,1654279.0,9876295.0
2017-12-20,83804,85561,82550,85059,19497,1674032.0,9876295.0
2017-12-21,84306,84808,80291,81296,62434,1599960.0,9876295.0
2017-12-22,81044,83553,80542,82550,29892,1624651.0,9876295.0
2017-12-26,82801,83553,80041,80543,59366,1585145.0,9876295.0
2017-12-27,80542,84055,75775,83303,50491,1639465.0,9876295.0
2017-12-28,82550,85059,81797,84808,37746,1669094.0,9876295.0
2018-01-02,85561,89826,84055,89576,58611,1762919.0,9876295.0
2018-01-03,89575,89575,87568,88823,47333,1748104.0,9876295.0
2018-01-04,88822,92335,87066,90830,63459,1787609.0,9876295.0
2018-01-05,91833,96350,90328,95096,111706,1871558.0,9876295.0
2018-01-08,94092,95848,93339,93339,74591,1836991.0,9876295.0
2018-01-09,94092,98106,92335,97103,117161,1911063.0,9876295.0
2018-01-10,99110,106135,96601,103376,151823,2034517.0,9876295.0
2018-01-11,103375,103877,99863,102372,57677,2014764.0,9876295.0
2018-01-12,102372,103125,97604,100867,65413,1985135.0,9876295.0
2018-01-15,101619,102121,96350,96852,61193,1906125.0,9876295.0
2018-01-16,96852,98106,92335,94343,87579,1856743.0,9876295.0
2018-01-17,94343,94343,90077,92838,95247,1827115.0,9876295.0
2018-01-18,93590,96852,91833,95096,60781,1871558.0,9876295.0
2018-01-19,94343,99863,94092,99110,79675,1950568.0,9876295.0
2018-01-22,99612,99863,95848,98859,55278,1945630.0,9876295.0
2018-01-23,98859,98859,96601,97605,40191,1920939.0,9876295.0
2018-01-24,97604,99110,96099,98358,34129,1935754.0,9876295.0
2018-01-25,98106,105885,96350,104380,119101,2054269.0,9876295.0
2018-01-26,104128,105634,101117,102372,53421,2014764.0,9876295.0
2018-01-29,103125,108895,102874,103878,88506,2044393.0,9876295.0
2018-01-30,104630,106888,100364,102372,90932,2014764.0,9876295.0
2018-01-31,101619,103626,98859,102121,53252,2009826.0,9876295.0
2018-02-01,102874,104379,100866,102372,40058,2014764.0,9876295.0
2018-02-02,102372,103125,98608,100114,46706,1970321.0,9876295.0
2018-02-05,97855,99361,96852,96852,54822,1906125.0,9876295.0
2018-02-06,93590,100114,90830,98609,69302,1940692.0,9876295.0
2018-02-07,101368,101368,94092,95096,39272,1871558.0,9876295.0
2018-02-08,96852,100364,96852,98609,93896,1940692.0,9876295.0
2018-02-09,94844,98106,93841,96601,71883,1901187.0,9876295.0
2018-02-12,96852,97855,88321,91081,124205,1792548.0,9876295.0
2018-02-13,92335,92335,83052,84056,165069,1654279.0,9876295.0
2018-02-14,84306,86313,83804,84557,50582,1664156.0,9876295.0
2018-02-19,85812,90328,85310,90078,69146,1772795.0,9876295.0
2018-02-20,89575,89826,86815,87568,33359,1723413.0,9876295.0
2018-02-21,88321,88321,85059,87067,53358,1713537.0,9876295.0
2018-02-22,86564,86815,83804,84307,51078,1659218.0,9876295.0
2018-02-23,84557,85812,83804,85059,46219,1674032.0,9876295.0
2018-02-26,85812,89324,85812,87819,55563,1728352.0,9876295.0
2018-02-27,87819,90077,86815,87067,46798,1713537.0,9876295.0
2018-02-28,86815,87317,84055,85310,50780,1678970.0,9876295.0
2018-03-02,83302,85059,81797,83805,40720,1649341.0,9876295.0
2018-03-05,83804,84808,80542,82299,49275,1619712.0,9876295.0
2018-03-06,83804,88572,83553,88070,71458,1733290.0,9876295.0
2018-03-07,88321,90830,88070,88321,73296,1738228.0,9876295.0
2018-03-08,89073,93088,88822,92838,65952,1827115.0,9876295.0
2018-03-09,92837,95346,91332,93339,49776,1836991.0,9876295.0
2018-03-12,95095,96350,89324,90579,68059,1782671.0,9876295.0
2018-03-13,91332,91332,87317,90078,55229,1772795.0,9876295.0
2018-03-14,89324,89324,87819,88823,42410,1748104.0,9876295.0
2018-03-15,89324,89324,85812,87318,66858,1718475.0,9876295.0
2018-03-16,87819,90077,87568,89074,49380,1753042.0,9876295.0
2018-03-19,90077,90077,87819,89074,18824,1753042.0,9876295.0
2018-03-20,88572,89575,86815,87067,26327,1713537.0,9876295.0
2018-03-21,88070,88070,86313,86816,32027,1708599.0,9876295.0
2018-03-22,87066,90328,87066,90328,39431,1777733.0,9876295.0
2018-03-23,88070,88572,86313,86565,39778,1703661.0,9876295.0
2018-03-26,86062,90579,86062,90328,32855,1777733.0,9876295.0
2018-03-27,91332,92335,89324,91834,50955,1807362.0,9876295.0
2018-03-28,90077,92586,88822,89827,36378,1767857.0,9876295.0
2018-03-29,89324,89826,86815,88572,32460,1743166.0,9876295.0
2018-03-30,89324,89575,87317,89074,41310,1753042.0,9876295.0
2018-04-02,89073,90077,85310,86565,70692,1703661.0,9876295.0
2018-04-03,85310,86313,83302,84557,61061,1664156.0,9876295.0
2018-04-04,85059,85812,83052,84056,28583,1654279.0,9876295.0
2018-04-05,84055,85059,83553,84307,34821,1659218.0,9876295.0
2018-04-06,84557,84557,83302,83303,28955,1639465.0,9876295.0
2018-04-09,82801,83302,78786,80292,86312,1580207.0,9876295.0
2018-04-10,80793,80793,76026,76779,159100,1511073.0,9876295.0
2018-04-11,78033,86313,76779,85812,183965,1688846.0,9876295.0
2018-04-12,86564,89073,86062,86816,95273,1708599.0,9876295.0
2018-04-13,88070,88572,84055,87067,76614,1713537.0,9876295.0
2018-04-16,86564,87317,83553,84307,59781,1659218.0,9876295.0
2018-04-17,85310,88070,84055,87067,81607,1713537.0,9876295.0
2018-04-18,87066,90077,86062,89576,93316,1762919.0,9876295.0
2018-04-19,89324,95095,89324,94092,160931,1851805.0,9876295.0
2018-04-20,94593,95095,91081,92838,44351,1827115.0,9876295.0
2018-04-23,95346,96601,90830,91834,70559,1807362.0,9876295.0
2018-04-24,93339,93339,85561,90579,42366,1782671.0,9876295.0
2018-04-25,88070,89324,83804,86314,130674,1698723.0,9876295.0
2018-04-26,86313,88070,84306,87568,49429,1723413.0,9876295.0
2018-04-27,88822,92084,85812,87067,87544,1713537.0,9876295.0
2018-04-30,88822,97604,88572,95347,244486,1876496.0,9876295.0
2018-05-02,98859,105132,95848,98107,289731,1930816.0,9876295.0
2018-05-03,98859,98859,90579,90830,197515,1787609.0,9876295.0
2018-05-04,91583,93339,90830,92085,129584,1812300.0,9876295.0
2018-05-08,90328,91081,87066,88321,115429,1738228.0,9876295.0
2018-05-09,88070,88321,83804,85812,146766,1688846.0,9876295.0
2018-05-10,87317,91833,86564,91583,160660,1802424.0,9876295.0
2018-05-11,91583,92084,88070,91081,115560,1792548.0,9876295.0
2018-05-14,93339,96350,92586,94845,268225,1866620.0,9876295.0
2018-05-15,95848,97103,92084,92587,199905,1822176.0,9876295.0
2018-05-16,88823,91833,88321,89325,163438,1757981.0,9876295.0
2018-05-17,89324,91081,87819,88070,83147,1733290.0,9876295.0
2018-05-18,88572,89826,87819,88823,45128,1748104.0,9876295.0
2018-05-21,88823,89575,86564,89325,68240,1757981.0,9876295.0
2018-05-23,87819,88572,86313,86565,92448,1703661.0,9876295.0
2018-05-24,87066,87568,84306,85059,74858,1674032.0,9876295.0
2018-05-25,81546,83302,81044,82550,103236,1624651.0,9876295.0
2018-05-28,87317,91583,86313,88321,228034,1738228.0,9876295.0
2018-05-29,88321,88321,84808,85059,79928,1674032.0,9876295.0
2018-05-30,85059,85059,81044,83303,129834,1639465.0,9876295.0
2018-05-31,84306,84306,81295,83805,90207,1649341.0,9876295.0
2018-06-01,83302,83302,80291,80543,132191,1585145.0,9876295.0
2018-06-04,81797,83804,80041,81045,66585,1595022.0,9876295.0
2018-06-05,80542,82048,79790,81797,81478,1609836.0,9876295.0
2018-06-07,82550,83052,80793,82801,72216,1629589.0,9876295.0
2018-06-08,82048,82299,80793,81547,49726,1604898.0,9876295.0
2018-06-11,82801,85812,82550,83805,106300,1649341.0,9876295.0
2018-06-12,85059,85059,81546,82550,103974,1624651.0,9876295.0
2018-06-14,82048,82048,79037,79539,99537,1565393.0,9876295.0
2018-06-15,79539,80291,76779,77532,98237,1525888.0,9876295.0
2018-06-18,77782,78033,70255,70757,214856,1392558.0,9876295.0
2018-06-19,70757,72262,67997,68499,131792,1348114.0,9876295.0
2018-06-20,69000,74019,68248,73517,125299,1446877.0,9876295.0
2018-06-21,73768,74019,70506,70506,63458,1387619.0,9876295.0
2018-06-22,70506,71760,68749,70757,46488,1392558.0,9876295.0
2018-06-25,70757,74270,70757,72765,44308,1432063.0,9876295.0
2018-06-26,72262,73266,71008,72765,25307,1432063.0,9876295.0
2018-06-27,72764,73015,69502,70005,62483,1377743.0,9876295.0
2018-06-28,69502,71259,69000,69754,37148,1372805.0,9876295.0
2018-06-29,70506,72262,69000,70757,43860,1392558.0,9876295.0
2018-07-02,71008,71510,65237,65739,107158,1293795.0,9876295.0
2018-07-03,66742,66993,63480,66241,78333,1303671.0,9876295.0
2018-07-04,64986,67746,64986,65488,32263,1288856.0,9876295.0
2018-07-05,64986,65739,60720,62477,149510,1229599.0,9876295.0
2018-07-06,63229,63982,60720,63732,137829,1254289.0,9876295.0
2018-07-09,62979,62979,58713,59215,157202,1165403.0,9876295.0
2018-07-10,60218,62226,60218,60972,95637,1199970.0,9876295.0
2018-07-11,60720,61724,59717,60972,56121,1199970.0,9876295.0
2018-07-12,61222,61724,60469,60972,48218,1199970.0,9876295.0
2018-07-13,61473,62979,61222,62477,52217,1229599.0,9876295.0
2018-07-16,62728,62728,59717,60470,83430,1190094.0,9876295.0
2018-07-17,60971,61222,59215,59968,79625,1180217.0,9876295.0
2018-07-18,61222,61222,59968,60470,65285,1190094.0,9876295.0
2018-07-19,60720,60720,56957,57208,122651,1125898.0,9876295.0
2018-07-20,56706,57458,55953,56957,67634,1120959.0,9876295.0
2018-07-23,57208,59466,56957,58463,81437,1150588.0,9876295.0
2018-07-24,58713,60971,57208,59717,145145,1175279.0,9876295.0
2018-07-25,60469,60971,57960,58463,105747,1150588.0,9876295.0
2018-07-26,59717,61473,59215,59717,95939,1175279.0,9876295.0
2018-07-27,60469,62226,59717,62226,69068,1224661.0,9876295.0
2018-07-30,62226,67244,62226,66241,154283,1303671.0,9876295.0
2018-07-31,66240,67997,65488,66743,107518,1313547.0,9876295.0
2018-08-01,66742,67746,65989,66994,51507,1318485.0,9876295.0
2018-08-02,66240,68499,64233,65237,66879,1283918.0,9876295.0
2018-08-03,66240,66993,65237,66492,50509,1308609.0,9876295.0
2018-08-06,66742,68499,66240,67245,54739,1323424.0,9876295.0
2018-08-07,67244,67997,66240,67245,39917,1323424.0,9876295.0
2018-08-08,67495,68248,66491,66743,37993,1313547.0,9876295.0
2018-08-09,66993,67244,65488,65990,35478,1298733.0,9876295.0
2018-08-10,66993,66993,64484,64986,44506,1278980.0,9876295.0
2018-08-13,64986,65237,60720,61223,102127,1204908.0,9876295.0
2018-08-14,60971,62477,60971,62226,43117,1224661.0,9876295.0
2018-08-16,61724,62979,61473,62226,40909,1224661.0,9876295.0
2018-08-17,63982,63982,61473,61975,46095,1219722.0,9876295.0
2018-08-20,62226,64233,61975,63983,31693,1259228.0,9876295.0
2018-08-21,64233,64986,62728,64735,32651,1274042.0,9876295.0
2018-08-22,64986,64986,63731,64234,22996,1264166.0,9876295.0
2018-08-23,64233,64484,60971,62226,83014,1224661.0,9876295.0
2018-08-24,61724,61975,60720,61223,42653,1204908.0,9876295.0
2018-08-27,60720,60971,59215,59717,78623,1175279.0,9876295.0
2018-08-28,60218,61975,60218,61474,53317,1209846.0,9876295.0
2018-08-29,61222,61975,58964,59466,81615,1170341.0,9876295.0
2018-08-30,59717,60971,59215,59968,43995,1180217.0,9876295.0
2018-08-31,58964,59466,58462,59215,46784,1165403.0,9876295.0
2018-09-03,59466,59968,57960,58212,73432,1145650.0,9876295.0
2018-09-04,58211,58713,57458,57710,50213,1135774.0,9876295.0
2018-09-05,57709,58211,57208,57459,58416,1130836.0,9876295.0
2018-09-06,57709,58462,57208,57459,46594,1130836.0,9876295.0
2018-09-07,57458,57960,56204,56706,79456,1116021.0,9876295.0
2018-09-10,56204,58713,56204,58463,81173,1150588.0,9876295.0
2018-09-11,59466,60218,58211,58463,53034,1150588.0,9876295.0
2018-09-12,58462,58964,58211,58714,35972,1155527.0,9876295.0
2018-09-13,58964,59466,58713,58714,28892,1155527.0,9876295.0
2018-09-14,58964,59968,58462,59466,36620,1170341.0,9876295.0
2018-09-17,60218,60218,57458,57459,73694,1130836.0,9876295.0
2018-09-18,57458,57960,56706,57710,54477,1135774.0,9876295.0
2018-09-19,58964,63731,58462,61975,308889,1219722.0,9876295.0
2018-09-20,62728,64735,61222,64234,138707,1264166.0,9876295.0
2018-09-21,64735,65237,61724,61724,97591,1214784.0,9876295.0
2018-09-27,62728,63480,61975,62226,46358,1224661.0,9876295.0
2018-09-28,62477,62728,60218,61474,69079,1209846.0,9876295.0
2018-10-01,61724,65739,61724,65237,115212,1283918.0,9876295.0
2018-10-02,65237,65488,63731,64484,55840,1269104.0,9876295.0
2018-10-04,65237,65488,62728,63732,58008,1254289.0,9876295.0
2018-10-05,63229,68750,61724,68248,167472,1343176.0,9876295.0
2018-10-08,67495,68499,65989,66743,76198,1313547.0,9876295.0
2018-10-10,67244,67495,61724,62728,141891,1234537.0,9876295.0
2018-10-11,58964,61473,57458,58212,97525,1145650.0,9876295.0
2018-10-12,58462,60469,57208,60219,51621,1185155.0,9876295.0
2018-10-15,60218,60218,57458,58714,41004,1155527.0,9876295.0
2018-10-16,58713,60720,58211,60219,31714,1185155.0,9876295.0
2018-10-17,60971,61724,59717,60470,45408,1190094.0,9876295.0
2018-10-18,60720,60971,58211,58714,28193,1155527.0,9876295.0
2018-10-19,57960,59466,56204,58964,58988,1160465.0,9876295.0
2018-10-22,57960,57960,56957,57208,47838,1125898.0,9876295.0
2018-10-23,57208,57960,53946,54950,69869,1081454.0,9876295.0
2018-10-24,55200,55451,51186,51688,136850,1017258.0,9876295.0
2018-10-25,49680,50684,49429,49881,86432,981704.0,9876295.0
2018-10-26,50182,50433,45766,47623,110736,937260.0,9876295.0
2018-10-29,47171,48476,45214,45415,87975,893805.0,9876295.0
2018-10-30,44662,45666,36783,37637,614923,740722.0,9876295.0
2018-10-31,38138,39092,37235,37336,230910,734796.0,9876295.0
2018-11-01,37837,38740,35980,36332,255615,715044.0,9876295.0
2018-11-02,36884,46017,36833,41451,1257233,815782.0,9876295.0
2018-11-05,41651,42554,40346,40598,333288,798992.0,9876295.0
2018-11-06,41049,41300,39694,40547,199565,798005.0,9876295.0
2018-11-07,40848,41500,38339,38942,358586,766400.0,9876295.0
2018-11-08,39945,40898,39092,39293,290830,773314.0,9876295.0
2018-11-09,39493,40497,39041,39443,186896,776277.0,9876295.0
2018-11-12,39644,40045,39292,39594,116582,779240.0,9876295.0
2018-11-13,38791,39242,38038,39193,153067,771339.0,9876295.0
2018-11-14,39393,39794,39092,39343,108418,774302.0,9876295.0
2018-11-15,39443,39493,38891,39393,82823,775289.0,9876295.0
2018-11-16,39393,42253,39393,41250,291039,811831.0,9876295.0
2018-11-19,43600,43950,41600,41800,337348,412829.0,9876295.0
2018-11-20,41100,42350,40350,42150,159829,416286.0,9876295.0
2018-11-21,41500,42600,41350,41750,121258,412335.0,9876295.0
2018-11-22,42000,42100,40650,40850,111389,403447.0,9876295.0
2018-11-23,40950,43200,40650,42450,176856,419249.0,9876295.0
2018-11-26,42800,45900,42750,45000,223248,444433.0,9876295.0
2018-11-27,44550,45700,44150,45550,96452,449865.0,9876295.0
2018-11-28,45900,48500,45100,47250,194258,466655.0,9876295.0
2018-11-29,48300,48950,46750,48450,155866,478506.0,9876295.0
2018-11-30,48450,48600,47500,48150,102084,475544.0,9876295.0
2018-12-03,48700,50000,48500,49900,128513,492827.0,9876295.0
2018-12-04,50300,50300,48450,48850,133608,482457.0,9876295.0
2018-12-05,47400,48700,47300,48100,81056,475050.0,9876295.0
2018-12-06,47750,48450,46200,46600,66239,460235.0,9876295.0
2018-12-07,46650,47600,45950,46800,66107,462211.0,9876295.0
2018-12-10,46000,46750,45100,45300,52157,447396.0,9876295.0
2018-12-11,45350,45700,44150,45250,50263,446902.0,9876295.0
2018-12-12,44750,46650,44750,46300,62756,457272.0,9876295.0
2018-12-13,46300,47800,46000,47800,58089,472087.0,9876295.0
2018-12-14,46700,47250,46200,46650,79516,460729.0,9876295.0
2018-12-17,46000,46400,44150,45400,93415,448384.0,9876295.0
2018-12-18,43100,43400,42550,42700,342180,841224.0,19700793.0
2018-12-19,42700,43000,41150,41450,270901,816598.0,19700793.0
2018-12-20,41150,43000,40950,41600,248999,819553.0,19700793.0
2018-12-21,41150,43550,41150,42800,225372,843194.0,19700793.0
2018-12-24,42700,43350,42400,42450,105747,836299.0,19700793.0
2018-12-26,41250,42200,40850,41250,123223,812658.0,19700793.0
2018-12-27,41600,42800,41400,41800,187627,823493.0,19700793.0
2018-12-28,41900,43550,41900,42700,213423,841224.0,19700793.0
2019-01-02,43300,43600,42050,42300,168989,833344.0,19700793.0
2019-01-03,42550,45600,42400,44300,336643,872745.0,19700793.0
2019-01-04,44150,45600,42700,45500,240158,896386.0,19700793.0
2019-01-07,46200,48200,46200,47050,225195,926922.0,19700793.0
2019-01-08,47500,48650,47000,48250,267648,950563.0,19700793.0
2019-01-09,48600,52300,48600,51500,524037,1014591.0,19700793.0
2019-01-10,51500,53300,50800,51700,238253,1018531.0,19700793.0
2019-01-11,51800,52100,50500,51700,163886,1018531.0,19700793.0
2019-01-14,52000,52800,50200,50500,191239,994890.0,19700793.0
