현대리바트(079430),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2006-02-10,5281,5408,5230,5255,15130,90640.0,8800000.0
2006-02-13,5357,5459,5204,5408,42464,93280.0,8800000.0
2006-02-14,5357,5663,5357,5536,71980,95480.0,8800000.0
2006-02-15,5510,5587,5408,5408,24060,93280.0,8800000.0
2006-02-16,5306,5434,5306,5408,18630,93280.0,8800000.0
2006-02-17,5408,5510,5332,5383,16890,92840.0,8800000.0
2006-02-20,5332,5383,5255,5357,11820,92400.0,8800000.0
2006-02-21,5357,5434,5281,5332,31060,91960.0,8800000.0
2006-02-22,5408,5459,5332,5357,23602,92400.0,8800000.0
2006-02-23,5408,5561,5306,5510,28070,95040.0,8800000.0
2006-02-24,5510,5510,5408,5459,8520,94160.0,8800000.0
2006-02-27,5459,5459,5306,5357,16861,92400.0,8800000.0
2006-02-28,5357,5408,5255,5383,23910,92840.0,8800000.0
2006-03-02,5408,5408,5332,5357,16330,92400.0,8800000.0
2006-03-03,5357,5408,5281,5383,24140,92840.0,8800000.0
2006-03-06,5383,5383,5255,5357,10177,92400.0,8800000.0
2006-03-07,5357,5612,5306,5434,43829,93720.0,8800000.0
2006-03-08,5434,5970,5434,5816,113419,100320.0,8800000.0
2006-03-09,5868,6148,5842,6021,133360,103840.0,8800000.0
2006-03-10,6046,6199,5868,6174,263130,106480.0,8800000.0
2006-03-13,6352,6403,6199,6225,114762,107360.0,8800000.0
2006-03-14,6174,6352,6097,6225,60320,107360.0,8800000.0
2006-03-15,6352,6939,6123,6709,354870,115720.0,8800000.0
2006-03-16,6658,7016,6378,6480,294471,111760.0,8800000.0
2006-03-17,6480,6735,6276,6556,100155,113080.0,8800000.0
2006-03-20,6480,6607,6327,6352,52629,109560.0,8800000.0
2006-03-21,6301,6582,6301,6429,72360,110880.0,8800000.0
2006-03-22,6327,6531,6327,6327,52968,109120.0,8800000.0
2006-03-23,6403,6786,6378,6735,188596,116160.0,8800000.0
2006-03-24,6786,6862,6633,6760,72270,116600.0,8800000.0
2006-03-27,6786,6837,6633,6684,57531,115280.0,8800000.0
2006-03-28,6658,6658,6429,6429,36920,110880.0,8800000.0
2006-03-29,6429,6480,6301,6429,28080,110880.0,8800000.0
2006-03-30,6378,6556,6352,6505,31320,112200.0,8800000.0
2006-03-31,6429,6786,6429,6709,49920,115720.0,8800000.0
2006-04-03,6607,6760,6531,6735,37948,116160.0,8800000.0
2006-04-04,6760,7067,6735,7067,179438,121880.0,8800000.0
2006-04-05,7143,7169,6913,6964,108033,120120.0,8800000.0
2006-04-06,7092,7602,6990,7118,321660,122760.0,8800000.0
2006-04-07,7194,7475,7067,7475,82085,128920.0,8800000.0
2006-04-10,7347,7526,7220,7271,70073,125400.0,8800000.0
2006-04-11,7220,7322,6913,7143,62510,123200.0,8800000.0
2006-04-12,7041,7449,7041,7424,72650,128040.0,8800000.0
2006-04-13,7296,7475,7271,7424,39432,128040.0,8800000.0
2006-04-14,7500,7500,7194,7424,76172,128040.0,8800000.0
2006-04-17,7347,7475,7296,7373,49430,127160.0,8800000.0
2006-04-18,7245,7373,7194,7373,49360,127160.0,8800000.0
2006-04-19,7398,7653,7271,7577,99830,130680.0,8800000.0
2006-04-20,7602,7653,7475,7628,115770,131560.0,8800000.0
2006-04-21,7653,7883,7602,7628,82810,131560.0,8800000.0
2006-04-24,7653,7653,7500,7602,65269,131120.0,8800000.0
2006-04-25,7653,7653,7449,7500,77340,129360.0,8800000.0
2006-04-26,7500,7500,7245,7271,71143,125400.0,8800000.0
2006-04-27,7373,7500,7347,7449,61670,128480.0,8800000.0
2006-04-28,7449,7500,7271,7398,36150,127600.0,8800000.0
2006-05-02,7373,7424,7143,7271,47740,125400.0,8800000.0
2006-05-03,7322,7424,7194,7322,30012,126280.0,8800000.0
2006-05-04,7220,7398,7194,7398,16040,127600.0,8800000.0
2006-05-08,7398,7449,7322,7398,28540,127600.0,8800000.0
2006-05-09,7398,7577,7398,7398,32300,127600.0,8800000.0
2006-05-10,7449,7551,7322,7398,24102,127600.0,8800000.0
2006-05-11,7398,7449,7194,7322,22310,126280.0,8800000.0
2006-05-12,7245,7347,7169,7296,23941,125840.0,8800000.0
2006-05-15,7296,7322,7092,7118,139420,122760.0,8800000.0
2006-05-16,6964,7067,6327,6505,160130,112200.0,8800000.0
2006-05-17,6556,6735,6225,6607,115439,113960.0,8800000.0
2006-05-18,6480,6760,6378,6633,25070,114400.0,8800000.0
2006-05-19,6505,6888,6378,6888,23830,118800.0,8800000.0
2006-05-22,6964,7041,6505,6633,22380,114400.0,8800000.0
2006-05-23,6633,6735,6505,6658,10380,114840.0,8800000.0
2006-05-24,6556,6735,6454,6505,18250,112200.0,8800000.0
2006-05-25,6531,6607,6429,6582,9080,113520.0,8800000.0
2006-05-26,6582,6709,6505,6505,4602,112200.0,8800000.0
2006-05-29,6531,6735,6327,6327,23972,109120.0,8800000.0
2006-05-30,6378,6633,6327,6607,11470,113960.0,8800000.0
2006-06-01,6480,6607,6327,6454,2140,111320.0,8800000.0
2006-06-02,6378,6531,6327,6531,3658,112640.0,8800000.0
2006-06-05,6429,6480,6174,6429,14370,110880.0,8800000.0
2006-06-07,6072,6276,6072,6250,13220,107800.0,8800000.0
2006-06-08,5995,6276,5868,5868,13130,101200.0,8800000.0
2006-06-09,5970,6072,5714,5868,25000,101200.0,8800000.0
2006-06-12,6378,6378,5740,6021,189540,103840.0,8800000.0
2006-06-13,6123,6123,5663,5842,5402,100760.0,8800000.0
2006-06-14,5842,6021,5816,5816,14530,100320.0,8800000.0
2006-06-15,5765,6046,5714,5842,3690,100760.0,8800000.0
2006-06-16,5842,6021,5842,6021,9220,103840.0,8800000.0
2006-06-19,6021,6123,5587,5944,4697,102520.0,8800000.0
2006-06-20,5944,5944,5612,5740,7800,99000.0,8800000.0
2006-06-21,5740,5740,5332,5612,36541,96800.0,8800000.0
2006-06-22,5765,5765,5510,5612,31410,96800.0,8800000.0
2006-06-23,5612,5612,5459,5612,7520,96800.0,8800000.0
2006-06-26,5612,5612,5459,5612,11160,96800.0,8800000.0
2006-06-27,5561,5765,5510,5612,16300,96800.0,8800000.0
2006-06-28,5459,5561,5408,5485,30630,94600.0,8800000.0
2006-06-29,5485,5485,5306,5357,56100,92400.0,8800000.0
2006-06-30,5383,5408,5051,5066,178722,87384.0,8800000.0
2006-07-03,5128,5230,5051,5204,68193,89760.0,8800000.0
2006-07-04,5230,5306,5102,5102,57310,88000.0,8800000.0
2006-07-05,4954,5281,4954,5281,43510,91080.0,8800000.0
2006-07-06,5281,5306,5153,5255,21370,90640.0,8800000.0
2006-07-07,5281,5408,5204,5332,60930,91960.0,8800000.0
2006-07-10,5383,5612,5383,5536,157640,95480.0,8800000.0
2006-07-11,5561,5561,5383,5510,96080,95040.0,8800000.0
2006-07-12,5485,5612,5485,5561,65620,95920.0,8800000.0
2006-07-13,5536,5561,5459,5459,58960,94160.0,8800000.0
2006-07-14,5459,5459,5306,5357,25800,92400.0,8800000.0
2006-07-18,5281,5408,5255,5408,17550,93280.0,8800000.0
2006-07-19,5408,5408,5306,5357,23608,92400.0,8800000.0
2006-07-20,5510,5587,5357,5587,13560,96360.0,8800000.0
2006-07-21,5561,5612,5510,5561,35830,95920.0,8800000.0
2006-07-24,5561,5561,5485,5561,6510,95920.0,8800000.0
2006-07-25,5612,5663,5561,5663,32330,97680.0,8800000.0
2006-07-26,5663,5842,5638,5689,25710,98120.0,8800000.0
2006-07-27,5714,5740,5638,5740,8170,99000.0,8800000.0
2006-07-28,5740,5740,5612,5663,11664,97680.0,8800000.0
2006-07-31,5689,5868,5689,5842,11490,100760.0,8800000.0
2006-08-01,5689,5816,5689,5816,10460,100320.0,8800000.0
2006-08-02,5714,5919,5663,5919,10390,102080.0,8800000.0
2006-08-03,6021,6123,5868,6097,19505,105160.0,8800000.0
2006-08-04,6174,6174,5995,6123,7140,105600.0,8800000.0
2006-08-07,6225,6225,6046,6174,2330,106480.0,8800000.0
2006-08-08,6199,6225,6072,6225,4029,107360.0,8800000.0
2006-08-09,6123,6225,6046,6225,7420,107360.0,8800000.0
2006-08-10,6097,6225,5995,6174,6840,106480.0,8800000.0
2006-08-11,6174,6174,5970,5970,6760,102960.0,8800000.0
2006-08-14,5893,5970,5816,5970,7250,102960.0,8800000.0
2006-08-16,6021,6021,5868,5919,20800,102080.0,8800000.0
2006-08-17,5842,5893,5689,5816,14900,100320.0,8800000.0
2006-08-18,5714,5765,5714,5765,2800,99440.0,8800000.0
2006-08-21,5740,5740,5561,5587,10060,96360.0,8800000.0
2006-08-22,5587,5970,5510,5893,22940,101640.0,8800000.0
2006-08-23,6021,6021,5816,5944,5560,102520.0,8800000.0
2006-08-24,5816,5919,5740,5893,5540,101640.0,8800000.0
2006-08-25,5919,5919,5765,5893,9670,101640.0,8800000.0
2006-08-28,5919,5944,5791,5868,19040,101200.0,8800000.0
2006-08-29,5868,5919,5791,5868,4480,101200.0,8800000.0
2006-08-30,5816,5868,5663,5868,32810,101200.0,8800000.0
2006-08-31,5868,5995,5765,5970,16330,102960.0,8800000.0
2006-09-01,6123,6123,5919,6072,26130,104720.0,8800000.0
2006-09-04,6123,6225,6021,6123,13280,105600.0,8800000.0
2006-09-05,6123,6174,6021,6123,15720,105600.0,8800000.0
2006-09-06,6123,6123,5970,6046,8930,104280.0,8800000.0
2006-09-07,5919,6225,5919,6174,5230,106480.0,8800000.0
2006-09-08,6174,6174,6046,6123,4690,105600.0,8800000.0
2006-09-11,6123,6123,5868,6046,9200,104280.0,8800000.0
2006-09-12,6046,6072,5970,6021,2360,103840.0,8800000.0
2006-09-13,5944,6021,5816,5816,12110,100320.0,8800000.0
2006-09-14,5816,6046,5791,6046,4740,104280.0,8800000.0
2006-09-15,6046,6046,5893,5995,5950,103400.0,8800000.0
2006-09-18,5868,5995,5868,5970,11300,102960.0,8800000.0
2006-09-19,5944,5995,5868,5970,20220,102960.0,8800000.0
2006-09-20,6021,6021,5944,5970,9140,102960.0,8800000.0
2006-09-21,6072,6072,5944,5995,33280,103400.0,8800000.0
2006-09-22,5919,6021,5919,5995,3300,103400.0,8800000.0
2006-09-25,5970,6123,5970,6097,16010,105160.0,8800000.0
2006-09-26,6148,6174,6021,6123,8140,105600.0,8800000.0
2006-09-27,6199,6276,6123,6225,8120,107360.0,8800000.0
2006-09-28,6123,6199,6072,6097,5510,105160.0,8800000.0
2006-09-29,5970,6123,5970,6123,3230,105600.0,8800000.0
2006-10-02,6072,6378,6021,6225,16700,107360.0,8800000.0
2006-10-04,6250,6250,6097,6123,1662,105600.0,8800000.0
2006-10-09,6021,6123,5714,5970,6010,102960.0,8800000.0
2006-10-10,5816,6072,5816,6021,7110,103840.0,8800000.0
2006-10-11,5868,5995,5842,5944,9620,102520.0,8800000.0
2006-10-12,5944,5995,5919,5970,5220,102960.0,8800000.0
2006-10-13,5970,6123,5944,6097,21770,105160.0,8800000.0
2006-10-16,6097,6123,5995,6123,16160,105600.0,8800000.0
2006-10-17,6148,6531,6046,6454,67800,111320.0,8800000.0
2006-10-18,6454,6454,6276,6429,16480,110880.0,8800000.0
2006-10-19,6429,6582,6327,6454,25391,111320.0,8800000.0
2006-10-20,6403,6505,6352,6480,13600,111760.0,8800000.0
2006-10-23,6480,6480,6225,6480,13660,111760.0,8800000.0
2006-10-24,6480,6633,6327,6531,16510,112640.0,8800000.0
2006-10-25,6454,6582,6454,6480,5640,111760.0,8800000.0
2006-10-26,6429,6454,6276,6429,13340,110880.0,8800000.0
2006-10-27,6378,6403,6225,6378,10110,110000.0,8800000.0
2006-10-30,6352,6378,6046,6046,22340,104280.0,8800000.0
2006-10-31,5995,6352,5995,6352,13300,109560.0,8800000.0
2006-11-01,6378,6403,6276,6378,8440,110000.0,8800000.0
2006-11-02,6378,6403,6301,6378,19680,110000.0,8800000.0
2006-11-03,6429,6531,6352,6480,24832,111760.0,8800000.0
2006-11-06,6531,6633,6429,6633,60012,114400.0,8800000.0
2006-11-07,6633,6633,6505,6633,22441,114400.0,8800000.0
2006-11-08,6684,6735,6480,6531,5000,112640.0,8800000.0
2006-11-09,6607,6633,6454,6607,7720,113960.0,8800000.0
2006-11-10,6505,6633,6480,6505,15910,112200.0,8800000.0
2006-11-13,6480,6556,6454,6556,13370,113080.0,8800000.0
2006-11-14,6480,6556,6454,6480,15690,111760.0,8800000.0
2006-11-15,6480,6531,6429,6531,5820,112640.0,8800000.0
2006-11-16,6454,6531,6454,6505,3010,112200.0,8800000.0
2006-11-17,6505,6505,6429,6480,4840,111760.0,8800000.0
2006-11-20,6531,6531,6429,6505,14170,112200.0,8800000.0
2006-11-21,6505,6556,6403,6531,18290,112640.0,8800000.0
2006-11-22,6454,6582,6454,6480,8770,111760.0,8800000.0
2006-11-23,6480,6505,6429,6505,1260,112200.0,8800000.0
2006-11-24,6429,6505,6378,6505,4780,112200.0,8800000.0
2006-11-27,6505,6760,6429,6760,28460,116600.0,8800000.0
2006-11-28,6480,6888,6480,6786,28930,117040.0,8800000.0
2006-11-29,6684,6786,6684,6786,18160,117040.0,8800000.0
2006-11-30,6735,6760,6658,6735,8710,116160.0,8800000.0
2006-12-01,6658,6735,6607,6735,22340,116160.0,8800000.0
2006-12-04,6633,6786,6633,6658,20040,114840.0,8800000.0
2006-12-05,6709,6709,6582,6633,6230,114400.0,8800000.0
2006-12-06,6633,6837,6556,6786,50598,117040.0,8800000.0
2006-12-07,6862,6939,6786,6913,48020,119240.0,8800000.0
2006-12-08,6709,6939,6709,6939,6890,119680.0,8800000.0
2006-12-11,6786,6990,6786,6990,9281,120560.0,8800000.0
2006-12-12,7041,7041,6786,6913,13310,119240.0,8800000.0
2006-12-13,6913,6913,6760,6888,8770,118800.0,8800000.0
2006-12-14,6939,6939,6633,6888,71070,118800.0,8800000.0
2006-12-15,6862,6913,6862,6888,9140,118800.0,8800000.0
2006-12-18,6760,6786,6658,6786,19110,117040.0,8800000.0
2006-12-19,6786,6786,6684,6786,10170,117040.0,8800000.0
2006-12-20,6786,6888,6658,6888,11113,118800.0,8800000.0
2006-12-21,6990,6990,6760,6837,1970,117920.0,8800000.0
2006-12-22,6837,6837,6556,6556,32480,113080.0,8800000.0
2006-12-26,6556,6556,6250,6378,34130,110000.0,8800000.0
2006-12-27,6556,6556,6352,6378,5270,110000.0,8800000.0
2006-12-28,6378,6582,6378,6582,4400,113520.0,8800000.0
2007-01-02,6582,6582,6480,6582,2500,113520.0,8800000.0
2007-01-03,6633,6633,6327,6327,25150,109120.0,8800000.0
2007-01-04,6225,6327,6174,6327,8120,109120.0,8800000.0
2007-01-05,6327,6327,6148,6301,12090,108680.0,8800000.0
2007-01-08,6301,6301,6123,6174,20540,106480.0,8800000.0
2007-01-09,6327,6327,6123,6174,21380,106480.0,8800000.0
2007-01-10,6174,6199,6097,6148,22800,106040.0,8800000.0
2007-01-11,6276,6301,6225,6301,3740,108680.0,8800000.0
2007-01-12,6276,6480,6276,6429,12840,110880.0,8800000.0
2007-01-15,6276,6556,6276,6531,2370,112640.0,8800000.0
2007-01-16,6327,6582,6327,6582,6200,113520.0,8800000.0
2007-01-17,6582,6582,6505,6531,700,112640.0,8800000.0
2007-01-18,6531,6531,6301,6531,4120,112640.0,8800000.0
2007-01-19,6378,6454,5561,6148,59290,106040.0,8800000.0
2007-01-22,6148,6148,6123,6148,16550,106040.0,8800000.0
2007-01-23,6225,6225,6123,6123,7340,105600.0,8800000.0
2007-01-24,6148,6250,6123,6250,5020,107800.0,8800000.0
2007-01-25,6276,6327,6276,6327,2270,109120.0,8800000.0
2007-01-26,6327,6352,6072,6352,20420,109560.0,8800000.0
2007-01-29,6276,6378,6225,6327,15030,109120.0,8800000.0
2007-01-30,6123,6276,6123,6174,10351,106480.0,8800000.0
2007-01-31,6327,6378,6199,6276,32795,108240.0,8800000.0
2007-02-01,6403,6403,6199,6352,9420,109560.0,8800000.0
2007-02-02,6352,6403,6225,6327,2110,109120.0,8800000.0
2007-02-05,6250,6480,6174,6480,15840,111760.0,8800000.0
2007-02-06,6301,6480,6301,6480,1840,111760.0,8800000.0
2007-02-07,6301,6480,6301,6327,8320,109120.0,8800000.0
2007-02-08,6480,6480,6327,6454,9820,111320.0,8800000.0
2007-02-09,6454,6454,6378,6378,41420,110000.0,8800000.0
2007-02-12,6378,6378,6327,6378,9050,110000.0,8800000.0
2007-02-13,6378,6378,6276,6327,37520,109120.0,8800000.0
2007-02-14,6327,6378,6148,6352,20400,109560.0,8800000.0
2007-02-15,6276,6352,6276,6327,2420,109120.0,8800000.0
2007-02-16,6327,6327,6174,6327,4410,109120.0,8800000.0
2007-02-20,6327,6378,6199,6378,8250,110000.0,8800000.0
2007-02-21,6276,6276,6225,6225,4327,107360.0,8800000.0
2007-02-22,6327,6327,6072,6225,50510,107360.0,8800000.0
2007-02-23,6225,6225,6174,6225,7050,107360.0,8800000.0
2007-02-26,6225,6250,6148,6148,41494,106040.0,8800000.0
2007-02-27,6199,6199,6097,6123,8560,105600.0,8800000.0
2007-02-28,5714,6046,5714,6021,17740,103840.0,8800000.0
2007-03-02,5919,6097,5919,6021,25790,103840.0,8800000.0
2007-03-05,6199,6199,5944,5970,66081,102960.0,8800000.0
2007-03-06,6174,6174,6021,6174,24200,106480.0,8800000.0
2007-03-07,6174,6174,6072,6072,11890,104720.0,8800000.0
2007-03-08,6072,6225,6021,6174,9430,106480.0,8800000.0
2007-03-09,6225,6225,6097,6174,3570,106480.0,8800000.0
2007-03-12,6097,6225,6097,6123,23560,105600.0,8800000.0
2007-03-13,6123,6123,6021,6021,20550,103840.0,8800000.0
2007-03-14,6046,6123,6046,6123,1060,105600.0,8800000.0
2007-03-15,6123,6123,6021,6123,35910,105600.0,8800000.0
2007-03-16,6046,6148,6046,6097,19970,105160.0,8800000.0
2007-03-19,6021,6148,6021,6148,10660,106040.0,8800000.0
2007-03-20,6148,6148,6072,6123,2780,105600.0,8800000.0
2007-03-21,6072,6072,6046,6072,3010,104720.0,8800000.0
2007-03-22,6097,6097,6021,6072,4910,104720.0,8800000.0
2007-03-23,6123,6123,5970,6021,390,103840.0,8800000.0
2007-03-26,6021,6046,5944,5995,8920,103400.0,8800000.0
2007-03-27,5995,6021,5944,5995,11850,103400.0,8800000.0
2007-03-28,5995,6072,5970,6072,12350,104720.0,8800000.0
2007-03-29,6021,6072,6021,6072,14700,104720.0,8800000.0
2007-03-30,6072,6072,5970,6072,9990,104720.0,8800000.0
2007-04-02,6046,6046,5970,5995,3920,103400.0,8800000.0
2007-04-03,6021,6021,5868,5893,9226,101640.0,8800000.0
2007-04-04,5944,5995,5868,5893,23810,101640.0,8800000.0
2007-04-05,5893,6123,5868,6097,27870,105160.0,8800000.0
2007-04-06,6072,6097,6072,6072,7740,104720.0,8800000.0
2007-04-09,6046,6046,5970,5970,6210,102960.0,8800000.0
2007-04-10,5970,5995,5919,5995,13120,103400.0,8800000.0
2007-04-11,5970,6046,5816,5995,28024,103400.0,8800000.0
2007-04-12,5970,5970,5893,5893,7620,101640.0,8800000.0
2007-04-13,5868,5970,5868,5944,4710,102520.0,8800000.0
2007-04-16,6021,6046,5944,6046,15864,104280.0,8800000.0
2007-04-17,5995,6097,5944,6072,9640,104720.0,8800000.0
2007-04-18,6072,6225,6072,6225,25180,107360.0,8800000.0
2007-04-19,6225,6327,6097,6123,16310,105600.0,8800000.0
2007-04-20,6123,6148,6046,6148,5060,106040.0,8800000.0
2007-04-23,6046,6199,6046,6199,19630,106920.0,8800000.0
2007-04-24,6174,6199,6072,6174,14590,106480.0,8800000.0
2007-04-25,6148,6556,6046,6556,29820,113080.0,8800000.0
2007-04-26,6735,6735,6378,6633,10811,114400.0,8800000.0
2007-04-27,6480,6607,6454,6505,7100,112200.0,8800000.0
2007-04-30,6480,6607,6454,6582,12350,113520.0,8800000.0
2007-05-02,6582,6607,6429,6582,16930,113520.0,8800000.0
2007-05-03,6531,6760,6531,6760,29552,116600.0,8800000.0
2007-05-04,6760,6760,6531,6709,13160,115720.0,8800000.0
2007-05-07,6735,6786,6607,6786,24340,117040.0,8800000.0
2007-05-08,6786,6786,6607,6658,9170,114840.0,8800000.0
2007-05-09,6582,6786,6582,6786,15080,117040.0,8800000.0
2007-05-10,6786,6837,6786,6837,12300,117920.0,8800000.0
2007-05-11,6633,6786,6633,6786,7873,117040.0,8800000.0
2007-05-14,6709,6837,6633,6837,22050,117920.0,8800000.0
2007-05-15,6735,6837,6735,6837,9120,117920.0,8800000.0
2007-05-16,6837,6888,6786,6837,17154,117920.0,8800000.0
2007-05-17,6786,6888,6786,6837,21620,117920.0,8800000.0
2007-05-18,6837,6862,6786,6837,12500,117920.0,8800000.0
2007-05-21,6734,7092,6734,6990,29570,120560.0,8800000.0
2007-05-22,6990,7067,6837,7041,22250,121440.0,8800000.0
2007-05-23,7092,7271,7092,7220,40893,124520.0,8800000.0
2007-05-25,7220,7424,7220,7398,21260,127600.0,8800000.0
2007-05-28,7424,7551,7271,7373,20401,127160.0,8800000.0
2007-05-29,7322,7373,7245,7322,19929,126280.0,8800000.0
2007-05-30,7322,7322,7220,7322,14001,126280.0,8800000.0
2007-05-31,7398,7424,7271,7322,12380,126280.0,8800000.0
2007-06-01,7398,7398,7118,7118,14871,122760.0,8800000.0
2007-06-04,7118,7118,6760,6964,23880,120120.0,8800000.0
2007-06-05,6939,7220,6735,7092,19680,122320.0,8800000.0
2007-06-07,7220,7271,6939,7271,24463,125400.0,8800000.0
2007-06-08,7143,7347,7041,7347,18727,126720.0,8800000.0
2007-06-11,7449,7449,7245,7322,10431,126280.0,8800000.0
2007-06-12,7322,7347,7220,7347,9970,126720.0,8800000.0
2007-06-13,7245,7322,7169,7194,5092,124080.0,8800000.0
2007-06-14,7271,7373,7194,7347,36470,126720.0,8800000.0
2007-06-15,7398,7449,7220,7424,38994,128040.0,8800000.0
2007-06-18,7526,8061,7475,7934,83700,136840.0,8800000.0
2007-06-19,7934,7934,7398,7857,19770,135520.0,8800000.0
2007-06-20,7857,7883,7398,7628,18840,131560.0,8800000.0
2007-06-21,7653,7755,7245,7628,25430,131560.0,8800000.0
2007-06-22,7628,7781,7500,7755,17300,133760.0,8800000.0
2007-06-25,7755,7857,7449,7551,12170,130240.0,8800000.0
2007-06-26,7449,7653,7449,7602,8560,131120.0,8800000.0
2007-06-27,7551,7679,7551,7679,11580,132440.0,8800000.0
2007-06-28,7679,7806,7551,7730,18170,133320.0,8800000.0
2007-06-29,7781,7832,7602,7806,14204,134640.0,8800000.0
2007-07-02,7806,7806,7500,7806,13169,134640.0,8800000.0
2007-07-03,7704,7806,7653,7653,10620,132000.0,8800000.0
2007-07-04,7653,7781,7602,7781,12845,134200.0,8800000.0
2007-07-05,7755,7806,7551,7806,20210,134640.0,8800000.0
2007-07-06,7806,8138,7755,8138,24756,140360.0,8800000.0
2007-07-09,8215,8699,8189,8266,39328,142560.0,8800000.0
2007-07-10,8317,8419,7908,8061,10652,139040.0,8800000.0
2007-07-11,7985,8419,7959,8164,9378,140800.0,8800000.0
2007-07-12,8291,8419,8087,8215,12380,141680.0,8800000.0
2007-07-13,8291,8521,8215,8521,14630,146960.0,8800000.0
2007-07-16,8419,8623,8291,8521,10956,146960.0,8800000.0
2007-07-18,8419,8521,8189,8470,24320,146080.0,8800000.0
2007-07-19,8470,8521,8266,8470,7330,146080.0,8800000.0
2007-07-20,8470,8623,8342,8623,19960,148720.0,8800000.0
2007-07-23,8750,9082,8623,8929,12280,154000.0,8800000.0
2007-07-24,9082,9082,8419,8827,11300,152240.0,8800000.0
2007-07-25,8827,8954,8572,8725,13530,150480.0,8800000.0
2007-07-26,9056,9056,8725,8980,9490,154880.0,8800000.0
2007-07-27,9031,9107,8572,9031,17950,155760.0,8800000.0
2007-07-30,8674,9031,8470,8929,25630,154000.0,8800000.0
2007-07-31,8827,8929,8725,8903,14290,153560.0,8800000.0
2007-08-01,8699,9082,8623,8623,25460,148720.0,8800000.0
