HDC(012630),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2003-03-27,4825,4870,4736,4759,220922,482459.0,75384180.0
2003-03-28,4743,4758,4714,4729,457506,479443.0,75384180.0
2003-03-31,4676,4751,4669,4714,193604,477936.0,75384180.0
2003-04-01,4721,4795,4691,4796,133960,486228.0,75384180.0
2003-04-02,4795,4981,4736,4952,342941,502059.0,75384180.0
2003-04-03,5056,5115,4951,5056,587210,512612.0,75384180.0
2003-04-04,5041,5457,4996,5428,749120,550305.0,75384180.0
2003-04-07,5502,6015,5487,6008,1049936,609104.0,75384180.0
2003-04-08,5903,6067,5836,5948,966176,603073.0,75384180.0
2003-04-09,5859,5866,5688,5755,381946,583474.0,75384180.0
2003-04-10,5754,5807,5650,5807,539120,588750.0,75384180.0
2003-04-11,5807,6052,5665,5725,973582,580458.0,75384180.0
2003-04-14,5747,5836,5583,5755,386030,583474.0,75384180.0
2003-04-15,5933,5933,5792,5792,3915867,587243.0,75384180.0
2003-04-16,5859,6126,5821,5919,1548829,600058.0,75384180.0
2003-04-17,5814,6000,5799,5852,248390,593273.0,75384180.0
2003-04-18,5955,6074,5911,6075,435206,615889.0,75384180.0
2003-04-21,5985,6163,5896,6149,574930,623427.0,75384180.0
2003-04-22,6096,6119,5896,5926,376640,600812.0,75384180.0
2003-04-23,5896,5963,5799,5844,351680,592520.0,75384180.0
2003-04-24,5799,5873,5658,5725,148346,580458.0,75384180.0
2003-04-25,5569,5576,5271,5443,479852,551812.0,75384180.0
2003-04-28,5301,5665,5301,5666,198510,574427.0,75384180.0
2003-04-29,5650,5799,5650,5777,255450,585735.0,75384180.0
2003-04-30,5732,5911,5658,5785,162570,586489.0,75384180.0
2003-05-02,5821,5866,5583,5695,291635,577443.0,75384180.0
2003-05-06,5762,5933,5725,5889,368554,597043.0,75384180.0
2003-05-07,5873,5992,5799,5993,1136630,607596.0,75384180.0
2003-05-09,6096,6379,6022,6134,3424480,621919.0,75384180.0
2003-05-12,6334,6416,6320,6372,2799610,646042.0,75384180.0
2003-05-13,6416,6476,6275,6283,2240553,636996.0,75384180.0
2003-05-14,6282,6639,6282,6595,1441265,668658.0,75384180.0
2003-05-15,6617,6617,6379,6498,1067695,658858.0,75384180.0
2003-05-16,6505,6505,6245,6320,501190,640766.0,75384180.0
2003-05-19,6312,6357,6186,6320,374378,640766.0,75384180.0
2003-05-20,6208,6334,6171,6327,730322,641519.0,75384180.0
2003-05-21,6253,6297,6134,6283,585270,636996.0,75384180.0
2003-05-22,6215,6505,6208,6402,971788,649058.0,75384180.0
2003-05-23,6535,6535,6275,6365,656584,645289.0,75384180.0
2003-05-26,6312,6379,6260,6283,374628,636996.0,75384180.0
2003-05-27,6245,6372,6208,6283,709106,636996.0,75384180.0
2003-05-28,6260,6357,5732,5814,2680572,589504.0,75384180.0
2003-05-29,5911,6111,5851,6060,1451973,614381.0,75384180.0
2003-05-30,6074,6074,5925,5948,852093,603073.0,75384180.0
2003-06-02,6022,6178,5955,6075,1113090,615889.0,75384180.0
2003-06-03,6096,6208,5963,5971,989240,605335.0,75384180.0
2003-06-04,6044,6067,5881,5933,402035,601566.0,75384180.0
2003-06-05,5948,5992,5903,5933,462164,601566.0,75384180.0
2003-06-09,5866,5911,5799,5859,578737,594027.0,75384180.0
2003-06-10,5762,5836,5725,5792,404966,587243.0,75384180.0
2003-06-11,5784,5888,5732,5740,357663,581966.0,75384180.0
2003-06-12,5740,5859,5740,5800,709861,587997.0,75384180.0
2003-06-13,5769,5970,5769,5911,631853,599304.0,75384180.0
2003-06-16,5933,5933,5829,5904,287880,598550.0,75384180.0
2003-06-17,5963,5985,5881,5911,506781,599304.0,75384180.0
2003-06-18,5970,6059,5814,5814,599256,589504.0,75384180.0
2003-06-19,5807,5985,5807,5978,585302,606089.0,75384180.0
2003-06-20,5896,5963,5851,5852,3921916,593273.0,75384180.0
2003-06-23,5866,6089,5866,5956,608839,603827.0,75384180.0
2003-06-24,5873,5911,5821,5889,213780,597043.0,75384180.0
2003-06-25,5896,6074,5896,6060,557291,614381.0,75384180.0
2003-06-26,6059,6201,6059,6171,533410,625689.0,75384180.0
2003-06-27,6245,6245,6052,6052,335101,613627.0,75384180.0
2003-06-30,5948,6134,5918,5919,261829,600058.0,75384180.0
2003-07-01,5948,5963,5814,5844,271863,592520.0,75384180.0
2003-07-02,5918,5948,5792,5814,671322,589504.0,75384180.0
2003-07-03,5844,5911,5576,5614,1277266,569151.0,75384180.0
2003-07-04,5621,5702,5613,5695,267845,577443.0,75384180.0
2003-07-07,5673,5754,5658,5710,227023,578951.0,75384180.0
2003-07-08,5740,5955,5710,5956,901660,603827.0,75384180.0
2003-07-09,5948,5992,5948,5956,313440,603827.0,75384180.0
2003-07-10,5873,6119,5873,6038,538890,612120.0,75384180.0
2003-07-11,6022,6111,5948,5956,223422,603827.0,75384180.0
2003-07-14,5903,6000,5903,5941,238590,602320.0,75384180.0
2003-07-15,5948,6074,5918,6060,457660,614381.0,75384180.0
2003-07-16,6037,6074,6015,6023,318515,610612.0,75384180.0
2003-07-18,6015,6015,5911,5941,153002,602320.0,75384180.0
2003-07-21,5955,5970,5821,5837,143652,591766.0,75384180.0
2003-07-22,5873,5903,5769,5770,222209,584981.0,75384180.0
2003-07-23,5829,6059,5784,6060,544494,614381.0,75384180.0
2003-07-24,6171,6952,6171,6841,2024960,693534.0,75384180.0
2003-07-25,6877,6929,6654,6766,891607,685996.0,75384180.0
2003-07-28,6788,7041,6699,6989,557360,708611.0,75384180.0
2003-07-29,6989,7212,6892,7138,650064,723688.0,75384180.0
2003-07-30,7063,7175,6974,7138,387840,723688.0,75384180.0
2003-07-31,7063,7204,7026,7205,381370,730473.0,75384180.0
2003-08-01,7219,7234,7063,7071,299030,716904.0,75384180.0
2003-08-04,6952,7108,6847,7101,322940,719919.0,75384180.0
2003-08-05,7100,7100,6914,7101,302180,719919.0,75384180.0
2003-08-06,7063,7160,6937,7123,246191,722180.0,75384180.0
2003-08-07,7123,7427,7123,7212,551340,731227.0,75384180.0
2003-08-08,7323,7323,7063,7138,157497,723688.0,75384180.0
2003-08-11,7137,7175,7026,7138,107706,723688.0,75384180.0
2003-08-12,7175,7204,7063,7205,93210,730473.0,75384180.0
2003-08-13,7182,7472,7182,7391,195994,749319.0,75384180.0
2003-08-14,7435,8067,7249,7956,822592,806611.0,75384180.0
2003-08-18,7955,8439,7769,8365,604240,848072.0,75384180.0
2003-08-19,8513,8959,8364,8960,708380,908379.0,75384180.0
2003-08-20,8885,8885,7807,8179,791100,829226.0,75384180.0
2003-08-21,7992,8178,7807,8142,432510,825457.0,75384180.0
2003-08-22,8364,8364,7992,7993,227153,810380.0,75384180.0
2003-08-25,7844,8104,7844,7956,177754,806611.0,75384180.0
2003-08-26,7844,7955,7695,7807,402750,791534.0,75384180.0
2003-08-27,7844,8067,7695,7696,305750,780226.0,75384180.0
2003-08-28,7732,7807,6543,7175,840096,727457.0,75384180.0
2003-08-29,7227,7323,6773,6959,1134958,705596.0,75384180.0
2003-09-01,6989,7175,6892,6989,1731009,708611.0,75384180.0
2003-09-02,7041,7346,7041,7287,1586762,738765.0,75384180.0
2003-09-03,7383,7546,7323,7435,1258658,753842.0,75384180.0
2003-09-04,7658,7881,7509,7733,1332590,783995.0,75384180.0
2003-09-05,7807,7955,7301,7324,508806,742534.0,75384180.0
2003-09-08,7249,7264,6885,7064,342147,716150.0,75384180.0
2003-09-09,7004,7375,7004,7175,640070,727457.0,75384180.0
2003-09-15,7360,7420,7018,7064,847863,716150.0,75384180.0
2003-09-16,7152,7175,7056,7175,282423,727457.0,75384180.0
2003-09-17,7234,7584,7212,7584,650940,768919.0,75384180.0
2003-09-18,7546,7621,7360,7547,316090,765149.0,75384180.0
2003-09-19,7509,7546,7294,7361,469040,746303.0,75384180.0
2003-09-22,7316,7435,7004,7064,239020,716150.0,75384180.0
2003-09-23,7063,7308,7041,7235,264863,733488.0,75384180.0
2003-09-24,7219,7286,7063,7153,205685,725196.0,75384180.0
2003-09-25,6989,7472,6914,7428,371949,753088.0,75384180.0
2003-09-26,7435,7435,7115,7116,198343,721427.0,75384180.0
2003-09-29,7227,7271,7085,7272,161800,737257.0,75384180.0
2003-09-30,7271,7360,7212,7361,216820,746303.0,75384180.0
2003-10-01,7271,7427,7145,7428,123035,753088.0,75384180.0
2003-10-02,7546,7918,7546,7733,764820,783995.0,75384180.0
2003-10-06,7881,7881,7427,7584,256129,768919.0,75384180.0
2003-10-07,7732,7844,7435,7435,460645,753842.0,75384180.0
2003-10-08,7621,7769,7472,7658,428960,776457.0,75384180.0
2003-10-09,7658,7992,7584,7993,544540,810380.0,75384180.0
2003-10-10,7992,8067,7807,7807,518625,791534.0,75384180.0
2003-10-13,7769,8067,7732,7919,247116,802842.0,75384180.0
2003-10-14,7918,8104,7807,7807,325650,791534.0,75384180.0
2003-10-15,7881,8104,7769,8030,635061,814149.0,75384180.0
2003-10-16,7955,7955,7621,7807,614223,791534.0,75384180.0
2003-10-17,7807,7844,7420,7510,799032,761380.0,75384180.0
2003-10-20,7413,7769,7413,7584,456900,768919.0,75384180.0
2003-10-21,7621,7918,7621,7844,502844,795303.0,75384180.0
2003-10-22,7807,7807,7509,7547,432848,765149.0,75384180.0
2003-10-23,7360,7435,7063,7361,429135,746303.0,75384180.0
2003-10-24,7212,7264,7033,7041,347229,713888.0,75384180.0
2003-10-27,6996,7264,6996,7205,354120,730473.0,75384180.0
2003-10-28,7316,7658,7286,7376,460894,747811.0,75384180.0
2003-10-29,7472,7658,7435,7547,296128,765149.0,75384180.0
2003-10-30,7658,7918,7584,7844,497214,795303.0,75384180.0
2003-10-31,7769,8067,7769,8030,453443,814149.0,75384180.0
2003-11-03,8216,8810,8216,8513,1043880,863149.0,75384180.0
2003-11-04,8699,8736,8216,8328,413894,844303.0,75384180.0
2003-11-05,8253,8699,8253,8662,547702,878226.0,75384180.0
2003-11-06,8736,9071,8476,8588,681380,870687.0,75384180.0
2003-11-07,8587,8810,8253,8476,272679,859380.0,75384180.0
2003-11-10,8401,8401,8141,8290,290570,840534.0,75384180.0
2003-11-11,8253,8662,8253,8402,284763,851841.0,75384180.0
2003-11-12,8364,8625,8364,8513,274893,863149.0,75384180.0
2003-11-13,8625,8773,8476,8774,527851,889533.0,75384180.0
2003-11-14,8810,9257,8810,9108,837974,923456.0,75384180.0
2003-11-17,9294,9294,8848,8960,362720,908379.0,75384180.0
2003-11-18,8922,8922,8662,8848,332395,897072.0,75384180.0
2003-11-19,8550,8662,8401,8476,340120,859380.0,75384180.0
2003-11-20,8476,8736,8476,8662,324440,878226.0,75384180.0
2003-11-21,8550,8810,8513,8774,281961,889533.0,75384180.0
2003-11-24,8699,8736,8141,8253,445608,836764.0,75384180.0
2003-11-25,8401,8513,8178,8179,323927,829226.0,75384180.0
2003-11-26,8216,8476,8216,8365,322510,848072.0,75384180.0
2003-11-27,8364,8439,8178,8253,230880,836764.0,75384180.0
2003-11-28,8253,8401,8178,8328,675431,844303.0,75384180.0
2003-12-01,8364,8476,8178,8365,404180,848072.0,75384180.0
2003-12-02,8476,8550,8327,8365,396170,848072.0,75384180.0
2003-12-03,8253,8327,7918,8105,572636,821688.0,75384180.0
2003-12-04,8178,8290,8104,8105,376482,821688.0,75384180.0
2003-12-05,8067,8104,7844,8067,413900,817918.0,75384180.0
2003-12-08,7844,8104,7844,8105,218800,821688.0,75384180.0
2003-12-09,8067,8141,7844,7919,409043,802842.0,75384180.0
2003-12-10,7807,7881,7621,7807,761371,791534.0,75384180.0
2003-12-11,7807,7918,7658,7807,956125,791534.0,75384180.0
2003-12-12,7844,8104,7844,8067,709770,817918.0,75384180.0
2003-12-15,8327,8401,8067,8179,527658,829226.0,75384180.0
2003-12-16,7992,8290,7881,8179,372497,829226.0,75384180.0
2003-12-17,8364,8922,8290,8699,1864442,881995.0,75384180.0
2003-12-18,8773,8885,8625,8811,443500,893303.0,75384180.0
2003-12-19,9033,9033,8699,8811,308800,893303.0,75384180.0
2003-12-22,8848,9219,8810,8811,579480,893303.0,75384180.0
2003-12-23,8885,10112,8699,9740,1755205,987533.0,75384180.0
2003-12-24,9740,10558,9368,9592,1254351,972456.0,75384180.0
2003-12-26,9294,9703,9108,9480,438460,961148.0,75384180.0
2003-12-29,9108,9219,8848,8848,363183,897072.0,75384180.0
2003-12-30,8959,9368,8959,9183,420564,930995.0,75384180.0
2004-01-02,9331,9331,8736,8922,332701,904610.0,75384180.0
2004-01-05,8848,9145,8625,8774,441500,889533.0,75384180.0
2004-01-06,8848,9182,8773,9145,669979,927225.0,75384180.0
2004-01-07,9182,9331,8959,9145,381491,927225.0,75384180.0
2004-01-08,9108,9145,8848,8848,428184,897072.0,75384180.0
2004-01-09,8773,8996,8662,8662,565418,878226.0,75384180.0
2004-01-12,8736,8736,8476,8699,246528,881995.0,75384180.0
2004-01-13,8848,9219,8699,9034,551143,915918.0,75384180.0
2004-01-14,9108,9108,8773,8848,292996,897072.0,75384180.0
2004-01-15,8848,8922,8401,8439,618588,855610.0,75384180.0
2004-01-16,8625,9108,8625,9034,656143,915918.0,75384180.0
2004-01-19,9145,9145,8773,8848,256362,897072.0,75384180.0
2004-01-20,8959,9071,8773,8811,238710,893303.0,75384180.0
2004-01-26,9517,9517,8848,9108,515926,923456.0,75384180.0
2004-01-27,9033,9071,8885,8997,257480,912149.0,75384180.0
2004-01-28,8810,9257,8810,9145,493155,927225.0,75384180.0
2004-01-29,9033,9628,8996,9480,787685,961148.0,75384180.0
2004-01-30,9591,9591,9257,9480,328340,961148.0,75384180.0
2004-02-02,9665,9703,9480,9629,579564,976225.0,75384180.0
2004-02-03,9517,9628,9033,9071,389430,919687.0,75384180.0
2004-02-04,9071,9071,8699,8737,360648,885764.0,75384180.0
2004-02-05,8699,8885,8587,8588,348750,870687.0,75384180.0
2004-02-06,8625,8699,8587,8588,219365,870687.0,75384180.0
2004-02-09,8625,9294,8625,8997,454000,912149.0,75384180.0
2004-02-10,8996,9219,8996,9145,139500,927225.0,75384180.0
2004-02-11,9145,9405,8996,9406,365049,953610.0,75384180.0
2004-02-12,9442,9517,9182,9517,240776,964918.0,75384180.0
2004-02-13,9517,9591,9331,9369,179841,949841.0,75384180.0
2004-02-16,9480,9517,9108,9108,167429,923456.0,75384180.0
2004-02-17,9145,9405,9145,9145,120257,927225.0,75384180.0
2004-02-18,9219,9294,8996,9071,210666,919687.0,75384180.0
2004-02-19,9071,9517,9071,9443,204257,957379.0,75384180.0
2004-02-20,9368,9628,9368,9406,275210,953610.0,75384180.0
2004-02-23,9405,9814,9405,9777,468160,991302.0,75384180.0
2004-02-24,9591,9777,9405,9592,198530,972456.0,75384180.0
2004-02-25,9480,9703,9442,9666,159298,979994.0,75384180.0
2004-02-26,9591,9740,9517,9703,111787,983764.0,75384180.0
2004-02-27,9740,9740,9442,9629,231720,976225.0,75384180.0
2004-03-02,9591,9628,9442,9443,339640,957379.0,75384180.0
2004-03-03,9368,9591,9257,9443,236882,957379.0,75384180.0
2004-03-04,9554,10149,9480,10038,1740314,1017686.0,75384180.0
2004-03-05,10149,10335,10000,10261,1453525,1040302.0,75384180.0
2004-03-08,10372,10372,9926,10075,403620,1021456.0,75384180.0
2004-03-09,10037,10372,10000,10186,329070,1032763.0,75384180.0
2004-03-10,10186,10260,10037,10075,203444,1021456.0,75384180.0
2004-03-11,9926,10112,9926,10038,434843,1017686.0,75384180.0
2004-03-12,10037,10186,9294,9963,598532,1010148.0,75384180.0
2004-03-15,9926,9963,9740,9815,162317,995071.0,75384180.0
2004-03-16,9851,10260,9740,10261,436330,1040302.0,75384180.0
2004-03-17,10297,10632,10260,10372,522533,1051609.0,75384180.0
2004-03-18,10409,10595,10149,10186,252904,1032763.0,75384180.0
2004-03-19,10372,10558,10000,10558,266064,1070455.0,75384180.0
2004-03-22,10335,10558,10112,10112,215126,1025225.0,75384180.0
2004-03-23,9963,10297,9926,10112,185106,1025225.0,75384180.0
2004-03-24,10223,10223,9814,9926,176537,1006379.0,75384180.0
2004-03-25,9777,10037,9665,9740,183100,987533.0,75384180.0
2004-03-26,9963,10149,9926,10075,251303,1021456.0,75384180.0
2004-03-29,10037,10446,10037,10409,187250,1055379.0,75384180.0
2004-03-30,10335,10409,10186,10224,91668,1036532.0,75384180.0
2004-03-31,10223,10335,9814,9889,322568,1002610.0,75384180.0
2004-04-01,9889,10074,9889,9963,286821,1010148.0,75384180.0
2004-04-02,10149,10372,9963,10335,346599,1047840.0,75384180.0
2004-04-06,10409,10558,10112,10409,352827,1055379.0,75384180.0
2004-04-07,10483,10632,10409,10447,217095,1059148.0,75384180.0
2004-04-08,10446,10446,10186,10372,189000,1051609.0,75384180.0
2004-04-09,10335,10335,10037,10112,159180,1025225.0,75384180.0
2004-04-12,10112,10483,10037,10484,214520,1062917.0,75384180.0
2004-04-13,10372,10632,10074,10075,171736,1021456.0,75384180.0
2004-04-14,10000,10335,9926,10112,198930,1025225.0,75384180.0
2004-04-16,10037,10037,9703,9740,387709,987533.0,75384180.0
2004-04-19,9851,9889,9665,9703,307195,983764.0,75384180.0
2004-04-20,9851,10000,9740,9889,256787,1002610.0,75384180.0
2004-04-21,9889,10112,9814,9889,310415,1002610.0,75384180.0
2004-04-22,9926,9926,9517,9517,301731,964918.0,75384180.0
2004-04-23,9665,9889,9591,9889,247702,1002610.0,75384180.0
2004-04-26,9926,10335,9814,10335,475780,1047840.0,75384180.0
2004-04-27,10149,10409,10149,10335,250280,1047840.0,75384180.0
2004-04-28,10409,10409,9777,9926,174026,1006379.0,75384180.0
2004-04-29,10037,10037,9591,9666,245622,979994.0,75384180.0
2004-04-30,9665,10000,9628,9815,244313,995071.0,75384180.0
2004-05-03,9851,10149,9814,10149,190867,1028994.0,75384180.0
2004-05-04,10260,10260,9889,9889,84885,1002610.0,75384180.0
2004-05-06,10037,10037,9331,9406,326495,953610.0,75384180.0
2004-05-07,9331,9405,8773,8774,434562,889533.0,75384180.0
2004-05-10,8773,9071,8773,8997,747321,912149.0,75384180.0
2004-05-11,8773,9108,8736,9108,502220,923456.0,75384180.0
2004-05-12,9108,9405,8922,9183,465880,930995.0,75384180.0
2004-05-13,9145,9145,8364,8365,383051,848072.0,75384180.0
2004-05-14,8439,8662,7807,8105,587916,821688.0,75384180.0
2004-05-17,8104,8104,7509,7510,284629,761380.0,75384180.0
2004-05-18,7427,7695,7360,7510,420180,761380.0,75384180.0
2004-05-19,7658,8104,7584,7881,214042,799072.0,75384180.0
2004-05-20,7955,8067,7695,7807,377462,791534.0,75384180.0
2004-05-21,8030,8476,7881,8365,375663,848072.0,75384180.0
2004-05-24,8476,8476,8104,8179,228305,829226.0,75384180.0
2004-05-25,8178,8253,7881,7881,220739,799072.0,75384180.0
2004-05-27,8104,8364,7992,8365,418117,848072.0,75384180.0
2004-05-28,8439,9257,8364,9220,758056,934764.0,75384180.0
2004-05-31,9219,9219,8662,8774,169596,889533.0,75384180.0
2004-06-01,8996,9071,8736,8737,169875,885764.0,75384180.0
2004-06-02,8773,8773,8513,8513,162670,863149.0,75384180.0
2004-06-03,8625,8736,8067,8067,211225,817918.0,75384180.0
2004-06-04,7992,8290,7992,8067,152000,817918.0,75384180.0
2004-06-07,8141,8662,8141,8662,212500,878226.0,75384180.0
2004-06-08,8587,8736,8401,8588,124825,870687.0,75384180.0
2004-06-09,8736,9071,8625,8699,386740,881995.0,75384180.0
2004-06-10,8773,8959,8587,8699,321020,881995.0,75384180.0
2004-06-11,8699,8699,8067,8142,220125,825457.0,75384180.0
2004-06-14,7769,8476,7769,8142,186527,825457.0,75384180.0
2004-06-15,8439,8439,8104,8179,187780,829226.0,75384180.0
2004-06-16,8067,8364,7844,8067,292441,817918.0,75384180.0
2004-06-17,8067,8439,7992,8439,144200,855610.0,75384180.0
2004-06-18,8290,8290,7918,7956,148610,806611.0,75384180.0
2004-06-21,7844,8104,7769,7770,174445,787765.0,75384180.0
2004-06-22,7807,7955,7472,7919,253140,802842.0,75384180.0
2004-06-23,7881,7992,7584,7584,171062,768919.0,75384180.0
2004-06-24,7732,7881,7695,7807,235470,791534.0,75384180.0
2004-06-25,7844,7992,7807,7956,292016,806611.0,75384180.0
2004-06-28,8104,8216,7807,7881,386281,799072.0,75384180.0
2004-06-29,7881,8030,7844,7881,200590,799072.0,75384180.0
2004-06-30,7918,8067,7881,7993,196428,810380.0,75384180.0
2004-07-01,8178,8327,8030,8179,281400,829226.0,75384180.0
2004-07-02,8030,8067,7769,7807,245010,791534.0,75384180.0
2004-07-05,7807,7881,7546,7658,341840,776457.0,75384180.0
2004-07-06,7658,7807,7584,7584,380519,768919.0,75384180.0
2004-07-07,7658,7844,7472,7844,227361,795303.0,75384180.0
2004-07-08,7695,7769,7509,7510,427836,761380.0,75384180.0
2004-07-09,7509,7658,7472,7547,246726,765149.0,75384180.0
2004-07-12,7584,7658,7383,7428,332082,753088.0,75384180.0
2004-07-13,7435,7509,7383,7435,244876,753842.0,75384180.0
2004-07-14,7435,7435,6699,7078,492043,717657.0,75384180.0
2004-07-15,7011,7234,6914,7175,373760,727457.0,75384180.0
2004-07-16,7175,7242,6929,7175,214060,727457.0,75384180.0
2004-07-19,7175,7219,7123,7220,215085,731980.0,75384180.0
2004-07-20,7063,7167,6877,6878,398370,697304.0,75384180.0
2004-07-21,7048,7048,6952,7026,133160,712381.0,75384180.0
2004-07-22,6981,6981,6818,6818,241400,691273.0,75384180.0
2004-07-23,6825,6855,6699,6699,288850,679211.0,75384180.0
2004-07-26,6795,6959,6766,6855,299911,695042.0,75384180.0
2004-07-27,6855,6870,6728,6759,278244,685242.0,75384180.0
2004-07-28,6877,7063,6788,6997,1332514,709365.0,75384180.0
2004-07-29,7071,7584,7056,7473,1742504,757611.0,75384180.0
2004-07-30,7509,7992,7509,7919,483170,802842.0,75384180.0
2004-08-02,7695,7844,7509,7807,289330,791534.0,75384180.0
2004-08-03,7992,8216,7955,8105,243870,821688.0,75384180.0
2004-08-04,8030,8030,7769,7844,231124,795303.0,75384180.0
2004-08-05,7992,8253,7881,8179,171910,829226.0,75384180.0
2004-08-06,7955,8178,7955,8179,109760,829226.0,75384180.0
2004-08-09,8178,8327,7844,8328,97353,844303.0,75384180.0
2004-08-10,8030,8327,7992,8142,48430,825457.0,75384180.0
2004-08-11,8141,8550,8030,8551,122560,866918.0,75384180.0
2004-08-12,8550,8996,8476,8848,820812,897072.0,75384180.0
2004-08-13,9033,9665,8959,9517,790067,964918.0,75384180.0
2004-08-16,9442,9591,9219,9257,497840,938533.0,75384180.0
2004-08-17,9368,9442,9219,9369,223290,949841.0,75384180.0
2004-08-18,9517,9517,9182,9220,140531,934764.0,75384180.0
2004-08-19,9257,9442,9108,9220,244690,934764.0,75384180.0
2004-08-20,8996,8996,8550,8662,634714,878226.0,75384180.0
2004-08-23,8662,8810,8625,8737,265973,885764.0,75384180.0
2004-08-24,8885,8922,8662,8922,214009,904610.0,75384180.0
2004-08-25,8848,9182,8773,9145,246721,927225.0,75384180.0
2004-08-26,9219,9442,9182,9369,280810,949841.0,75384180.0
2004-08-27,9442,9442,8996,9145,123030,927225.0,75384180.0
2004-08-30,9033,9145,8885,9108,74374,923456.0,75384180.0
2004-08-31,8922,9331,8922,9331,85800,946071.0,75384180.0
2004-09-01,9257,9442,9145,9220,88550,934764.0,75384180.0
2004-09-02,9219,9257,9033,9220,154390,934764.0,75384180.0
2004-09-03,9257,9368,8959,9220,100580,934764.0,75384180.0
2004-09-06,9219,9257,9108,9145,131765,927225.0,75384180.0
2004-09-07,9145,9442,9145,9369,142058,949841.0,75384180.0
2004-09-08,9257,9554,9257,9517,141322,964918.0,75384180.0
2004-09-09,9517,9926,9294,9517,565190,964918.0,75384180.0
2004-09-10,9517,9591,9071,9406,148330,953610.0,75384180.0
2004-09-13,9405,10037,9405,9963,455670,1010148.0,75384180.0
2004-09-14,10000,10074,9591,9852,622304,998840.0,75384180.0
2004-09-15,9889,9926,9405,9592,301585,972456.0,75384180.0
2004-09-16,9517,10000,9517,9926,356810,1006379.0,75384180.0
2004-09-17,9777,9963,9703,9889,141430,1002610.0,75384180.0
2004-09-20,9814,10223,9814,10112,283092,1025225.0,75384180.0
2004-09-21,10260,10260,9963,10038,108666,1017686.0,75384180.0
2004-09-22,10186,10186,9740,10001,156560,1013917.0,75384180.0
2004-09-23,9740,9963,9703,9852,78255,998840.0,75384180.0
2004-09-24,9814,9814,9294,9443,307640,957379.0,75384180.0
2004-09-30,9368,9628,9294,9331,288561,946071.0,75384180.0
2004-10-01,9331,9405,9182,9331,181158,946071.0,75384180.0
2004-10-04,9442,9963,9442,9963,490830,1010148.0,75384180.0
2004-10-05,10112,10446,9963,10261,758568,1040302.0,75384180.0
2004-10-06,10186,10297,9963,10261,328430,1040302.0,75384180.0
2004-10-07,10260,10260,9517,9666,296260,979994.0,75384180.0
2004-10-08,9628,9851,9480,9592,570729,972456.0,75384180.0
2004-10-11,9665,9703,9331,9443,544430,957379.0,75384180.0
2004-10-12,9442,9740,9405,9517,750597,964918.0,75384180.0
2004-10-13,9591,10223,9554,10001,599916,1013917.0,75384180.0
2004-10-14,10335,11413,10260,11041,1859525,1119455.0,75384180.0
2004-10-15,10929,10929,10335,10484,645300,1062917.0,75384180.0
2004-10-18,10706,11115,10595,10633,675376,1077994.0,75384180.0
2004-10-19,10781,11264,10781,11079,521221,1123224.0,75384180.0
2004-10-20,10929,11227,10037,10038,487705,1017686.0,75384180.0
2004-10-21,10223,10595,10000,10261,533972,1040302.0,75384180.0
2004-10-22,10074,10409,9889,10075,373527,1021456.0,75384180.0
2004-10-25,9851,10297,9628,10112,289150,1025225.0,75384180.0
2004-10-26,9963,10632,9814,10633,339170,1077994.0,75384180.0
2004-10-27,10781,10818,10260,10781,236810,1093071.0,75384180.0
2004-10-28,10855,11004,10595,11004,300190,1115686.0,75384180.0
2004-10-29,10929,11153,10781,11153,233880,1130763.0,75384180.0
2004-11-01,11153,11561,11041,11190,384689,1134532.0,75384180.0
2004-11-02,11338,11376,10781,10967,221200,1111917.0,75384180.0
2004-11-03,10929,10929,10446,10818,287633,1096840.0,75384180.0
2004-11-04,10744,10744,10372,10558,269921,1070455.0,75384180.0
2004-11-05,10744,11004,10595,10856,430390,1100609.0,75384180.0
2004-11-08,10967,11078,10446,10521,317720,1066686.0,75384180.0
2004-11-09,10521,10744,10521,10707,212061,1085532.0,75384180.0
2004-11-10,10818,11153,10818,11153,299666,1130763.0,75384180.0
2004-11-11,11153,11413,11041,11265,304233,1142070.0,75384180.0
2004-11-12,11524,11673,11078,11265,408390,1142070.0,75384180.0
2004-11-15,11524,11747,11413,11413,341930,1157147.0,75384180.0
2004-11-16,11561,11599,11301,11413,99670,1157147.0,75384180.0
2004-11-17,11599,11970,11524,11859,358862,1202378.0,75384180.0
2004-11-18,11599,12008,11599,11748,278621,1191070.0,75384180.0
2004-11-19,11747,11970,11301,11450,87738,1160916.0,75384180.0
2004-11-22,11524,11524,10967,10967,105420,1111917.0,75384180.0
2004-11-23,11376,11376,11078,11339,243675,1149609.0,75384180.0
2004-11-24,11413,11785,11301,11599,149340,1175993.0,75384180.0
2004-11-25,11450,11524,11190,11525,244000,1168455.0,75384180.0
2004-11-26,11710,12008,11413,11488,286710,1164686.0,75384180.0
2004-11-29,11338,12156,11338,12157,216431,1232531.0,75384180.0
2004-11-30,12231,12900,11933,12752,359121,1292839.0,75384180.0
2004-12-01,12751,13049,12602,13012,119380,1319223.0,75384180.0
2004-12-02,13197,13532,13049,13532,341057,1371992.0,75384180.0
2004-12-03,13532,13643,12454,12640,227332,1281531.0,75384180.0
2004-12-06,12788,12825,12119,12529,299261,1270223.0,75384180.0
