경동도시가스(267290),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2017-10-18,35600,35650,35100,35500,2884,111667.0,3145536.0
2017-10-19,35500,35650,35150,35250,8452,110880.0,3145536.0
2017-10-20,35450,35500,35100,35200,2278,110723.0,3145536.0
2017-10-23,35550,35550,34550,34850,2253,109622.0,3145536.0
2017-10-24,35100,35350,34750,34900,616,109779.0,3145536.0
2017-10-25,35000,35050,34500,34550,1531,108678.0,3145536.0
2017-10-26,34400,35000,34250,34300,2326,107892.0,3145536.0
2017-10-27,34300,34550,33700,34000,1782,106948.0,3145536.0
2017-10-30,34000,34000,33350,33400,3690,105061.0,3145536.0
2017-10-31,33600,35250,33600,34100,12008,107263.0,3145536.0
2017-11-01,33500,34950,33500,34600,2841,108836.0,3145536.0
2017-11-02,34600,35200,34600,34800,4774,109465.0,3145536.0
2017-11-03,34400,34450,33550,34150,9384,161088.0,4717063.0
2017-11-06,34950,34950,33600,33600,6732,158493.0,4717063.0
2017-11-07,33600,33700,33200,33650,3250,158729.0,4717063.0
2017-11-08,33600,33700,33600,33650,3858,158729.0,4717063.0
2017-11-09,33600,33950,33600,33850,2487,159673.0,4717063.0
2017-11-10,34000,34800,33700,34150,9179,161088.0,4717063.0
2017-11-13,34200,34750,33800,34500,11215,162739.0,4717063.0
2017-11-14,34350,35500,34350,35050,11963,165333.0,4717063.0
2017-11-15,35100,35150,33700,34000,15018,160380.0,4717063.0
2017-11-16,34000,34250,33500,34100,20974,160852.0,4717063.0
2017-11-17,33850,35250,33400,33450,14449,157786.0,4717063.0
2017-11-20,33800,34300,33350,34300,4267,161795.0,4717063.0
2017-11-21,34300,34850,34150,34750,10979,163918.0,4717063.0
2017-11-22,35000,35200,34100,35100,13051,165569.0,4717063.0
2017-11-23,35100,35150,34850,35100,5398,165569.0,4717063.0
2017-11-24,35000,35750,35000,35600,8639,167927.0,4717063.0
2017-11-27,35150,37350,35150,36850,12919,173824.0,4717063.0
2017-11-28,36850,38600,36650,38600,14672,182079.0,4717063.0
2017-11-29,38600,38900,37800,38600,10368,182079.0,4717063.0
2017-11-30,38250,38750,38100,38550,6572,181843.0,4717063.0
2017-12-01,38700,38750,37350,37600,6690,177362.0,4717063.0
2017-12-04,37600,37800,35000,37200,12236,175475.0,4717063.0
2017-12-05,37000,38450,36600,37200,4241,175475.0,4717063.0
2017-12-06,36600,37650,36600,37250,3066,175711.0,4717063.0
2017-12-07,37000,37650,36100,36550,2453,172409.0,4717063.0
2017-12-08,36600,37050,36050,36500,2001,172173.0,4717063.0
2017-12-11,36500,36500,35550,36000,3579,169814.0,4717063.0
2017-12-12,36000,37150,36000,36500,8236,172173.0,4717063.0
2017-12-13,36950,36950,36350,36400,10682,171701.0,4717063.0
2017-12-14,36750,36800,36500,36750,2481,173352.0,4717063.0
2017-12-15,37050,37050,35800,36500,3125,172173.0,4717063.0
2017-12-18,36300,36300,35600,35900,2273,169343.0,4717063.0
2017-12-19,35900,36350,35100,35550,10642,167692.0,4717063.0
2017-12-20,35900,35900,35450,35850,2804,169107.0,4717063.0
2017-12-21,35600,36250,35600,35650,3098,168163.0,4717063.0
2017-12-22,35750,35950,35600,35700,5161,168399.0,4717063.0
2017-12-26,35500,36250,35250,36250,2617,170994.0,4717063.0
2017-12-27,36000,36250,35300,36200,769,170758.0,4717063.0
2017-12-28,36200,36300,35650,36250,2416,170994.0,4717063.0
2018-01-02,36250,36250,35650,35700,1674,168399.0,4717063.0
2018-01-03,35700,36150,35700,36000,4395,169814.0,4717063.0
2018-01-04,36700,36700,36000,36050,3797,170050.0,4717063.0
2018-01-05,36750,36750,36000,36150,1871,170522.0,4717063.0
2018-01-08,36150,36300,35600,36100,5550,170286.0,4717063.0
2018-01-09,36000,36350,35900,36000,4726,169814.0,4717063.0
2018-01-10,36700,36700,35200,36000,3688,169814.0,4717063.0
2018-01-11,36000,36050,35800,35900,1024,169343.0,4717063.0
2018-01-12,35700,35900,35600,35700,2421,168399.0,4717063.0
2018-01-15,36850,36850,35850,36300,10778,171229.0,4717063.0
2018-01-16,36300,37150,36100,37150,7227,175239.0,4717063.0
2018-01-17,37200,39100,37200,38900,13091,183494.0,4717063.0
2018-01-18,38950,41450,38250,41150,15747,194107.0,4717063.0
2018-01-19,41250,42750,41150,42450,20857,200239.0,4717063.0
2018-01-22,42400,42400,40750,41350,6119,195051.0,4717063.0
2018-01-23,41350,41650,38150,41600,9756,196230.0,4717063.0
2018-01-24,42450,42850,40950,42300,8558,199532.0,4717063.0
2018-01-25,42950,42950,40300,41100,6328,193871.0,4717063.0
2018-01-26,41100,41100,40300,40300,4301,190098.0,4717063.0
2018-01-29,40300,42450,40050,41750,5707,196937.0,4717063.0
2018-01-30,41850,42900,41750,42900,5756,202362.0,4717063.0
2018-01-31,42500,43600,42500,43000,3547,202834.0,4717063.0
2018-02-01,43700,43700,42500,42900,2278,202362.0,4717063.0
2018-02-02,42800,42800,41350,41750,3479,196937.0,4717063.0
2018-02-05,41100,41700,40000,41000,3163,193400.0,4717063.0
2018-02-06,39100,41500,39100,40400,3503,190569.0,4717063.0
2018-02-07,40400,41000,40250,40300,2105,190098.0,4717063.0
2018-02-08,40200,41350,40200,40800,1197,192456.0,4717063.0
2018-02-09,40650,40650,40200,40600,1349,191513.0,4717063.0
2018-02-12,40600,40950,40150,40400,9493,190569.0,4717063.0
2018-02-13,40400,40800,40150,40200,10358,189626.0,4717063.0
2018-02-14,40000,40550,39500,40550,938,191277.0,4717063.0
2018-02-19,40550,40800,40550,40700,4976,191984.0,4717063.0
2018-02-20,40550,41300,40200,40900,1340,192928.0,4717063.0
2018-02-21,43600,43600,40450,40450,1809,190805.0,4717063.0
2018-02-22,40450,40850,40400,40750,422,192220.0,4717063.0
2018-02-23,43000,43000,42350,42350,157322,199768.0,4717063.0
2018-02-26,42500,42650,42450,42500,67080,200475.0,4717063.0
2018-02-27,42650,42650,42500,42500,12063,200475.0,4717063.0
2018-02-28,42650,42650,42500,42600,18658,200947.0,4717063.0
2018-03-02,42500,42750,42500,42600,9119,200947.0,4717063.0
2018-03-05,42650,42700,42550,42700,74026,201419.0,4717063.0
2018-03-06,42700,42750,42600,42600,24542,200947.0,4717063.0
2018-03-07,42700,42750,42600,42700,9913,201419.0,4717063.0
2018-03-08,42600,42800,42600,42750,18144,201654.0,4717063.0
2018-03-09,42650,42800,42650,42750,6261,201654.0,4717063.0
2018-03-12,42750,42850,42600,42750,43394,201654.0,4717063.0
2018-03-13,42750,42950,41100,42300,4604,199532.0,4717063.0
2018-03-14,42900,42900,41850,42200,5151,199060.0,4717063.0
2018-03-15,40100,41900,40100,40500,17126,191041.0,4717063.0
2018-03-16,40400,40400,38000,39050,26639,184201.0,4717063.0
2018-03-19,39050,39350,38550,39250,9004,185145.0,4717063.0
2018-03-20,39250,39600,39050,39500,18533,186324.0,4717063.0
2018-03-21,39500,41400,39400,39500,7472,186324.0,4717063.0
2018-03-22,39600,40000,39450,39500,5455,186324.0,4717063.0
2018-03-23,39700,39900,39200,39400,6498,185852.0,4717063.0
2018-03-26,38700,39700,38200,39350,3278,185616.0,4717063.0
2018-03-27,39350,39350,38550,39000,1693,183965.0,4717063.0
2018-03-28,39000,39900,38350,38500,3537,181607.0,4717063.0
2018-03-29,38500,38500,38200,38300,1973,180664.0,4717063.0
2018-03-30,38300,39250,38250,38350,3629,180899.0,4717063.0
2018-04-02,40200,40200,38500,38750,5543,182786.0,4717063.0
2018-04-03,38100,39350,38100,39100,5654,184437.0,4717063.0
2018-04-04,39050,40200,39050,39900,14765,188211.0,4717063.0
2018-04-05,39900,40200,39850,40050,1701,188918.0,4717063.0
2018-04-06,39250,40150,39250,39950,2703,188447.0,4717063.0
2018-04-09,38650,40300,38650,39250,3167,185145.0,4717063.0
2018-04-10,39250,40050,39200,39450,1864,186088.0,4717063.0
2018-04-11,39450,39500,38900,39250,3182,185145.0,4717063.0
2018-04-12,40000,40000,38650,39250,1752,185145.0,4717063.0
2018-04-13,39250,39850,38850,39200,2747,184909.0,4717063.0
2018-04-16,39200,39650,38650,39000,1359,183965.0,4717063.0
2018-04-17,39000,39800,38750,39050,5611,184201.0,4717063.0
2018-04-18,39500,39500,38900,39200,3750,184909.0,4717063.0
2018-04-19,39400,40300,39400,39600,4620,186796.0,4717063.0
2018-04-20,39950,39950,39350,39800,2192,187739.0,4717063.0
2018-04-23,39700,40000,38950,39800,8044,187739.0,4717063.0
2018-04-24,40500,40500,39750,39950,3024,188447.0,4717063.0
2018-04-25,39750,40000,39700,40000,4117,188683.0,4717063.0
2018-04-26,39550,40000,39550,40000,5239,188683.0,4717063.0
2018-04-27,40950,40950,39900,40100,2609,189154.0,4717063.0
2018-04-30,39950,40800,39950,40450,3890,190805.0,4717063.0
2018-05-02,40450,41050,40450,40900,9284,192928.0,4717063.0
2018-05-03,41000,41300,40800,40950,15114,193164.0,4717063.0
2018-05-04,41000,41450,40600,41050,4694,193635.0,4717063.0
2018-05-08,41900,41900,41050,41100,22945,193871.0,4717063.0
2018-05-09,41350,41350,41000,41000,6153,193400.0,4717063.0
2018-05-10,40950,41500,40950,40950,18462,193164.0,4717063.0
2018-05-11,41050,41150,40850,41050,5094,193635.0,4717063.0
2018-05-14,41100,42200,40900,42000,23769,198117.0,4717063.0
2018-05-15,42200,42500,41500,42000,32052,198117.0,4717063.0
2018-05-16,42000,42350,41150,42200,30540,199060.0,4717063.0
2018-05-17,42200,42600,42050,42050,29795,198352.0,4717063.0
2018-05-18,42050,42550,41600,42000,16387,198117.0,4717063.0
2018-05-21,42000,42450,41850,42150,14678,198824.0,4717063.0
2018-05-23,42250,43650,42000,43550,42339,205428.0,4717063.0
2018-05-24,43750,50200,43450,47400,88225,223589.0,4717063.0
2018-05-25,46950,48900,46000,46600,35424,219815.0,4717063.0
2018-05-28,46050,47950,46050,47400,14455,223589.0,4717063.0
2018-05-29,47200,49600,46700,48150,43929,227127.0,4717063.0
2018-05-30,48200,49000,45300,47800,22689,225476.0,4717063.0
2018-05-31,47700,50100,47700,49350,33080,232787.0,4717063.0
2018-06-01,50700,52700,48150,48200,48920,227362.0,4717063.0
2018-06-04,48450,49250,45000,46900,12295,221230.0,4717063.0
2018-06-05,46450,48000,46450,48000,7136,226419.0,4717063.0
2018-06-07,49250,49300,47600,48400,9914,228306.0,4717063.0
2018-06-08,49150,49150,47000,47150,9323,222410.0,4717063.0
2018-06-11,47150,48350,46200,47850,7859,225711.0,4717063.0
2018-06-12,48500,50900,48100,49200,17628,232079.0,4717063.0
2018-06-14,49150,49900,48100,49900,5977,235381.0,4717063.0
2018-06-15,50400,50400,48250,48850,9424,230429.0,4717063.0
2018-06-18,48800,48850,46450,46950,13841,221466.0,4717063.0
2018-06-19,46950,47800,46100,46850,5757,220994.0,4717063.0
2018-06-20,46650,47250,46150,46650,4841,220051.0,4717063.0
2018-06-21,46500,48000,46500,47350,5670,223353.0,4717063.0
2018-06-22,47100,47200,45200,46200,7173,217928.0,4717063.0
2018-06-25,46550,47050,46450,47000,5202,221702.0,4717063.0
2018-06-26,47050,47050,45400,45850,6971,216277.0,4717063.0
2018-06-27,46550,46550,44550,44850,7308,211560.0,4717063.0
2018-06-28,44850,47250,44850,46750,7417,220523.0,4717063.0
2018-06-29,46650,46650,44900,45250,8081,213447.0,4717063.0
2018-07-02,46000,46400,45000,45400,8186,214155.0,4717063.0
2018-07-03,45400,47800,45000,45100,4436,212740.0,4717063.0
2018-07-04,45100,47000,44950,46300,3547,218400.0,4717063.0
2018-07-05,46450,48000,46000,47550,6095,224296.0,4717063.0
2018-07-06,47550,48500,46900,47100,4186,222174.0,4717063.0
2018-07-09,47100,47100,45950,46450,4792,219108.0,4717063.0
2018-07-10,46450,48500,46450,47750,6648,225240.0,4717063.0
2018-07-11,47400,47400,46300,46350,3735,218636.0,4717063.0
2018-07-12,46400,47450,45300,45900,3553,216513.0,4717063.0
2018-07-13,45350,46950,45200,45500,5227,214626.0,4717063.0
2018-07-16,45500,45900,45200,45650,4238,215334.0,4717063.0
2018-07-17,45900,46200,45000,45650,4470,215334.0,4717063.0
2018-07-18,45450,45450,44000,44600,5520,210381.0,4717063.0
2018-07-19,43800,44700,43800,44650,8271,210617.0,4717063.0
2018-07-20,45500,45500,43800,44950,6034,212032.0,4717063.0
2018-07-23,45150,45150,43200,43500,17455,205192.0,4717063.0
2018-07-24,43500,44900,43500,44900,1672,211796.0,4717063.0
2018-07-25,45000,45000,43300,43650,4663,205900.0,4717063.0
2018-07-26,43650,44700,43650,44500,3427,209909.0,4717063.0
2018-07-27,44550,44600,43150,44100,5300,208022.0,4717063.0
2018-07-30,45000,45000,44100,44450,4706,209673.0,4717063.0
2018-07-31,44450,44450,43150,44100,4859,208022.0,4717063.0
2018-08-01,44150,44200,43450,43950,3091,207315.0,4717063.0
2018-08-02,43950,44550,43800,44300,2538,208966.0,4717063.0
2018-08-03,44200,45500,44200,44700,6158,210853.0,4717063.0
2018-08-06,43900,46450,43900,45900,5998,216513.0,4717063.0
2018-08-07,45250,47000,45250,46800,4843,220759.0,4717063.0
2018-08-08,46750,47750,46100,47100,8057,222174.0,4717063.0
2018-08-09,47500,47500,46500,47050,5214,221938.0,4717063.0
2018-08-10,47050,47050,45600,45800,7825,216041.0,4717063.0
2018-08-13,45800,45900,44500,45550,7458,214862.0,4717063.0
2018-08-14,45550,47900,45000,46850,6190,220994.0,4717063.0
2018-08-16,44300,45850,42950,44250,25525,208730.0,4717063.0
2018-08-17,44300,44350,43750,44000,6680,207551.0,4717063.0
2018-08-20,44000,44250,43550,43850,7622,206843.0,4717063.0
2018-08-21,44100,44100,42700,43200,10023,203777.0,4717063.0
2018-08-22,43050,43600,41800,42900,14845,202362.0,4717063.0
2018-08-23,42900,43800,42600,43700,12695,206136.0,4717063.0
2018-08-24,44000,44300,43550,44050,5311,207787.0,4717063.0
2018-08-27,44150,44500,43500,44350,5495,209202.0,4717063.0
2018-08-28,44450,44700,44300,44500,3904,209909.0,4717063.0
2018-08-29,44500,44500,43350,43650,4143,205900.0,4717063.0
2018-08-30,43900,44300,43550,44000,5458,207551.0,4717063.0
2018-08-31,44000,44450,43850,44250,4742,208730.0,4717063.0
2018-09-03,44200,44650,43900,44400,3218,209438.0,4717063.0
2018-09-04,44500,45450,43750,45200,6802,213211.0,4717063.0
2018-09-05,45200,45200,44500,45150,5064,212975.0,4717063.0
2018-09-06,45450,45450,43500,44500,5136,209909.0,4717063.0
2018-09-07,44300,44300,43400,43500,3479,205192.0,4717063.0
2018-09-10,43500,43950,43000,43100,4972,203305.0,4717063.0
2018-09-11,43200,43200,42650,42800,5685,201890.0,4717063.0
2018-09-12,42800,43300,42600,42950,6855,202598.0,4717063.0
2018-09-13,42950,43250,42750,43100,3552,203305.0,4717063.0
2018-09-14,43100,43200,42900,42900,4093,202362.0,4717063.0
2018-09-17,42950,43200,41600,41950,9542,197881.0,4717063.0
2018-09-18,42000,43900,42000,42350,5005,199768.0,4717063.0
2018-09-19,42350,43300,41200,41600,6690,196230.0,4717063.0
2018-09-20,42000,42500,41450,42000,2258,198117.0,4717063.0
2018-09-21,41550,42450,40000,41900,7000,197645.0,4717063.0
2018-09-27,41250,42000,41250,41800,4002,197173.0,4717063.0
2018-09-28,41250,42100,41250,41900,2088,197645.0,4717063.0
2018-10-01,41800,41800,41000,41400,6574,195286.0,4717063.0
2018-10-02,41300,43200,41150,42400,3009,200003.0,4717063.0
2018-10-04,41950,42900,41900,42000,4426,198117.0,4717063.0
2018-10-05,41350,42700,41350,41950,6471,197881.0,4717063.0
2018-10-08,42150,42150,41550,41550,2811,195994.0,4717063.0
2018-10-10,41300,41750,40800,41000,15846,193400.0,4717063.0
2018-10-11,40500,41300,39000,40600,20369,191513.0,4717063.0
2018-10-12,40300,40550,39900,40100,7305,189154.0,4717063.0
2018-10-15,40800,40800,39150,39500,5371,186324.0,4717063.0
2018-10-16,39500,40150,39300,39350,3865,185616.0,4717063.0
2018-10-17,39350,40650,39350,40400,3848,190569.0,4717063.0
2018-10-18,40000,40400,39750,40200,2534,189626.0,4717063.0
2018-10-19,39100,41250,39100,40200,2866,189626.0,4717063.0
2018-10-22,41500,41500,39650,40000,14170,188683.0,4717063.0
2018-10-23,39250,39950,38950,39550,5450,186560.0,4717063.0
2018-10-24,39100,40050,38500,38700,4172,182550.0,4717063.0
2018-10-25,38050,39500,36050,38500,7946,181607.0,4717063.0
2018-10-26,38850,40800,37500,37550,9250,177126.0,4717063.0
2018-10-29,37250,37500,36300,36650,3160,172880.0,4717063.0
2018-10-30,33200,36250,33200,35400,16794,166984.0,4717063.0
2018-10-31,35450,36900,35150,36000,7107,169814.0,4717063.0
2018-11-01,36200,37750,36200,37000,5072,174531.0,4717063.0
2018-11-02,37000,39450,37000,37600,18659,177362.0,4717063.0
2018-11-05,37600,38700,35500,35750,12830,168635.0,4717063.0
2018-11-06,35750,36000,35050,35900,9239,169343.0,4717063.0
2018-11-07,35750,36300,35350,35700,5208,168399.0,4717063.0
2018-11-08,35700,36250,34850,35300,4822,166512.0,4717063.0
2018-11-09,35100,35850,33850,35100,8966,165569.0,4717063.0
2018-11-12,35100,35150,34000,34300,7265,161795.0,4717063.0
2018-11-13,34300,34300,33700,34150,3266,161088.0,4717063.0
2018-11-14,34000,35650,32150,35050,20514,165333.0,4717063.0
2018-11-15,34650,36000,34500,35500,6821,167456.0,4717063.0
2018-11-16,35400,36150,34650,36000,4497,169814.0,4717063.0
2018-11-19,36000,36000,34850,34950,23804,164861.0,4717063.0
2018-11-20,34800,35000,34150,35000,24979,165097.0,4717063.0
2018-11-21,35000,35000,33700,34700,14579,163682.0,4717063.0
2018-11-22,34700,34800,34400,34700,7931,163682.0,4717063.0
2018-11-23,35000,35000,34300,34750,4565,163918.0,4717063.0
2018-11-26,34250,36500,34050,36000,21773,169814.0,4717063.0
2018-11-27,35800,36200,35500,35750,7601,168635.0,4717063.0
2018-11-28,35600,35850,34750,34850,11774,164390.0,4717063.0
2018-11-29,35100,35400,34100,34400,13908,162267.0,4717063.0
2018-11-30,34250,35000,34250,34650,4051,163446.0,4717063.0
2018-12-03,34700,35000,34200,34600,8330,163210.0,4717063.0
2018-12-04,35000,35000,34200,34250,10810,161559.0,4717063.0
2018-12-05,34150,34300,33850,34200,8197,161324.0,4717063.0
2018-12-06,34200,34250,33850,33850,4907,159673.0,4717063.0
2018-12-07,33850,34400,33800,34300,5629,161795.0,4717063.0
2018-12-10,34150,34450,33700,33900,8831,159908.0,4717063.0
2018-12-11,34050,34350,33000,33000,12494,155663.0,4717063.0
2018-12-12,33100,34150,32900,34000,4489,160380.0,4717063.0
2018-12-13,33850,34300,33400,34200,3340,161324.0,4717063.0
2018-12-14,33800,34200,33100,33650,6097,158729.0,4717063.0
2018-12-17,33150,34050,33150,33750,4722,159201.0,4717063.0
2018-12-18,33600,34000,33250,33750,2510,159201.0,4717063.0
2018-12-19,33750,34100,33350,33950,1568,160144.0,4717063.0
2018-12-20,33550,33900,33500,33750,1318,159201.0,4717063.0
2018-12-21,34150,34150,33450,33450,3757,157786.0,4717063.0
2018-12-24,33450,33700,33350,33700,1922,158965.0,4717063.0
2018-12-26,33250,33700,33100,33350,2945,157314.0,4717063.0
2018-12-27,33350,33750,32850,32900,3075,155191.0,4717063.0
2018-12-28,32900,33450,32900,33200,1353,156606.0,4717063.0
2019-01-02,33300,33300,32800,33200,2754,156606.0,4717063.0
2019-01-03,33200,33300,32750,33200,5139,156606.0,4717063.0
2019-01-04,33150,33200,32550,33200,4449,156606.0,4717063.0
2019-01-07,33650,33650,32700,32850,7094,154956.0,4717063.0
2019-01-08,32850,33300,32750,33000,2863,155663.0,4717063.0
2019-01-09,33200,33250,32850,33000,2148,155663.0,4717063.0
2019-01-10,32900,33300,32850,33200,1822,156606.0,4717063.0
2019-01-11,33100,33250,32550,32900,8720,155191.0,4717063.0
2019-01-14,32900,32900,32350,32800,7731,154720.0,4717063.0
2019-01-15,32650,33850,32650,33500,9585,158022.0,4717063.0
2019-01-16,33550,33900,33150,33200,8264,156606.0,4717063.0
2019-01-17,33900,34850,33400,34600,11115,163210.0,4717063.0
2019-01-18,34900,37000,34750,36700,31623,173116.0,4717063.0
2019-01-21,36800,38300,36450,38000,31939,179248.0,4717063.0
2019-01-22,37950,38400,36350,37650,22927,177597.0,4717063.0
2019-01-23,37500,38600,37050,38400,10071,181135.0,4717063.0
2019-01-24,38400,39450,38200,39400,13029,185852.0,4717063.0
2019-01-25,39400,39400,38300,38650,9882,182314.0,4717063.0
2019-01-28,38700,39600,37900,39100,18041,184437.0,4717063.0
2019-01-29,39100,39100,38100,38700,7292,182550.0,4717063.0
2019-01-30,38600,39500,37600,38350,15925,180899.0,4717063.0
