더존비즈온(012510),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
1999-02-19,11068,11068,10587,10828,129100,14458.0,1071000.0
1999-02-22,10507,10827,10507,10587,93900,14137.0,1071000.0
1999-02-23,10667,10908,10587,10667,82600,14244.0,1071000.0
1999-02-24,10025,10827,10025,10667,118200,14244.0,1071000.0
1999-02-25,10507,10547,10186,10266,114500,13709.0,1071000.0
1999-02-26,10025,10747,10025,10507,88600,14030.0,1071000.0
1999-03-02,11068,11068,10587,10708,123700,14298.0,1071000.0
1999-03-03,10827,11389,10747,10748,210900,14351.0,1071000.0
1999-03-04,10827,11228,10827,11189,109800,14940.0,1071000.0
1999-03-05,11148,12030,10908,11389,602400,15208.0,1071000.0
1999-03-08,11389,11790,11389,11469,145400,15315.0,1071000.0
1999-03-09,11469,11710,11349,11710,196100,15637.0,1071000.0
1999-03-10,11710,11710,11148,11630,127900,15530.0,1071000.0
1999-03-11,11188,11629,11188,11469,80500,15315.0,1071000.0
1999-03-12,11589,12271,11469,11871,246400,15851.0,1071000.0
1999-03-15,12030,12431,11870,12111,305200,16172.0,1071000.0
1999-03-16,12271,13073,12271,12673,800800,16922.0,1071000.0
1999-03-17,12832,13193,12431,12512,623600,16708.0,1071000.0
1999-03-18,12512,12832,12191,12312,269300,16440.0,1071000.0
1999-03-19,12111,12672,12111,12432,192700,16600.0,1071000.0
1999-03-22,12271,12472,12271,12272,131000,16386.0,1071000.0
1999-03-23,12231,13073,12231,13074,267300,17457.0,1071000.0
1999-03-24,12832,13635,12832,13154,437700,17564.0,1071000.0
1999-03-25,13153,13354,12472,12833,263000,17136.0,1071000.0
1999-03-26,12672,13153,12672,12673,228600,16922.0,1071000.0
1999-03-29,12832,13234,12672,12993,228800,17350.0,1071000.0
1999-03-30,13033,13234,12832,13114,242600,17511.0,1071000.0
1999-03-31,13234,13394,12993,13234,261700,17672.0,1071000.0
1999-04-01,13234,14036,12993,13234,271500,17672.0,1071000.0
1999-04-02,13234,13474,11309,13194,354600,17618.0,1071000.0
1999-04-06,13193,13394,12832,13394,257500,17886.0,1071000.0
1999-04-07,13554,14397,13234,13234,811000,17672.0,1071000.0
1999-04-08,13474,13915,13314,13916,322900,18582.0,1071000.0
1999-04-09,14356,14356,13875,13916,386800,18582.0,1071000.0
1999-04-12,14076,14076,13474,13715,254100,18314.0,1071000.0
1999-04-13,13715,13875,13274,13475,229000,17993.0,1071000.0
1999-04-14,13474,14597,13314,13876,385200,18528.0,1071000.0
1999-04-15,14036,14116,13635,13956,258600,18635.0,1071000.0
1999-04-16,14236,14356,13234,13876,576100,18528.0,1071000.0
1999-04-19,13875,13995,13554,13916,291600,18582.0,1071000.0
1999-04-20,13915,13955,13514,13876,308300,18528.0,1071000.0
1999-04-21,14196,14597,13875,13956,529300,18635.0,1071000.0
1999-04-22,14116,14116,13795,13956,250300,18635.0,1071000.0
1999-04-23,14437,15399,14036,14999,1010800,20028.0,1071000.0
1999-04-26,14677,15479,14677,14999,425200,20028.0,1071000.0
1999-04-27,15479,15640,14998,15480,543300,20670.0,1071000.0
1999-04-28,15961,17645,15519,17565,1151400,23455.0,1071000.0
1999-04-29,17885,18447,16843,17886,921700,23883.0,1071000.0
1999-04-30,17885,17885,16843,17325,389000,23134.0,1071000.0
1999-05-03,17404,18527,17364,17565,489400,23455.0,1071000.0
1999-05-04,18287,18287,16843,17004,366600,22705.0,1071000.0
1999-05-06,17083,17525,16682,17004,489300,22705.0,1071000.0
1999-05-07,17244,18447,17244,17645,640600,23562.0,1071000.0
1999-05-10,18046,18848,17645,18447,739100,24633.0,1071000.0
1999-05-11,18447,20051,18206,18287,816000,24419.0,1071000.0
1999-05-12,18287,19650,17885,19651,856200,26240.0,1071000.0
1999-05-13,19650,21495,19249,20212,1063400,26989.0,1071000.0
1999-05-14,19650,20452,19169,19410,721100,25918.0,1071000.0
1999-05-17,18928,19650,18206,18848,577500,25168.0,1071000.0
1999-05-18,17484,18447,17244,17244,484200,23026.0,1071000.0
1999-05-19,17645,18046,16923,17886,391600,23883.0,1071000.0
1999-05-20,18126,18126,16682,17244,277600,23026.0,1071000.0
1999-05-21,17645,17885,16682,17645,218400,23562.0,1071000.0
1999-05-24,17484,17966,16843,17084,175700,22812.0,1071000.0
1999-05-25,16602,17244,16522,16843,113900,22491.0,1071000.0
1999-05-26,16923,17885,16602,17806,365700,23776.0,1071000.0
1999-05-27,17805,18447,17484,17485,420900,23348.0,1071000.0
1999-05-28,17725,17725,16843,17485,122600,23348.0,1071000.0
1999-05-31,16843,17484,16843,17164,172600,22919.0,1071000.0
1999-06-01,16923,17565,16923,17284,209300,23080.0,1071000.0
1999-06-02,17284,17525,17003,17485,216400,23348.0,1071000.0
1999-06-03,17645,19249,17645,18447,664300,24633.0,1071000.0
1999-06-04,18607,18928,18287,18768,410300,25061.0,1071000.0
1999-06-07,19008,19249,18206,18207,549400,24312.0,1071000.0
1999-06-08,18447,18768,17725,17886,204400,23883.0,1071000.0
1999-06-09,17966,18206,16602,16603,252600,22170.0,1071000.0
1999-06-10,16442,17645,16442,17405,172000,23241.0,1071000.0
1999-06-11,17404,17404,16602,16843,201000,22491.0,1071000.0
1999-06-14,16442,16843,15961,16362,181800,21848.0,1071000.0
1999-06-15,16041,16843,15560,15640,132700,20884.0,1071000.0
1999-06-16,15239,15840,14597,15841,155500,21152.0,1071000.0
1999-06-17,16281,17324,16041,16282,603300,21741.0,1071000.0
1999-06-18,17003,17083,15640,15801,225900,21099.0,1071000.0
1999-06-21,15800,15880,14998,15079,192100,20135.0,1071000.0
1999-06-22,15239,15239,14517,14918,290600,19921.0,1071000.0
1999-06-23,14918,15800,14918,15400,277800,20563.0,1071000.0
1999-06-24,15800,15800,15078,15239,139400,20349.0,1071000.0
1999-06-25,15239,15560,15078,15079,125900,20135.0,1071000.0
1999-06-28,15078,15319,14918,15079,168500,20135.0,1071000.0
1999-06-29,14998,16041,14878,15801,326200,21099.0,1071000.0
1999-06-30,15961,15961,15239,15560,116900,20777.0,1071000.0
1999-07-01,15560,15800,15118,15801,239000,21099.0,1071000.0
1999-07-02,15760,15961,15239,15480,258700,20670.0,1071000.0
1999-07-05,16041,16602,16041,16603,372800,22170.0,1071000.0
1999-07-06,16883,17164,16281,16643,215500,22223.0,1071000.0
1999-07-07,16682,17124,16041,16442,239100,21956.0,1071000.0
1999-07-08,16201,17324,16041,16843,457200,22491.0,1071000.0
1999-07-09,16843,17324,16843,16924,390500,22598.0,1071000.0
1999-07-12,19450,19450,19450,19450,310800,25972.0,1071000.0
1999-07-13,19650,20452,16843,18447,1035700,24633.0,1071000.0
1999-07-14,19249,19329,18126,18127,634700,24205.0,1071000.0
1999-07-15,17324,18447,17244,17405,159500,23241.0,1071000.0
1999-07-16,16883,18046,16883,17645,334600,23562.0,1071000.0
1999-07-19,17003,18447,17003,17485,311100,23348.0,1071000.0
1999-07-20,17324,18447,17003,17645,462300,23562.0,1071000.0
1999-07-21,18046,18287,16522,16683,224400,22277.0,1071000.0
1999-07-22,16281,16642,15399,15881,298500,21206.0,1071000.0
1999-07-23,15961,17404,14838,14838,351700,19814.0,1071000.0
1999-07-26,14838,16041,13635,14196,157700,18957.0,1071000.0
1999-07-27,14356,15239,14356,14918,117200,19921.0,1071000.0
1999-07-28,14998,15720,14918,15319,167900,20456.0,1071000.0
1999-07-29,15199,15800,15199,15239,140800,20349.0,1071000.0
1999-07-30,15640,15640,14276,14277,288600,19064.0,1071000.0
1999-08-02,14838,16121,14838,15961,329100,21313.0,1071000.0
1999-08-03,16442,16682,15239,15720,221900,20992.0,1071000.0
1999-08-04,16402,16402,14437,15319,548300,20456.0,1071000.0
1999-08-05,15720,15720,14437,14598,199200,19492.0,1071000.0
1999-08-06,14637,14918,14116,14557,121200,19439.0,1071000.0
1999-08-09,14076,14677,14076,14598,163800,19492.0,1071000.0
1999-08-10,14276,14838,14116,14277,115900,19064.0,1071000.0
1999-08-11,14036,14437,13394,13595,276700,18153.0,1071000.0
1999-08-12,14036,14196,13635,13715,151600,18314.0,1071000.0
1999-08-13,14036,14036,12913,13074,116100,17457.0,1071000.0
1999-08-16,13073,13394,12832,12833,115900,17136.0,1071000.0
1999-08-17,12030,12672,11309,11309,243700,15101.0,1071000.0
1999-08-18,10988,11268,10266,10828,223700,14458.0,1071000.0
1999-08-19,10827,11629,10827,11469,134800,15315.0,1071000.0
1999-08-20,11629,12672,11309,12231,280200,16333.0,1071000.0
1999-08-23,12592,12632,12030,12111,167100,16172.0,1071000.0
1999-08-24,12030,12431,11910,11991,206700,16011.0,1071000.0
1999-08-25,11990,12191,11509,11871,244200,15851.0,1071000.0
1999-08-26,12030,12752,12030,12512,291500,16708.0,1071000.0
1999-08-27,13073,13073,12151,12432,210700,16600.0,1071000.0
1999-08-30,11870,12431,11629,11630,107800,15530.0,1071000.0
1999-08-31,11629,11629,11068,11149,128800,14887.0,1071000.0
1999-09-01,11589,11589,11068,11229,87800,14994.0,1071000.0
1999-09-02,10827,11148,10667,10828,102800,14458.0,1071000.0
1999-09-03,11389,11389,10587,10667,126400,14244.0,1071000.0
1999-09-06,10908,11228,10827,11068,109400,14780.0,1071000.0
1999-09-07,11068,12151,11068,11750,261200,15690.0,1071000.0
1999-09-08,11629,12351,11549,11630,162800,15530.0,1071000.0
1999-09-09,11629,12351,11349,12151,279100,16226.0,1071000.0
1999-09-10,12431,13394,12151,12913,524700,17243.0,1071000.0
1999-09-13,13234,13234,12351,12552,299500,16761.0,1071000.0
1999-09-14,12913,12913,11870,12071,128300,16119.0,1071000.0
1999-09-15,11910,12431,11549,11871,196800,15851.0,1071000.0
1999-09-16,12030,13635,11710,13635,1162700,18207.0,1071000.0
1999-09-17,13635,14036,12271,12833,970400,17136.0,1071000.0
1999-09-20,12873,13875,12512,13234,601200,17672.0,1071000.0
1999-09-21,13234,13554,12672,12673,434900,16922.0,1071000.0
1999-09-22,12752,12993,12271,12312,242400,16440.0,1071000.0
1999-09-27,12311,12592,11710,11951,193800,15958.0,1071000.0
1999-09-28,11910,12111,11148,11389,146500,15208.0,1071000.0
1999-09-29,11469,11629,11108,11109,192000,14833.0,1071000.0
1999-09-30,11309,11469,10827,10828,126700,14458.0,1071000.0
1999-10-01,10587,11188,9865,10748,107400,14351.0,1071000.0
1999-10-04,10426,11068,10346,10708,129900,14298.0,1071000.0
1999-10-05,10747,10908,10105,10106,66700,13495.0,1071000.0
1999-10-06,9945,11068,9624,10467,223400,13977.0,1071000.0
1999-10-07,10466,12030,10426,12031,896500,16065.0,1071000.0
1999-10-08,12030,12431,11309,12151,1741200,16226.0,1071000.0
1999-10-11,11549,11790,11349,11630,112200,15530.0,1071000.0
1999-10-12,11469,11950,11389,11429,156100,15262.0,1071000.0
1999-10-13,11148,11870,11068,11068,252000,14780.0,1071000.0
1999-10-14,11309,11309,10827,11229,221600,14994.0,1071000.0
1999-10-15,11309,11349,10908,11068,189600,14780.0,1071000.0
1999-10-18,10507,11188,10025,10667,227500,14244.0,1071000.0
1999-10-19,10747,11188,10587,10828,228100,14458.0,1071000.0
1999-10-20,11228,11629,10908,11068,337200,14780.0,1071000.0
1999-10-21,11549,11549,10908,10908,144500,14566.0,1071000.0
1999-10-22,11068,11108,10547,10667,139600,14244.0,1071000.0
1999-10-25,10667,10667,10105,10106,190900,13495.0,1071000.0
1999-10-26,10346,10587,10186,10387,33800,13869.0,1071000.0
1999-10-27,10025,10667,10025,10266,48100,13709.0,1071000.0
1999-10-28,10025,10667,10025,10507,76700,14030.0,1071000.0
1999-10-29,10827,10827,10547,10667,71200,14244.0,1071000.0
1999-11-01,10827,11068,10426,11068,118100,14780.0,1071000.0
1999-11-02,11068,11228,10707,10828,111000,14458.0,1071000.0
1999-11-03,10747,11068,10507,10908,147700,14566.0,1071000.0
1999-11-04,10707,11549,10707,11429,377700,15262.0,1071000.0
1999-11-05,11268,11469,11068,11229,213400,14994.0,1071000.0
1999-11-08,11228,11389,10908,11149,161700,14887.0,1071000.0
1999-11-09,10908,11830,10908,11309,427700,15101.0,1071000.0
1999-11-10,11469,11710,11389,11630,313800,15530.0,1071000.0
1999-11-11,11950,12431,11509,11951,423300,15958.0,1071000.0
1999-11-12,12271,12271,11068,11229,259300,14994.0,1071000.0
1999-11-15,11389,11389,10667,10667,145800,14244.0,1071000.0
1999-11-16,10827,10827,10507,10828,149200,14458.0,1071000.0
1999-11-17,10547,10587,10266,10427,115700,13923.0,1071000.0
1999-11-18,10426,10426,10105,10186,231000,13602.0,1071000.0
1999-11-19,10306,10466,10186,10266,124700,13709.0,1071000.0
1999-11-22,10025,10547,10025,10347,107600,13816.0,1071000.0
1999-11-23,10105,10747,10025,10066,215100,13441.0,1071000.0
1999-11-24,10025,10025,9624,9785,119600,13066.0,1071000.0
1999-11-25,9624,9624,8983,9063,158400,12102.0,1071000.0
1999-11-26,8983,8983,8020,8021,195400,10710.0,1071000.0
1999-11-29,8020,8501,8020,8422,149800,11246.0,1071000.0
1999-11-30,7820,9063,7820,8422,156800,11246.0,1071000.0
1999-12-01,8501,8742,8261,8341,130300,11138.0,1071000.0
1999-12-02,8341,8662,8341,8582,137700,11460.0,1071000.0
1999-12-03,8662,8662,8221,8221,151500,10978.0,1071000.0
1999-12-06,8261,8421,8100,8221,80200,10978.0,1071000.0
1999-12-07,7459,8020,7298,7620,132800,10174.0,1071000.0
1999-12-08,7539,7980,7178,7981,123200,10656.0,1071000.0
1999-12-09,7378,7852,7378,7579,42600,10121.0,1071000.0
1999-12-10,7226,8261,7226,8101,111000,10817.0,1071000.0
1999-12-13,8100,8341,7780,8181,121300,10924.0,1071000.0
1999-12-14,8221,9344,7948,9103,286200,12156.0,1071000.0
1999-12-15,8983,8983,8060,8221,101900,10978.0,1071000.0
1999-12-16,7619,8541,7619,7940,100400,10603.0,1071000.0
1999-12-17,7940,7980,7619,7620,93100,10174.0,1071000.0
1999-12-20,8004,8004,7619,7620,36500,10174.0,1071000.0
1999-12-21,7258,7619,7258,7539,127400,10067.0,1071000.0
1999-12-22,7459,7459,6496,7371,63300,9842.0,1071000.0
1999-12-23,7138,7499,6977,7459,63800,9960.0,1071000.0
1999-12-24,7459,7459,7218,7299,66600,9746.0,1071000.0
1999-12-27,7619,7619,6977,7299,45900,9746.0,1071000.0
1999-12-28,7298,7459,7218,7459,166600,9960.0,1071000.0
2000-01-04,7459,7459,7258,7459,32200,9960.0,1071000.0
2000-01-05,7419,7547,7306,7459,167700,9960.0,1071000.0
2000-01-06,7459,7459,7218,7299,259200,9746.0,1071000.0
2000-01-07,7298,7378,7226,7227,48300,9650.0,1071000.0
2000-01-10,7314,7314,6913,7066,98800,9436.0,1071000.0
2000-01-11,7066,7306,7066,7307,76800,9757.0,1071000.0
2000-01-12,7459,7459,7178,7299,66700,9746.0,1071000.0
2000-01-13,7218,8020,7218,7860,81800,10496.0,1071000.0
2000-01-14,8020,8582,7619,8021,170800,10710.0,1071000.0
2000-01-17,8742,8742,7378,7379,60800,9853.0,1071000.0
2000-01-18,7860,7860,7314,7539,112300,10067.0,1071000.0
2000-01-19,7852,7852,7218,7219,56700,9639.0,1071000.0
2000-01-20,7058,7058,6576,6665,50800,8900.0,1071000.0
2000-01-21,6496,7138,6496,6801,34700,9082.0,1071000.0
2000-01-24,6175,6881,6175,6818,59000,9104.0,1071000.0
2000-01-25,6416,6729,6416,6497,67100,8675.0,1071000.0
2000-01-26,6336,6568,6256,6416,106300,8568.0,1071000.0
2000-01-27,6496,7138,6496,7138,57700,9532.0,1071000.0
2000-01-28,7298,7298,6697,7138,21500,9532.0,1071000.0
2000-01-31,6673,6977,6665,6665,50500,8900.0,1071000.0
2000-02-01,6737,7114,6737,6826,40800,9114.0,1071000.0
2000-02-02,6657,6977,6657,6962,71800,9296.0,1071000.0
2000-02-03,7138,7218,6841,6986,49500,9328.0,1071000.0
2000-02-07,7074,7074,6817,7042,68900,9403.0,1071000.0
2000-02-08,6705,6817,6705,6818,61000,9104.0,1071000.0
2000-02-09,6657,6737,6633,6633,58800,8857.0,1071000.0
2000-02-10,6777,6777,6424,6497,51000,8675.0,1071000.0
2000-02-11,6336,6576,6256,6577,104000,8782.0,1071000.0
2000-02-14,6175,6416,6175,6416,107400,8568.0,1071000.0
2000-02-15,6015,6256,6015,6136,56700,8193.0,1071000.0
2000-02-16,6015,6336,6015,6176,66300,8247.0,1071000.0
2000-02-17,6175,6215,6055,6096,144400,8140.0,1071000.0
2000-02-18,6135,6416,5895,5895,85600,7872.0,1071000.0
2000-02-21,5991,5991,5614,5614,41700,7497.0,1071000.0
2000-02-22,5381,5534,5213,5213,58500,6962.0,1071000.0
2000-02-23,5534,5975,5149,5975,244600,7979.0,1071000.0
2000-02-24,5975,5975,5293,5430,79900,7251.0,1071000.0
2000-02-25,5454,5935,5454,5855,149800,7818.0,1071000.0
2000-02-28,5935,6729,5935,6729,179700,8986.0,1071000.0
2000-02-29,7170,7170,6456,6497,292000,8675.0,1071000.0
2000-03-02,6657,6817,5782,6416,179300,8568.0,1071000.0
2000-03-03,6576,6737,6095,6336,137200,8461.0,1071000.0
2000-03-06,6344,7282,6256,7283,214000,9725.0,1071000.0
2000-03-07,7619,7860,7138,7620,401400,10174.0,1071000.0
2000-03-08,7603,8662,7138,8101,361900,10817.0,1071000.0
2000-03-09,8181,8421,7699,8021,170900,10710.0,1071000.0
2000-03-10,8020,8902,7707,7940,425600,10603.0,1071000.0
2000-03-13,8261,9103,8261,9103,466000,12156.0,1071000.0
2000-03-14,9063,9303,7739,8101,332300,10817.0,1071000.0
2000-03-15,8100,8261,7218,7620,124600,10174.0,1071000.0
2000-03-16,7619,8541,7378,7700,116000,10282.0,1071000.0
2000-03-17,8421,8421,7467,7467,104500,9971.0,1071000.0
2000-03-20,7226,7780,7226,7395,61900,9875.0,1071000.0
2000-03-21,7507,7844,7378,7379,80200,9853.0,1071000.0
2000-03-22,7226,7378,6817,7219,65100,9639.0,1071000.0
2000-03-23,7218,7218,6977,6986,68400,9328.0,1071000.0
2000-03-24,7218,7739,7138,7571,133000,10110.0,1071000.0
2000-03-27,7780,7780,7338,7620,49100,10174.0,1071000.0
2000-03-28,7611,7619,7298,7299,39700,9746.0,1071000.0
2000-03-29,7226,7571,6953,6962,46300,9296.0,1071000.0
2000-03-30,6977,7218,6657,7219,17000,9639.0,1071000.0
2000-03-31,7018,7058,6665,6665,50000,8900.0,1071000.0
2000-04-03,6504,6705,5863,6015,55400,8032.0,1071000.0
2000-04-04,6657,6657,5702,5935,23700,7925.0,1071000.0
2000-04-06,5935,6320,5935,6168,29500,8236.0,1071000.0
2000-04-07,5887,6657,5887,6320,32600,8439.0,1071000.0
2000-04-10,6256,6897,6103,6497,31300,8675.0,1071000.0
2000-04-11,6336,6488,6015,6336,9500,8461.0,1071000.0
2000-04-12,6336,6336,6015,6256,16500,8354.0,1071000.0
2000-04-14,5855,7026,5855,6713,64200,8964.0,1071000.0
2000-04-17,5734,6368,5710,6296,51900,8407.0,1071000.0
2000-04-18,6576,6576,6055,6489,32300,8664.0,1071000.0
2000-04-19,6488,6697,6488,6697,130900,8943.0,1071000.0
2000-04-20,7659,7659,6584,6737,189600,8996.0,1071000.0
2000-04-21,6777,7058,6737,6978,126100,9318.0,1071000.0
2000-04-24,7058,7218,6817,6898,42000,9211.0,1071000.0
2000-04-25,6456,7210,6456,6457,62600,8622.0,1071000.0
2000-04-26,6536,6536,6135,6360,84700,8493.0,1071000.0
2000-04-27,5710,6175,5710,5895,22600,7872.0,1071000.0
2000-04-28,5895,6256,5895,6176,38000,8247.0,1071000.0
2000-05-02,5871,5983,5454,5983,66200,7990.0,1071000.0
2000-05-03,6015,6015,5694,5695,26700,7604.0,1071000.0
2000-05-04,5614,5814,5614,5775,11000,7711.0,1071000.0
2000-05-08,6095,6175,5702,5815,45000,7765.0,1071000.0
2000-05-09,5822,6015,5822,5927,15000,7915.0,1071000.0
2000-05-10,5702,5935,5702,5703,11800,7615.0,1071000.0
2000-05-12,5710,5774,5462,5630,13100,7518.0,1071000.0
2000-05-15,5694,5798,5462,5775,25900,7711.0,1071000.0
2000-05-16,5470,5774,5454,5775,13300,7711.0,1071000.0
2000-05-17,5847,5847,5413,5614,14000,7497.0,1071000.0
2000-05-18,5614,5614,4908,5614,48800,7497.0,1071000.0
2000-05-19,5534,5534,5534,5534,100,7390.0,1071000.0
2000-05-22,5534,5766,4796,5093,31200,6801.0,1071000.0
2000-05-23,4916,5052,4732,5053,9000,6747.0,1071000.0
2000-05-24,4547,5277,4547,5278,28900,7047.0,1071000.0
2000-05-25,5381,5598,5173,5326,37600,7111.0,1071000.0
2000-05-26,5325,5325,4892,5045,33300,6737.0,1071000.0
2000-05-29,4972,5173,4651,5133,57400,6854.0,1071000.0
2000-05-30,5133,5373,5133,5334,47500,7122.0,1071000.0
2000-05-31,5454,5534,5141,5534,110800,7390.0,1071000.0
2000-06-01,5173,5494,5173,5294,32600,7069.0,1071000.0
2000-06-02,5237,5494,5213,5318,24300,7101.0,1071000.0
2000-06-05,5221,6111,5213,5655,152300,7551.0,1071000.0
2000-06-07,5494,5903,5494,5655,117000,7551.0,1071000.0
2000-06-08,5622,5774,5020,5446,36500,7272.0,1071000.0
2000-06-09,5454,5454,5061,5366,24700,7165.0,1071000.0
2000-06-12,5413,5510,5133,5374,77100,7176.0,1071000.0
2000-06-13,5373,5413,5141,5270,72700,7036.0,1071000.0
2000-06-14,5221,5245,5141,5141,34700,6865.0,1071000.0
2000-06-15,5253,5446,4900,5125,226500,6844.0,1071000.0
2000-06-16,5141,5253,4900,5029,304300,6715.0,1071000.0
2000-06-19,5020,5020,4892,5005,15300,6683.0,1071000.0
2000-06-20,5253,5253,4980,5125,12000,6844.0,1071000.0
2000-06-21,5117,5454,4892,5077,225800,6779.0,1071000.0
2000-06-22,5093,5173,4988,5133,1400,6854.0,1071000.0
2000-06-23,4908,5205,4908,5157,18600,6887.0,1071000.0
2000-06-26,5494,5494,5149,5478,90800,7315.0,1071000.0
2000-06-27,5373,5494,5373,5462,9000,7294.0,1071000.0
2000-06-28,5309,5526,5309,5454,28800,7283.0,1071000.0
2000-06-29,5446,5983,5349,5414,85500,7229.0,1071000.0
2000-06-30,5654,5702,5454,5703,24800,7615.0,1071000.0
2000-07-03,5694,5814,5614,5815,62800,7765.0,1071000.0
2000-07-04,5879,6095,5654,5919,105900,7904.0,1071000.0
2000-07-05,5935,6256,5879,5887,37000,7861.0,1071000.0
2000-07-06,6015,6175,6015,6015,63400,8032.0,1071000.0
2000-07-07,5863,6296,5863,6015,60800,8032.0,1071000.0
2000-07-10,5895,6135,5895,5935,29000,7925.0,1071000.0
2000-07-11,6015,6167,5879,5911,23700,7893.0,1071000.0
2000-07-12,5975,5975,5694,5879,43800,7850.0,1071000.0
2000-07-13,5855,5855,5718,5767,9900,7700.0,1071000.0
2000-07-14,5614,5614,5309,5534,32000,7390.0,1071000.0
2000-07-18,5534,5855,5373,5374,36800,7176.0,1071000.0
2000-07-19,4892,5494,4892,5350,20700,7144.0,1071000.0
2000-07-20,5213,5293,5012,5278,6400,7047.0,1071000.0
2000-07-21,5133,5133,4812,5085,66800,6790.0,1071000.0
2000-07-24,5012,5614,5012,5494,180700,7336.0,1071000.0
2000-07-25,5301,6312,5253,6152,374400,8215.0,1071000.0
2000-07-26,6151,7074,5863,7074,280000,9446.0,1071000.0
2000-07-27,8100,8100,8100,8101,556100,10817.0,1071000.0
2000-07-28,7218,7699,6897,6898,1983800,9211.0,1071000.0
2000-07-31,6889,7290,5895,5895,369800,7872.0,1071000.0
2000-08-01,6336,6336,5935,5959,243300,7958.0,1071000.0
2000-08-02,5742,6095,5694,5695,325100,7604.0,1071000.0
2000-08-03,5742,6127,5662,5743,277300,7668.0,1071000.0
2000-08-04,5782,5847,5381,5454,164300,7283.0,1071000.0
2000-08-07,5494,5814,5494,5606,222400,7486.0,1071000.0
2000-08-08,5694,5814,5454,5454,230500,7283.0,1071000.0
2000-08-09,5309,5526,5309,5358,102100,7154.0,1071000.0
2000-08-10,5381,5975,5373,5638,174800,7529.0,1071000.0
2000-08-11,5967,5967,5534,5614,212600,7497.0,1071000.0
2000-08-14,5694,6207,5694,5871,338100,7840.0,1071000.0
2000-08-16,5935,6215,5742,5775,144200,7711.0,1071000.0
2000-08-17,5654,5654,5317,5494,292100,7336.0,1071000.0
2000-08-18,5341,5694,5341,5526,91300,7379.0,1071000.0
2000-08-21,5614,5686,5421,5534,128500,7390.0,1071000.0
2000-08-22,5534,5534,5333,5358,89000,7154.0,1071000.0
2000-08-23,5574,5574,5133,5213,108200,6962.0,1071000.0
2000-08-24,5357,5357,5133,5133,56800,6854.0,1071000.0
2000-08-25,4948,5213,4948,5053,36000,6747.0,1071000.0
2000-08-28,5077,5806,5077,5807,133100,7754.0,1071000.0
2000-08-29,5806,5806,5293,5510,98400,7358.0,1071000.0
2000-08-30,5454,5534,5293,5478,60700,7315.0,1071000.0
2000-08-31,5349,5606,5349,5366,72600,7165.0,1071000.0
2000-09-01,5221,5486,5213,5310,86300,7090.0,1071000.0
2000-09-04,5518,5927,5317,5855,303500,7818.0,1071000.0
2000-09-05,5895,6576,5630,6032,689100,8054.0,1071000.0
2000-09-06,6007,6127,5702,5775,244700,7711.0,1071000.0
2000-09-07,5790,6641,5790,6641,778200,8868.0,1071000.0
2000-09-08,6633,6641,5774,5775,391300,7711.0,1071000.0
2000-09-14,5774,5814,5518,5735,145500,7658.0,1071000.0
2000-09-15,5622,6015,5614,5735,195300,7658.0,1071000.0
2000-09-18,5614,5614,4876,5286,135800,7058.0,1071000.0
