AJ렌터카(068400),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2013-08-16,12200,12350,12050,12300,104321,272399.0,22146300.0
2013-08-19,12300,12350,12050,12050,111083,266863.0,22146300.0
2013-08-20,12100,12150,11400,11700,270942,259112.0,22146300.0
2013-08-21,11750,11750,11100,11250,159137,249146.0,22146300.0
2013-08-22,11000,11200,10900,11050,164345,244717.0,22146300.0
2013-08-23,11200,11350,11050,11350,104791,251361.0,22146300.0
2013-08-26,11450,11500,11100,11200,147213,248039.0,22146300.0
2013-08-27,11250,11450,10900,11050,191635,244717.0,22146300.0
2013-08-28,10800,10900,10200,10850,608512,240287.0,22146300.0
2013-08-29,11100,11550,11000,11550,397457,255790.0,22146300.0
2013-08-30,11300,12000,11300,11900,311320,263541.0,22146300.0
2013-09-02,12050,12100,11550,11950,153272,264648.0,22146300.0
2013-09-03,11800,12050,11700,11700,166463,259112.0,22146300.0
2013-09-04,11750,11850,11350,11450,139882,253575.0,22146300.0
2013-09-05,11600,11850,11450,11500,184837,254682.0,22146300.0
2013-09-06,11550,11600,11100,11300,168987,250253.0,22146300.0
2013-09-09,11250,11400,10900,10950,255331,242502.0,22146300.0
2013-09-10,11050,11350,10900,11200,235660,248039.0,22146300.0
2013-09-11,11350,11450,11100,11450,154910,253575.0,22146300.0
2013-09-12,11400,11400,11100,11150,112884,246931.0,22146300.0
2013-09-13,11050,11150,10900,11000,99418,243609.0,22146300.0
2013-09-16,11050,11150,10500,10700,209412,236965.0,22146300.0
2013-09-17,10650,10750,10450,10650,153474,235858.0,22146300.0
2013-09-23,10650,10850,10450,10750,174133,238073.0,22146300.0
2013-09-24,10600,10750,10400,10450,233841,231429.0,22146300.0
2013-09-25,10400,10550,10250,10450,111574,231429.0,22146300.0
2013-09-26,10450,10900,10450,10800,179616,239180.0,22146300.0
2013-09-27,10700,10900,10500,10900,205111,241395.0,22146300.0
2013-09-30,10700,10900,10650,10800,155421,239180.0,22146300.0
2013-10-01,10750,10750,10200,10450,164774,231429.0,22146300.0
2013-10-02,10500,10600,10050,10050,287102,222570.0,22146300.0
2013-10-04,10400,10650,10200,10250,329614,227000.0,22146300.0
2013-10-07,10300,10400,10050,10300,154605,228107.0,22146300.0
2013-10-08,10200,10350,10150,10350,93731,229214.0,22146300.0
2013-10-10,10250,10350,9990,10200,272980,225892.0,22146300.0
2013-10-11,10250,10250,10050,10100,211502,223678.0,22146300.0
2013-10-14,10050,10100,9750,9800,492749,217034.0,22146300.0
2013-10-15,9840,9850,9290,9370,479902,207511.0,22146300.0
2013-10-16,9400,9540,9200,9200,214553,203746.0,22146300.0
2013-10-17,9300,9310,8860,8970,460694,198652.0,22146300.0
2013-10-18,9070,9770,9070,9750,488310,215926.0,22146300.0
2013-10-21,9810,10100,9450,9530,430389,211054.0,22146300.0
2013-10-22,9530,9960,9490,9950,245964,220356.0,22146300.0
2013-10-23,9930,10350,9790,10200,485047,225892.0,22146300.0
2013-10-24,10200,10550,10050,10450,312200,231429.0,22146300.0
2013-10-25,10350,10500,10200,10400,155288,230322.0,22146300.0
2013-10-28,10450,10650,10150,10550,338760,233643.0,22146300.0
2013-10-29,10550,10550,10300,10450,99603,231429.0,22146300.0
2013-10-30,10450,10450,10050,10400,299951,230322.0,22146300.0
2013-10-31,10400,10550,10300,10500,124213,232536.0,22146300.0
2013-11-01,10500,10500,10250,10400,123104,230322.0,22146300.0
2013-11-04,10400,10550,10200,10550,147943,233643.0,22146300.0
2013-11-05,10500,10850,10500,10850,359698,240287.0,22146300.0
2013-11-06,10750,11100,10650,10800,252384,239180.0,22146300.0
2013-11-07,10800,10800,10600,10650,132870,235858.0,22146300.0
2013-11-08,10450,10600,10350,10500,168305,232536.0,22146300.0
2013-11-11,10550,10700,10200,10450,197712,231429.0,22146300.0
2013-11-12,10350,10700,10350,10650,168283,235858.0,22146300.0
2013-11-13,10700,10700,10400,10550,111643,233643.0,22146300.0
2013-11-14,10650,11150,10600,11050,360039,244717.0,22146300.0
2013-11-15,11050,11200,10850,11000,211551,243609.0,22146300.0
2013-11-18,11150,11350,10750,10850,365578,240287.0,22146300.0
2013-11-19,10750,10950,10550,10900,251046,241395.0,22146300.0
2013-11-20,10800,11150,10800,11050,208731,244717.0,22146300.0
2013-11-21,11150,11400,10900,11350,345030,251361.0,22146300.0
2013-11-22,11450,11650,11350,11500,261475,254682.0,22146300.0
2013-11-25,11550,11600,11250,11550,205145,255790.0,22146300.0
2013-11-26,11550,11950,11400,11850,382318,262434.0,22146300.0
2013-11-27,11950,11950,11650,11750,216242,260219.0,22146300.0
2013-11-28,11650,11950,11650,11800,204400,261326.0,22146300.0
2013-11-29,11850,11900,11550,11650,136768,258004.0,22146300.0
2013-12-02,11650,11650,11150,11300,270772,250253.0,22146300.0
2013-12-03,11300,11400,11100,11350,192480,251361.0,22146300.0
2013-12-04,11450,12100,11400,12000,552279,265756.0,22146300.0
2013-12-05,12100,12300,11900,12300,368911,272399.0,22146300.0
2013-12-06,12100,12750,12100,12400,433328,274614.0,22146300.0
2013-12-09,12600,12700,12150,12550,247857,277936.0,22146300.0
2013-12-10,12350,12350,11950,12050,339373,266863.0,22146300.0
2013-12-11,12150,12300,12000,12100,164175,267970.0,22146300.0
2013-12-12,11950,12200,11850,11900,136872,263541.0,22146300.0
2013-12-13,11850,12450,11800,12400,177952,274614.0,22146300.0
2013-12-16,12500,12650,12250,12350,178383,273507.0,22146300.0
2013-12-17,12450,12700,12400,12600,135060,279043.0,22146300.0
2013-12-18,12500,12550,12350,12350,79709,273507.0,22146300.0
2013-12-19,12500,12550,12250,12400,58801,274614.0,22146300.0
2013-12-20,12400,12950,12300,12800,285110,283473.0,22146300.0
2013-12-23,12800,12850,12550,12750,131178,282365.0,22146300.0
2013-12-24,12900,12900,12650,12800,126775,283473.0,22146300.0
2013-12-26,12900,12900,12550,12550,90696,277936.0,22146300.0
2013-12-27,12500,12900,12400,12750,220178,282365.0,22146300.0
2013-12-30,12750,12750,12250,12350,223489,273507.0,22146300.0
2014-01-02,12450,12850,12350,12600,153578,279043.0,22146300.0
2014-01-03,12650,13100,12650,13000,233310,287902.0,22146300.0
2014-01-06,13000,13450,13000,13350,235729,295653.0,22146300.0
2014-01-07,13350,13500,13050,13150,135384,291224.0,22146300.0
2014-01-08,13050,13250,12900,13200,144272,292331.0,22146300.0
2014-01-09,13150,13800,13100,13650,358852,302297.0,22146300.0
2014-01-10,13650,13750,13250,13450,125512,297868.0,22146300.0
2014-01-13,13300,13550,13250,13500,93186,298975.0,22146300.0
2014-01-14,13450,13900,13350,13700,222561,303404.0,22146300.0
2014-01-15,13600,13700,13150,13400,144671,296760.0,22146300.0
2014-01-16,13650,13650,13100,13550,142957,300082.0,22146300.0
2014-01-17,13600,13650,13200,13300,118436,294546.0,22146300.0
2014-01-20,13150,13250,12550,12700,334109,281258.0,22146300.0
2014-01-21,12700,13450,12650,13450,264222,297868.0,22146300.0
2014-01-22,13450,13750,13250,13500,154916,298975.0,22146300.0
2014-01-23,13500,13500,13200,13400,113630,296760.0,22146300.0
2014-01-24,13200,13650,13000,13600,178459,301190.0,22146300.0
2014-01-27,13300,13500,13050,13150,273178,291224.0,22146300.0
2014-01-28,13100,13800,12800,13750,253730,304512.0,22146300.0
2014-01-29,13900,14650,13750,14150,452041,313370.0,22146300.0
2014-02-03,14300,14350,14050,14150,98317,313370.0,22146300.0
2014-02-04,14100,14600,13800,14450,223206,320014.0,22146300.0
2014-02-05,14550,14550,14000,14150,199122,313370.0,22146300.0
2014-02-06,14150,14250,13950,13950,117465,308941.0,22146300.0
2014-02-07,14150,14600,14000,14400,189104,318907.0,22146300.0
2014-02-10,14450,14650,14100,14200,97005,314477.0,22146300.0
2014-02-11,14250,14300,13950,14200,74666,314477.0,22146300.0
2014-02-12,14150,14300,13950,14200,153310,314477.0,22146300.0
2014-02-13,14200,14450,14100,14450,115466,320014.0,22146300.0
2014-02-14,14400,14550,14250,14400,117582,318907.0,22146300.0
2014-02-17,14450,14650,14200,14300,330659,316692.0,22146300.0
2014-02-18,14300,14450,14200,14450,152541,320014.0,22146300.0
2014-02-19,14500,14550,14100,14500,157390,321121.0,22146300.0
2014-02-20,14550,14750,14300,14550,111141,322229.0,22146300.0
2014-02-21,14500,14650,14450,14500,66034,321121.0,22146300.0
2014-02-24,14550,14550,14350,14400,68800,318907.0,22146300.0
2014-02-25,14500,14500,13800,13900,192291,307834.0,22146300.0
2014-02-26,13850,14150,13550,13600,327829,301190.0,22146300.0
2014-02-27,13600,14400,13600,14250,374723,315585.0,22146300.0
2014-02-28,14250,14450,13800,14400,275800,318907.0,22146300.0
2014-03-03,14300,14400,13850,14050,116792,311156.0,22146300.0
2014-03-04,14050,14450,14000,14400,86297,318907.0,22146300.0
2014-03-05,14350,14900,14300,14850,208161,328873.0,22146300.0
2014-03-06,14750,15150,14700,14950,133634,331087.0,22146300.0
2014-03-07,14950,15900,14850,15650,390353,346590.0,22146300.0
2014-03-10,15550,15850,15450,15700,130298,347697.0,22146300.0
2014-03-11,15700,16750,15700,16400,349824,363199.0,22146300.0
2014-03-12,16500,16600,15800,15850,126642,351019.0,22146300.0
2014-03-13,16100,16150,15550,15800,243173,349912.0,22146300.0
2014-03-14,15750,16150,15600,15950,179410,353233.0,22146300.0
2014-03-17,16000,16150,15400,15650,122200,346590.0,22146300.0
2014-03-18,15650,15750,15450,15650,110136,346590.0,22146300.0
2014-03-19,15750,15800,14900,15400,467100,341053.0,22146300.0
2014-03-20,15200,15500,15050,15350,209894,339946.0,22146300.0
2014-03-21,15500,16250,15350,16250,337975,359877.0,22146300.0
2014-03-24,16500,16700,16000,16200,235230,358770.0,22146300.0
2014-03-25,16200,16200,15550,16050,226164,355448.0,22146300.0
2014-03-26,16100,16100,15400,15750,376512,348804.0,22146300.0
2014-03-27,15600,16000,15550,16000,168234,354341.0,22146300.0
2014-03-28,15850,16150,15600,15950,228725,353233.0,22146300.0
2014-03-31,15850,16150,15750,16050,138307,355448.0,22146300.0
2014-04-01,16050,16450,15900,16250,219882,359877.0,22146300.0
2014-04-02,16200,16350,16000,16200,197503,358770.0,22146300.0
2014-04-03,16350,16350,15950,16200,147223,358770.0,22146300.0
2014-04-04,16100,16350,15850,15950,124190,353233.0,22146300.0
2014-04-07,15850,15950,15450,15450,126621,342160.0,22146300.0
2014-04-08,15300,15650,15250,15650,100881,346590.0,22146300.0
2014-04-09,15500,15750,15450,15450,87609,342160.0,22146300.0
