AJ렌터카(068400),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2015-12-28,11000,11600,11000,11550,229678,255790.0,22146300.0
2015-12-29,11600,12000,11500,11900,184983,263541.0,22146300.0
2015-12-30,12000,12000,11550,11900,80410,263541.0,22146300.0
2016-01-04,11900,11950,11500,11500,100246,254682.0,22146300.0
2016-01-05,11350,11600,11300,11550,107602,255790.0,22146300.0
2016-01-06,11550,11600,11000,11000,264722,243609.0,22146300.0
2016-01-07,10950,11100,10600,10700,153620,236965.0,22146300.0
2016-01-08,10600,10700,10350,10600,74971,234751.0,22146300.0
2016-01-11,10450,10650,9980,10000,298661,221463.0,22146300.0
2016-01-12,10050,10200,10000,10150,141652,224785.0,22146300.0
2016-01-13,10100,10750,10050,10700,263526,236965.0,22146300.0
2016-01-14,10450,10450,10000,10250,319829,227000.0,22146300.0
2016-01-15,10350,10350,10050,10150,121575,224785.0,22146300.0
2016-01-18,10000,10250,9940,10200,114566,225892.0,22146300.0
2016-01-19,10200,10650,10100,10600,144072,234751.0,22146300.0
2016-01-20,10500,10650,10050,10200,126061,225892.0,22146300.0
2016-01-21,10150,10650,10050,10500,117192,232536.0,22146300.0
2016-01-22,10500,10750,10400,10600,154959,234751.0,22146300.0
2016-01-25,10800,10900,10500,10850,119945,240287.0,22146300.0
2016-01-26,10650,10900,10600,10900,98622,241395.0,22146300.0
2016-01-27,10950,11100,10800,10850,151621,240287.0,22146300.0
2016-01-28,10850,11200,10750,11100,183312,245824.0,22146300.0
2016-01-29,11100,11200,11000,11200,67093,248039.0,22146300.0
2016-02-01,11250,11350,11100,11350,98016,251361.0,22146300.0
2016-02-02,11150,11350,10850,11100,134168,245824.0,22146300.0
2016-02-03,11000,11150,10850,11000,66325,243609.0,22146300.0
2016-02-04,11150,11250,10900,11200,111227,248039.0,22146300.0
2016-02-05,11250,11250,10950,11100,79145,245824.0,22146300.0
2016-02-11,10850,10850,10400,10700,175101,236965.0,22146300.0
2016-02-12,10550,10750,9980,10600,280445,234751.0,22146300.0
2016-02-15,10700,11000,10600,10950,187338,242502.0,22146300.0
2016-02-16,10900,11150,10850,11150,114372,246931.0,22146300.0
2016-02-17,11150,11550,11050,11050,208798,244717.0,22146300.0
2016-02-18,11300,11750,11150,11600,324032,256897.0,22146300.0
2016-02-19,11700,12000,11600,11900,235722,263541.0,22146300.0
2016-02-22,11900,12050,11550,11550,126873,255790.0,22146300.0
2016-02-23,11650,11850,11550,11700,102427,259112.0,22146300.0
2016-02-24,11700,11700,11500,11500,104933,254682.0,22146300.0
2016-02-25,11550,11700,11250,11450,85303,253575.0,22146300.0
2016-02-26,11500,11750,11300,11650,102857,258004.0,22146300.0
2016-02-29,11700,11900,11600,11700,102643,259112.0,22146300.0
2016-03-02,11850,11850,11550,11600,97213,256897.0,22146300.0
2016-03-03,11650,12300,11600,12300,382812,272399.0,22146300.0
2016-03-04,12300,12300,12000,12200,122934,270185.0,22146300.0
2016-03-07,12350,12450,11800,11950,268669,264648.0,22146300.0
2016-03-08,11950,12050,11650,12000,157511,265756.0,22146300.0
2016-03-09,12000,12050,11800,11950,124247,264648.0,22146300.0
2016-03-10,11950,12000,11800,11950,148498,264648.0,22146300.0
2016-03-11,11900,11950,11700,11750,126616,260219.0,22146300.0
2016-03-14,11800,12000,11750,11750,113085,260219.0,22146300.0
2016-03-15,11800,11800,11500,11500,84780,254682.0,22146300.0
2016-03-16,11600,11700,11450,11600,64664,256897.0,22146300.0
2016-03-17,11600,11750,11500,11750,77484,260219.0,22146300.0
2016-03-18,11750,11750,11300,11350,173241,251361.0,22146300.0
2016-03-21,11400,11400,11150,11350,109504,251361.0,22146300.0
2016-03-22,11350,11350,11150,11350,57474,251361.0,22146300.0
2016-03-23,11350,11850,11300,11850,170953,262434.0,22146300.0
2016-03-24,11850,11850,11550,11650,74785,258004.0,22146300.0
2016-03-25,11650,11650,11450,11450,74664,253575.0,22146300.0
2016-03-28,11450,11500,11000,11100,202073,245824.0,22146300.0
2016-03-29,11100,11250,11000,11050,171751,244717.0,22146300.0
2016-03-30,11100,11150,10900,10950,107628,242502.0,22146300.0
2016-03-31,11100,11400,11100,11200,256420,248039.0,22146300.0
2016-04-01,11300,11300,11050,11100,87659,245824.0,22146300.0
2016-04-04,11100,11250,11000,11250,77314,249146.0,22146300.0
2016-04-05,11250,11450,11100,11450,99636,253575.0,22146300.0
2016-04-06,11300,11500,11150,11500,104021,254682.0,22146300.0
2016-04-07,11450,11450,11150,11300,123028,250253.0,22146300.0
2016-04-08,11200,11400,11150,11350,67296,251361.0,22146300.0
2016-04-11,11250,11450,11200,11400,80365,252468.0,22146300.0
2016-04-12,11450,11650,11350,11650,142733,258004.0,22146300.0
2016-04-14,11650,11850,11550,11850,129099,262434.0,22146300.0
2016-04-15,11850,11850,11250,11300,244654,250253.0,22146300.0
2016-04-18,11300,11350,11100,11300,129009,250253.0,22146300.0
2016-04-19,11300,11400,11150,11200,103803,248039.0,22146300.0
2016-04-20,11200,11350,11150,11200,121308,248039.0,22146300.0
2016-04-21,11200,11200,11000,11000,193202,243609.0,22146300.0
2016-04-22,11050,11150,11000,11050,79245,244717.0,22146300.0
2016-04-25,11000,11100,10650,10700,300122,236965.0,22146300.0
2016-04-26,10700,10950,10600,10850,254158,240287.0,22146300.0
2016-04-27,10850,11100,10750,11100,166006,245824.0,22146300.0
2016-04-28,11100,11100,10850,10900,73126,241395.0,22146300.0
2016-04-29,10900,10900,10700,10800,74499,239180.0,22146300.0
2016-05-02,10750,10750,10400,10450,175904,231429.0,22146300.0
2016-05-03,10450,10750,10400,10600,147867,234751.0,22146300.0
2016-05-04,10550,10650,10300,10600,187409,234751.0,22146300.0
2016-05-09,10550,10650,10250,10300,174163,228107.0,22146300.0
2016-05-10,10250,10500,10200,10450,186383,231429.0,22146300.0
2016-05-11,10550,10600,10400,10500,55497,232536.0,22146300.0
2016-05-12,10500,10550,10350,10500,59923,232536.0,22146300.0
2016-05-13,10200,10350,9980,10050,717120,222570.0,22146300.0
2016-05-16,9980,9980,9830,9870,388715,218584.0,22146300.0
2016-05-17,9930,9990,9830,9900,177737,219248.0,22146300.0
2016-05-18,9920,10100,9690,9790,279813,216812.0,22146300.0
2016-05-19,9820,9830,9510,9520,214635,210833.0,22146300.0
2016-05-20,9430,9570,9390,9470,132455,209725.0,22146300.0
2016-05-23,9540,9570,9440,9450,132437,209283.0,22146300.0
2016-05-24,9440,9490,9170,9230,226191,204410.0,22146300.0
2016-05-25,9270,9390,9200,9240,177259,204632.0,22146300.0
2016-05-26,9250,9420,9180,9390,141593,207954.0,22146300.0
2016-05-27,9440,9500,9230,9320,180388,206404.0,22146300.0
2016-05-30,9390,9420,9270,9350,174073,207068.0,22146300.0
2016-05-31,9390,9530,9340,9410,279109,208397.0,22146300.0
2016-06-01,9490,9600,9420,9420,187200,208618.0,22146300.0
2016-06-02,9420,9500,9420,9490,102203,210168.0,22146300.0
2016-06-03,9490,9510,9410,9470,100275,209725.0,22146300.0
2016-06-07,9470,9600,9470,9590,123289,212383.0,22146300.0
2016-06-08,9650,9650,9490,9580,100332,212162.0,22146300.0
2016-06-09,9560,9560,9330,9410,155165,208397.0,22146300.0
2016-06-10,9450,9450,9290,9410,132726,208397.0,22146300.0
2016-06-13,9350,9390,9260,9310,104406,206182.0,22146300.0
2016-06-14,9300,9530,9300,9520,123831,210833.0,22146300.0
2016-06-15,9520,9950,9470,9930,370596,219913.0,22146300.0
2016-06-16,10000,10050,9850,9960,227542,220577.0,22146300.0
2016-06-17,9960,10200,9790,10200,999392,225892.0,22146300.0
2016-06-20,10200,10550,10200,10500,434450,232536.0,22146300.0
2016-06-21,10500,10700,10350,10600,346088,234751.0,22146300.0
2016-06-22,10450,10700,10450,10600,142215,234751.0,22146300.0
2016-06-23,10550,10600,10150,10550,198617,233643.0,22146300.0
2016-06-24,10500,10550,9750,10000,552169,221463.0,22146300.0
2016-06-27,9730,10100,9730,10050,123284,222570.0,22146300.0
2016-06-28,9860,10050,9860,10050,148147,222570.0,22146300.0
2016-06-29,10100,10150,9980,10050,130254,222570.0,22146300.0
2016-06-30,10100,10550,10000,10300,318216,228107.0,22146300.0
2016-07-01,10350,10550,10150,10350,207045,229214.0,22146300.0
2016-07-04,10400,10450,10150,10300,182364,228107.0,22146300.0
2016-07-05,10400,10400,10100,10150,228493,224785.0,22146300.0
2016-07-06,10100,10250,10000,10150,117062,224785.0,22146300.0
2016-07-07,10150,10450,10100,10400,141053,230322.0,22146300.0
2016-07-08,10450,10750,10400,10600,260409,234751.0,22146300.0
2016-07-11,10600,10750,10500,10550,139124,233643.0,22146300.0
2016-07-12,10550,10600,10400,10500,53373,232536.0,22146300.0
2016-07-13,10600,10600,10300,10450,138862,231429.0,22146300.0
2016-07-14,10550,10550,10300,10450,109701,231429.0,22146300.0
2016-07-15,10450,10500,10250,10250,106645,227000.0,22146300.0
2016-07-18,10300,10350,10200,10250,51675,227000.0,22146300.0
2016-07-19,10350,10450,10100,10150,104230,224785.0,22146300.0
2016-07-20,10150,10350,10100,10250,115048,227000.0,22146300.0
2016-07-21,10300,10300,10100,10300,116845,228107.0,22146300.0
2016-07-22,10300,10400,10150,10350,136034,229214.0,22146300.0
2016-07-25,10400,10450,10250,10450,147127,231429.0,22146300.0
2016-07-26,10500,10600,10350,10550,185952,233643.0,22146300.0
2016-07-27,10650,10650,10400,10500,159707,232536.0,22146300.0
2016-07-28,10450,10600,10450,10600,131294,234751.0,22146300.0
2016-07-29,10600,10650,10350,10450,144868,231429.0,22146300.0
2016-08-01,10550,10550,10250,10400,97963,230322.0,22146300.0
2016-08-02,10600,10750,10550,10750,281030,238073.0,22146300.0
2016-08-03,10650,10700,10450,10650,149018,235858.0,22146300.0
2016-08-04,10650,11150,10550,11100,578229,245824.0,22146300.0
2016-08-05,11100,11400,10900,11050,274484,244717.0,22146300.0
2016-08-08,11000,11100,10900,11050,166826,244717.0,22146300.0
2016-08-09,11100,11200,10350,10500,510271,232536.0,22146300.0
2016-08-10,10450,10750,10350,10650,166575,235858.0,22146300.0
2016-08-11,10700,10900,10500,10850,150061,240287.0,22146300.0
2016-08-12,10850,11050,10750,10950,160052,242502.0,22146300.0
2016-08-16,10950,10950,10700,10800,94102,239180.0,22146300.0
2016-08-17,10700,10750,10400,10450,185943,231429.0,22146300.0
2016-08-18,10500,10650,10400,10600,96939,234751.0,22146300.0
2016-08-19,10550,10650,10100,10150,315742,224785.0,22146300.0
2016-08-22,10200,10350,9950,9950,287393,220356.0,22146300.0
2016-08-23,9920,10150,9920,10000,93523,221463.0,22146300.0
2016-08-24,10050,10150,9960,10050,102154,222570.0,22146300.0
2016-08-25,10100,10200,10000,10050,80372,222570.0,22146300.0
2016-08-26,10050,10100,9970,10050,59643,222570.0,22146300.0
2016-08-29,10000,10050,9780,9880,126186,218805.0,22146300.0
2016-08-30,9830,10000,9830,9950,69627,220356.0,22146300.0
2016-08-31,9950,9990,9830,9890,73424,219027.0,22146300.0
2016-09-01,9820,9940,9640,9920,166866,219691.0,22146300.0
2016-09-02,9910,9910,9750,9890,102832,219027.0,22146300.0
2016-09-05,9900,9920,9750,9770,71815,216369.0,22146300.0
2016-09-06,9900,10100,9810,9850,166450,218141.0,22146300.0
2016-09-07,9870,9930,9810,9840,76744,217920.0,22146300.0
2016-09-08,9900,9910,9550,9630,131851,213269.0,22146300.0
2016-09-09,9580,9670,9470,9500,92600,210390.0,22146300.0
2016-09-12,9440,9480,9360,9430,88320,208840.0,22146300.0
2016-09-13,9440,9500,9180,9260,253542,205075.0,22146300.0
2016-09-19,9260,9850,9220,9430,157103,208840.0,22146300.0
2016-09-20,9500,9530,9360,9460,80718,209504.0,22146300.0
2016-09-21,9460,9650,9440,9580,60407,212162.0,22146300.0
2016-09-22,9590,9750,9590,9710,66978,215041.0,22146300.0
2016-09-23,9700,9830,9700,9720,54935,215262.0,22146300.0
2016-09-26,9880,10100,9830,9980,303800,221020.0,22146300.0
2016-09-27,10000,10100,9530,9620,250873,213047.0,22146300.0
2016-09-28,9560,9680,9500,9540,86116,211276.0,22146300.0
2016-09-29,9550,9730,9550,9730,92769,215483.0,22146300.0
2016-09-30,9740,9850,9670,9790,96587,216812.0,22146300.0
2016-10-04,9880,10800,9860,10800,1074544,239180.0,22146300.0
2016-10-05,10800,11100,10650,10900,985338,241395.0,22146300.0
2016-10-06,11000,11900,11000,11500,1233036,254682.0,22146300.0
2016-10-07,11750,12200,11650,12000,1186266,265756.0,22146300.0
2016-10-10,12050,12200,11500,12150,748765,269078.0,22146300.0
2016-10-11,12150,12200,11250,11800,1230272,261326.0,22146300.0
2016-10-12,11700,11700,11300,11350,602467,251361.0,22146300.0
2016-10-13,11350,11850,11200,11500,647733,254682.0,22146300.0
2016-10-14,11550,11650,11250,11550,392590,255790.0,22146300.0
2016-10-17,11700,12150,11150,11600,870866,256897.0,22146300.0
2016-10-18,11700,11750,11250,11450,334195,253575.0,22146300.0
2016-10-19,11400,11400,10850,11100,639667,245824.0,22146300.0
2016-10-20,11200,11350,10900,11100,187974,245824.0,22146300.0
2016-10-21,11050,11150,10050,10500,751997,232536.0,22146300.0
2016-10-24,10550,10600,10200,10550,299630,233643.0,22146300.0
2016-10-25,10600,10800,10200,10350,322128,229214.0,22146300.0
2016-10-26,10350,10500,10050,10300,236823,228107.0,22146300.0
2016-10-27,10300,10600,10250,10300,257997,228107.0,22146300.0
2016-10-28,10350,10400,9950,9980,274001,221020.0,22146300.0
2016-10-31,9990,10050,9670,9880,178366,218805.0,22146300.0
2016-11-01,9760,9960,9650,9780,99810,216591.0,22146300.0
2016-11-02,9630,9700,9270,9380,275693,207732.0,22146300.0
2016-11-03,9180,9470,9180,9440,139188,209061.0,22146300.0
2016-11-04,9380,9490,9330,9370,76046,207511.0,22146300.0
2016-11-07,9480,9660,9400,9650,85893,213712.0,22146300.0
2016-11-08,9650,9650,9510,9630,70349,213269.0,22146300.0
2016-11-09,9650,9660,8700,9170,313260,203082.0,22146300.0
2016-11-10,9310,9580,9200,9570,188836,211940.0,22146300.0
2016-11-11,9550,9550,9250,9270,136602,205296.0,22146300.0
2016-11-14,9270,9270,8940,9250,305583,204853.0,22146300.0
2016-11-15,9170,9280,8940,9010,350993,199538.0,22146300.0
2016-11-16,9020,9170,8870,9170,235529,203082.0,22146300.0
2016-11-17,9080,9150,9060,9110,80139,201753.0,22146300.0
2016-11-18,9160,9160,8960,9000,100365,199317.0,22146300.0
2016-11-21,8970,8970,8810,8850,104969,195995.0,22146300.0
2016-11-22,8760,8960,8760,8950,150555,198209.0,22146300.0
2016-11-23,8950,8950,8730,8730,183922,193337.0,22146300.0
2016-11-24,8690,8750,8280,8380,282300,185586.0,22146300.0
2016-11-25,8380,8460,8340,8430,87522,186693.0,22146300.0
2016-11-28,8450,8560,8360,8460,87166,187358.0,22146300.0
2016-11-29,8460,8510,8390,8420,84223,186472.0,22146300.0
2016-11-30,8410,8520,8380,8460,73990,187358.0,22146300.0
2016-12-01,8540,8540,8310,8400,82867,186029.0,22146300.0
2016-12-02,8480,8480,8330,8360,57563,185143.0,22146300.0
2016-12-05,8270,8350,8150,8210,152840,181821.0,22146300.0
2016-12-06,8160,8440,8150,8420,116684,186472.0,22146300.0
2016-12-07,8420,8460,8300,8380,64022,185586.0,22146300.0
2016-12-08,8400,8530,8270,8330,134295,184479.0,22146300.0
2016-12-09,8300,8430,8240,8330,136441,184479.0,22146300.0
2016-12-12,8330,8520,8300,8490,128018,188022.0,22146300.0
2016-12-13,8550,8550,8400,8480,101676,187801.0,22146300.0
2016-12-14,8520,8660,8520,8590,123645,190237.0,22146300.0
2016-12-15,8580,8700,8480,8630,166650,191123.0,22146300.0
2016-12-16,8650,8710,8550,8630,87723,191123.0,22146300.0
2016-12-19,8600,8620,8500,8530,94345,188908.0,22146300.0
2016-12-20,8530,8830,8480,8760,181114,194002.0,22146300.0
2016-12-21,8750,8760,8490,8540,120748,189129.0,22146300.0
2016-12-22,8540,8550,8360,8360,114464,185143.0,22146300.0
2016-12-23,8370,8460,8310,8400,93215,186029.0,22146300.0
2016-12-26,8470,8470,8310,8400,84588,186029.0,22146300.0
2016-12-27,8410,8510,8400,8420,51565,186472.0,22146300.0
2016-12-28,8420,8490,8400,8470,92392,187579.0,22146300.0
2016-12-29,8440,8440,8330,8350,136140,184922.0,22146300.0
2017-01-02,8400,8410,8250,8330,93249,184479.0,22146300.0
2017-01-03,8290,8360,8260,8320,124893,184257.0,22146300.0
2017-01-04,8300,8360,8290,8310,169197,184036.0,22146300.0
2017-01-05,8330,8560,8330,8490,255224,188022.0,22146300.0
2017-01-06,8530,8530,8370,8400,151170,186029.0,22146300.0
2017-01-09,8440,8450,8220,8220,150090,182043.0,22146300.0
2017-01-10,8200,8270,8180,8210,142004,181821.0,22146300.0
2017-01-11,8250,8250,8070,8120,199786,179828.0,22146300.0
2017-01-12,8100,8180,7960,8000,203644,177170.0,22146300.0
2017-01-13,8050,8160,7940,8140,254733,180271.0,22146300.0
2017-01-16,8110,8160,8020,8030,112071,177835.0,22146300.0
2017-01-17,7990,8230,7990,8200,201503,181600.0,22146300.0
2017-01-18,8190,8250,8080,8140,113651,180271.0,22146300.0
2017-01-19,8140,8230,8050,8150,139108,180492.0,22146300.0
2017-01-20,8180,8320,8110,8320,216841,184257.0,22146300.0
2017-01-23,8360,8470,8210,8270,250367,183150.0,22146300.0
2017-01-24,8230,8300,8170,8300,196429,183814.0,22146300.0
2017-01-25,8280,8670,8280,8660,515098,191787.0,22146300.0
2017-01-26,8740,8950,8540,8890,483366,196881.0,22146300.0
2017-01-31,8870,9170,8870,8880,292495,196659.0,22146300.0
2017-02-01,8890,8970,8680,8850,205495,195995.0,22146300.0
2017-02-02,8810,8850,8460,8470,320887,187579.0,22146300.0
2017-02-03,8420,8700,8420,8520,172474,188686.0,22146300.0
2017-02-06,8580,8670,8460,8610,134220,190680.0,22146300.0
2017-02-07,8680,8680,8490,8550,83752,189351.0,22146300.0
2017-02-08,8540,8570,8230,8250,188032,182707.0,22146300.0
2017-02-09,8280,8280,8090,8200,143521,181600.0,22146300.0
2017-02-10,8170,8360,8170,8350,103294,184922.0,22146300.0
2017-02-13,8320,8390,8180,8260,135410,182928.0,22146300.0
2017-02-14,8240,8240,8160,8220,113082,182043.0,22146300.0
2017-02-15,8240,8350,8160,8200,202740,181600.0,22146300.0
2017-02-16,8200,8270,8140,8230,159260,182264.0,22146300.0
2017-02-17,8250,8250,8100,8140,240573,180271.0,22146300.0
2017-02-20,8140,8180,8090,8140,72129,180271.0,22146300.0
2017-02-21,8160,8550,8140,8550,376131,189351.0,22146300.0
2017-02-22,8550,8800,8510,8720,410740,193116.0,22146300.0
2017-02-23,8700,9020,8610,8790,488882,194666.0,22146300.0
2017-02-24,8710,8870,8610,8860,228341,196216.0,22146300.0
2017-02-27,8830,9030,8650,8870,253731,196438.0,22146300.0
2017-02-28,8810,9760,8810,9640,1562794,213490.0,22146300.0
2017-03-02,9600,9950,9520,9650,571145,213712.0,22146300.0
2017-03-03,9650,10450,9480,10450,1259503,231429.0,22146300.0
2017-03-06,10450,10750,10150,10450,801368,231429.0,22146300.0
2017-03-07,10600,10750,10100,10150,611413,224785.0,22146300.0
2017-03-08,10100,10250,9780,10150,953079,224785.0,22146300.0
2017-03-09,10150,10200,9850,9950,442411,220356.0,22146300.0
2017-03-10,9980,9990,9650,9780,283181,216591.0,22146300.0
2017-03-13,9890,10100,9610,9690,433966,214598.0,22146300.0
2017-03-14,9720,9780,9460,9610,376495,212826.0,22146300.0
2017-03-15,9560,9770,9460,9630,335635,213269.0,22146300.0
2017-03-16,9660,9940,9640,9910,485647,219470.0,22146300.0
2017-03-17,9940,9940,9600,9600,220915,212604.0,22146300.0
2017-03-20,9590,9750,9450,9640,233934,213490.0,22146300.0
2017-03-21,9670,10050,9640,10050,496941,222570.0,22146300.0
2017-03-22,9950,10050,9670,9670,300890,214155.0,22146300.0
2017-03-23,9730,10150,9680,9960,631446,220577.0,22146300.0
2017-03-24,9960,9960,9300,9500,691430,210390.0,22146300.0
2017-03-27,9510,9720,9400,9650,295749,213712.0,22146300.0
2017-03-28,9580,9930,9580,9750,241776,215926.0,22146300.0
2017-03-29,9800,10150,9790,10100,280904,223678.0,22146300.0
2017-03-30,10050,10400,10050,10300,333943,228107.0,22146300.0
2017-03-31,10300,10550,10150,10250,327416,227000.0,22146300.0
2017-04-03,10300,10900,10250,10850,500194,240287.0,22146300.0
2017-04-04,10850,11000,10650,11000,245147,243609.0,22146300.0
2017-04-05,11150,11150,10750,10900,158688,241395.0,22146300.0
2017-04-06,10850,10900,10500,10650,182396,235858.0,22146300.0
2017-04-07,10700,10950,10500,10800,194470,239180.0,22146300.0
2017-04-10,10800,10850,10250,10650,292863,235858.0,22146300.0
2017-04-11,10650,10750,10300,10600,269039,234751.0,22146300.0
2017-04-12,10600,11300,10450,11100,607818,245824.0,22146300.0
2017-04-13,11250,11300,10600,10750,316019,238073.0,22146300.0
2017-04-14,10700,10900,10550,10700,127422,236965.0,22146300.0
2017-04-17,10600,10850,10550,10700,114035,236965.0,22146300.0
2017-04-18,10700,11050,10500,10900,267614,241395.0,22146300.0
2017-04-19,10900,11750,10850,11700,530022,259112.0,22146300.0
2017-04-20,11700,11700,11250,11350,372500,251361.0,22146300.0
2017-04-21,11350,11400,11100,11300,158321,250253.0,22146300.0
2017-04-24,11400,11800,11350,11450,383413,253575.0,22146300.0
2017-04-25,11600,11950,11500,11950,318539,264648.0,22146300.0
2017-04-26,11850,12050,11700,11850,295223,262434.0,22146300.0
2017-04-27,11850,12050,11600,11850,223676,262434.0,22146300.0
2017-04-28,11850,11850,11150,11500,240021,254682.0,22146300.0
2017-05-02,11500,12150,11100,11850,618328,262434.0,22146300.0
2017-05-04,11850,11950,11700,11800,140512,261326.0,22146300.0
2017-05-08,11800,11900,11200,11200,330063,248039.0,22146300.0
2017-05-10,11300,11550,10950,11300,347919,250253.0,22146300.0
2017-05-11,11200,11300,11000,11150,177146,246931.0,22146300.0
2017-05-12,11100,11250,10850,11100,174057,245824.0,22146300.0
2017-05-15,11150,11350,10950,10950,141336,242502.0,22146300.0
2017-05-16,10900,11450,10750,10950,356863,242502.0,22146300.0
2017-05-17,10900,11000,10350,10700,410674,236965.0,22146300.0
2017-05-18,10450,11250,10450,11050,316216,244717.0,22146300.0
2017-05-19,11000,11150,10800,10800,196119,239180.0,22146300.0
2017-05-22,10850,10950,10700,10750,140568,238073.0,22146300.0
2017-05-23,10750,11050,10550,10700,260321,236965.0,22146300.0
2017-05-24,10800,10900,10500,10850,287581,240287.0,22146300.0
2017-05-25,10850,11150,10650,10800,393971,239180.0,22146300.0
2017-05-26,10900,11200,10600,11100,304460,245824.0,22146300.0
2017-05-29,11250,11300,10900,11100,273216,245824.0,22146300.0
2017-05-30,11150,11750,11100,11500,583565,254682.0,22146300.0
2017-05-31,11500,11700,11350,11550,282168,255790.0,22146300.0
2017-06-01,11500,11600,11100,11450,334926,253575.0,22146300.0
2017-06-02,11450,12650,11450,12650,669411,280151.0,22146300.0
2017-06-05,12450,12900,12400,12700,360789,281258.0,22146300.0
2017-06-07,12700,13000,12550,12800,322868,283473.0,22146300.0
2017-06-08,12850,13150,12650,13050,635891,289009.0,22146300.0
2017-06-09,13150,13750,13050,13450,541702,297868.0,22146300.0
2017-06-12,13550,13650,12700,13150,380195,291224.0,22146300.0
2017-06-13,13250,13650,13100,13350,387402,295653.0,22146300.0
2017-06-14,13400,13450,12750,12800,411020,283473.0,22146300.0
2017-06-15,12850,13150,12850,13000,363370,287902.0,22146300.0
2017-06-16,12950,13300,12600,13200,326153,292331.0,22146300.0
2017-06-19,13200,13400,12800,13200,210145,292331.0,22146300.0
2017-06-20,13100,13250,12800,12900,239364,285687.0,22146300.0
2017-06-21,13950,14050,11550,11800,1963819,261326.0,22146300.0
2017-06-22,12100,12100,11500,11700,442508,259112.0,22146300.0
2017-06-23,12000,12200,11700,12000,387402,265756.0,22146300.0
2017-06-26,11900,12350,11800,12250,214432,271292.0,22146300.0
2017-06-27,12300,12650,12200,12550,239217,277936.0,22146300.0
2017-06-28,12550,12650,12150,12350,250278,273507.0,22146300.0
2017-06-29,12250,12650,12200,12450,162349,275721.0,22146300.0
2017-06-30,12400,12650,12250,12600,188561,279043.0,22146300.0
2017-07-03,12600,12600,12350,12400,149374,274614.0,22146300.0
2017-07-04,12450,12450,11900,12000,198527,265756.0,22146300.0
2017-07-05,12000,12350,11850,12300,141849,272399.0,22146300.0
2017-07-06,12300,12450,12150,12250,70100,271292.0,22146300.0
2017-07-07,12200,12250,11900,12000,78156,265756.0,22146300.0
2017-07-10,11950,12000,11050,11250,308383,249146.0,22146300.0
2017-07-11,11150,11700,11150,11700,151829,259112.0,22146300.0
2017-07-12,11700,11950,11600,11900,136856,263541.0,22146300.0
2017-07-13,11900,12050,11600,11750,118725,260219.0,22146300.0
2017-07-14,11650,11800,11450,11500,106618,254682.0,22146300.0
2017-07-17,11550,11900,11500,11800,114351,261326.0,22146300.0
2017-07-18,11850,11950,11450,11600,135320,256897.0,22146300.0
2017-07-19,11600,11600,11200,11450,206164,253575.0,22146300.0
2017-07-20,11400,11400,11100,11200,193762,248039.0,22146300.0
2017-07-21,11200,11350,11100,11200,96104,248039.0,22146300.0
2017-07-24,11050,11200,10350,10450,549442,231429.0,22146300.0
2017-07-25,10500,10750,10100,10200,552519,225892.0,22146300.0
2017-07-26,10350,10500,10100,10450,310348,231429.0,22146300.0
2017-07-27,10450,10450,10150,10400,92848,230322.0,22146300.0
2017-07-28,10350,10500,10050,10100,189165,223678.0,22146300.0
2017-07-31,10200,10250,9900,10100,215375,223678.0,22146300.0
2017-08-01,10000,10950,9970,10800,413482,239180.0,22146300.0
2017-08-02,10850,10850,10650,10750,106447,238073.0,22146300.0
2017-08-03,10800,10950,10450,10850,158839,240287.0,22146300.0
2017-08-04,10700,11700,10600,11250,381230,249146.0,22146300.0
2017-08-07,11300,11600,11250,11400,129495,252468.0,22146300.0
2017-08-08,11300,11800,11200,11600,162854,256897.0,22146300.0
2017-08-09,11400,11800,11250,11350,159535,251361.0,22146300.0
2017-08-10,11300,11500,10900,11300,176134,250253.0,22146300.0
2017-08-11,11000,11700,11000,11350,261665,251361.0,22146300.0
2017-08-14,11350,11450,11050,11050,133982,244717.0,22146300.0
2017-08-16,11250,11600,11150,11150,236592,246931.0,22146300.0
2017-08-17,11300,11550,11050,11150,172175,246931.0,22146300.0
2017-08-18,10950,11150,10750,10850,125372,240287.0,22146300.0
2017-08-21,10800,10900,10500,10550,152064,233643.0,22146300.0
2017-08-22,10600,10700,10450,10650,107798,235858.0,22146300.0
2017-08-23,10750,10750,10300,10450,136366,231429.0,22146300.0
2017-08-24,10400,10850,10300,10550,182637,233643.0,22146300.0
2017-08-25,10500,10650,10300,10500,130035,232536.0,22146300.0
2017-08-28,10550,10900,10500,10850,89527,240287.0,22146300.0
2017-08-29,10800,10850,10650,10750,44004,238073.0,22146300.0
2017-08-30,10750,11400,10750,11300,202421,250253.0,22146300.0
2017-08-31,11350,11350,11050,11100,69805,245824.0,22146300.0
2017-09-01,11150,11650,11150,11450,228372,253575.0,22146300.0
2017-09-04,11150,11450,11050,11400,108541,252468.0,22146300.0
2017-09-05,11400,11550,11050,11450,131907,253575.0,22146300.0
2017-09-06,11450,11550,11250,11450,103950,253575.0,22146300.0
2017-09-07,11450,11550,11300,11350,80299,251361.0,22146300.0
2017-09-08,11300,11450,11150,11200,62321,248039.0,22146300.0
2017-09-11,11200,11350,10700,11000,329043,243609.0,22146300.0
2017-09-12,10950,11500,10850,11150,254547,246931.0,22146300.0
