동일산업(004890),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2005-11-08,30850,31100,30400,30700,11471,74454.0,2425215.0
2005-11-09,30400,30700,30050,30050,13542,72878.0,2425215.0
2005-11-10,30050,30650,29850,30200,21727,73241.0,2425215.0
2005-11-11,30150,30700,29350,30200,57370,73241.0,2425215.0
2005-11-14,30250,30250,29400,29700,54121,72029.0,2425215.0
2005-11-15,29900,30350,29650,30150,31588,73120.0,2425215.0
2005-11-16,30100,30300,29150,29300,51319,71059.0,2425215.0
2005-11-17,29200,29750,29200,29450,19447,71423.0,2425215.0
2005-11-18,29500,30900,29500,30850,51030,74818.0,2425215.0
2005-11-21,31200,31550,30700,31000,32740,75182.0,2425215.0
2005-11-22,31350,31350,30400,30900,20030,74939.0,2425215.0
2005-11-23,30800,30850,29800,30000,38630,72756.0,2425215.0
2005-11-24,29750,30200,29600,30000,17491,72756.0,2425215.0
2005-11-25,30000,30200,29700,29950,21331,72635.0,2425215.0
2005-11-28,30000,31250,30000,31000,49102,75182.0,2425215.0
2005-11-29,30950,31700,30650,31600,32869,76637.0,2425215.0
2005-11-30,32250,32250,31250,31400,24450,76152.0,2425215.0
2005-12-01,31500,32200,31500,31700,36150,76879.0,2425215.0
2005-12-02,31950,32000,31350,31500,29369,76394.0,2425215.0
2005-12-05,31600,31600,31000,31400,30350,76152.0,2425215.0
2005-12-06,31100,31900,30800,31450,29567,76273.0,2425215.0
2005-12-07,31600,33000,31200,32200,50050,78092.0,2425215.0
2005-12-08,32200,33150,31050,31600,42860,76637.0,2425215.0
2005-12-09,32000,32300,31000,31400,37100,76152.0,2425215.0
2005-12-12,31100,31550,30550,30700,37524,74454.0,2425215.0
2005-12-13,30100,31800,30100,30600,38110,74212.0,2425215.0
2005-12-14,31050,31050,30400,30600,24521,74212.0,2425215.0
2005-12-15,30750,30850,29650,29800,74282,72271.0,2425215.0
2005-12-16,29350,29800,28600,28800,26050,69846.0,2425215.0
2005-12-19,28700,29300,27050,27050,72360,65602.0,2425215.0
2005-12-20,27300,28450,27200,27300,41132,66208.0,2425215.0
2005-12-21,27750,27850,27300,27300,47879,66208.0,2425215.0
2005-12-22,27600,27650,26350,26350,41968,63904.0,2425215.0
2005-12-23,26400,26900,25900,26900,29080,65238.0,2425215.0
2005-12-26,26900,27850,26800,27500,18870,66693.0,2425215.0
2005-12-27,27350,28000,27350,27450,23136,66572.0,2425215.0
2005-12-28,26500,27000,26300,26950,11620,65360.0,2425215.0
2005-12-29,26500,26950,26150,26950,13680,65360.0,2425215.0
2006-01-02,26950,26950,26400,26600,12604,64511.0,2425215.0
2006-01-03,26600,27000,26250,27000,19130,65481.0,2425215.0
2006-01-04,27100,27750,26950,27500,14476,66693.0,2425215.0
2006-01-05,27550,28100,27000,27050,12030,65602.0,2425215.0
2006-01-06,27500,27500,27000,27100,16173,65723.0,2425215.0
2006-01-09,27400,27400,26500,27000,18480,65481.0,2425215.0
2006-01-10,27000,27000,26300,26350,15280,63904.0,2425215.0
2006-01-11,26200,26350,25650,25700,16260,62328.0,2425215.0
2006-01-12,25550,26000,25400,25400,14500,61600.0,2425215.0
2006-01-13,25350,27000,25250,26250,13631,63662.0,2425215.0
2006-01-16,26000,26700,25700,25800,16750,62571.0,2425215.0
2006-01-17,26000,26550,25800,25850,20420,62692.0,2425215.0
2006-01-18,25500,26200,24100,25000,21181,60630.0,2425215.0
2006-01-19,25000,25250,24350,24600,12370,59660.0,2425215.0
2006-01-20,24300,25000,22650,23000,40060,55780.0,2425215.0
2006-01-23,22850,22850,20050,20500,19202,49717.0,2425215.0
2006-01-24,20050,21300,19650,20800,22010,50444.0,2425215.0
2006-01-25,20750,21950,20750,21450,12213,52021.0,2425215.0
2006-01-26,21800,21850,20900,21750,10950,52748.0,2425215.0
2006-01-27,21850,22700,21750,22350,23598,54204.0,2425215.0
2006-01-31,22800,24100,22400,22750,23173,55174.0,2425215.0
2006-02-01,22450,23400,21200,21750,16140,52748.0,2425215.0
2006-02-02,21850,22000,21000,21400,8131,51900.0,2425215.0
2006-02-03,20600,21050,20600,21000,10120,50930.0,2425215.0
2006-02-06,20900,21300,20700,21300,7271,51657.0,2425215.0
2006-02-07,21500,21800,21300,21450,9721,52021.0,2425215.0
2006-02-08,21450,24650,21000,22650,65659,54931.0,2425215.0
2006-02-09,22650,23250,22500,22850,10317,55416.0,2425215.0
2006-02-10,22850,23000,22250,22900,9923,55537.0,2425215.0
2006-02-13,22650,25300,22650,24750,20280,60024.0,2425215.0
2006-02-14,24800,25600,24200,24350,13840,59054.0,2425215.0
2006-02-15,24850,25250,24300,24950,21750,60509.0,2425215.0
2006-02-16,25200,25200,22800,23550,22040,57114.0,2425215.0
2006-02-17,23350,23800,22500,22900,18610,55537.0,2425215.0
2006-02-20,22750,23250,22200,22500,17710,54567.0,2425215.0
2006-02-21,22500,25000,21500,22800,24780,55295.0,2425215.0
2006-02-22,23000,23000,22400,22800,11100,55295.0,2425215.0
2006-02-23,22650,23100,22600,23100,9320,56022.0,2425215.0
2006-02-24,23500,23500,22900,23000,5360,55780.0,2425215.0
2006-02-27,23150,23300,22800,22850,4980,55416.0,2425215.0
2006-02-28,22850,23050,22800,22850,3160,55416.0,2425215.0
2006-03-02,22800,23800,22800,23300,8710,56508.0,2425215.0
2006-03-03,22950,23500,21200,22600,14865,54810.0,2425215.0
2006-03-06,23250,23250,22100,22700,2605,55052.0,2425215.0
2006-03-07,22700,22700,21600,22400,5040,54325.0,2425215.0
2006-03-08,23450,23450,22250,22500,7730,54567.0,2425215.0
2006-03-09,22350,23000,22350,22950,2390,55659.0,2425215.0
2006-03-10,22600,23100,22450,22900,7150,55537.0,2425215.0
2006-03-13,23000,23250,22800,23000,7980,55780.0,2425215.0
2006-03-14,22800,23000,22600,22900,3080,55537.0,2425215.0
2006-03-15,22900,23250,22750,23000,7280,55780.0,2425215.0
2006-03-16,22900,23250,22800,23000,5330,55780.0,2425215.0
2006-03-17,23000,23000,22600,22850,9560,55416.0,2425215.0
2006-03-20,22800,23000,22450,22750,6740,55174.0,2425215.0
2006-03-21,22800,22900,22400,22700,10390,55052.0,2425215.0
2006-03-22,22500,22700,22300,22400,3650,54325.0,2425215.0
2006-03-23,22400,22750,22150,22300,1893,54082.0,2425215.0
2006-03-24,22300,22600,21450,22250,5400,53961.0,2425215.0
2006-03-27,21900,22450,21700,21750,3520,52748.0,2425215.0
2006-03-28,21600,21950,21550,21550,4210,52263.0,2425215.0
2006-03-29,21500,24750,21400,22500,7180,54567.0,2425215.0
2006-03-30,22050,22500,21950,22200,7520,53840.0,2425215.0
2006-03-31,22000,23350,22000,23150,5510,56144.0,2425215.0
2006-04-03,23800,23950,23150,23650,20170,57356.0,2425215.0
2006-04-04,23800,23850,23150,23650,5680,57356.0,2425215.0
2006-04-05,23750,23750,23200,23600,12310,57235.0,2425215.0
2006-04-06,23500,23700,23400,23600,6315,57235.0,2425215.0
2006-04-07,23400,23800,23300,23400,6530,56750.0,2425215.0
2006-04-10,23300,23500,23100,23150,4330,56144.0,2425215.0
2006-04-11,23400,23500,23150,23450,3110,56871.0,2425215.0
2006-04-12,24000,25150,23550,25000,49580,60630.0,2425215.0
2006-04-13,25050,25650,24700,25300,30680,61358.0,2425215.0
2006-04-14,25500,26100,25250,25600,34330,62086.0,2425215.0
2006-04-17,25700,28050,25700,26950,70320,65360.0,2425215.0
2006-04-18,27600,28000,26050,26250,55967,63662.0,2425215.0
2006-04-19,26150,26900,26000,26500,32430,64268.0,2425215.0
2006-04-20,26300,26500,25000,25400,25090,61600.0,2425215.0
2006-04-21,24850,25400,24400,25200,46263,61115.0,2425215.0
2006-04-24,25700,25700,25100,25450,18130,61722.0,2425215.0
2006-04-25,25400,25400,24600,24750,19190,60024.0,2425215.0
2006-04-26,24850,25650,24700,25200,17533,61115.0,2425215.0
2006-04-27,25300,26450,25250,26450,29940,64147.0,2425215.0
2006-04-28,26500,26500,25050,25750,22520,62449.0,2425215.0
2006-05-02,25200,25900,25200,25500,13550,61843.0,2425215.0
2006-05-03,25500,26000,25300,25650,15480,62207.0,2425215.0
2006-05-04,25250,25950,25250,25950,13587,62934.0,2425215.0
2006-05-08,26300,26800,26000,26600,20529,64511.0,2425215.0
2006-05-09,27000,27000,26250,26400,13620,64026.0,2425215.0
2006-05-10,25900,26900,25700,25900,8300,62813.0,2425215.0
2006-05-11,26400,26900,25900,26600,14793,64511.0,2425215.0
2006-05-12,26400,26400,25000,26050,12860,63177.0,2425215.0
2006-05-15,25700,27800,25400,27800,21039,67421.0,2425215.0
2006-05-16,27400,28000,26900,27000,35000,65481.0,2425215.0
2006-05-17,27000,27400,26300,26850,7890,65117.0,2425215.0
2006-05-18,26300,26300,25000,25800,9070,62571.0,2425215.0
2006-05-19,25000,26200,24900,26100,10200,63298.0,2425215.0
2006-05-22,26700,26700,25300,25300,6360,61358.0,2425215.0
2006-05-23,25750,25750,24800,24950,6910,60509.0,2425215.0
2006-05-24,24500,25300,24100,24550,7570,59539.0,2425215.0
2006-05-25,24700,24900,24200,24400,3290,59175.0,2425215.0
2006-05-26,24400,24550,24050,24100,3680,58448.0,2425215.0
2006-05-29,24500,24800,23650,24000,5740,58205.0,2425215.0
2006-05-30,24000,24000,23100,23500,3990,56993.0,2425215.0
2006-06-01,23100,23500,22500,23200,6730,56265.0,2425215.0
2006-06-02,23500,23500,22100,22800,6490,55295.0,2425215.0
2006-06-05,22700,23550,22200,23250,5700,56386.0,2425215.0
2006-06-07,23100,23100,21750,21900,6430,53112.0,2425215.0
2006-06-08,21100,21600,20700,21200,10970,51415.0,2425215.0
2006-06-09,21200,21700,21000,21500,2520,52142.0,2425215.0
2006-06-12,21300,21600,21000,21450,4120,52021.0,2425215.0
2006-06-13,21000,21000,20750,21000,3720,50930.0,2425215.0
2006-06-14,21400,21400,20700,21000,5930,50930.0,2425215.0
2006-06-15,21050,21100,20700,20900,4060,50687.0,2425215.0
2006-06-16,21000,21550,21000,21150,6700,51293.0,2425215.0
2006-06-19,21050,21300,20500,20650,4370,50081.0,2425215.0
2006-06-20,20550,20550,20200,20200,9360,48989.0,2425215.0
2006-06-21,20200,20850,20100,20400,1470,49474.0,2425215.0
2006-06-22,20500,20900,20300,20500,4448,49717.0,2425215.0
2006-06-23,20200,20450,20000,20400,5000,49474.0,2425215.0
2006-06-26,20400,20700,20000,20500,7080,49717.0,2425215.0
2006-06-27,20600,20600,20050,20450,2694,49596.0,2425215.0
2006-06-28,20000,20350,19600,20150,6731,48868.0,2425215.0
2006-06-29,20000,20600,19850,20250,4025,49111.0,2425215.0
2006-06-30,20600,20700,20400,20450,11220,49596.0,2425215.0
2006-07-03,20500,20650,20500,20500,4240,49717.0,2425215.0
2006-07-04,20750,20750,20350,20600,3920,49959.0,2425215.0
2006-07-05,20100,20550,19800,20400,2730,49474.0,2425215.0
2006-07-06,20050,20400,20000,20250,5420,49111.0,2425215.0
2006-07-07,20100,20600,20100,20400,2860,49474.0,2425215.0
2006-07-10,20100,20300,19800,20150,6429,48868.0,2425215.0
2006-07-11,20100,20300,20100,20300,3550,49232.0,2425215.0
2006-07-12,20300,20350,19900,20100,12700,48747.0,2425215.0
2006-07-13,20000,20100,19900,20000,6520,48504.0,2425215.0
2006-07-14,19800,20000,19400,19950,12160,48383.0,2425215.0
2006-07-18,20000,20000,19500,19550,1948,47413.0,2425215.0
2006-07-19,20000,20000,19400,19700,2610,47777.0,2425215.0
2006-07-20,20400,20400,19650,20000,7940,48504.0,2425215.0
2006-07-21,20350,20350,19500,19900,4460,48262.0,2425215.0
2006-07-24,19600,19850,19350,19750,4160,47898.0,2425215.0
2006-07-25,19850,19950,19500,19500,5740,47292.0,2425215.0
2006-07-26,19600,20000,19500,19900,3702,48262.0,2425215.0
2006-07-27,19650,20100,19500,19900,3750,48262.0,2425215.0
2006-07-28,19900,20000,19250,19900,8950,48262.0,2425215.0
2006-07-31,20050,20050,19400,19450,8170,47170.0,2425215.0
2006-08-01,19300,19600,19300,19350,6560,46928.0,2425215.0
2006-08-02,19300,19800,19200,19400,6870,47049.0,2425215.0
2006-08-03,19500,19500,19100,19500,8286,47292.0,2425215.0
2006-08-04,19200,19500,19100,19350,7496,46928.0,2425215.0
2006-08-07,19150,19250,18750,19050,6667,46200.0,2425215.0
2006-08-08,19200,19500,18850,19200,1880,46564.0,2425215.0
2006-08-09,19200,19400,19000,19150,5470,46443.0,2425215.0
2006-08-10,19350,19350,18950,19150,2220,46443.0,2425215.0
2006-08-11,19050,19350,19050,19350,3561,46928.0,2425215.0
2006-08-14,19100,19600,19000,19500,2450,47292.0,2425215.0
2006-08-16,19500,19800,19400,19800,4400,48019.0,2425215.0
2006-08-17,19900,20150,19800,20000,4660,48504.0,2425215.0
2006-08-18,20000,20700,20000,20450,4750,49596.0,2425215.0
2006-08-21,20450,20600,20150,20250,3091,49111.0,2425215.0
2006-08-22,20550,20550,20250,20250,2861,49111.0,2425215.0
2006-08-23,20250,20300,20100,20300,1170,49232.0,2425215.0
2006-08-24,20200,20400,20150,20300,1690,49232.0,2425215.0
2006-08-25,20300,20400,20100,20250,3981,49111.0,2425215.0
2006-08-28,20250,20700,20100,20700,8647,50202.0,2425215.0
2006-08-29,21200,21200,20750,20950,6560,50808.0,2425215.0
2006-08-30,21000,21350,20600,20900,5817,50687.0,2425215.0
2006-08-31,20850,21100,20650,20900,5500,50687.0,2425215.0
2006-09-01,20900,21100,20700,20950,4150,50808.0,2425215.0
2006-09-04,20750,21100,20750,20900,5140,50687.0,2425215.0
2006-09-05,20850,21200,20850,20950,4950,50808.0,2425215.0
2006-09-06,20850,21150,20800,20850,4400,50566.0,2425215.0
2006-09-07,20900,20950,20600,20900,1870,50687.0,2425215.0
2006-09-08,20900,20900,20600,20850,5680,50566.0,2425215.0
2006-09-11,20850,21000,20700,20900,2600,50687.0,2425215.0
2006-09-12,20900,21500,20850,21050,13020,51051.0,2425215.0
2006-09-13,21050,21600,21050,21500,11660,52142.0,2425215.0
2006-09-14,21500,21650,21150,21550,2070,52263.0,2425215.0
2006-09-15,21600,21600,20800,21000,8020,50930.0,2425215.0
2006-09-18,21100,21550,21100,21450,10890,52021.0,2425215.0
2006-09-19,21300,21500,21150,21250,4850,51536.0,2425215.0
2006-09-20,21400,21400,21000,21100,8200,51172.0,2425215.0
2006-09-21,21100,21400,21000,21200,3220,51415.0,2425215.0
2006-09-22,20800,21150,20700,20900,15615,50687.0,2425215.0
2006-09-25,20900,21400,20400,21050,2805,51051.0,2425215.0
2006-09-26,21650,21650,20800,20850,2250,50566.0,2425215.0
2006-09-27,21000,21100,20900,21100,6890,51172.0,2425215.0
2006-09-28,21650,21650,20850,21400,8230,51900.0,2425215.0
2006-09-29,21100,21850,21000,21400,5090,51900.0,2425215.0
2006-10-02,21050,21200,20800,20950,12610,50808.0,2425215.0
2006-10-04,20950,21000,20700,20900,3296,50687.0,2425215.0
2006-10-09,20700,21000,19300,19450,14160,47170.0,2425215.0
2006-10-10,19450,19750,19000,19500,3596,47292.0,2425215.0
2006-10-11,19500,19650,19000,19650,2040,47655.0,2425215.0
2006-10-12,19650,19850,19600,19600,2480,47534.0,2425215.0
2006-10-13,19600,20250,19600,19950,3650,48383.0,2425215.0
2006-10-16,19900,20200,19850,19900,3230,48262.0,2425215.0
2006-10-17,19900,20000,19650,19900,4140,48262.0,2425215.0
2006-10-18,19850,19950,19850,19950,800,48383.0,2425215.0
2006-10-19,19950,20000,19800,19900,1900,48262.0,2425215.0
2006-10-20,19900,20100,19800,19800,2909,48019.0,2425215.0
2006-10-23,19800,20500,19700,20500,4150,49717.0,2425215.0
2006-10-24,20350,20400,20000,20100,5196,48747.0,2425215.0
2006-10-25,20100,20250,19900,20050,3740,48626.0,2425215.0
2006-10-26,20000,20000,19700,19900,2410,48262.0,2425215.0
2006-10-27,19850,19950,19650,19850,3203,48141.0,2425215.0
2006-10-30,20100,20100,19500,19850,840,48141.0,2425215.0
2006-10-31,19800,20200,19800,20150,10750,48868.0,2425215.0
2006-11-01,20150,20200,19900,20000,11180,48504.0,2425215.0
2006-11-02,20000,20300,19900,20300,5273,49232.0,2425215.0
2006-11-03,20150,20700,20150,20550,4372,49838.0,2425215.0
2006-11-06,20350,20500,20300,20500,9811,49717.0,2425215.0
2006-11-07,20550,20600,20350,20500,3030,49717.0,2425215.0
2006-11-08,20500,20600,20300,20500,2890,49717.0,2425215.0
2006-11-09,20450,20600,20450,20500,4600,49717.0,2425215.0
2006-11-10,20500,20600,20400,20550,2740,49838.0,2425215.0
2006-11-13,20400,20550,20300,20450,9152,49596.0,2425215.0
2006-11-14,20550,20600,20200,20500,14320,49717.0,2425215.0
2006-11-15,20500,20600,20400,20600,5350,49959.0,2425215.0
2006-11-16,20750,21300,20600,21150,20140,51293.0,2425215.0
2006-11-17,21150,21400,21000,21400,6670,51900.0,2425215.0
2006-11-20,21300,22250,21100,22000,15062,53355.0,2425215.0
2006-11-21,22000,22250,21500,21850,8220,52991.0,2425215.0
2006-11-22,21950,22250,21600,21650,13364,52506.0,2425215.0
2006-11-23,21700,22000,21350,21400,7813,51900.0,2425215.0
2006-11-24,21400,21800,21350,21800,7049,52870.0,2425215.0
2006-11-27,21800,22300,21700,22150,14550,53719.0,2425215.0
2006-11-28,22150,23000,22000,22550,13740,54689.0,2425215.0
2006-11-29,22600,23250,22600,22600,6099,54810.0,2425215.0
2006-11-30,23150,23200,22700,22900,19326,55537.0,2425215.0
2006-12-01,23000,23000,22150,22550,15580,54689.0,2425215.0
2006-12-04,22550,23150,22250,22900,16670,55537.0,2425215.0
2006-12-05,22750,23200,22550,22850,2640,55416.0,2425215.0
2006-12-06,22900,22900,22350,22850,5810,55416.0,2425215.0
2006-12-07,22500,22800,22150,22200,8061,53840.0,2425215.0
2006-12-08,22050,22300,21550,21550,12330,52263.0,2425215.0
2006-12-11,21550,21850,21300,21500,5760,52142.0,2425215.0
2006-12-12,21400,21700,21100,21650,8150,52506.0,2425215.0
2006-12-13,21250,21700,21250,21650,11630,52506.0,2425215.0
2006-12-14,21450,21750,21450,21500,8120,52142.0,2425215.0
2006-12-15,21500,21900,21500,21850,11440,52991.0,2425215.0
2006-12-18,21900,22300,21900,21950,13140,53233.0,2425215.0
2006-12-19,21800,22150,21750,22050,10611,53476.0,2425215.0
2006-12-20,22100,22500,22100,22450,15481,54446.0,2425215.0
2006-12-21,22600,22600,22150,22350,5750,54204.0,2425215.0
2006-12-22,22200,22350,22000,22300,5950,54082.0,2425215.0
2006-12-26,22300,22300,21850,22000,5660,53355.0,2425215.0
2006-12-27,21800,21800,21050,21300,5413,51657.0,2425215.0
2006-12-28,21500,21800,21300,21800,2625,52870.0,2425215.0
2007-01-02,21850,21850,21000,21400,3821,51900.0,2425215.0
2007-01-03,21300,21500,21100,21150,6640,51293.0,2425215.0
2007-01-04,21600,21600,20200,20550,14720,49838.0,2425215.0
2007-01-05,20550,20550,19850,20400,3445,49474.0,2425215.0
2007-01-08,19900,20100,19850,19850,9341,48141.0,2425215.0
2007-01-09,20200,20400,19800,20100,16310,48747.0,2425215.0
2007-01-10,20000,20200,19750,20200,7261,48989.0,2425215.0
2007-01-11,20050,20400,20000,20250,5030,49111.0,2425215.0
2007-01-12,20450,20450,20250,20400,1931,49474.0,2425215.0
2007-01-15,20650,20650,20200,20300,2440,49232.0,2425215.0
2007-01-16,20200,20500,20050,20400,3877,49474.0,2425215.0
2007-01-17,20150,20400,20000,20300,814,49232.0,2425215.0
2007-01-18,20350,20350,19800,20000,5300,48504.0,2425215.0
2007-01-19,19850,20200,19550,20000,7030,48504.0,2425215.0
2007-01-22,20000,20000,19450,19650,8710,47655.0,2425215.0
2007-01-23,19000,19650,19000,19200,1890,46564.0,2425215.0
2007-01-24,19500,19800,19250,19500,2080,47292.0,2425215.0
2007-01-25,19500,20300,19350,20300,2660,49232.0,2425215.0
2007-01-26,19800,20100,19700,20100,1561,48747.0,2425215.0
2007-01-29,19750,20150,19700,19900,1480,48262.0,2425215.0
2007-01-30,19900,20150,19650,20150,1620,48868.0,2425215.0
2007-01-31,20150,20200,19750,19750,3557,47898.0,2425215.0
2007-02-01,19950,20200,19750,19900,2420,48262.0,2425215.0
2007-02-02,19900,20150,19700,20000,3297,48504.0,2425215.0
2007-02-05,19750,20300,19750,20300,2660,49232.0,2425215.0
2007-02-06,20650,20650,20150,20400,3497,49474.0,2425215.0
2007-02-07,20550,20600,20250,20300,590,49232.0,2425215.0
2007-02-08,20200,20550,20050,20450,3447,49596.0,2425215.0
2007-02-09,20200,20400,20000,20300,5107,49232.0,2425215.0
2007-02-12,20300,20500,20000,20250,1927,49111.0,2425215.0
2007-02-13,20200,20250,20000,20150,6340,48868.0,2425215.0
2007-02-14,20250,20400,20000,20300,5030,49232.0,2425215.0
2007-02-15,20300,21300,20200,20300,5940,49232.0,2425215.0
2007-02-16,20250,20250,19950,20200,7610,48989.0,2425215.0
2007-02-20,20150,20150,19900,19950,11470,48383.0,2425215.0
2007-02-21,19950,20050,19750,19750,6871,47898.0,2425215.0
2007-02-22,19800,19950,19750,19850,10480,48141.0,2425215.0
2007-02-23,19800,20000,19750,19950,7090,48383.0,2425215.0
2007-02-26,19900,20150,19800,20000,8620,48504.0,2425215.0
2007-02-27,20050,20100,19900,19900,6880,48262.0,2425215.0
2007-02-28,19650,19650,19000,19600,9910,47534.0,2425215.0
2007-03-02,19450,19900,19450,19650,4940,47655.0,2425215.0
2007-03-05,19900,19900,19450,19550,5280,47413.0,2425215.0
2007-03-06,19550,20000,19450,19800,4273,48019.0,2425215.0
2007-03-07,20000,20000,19800,20000,3230,48504.0,2425215.0
2007-03-08,20000,20150,19800,20050,2530,48626.0,2425215.0
