부국증권(001270),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2014-08-14,13700,13950,13700,13800,1277,143104.0,10369886.0
2014-08-18,13600,13700,13500,13650,2394,141549.0,10369886.0
2014-08-19,13450,13650,13400,13500,1328,139993.0,10369886.0
2014-08-20,13500,13650,13400,13600,2216,141030.0,10369886.0
2014-08-21,13700,13700,13200,13250,2419,137401.0,10369886.0
2014-08-22,13100,13500,13050,13500,1622,139993.0,10369886.0
2014-08-25,13200,13400,13200,13200,702,136882.0,10369886.0
2014-08-26,13400,13400,13000,13300,2251,137919.0,10369886.0
2014-08-27,13300,13850,13250,13600,15308,141030.0,10369886.0
2014-08-28,13600,13800,13500,13500,74704,139993.0,10369886.0
2014-08-29,13500,13850,13200,13850,4608,143623.0,10369886.0
2014-09-01,13950,14050,13650,13900,4899,144141.0,10369886.0
2014-09-02,13900,13900,13600,13750,3697,142586.0,10369886.0
2014-09-03,13550,13850,13350,13800,3722,143104.0,10369886.0
2014-09-04,13600,13850,13500,13650,13091,141549.0,10369886.0
2014-09-05,13400,13750,13400,13700,518,142067.0,10369886.0
2014-09-11,13700,13850,13550,13800,2647,143104.0,10369886.0
2014-09-12,13800,13850,13500,13550,2957,140512.0,10369886.0
2014-09-15,13700,13700,13500,13550,1331,140512.0,10369886.0
2014-09-16,13450,13500,13300,13300,1498,137919.0,10369886.0
2014-09-17,13300,13550,13300,13450,3387,139475.0,10369886.0
2014-09-18,13700,13700,13100,13250,2130,137401.0,10369886.0
2014-09-19,13250,13550,13250,13450,4318,139475.0,10369886.0
2014-09-22,13550,13600,13400,13400,1556,138956.0,10369886.0
2014-09-23,13250,13600,13250,13500,523,139993.0,10369886.0
2014-09-24,13400,13700,13200,13250,2675,137401.0,10369886.0
2014-09-25,13300,13450,13250,13450,10670,139475.0,10369886.0
2014-09-26,13400,13450,13200,13400,1579,138956.0,10369886.0
2014-09-29,13200,13450,13050,13100,11872,135846.0,10369886.0
2014-09-30,13100,13300,13100,13200,1363,136882.0,10369886.0
2014-10-01,13100,13300,13100,13200,4973,136882.0,10369886.0
2014-10-02,13100,13300,13050,13100,1796,135846.0,10369886.0
2014-10-06,13250,13500,13200,13450,3277,139475.0,10369886.0
2014-10-07,13500,13500,13200,13350,5013,138438.0,10369886.0
2014-10-08,13350,13400,13250,13400,2105,138956.0,10369886.0
2014-10-10,13350,13400,13050,13150,7669,136364.0,10369886.0
2014-10-13,13100,13100,12850,12850,5771,133253.0,10369886.0
2014-10-14,12800,13100,12800,13100,701,135846.0,10369886.0
2014-10-15,12950,13350,12950,13350,55,138438.0,10369886.0
2014-10-16,13400,13400,13000,13050,4609,135327.0,10369886.0
2014-10-17,13250,13350,13150,13300,703,137919.0,10369886.0
2014-10-20,13300,13300,13100,13100,2636,135846.0,10369886.0
2014-10-21,13100,13950,13100,13350,2067,138438.0,10369886.0
2014-10-22,13350,13950,13350,13800,1620,143104.0,10369886.0
2014-10-23,13700,14150,13300,14100,3685,146215.0,10369886.0
2014-10-24,13850,14600,13700,14550,990,150882.0,10369886.0
2014-10-27,14400,14600,14150,14500,1068,150363.0,10369886.0
2014-10-28,14200,14600,14200,14550,860,150882.0,10369886.0
2014-10-29,14300,14950,14300,14950,8866,155030.0,10369886.0
2014-10-30,15050,15050,14650,14850,2772,153993.0,10369886.0
2014-10-31,15000,15000,14850,14850,798,153993.0,10369886.0
2014-11-03,14250,15150,14250,15050,4340,156067.0,10369886.0
2014-11-04,14750,14950,14500,14500,2546,150363.0,10369886.0
2014-11-05,14450,15000,14450,15000,1033,155548.0,10369886.0
2014-11-06,15050,15050,14550,14800,1109,153474.0,10369886.0
2014-11-07,14500,14800,14500,14600,720,151400.0,10369886.0
2014-11-10,14900,15050,14350,15050,1339,156067.0,10369886.0
2014-11-11,14950,14950,14750,14850,382,153993.0,10369886.0
2014-11-12,15300,15300,14600,14600,1146,151400.0,10369886.0
2014-11-13,14900,15100,14800,15050,1378,156067.0,10369886.0
2014-11-14,14800,15100,14600,14600,798,151400.0,10369886.0
2014-11-17,14600,14600,13650,14000,7789,145178.0,10369886.0
2014-11-18,14100,14100,13800,14100,3249,146215.0,10369886.0
2014-11-19,14100,14150,13900,14050,5648,145697.0,10369886.0
2014-11-20,14100,14400,14050,14250,5124,147771.0,10369886.0
2014-11-21,14300,14500,14200,14250,5802,147771.0,10369886.0
2014-11-24,14300,14350,14200,14250,2486,147771.0,10369886.0
2014-11-25,14100,14250,14100,14250,112,147771.0,10369886.0
2014-11-26,14250,14500,14200,14400,14232,149326.0,10369886.0
2014-11-27,14400,14400,14200,14200,4048,147252.0,10369886.0
2014-11-28,14200,14250,14100,14100,3564,146215.0,10369886.0
2014-12-01,14500,14500,14200,14300,5323,148289.0,10369886.0
2014-12-02,14500,14500,14300,14350,1950,148808.0,10369886.0
2014-12-03,14450,15100,14450,15100,5706,156585.0,10369886.0
2014-12-04,15500,15500,15100,15100,2253,156585.0,10369886.0
2014-12-05,15300,15450,15100,15150,1057,157104.0,10369886.0
2014-12-08,15450,15450,15150,15400,339,159696.0,10369886.0
2014-12-09,15200,15400,15200,15400,2010,159696.0,10369886.0
2014-12-10,15400,15450,14900,14900,5075,154511.0,10369886.0
2014-12-11,14900,15050,14800,14800,2448,153474.0,10369886.0
2014-12-12,15000,15050,14850,15050,168,156067.0,10369886.0
2014-12-15,15050,15250,15050,15250,1806,158141.0,10369886.0
2014-12-16,15200,15450,15150,15400,5769,159696.0,10369886.0
2014-12-17,15400,15400,15000,15400,5406,159696.0,10369886.0
2014-12-18,15400,15450,15000,15000,868,155548.0,10369886.0
2014-12-19,15050,15400,15050,15300,1269,158659.0,10369886.0
2014-12-22,15400,17000,15350,15900,3435,164881.0,10369886.0
2014-12-23,16050,16350,15600,15600,847,161770.0,10369886.0
2014-12-24,15600,15800,15200,15250,2262,158141.0,10369886.0
2014-12-26,15200,15250,15000,15250,5985,158141.0,10369886.0
2014-12-29,15250,15250,15000,15200,555,157622.0,10369886.0
2014-12-30,15100,15200,15100,15150,1117,157104.0,10369886.0
2015-01-02,15000,15150,15000,15050,648,156067.0,10369886.0
2015-01-05,15000,15000,15000,15000,2033,155548.0,10369886.0
2015-01-06,15000,15050,15000,15000,628,155548.0,10369886.0
2015-01-07,15000,15300,15000,15300,103,158659.0,10369886.0
2015-01-08,16900,16900,15400,15400,302,159696.0,10369886.0
2015-01-09,15500,15500,15100,15500,247,160733.0,10369886.0
2015-01-12,15500,15600,15250,15250,454,158141.0,10369886.0
2015-01-13,15400,15400,15400,15400,9,159696.0,10369886.0
2015-01-14,15400,16050,15400,16050,359,166437.0,10369886.0
2015-01-15,15650,16150,15650,15850,313,164363.0,10369886.0
2015-01-16,16200,16800,16000,16150,1026,167474.0,10369886.0
2015-01-19,16150,16350,15900,16250,185,168511.0,10369886.0
2015-01-20,15900,16350,15900,16200,1481,167992.0,10369886.0
2015-01-21,17000,17000,15750,15750,1434,163326.0,10369886.0
2015-01-22,15750,15750,14650,15050,6328,156067.0,10369886.0
2015-01-23,15100,15750,15000,15750,1567,163326.0,10369886.0
2015-01-26,15650,16950,15400,16700,20654,173177.0,10369886.0
2015-01-27,16900,16900,16000,16400,2342,170066.0,10369886.0
2015-01-28,16300,16400,16000,16100,519,166955.0,10369886.0
2015-01-29,16100,16750,16000,16750,2079,173696.0,10369886.0
2015-01-30,18350,18350,16850,16850,4195,174733.0,10369886.0
2015-02-02,16700,16850,16600,16650,579,172659.0,10369886.0
2015-02-03,16650,17050,16650,16650,238,172659.0,10369886.0
2015-02-04,16600,17050,16550,16550,1005,171622.0,10369886.0
2015-02-05,16550,17000,16550,17000,1187,176288.0,10369886.0
2015-02-06,17000,17000,16600,16650,2473,172659.0,10369886.0
2015-02-09,17000,17000,16300,16350,3340,169548.0,10369886.0
2015-02-10,16300,16700,16300,16400,169,170066.0,10369886.0
2015-02-11,16450,16800,16400,16450,363,170585.0,10369886.0
2015-02-12,16500,16800,16500,16800,1031,174214.0,10369886.0
2015-02-13,16800,16850,16800,16800,26,174214.0,10369886.0
2015-02-16,16800,16900,16800,16900,374,175251.0,10369886.0
2015-02-17,17200,17200,17000,17050,6959,176807.0,10369886.0
2015-02-23,17200,17200,17000,17000,1214,176288.0,10369886.0
2015-02-24,17400,17400,17150,17250,3028,178881.0,10369886.0
2015-02-25,17250,17850,17050,17850,3980,185102.0,10369886.0
2015-02-26,17450,17900,17400,17900,5291,185621.0,10369886.0
2015-02-27,17900,18100,17600,17850,407,185102.0,10369886.0
2015-03-02,17900,18850,17800,18800,3850,194954.0,10369886.0
2015-03-03,18800,18800,18200,18550,2092,192361.0,10369886.0
2015-03-04,18300,18300,18000,18200,6796,188732.0,10369886.0
2015-03-05,17900,18400,17900,18250,1450,189250.0,10369886.0
2015-03-06,18450,18500,18200,18300,1155,189769.0,10369886.0
2015-03-09,18050,18250,17900,18250,232,189250.0,10369886.0
2015-03-10,18250,18400,17500,18050,346,187176.0,10369886.0
2015-03-11,17800,18250,17800,18150,465,188213.0,10369886.0
2015-03-12,17700,18100,17700,18100,386,187695.0,10369886.0
2015-03-13,18100,18150,17700,18150,495,188213.0,10369886.0
2015-03-16,18150,18200,17000,18100,101,187695.0,10369886.0
2015-03-17,18050,18250,17550,18000,5554,186658.0,10369886.0
2015-03-18,18000,18150,17850,17950,586,186139.0,10369886.0
2015-03-19,18100,18250,17950,17950,10029,186139.0,10369886.0
2015-03-20,18250,18250,17900,18000,2029,186658.0,10369886.0
2015-03-23,18050,18650,18000,18050,3180,187176.0,10369886.0
2015-03-24,17900,18400,17900,18150,1204,188213.0,10369886.0
2015-03-25,18100,18100,18000,18100,2388,187695.0,10369886.0
2015-03-26,18100,18100,17850,18000,235,186658.0,10369886.0
2015-03-27,18100,18250,18050,18050,2595,187176.0,10369886.0
2015-03-30,18100,18350,17900,18050,2845,187176.0,10369886.0
2015-03-31,18400,19300,17950,18100,13084,187695.0,10369886.0
2015-04-01,18050,18150,17550,18150,5107,188213.0,10369886.0
2015-04-02,18100,18750,17850,17950,4060,186139.0,10369886.0
2015-04-03,17900,18950,17750,18950,19082,196509.0,10369886.0
2015-04-06,19150,19650,18650,18750,8252,194435.0,10369886.0
2015-04-07,18750,19050,18250,18550,2936,192361.0,10369886.0
2015-04-08,18650,19250,18450,18600,10343,192880.0,10369886.0
2015-04-09,18850,19450,18600,18700,11015,193917.0,10369886.0
2015-04-10,18650,19500,18650,19200,14364,199102.0,10369886.0
2015-04-13,20000,21250,19500,21250,32982,220360.0,10369886.0
2015-04-14,21500,21500,20300,20800,13346,215694.0,10369886.0
2015-04-15,20800,21000,20200,20850,6201,216212.0,10369886.0
2015-04-16,20850,21200,20200,20450,9523,212064.0,10369886.0
2015-04-17,20200,20250,20000,20200,8681,209472.0,10369886.0
2015-04-20,20200,20200,19600,19750,8884,204805.0,10369886.0
2015-04-21,19800,20100,19500,19700,5656,204287.0,10369886.0
2015-04-22,19500,20250,19100,19500,13151,202213.0,10369886.0
2015-04-23,19500,19650,19150,19500,3712,202213.0,10369886.0
2015-04-24,19500,19650,18500,18950,4953,196509.0,10369886.0
2015-04-27,18650,19250,18650,19200,6220,199102.0,10369886.0
2015-04-28,19200,19400,18900,19250,5743,199620.0,10369886.0
2015-04-29,19050,19350,18950,19000,6484,197028.0,10369886.0
2015-04-30,18900,19250,18200,19000,9260,197028.0,10369886.0
2015-05-04,19200,19200,18900,19050,3312,197546.0,10369886.0
2015-05-06,19050,19050,17950,18900,7179,195991.0,10369886.0
2015-05-07,18900,18950,18000,18950,6068,196509.0,10369886.0
2015-05-08,18950,18950,18550,18600,987,192880.0,10369886.0
2015-05-11,18600,19000,18600,18650,2088,193398.0,10369886.0
2015-05-12,18650,18650,18000,18300,7025,189769.0,10369886.0
2015-05-13,18250,18750,18100,18300,4120,189769.0,10369886.0
2015-05-14,18450,18450,18100,18300,3021,189769.0,10369886.0
2015-05-15,18500,18500,18200,18400,2155,190806.0,10369886.0
2015-05-18,18350,18350,17950,17950,4007,186139.0,10369886.0
2015-05-19,17950,18400,17600,18050,2705,187176.0,10369886.0
2015-05-20,18250,18250,18100,18150,4683,188213.0,10369886.0
2015-05-21,18250,18500,17950,18200,2645,188732.0,10369886.0
2015-05-22,18200,18200,17950,18100,1342,187695.0,10369886.0
2015-05-26,18100,18450,17800,18100,3998,187695.0,10369886.0
2015-05-27,17950,17950,17550,17700,3434,183547.0,10369886.0
2015-05-28,17650,17700,17250,17300,3634,179399.0,10369886.0
2015-05-29,17400,17700,17200,17350,1731,179918.0,10369886.0
2015-06-01,17150,17450,17100,17200,2332,178362.0,10369886.0
2015-06-02,17600,17600,17100,17300,1141,179399.0,10369886.0
2015-06-03,17050,17500,17000,17300,781,179399.0,10369886.0
2015-06-04,17300,17550,16800,17250,1673,178881.0,10369886.0
2015-06-05,17250,17400,16800,16900,2616,175251.0,10369886.0
2015-06-08,16750,17750,16700,17550,4648,181991.0,10369886.0
2015-06-09,17550,17600,17200,17400,919,180436.0,10369886.0
2015-06-10,17400,17450,17050,17200,1452,178362.0,10369886.0
2015-06-11,17600,17600,17000,17100,5278,177325.0,10369886.0
2015-06-12,17500,17500,16700,17250,4244,178881.0,10369886.0
2015-06-15,17000,17200,16650,17200,761,178362.0,10369886.0
2015-06-16,16950,17150,16500,16950,3499,175770.0,10369886.0
2015-06-17,16950,17050,16800,17000,1459,176288.0,10369886.0
2015-06-18,17000,17250,16700,16800,4236,174214.0,10369886.0
2015-06-19,17300,17300,16600,16650,11190,172659.0,10369886.0
2015-06-22,16850,17200,16800,17150,2607,177844.0,10369886.0
2015-06-23,17150,18000,16900,17800,3136,184584.0,10369886.0
2015-06-24,17700,17800,17600,17700,747,183547.0,10369886.0
2015-06-25,17850,18450,17500,18300,4308,189769.0,10369886.0
2015-06-26,18500,18500,18200,18300,2496,189769.0,10369886.0
2015-06-29,18100,18100,17550,17850,1783,185102.0,10369886.0
2015-06-30,17750,17800,17650,17800,1333,184584.0,10369886.0
2015-07-01,17400,18150,17300,18100,2547,187695.0,10369886.0
2015-07-02,18100,18650,17950,18500,5166,191843.0,10369886.0
2015-07-03,18750,18750,18350,18350,3668,190287.0,10369886.0
2015-07-06,17350,18300,17200,17500,1844,181473.0,10369886.0
2015-07-07,17500,18000,17500,17950,1581,186139.0,10369886.0
2015-07-08,18150,18150,18000,18000,406,186658.0,10369886.0
2015-07-09,17650,18000,17100,18000,948,186658.0,10369886.0
2015-07-10,17550,18150,17550,18150,83,188213.0,10369886.0
2015-07-13,18100,18300,18100,18300,2007,189769.0,10369886.0
2015-07-14,18450,18600,17800,17800,8369,184584.0,10369886.0
2015-07-15,17850,18150,17850,18000,1428,186658.0,10369886.0
2015-07-16,17650,18050,17650,18000,1390,186658.0,10369886.0
2015-07-17,18500,18500,17950,17950,3508,186139.0,10369886.0
2015-07-20,17950,18000,17400,17550,2820,181991.0,10369886.0
2015-07-21,17650,17750,17200,17600,1708,182510.0,10369886.0
2015-07-22,17650,17750,17350,17500,228,181473.0,10369886.0
2015-07-23,17400,17550,17000,17400,1642,180436.0,10369886.0
2015-07-24,17400,17500,17300,17450,706,180955.0,10369886.0
2015-07-27,17200,17850,17150,17600,1609,182510.0,10369886.0
2015-07-28,17750,17750,17300,17350,200,179918.0,10369886.0
2015-07-29,17300,17550,17100,17300,1005,179399.0,10369886.0
2015-07-30,17300,17400,17000,17400,413,180436.0,10369886.0
2015-07-31,17400,17400,17050,17350,276,179918.0,10369886.0
2015-08-03,17350,17350,17100,17300,435,179399.0,10369886.0
2015-08-04,17350,17500,17200,17250,148,178881.0,10369886.0
2015-08-05,17200,17400,17200,17400,51,180436.0,10369886.0
2015-08-06,17400,17500,17250,17450,1048,180955.0,10369886.0
2015-08-07,17550,17550,17150,17300,959,179399.0,10369886.0
2015-08-10,17300,17300,16700,17000,2325,176288.0,10369886.0
2015-08-11,17100,17250,16750,16950,1632,175770.0,10369886.0
2015-08-12,16600,16800,16500,16800,2391,174214.0,10369886.0
2015-08-13,16800,17000,16650,17000,1733,176288.0,10369886.0
2015-08-17,16950,17300,16950,17200,1320,178362.0,10369886.0
2015-08-18,17200,17200,16700,16950,303,175770.0,10369886.0
2015-08-19,16900,16900,16400,16800,12791,174214.0,10369886.0
2015-08-20,16700,16700,16500,16700,3341,173177.0,10369886.0
2015-08-21,16400,16650,16300,16400,5212,170066.0,10369886.0
2015-08-24,16400,16450,15800,15850,5068,164363.0,10369886.0
2015-08-25,16200,16300,15700,16200,16112,167992.0,10369886.0
2015-08-26,16400,16500,16150,16500,6637,171103.0,10369886.0
2015-08-27,16600,16700,16400,16700,6794,173177.0,10369886.0
2015-08-28,16700,16800,16350,16400,10325,170066.0,10369886.0
2015-08-31,16500,16950,16350,16950,5462,175770.0,10369886.0
2015-09-01,17050,17050,16450,16650,5257,172659.0,10369886.0
2015-09-02,16650,17600,16650,17000,2162,176288.0,10369886.0
2015-09-03,16800,17450,16800,17300,5522,179399.0,10369886.0
2015-09-04,17300,17300,16900,17100,347,177325.0,10369886.0
2015-09-07,17100,17100,16700,17050,254,176807.0,10369886.0
2015-09-08,16700,16850,16500,16750,394,173696.0,10369886.0
2015-09-09,16800,17450,16800,17350,617,179918.0,10369886.0
2015-09-10,16850,17250,16850,17100,29,177325.0,10369886.0
2015-09-11,17400,17450,17100,17100,1324,177325.0,10369886.0
2015-09-14,17200,17200,16900,17100,1438,177325.0,10369886.0
2015-09-15,17200,17500,16900,17100,1047,177325.0,10369886.0
2015-09-16,17400,17500,17300,17300,960,179399.0,10369886.0
2015-09-17,17300,17300,16800,17150,1741,177844.0,10369886.0
2015-09-18,17150,17400,17000,17050,3652,176807.0,10369886.0
2015-09-21,17050,17300,17050,17250,55,178881.0,10369886.0
2015-09-22,17250,17350,16550,17100,2116,177325.0,10369886.0
2015-09-23,16750,16950,16200,16450,6359,170585.0,10369886.0
2015-09-24,16550,16950,16500,16950,250,175770.0,10369886.0
2015-09-25,16600,16900,16500,16900,58,175251.0,10369886.0
2015-09-30,16850,17000,16750,16950,1697,175770.0,10369886.0
2015-10-01,16950,17100,16900,17000,1440,176288.0,10369886.0
2015-10-02,17150,17250,16950,17000,2043,176288.0,10369886.0
2015-10-05,17100,17100,16850,17100,209,177325.0,10369886.0
2015-10-06,17100,17100,16900,17050,121,176807.0,10369886.0
2015-10-07,17150,17150,16850,17100,3137,177325.0,10369886.0
2015-10-08,17100,17100,16850,17100,4063,177325.0,10369886.0
2015-10-12,17450,17450,16950,17150,1343,177844.0,10369886.0
2015-10-13,17150,17150,16900,17000,3371,176288.0,10369886.0
2015-10-14,17050,17150,16900,17050,625,176807.0,10369886.0
2015-10-15,17050,17450,17050,17200,4838,178362.0,10369886.0
2015-10-16,17200,17200,16850,17200,3523,178362.0,10369886.0
2015-10-19,17200,17200,17050,17150,904,177844.0,10369886.0
2015-10-20,17150,17300,17150,17150,488,177844.0,10369886.0
2015-10-21,17150,17150,17000,17150,3123,177844.0,10369886.0
2015-10-22,17150,17300,17100,17150,1597,177844.0,10369886.0
2015-10-23,17450,17450,17050,17150,2076,177844.0,10369886.0
2015-10-26,17600,17700,17000,17200,1271,178362.0,10369886.0
2015-10-27,17000,17200,17000,17150,1734,177844.0,10369886.0
2015-10-28,17150,17500,17100,17200,7657,178362.0,10369886.0
2015-10-29,17200,17200,17050,17200,3908,178362.0,10369886.0
2015-10-30,17200,17200,17050,17200,2551,178362.0,10369886.0
2015-11-02,16950,17200,16900,17200,1394,178362.0,10369886.0
2015-11-03,17200,17300,17000,17200,5850,178362.0,10369886.0
2015-11-04,17150,17200,17100,17100,6757,177325.0,10369886.0
2015-11-05,17150,17200,16950,17050,3391,176807.0,10369886.0
2015-11-06,17100,17150,16950,17150,1469,177844.0,10369886.0
2015-11-09,17000,17550,16500,16950,1734,175770.0,10369886.0
2015-11-10,16950,17150,16800,16850,243,174733.0,10369886.0
2015-11-11,16800,16950,16750,16950,675,175770.0,10369886.0
2015-11-12,16950,17000,16650,17000,1653,176288.0,10369886.0
2015-11-13,16700,17000,16700,17000,2565,176288.0,10369886.0
2015-11-16,16950,17000,16850,17000,115,176288.0,10369886.0
2015-11-17,17000,17300,16950,17100,6834,177325.0,10369886.0
2015-11-18,17100,17300,17050,17300,4131,179399.0,10369886.0
2015-11-19,17350,17350,17050,17250,2117,178881.0,10369886.0
2015-11-20,17250,17250,17150,17150,3459,177844.0,10369886.0
2015-11-23,17250,17250,17050,17200,1563,178362.0,10369886.0
2015-11-24,17200,17350,17150,17200,7687,178362.0,10369886.0
2015-11-25,17100,17200,17000,17150,4525,177844.0,10369886.0
2015-11-26,17000,17300,16500,16900,7022,175251.0,10369886.0
2015-11-27,16900,17150,16850,17150,2355,177844.0,10369886.0
2015-11-30,17150,17200,16850,17000,2142,176288.0,10369886.0
2015-12-01,17150,17150,16850,17150,2000,177844.0,10369886.0
2015-12-02,17200,17200,16850,17000,1153,176288.0,10369886.0
2015-12-03,17000,17150,16950,17050,481,176807.0,10369886.0
2015-12-04,17000,17050,16900,17000,121,176288.0,10369886.0
2015-12-07,17000,17000,16700,17000,4776,176288.0,10369886.0
2015-12-08,16850,17800,16700,16850,2944,174733.0,10369886.0
2015-12-09,16850,16950,16550,16850,3865,174733.0,10369886.0
2015-12-10,16850,16900,16650,16750,883,173696.0,10369886.0
2015-12-11,16750,16750,16600,16750,1456,173696.0,10369886.0
2015-12-14,16150,16650,16150,16600,1286,172140.0,10369886.0
2015-12-15,16600,16950,16400,16650,10618,172659.0,10369886.0
2015-12-16,16950,16950,16450,16650,6139,172659.0,10369886.0
2015-12-17,16750,16900,16600,16750,12868,173696.0,10369886.0
2015-12-18,16750,16950,16650,16750,3645,173696.0,10369886.0
2015-12-21,16700,16900,16700,16850,1297,174733.0,10369886.0
2015-12-22,16800,17050,16750,16900,3415,175251.0,10369886.0
2015-12-23,16950,17200,16850,17000,11720,176288.0,10369886.0
2015-12-24,17000,17200,16950,16950,11758,175770.0,10369886.0
2015-12-28,17000,17400,17000,17300,14424,179399.0,10369886.0
2015-12-29,16500,17000,16000,16200,8131,167992.0,10369886.0
2015-12-30,16200,16250,15950,16000,6492,165918.0,10369886.0
2016-01-04,16000,16050,15600,15650,5400,162289.0,10369886.0
2016-01-05,15650,15700,15250,15250,10269,158141.0,10369886.0
2016-01-06,15450,15600,15300,15500,8727,160733.0,10369886.0
2016-01-07,15500,15550,15250,15550,4787,161252.0,10369886.0
2016-01-08,15400,15400,14850,14950,16553,155030.0,10369886.0
2016-01-11,15000,15100,14450,14450,8070,149845.0,10369886.0
2016-01-12,14800,14900,14700,14800,4823,153474.0,10369886.0
2016-01-13,14800,15500,14800,14900,5251,154511.0,10369886.0
2016-01-14,14900,15350,14700,14900,6439,154511.0,10369886.0
2016-01-15,14850,15300,14850,15300,11696,158659.0,10369886.0
2016-01-18,15450,15450,14950,15300,4344,158659.0,10369886.0
2016-01-19,15650,15650,14950,15150,4748,157104.0,10369886.0
2016-01-20,15450,15450,14400,14800,9835,153474.0,10369886.0
2016-01-21,14900,15600,14800,14850,2063,153993.0,10369886.0
2016-01-22,14900,15400,14900,15050,3459,156067.0,10369886.0
2016-01-25,15200,15200,15050,15100,1941,156585.0,10369886.0
2016-01-26,15050,15200,14900,15100,3375,156585.0,10369886.0
2016-01-27,15100,15600,15100,15400,1735,159696.0,10369886.0
2016-01-28,15650,15900,15350,15550,2476,161252.0,10369886.0
2016-01-29,15700,15700,15500,15700,1869,162807.0,10369886.0
2016-02-01,15700,15900,15650,15800,3636,163844.0,10369886.0
2016-02-02,15600,15650,15300,15650,2768,162289.0,10369886.0
2016-02-03,15400,15650,15400,15650,1788,162289.0,10369886.0
2016-02-04,15850,15850,15600,15750,932,163326.0,10369886.0
2016-02-05,15750,15850,15700,15850,836,164363.0,10369886.0
2016-02-11,15650,15650,15250,15350,1324,159178.0,10369886.0
2016-02-12,15400,15400,14700,14950,7290,155030.0,10369886.0
2016-02-15,15300,15400,15000,15000,493,155548.0,10369886.0
2016-02-16,15200,15350,14800,15200,5239,157622.0,10369886.0
2016-02-17,15200,15250,14950,14950,3116,155030.0,10369886.0
2016-02-18,15050,15250,15000,15050,7617,156067.0,10369886.0
2016-02-19,15150,15200,15050,15100,1545,156585.0,10369886.0
2016-02-22,15150,15250,15100,15250,610,158141.0,10369886.0
2016-02-23,15250,15350,15200,15300,3338,158659.0,10369886.0
2016-02-24,15200,15500,15200,15350,1232,159178.0,10369886.0
2016-02-25,15350,15500,15200,15450,3537,160215.0,10369886.0
2016-02-26,15600,16400,15500,15700,12664,162807.0,10369886.0
2016-02-29,15500,16150,15500,16000,5914,165918.0,10369886.0
2016-03-02,16050,16100,15950,16050,6299,166437.0,10369886.0
2016-03-03,16050,16300,16050,16150,2940,167474.0,10369886.0
2016-03-04,16100,16300,16050,16250,5034,168511.0,10369886.0
2016-03-07,16250,16550,16250,16500,13946,171103.0,10369886.0
2016-03-08,16500,16500,16250,16450,8243,170585.0,10369886.0
2016-03-09,16450,16550,16350,16400,11019,170066.0,10369886.0
2016-03-10,16350,16550,16300,16400,11266,170066.0,10369886.0
2016-03-11,16350,16500,16300,16450,4656,170585.0,10369886.0
2016-03-14,16550,16550,16450,16500,3999,171103.0,10369886.0
2016-03-15,16550,16650,16450,16500,6806,171103.0,10369886.0
2016-03-16,16500,16550,16400,16450,31460,170585.0,10369886.0
2016-03-17,16500,16800,16500,16800,20605,174214.0,10369886.0
2016-03-18,17100,17100,16750,16750,16338,173696.0,10369886.0
2016-03-21,16900,16900,16700,16800,5079,174214.0,10369886.0
2016-03-22,16800,16850,16400,16600,42577,172140.0,10369886.0
2016-03-23,16600,16800,16550,16750,5304,173696.0,10369886.0
2016-03-24,16750,16800,16700,16750,19051,173696.0,10369886.0
2016-03-25,16750,16850,16700,16800,8432,174214.0,10369886.0
2016-03-28,16800,17000,16750,16850,11369,174733.0,10369886.0
2016-03-29,16700,17050,16700,17050,7120,176807.0,10369886.0
2016-03-30,17050,17150,17000,17050,41921,176807.0,10369886.0
2016-03-31,17050,17200,16900,17100,3302,177325.0,10369886.0
2016-04-01,17100,17300,16950,17200,5503,178362.0,10369886.0
2016-04-04,17200,17550,17200,17400,4323,180436.0,10369886.0
2016-04-05,17400,17500,17300,17450,2554,180955.0,10369886.0
2016-04-06,17450,17500,17150,17500,3798,181473.0,10369886.0
2016-04-07,17500,17600,17400,17550,3041,181991.0,10369886.0
2016-04-08,17350,17700,17350,17700,2142,183547.0,10369886.0
2016-04-11,17600,17800,17550,17700,2148,183547.0,10369886.0
2016-04-12,17800,17800,17550,17800,1999,184584.0,10369886.0
2016-04-14,17850,18500,17750,18300,5651,189769.0,10369886.0
2016-04-15,18500,18500,18150,18500,2248,191843.0,10369886.0
2016-04-18,18450,18450,18000,18200,3602,188732.0,10369886.0
2016-04-19,18300,18300,17850,18200,22363,188732.0,10369886.0
2016-04-20,18200,18300,18000,18150,4914,188213.0,10369886.0
2016-04-21,18350,18350,17950,18200,857,188732.0,10369886.0
2016-04-22,18150,18200,17900,17950,2401,186139.0,10369886.0
2016-04-25,17900,18000,17650,17900,8015,185621.0,10369886.0
2016-04-26,17700,17950,17700,17950,4300,186139.0,10369886.0
2016-04-27,17950,18000,17700,17850,2018,185102.0,10369886.0
2016-04-28,17800,18400,17700,17950,4109,186139.0,10369886.0
2016-04-29,17950,17950,17650,17900,4393,185621.0,10369886.0
2016-05-02,17850,17900,17600,17800,4201,184584.0,10369886.0
2016-05-03,17800,18000,17600,18000,1426,186658.0,10369886.0
2016-05-04,18000,18000,17500,17900,20482,185621.0,10369886.0
2016-05-09,17650,18000,17600,17700,2607,183547.0,10369886.0
2016-05-10,17600,17800,17600,17650,711,183028.0,10369886.0
