천일고속(000650),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
1999-03-03,14403,14754,14403,14472,3700,19374.0,940495.0
1999-03-04,14613,16616,14192,16614,21200,22243.0,940495.0
1999-03-05,16686,17072,14824,15455,38590,20691.0,940495.0
1999-03-08,15738,17775,15105,17774,19930,23795.0,940495.0
1999-03-09,17423,17845,16159,16157,44600,21631.0,940495.0
1999-03-10,16158,16755,14963,15455,5600,20691.0,940495.0
1999-03-11,15526,16439,15455,15455,4700,20691.0,940495.0
1999-03-12,16158,16158,15455,15665,3790,20973.0,940495.0
1999-03-15,14860,16160,14860,16018,3450,21443.0,940495.0
1999-03-16,15525,16474,15525,15806,1550,21161.0,940495.0
1999-03-17,16580,16580,15947,15947,2090,21349.0,940495.0
1999-03-18,16159,16159,15597,15701,2090,21020.0,940495.0
1999-03-19,15702,16089,15702,16052,1580,21490.0,940495.0
1999-03-22,16017,16509,15807,16122,8100,21584.0,940495.0
1999-03-23,16089,16089,15842,15877,1370,21255.0,940495.0
1999-03-24,15105,16159,15105,16157,2800,21631.0,940495.0
1999-03-25,15456,16159,15456,15877,780,21255.0,940495.0
1999-03-26,15456,15878,15456,15877,1460,21255.0,940495.0
1999-03-29,15595,16228,15455,15595,4260,22200.0,1000000.0
1999-03-30,15807,16052,15455,15595,1480,22200.0,1000000.0
1999-03-31,15456,15808,15456,15526,2190,22100.0,1000000.0
1999-04-01,15560,16087,15174,16086,2120,22900.0,1000000.0
1999-04-02,16158,16158,15490,15490,1450,22050.0,1000000.0
1999-04-06,15527,16089,15527,15526,1670,22100.0,1000000.0
1999-04-07,15526,15772,15455,15455,2980,22000.0,1000000.0
1999-04-08,15526,15947,15104,15947,3290,22700.0,1000000.0
1999-04-09,15736,15876,15595,15595,840,22200.0,1000000.0
1999-04-12,15455,15807,15385,15595,3980,22200.0,1000000.0
1999-04-13,15668,15668,15386,15526,3680,22100.0,1000000.0
1999-04-14,15527,17565,15527,16018,19370,22800.0,1000000.0
1999-04-15,16018,16510,15877,16157,5940,23000.0,1000000.0
1999-04-16,15456,16861,15456,15561,2090,22150.0,1000000.0
1999-04-19,15703,15703,14895,14893,3900,21200.0,1000000.0
1999-04-20,15385,15736,14894,15173,4110,21600.0,1000000.0
1999-04-21,15386,15773,14999,15069,2910,21450.0,1000000.0
1999-04-22,15175,15175,14683,14752,1470,21000.0,1000000.0
1999-04-23,14824,15069,14824,14963,1250,21300.0,1000000.0
1999-04-26,15385,15385,14753,15314,2930,21800.0,1000000.0
1999-04-27,15385,15385,14823,15314,1350,21800.0,1000000.0
1999-04-28,15456,15948,15035,15526,6290,22100.0,1000000.0
1999-04-29,16089,16861,15807,15877,6930,22600.0,1000000.0
1999-04-30,15948,16230,15738,15877,840,22600.0,1000000.0
1999-05-03,15877,17142,15596,16860,6100,24000.0,1000000.0
1999-05-04,16860,18616,16650,16719,6700,23800.0,1000000.0
1999-05-06,17142,18125,17142,17562,7450,25000.0,1000000.0
1999-05-07,16159,18617,16159,17562,4460,25000.0,1000000.0
1999-05-10,17775,19672,17705,18968,11450,27000.0,1000000.0
1999-05-11,19741,21813,19390,19669,14190,28000.0,1000000.0
1999-05-12,20373,20725,18265,19669,2450,28000.0,1000000.0
1999-05-13,19671,19671,16720,18195,2520,25900.0,1000000.0
1999-05-14,17001,18898,16509,16860,3970,24000.0,1000000.0
1999-05-17,14332,16756,14332,15104,2970,21500.0,1000000.0
1999-05-18,14613,16018,14613,15104,2750,21500.0,1000000.0
1999-05-19,16158,16158,15175,15455,2550,22000.0,1000000.0
1999-05-20,15668,15668,14473,14472,1610,20600.0,1000000.0
1999-05-21,14613,15105,14543,14752,1390,21000.0,1000000.0
1999-05-24,14753,15315,14226,15314,2320,21800.0,1000000.0
1999-05-25,14402,15104,14402,14401,2680,20500.0,1000000.0
1999-05-26,14403,15316,14403,15069,4770,21450.0,1000000.0
1999-05-27,15070,16089,14754,14752,4640,21000.0,1000000.0
1999-05-28,14895,15316,14754,14752,1560,21000.0,1000000.0
1999-05-31,15175,15175,14613,15104,1030,21500.0,1000000.0
1999-06-01,15105,15105,14472,14612,1120,20800.0,1000000.0
1999-06-02,15034,15034,14613,14752,1940,21000.0,1000000.0
1999-06-03,14753,15245,14541,14682,1470,20900.0,1000000.0
1999-06-04,15316,15316,14683,14963,1360,21300.0,1000000.0
1999-06-07,14754,15175,14613,14752,740,21000.0,1000000.0
1999-06-08,14753,15455,14753,15314,4720,21800.0,1000000.0
1999-06-09,15385,15876,14682,14682,3010,20900.0,1000000.0
1999-06-10,15667,15667,14473,15034,1960,21400.0,1000000.0
1999-06-11,15456,15456,14754,15104,1300,21500.0,1000000.0
1999-06-14,14788,15139,14612,15139,3320,21550.0,1000000.0
1999-06-15,14824,14824,14402,14401,3660,20500.0,1000000.0
1999-06-16,14754,15105,14754,14752,1410,21000.0,1000000.0
1999-06-17,14753,15315,14753,14998,1960,21350.0,1000000.0
1999-06-18,15140,15140,14612,14963,1430,21300.0,1000000.0
1999-06-21,14753,15245,14612,15173,3180,21600.0,1000000.0
1999-06-22,15175,15808,14754,15244,11390,21700.0,1000000.0
1999-06-23,15455,15455,14753,15279,3310,21750.0,1000000.0
1999-06-24,15315,15315,14753,15139,3700,21550.0,1000000.0
1999-06-25,14823,15034,14753,14822,2110,21100.0,1000000.0
1999-06-28,15105,15527,14614,14788,12700,21050.0,1000000.0
1999-06-29,14823,16087,14823,15665,5090,22300.0,1000000.0
1999-06-30,15104,15807,15104,15665,1590,22300.0,1000000.0
1999-07-01,15667,15667,15246,15244,2950,21700.0,1000000.0
1999-07-02,15455,16790,15455,16755,6500,23850.0,1000000.0
1999-07-05,16861,18969,16861,17562,5500,25000.0,1000000.0
1999-07-06,17002,17354,16511,16509,1450,23500.0,1000000.0
1999-07-07,16862,18618,16229,18231,3700,25950.0,1000000.0
1999-07-08,17565,18231,17142,17914,5140,25500.0,1000000.0
1999-07-09,16510,17915,16510,16790,1800,23900.0,1000000.0
1999-07-12,17107,17564,16720,17492,5390,24900.0,1000000.0
1999-07-13,17915,17915,16545,17282,820,24600.0,1000000.0
1999-07-14,16509,17211,16052,16086,1850,22900.0,1000000.0
1999-07-15,16088,16580,15526,15630,1250,22250.0,1000000.0
1999-07-16,15105,16791,15105,16018,3920,22800.0,1000000.0
1999-07-19,15982,16123,15244,15349,4000,21850.0,1000000.0
1999-07-20,15526,16791,15386,16790,8030,23900.0,1000000.0
1999-07-21,16931,16931,15139,16719,4900,23800.0,1000000.0
1999-07-22,16511,16511,15317,15526,800,22100.0,1000000.0
1999-07-23,15632,16018,15316,15385,3600,21900.0,1000000.0
1999-07-26,15385,15385,14050,14401,1840,20500.0,1000000.0
1999-07-27,15385,15385,14085,14963,2330,21300.0,1000000.0
1999-07-28,15105,15386,14543,14752,2450,21000.0,1000000.0
1999-07-29,14754,15597,14648,15420,2240,21950.0,1000000.0
1999-07-30,15666,15666,14120,14998,6050,21350.0,1000000.0
1999-08-02,14753,15245,14226,14822,1470,21100.0,1000000.0
1999-08-03,14403,14860,14262,14331,1480,20400.0,1000000.0
1999-08-04,14613,14964,14473,14472,1030,20600.0,1000000.0
1999-08-05,14403,14683,14403,14612,2500,20800.0,1000000.0
1999-08-06,14613,15034,14332,15034,1320,21400.0,1000000.0
1999-08-09,15034,15807,14050,14401,9280,20500.0,1000000.0
1999-08-10,14472,14472,14155,14190,3170,20200.0,1000000.0
1999-08-11,14227,14613,14227,14331,1720,20400.0,1000000.0
1999-08-12,14191,15315,14191,15314,7470,21800.0,1000000.0
1999-08-13,15316,15526,14754,14752,10820,21000.0,1000000.0
1999-08-16,14754,14754,14121,14120,2300,20100.0,1000000.0
1999-08-17,14226,14226,13804,13944,4360,19850.0,1000000.0
1999-08-18,13594,13700,12998,13664,11820,19450.0,1000000.0
1999-08-19,13911,14403,12085,13488,20130,19200.0,1000000.0
1999-08-20,13629,13876,12014,13207,9720,18800.0,1000000.0
1999-08-23,13208,13490,12647,13067,15770,18600.0,1000000.0
1999-08-24,13699,13699,13138,13417,4600,19100.0,1000000.0
1999-08-25,13629,13629,13138,13207,3000,18800.0,1000000.0
1999-08-26,13349,13419,13208,13348,3240,19000.0,1000000.0
1999-08-27,12997,13348,12715,12996,3390,18500.0,1000000.0
1999-08-30,12927,13138,12646,12891,8750,18350.0,1000000.0
1999-08-31,12892,13840,12857,12891,34510,18350.0,1000000.0
1999-09-01,12892,13208,12892,12891,6160,18350.0,1000000.0
1999-09-02,12892,12927,12400,12399,2130,17650.0,1000000.0
1999-09-03,12400,12997,11978,12013,14080,17100.0,1000000.0
1999-09-06,12155,13806,12085,13805,22960,19650.0,1000000.0
1999-09-07,15843,15843,13876,15526,48420,22100.0,1000000.0
1999-09-08,14824,15315,13840,13909,4440,19800.0,1000000.0
1999-09-09,13418,14050,13348,13452,10140,19150.0,1000000.0
1999-09-10,13490,14052,12752,12751,5320,18150.0,1000000.0
1999-09-13,13033,14649,13033,14648,21870,20850.0,1000000.0
1999-09-14,14895,15070,13489,13699,22800,19500.0,1000000.0
1999-09-15,13698,14261,13207,13628,4990,19400.0,1000000.0
1999-09-16,13629,13664,13033,13207,8090,18800.0,1000000.0
1999-09-17,13244,13560,13033,13067,6080,18600.0,1000000.0
1999-09-20,13067,14612,13067,14506,9170,20650.0,1000000.0
1999-09-21,14506,14577,13734,13873,26730,19750.0,1000000.0
1999-09-22,13911,14051,13490,13488,2450,19200.0,1000000.0
1999-09-27,13489,13629,13068,13523,5580,19250.0,1000000.0
1999-09-28,13208,14051,13208,13348,6160,19000.0,1000000.0
1999-09-29,13559,13910,13453,13628,4840,19400.0,1000000.0
1999-09-30,13629,13629,13068,13348,4610,19000.0,1000000.0
1999-10-01,13349,13700,12822,12856,5870,18300.0,1000000.0
1999-10-04,13278,14754,13278,14752,39930,21000.0,1000000.0
1999-10-05,13910,14121,12856,12996,28380,18500.0,1000000.0
1999-10-06,12997,13489,12716,13207,5110,18800.0,1000000.0
1999-10-07,13208,13490,12822,13348,9860,19000.0,1000000.0
1999-10-08,13207,13839,12996,13452,1600,19150.0,1000000.0
1999-10-11,15455,15455,13453,13452,3450,19150.0,1000000.0
1999-10-12,13418,13980,13277,13452,6430,19150.0,1000000.0
1999-10-13,13454,13770,13348,13382,2870,19050.0,1000000.0
1999-10-14,13208,13525,13138,13207,5270,18800.0,1000000.0
1999-10-15,13348,14016,13278,13382,11110,19050.0,1000000.0
1999-10-18,13489,13489,12856,12996,6160,18500.0,1000000.0
1999-10-19,13349,13700,13068,13523,8290,19250.0,1000000.0
1999-10-20,13348,14050,13348,13558,9250,19300.0,1000000.0
1999-10-21,13560,14051,13349,13699,5350,19500.0,1000000.0
1999-10-22,13664,13664,13207,13277,1270,18900.0,1000000.0
1999-10-25,13383,13383,12681,12680,4140,18050.0,1000000.0
1999-10-26,12715,13137,12681,13136,4200,18700.0,1000000.0
1999-10-27,13278,13699,12856,12996,5860,18500.0,1000000.0
1999-10-28,12961,13242,12856,12960,3060,18450.0,1000000.0
1999-10-29,13207,13348,12856,12996,1570,18500.0,1000000.0
1999-11-01,12997,13207,12997,12996,1820,18500.0,1000000.0
1999-11-02,12997,13207,12786,12996,2440,18500.0,1000000.0
1999-11-03,12996,13137,12820,13136,5780,18700.0,1000000.0
1999-11-04,13137,13559,13137,13136,5180,18700.0,1000000.0
1999-11-05,13314,13349,12998,13067,4730,18600.0,1000000.0
1999-11-08,13067,13277,12997,13101,4310,18650.0,1000000.0
1999-11-09,13032,14682,13032,13769,12460,19600.0,1000000.0
1999-11-10,14050,14331,13699,13769,5650,19600.0,1000000.0
1999-11-11,13418,15807,13418,15806,69200,22500.0,1000000.0
1999-11-12,15912,16159,13454,14050,45510,20000.0,1000000.0
1999-11-15,13525,14262,13138,13488,10210,19200.0,1000000.0
1999-11-16,13665,13911,13279,13488,4200,19200.0,1000000.0
1999-11-17,13488,13980,12785,12960,9660,18450.0,1000000.0
1999-11-18,12997,13418,12785,13277,5930,18900.0,1000000.0
1999-11-19,13067,13067,12997,12996,1330,18500.0,1000000.0
1999-11-22,13699,13699,12997,12996,2970,18500.0,1000000.0
1999-11-23,12787,13278,12751,12856,3430,18300.0,1000000.0
1999-11-24,12681,12856,12540,12680,3310,18050.0,1000000.0
1999-11-25,12646,12926,12294,12926,4040,18400.0,1000000.0
1999-11-26,12295,12436,12155,12435,3120,17700.0,1000000.0
1999-11-29,12084,12189,11978,12188,1660,17350.0,1000000.0
1999-11-30,12225,12787,12190,12575,1940,17900.0,1000000.0
1999-12-01,12540,12540,12189,12188,20,17350.0,1000000.0
1999-12-02,12645,14015,12645,13136,6280,18700.0,1000000.0
1999-12-03,11277,12857,11277,12856,6530,18300.0,1000000.0
1999-12-06,12154,12294,12154,12188,1450,17350.0,1000000.0
1999-12-07,12154,13313,11346,11696,37340,16650.0,1000000.0
1999-12-08,11381,12997,10890,11275,2690,16050.0,1000000.0
1999-12-09,11242,11944,10644,11943,1820,17000.0,1000000.0
1999-12-10,11100,11943,11100,11661,2890,16600.0,1000000.0
1999-12-13,12471,13208,11944,12610,21560,17950.0,1000000.0
1999-12-14,12646,12926,11346,12364,22740,17600.0,1000000.0
1999-12-15,12612,12787,11944,11943,4010,17000.0,1000000.0
1999-12-16,11593,13700,11593,12575,8920,17900.0,1000000.0
1999-12-17,12294,12576,11978,12013,1050,17100.0,1000000.0
1999-12-20,11346,12575,11100,12364,2250,17600.0,1000000.0
1999-12-21,11592,11943,11592,11802,590,16800.0,1000000.0
1999-12-22,11593,11944,10117,11943,2250,17000.0,1000000.0
1999-12-23,10679,11873,10679,11169,1830,15900.0,1000000.0
1999-12-24,10889,11450,10889,10923,380,15550.0,1000000.0
1999-12-27,10924,11240,10608,11239,2750,16000.0,1000000.0
1999-12-28,11803,11803,10959,11239,720,16000.0,1000000.0
2000-01-04,11538,11538,11017,11017,370,14800.0,1000000.0
2000-01-05,10421,10459,10421,10421,1300,14000.0,1000000.0
2000-01-06,11018,11093,10571,10570,980,14200.0,1000000.0
2000-01-07,10571,10571,10274,10273,930,13800.0,1000000.0
2000-01-10,10310,10310,10124,10309,380,13850.0,1000000.0
2000-01-11,10124,10347,9900,9900,740,13300.0,1000000.0
2000-01-12,9937,10123,9676,9676,1000,13000.0,1000000.0
2000-01-13,9454,9640,8932,9564,1720,12850.0,1000000.0
2000-01-14,8969,10048,8969,9676,1510,13000.0,1000000.0
2000-01-17,9379,9676,9304,9378,2230,12600.0,1000000.0
2000-01-18,9232,9827,9232,9826,1930,13200.0,1000000.0
2000-01-19,9231,9565,9082,9564,1230,12850.0,1000000.0
2000-01-20,9231,9231,9008,9006,440,12100.0,1000000.0
2000-01-21,8635,9455,8635,9006,430,12100.0,1000000.0
2000-01-24,9082,9454,9082,9453,620,12700.0,1000000.0
2000-01-25,8858,9341,8858,9341,790,12550.0,1000000.0
2000-01-26,9082,9603,8859,9453,880,12700.0,1000000.0
2000-01-27,9304,9676,9304,9676,1580,13000.0,1000000.0
2000-01-28,9676,9826,9379,9676,570,13000.0,1000000.0
2000-01-31,9826,9826,9268,9676,120,13000.0,1000000.0
2000-02-01,9676,9676,9676,9676,100,13000.0,1000000.0
2000-02-02,9007,9603,9007,9378,2130,12600.0,1000000.0
2000-02-03,9975,9975,9379,9378,1030,12600.0,1000000.0
2000-02-07,9676,9676,9379,9378,550,12600.0,1000000.0
2000-02-08,9418,9604,9380,9602,210,12900.0,1000000.0
2000-02-09,9604,9604,9604,9602,350,12900.0,1000000.0
2000-02-10,9417,9417,9008,9156,1850,12300.0,1000000.0
2000-02-11,9306,9306,9082,9305,1930,12500.0,1000000.0
2000-02-14,9306,9306,9306,9305,10,12500.0,1000000.0
2000-02-15,9156,9156,8114,8225,480,11050.0,1000000.0
2000-02-16,8225,8932,8188,8932,530,12000.0,1000000.0
2000-02-17,8858,8858,8858,8857,0,11900.0,1000000.0
2000-02-18,8858,8858,8188,8857,50,11900.0,1000000.0
2000-02-21,9008,9008,7816,7816,110,10500.0,1000000.0
2000-02-22,6923,8040,6923,8039,490,10800.0,1000000.0
2000-02-23,8338,8784,6886,8411,1660,11300.0,1000000.0
2000-02-24,7853,8486,7593,7592,160,10200.0,1000000.0
2000-02-25,7743,8711,7743,8709,1250,11700.0,1000000.0
2000-02-28,9305,10012,8933,10012,4900,13450.0,1000000.0
2000-02-29,11166,11166,9529,9528,17570,12800.0,1000000.0
2000-03-02,9528,9677,8859,9453,1650,12700.0,1000000.0
2000-03-03,9455,9455,8710,9192,2070,12350.0,1000000.0
2000-03-06,8636,10050,8636,10049,4140,13500.0,1000000.0
2000-03-07,9604,9678,9046,9640,3510,12950.0,1000000.0
2000-03-08,8783,9676,8783,9676,970,13000.0,1000000.0
2000-03-09,9045,10422,9045,10049,3110,13500.0,1000000.0
2000-03-10,9454,9676,9304,9378,1890,12600.0,1000000.0
2000-03-13,10050,10757,10050,10756,5310,14450.0,1000000.0
2000-03-14,11166,12059,10794,11017,9380,14800.0,1000000.0
2000-03-15,10422,11428,10274,10794,1570,14500.0,1000000.0
2000-03-16,11167,11167,10199,10794,1980,14500.0,1000000.0
2000-03-17,11091,11091,10421,10718,720,14400.0,1000000.0
2000-03-20,10422,10721,10088,10645,630,14300.0,1000000.0
2000-03-21,9676,9676,9676,9676,370,13000.0,1000000.0
2000-03-22,10049,10162,9342,10012,150,13450.0,1000000.0
2000-03-23,10793,10793,9379,9378,2410,12600.0,1000000.0
2000-03-24,9454,10050,9454,9751,650,13100.0,1000000.0
2000-03-27,9827,9976,9678,9826,2110,13200.0,1000000.0
2000-03-28,10274,10423,9753,9826,2270,13992.0,1060000.0
2000-03-29,9306,9827,9082,9305,1140,13250.0,1060000.0
2000-03-30,9678,9678,9194,9602,1140,13674.0,1060000.0
2000-03-31,8338,9529,8338,8784,1500,12508.0,1060000.0
2000-04-03,8375,9305,8189,8560,3750,12190.0,1060000.0
2000-04-04,7890,8560,7890,8336,3210,11872.0,1060000.0
2000-04-06,8187,8337,7965,8336,1420,11872.0,1060000.0
2000-04-07,8187,8337,7890,8336,430,11872.0,1060000.0
2000-04-10,9305,9566,8598,9081,2410,12932.0,1060000.0
2000-04-11,9083,9083,8561,9006,1450,12826.0,1060000.0
2000-04-12,8449,8932,8449,8746,680,12455.0,1060000.0
2000-04-14,7966,8561,7966,8188,330,11660.0,1060000.0
2000-04-17,6968,7705,6960,6960,2990,9911.0,1060000.0
2000-04-18,6997,7593,6997,7071,2580,10070.0,1060000.0
2000-04-19,7667,7667,7266,7481,2300,10653.0,1060000.0
2000-04-20,7481,8115,7333,7667,1140,10918.0,1060000.0
2000-04-21,7965,7965,7556,7592,1180,10812.0,1060000.0
2000-04-24,7816,7816,7370,7481,1940,10653.0,1060000.0
2000-04-25,7629,7742,7302,7368,2200,10494.0,1060000.0
2000-04-26,7481,7593,7094,7153,800,10187.0,1060000.0
2000-04-27,7154,7213,6931,7213,620,10271.0,1060000.0
2000-04-28,7429,7631,7072,7079,970,10081.0,1060000.0
2000-05-02,7093,7436,7093,7100,1080,10112.0,1060000.0
2000-05-03,7117,7408,7117,7220,1010,10282.0,1060000.0
2000-05-04,7371,8301,7304,7444,2650,10600.0,1060000.0
2000-05-08,7235,7965,7235,7704,1940,10971.0,1060000.0
2000-05-09,7705,7928,7318,7667,2030,10918.0,1060000.0
2000-05-10,7237,7631,7237,7362,1810,10483.0,1060000.0
2000-05-12,7444,7593,7146,7592,3540,10812.0,1060000.0
2000-05-15,7302,7325,7190,7242,820,10314.0,1060000.0
2000-05-16,7347,7667,7213,7592,850,10812.0,1060000.0
2000-05-17,7556,7556,7072,7071,1700,10070.0,1060000.0
2000-05-18,6856,7176,6707,7123,1310,10144.0,1060000.0
2000-05-19,6722,6975,6477,6490,460,9243.0,1060000.0
2000-05-22,6335,6886,6111,6691,440,9529.0,1060000.0
2000-05-23,6059,6506,6059,6505,90,9264.0,1060000.0
2000-05-24,6499,6842,6060,6841,900,9741.0,1060000.0
2000-05-25,6700,6997,6261,6885,3010,9805.0,1060000.0
2000-05-26,6522,6850,6083,6082,1270,8660.0,1060000.0
2000-05-29,5599,6618,5599,6051,1530,8618.0,1060000.0
2000-05-30,6067,6483,6067,6483,1930,9233.0,1060000.0
2000-05-31,6491,6767,6491,6661,1540,9487.0,1060000.0
2000-06-01,6700,6700,6193,6691,1520,9529.0,1060000.0
2000-06-02,6194,6842,6194,6796,1250,9678.0,1060000.0
2000-06-05,6335,7370,6335,7295,1900,10388.0,1060000.0
2000-06-07,7259,7259,6850,7064,2300,10059.0,1060000.0
2000-06-08,7155,7184,6343,6996,3910,9964.0,1060000.0
2000-06-09,6551,7036,6551,6588,1610,9381.0,1060000.0
2000-06-12,6632,6878,6439,6758,2880,9625.0,1060000.0
2000-06-13,6478,6686,6478,6476,1460,9222.0,1060000.0
2000-06-14,6336,6478,6328,6461,180,9201.0,1060000.0
2000-06-15,6178,6327,6178,6326,80,9010.0,1060000.0
2000-06-16,6179,7274,6105,6349,4100,9042.0,1060000.0
2000-06-19,6328,6506,6230,6505,80,9264.0,1060000.0
2000-06-20,6492,6507,6187,6260,270,8915.0,1060000.0
2000-06-21,6440,6477,6254,6402,1560,9116.0,1060000.0
2000-06-22,6402,6402,6297,6297,400,8968.0,1060000.0
2000-06-23,6297,6386,6200,6326,230,9010.0,1060000.0
2000-06-26,6924,6924,6403,6856,2400,9763.0,1060000.0
2000-06-27,6700,7147,6700,6982,1900,9943.0,1060000.0
2000-06-28,6969,6969,6700,6699,280,9540.0,1060000.0
2000-06-29,6708,6708,6700,6699,520,9540.0,1060000.0
2000-06-30,6253,7012,6253,6483,630,9233.0,1060000.0
2000-07-03,6522,7066,6522,7064,750,10059.0,1060000.0
2000-07-04,7445,7445,6924,6923,480,9858.0,1060000.0
2000-07-05,6640,7280,6640,7027,240,10006.0,1060000.0
2000-07-06,6998,6998,6402,6960,890,9911.0,1060000.0
2000-07-07,6960,6960,6662,6885,830,9805.0,1060000.0
2000-07-10,6700,7102,6700,6736,1850,9593.0,1060000.0
2000-07-11,6783,6917,6783,6811,1530,9699.0,1060000.0
2000-07-12,7139,7139,6432,7012,1640,9985.0,1060000.0
2000-07-13,6961,6961,6953,6952,400,9900.0,1060000.0
2000-07-14,6604,6938,6604,6923,370,9858.0,1060000.0
2000-07-18,6915,7072,6715,7056,1770,10049.0,1060000.0
2000-07-19,6738,6924,6574,6923,770,9858.0,1060000.0
2000-07-20,6908,6908,6558,6565,440,9349.0,1060000.0
2000-07-21,6261,6842,6261,6841,1520,9741.0,1060000.0
2000-07-24,6886,6886,6520,6847,290,9752.0,1060000.0
2000-07-25,6700,6849,6446,6691,510,9529.0,1060000.0
2000-07-26,6619,6813,6447,6811,290,9699.0,1060000.0
2000-07-27,6789,6789,6439,6483,770,9233.0,1060000.0
2000-07-28,6514,6641,6478,6476,220,9222.0,1060000.0
2000-07-31,6476,6550,6476,6550,20,9328.0,1060000.0
2000-08-01,6700,6736,6410,6736,840,9593.0,1060000.0
2000-08-02,6455,6700,6455,6699,170,9540.0,1060000.0
2000-08-03,6886,7705,6580,7667,7310,10918.0,1060000.0
2000-08-04,7519,7519,6864,7399,5470,10536.0,1060000.0
2000-08-07,6788,7317,6788,7115,2550,10134.0,1060000.0
2000-08-08,7146,7146,6565,6565,2740,9349.0,1060000.0
2000-08-09,6811,6811,6491,6758,1420,9625.0,1060000.0
2000-08-10,6759,6759,6550,6550,1640,9328.0,1060000.0
2000-08-11,6560,6753,6440,6729,900,9582.0,1060000.0
2000-08-14,6729,7704,6729,7704,6840,10971.0,1060000.0
2000-08-16,7928,8859,7630,7667,19420,10918.0,1060000.0
2000-08-17,7481,7815,6922,7368,6030,10494.0,1060000.0
2000-08-18,7966,8449,7221,8448,8030,12031.0,1060000.0
2000-08-21,7742,8114,7444,7816,7210,11130.0,1060000.0
2000-08-22,7890,7890,7228,7242,5650,10314.0,1060000.0
2000-08-23,7170,7370,7170,7220,1830,10282.0,1060000.0
2000-08-24,7221,7221,6849,6960,1350,9911.0,1060000.0
2000-08-25,6960,7288,6849,6862,1070,9773.0,1060000.0
2000-08-28,6736,7443,6550,7368,4240,10494.0,1060000.0
2000-08-29,7356,8375,7109,8039,6400,11448.0,1060000.0
2000-08-30,8115,9232,7631,8486,17500,12084.0,1060000.0
2000-08-31,8636,9753,7965,9751,7370,13886.0,1060000.0
2000-09-01,11055,11055,8933,8970,8670,12773.0,1060000.0
2000-09-04,9418,9418,8561,8784,3080,12508.0,1060000.0
2000-09-05,7593,8709,7593,8001,2420,11395.0,1060000.0
2000-09-06,8040,9194,8040,9192,8360,13091.0,1060000.0
2000-09-07,9342,10198,8412,9156,18680,13038.0,1060000.0
2000-09-08,9156,9156,8189,8188,5020,11660.0,1060000.0
2000-09-14,8189,9418,8189,9416,30930,13409.0,1060000.0
2000-09-15,9155,10198,8635,8857,18310,12614.0,1060000.0
2000-09-18,9008,9157,7557,7555,7720,10759.0,1060000.0
2000-09-19,6700,7929,6700,7444,5210,10600.0,1060000.0
2000-09-20,7444,8412,7444,8076,5230,11501.0,1060000.0
2000-09-21,8187,8411,7593,8001,7760,11395.0,1060000.0
2000-09-22,8077,8375,7594,8039,2870,11448.0,1060000.0
