삼일제약(000520),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
1999-11-22,2142,2175,2057,2125,39400,12188.0,975000.0
1999-11-23,2091,2125,2074,2125,10000,12188.0,975000.0
1999-11-24,2074,2116,2040,2040,24150,11700.0,975000.0
1999-11-25,2006,2074,1751,2040,37700,11700.0,975000.0
1999-11-26,1955,2016,1922,2015,12400,11554.0,975000.0
1999-11-29,1785,2107,1785,2108,29950,12090.0,975000.0
1999-11-30,2125,2142,1963,2108,44550,12090.0,975000.0
1999-12-01,2107,2107,2040,2040,22600,11700.0,975000.0
1999-12-02,1869,2346,1869,2261,258400,12968.0,975000.0
1999-12-03,2252,2252,1972,2023,91450,11602.0,975000.0
1999-12-06,1869,2107,1869,2040,23850,11700.0,975000.0
1999-12-07,1930,2066,1879,1998,74850,11456.0,975000.0
1999-12-08,1990,2245,1879,2236,131550,12821.0,975000.0
1999-12-09,2260,2380,2099,2193,190950,12578.0,975000.0
1999-12-10,2296,2415,2211,2295,153400,13162.0,975000.0
1999-12-13,2328,2584,2260,2499,155500,14332.0,975000.0
1999-12-14,2550,2873,2481,2873,415250,16478.0,975000.0
1999-12-15,2822,2873,2448,2499,214300,14332.0,975000.0
1999-12-16,2499,2584,2244,2431,113400,13942.0,975000.0
1999-12-17,2296,2703,2245,2313,51200,13260.0,975000.0
1999-12-20,2261,2432,2261,2287,55400,13114.0,975000.0
1999-12-21,2286,2286,1954,2108,77400,12090.0,975000.0
1999-12-22,2107,2107,1869,1955,86500,11212.0,975000.0
1999-12-23,1954,2074,1869,1887,32200,10822.0,975000.0
1999-12-24,1904,1963,1801,1802,38900,10335.0,975000.0
1999-12-27,1853,1853,1751,1811,41550,10384.0,975000.0
1999-12-28,1769,1931,1769,1930,27500,11066.0,975000.0
2000-01-04,1839,2213,1839,2075,29500,11115.0,975000.0
2000-01-05,1967,2149,1912,1912,87500,10238.0,975000.0
2000-01-06,2057,2057,1733,1733,32200,9282.0,975000.0
2000-01-07,1783,1930,1729,1820,49100,9750.0,975000.0
2000-01-10,1875,1911,1767,1767,54100,9467.0,975000.0
2000-01-11,1786,1985,1784,1876,43900,10042.0,975000.0
2000-01-12,1957,1957,1848,1876,71700,10042.0,975000.0
2000-01-13,1820,1875,1785,1820,6550,9750.0,975000.0
2000-01-14,1793,1857,1711,1727,51200,9253.0,975000.0
2000-01-17,1589,1783,1589,1729,41850,9262.0,975000.0
2000-01-18,1765,1781,1674,1782,86400,9545.0,975000.0
2000-01-19,1674,1762,1647,1675,8700,8970.0,975000.0
2000-01-20,1783,1783,1492,1584,42250,8482.0,975000.0
2000-01-21,1549,1638,1494,1638,36100,8775.0,975000.0
2000-01-24,1692,1692,1583,1584,8600,8482.0,975000.0
2000-01-25,1620,1638,1565,1620,23250,8678.0,975000.0
2000-01-26,1620,1620,1565,1584,12300,8482.0,975000.0
2000-01-27,1620,1747,1587,1671,26350,8950.0,975000.0
2000-01-28,1638,1692,1602,1657,24300,8872.0,975000.0
2000-01-31,1656,1656,1594,1620,12050,8678.0,975000.0
2000-02-01,1620,1666,1620,1620,12800,8678.0,975000.0
2000-02-02,1638,1783,1638,1657,55000,8872.0,975000.0
2000-02-03,1692,1747,1666,1729,20850,9262.0,975000.0
2000-02-07,1702,1820,1702,1802,23600,9652.0,975000.0
2000-02-08,1748,1821,1735,1735,16450,9292.0,975000.0
2000-02-09,1801,1801,1692,1693,8150,9068.0,975000.0
2000-02-10,1692,1747,1622,1729,42350,9262.0,975000.0
2000-02-11,1692,1765,1638,1729,11350,9262.0,975000.0
2000-02-14,1674,1747,1602,1729,41300,9262.0,975000.0
2000-02-15,1568,1757,1568,1757,41200,9409.0,975000.0
2000-02-16,1756,1765,1692,1693,18550,9068.0,975000.0
2000-02-17,1729,1801,1729,1784,10400,9555.0,975000.0
2000-02-18,1820,1931,1802,1930,91950,10335.0,975000.0
2000-02-21,1857,1956,1729,1848,22950,9896.0,975000.0
2000-02-22,1884,1948,1656,1784,36800,9555.0,975000.0
2000-02-23,1775,1911,1775,1784,63400,9555.0,975000.0
2000-02-24,1884,1884,1765,1766,30750,9458.0,975000.0
2000-02-25,1847,1847,1783,1784,29500,9555.0,975000.0
2000-02-28,1839,1912,1802,1912,62550,10238.0,975000.0
2000-02-29,1948,1948,1738,1784,27100,9555.0,975000.0
2000-03-02,1820,1994,1820,1948,92000,10432.0,975000.0
2000-03-03,1985,1985,1848,1876,20850,10042.0,975000.0
2000-03-06,1912,2021,1912,2003,38250,10725.0,975000.0
2000-03-07,2003,2185,1967,2039,89900,10920.0,975000.0
2000-03-08,2048,2048,1912,1966,45700,10530.0,975000.0
2000-03-09,2002,2257,1911,2257,147000,12090.0,975000.0
2000-03-10,2458,2458,2148,2184,78700,11700.0,975000.0
2000-03-13,2220,2512,2220,2275,214050,12188.0,975000.0
2000-03-14,2185,2340,2040,2075,65950,11115.0,975000.0
2000-03-15,2076,2122,1912,2003,96200,10725.0,975000.0
2000-03-16,2048,2185,1949,1948,46100,10432.0,975000.0
2000-03-17,2003,2076,1949,2039,55200,10920.0,975000.0
2000-03-20,2058,2158,1949,2158,57600,11554.0,975000.0
2000-03-21,2129,2148,1948,2130,88250,11408.0,975000.0
2000-03-22,2075,2184,1966,2184,185450,11700.0,975000.0
2000-03-23,2203,2513,2203,2513,267050,13455.0,975000.0
2000-03-24,2513,2886,2367,2622,898250,14040.0,975000.0
2000-03-27,2612,2621,2375,2376,145000,12724.0,975000.0
2000-03-28,2422,2549,2258,2549,124300,13650.0,975000.0
2000-03-29,2604,2877,2513,2549,242100,13650.0,975000.0
2000-03-30,2549,2640,2367,2603,108150,13942.0,975000.0
2000-03-31,2694,2766,2548,2640,105050,14138.0,975000.0
2000-04-03,2712,2821,2603,2630,170450,14089.0,975000.0
2000-04-04,2585,2585,2348,2394,98200,12821.0,975000.0
2000-04-06,2330,2458,2330,2458,38250,13162.0,975000.0
2000-04-07,2112,2568,2112,2549,108850,13650.0,975000.0
2000-04-10,2404,2604,2404,2531,63150,14512.0,1044000.0
2000-04-11,2466,2466,2212,2348,28050,13468.0,1044000.0
2000-04-12,2221,2367,2094,2249,31750,12893.0,1044000.0
2000-04-14,2093,2175,1911,1975,69000,11327.0,1044000.0
2000-04-17,1921,1967,1685,1684,30450,9657.0,1044000.0
2000-04-18,1693,1839,1693,1735,62750,9949.0,1044000.0
2000-04-19,1731,1920,1731,1838,41200,10544.0,1044000.0
2000-04-20,1784,1967,1784,1930,26750,11066.0,1044000.0
2000-04-21,1839,1967,1839,1930,19600,11066.0,1044000.0
2000-04-24,2003,2040,1820,1930,13250,11066.0,1044000.0
2000-04-25,1893,1930,1731,1838,25900,10544.0,1044000.0
2000-04-26,1893,2057,1765,1820,23950,10440.0,1044000.0
2000-04-27,1821,1903,1784,1876,32800,10753.0,1044000.0
2000-04-28,1903,1967,1876,1966,25550,11275.0,1044000.0
2000-05-02,1931,1967,1839,1948,30200,11171.0,1044000.0
2000-05-03,1858,1939,1858,1894,35400,10858.0,1044000.0
2000-05-04,1894,2176,1876,2057,93800,11797.0,1044000.0
2000-05-08,2185,2185,1967,2003,65500,11484.0,1044000.0
2000-05-09,2058,2066,1912,1966,27400,11275.0,1044000.0
2000-05-10,1931,2058,1912,1966,48650,11275.0,1044000.0
2000-05-12,1966,2257,1911,2257,277850,12946.0,1044000.0
2000-05-15,2258,2594,2258,2385,784250,13676.0,1044000.0
2000-05-16,2440,2495,2048,2075,184300,11902.0,1044000.0
2000-05-17,2166,2248,1920,1921,161200,11014.0,1044000.0
2000-05-18,1668,1920,1638,1638,120750,9396.0,1044000.0
2000-05-19,1602,1729,1529,1729,151900,9918.0,1044000.0
2000-05-22,1638,1724,1624,1638,135750,9396.0,1044000.0
2000-05-23,1674,1724,1567,1709,82050,9803.0,1044000.0
2000-05-24,1640,1747,1640,1711,36750,9814.0,1044000.0
2000-05-25,1729,1930,1649,1848,56250,10597.0,1044000.0
2000-05-26,1748,1839,1675,1702,55850,9761.0,1044000.0
2000-05-29,1649,1801,1603,1747,18500,10022.0,1044000.0
2000-05-30,1801,1857,1747,1747,75750,10022.0,1044000.0
2000-05-31,1829,1857,1751,1820,75300,10440.0,1044000.0
2000-06-01,1857,1893,1783,1784,93650,10231.0,1044000.0
2000-06-02,1839,2048,1839,2003,132700,11484.0,1044000.0
2000-06-05,2039,2266,2039,2203,108950,12632.0,1044000.0
2000-06-07,2202,2458,2111,2366,176200,13572.0,1044000.0
2000-06-08,2275,2439,2148,2275,66200,13050.0,1044000.0
2000-06-09,2166,2293,2093,2257,38750,12946.0,1044000.0
2000-06-12,2185,2568,2185,2303,440200,13207.0,1044000.0
2000-06-13,2275,2293,2102,2184,165550,12528.0,1044000.0
2000-06-14,2185,2185,2040,2039,59550,11693.0,1044000.0
2000-06-15,1930,2184,1930,2030,140400,11641.0,1044000.0
2000-06-16,2176,2185,2012,2075,28200,11902.0,1044000.0
2000-06-19,1912,2176,1912,2075,31650,11902.0,1044000.0
2000-06-20,2093,2166,2039,2130,38000,12215.0,1044000.0
2000-06-21,2093,2175,2093,2148,36350,12319.0,1044000.0
2000-06-22,2184,2184,2111,2112,42450,12110.0,1044000.0
2000-06-23,2130,2158,2076,2075,58350,11902.0,1044000.0
2000-06-26,2129,2184,2093,2130,34600,12215.0,1044000.0
2000-06-27,2220,2257,2139,2148,59850,12319.0,1044000.0
2000-06-28,2157,2238,2111,2130,57750,12215.0,1044000.0
2000-06-29,2184,2329,2166,2239,72850,12841.0,1044000.0
2000-06-30,2184,2311,2184,2257,61900,12946.0,1044000.0
2000-07-03,2202,2403,2202,2330,43550,13363.0,1044000.0
2000-07-04,2339,2421,2293,2330,63700,13363.0,1044000.0
2000-07-05,2294,2367,2276,2339,29050,13415.0,1044000.0
2000-07-06,2348,2393,2202,2312,25700,13259.0,1044000.0
2000-07-07,2312,2495,2285,2285,31800,13102.0,1044000.0
2000-07-10,2294,2294,2203,2249,8100,12893.0,1044000.0
2000-07-11,2238,2311,2202,2221,23850,12737.0,1044000.0
2000-07-12,2213,2340,2213,2321,36700,13311.0,1044000.0
2000-07-13,2275,2357,2275,2294,30000,13154.0,1044000.0
2000-07-14,2238,2311,2238,2312,8200,13259.0,1044000.0
2000-07-18,2459,2459,2285,2339,24050,13415.0,1044000.0
2000-07-19,2248,2311,2238,2312,70900,13259.0,1044000.0
2000-07-20,2311,2311,2184,2184,17500,12528.0,1044000.0
2000-07-21,2184,2329,2184,2257,6550,12946.0,1044000.0
2000-07-24,2221,2249,2185,2249,37500,12893.0,1044000.0
2000-07-25,2248,2275,2194,2275,5500,13050.0,1044000.0
2000-07-26,2330,2330,2195,2194,7500,12580.0,1044000.0
2000-07-27,2195,2195,2094,2194,11350,12580.0,1044000.0
2000-07-28,2093,2257,2093,2257,45450,12946.0,1044000.0
2000-07-31,2311,2348,2202,2348,18500,13468.0,1044000.0
2000-08-01,2311,2458,2293,2348,13700,13468.0,1044000.0
2000-08-02,2367,2440,2294,2440,58900,13990.0,1044000.0
2000-08-03,2458,2603,2366,2539,130700,14564.0,1044000.0
2000-08-04,2531,2558,2431,2513,38850,14407.0,1044000.0
2000-08-07,2458,2458,2366,2376,42400,13624.0,1044000.0
2000-08-08,2440,2440,2312,2440,36350,13990.0,1044000.0
2000-08-09,2386,2513,2386,2422,83850,13885.0,1044000.0
2000-08-10,2366,2694,2366,2576,201050,14773.0,1044000.0
2000-08-11,2576,2631,2394,2513,190200,14407.0,1044000.0
2000-08-14,2586,2640,2404,2531,61250,14512.0,1044000.0
2000-08-16,2548,2730,2375,2485,213600,14251.0,1044000.0
2000-08-17,2495,2850,2495,2849,623800,16339.0,1044000.0
2000-08-18,2913,3249,2730,2767,752050,15869.0,1044000.0
2000-08-21,2913,2913,2639,2640,237150,15138.0,1044000.0
2000-08-22,2549,2650,2485,2567,122150,14720.0,1044000.0
2000-08-23,2604,2704,2513,2513,113700,14407.0,1044000.0
2000-08-24,2513,2640,2312,2440,122850,13990.0,1044000.0
2000-08-25,2440,2458,2348,2404,63050,13781.0,1044000.0
2000-08-28,2403,2484,2329,2412,105150,13833.0,1044000.0
2000-08-29,2367,2485,2367,2476,91100,14198.0,1044000.0
2000-08-30,2467,2522,2413,2476,41450,14198.0,1044000.0
2000-08-31,2477,2477,2303,2440,137250,13990.0,1044000.0
2000-09-01,2467,2586,2376,2567,140950,14720.0,1044000.0
2000-09-04,2639,2949,2512,2640,773050,15138.0,1044000.0
2000-09-05,2812,2867,2685,2694,489700,15451.0,1044000.0
2000-09-06,2730,2766,2603,2694,267700,15451.0,1044000.0
2000-09-07,2749,3095,2749,3095,763050,17748.0,1044000.0
2000-09-08,3358,3558,2766,2821,1967600,16182.0,1044000.0
2000-09-14,2914,3059,2767,2913,676100,16704.0,1044000.0
2000-09-15,3004,3185,2821,2840,865650,16286.0,1044000.0
2000-09-18,2731,2749,2422,2567,530700,14720.0,1044000.0
2000-09-19,2421,2931,2421,2694,638100,15451.0,1044000.0
2000-09-20,2649,2839,2649,2712,332950,15556.0,1044000.0
2000-09-21,2657,2821,2621,2676,320650,15347.0,1044000.0
2000-09-22,2776,2949,2657,2676,764350,15347.0,1044000.0
2000-09-25,2749,3059,2713,2986,798750,17122.0,1044000.0
2000-09-26,3041,3168,2876,2913,667350,16704.0,1044000.0
2000-09-27,2950,2977,2822,2913,369350,16704.0,1044000.0
2000-09-28,2949,3022,2839,2840,317100,16286.0,1044000.0
2000-09-29,2804,3059,2804,2913,749750,16704.0,1044000.0
2000-10-02,2932,3114,2868,3040,607250,17435.0,1044000.0
