한진(002320),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
1999-06-21,28734,29674,27749,28196,79390,223996.0,7110993.0
1999-06-22,28645,30166,28286,29718,107330,236085.0,7110993.0
1999-06-23,29719,33120,28913,32225,89700,255996.0,7110993.0
1999-06-24,32404,33657,31330,32672,120900,259551.0,7110993.0
1999-06-25,31777,33120,31777,32851,34010,260973.0,7110993.0
1999-06-28,33568,33926,31777,32225,47950,255996.0,7110993.0
1999-06-29,31867,32673,30972,30971,40710,246040.0,7110993.0
1999-06-30,27033,29003,26362,26361,294750,209419.0,7110993.0
1999-07-01,27391,29092,26854,28644,126140,227552.0,7110993.0
1999-07-02,28645,30435,28645,29450,95370,233952.0,7110993.0
1999-07-05,29450,29719,28107,29450,135120,233952.0,7110993.0
1999-07-06,29540,30256,28645,29450,66460,233952.0,7110993.0
1999-07-07,29540,30882,28376,30255,105960,240352.0,7110993.0
1999-07-08,30435,30972,29092,30345,52620,241063.0,7110993.0
1999-07-09,30345,30882,29182,29629,48060,235374.0,7110993.0
1999-07-12,27481,29629,27481,27480,68720,218307.0,7110993.0
1999-07-13,28465,28645,26944,27212,47060,216174.0,7110993.0
1999-07-14,26407,29092,26407,27570,70330,219019.0,7110993.0
1999-07-15,27033,28555,27033,28196,29340,223996.0,7110993.0
1999-07-16,28197,29182,27839,28734,52030,228263.0,7110993.0
1999-07-19,28197,29987,28197,29987,79490,238218.0,7110993.0
1999-07-20,29987,31151,29629,30434,54140,241774.0,7110993.0
1999-07-21,30614,30614,27749,29450,48940,233952.0,7110993.0
1999-07-22,28286,29092,27481,28644,115170,227552.0,7110993.0
1999-07-23,28645,28645,26988,27301,96460,216885.0,7110993.0
1999-07-26,27749,27749,26049,26854,82430,213330.0,7110993.0
1999-07-27,26049,27302,26049,26943,48360,278253.0,9244290.0
1999-07-28,26720,29540,25959,27838,154860,287497.0,9244290.0
1999-07-29,28018,30972,27839,30434,121670,314306.0,9244290.0
1999-07-30,30390,31777,28913,30971,140800,319852.0,9244290.0
1999-08-02,29719,30838,26899,30121,60300,311070.0,9244290.0
1999-08-03,30121,33299,29719,31956,169690,330021.0,9244290.0
1999-08-04,31957,32673,30927,31867,63430,329097.0,9244290.0
1999-08-05,31777,31777,29987,30434,38870,314306.0,9244290.0
1999-08-06,30614,30614,28824,29987,52800,309684.0,9244290.0
1999-08-09,29092,30166,28376,29897,31220,308759.0,9244290.0
1999-08-10,29898,30614,28465,29539,63390,305062.0,9244290.0
1999-08-11,28197,29540,27749,28554,42400,294893.0,9244290.0
1999-08-12,27749,28824,27749,28420,23780,293506.0,9244290.0
1999-08-13,28242,28286,26944,26943,21560,278253.0,9244290.0
1999-08-16,27302,28197,26138,26406,77360,272707.0,9244290.0
1999-08-17,26451,27749,25780,25780,21040,266236.0,9244290.0
1999-08-18,25601,25601,22468,24705,30470,255142.0,9244290.0
1999-08-19,24795,26854,24795,25511,46790,263462.0,9244290.0
1999-08-20,25512,25870,24616,25780,12740,266236.0,9244290.0
1999-08-23,26765,26765,24885,25959,65940,270121.0,9314514.0
1999-08-24,25959,28555,25959,28554,118490,297133.0,9314514.0
1999-08-25,29450,29719,27660,29450,94290,306448.0,9314514.0
1999-08-26,28645,29092,27033,27749,65480,288750.0,9314514.0
1999-08-27,25780,27749,25780,26854,46850,279435.0,9314514.0
1999-08-30,26854,26854,25959,26406,33260,274778.0,9314514.0
1999-08-31,26854,26854,25512,26496,21080,275710.0,9314514.0
1999-09-01,25646,26496,22602,25421,53320,264532.0,9314514.0
1999-09-02,24169,25377,24169,25287,33710,263135.0,9314514.0
1999-09-03,25288,25959,23274,24616,45380,256149.0,9314514.0
1999-09-06,23721,25019,23721,25019,10970,260341.0,9314514.0
1999-09-07,25064,25422,23453,24616,81400,256149.0,9314514.0
1999-09-08,24616,24930,22916,23497,87890,244506.0,9314514.0
1999-09-09,23497,24169,22916,23631,71330,245903.0,9314514.0
1999-09-10,23721,24437,23274,24258,56990,252423.0,9314514.0
1999-09-13,24527,24885,23721,24168,30890,251492.0,9314514.0
1999-09-14,24214,24437,23274,23631,47990,245903.0,9314514.0
1999-09-15,23766,23990,23095,23542,48420,244972.0,9314514.0
1999-09-16,23274,24124,22916,24124,53000,251026.0,9314514.0
1999-09-17,23318,24124,23095,23721,36390,246835.0,9314514.0
1999-09-20,23274,23721,22826,22915,23890,238452.0,9314514.0
1999-09-21,23363,24348,23274,23810,86960,247766.0,9314514.0
1999-09-22,24169,24303,22468,23363,23220,243109.0,9314514.0
1999-09-27,23005,23274,21036,21483,33290,223548.0,9314514.0
1999-09-28,21036,21841,20141,20588,67050,214234.0,9314514.0
1999-09-29,20141,20767,19425,19693,81320,204919.0,9314514.0
1999-09-30,19335,20588,18798,18797,27370,195605.0,9314514.0
1999-10-01,17187,19514,16247,19245,95260,200262.0,9314514.0
1999-10-04,19425,20230,16381,16381,320800,170456.0,9314514.0
1999-10-05,14770,15217,13964,13964,620350,145306.0,9314514.0
1999-10-06,13964,14501,13248,14187,596790,147635.0,9314514.0
1999-10-07,14501,15620,13875,15485,489550,161141.0,9314514.0
1999-10-08,15486,17769,15038,17276,368440,179770.0,9314514.0
1999-10-11,17276,17545,16292,16918,91850,176044.0,9314514.0
1999-10-12,16292,17813,16292,17365,96390,180702.0,9314514.0
1999-10-13,17366,18529,17008,17947,122980,186756.0,9314514.0
1999-10-14,18708,18708,17724,17902,81460,186290.0,9314514.0
1999-10-15,18171,18171,17366,17902,101980,186290.0,9314514.0
1999-10-18,17813,17813,16918,17320,57470,180236.0,9314514.0
1999-10-19,17008,17724,16829,17097,29090,177907.0,9314514.0
1999-10-20,17008,17187,16381,17007,57100,176976.0,9314514.0
1999-10-21,16963,16963,16560,16828,42800,175113.0,9314514.0
1999-10-22,16560,16739,16336,16739,27560,174181.0,9314514.0
1999-10-25,17276,17903,17097,17186,79710,178839.0,9314514.0
1999-10-26,17187,17366,16381,16739,31390,174181.0,9314514.0
1999-10-27,17008,17187,16202,16962,52260,176510.0,9314514.0
1999-10-28,17142,17366,16739,17141,52310,178373.0,9314514.0
1999-10-29,17142,17903,16739,16739,97520,174181.0,9314514.0
1999-11-01,16650,17545,16515,17097,111400,177907.0,9314514.0
1999-11-02,17097,17366,16560,17276,108190,179770.0,9314514.0
1999-11-03,17813,19827,17813,19827,210300,206316.0,9314514.0
1999-11-04,20767,22781,20767,22691,577600,236123.0,9314514.0
1999-11-05,22692,23990,21618,22378,299650,232863.0,9314514.0
1999-11-08,21752,25735,21573,25735,238330,267792.0,9314514.0
1999-11-09,26630,28465,26049,27301,187340,284093.0,9314514.0
1999-11-10,26854,31285,25153,30166,336100,313899.0,9314514.0
1999-11-11,32852,34463,29271,31419,216800,326939.0,9314514.0
1999-11-12,31330,33210,29540,31419,244480,326939.0,9314514.0
1999-11-15,31419,31419,30032,30434,79580,316693.0,9314514.0
1999-11-16,29629,30703,29092,29092,167690,302722.0,9314514.0
1999-11-17,29540,31240,24751,29181,234420,303653.0,9314514.0
1999-11-18,30345,30345,25064,26854,118600,279435.0,9314514.0
1999-11-19,26541,30345,26138,28599,163360,297599.0,9314514.0
1999-11-22,27347,29450,27302,28375,128420,295270.0,9314514.0
1999-11-23,28197,30345,28197,29987,163230,312036.0,9314514.0
1999-11-24,28645,30972,28465,30882,119730,321351.0,9314514.0
1999-11-25,30972,34463,30524,32225,208000,335323.0,9314514.0
1999-11-26,31464,32225,30524,30882,94510,321351.0,9314514.0
1999-11-29,30301,32225,28824,32046,81240,333460.0,9314514.0
1999-11-30,32046,36835,32046,36835,167450,384966.0,9355200.0
1999-12-01,37596,39297,34910,35760,153280,373740.0,9355200.0
1999-12-02,36343,36611,31330,31867,123910,333045.0,9355200.0
1999-12-03,31419,34015,30972,33030,115280,345207.0,9355200.0
1999-12-06,28197,34015,28197,33567,48680,350820.0,9355200.0
1999-12-07,33568,36253,32404,36253,157010,378886.0,9355200.0
1999-12-08,36701,37596,34910,36700,142030,383563.0,9355200.0
1999-12-09,36701,36701,35090,35805,102560,374208.0,9355200.0
1999-12-10,38043,38133,34910,35805,214910,374208.0,9355200.0
1999-12-13,35806,36969,35000,36163,180070,377950.0,9355200.0
1999-12-14,36164,40281,35806,38043,224520,397596.0,9355200.0
1999-12-15,36790,39386,33657,35760,195000,373740.0,9355200.0
1999-12-16,37596,37596,36253,37148,200990,388241.0,9355200.0
1999-12-17,36790,38043,34642,36074,85930,377015.0,9355200.0
1999-12-20,34105,36253,34105,35626,45450,372337.0,9355200.0
1999-12-21,34463,36522,32315,32941,164650,344271.0,9355200.0
1999-12-22,33210,33926,28913,33567,162320,350820.0,9355200.0
1999-12-23,31330,35806,31330,31867,134680,333045.0,9355200.0
1999-12-24,31330,31554,29092,31016,100400,324158.0,9355200.0
1999-12-27,31106,31106,28555,30434,192120,318077.0,9355200.0
1999-12-28,29092,35000,28197,35000,145550,365788.0,9355200.0
2000-01-04,33150,34250,31500,32000,31010,299366.0,9355200.0
2000-01-05,32000,32000,30500,31600,35120,295624.0,9355200.0
2000-01-06,33400,33400,30300,30500,75380,285334.0,9355200.0
2000-01-07,30000,31800,29300,31000,65670,290011.0,9355200.0
2000-01-10,29500,32400,29500,31500,101680,294689.0,9355200.0
2000-01-11,31000,33000,30500,31500,67900,294689.0,9355200.0
2000-01-12,31000,31450,30000,30400,33650,284398.0,9355200.0
2000-01-13,30200,30400,29200,29700,46970,277849.0,9355200.0
2000-01-14,29150,30500,26000,26000,65060,243235.0,9355200.0
2000-01-17,26000,26650,24600,25000,41760,233880.0,9355200.0
2000-01-18,25500,26000,24550,25400,65970,237622.0,9355200.0
2000-01-19,25150,25150,22200,22800,104630,213299.0,9355200.0
2000-01-20,22350,24750,20800,24000,148090,224525.0,9355200.0
2000-01-21,23100,25900,22200,24200,165330,226396.0,9355200.0
2000-01-24,23600,24100,22300,22300,41790,208621.0,9355200.0
2000-01-25,21100,22300,21000,21700,72940,203008.0,9355200.0
2000-01-26,22900,22900,20800,20800,37410,194588.0,9355200.0
2000-01-27,20500,22000,20000,21400,79330,200201.0,9355200.0
2000-01-28,22000,22400,21400,22000,62460,205814.0,9355200.0
2000-01-31,21500,24600,21300,24500,108060,229202.0,9355200.0
2000-02-01,26000,26900,25250,25750,176420,240896.0,9355200.0
2000-02-02,25000,27500,24100,26500,84640,247913.0,9355200.0
2000-02-03,26500,26800,25300,26000,56680,243235.0,9355200.0
2000-02-07,26000,26800,25500,26400,91240,246977.0,9355200.0
2000-02-08,26500,26800,25850,25900,62130,242300.0,9355200.0
2000-02-09,25900,26200,24600,24600,170440,230138.0,9355200.0
2000-02-10,23600,24400,22900,23600,204370,220783.0,9355200.0
2000-02-11,23500,23900,21800,21800,103140,203943.0,9355200.0
2000-02-14,22800,22800,20800,20800,99170,194588.0,9355200.0
2000-02-15,21000,21200,17750,18700,218610,174942.0,9355200.0
2000-02-16,19000,19200,18200,18750,171650,175410.0,9355200.0
2000-02-17,18000,20700,18000,20500,158810,191782.0,9355200.0
2000-02-18,20600,20600,19000,19500,134440,182426.0,9355200.0
2000-02-21,18800,20400,18100,19050,99960,178217.0,9355200.0
2000-02-22,18500,19500,18200,19300,78380,180555.0,9355200.0
2000-02-23,20500,21450,19500,20000,169500,187104.0,9355200.0
2000-02-24,20000,21500,19400,21000,152270,196459.0,9355200.0
2000-02-25,20600,23200,20600,23000,141850,215170.0,9355200.0
2000-02-28,22700,25550,22100,24500,151610,229202.0,9355200.0
2000-02-29,24500,25000,23500,24400,63480,228267.0,9355200.0
2000-03-02,24800,24800,23300,23500,35410,219847.0,9355200.0
2000-03-03,22600,23500,21500,23000,70150,215170.0,9355200.0
2000-03-06,23550,24100,22300,22400,39570,209556.0,9355200.0
2000-03-07,22400,23300,22200,22550,43400,210960.0,9355200.0
2000-03-08,22650,22650,21050,21050,50370,196927.0,9355200.0
2000-03-09,22000,23450,21350,22500,74710,210492.0,9355200.0
2000-03-10,23150,25850,21500,25850,402790,241832.0,9355200.0
2000-03-13,26500,28000,25100,25850,619020,302290.0,11694000.0
2000-03-14,25950,26900,24550,25300,195880,295858.0,11694000.0
2000-03-15,24800,24800,22500,23400,152280,273640.0,11694000.0
2000-03-16,24000,24100,22600,22600,165050,264284.0,11694000.0
2000-03-17,23000,24500,21400,23900,255530,279487.0,11694000.0
2000-03-20,23650,25100,22000,22700,145970,265454.0,11694000.0
2000-03-21,22000,22100,21000,21000,118830,245574.0,11694000.0
2000-03-22,21100,21800,20800,21500,169210,251421.0,11694000.0
2000-03-23,21500,21500,20300,20700,134830,242066.0,11694000.0
2000-03-24,20700,21500,20050,21500,83480,251421.0,11694000.0
2000-03-27,22000,22000,20650,21250,189350,248498.0,11694000.0
2000-03-28,20800,21400,19800,21100,349860,246743.0,11694000.0
2000-03-29,20900,22100,20250,21100,352560,246743.0,11694000.0
2000-03-30,21100,22250,20800,21500,206050,251421.0,11694000.0
2000-03-31,21200,22000,20500,22000,170020,257268.0,11694000.0
2000-04-03,21500,21700,19000,19400,170290,226864.0,11694000.0
2000-04-04,20300,20300,18000,18100,127320,211661.0,11694000.0
2000-04-06,17900,17900,16600,17300,135360,202306.0,11694000.0
2000-04-07,16900,17800,16900,17450,185640,204060.0,11694000.0
2000-04-10,17050,19000,17050,17900,147820,209323.0,11694000.0
2000-04-11,18300,18300,17000,17100,79870,199967.0,11694000.0
2000-04-12,16700,17400,16700,17000,67190,198798.0,11694000.0
2000-04-14,16500,17200,15750,16000,134730,187104.0,11694000.0
2000-04-17,14400,15000,13600,13700,155300,160208.0,11694000.0
2000-04-18,14800,15000,13550,14200,386750,170040.0,11974656.0
2000-04-19,14500,16300,14500,15950,583410,190996.0,11974656.0
2000-04-20,15800,15950,14300,15850,356470,189798.0,11974656.0
2000-04-21,16100,17200,15750,16750,697950,200575.0,11974656.0
2000-04-24,17000,17350,15750,15850,311110,189798.0,11974656.0
2000-04-25,15550,15850,15000,15300,143900,183212.0,11974656.0
2000-04-26,15500,15800,14300,14300,155380,171238.0,11974656.0
2000-04-27,14000,14800,13700,13700,186550,164053.0,11974656.0
2000-04-28,13700,14300,13700,13900,150630,166448.0,11974656.0
2000-05-02,14200,14600,13900,14500,174930,173633.0,11974656.0
2000-05-03,14200,15150,14200,14650,181080,175429.0,11974656.0
2000-05-04,14800,15600,14400,15300,179700,183212.0,11974656.0
2000-05-08,15300,15800,15050,15300,135300,183212.0,11974656.0
2000-05-09,15300,15500,14900,14900,72720,178422.0,11974656.0
2000-05-10,14700,15100,14350,14500,120180,173633.0,11974656.0
2000-05-12,14500,14700,13600,13900,125690,166448.0,11974656.0
2000-05-15,13750,13800,12100,13100,130370,156868.0,11974656.0
2000-05-16,13000,13100,12500,12800,159930,153276.0,11974656.0
2000-05-17,13000,13000,10900,10950,248720,131122.0,11974656.0
2000-05-18,11100,11500,9350,9850,264370,117950.0,11974656.0
2000-05-19,9350,10100,9060,9800,163060,117352.0,11974656.0
2000-05-22,9400,9700,8700,8700,107130,104180.0,11974656.0
2000-05-23,8200,8600,7400,7800,302210,93402.0,11974656.0
2000-05-24,7700,8970,6950,8800,303960,105377.0,11974656.0
2000-05-25,9000,10100,8600,10100,277800,120944.0,11974656.0
2000-05-26,9500,9990,8600,8600,164430,102982.0,11974656.0
2000-05-29,8280,9120,8010,8750,200060,104778.0,11974656.0
2000-05-30,9400,9470,9090,9260,141980,110885.0,11974656.0
2000-05-31,9800,10400,9600,9900,239430,118549.0,11974656.0
2000-06-01,9900,9990,9400,9400,119490,112562.0,11974656.0
2000-06-02,9600,10800,9530,10150,313440,121543.0,11974656.0
2000-06-05,10650,11650,10300,11650,355260,139505.0,11974656.0
2000-06-07,11750,12750,11200,11900,385850,142498.0,11974656.0
2000-06-08,12000,12200,10450,10600,307640,126931.0,11974656.0
2000-06-09,10500,11000,10300,10550,180880,126333.0,11974656.0
2000-06-12,10850,11000,10300,11000,316320,131721.0,11974656.0
2000-06-13,10700,10900,10000,10100,172750,120944.0,11974656.0
2000-06-14,10150,10200,9410,9750,219200,116753.0,11974656.0
2000-06-15,9600,9600,9050,9050,140590,108371.0,11974656.0
2000-06-16,8800,9200,8750,9000,71740,107772.0,11974656.0
2000-06-19,8510,8890,8400,8400,138450,100587.0,11974656.0
2000-06-20,8800,8900,8570,8570,220060,102623.0,11974656.0
2000-06-21,8700,9500,8700,8800,254310,105377.0,11974656.0
2000-06-22,9100,9250,8610,8790,116450,105257.0,11974656.0
2000-06-23,8900,8970,8700,8800,81490,105377.0,11974656.0
2000-06-26,9100,10100,8990,10100,340050,120944.0,11974656.0
2000-06-27,10500,11600,10450,11600,438710,138906.0,11974656.0
2000-06-28,12400,13300,12000,12300,1095100,147288.0,11974656.0
2000-06-29,12600,12700,11500,12200,401900,146091.0,11974656.0
2000-06-30,12200,14000,12000,14000,532240,167645.0,11974656.0
2000-07-03,14800,16100,14550,16100,1554780,192792.0,11974656.0
2000-07-04,16300,16900,14900,15000,587550,179620.0,11974656.0
2000-07-05,14700,16450,14600,15700,1052870,188002.0,11974656.0
2000-07-06,15900,15950,14500,14700,540010,176027.0,11974656.0
2000-07-07,15050,15500,14000,14500,438100,173633.0,11974656.0
2000-07-10,14500,16300,14500,15500,648460,185607.0,11974656.0
2000-07-11,15500,15800,14250,14550,326980,174231.0,11974656.0
2000-07-12,15100,16700,14750,16700,1182160,199977.0,11974656.0
2000-07-13,16900,18500,16400,16500,1308080,197582.0,11974656.0
2000-07-14,17000,17500,16000,16500,564840,197582.0,11974656.0
2000-07-18,16500,16800,14400,14500,430280,173633.0,11974656.0
2000-07-19,14500,15300,14150,14700,521730,176027.0,11974656.0
2000-07-20,14300,15200,13800,14500,356750,173633.0,11974656.0
2000-07-21,14600,15000,13950,14000,262570,167645.0,11974656.0
2000-07-24,13500,13600,11900,12500,340740,149683.0,11974656.0
2000-07-25,12000,12300,11250,11850,643380,141900.0,11974656.0
2000-07-26,12000,12450,11750,12250,619090,146690.0,11974656.0
2000-07-27,12000,12100,11500,11550,428850,138307.0,11974656.0
2000-07-28,11200,12150,10950,11400,409740,136511.0,11974656.0
2000-07-31,11000,11700,11000,11550,153290,138307.0,11974656.0
2000-08-01,11700,12650,11550,12200,323190,146091.0,11974656.0
2000-08-02,12300,12650,11850,12100,283430,144893.0,11974656.0
2000-08-03,12100,12400,11850,11850,273100,141900.0,11974656.0
2000-08-04,11700,12300,11600,11850,245700,141900.0,11974656.0
2000-08-07,11550,11800,10600,10800,239490,129326.0,11974656.0
2000-08-08,10700,11150,10300,10300,179140,123339.0,11974656.0
2000-08-09,10350,11100,10350,10950,207110,131122.0,11974656.0
2000-08-10,10900,11000,10400,10950,310210,131122.0,11974656.0
2000-08-11,10950,12550,10800,12100,1245800,144893.0,11974656.0
2000-08-14,12700,13300,12300,12450,772300,149084.0,11974656.0
2000-08-16,12400,12900,12300,12850,376370,153874.0,11974656.0
2000-08-17,12700,13500,12450,12900,412670,154473.0,11974656.0
2000-08-18,12500,12900,11950,12200,247040,146091.0,11974656.0
2000-08-21,11800,12400,11550,11600,186140,138906.0,11974656.0
2000-08-22,11650,12200,11650,12100,280280,144893.0,11974656.0
2000-08-23,11800,12350,11600,11800,235760,141301.0,11974656.0
2000-08-24,11800,12000,11200,11450,158310,137110.0,11974656.0
2000-08-25,11300,11600,11200,11400,103790,136511.0,11974656.0
2000-08-28,11400,11500,11200,11300,206990,135314.0,11974656.0
2000-08-29,11550,11550,11000,11250,182260,134715.0,11974656.0
2000-08-30,11400,12000,11300,11650,334510,139505.0,11974656.0
2000-08-31,11800,11900,10900,11000,247430,131721.0,11974656.0
2000-09-01,11200,11400,10850,11200,164070,134116.0,11974656.0
2000-09-04,11200,11300,11000,11200,113950,134116.0,11974656.0
2000-09-05,11200,11350,10900,11300,212000,135314.0,11974656.0
2000-09-06,11450,11900,11250,11600,456240,138906.0,11974656.0
2000-09-07,11400,11450,10800,10800,243590,129326.0,11974656.0
2000-09-08,10800,11000,10450,10800,158610,129326.0,11974656.0
2000-09-14,10400,10700,10100,10700,109130,128129.0,11974656.0
2000-09-15,10700,10900,9900,10000,157230,119747.0,11974656.0
2000-09-18,9500,9500,8500,8550,175210,102383.0,11974656.0
