CJ헬로(037560),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2013-12-26,22927,23173,22681,22928,87785,1444384.0,77446865.0
2013-12-27,22804,23665,22620,23419,144017,1475363.0,77446865.0
2013-12-30,23419,23788,23111,23604,89630,1486980.0,77446865.0
2014-01-02,23603,24095,23296,23850,174048,1502469.0,77446865.0
2014-01-03,23849,23911,22988,23542,189766,1483107.0,77446865.0
2014-01-06,23665,23972,23173,23358,92930,1471490.0,77446865.0
2014-01-07,23234,23419,22804,23050,178425,1452129.0,77446865.0
2014-01-08,22927,23296,22927,23112,124107,1456001.0,77446865.0
2014-01-09,23234,23296,22927,23173,117851,1459873.0,77446865.0
2014-01-10,23234,23603,22988,23173,109830,1459873.0,77446865.0
2014-01-13,23357,23357,22988,23173,61736,1459873.0,77446865.0
2014-01-14,23173,23234,22681,23173,129261,1459873.0,77446865.0
2014-01-15,23234,23357,23050,23235,92892,1463746.0,77446865.0
2014-01-16,23234,23357,22866,23173,136511,1459873.0,77446865.0
2014-01-17,22988,23542,22988,23358,123165,1471490.0,77446865.0
2014-01-20,23603,23603,23173,23235,80231,1463746.0,77446865.0
2014-01-21,23173,23357,22988,23173,122786,1459873.0,77446865.0
2014-01-22,23050,23419,23050,23358,102740,1471490.0,77446865.0
2014-01-23,23419,23480,23173,23235,113973,1463746.0,77446865.0
2014-01-24,23234,23726,22497,23481,360518,1479235.0,77446865.0
2014-01-27,22927,23542,22804,23358,211470,1471490.0,77446865.0
2014-01-28,23542,23788,23050,23788,162741,1498597.0,77446865.0
2014-01-29,23849,24833,23726,24526,476255,1545065.0,77446865.0
2014-02-03,24710,25017,24279,24710,220509,1556682.0,77446865.0
2014-02-04,24402,24648,24033,24157,194630,1521831.0,77446865.0
2014-02-05,24279,24341,23419,23665,306790,1490852.0,77446865.0
2014-02-06,23726,23911,23357,23727,165129,1494724.0,77446865.0
2014-02-07,23849,24587,23603,24218,202531,1525703.0,77446865.0
2014-02-10,24402,24464,23296,23665,252367,1490852.0,77446865.0
2014-02-11,23726,23972,23296,23358,241993,1471490.0,77446865.0
2014-02-12,23480,23726,23296,23665,117799,1490852.0,77446865.0
2014-02-13,23665,23788,23111,23358,211577,1471490.0,77446865.0
2014-02-14,23603,23603,23111,23173,212740,1459873.0,77446865.0
2014-02-17,23234,23296,22620,23050,160719,1452129.0,77446865.0
2014-02-18,22620,23050,22066,22928,410149,1444384.0,77446865.0
2014-02-19,22988,23050,22435,22620,276953,1425022.0,77446865.0
2014-02-20,22558,22804,22435,22559,173472,1421150.0,77446865.0
2014-02-21,22374,22435,21882,22006,3571725,1386299.0,77446865.0
2014-02-24,22128,22128,21513,21760,608820,1370810.0,77446865.0
2014-02-25,22005,22066,21698,21821,604790,1374682.0,77446865.0
2014-02-26,21882,22128,21698,22067,257685,1390171.0,77446865.0
2014-02-27,22189,22189,21698,21944,266262,1382427.0,77446865.0
2014-02-28,22066,22497,21944,22190,274549,1397916.0,77446865.0
2014-03-03,22251,22312,21759,21944,291273,1382427.0,77446865.0
2014-03-04,21759,22374,21698,22313,333713,1405661.0,77446865.0
2014-03-05,22435,22497,21944,22251,326413,1401788.0,77446865.0
2014-03-06,22374,22558,22128,22313,313254,1405661.0,77446865.0
2014-03-07,22312,23419,22312,23235,627934,1463746.0,77446865.0
2014-03-10,23234,23542,22743,22866,231896,1440512.0,77446865.0
2014-03-11,22866,23603,22681,23542,265208,1483107.0,77446865.0
2014-03-12,23603,23665,22804,23296,201923,1467618.0,77446865.0
2014-03-13,23296,23419,22866,23235,144541,1463746.0,77446865.0
2014-03-14,22927,23296,22866,23112,115319,1456001.0,77446865.0
2014-03-17,23296,23542,22804,23112,148673,1456001.0,77446865.0
2014-03-18,23480,23665,23173,23173,196349,1459873.0,77446865.0
2014-03-19,23296,23480,22927,22928,96978,1444384.0,77446865.0
2014-03-20,22866,23665,22743,23604,131622,1486980.0,77446865.0
2014-03-21,23603,23603,23050,23235,127542,1463746.0,77446865.0
2014-03-24,23173,23173,22804,22989,113538,1448256.0,77446865.0
2014-03-25,22988,22988,22497,22866,195785,1440512.0,77446865.0
2014-03-26,22866,22866,22558,22620,94156,1425022.0,77446865.0
2014-03-27,22558,22866,22251,22620,128080,1425022.0,77446865.0
2014-03-28,22497,22804,22189,22436,167314,1413405.0,77446865.0
2014-03-31,22497,22620,22066,22313,117613,1405661.0,77446865.0
2014-04-01,22374,22558,22251,22374,177776,1409533.0,77446865.0
2014-04-02,22435,22681,22312,22559,162152,1421150.0,77446865.0
2014-04-03,22620,22620,22251,22497,135626,1417278.0,77446865.0
2014-04-04,22620,22620,22374,22559,161676,1421150.0,77446865.0
2014-04-07,22374,22558,22128,22190,87400,1397916.0,77446865.0
2014-04-08,22005,22435,21759,22313,101683,1405661.0,77446865.0
2014-04-09,22312,22435,21944,22067,124159,1390171.0,77446865.0
2014-04-10,22128,22189,21390,21391,329565,1347575.0,77446865.0
2014-04-11,21206,21575,21144,21452,141623,1351448.0,77446865.0
2014-04-14,21452,21636,21267,21514,46065,1355320.0,77446865.0
2014-04-15,21513,21698,21390,21391,50419,1347575.0,77446865.0
2014-04-16,21390,21636,21144,21575,110102,1359192.0,77446865.0
2014-04-17,21698,21698,21206,21452,66840,1351448.0,77446865.0
2014-04-18,21329,21575,21206,21391,108591,1347575.0,77446865.0
2014-04-21,21390,21452,21206,21206,83876,1335958.0,77446865.0
2014-04-22,21636,21882,21206,21514,226633,1355320.0,77446865.0
2014-04-23,21513,22128,21329,21883,245839,1378554.0,77446865.0
2014-04-24,22005,22128,21698,21760,204323,1370810.0,77446865.0
2014-04-25,21882,22128,21575,21760,166434,1370810.0,77446865.0
2014-04-28,21759,22128,21575,21883,106731,1378554.0,77446865.0
2014-04-29,21821,21882,21452,21698,78577,1366937.0,77446865.0
2014-04-30,21882,21944,21575,21698,64551,1366937.0,77446865.0
2014-05-02,22005,22005,21329,21391,99543,1347575.0,77446865.0
2014-05-07,21329,21575,21022,21452,106837,1351448.0,77446865.0
2014-05-08,21452,21636,21144,21575,72217,1359192.0,77446865.0
2014-05-09,21698,21882,21452,21760,76050,1370810.0,77446865.0
2014-05-12,21636,21944,21513,21883,57832,1378554.0,77446865.0
2014-05-13,21882,22005,21390,21391,103659,1347575.0,77446865.0
2014-05-14,21144,21144,19854,20653,826594,1301107.0,77446865.0
2014-05-15,20591,20653,20222,20284,281491,1277873.0,77446865.0
2014-05-16,20284,20345,19731,19793,322812,1246895.0,77446865.0
2014-05-19,19854,20100,19546,19731,157818,1243022.0,77446865.0
2014-05-20,19669,19669,18809,18994,424810,1196554.0,77446865.0
2014-05-21,18993,19116,18317,18625,559262,1173320.0,77446865.0
2014-05-22,18686,18809,18255,18563,337674,1169448.0,77446865.0
2014-05-23,18686,18870,18563,18563,277021,1169448.0,77446865.0
2014-05-26,18563,18686,18317,18440,245686,1161703.0,77446865.0
2014-05-27,18440,18809,18440,18809,217605,1184937.0,77446865.0
2014-05-28,18686,18809,18440,18625,263551,1173320.0,77446865.0
2014-05-29,18624,18686,17887,18072,454030,1138469.0,77446865.0
2014-05-30,17948,18747,17825,18748,468579,1181065.0,77446865.0
2014-06-02,18563,18686,17825,17887,389687,1126852.0,77446865.0
2014-06-03,17825,17948,17272,17395,373848,1095873.0,77446865.0
2014-06-05,17456,17579,16288,17027,738909,1072639.0,77446865.0
2014-06-09,16965,17456,16965,17395,312232,1095873.0,77446865.0
2014-06-10,17456,17948,17333,17949,340069,1130724.0,77446865.0
2014-06-11,17948,18194,17579,18133,257464,1142341.0,77446865.0
2014-06-12,18071,18071,17456,17887,274835,1126852.0,77446865.0
2014-06-13,17825,17825,17456,17703,143772,1115235.0,77446865.0
2014-06-16,17825,17825,17272,17334,165184,1092001.0,77446865.0
2014-06-17,17272,17764,17211,17641,247956,1111363.0,77446865.0
2014-06-18,17518,17518,16842,17150,335089,1080384.0,77446865.0
2014-06-19,17088,17211,16780,17211,340848,1084256.0,77446865.0
2014-06-20,17272,17333,16719,17027,317986,1072639.0,77446865.0
2014-06-23,17026,17333,16903,17088,157435,1076511.0,77446865.0
2014-06-24,17026,17272,16780,17272,236784,1088128.0,77446865.0
2014-06-25,17211,17272,16965,17150,188509,1080384.0,77446865.0
2014-06-26,17333,18071,17211,17949,393019,1130724.0,77446865.0
2014-06-27,17948,18255,17825,18256,278535,1150086.0,77446865.0
2014-06-30,18255,18378,17948,18133,298533,1142341.0,77446865.0
2014-07-01,18255,18378,18133,18256,178596,1150086.0,77446865.0
2014-07-02,18378,18378,18071,18256,158357,1150086.0,77446865.0
2014-07-03,18317,18563,18255,18317,213189,1153958.0,77446865.0
2014-07-04,18378,18501,18071,18072,186190,1138469.0,77446865.0
2014-07-07,18010,18010,17395,17703,290871,1115235.0,77446865.0
2014-07-08,17579,17825,17272,17334,244746,1092001.0,77446865.0
2014-07-09,17211,17333,16780,17150,316525,1080384.0,77446865.0
2014-07-10,17149,17395,16965,17150,156999,1080384.0,77446865.0
