케이티(030200),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2008-06-09,45300,45500,44850,45100,659049,12411628.0,275202400.0
2008-06-10,45150,45150,44550,44600,502974,12274027.0,275202400.0
2008-06-11,44650,45300,44450,44650,498783,12287787.0,275202400.0
2008-06-12,44500,44550,43800,43800,1087167,12053865.0,275202400.0
2008-06-13,43750,44050,43550,43950,606403,12095145.0,275202400.0
2008-06-16,44300,45200,43850,45000,648783,12384108.0,275202400.0
2008-06-17,44900,45400,44550,45000,553040,12384108.0,275202400.0
2008-06-18,45200,45900,45000,45550,563664,12535469.0,275202400.0
2008-06-19,45700,46400,45200,45200,702760,12439148.0,275202400.0
2008-06-20,45300,46000,44950,45400,528514,12494189.0,275202400.0
2008-06-23,44700,44950,44400,44950,474235,12370348.0,275202400.0
2008-06-24,44700,45050,44400,44850,404578,12342828.0,275202400.0
2008-06-25,44700,45700,44200,45500,706741,12521709.0,275202400.0
2008-06-26,45500,45850,44950,45200,399209,12439148.0,275202400.0
2008-06-27,44500,44900,44350,44800,614474,12329068.0,275202400.0
2008-06-30,44800,45000,44350,44750,500473,12315307.0,275202400.0
2008-07-01,44850,45450,44500,45100,560065,12411628.0,275202400.0
2008-07-02,45150,45350,44850,44850,784730,12342828.0,275202400.0
2008-07-03,44850,45000,44350,44700,831165,12301547.0,275202400.0
2008-07-04,44500,46050,44400,45600,1049257,12549229.0,275202400.0
2008-07-07,45600,47200,45550,47100,1497494,12962033.0,275202400.0
2008-07-08,47100,47150,46400,46850,1131168,12893232.0,275202400.0
2008-07-09,47000,47900,46550,46750,1567382,12865712.0,275202400.0
2008-07-10,46350,47000,45700,45700,1385035,12576750.0,275202400.0
2008-07-11,44850,44900,43100,44300,2100287,12191466.0,275202400.0
2008-07-14,43700,43700,42450,42550,1706003,11709862.0,275202400.0
2008-07-15,42550,42550,41500,41600,1212508,11448420.0,275202400.0
2008-07-16,41250,42250,41050,41500,1104986,11420900.0,275202400.0
2008-07-17,41800,42300,41200,41650,555492,11462180.0,275202400.0
2008-07-18,41950,42100,40650,41000,665439,11283298.0,275202400.0
2008-07-21,41300,42350,41300,41800,812044,11503460.0,275202400.0
2008-07-22,41800,42000,41500,41600,538407,11448420.0,275202400.0
2008-07-23,42300,42550,41800,42200,848590,11613541.0,275202400.0
2008-07-24,42500,43250,42150,42600,939305,11723622.0,275202400.0
2008-07-25,42050,42750,41950,42350,551915,11654822.0,275202400.0
2008-07-28,42350,42400,41200,42200,735573,11613541.0,275202400.0
2008-07-29,42100,42200,41350,41550,565064,11434660.0,275202400.0
2008-07-30,41700,41950,41400,41800,609524,11503460.0,275202400.0
2008-07-31,41600,41900,41300,41850,590278,11447469.0,273535700.0
2008-08-01,41700,41950,41300,41700,296368,11406439.0,273535700.0
2008-08-04,41300,43700,41000,43300,2406247,11844096.0,273535700.0
2008-08-05,43100,43900,42500,43300,1706391,11844096.0,273535700.0
2008-08-06,43550,43800,43000,43450,738039,11885126.0,273535700.0
2008-08-07,43450,43450,42500,42800,607563,11707328.0,273535700.0
2008-08-08,42200,42800,41900,42700,591541,11679974.0,273535700.0
2008-08-11,42700,43200,42400,42700,394927,11679974.0,273535700.0
2008-08-12,42700,43000,42300,42400,442169,11597914.0,273535700.0
2008-08-13,42350,42400,41550,42100,796260,11515853.0,273535700.0
2008-08-14,41650,42100,41650,41900,824831,11461146.0,273535700.0
2008-08-18,42150,42400,41900,42300,408483,11570560.0,273535700.0
2008-08-19,42300,42300,41350,41800,568255,11433792.0,273535700.0
2008-08-20,41450,41600,40800,41100,1262503,11242317.0,273535700.0
2008-08-21,41000,41800,40650,41200,804159,11269671.0,273535700.0
2008-08-22,41650,42400,41200,42250,1054580,11556883.0,273535700.0
2008-08-25,42500,43000,42250,42500,857624,11625267.0,273535700.0
2008-08-26,41800,43600,41800,43100,1329383,11789389.0,273535700.0
2008-08-27,43000,44650,42950,44600,1851279,12199692.0,273535700.0
2008-08-28,44900,44900,43950,44700,797691,12227046.0,273535700.0
2008-08-29,44500,45500,44450,44800,890478,12254399.0,273535700.0
2008-09-01,44050,45550,44050,44800,989627,12254399.0,273535700.0
2008-09-02,44800,45800,44800,45800,1040077,12527935.0,273535700.0
2008-09-03,46000,46300,43850,44500,1064839,12172339.0,273535700.0
2008-09-04,44150,44150,43150,43350,1156668,11857773.0,273535700.0
2008-09-05,43300,43450,42500,43000,765634,11762035.0,273535700.0
2008-09-08,43150,43300,42550,42750,1406557,11693651.0,273535700.0
2008-09-09,42600,42900,42000,42500,872080,11625267.0,273535700.0
2008-09-10,42450,43000,42100,42350,1251304,11584237.0,273535700.0
2008-09-11,42250,42450,41950,41950,1451333,11474823.0,273535700.0
2008-09-12,42000,42550,41800,41900,1014606,11461146.0,273535700.0
2008-09-16,40900,41900,40900,41850,1004965,11447469.0,273535700.0
2008-09-17,41750,42200,41400,42000,1187995,11488499.0,273535700.0
2008-09-18,41300,41550,41000,41100,908400,11242317.0,273535700.0
2008-09-19,41600,42200,41500,42200,1037930,11543207.0,273535700.0
2008-09-22,42250,42350,40250,40500,3188703,11078196.0,273535700.0
2008-09-23,40400,40400,39850,40200,1596709,10996135.0,273535700.0
2008-09-24,40200,40650,40050,40500,1058183,11078196.0,273535700.0
2008-09-25,40500,41150,40050,41000,1028458,11214964.0,273535700.0
2008-09-26,41000,41650,40750,41400,1462629,11324378.0,273535700.0
2008-09-29,42000,42700,41850,42400,2220259,11597914.0,273535700.0
2008-09-30,41100,42300,40900,41900,2539872,11461146.0,273535700.0
2008-10-01,41350,41850,40650,41550,1197625,11365408.0,273535700.0
2008-10-02,41600,41950,41100,41550,617472,11365408.0,273535700.0
2008-10-06,40750,40750,40200,40350,847571,11037165.0,273535700.0
2008-10-07,39700,41450,39700,40600,1203195,11105549.0,273535700.0
2008-10-08,39650,40400,39150,40000,1080005,10941428.0,273535700.0
2008-10-09,39950,40650,39500,40200,929204,10996135.0,273535700.0
2008-10-10,39100,39150,36900,37800,1201822,10339649.0,273535700.0
2008-10-13,37550,38850,37500,38500,1241324,10531124.0,273535700.0
2008-10-14,39400,40600,39250,40100,1079007,10968782.0,273535700.0
2008-10-15,39800,40450,39100,40300,870152,11023489.0,273535700.0
2008-10-16,38500,40700,38000,40300,2530508,11023489.0,273535700.0
2008-10-17,39800,39950,39000,39800,1486635,10886721.0,273535700.0
2008-10-20,39800,40200,38650,39700,1323065,10859367.0,273535700.0
2008-10-21,39700,39700,38550,39250,821400,10736276.0,273535700.0
2008-10-22,38400,39350,37750,39000,1039943,10667892.0,273535700.0
2008-10-23,37000,37550,36550,36550,1274963,9997730.0,273535700.0
2008-10-24,36050,36150,31950,31950,1500756,8739466.0,273535700.0
2008-10-27,32000,33400,30800,33400,1757570,9136092.0,273535700.0
2008-10-28,33000,34050,31600,31650,2528777,8657405.0,273535700.0
2008-10-29,32800,32800,27350,29500,2340829,8069303.0,273535700.0
2008-10-30,30650,32700,29950,32350,1720157,8848880.0,273535700.0
2008-10-31,32350,34150,31300,33000,1603440,9026678.0,273535700.0
2008-11-03,33000,33450,31400,32000,2136834,8753142.0,273535700.0
2008-11-04,31800,33850,31700,33500,1638411,9163446.0,273535700.0
2008-11-05,34200,35400,34150,35000,1522381,9573750.0,273535700.0
2008-11-06,34000,35250,33850,34400,1636734,9409628.0,273535700.0
2008-11-07,33600,35000,32600,34300,1421831,9382275.0,273535700.0
2008-11-10,34550,35600,34350,35050,999937,9587426.0,273535700.0
2008-11-11,35450,37650,34850,35300,1474564,9655810.0,273535700.0
2008-11-12,34900,37250,34650,36500,1229765,9984053.0,273535700.0
2008-11-13,35100,36800,35100,36800,1138429,10066114.0,273535700.0
2008-11-14,37500,37600,35400,36200,1193470,9901992.0,273535700.0
2008-11-17,35900,37000,34100,35700,960097,9765224.0,273535700.0
2008-11-18,34900,35150,34050,34400,1091138,9409628.0,273535700.0
2008-11-19,34400,34400,32100,33150,1126226,9067708.0,273535700.0
2008-11-20,31800,32350,31400,32200,843006,8807850.0,273535700.0
2008-11-21,31450,32150,30800,32100,734360,8780496.0,273535700.0
2008-11-24,32000,32050,31000,31550,789759,8630051.0,273535700.0
2008-11-25,32500,33300,31800,32200,1109178,8807850.0,273535700.0
2008-11-26,32200,34550,32200,33400,992220,9136092.0,273535700.0
2008-11-27,33900,34150,32700,33100,1031008,9054032.0,273535700.0
2008-11-28,33200,34000,32750,33350,996255,9122416.0,273535700.0
2008-12-01,33400,33750,32900,33000,599739,9026678.0,273535700.0
2008-12-02,32050,32550,31950,32000,694594,8753142.0,273535700.0
2008-12-03,32100,32150,31100,31850,1298953,8712112.0,273535700.0
2008-12-04,32050,32100,30900,31400,689914,8589021.0,273535700.0
2008-12-05,31450,32500,31450,31850,746288,8712112.0,273535700.0
2008-12-08,32350,34350,31950,34200,1160422,9354921.0,273535700.0
2008-12-09,34500,34550,33100,33650,1119344,9204476.0,273535700.0
2008-12-10,34250,36800,34250,35950,2040971,9833608.0,273535700.0
2008-12-11,35550,36500,34800,35750,2199393,9778901.0,273535700.0
2008-12-12,35250,36800,35000,35750,1153135,9778901.0,273535700.0
2008-12-15,36500,37500,36200,36200,914136,9901992.0,273535700.0
2008-12-16,35800,36450,35050,35950,1034389,9833608.0,273535700.0
2008-12-17,36400,37900,36100,37200,1596782,10175528.0,273535700.0
2008-12-18,38050,39050,38000,38700,1131049,10585832.0,273535700.0
2008-12-19,38400,40650,38300,39400,1584670,10777307.0,273535700.0
2008-12-22,39400,41050,39100,39500,971689,10804660.0,273535700.0
2008-12-23,39100,39800,38500,39150,727307,10708923.0,273535700.0
2008-12-24,38200,39000,38050,39000,739185,10667892.0,273535700.0
2008-12-26,39400,39500,37950,38000,837995,10394357.0,273535700.0
2008-12-29,36500,37950,35950,37600,722632,10284942.0,273535700.0
2008-12-30,37550,38000,36900,37500,718075,10257589.0,273535700.0
2009-01-02,37900,39900,37700,39500,1211697,10804660.0,273535700.0
2009-01-05,40300,41200,40300,40900,1030808,11187610.0,273535700.0
2009-01-06,40550,41500,40250,41100,737342,11242317.0,273535700.0
2009-01-07,40600,40900,38950,39600,2002094,10832014.0,273535700.0
2009-01-08,39850,39850,38050,38750,1426000,10599508.0,273535700.0
2009-01-09,38900,39300,38000,38750,857174,10599508.0,273535700.0
2009-01-12,39550,40800,39300,40300,2087114,11023489.0,273535700.0
2009-01-13,40050,40500,39600,40000,1169158,10941428.0,273535700.0
2009-01-14,39600,40000,38600,39550,717799,10818337.0,273535700.0
2009-01-15,38600,39050,37850,38750,1062691,10599508.0,273535700.0
2009-01-16,38050,40250,38050,39600,813150,10832014.0,273535700.0
2009-01-19,39400,40450,39350,39750,672824,10873044.0,273535700.0
2009-01-20,40300,40800,38850,39700,1449845,10859367.0,273535700.0
2009-01-21,41000,44000,40550,42000,3156037,11488499.0,273535700.0
2009-01-22,42300,42550,40800,41500,2011649,11351732.0,273535700.0
2009-01-23,40500,41750,40000,41000,919250,11214964.0,273535700.0
2009-01-28,41450,42500,41400,41950,950942,11474823.0,273535700.0
2009-01-29,41400,41700,40350,40950,1546498,11201287.0,273535700.0
2009-01-30,40700,40750,39750,39800,966645,10886721.0,273535700.0
2009-02-02,39150,39850,38400,38950,1534407,10654216.0,273535700.0
2009-02-03,38550,39250,38300,38500,1647241,10531124.0,273535700.0
2009-02-04,38800,39500,38400,38600,1213661,10558478.0,273535700.0
2009-02-05,39000,39350,38600,38900,736262,10640539.0,273535700.0
2009-02-06,38900,40500,38700,40250,1214418,11009812.0,273535700.0
2009-02-09,40000,41300,39800,40600,1157851,11105549.0,273535700.0
2009-02-10,40650,41450,39300,39700,829109,10859367.0,273535700.0
2009-02-11,39000,40000,38700,39200,556047,10722599.0,273535700.0
2009-02-12,38900,39300,38600,39250,962286,10736276.0,273535700.0
2009-02-13,38850,39600,38500,39350,615952,10763630.0,273535700.0
2009-02-16,38950,39250,38700,39150,483503,10708923.0,273535700.0
2009-02-17,38700,38750,38000,38050,802050,10408033.0,273535700.0
2009-02-18,37700,37900,36200,36700,1459410,10038760.0,273535700.0
2009-02-19,36500,36950,35450,36500,1277873,9984053.0,273535700.0
2009-02-20,36400,36550,35500,35800,835795,9792578.0,273535700.0
2009-02-23,35200,35900,34900,35850,695659,9806255.0,273535700.0
2009-02-24,35200,36000,34500,35800,830051,9792578.0,273535700.0
2009-02-25,36450,38500,36400,37800,2036214,10339649.0,273535700.0
2009-02-26,39200,39850,37900,38100,1580726,10421710.0,273535700.0
2009-02-27,38100,38650,37250,37450,959296,10243912.0,273535700.0
2009-03-02,37300,37500,36450,37450,982153,10243912.0,273535700.0
2009-03-03,37300,37400,36400,36900,829775,10093467.0,273535700.0
2009-03-04,36600,38350,36250,37800,1450220,10339649.0,273535700.0
2009-03-05,37500,38700,37300,38100,1084970,10421710.0,273535700.0
2009-03-06,38000,39300,37750,38900,1297221,10640539.0,273535700.0
2009-03-09,39200,39500,38200,39000,909553,10667892.0,273535700.0
2009-03-10,39000,39250,38350,38650,1180760,10572155.0,273535700.0
2009-03-11,39000,39150,38500,38800,1220416,10613185.0,273535700.0
2009-03-12,38950,39050,38500,38900,1559716,10640539.0,273535700.0
2009-03-13,38700,39000,38500,38900,1093228,10640539.0,273535700.0
2009-03-16,38600,39150,38450,38800,1648603,10613185.0,273535700.0
2009-03-17,38600,38900,38450,38800,1571363,10613185.0,273535700.0
2009-03-18,39050,39100,38300,38600,2092249,10558478.0,273535700.0
2009-03-19,39000,40800,38800,40000,2478354,10941428.0,273535700.0
2009-03-20,39850,40000,39200,39850,1849015,10900398.0,273535700.0
2009-03-23,39700,39950,39250,39350,1520282,10763630.0,273535700.0
2009-03-24,39450,39550,38550,39300,1475649,10749953.0,273535700.0
2009-03-25,39300,39400,38900,39200,1039788,10722599.0,273535700.0
2009-03-26,39050,40400,38950,40100,1747478,10968782.0,273535700.0
2009-03-27,39700,40000,39200,39850,1958071,10900398.0,273535700.0
2009-03-30,39750,39850,39050,39100,1121881,10695246.0,273535700.0
2009-03-31,39200,39550,38500,38500,1485303,10531124.0,273535700.0
2009-04-01,38500,38600,37850,38400,2107672,10503771.0,273535700.0
2009-04-02,38500,38650,38100,38450,1893073,10517448.0,273535700.0
2009-04-03,38400,38700,38250,38500,1265304,10531124.0,273535700.0
2009-04-06,38300,38750,38150,38150,1927380,10435387.0,273535700.0
2009-04-07,38150,38700,38050,38500,1659718,10531124.0,273535700.0
2009-04-08,38600,38800,38300,38400,1470398,10503771.0,273535700.0
2009-04-09,38500,38550,38150,38500,2194073,10531124.0,273535700.0
2009-04-10,38450,38500,38200,38350,1619798,10490094.0,273535700.0
2009-04-13,38350,39200,38250,39000,2636348,10667892.0,273535700.0
2009-04-14,39000,39200,38450,38950,3308168,10654216.0,273535700.0
2009-04-15,38550,38950,38400,38950,3123250,10654216.0,273535700.0
2009-04-16,38750,39150,38550,38600,2522516,10558478.0,273535700.0
2009-04-17,38650,38950,37800,38000,1713492,10394357.0,273535700.0
2009-04-20,38100,38150,36800,37500,1256628,10257589.0,273535700.0
2009-04-21,37000,37650,36700,37600,1019780,10284942.0,273535700.0
2009-04-22,37450,37450,36300,36600,2138195,10011407.0,273535700.0
2009-04-23,36800,36900,35600,36100,2133795,9874639.0,273535700.0
2009-04-24,36200,37250,36050,36700,1543360,10038760.0,273535700.0
2009-04-27,36850,37000,35750,36200,1838109,9901992.0,273535700.0
2009-04-28,35950,36800,35900,36300,1102496,9929346.0,273535700.0
2009-04-29,36300,37100,36050,37050,786145,10134498.0,273535700.0
2009-04-30,37000,37500,36650,37450,1225303,10243912.0,273535700.0
2009-05-04,37200,37450,36900,37450,1135283,10243912.0,273535700.0
2009-05-06,37050,37250,36400,36750,1970661,9570130.0,260411700.0
2009-05-07,36650,36900,36000,36200,1780348,9426904.0,260411700.0
2009-05-08,36000,36850,35850,36800,1429763,9583151.0,260411700.0
2009-05-11,36700,36850,36200,36400,1610831,9478986.0,260411700.0
2009-05-12,36400,37900,36300,37750,2189680,9830542.0,260411700.0
2009-05-13,38000,38750,37900,38300,2070886,9973768.0,260411700.0
2009-05-14,37950,38100,37000,37250,1699714,9700336.0,260411700.0
2009-05-15,37300,37300,36450,36900,1598447,9609192.0,260411700.0
2009-05-18,36700,36800,36150,36400,1057420,9478986.0,260411700.0
2009-05-19,36600,37150,36400,36750,1939579,9570130.0,260411700.0
2009-05-20,36750,36800,36200,36350,1319554,9465965.0,260411700.0
2009-05-21,36300,36350,35900,35900,1234408,9348780.0,260411700.0
2009-05-22,35800,36350,35750,35800,1246249,9322739.0,260411700.0
2009-05-25,35500,36250,33800,35500,1698947,9244615.0,260411700.0
2009-05-26,35750,35850,34450,34750,1488480,9049307.0,260411700.0
2009-05-27,35100,35100,33100,33100,3203436,8619627.0,260411700.0
2009-05-28,33650,35500,33500,35150,2774205,9153471.0,260411700.0
2009-05-29,34900,35100,34000,34000,2158295,8853998.0,260411700.0
2009-06-01,34100,36250,33600,36050,2629732,9387842.0,260411700.0
2009-06-02,36800,36900,35400,35500,1773641,9244615.0,260411700.0
2009-06-03,35550,36250,35250,35800,1433938,9322739.0,260411700.0
2009-06-04,35500,35750,34600,34600,1488409,9010245.0,260411700.0
2009-06-05,34600,35000,34150,34650,985879,9023265.0,260411700.0
2009-06-08,34700,36050,34700,34850,1507875,9075348.0,260411700.0
2009-06-09,35200,35900,35100,35500,1566714,9244615.0,260411700.0
2009-06-10,35700,36950,35650,36800,2106490,9583151.0,260411700.0
2009-06-11,36750,37200,36300,36300,1872309,9452945.0,260411700.0
2009-06-12,36700,37600,36600,37200,1610296,9687315.0,260411700.0
2009-06-15,37150,37600,36750,37500,1292810,9765439.0,260411700.0
2009-06-16,37300,38650,37250,38000,2239830,9895645.0,260411700.0
2009-06-17,38000,38450,37500,37700,1004386,9817521.0,260411700.0
2009-06-18,37600,37850,37000,37050,820664,9648253.0,260411700.0
2009-06-19,37200,37900,36650,37300,1146010,9713356.0,260411700.0
2009-06-22,37750,38700,37600,38150,1730796,9934706.0,260411700.0
2009-06-23,37450,37750,37200,37350,1871562,9752526.0,261111808.0
2009-06-24,37400,37550,36500,36850,1346997,9621970.0,261111808.0
2009-06-25,36850,37150,36650,36750,1620201,9595859.0,261111808.0
2009-06-26,36800,36950,36050,36500,1617714,9530581.0,261111808.0
2009-06-29,36250,36650,36100,36350,767166,9491414.0,261111808.0
2009-06-30,36450,36900,36250,36750,1266445,9595859.0,261111808.0
2009-07-01,36450,37850,36450,37650,1711579,9830860.0,261111808.0
2009-07-02,37950,37950,37200,37600,863674,9817804.0,261111808.0
2009-07-03,36950,37600,36950,37600,747865,9817804.0,261111808.0
2009-07-06,37400,37500,36550,36900,1572073,9635026.0,261111808.0
2009-07-07,36750,36900,36600,36650,992449,9569748.0,261111808.0
2009-07-08,36600,37200,36550,37000,1027880,9661137.0,261111808.0
2009-07-09,37100,37800,37050,37650,1628109,9830860.0,261111808.0
2009-07-10,37750,37950,37300,37750,878975,9856971.0,261111808.0
2009-07-13,37750,37750,36900,37200,905506,9713359.0,261111808.0
2009-07-14,37400,37500,36800,36950,790174,9648081.0,261111808.0
2009-07-15,36950,37200,36550,36700,1054915,9582803.0,261111808.0
2009-07-16,37050,37200,36300,36700,1188970,9582803.0,261111808.0
2009-07-17,36800,37300,36750,37250,1160324,9726415.0,261111808.0
2009-07-20,37250,37500,36850,37100,1502686,9687248.0,261111808.0
2009-07-21,37300,37400,36650,37000,1737639,9661137.0,261111808.0
2009-07-22,37150,37600,37000,37300,1669230,9739470.0,261111808.0
2009-07-23,37600,39050,37550,38900,4428033,10157249.0,261111808.0
2009-07-24,39350,39450,38850,38850,1953088,10144194.0,261111808.0
2009-07-27,38900,39500,38650,38750,1806866,10118083.0,261111808.0
2009-07-28,38750,39350,38600,39050,1210078,10196416.0,261111808.0
2009-07-29,39200,40250,39150,39950,2678355,10431417.0,261111808.0
2009-07-30,39850,40600,39800,39800,2137896,10392250.0,261111808.0
2009-07-31,40000,40400,39650,39700,1379731,10366139.0,261111808.0
2009-08-03,39900,39900,39000,39000,2071990,10183361.0,261111808.0
2009-08-04,39300,39300,38300,38850,1971188,10144194.0,261111808.0
2009-08-05,38600,38800,38350,38750,1357992,10118083.0,261111808.0
2009-08-06,38700,39700,38500,39550,2142206,10326972.0,261111808.0
2009-08-07,39600,39850,39000,39600,1963091,10340028.0,261111808.0
2009-08-10,40050,40600,39850,40000,1927713,10444472.0,261111808.0
2009-08-11,40400,40900,40350,40600,2324556,10601139.0,261111808.0
2009-08-12,40600,40600,39900,39900,1444223,10418361.0,261111808.0
2009-08-13,40100,40400,39350,39400,1890481,10287805.0,261111808.0
2009-08-14,39500,39650,39100,39550,1287678,10326972.0,261111808.0
2009-08-17,39350,39350,38150,38250,2056155,9987527.0,261111808.0
2009-08-18,38000,38700,37900,38400,1076899,10026693.0,261111808.0
2009-08-19,38650,38700,37600,37900,1972550,9896138.0,261111808.0
2009-08-20,37900,38100,37750,38000,922917,9922249.0,261111808.0
2009-08-21,38000,38100,37200,37400,1956307,9765582.0,261111808.0
2009-08-24,37500,38200,37250,38050,1553750,9935304.0,261111808.0
2009-08-25,38100,38700,38050,38500,1440017,10052805.0,261111808.0
2009-08-26,38500,39050,38450,38850,1352033,10144194.0,261111808.0
2009-08-27,39000,39350,39000,39050,1583011,10196416.0,261111808.0
2009-08-28,39300,39350,38700,39000,899433,10183361.0,261111808.0
2009-08-31,38800,39100,38400,39000,1078110,10183361.0,261111808.0
2009-09-01,39000,39500,39000,39400,1283770,10287805.0,261111808.0
2009-09-02,39100,39450,38950,39200,978551,10235583.0,261111808.0
2009-09-03,39200,39950,38950,39900,1097284,10418361.0,261111808.0
2009-09-04,39950,40300,39800,40100,1984648,10470584.0,261111808.0
2009-09-07,40100,40250,39350,39400,1251447,10287805.0,261111808.0
2009-09-08,39450,39450,38800,39050,1892690,10196416.0,261111808.0
2009-09-09,39000,39350,38600,39050,682619,10196416.0,261111808.0
2009-09-10,39100,39600,39050,39300,1814382,10261694.0,261111808.0
2009-09-11,39300,40000,38900,39950,1413278,10431417.0,261111808.0
2009-09-14,39850,40800,39650,40650,1997951,10614195.0,261111808.0
2009-09-15,40950,41000,40250,40550,1130466,10588084.0,261111808.0
2009-09-16,40550,40950,40400,40550,1251377,10588084.0,261111808.0
2009-09-17,40550,40950,40400,40900,1698170,10679473.0,261111808.0
2009-09-18,41000,41400,40750,41050,1403529,10718640.0,261111808.0
2009-09-21,40900,40900,40400,40750,885700,10640306.0,261111808.0
2009-09-22,40950,40950,40200,40300,1247732,10522806.0,261111808.0
2009-09-23,40300,40650,39950,40600,1028090,10601139.0,261111808.0
2009-09-24,40650,40750,40000,40200,1017496,10496695.0,261111808.0
2009-09-25,40100,40250,39600,39700,914187,10366139.0,261111808.0
2009-09-28,39650,40100,39350,39850,671649,10405306.0,261111808.0
2009-09-29,40000,40700,40000,40250,1067325,10509750.0,261111808.0
2009-09-30,40250,40650,40250,40450,1281823,10561973.0,261111808.0
2009-10-01,40450,41100,40350,40600,1599335,10601139.0,261111808.0
2009-10-05,40350,40400,39850,40150,1246104,10483639.0,261111808.0
2009-10-06,40400,40500,40050,40300,945136,10522806.0,261111808.0
2009-10-07,40550,40750,40350,40550,1218152,10588084.0,261111808.0
2009-10-08,40500,40550,39800,40200,1311620,10496695.0,261111808.0
2009-10-09,40000,40200,39750,39800,1182862,10392250.0,261111808.0
2009-10-12,39750,39900,39300,39600,863023,10340028.0,261111808.0
2009-10-13,39600,39950,39200,39500,855692,10313916.0,261111808.0
2009-10-14,39400,39750,39300,39650,918443,10353083.0,261111808.0
2009-10-15,39750,40500,39700,40200,1572385,10496695.0,261111808.0
2009-10-16,40100,40350,39850,40000,962237,10444472.0,261111808.0
2009-10-19,40000,40150,39550,39850,781863,10405306.0,261111808.0
2009-10-20,39950,40000,39700,40000,795734,10444472.0,261111808.0
2009-10-21,39850,40050,39650,39950,684420,10431417.0,261111808.0
2009-10-22,39950,40000,39700,39950,737208,10431417.0,261111808.0
2009-10-23,39900,40000,39650,39750,587994,10379194.0,261111808.0
2009-10-26,39700,40150,39600,39750,571266,10379194.0,261111808.0
2009-10-27,39700,39800,39550,39650,417375,10353083.0,261111808.0
2009-10-28,39700,39850,39250,39400,713266,10287805.0,261111808.0
2009-10-29,39000,39350,38650,38800,1123046,10131138.0,261111808.0
2009-10-30,39050,39150,38500,38900,987347,10157249.0,261111808.0
2009-11-02,38450,38900,38250,38700,954708,10105027.0,261111808.0
2009-11-03,38550,39400,38400,39100,1082114,10209472.0,261111808.0
2009-11-04,39450,39900,39200,39450,949083,10300861.0,261111808.0
2009-11-05,39550,39800,39000,39300,706054,10261694.0,261111808.0
2009-11-06,39600,39800,39200,39550,658354,10326972.0,261111808.0
2009-11-09,39300,39850,39250,39600,463449,10340028.0,261111808.0
2009-11-10,39600,39800,39450,39500,568474,10313916.0,261111808.0
2009-11-11,39500,39650,39350,39500,448238,10313916.0,261111808.0
2009-11-12,39450,39750,39200,39200,762110,10235583.0,261111808.0
2009-11-13,39500,39650,39100,39400,431998,10287805.0,261111808.0
2009-11-16,39400,39450,39150,39300,363744,10261694.0,261111808.0
2009-11-17,39300,39450,39100,39350,425881,10274750.0,261111808.0
2009-11-18,39350,39700,38900,39300,962730,10261694.0,261111808.0
2009-11-19,39150,39400,39050,39200,894686,10235583.0,261111808.0
2009-11-20,39250,39500,39200,39400,652116,10287805.0,261111808.0
2009-11-23,39450,39750,39400,39600,1003887,10340028.0,261111808.0
2009-11-24,39800,39850,39600,39800,740156,10392250.0,261111808.0
2009-11-25,39900,39950,39650,39650,649377,10353083.0,261111808.0
2009-11-26,39650,39700,39050,39150,1018517,10222527.0,261111808.0
2009-11-27,39000,39250,38200,38550,1052186,10065860.0,261111808.0
2009-11-30,38950,39000,38500,38500,1015211,10052805.0,261111808.0
2009-12-01,38700,38700,38350,38600,773969,10078916.0,261111808.0
2009-12-02,38700,38750,38500,38550,1331486,10065860.0,261111808.0
2009-12-03,38800,39200,38650,38950,1025814,10170305.0,261111808.0
2009-12-04,38850,39300,38700,39100,1054862,10209472.0,261111808.0
2009-12-07,39050,39050,38600,38900,945666,10157249.0,261111808.0
2009-12-08,38750,38800,38600,38750,687077,10118083.0,261111808.0
2009-12-09,38800,39400,38700,39150,1449172,10222527.0,261111808.0
2009-12-10,39400,40800,39200,40800,4285604,10653362.0,261111808.0
2009-12-11,41200,41700,40800,40800,2415276,10653362.0,261111808.0
2009-12-14,40800,41000,40350,40950,1279960,10692529.0,261111808.0
2009-12-15,40950,41600,40600,41350,1560215,10796973.0,261111808.0
2009-12-16,41000,41550,40650,41450,1012203,10823084.0,261111808.0
2009-12-17,41100,41400,40850,41050,800471,10718640.0,261111808.0
2009-12-18,40850,41100,40600,40650,851927,10614195.0,261111808.0
2009-12-21,40600,40850,40200,40550,753153,10588084.0,261111808.0
2009-12-22,40600,41000,40550,40850,767752,10666417.0,261111808.0
2009-12-23,40750,40900,40250,40800,676908,10653362.0,261111808.0
2009-12-24,40750,41050,40550,40950,1271103,10692529.0,261111808.0
2009-12-28,41200,41200,40600,40700,2324944,10627251.0,261111808.0
2009-12-29,39550,39900,39200,39500,1747793,10313916.0,261111808.0
2009-12-30,39550,39600,39000,39100,1101766,10209472.0,261111808.0
2010-01-04,39150,39400,39050,39150,792485,10222527.0,261111808.0
2010-01-05,39300,40500,39200,40350,2264023,10535861.0,261111808.0
2010-01-06,40800,41550,40700,41450,2452428,10823084.0,261111808.0
2010-01-07,41850,42750,41600,42450,2639453,11084196.0,261111808.0
2010-01-08,43050,44850,42800,44550,3892182,11632531.0,261111808.0
2010-01-11,44900,44900,43800,44600,1924200,11645587.0,261111808.0
2010-01-12,44400,44400,43750,43800,1306041,11436697.0,261111808.0
