하나금융지주(086790),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2006-02-21,42950,43250,42200,42250,473080,8629826.0,204256243.0
2006-02-22,41900,42500,40950,41250,801655,8425570.0,204256243.0
2006-02-23,41250,42450,41150,42300,878594,8640039.0,204256243.0
2006-02-24,42500,42550,41100,42000,645531,8578762.0,204256243.0
2006-02-27,41900,43550,41700,42100,1709538,8599188.0,204256243.0
2006-02-28,42150,42200,41350,41500,812961,8476634.0,204256243.0
2006-03-02,42150,43650,41800,42800,1810576,8742167.0,204256243.0
2006-03-03,43400,44550,42800,42800,1631229,8742167.0,204256243.0
2006-03-06,43700,45500,43550,44900,1920169,9171105.0,204256243.0
2006-03-07,45150,45500,38200,44350,1054697,9058764.0,204256243.0
2006-03-08,44000,44250,42800,44150,702242,9017913.0,204256243.0
2006-03-09,44900,45100,43700,43700,580480,8925998.0,204256243.0
2006-03-10,43650,44800,42850,44000,398786,8987275.0,204256243.0
2006-03-13,44550,45600,44500,45600,1024258,9314085.0,204256243.0
2006-03-14,46900,46900,45400,46200,1162786,9436638.0,204256243.0
2006-03-15,46600,48350,46150,48350,827330,9875789.0,204256243.0
2006-03-16,46950,47400,45600,46750,865261,9548979.0,204256243.0
2006-03-17,45600,46500,43900,44750,1080533,9140467.0,204256243.0
2006-03-20,44350,44700,43800,44250,1051006,9038339.0,204256243.0
2006-03-21,44550,45500,44550,44800,897237,9150680.0,204256243.0
2006-03-22,44200,45350,43800,45000,835765,9191531.0,204256243.0
2006-03-23,45500,47150,44600,45000,1319962,9191531.0,204256243.0
2006-03-24,46000,46550,45500,45750,793573,9344723.0,204256243.0
2006-03-27,46000,46500,45600,46100,4481141,9416213.0,204256243.0
2006-03-28,46000,46000,44650,45000,480054,9191531.0,204256243.0
2006-03-29,45000,45650,44100,44850,601794,9160892.0,204256243.0
2006-03-30,44950,45550,44450,44500,288701,9089403.0,204256243.0
2006-03-31,44500,46400,44500,46000,574733,9395787.0,204256243.0
2006-04-03,45700,46500,45200,45800,1130692,9354936.0,204256243.0
2006-04-04,46000,46200,45000,45200,1057536,9324706.0,206298805.0
2006-04-05,45150,45300,44350,44500,917678,9180297.0,206298805.0
2006-04-06,44500,45150,44100,44750,876772,9231872.0,206298805.0
2006-04-07,44600,45050,44350,44750,768461,9231872.0,206298805.0
2006-04-10,44500,44950,44250,44400,607187,9159667.0,206298805.0
2006-04-11,44200,45000,43650,44150,602223,9108092.0,206298805.0
2006-04-12,43700,43850,43000,43050,736485,8881164.0,206298805.0
2006-04-13,42500,43600,42200,43400,1335967,8953368.0,206298805.0
2006-04-14,43900,45000,43750,44950,805282,9273131.0,206298805.0
2006-04-17,45000,45500,44500,44750,544400,9231872.0,206298805.0
2006-04-18,44600,45100,44300,44650,630150,9211242.0,206298805.0
2006-04-19,44800,45300,43950,44100,914265,9097777.0,206298805.0
2006-04-20,44600,44800,43500,43850,801816,9046203.0,206298805.0
2006-04-21,43500,44900,43500,44900,592596,9262816.0,206298805.0
2006-04-24,44900,45500,43500,43750,790168,9025573.0,206298805.0
2006-04-25,44100,45050,43950,44600,985247,9200927.0,206298805.0
2006-04-26,44650,46000,44400,46000,1053144,9489745.0,206298805.0
2006-04-27,46200,47600,46000,46800,1185893,9654784.0,206298805.0
2006-04-28,46300,46550,44800,46300,674139,9551635.0,206298805.0
2006-05-02,47800,49250,47100,49000,3126052,10108641.0,206298805.0
2006-05-03,50900,52300,50000,51500,2250346,10624388.0,206298805.0
2006-05-04,51500,51500,49600,50500,758266,10418090.0,206298805.0
2006-05-08,51500,51700,49850,50200,760790,10356200.0,206298805.0
2006-05-09,49450,51300,49400,50700,479772,10459349.0,206298805.0
2006-05-10,51000,52300,50100,50500,598590,10418090.0,206298805.0
2006-05-11,50500,51100,49550,50500,720163,10418090.0,206298805.0
2006-05-12,50900,51200,49400,50500,660590,10418090.0,206298805.0
2006-05-15,49700,49700,47800,48500,862923,10005492.0,206298805.0
2006-05-16,48800,49000,46450,46850,868208,9665099.0,206298805.0
2006-05-17,46600,48100,46600,47300,647747,9757933.0,206298805.0
2006-05-18,45700,47800,45600,47800,699664,9861083.0,206298805.0
2006-05-19,48500,48500,46700,47350,251863,9768248.0,206298805.0
2006-05-22,47950,47950,46050,46550,298568,9603209.0,206298805.0
2006-05-23,44900,46000,43450,45350,1602517,9355651.0,206298805.0
2006-05-24,45350,46100,44000,45400,696179,9365966.0,206298805.0
2006-05-25,45000,45150,43000,43100,896224,8891478.0,206298805.0
2006-05-26,43800,44750,43250,44150,1415790,9108092.0,206298805.0
2006-05-29,45000,45150,44300,44300,895891,9139037.0,206298805.0
2006-05-30,44000,44200,42700,42900,927763,8850219.0,206298805.0
2006-06-01,43500,43750,42700,43250,865134,8922423.0,206298805.0
2006-06-02,44200,45450,43500,44500,1176330,9180297.0,206298805.0
2006-06-05,44600,45100,43950,44500,687204,9180297.0,206298805.0
2006-06-07,44800,45200,42750,43450,1310693,8963683.0,206298805.0
2006-06-08,43000,43600,41800,42200,947757,8705810.0,206298805.0
2006-06-09,42700,43400,41700,42100,525499,8685180.0,206298805.0
2006-06-12,41700,42350,41200,42350,466592,8736754.0,206298805.0
2006-06-13,42300,42300,41000,41400,765630,8540771.0,206298805.0
2006-06-14,41900,43200,41100,42050,674801,8674865.0,206298805.0
2006-06-15,43200,43250,42550,42550,715298,8778014.0,206298805.0
2006-06-16,45000,45000,43950,44350,836708,9149352.0,206298805.0
2006-06-19,43550,43750,42600,43750,372911,9025573.0,206298805.0
2006-06-20,43450,43450,42250,42750,307714,8819274.0,206298805.0
2006-06-21,42300,42850,41850,42500,291186,8767699.0,206298805.0
2006-06-22,43900,44300,43050,43500,901728,8973998.0,206298805.0
2006-06-23,43000,43050,42050,42700,251321,8808959.0,206298805.0
2006-06-26,43150,43150,41650,41900,419839,8643920.0,206298805.0
2006-06-27,42550,42950,42000,42500,579378,8767699.0,206298805.0
2006-06-28,42300,42300,41750,41950,427169,8654235.0,206298805.0
2006-06-29,42300,43600,42250,43300,812682,8932738.0,206298805.0
2006-06-30,44250,44800,44100,44600,851652,9200927.0,206298805.0
2006-07-03,44600,44700,43550,43950,423330,9066832.0,206298805.0
2006-07-04,44200,44250,42950,43300,559837,8932738.0,206298805.0
2006-07-05,42800,43600,42600,43600,499888,8994628.0,206298805.0
2006-07-06,42800,43000,42250,42750,588772,8819274.0,206298805.0
2006-07-07,42900,43600,42800,43500,540808,8973998.0,206298805.0
2006-07-10,43550,44500,42800,44200,443166,9118407.0,206298805.0
2006-07-11,44400,45000,43600,44600,452950,9200927.0,206298805.0
2006-07-12,44600,45600,44500,44850,378799,9252501.0,206298805.0
2006-07-13,44850,45200,43850,44050,380645,9087462.0,206298805.0
2006-07-14,43500,43500,42600,43100,623459,8891478.0,206298805.0
2006-07-18,42000,42900,41500,41800,904069,8623290.0,206298805.0
2006-07-19,41800,42150,41300,41800,489005,8623290.0,206298805.0
2006-07-20,43200,44150,42900,44000,1178646,9077147.0,206298805.0
2006-07-21,43400,43800,42750,43150,360176,8901793.0,206298805.0
2006-07-24,43000,43100,42250,43100,530933,8891478.0,206298805.0
2006-07-25,44000,44450,43550,44150,903700,9108092.0,206298805.0
2006-07-26,44750,44750,43850,44000,773244,9077147.0,206298805.0
2006-07-27,44000,45000,44000,44700,1221638,9221557.0,206298805.0
2006-07-28,44300,44700,43000,43200,1126235,8912108.0,206298805.0
2006-07-31,44000,44400,42050,42700,1175471,8808959.0,206298805.0
2006-08-01,42300,42400,41350,41450,1442490,8551085.0,206298805.0
2006-08-02,41150,41450,40650,41450,1068407,8551085.0,206298805.0
2006-08-03,41950,42600,41850,42000,1032911,8664550.0,206298805.0
2006-08-04,42750,43150,42600,42750,938267,8819274.0,206298805.0
2006-08-07,42950,42950,41950,42100,390272,8685180.0,206298805.0
2006-08-08,42300,43300,42100,43300,542279,8932738.0,206298805.0
2006-08-09,43250,43750,42600,43300,548003,8932738.0,206298805.0
2006-08-10,43850,43950,43100,43300,825222,8932738.0,206298805.0
2006-08-11,43750,44150,42900,42900,490741,8850219.0,206298805.0
2006-08-14,42600,44250,42600,43900,729720,9056518.0,206298805.0
2006-08-16,43200,44700,42800,44300,1017361,9139037.0,206298805.0
2006-08-17,44200,44200,43050,43450,702642,8963683.0,206298805.0
2006-08-18,43000,43350,42700,43300,617566,8932738.0,206298805.0
2006-08-21,42900,43200,42800,42900,252612,8850219.0,206298805.0
2006-08-22,42900,43600,42900,43300,587917,8932738.0,206298805.0
2006-08-23,43000,43200,42100,42500,989241,8767699.0,206298805.0
2006-08-24,42400,42400,41700,42150,410348,8695495.0,206298805.0
2006-08-25,41850,42350,41700,42000,423524,8664550.0,206298805.0
2006-08-28,42200,42200,41650,41850,292656,8633605.0,206298805.0
2006-08-29,42100,42150,41550,41550,386359,8571715.0,206298805.0
2006-08-30,41750,42050,41500,41650,600462,8592345.0,206298805.0
2006-08-31,41650,41950,41450,41450,1314536,8551085.0,206298805.0
2006-09-01,41450,41550,40250,40700,1680832,8396361.0,206298805.0
2006-09-04,40850,41150,40600,41150,1560385,8489196.0,206298805.0
2006-09-05,41000,41800,41000,41600,805093,8582030.0,206298805.0
2006-09-06,41400,42300,41200,41850,1336533,8633605.0,206298805.0
2006-09-07,41750,41750,41250,41400,461504,8540771.0,206298805.0
2006-09-08,41400,41500,41050,41300,327135,8520141.0,206298805.0
2006-09-11,41700,41700,40950,41100,271558,8478881.0,206298805.0
2006-09-12,40900,41550,40900,41500,355944,8561400.0,206298805.0
2006-09-13,41850,42050,41600,41900,844349,8643920.0,206298805.0
2006-09-14,41900,41900,41300,41800,999881,8623290.0,206298805.0
2006-09-15,42200,42250,41500,42200,404241,8705810.0,206298805.0
2006-09-18,42100,43000,42000,43000,649373,8870849.0,206298805.0
2006-09-19,42800,43250,42700,43000,659585,8870849.0,206298805.0
2006-09-20,42500,42900,42100,42500,337310,8767699.0,206298805.0
2006-09-21,42600,42850,41500,41750,545955,8612975.0,206298805.0
2006-09-22,41100,41600,41100,41550,424950,8571715.0,206298805.0
2006-09-25,41200,41650,41200,41400,381299,8540771.0,206298805.0
2006-09-26,41200,41600,40850,41200,464315,8499511.0,206298805.0
2006-09-27,41900,42500,41800,42500,837952,8767699.0,206298805.0
2006-09-28,42800,43350,42750,43150,1310454,8901793.0,206298805.0
2006-09-29,43450,43800,43100,43300,729396,8932738.0,206298805.0
2006-10-02,43500,43700,43000,43000,446394,8870849.0,206298805.0
2006-10-04,43000,43350,42100,42600,348392,8788329.0,206298805.0
2006-10-09,43000,43500,41550,41800,704934,8623290.0,206298805.0
2006-10-10,42200,42450,42000,42200,195130,8705810.0,206298805.0
2006-10-11,42200,43200,42100,43000,1017074,8870849.0,206298805.0
2006-10-12,42750,43150,42450,43050,557682,8881164.0,206298805.0
2006-10-13,43800,44050,43500,43800,895394,9035888.0,206298805.0
2006-10-16,44350,44750,43850,44700,1306347,9221557.0,206298805.0
2006-10-17,44800,45000,44500,44850,776584,9252501.0,206298805.0
2006-10-18,44900,45400,44700,45100,679832,9304076.0,206298805.0
2006-10-19,45400,46050,45000,45550,889518,9396911.0,206298805.0
2006-10-20,44900,45700,44800,45100,507370,9304076.0,206298805.0
2006-10-23,45100,45250,44500,44800,235893,9242186.0,206298805.0
2006-10-24,45600,45800,44900,45500,533431,9386596.0,206298805.0
2006-10-25,45500,46050,44300,44400,779393,9159667.0,206298805.0
2006-10-26,44500,44750,44450,44600,645410,9448581.0,211851593.0
2006-10-27,44600,45250,44450,44450,643011,9416803.0,211851593.0
2006-10-30,44500,44750,44250,44250,877552,9374433.0,211851593.0
2006-10-31,44100,44100,43350,43450,1207605,9204952.0,211851593.0
2006-11-01,43550,44100,43350,43650,396433,9247322.0,211851593.0
2006-11-02,43700,44350,43700,44300,586646,9385026.0,211851593.0
2006-11-03,44300,44700,44000,44450,698922,9416803.0,211851593.0
2006-11-06,44050,44150,43400,44150,653872,9353248.0,211851593.0
2006-11-07,44150,45900,44150,45900,1415815,9723988.0,211851593.0
2006-11-08,45900,46600,45450,46200,755732,9787544.0,211851593.0
2006-11-09,47200,48200,47000,47800,1747399,10126506.0,211851593.0
2006-11-10,47500,48000,46750,47200,486948,9999395.0,211851593.0
2006-11-13,47050,48150,46250,48150,564784,10200654.0,211851593.0
2006-11-14,47350,47950,46500,47200,780077,9999395.0,211851593.0
2006-11-15,46800,47000,45700,46250,549649,9798136.0,211851593.0
2006-11-16,45600,46250,44900,45300,903768,9596877.0,211851593.0
2006-11-17,45850,46100,45200,45850,681883,9713396.0,211851593.0
2006-11-20,45850,45900,45100,45550,289197,9649840.0,211851593.0
2006-11-21,45750,46200,45700,46200,339043,9787544.0,211851593.0
2006-11-22,45800,47200,45350,47200,481763,9999395.0,211851593.0
2006-11-23,46650,48000,46650,48000,711955,10168876.0,211851593.0
2006-11-24,48300,48400,47050,47400,806435,10041766.0,211851593.0
2006-11-27,47150,47700,46800,47400,466244,10041766.0,211851593.0
2006-11-28,46800,47850,46200,47350,504351,10031173.0,211851593.0
2006-11-29,47100,47700,46550,47050,1132865,9967617.0,211851593.0
2006-11-30,46450,47700,46450,47500,216137,10062951.0,211851593.0
2006-12-01,47450,48300,47450,48200,372898,10211247.0,211851593.0
2006-12-04,47900,49350,47550,49350,460590,10454876.0,211851593.0
2006-12-05,48400,49200,47550,47550,1552161,10073543.0,211851593.0
2006-12-06,47550,47650,45900,46400,644980,9829914.0,211851593.0
2006-12-07,45900,46600,45150,46200,689787,9787544.0,211851593.0
2006-12-08,45500,46200,45350,45350,407717,9607470.0,211851593.0
2006-12-11,45700,46550,45600,45650,587269,9671025.0,211851593.0
2006-12-12,45900,46900,45800,46000,370770,9745173.0,211851593.0
2006-12-13,46000,46100,44650,45200,500258,9575692.0,211851593.0
2006-12-14,45850,46900,44800,46900,1769800,9935840.0,211851593.0
2006-12-15,46900,47500,46350,47100,237438,9978210.0,211851593.0
2006-12-18,47550,47650,47100,47500,213589,10062951.0,211851593.0
2006-12-19,47000,47450,46350,47300,483120,10020580.0,211851593.0
2006-12-20,47300,48450,47100,48450,531094,10264210.0,211851593.0
2006-12-21,48500,49000,47600,47600,388452,10084136.0,211851593.0
2006-12-22,47100,48550,47100,48000,389913,10168876.0,211851593.0
2006-12-26,47500,48600,47400,48300,213214,10232432.0,211851593.0
2006-12-27,49150,49150,47550,48250,131751,10221839.0,211851593.0
2006-12-28,48250,48900,47500,48900,179386,10359543.0,211851593.0
2007-01-02,49100,49100,47850,48800,116077,10338358.0,211851593.0
2007-01-03,48700,48700,47000,47000,246889,9957025.0,211851593.0
2007-01-04,47000,47550,46000,46700,303984,9893469.0,211851593.0
2007-01-05,46200,47000,45300,45500,444583,9639247.0,211851593.0
2007-01-08,45300,46750,44950,46400,429792,9829914.0,211851593.0
2007-01-09,46850,47850,46850,47500,407092,10062951.0,211851593.0
2007-01-10,48000,48000,45100,45700,710478,9681618.0,211851593.0
2007-01-11,46000,46250,45700,46200,400800,9787544.0,211851593.0
2007-01-12,46500,46650,46200,46500,683357,9851099.0,211851593.0
2007-01-15,46800,46950,45800,45900,308900,9723988.0,211851593.0
2007-01-16,46350,47350,46300,47100,539651,9978210.0,211851593.0
2007-01-17,47500,48000,46700,47800,641226,10126506.0,211851593.0
2007-01-18,47300,48150,47300,48000,262252,10168876.0,211851593.0
2007-01-19,48100,48100,47100,47600,216271,10084136.0,211851593.0
2007-01-22,48150,48300,47400,48300,440681,10232432.0,211851593.0
2007-01-23,48150,48700,47200,48700,385405,10317173.0,211851593.0
2007-01-24,48800,49100,48200,48700,604592,10317173.0,211851593.0
2007-01-25,48250,48350,47200,47700,359710,10105321.0,211851593.0
2007-01-26,47200,47700,46300,46300,282990,9808729.0,211851593.0
2007-01-29,47000,47200,45950,46700,704842,9893469.0,211851593.0
2007-01-30,46900,47200,46150,46500,445464,9851099.0,211851593.0
2007-01-31,46800,46900,46450,46500,386636,9851099.0,211851593.0
2007-02-01,46800,48200,46800,48000,648872,10168876.0,211851593.0
2007-02-02,48900,50000,48400,49700,1737204,10529024.0,211851593.0
2007-02-05,51600,51600,50300,51000,1654101,10804431.0,211851593.0
2007-02-06,51000,51000,49600,49600,522812,10507839.0,211851593.0
2007-02-07,50200,50200,48300,49400,382241,10465469.0,211851593.0
2007-02-08,48950,50000,48800,49600,419732,10507839.0,211851593.0
2007-02-09,48700,49100,47650,49100,1309675,10401913.0,211851593.0
2007-02-12,48300,48300,47100,48100,743266,10190062.0,211851593.0
2007-02-13,47650,48450,47650,48200,539088,10211247.0,211851593.0
2007-02-14,49300,51400,49000,51400,1516467,10889172.0,211851593.0
2007-02-15,52400,54800,52200,53400,1812914,11312875.0,211851593.0
2007-02-16,53500,53500,51700,52400,990190,11101023.0,211851593.0
2007-02-20,52400,53500,52200,53500,388666,11334060.0,211851593.0
2007-02-21,53500,53500,51900,52100,537859,11037468.0,211851593.0
2007-02-22,51700,52700,51300,51800,1068374,10973913.0,211851593.0
2007-02-23,52200,53500,51900,53500,890929,11334060.0,211851593.0
2007-02-26,53500,54400,53000,54400,738472,11524727.0,211851593.0
2007-02-27,53600,53600,52500,52500,507437,11122209.0,211851593.0
2007-02-28,50200,50500,49600,50000,993148,10592580.0,211851593.0
2007-03-02,50000,50100,48700,49250,1237305,10433691.0,211851593.0
2007-03-05,48550,48700,47700,48000,683299,10168876.0,211851593.0
2007-03-06,48000,49000,48000,48750,633756,10327765.0,211851593.0
2007-03-07,48950,49050,48150,48750,926863,10327765.0,211851593.0
2007-03-08,48500,49300,48300,49300,682586,10444284.0,211851593.0
2007-03-09,49500,50400,49150,49700,527597,10529024.0,211851593.0
2007-03-12,50500,51300,50400,50700,430488,10740876.0,211851593.0
2007-03-13,51000,51100,49550,49600,478172,10507839.0,211851593.0
2007-03-14,48850,48850,47800,48000,632445,10168876.0,211851593.0
2007-03-15,48400,49300,48050,49300,352661,10444284.0,211851593.0
2007-03-16,49300,49300,48300,48850,202318,10348950.0,211851593.0
2007-03-19,48500,49400,48300,49200,357669,10423098.0,211851593.0
2007-03-20,49800,50000,49050,49900,386554,10571394.0,211851593.0
2007-03-21,49700,50100,49000,49000,273008,10380728.0,211851593.0
2007-03-22,49600,50100,49300,49350,357515,10454876.0,211851593.0
2007-03-23,49800,49800,49000,49450,238670,10476061.0,211851593.0
2007-03-26,49200,49700,49000,49100,153836,10401913.0,211851593.0
2007-03-27,48700,49100,48300,48700,566872,10317173.0,211851593.0
2007-03-28,48050,48350,47100,47400,995823,10041766.0,211851593.0
2007-03-29,47500,47650,46750,47300,1021318,10020580.0,211851593.0
2007-03-30,47200,48700,47150,48700,873983,10317173.0,211851593.0
2007-04-02,48300,48800,47750,48000,1569803,10168876.0,211851593.0
2007-04-03,48000,48100,47250,47650,408573,10094728.0,211851593.0
2007-04-04,47900,48600,47300,48350,632871,10243025.0,211851593.0
2007-04-05,48900,48900,47750,48100,855091,10190062.0,211851593.0
2007-04-06,48400,48450,47900,47900,2401275,10147691.0,211851593.0
2007-04-09,48150,49250,48100,49000,385995,10380728.0,211851593.0
2007-04-10,49250,50400,49000,50100,627356,10613765.0,211851593.0
2007-04-11,50600,50700,49800,50500,514818,10698505.0,211851593.0
2007-04-12,50500,50800,49300,50000,707821,10592580.0,211851593.0
2007-04-13,49800,49800,48900,49150,415439,10412506.0,211851593.0
2007-04-16,49250,49500,49050,49400,584404,10465469.0,211851593.0
2007-04-17,49700,49750,49100,49300,362705,10444284.0,211851593.0
2007-04-18,50000,50800,49700,49950,590475,10581987.0,211851593.0
2007-04-19,50300,50300,49700,49700,455454,10529024.0,211851593.0
2007-04-20,50300,50400,49350,49650,406171,10518432.0,211851593.0
2007-04-23,49700,49950,49550,49650,325329,10518432.0,211851593.0
2007-04-24,49000,49500,48300,48500,486175,10274802.0,211851593.0
2007-04-25,48300,48300,47600,47950,796703,10158284.0,211851593.0
2007-04-26,48850,50400,48100,50200,524355,10634950.0,211851593.0
2007-04-27,49500,50900,49050,49900,403750,10571394.0,211851593.0
2007-04-30,50000,50100,48650,49000,453175,10380728.0,211851593.0
2007-05-02,48500,49700,48050,48450,671679,10264210.0,211851593.0
2007-05-03,48100,48550,47950,48200,611498,10211247.0,211851593.0
2007-05-04,48000,48350,47250,47600,658361,10084136.0,211851593.0
2007-05-07,47000,47250,46150,46600,1159035,9872284.0,211851593.0
2007-05-08,46400,46400,44900,45700,1204513,9681618.0,211851593.0
2007-05-09,45100,45650,44850,45500,1369512,9639247.0,211851593.0
2007-05-10,45650,46150,45600,45750,857567,9692210.0,211851593.0
2007-05-11,46000,46600,45700,46100,748798,9766358.0,211851593.0
2007-05-14,45700,46600,45700,45950,1500984,9734581.0,211851593.0
2007-05-15,46000,47050,45950,46600,1389230,9872284.0,211851593.0
2007-05-16,47100,48050,47000,47650,1277716,10094728.0,211851593.0
2007-05-17,47800,47950,46950,47400,647761,10041766.0,211851593.0
2007-05-18,46950,47000,46300,46800,536034,9914655.0,211851593.0
2007-05-21,46400,46750,45800,46350,837782,9819321.0,211851593.0
2007-05-22,46100,46500,45900,46400,806653,9829914.0,211851593.0
2007-05-23,46700,47450,46500,46600,1156944,9872284.0,211851593.0
2007-05-25,46500,46900,45900,46500,574896,9851099.0,211851593.0
2007-05-28,46300,47100,46250,46700,343172,9893469.0,211851593.0
2007-05-29,47000,47200,46650,46650,437917,9882877.0,211851593.0
2007-05-30,46650,47000,46400,46750,635368,9904062.0,211851593.0
2007-05-31,47050,47050,46800,47000,667708,9957025.0,211851593.0
2007-06-01,47500,47950,47200,47600,1440886,10084136.0,211851593.0
2007-06-04,47250,48200,46750,48200,1480807,10211247.0,211851593.0
2007-06-05,48000,49100,47800,48500,908879,10274802.0,211851593.0
2007-06-07,48200,48550,47500,48000,662397,10168876.0,211851593.0
2007-06-08,47600,47850,46400,47000,757812,9957025.0,211851593.0
2007-06-11,47000,47150,46200,46950,899078,9946432.0,211851593.0
2007-06-12,46500,46750,46050,46350,11288417,9819321.0,211851593.0
2007-06-13,46450,46700,46300,46550,1033430,9861692.0,211851593.0
2007-06-14,46900,47400,46700,46950,1457553,9946432.0,211851593.0
2007-06-15,46700,47000,45200,46000,1562776,9745173.0,211851593.0
2007-06-18,46450,46450,45650,46050,1382138,9755766.0,211851593.0
2007-06-19,46300,46650,46050,46400,1315180,9829914.0,211851593.0
2007-06-20,46650,50700,46600,48800,3953000,10338358.0,211851593.0
2007-06-21,48900,49050,48100,48750,1668909,10327765.0,211851593.0
2007-06-22,48800,48900,47200,47900,830201,10147691.0,211851593.0
2007-06-25,47050,48450,46900,47500,749264,10062951.0,211851593.0
2007-06-26,47100,47700,46200,46500,899512,9851099.0,211851593.0
2007-06-27,46250,46400,45650,45850,1183132,9713396.0,211851593.0
2007-06-28,46000,46300,45700,46300,1824336,9808729.0,211851593.0
2007-06-29,46000,46200,44900,45050,2467433,9543914.0,211851593.0
2007-07-02,45000,46000,44250,45600,1357069,9660433.0,211851593.0
2007-07-03,46600,48150,46050,47900,2493667,10147691.0,211851593.0
2007-07-04,48900,49900,48400,49050,1720999,10391321.0,211851593.0
2007-07-05,49050,49300,48150,48400,3306721,10253617.0,211851593.0
2007-07-06,48300,48950,47750,48900,472469,10359543.0,211851593.0
2007-07-09,48900,49550,48100,49200,1054199,10423098.0,211851593.0
2007-07-10,49300,50000,48800,49850,1850076,10560802.0,211851593.0
2007-07-11,49300,49500,48750,49000,821757,10380728.0,211851593.0
2007-07-12,49100,50300,49050,49850,1229050,10560802.0,211851593.0
2007-07-13,50400,50800,48850,49900,1926257,10571394.0,211851593.0
2007-07-16,49850,49850,47500,48200,1853189,10211247.0,211851593.0
2007-07-18,49000,49400,48250,49000,1077184,10380728.0,211851593.0
2007-07-19,49500,50800,48900,49650,1267113,10518432.0,211851593.0
2007-07-20,50200,50700,49900,50100,684968,10613765.0,211851593.0
2007-07-23,50500,51300,50400,50500,898583,10698505.0,211851593.0
2007-07-24,51600,53200,51300,51600,1933013,10931542.0,211851593.0
2007-07-25,50800,52300,50300,52100,926626,11037468.0,211851593.0
2007-07-26,52500,53400,51200,51800,1299578,10973913.0,211851593.0
2007-07-27,51500,51800,49000,49600,1064702,10507839.0,211851593.0
2007-07-30,49400,50000,48050,49850,968606,10560802.0,211851593.0
2007-07-31,50000,50600,49050,50000,832008,10592580.0,211851593.0
