고려제강(002240),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
1999-03-25,5270,5612,5270,5476,2700,109148.0,1102500.0
1999-03-26,5363,5613,5363,5586,1500,111352.0,1102500.0
1999-03-29,5529,5529,5087,5089,236550,101430.0,1102500.0
1999-03-30,5159,5252,5143,5215,89050,103966.0,1102500.0
1999-03-31,5252,5501,5142,5199,19550,103635.0,1102500.0
1999-04-01,5198,5530,5198,5447,88400,108596.0,1102500.0
1999-04-02,5457,5668,5457,5669,8100,113006.0,1102500.0
1999-04-06,5805,6082,5750,6084,20000,121275.0,1102500.0
1999-04-07,6083,6083,5750,5807,11000,115762.0,1102500.0
1999-04-08,5834,6084,5834,6055,4000,120724.0,1102500.0
1999-04-09,6083,6083,5833,5835,6350,116314.0,1102500.0
1999-04-12,5860,5971,5805,5973,6750,119070.0,1102500.0
1999-04-13,6083,6636,6083,6526,19250,130095.0,1102500.0
1999-04-14,6636,6636,6303,6305,1750,125685.0,1102500.0
1999-04-15,6414,6414,6194,6360,23100,126788.0,1102500.0
1999-04-16,6470,6581,5806,6526,94650,130095.0,1102500.0
1999-04-19,6636,7189,6525,7191,84000,143325.0,1102500.0
1999-04-20,7189,7464,6912,7191,33550,143325.0,1102500.0
1999-04-21,7189,7464,6967,6969,26400,138915.0,1102500.0
1999-04-22,6856,6967,6856,6914,3700,137812.0,1102500.0
1999-04-23,6691,6912,6691,6914,1750,137812.0,1102500.0
1999-04-26,6911,7576,6911,7163,32750,142774.0,1102500.0
1999-04-27,7161,7382,6996,7051,4900,140569.0,1102500.0
1999-04-28,7052,7190,7052,7051,16900,140569.0,1102500.0
1999-04-29,7079,7355,6968,7051,3500,140569.0,1102500.0
1999-04-30,7077,7077,6967,7079,4350,141120.0,1102500.0
1999-05-03,7077,7354,6911,7356,30650,146632.0,1102500.0
1999-05-04,7298,7852,7188,7771,45950,154901.0,1102500.0
1999-05-06,7963,8793,7852,8297,55250,165375.0,1102500.0
1999-05-07,8460,8572,8073,8297,8550,165375.0,1102500.0
1999-05-10,8240,8738,7908,8738,34200,174195.0,1102500.0
1999-05-11,8572,8820,8102,8103,9850,161516.0,1102500.0
1999-05-12,7742,8295,7742,8103,45150,161516.0,1102500.0
1999-05-13,7852,8240,7189,7191,6250,143325.0,1102500.0
1999-05-14,7687,8019,7465,8019,4950,159862.0,1102500.0
1999-05-17,7907,7989,7188,7992,19400,159311.0,1102500.0
1999-05-18,7990,7990,7576,7910,18850,157658.0,1102500.0
1999-05-19,7908,7908,7355,7743,9350,154350.0,1102500.0
1999-05-20,7742,7742,7686,7688,900,153248.0,1102500.0
1999-05-21,7741,7907,7492,7854,4050,156555.0,1102500.0
1999-05-24,7852,7852,7300,7743,8050,154350.0,1102500.0
1999-05-25,7742,7742,7742,7743,5850,154350.0,1102500.0
1999-05-26,7741,7852,7741,7854,6350,156555.0,1102500.0
1999-05-27,7852,7852,7852,7854,900,156555.0,1102500.0
1999-05-28,7989,8017,7658,7854,26650,156555.0,1102500.0
1999-05-31,7741,7907,7741,7854,2350,156555.0,1102500.0
1999-06-01,7742,8019,7742,8019,7000,159862.0,1102500.0
1999-06-02,8073,8129,8073,8103,3700,161516.0,1102500.0
1999-06-03,7741,8156,7741,8075,12000,160965.0,1102500.0
1999-06-04,8073,8073,8073,8075,0,160965.0,1102500.0
1999-06-07,8240,8240,7798,8019,2350,159862.0,1102500.0
1999-06-08,8018,8073,7852,7910,18250,157658.0,1102500.0
1999-06-09,7741,7852,7741,7854,22450,156555.0,1102500.0
1999-06-10,7741,7852,7492,7854,5600,156555.0,1102500.0
1999-06-11,7742,7825,7687,7827,10800,156004.0,1102500.0
1999-06-14,7824,7824,7796,7798,13350,155452.0,1102500.0
1999-06-15,7438,7742,7438,7743,5950,154350.0,1102500.0
1999-06-16,7742,7742,7576,7715,7650,153799.0,1102500.0
1999-06-17,7604,7631,7493,7632,1350,152145.0,1102500.0
1999-06-18,7631,7631,7631,7632,500,152145.0,1102500.0
1999-06-21,7631,7631,7464,7577,77050,151042.0,1102500.0
1999-06-22,7464,7576,7464,7466,3450,148838.0,1102500.0
1999-06-23,7436,7631,7326,7493,9450,149389.0,1102500.0
1999-06-24,7464,7604,7409,7605,6600,151594.0,1102500.0
1999-06-25,7603,8543,7603,8075,47450,160965.0,1102500.0
1999-06-28,8294,9263,8184,9264,43750,184669.0,1102500.0
1999-06-29,9401,10507,9401,10038,27410,200104.0,1102500.0
1999-06-30,9401,10396,9401,10011,10950,199552.0,1102500.0
1999-07-01,10010,10010,9456,10011,7860,199552.0,1102500.0
1999-07-02,9981,10673,9788,9955,21000,198450.0,1102500.0
1999-07-05,9622,10065,9622,10066,9700,200655.0,1102500.0
1999-07-06,9953,9981,9318,9873,14600,196796.0,1102500.0
1999-07-07,9539,9981,9291,9873,51850,196796.0,1102500.0
1999-07-08,9483,9953,9456,9955,50300,198450.0,1102500.0
1999-07-09,9925,10065,9622,9955,36150,198450.0,1102500.0
1999-07-12,9954,11006,9954,10563,8750,210578.0,1102500.0
1999-07-13,10562,10562,9843,9955,6050,198450.0,1102500.0
1999-07-14,9733,9789,9677,9790,7650,195142.0,1102500.0
1999-07-15,9677,9843,9401,9790,36600,195142.0,1102500.0
1999-07-16,9843,10203,9789,9790,13100,195142.0,1102500.0
1999-07-19,9953,9953,9152,9706,2850,193489.0,1102500.0
1999-07-20,9401,9622,8572,9623,1600,191835.0,1102500.0
1999-07-21,8985,9400,8957,9403,16450,187425.0,1102500.0
1999-07-22,9400,9400,8875,9403,3800,187425.0,1102500.0
1999-07-23,9401,9401,8848,8849,1150,176400.0,1102500.0
1999-07-26,8847,8847,8571,8572,1100,170888.0,1102500.0
1999-07-27,7381,8847,7381,8572,12250,170888.0,1102500.0
1999-07-28,8571,8571,8571,8572,0,170888.0,1102500.0
1999-07-29,8572,8626,8572,8627,450,171990.0,1102500.0
1999-07-30,8572,8572,7963,8544,1900,170336.0,1102500.0
1999-08-02,8405,8405,8405,8407,0,167580.0,1102500.0
1999-08-03,8295,8295,8295,8297,1550,165375.0,1102500.0
1999-08-04,8295,8295,8073,8297,15800,165375.0,1102500.0
1999-08-05,8295,8295,7742,7743,2450,154350.0,1102500.0
1999-08-06,7798,7852,7742,7743,7600,154350.0,1102500.0
1999-08-09,7798,7798,7742,7743,1250,154350.0,1102500.0
1999-08-10,7742,8019,7742,7964,600,158760.0,1102500.0
1999-08-11,7742,7964,7742,7964,2500,158760.0,1102500.0
1999-08-12,7964,7964,7964,7964,250,158760.0,1102500.0
1999-08-13,7964,7964,7908,7964,6300,158760.0,1102500.0
1999-08-16,8240,8240,8240,8240,50,164272.0,1102500.0
1999-08-17,8019,8240,8019,8240,550,164272.0,1102500.0
1999-08-18,9345,9345,7741,8572,250,170888.0,1102500.0
1999-08-19,7962,8571,7962,8572,2350,170888.0,1102500.0
1999-08-20,8571,8571,8571,8572,0,,
1999-08-23,8571,8571,8571,8572,600,170888.0,1102500.0
1999-08-24,9124,9124,8626,8627,100,171990.0,1102500.0
1999-08-25,8460,8517,8460,8517,450,169785.0,1102500.0
1999-08-26,8128,8571,8045,8572,450,170888.0,1102500.0
1999-08-27,8102,8295,8073,8297,1200,165375.0,1102500.0
1999-08-30,8461,8461,8461,8462,100,168682.0,1102500.0
1999-08-31,8405,8405,8405,8407,10400,167580.0,1102500.0
1999-09-01,8405,8405,8405,8407,0,167580.0,1102500.0
1999-09-02,8405,8405,8405,8407,100,167580.0,1102500.0
1999-09-03,8405,8405,8405,8407,10000,167580.0,1102500.0
1999-09-06,8572,8572,8295,8297,5250,165375.0,1102500.0
1999-09-07,8405,9401,8294,8849,37900,176400.0,1102500.0
1999-09-08,8848,9291,8572,8849,1650,176400.0,1102500.0
1999-09-09,8847,8847,8571,8572,11250,170888.0,1102500.0
1999-09-10,8461,8461,8461,8462,500,168682.0,1102500.0
1999-09-13,8461,8572,8102,8462,450,168682.0,1102500.0
1999-09-14,8460,8571,8211,8572,50300,170888.0,1102500.0
1999-09-15,8295,8295,8102,8297,10700,165375.0,1102500.0
1999-09-16,8073,8295,8073,8297,2550,165375.0,1102500.0
1999-09-17,7244,8239,7244,7301,400,145530.0,1102500.0
1999-09-20,7327,8212,7327,8213,250,163721.0,1102500.0
1999-09-21,8295,8295,8240,8240,550,164272.0,1102500.0
1999-09-22,8240,8240,8240,8240,0,164272.0,1102500.0
1999-09-27,8184,8184,8184,8186,0,163170.0,1102500.0
1999-09-28,7382,8295,7382,8297,5600,165375.0,1102500.0
1999-09-29,8295,8295,8295,8297,0,165375.0,1102500.0
1999-09-30,7686,8295,7686,8297,2550,165375.0,1102500.0
1999-10-01,8129,8129,8129,8130,3500,162068.0,1102500.0
1999-10-04,7520,8129,7382,8130,3200,162068.0,1102500.0
1999-10-05,8074,8129,8074,8130,700,162068.0,1102500.0
1999-10-06,8295,8295,8295,8297,5000,165375.0,1102500.0
1999-10-07,8184,8184,8184,8186,0,163170.0,1102500.0
1999-10-08,7604,8157,7604,8158,200,162619.0,1102500.0
1999-10-11,8295,8295,8295,8297,50,165375.0,1102500.0
1999-10-12,7797,8129,7797,8130,3250,162068.0,1102500.0
1999-10-13,8129,8129,8129,8130,0,162068.0,1102500.0
1999-10-14,8295,8295,8295,8297,18050,165375.0,1102500.0
1999-10-15,8295,8295,8295,8297,21000,165375.0,1102500.0
1999-10-18,8377,8377,8295,8297,6100,165375.0,1102500.0
1999-10-19,8294,8571,8294,8572,4950,170888.0,1102500.0
1999-10-20,8571,8571,8571,8572,0,,
1999-10-21,8627,8627,8019,8019,1000,159862.0,1102500.0
1999-10-22,8018,9179,8018,9181,2250,183015.0,1102500.0
1999-10-25,8294,8848,8294,8849,1100,176400.0,1102500.0
1999-10-26,8185,8405,8185,8407,1600,167580.0,1102500.0
1999-10-27,7464,8295,7464,8297,2900,165375.0,1102500.0
1999-10-28,8074,8129,8074,8130,11200,162068.0,1102500.0
1999-10-29,8294,8294,8129,8130,550,162068.0,1102500.0
1999-11-01,8128,8128,8018,8075,5050,160965.0,1102500.0
1999-11-02,8294,8571,7741,8572,6350,170888.0,1102500.0
1999-11-03,8295,8295,8295,8297,50,165375.0,1102500.0
1999-11-04,8074,8461,8074,8462,650,168682.0,1102500.0
1999-11-05,8461,8461,8461,8462,0,168682.0,1102500.0
1999-11-08,8184,8295,8129,8297,5850,165375.0,1102500.0
1999-11-09,8128,8294,8018,8075,3200,160965.0,1102500.0
1999-11-10,8267,8267,7852,7854,3750,156555.0,1102500.0
1999-11-11,7852,8240,7852,8240,950,164272.0,1102500.0
1999-11-12,7742,8295,7742,8297,800,165375.0,1102500.0
1999-11-15,8129,8240,7908,8240,1150,164272.0,1102500.0
1999-11-16,7991,8240,7991,8240,150,164272.0,1102500.0
1999-11-17,8046,8295,7963,8297,1400,165375.0,1102500.0
1999-11-18,7742,8184,7548,8186,8700,163170.0,1102500.0
1999-11-19,8018,8267,7934,8268,2650,164824.0,1102500.0
1999-11-22,8184,8184,8184,8186,0,163170.0,1102500.0
1999-11-23,8018,8073,8018,8075,600,160965.0,1102500.0
1999-11-24,8073,8073,7907,8075,7800,160965.0,1102500.0
1999-11-25,7907,7907,7852,7854,1050,156555.0,1102500.0
1999-11-26,7465,7964,7465,7964,1700,158760.0,1102500.0
1999-11-29,7935,7935,7935,7937,50,158209.0,1102500.0
1999-11-30,7658,7658,7658,7660,150,152696.0,1102500.0
1999-12-01,7908,7964,7908,7964,1050,158760.0,1102500.0
1999-12-02,7989,7989,7989,7992,50,159311.0,1102500.0
1999-12-03,7964,7964,7964,7964,0,158760.0,1102500.0
1999-12-06,7964,7964,7964,7964,0,158760.0,1102500.0
1999-12-07,7742,7935,7577,7937,350,158209.0,1102500.0
1999-12-08,7852,7852,7852,7854,500,156555.0,1102500.0
1999-12-09,7742,7742,7577,7632,450,152145.0,1102500.0
1999-12-10,7355,7742,7355,7743,7100,154350.0,1102500.0
1999-12-13,7382,7548,6580,7466,2300,148838.0,1102500.0
1999-12-14,7658,7796,6636,7356,53100,146632.0,1102500.0
1999-12-15,7190,7410,6692,7135,1150,142222.0,1102500.0
1999-12-16,7464,7464,6912,7191,550,143325.0,1102500.0
1999-12-17,7134,7134,7134,7135,0,142222.0,1102500.0
1999-12-20,6829,7106,6829,7107,550,141671.0,1102500.0
1999-12-21,7106,7106,7106,7107,0,141671.0,1102500.0
1999-12-22,7106,7106,7106,7107,0,,
1999-12-23,7106,7106,7106,7107,0,,
1999-12-24,7106,7106,7106,7107,0,,
1999-12-27,7106,7106,7106,7107,0,,
1999-12-28,6911,7077,6773,7079,5850,141120.0,1102500.0
2000-01-04,6692,7687,6028,6637,3350,132300.0,1102500.0
2000-01-05,6636,6636,6636,6637,0,132300.0,1102500.0
2000-01-06,6636,6636,6636,6637,0,,
2000-01-07,6636,6636,6636,6637,100,132300.0,1102500.0
2000-01-10,6636,6856,6636,6859,150,136710.0,1102500.0
2000-01-11,5860,6856,5860,6859,11500,136710.0,1102500.0
2000-01-12,7410,7410,7410,7412,50,147735.0,1102500.0
2000-01-13,6856,6912,6856,6914,1000,137812.0,1102500.0
2000-01-14,6082,6636,6082,6498,152250,129544.0,1102500.0
2000-01-17,6608,6608,6608,6609,50,131749.0,1102500.0
2000-01-18,6581,6912,6082,6914,1450,137812.0,1102500.0
2000-01-19,6580,6580,6580,6581,0,131198.0,1102500.0
2000-01-20,6084,6332,6084,6333,150,126236.0,1102500.0
2000-01-21,6332,6332,6332,6333,150,126236.0,1102500.0
2000-01-24,6304,6636,6304,6637,750,132300.0,1102500.0
2000-01-25,5943,6801,5943,6802,550,135608.0,1102500.0
2000-01-26,6801,6801,6801,6802,100,135608.0,1102500.0
2000-01-27,6773,6773,6773,6776,250,135056.0,1102500.0
2000-01-28,6773,6773,6773,6776,50,135056.0,1102500.0
2000-01-31,6221,6248,6221,6250,250,124582.0,1102500.0
2000-02-01,6525,6525,6525,6526,50,130095.0,1102500.0
2000-02-02,6441,6441,6441,6443,100,128441.0,1102500.0
2000-02-03,6248,6525,6248,6526,150,130095.0,1102500.0
2000-02-07,6359,6608,6359,6609,100,131749.0,1102500.0
2000-02-08,6608,6608,6608,6609,0,131749.0,1102500.0
2000-02-09,6608,6608,6608,6609,0,,
2000-02-10,6194,6636,6194,6637,400,132300.0,1102500.0
2000-02-11,6194,6414,6166,6416,4800,127890.0,1102500.0
2000-02-14,6083,6083,6027,6028,200,120172.0,1102500.0
2000-02-15,5750,5778,5750,5752,200,114660.0,1102500.0
2000-02-16,5777,5777,5777,5780,100,115211.0,1102500.0
2000-02-17,6082,6082,5860,6084,7400,121275.0,1102500.0
2000-02-18,6082,6082,6082,6084,50,121275.0,1102500.0
2000-02-21,6082,6082,6082,6084,0,121275.0,1102500.0
2000-02-22,6082,6082,6082,6084,50,,
2000-02-23,6830,6830,6830,6831,50,136159.0,1102500.0
2000-02-24,6830,6830,6830,6831,0,136159.0,1102500.0
2000-02-25,6830,6830,6830,6831,0,,
2000-02-28,6082,6082,6082,6084,200,121275.0,1102500.0
2000-02-29,6083,6276,6083,6195,750,123480.0,1102500.0
2000-03-02,6193,6193,6193,6195,0,123480.0,1102500.0
2000-03-03,6360,6360,6360,6360,150,126788.0,1102500.0
2000-03-06,6414,6414,6414,6416,1000,127890.0,1102500.0
2000-03-07,6636,6884,6636,6693,101200,133402.0,1102500.0
2000-03-08,7244,7686,6719,7688,26250,153248.0,1102500.0
2000-03-09,8239,8239,6856,6859,4350,136710.0,1102500.0
2000-03-10,6912,7852,6912,7743,1850,154350.0,1102500.0
2000-03-13,7354,7354,6636,6859,2750,136710.0,1102500.0
2000-03-14,6387,6581,6387,6526,900,130095.0,1102500.0
2000-03-15,6469,6469,6000,6001,700,119621.0,1102500.0
2000-03-16,6526,6526,6111,6360,2000,126788.0,1102500.0
2000-03-17,6138,6470,6138,6360,1150,126788.0,1102500.0
2000-03-20,6000,6525,6000,6526,1750,130095.0,1102500.0
2000-03-21,6525,6525,6525,6526,0,130095.0,1102500.0
2000-03-22,6609,6636,6609,6637,900,132300.0,1102500.0
2000-03-23,6138,6581,6138,6471,14900,128992.0,1102500.0
2000-03-24,6138,6360,5972,6360,14700,126788.0,1102500.0
2000-03-27,6525,6525,6525,6526,650,130095.0,1102500.0
2000-03-28,6111,6912,6111,6914,1650,137812.0,1102500.0
2000-03-29,6360,6636,6360,6637,2750,132300.0,1102500.0
2000-03-30,6664,6664,6636,6637,1300,132300.0,1102500.0
2000-03-31,6138,6360,6138,6360,1850,126788.0,1102500.0
2000-04-03,6000,6360,6000,6360,850,126788.0,1102500.0
2000-04-04,6359,6912,6359,6914,550,137812.0,1102500.0
2000-04-06,6912,6912,6912,6914,200,137812.0,1102500.0
2000-04-07,6582,6885,6582,6831,5800,136159.0,1102500.0
2000-04-10,6027,7023,6027,7023,4250,140018.0,1102500.0
2000-04-11,6912,6912,6912,6914,50,137812.0,1102500.0
2000-04-12,6912,6912,6912,6914,0,137812.0,1102500.0
2000-04-14,6581,6581,6469,6471,2150,128992.0,1102500.0
2000-04-17,6358,6358,5668,5669,2050,113006.0,1102500.0
2000-04-18,5751,5917,5751,5918,150,117968.0,1102500.0
2000-04-19,5805,6082,5805,6084,100,121275.0,1102500.0
2000-04-20,5860,6082,5860,6084,300,121275.0,1102500.0
2000-04-21,5943,6165,5916,6167,150,122929.0,1102500.0
2000-04-24,6082,6082,6082,6084,250,121275.0,1102500.0
2000-04-25,6082,6082,6082,6084,50,,
2000-04-26,6083,6303,5695,6305,6250,125685.0,1102500.0
2000-04-27,6304,6469,5943,6471,1450,128992.0,1102500.0
2000-04-28,6497,6581,5972,6028,1950,120172.0,1102500.0
2000-05-02,6026,6165,5777,6167,10250,122929.0,1102500.0
2000-05-03,6084,6331,5944,6223,5750,124031.0,1102500.0
2000-05-04,6221,6221,6221,6223,0,124031.0,1102500.0
2000-05-08,5861,6303,5806,6305,6100,125685.0,1102500.0
2000-05-09,5916,6248,5889,6250,10500,124582.0,1102500.0
2000-05-10,6027,6248,5972,6250,800,124582.0,1102500.0
2000-05-12,6359,6691,6082,6693,4900,133402.0,1102500.0
2000-05-15,6469,6912,6469,6914,9750,137812.0,1102500.0
2000-05-16,7189,7189,6663,6914,151250,137812.0,1102500.0
2000-05-17,6746,6746,6746,6748,0,134505.0,1102500.0
2000-05-18,6636,6636,6580,6581,100,131198.0,1102500.0
2000-05-19,6193,6580,6193,6581,350,131198.0,1102500.0
2000-05-22,6581,6581,5972,6305,900,125685.0,1102500.0
2000-05-23,6027,6303,6027,6305,100,125685.0,1102500.0
2000-05-24,6000,6221,5972,6223,4100,124031.0,1102500.0
2000-05-25,5972,6360,5972,6360,3900,126788.0,1102500.0
2000-05-26,6636,6636,6139,6139,240100,122378.0,1102500.0
2000-05-29,6360,6360,6360,6360,100,126788.0,1102500.0
2000-05-30,6360,6360,6360,6360,50,126788.0,1102500.0
2000-05-31,6580,6580,6580,6581,50,131198.0,1102500.0
2000-06-01,6580,6580,6580,6581,100,131198.0,1102500.0
2000-06-02,6580,6580,6580,6581,800,131198.0,1102500.0
2000-06-05,6138,6636,6138,6250,1700,124582.0,1102500.0
2000-06-07,6359,6828,6359,6609,250,131749.0,1102500.0
2000-06-08,6303,6441,6303,6443,100,128441.0,1102500.0
2000-06-09,6056,6553,6056,6360,950,126788.0,1102500.0
2000-06-12,6609,6609,6139,6139,2700,122378.0,1102500.0
2000-06-13,6221,6221,6139,6139,350,122378.0,1102500.0
2000-06-14,6082,6082,6082,6084,650,121275.0,1102500.0
2000-06-15,6083,6083,5943,5945,1100,118519.0,1102500.0
2000-06-16,5971,5971,5971,5973,50,119070.0,1102500.0
2000-06-19,5973,5973,5862,5863,750,116865.0,1102500.0
2000-06-20,5861,5861,5833,5835,250,116314.0,1102500.0
2000-06-21,5806,5806,5778,5807,350,115762.0,1102500.0
2000-06-22,5973,6111,5751,5863,4000,116865.0,1102500.0
2000-06-23,5695,5806,5695,5752,1150,114660.0,1102500.0
2000-06-26,5971,6193,5971,6195,3000,123480.0,1102500.0
2000-06-27,6084,6360,6084,6360,3100,126788.0,1102500.0
2000-06-28,6193,6830,6193,6831,5250,136159.0,1102500.0
2000-06-29,6636,6691,6581,6609,4450,131749.0,1102500.0
2000-06-30,6802,7134,6719,7135,19665,142222.0,1102500.0
2000-07-03,6802,7134,6774,7135,11550,142222.0,1102500.0
2000-07-04,7134,7686,7134,7688,2500,153248.0,1102500.0
2000-07-05,6856,8102,6856,8103,5450,161516.0,1102500.0
2000-07-06,7465,9015,7465,9015,112750,179708.0,1102500.0
2000-07-07,7935,8848,7797,8849,1550,176400.0,1102500.0
2000-07-10,8848,8848,8848,8849,0,176400.0,1102500.0
2000-07-11,8793,8793,8793,8794,0,175298.0,1102500.0
2000-07-12,8738,8738,8738,8738,0,174195.0,1102500.0
2000-07-13,7825,8213,7742,7743,250,154350.0,1102500.0
2000-07-14,6719,7244,6719,7245,1350,144428.0,1102500.0
2000-07-18,6773,6801,6773,6802,150,135608.0,1102500.0
2000-07-19,6801,6801,6801,6802,100,,
2000-07-20,6469,6469,6469,6471,100,128992.0,1102500.0
2000-07-21,6469,6469,6469,6471,100,128992.0,1102500.0
2000-07-24,6469,6469,6469,6471,0,128992.0,1102500.0
2000-07-25,6166,6166,5807,5863,3000,116865.0,1102500.0
2000-07-26,5943,5971,5916,5973,900,119070.0,1102500.0
2000-07-27,6082,6082,5971,5973,350,119070.0,1102500.0
2000-07-28,6498,6498,6498,6498,50,129544.0,1102500.0
2000-07-31,5943,6581,5943,6028,300,120172.0,1102500.0
2000-08-01,5998,6026,5971,5973,500,119070.0,1102500.0
2000-08-02,5973,5973,5531,5558,10600,110801.0,1102500.0
2000-08-03,5586,5861,5586,5725,3550,114109.0,1102500.0
2000-08-04,5806,6000,5806,6001,900,119621.0,1102500.0
2000-08-07,5806,5806,5806,5807,50,115762.0,1102500.0
2000-08-08,5833,5833,5833,5835,300,116314.0,1102500.0
2000-08-09,5807,6000,5807,5918,350,117968.0,1102500.0
2000-08-10,5917,5917,5834,5863,300,116865.0,1102500.0
2000-08-11,5806,5806,5777,5780,250,115211.0,1102500.0
2000-08-14,5916,5916,5750,5891,1200,117416.0,1102500.0
2000-08-16,5889,6552,5889,6084,1500,121275.0,1102500.0
2000-08-17,6414,6414,6305,6333,250,126236.0,1102500.0
2000-08-18,5861,6138,5613,5835,1450,116314.0,1102500.0
2000-08-21,5695,5861,5640,5752,1150,114660.0,1102500.0
2000-08-22,5777,5777,5777,5780,0,115211.0,1102500.0
2000-08-23,5806,5806,5750,5780,300,115211.0,1102500.0
2000-08-24,5777,5777,5777,5780,0,115211.0,1102500.0
2000-08-25,5834,5834,5641,5641,550,112455.0,1102500.0
2000-08-28,5778,5806,5778,5807,150,115762.0,1102500.0
2000-08-29,5750,5750,5750,5752,100,114660.0,1102500.0
2000-08-30,5750,5833,5750,5780,400,115211.0,1102500.0
2000-08-31,5585,5695,5585,5697,600,113558.0,1102500.0
2000-09-01,5641,5723,5641,5725,500,114109.0,1102500.0
2000-09-04,5806,5806,5806,5807,50,115762.0,1102500.0
2000-09-05,5668,5917,5668,5918,550,117968.0,1102500.0
2000-09-06,5613,5833,5613,5807,350,115762.0,1102500.0
2000-09-07,5777,5777,5777,5780,0,115211.0,1102500.0
2000-09-08,5750,5750,5750,5752,0,114660.0,1102500.0
2000-09-14,5264,5641,5264,5641,600,112455.0,1102500.0
2000-09-15,5641,5641,5641,5641,0,112455.0,1102500.0
2000-09-18,5243,5243,5120,5128,400,102202.0,1102500.0
2000-09-19,5252,5252,5252,5255,50,104738.0,1102500.0
2000-09-20,5252,5585,5252,5586,100,111352.0,1102500.0
2000-09-21,5695,5695,5695,5697,500,113558.0,1102500.0
2000-09-22,5016,5104,5016,5066,1100,100989.0,1102500.0
2000-09-25,5105,5105,5105,5105,0,101761.0,1102500.0
2000-09-26,5197,5197,5197,5199,100,103635.0,1102500.0
2000-09-27,5507,5507,5447,5447,200,108596.0,1102500.0
2000-09-28,5447,5447,5447,5447,0,108596.0,1102500.0
2000-09-29,5641,6248,5586,5641,3400,112455.0,1102500.0
2000-10-02,5037,5641,5037,5641,300,112455.0,1102500.0
2000-10-04,5170,5861,5170,5807,1400,115762.0,1102500.0
