삼성바이오로직스(207940),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2017-01-26,156500,164000,155500,161000,407193,10652565.0,66165000.0
2017-01-31,162000,164000,160500,161000,228987,10652565.0,66165000.0
2017-02-01,162000,163000,159500,163000,138216,10784895.0,66165000.0
2017-02-02,163500,173000,162500,171500,597838,11347298.0,66165000.0
2017-02-03,173500,176500,171500,173000,399421,11446545.0,66165000.0
2017-02-06,172000,172500,167000,168500,251528,11148802.0,66165000.0
2017-02-07,168500,172500,167000,171500,212751,11347298.0,66165000.0
2017-02-08,171500,172000,161500,163000,374070,10784895.0,66165000.0
2017-02-09,163000,166000,160500,161000,219373,10652565.0,66165000.0
2017-02-10,160000,161000,156000,158000,704753,10454070.0,66165000.0
2017-02-13,156000,159500,155500,158000,177206,10454070.0,66165000.0
2017-02-14,158000,159500,156500,156500,150832,10354822.0,66165000.0
2017-02-15,156000,161500,156000,160500,130426,10619482.0,66165000.0
2017-02-16,161000,162500,158500,159000,132573,10520235.0,66165000.0
2017-02-17,155500,160500,155000,160500,192999,10619482.0,66165000.0
2017-02-20,159500,161500,159000,161000,76203,10652565.0,66165000.0
2017-02-21,161000,166000,160500,165500,163959,10950308.0,66165000.0
2017-02-22,166500,167000,164000,165000,106637,10917225.0,66165000.0
2017-02-23,165000,168000,165000,168000,144561,11115720.0,66165000.0
2017-02-24,167500,168000,165000,165500,84069,10950308.0,66165000.0
2017-02-27,167000,167500,164000,166500,89333,11016472.0,66165000.0
2017-02-28,167000,168000,162500,164500,151499,10884142.0,66165000.0
2017-03-02,165000,166000,161000,161500,151100,10685648.0,66165000.0
2017-03-03,161500,163000,160500,162000,73606,10718730.0,66165000.0
2017-03-06,162500,165500,162000,164500,93995,10884142.0,66165000.0
2017-03-07,164500,168000,163500,168000,137830,11115720.0,66165000.0
2017-03-08,169000,172000,168000,170000,271238,11248050.0,66165000.0
2017-03-09,170000,171000,168000,168000,109589,11115720.0,66165000.0
2017-03-10,168000,171000,167000,171000,149330,11314215.0,66165000.0
2017-03-13,170000,173000,169500,173000,137838,11446545.0,66165000.0
2017-03-14,172500,175000,170000,171000,133248,11314215.0,66165000.0
2017-03-15,171000,173500,168500,173500,133554,11479628.0,66165000.0
2017-03-16,174000,176500,174000,176500,189001,11678122.0,66165000.0
2017-03-17,176000,181000,175500,180500,302822,11942782.0,66165000.0
2017-03-20,180000,188000,177000,187500,362620,12405938.0,66165000.0
2017-03-21,187500,199500,186500,193000,495295,12769845.0,66165000.0
2017-03-22,189000,195000,186000,188000,341350,12439020.0,66165000.0
2017-03-23,190000,193000,184000,187000,282973,12372855.0,66165000.0
2017-03-24,187000,192000,185500,187500,189997,12405938.0,66165000.0
2017-03-27,186500,187500,181000,182000,176930,12042030.0,66165000.0
2017-03-28,184000,186500,182500,185000,105091,12240525.0,66165000.0
2017-03-29,187000,188500,183000,183500,119613,12141278.0,66165000.0
2017-03-30,177000,180000,173000,177000,595964,11711205.0,66165000.0
2017-03-31,174500,175500,171000,173000,387922,11446545.0,66165000.0
2017-04-03,171500,177500,171500,176000,215082,11645040.0,66165000.0
2017-04-04,176000,177500,174000,177500,110722,11744288.0,66165000.0
2017-04-05,177000,182000,176500,182000,172926,12042030.0,66165000.0
2017-04-06,181000,182000,179000,181000,133564,11975865.0,66165000.0
2017-04-07,181500,182000,177000,178000,156795,11777370.0,66165000.0
2017-04-10,177000,177500,173500,173500,136840,11479628.0,66165000.0
2017-04-11,174500,177500,174000,177000,150062,11711205.0,66165000.0
2017-04-12,176500,180000,176000,180000,130316,11909700.0,66165000.0
2017-04-13,181000,181000,178500,179500,85096,11876618.0,66165000.0
2017-04-14,178500,180000,178000,179000,54603,11843535.0,66165000.0
2017-04-17,179000,181500,179000,181000,84139,11975865.0,66165000.0
2017-04-18,182500,182500,179500,182000,74003,12042030.0,66165000.0
2017-04-19,182000,186000,181000,184000,182207,12174360.0,66165000.0
2017-04-20,184500,185000,182000,183500,86643,12141278.0,66165000.0
2017-04-21,185500,191000,184500,187000,236304,12372855.0,66165000.0
2017-04-24,190000,190500,183000,183000,265172,12108195.0,66165000.0
2017-04-25,184000,185000,181000,184000,142184,12174360.0,66165000.0
2017-04-26,187000,187500,180500,181000,253945,11975865.0,66165000.0
2017-04-27,182500,183500,181000,181500,149292,12008948.0,66165000.0
2017-04-28,181500,182000,173500,175000,368714,11578875.0,66165000.0
2017-05-02,175000,179500,175000,179000,136537,11843535.0,66165000.0
2017-05-04,180000,180500,177000,180000,140754,11909700.0,66165000.0
2017-05-08,182000,184000,180500,183500,192997,12141278.0,66165000.0
2017-05-10,184000,184000,179500,180000,225215,11909700.0,66165000.0
2017-05-11,181000,186000,180000,185000,253559,12240525.0,66165000.0
2017-05-12,185000,185500,182500,185000,101233,12240525.0,66165000.0
2017-05-15,185500,187000,184000,186500,114199,12339772.0,66165000.0
2017-05-16,187000,187500,185000,187000,114999,12372855.0,66165000.0
2017-05-17,187500,189000,186000,189000,131398,12505185.0,66165000.0
2017-05-18,188000,191500,187000,191000,286608,12637515.0,66165000.0
2017-05-19,192000,192500,189000,192500,140004,12736762.0,66165000.0
2017-05-22,193000,194000,190000,193000,162889,12769845.0,66165000.0
2017-05-23,193500,196000,192500,196000,188618,12968340.0,66165000.0
2017-05-24,197500,200500,195500,200000,303725,13233000.0,66165000.0
2017-05-25,200000,206500,198500,204000,263556,13497660.0,66165000.0
2017-05-26,205000,215500,203000,213500,432433,14126228.0,66165000.0
2017-05-29,210500,219500,207000,213000,462314,14093145.0,66165000.0
2017-05-30,214000,215000,207500,211500,325679,13993898.0,66165000.0
2017-05-31,213000,220000,211000,220000,628168,14556300.0,66165000.0
2017-06-01,220000,229000,217500,229000,457129,15151785.0,66165000.0
2017-06-02,232500,237000,225000,231500,612238,15317198.0,66165000.0
2017-06-05,231500,232500,227000,232500,354430,15383362.0,66165000.0
2017-06-07,231500,245000,229000,245000,512783,16210425.0,66165000.0
2017-06-08,248500,254000,230000,235500,1440876,15581858.0,66165000.0
2017-06-09,231500,232500,223500,224500,758098,14854042.0,66165000.0
2017-06-12,225000,232500,225000,228500,362302,15118702.0,66165000.0
2017-06-13,231500,245000,231000,245000,525605,16210425.0,66165000.0
2017-06-14,250000,250000,237000,243500,461481,16111178.0,66165000.0
2017-06-15,244000,246500,237000,240000,296745,15879600.0,66165000.0
2017-06-16,238500,243000,236000,240000,240682,15879600.0,66165000.0
2017-06-19,241500,243500,238500,240500,176598,15912682.0,66165000.0
2017-06-20,243000,243000,233000,234000,313772,15482610.0,66165000.0
2017-06-21,231000,237000,226500,233000,364101,15416445.0,66165000.0
2017-06-22,235000,239500,232000,238000,231638,15747270.0,66165000.0
2017-06-23,238500,249500,238500,249000,397068,16475085.0,66165000.0
2017-06-26,253500,300000,252500,282500,1506559,18691612.0,66165000.0
2017-06-27,275000,284500,270500,283500,521770,18757778.0,66165000.0
2017-06-28,279500,282000,277500,281500,376723,18625448.0,66165000.0
2017-06-29,285000,302000,283500,297000,770998,19651005.0,66165000.0
2017-06-30,295500,308500,286500,292000,855923,19320180.0,66165000.0
2017-07-03,291000,291500,276000,280500,511043,18559282.0,66165000.0
2017-07-04,282000,291000,278000,289000,416925,19121685.0,66165000.0
2017-07-05,291500,292000,285000,289000,177422,19121685.0,66165000.0
2017-07-06,290000,297500,288500,289500,273210,19154768.0,66165000.0
2017-07-07,288500,294500,285500,290500,175545,19220932.0,66165000.0
2017-07-10,293000,295000,289000,291000,137978,19254015.0,66165000.0
2017-07-11,292000,293000,286500,289500,119973,19154768.0,66165000.0
2017-07-12,289000,291500,280000,280000,312073,18526200.0,66165000.0
2017-07-13,282500,286000,272000,275000,457163,18195375.0,66165000.0
2017-07-14,275000,275000,260000,266000,720080,17599890.0,66165000.0
2017-07-17,263500,273500,261000,267000,378941,17666055.0,66165000.0
2017-07-18,267500,270000,259000,260500,389625,17235982.0,66165000.0
2017-07-19,257000,264500,251500,263000,465486,17401395.0,66165000.0
2017-07-20,265500,267000,261500,264500,170384,17500642.0,66165000.0
2017-07-21,262500,272000,262500,270000,208794,17864550.0,66165000.0
2017-07-24,270000,273000,269500,273000,133454,18063045.0,66165000.0
2017-07-25,275000,292000,274500,287000,606363,18989355.0,66165000.0
2017-07-26,292500,293000,282000,285500,283123,18890108.0,66165000.0
2017-07-27,287500,288000,277000,278000,237334,18393870.0,66165000.0
2017-07-28,274000,275000,268500,270000,220740,17864550.0,66165000.0
2017-07-31,265500,277500,262000,272000,167656,17996880.0,66165000.0
2017-08-01,267000,282000,266500,280000,187075,18526200.0,66165000.0
2017-08-02,281500,281500,276000,279000,109780,18460035.0,66165000.0
2017-08-03,280000,282000,271500,279500,173952,18493118.0,66165000.0
2017-08-04,279500,282500,276000,278000,107470,18393870.0,66165000.0
2017-08-07,278000,284500,276000,280500,183737,18559282.0,66165000.0
2017-08-08,282000,285500,276000,277000,159977,18327705.0,66165000.0
2017-08-09,274000,276000,271000,271500,135577,17963798.0,66165000.0
2017-08-10,270000,274000,265500,269000,167318,17798385.0,66165000.0
2017-08-11,262000,268000,262000,264000,184944,17467560.0,66165000.0
2017-08-14,268500,272000,268000,271000,127107,17930715.0,66165000.0
2017-08-16,275000,277000,272000,273500,101161,18096128.0,66165000.0
2017-08-17,274000,277500,271000,272000,92617,17996880.0,66165000.0
2017-08-18,271000,275000,270500,273000,88407,18063045.0,66165000.0
2017-08-21,275500,276500,273000,274500,106156,18162292.0,66165000.0
2017-08-22,279000,288000,278500,286000,362272,18923190.0,66165000.0
2017-08-23,287500,288500,279000,281000,198686,18592365.0,66165000.0
2017-08-24,281000,282500,277500,279500,118942,18493118.0,66165000.0
2017-08-25,288000,290000,278000,280000,270676,18526200.0,66165000.0
2017-08-28,280000,283000,279000,280000,98871,18526200.0,66165000.0
2017-08-29,277500,281500,276000,281500,110252,18625448.0,66165000.0
2017-08-30,281500,283000,279500,282000,89762,18658530.0,66165000.0
2017-08-31,284500,285000,282500,283000,105048,18724695.0,66165000.0
2017-09-01,285000,285500,280000,280500,110519,18559282.0,66165000.0
2017-09-04,271000,278500,271000,276000,138525,18261540.0,66165000.0
2017-09-05,277000,278000,274500,275500,85742,18228458.0,66165000.0
2017-09-06,275500,286000,275000,284500,230105,18823942.0,66165000.0
2017-09-07,287000,289000,282500,284000,203062,18790860.0,66165000.0
2017-09-08,286500,288000,283500,284000,104874,18790860.0,66165000.0
2017-09-11,284000,287000,280500,286000,133946,18923190.0,66165000.0
2017-09-12,287500,306000,286500,305000,745221,20180325.0,66165000.0
2017-09-13,308000,309000,301000,303000,366284,20047995.0,66165000.0
2017-09-14,304500,325500,302000,324000,487784,21437460.0,66165000.0
2017-09-15,321000,332000,320500,326500,375992,21602872.0,66165000.0
2017-09-18,335500,338500,326500,328500,437031,21735202.0,66165000.0
2017-09-19,328500,343500,321500,338000,382530,22363770.0,66165000.0
2017-09-20,339500,345000,335500,338000,325216,22363770.0,66165000.0
2017-09-21,342000,343500,333000,335000,221715,22165275.0,66165000.0
2017-09-22,331000,332500,318000,318500,437563,21073552.0,66165000.0
2017-09-25,317000,327500,316500,326000,180341,21569790.0,66165000.0
2017-09-26,326000,331500,322000,325000,152216,21503625.0,66165000.0
2017-09-27,325500,336000,325000,334000,151342,22099110.0,66165000.0
2017-09-28,335500,336000,329500,330500,117609,21867532.0,66165000.0
2017-09-29,331500,340000,331000,337500,167608,22330688.0,66165000.0
2017-10-10,343000,350000,340500,348000,323238,23025420.0,66165000.0
2017-10-11,351500,355500,345000,347500,233466,22992338.0,66165000.0
2017-10-12,349000,383500,345500,377500,499172,24977288.0,66165000.0
2017-10-13,380000,411000,379000,388500,752840,25705102.0,66165000.0
2017-10-16,395000,407000,379500,394000,342657,26069010.0,66165000.0
2017-10-17,390000,403000,386500,399000,318314,26399835.0,66165000.0
2017-10-18,397500,407000,387000,389000,397420,25738185.0,66165000.0
2017-10-19,384500,385000,370500,377500,541149,24977288.0,66165000.0
2017-10-20,378000,384500,378000,381000,185542,25208865.0,66165000.0
2017-10-23,380500,386500,377500,378500,149412,25043452.0,66165000.0
2017-10-24,379000,385000,372000,381500,195224,25241948.0,66165000.0
2017-10-25,385000,385500,363500,365000,326323,24150225.0,66165000.0
2017-10-26,377500,381000,365500,370500,347627,24514132.0,66165000.0
2017-10-27,376000,379500,366000,377500,169742,24977288.0,66165000.0
2017-10-30,378000,382500,373500,374000,196506,24745710.0,66165000.0
2017-10-31,374000,384000,372000,384000,187491,25407360.0,66165000.0
2017-11-01,387000,408000,385500,406000,387331,26862990.0,66165000.0
2017-11-02,411000,412000,391000,392500,397030,25969762.0,66165000.0
2017-11-03,394000,396500,386500,395500,189577,26168258.0,66165000.0
2017-11-06,396000,396500,390000,394500,141828,26102092.0,66165000.0
2017-11-07,390500,393000,388500,389000,176109,25738185.0,66165000.0
2017-11-08,383500,392500,380000,387000,192252,25605855.0,66165000.0
2017-11-09,393500,395500,384500,385000,143261,25473525.0,66165000.0
2017-11-10,381000,384000,370500,375500,390431,24844958.0,66165000.0
2017-11-13,372000,379500,372000,378000,213496,25010370.0,66165000.0
2017-11-14,380500,387500,379500,382000,191107,25275030.0,66165000.0
2017-11-15,382000,400000,378000,394000,535712,26069010.0,66165000.0
2017-11-16,400000,403000,386000,394500,229731,26102092.0,66165000.0
2017-11-17,396500,398500,390500,396000,168530,26201340.0,66165000.0
2017-11-20,405000,414000,395000,395000,410101,26135175.0,66165000.0
2017-11-21,397500,399000,391500,392000,241959,25936680.0,66165000.0
2017-11-22,394500,395000,381500,383500,263188,25374278.0,66165000.0
2017-11-23,379000,384500,374500,382500,164874,25308112.0,66165000.0
2017-11-24,383000,385500,379000,379500,141989,25109618.0,66165000.0
2017-11-27,378000,380500,374000,374000,164922,24745710.0,66165000.0
2017-11-28,375000,379500,366000,366500,250924,24249472.0,66165000.0
2017-11-29,362500,371000,361500,364500,192022,24117142.0,66165000.0
2017-11-30,364500,366500,340000,342500,790554,22661512.0,66165000.0
2017-12-01,345500,365500,345500,363500,298111,24050978.0,66165000.0
2017-12-04,364000,364500,355500,358500,143005,23720152.0,66165000.0
2017-12-05,360500,362000,350500,355500,153209,23521658.0,66165000.0
2017-12-06,357000,358000,341500,344500,211105,22793842.0,66165000.0
2017-12-07,343500,344000,324000,329000,427710,21768285.0,66165000.0
2017-12-08,331000,345000,331000,337000,271505,22297605.0,66165000.0
2017-12-11,345000,359500,342000,358500,311770,23720152.0,66165000.0
2017-12-12,358000,363500,350500,352500,236418,23323162.0,66165000.0
2017-12-13,354000,364000,353500,362500,181593,23984812.0,66165000.0
2017-12-14,367000,374000,360500,361000,252905,23885565.0,66165000.0
2017-12-15,365000,366500,361500,362500,115824,23984812.0,66165000.0
2017-12-18,365500,366000,352000,353500,164086,23389328.0,66165000.0
2017-12-19,350000,356000,346500,353500,140517,23389328.0,66165000.0
2017-12-20,357000,360000,349000,355500,161373,23521658.0,66165000.0
2017-12-21,354500,356000,349000,349000,163747,23091585.0,66165000.0
2017-12-22,349500,352500,346500,347000,207144,22959255.0,66165000.0
2017-12-26,346500,351000,341500,344500,207923,22793842.0,66165000.0
2017-12-27,351000,366500,349000,366000,277024,24216390.0,66165000.0
2017-12-28,369500,373500,367000,371000,181010,24547215.0,66165000.0
2018-01-02,367000,391000,367000,389500,409343,25771268.0,66165000.0
2018-01-03,391000,395500,385000,391000,270751,25870515.0,66165000.0
2018-01-04,391500,393000,381500,383000,229586,25341195.0,66165000.0
2018-01-05,383000,391000,380000,390000,150573,25804350.0,66165000.0
2018-01-08,393000,400000,385000,399500,371714,26432918.0,66165000.0
2018-01-09,400000,426000,395500,408500,631756,27028402.0,66165000.0
2018-01-10,415000,422000,390500,401000,411583,26532165.0,66165000.0
2018-01-11,400000,404500,395000,397000,156555,26267505.0,66165000.0
2018-01-12,401000,427500,397500,416000,732180,27524640.0,66165000.0
2018-01-15,431500,443000,416000,419500,444474,27756218.0,66165000.0
2018-01-16,419500,422000,404500,414000,250893,27392310.0,66165000.0
2018-01-17,414000,414000,393000,397500,320410,26300588.0,66165000.0
2018-01-18,394500,403000,393500,400000,123505,26466000.0,66165000.0
2018-01-19,402000,403500,387500,387500,205947,25638938.0,66165000.0
2018-01-22,388000,394000,377000,387500,163336,25638938.0,66165000.0
2018-01-23,392000,403500,390000,403500,193047,26697578.0,66165000.0
2018-01-24,404500,411000,398500,406500,188152,26896072.0,66165000.0
2018-01-25,406500,409000,399500,405000,146051,26796825.0,66165000.0
2018-01-26,407500,418500,407500,418000,297246,27656970.0,66165000.0
2018-01-29,422000,444500,422000,439500,794689,29079518.0,66165000.0
2018-01-30,442500,457500,430000,436000,521528,28847940.0,66165000.0
2018-01-31,428000,444500,428000,438500,242838,29013352.0,66165000.0
2018-02-01,449000,449500,427000,443500,327874,29344178.0,66165000.0
2018-02-02,448500,449000,434000,440000,246086,29112600.0,66165000.0
2018-02-05,427500,434500,422500,426000,241197,28186290.0,66165000.0
2018-02-06,405000,424500,400000,415500,436180,27491558.0,66165000.0
2018-02-07,426000,427000,403000,403500,225450,26697578.0,66165000.0
2018-02-08,403500,412000,392000,407000,264933,26929155.0,66165000.0
2018-02-09,394000,404500,393500,400500,186756,26499082.0,66165000.0
2018-02-12,403000,424500,402000,422000,247343,27921630.0,66165000.0
2018-02-13,430000,432500,423000,428500,198119,28351702.0,66165000.0
2018-02-14,430500,436000,428000,436000,223197,28847940.0,66165000.0
2018-02-19,436500,443500,429000,430000,190563,28450950.0,66165000.0
2018-02-20,430500,435000,424000,425000,117624,28120125.0,66165000.0
2018-02-21,425500,429000,422500,425000,104705,28120125.0,66165000.0
2018-02-22,427500,446500,427500,443000,374488,29311095.0,66165000.0
2018-02-23,447000,452000,443500,450000,221837,29774250.0,66165000.0
2018-02-26,457000,460000,450500,459000,190937,30369735.0,66165000.0
2018-02-27,462500,464500,451500,454000,204116,30038910.0,66165000.0
2018-02-28,449000,461500,448000,450000,185583,29774250.0,66165000.0
2018-03-02,446000,467500,444500,465500,227497,30799808.0,66165000.0
2018-03-05,469000,469000,455000,465500,182767,30799808.0,66165000.0
2018-03-06,466000,469000,445500,449000,357007,29708085.0,66165000.0
2018-03-07,442000,459000,437000,448000,221799,29641920.0,66165000.0
2018-03-08,449000,453500,446000,451000,121089,29840415.0,66165000.0
2018-03-09,455000,464000,450000,455000,177809,30105075.0,66165000.0
2018-03-12,458500,461500,455000,458500,101693,30336652.0,66165000.0
2018-03-13,455000,456000,446500,453000,185987,29972745.0,66165000.0
2018-03-14,449000,450500,443000,445000,128986,29443425.0,66165000.0
2018-03-15,441500,450000,441500,445500,112305,29476508.0,66165000.0
2018-03-16,445500,450000,443500,448000,91930,29641920.0,66165000.0
2018-03-19,448000,453500,446500,450000,88653,29774250.0,66165000.0
2018-03-20,448000,462500,448000,462000,174693,30568230.0,66165000.0
2018-03-21,461500,464000,457500,460500,119432,30468982.0,66165000.0
2018-03-22,463000,487500,460500,477500,421222,31593788.0,66165000.0
2018-03-23,468000,494000,465500,481500,323411,31858448.0,66165000.0
2018-03-26,482500,493500,482500,491500,205327,32520098.0,66165000.0
2018-03-27,499000,502000,494000,500000,191043,33082500.0,66165000.0
2018-03-28,492500,497000,465000,465000,451007,30766725.0,66165000.0
2018-03-29,466500,486500,466000,486000,226147,32156190.0,66165000.0
2018-03-30,490000,492000,476500,487000,143651,32222355.0,66165000.0
2018-04-02,487000,490000,482500,486000,91013,32156190.0,66165000.0
2018-04-03,484000,489500,480000,485500,127515,32123108.0,66165000.0
2018-04-04,490000,505000,486000,503000,305367,33280995.0,66165000.0
2018-04-05,501000,505000,496500,502000,193001,33214830.0,66165000.0
2018-04-06,509000,534000,508000,519000,294164,34339635.0,66165000.0
2018-04-09,528000,580000,524000,562000,543779,37184730.0,66165000.0
2018-04-10,576000,600000,563000,583000,665027,38574195.0,66165000.0
2018-04-11,587000,591000,565000,584000,335242,38640360.0,66165000.0
2018-04-12,577000,586000,565000,565000,273812,37383225.0,66165000.0
2018-04-13,556000,571000,544000,570000,303825,37714050.0,66165000.0
2018-04-16,564000,576000,561000,567000,140640,37515555.0,66165000.0
2018-04-17,565000,566000,546000,551000,260413,36456915.0,66165000.0
2018-04-18,554000,563000,537000,539000,213450,35662935.0,66165000.0
2018-04-19,534000,535000,505000,507000,476884,33545655.0,66165000.0
2018-04-20,506000,521000,499000,506000,395561,33479490.0,66165000.0
2018-04-23,502000,502000,470500,473000,580297,31296045.0,66165000.0
2018-04-24,476500,489500,473000,474000,335920,31362210.0,66165000.0
2018-04-25,465000,486500,450000,478500,454583,31659952.0,66165000.0
2018-04-26,488000,500000,486000,498500,336856,32983252.0,66165000.0
2018-04-27,506000,508000,494000,506000,222980,33479490.0,66165000.0
2018-04-30,501000,508000,485000,488000,235446,32288520.0,66165000.0
2018-05-02,410500,445500,391500,404000,2332526,26730660.0,66165000.0
2018-05-03,401500,419500,388000,390000,1235043,25804350.0,66165000.0
2018-05-04,379000,386000,350000,359500,1522558,23786318.0,66165000.0
2018-05-08,357000,384500,353500,370500,1234652,24514132.0,66165000.0
2018-05-09,370500,407500,369000,398000,1236829,26333670.0,66165000.0
2018-05-10,404000,410500,380500,389500,590034,25771268.0,66165000.0
2018-05-11,383000,398500,382000,386500,271171,25572772.0,66165000.0
2018-05-14,388500,390000,362500,368500,430529,24381802.0,66165000.0
2018-05-15,371000,394000,367000,388500,426156,25705102.0,66165000.0
2018-05-16,392500,415000,388000,414000,729170,27392310.0,66165000.0
2018-05-17,417000,419000,393500,398000,610005,26333670.0,66165000.0
2018-05-18,429500,430000,406000,408500,642658,27028402.0,66165000.0
2018-05-21,411000,419000,408000,410000,198913,27127650.0,66165000.0
2018-05-23,407500,413500,395000,399500,213317,26432918.0,66165000.0
2018-05-24,402500,419500,402500,418000,295791,27656970.0,66165000.0
2018-05-25,418500,436500,418500,430500,406844,28484032.0,66165000.0
2018-05-28,421000,434500,415500,429000,230843,28384785.0,66165000.0
2018-05-29,428500,442500,428500,433000,200467,28649445.0,66165000.0
2018-05-30,431000,433000,421500,425500,183062,28153208.0,66165000.0
2018-05-31,426000,444000,425500,435000,339622,28781775.0,66165000.0
2018-06-01,440000,468500,437000,451500,480497,29873498.0,66165000.0
2018-06-04,441000,448500,403000,419000,689971,27723135.0,66165000.0
2018-06-05,430000,436500,419500,421000,248976,27855465.0,66165000.0
2018-06-07,421000,428500,415000,420000,209755,27789300.0,66165000.0
2018-06-08,424500,431000,421000,421000,131269,27855465.0,66165000.0
2018-06-11,417000,422000,416000,420000,94963,27789300.0,66165000.0
2018-06-12,421000,432000,419500,429500,144313,28417868.0,66165000.0
2018-06-14,427000,427000,406000,408000,245236,26995320.0,66165000.0
2018-06-15,410500,415500,406000,408000,184289,26995320.0,66165000.0
2018-06-18,405000,419500,404500,407500,146959,26962238.0,66165000.0
2018-06-19,407500,411500,381000,381000,240421,25208865.0,66165000.0
2018-06-20,390500,429500,390000,420000,400393,27789300.0,66165000.0
2018-06-21,420000,426000,411000,415000,153582,27458475.0,66165000.0
2018-06-22,419500,445500,415500,437500,345522,28947188.0,66165000.0
2018-06-25,438000,438500,418000,420500,165310,27822382.0,66165000.0
2018-06-26,410000,419000,400500,416000,217564,27524640.0,66165000.0
2018-06-27,414500,426500,413000,418000,116211,27656970.0,66165000.0
2018-06-28,416000,421000,408500,409000,83578,27061485.0,66165000.0
2018-06-29,428500,428500,412000,417000,195473,27590805.0,66165000.0
2018-07-02,420500,424000,411000,414500,116110,27425392.0,66165000.0
2018-07-03,419000,431000,411500,429000,170906,28384785.0,66165000.0
2018-07-04,428500,431000,420000,421500,109685,27888548.0,66165000.0
2018-07-05,421500,427500,411000,413000,89360,27326145.0,66165000.0
2018-07-06,413500,415000,384000,410000,263835,27127650.0,66165000.0
2018-07-09,416500,434500,416500,427000,230626,28252455.0,66165000.0
2018-07-10,423000,426000,415000,417000,148426,27590805.0,66165000.0
2018-07-11,414500,422000,411000,415000,81484,27458475.0,66165000.0
