삼성증권(016360),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2010-07-16,56987,57366,55565,55661,489374,3923224.0,66835165.0
2010-07-19,54332,55755,54048,55472,490818,3909857.0,66835165.0
2010-07-20,55470,56040,54712,55377,243331,3903174.0,66835165.0
2010-07-21,55755,56229,54902,55756,353779,3929908.0,66835165.0
2010-07-22,54997,55944,54902,55472,287033,3909857.0,66835165.0
2010-07-23,56324,57461,56229,56609,582112,3990059.0,66835165.0
2010-07-26,57366,57841,56798,56894,460055,4010110.0,66835165.0
2010-07-27,57366,57461,56324,56989,290934,4016793.0,66835165.0
2010-07-28,57272,58315,56893,57747,491951,4070262.0,66835165.0
2010-07-29,57461,58220,57366,57557,405489,4056895.0,66835165.0
2010-07-30,57461,57841,56608,56894,285235,4010110.0,66835165.0
2010-08-02,57082,58884,57082,58221,727551,4103679.0,66835165.0
2010-08-03,58789,60022,58031,58126,915546,4096996.0,66835165.0
2010-08-04,58599,60496,58220,60213,859172,4244033.0,66835165.0
2010-08-05,60781,61444,59737,60118,1015696,4237349.0,66835165.0
2010-08-06,60116,61255,59358,60497,674015,4264084.0,66835165.0
2010-08-09,60211,61823,60116,61825,535282,4357653.0,66835165.0
2010-08-10,62014,62014,60876,61160,584853,4310868.0,66835165.0
2010-08-11,60686,60876,59169,59359,814911,4183881.0,66835165.0
2010-08-12,57936,58979,57366,57937,550489,4083629.0,66835165.0
2010-08-13,58315,59169,57461,58696,338843,4137097.0,66835165.0
2010-08-16,58315,59264,57366,59264,322832,4177198.0,66835165.0
2010-08-17,58789,59264,58410,59169,302782,4170514.0,66835165.0
2010-08-18,59358,59643,57841,58317,547040,4110363.0,66835165.0
2010-08-19,58410,58789,58126,58506,373986,4123730.0,66835165.0
2010-08-20,57841,58031,56324,57178,816306,4030160.0,66835165.0
2010-08-23,57366,57936,56893,57557,423066,4056895.0,66835165.0
2010-08-24,57272,57272,55944,56040,612534,3949958.0,66835165.0
2010-08-25,55565,55755,54048,54428,582053,3836338.0,66835165.0
2010-08-26,54807,55186,54048,54334,330551,3829655.0,66835165.0
2010-08-27,53858,54237,53574,54144,348784,3816288.0,66835165.0
2010-08-30,54902,56419,54712,56325,453556,3970009.0,66835165.0
2010-08-31,55470,55755,54712,54997,231541,3876440.0,66835165.0
2010-09-01,55376,56040,55281,55946,276250,3943275.0,66835165.0
2010-09-02,56987,56987,55091,55661,334121,3923224.0,66835165.0
2010-09-03,56040,56229,55565,55756,382501,3929908.0,66835165.0
2010-09-06,56703,57746,56419,56894,590574,4010110.0,66835165.0
2010-09-07,57177,57366,56324,56704,242230,3996743.0,66835165.0
2010-09-08,56229,57461,56135,57463,316874,4050211.0,66835165.0
2010-09-09,57366,57936,57177,57368,357943,4043527.0,66835165.0
2010-09-10,57652,59927,57557,59454,1181086,4190565.0,66835165.0
2010-09-13,60211,60781,60022,60118,608119,4237349.0,66835165.0
2010-09-14,60306,60876,59927,60687,474561,4277451.0,66835165.0
2010-09-15,60591,60970,60116,60876,416601,4290818.0,66835165.0
2010-09-16,61065,61634,60401,60402,553931,4257400.0,66835165.0
2010-09-17,60970,61634,60401,61446,514069,4330919.0,66835165.0
2010-09-20,61349,61634,60306,61446,239923,4330919.0,66835165.0
2010-09-24,61160,61444,60022,61446,373023,4330919.0,66835165.0
2010-09-27,62014,62677,61919,62298,729618,4391070.0,66835165.0
2010-09-28,62014,62772,61444,62014,485462,4371020.0,66835165.0
2010-09-29,62393,62582,61255,62109,387624,4377703.0,66835165.0
2010-09-30,62108,62108,60781,61540,422370,4337602.0,66835165.0
2010-10-01,61349,61919,61065,61066,323826,4304185.0,66835165.0
2010-10-04,61634,62393,61065,61446,534836,4330919.0,66835165.0
2010-10-05,61160,62677,60876,62678,509083,4417804.0,66835165.0
2010-10-06,63531,64478,63436,63910,862285,4504690.0,66835165.0
2010-10-07,63910,64668,63531,64100,472431,4518057.0,66835165.0
2010-10-08,64194,64478,63246,64100,339973,4518057.0,66835165.0
2010-10-11,64478,65048,63815,64196,497724,4524741.0,66835165.0
2010-10-12,64384,64858,62866,63626,438787,4484640.0,66835165.0
2010-10-13,64194,64668,63056,64100,449356,4518057.0,66835165.0
2010-10-14,64478,66280,64384,65618,866565,4624993.0,66835165.0
2010-10-15,65711,65901,65237,65427,250838,4611626.0,66835165.0
2010-10-18,65143,65806,64384,64575,401956,4551475.0,66835165.0
2010-10-19,64573,65427,63531,63910,326307,4504690.0,66835165.0
2010-10-20,63056,65237,62772,64575,430310,4551475.0,66835165.0
2010-10-21,65427,65522,62866,63626,399134,4484640.0,66835165.0
2010-10-22,63340,64194,62772,62963,293811,4437855.0,66835165.0
2010-10-25,63151,64858,62487,64480,524509,4544791.0,66835165.0
2010-10-26,64858,64953,64099,64859,275003,4571525.0,66835165.0
2010-10-27,64858,65048,63245,63626,358361,4484640.0,66835165.0
2010-10-28,63531,63626,62582,62773,248264,4424488.0,66835165.0
2010-10-29,63340,63340,60686,61066,357597,4304185.0,66835165.0
2010-11-01,61160,63340,60686,63342,392146,4464589.0,66835165.0
2010-11-02,62677,63151,61634,62678,324625,4417804.0,66835165.0
2010-11-03,62866,64478,62677,62678,556023,4417804.0,66835165.0
2010-11-04,63056,63436,61634,61635,396119,4344286.0,66835165.0
2010-11-05,62961,63910,61728,61825,534141,4357653.0,66835165.0
2010-11-08,62108,62961,61823,62014,246883,4371020.0,66835165.0
2010-11-09,62014,63056,61255,62773,334533,4424488.0,66835165.0
2010-11-10,62393,65332,62014,65048,806403,4584892.0,66835165.0
2010-11-11,64763,65711,63340,63342,976913,4464589.0,66835165.0
2010-11-12,63531,63531,59643,59834,5917774,4217299.0,66835165.0
2010-11-15,60116,60306,58315,59359,700081,4183881.0,66835165.0
2010-11-16,59358,59453,57177,58601,633542,4130413.0,66835165.0
2010-11-17,57652,58979,57557,58221,330676,4103679.0,66835165.0
2010-11-18,58505,61444,58505,61160,813814,4310868.0,66835165.0
2010-11-19,61255,63056,60781,62678,782963,4417804.0,66835165.0
2010-11-22,63245,64478,62487,64290,838476,4531424.0,66835165.0
2010-11-23,64005,64763,62582,63152,498232,4451222.0,66835165.0
2010-11-24,61349,63246,60686,63057,646415,4444538.0,66835165.0
2010-11-25,63910,63910,62298,62963,319884,4437855.0,66835165.0
2010-11-26,63246,63626,60211,61825,575206,4357653.0,66835165.0
2010-11-29,61823,62108,60496,61635,233588,4344286.0,66835165.0
2010-11-30,61634,62772,60970,61635,256754,4344286.0,66835165.0
2010-12-01,61634,62203,61160,62204,170333,4384387.0,66835165.0
2010-12-02,62772,63910,62772,63816,457331,4498007.0,66835165.0
2010-12-03,63720,65048,63720,64005,713557,4511374.0,66835165.0
2010-12-06,64194,64763,63436,64196,277781,4524741.0,66835165.0
2010-12-07,64005,66944,64005,66945,1275758,4718563.0,66835165.0
2010-12-08,66944,69505,66660,68652,1721977,4838866.0,66835165.0
2010-12-09,68840,69694,67987,69600,830097,4905701.0,66835165.0
2010-12-10,69219,70927,68935,69979,657258,4932435.0,66835165.0
2010-12-13,70547,71022,69315,70359,522799,4959169.0,66835165.0
2010-12-14,70357,70832,69219,70359,524975,4959169.0,66835165.0
2010-12-15,70452,73961,69789,73488,1139733,5179725.0,66835165.0
2010-12-16,72823,75384,72634,73488,908653,5179725.0,66835165.0
2010-12-17,74340,79176,73392,77850,1798698,5487167.0,66835165.0
2010-12-20,77280,80598,76806,80125,1613947,5647571.0,66835165.0
2010-12-21,81736,81831,78038,79177,1349958,5580736.0,66835165.0
2010-12-22,78607,80314,78323,79936,791231,5634204.0,66835165.0
2010-12-23,80314,80504,78986,79651,553178,5614154.0,66835165.0
2010-12-24,79365,83538,79081,82496,1196564,5814659.0,66835165.0
2010-12-27,82590,84486,78702,78703,1261353,5547319.0,66835165.0
2010-12-28,79176,80788,76996,78797,1053889,5554002.0,66835165.0
2010-12-29,79745,82021,78986,82022,1000254,5781242.0,66835165.0
2010-12-30,82115,85150,82115,83539,848379,5888178.0,66835165.0
2011-01-03,83538,84486,81168,82306,955784,5801292.0,66835165.0
2011-01-04,82969,83633,81736,82970,730322,5848077.0,66835165.0
2011-01-05,82495,82969,79176,79841,1458135,5627521.0,66835165.0
2011-01-06,80598,82305,80030,81263,1018214,5727774.0,66835165.0
2011-01-07,80788,82685,80219,82401,781768,5807976.0,66835165.0
2011-01-10,82021,83633,81263,83065,888380,5854760.0,66835165.0
2011-01-11,83443,84392,81547,84297,942238,5941646.0,66835165.0
2011-01-12,84865,85055,84107,84487,691122,5955013.0,66835165.0
2011-01-13,85339,90271,84581,89133,1694689,6282506.0,66835165.0
2011-01-14,89796,93210,87236,92073,1086338,6489695.0,66835165.0
2011-01-17,92167,94253,90555,90555,1178148,6382758.0,66835165.0
2011-01-18,90081,91977,89227,90461,1114573,6376075.0,66835165.0
2011-01-19,89606,90081,84202,84487,4312887,5955013.0,66835165.0
2011-01-20,84107,86098,83917,83918,1651802,5914912.0,66835165.0
2011-01-21,83822,83917,81452,81453,1414914,5741141.0,66835165.0
2011-01-24,81547,84107,81547,83539,861969,5888178.0,66835165.0
2011-01-25,84297,84676,79935,81263,1249293,5727774.0,66835165.0
2011-01-26,81547,83633,81357,83539,671962,5888178.0,66835165.0
2011-01-27,83917,84012,81736,83918,699013,5914912.0,66835165.0
2011-01-28,83538,86383,82685,86289,1039733,6082000.0,66835165.0
2011-01-31,84486,86667,83727,83729,1397341,5901545.0,66835165.0
2011-02-01,84486,84771,81642,82117,661240,5787925.0,66835165.0
2011-02-07,83633,86004,82685,84203,793017,5934963.0,66835165.0
2011-02-08,85339,87710,84865,87711,1499836,6182253.0,66835165.0
2011-02-09,87710,88089,83917,83918,939449,5914912.0,66835165.0
2011-02-10,83064,83727,79840,79936,1368420,5634204.0,66835165.0
2011-02-11,79460,80409,76711,77850,1184543,5487167.0,66835165.0
2011-02-14,79460,80977,78513,80505,524005,5674306.0,66835165.0
2011-02-15,80314,80883,78702,78797,436293,5554002.0,66835165.0
2011-02-16,78228,79651,77090,77091,458644,5433699.0,66835165.0
2011-02-17,78038,78228,73107,74816,1199252,5273295.0,66835165.0
2011-02-18,74909,78228,74909,78229,636807,5513901.0,66835165.0
2011-02-21,78228,79081,76711,77566,593079,5467116.0,66835165.0
2011-02-22,75857,76331,74435,75005,549712,5286662.0,66835165.0
2011-02-23,75098,76996,74719,75668,581098,5333446.0,66835165.0
2011-02-24,75478,75763,71875,72160,1362979,5086156.0,66835165.0
2011-02-25,72728,74435,71780,74436,679948,5246560.0,66835165.0
2011-02-28,73866,74245,71780,71781,522880,5059422.0,66835165.0
2011-03-02,70736,71875,69315,70833,817752,4992587.0,66835165.0
2011-03-03,71211,74151,71211,73677,785353,5193092.0,66835165.0
2011-03-04,74814,75004,73676,74531,548843,5253244.0,66835165.0
2011-03-07,73866,73961,71780,71971,553290,5072789.0,66835165.0
2011-03-08,72634,74814,72349,74246,615851,5233193.0,66835165.0
2011-03-09,75098,77375,74530,75574,1071880,5326763.0,66835165.0
2011-03-10,75668,76426,74530,74816,461903,5273295.0,66835165.0
2011-03-11,73202,73581,72444,73298,505560,5166358.0,66835165.0
2011-03-14,71685,72444,69219,70169,1013262,4945802.0,66835165.0
2011-03-15,69789,71401,64099,66471,1803058,4685145.0,66835165.0
2011-03-16,67797,69884,67513,68937,1029699,4858916.0,66835165.0
2011-03-17,67323,71496,66944,71496,962272,5039371.0,66835165.0
2011-03-18,71401,73013,70642,72445,752965,5106207.0,66835165.0
2011-03-21,72444,73772,72064,72539,455450,5112890.0,66835165.0
2011-03-22,73297,74530,71590,72350,864999,5099523.0,66835165.0
2011-03-23,72159,72349,69505,69695,1247273,4912385.0,66835165.0
2011-03-24,70168,71022,69789,70548,602161,4972536.0,66835165.0
2011-03-25,71875,74056,71780,73962,1267626,5213143.0,66835165.0
2011-03-28,74435,75478,73107,73962,765360,5213143.0,66835165.0
2011-03-29,73772,74246,72539,74246,743267,5233193.0,66835165.0
2011-03-30,74340,75952,73486,75384,1339445,5313396.0,66835165.0
2011-03-31,76426,76615,75384,76427,935029,5386914.0,66835165.0
2011-04-01,76996,79651,76901,79651,1366606,5614154.0,66835165.0
2011-04-04,80598,81168,79555,80220,1026111,5654255.0,66835165.0
2011-04-05,80504,80977,78323,80505,776413,5674306.0,66835165.0
2011-04-06,79840,80125,77469,77755,1117557,5480484.0,66835165.0
2011-04-07,78323,79555,76996,77091,727943,5433699.0,66835165.0
2011-04-08,76806,79271,76806,78703,913233,5547319.0,66835165.0
2011-04-11,78607,79651,77185,77280,547549,5447066.0,66835165.0
2011-04-12,76996,77090,75098,75195,679948,5300029.0,66835165.0
2011-04-13,75384,75763,73486,75574,982665,5326763.0,66835165.0
2011-04-14,75573,75857,73772,75858,836291,5346813.0,66835165.0
2011-04-15,76521,79176,76236,77660,1606986,5473800.0,66835165.0
2011-04-18,78228,78797,75952,76333,819210,5380231.0,66835165.0
2011-04-19,74719,75194,73202,73583,1212594,5186409.0,66835165.0
2011-04-20,74719,80504,74530,80125,2078562,5647571.0,66835165.0
2011-04-21,81168,83348,80125,82022,2367353,5781242.0,66835165.0
2011-04-22,82021,84202,81547,82401,1474904,5807976.0,66835165.0
2011-04-25,83633,83633,82021,82022,731138,5781242.0,66835165.0
2011-04-26,81926,82021,78892,80410,1327196,5667622.0,66835165.0
2011-04-27,82021,83822,81263,82117,1872256,5787925.0,66835165.0
2011-04-28,83254,84486,82210,83350,1505242,5874811.0,66835165.0
2011-04-29,84202,86856,83727,84771,2083705,5975064.0,66835165.0
2011-05-02,85814,87236,84771,86763,1164966,6115418.0,66835165.0
2011-05-03,85909,86383,83917,84297,691742,5941646.0,66835165.0
2011-05-04,84676,84676,80788,80979,1071786,5707723.0,66835165.0
2011-05-06,79460,79746,78228,79177,722332,5580736.0,66835165.0
2011-05-09,79271,80030,77943,78039,487961,5500534.0,66835165.0
2011-05-11,78986,80030,78418,79462,550218,5600787.0,66835165.0
2011-05-12,78418,78607,77469,78039,555495,5500534.0,66835165.0
2011-05-13,78513,78797,77280,77945,676621,5493851.0,66835165.0
2011-05-16,77375,77469,76236,76333,490761,5380231.0,66835165.0
2011-05-17,75952,77659,75194,77091,621593,5433699.0,66835165.0
2011-05-18,77280,78892,76901,78513,497363,5533952.0,66835165.0
2011-05-19,78702,78892,75573,75954,725306,5353497.0,66835165.0
2011-05-20,75952,76331,73392,74246,973896,5233193.0,66835165.0
2011-05-23,73772,73772,70073,70548,1056059,4972536.0,66835165.0
2011-05-24,70168,72728,70168,71971,707434,5072789.0,66835165.0
2011-05-25,71780,73392,70168,70454,638520,4965853.0,66835165.0
2011-05-26,71590,74625,71401,73867,660379,5206459.0,66835165.0
2011-05-27,73772,75573,73107,74151,503093,5226510.0,66835165.0
2011-05-30,74909,75194,72634,73204,447156,5159675.0,66835165.0
2011-05-31,73486,75857,73107,75384,657519,5313396.0,66835165.0
2011-06-01,75004,75668,74151,74626,453382,5259927.0,66835165.0
2011-06-02,72728,73013,71306,71876,975641,5066106.0,66835165.0
2011-06-03,71780,73107,71780,72350,312242,5099523.0,66835165.0
2011-06-07,71116,72539,70927,72160,262245,5086156.0,66835165.0
2011-06-08,72064,72634,70073,70548,482630,4972536.0,66835165.0
2011-06-09,70168,71401,70168,70927,377374,4999270.0,66835165.0
2011-06-10,71685,71780,68556,68842,472763,4852233.0,66835165.0
2011-06-13,67797,69410,67418,69410,457473,4892334.0,66835165.0
2011-06-14,68746,71401,68556,70169,621371,4945802.0,66835165.0
2011-06-15,70927,71022,69030,69884,327247,4925752.0,66835165.0
2011-06-16,68746,68840,67987,68557,384360,4832182.0,66835165.0
2011-06-17,69030,69694,67134,68747,558119,4845549.0,66835165.0
2011-06-20,69030,70263,67323,67988,495614,4792081.0,66835165.0
2011-06-21,68746,71116,68366,70738,750872,4985903.0,66835165.0
2011-06-22,71780,73013,71022,72066,764027,5079473.0,66835165.0
2011-06-23,71401,72728,70832,72066,349390,5079473.0,66835165.0
2011-06-24,71875,73866,71780,73204,482131,5159675.0,66835165.0
2011-06-27,72255,72728,71780,72160,273449,5086156.0,66835165.0
2011-06-28,73013,73486,71685,71876,353832,5066106.0,66835165.0
2011-06-29,73107,73392,71590,72445,280615,5106207.0,66835165.0
2011-06-30,73013,75478,73013,74910,979290,5279978.0,66835165.0
2011-07-01,75763,76236,75004,75005,437666,5286662.0,66835165.0
2011-07-04,75857,78513,75668,76901,827692,5420332.0,66835165.0
2011-07-05,76996,77659,76236,76806,373332,5413648.0,66835165.0
2011-07-06,76142,76901,75573,76712,284211,5406965.0,66835165.0
2011-07-07,76711,77375,76142,76333,375645,5380231.0,66835165.0
2011-07-08,77185,77375,76331,76333,282364,5380231.0,66835165.0
2011-07-11,75952,76047,73486,73867,619360,5206459.0,66835165.0
2011-07-12,72444,72918,70737,71306,921541,5026004.0,66835165.0
2011-07-13,71780,72064,70832,71496,406613,5039371.0,66835165.0
2011-07-14,71306,71685,70168,71687,382914,5052738.0,66835165.0
2011-07-15,70737,72444,70737,72350,380282,5099523.0,66835165.0
2011-07-18,72444,72539,70263,70548,509068,4972536.0,66835165.0
2011-07-19,69789,71022,69789,70548,296697,4972536.0,66835165.0
2011-07-20,71875,72539,71685,71687,521529,5052738.0,66835165.0
2011-07-21,72159,72349,70357,71592,293312,5046055.0,66835165.0
2011-07-22,72918,74246,72823,73298,751075,5166358.0,66835165.0
2011-07-25,72255,73297,71780,71781,371161,5059422.0,66835165.0
2011-07-26,72634,76236,72349,75574,1455245,5326763.0,66835165.0
2011-07-27,76236,78513,75668,76617,1320912,5400281.0,66835165.0
2011-07-28,75384,77754,75004,76427,712168,5386914.0,66835165.0
2011-07-29,77090,77090,74530,75384,484506,5313396.0,66835165.0
2011-08-01,77280,77943,76521,76806,507338,5413648.0,66835165.0
2011-08-02,75763,76047,73676,74151,763832,5226510.0,66835165.0
2011-08-03,72159,72349,70927,71781,849728,5059422.0,66835165.0
2011-08-04,72255,73013,71022,71022,497624,5005954.0,66835165.0
2011-08-05,66755,69030,66660,68557,991778,4832182.0,66835165.0
2011-08-08,67134,68082,59737,65618,1340102,4624993.0,66835165.0
2011-08-09,62298,63246,57272,61919,1577152,4364336.0,66835165.0
2011-08-10,65048,65427,61728,61919,1002548,4364336.0,66835165.0
2011-08-11,58031,62108,58031,61635,745456,4344286.0,66835165.0
2011-08-12,63245,63436,60497,61160,611215,4310868.0,66835165.0
2011-08-16,63151,64478,63151,64290,468311,4531424.0,66835165.0
2011-08-17,63910,64858,63245,64385,438245,4538108.0,66835165.0
2011-08-18,64005,64384,61065,62204,565135,4384387.0,66835165.0
2011-08-19,59643,60022,56893,56894,815461,4010110.0,66835165.0
2011-08-22,56893,57841,54617,55377,1021317,3903174.0,66835165.0
2011-08-23,55755,57936,55091,57652,684606,4063578.0,66835165.0
2011-08-24,58126,58315,55376,55567,683906,3916541.0,66835165.0
2011-08-25,56893,57366,54902,55282,791271,3896490.0,66835165.0
2011-08-26,54902,56135,54712,55946,438080,3943275.0,66835165.0
2011-08-29,57177,59832,56798,59075,982562,4163831.0,66835165.0
2011-08-30,60497,61065,59074,59075,595750,4163831.0,66835165.0
2011-08-31,59358,60306,58505,60118,414696,4237349.0,66835165.0
2011-09-01,60497,62014,59548,59739,838289,4210615.0,66835165.0
2011-09-02,59737,60401,58410,59075,358598,4163831.0,66835165.0
2011-09-05,57272,57461,54997,55092,648368,3883123.0,66835165.0
2011-09-06,53195,54712,53100,54239,529435,3822971.0,66835165.0
2011-09-07,55565,55944,54048,55946,814829,3943275.0,66835165.0
2011-09-08,52720,54237,51108,52627,2828205,3709352.0,66835165.0
2011-09-09,52531,53479,52341,52438,711066,3695985.0,66835165.0
2011-09-14,52815,52910,49023,49498,837738,3488796.0,66835165.0
2011-09-15,50824,51014,47790,48834,878238,3442011.0,66835165.0
2011-09-16,50256,52626,49686,51868,1049000,3655884.0,66835165.0
2011-09-19,51203,52341,50824,51489,424202,3629149.0,66835165.0
2011-09-20,50445,52626,50445,52627,445596,3709352.0,66835165.0
2011-09-21,52531,53290,51867,52627,491212,3709352.0,66835165.0
2011-09-22,51014,51203,49781,50825,424611,3582365.0,66835165.0
2011-09-23,49023,49307,47600,47601,566479,3355125.0,66835165.0
2011-09-26,48358,48453,43950,44709,945299,3151278.0,66835165.0
2011-09-27,45988,46652,45514,46605,558515,3284948.0,66835165.0
2011-09-28,47031,47885,46557,46558,787286,3281607.0,66835165.0
2011-09-29,46130,49307,46083,49118,851328,3462062.0,66835165.0
2011-09-30,49307,50729,48358,49307,569768,3475429.0,66835165.0
2011-10-04,46462,47411,45751,47411,433419,3341758.0,66835165.0
2011-10-05,47885,48074,42195,43097,1485144,3037658.0,66835165.0
2011-10-06,44613,45562,43997,45373,856433,3198063.0,66835165.0
2011-10-07,46841,50256,46747,48739,1180320,3435327.0,66835165.0
2011-10-10,48453,51298,48358,50161,955825,3535580.0,66835165.0
2011-10-11,52815,55376,51773,52722,1767419,3716035.0,66835165.0
2011-10-12,53100,56040,52247,54902,1178059,3869756.0,66835165.0
2011-10-13,56135,56419,54902,55092,665154,3883123.0,66835165.0
2011-10-14,54143,56040,53385,55756,485634,3929908.0,66835165.0
2011-10-17,56229,56893,54902,55851,519902,3936591.0,66835165.0
2011-10-18,54427,54997,53764,54902,388681,3869756.0,66835165.0
2011-10-19,55755,55755,53385,54049,363269,3809604.0,66835165.0
2011-10-20,53669,54617,51298,52057,562713,3669251.0,66835165.0
2011-10-21,52626,52815,51487,52247,528328,3682618.0,66835165.0
2011-10-24,53479,56040,53385,55851,1101982,3936591.0,66835165.0
2011-10-25,54712,55565,54427,54997,617605,3876440.0,66835165.0
2011-10-26,54415,55094,53930,54803,321297,3776187.0,66835165.0
2011-10-27,55482,57228,54609,56258,727912,3876440.0,66835165.0
2011-10-28,58780,60041,57810,58004,1565789,3996743.0,66835165.0
2011-10-31,57810,58392,55482,56743,714722,3909857.0,66835165.0
2011-11-01,56064,56937,54609,55288,801306,3809604.0,66835165.0
2011-11-02,52863,53639,52378,53542,857269,3689301.0,66835165.0
2011-11-03,54027,54027,51990,52572,536786,3622466.0,66835165.0
2011-11-04,53930,55094,53833,54512,558044,3756136.0,66835165.0
2011-11-07,54512,54706,53639,54124,253011,3729402.0,66835165.0
2011-11-08,54415,54706,52863,53057,451227,3655884.0,66835165.0
2011-11-09,54027,54221,52863,53154,296544,3662567.0,66835165.0
2011-11-10,50729,51214,49274,49662,873394,3421960.0,66835165.0
2011-11-11,50535,51311,49856,50632,278505,3488796.0,66835165.0
2011-11-14,51602,52475,51505,52184,372927,3595732.0,66835165.0
2011-11-15,51602,51893,50729,51796,230054,3568998.0,66835165.0
2011-11-16,51990,52087,49953,50438,491154,3475429.0,66835165.0
2011-11-17,50535,50535,49468,50147,348562,3455378.0,66835165.0
2011-11-18,49371,49468,48353,48499,555640,3341758.0,66835165.0
2011-11-21,48498,48886,48304,48789,279406,3361809.0,66835165.0
2011-11-22,48159,48498,47916,48111,349075,3315024.0,66835165.0
2011-11-23,47819,48110,46413,46462,384269,3201404.0,66835165.0
2011-11-24,45928,47140,45346,46413,327326,3198063.0,66835165.0
2011-11-25,46558,47043,46170,46510,272157,3204746.0,66835165.0
2011-11-28,47043,48304,47043,48159,408866,3318366.0,66835165.0
2011-11-29,48789,49371,48159,49371,527168,3401910.0,66835165.0
2011-11-30,48692,49274,48207,48595,273607,3348442.0,66835165.0
2011-12-01,51408,54997,51214,52960,1787460,3649200.0,66835165.0
2011-12-02,52378,54221,52281,53251,563544,3669251.0,66835165.0
2011-12-05,53833,53833,52184,53542,413059,3689301.0,66835165.0
2011-12-06,52863,53251,51311,51893,490249,3575681.0,66835165.0
2011-12-07,51990,52669,51214,52669,490457,4150429.0,76435165.0
2011-12-08,52184,52669,51117,51990,539329,4096925.0,76435165.0
2011-12-09,50438,50923,49856,50147,609422,3951698.0,76435165.0
2011-12-12,51214,51408,50244,50923,351751,4012846.0,76435165.0
2011-12-13,49759,50632,49468,50438,284265,3974629.0,76435165.0
2011-12-14,49953,51311,49759,50341,310532,3966985.0,76435165.0
2011-12-15,49953,50341,49274,49759,314048,3921124.0,76435165.0
2011-12-16,50050,50147,49177,49759,208728,3921124.0,76435165.0
2011-12-19,49953,49953,47043,48014,633290,3783541.0,76435165.0
2011-12-20,48110,48450,47674,48111,228211,3791184.0,76435165.0
2011-12-21,49565,49759,48498,48789,642530,3844689.0,76435165.0
2011-12-22,48498,48983,48353,48886,158928,3852332.0,76435165.0
2011-12-23,49177,49468,48789,49177,259967,3875263.0,76435165.0
2011-12-26,49371,49662,48692,48886,174883,3852332.0,76435165.0
2011-12-27,48886,49371,47528,48159,274164,3795006.0,76435165.0
2011-12-28,48595,48692,47528,48111,345355,3791184.0,76435165.0
2011-12-29,47625,48256,47237,47917,320966,3775897.0,76435165.0
2012-01-02,47916,48013,47237,47480,271760,3741501.0,76435165.0
2012-01-03,47771,49177,47771,48886,408109,3852332.0,76435165.0
2012-01-04,49371,49371,48013,48305,341107,3806471.0,76435165.0
2012-01-05,48498,48498,47868,48305,277485,3806471.0,76435165.0
2012-01-06,48304,48353,47286,47529,278168,3745323.0,76435165.0
2012-01-09,47237,47334,46752,47335,268683,3730036.0,76435165.0
2012-01-10,47334,48692,47334,48353,334415,3810293.0,76435165.0
2012-01-11,48498,48595,47916,48256,227775,3802649.0,76435165.0
2012-01-12,48256,49759,48207,49468,659212,3898193.0,76435165.0
2012-01-13,49468,50341,49177,49565,441180,3905837.0,76435165.0
2012-01-16,48983,49177,48256,49080,353154,3867619.0,76435165.0
2012-01-17,49759,52960,49662,52960,1924564,4173360.0,76435165.0
2012-01-18,52572,54512,51796,53348,1519311,4203934.0,76435165.0
2012-01-19,54706,55094,53542,53930,874476,4249795.0,76435165.0
2012-01-20,54124,56355,53930,55773,1262644,4395022.0,76435165.0
2012-01-25,55385,56258,54609,54900,794401,4326230.0,76435165.0
2012-01-26,55676,56064,54997,55094,500786,4341517.0,76435165.0
2012-01-27,55191,58586,54997,58295,1409853,4593753.0,76435165.0
2012-01-30,58101,60720,57713,59071,1377275,4654902.0,76435165.0
2012-01-31,58392,59750,58004,59459,571764,4685476.0,76435165.0
2012-02-01,59168,61496,58683,60429,877114,4761911.0,76435165.0
2012-02-02,61690,62272,61302,61399,744609,4838346.0,76435165.0
2012-02-03,61399,63048,60914,61787,575558,4868920.0,76435165.0
2012-02-06,63048,63921,62369,62563,898109,4930068.0,76435165.0
2012-02-07,63145,63242,59265,60623,1227815,4777198.0,76435165.0
2012-02-08,59944,62466,59944,61690,979683,4861276.0,76435165.0
2012-02-09,60817,61205,59071,61205,1338432,4823059.0,76435165.0
2012-02-10,61108,61205,58780,59362,1073974,4677832.0,76435165.0
2012-02-13,59362,60235,58780,60235,539372,4746624.0,76435165.0
2012-02-14,60138,61399,59556,61108,681656,4815415.0,76435165.0
2012-02-15,60720,63339,60720,62757,1062388,4945355.0,76435165.0
2012-02-16,62175,62563,59847,60235,665439,4746624.0,76435165.0
2012-02-17,61593,62563,61205,61302,620973,4830702.0,76435165.0
2012-02-20,62563,62563,60914,61496,463252,4845989.0,76435165.0
2012-02-21,61205,62078,59944,60138,523211,4738980.0,76435165.0
2012-02-22,60041,60235,58780,59362,649313,4677832.0,76435165.0
2012-02-23,58780,58974,57616,58198,599225,4586110.0,76435165.0
2012-02-24,57907,59653,57810,59168,377854,4662545.0,76435165.0
2012-02-27,58974,59071,57519,58101,421288,4578466.0,76435165.0
2012-02-28,58101,58683,57228,58198,397417,4586110.0,76435165.0
2012-02-29,58877,59847,58683,59071,584228,4654902.0,76435165.0
2012-03-02,59556,59944,58101,58683,594524,4624327.0,76435165.0
2012-03-05,58295,58489,56258,56743,779839,4471457.0,76435165.0
