F&F(007700),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
1999-03-05,975,1037,956,1036,1018100,24470.0,1534146.0
1999-03-08,1066,1069,988,1027,1582500,24240.0,1534146.0
1999-03-09,1060,1092,1021,1033,1016400,24393.0,1534146.0
1999-03-10,1034,1034,995,1004,397500,23703.0,1534146.0
1999-03-11,988,1021,982,1007,421600,23779.0,1534146.0
1999-03-12,1021,1060,982,988,819400,23319.0,1534146.0
1999-03-15,975,1021,975,1007,629500,23779.0,1534146.0
1999-03-16,1014,1014,975,981,454300,23166.0,1534146.0
1999-03-17,995,1073,982,1001,1373200,23626.0,1534146.0
1999-03-18,1040,1040,956,955,466000,22552.0,1534146.0
1999-03-19,959,995,949,955,393300,22552.0,1534146.0
1999-03-22,956,982,936,936,453600,22092.0,1534146.0
1999-03-23,936,962,936,962,271300,22705.0,1534146.0
1999-03-24,969,988,946,958,279100,22629.0,1534146.0
1999-03-25,956,956,936,936,233300,22092.0,1534146.0
1999-03-26,943,1027,943,975,723000,23012.0,1534146.0
1999-03-29,988,1014,975,981,268100,23166.0,1534146.0
1999-03-30,1008,1008,988,988,285700,23319.0,1534146.0
1999-03-31,1008,1099,1008,1072,1424300,25313.0,1534146.0
1999-04-01,1099,1099,1008,1066,1004200,25160.0,1534146.0
1999-04-02,1092,1099,1034,1056,869700,24930.0,1534146.0
1999-04-06,1063,1086,1050,1079,642000,25467.0,1534146.0
1999-04-07,1102,1131,1082,1092,736900,25774.0,1534146.0
1999-04-08,1105,1151,1099,1118,763700,26387.0,1534146.0
1999-04-09,1144,1144,1060,1092,708000,25774.0,1534146.0
1999-04-12,1092,1092,1043,1043,430400,24623.0,1534146.0
1999-04-13,1040,1066,1040,1046,452900,24700.0,1534146.0
1999-04-14,1053,1060,1021,1030,358900,24316.0,1534146.0
1999-04-15,1040,1056,1014,1053,572100,24853.0,1534146.0
1999-04-16,1053,1060,1008,1017,264900,24009.0,1534146.0
1999-04-19,1004,1073,978,997,408500,23549.0,1534146.0
1999-04-20,1034,1034,995,1033,395800,24393.0,1534146.0
1999-04-21,1034,1034,995,1001,195300,23626.0,1534146.0
1999-04-22,995,1001,956,962,273800,22705.0,1534146.0
1999-04-23,975,1008,975,994,193900,23472.0,1534146.0
1999-04-26,975,995,962,975,354600,23012.0,1534146.0
1999-04-27,995,1034,975,1001,421900,23626.0,1534146.0
1999-04-28,1001,1138,1001,1085,930900,25620.0,1534146.0
1999-04-29,1138,1144,1092,1144,843700,27001.0,1534146.0
1999-04-30,1170,1170,1092,1124,461800,26541.0,1534146.0
1999-05-03,1144,1290,1144,1290,1597600,30453.0,1534146.0
1999-05-04,1313,1342,1238,1300,1011700,30683.0,1534146.0
1999-05-06,1320,1333,1268,1280,687100,30223.0,1534146.0
1999-05-07,1287,1430,1287,1345,881500,31757.0,1534146.0
1999-05-10,1346,1391,1320,1339,389800,31603.0,1534146.0
1999-05-11,1365,1378,1320,1326,451700,31297.0,1534146.0
1999-05-12,1300,1300,1170,1196,584400,28228.0,1534146.0
1999-05-13,1190,1274,1157,1209,709100,28535.0,1534146.0
1999-05-14,1212,1216,1144,1170,401700,27615.0,1534146.0
1999-05-17,1177,1177,1092,1092,176200,25774.0,1534146.0
1999-05-18,975,1086,975,1072,318200,25313.0,1534146.0
1999-05-19,1131,1144,1043,1134,221700,26771.0,1534146.0
1999-05-20,1125,1138,1053,1053,158200,24853.0,1534146.0
1999-05-21,1008,1086,1008,1072,116300,25313.0,1534146.0
1999-05-24,1053,1105,1040,1040,75900,24546.0,1534146.0
1999-05-25,1053,1073,1040,1066,98400,25160.0,1534146.0
1999-05-26,1079,1151,1079,1150,165400,27154.0,1534146.0
1999-05-27,1151,1190,1151,1150,149100,27154.0,1534146.0
1999-05-28,1151,1151,1099,1127,155000,26617.0,1534146.0
1999-05-31,1073,1151,1073,1098,96600,25927.0,1534146.0
1999-06-01,1060,1112,1060,1092,48600,25774.0,1534146.0
1999-06-02,1092,1170,1092,1105,72200,26080.0,1534146.0
1999-06-03,1105,1131,1086,1092,96200,25774.0,1534146.0
1999-06-04,1086,1125,1079,1105,108300,26080.0,1534146.0
1999-06-07,1118,1170,1105,1160,159500,27385.0,1534146.0
1999-06-08,1173,1199,1144,1170,135400,27615.0,1534146.0
1999-06-09,1157,1157,1115,1118,106200,26387.0,1534146.0
1999-06-10,1099,1131,1099,1105,133700,26080.0,1534146.0
1999-06-11,1105,1128,1105,1124,165600,26541.0,1534146.0
1999-06-14,1125,1138,1099,1118,69000,26387.0,1534146.0
1999-06-15,1105,1105,1053,1056,54300,24930.0,1534146.0
1999-06-16,1131,1131,1066,1069,47300,25237.0,1534146.0
1999-06-17,1079,1170,1079,1144,125800,27001.0,1534146.0
1999-06-18,1105,1128,1086,1092,36900,25774.0,1534146.0
1999-06-21,1092,1112,1079,1088,75900,25697.0,1534146.0
1999-06-22,1128,1251,1092,1251,515200,29532.0,1534146.0
1999-06-23,1251,1287,1209,1228,203700,28995.0,1534146.0
1999-06-24,1268,1300,1255,1257,343700,29686.0,1534146.0
1999-06-25,1235,1261,1203,1235,132200,29149.0,1534146.0
1999-06-28,1112,1235,1112,1186,77600,27998.0,1534146.0
1999-06-29,1144,1232,1144,1150,67500,27154.0,1534146.0
1999-06-30,1167,1216,1138,1170,89500,27615.0,1534146.0
1999-07-01,1170,1196,1157,1176,142700,27768.0,1534146.0
1999-07-02,1180,1290,1157,1270,368800,29993.0,1534146.0
1999-07-05,1320,1391,1300,1313,491100,30990.0,1534146.0
1999-07-06,1203,1300,1203,1267,125200,29916.0,1534146.0
1999-07-07,1242,1300,1222,1280,172000,30223.0,1534146.0
1999-07-08,1300,1313,1248,1300,288200,30683.0,1534146.0
1999-07-09,1307,1424,1245,1319,339100,31143.0,1534146.0
1999-07-12,1352,1359,1287,1322,230000,31220.0,1534146.0
1999-07-13,1323,1424,1300,1378,306500,32524.0,1534146.0
1999-07-14,1385,1391,1320,1319,185400,31143.0,1534146.0
1999-07-15,1300,1300,1248,1261,189900,29762.0,1534146.0
1999-07-16,1352,1352,1274,1287,99300,30376.0,1534146.0
1999-07-19,1287,1398,1255,1365,270300,32217.0,1534146.0
1999-07-20,1398,1463,1352,1423,197800,33598.0,1534146.0
1999-07-21,1430,1430,1300,1365,167200,32217.0,1534146.0
1999-07-22,1359,1359,1287,1332,281400,31450.0,1534146.0
1999-07-23,1300,1365,1268,1365,139900,32217.0,1534146.0
1999-07-26,1333,1333,1268,1267,35200,29916.0,1534146.0
1999-07-27,1203,1365,1203,1365,138400,32217.0,1534146.0
1999-07-28,1333,1417,1333,1397,144300,32984.0,1534146.0
1999-07-29,1398,1593,1372,1475,665000,34825.0,1534146.0
1999-07-30,1508,1508,1365,1462,244400,34518.0,1534146.0
1999-08-02,1398,1489,1365,1469,221200,34672.0,1534146.0
1999-08-03,1489,1687,1463,1625,867500,38354.0,1534146.0
1999-08-04,1658,1846,1599,1794,638800,42342.0,1534146.0
1999-08-05,1749,1918,1690,1784,456800,42112.0,1534146.0
1999-08-06,1762,1885,1658,1657,265500,39121.0,1534146.0
1999-08-09,1632,1788,1632,1664,228900,39274.0,1534146.0
1999-08-10,1755,1755,1560,1560,173100,36820.0,1534146.0
1999-08-11,1560,1593,1463,1514,101600,35746.0,1534146.0
1999-08-12,1437,1547,1437,1521,62800,35899.0,1534146.0
1999-08-13,1450,1580,1450,1488,82500,35132.0,1534146.0
1999-08-16,1508,1619,1508,1566,158900,36973.0,1534146.0
1999-08-17,1534,1658,1495,1514,198900,35746.0,1534146.0
1999-08-18,1450,1560,1437,1514,102800,35746.0,1534146.0
1999-08-19,1463,1534,1463,1514,79500,35746.0,1534146.0
1999-08-20,1495,1515,1495,1498,79600,35362.0,1534146.0
1999-08-23,1528,1586,1528,1576,48200,37203.0,1534146.0
1999-08-24,1544,1593,1528,1592,71800,37587.0,1534146.0
1999-08-25,1606,1716,1580,1670,203300,39428.0,1534146.0
1999-08-26,1632,1762,1632,1690,185200,39888.0,1534146.0
1999-08-27,1690,1710,1658,1690,60700,39888.0,1534146.0
1999-08-30,1710,1710,1619,1625,130000,38354.0,1534146.0
1999-08-31,1573,1788,1567,1748,191900,41269.0,1534146.0
1999-09-01,1690,1690,1658,1657,38100,39121.0,1534146.0
1999-09-02,1495,1658,1495,1625,52100,38354.0,1534146.0
1999-09-03,1570,1645,1570,1618,32900,38200.0,1534146.0
1999-09-06,1593,1690,1593,1690,70100,39888.0,1534146.0
1999-09-07,1632,1706,1599,1599,78700,37740.0,1534146.0
1999-09-08,1625,1638,1528,1560,124000,36820.0,1534146.0
1999-09-09,1625,1625,1547,1592,45800,37587.0,1534146.0
1999-09-10,1567,1612,1541,1566,53700,36973.0,1534146.0
1999-09-13,1554,1593,1528,1560,65500,36820.0,1534146.0
1999-09-14,1573,1593,1534,1579,11900,37280.0,1534146.0
1999-09-15,1541,1573,1528,1534,55100,36206.0,1534146.0
1999-09-16,1498,1547,1469,1514,12900,35746.0,1534146.0
1999-09-17,1365,1515,1365,1514,21900,35746.0,1534146.0
1999-09-20,1463,1495,1404,1404,9800,33138.0,1534146.0
1999-09-21,1593,1593,1463,1495,15000,35285.0,1534146.0
1999-09-22,1476,1528,1430,1527,20900,36052.0,1534146.0
1999-09-27,1521,1521,1521,1521,5000,35899.0,1534146.0
1999-09-28,1521,1521,1333,1501,33200,35439.0,1534146.0
1999-09-29,1365,1365,1365,1365,1000,32217.0,1534146.0
1999-09-30,1365,1570,1365,1430,70800,33751.0,1534146.0
1999-10-01,1333,1495,1333,1430,61500,33751.0,1534146.0
1999-10-04,1333,1456,1333,1430,32400,33751.0,1534146.0
1999-10-05,1430,1463,1303,1303,34300,30760.0,1534146.0
1999-10-06,1307,1385,1307,1384,13400,32677.0,1534146.0
1999-10-07,1333,1365,1333,1365,11100,32217.0,1534146.0
1999-10-08,1362,1430,1362,1397,24700,32984.0,1534146.0
1999-10-11,1339,1398,1333,1397,17400,32984.0,1534146.0
1999-10-12,1398,1398,1359,1358,27500,32064.0,1534146.0
1999-10-13,1443,1443,1346,1365,19600,32217.0,1534146.0
1999-10-14,1365,1404,1346,1371,28300,32370.0,1534146.0
1999-10-15,1372,1372,1300,1345,26100,31757.0,1534146.0
1999-10-18,1346,1391,1300,1381,45200,32601.0,1534146.0
1999-10-19,1362,1385,1307,1384,15900,32677.0,1534146.0
1999-10-20,1307,1365,1307,1345,44600,31757.0,1534146.0
1999-10-21,1349,1365,1300,1300,46900,30683.0,1534146.0
1999-10-22,1320,1346,1268,1319,56600,31143.0,1534146.0
1999-10-25,1271,1300,1255,1254,21300,29609.0,1534146.0
1999-10-26,1112,1300,1112,1254,3200,29609.0,1534146.0
1999-10-27,1287,1300,1170,1196,35000,28228.0,1534146.0
1999-10-28,1196,1281,1170,1261,21300,29762.0,1534146.0
1999-10-29,1203,1300,1203,1287,14800,30376.0,1534146.0
1999-11-01,1287,1313,1287,1300,23900,30683.0,1534146.0
1999-11-02,1300,1300,1271,1293,87400,30530.0,1534146.0
1999-11-03,1281,1300,1268,1267,11500,29916.0,1534146.0
1999-11-04,1138,1313,1138,1261,80900,29762.0,1534146.0
1999-11-05,1300,1300,1261,1267,58200,29916.0,1534146.0
1999-11-08,1274,1307,1268,1300,53500,30683.0,1534146.0
1999-11-09,1300,1329,1271,1329,29400,31373.0,1534146.0
1999-11-10,1333,1469,1333,1430,65800,33751.0,1534146.0
1999-11-11,1430,1645,1430,1625,510800,38354.0,1534146.0
1999-11-12,1593,1612,1417,1417,83200,33444.0,1534146.0
1999-11-15,1417,1593,1300,1592,498500,37587.0,1534146.0
1999-11-16,1606,1674,1560,1657,566000,39121.0,1534146.0
1999-11-17,1658,1658,1537,1592,103000,37587.0,1534146.0
1999-11-18,1463,1560,1424,1423,123800,33598.0,1534146.0
1999-11-19,1430,1502,1365,1430,178400,33751.0,1534146.0
1999-11-22,1495,1495,1411,1430,34800,33751.0,1534146.0
1999-11-23,1372,1482,1365,1436,83400,33905.0,1534146.0
1999-11-24,1463,1593,1398,1560,237000,36820.0,1534146.0
1999-11-25,1625,1788,1625,1761,634700,41575.0,1534146.0
1999-11-26,1765,2025,1765,1885,901400,44490.0,1534146.0
1999-11-29,1885,1950,1625,1787,104800,42189.0,1534146.0
1999-11-30,1784,1885,1729,1852,242000,43723.0,1534146.0
1999-12-01,1853,2022,1833,1865,178600,44030.0,1534146.0
1999-12-02,1866,1866,1625,1787,75500,42189.0,1534146.0
1999-12-03,1651,1807,1651,1755,70300,41422.0,1534146.0
1999-12-06,1762,1788,1690,1690,80000,39888.0,1534146.0
1999-12-07,1671,1677,1534,1563,157700,36896.0,1534146.0
1999-12-08,1547,1625,1547,1586,72400,37433.0,1534146.0
1999-12-09,1625,1625,1508,1582,72700,37356.0,1534146.0
1999-12-10,1580,1820,1580,1813,464700,42803.0,1534146.0
1999-12-13,1853,1853,1690,1722,69600,40655.0,1534146.0
1999-12-14,1872,1872,1690,1690,79500,39888.0,1534146.0
1999-12-15,1690,1788,1658,1703,120200,40195.0,1534146.0
1999-12-16,1736,1937,1690,1917,262500,45257.0,1534146.0
1999-12-17,1937,1937,1658,1742,115100,41115.0,1534146.0
1999-12-20,1508,1944,1489,1644,80300,38814.0,1534146.0
1999-12-21,1690,1690,1528,1527,37500,36052.0,1534146.0
1999-12-22,1664,1664,1476,1485,136200,35055.0,1534146.0
1999-12-23,1466,1625,1466,1495,158900,35285.0,1534146.0
1999-12-24,1495,1612,1495,1560,88100,36820.0,1534146.0
1999-12-27,1606,1755,1606,1690,296400,39888.0,1534146.0
1999-12-28,1625,1944,1625,1943,626200,45871.0,1534146.0
2000-01-04,2080,2233,2015,2233,225300,52698.0,1534146.0
2000-01-05,2568,2568,2568,2567,491000,60599.0,1534146.0
2000-01-06,2600,2951,2438,2951,389600,69650.0,1534146.0
2000-01-07,3055,3393,2639,2639,526300,62286.0,1534146.0
2000-01-10,2665,2893,2477,2795,147800,65968.0,1534146.0
2000-01-11,2795,2828,2503,2584,193300,60982.0,1534146.0
2000-01-12,2340,2503,2340,2405,73000,56763.0,1534146.0
2000-01-13,2496,2698,2425,2489,92500,58758.0,1534146.0
2000-01-14,2373,2633,2373,2437,92700,57530.0,1534146.0
2000-01-17,2379,2457,2282,2340,37600,55229.0,1534146.0
2000-01-18,2412,2412,2340,2340,50700,55229.0,1534146.0
2000-01-19,2308,2308,1989,2047,336400,48326.0,1534146.0
2000-01-20,1950,2210,1921,2197,156400,51854.0,1534146.0
2000-01-21,2152,2191,2080,2093,72600,49400.0,1534146.0
2000-01-24,2405,2405,2145,2405,356900,56763.0,1534146.0
2000-01-25,2399,2766,2399,2733,286600,64511.0,1534146.0
2000-01-26,2727,3143,2610,2740,235800,64664.0,1534146.0
2000-01-27,2773,3114,2438,2957,193500,69804.0,1534146.0
2000-01-28,2919,3075,2600,2860,141900,67502.0,1534146.0
2000-01-31,2675,3016,2633,2795,124900,65968.0,1534146.0
2000-02-01,2990,2990,2756,2938,67600,69343.0,1534146.0
2000-02-02,2795,2919,2763,2798,35000,66045.0,1534146.0
2000-02-03,2763,3211,2763,3211,113700,75787.0,1534146.0
2000-02-07,3315,3575,3120,3315,109200,78241.0,1534146.0
2000-02-08,3380,3380,3192,3347,26700,79009.0,1534146.0
2000-02-09,3348,3413,3120,3354,75100,79162.0,1534146.0
2000-02-10,3348,3510,3205,3412,60700,80543.0,1534146.0
2000-02-11,3445,3510,3257,3510,125200,82844.0,1534146.0
2000-02-14,3510,3705,3387,3412,87400,80543.0,1534146.0
2000-02-15,3504,3504,3283,3302,48100,77935.0,1534146.0
2000-02-16,3257,3510,3218,3380,58800,79776.0,1534146.0
2000-02-17,3380,3413,3315,3380,18000,79776.0,1534146.0
2000-02-18,3315,3510,3153,3445,65600,81310.0,1534146.0
2000-02-21,3380,3478,3283,3438,33100,81156.0,1534146.0
2000-02-22,3413,3953,3387,3952,229500,93276.0,1534146.0
2000-02-23,3979,4356,3842,4167,51500,98339.0,1534146.0
2000-02-24,4226,4791,4174,4791,105900,113067.0,1534146.0
2000-02-25,5506,5506,4908,5506,238400,129942.0,1534146.0
2000-02-28,5526,6299,5506,5525,132300,130402.0,1534146.0
2000-02-29,5851,5916,5311,5590,100100,131937.0,1534146.0
2000-03-02,5656,6111,5591,5915,133700,139607.0,1534146.0
2000-03-03,5994,6793,5994,6793,382200,160318.0,1534146.0
2000-03-06,7021,7801,6793,7801,178100,184098.0,1534146.0
2000-03-07,8776,8971,8451,8971,184000,211712.0,1534146.0
2000-03-08,7671,10239,7671,9166,214300,216315.0,1534146.0
2000-03-09,9491,10011,8971,9231,88500,217849.0,1534146.0
2000-03-10,9231,9231,7866,7866,200400,185632.0,1534146.0
2000-03-13,7671,9036,6826,8776,336300,207110.0,1534146.0
2000-03-14,9101,9426,8126,8646,141300,204041.0,1534146.0
2000-03-15,7996,9849,7996,9101,368600,214780.0,1534146.0
2000-03-16,9166,10271,8776,9523,215400,224752.0,1534146.0
2000-03-17,9621,10076,8516,9101,176200,214780.0,1534146.0
2000-03-20,8971,9491,8321,8451,65100,199439.0,1534146.0
2000-03-21,7248,8321,7248,8061,108300,190234.0,1534146.0
2000-03-22,7834,8679,7834,8191,127700,193302.0,1534146.0
2000-03-23,8191,8451,7736,7801,50500,184098.0,1534146.0
2000-03-24,8386,8386,7769,7963,58300,187933.0,1534146.0
2000-03-27,8354,8354,7606,7963,56500,187933.0,1534146.0
2000-03-28,8029,8029,7736,7801,46300,184098.0,1534146.0
2000-03-29,7671,7736,6826,6825,88100,161085.0,1534146.0
2000-03-30,6501,7834,6501,7833,312300,184865.0,1534146.0
2000-03-31,8451,8646,7899,7996,158600,188700.0,1534146.0
2000-04-03,7801,8321,7443,7736,32000,182563.0,1534146.0
2000-04-04,6663,7736,6598,7475,82200,176427.0,1534146.0
2000-04-06,6826,7801,6826,7475,28700,176427.0,1534146.0
2000-04-07,7508,7508,7151,7345,27400,173358.0,1534146.0
2000-04-10,7086,7541,6566,7020,241900,165688.0,1534146.0
2000-04-11,7021,7021,6371,6533,98300,154182.0,1534146.0
2000-04-12,6891,6891,6306,6338,78700,149579.0,1534146.0
2000-04-14,6117,6130,5389,5590,86300,131937.0,1534146.0
2000-04-17,4752,4752,4752,4752,41100,112146.0,1534146.0
2000-04-18,4245,5201,4226,5168,215000,121965.0,1534146.0
2000-04-19,4876,5851,4876,5395,130500,127334.0,1534146.0
2000-04-20,5233,5584,5233,5233,42200,123499.0,1534146.0
2000-04-21,5136,5454,5136,5265,39580,124266.0,1534146.0
2000-04-24,5266,5357,4811,4810,30100,113527.0,1534146.0
2000-04-25,4876,4876,4518,4680,40300,110459.0,1534146.0
2000-04-26,5201,5201,4427,4550,58500,107390.0,1534146.0
2000-04-27,4362,4499,4193,4193,27900,98952.0,1534146.0
2000-04-28,4193,4486,3835,4095,119000,96651.0,1534146.0
2000-05-02,4226,4707,4096,4706,108300,111072.0,1534146.0
2000-05-03,4973,5409,4941,5408,132400,127641.0,1534146.0
2000-05-04,6091,6215,5734,6214,183500,146664.0,1534146.0
2000-05-08,6728,6826,5721,5941,148700,140221.0,1534146.0
2000-05-09,6007,6468,5916,6084,121600,143596.0,1534146.0
2000-05-10,6085,6988,5864,6988,185500,164921.0,1534146.0
2000-05-12,7118,7996,6631,6630,310820,156483.0,1534146.0
2000-05-15,6371,6826,6020,6390,134150,150807.0,1534146.0
2000-05-16,6468,6696,5851,6370,105400,150346.0,1534146.0
2000-05-17,6403,6826,6176,6175,83600,145744.0,1534146.0
2000-05-18,6046,6046,5428,5623,56300,132704.0,1534146.0
2000-05-19,5038,5981,5038,5974,82200,140988.0,1534146.0
2000-05-22,5532,6143,5240,5311,38400,125340.0,1534146.0
2000-05-23,5207,5461,4973,5311,45200,125340.0,1534146.0
2000-05-24,4778,5461,4778,5395,44200,127334.0,1534146.0
2000-05-25,5526,6046,5428,5850,79500,138073.0,1534146.0
2000-05-26,5883,5883,5526,5623,49800,132704.0,1534146.0
2000-05-29,5103,5916,5103,5642,59200,133164.0,1534146.0
2000-05-30,5656,5812,5500,5525,41690,130402.0,1534146.0
2000-05-31,5630,6013,5604,5655,138450,133471.0,1534146.0
2000-06-01,5656,5656,5656,5655,0,133471.0,1534146.0
2000-06-02,5656,5656,5656,5655,0,,
2000-06-05,6176,6501,6176,6500,145500,138073.0,13807314.0
2000-06-07,7476,7476,7281,7475,117210,176427.0,15341460.0
2000-06-08,7801,8126,7021,7475,237750,176427.0,15341460.0
2000-06-09,7346,7346,6384,7053,139830,166455.0,15341460.0
2000-06-12,7151,7151,6403,6468,131670,152648.0,15341460.0
2000-06-13,6468,6956,6306,6370,111760,150346.0,15341460.0
2000-06-14,6247,6501,5851,5850,73680,138073.0,15341460.0
2000-06-15,5916,6111,5461,5720,89500,135005.0,15341460.0
2000-06-16,5415,5786,5331,5623,66290,132704.0,15341460.0
2000-06-19,5591,5688,5331,5590,48330,131937.0,15341460.0
2000-06-20,5019,6013,5019,5655,121340,133471.0,15341460.0
2000-06-21,5857,5974,5656,5655,132940,133471.0,15341460.0
2000-06-22,5721,6501,5526,6273,554280,148045.0,15341460.0
2000-06-23,6397,6494,5727,5733,144880,135312.0,15341460.0
2000-06-26,5656,5851,5500,5584,116790,131783.0,15341460.0
2000-06-27,5662,5669,5396,5525,97020,130402.0,15341460.0
2000-06-28,5526,5851,5344,5525,130330,130402.0,15341460.0
2000-06-29,5402,5656,5071,5200,154280,122732.0,15341460.0
2000-06-30,4941,5396,4876,5135,147850,121198.0,15341460.0
2000-07-03,4973,5246,4973,5083,106460,119970.0,15341460.0
2000-07-04,5084,5201,4908,5012,108080,118283.0,15341460.0
2000-07-05,4882,4999,4265,4726,262320,111532.0,15341460.0
2000-07-06,4726,4726,4356,4453,127960,105089.0,15341460.0
2000-07-07,4369,4850,4297,4518,178330,106623.0,15341460.0
2000-07-10,4486,4674,4395,4394,197940,103708.0,15341460.0
2000-07-11,4362,4512,3940,4030,421580,95117.0,15341460.0
2000-07-12,4161,4187,3744,3802,315910,89748.0,15341460.0
2000-07-13,3835,4369,3510,4368,632130,103095.0,15341460.0
2000-07-14,4746,4856,4291,4290,1104290,101254.0,15341460.0
2000-07-18,4258,4291,3790,3868,324680,91282.0,15341460.0
2000-07-19,3888,4148,3686,3848,370360,90821.0,15341460.0
2000-07-20,3387,3738,3387,3412,260940,80543.0,15341460.0
2000-07-21,3484,3562,3218,3315,258560,78241.0,15341460.0
2000-07-24,3231,3302,2867,2873,308870,67809.0,15341460.0
2000-07-25,2737,2828,2513,2736,337870,64588.0,15341460.0
2000-07-26,2698,2795,2574,2639,247970,62286.0,15341460.0
2000-07-27,2665,3033,2643,3032,237660,71568.0,15341460.0
2000-07-28,3153,3309,2958,2964,996750,69957.0,15341460.0
2000-07-31,2769,2867,2600,2772,418210,65431.0,15341460.0
2000-08-01,2925,3120,2795,2944,274150,69497.0,15341460.0
2000-08-02,2763,3153,2763,2912,249760,68730.0,15341460.0
2000-08-03,2870,3088,2870,2938,276600,69343.0,15341460.0
2000-08-04,2990,3120,2838,3035,270210,71645.0,15341460.0
2000-08-07,3036,3088,2769,2801,212230,66122.0,15341460.0
2000-08-08,2763,2925,2763,2915,216840,68806.0,15341460.0
2000-08-09,2925,3348,2916,3347,546040,79009.0,15341460.0
2000-08-10,3640,3653,3322,3412,823950,80543.0,15341460.0
2000-08-11,3276,3575,3250,3341,309660,78855.0,15341460.0
2000-08-14,3380,3842,3341,3640,458370,85912.0,15341460.0
2000-08-16,3673,3894,3523,3581,260950,84531.0,15341460.0
2000-08-17,3543,3582,3250,3282,294520,77474.0,15341460.0
2000-08-18,3354,3413,3192,3406,176920,80389.0,15341460.0
2000-08-21,3380,3536,3315,3386,144000,79929.0,15341460.0
2000-08-22,3322,3562,3322,3393,120090,80082.0,15341460.0
2000-08-23,3328,3432,3244,3256,107090,76861.0,15341460.0
2000-08-24,3302,3302,2925,3185,87770,75173.0,15341460.0
2000-08-25,3185,3309,3153,3159,88330,74559.0,15341460.0
2000-08-28,3192,3419,3137,3256,143200,76861.0,15341460.0
2000-08-29,3283,3315,3179,3185,77420,75173.0,15341460.0
2000-08-30,3120,3179,3062,3110,96740,73409.0,15341460.0
2000-08-31,3250,3250,2990,3087,142620,72872.0,15341460.0
2000-09-01,2932,3150,2932,3055,74660,72105.0,15341460.0
2000-09-04,3055,3120,2990,3022,88960,71338.0,15341460.0
2000-09-05,3179,3179,2925,2957,59530,69804.0,15341460.0
2000-09-06,2932,2968,2886,2892,127300,68269.0,15341460.0
2000-09-07,2925,2925,2714,2717,81100,64127.0,15341460.0
2000-09-08,2730,2919,2633,2795,147950,65968.0,15341460.0
2000-09-14,2665,2795,2568,2717,69150,64127.0,15341460.0
2000-09-15,2945,3124,2808,3120,731480,73639.0,15341460.0
2000-09-18,3159,3185,2652,2714,375820,64051.0,15341460.0
2000-09-19,2665,2977,2535,2762,287020,65201.0,15341460.0
2000-09-20,2828,2987,2795,2860,180620,67502.0,15341460.0
2000-09-21,2893,2912,2607,2671,166770,63053.0,15341460.0
2000-09-22,2665,2730,2474,2528,130430,59678.0,15341460.0
2000-09-25,2477,2646,2477,2571,122040,60675.0,15341460.0
