한미약품(128940),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2011-01-11,59146,59504,58646,59150,35202,592396.0,7154540.0
2011-01-12,58789,59146,58004,58151,80303,582380.0,7154540.0
2011-01-13,58146,58503,57146,57150,73129,572363.0,7154540.0
2011-01-14,57360,57790,55861,57792,70688,578802.0,7154540.0
2011-01-17,57790,58717,57646,58722,51465,588103.0,7154540.0
2011-01-18,58789,58931,58074,58865,47110,589534.0,7154540.0
2011-01-19,58573,58788,57432,58007,44616,609979.0,7512061.0
2011-01-20,57502,57862,56861,57150,46686,600965.0,7512061.0
2011-01-21,57575,57646,56290,57150,30064,600965.0,7512061.0
2011-01-24,56433,56933,55717,56294,38299,591950.0,7512061.0
2011-01-25,56003,56575,55074,55079,47916,579180.0,7512061.0
2011-01-26,54576,55003,53074,53506,91310,562653.0,7512061.0
2011-01-27,53288,54503,51932,54292,76290,570917.0,7512061.0
2011-01-28,53789,54432,52575,54079,59395,568663.0,7512061.0
2011-01-31,53146,53645,52718,53220,30596,559649.0,7512061.0
2011-02-01,53218,56218,53218,55721,85504,585941.0,7512061.0
2011-02-07,56217,58217,56217,58007,105780,609979.0,7512061.0
2011-02-08,58288,58502,57716,58007,32859,609979.0,7512061.0
2011-02-09,58288,58432,57074,58007,42646,609979.0,7512061.0
2011-02-10,58218,59861,57790,59793,99595,628760.0,7512061.0
2011-02-11,59790,59790,57790,59079,65450,621247.0,7512061.0
2011-02-14,59074,59074,57290,58366,51722,613735.0,7512061.0
2011-02-15,58360,58360,57289,57650,18608,606223.0,7512061.0
2011-02-16,56647,58574,56647,57864,21309,608477.0,7512061.0
2011-02-17,57360,58789,57360,58436,28498,614487.0,7512061.0
2011-02-18,58074,59004,57862,59008,18754,620496.0,7512061.0
2011-02-21,59004,59289,58218,59079,36054,621247.0,7512061.0
2011-02-22,58931,59074,57360,58366,25790,613735.0,7512061.0
2011-02-23,57218,59717,57218,59150,49689,621999.0,7512061.0
2011-02-24,58931,59504,58432,58937,16562,619745.0,7512061.0
2011-02-25,59289,59289,57646,58436,35653,614487.0,7512061.0
2011-02-28,57790,58432,54004,57150,65537,600965.0,7512061.0
2011-03-02,55717,57360,55717,56650,14524,595706.0,7512061.0
2011-03-03,56790,57790,55432,55650,38025,585190.0,7512061.0
2011-03-04,55503,57575,55145,57079,27781,600214.0,7512061.0
2011-03-07,56933,57146,56360,56793,11844,597209.0,7512061.0
2011-03-08,56790,57146,55933,56864,27082,597960.0,7512061.0
2011-03-09,56647,56647,55789,56436,21575,593453.0,7512061.0
2011-03-10,56861,56861,55574,55721,26727,585941.0,7512061.0
2011-03-11,55432,56003,55074,55221,12183,580682.0,7512061.0
2011-03-14,54645,55217,53576,54292,17267,570917.0,7512061.0
2011-03-15,54289,54645,52075,54221,32045,570165.0,7512061.0
2011-03-16,53218,54787,53218,54221,10238,570165.0,7512061.0
2011-03-17,53717,54146,52646,53293,23504,560400.0,7512061.0
2011-03-18,53503,53645,52789,53293,28499,560400.0,7512061.0
2011-03-21,53860,54004,53218,53793,15368,565658.0,7512061.0
2011-03-22,54217,55074,53717,54578,30377,573921.0,7512061.0
2011-03-23,54576,57646,54432,56508,50209,594204.0,7512061.0
2011-03-24,57502,57502,55359,56579,32228,594955.0,7512061.0
2011-03-25,57002,57502,55789,57508,38066,604721.0,7512061.0
2011-03-28,57502,57931,56575,57365,14278,603218.0,7512061.0
2011-03-29,56647,60003,56647,59580,61416,626506.0,7512061.0
2011-03-30,59646,61576,59004,61437,104686,646037.0,7512061.0
2011-03-31,61434,62647,60861,62508,80585,657305.0,7512061.0
2011-04-01,62504,62788,61290,61365,46417,645286.0,7512061.0
2011-04-04,61933,62647,60290,62007,54306,652047.0,7512061.0
2011-04-05,62077,63290,61648,62152,44674,653549.0,7512061.0
2011-04-06,62147,62147,59646,60365,69981,634769.0,7512061.0
2011-04-07,60003,60362,58646,60222,42184,633267.0,7512061.0
2011-04-08,60505,60505,58931,59150,24306,621999.0,7512061.0
2011-04-11,59146,59504,58503,59150,26940,621999.0,7512061.0
2011-04-12,58860,59574,58432,59079,25900,621247.0,7512061.0
2011-04-13,58646,58931,56932,57723,58637,606975.0,7512061.0
2011-04-14,57717,57862,56075,56508,47168,594204.0,7512061.0
2011-04-15,56575,57218,55933,56365,60194,592702.0,7512061.0
2011-04-18,56075,56503,54360,55221,53126,580682.0,7512061.0
2011-04-19,54787,55003,53932,54578,37616,573921.0,7512061.0
2011-04-20,54787,56647,54645,55150,54478,579931.0,7512061.0
2011-04-21,55145,56075,53717,56079,82801,589697.0,7512061.0
2011-04-22,56433,56790,54576,55150,193628,579931.0,7512061.0
2011-04-25,55574,55646,53645,53793,88323,565658.0,7512061.0
2011-04-26,53788,53859,52430,53650,77762,564156.0,7512061.0
2011-04-27,53218,55146,53218,54721,87133,575424.0,7512061.0
2011-04-28,55145,55145,53645,54292,55588,570917.0,7512061.0
2011-04-29,54289,54576,53004,54508,47884,573170.0,7512061.0
2011-05-02,53717,55933,53577,55721,73353,585941.0,7512061.0
2011-05-03,56003,56861,55003,56723,54961,596458.0,7512061.0
2011-05-04,57717,62504,57717,61580,330184,647540.0,7512061.0
2011-05-06,61576,61933,60003,61650,62780,648291.0,7512061.0
2011-05-09,61648,62361,60648,61864,51961,650544.0,7512061.0
2011-05-11,61862,62077,60003,62079,70177,652798.0,7512061.0
2011-05-12,61148,63647,61076,62007,100234,652047.0,7512061.0
2011-05-13,62718,63576,62218,63079,97206,663315.0,7512061.0
2011-05-16,63077,65505,62576,65508,96469,688856.0,7512061.0
2011-05-17,65505,66647,63504,65508,104318,688856.0,7512061.0
2011-05-18,65719,65861,61148,63508,150348,667822.0,7512061.0
2011-05-19,64291,64362,58289,58509,300629,615238.0,7512061.0
2011-05-20,59289,59717,56218,56365,129525,592702.0,7512061.0
2011-05-23,56290,56360,54289,54364,84122,571668.0,7512061.0
2011-05-24,54004,55503,54004,55221,45115,580682.0,7512061.0
2011-05-25,55074,55217,52860,53935,62943,567161.0,7512061.0
2011-05-26,54217,54360,51861,52792,130509,555141.0,7512061.0
2011-05-27,52218,52646,51288,52150,111862,548380.0,7512061.0
2011-05-30,52218,53503,51789,52577,63960,552888.0,7512061.0
2011-05-31,52575,52860,51789,52864,45013,555893.0,7512061.0
2011-06-01,52503,53146,52288,52649,48351,553639.0,7512061.0
2011-06-02,52146,53288,51647,51649,72690,543122.0,7512061.0
2011-06-03,51789,52004,50359,50434,85929,530352.0,7512061.0
2011-06-07,50860,53288,50717,53005,61018,557395.0,7512061.0
2011-06-08,53288,53430,52718,53005,29483,557395.0,7512061.0
2011-06-09,53004,54645,52789,54150,51453,569414.0,7512061.0
2011-06-10,54217,54289,53004,53793,70342,565658.0,7512061.0
2011-06-13,53789,54503,53288,53935,49105,567161.0,7512061.0
2011-06-14,53645,54146,53074,53863,20918,566409.0,7512061.0
2011-06-15,54217,54217,53074,54006,20918,567912.0,7512061.0
2011-06-16,53645,53789,53146,53793,31571,565658.0,7512061.0
2011-06-17,53430,53577,52932,53436,29205,561902.0,7512061.0
2011-06-20,53430,53577,52288,52864,27918,555893.0,7512061.0
2011-06-21,52860,52860,51146,51507,36264,541620.0,7512061.0
2011-06-22,51716,52075,51502,51507,16115,541620.0,7512061.0
2011-06-23,51502,52362,51502,51649,19566,543122.0,7512061.0
2011-06-24,51716,53004,51716,52722,43141,554390.0,7512061.0
2011-06-27,52932,54217,52646,54079,36989,568663.0,7512061.0
2011-06-28,54432,54432,53361,54079,22077,568663.0,7512061.0
2011-06-29,54074,54074,53218,53935,30040,567161.0,7512061.0
2011-06-30,53074,55432,52860,55079,76541,579180.0,7512061.0
2011-07-01,54932,55503,54717,55150,32960,579931.0,7512061.0
2011-07-04,55359,55359,54289,54292,18101,570917.0,7512061.0
2011-07-05,54289,54289,53430,53863,17672,566409.0,7512061.0
2011-07-06,54360,54360,53645,53793,11836,565658.0,7512061.0
2011-07-07,54004,54576,53645,54508,24865,573170.0,7512061.0
2011-07-08,54645,54645,54074,54651,20072,574673.0,7512061.0
2011-07-11,54432,54432,52932,53720,35300,564907.0,7512061.0
2011-07-12,53004,53430,52575,52864,17565,555893.0,7512061.0
2011-07-13,52860,54717,52860,54435,25177,572419.0,7512061.0
2011-07-14,54289,56145,54004,56079,53089,589697.0,7512061.0
2011-07-15,56575,58574,56503,58366,93019,613735.0,7512061.0
2011-07-18,58074,59361,57575,58793,31363,618243.0,7512061.0
2011-07-19,58931,59717,58503,59580,25594,626506.0,7512061.0
2011-07-20,60505,60505,58860,60008,50160,631013.0,7512061.0
2011-07-21,60003,60861,58931,60865,23801,640028.0,7512061.0
2011-07-22,60362,61219,60003,60222,23864,633267.0,7512061.0
2011-07-25,59504,59646,58789,59079,24393,621247.0,7512061.0
2011-07-26,59574,60648,59361,59722,20572,628008.0,7512061.0
2011-07-27,60575,63362,60075,63294,53968,665569.0,7512061.0
2011-07-28,63218,63218,61862,62007,32441,652047.0,7512061.0
2011-07-29,61720,64433,61290,61437,77168,646037.0,7512061.0
2011-08-01,62147,64291,61504,63936,35933,672329.0,7512061.0
2011-08-02,63432,63934,62433,62436,25785,656554.0,7512061.0
2011-08-03,61504,64077,60861,63365,55347,666320.0,7512061.0
2011-08-04,63862,65576,63290,64935,71705,682846.0,7512061.0
2011-08-05,62077,63432,59932,62079,60602,652798.0,7512061.0
2011-08-08,62077,62788,53577,61294,45828,644535.0,7512061.0
2011-08-09,57146,60648,52860,60222,51482,633267.0,7512061.0
2011-08-10,60720,62077,57575,59008,23197,620496.0,7512061.0
2011-08-11,55717,59790,55717,59222,14843,622750.0,7512061.0
2011-08-12,59790,63862,59646,63151,57608,664066.0,7512061.0
2011-08-16,63146,64505,58146,61437,71776,646037.0,7512061.0
2011-08-17,60147,60861,58074,58651,65156,616740.0,7512061.0
2011-08-18,58646,60003,57931,58366,19106,613735.0,7512061.0
2011-08-19,57289,57502,55574,56009,23376,588946.0,7512061.0
2011-08-22,55432,57146,54432,56009,19277,588946.0,7512061.0
2011-08-23,55145,57146,55145,56650,12426,595706.0,7512061.0
2011-08-24,57146,57146,55646,56650,8885,595706.0,7512061.0
2011-08-25,56003,57146,55717,55721,5735,585941.0,7512061.0
2011-08-26,55359,56290,55146,56151,13744,590448.0,7512061.0
2011-08-29,56503,59218,56145,59222,24451,622750.0,7512061.0
2011-08-30,58717,59574,58074,59580,10550,626506.0,7512061.0
2011-08-31,59574,60218,58432,60222,9982,633267.0,7512061.0
2011-09-01,59431,60147,58503,59293,13851,623501.0,7512061.0
2011-09-02,58931,59646,58004,59365,11778,624252.0,7512061.0
2011-09-05,58931,58931,56647,58579,11977,615989.0,7512061.0
2011-09-06,57002,58931,57002,57937,6979,609228.0,7512061.0
2011-09-07,58218,58432,57002,57150,15010,600965.0,7512061.0
2011-09-08,57360,57360,55933,56220,14837,591199.0,7512061.0
2011-09-09,56218,56790,55933,56793,12081,597209.0,7512061.0
2011-09-14,56647,56716,54289,54292,7142,570917.0,7512061.0
2011-09-15,55288,55646,54217,55007,4836,578429.0,7512061.0
2011-09-16,55288,57075,54932,56936,11339,598711.0,7512061.0
2011-09-19,56503,56932,55359,55507,3914,583687.0,7512061.0
2011-09-20,55503,55503,54503,55150,8895,579931.0,7512061.0
2011-09-21,55145,56360,54289,56009,13541,588946.0,7512061.0
2011-09-22,54645,55574,54645,55365,5964,582185.0,7512061.0
2011-09-23,54289,54860,50217,50794,38790,534108.0,7512061.0
2011-09-26,50788,51502,48789,49149,26565,516830.0,7512061.0
2011-09-27,49216,51003,48289,49292,31035,518332.0,7512061.0
2011-09-28,49288,49788,48430,49149,25095,516830.0,7512061.0
2011-09-29,48931,49146,47501,48578,26672,510820.0,7512061.0
2011-09-30,48360,50003,48360,48934,14598,514576.0,7512061.0
2011-10-04,47216,47573,43288,45862,57085,482274.0,7512061.0
2011-10-05,45860,46073,42288,42577,46484,447719.0,7512061.0
2011-10-06,43072,44572,42145,42291,39663,444714.0,7512061.0
2011-10-07,43072,43931,42002,42291,37630,444714.0,7512061.0
2011-10-10,43215,43860,42502,42577,29538,447719.0,7512061.0
2011-10-11,43288,44572,42859,44363,33835,466499.0,7512061.0
2011-10-12,45288,45573,44359,44648,23697,469504.0,7512061.0
2011-10-13,44646,45931,44572,44934,27070,472509.0,7512061.0
2011-10-14,45144,46432,44787,46079,16051,484528.0,7512061.0
2011-10-17,46574,46930,45860,46435,20058,488284.0,7512061.0
2011-10-18,45787,47144,45074,46435,34629,488284.0,7512061.0
2011-10-19,47073,47073,44003,45149,102322,474762.0,7512061.0
2011-10-20,45144,45502,44359,44934,21696,472509.0,7512061.0
2011-10-21,44931,45931,44073,45935,20293,483026.0,7512061.0
2011-10-24,45931,47001,45359,46435,24638,488284.0,7512061.0
2011-10-25,46644,47001,45502,45505,28701,478518.0,7512061.0
2011-10-26,45001,45787,44716,45005,20969,473260.0,7512061.0
2011-10-27,45431,46432,44716,45720,36329,480772.0,7512061.0
2011-10-28,46145,46860,45573,46508,32467,489035.0,7512061.0
2011-10-31,46501,47789,45931,47078,31735,495045.0,7512061.0
2011-11-01,46787,48789,46432,48506,31886,510069.0,7512061.0
2011-11-02,47716,50074,47359,49648,44284,522088.0,7512061.0
2011-11-03,50074,50359,48430,50293,28147,528849.0,7512061.0
2011-11-04,50289,50646,49430,50507,20323,531103.0,7512061.0
2011-11-07,49859,50860,49572,50434,11177,530352.0,7512061.0
2011-11-08,50432,50503,49288,50364,15508,529600.0,7512061.0
2011-11-09,50432,50717,49430,50364,11382,529600.0,7512061.0
2011-11-10,48717,49788,48573,49506,16469,520586.0,7512061.0
2011-11-11,49074,50074,49074,50078,9121,526595.0,7512061.0
2011-11-14,50359,50503,49645,50006,7688,525844.0,7512061.0
2011-11-15,49718,50217,49001,49435,7874,519835.0,7512061.0
2011-11-16,49430,49718,47144,49435,15119,519835.0,7512061.0
2011-11-17,49503,49572,49001,49363,3156,519083.0,7512061.0
2011-11-18,49001,49074,48573,48720,3689,512323.0,7512061.0
2011-11-21,49001,49788,48858,49292,5551,518332.0,7512061.0
2011-11-22,48216,49788,48216,49221,5147,517581.0,7512061.0
2011-11-23,48216,48717,46432,46435,12115,488284.0,7512061.0
2011-11-24,46001,48145,45502,47864,15577,503308.0,7512061.0
2011-11-25,47288,48002,46359,47507,12825,499552.0,7512061.0
2011-11-28,48360,49572,47288,48720,8842,512323.0,7512061.0
2011-11-29,49288,49788,49001,49076,4233,516079.0,7512061.0
2011-11-30,49788,50003,48931,50006,11007,525844.0,7512061.0
2011-12-01,50860,50860,48789,48792,15552,513074.0,7512061.0
2011-12-02,48789,49288,48002,48578,6040,510820.0,7512061.0
2011-12-05,48216,48360,47501,47864,7106,503308.0,7512061.0
2011-12-06,47430,47789,45715,46792,22829,492040.0,7512061.0
2011-12-07,46432,46716,46073,46721,8366,491289.0,7512061.0
2011-12-08,46287,47716,46216,46721,10475,491289.0,7512061.0
2011-12-09,46001,46574,44288,44648,38725,469504.0,7512061.0
2011-12-12,44645,45074,44144,44648,24169,469504.0,7512061.0
2011-12-13,44646,50003,44218,44934,44158,472509.0,7512061.0
2011-12-14,45359,45359,44646,45005,19505,473260.0,7512061.0
2011-12-15,44572,46001,44572,45649,12210,480021.0,7512061.0
2011-12-16,46001,47789,45715,47221,28337,496547.0,7512061.0
2011-12-19,48289,50003,45288,47221,60955,496547.0,7512061.0
2011-12-20,47430,47716,46145,46578,15775,489786.0,7512061.0
2011-12-21,46860,47716,46216,47507,44025,499552.0,7512061.0
2011-12-22,46930,48216,46644,48008,13733,504810.0,7512061.0
2011-12-23,48002,48573,47859,48008,11527,504810.0,7512061.0
2011-12-26,47860,48503,46432,47864,19603,503308.0,7512061.0
2011-12-27,46574,48430,46574,47650,17415,501054.0,7512061.0
2011-12-28,49818,49818,47046,48698,11057,488284.0,7512061.0
2011-12-29,47945,50344,47496,49147,30731,492791.0,7512061.0
2012-01-02,49219,50268,49144,50197,9487,503308.0,7512061.0
2012-01-03,50118,50193,48919,48923,17190,490538.0,7512061.0
2012-01-04,48695,48845,47871,47872,12472,480021.0,7512061.0
2012-01-05,47721,49818,47721,47949,17593,480772.0,7512061.0
2012-01-06,47944,48544,47571,48549,16674,486782.0,7512061.0
2012-01-09,48094,49968,48021,49522,27788,496547.0,7512061.0
2012-01-10,50566,50791,49443,49746,30653,498801.0,7512061.0
2012-01-11,49294,50717,48769,50047,30056,501806.0,7512061.0
2012-01-12,49519,49594,48470,49147,18826,492791.0,7512061.0
2012-01-13,48544,49594,48021,48698,26983,488284.0,7512061.0
2012-01-16,48695,48695,47195,47200,27442,473260.0,7512061.0
2012-01-17,47271,48695,47271,47499,16649,476265.0,7512061.0
2012-01-18,47496,48695,47421,48173,23475,507152.0,7887276.0
2012-01-19,47945,48470,47571,47723,18846,502419.0,7887276.0
2012-01-20,47721,47721,46747,47200,33521,496898.0,7887276.0
2012-01-25,47195,47421,46747,46825,17943,492955.0,7887276.0
2012-01-26,46971,47195,46673,46751,39550,492166.0,7887276.0
2012-01-27,46747,47421,46445,47124,13069,496110.0,7887276.0
2012-01-30,47195,47346,46747,46974,12831,494532.0,7887276.0
2012-01-31,47496,48395,46673,47949,36712,504786.0,7887276.0
2012-02-01,48245,48245,47271,47499,13352,500053.0,7887276.0
2012-02-02,47945,47945,47046,47274,16011,497687.0,7887276.0
2012-02-03,46971,47421,46971,47124,20753,496110.0,7887276.0
2012-02-06,47046,47195,46596,46674,19682,491377.0,7887276.0
2012-02-07,46596,46747,45475,45552,37839,479546.0,7887276.0
2012-02-08,45698,46071,45622,45628,15652,480335.0,7887276.0
2012-02-09,45548,45996,45248,45552,15153,479546.0,7887276.0
2012-02-10,45772,46223,45475,45552,15423,479546.0,7887276.0
2012-02-13,45922,46071,45248,45326,23991,477180.0,7887276.0
2012-02-14,45323,45323,44573,44802,44349,471659.0,7887276.0
2012-02-15,45173,45173,44723,44729,28205,470870.0,7887276.0
2012-02-16,44723,44873,44049,44053,35238,463772.0,7887276.0
2012-02-17,44422,44723,44273,44502,18884,468504.0,7887276.0
2012-02-20,44500,44723,43600,44428,32791,467715.0,7887276.0
2012-02-21,44422,44422,43450,44053,24544,463772.0,7887276.0
2012-02-22,44049,44422,43450,43529,40589,458251.0,7887276.0
2012-02-23,43524,44422,43524,44053,20549,463772.0,7887276.0
2012-02-24,44500,44500,43600,43979,17710,462983.0,7887276.0
2012-02-27,43974,43974,43301,43304,22327,455885.0,7887276.0
2012-02-28,43001,43375,42626,42704,24607,449575.0,7887276.0
2012-02-29,42851,42925,42326,42779,23034,450363.0,7887276.0
2012-03-02,42851,43974,42851,43903,21132,462194.0,7887276.0
2012-03-05,43900,43900,43151,43229,6814,455096.0,7887276.0
2012-03-06,43600,43600,42551,43080,21742,453518.0,7887276.0
2012-03-07,42851,42925,42326,42404,20930,446420.0,7887276.0
2012-03-08,42626,42701,42102,42330,16890,445631.0,7887276.0
2012-03-09,42326,42851,42026,42630,16656,448786.0,7887276.0
2012-03-12,42551,43074,42026,42181,11110,444054.0,7887276.0
2012-03-13,42102,42626,41503,42254,22446,444842.0,7887276.0
2012-03-14,42175,42551,41503,41731,30727,439321.0,7887276.0
2012-03-15,41653,41802,41052,41505,31978,436955.0,7887276.0
2012-03-16,41503,41503,40979,40981,15034,431434.0,7887276.0
2012-03-19,40978,41353,40827,41130,11919,433011.0,7887276.0
2012-03-20,40979,41202,40528,40831,12303,429857.0,7887276.0
2012-03-21,40827,40902,40303,40382,12791,425124.0,7887276.0
2012-03-22,40303,41129,40077,41130,13023,433011.0,7887276.0
2012-03-23,40679,41276,40303,41206,18933,433800.0,7887276.0
2012-03-26,40979,41576,40528,40981,13986,431434.0,7887276.0
2012-03-27,41052,42326,41052,41955,28662,441687.0,7887276.0
2012-03-28,42551,44723,42326,43979,83160,462983.0,7887276.0
2012-03-29,44199,44948,43750,44428,37349,467715.0,7887276.0
2012-03-30,44723,45698,44049,45177,43576,475603.0,7887276.0
2012-04-02,45474,46072,44948,45775,34323,481913.0,7887276.0
2012-04-03,44948,46296,44873,46150,42028,485856.0,7887276.0
2012-04-04,45996,45996,44124,44278,34960,466138.0,7887276.0
2012-04-05,44573,45025,43450,44502,11671,468504.0,7887276.0
