롯데정밀화학(004000),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2016-06-10,34300,34750,34200,34650,66458,893970.0,25800000.0
2016-06-13,34150,34400,33000,33650,149199,868170.0,25800000.0
2016-06-14,33700,33700,31850,32150,150646,829470.0,25800000.0
2016-06-15,32150,32650,31850,32500,90550,838500.0,25800000.0
2016-06-16,32500,32900,32150,32200,54273,830760.0,25800000.0
2016-06-17,32250,32800,32050,32150,42145,829470.0,25800000.0
2016-06-20,32650,32750,32250,32550,25334,839790.0,25800000.0
2016-06-21,32500,32700,32100,32300,24280,833340.0,25800000.0
2016-06-22,32550,33550,32200,33400,58394,861720.0,25800000.0
2016-06-23,33400,33400,32500,32800,62968,846240.0,25800000.0
2016-06-24,32800,33050,30550,30900,115083,797220.0,25800000.0
2016-06-27,30100,30800,30050,30700,49222,792060.0,25800000.0
2016-06-28,30200,30600,30200,30600,79736,789480.0,25800000.0
2016-06-29,30850,31800,30800,31500,64499,812700.0,25800000.0
2016-06-30,31700,31850,31150,31200,78118,804960.0,25800000.0
2016-07-01,31250,31850,31250,31500,68001,812700.0,25800000.0
2016-07-04,31350,32300,31350,32150,35122,829470.0,25800000.0
2016-07-05,32150,32300,31900,32050,20659,826890.0,25800000.0
2016-07-06,32150,32150,31200,31200,48316,804960.0,25800000.0
2016-07-07,31550,31900,31200,31600,34564,815280.0,25800000.0
2016-07-08,31350,31700,30800,31100,66987,802380.0,25800000.0
2016-07-11,31650,31650,31100,31450,41786,811410.0,25800000.0
2016-07-12,31500,31500,30900,31100,56861,802380.0,25800000.0
2016-07-13,31150,31500,31100,31250,66089,806250.0,25800000.0
2016-07-14,31350,31550,31100,31250,52092,806250.0,25800000.0
2016-07-15,31400,31950,31150,31200,66295,804960.0,25800000.0
2016-07-18,31200,31650,31050,31500,41951,812700.0,25800000.0
2016-07-19,31350,31650,30950,31050,93804,801090.0,25800000.0
2016-07-20,31100,31550,31050,31450,51063,811410.0,25800000.0
2016-07-21,31600,32650,31550,32400,104356,835920.0,25800000.0
2016-07-22,33400,36450,33050,35900,518585,926220.0,25800000.0
2016-07-25,35900,37400,35850,36500,331343,941700.0,25800000.0
2016-07-26,36500,36950,35700,36650,117976,945570.0,25800000.0
2016-07-27,36000,36850,36000,36650,68781,945570.0,25800000.0
2016-07-28,36600,36650,35200,35400,119218,913320.0,25800000.0
2016-07-29,35550,35700,35200,35550,78343,917190.0,25800000.0
2016-08-01,35350,36050,34900,35750,94020,922350.0,25800000.0
2016-08-02,35900,35900,35050,35450,50934,914610.0,25800000.0
2016-08-03,34850,35350,34750,34750,50278,896550.0,25800000.0
2016-08-04,34800,35700,34650,35700,81175,921060.0,25800000.0
2016-08-05,35300,36000,34800,35100,71329,905580.0,25800000.0
2016-08-08,34800,34950,34500,34800,64558,897840.0,25800000.0
2016-08-09,34800,35200,34600,34850,45554,899130.0,25800000.0
2016-08-10,34850,35550,34800,35350,74560,912030.0,25800000.0
2016-08-11,35250,35450,34600,35350,48863,912030.0,25800000.0
2016-08-12,35350,35800,34800,35300,53015,910740.0,25800000.0
2016-08-16,35800,35800,34250,34250,69998,883650.0,25800000.0
2016-08-17,34000,34800,33700,34750,62537,896550.0,25800000.0
2016-08-18,34650,34800,34100,34300,52340,884940.0,25800000.0
2016-08-19,34200,34650,34150,34300,37085,884940.0,25800000.0
2016-08-22,33900,35100,33900,34900,56940,900420.0,25800000.0
2016-08-23,34750,34800,33700,34200,91596,882360.0,25800000.0
2016-08-24,34100,34400,33850,34000,45427,877200.0,25800000.0
2016-08-25,34500,34800,34000,34550,66618,891390.0,25800000.0
2016-08-26,34550,35050,34400,34950,63931,901710.0,25800000.0
2016-08-29,34850,35200,34250,34600,45189,892680.0,25800000.0
2016-08-30,34550,36000,34550,35600,80665,918480.0,25800000.0
2016-08-31,35550,36000,35000,35200,55966,908160.0,25800000.0
2016-09-01,35100,35200,34350,34650,35660,893970.0,25800000.0
2016-09-02,34950,34950,34300,34500,34958,890100.0,25800000.0
2016-09-05,34400,35050,34400,34900,31497,900420.0,25800000.0
2016-09-06,34900,35000,34450,34600,43471,892680.0,25800000.0
2016-09-07,34650,35650,34500,35200,84360,908160.0,25800000.0
2016-09-08,34950,35650,34800,34950,62223,901710.0,25800000.0
2016-09-09,34700,34800,34100,34650,35980,893970.0,25800000.0
2016-09-12,34350,34650,33850,33850,36392,873330.0,25800000.0
2016-09-13,33850,34000,32350,32950,88645,850110.0,25800000.0
2016-09-19,32250,32850,32250,32800,45121,846240.0,25800000.0
2016-09-20,32500,33050,32500,32950,40556,850110.0,25800000.0
2016-09-21,32900,33300,32500,33150,31582,855270.0,25800000.0
2016-09-22,33250,33700,33200,33450,29146,863010.0,25800000.0
2016-09-23,33900,34000,33100,33350,59791,860430.0,25800000.0
2016-09-26,33750,34000,33100,33300,29508,859140.0,25800000.0
2016-09-27,33500,34000,33050,34000,41232,877200.0,25800000.0
2016-09-28,33850,33900,32800,33000,75647,851400.0,25800000.0
2016-09-29,33550,33600,32900,33000,63589,851400.0,25800000.0
2016-09-30,32800,32900,31200,31450,144839,811410.0,25800000.0
2016-10-04,31200,31500,30900,31250,91204,806250.0,25800000.0
2016-10-05,31200,31200,30750,31050,47752,801090.0,25800000.0
2016-10-06,30800,31200,30800,30900,64534,797220.0,25800000.0
2016-10-07,30850,31000,30050,30100,130797,776580.0,25800000.0
2016-10-10,30250,30800,30200,30450,76222,785610.0,25800000.0
2016-10-11,30700,31400,30700,31200,58401,804960.0,25800000.0
2016-10-12,31350,31500,30950,31200,50682,804960.0,25800000.0
2016-10-13,30950,31150,30500,30500,62955,786900.0,25800000.0
2016-10-14,30650,31450,30550,31400,61299,810120.0,25800000.0
2016-10-17,31400,31400,30700,30850,48348,795930.0,25800000.0
2016-10-18,31150,31150,30450,30650,53161,790770.0,25800000.0
2016-10-19,30650,31250,30600,31200,43504,804960.0,25800000.0
2016-10-20,30950,31150,30550,30700,54350,792060.0,25800000.0
2016-10-21,30650,31150,30250,31150,105072,803670.0,25800000.0
2016-10-24,31000,31000,30500,30650,55551,790770.0,25800000.0
2016-10-25,30700,30750,30350,30400,60039,784320.0,25800000.0
2016-10-26,30450,30450,30000,30150,68293,777870.0,25800000.0
2016-10-27,30250,30600,30150,30300,57184,781740.0,25800000.0
2016-10-28,30200,30400,29650,29700,105168,766260.0,25800000.0
2016-10-31,29500,29700,28900,29000,142270,748200.0,25800000.0
2016-11-01,28750,29150,28450,28900,72910,745620.0,25800000.0
2016-11-02,28500,29350,28350,28550,89670,736590.0,25800000.0
2016-11-03,28550,29200,28400,29200,52835,753360.0,25800000.0
2016-11-04,29300,29300,28650,28700,40184,740460.0,25800000.0
2016-11-07,29050,29050,28550,28750,55131,741750.0,25800000.0
2016-11-08,29000,29150,28850,29150,31605,752070.0,25800000.0
2016-11-09,29250,29250,27250,28200,117688,727560.0,25800000.0
2016-11-10,28300,29300,28300,29100,63095,750780.0,25800000.0
2016-11-11,29200,29250,28650,29200,39923,753360.0,25800000.0
2016-11-14,29200,29900,29000,29500,54922,761100.0,25800000.0
2016-11-15,29500,29800,29150,29800,41268,768840.0,25800000.0
2016-11-16,30050,30050,29550,29700,58420,766260.0,25800000.0
2016-11-17,29800,30400,29700,30200,52058,779160.0,25800000.0
2016-11-18,30000,30100,29400,30100,34303,776580.0,25800000.0
2016-11-21,30200,30200,29150,29150,36429,752070.0,25800000.0
2016-11-22,29350,29450,28700,29200,38103,753360.0,25800000.0
2016-11-23,28850,29350,28550,28850,59499,744330.0,25800000.0
2016-11-24,28700,29050,28150,28350,44970,731430.0,25800000.0
2016-11-25,28350,28450,27950,28150,38776,726270.0,25800000.0
2016-11-28,27900,28250,27550,27600,42609,712080.0,25800000.0
2016-11-29,27600,27850,27400,27750,48879,715950.0,25800000.0
2016-11-30,27800,27900,27550,27700,50213,714660.0,25800000.0
2016-12-01,27700,28100,27600,28050,42260,723690.0,25800000.0
2016-12-02,28000,28000,27400,27500,50161,709500.0,25800000.0
2016-12-05,27450,27450,26600,27050,55068,697890.0,25800000.0
2016-12-06,26800,27650,26800,27450,45407,708210.0,25800000.0
2016-12-07,27550,27550,26900,27250,46006,703050.0,25800000.0
2016-12-08,27500,28300,27250,28300,70742,730140.0,25800000.0
2016-12-09,27800,28150,27650,28050,44104,723690.0,25800000.0
2016-12-12,27850,28350,27800,28350,53030,731430.0,25800000.0
2016-12-13,28500,29250,28500,29000,107444,748200.0,25800000.0
2016-12-14,29200,29200,28750,29000,86656,748200.0,25800000.0
2016-12-15,29000,30300,28900,30200,123325,779160.0,25800000.0
2016-12-16,29900,30500,29600,30450,76412,785610.0,25800000.0
2016-12-19,30350,30700,30350,30600,48207,789480.0,25800000.0
2016-12-20,30750,31000,30550,30900,45726,797220.0,25800000.0
2016-12-21,30950,30950,30550,30750,32747,793350.0,25800000.0
2016-12-22,30800,31050,30500,30950,51263,798510.0,25800000.0
2016-12-23,31000,31200,30800,31100,31602,802380.0,25800000.0
2016-12-26,30900,30950,30500,30650,41733,790770.0,25800000.0
2016-12-27,30800,30900,30450,30550,39759,788190.0,25800000.0
2016-12-28,30150,30750,30100,30600,34700,789480.0,25800000.0
2016-12-29,30750,30750,30100,30650,37084,790770.0,25800000.0
2017-01-02,30200,30700,30100,30400,43728,784320.0,25800000.0
2017-01-03,30400,30450,29850,30250,92546,780450.0,25800000.0
2017-01-04,30250,30850,29950,30600,126258,789480.0,25800000.0
2017-01-05,30450,30650,30100,30550,107438,788190.0,25800000.0
2017-01-06,30600,31000,30300,30900,51381,797220.0,25800000.0
2017-01-09,30700,30900,30300,30600,51381,789480.0,25800000.0
2017-01-10,30450,30550,30050,30150,63278,777870.0,25800000.0
2017-01-11,30050,30800,30050,30750,53430,793350.0,25800000.0
2017-01-12,30900,31200,30500,31200,86091,804960.0,25800000.0
2017-01-13,30900,31350,30600,31150,56581,803670.0,25800000.0
2017-01-16,31150,31200,30350,30550,63577,788190.0,25800000.0
2017-01-17,30400,30800,30150,30300,62479,781740.0,25800000.0
2017-01-18,30400,31500,30400,31500,121243,812700.0,25800000.0
2017-01-19,31650,32350,31600,32200,140724,830760.0,25800000.0
2017-01-20,32300,32300,31200,31400,80063,810120.0,25800000.0
2017-01-23,31450,31750,30900,31550,66688,813990.0,25800000.0
2017-01-24,31750,32300,31000,31450,110952,811410.0,25800000.0
2017-01-25,31600,31950,31250,31600,63236,815280.0,25800000.0
2017-01-26,31850,31850,30950,31250,97615,806250.0,25800000.0
2017-01-31,31050,31300,30400,30600,78639,789480.0,25800000.0
2017-02-01,30600,31100,30550,31000,47931,799800.0,25800000.0
2017-02-02,30750,31150,30100,30200,94561,779160.0,25800000.0
2017-02-03,30400,30800,30000,30100,75498,776580.0,25800000.0
2017-02-06,30500,30500,29900,30000,57989,774000.0,25800000.0
2017-02-07,30150,30300,29950,30200,51746,779160.0,25800000.0
2017-02-08,30050,30850,30050,30550,58111,788190.0,25800000.0
2017-02-09,30850,31600,30700,31400,112965,810120.0,25800000.0
2017-02-10,31550,32250,31500,32000,153679,825600.0,25800000.0
2017-02-13,32000,32400,31250,31700,104287,817860.0,25800000.0
2017-02-14,32250,32300,31450,32000,75107,825600.0,25800000.0
2017-02-15,32100,32350,31800,32000,71551,825600.0,25800000.0
2017-02-16,32000,32100,31400,31650,80482,816570.0,25800000.0
2017-02-17,31650,31800,31400,31700,63995,817860.0,25800000.0
2017-02-20,31650,31650,31100,31350,87747,808830.0,25800000.0
2017-02-21,31350,32450,31300,32250,141138,832050.0,25800000.0
2017-02-22,32250,32500,31900,32100,81270,828180.0,25800000.0
2017-02-23,32450,33000,31950,32950,114962,850110.0,25800000.0
2017-02-24,33050,33850,32750,33050,115579,852690.0,25800000.0
2017-02-27,32800,33750,32750,33650,100363,868170.0,25800000.0
2017-02-28,33500,33950,32850,33750,120775,870750.0,25800000.0
2017-03-02,33950,34000,33150,33650,103838,868170.0,25800000.0
2017-03-03,33500,33650,33000,33400,80783,861720.0,25800000.0
2017-03-06,33200,33250,32200,32800,82192,846240.0,25800000.0
2017-03-07,32500,33500,32200,33250,46562,857850.0,25800000.0
2017-03-08,33000,33250,32550,32950,42975,850110.0,25800000.0
2017-03-09,32650,33000,32500,32650,136839,842370.0,25800000.0
2017-03-10,32500,33050,32100,32350,64778,834630.0,25800000.0
2017-03-13,32300,32500,31800,32100,52983,828180.0,25800000.0
2017-03-14,31900,33000,31750,32800,63356,846240.0,25800000.0
2017-03-15,32800,32950,32300,32550,39279,839790.0,25800000.0
2017-03-16,33200,34900,33000,34800,182125,897840.0,25800000.0
2017-03-17,35250,36200,35050,35800,246340,923640.0,25800000.0
2017-03-20,36000,37100,35650,36950,195399,953310.0,25800000.0
2017-03-21,37250,37250,36600,36800,126766,949440.0,25800000.0
2017-03-22,36500,37600,36250,37400,138844,964920.0,25800000.0
2017-03-23,37650,37800,37000,37600,114477,970080.0,25800000.0
2017-03-24,37400,38250,37150,37650,81291,971370.0,25800000.0
2017-03-27,37650,37950,36900,37400,68348,964920.0,25800000.0
2017-03-28,37450,38850,37450,37700,120834,972660.0,25800000.0
2017-03-29,37950,38450,37750,38400,75566,990720.0,25800000.0
2017-03-30,38500,38550,37250,38100,77872,982980.0,25800000.0
2017-03-31,37800,38800,37750,38650,103133,997170.0,25800000.0
2017-04-03,38650,40000,38350,39650,138498,1022970.0,25800000.0
2017-04-04,39750,39750,38300,38650,130482,997170.0,25800000.0
2017-04-05,38450,39300,37500,37900,112938,977820.0,25800000.0
2017-04-06,37950,38850,37400,38850,80618,1002330.0,25800000.0
2017-04-07,38900,39450,38400,39200,57913,1011360.0,25800000.0
2017-04-10,39250,39250,37750,37850,68338,976530.0,25800000.0
2017-04-11,37500,39100,37500,38350,87890,989430.0,25800000.0
2017-04-12,38350,38950,37650,38650,93064,997170.0,25800000.0
2017-04-13,38450,39200,37650,38300,111186,988140.0,25800000.0
2017-04-14,38000,38150,36850,37900,130189,977820.0,25800000.0
2017-04-17,37700,38450,36900,36950,94445,953310.0,25800000.0
2017-04-18,37400,37700,36800,36950,97664,953310.0,25800000.0
2017-04-19,36900,37500,36500,37300,61583,962340.0,25800000.0
2017-04-20,37300,37950,37150,37550,66420,968790.0,25800000.0
2017-04-21,37200,37600,36700,37350,71524,963630.0,25800000.0
2017-04-24,37350,38200,37300,37900,58845,977820.0,25800000.0
2017-04-25,37800,38100,37200,37350,45426,963630.0,25800000.0
2017-04-26,37750,38900,37400,38650,84175,997170.0,25800000.0
2017-04-27,38650,38800,37550,37700,54076,972660.0,25800000.0
2017-04-28,37300,38850,36850,38500,126660,993300.0,25800000.0
2017-05-02,38050,39500,38050,38250,89929,986850.0,25800000.0
2017-05-04,38400,39400,38400,39000,57780,1006200.0,25800000.0
2017-05-08,39800,39800,38850,39450,51653,1017810.0,25800000.0
2017-05-10,39450,40650,39450,39450,98647,1017810.0,25800000.0
2017-05-11,39750,40200,39200,40150,71902,1035870.0,25800000.0
2017-05-12,39850,40100,39350,39600,55730,1021680.0,25800000.0
2017-05-15,39900,39900,38600,38750,51212,999750.0,25800000.0
2017-05-16,38950,39100,38400,38800,47737,1001040.0,25800000.0
2017-05-17,38400,39150,38300,39000,53368,1006200.0,25800000.0
2017-05-18,38600,39000,37200,37500,119985,967500.0,25800000.0
2017-05-19,38700,41100,38650,40900,301767,1055220.0,25800000.0
2017-05-22,41400,43300,41250,42850,285325,1105530.0,25800000.0
2017-05-23,43000,43350,42500,42850,140938,1105530.0,25800000.0
2017-05-24,43050,43700,42550,42950,96398,1108110.0,25800000.0
2017-05-25,43000,43500,42700,43100,93993,1111980.0,25800000.0
2017-05-26,42850,43500,42500,42800,90775,1104240.0,25800000.0
2017-05-29,42600,43250,42050,42700,93085,1101660.0,25800000.0
2017-05-30,42850,43250,42050,42450,67506,1095210.0,25800000.0
2017-05-31,42600,42900,42250,42400,76321,1093920.0,25800000.0
2017-06-01,42000,42400,40900,40950,139219,1056510.0,25800000.0
2017-06-02,41200,41250,39850,40250,127657,1038450.0,25800000.0
2017-06-05,40650,40650,39300,40000,119676,1032000.0,25800000.0
2017-06-07,39650,40500,39650,40300,85817,1039740.0,25800000.0
2017-06-08,40300,40600,39800,40600,127765,1047480.0,25800000.0
2017-06-09,40750,40800,40350,40450,78186,1043610.0,25800000.0
2017-06-12,40500,40500,39800,39800,45279,1026840.0,25800000.0
2017-06-13,39800,41400,39750,41150,98868,1061670.0,25800000.0
2017-06-14,41000,41050,40400,40500,59772,1044900.0,25800000.0
2017-06-15,40150,40450,39350,39600,64664,1021680.0,25800000.0
2017-06-16,39500,40800,39500,40600,66598,1047480.0,25800000.0
2017-06-19,40350,41000,39800,40800,64539,1052640.0,25800000.0
2017-06-20,40800,40800,39850,40300,58137,1039740.0,25800000.0
2017-06-21,40500,40550,39700,40150,43853,1035870.0,25800000.0
2017-06-22,39700,40800,39100,40650,101338,1048770.0,25800000.0
2017-06-23,40500,40750,39550,39750,128402,1025550.0,25800000.0
2017-06-26,39750,39750,38650,38800,76519,1001040.0,25800000.0
2017-06-27,38400,39900,38400,39800,92935,1026840.0,25800000.0
2017-06-28,40350,40350,39700,40150,50486,1035870.0,25800000.0
2017-06-29,40200,40250,39650,39800,42591,1026840.0,25800000.0
2017-06-30,39600,39800,39100,39350,71340,1015230.0,25800000.0
2017-07-03,39350,40900,39350,39900,100434,1029420.0,25800000.0
2017-07-04,40300,40300,39650,40200,80452,1037160.0,25800000.0
2017-07-05,39750,40100,39400,39900,50136,1029420.0,25800000.0
2017-07-06,39650,40200,39350,39500,44653,1019100.0,25800000.0
2017-07-07,39200,40000,39200,39950,46021,1030710.0,25800000.0
2017-07-10,39650,40050,39250,39700,46489,1024260.0,25800000.0
2017-07-11,39450,40700,39450,40500,120461,1044900.0,25800000.0
2017-07-12,40350,40850,40200,40550,57586,1046190.0,25800000.0
2017-07-13,40850,40850,40200,40200,82720,1037160.0,25800000.0
2017-07-14,40650,43350,40450,43000,364775,1109400.0,25800000.0
2017-07-17,43300,43400,42550,42800,124665,1104240.0,25800000.0
2017-07-18,42850,43300,41900,42900,124852,1106820.0,25800000.0
2017-07-19,43150,43150,42300,42550,85054,1097790.0,25800000.0
2017-07-20,42600,42800,41700,42750,107214,1102950.0,25800000.0
2017-07-21,42800,42800,42000,42150,78438,1087470.0,25800000.0
2017-07-24,42500,42600,41600,42050,59521,1084890.0,25800000.0
2017-07-25,42250,42800,41500,41850,84034,1079730.0,25800000.0
2017-07-26,42250,42350,41700,42350,62214,1092630.0,25800000.0
2017-07-27,42350,43350,42000,43200,162751,1114560.0,25800000.0
2017-07-28,43200,43200,41300,41650,218438,1074570.0,25800000.0
2017-07-31,41300,43400,41300,43250,182185,1115850.0,25800000.0
2017-08-01,43250,45000,43000,44950,303996,1159710.0,25800000.0
2017-08-02,44950,45450,44200,44950,129504,1159710.0,25800000.0
2017-08-03,44600,44950,43900,44450,99455,1146810.0,25800000.0
2017-08-04,44300,45200,44000,44550,123633,1149390.0,25800000.0
2017-08-07,44800,44850,44250,44450,58265,1146810.0,25800000.0
2017-08-08,44700,44700,43650,44050,73809,1136490.0,25800000.0
2017-08-09,43450,44450,43400,44100,80408,1137780.0,25800000.0
2017-08-10,44050,44200,42500,43450,92024,1121010.0,25800000.0
2017-08-11,42450,43400,42050,43000,77800,1109400.0,25800000.0
2017-08-14,43000,43900,43000,43600,52507,1124880.0,25800000.0
2017-08-16,43600,43900,42800,43350,73890,1118430.0,25800000.0
2017-08-17,43000,44500,43000,44100,56238,1137780.0,25800000.0
2017-08-18,43550,44450,43550,44100,46450,1137780.0,25800000.0
2017-08-21,44100,44550,43750,44050,42276,1136490.0,25800000.0
2017-08-22,44450,44750,44150,44650,58666,1151970.0,25800000.0
2017-08-23,44650,44650,43700,43700,59587,1127460.0,25800000.0
2017-08-24,43700,44400,43300,43750,45934,1128750.0,25800000.0
2017-08-25,43750,44400,43500,43750,53456,1128750.0,25800000.0
2017-08-28,43750,44500,43700,44450,45350,1146810.0,25800000.0
2017-08-29,44550,44550,43200,43600,80930,1124880.0,25800000.0
2017-08-30,43700,43850,43200,43800,33749,1130040.0,25800000.0
2017-08-31,43450,44000,43200,43550,47879,1123590.0,25800000.0
2017-09-01,43500,43950,42850,43000,84161,1109400.0,25800000.0
2017-09-04,42400,43900,42200,43400,66344,1119720.0,25800000.0
2017-09-05,43900,43900,43000,43300,41367,1117140.0,25800000.0
2017-09-06,43750,43750,42600,42750,40710,1102950.0,25800000.0
2017-09-07,43200,43200,42200,42900,60250,1106820.0,25800000.0
2017-09-08,42500,42750,41750,41800,48447,1078440.0,25800000.0
2017-09-11,41850,42900,41850,42400,52700,1093920.0,25800000.0
2017-09-12,42100,42400,41300,41550,66646,1071990.0,25800000.0
2017-09-13,41650,42350,41400,41700,63780,1075860.0,25800000.0
2017-09-14,41500,42250,41000,42000,75949,1083600.0,25800000.0
2017-09-15,41600,42250,41450,42050,42486,1084890.0,25800000.0
2017-09-18,42000,42000,40100,40250,107307,1038450.0,25800000.0
2017-09-19,40000,41750,40000,41450,80595,1069410.0,25800000.0
2017-09-20,41650,42300,41300,41500,55618,1070700.0,25800000.0
2017-09-21,41000,41500,40600,41000,32117,1057800.0,25800000.0
2017-09-22,40600,40950,40200,40350,41404,1041030.0,25800000.0
2017-09-25,40200,40200,39300,39350,42730,1015230.0,25800000.0
2017-09-26,39400,40650,39000,40450,40398,1043610.0,25800000.0
2017-09-27,40900,41000,39800,40050,21524,1033290.0,25800000.0
2017-09-28,39500,40750,38550,40400,53747,1042320.0,25800000.0
2017-09-29,40650,41350,40150,41350,36328,1066830.0,25800000.0
2017-10-10,41600,41600,40350,40500,49503,1044900.0,25800000.0
2017-10-11,40500,41750,40250,41400,52950,1068120.0,25800000.0
2017-10-12,41200,41900,40900,41850,49550,1079730.0,25800000.0
2017-10-13,42100,42100,41400,41800,62995,1078440.0,25800000.0
2017-10-16,42100,42350,41500,41600,45919,1073280.0,25800000.0
2017-10-17,41700,42000,40750,41050,48169,1059090.0,25800000.0
2017-10-18,41700,42150,41500,41950,55561,1082310.0,25800000.0
2017-10-19,41700,42550,41700,42350,61919,1092630.0,25800000.0
2017-10-20,41850,42050,41050,41200,108705,1062960.0,25800000.0
2017-10-23,40950,41000,40300,40550,69907,1046190.0,25800000.0
2017-10-24,40600,41600,40250,41300,65872,1065540.0,25800000.0
2017-10-25,41300,42500,40950,42100,72596,1086180.0,25800000.0
2017-10-26,41850,43000,41700,42300,66118,1091340.0,25800000.0
2017-10-27,41850,43000,41850,42400,30577,1093920.0,25800000.0
2017-10-30,42200,42250,41000,41250,83445,1064250.0,25800000.0
2017-10-31,40950,41050,40050,40250,124045,1038450.0,25800000.0
2017-11-01,40050,45000,39900,45000,371192,1161000.0,25800000.0
2017-11-02,45000,45500,44950,45350,173620,1170030.0,25800000.0
2017-11-03,45600,46300,45050,45350,87756,1170030.0,25800000.0
2017-11-06,45350,45650,44550,45100,62873,1163580.0,25800000.0
2017-11-07,45150,46300,45150,45350,78123,1170030.0,25800000.0
2017-11-08,44800,45800,44000,45800,93100,1181640.0,25800000.0
2017-11-09,46150,46200,44800,45500,87873,1173900.0,25800000.0
2017-11-10,45000,46200,45000,46100,80389,1189380.0,25800000.0
2017-11-13,46000,46100,44900,45300,50216,1168740.0,25800000.0
2017-11-14,45400,46900,45400,46650,117154,1203570.0,25800000.0
2017-11-15,46650,47150,46000,46450,83464,1198410.0,25800000.0
2017-11-16,46450,48700,45950,48250,136369,1244850.0,25800000.0
2017-11-17,47700,48700,47150,47800,102791,1233240.0,25800000.0
2017-11-20,48300,49150,47800,49000,142897,1264200.0,25800000.0
2017-11-21,50800,60500,50500,59000,1122544,1522200.0,25800000.0
2017-11-22,60200,60700,57600,59400,322645,1532520.0,25800000.0
2017-11-23,59500,60000,57600,59900,198992,1545420.0,25800000.0
2017-11-24,59000,64800,59000,61000,360808,1573800.0,25800000.0
2017-11-27,61000,63700,60700,61800,177475,1594440.0,25800000.0
2017-11-28,61600,62500,60700,61400,133289,1584120.0,25800000.0
2017-11-29,61200,61500,58300,59600,253978,1537680.0,25800000.0
2017-11-30,60200,60200,58200,59700,178079,1540260.0,25800000.0
2017-12-01,58800,59600,56900,59100,180534,1524780.0,25800000.0
2017-12-04,59000,61800,58300,59100,177124,1524780.0,25800000.0
2017-12-05,60700,61900,59400,59400,238562,1532520.0,25800000.0
2017-12-06,59700,60200,58700,59600,132520,1537680.0,25800000.0
2017-12-07,59600,61000,58500,60300,171867,1555740.0,25800000.0
2017-12-08,60300,62700,59500,60700,220630,1566060.0,25800000.0
2017-12-11,61400,65000,60300,64700,343351,1669260.0,25800000.0
2017-12-12,64500,64500,62400,63600,145919,1640880.0,25800000.0
2017-12-13,63200,63300,58600,60000,509990,1548000.0,25800000.0
2017-12-14,60100,62700,60000,60300,296535,1555740.0,25800000.0
2017-12-15,61200,63600,61100,63600,180355,1640880.0,25800000.0
2017-12-18,63600,63800,61700,63000,138948,1625400.0,25800000.0
2017-12-19,63200,63800,62000,62700,123444,1617660.0,25800000.0
2017-12-20,62700,63900,62500,63600,122489,1640880.0,25800000.0
2017-12-21,62900,63600,60000,61600,122292,1589280.0,25800000.0
2017-12-22,61700,62100,60900,61700,59611,1591860.0,25800000.0
2017-12-26,62000,64500,61200,63900,136079,1648620.0,25800000.0
2017-12-27,63100,63400,61600,62800,133082,1620240.0,25800000.0
2017-12-28,62300,65000,62100,64900,128897,1674420.0,25800000.0
2018-01-02,64500,67300,64500,66500,135598,1715700.0,25800000.0
2018-01-03,65400,66900,64600,64900,92374,1674420.0,25800000.0
2018-01-04,65400,66500,64300,64300,83159,1658940.0,25800000.0
2018-01-05,65000,69300,64700,69000,290424,1780200.0,25800000.0
2018-01-08,69500,71900,68000,71700,233364,1849860.0,25800000.0
2018-01-09,72100,72500,67900,68500,201892,1767300.0,25800000.0
2018-01-10,68600,68800,65900,66800,169629,1723440.0,25800000.0
2018-01-11,67300,67800,65300,66000,128281,1702800.0,25800000.0
2018-01-12,66300,69000,66000,69000,155773,1780200.0,25800000.0
2018-01-15,69000,69000,66700,68000,79377,1754400.0,25800000.0
2018-01-16,68800,68800,66500,67300,81900,1736340.0,25800000.0
2018-01-17,66600,68000,66600,67500,68466,1741500.0,25800000.0
2018-01-18,67300,67600,66400,66800,70734,1723440.0,25800000.0
2018-01-19,66300,68000,66300,67200,65384,1733760.0,25800000.0
2018-01-22,66600,69000,66600,67400,81387,1738920.0,25800000.0
2018-01-23,67400,69400,67400,68100,92525,1756980.0,25800000.0
2018-01-24,68400,69700,67900,68900,130987,1777620.0,25800000.0
2018-01-25,68900,70900,68800,70000,215199,1806000.0,25800000.0
2018-01-26,70300,72400,69500,72400,208451,1867920.0,25800000.0
2018-01-29,73200,73600,71100,72800,123716,1878240.0,25800000.0
2018-01-30,72700,76800,72400,76000,365927,1960800.0,25800000.0
2018-01-31,75400,78000,74600,76800,238831,1981440.0,25800000.0
2018-02-01,76500,77000,74200,74900,165881,1932420.0,25800000.0
2018-02-02,74300,76100,74200,75700,134807,1953060.0,25800000.0
2018-02-05,74100,75300,73800,73900,107127,1906620.0,25800000.0
2018-02-06,70700,74200,70000,73500,145931,1896300.0,25800000.0
2018-02-07,74000,74500,71600,72000,119795,1857600.0,25800000.0
2018-02-08,72000,72900,70900,71300,135686,1839540.0,25800000.0
2018-02-09,68000,72500,67900,71700,100864,1849860.0,25800000.0
2018-02-12,72000,72200,70100,71600,80371,1847280.0,25800000.0
2018-02-13,71100,72500,69200,69200,116929,1785360.0,25800000.0
2018-02-14,67500,71400,67200,71300,98667,1839540.0,25800000.0
2018-02-19,71900,73300,71400,72400,56920,1867920.0,25800000.0
