롯데칠성음료(005300),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2009-11-23,82807,84007,82807,84008,1958,1039251.0,1237203.0
2009-11-24,84007,84307,83607,84008,1725,1039251.0,1237203.0
2009-11-25,83607,84407,83107,83508,3515,1033065.0,1237203.0
2009-11-26,83007,83807,82307,82607,2539,1021930.0,1237203.0
2009-11-27,82407,82907,80807,81307,4480,1005846.0,1237203.0
2009-11-30,82507,82507,81307,82507,3768,1020692.0,1237203.0
2009-12-01,81807,82707,81707,82507,1923,1020692.0,1237203.0
2009-12-02,82107,82907,82007,82107,2334,1015744.0,1237203.0
2009-12-03,81807,82607,81607,82007,1382,1014506.0,1237203.0
2009-12-04,81907,83507,81907,82607,1403,1021930.0,1237203.0
2009-12-07,83507,83507,82707,83007,771,1026878.0,1237203.0
2009-12-08,82507,84507,82407,84508,4342,1045437.0,1237203.0
2009-12-09,84707,87807,84507,86808,52214,1073892.0,1237203.0
2009-12-10,86807,88207,86007,88008,7329,1088739.0,1237203.0
2009-12-11,88007,88807,87307,88508,3000,1094925.0,1237203.0
2009-12-14,88507,88907,87207,88508,3341,1094925.0,1237203.0
2009-12-15,88507,88907,87207,88808,1501,1098636.0,1237203.0
2009-12-16,89107,89207,88007,88608,1525,1096162.0,1237203.0
2009-12-17,88407,88407,86807,87508,1948,1082553.0,1237203.0
2009-12-18,87307,87507,85507,86208,1705,1066469.0,1237203.0
2009-12-21,86707,86707,84907,86408,1205,1068943.0,1237203.0
2009-12-22,86207,86907,85807,86208,951,1066469.0,1237203.0
2009-12-23,86207,87107,86207,86608,1330,1071418.0,1237203.0
2009-12-24,86407,88407,86407,87908,2298,1087501.0,1237203.0
2009-12-28,87207,88607,86407,87408,2594,1081315.0,1237203.0
2009-12-29,86807,87407,86007,86008,1429,1063995.0,1237203.0
2009-12-30,86007,86607,84307,84308,3015,1042962.0,1237203.0
2010-01-04,84207,84907,83507,84108,2010,1040488.0,1237203.0
2010-01-05,84107,88007,84107,86708,4211,1072655.0,1237203.0
2010-01-06,86707,86707,85607,85608,1422,1059046.0,1237203.0
2010-01-07,85207,85607,85107,85608,1334,1059046.0,1237203.0
2010-01-08,84807,87007,84807,87008,638,1076367.0,1237203.0
2010-01-11,86107,87507,85907,87108,1934,1077604.0,1237203.0
2010-01-12,87107,87107,85607,85708,1460,1060283.0,1237203.0
2010-01-13,85207,85907,84207,84308,1179,1042962.0,1237203.0
2010-01-14,84107,85107,84007,84408,1816,1044199.0,1237203.0
2010-01-15,84007,86007,83607,84408,1478,1044199.0,1237203.0
2010-01-18,84407,84407,82507,83007,2029,1026878.0,1237203.0
2010-01-19,82707,84407,82707,83808,884,1036776.0,1237203.0
2010-01-20,83307,84207,83007,83707,1759,1035539.0,1237203.0
2010-01-21,83207,84407,83207,84408,535,1044199.0,1237203.0
2010-01-22,84307,84707,82107,82407,1948,1019455.0,1237203.0
2010-01-25,82707,83507,82007,82107,1673,1015744.0,1237203.0
2010-01-26,82107,83007,81007,81607,2866,1009558.0,1237203.0
2010-01-27,81807,81907,80707,80807,966,999660.0,1237203.0
2010-01-28,81007,82207,80807,81807,1225,1012032.0,1237203.0
2010-01-29,82207,82807,81407,82807,1976,1024404.0,1237203.0
2010-02-01,82307,84107,81507,81507,2392,1008320.0,1237203.0
2010-02-02,81707,82407,81507,81607,2228,1009558.0,1237203.0
2010-02-03,81607,82307,81107,81607,1491,1009558.0,1237203.0
2010-02-04,81607,81607,80807,80907,1726,1000897.0,1237203.0
2010-02-05,80407,80907,79407,79807,1837,987288.0,1237203.0
2010-02-08,81007,81007,79007,79307,1125,981102.0,1237203.0
2010-02-09,79307,80607,79007,79107,1531,978628.0,1237203.0
2010-02-10,79107,79207,77706,78307,2112,968730.0,1237203.0
2010-02-11,79107,81407,78907,80907,1793,1000897.0,1237203.0
2010-02-12,80207,80207,78907,79107,2124,978628.0,1237203.0
2010-02-16,78807,80407,78807,79407,561,982339.0,1237203.0
2010-02-17,80907,80907,79607,80707,946,998423.0,1237203.0
2010-02-18,81107,83007,80707,82707,1493,1023167.0,1237203.0
2010-02-19,82907,82907,81007,82107,634,1015744.0,1237203.0
2010-02-22,82107,83607,82107,82507,1697,1020692.0,1237203.0
2010-02-23,82507,82707,81707,82307,1832,1018218.0,1237203.0
2010-02-24,82507,82507,80807,81107,1298,1003372.0,1237203.0
2010-02-25,81207,81507,80207,80207,1183,992237.0,1237203.0
2010-02-26,80207,81707,80207,81107,2258,1003372.0,1237203.0
2010-03-02,81107,83007,81007,82907,1998,1025641.0,1237203.0
2010-03-03,82107,83307,82107,83108,1132,1028116.0,1237203.0
2010-03-04,83307,83607,82307,83007,1838,1026878.0,1237203.0
2010-03-05,82607,84107,82607,84108,2527,1040488.0,1237203.0
2010-03-08,83107,84007,83007,83808,1110,1036776.0,1237203.0
2010-03-09,83207,84907,83207,84908,2646,1050385.0,1237203.0
2010-03-10,84907,86307,84907,86208,4208,1066469.0,1237203.0
2010-03-11,86207,88207,86207,87808,7104,1086264.0,1237203.0
2010-03-12,87907,88607,86707,87608,2283,1083790.0,1237203.0
2010-03-15,88107,88107,86007,86108,1405,1065232.0,1237203.0
2010-03-16,86107,86307,85507,85708,1453,1060283.0,1237203.0
2010-03-17,87007,87807,87007,87408,2011,1081315.0,1237203.0
2010-03-18,87407,88307,87007,88308,2858,1092450.0,1237203.0
2010-03-19,87707,88007,86507,86508,4010,1070181.0,1237203.0
2010-03-22,86507,87207,83907,84308,3010,1042962.0,1237203.0
2010-03-23,84507,85807,84507,85808,703,1061520.0,1237203.0
2010-03-24,85407,86807,85407,86308,718,1067706.0,1237203.0
2010-03-25,86907,86907,85807,85908,718,1062757.0,1237203.0
2010-03-26,85107,85907,85007,85108,1159,1052860.0,1237203.0
2010-03-29,84507,86007,84507,85708,1058,1060283.0,1237203.0
2010-03-30,84707,86007,84707,85808,1097,1061520.0,1237203.0
2010-03-31,85807,86507,84707,86508,1119,1070181.0,1237203.0
2010-04-01,86407,86807,85607,86108,607,1065232.0,1237203.0
2010-04-02,85507,85707,84007,84208,1543,1041725.0,1237203.0
2010-04-05,83907,84207,83507,83707,1112,1035539.0,1237203.0
2010-04-06,83707,84507,83707,84408,833,1044199.0,1237203.0
2010-04-07,84407,85707,83807,85208,2470,1054097.0,1237203.0
2010-04-08,85207,85207,84107,85208,852,1054097.0,1237203.0
2010-04-09,84507,85107,83907,85108,1021,1052860.0,1237203.0
2010-04-12,84507,85607,84207,85508,1109,1057809.0,1237203.0
2010-04-13,84607,85407,84507,84508,348,1045437.0,1237203.0
2010-04-14,84207,86107,84207,86108,900,1065232.0,1237203.0
2010-04-15,85307,85807,84907,85808,611,1061520.0,1237203.0
2010-04-16,84807,85607,83507,85008,1726,1051623.0,1237203.0
2010-04-19,85307,85407,84007,84108,795,1040488.0,1237203.0
2010-04-20,84207,85607,84107,85508,1743,1057809.0,1237203.0
2010-04-21,84707,85907,84707,85008,787,1051623.0,1237203.0
2010-04-22,84307,84307,83307,83307,1822,1030590.0,1237203.0
2010-04-23,83407,83707,82907,82907,888,1025641.0,1237203.0
2010-04-26,82707,84507,82707,82907,1226,1025641.0,1237203.0
2010-04-27,82707,83707,82607,82907,3757,1025641.0,1237203.0
2010-04-28,82507,83007,81707,82807,1938,1024404.0,1237203.0
2010-04-29,82307,83807,82007,83608,1426,1034302.0,1237203.0
2010-04-30,83907,86307,83707,85608,3239,1059046.0,1237203.0
2010-05-03,85407,86307,84707,85508,739,1057809.0,1237203.0
2010-05-04,85507,86207,84507,85708,1664,1060283.0,1237203.0
2010-05-06,84807,84907,83707,84708,1018,1047911.0,1237203.0
2010-05-07,84507,84507,82307,82807,2255,1024404.0,1237203.0
2010-05-10,83707,84207,81807,83208,1079,1029353.0,1237203.0
2010-05-11,82707,83907,82107,82607,1236,1021930.0,1237203.0
2010-05-12,83307,84007,82607,83108,1209,1028116.0,1237203.0
2010-05-13,82707,84207,82507,84208,1489,1041725.0,1237203.0
2010-05-14,84207,84207,82207,82807,1274,1024404.0,1237203.0
2010-05-17,82507,82907,80507,82907,1519,1025641.0,1237203.0
2010-05-18,81507,83907,81507,83407,1174,1031827.0,1237203.0
2010-05-19,82407,82807,81007,82307,1974,1018218.0,1237203.0
2010-05-20,81507,83107,81207,82307,1618,1018218.0,1237203.0
2010-05-24,81507,82707,80407,80807,1864,999660.0,1237203.0
2010-05-25,80307,80807,76606,76907,3072,951409.0,1237203.0
2010-05-26,76206,79707,76206,78507,2291,971204.0,1237203.0
2010-05-27,77106,79007,77006,78507,1819,971204.0,1237203.0
2010-05-28,78607,81407,78207,78707,2054,973679.0,1237203.0
2010-05-31,79307,80707,78607,78707,2365,973679.0,1237203.0
2010-06-01,78707,79707,78607,78907,1503,976153.0,1237203.0
2010-06-03,78907,79407,78506,79107,6863,978628.0,1237203.0
2010-06-04,79307,79307,77306,78107,2990,966256.0,1237203.0
2010-06-07,77907,78106,77306,77707,1295,961307.0,1237203.0
2010-06-08,78307,78307,77306,78207,1772,967493.0,1237203.0
2010-06-09,77706,78207,77006,77607,2161,960070.0,1237203.0
2010-06-10,77907,78006,76806,76807,2583,950172.0,1237203.0
2010-06-11,77406,77806,76806,77607,1770,960070.0,1237203.0
2010-06-14,77706,79207,77706,78607,2628,972442.0,1237203.0
2010-06-15,79006,79106,78206,78607,1246,972442.0,1237203.0
2010-06-16,78907,79007,78207,79007,1178,977390.0,1237203.0
2010-06-17,78406,79207,77706,78707,3754,973679.0,1237203.0
2010-06-18,78706,80407,78706,80007,7181,989762.0,1237203.0
2010-06-21,80507,81007,79707,79907,4307,988525.0,1237203.0
2010-06-22,79806,80007,79307,80007,2111,989762.0,1237203.0
2010-06-23,80007,80607,79707,80207,2093,992237.0,1237203.0
2010-06-24,80507,80507,79907,80307,1157,993474.0,1237203.0
2010-06-25,80207,80807,79807,80707,1873,998423.0,1237203.0
2010-06-28,80907,81007,80207,81007,733,1002134.0,1237203.0
2010-06-29,81007,81007,80007,80107,862,991000.0,1237203.0
2010-06-30,79107,80007,79007,79307,1408,981102.0,1237203.0
2010-07-01,79207,79507,78506,79307,2646,981102.0,1237203.0
2010-07-02,79307,79507,78907,79107,1711,978628.0,1237203.0
2010-07-05,79307,79607,78506,78607,1099,972442.0,1237203.0
2010-07-06,78307,79007,77706,78507,1983,971204.0,1237203.0
2010-07-07,78506,78506,77106,77407,1776,957595.0,1237203.0
2010-07-08,77706,78506,77706,78107,864,966256.0,1237203.0
2010-07-09,77806,79307,77806,79307,1488,981102.0,1237203.0
2010-07-12,79107,79307,78506,79307,1078,981102.0,1237203.0
2010-07-13,79607,79707,78406,79307,1285,981102.0,1237203.0
2010-07-14,79207,80107,79107,79607,2376,984814.0,1237203.0
2010-07-15,79407,79607,78707,79607,1856,984814.0,1237203.0
2010-07-16,79507,80007,79007,79307,1983,981102.0,1237203.0
2010-07-19,78607,79507,78506,78707,696,973679.0,1237203.0
2010-07-20,78506,79107,78006,78807,1636,974916.0,1237203.0
2010-07-21,79407,79407,78307,78407,1215,969967.0,1237203.0
2010-07-22,78106,78907,77806,78707,875,973679.0,1237203.0
2010-07-23,78307,78807,78207,78507,607,971204.0,1237203.0
2010-07-26,78607,78807,78006,78007,862,965018.0,1237203.0
2010-07-27,78106,78406,77106,77407,3068,957595.0,1237203.0
2010-07-28,77406,78106,77206,78107,1846,966256.0,1237203.0
2010-07-29,78106,79107,77606,79007,1591,977390.0,1237203.0
2010-07-30,79307,79307,78207,78307,700,968730.0,1237203.0
2010-08-02,79207,79207,78207,78907,1362,976153.0,1237203.0
2010-08-03,78506,79507,77907,78407,1867,969967.0,1237203.0
2010-08-04,78207,78707,78006,78507,1127,971204.0,1237203.0
2010-08-05,78207,78707,78106,78507,1100,971204.0,1237203.0
2010-08-06,78207,79307,78106,78807,796,974916.0,1237203.0
2010-08-09,78807,78807,78207,78307,750,968730.0,1237203.0
2010-08-10,78207,79107,78207,78707,2835,973679.0,1237203.0
2010-08-11,79207,79207,77907,77907,936,963781.0,1237203.0
2010-08-12,77907,78307,77706,77707,1291,961307.0,1237203.0
2010-08-13,77706,77907,77406,77407,1311,957595.0,1237203.0
2010-08-16,77506,78307,77006,77307,950,956358.0,1237203.0
2010-08-17,77106,77907,76906,77707,386,961307.0,1237203.0
2010-08-18,77306,77706,77306,77507,573,958832.0,1237203.0
2010-08-19,77306,78307,77306,78307,886,968730.0,1237203.0
2010-08-20,78507,78507,77806,77807,592,962544.0,1237203.0
2010-08-23,77406,78307,77406,77707,632,961307.0,1237203.0
2010-08-24,77406,77706,77206,77207,695,955121.0,1237203.0
2010-08-25,77306,77806,77006,77107,435,953884.0,1237203.0
2010-08-26,77106,77406,76906,76907,565,951409.0,1237203.0
2010-08-27,77106,77206,74306,74607,2967,922953.0,1237203.0
2010-08-30,75006,75606,74806,74907,1504,926665.0,1237203.0
2010-08-31,74706,75406,74506,74507,692,921716.0,1237203.0
2010-09-01,75506,76406,74606,76407,1505,945223.0,1237203.0
2010-09-02,76006,77907,76006,77807,1949,962544.0,1237203.0
2010-09-03,77406,78207,76806,77907,906,963781.0,1237203.0
2010-09-06,77506,77706,75906,76007,1979,940274.0,1237203.0
2010-09-07,75606,76406,75406,75507,1178,934088.0,1237203.0
2010-09-08,75106,76406,75106,75907,945,939037.0,1237203.0
2010-09-09,75606,76006,75006,75007,1642,927902.0,1237203.0
2010-09-10,75106,75806,74706,74807,2526,925428.0,1237203.0
2010-09-13,74806,75306,74606,74607,2812,922953.0,1237203.0
2010-09-14,74706,74906,74206,74307,2613,919242.0,1237203.0
2010-09-15,74506,75806,74506,75607,3680,935325.0,1237203.0
2010-09-16,75606,76106,75206,75907,2968,939037.0,1237203.0
2010-09-17,76106,77106,75906,76107,4082,941511.0,1237203.0
2010-09-20,77006,77006,76006,76107,2278,941511.0,1237203.0
2010-09-24,76706,76706,76006,76507,2593,946460.0,1237203.0
2010-09-27,76506,76606,75706,75807,1735,937800.0,1237203.0
2010-09-28,75306,76106,75006,75507,2234,934088.0,1237203.0
2010-09-29,75406,76706,75206,76607,1737,947697.0,1237203.0
2010-09-30,76506,77206,76506,77007,1386,952646.0,1237203.0
2010-10-01,76606,77406,76606,77107,1592,953884.0,1237203.0
2010-10-04,77106,77806,77106,77807,2088,962544.0,1237203.0
2010-10-05,77806,79207,77406,79207,2641,979865.0,1237203.0
2010-10-06,78807,79507,78307,78407,1149,969967.0,1237203.0
2010-10-07,79007,79207,77806,78407,2477,969967.0,1237203.0
2010-10-08,78906,79106,78606,78607,1869,972442.0,1237203.0
2010-10-11,79107,79107,77907,78207,1011,967493.0,1237203.0
2010-10-12,78006,78307,77206,77607,1371,960070.0,1237203.0
2010-10-13,77606,79007,77206,78807,1505,974916.0,1237203.0
2010-10-14,78207,81607,78207,80207,5130,992237.0,1237203.0
2010-10-15,81507,81507,79507,79907,1104,988525.0,1237203.0
2010-10-18,80207,80807,78506,78507,1474,971204.0,1237203.0
2010-10-19,78506,79207,77406,77407,1495,957595.0,1237203.0
2010-10-20,77406,78307,76306,77507,1844,958832.0,1237203.0
2010-10-21,77106,77806,76306,76507,2696,946460.0,1237203.0
2010-10-22,76306,77606,76306,76707,867,948935.0,1237203.0
2010-10-25,76906,79207,76806,78507,1147,971204.0,1237203.0
2010-10-26,78506,80007,77706,79207,2130,979865.0,1237203.0
2010-10-27,79407,80007,78907,78907,1298,976153.0,1237203.0
2010-10-28,78607,78607,77606,77807,1169,962544.0,1237203.0
2010-10-29,77907,78207,77106,77107,1664,953884.0,1237203.0
2010-11-01,77206,78106,76106,76707,1708,948935.0,1237203.0
2010-11-02,76906,76906,75406,76107,1468,941511.0,1237203.0
2010-11-03,76106,77006,76006,76207,2101,942749.0,1237203.0
2010-11-04,76706,77506,76306,77407,723,957595.0,1237203.0
2010-11-05,77706,78406,77006,78407,2189,969967.0,1237203.0
2010-11-08,78207,79107,77506,79007,1077,977390.0,1237203.0
2010-11-09,78906,80207,78206,80007,2981,989762.0,1237203.0
2010-11-10,80007,80907,79807,80907,3168,1000897.0,1237203.0
2010-11-11,80907,81207,80007,80007,3911,989762.0,1237203.0
2010-11-12,81307,81407,78406,79307,1408,981102.0,1237203.0
2010-11-15,79907,80407,78506,78607,747,972442.0,1237203.0
2010-11-16,78106,79407,77406,78307,1388,968730.0,1237203.0
2010-11-17,78607,79507,77606,79107,950,978628.0,1237203.0
2010-11-18,79007,82207,78207,82107,2935,1015744.0,1237203.0
2010-11-19,82107,82807,81207,82607,1670,1021930.0,1237203.0
2010-11-22,82007,83707,82007,82107,2294,1015744.0,1237203.0
2010-11-23,82607,82607,80607,81307,1003,1005846.0,1237203.0
2010-11-24,79507,81007,79507,79707,2099,986051.0,1237203.0
2010-11-25,79807,82007,79407,81507,961,1008320.0,1237203.0
2010-11-26,81507,82507,79907,80507,1215,995948.0,1237203.0
2010-11-29,80607,82207,80407,81607,2455,1009558.0,1237203.0
2010-11-30,81307,82707,80707,82707,2207,1023167.0,1237203.0
2010-12-01,82207,83107,82007,82207,1110,1016981.0,1237203.0
2010-12-02,81207,83507,81207,82907,1535,1025641.0,1237203.0
2010-12-03,82507,84107,82207,83908,1414,1038013.0,1237203.0
2010-12-06,83207,84207,82807,83508,926,1033065.0,1237203.0
2010-12-07,83507,86307,82707,86308,3556,1067706.0,1237203.0
2010-12-08,85107,86207,85007,86208,1429,1066469.0,1237203.0
2010-12-09,85307,86307,83707,84908,4612,1050385.0,1237203.0
2010-12-10,84907,86007,83307,85608,5046,1059046.0,1237203.0
2010-12-13,86207,86207,85307,85808,1076,1061520.0,1237203.0
2010-12-14,84807,86107,84507,85208,1172,1054097.0,1237203.0
2010-12-15,85107,86307,84207,86308,1362,1067706.0,1237203.0
2010-12-16,86307,91908,85707,90408,4557,1118432.0,1237203.0
2010-12-17,89607,92208,88507,91508,3136,1132041.0,1237203.0
2010-12-20,91208,92008,88207,91708,2675,1134515.0,1237203.0
2010-12-21,92308,92408,90708,91708,4315,1134515.0,1237203.0
2010-12-22,91708,94508,91208,94508,4403,1169157.0,1237203.0
2010-12-23,95108,95808,93708,94508,3511,1169157.0,1237203.0
2010-12-24,94808,95808,94508,94909,1135,1174106.0,1237203.0
2010-12-27,94808,95008,93908,94008,1320,1162971.0,1237203.0
2010-12-28,94008,94808,93908,94408,1750,1167920.0,1237203.0
2010-12-29,92708,94908,92708,93908,1216,1161734.0,1237203.0
2010-12-30,93808,96308,92908,96009,2876,1187715.0,1237203.0
2011-01-03,95208,96708,92508,92708,3111,1146887.0,1237203.0
2011-01-04,91708,94808,91608,93708,2216,1159259.0,1237203.0
2011-01-05,93708,95008,92908,93908,1806,1161734.0,1237203.0
2011-01-06,92208,94808,92108,92808,2403,1148124.0,1237203.0
2011-01-07,92208,94908,91608,94909,1869,1174106.0,1237203.0
2011-01-10,93708,94908,92708,93908,1347,1161734.0,1237203.0
2011-01-11,92608,94708,92608,93708,1997,1159259.0,1237203.0
2011-01-12,92508,92708,91808,92208,1827,1140701.0,1237203.0
2011-01-13,91008,91908,90008,90408,4789,1118432.0,1237203.0
2011-01-14,90008,91908,88607,91308,1892,1129566.0,1237203.0
2011-01-17,89708,91808,89708,90808,1141,1123380.0,1237203.0
2011-01-18,89607,91908,89607,90008,983,1113483.0,1237203.0
2011-01-19,90408,92508,90008,90808,1437,1123380.0,1237203.0
2011-01-20,90808,91308,89908,90808,1219,1123380.0,1237203.0
2011-01-21,90808,91008,89607,90708,1176,1122143.0,1237203.0
2011-01-24,89607,90708,88907,89508,1517,1107297.0,1237203.0
2011-01-25,89607,92508,88607,92208,2187,1140701.0,1237203.0
2011-01-26,90708,93008,90508,92208,1010,1140701.0,1237203.0
2011-01-27,92208,92608,91308,91808,1153,1135752.0,1237203.0
2011-01-28,91308,91908,90508,91008,1139,1125855.0,1237203.0
2011-01-31,91008,91008,88607,88608,3597,1096162.0,1237203.0
2011-02-01,88607,95108,88007,89208,4058,1103585.0,1237203.0
2011-02-07,91008,92608,90508,92208,2612,1140701.0,1237203.0
2011-02-08,91408,93008,91408,92408,2609,1143176.0,1237203.0
2011-02-09,92008,92608,91308,92608,790,1145650.0,1237203.0
2011-02-10,92408,92708,91108,91408,2324,1130804.0,1237203.0
2011-02-11,91508,92408,91108,91908,1367,1136990.0,1237203.0
2011-02-14,91008,92308,90508,90508,921,1119669.0,1237203.0
2011-02-15,90107,90708,89407,90208,1217,1115957.0,1237203.0
2011-02-16,90908,92408,89708,92408,2185,1143176.0,1237203.0
2011-02-17,92408,92508,91008,92208,1834,1140701.0,1237203.0
2011-02-18,93808,93808,92008,92908,1328,1149362.0,1237203.0
2011-02-21,91508,92208,91008,92008,840,1138227.0,1237203.0
2011-02-22,92408,92408,89607,90408,1424,1118432.0,1237203.0
2011-02-23,90408,91908,89507,91608,1284,1133278.0,1237203.0
2011-02-24,92208,92308,90608,91008,1263,1125855.0,1237203.0
2011-02-25,90308,92408,90008,92008,1712,1138227.0,1237203.0
2011-02-28,92108,92608,90408,91908,2722,1136990.0,1237203.0
2011-03-02,90708,92708,90508,91108,3932,1127092.0,1237203.0
2011-03-03,91208,91608,90108,90408,5787,1118432.0,1237203.0
2011-03-04,90708,92008,90108,91008,3862,1125855.0,1237203.0
2011-03-07,90308,91508,89207,90008,1044,1113483.0,1237203.0
2011-03-08,90508,91608,89207,90708,3045,1122143.0,1237203.0
2011-03-09,91008,92808,90308,92408,1395,1143176.0,1237203.0
2011-03-10,93608,94708,92508,92908,3225,1149362.0,1237203.0
2011-03-11,93708,93708,91508,92508,1500,1144413.0,1237203.0
2011-03-14,91008,93708,87907,93408,2031,1155548.0,1237203.0
2011-03-15,90808,94408,90308,90508,2362,1119669.0,1237203.0
2011-03-16,92008,94408,91008,94408,2252,1167920.0,1237203.0
2011-03-17,94508,95808,94208,95709,3340,1184003.0,1237203.0
2011-03-18,94408,98008,94408,97109,2694,1201324.0,1237203.0
2011-03-21,97108,100809,97108,99509,1539,1231017.0,1237203.0
2011-03-22,100609,102709,99808,102309,3409,1265659.0,1237203.0
2011-03-23,102309,103309,101609,102809,1949,1271845.0,1237203.0
2011-03-24,102909,103809,101509,103709,1933,1282980.0,1237203.0
2011-03-25,102609,107009,102309,107010,2400,1323807.0,1237203.0
2011-03-28,106909,107709,105109,105609,1668,1306486.0,1237203.0
2011-03-29,105609,106509,103009,105109,1437,1300300.0,1237203.0
2011-03-30,104309,106009,103209,104409,2714,1291640.0,1237203.0
2011-03-31,104509,107609,104409,107410,4401,1328756.0,1237203.0
2011-04-01,107809,107809,106009,107110,2419,1325044.0,1237203.0
2011-04-04,105709,109009,105709,108810,4335,1346077.0,1237203.0
2011-04-05,108009,108109,107109,107910,4300,1334942.0,1237203.0
2011-04-06,107609,108809,107009,107610,1660,1331230.0,1237203.0
2011-04-07,108709,108709,104409,105710,2699,1307724.0,1237203.0
2011-04-08,104109,106309,103509,105209,1941,1301538.0,1237203.0
2011-04-11,104309,105209,103909,104109,1360,1287928.0,1237203.0
2011-04-12,103109,103409,101509,101509,2046,1255761.0,1237203.0
2011-04-13,101009,103309,100308,102509,1420,1268133.0,1237203.0
2011-04-14,102009,103609,100809,103609,2989,1281742.0,1237203.0
2011-04-15,102609,106009,102609,105509,1372,1305249.0,1237203.0
2011-04-18,108009,108009,105009,105509,2863,1305249.0,1237203.0
2011-04-19,105409,105909,102609,104909,2133,1297826.0,1237203.0
2011-04-20,104509,106709,103609,104709,3053,1295352.0,1237203.0
2011-04-21,104609,106809,104609,106010,1789,1311435.0,1237203.0
2011-04-22,106009,110909,104509,109510,3219,1354737.0,1237203.0
2011-04-25,109409,114310,108309,112310,3018,1389379.0,1237203.0
2011-04-26,113110,113110,111210,111910,2435,1384430.0,1237203.0
2011-04-27,112010,115010,111910,114010,3301,1410411.0,1237203.0
2011-04-28,114210,115010,112710,114010,4635,1410411.0,1237203.0
2011-04-29,113010,115410,112110,114810,2357,1420309.0,1237203.0
2011-05-02,114210,115510,114210,115010,3340,1422783.0,1237203.0
2011-05-03,114210,117610,114010,114210,3434,1412886.0,1237203.0
2011-05-04,113610,115210,113510,114310,4668,1414123.0,1237203.0
2011-05-06,112510,114010,110809,111210,4219,1375770.0,1237203.0
2011-05-09,109109,111009,103009,107110,3012,1325044.0,1237203.0
2011-05-11,105609,107909,105209,105410,3462,1304012.0,1237203.0
2011-05-12,105509,107409,103409,105509,3282,1305249.0,1237203.0
2011-05-13,105509,107309,104009,106410,2612,1316384.0,1237203.0
2011-05-16,105409,112510,105209,108010,2313,1336179.0,1237203.0
2011-05-17,108009,110009,107709,107910,1339,1334942.0,1237203.0
2011-05-18,108109,109509,107009,109210,2842,1351026.0,1237203.0
2011-05-19,108409,110909,107809,109210,2380,1351026.0,1237203.0
2011-05-20,109209,110409,107309,110010,2065,1360923.0,1237203.0
2011-05-23,110609,110609,106009,107810,2776,1333705.0,1237203.0
2011-05-24,107809,109809,104709,106010,3545,1311435.0,1237203.0
2011-05-25,107109,107609,104809,106010,4230,1311435.0,1237203.0
2011-05-26,107509,117010,106809,110810,3890,1370821.0,1237203.0
2011-05-27,110009,114110,107809,112810,4016,1395565.0,1237203.0
2011-05-30,113410,113410,111409,112710,1448,1394328.0,1237203.0
2011-05-31,112710,116610,112710,115810,6073,1432681.0,1237203.0
2011-06-01,114910,116410,113510,116010,2387,1435155.0,1237203.0
2011-06-02,115010,115310,112009,112010,3061,1385667.0,1237203.0
2011-06-03,111910,116510,111910,116310,4452,1438867.0,1237203.0
2011-06-07,114910,117010,114110,116511,6915,1441341.0,1237203.0
2011-06-08,116810,120010,116810,119011,3621,1472272.0,1237203.0
2011-06-09,119010,119010,116810,118011,6684,1459900.0,1237203.0
2011-06-10,118810,122911,118810,122011,4624,1509388.0,1237203.0
2011-06-13,122411,124111,119410,120211,4005,1487118.0,1237203.0
2011-06-14,120810,122510,118210,121011,4568,1497016.0,1237203.0
2011-06-15,120910,125411,119710,124711,2883,1542792.0,1237203.0
2011-06-16,126511,126911,123310,125911,2297,1557639.0,1237203.0
2011-06-17,124811,130911,124811,130212,3627,1610838.0,1237203.0
2011-06-20,130411,132011,129511,130212,2943,1610838.0,1237203.0
2011-06-21,131311,131911,129311,129812,1674,1605889.0,1237203.0
2011-06-22,131111,132011,129111,130712,1989,1617024.0,1237203.0
2011-06-23,131211,131211,126511,126911,1901,1570011.0,1237203.0
2011-06-24,126411,131511,116710,130312,2177,1612076.0,1237203.0
2011-06-27,130311,130311,126811,128012,1217,1583620.0,1237203.0
2011-06-28,131011,131811,128011,128012,1459,1583620.0,1237203.0
2011-06-29,129011,131411,129011,129812,1646,1605889.0,1237203.0
2011-06-30,127811,133811,127811,132012,3369,1633108.0,1237203.0
2011-07-01,132711,135712,132211,133712,1036,1654140.0,1237203.0
2011-07-04,135912,139412,133311,137512,2060,1701154.0,1237203.0
2011-07-05,139012,139712,136212,136412,1713,1687545.0,1237203.0
2011-07-06,136712,137812,135512,136512,1442,1688782.0,1237203.0
2011-07-07,136612,137812,134112,134512,2763,1664038.0,1237203.0
2011-07-08,133912,136312,132211,133912,1988,1656615.0,1237203.0
2011-07-11,133912,137012,132511,136012,2899,1682596.0,1237203.0
2011-07-12,134512,137012,133912,136912,1666,1693731.0,1237203.0
2011-07-13,135712,136912,134112,134812,1816,1667750.0,1237203.0
2011-07-14,136412,136412,130311,134012,2239,1657852.0,1237203.0
2011-07-15,134012,136912,132911,136412,1719,1687545.0,1237203.0
2011-07-18,136412,137312,130811,133112,1924,1646717.0,1237203.0
2011-07-19,133912,142812,132711,138112,3282,1708577.0,1237203.0
2011-07-20,138312,147013,138312,146013,3582,1806316.0,1237203.0
2011-07-21,149013,151613,143012,145813,2420,1803842.0,1237203.0
