디아이동일(001530),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
1999-07-27,22853,23726,22768,23645,10530,56800.0,2000000.0
1999-07-28,22893,24140,22893,23560,12660,56600.0,2000000.0
1999-07-29,24308,24556,23142,24558,14940,59000.0,2000000.0
1999-07-30,24973,24973,23309,23976,12390,57600.0,2000000.0
1999-08-02,23352,23977,22977,23810,12440,57200.0,2000000.0
1999-08-03,23435,27348,23435,27349,66800,65700.0,2000000.0
1999-08-04,27305,27637,25473,26642,48840,64000.0,2000000.0
1999-08-05,25809,25809,23811,23810,22410,57200.0,2000000.0
1999-08-06,23309,24142,22894,23645,21250,56800.0,2000000.0
1999-08-09,23060,23726,23060,23352,9870,56100.0,2000000.0
1999-08-10,23392,23725,22601,23394,8360,56200.0,2000000.0
1999-08-11,22641,23724,22641,22645,7280,54400.0,2000000.0
1999-08-12,23143,23557,22725,22893,2540,55000.0,2000000.0
1999-08-13,22643,23642,22225,22230,6760,53400.0,2000000.0
1999-08-16,23309,23309,22225,22311,5850,53600.0,2000000.0
1999-08-17,24807,24807,23143,23310,27480,56000.0,2000000.0
1999-08-18,22642,23310,22560,23145,9030,55600.0,2000000.0
1999-08-19,23142,23557,23142,23270,5630,55900.0,2000000.0
1999-08-20,23142,24890,22806,24558,20970,59000.0,2000000.0
1999-08-23,24723,24891,24057,24643,10750,59200.0,2000000.0
1999-08-24,24764,24890,24222,24725,11870,59400.0,2000000.0
1999-08-25,24722,25387,23890,24558,17070,59000.0,2000000.0
1999-08-26,24557,24724,23809,23976,8630,57600.0,2000000.0
1999-08-27,23975,23975,22893,22893,10250,55000.0,2000000.0
1999-08-30,23558,23809,22894,23310,8960,56000.0,2000000.0
1999-08-31,22894,23642,22225,22230,7700,53400.0,2000000.0
1999-09-01,22475,22974,22058,22063,12370,53000.0,2000000.0
1999-09-02,22476,22476,20978,21019,7850,50500.0,2000000.0
1999-09-03,20643,21144,20394,20562,6110,49400.0,2000000.0
1999-09-06,20395,21394,20395,21063,3990,50600.0,2000000.0
1999-09-07,21643,22643,21309,21978,9200,52800.0,2000000.0
1999-09-08,22059,22393,21227,21520,5260,51700.0,2000000.0
1999-09-09,21269,21978,21269,21480,3990,51600.0,2000000.0
1999-09-10,21478,21978,21144,21480,8670,51600.0,2000000.0
1999-09-13,21478,22477,21478,21561,6500,51800.0,2000000.0
1999-09-14,21060,21977,21060,21230,5290,51000.0,2000000.0
1999-09-15,20935,21227,20643,21230,12260,51000.0,2000000.0
1999-09-16,21227,21477,20811,21063,9330,50600.0,2000000.0
1999-09-17,20728,21019,20478,20896,3320,50200.0,2000000.0
1999-09-20,21309,21394,20811,21312,5350,51200.0,2000000.0
1999-09-21,20894,21643,20894,20979,3880,50400.0,2000000.0
1999-09-22,21476,21476,20643,20647,10460,49600.0,2000000.0
1999-09-27,20728,20811,20311,20397,6630,49000.0,2000000.0
1999-09-28,19980,20812,19980,20021,11460,48100.0,2000000.0
1999-09-29,19980,19980,19231,19316,7040,46400.0,2000000.0
1999-09-30,18313,19312,18313,18565,7140,44600.0,2000000.0
1999-10-01,18564,18564,17315,17566,8640,42200.0,2000000.0
1999-10-04,18980,18980,17647,17649,7780,42400.0,2000000.0
1999-10-05,17649,17815,15817,15820,11360,38000.0,2000000.0
1999-10-06,16066,17898,15735,17899,15910,43000.0,2000000.0
1999-10-07,17647,18230,17397,18064,10110,43400.0,2000000.0
1999-10-08,18314,18648,17355,17733,3510,42600.0,2000000.0
1999-10-11,17815,18481,17732,17983,6460,43200.0,2000000.0
1999-10-12,18312,18893,18062,18898,13690,45400.0,2000000.0
1999-10-13,19062,19062,18313,18813,14660,45200.0,2000000.0
1999-10-14,18647,19146,18314,19148,15180,46000.0,2000000.0
1999-10-15,19313,20395,18564,19232,15550,46200.0,2000000.0
1999-10-18,18731,18895,17981,17983,13610,43200.0,2000000.0
1999-10-19,17981,17981,17191,17899,58910,43000.0,2000000.0
1999-10-20,17897,18604,17897,18148,6200,43600.0,2000000.0
1999-10-21,18146,18647,17980,18064,3970,43400.0,2000000.0
1999-10-22,17898,18981,17898,18648,13150,44800.0,2000000.0
1999-10-25,18813,19147,18396,18648,9950,44800.0,2000000.0
1999-10-26,18481,20395,17898,19563,22540,47000.0,2000000.0
1999-10-27,19563,20352,19563,19814,11300,47600.0,2000000.0
1999-10-28,19768,20811,19562,20562,17990,49400.0,2000000.0
1999-10-29,19894,20935,19894,20231,20070,48600.0,2000000.0
1999-11-01,20811,21852,19229,20231,49770,48600.0,2000000.0
1999-11-02,20228,20228,19438,19649,22140,47200.0,2000000.0
1999-11-03,19729,20146,19312,19730,20110,47400.0,2000000.0
1999-11-04,19729,19729,19479,19730,10770,47400.0,2000000.0
1999-11-05,19729,20146,19479,19649,13770,47200.0,2000000.0
1999-11-08,19230,20147,19230,19482,9160,46800.0,2000000.0
1999-11-09,19480,19564,18981,19440,25890,46700.0,2000000.0
1999-11-10,19895,19895,18980,19148,18980,46000.0,2000000.0
1999-11-11,19229,19312,18313,19064,21530,45800.0,2000000.0
1999-11-12,19061,19395,18479,18481,16290,44400.0,2000000.0
1999-11-15,18480,18480,17230,18064,34770,43400.0,2000000.0
1999-11-16,17857,18147,17647,17649,12920,42400.0,2000000.0
1999-11-17,17645,17688,16854,16899,16630,40600.0,2000000.0
1999-11-18,16732,17398,16732,17234,9120,41400.0,2000000.0
1999-11-19,17315,17898,17065,17149,9130,41200.0,2000000.0
1999-11-22,17231,17858,17231,17691,14120,42500.0,2000000.0
1999-11-23,18231,18231,17065,17484,10740,42000.0,2000000.0
1999-11-24,17729,17979,16731,16817,11200,40400.0,2000000.0
1999-11-25,16815,16898,15982,16025,11400,38500.0,2000000.0
1999-11-26,15816,15816,14984,15070,10880,36200.0,2000000.0
1999-11-29,15150,15150,14317,14985,6670,36000.0,2000000.0
1999-11-30,14984,15398,14567,14902,13770,35800.0,2000000.0
1999-12-01,15067,15398,14734,14902,5510,35800.0,2000000.0
1999-12-02,15233,15317,14734,14734,6680,35400.0,2000000.0
1999-12-03,15233,15233,14400,14403,10900,34600.0,2000000.0
1999-12-06,14524,14567,13983,14069,8150,33800.0,2000000.0
1999-12-07,13737,13818,12903,13279,13800,31900.0,2000000.0
1999-12-08,12903,13569,12154,13320,10090,32000.0,2000000.0
1999-12-09,12485,13319,12485,12905,8370,31000.0,2000000.0
1999-12-10,12736,14816,12736,14610,18290,35100.0,2000000.0
1999-12-13,15316,16772,15066,16317,25460,39200.0,2000000.0
1999-12-14,16564,16648,15733,16317,21580,39200.0,2000000.0
1999-12-15,16316,16316,14568,15362,14680,36900.0,2000000.0
1999-12-16,15441,16314,14607,16317,18930,39200.0,2000000.0
1999-12-17,16398,16440,14650,14902,14010,35800.0,2000000.0
1999-12-20,14983,16231,14983,14985,7220,36000.0,2000000.0
1999-12-21,15067,15067,12902,12905,17590,31000.0,2000000.0
1999-12-22,13319,14235,13068,14236,9030,34200.0,2000000.0
1999-12-23,14319,14402,13402,13778,9930,33100.0,2000000.0
1999-12-24,13859,14568,13859,13903,7760,33400.0,2000000.0
1999-12-27,14483,14984,14151,14778,6090,35500.0,2000000.0
1999-12-28,14940,15398,14734,15402,10490,37000.0,2000000.0
2000-01-04,13736,14441,13151,14152,3960,34000.0,2000000.0
2000-01-05,13986,14110,13320,13736,3790,33000.0,2000000.0
2000-01-06,13818,14360,13360,13611,8470,32700.0,2000000.0
2000-01-07,13738,14110,13487,13736,7060,33000.0,2000000.0
2000-01-10,13818,14153,13068,13320,9840,32000.0,2000000.0
2000-01-11,13319,13444,12902,13153,4290,31600.0,2000000.0
2000-01-12,13233,13233,12317,12488,12500,30000.0,2000000.0
2000-01-13,12525,12819,12152,12653,5650,30400.0,2000000.0
2000-01-14,12901,12985,12483,12653,7440,30400.0,2000000.0
2000-01-17,12819,12985,12483,12611,8970,30300.0,2000000.0
2000-01-18,12609,12694,11944,11946,8400,28700.0,2000000.0
2000-01-19,11736,12154,11153,11155,6370,26800.0,2000000.0
2000-01-20,11196,11738,11111,11739,6190,28200.0,2000000.0
2000-01-21,11903,11903,11237,11655,1680,28000.0,2000000.0
2000-01-24,11654,11904,11404,11821,1410,28400.0,2000000.0
2000-01-25,11487,11945,11322,11739,1670,28200.0,2000000.0
2000-01-26,11821,11821,11404,11781,770,28300.0,2000000.0
2000-01-27,11944,12650,11819,12404,2760,29800.0,2000000.0
2000-01-28,12650,12650,12151,12446,1290,29900.0,2000000.0
2000-01-31,12320,13110,12320,12695,4400,30500.0,2000000.0
2000-02-01,12652,12652,12070,12238,5180,29400.0,2000000.0
2000-02-02,12445,12738,12237,12238,9010,29400.0,2000000.0
2000-02-03,12320,12485,12112,12320,7960,29600.0,2000000.0
2000-02-07,12567,12776,12318,12404,8110,29800.0,2000000.0
2000-02-08,12485,12485,12070,12320,6290,29600.0,2000000.0
2000-02-09,12070,12280,11654,11821,4060,28400.0,2000000.0
2000-02-10,11820,11820,11364,11490,6660,27600.0,2000000.0
2000-02-11,11109,11402,11109,11113,5170,26700.0,2000000.0
2000-02-14,11109,11109,10486,10532,4170,25300.0,2000000.0
2000-02-15,10865,10865,9657,9907,12240,23800.0,2000000.0
2000-02-16,10074,10198,9698,9824,3220,23600.0,2000000.0
2000-02-17,9988,10071,9821,10074,2910,24200.0,2000000.0
2000-02-18,9906,10362,9571,9991,3630,24000.0,2000000.0
2000-02-21,9740,9740,9157,9324,2420,22400.0,2000000.0
2000-02-22,9238,10403,9154,9574,3710,23000.0,2000000.0
2000-02-23,9653,10820,9653,10573,4660,25400.0,2000000.0
2000-02-24,10529,10529,9739,10032,2160,24100.0,2000000.0
2000-02-25,10404,10697,9989,10240,3490,24600.0,2000000.0
2000-02-28,10902,11527,10403,11073,6380,26600.0,2000000.0
2000-02-29,11321,11861,11237,11573,8370,27800.0,2000000.0
2000-03-02,11530,12154,10989,11821,4710,28400.0,2000000.0
2000-03-03,10986,11568,10403,11031,3790,26500.0,2000000.0
2000-03-06,10904,12069,10404,11655,10810,28000.0,2000000.0
2000-03-07,11321,12320,11321,11573,14170,27800.0,2000000.0
2000-03-08,11652,12236,11610,12155,11670,29200.0,2000000.0
2000-03-09,12152,13858,12152,13071,24090,31400.0,2000000.0
2000-03-10,12903,13068,12403,12737,6540,30600.0,2000000.0
2000-03-13,13319,14066,12569,13404,25480,32200.0,2000000.0
2000-03-14,13483,13483,12567,12653,5490,30400.0,2000000.0
2000-03-15,12483,12483,11902,12112,9190,29100.0,2000000.0
2000-03-16,12112,12569,11738,12238,1700,29400.0,2000000.0
2000-03-17,11776,12650,11776,12404,2290,29800.0,2000000.0
2000-03-20,12485,12527,12154,12197,4610,29300.0,2000000.0
2000-03-21,12652,12652,11738,11739,6050,28200.0,2000000.0
2000-03-22,11404,12362,11404,11739,6100,28200.0,2000000.0
2000-03-23,11902,12401,11902,12072,6130,29000.0,2000000.0
2000-03-24,12154,13570,11904,12278,32870,29500.0,2000000.0
2000-03-27,12651,14108,12569,13570,83730,32600.0,2000000.0
2000-03-28,13900,13900,12236,12363,20850,29700.0,2000000.0
2000-03-29,12568,12819,11902,11946,18820,28700.0,2000000.0
2000-03-30,11945,12280,11654,11655,9200,28000.0,2000000.0
2000-03-31,11822,11822,11324,11323,6110,27200.0,2000000.0
2000-04-03,11322,11404,10821,11239,8260,27000.0,2000000.0
2000-04-04,11239,11239,10654,10698,6790,25700.0,2000000.0
2000-04-06,10445,10780,10238,10532,8020,25300.0,2000000.0
2000-04-07,10819,11652,10737,11031,17910,26500.0,2000000.0
2000-04-10,11110,11861,11110,11655,9070,28000.0,2000000.0
2000-04-11,12239,12239,11406,11406,3850,27400.0,2000000.0
2000-04-12,10865,11739,10865,11323,1860,27200.0,2000000.0
2000-04-14,11238,11404,10904,11239,1850,27000.0,2000000.0
2000-04-17,10570,10737,9570,9574,8250,23000.0,2000000.0
2000-04-18,9989,10487,9989,10406,7060,25000.0,2000000.0
2000-04-19,10653,10738,10404,10406,3880,25000.0,2000000.0
2000-04-20,10072,10571,10072,10323,1100,24800.0,2000000.0
2000-04-21,10403,10903,10403,10614,2900,25500.0,2000000.0
2000-04-24,10611,10780,10403,10573,1520,25400.0,2000000.0
2000-04-25,10571,10697,10239,10281,2180,24700.0,2000000.0
2000-04-26,10654,10654,9989,10032,4010,24100.0,2000000.0
2000-04-27,10239,10239,9906,9991,1960,24000.0,2000000.0
2000-04-28,10488,10488,9989,9991,2680,24000.0,2000000.0
2000-05-02,9988,10403,9988,10074,1890,24200.0,2000000.0
2000-05-03,10154,10321,9654,10281,1570,24700.0,2000000.0
2000-05-04,10279,11109,10279,10655,3290,25600.0,2000000.0
2000-05-08,10819,10819,10485,10490,370,25200.0,2000000.0
2000-05-09,10905,10905,10654,10739,610,25800.0,2000000.0
2000-05-10,10486,10820,10403,10655,320,25600.0,2000000.0
2000-05-12,10904,11028,10404,10406,7130,25000.0,2000000.0
2000-05-15,10738,10738,9989,10406,7460,25000.0,2000000.0
2000-05-16,10571,10738,10197,10240,1000,24600.0,2000000.0
2000-05-17,11737,11737,9156,9158,10230,22000.0,2000000.0
2000-05-18,9155,9738,8572,8658,8700,20800.0,2000000.0
2000-05-19,8573,9947,8324,8825,28070,21200.0,2000000.0
2000-05-22,8821,9281,8740,8949,11050,21500.0,2000000.0
2000-05-23,9324,9324,8324,8741,4270,21000.0,2000000.0
2000-05-24,9112,9112,8571,8991,7270,21600.0,2000000.0
2000-05-25,9029,10320,8987,9532,9970,22900.0,2000000.0
2000-05-26,9571,9571,8822,9075,10200,21800.0,2000000.0
2000-05-29,8490,9364,8490,9075,10300,21800.0,2000000.0
2000-05-30,9073,10323,9073,9824,12770,23600.0,2000000.0
2000-05-31,9989,10404,9821,10406,11120,25000.0,2000000.0
2000-06-01,10155,11071,10073,10739,30690,25800.0,2000000.0
2000-06-02,11153,11153,10154,10365,18010,24900.0,2000000.0
2000-06-05,10485,11068,10485,10989,9020,26400.0,2000000.0
2000-06-07,11154,11364,10529,11239,18080,27000.0,2000000.0
2000-06-08,10861,11485,10819,11073,16710,26600.0,2000000.0
2000-06-09,11236,11236,10652,11073,5160,26600.0,2000000.0
2000-06-12,10697,11572,10697,11406,11770,27400.0,2000000.0
2000-06-13,11654,11654,11070,11239,7570,27000.0,2000000.0
2000-06-14,11362,11362,10819,11073,10090,26600.0,2000000.0
2000-06-15,10651,11443,10402,10989,4140,26400.0,2000000.0
2000-06-16,10485,11818,10402,10490,9090,25200.0,2000000.0
2000-06-19,10781,10863,10321,10365,3340,24900.0,2000000.0
2000-06-20,10363,10738,10322,10739,1570,25800.0,2000000.0
2000-06-21,10781,10821,10488,10739,740,25800.0,2000000.0
2000-06-22,10737,10737,10402,10447,4010,25100.0,2000000.0
2000-06-23,10487,10781,10321,10323,2360,24800.0,2000000.0
2000-06-26,10822,11862,10822,11863,67110,28500.0,2000000.0
2000-06-27,11987,13068,11862,12238,63630,29400.0,2000000.0
2000-06-28,11986,12819,11652,12072,27130,29000.0,2000000.0
2000-06-29,11820,12320,11404,11449,13180,27500.0,2000000.0
2000-06-30,11485,11903,11278,11905,11950,28600.0,2000000.0
2000-07-03,12112,13652,11904,13653,80160,32800.0,2000000.0
2000-07-04,13692,13692,12482,12488,32240,30000.0,2000000.0
2000-07-05,12524,12735,11943,12488,22700,30000.0,2000000.0
2000-07-06,12482,12818,12192,12569,6440,30200.0,2000000.0
2000-07-07,12361,12821,12112,12278,23170,29500.0,2000000.0
2000-07-10,12608,12693,12109,12488,14430,30000.0,2000000.0
2000-07-11,12110,12359,11902,12112,12330,29100.0,2000000.0
2000-07-12,12112,12154,11821,11863,14650,28500.0,2000000.0
2000-07-13,11695,12152,11695,12072,4060,29000.0,2000000.0
2000-07-14,12112,12112,11738,11781,7980,28300.0,2000000.0
2000-07-18,11487,11779,11239,11281,4080,27100.0,2000000.0
2000-07-19,11070,11654,10821,11196,11220,26900.0,2000000.0
2000-07-20,11196,11446,10904,11239,3810,27000.0,2000000.0
2000-07-21,11070,12902,11070,12905,89830,31000.0,2000000.0
2000-07-24,12069,12861,10987,11155,54570,26800.0,2000000.0
2000-07-25,11153,11569,10987,11155,15810,26800.0,2000000.0
2000-07-26,11235,11361,10818,10989,9540,26400.0,2000000.0
2000-07-27,10821,11155,10613,10698,9140,25700.0,2000000.0
2000-07-28,10570,10945,10528,10655,5550,25600.0,2000000.0
2000-07-31,10652,10695,10403,10655,1960,25600.0,2000000.0
2000-08-01,10651,11152,10651,10989,2550,26400.0,2000000.0
2000-08-02,11070,11238,10821,11239,4620,27000.0,2000000.0
2000-08-03,11237,11237,10945,11155,2350,26800.0,2000000.0
2000-08-04,11069,11278,10819,11031,8100,26500.0,2000000.0
2000-08-07,11028,11028,10404,10406,6200,25000.0,2000000.0
2000-08-08,10402,11026,10402,10447,8880,25100.0,2000000.0
2000-08-09,10613,11155,10405,10822,2170,26000.0,2000000.0
2000-08-10,10902,11069,10695,11073,3780,26600.0,2000000.0
2000-08-11,10904,11903,10738,11573,11970,27800.0,2000000.0
2000-08-14,11737,11737,11321,11573,4360,27800.0,2000000.0
2000-08-16,11820,12069,11653,11905,8430,28600.0,2000000.0
2000-08-17,11696,12069,11486,11490,7180,27600.0,2000000.0
2000-08-18,11488,11863,11366,11364,5250,27300.0,2000000.0
2000-08-21,11324,11406,11155,11406,2260,27400.0,2000000.0
2000-08-22,11406,11656,11281,11364,860,27300.0,2000000.0
2000-08-23,11403,11403,11069,11155,2210,26800.0,2000000.0
2000-08-24,11069,11153,10903,11155,1540,26800.0,2000000.0
2000-08-25,11402,11402,10902,10905,2380,26200.0,2000000.0
2000-08-28,10985,11068,10985,10989,2550,26400.0,2000000.0
2000-08-29,11195,11402,11069,11073,2010,26600.0,2000000.0
2000-08-30,11152,11277,10985,10989,2100,26400.0,2000000.0
2000-08-31,10987,10987,10652,10905,8300,26200.0,2000000.0
2000-09-01,10818,11026,10736,10947,2400,26300.0,2000000.0
2000-09-04,10989,11738,10989,11281,17120,27100.0,2000000.0
2000-09-05,11322,11486,11154,11239,11260,27000.0,2000000.0
2000-09-06,11072,11448,11072,11406,5510,27400.0,2000000.0
2000-09-07,11321,12236,11237,11655,18460,28000.0,2000000.0
2000-09-08,11238,11570,11238,11239,5690,27000.0,2000000.0
2000-09-14,11653,11653,11153,11155,4240,26800.0,2000000.0
2000-09-15,11154,11486,10988,11239,2420,27000.0,2000000.0
2000-09-18,11069,11069,9988,10655,13000,25600.0,2000000.0
