대한화섬(003830),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
1999-03-05,50800,51100,50500,51100,1400,67861.0,1328000.0
1999-03-08,51100,53000,50500,53000,21880,70384.0,1328000.0
1999-03-09,53000,53000,51000,52000,9360,69056.0,1328000.0
1999-03-10,52000,52900,51900,52000,1790,69056.0,1328000.0
1999-03-11,52100,52800,51400,52100,3780,69189.0,1328000.0
1999-03-12,52100,52800,51600,52800,2110,70118.0,1328000.0
1999-03-15,52800,53800,52500,52500,2840,69720.0,1328000.0
1999-03-16,53100,53500,52500,53000,3530,70384.0,1328000.0
1999-03-17,53000,53000,52000,52700,1540,69986.0,1328000.0
1999-03-18,52700,52700,51600,51600,1210,68525.0,1328000.0
1999-03-19,52000,53400,52000,52300,1740,69454.0,1328000.0
1999-03-22,52300,53400,52300,52300,10890,69454.0,1328000.0
1999-03-23,52200,53700,51600,53700,3280,71314.0,1328000.0
1999-03-24,53500,56900,52500,55500,9730,73704.0,1328000.0
1999-03-25,54000,57000,54000,57000,4980,75696.0,1328000.0
1999-03-26,57000,57000,55500,56500,1380,75032.0,1328000.0
1999-03-29,52200,56500,52200,56500,1740,75032.0,1328000.0
1999-03-30,57000,57000,56500,57000,1860,75696.0,1328000.0
1999-03-31,55100,58000,55100,58000,1790,77024.0,1328000.0
1999-04-01,57200,61900,57200,60400,9010,80211.0,1328000.0
1999-04-02,62000,62000,58500,59900,2000,79547.0,1328000.0
1999-04-06,59900,60800,59000,59000,5630,78352.0,1328000.0
1999-04-07,59500,60500,59300,59300,7120,78750.0,1328000.0
1999-04-08,59400,60500,59000,59600,3980,79149.0,1328000.0
1999-04-09,61000,61000,59600,60000,1700,79680.0,1328000.0
1999-04-12,60500,60500,60000,60000,4780,79680.0,1328000.0
1999-04-13,60100,63000,58700,60100,6310,79813.0,1328000.0
1999-04-14,61600,61600,60500,60600,1310,80477.0,1328000.0
1999-04-15,60800,62400,60000,62000,10110,82336.0,1328000.0
1999-04-16,62100,66000,62000,64000,6270,84992.0,1328000.0
1999-04-19,66000,67500,64100,65600,7610,87117.0,1328000.0
1999-04-20,66000,68100,66000,66500,10790,88312.0,1328000.0
1999-04-21,66500,66800,64600,64800,9100,86054.0,1328000.0
1999-04-22,64800,64800,62200,64500,3450,85656.0,1328000.0
1999-04-23,65300,66000,64100,65000,2630,86320.0,1328000.0
1999-04-26,65000,66900,65000,66000,1620,87648.0,1328000.0
1999-04-27,66500,68000,66000,68000,5480,90304.0,1328000.0
1999-04-28,68000,75300,66500,73000,5170,96944.0,1328000.0
1999-04-29,70000,73900,70000,72900,12010,96811.0,1328000.0
1999-04-30,72000,73000,70100,72900,3470,96811.0,1328000.0
1999-05-03,78500,78500,71500,73000,740,96944.0,1328000.0
1999-05-04,73500,82000,73500,82000,13890,108896.0,1328000.0
1999-05-06,89000,90000,72000,89000,29340,118192.0,1328000.0
1999-05-07,88000,90000,85100,87000,16370,115536.0,1328000.0
1999-05-10,87000,97000,85000,95000,25900,126160.0,1328000.0
1999-05-11,95000,96500,91000,91000,12470,120848.0,1328000.0
1999-05-12,92000,92000,85000,87000,2070,115536.0,1328000.0
1999-05-13,86500,86500,75000,81000,10670,107568.0,1328000.0
1999-05-14,83900,83900,75000,76500,6870,101592.0,1328000.0
1999-05-17,77500,77500,72000,73900,3380,98139.0,1328000.0
1999-05-18,70000,75000,70000,73000,2010,96944.0,1328000.0
1999-05-19,76000,79900,75000,75500,8920,100264.0,1328000.0
1999-05-20,76000,80000,72000,75000,4630,99600.0,1328000.0
1999-05-21,76000,76000,73000,73600,6760,97741.0,1328000.0
1999-05-24,75100,75100,72400,72900,2470,96811.0,1328000.0
1999-05-25,70000,73000,70000,72900,1760,96811.0,1328000.0
1999-05-26,73500,74400,73000,73000,4530,96944.0,1328000.0
1999-05-27,74000,78900,73000,78000,7390,103584.0,1328000.0
1999-05-28,78900,79800,76000,76000,2340,100928.0,1328000.0
1999-05-31,77900,77900,75500,76000,1240,100928.0,1328000.0
1999-06-01,76500,78400,76000,76700,2430,101858.0,1328000.0
1999-06-02,78000,81900,77900,80900,5490,107435.0,1328000.0
1999-06-03,80900,80900,79000,80100,420,106373.0,1328000.0
1999-06-04,77300,82000,77300,80900,2590,107435.0,1328000.0
1999-06-07,81100,83500,80000,80900,910,107435.0,1328000.0
1999-06-08,81000,83000,79000,80900,4850,107435.0,1328000.0
1999-06-09,79200,80000,78800,80000,5270,106240.0,1328000.0
1999-06-10,79000,80900,78600,80000,5690,106240.0,1328000.0
1999-06-11,78100,82900,78100,80000,1750,106240.0,1328000.0
1999-06-14,80000,82800,80000,81000,2800,107568.0,1328000.0
1999-06-15,82800,82800,80000,80000,2030,106240.0,1328000.0
1999-06-16,81000,82700,79000,80300,6660,106638.0,1328000.0
1999-06-17,80300,82000,80300,80300,510,106638.0,1328000.0
1999-06-18,82000,82000,79500,80400,950,106771.0,1328000.0
1999-06-21,78100,80700,78100,79000,1840,104912.0,1328000.0
1999-06-22,78100,80500,78100,79000,17730,104912.0,1328000.0
1999-06-23,79100,80900,79100,80600,6150,107037.0,1328000.0
1999-06-24,78100,80300,78100,78700,720,104514.0,1328000.0
1999-06-25,79000,80500,79000,80000,3140,106240.0,1328000.0
1999-06-28,82000,87000,81800,86500,2110,114872.0,1328000.0
1999-06-29,86800,86800,84000,84000,450,111552.0,1328000.0
1999-06-30,85500,85800,83000,84000,1990,111552.0,1328000.0
1999-07-01,84000,87800,84000,87700,5790,116466.0,1328000.0
1999-07-02,87000,91900,87000,89700,6650,119122.0,1328000.0
1999-07-05,90000,91800,88000,91100,7650,120981.0,1328000.0
1999-07-06,90000,91000,88000,90000,2530,119520.0,1328000.0
1999-07-07,89100,90900,88000,90100,2130,119653.0,1328000.0
1999-07-08,90100,91000,88000,90600,1890,120317.0,1328000.0
1999-07-09,91000,92500,89100,89100,4500,118325.0,1328000.0
1999-07-12,90600,90700,88100,90000,7600,119520.0,1328000.0
1999-07-13,90900,90900,88100,90200,3780,119786.0,1328000.0
1999-07-14,90200,93000,90000,90500,2670,120184.0,1328000.0
1999-07-15,90000,91600,90000,90500,11940,120184.0,1328000.0
1999-07-16,91100,91100,89500,90500,910,120184.0,1328000.0
1999-07-19,91100,91100,88200,90600,1890,120317.0,1328000.0
1999-07-20,88000,90600,88000,90600,1050,120317.0,1328000.0
1999-07-21,89100,91700,89000,90900,1780,120715.0,1328000.0
1999-07-22,90600,91700,87000,91700,1090,121778.0,1328000.0
1999-07-23,91400,91400,89300,90900,1250,120715.0,1328000.0
1999-07-26,88000,90800,86500,90000,660,119520.0,1328000.0
1999-07-27,90000,90000,87200,90000,2570,119520.0,1328000.0
1999-07-28,93000,93000,89000,90000,610,119520.0,1328000.0
1999-07-29,90000,91000,90000,91000,40,120848.0,1328000.0
1999-07-30,89000,89000,80000,80000,10230,106240.0,1328000.0
1999-08-02,77000,82400,77000,82200,500,109162.0,1328000.0
1999-08-03,78100,82100,78100,82100,370,109029.0,1328000.0
1999-08-04,82000,82000,82000,82000,2040,108896.0,1328000.0
1999-08-05,83000,83000,83000,83000,300,110224.0,1328000.0
1999-08-06,82900,82900,82900,82900,1000,110091.0,1328000.0
1999-08-09,82900,82900,82000,82900,850,110091.0,1328000.0
1999-08-10,81000,82900,81000,82900,1300,110091.0,1328000.0
1999-08-11,79000,82800,79000,82800,750,109958.0,1328000.0
1999-08-12,81500,81500,81500,81500,40,108232.0,1328000.0
1999-08-13,78700,79800,78700,79800,110,105974.0,1328000.0
1999-08-16,78500,78500,78500,78500,40,104248.0,1328000.0
1999-08-17,72100,75000,72100,75000,770,99600.0,1328000.0
1999-08-18,65100,71900,64100,71900,640,95483.0,1328000.0
1999-08-19,71700,71700,61200,68700,340,91234.0,1328000.0
1999-08-20,68000,68000,65100,68000,800,90304.0,1328000.0
1999-08-23,68000,68000,68000,68000,590,90304.0,1328000.0
1999-08-24,68500,70000,68500,70000,710,92960.0,1328000.0
1999-08-25,69100,69100,68100,69000,170,91632.0,1328000.0
1999-08-26,69000,74000,69000,74000,340,98272.0,1328000.0
1999-08-27,68200,72000,68200,72000,360,95616.0,1328000.0
1999-08-30,68700,72500,68700,72500,60,96280.0,1328000.0
1999-08-31,72500,72500,72500,72500,0,96280.0,1328000.0
1999-09-01,68700,68700,65000,65700,160,87250.0,1328000.0
1999-09-02,62000,68500,62000,67500,570,89640.0,1328000.0
1999-09-03,58200,72000,58200,72000,350,95616.0,1328000.0
1999-09-06,71800,71800,71800,71800,0,95350.0,1328000.0
1999-09-07,73000,73000,73000,73000,20,96944.0,1328000.0
1999-09-08,73000,73000,73000,73000,670,96944.0,1328000.0
1999-09-09,76000,76000,76000,76000,10,100928.0,1328000.0
1999-09-10,73000,76000,73000,76000,210,100928.0,1328000.0
1999-09-13,76000,76000,76000,76000,870,100928.0,1328000.0
1999-09-14,76000,76000,76000,76000,10000,100928.0,1328000.0
1999-09-15,87400,87400,71200,86900,140,115403.0,1328000.0
1999-09-16,86900,86900,74500,86000,280,114208.0,1328000.0
1999-09-17,84800,84800,84800,84800,0,112614.0,1328000.0
1999-09-20,84800,84800,84800,84800,330,112614.0,1328000.0
1999-09-21,83900,83900,83900,83900,0,111419.0,1328000.0
1999-09-22,83000,83000,83000,83000,0,110224.0,1328000.0
1999-09-27,72300,82800,72300,82800,410,109958.0,1328000.0
1999-09-28,81900,81900,81900,81900,0,108763.0,1328000.0
1999-09-29,81000,81000,81000,81000,0,107568.0,1328000.0
1999-09-30,81000,81000,81000,81000,30,107568.0,1328000.0
1999-10-01,79900,79900,79900,79900,0,106107.0,1328000.0
1999-10-04,75000,78000,75000,78000,120,103584.0,1328000.0
1999-10-05,77000,77000,77000,77000,980,102256.0,1328000.0
1999-10-06,77000,77000,77000,77000,0,102256.0,1328000.0
1999-10-07,77000,77000,77000,77000,0,,
1999-10-08,69500,72000,69000,72000,1440,95616.0,1328000.0
1999-10-11,72000,72000,72000,72000,0,95616.0,1328000.0
1999-10-12,70100,74500,65000,74500,30,98936.0,1328000.0
1999-10-13,73900,73900,73900,73900,0,98139.0,1328000.0
1999-10-14,70200,70900,67100,70900,160,94155.0,1328000.0
1999-10-15,67800,67800,67800,67800,50,90038.0,1328000.0
1999-10-18,67800,67800,67000,67000,220,88976.0,1328000.0
1999-10-19,67000,67500,65000,65000,640,86320.0,1328000.0
1999-10-20,66900,66900,66900,66900,20,88843.0,1328000.0
1999-10-21,65600,65600,65600,65600,20,87117.0,1328000.0
1999-10-22,69000,69000,69000,69000,100,91632.0,1328000.0
1999-10-25,68800,68800,68800,68800,0,91366.0,1328000.0
1999-10-26,66500,66500,66500,66500,10,88312.0,1328000.0
1999-10-27,63300,65000,63300,65000,310,86320.0,1328000.0
1999-10-28,65000,65000,61300,61300,60,81406.0,1328000.0
1999-10-29,63000,63000,62000,62500,3540,83000.0,1328000.0
1999-11-01,62500,62500,62500,62500,0,83000.0,1328000.0
1999-11-02,62500,62500,62500,62500,120,83000.0,1328000.0
1999-11-03,62000,62000,62000,62000,30,82336.0,1328000.0
1999-11-04,64900,69900,64900,69700,130,92562.0,1328000.0
1999-11-05,71000,71000,70000,71000,300,94288.0,1328000.0
1999-11-08,71000,71000,71000,71000,700,94288.0,1328000.0
1999-11-09,65000,69000,65000,69000,220,91632.0,1328000.0
1999-11-10,69000,69000,69000,69000,10,91632.0,1328000.0
1999-11-11,68900,69000,63200,64000,80,84992.0,1328000.0
1999-11-12,65000,68300,64000,68000,350,90304.0,1328000.0
1999-11-15,70000,70000,70000,70000,100,92960.0,1328000.0
1999-11-16,70000,70000,70000,70000,0,92960.0,1328000.0
1999-11-17,68000,68000,68000,68000,0,90304.0,1328000.0
1999-11-18,66000,66000,58100,58100,2530,77157.0,1328000.0
1999-11-19,60000,64900,60000,64900,40,86187.0,1328000.0
1999-11-22,62900,62900,58600,60000,760,79680.0,1328000.0
1999-11-23,60000,60000,58800,58800,150,78086.0,1328000.0
1999-11-24,58800,58800,57800,57800,1110,76758.0,1328000.0
1999-11-25,58000,58000,54000,56900,540,75563.0,1328000.0
1999-11-26,51200,56000,50000,52000,750,69056.0,1328000.0
1999-11-29,46600,46600,46600,46600,100,61885.0,1328000.0
1999-11-30,47000,47000,46300,46300,1000,61486.0,1328000.0
1999-12-01,47000,47200,45600,45600,2650,60557.0,1328000.0
1999-12-02,46000,46300,45500,45500,980,60424.0,1328000.0
1999-12-03,45800,45800,44500,45050,530,59826.0,1328000.0
1999-12-06,45800,47000,45800,46100,180,61221.0,1328000.0
1999-12-07,45000,49300,45000,49300,130,65470.0,1328000.0
1999-12-08,47300,47600,45000,47600,620,63213.0,1328000.0
1999-12-09,45000,47000,43000,47000,2150,62416.0,1328000.0
1999-12-10,47100,47100,44000,45750,2330,60756.0,1328000.0
1999-12-13,45800,49000,45750,49000,4480,65072.0,1328000.0
1999-12-14,49000,49000,48850,48850,8770,64873.0,1328000.0
1999-12-15,48850,50000,48850,50000,950,66400.0,1328000.0
1999-12-16,51800,51800,51800,51800,100,68790.0,1328000.0
1999-12-17,49200,49200,47000,47100,4380,62549.0,1328000.0
1999-12-20,45000,46500,45000,46000,4410,61088.0,1328000.0
1999-12-21,46500,46500,46000,46000,2390,61088.0,1328000.0
1999-12-22,46000,47000,45000,46000,5920,61088.0,1328000.0
1999-12-23,52900,52900,45000,45000,690,59760.0,1328000.0
1999-12-24,45000,45000,45000,45000,620,59760.0,1328000.0
1999-12-27,46000,46000,45000,45000,450,59760.0,1328000.0
1999-12-28,45000,45000,45000,45000,1800,59760.0,1328000.0
2000-01-04,46000,46000,45000,45000,400,59760.0,1328000.0
2000-01-05,45000,45000,45000,45000,30,59760.0,1328000.0
2000-01-06,45000,46000,45000,46000,210,61088.0,1328000.0
2000-01-07,45000,47000,43000,44000,260,58432.0,1328000.0
2000-01-10,43100,43100,43100,43100,80,57237.0,1328000.0
2000-01-11,43000,44900,43000,43000,320,57104.0,1328000.0
2000-01-12,43000,43100,43000,43000,370,57104.0,1328000.0
2000-01-13,43000,45000,43000,45000,1970,59760.0,1328000.0
2000-01-14,47900,47900,45000,45000,210,59760.0,1328000.0
2000-01-17,45000,45000,45000,45000,0,59760.0,1328000.0
2000-01-18,45000,45000,43000,43000,30,57104.0,1328000.0
2000-01-19,43000,43100,43000,43000,790,57104.0,1328000.0
2000-01-20,43000,43000,38700,38700,170,51394.0,1328000.0
2000-01-21,36000,43700,36000,43700,30,58034.0,1328000.0
2000-01-24,43700,43700,43700,43700,0,58034.0,1328000.0
2000-01-25,43000,43000,43000,43000,200,57104.0,1328000.0
2000-01-26,42500,42500,42500,42500,980,56440.0,1328000.0
2000-01-27,42000,42000,42000,42000,10,55776.0,1328000.0
2000-01-28,42100,42700,38400,42700,330,56706.0,1328000.0
2000-01-31,42450,42450,42450,42450,100,56374.0,1328000.0
2000-02-01,36700,41500,36700,40500,430,53784.0,1328000.0
2000-02-02,40600,40600,40600,40600,210,53917.0,1328000.0
2000-02-03,40500,40500,40500,40500,50,53784.0,1328000.0
2000-02-07,41000,42000,40000,40000,2820,53120.0,1328000.0
2000-02-08,41000,41000,40000,40000,1190,53120.0,1328000.0
2000-02-09,39800,39800,39800,39800,0,52854.0,1328000.0
2000-02-10,38500,38500,38500,38500,150,51128.0,1328000.0
2000-02-11,37250,38800,37250,38800,1140,51526.0,1328000.0
2000-02-14,37250,37500,37000,37000,300,49136.0,1328000.0
2000-02-15,37000,37100,35300,35300,3760,46878.0,1328000.0
2000-02-16,34000,34950,33550,34950,130,46414.0,1328000.0
2000-02-17,33200,38800,32800,38800,3410,51526.0,1328000.0
2000-02-18,35100,36000,35100,36000,410,47808.0,1328000.0
2000-02-21,36000,36000,36000,36000,0,47808.0,1328000.0
2000-02-22,34300,34300,34300,34300,10,45550.0,1328000.0
2000-02-23,36500,36500,35500,35500,110,47144.0,1328000.0
2000-02-24,34500,34800,34000,34000,260,45152.0,1328000.0
2000-02-25,34000,39100,34000,35100,830,46613.0,1328000.0
2000-02-28,35150,35150,34500,35050,220,46546.0,1328000.0
2000-02-29,35000,35950,35000,35950,50,47742.0,1328000.0
2000-03-02,35000,35300,35000,35300,250,46878.0,1328000.0
2000-03-03,36000,39000,33000,33600,2520,44621.0,1328000.0
2000-03-06,35500,36900,32000,33550,6460,44554.0,1328000.0
2000-03-07,36000,38550,34700,37000,10080,49136.0,1328000.0
2000-03-08,38000,40400,37100,37400,5660,49667.0,1328000.0
2000-03-09,39800,39800,35500,35600,1730,47277.0,1328000.0
2000-03-10,33650,36400,33650,35700,1280,47410.0,1328000.0
2000-03-13,37000,41050,36500,39100,5310,51925.0,1328000.0
2000-03-14,40200,41900,39000,39000,5450,51792.0,1328000.0
2000-03-15,40500,40500,36600,38950,2770,51726.0,1328000.0
2000-03-16,38950,38950,37000,37050,1490,49202.0,1328000.0
2000-03-17,37100,37500,34000,34000,2060,45152.0,1328000.0
2000-03-20,34700,36000,34000,34000,2430,45152.0,1328000.0
2000-03-21,34700,34900,33500,34300,1530,45550.0,1328000.0
2000-03-22,34500,34900,34000,34700,950,46082.0,1328000.0
2000-03-23,34000,35500,33000,33350,4650,44289.0,1328000.0
2000-03-24,33500,35000,33500,34950,14760,46414.0,1328000.0
2000-03-27,40000,40150,35000,35000,12620,46480.0,1328000.0
2000-03-28,37400,39700,35000,37000,23370,49136.0,1328000.0
2000-03-29,39500,39500,35300,35400,5160,47011.0,1328000.0
2000-03-30,36100,36300,34100,34950,4380,46414.0,1328000.0
2000-03-31,34500,35000,34100,34900,2630,46347.0,1328000.0
2000-04-03,35900,36800,35000,35000,4560,46480.0,1328000.0
2000-04-04,34300,34300,33500,33800,4440,44886.0,1328000.0
2000-04-06,32500,33050,32050,33000,1730,43824.0,1328000.0
2000-04-07,33600,33600,32600,33600,2900,44621.0,1328000.0
2000-04-10,35000,35000,33700,34000,1230,45152.0,1328000.0
2000-04-11,33000,33200,32500,33000,4430,43824.0,1328000.0
2000-04-12,34000,34400,33000,33000,310,43824.0,1328000.0
2000-04-14,33950,33950,32100,33000,330,43824.0,1328000.0
2000-04-17,30300,30300,28050,28050,2120,37250.0,1328000.0
2000-04-18,29100,29100,28100,29000,890,38512.0,1328000.0
2000-04-19,29100,30950,29100,29400,830,39043.0,1328000.0
2000-04-20,29900,30300,29000,30300,860,40238.0,1328000.0
2000-04-21,30600,31500,30100,31500,590,41832.0,1328000.0
2000-04-24,32950,33150,30500,32800,550,43558.0,1328000.0
2000-04-25,31000,32600,30250,32600,440,43293.0,1328000.0
2000-04-26,31100,31900,30500,31700,2360,42098.0,1328000.0
2000-04-27,31100,31100,28150,30000,720,39840.0,1328000.0
2000-04-28,29900,30500,29500,29500,300,39176.0,1328000.0
2000-05-02,28100,30000,28100,29600,2750,39309.0,1328000.0
2000-05-03,29600,30300,28700,30250,1700,40172.0,1328000.0
2000-05-04,30200,30200,29250,29300,670,38910.0,1328000.0
2000-05-08,29550,29900,29100,29300,910,38910.0,1328000.0
2000-05-09,29000,30700,29000,30500,3900,40504.0,1328000.0
2000-05-10,29000,30700,29000,30600,1300,40637.0,1328000.0
2000-05-12,30850,31000,29550,31000,590,41168.0,1328000.0
2000-05-15,30500,30500,28950,30000,1750,39840.0,1328000.0
2000-05-16,28600,29500,28600,29300,3010,38910.0,1328000.0
2000-05-17,29000,29100,27100,29100,750,38645.0,1328000.0
2000-05-18,27100,29000,26800,28000,1010,37184.0,1328000.0
2000-05-19,27150,28300,26400,28300,120,37582.0,1328000.0
2000-05-22,27950,31850,27000,27000,1000,35856.0,1328000.0
2000-05-23,27000,27950,24400,25400,9000,33731.0,1328000.0
2000-05-24,24950,24950,22750,24900,1420,33067.0,1328000.0
2000-05-25,25800,27000,25800,26700,420,35458.0,1328000.0
2000-05-26,26800,26800,24700,26500,640,35192.0,1328000.0
2000-05-29,26500,27000,26450,27000,340,35856.0,1328000.0
2000-05-30,27900,28500,27000,28500,990,37848.0,1328000.0
2000-05-31,28900,29500,28900,29500,420,39176.0,1328000.0
2000-06-01,29500,29500,26300,29000,6930,38512.0,1328000.0
2000-06-02,28200,29400,27700,28900,2540,38379.0,1328000.0
2000-06-05,29900,30000,29000,29950,2410,39774.0,1328000.0
2000-06-07,29950,29950,28500,29100,1110,38645.0,1328000.0
2000-06-08,29200,29200,28000,28000,940,37184.0,1328000.0
2000-06-09,27100,27900,27000,27900,390,37051.0,1328000.0
2000-06-12,27500,27500,26300,27150,1860,36055.0,1328000.0
2000-06-13,26200,27050,25200,26150,2970,34727.0,1328000.0
2000-06-14,26400,26400,25100,25250,400,33532.0,1328000.0
2000-06-15,25000,25000,24150,24900,530,33067.0,1328000.0
2000-06-16,24150,24900,23500,23900,930,31739.0,1328000.0
2000-06-19,24100,24800,24050,24150,310,32071.0,1328000.0
2000-06-20,24400,25400,23400,24200,2650,32138.0,1328000.0
2000-06-21,23000,24500,23000,23700,940,31474.0,1328000.0
2000-06-22,23200,23950,23200,23750,1960,31540.0,1328000.0
2000-06-23,23800,24400,23500,23700,5430,31474.0,1328000.0
2000-06-26,23800,25000,23800,24650,500,32735.0,1328000.0
2000-06-27,24200,24500,24000,24500,350,32536.0,1328000.0
2000-06-28,24700,25350,24500,25300,2630,33598.0,1328000.0
2000-06-29,26400,26500,25000,25300,11440,33598.0,1328000.0
2000-06-30,25250,25250,24300,24300,870,32270.0,1328000.0
2000-07-03,24500,25900,24300,25050,8600,33266.0,1328000.0
2000-07-04,24700,25450,24700,25000,2550,33200.0,1328000.0
2000-07-05,25000,25000,24350,24500,2800,32536.0,1328000.0
2000-07-06,24150,25900,24150,25600,1490,33997.0,1328000.0
2000-07-07,25500,25600,25100,25550,970,33930.0,1328000.0
2000-07-10,25000,26500,25000,26000,6840,34528.0,1328000.0
2000-07-11,26500,26500,25500,25500,2650,33864.0,1328000.0
2000-07-12,25200,25900,25000,25500,910,33864.0,1328000.0
2000-07-13,24700,25500,24700,25500,1440,33864.0,1328000.0
2000-07-14,24600,25300,24600,25300,1230,33598.0,1328000.0
2000-07-18,24700,25200,24700,25100,400,33333.0,1328000.0
2000-07-19,25400,25400,23300,24600,1040,32669.0,1328000.0
2000-07-20,23650,24400,23650,24400,470,32403.0,1328000.0
2000-07-21,24000,24800,24000,24800,160,32934.0,1328000.0
2000-07-24,24100,24100,23500,23950,850,31806.0,1328000.0
2000-07-25,23950,24300,23200,24000,1010,31872.0,1328000.0
2000-07-26,24000,24300,23400,24300,1500,32270.0,1328000.0
2000-07-27,23450,24500,23450,24500,1110,32536.0,1328000.0
2000-07-28,24500,25000,22500,22500,3310,29880.0,1328000.0
2000-07-31,23400,23950,22900,23950,840,31806.0,1328000.0
2000-08-01,23900,23900,23000,23750,1500,31540.0,1328000.0
2000-08-02,23950,23950,23250,23950,320,31806.0,1328000.0
2000-08-03,24000,24000,23700,23950,420,31806.0,1328000.0
2000-08-04,23700,23700,23250,23250,680,30876.0,1328000.0
2000-08-07,23200,23500,23000,23500,600,31208.0,1328000.0
2000-08-08,23500,25800,22650,23050,11640,30610.0,1328000.0
2000-08-09,23500,24000,23100,23500,3660,31208.0,1328000.0
2000-08-10,23500,23800,23100,23300,2150,30942.0,1328000.0
2000-08-11,22850,23900,22850,23550,2640,31274.0,1328000.0
2000-08-14,23500,24500,23400,24100,2360,32005.0,1328000.0
2000-08-16,24900,27700,24900,27700,9160,36786.0,1328000.0
2000-08-17,27700,29000,25700,26000,20830,34528.0,1328000.0
2000-08-18,26000,29900,26000,28000,41700,37184.0,1328000.0
2000-08-21,29900,29900,26500,26800,9870,35590.0,1328000.0
2000-08-22,27300,27300,24800,25700,7450,34130.0,1328000.0
2000-08-23,25600,25800,24600,25000,3760,33200.0,1328000.0
2000-08-24,24550,26500,24550,25900,4780,34395.0,1328000.0
2000-08-25,25600,27000,25200,25300,1950,33598.0,1328000.0
2000-08-28,26000,26200,25000,25200,2640,33466.0,1328000.0
2000-08-29,25300,25800,25300,25350,2660,33665.0,1328000.0
2000-08-30,25600,26100,25100,25900,2500,34395.0,1328000.0
2000-08-31,26100,26100,24500,25300,2390,33598.0,1328000.0
2000-09-01,24700,25300,24550,25300,300,33598.0,1328000.0
2000-09-04,25300,26500,24800,25900,2650,34395.0,1328000.0
2000-09-05,26100,26300,25500,25950,1600,34462.0,1328000.0
2000-09-06,25900,26100,25250,25350,2420,33665.0,1328000.0
2000-09-07,24600,25350,24250,25350,2610,33665.0,1328000.0
2000-09-08,24550,25000,24100,24100,2940,32005.0,1328000.0
2000-09-14,24100,24750,24000,24450,3490,32470.0,1328000.0
2000-09-15,24900,24900,23900,23900,2230,31739.0,1328000.0
2000-09-18,24100,24100,22000,23500,2270,31208.0,1328000.0
2000-09-19,22500,23300,22200,22500,1680,29880.0,1328000.0
2000-09-20,23800,23800,22100,22300,2190,29614.0,1328000.0
2000-09-21,22400,22500,21900,21900,2200,29083.0,1328000.0
2000-09-22,21900,21900,19750,20000,2570,26560.0,1328000.0
2000-09-25,20750,21000,20000,21000,1130,27888.0,1328000.0
2000-09-26,21000,21700,21000,21250,1440,28220.0,1328000.0
