청호컴넷(012600),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
1999-04-28,13914,15460,13914,14954,254500,84238.0,3166846.0
1999-04-29,15235,15516,14364,14363,191530,80913.0,3166846.0
1999-04-30,14898,14898,13802,14448,135990,81388.0,3166846.0
1999-05-03,14617,15376,14617,15066,139380,84871.0,3166846.0
1999-05-04,15207,15545,14673,15544,191790,87563.0,3166846.0
1999-05-06,16107,16866,15516,16022,208240,90255.0,3166846.0
1999-05-07,16022,16304,15516,15741,96110,88672.0,3166846.0
1999-05-10,15629,15938,15320,15572,132250,87722.0,3166846.0
1999-05-11,15741,16304,15348,15347,144750,86455.0,3166846.0
1999-05-12,15263,15460,14111,14841,106400,83605.0,3166846.0
1999-05-13,15010,16978,14617,16078,472010,90572.0,3166846.0
1999-05-14,17091,17091,14111,14223,178570,80121.0,3166846.0
1999-05-17,14617,15123,13436,14054,146320,79171.0,3166846.0
1999-05-18,14055,15741,13999,15460,220400,87088.0,3166846.0
1999-05-19,15179,15573,14111,14898,194570,83921.0,3166846.0
1999-05-20,14617,15516,14167,14279,110950,80438.0,3166846.0
1999-05-21,14364,15798,14167,14279,243350,80438.0,3166846.0
1999-05-24,14336,15292,14336,14673,187660,82655.0,3166846.0
1999-05-25,15067,16866,14954,16865,507280,95005.0,3166846.0
1999-05-26,17147,17147,15404,15741,275000,88672.0,3166846.0
1999-05-27,16079,16866,15741,15741,256100,88672.0,3166846.0
1999-05-28,15741,16191,15067,15291,142940,86138.0,3166846.0
1999-05-31,15179,15994,15179,15347,161970,86455.0,3166846.0
1999-06-01,15910,16416,15516,15572,293040,87722.0,3166846.0
1999-06-02,15741,16022,15348,15460,148980,87088.0,3166846.0
1999-06-03,15460,15685,14673,15179,107350,85505.0,3166846.0
1999-06-04,15179,15741,14898,15179,123490,85505.0,3166846.0
1999-06-07,15207,15573,15010,15066,124850,84871.0,3166846.0
1999-06-08,16304,16416,15629,15628,242850,88038.0,3166846.0
1999-06-09,15629,15994,13296,13295,120430,74896.0,3166846.0
1999-06-10,15067,15123,14167,14729,136230,82971.0,3166846.0
1999-06-11,14392,15179,14336,14616,69440,82338.0,3166846.0
1999-06-14,14617,15123,14223,14335,46740,80755.0,3166846.0
1999-06-15,14336,14617,13324,13661,80360,76954.0,3166846.0
1999-06-16,13605,14055,13605,13661,61610,76954.0,3166846.0
1999-06-17,14055,14561,13774,14054,98930,79171.0,3166846.0
1999-06-18,13886,14055,13493,13942,40240,78538.0,3166846.0
1999-06-21,13999,14336,13268,13408,56330,75529.0,3166846.0
1999-06-22,13493,14111,13436,13942,89050,78538.0,3166846.0
1999-06-23,14055,14167,13717,14110,87260,79488.0,3166846.0
1999-06-24,14280,15067,14139,14532,187370,81863.0,3166846.0
1999-06-25,14505,14786,14223,14335,98690,80755.0,3166846.0
1999-06-28,14055,14729,13942,14054,63450,79171.0,3166846.0
1999-06-29,14336,14448,13886,14223,60760,80121.0,3166846.0
1999-06-30,14055,14336,13774,13914,55820,78379.0,3166846.0
1999-07-01,13970,15179,13774,14560,165340,82021.0,3166846.0
1999-07-02,14729,15404,14336,14898,221010,83921.0,3166846.0
1999-07-05,15235,15713,14954,15207,168690,85663.0,3166846.0
1999-07-06,15404,15629,14729,15010,119420,84555.0,3166846.0
1999-07-07,15010,15292,14898,15179,139120,85505.0,3166846.0
1999-07-08,15741,16022,15460,16022,183470,90255.0,3166846.0
1999-07-09,15966,17428,15292,16303,280230,91839.0,3166846.0
1999-07-12,16304,16641,15235,15741,135850,88672.0,3166846.0
1999-07-13,15460,15685,15179,15347,101980,86455.0,3166846.0
1999-07-14,15235,15685,14954,15179,143960,85505.0,3166846.0
1999-07-15,15235,15292,14673,14673,65210,82655.0,3166846.0
1999-07-16,14842,15179,14786,14954,75930,84238.0,3166846.0
1999-07-19,15067,17147,15067,17034,378260,95955.0,3166846.0
1999-07-20,16866,19564,16472,19283,680070,108623.0,3166846.0
1999-07-21,19620,20632,17709,18552,418060,104506.0,3166846.0
1999-07-22,18833,19283,17428,17765,193840,100072.0,3166846.0
1999-07-23,17878,18777,15123,15460,222230,87088.0,3166846.0
1999-07-26,15460,16304,13493,16303,140850,91839.0,3166846.0
1999-07-27,15741,16810,14954,15741,135780,88672.0,3166846.0
1999-07-28,15741,17597,15460,16359,212460,92155.0,3166846.0
1999-07-29,17709,17709,16304,16472,160130,92789.0,3166846.0
1999-07-30,16304,16866,15741,15797,122460,88988.0,3166846.0
1999-08-02,15798,16585,15235,16275,89830,91680.0,3166846.0
1999-08-03,16360,16472,15741,16022,82110,90255.0,3166846.0
1999-08-04,16022,16022,15545,15544,47820,87563.0,3166846.0
1999-08-05,15573,16219,15010,15347,91290,86455.0,3166846.0
1999-08-06,16079,16079,15010,15179,43650,85505.0,3166846.0
1999-08-09,15123,16275,15067,15741,77250,88672.0,3166846.0
1999-08-10,15460,16275,15460,15572,41960,87722.0,3166846.0
1999-08-11,15460,15966,15095,15179,69230,85505.0,3166846.0
1999-08-12,15067,15629,15067,15291,41340,86138.0,3166846.0
1999-08-13,14982,15235,14448,14448,41990,81388.0,3166846.0
1999-08-16,14252,14842,14083,14616,41700,82338.0,3166846.0
1999-08-17,14617,14954,13886,14054,39760,79171.0,3166846.0
1999-08-18,13774,14055,12537,13211,42130,74421.0,3166846.0
1999-08-19,13043,14336,13043,13661,31370,76954.0,3166846.0
1999-08-20,13942,14448,13549,14054,32390,79171.0,3166846.0
1999-08-23,14055,14448,14055,14335,25700,80755.0,3166846.0
1999-08-24,14336,15067,14336,14898,40400,83921.0,3166846.0
1999-08-25,14448,15404,14448,14926,27070,84080.0,3166846.0
1999-08-26,17147,17147,16079,17146,233440,96589.0,3166846.0
1999-08-27,18271,18271,17147,17146,302600,96589.0,3166846.0
1999-08-30,16866,17428,15854,15966,74200,89938.0,3166846.0
1999-08-31,15966,16753,15966,16191,59800,91205.0,3166846.0
1999-09-01,16247,16641,16051,16078,71790,90572.0,3166846.0
1999-09-02,15741,16022,15460,15713,39950,88513.0,3166846.0
1999-09-03,15798,15854,15460,15572,36660,87722.0,3166846.0
1999-09-06,15460,15854,15320,15741,94720,88672.0,3166846.0
1999-09-07,15741,17034,15741,16331,109660,91997.0,3166846.0
1999-09-08,16304,16472,15741,15994,65590,90097.0,3166846.0
1999-09-09,15694,16629,14892,16161,57970,76638.0,3166846.0
1999-09-10,13757,16696,13757,16094,68520,76321.0,3166846.0
1999-09-13,16028,18031,15961,16695,198870,79171.0,3166846.0
1999-09-14,17230,17363,16161,16361,133650,77588.0,3166846.0
1999-09-15,16428,16462,15560,15693,92890,74421.0,3166846.0
1999-09-16,15694,15961,15427,15493,56540,73471.0,3166846.0
1999-09-17,14892,15493,14692,14892,39550,70621.0,3166846.0
1999-09-20,14692,15627,14692,15426,35360,73154.0,3166846.0
1999-09-21,15427,15961,14692,15159,30530,71887.0,3166846.0
1999-09-22,15293,15493,14725,15159,46800,71887.0,3166846.0
1999-09-27,14692,15160,14692,14692,37610,69671.0,3166846.0
1999-09-28,14725,15059,14358,14424,52540,68404.0,3166846.0
1999-09-29,14158,14225,13791,14124,28830,66979.0,3166846.0
1999-09-30,14024,14559,13791,14091,31630,66820.0,3166846.0
1999-10-01,13824,14124,12121,13256,45550,74759.0,3766215.0
1999-10-04,13423,13557,12355,12454,25380,70240.0,3766215.0
1999-10-05,11687,12689,11687,11686,44690,65909.0,3766215.0
1999-10-06,11887,12522,11286,12054,123420,67980.0,3766215.0
1999-10-07,12355,13023,11887,12688,147460,71558.0,3766215.0
1999-10-08,12689,13023,12488,12488,96720,70428.0,3766215.0
1999-10-11,12755,12755,12221,12221,45790,68922.0,3766215.0
1999-10-12,12088,13590,12088,13323,180370,75136.0,3766215.0
1999-10-13,13256,13557,12789,12922,84280,72876.0,3766215.0
1999-10-14,13156,13156,12822,12855,43790,72500.0,3766215.0
1999-10-15,13023,13023,12488,12521,49120,70617.0,3766215.0
1999-10-18,12355,12789,11954,12187,57410,68733.0,3766215.0
1999-10-19,12321,12488,11820,12020,31490,67792.0,3766215.0
1999-10-20,12355,12956,12221,12488,131890,70428.0,3766215.0
1999-10-21,12488,12956,12154,12221,46660,68922.0,3766215.0
1999-10-22,12355,12421,11954,12087,64550,68168.0,3766215.0
1999-10-25,12021,12154,11487,11653,64340,65720.0,3766215.0
1999-10-26,11820,11954,11386,11686,61680,65909.0,3766215.0
1999-10-27,11653,12088,11420,12020,127450,67792.0,3766215.0
1999-10-28,12021,12822,11954,12488,251640,70428.0,3766215.0
1999-10-29,12622,14358,12355,14358,295540,80974.0,3766215.0
1999-11-01,15427,16495,15193,16495,543790,93026.0,3766215.0
1999-11-02,17163,18632,16328,16628,495540,93779.0,3766215.0
1999-11-03,16562,17029,15493,15960,247090,90013.0,3766215.0
1999-11-04,16362,16696,15961,16094,115400,90766.0,3766215.0
1999-11-05,15994,17864,15694,16294,313370,91896.0,3766215.0
1999-11-08,16295,17564,16295,16695,225400,94155.0,3766215.0
1999-11-09,17029,17430,16696,16762,151700,94532.0,3766215.0
1999-11-10,16629,17096,16195,16662,215960,93967.0,3766215.0
1999-11-11,16629,18899,16428,18665,556820,105266.0,3766215.0
1999-11-12,19033,19968,17363,17997,466760,101499.0,3766215.0
1999-11-15,18298,18298,17363,17496,131000,98675.0,3766215.0
1999-11-16,16963,17764,16963,17029,125790,96038.0,3766215.0
1999-11-17,16829,17731,15393,15827,141020,89259.0,3766215.0
1999-11-18,15427,16161,14959,15359,80510,86623.0,3766215.0
1999-11-19,15560,17029,15560,16695,84760,94155.0,3766215.0
1999-11-22,16362,17029,16028,16561,67020,93402.0,3766215.0
1999-11-23,16562,19033,16362,19032,377200,107337.0,3766215.0
1999-11-24,19701,21871,19400,21871,1281480,123344.0,3766215.0
1999-11-25,23975,25143,22372,24709,808410,139350.0,3766215.0
1999-11-26,24042,26312,23441,24041,611840,135584.0,3766215.0
1999-11-29,24442,25310,23374,24709,175610,139350.0,3766215.0
1999-11-30,25043,25811,23774,25711,355080,144999.0,3766215.0
1999-12-01,25043,29551,24709,29551,241560,166655.0,3766215.0
1999-12-02,30586,33925,30586,33524,441760,189064.0,3766215.0
1999-12-03,33324,36997,31488,32589,341210,183791.0,3766215.0
1999-12-06,33391,35728,32055,33992,355260,191700.0,3766215.0
1999-12-07,33992,36730,33391,33391,390880,188311.0,3766215.0
1999-12-08,32723,33391,30720,30719,187490,173246.0,3766215.0
1999-12-09,30753,32055,28783,31721,309410,178895.0,3766215.0
1999-12-10,31388,34259,30720,31654,209420,178519.0,3766215.0
1999-12-13,32323,36329,31855,33391,312420,188311.0,3766215.0
1999-12-14,33391,35996,32723,33591,350270,189441.0,3766215.0
1999-12-15,33391,33992,31454,32723,154630,184545.0,3766215.0
1999-12-16,32055,33124,28850,31387,115670,177012.0,3766215.0
1999-12-17,31722,32256,28049,31387,87700,177012.0,3766215.0
1999-12-20,29451,31388,29451,30452,128150,171739.0,3766215.0
1999-12-21,29718,30052,26713,26712,97650,150649.0,3766215.0
1999-12-22,25377,30052,24709,28048,164810,158181.0,3766215.0
1999-12-23,28115,30720,27715,28716,141020,161947.0,3766215.0
1999-12-24,30052,30052,27381,27380,73060,154415.0,3766215.0
1999-12-27,27381,29651,25177,27380,278790,154415.0,3766215.0
1999-12-28,28049,28783,25711,28783,128680,162324.0,3766215.0
2000-01-04,28119,30287,26930,29377,88680,158181.0,3766215.0
2000-01-05,27979,29797,26790,27978,80290,150649.0,3766215.0
2000-01-06,28189,28678,26020,27628,75240,148765.0,3766215.0
2000-01-07,26230,26510,25391,25845,79810,139162.0,3766215.0
2000-01-10,25845,26510,25251,26300,66020,141610.0,3766215.0
2000-01-11,26300,29378,26300,28678,118580,154415.0,3766215.0
2000-01-12,27909,27979,26580,26579,112290,143116.0,3766215.0
2000-01-13,26650,27279,25915,27279,43010,146882.0,3766215.0
2000-01-14,26580,28608,26090,26090,82690,140480.0,3766215.0
2000-01-17,26580,27419,26230,26929,70360,144999.0,3766215.0
2000-01-18,27279,27559,26440,26719,47500,143869.0,3766215.0
2000-01-19,26230,27629,25321,25460,117950,137090.0,3766215.0
2000-01-20,25181,26230,23082,24481,63440,131818.0,3766215.0
2000-01-21,24481,24621,23152,24131,123290,129934.0,3766215.0
2000-01-24,23013,27734,23013,27733,428060,149330.0,3766215.0
2000-01-25,28678,29727,27769,27768,675400,149519.0,3766215.0
2000-01-26,27909,31931,27349,31930,538140,171928.0,3766215.0
2000-01-27,34274,34274,30077,31301,443520,168538.0,3766215.0
2000-01-28,30427,34484,30427,32525,270720,175129.0,3766215.0
2000-01-31,32176,34064,31336,32595,211790,175506.0,3766215.0
2000-02-01,33295,33435,31126,31755,127700,170986.0,3766215.0
2000-02-02,32176,33225,31336,31755,138090,170986.0,3766215.0
2000-02-03,31966,32350,31196,31196,114530,167973.0,3766215.0
2000-02-07,30707,33225,30427,31476,177280,169480.0,3766215.0
2000-02-08,31336,35673,30217,33994,424470,183038.0,3766215.0
2000-02-09,34973,35673,32945,33574,232510,180778.0,3766215.0
2000-02-10,32176,33435,31826,32525,90720,175129.0,3766215.0
2000-02-11,31476,33644,31126,31126,75330,167597.0,3766215.0
2000-02-14,30427,31126,28119,30077,98410,161947.0,3766215.0
2000-02-15,29378,30042,25880,25950,153340,139727.0,3766215.0
2000-02-16,26230,28259,26230,27559,145030,148389.0,3766215.0
2000-02-17,27979,30777,27279,28398,105980,152908.0,3766215.0
2000-02-18,28398,30042,28259,28678,79240,154415.0,3766215.0
2000-02-21,29028,30777,27629,28188,124400,151778.0,3766215.0
2000-02-22,28154,29308,27279,27628,56660,148765.0,3766215.0
2000-02-23,28328,29308,26930,27279,87190,146882.0,3766215.0
2000-02-24,27279,27944,26230,26579,62380,143116.0,3766215.0
2000-02-25,25880,26580,25321,26090,139930,140480.0,3766215.0
2000-02-28,26230,27104,24376,24481,140620,131818.0,3766215.0
2000-02-29,26020,26230,24621,25180,109620,135584.0,3766215.0
2000-03-02,26020,28958,26020,28678,222350,154415.0,3766215.0
2000-03-03,29378,29587,26720,27349,87980,147259.0,3766215.0
2000-03-06,27454,28538,26860,27628,224520,148765.0,3766215.0
2000-03-07,27909,28328,26230,26369,211070,141986.0,3766215.0
2000-03-08,26580,27559,25775,26369,148660,141986.0,3766215.0
2000-03-09,26230,27209,25950,26230,138560,141233.0,3766215.0
2000-03-10,27139,28538,26755,27279,359220,146882.0,3766215.0
2000-03-13,27979,31371,27769,29517,441500,158934.0,3766215.0
2000-03-14,29378,30707,28049,28748,227720,154791.0,3766215.0
2000-03-15,27979,27979,26964,27279,165150,146882.0,3766215.0
2000-03-16,26964,28328,25880,26230,91010,141233.0,3766215.0
2000-03-17,26720,27594,25041,25390,145840,136714.0,3766215.0
2000-03-20,25181,26580,25181,25880,125180,139350.0,3766215.0
2000-03-21,26440,26440,25461,25600,92920,137843.0,3766215.0
2000-03-22,25880,27139,25880,26999,151510,145376.0,3766215.0
2000-03-23,27629,28328,26580,26579,176020,143116.0,3766215.0
2000-03-24,27279,28328,26230,26649,324220,143493.0,3766215.0
2000-03-27,27419,27629,26580,27069,146780,145753.0,3766215.0
2000-03-28,27279,29168,27069,28957,335720,155921.0,3766215.0
2000-03-29,29378,29588,27489,27698,180960,149142.0,3766215.0
2000-03-30,27699,28468,26860,26929,112860,144999.0,3766215.0
2000-03-31,26580,27419,26370,26789,111340,144246.0,3766215.0
2000-04-03,26930,27979,26300,26719,109810,143869.0,3766215.0
2000-04-04,26580,26930,23432,25740,182280,138597.0,3766215.0
2000-04-06,25041,25740,24551,24831,108990,133701.0,3766215.0
2000-04-07,24132,25391,24132,24901,132050,140478.0,3946025.0
2000-04-10,25181,26650,24901,26579,231450,149949.0,3946025.0
2000-04-11,25670,26440,23782,23781,146470,134165.0,3946025.0
2000-04-12,23782,23782,23782,23781,0,134165.0,3946025.0
2000-04-14,23782,23782,23782,23781,0,,
2000-04-17,20215,20215,20215,20214,69532,114040.0,39460250.0
2000-04-18,20984,22033,17557,17976,227494,101413.0,39460250.0
2000-04-19,19515,20634,18186,19515,278854,110094.0,39460250.0
2000-04-20,19165,21264,18956,20914,180495,117986.0,39460250.0
2000-04-21,21089,22173,20634,21508,156828,121340.0,39460250.0
2000-04-24,21474,21474,20005,20074,84949,113251.0,39460250.0
2000-04-25,19585,21124,18956,20284,103160,114435.0,39460250.0
2000-04-26,20984,21334,18886,18885,88034,106543.0,39460250.0
2000-04-27,17627,18186,16438,16437,138270,92732.0,39460250.0
2000-04-28,16438,17766,16158,17766,175846,100229.0,39460250.0
2000-05-02,17557,19165,17487,18535,171279,104570.0,39460250.0
2000-05-03,17522,19235,17522,18291,221780,103189.0,39460250.0
2000-05-04,18326,19865,18046,18535,312852,104570.0,39460250.0
2000-05-08,19235,19445,18186,18186,147321,102597.0,39460250.0
2000-05-09,18256,18676,17766,17871,89456,100821.0,39460250.0
2000-05-10,17487,17836,17172,17276,113419,97467.0,39460250.0
2000-05-12,17277,18536,16123,17556,314371,99045.0,39460250.0
2000-05-15,16787,17137,14934,14933,175402,84248.0,39460250.0
2000-05-16,14969,15178,13325,14409,162035,81288.0,39460250.0
2000-05-17,14059,14969,12276,12275,184155,69253.0,39460250.0
2000-05-18,11191,11821,10457,10701,211858,60374.0,39460250.0
2000-05-19,10702,12136,9653,11681,348443,65899.0,39460250.0
2000-05-22,11751,12555,10877,10876,270089,61361.0,39460250.0
2000-05-23,10807,11331,10212,10492,161862,59190.0,39460250.0
2000-05-24,10912,11891,10037,11191,331082,63136.0,39460250.0
2000-05-25,11541,12870,11471,12730,307533,71818.0,39460250.0
2000-05-26,12241,12451,10842,10911,204009,61558.0,39460250.0
2000-05-29,10912,11576,10212,11366,149007,64123.0,39460250.0
2000-05-30,11576,13045,11576,13045,236045,73593.0,39460250.0
2000-05-31,13780,14829,13780,13989,337964,78920.0,39460250.0
2000-06-01,13989,14199,13045,13289,196246,74974.0,39460250.0
2000-06-02,14199,14339,13080,13359,225880,75369.0,39460250.0
2000-06-05,13640,15353,13640,15353,366199,86615.0,39460250.0
2000-06-07,15388,17137,14654,16087,551345,90759.0,39460250.0
2000-06-08,16228,16682,14339,14618,305999,82472.0,39460250.0
2000-06-09,13989,15039,13640,14339,139269,80894.0,39460250.0
2000-06-12,14689,15039,14024,14548,148882,82077.0,39460250.0
2000-06-13,14129,15668,14129,14269,235586,80499.0,39460250.0
2000-06-14,14269,14689,13710,14234,171108,80302.0,39460250.0
2000-06-15,14234,14234,12835,12835,134710,72410.0,39460250.0
2000-06-16,12835,13360,12031,12415,136467,70042.0,39460250.0
2000-06-19,11541,12905,11541,12030,176875,67872.0,39460250.0
2000-06-20,12241,12520,11821,12205,117857,68858.0,39460250.0
2000-06-21,12590,13220,12346,12590,200190,71028.0,39460250.0
2000-06-22,13150,13150,12276,12625,141550,71226.0,39460250.0
2000-06-23,12625,12730,12136,12555,134695,70831.0,39460250.0
2000-06-26,12800,14409,12555,14409,362620,81288.0,39460250.0
2000-06-27,14409,15808,13954,14828,566545,83656.0,39460250.0
2000-06-28,14619,16682,14549,16017,460213,90364.0,39460250.0
2000-06-29,16787,17906,15248,16717,617146,94310.0,39460250.0
2000-06-30,17067,18186,15388,15388,789605,86813.0,39460250.0
2000-07-03,16438,17137,15738,16927,420445,95494.0,39460250.0
2000-07-04,17277,17277,15738,16087,311977,90759.0,39460250.0
2000-07-05,16088,16577,14759,16087,232787,90759.0,39460250.0
2000-07-06,16158,16437,15528,15877,172314,89575.0,39460250.0
2000-07-07,16088,17207,15773,16927,330625,95494.0,39460250.0
2000-07-10,17172,18956,16997,18535,563012,104570.0,39460250.0
2000-07-11,18606,19095,16787,17101,308950,96480.0,39460250.0
2000-07-12,17277,17766,16123,16647,187590,93915.0,39460250.0
2000-07-13,16787,17207,15843,16087,193053,90759.0,39460250.0
2000-07-14,16088,16647,15843,16192,187564,91350.0,39460250.0
2000-07-18,16088,16507,15948,15947,95114,89969.0,39460250.0
2000-07-19,15458,15808,14479,14758,154130,83261.0,39460250.0
2000-07-20,14549,15039,14059,14758,85527,83261.0,39460250.0
2000-07-21,14899,15109,14479,14583,95889,82275.0,39460250.0
2000-07-24,14234,14234,13045,13045,108739,73593.0,39460250.0
2000-07-25,12241,13640,12031,13499,144255,76158.0,39460250.0
2000-07-26,13954,14304,13500,13989,110526,78920.0,39460250.0
2000-07-27,13989,14164,13395,13499,83040,76158.0,39460250.0
2000-07-28,13500,13710,12940,13115,79087,73988.0,39460250.0
2000-07-31,13115,13185,12520,13184,66213,74383.0,39460250.0
2000-08-01,13185,13849,13010,13709,96966,77342.0,39460250.0
2000-08-02,13395,13884,13220,13394,88692,75566.0,39460250.0
2000-08-03,13395,13640,13325,13429,59088,75764.0,39460250.0
2000-08-04,13430,13570,13115,13254,64067,74777.0,39460250.0
2000-08-07,13290,14584,13220,13534,200589,76356.0,39460250.0
2000-08-08,13919,14129,12940,13289,71635,74974.0,39460250.0
2000-08-09,13605,13884,13325,13674,111589,77145.0,39460250.0
2000-08-10,13675,14864,13500,14478,320275,81683.0,39460250.0
2000-08-11,14549,15004,14059,14548,213433,82077.0,39460250.0
2000-08-14,15248,15948,15109,15458,248109,87207.0,39460250.0
2000-08-16,15948,16088,15109,15668,149830,88391.0,39460250.0
2000-08-17,15458,15703,14829,14828,99044,83656.0,39460250.0
2000-08-18,14829,15318,14479,14828,66157,83656.0,39460250.0
2000-08-21,14199,14759,14059,14129,63360,79710.0,39460250.0
2000-08-22,14164,14479,14059,14478,63466,81683.0,39460250.0
2000-08-23,14689,15178,14549,14688,139523,82867.0,39460250.0
2000-08-24,14864,14899,13954,14339,88773,80894.0,39460250.0
2000-08-25,14059,14409,13989,14269,59690,80499.0,39460250.0
2000-08-28,14339,14794,14129,14653,81065,82669.0,39460250.0
2000-08-29,14759,14864,14479,14828,71357,83656.0,39460250.0
2000-08-30,14829,15493,14479,14933,189627,84248.0,39460250.0
2000-08-31,15283,15283,14234,15038,147650,84840.0,39460250.0
2000-09-01,15039,15388,14549,14548,109558,82077.0,39460250.0
2000-09-04,14899,15039,14619,14968,76656,84445.0,39460250.0
2000-09-05,15039,15703,14899,15038,134572,84840.0,39460250.0
2000-09-06,14899,16088,14759,15458,366274,87207.0,39460250.0
2000-09-07,15738,15878,14514,14653,268865,82669.0,39460250.0
2000-09-08,14549,14759,14094,14129,101971,79710.0,39460250.0
2000-09-14,14269,14654,13954,14409,123857,81288.0,39460250.0
2000-09-15,14689,14899,14024,14129,137449,79710.0,39460250.0
2000-09-18,14129,14234,12031,12310,141177,69450.0,39460250.0
