대양금속(009190),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2008-04-14,323421,335544,323421,330501,114067,141594.0,27282000.0
2008-04-15,329235,333675,324717,326680,96223,139957.0,27282000.0
2008-04-16,325877,330999,325877,328591,127208,140775.0,27282000.0
2008-04-17,329225,331104,312285,313944,288543,134500.0,27282000.0
2008-04-18,318274,327153,313829,321586,171576,137774.0,27282000.0
2008-04-21,326692,340693,326692,331138,163202,141866.0,27282000.0
2008-04-22,337523,337523,324724,325407,106515,139411.0,27282000.0
2008-04-23,325392,332393,322831,327954,123620,140502.0,27282000.0
2008-04-24,331135,359820,327293,339416,581400,145413.0,27282000.0
2008-04-25,348847,348847,333566,334322,161100,143230.0,27282000.0
2008-04-28,335466,340583,320179,323496,230375,138593.0,27282000.0
2008-04-29,321426,327823,321426,322860,98382,138320.0,27282000.0
2008-04-30,320830,323994,315110,321586,214342,137774.0,27282000.0
2008-05-02,325382,325986,318382,320949,137658,137501.0,27282000.0
2008-05-06,321461,321461,316339,316492,191885,135592.0,27282000.0
2008-05-07,312195,316336,299170,305347,402172,130817.0,27282000.0
2008-05-08,300561,313288,299580,310123,184186,132863.0,27282000.0
2008-05-09,308545,315246,303423,308850,212577,132318.0,27282000.0
2008-05-13,305548,308712,301407,302163,285449,129453.0,27282000.0
2008-05-14,300430,314730,300430,306303,211490,131226.0,27282000.0
2008-05-15,306274,314556,305671,311397,194854,133409.0,27282000.0
2008-05-16,301152,338117,301152,334959,612409,143503.0,27282000.0
2008-05-19,336109,336109,324590,329864,243693,141321.0,27282000.0
2008-05-20,331106,347668,322825,329228,402985,141048.0,27282000.0
2008-05-21,329112,337387,316989,317447,481996,136001.0,27282000.0
2008-05-22,312176,324598,309316,321586,205450,137774.0,27282000.0
2008-05-23,320937,321541,315516,318084,79976,136274.0,27282000.0
2008-05-26,318378,318981,305956,311079,193900,133273.0,27282000.0
2008-05-27,310972,316991,310972,313308,102370,134227.0,27282000.0
2008-05-28,324588,324588,309306,314581,68355,134773.0,27282000.0
2008-05-29,314452,329130,314452,324770,160802,139138.0,27282000.0
2008-05-30,328460,328460,318898,323496,54860,138593.0,27282000.0
2008-06-02,324102,324102,312656,318084,75956,136274.0,27282000.0
2008-06-03,312989,316153,311708,312989,112417,134091.0,27282000.0
2008-06-04,317108,317108,312285,316810,66520,135728.0,27282000.0
2008-06-05,315237,327280,313578,318402,173694,136410.0,27282000.0
2008-06-09,313847,313847,305566,309487,95448,132591.0,27282000.0
2008-06-10,308149,313948,301526,301527,193656,129180.0,27282000.0
2008-06-11,299142,320144,299142,307576,106778,131772.0,27282000.0
2008-06-12,302993,307433,299829,300890,127618,128907.0,27282000.0
2008-06-13,304265,304265,286727,286880,150509,122905.0,27282000.0
2008-06-16,287039,301040,287039,288472,89810,123587.0,27282000.0
2008-06-17,283977,286233,275391,276373,108050,118404.0,27282000.0
2008-06-18,272437,283273,272437,280194,102580,120041.0,27282000.0
2008-06-19,274635,279452,273055,273507,79171,117176.0,27282000.0
2008-06-20,272548,274432,262688,264274,113610,113220.0,27282000.0
2008-06-23,255188,303594,236144,289746,947574,124133.0,27282000.0
2008-06-24,292284,295821,262319,278283,368972,119222.0,27282000.0
2008-06-25,276374,280136,268093,275099,90495,117858.0,27282000.0
2008-06-26,273152,277591,262987,264274,90581,113220.0,27282000.0
2008-06-27,257847,262969,250243,254085,113376,108855.0,27282000.0
2008-06-30,250148,252032,241190,241349,99588,103399.0,27282000.0
2008-07-01,237705,245309,220467,222881,173830,95487.0,27282000.0
2008-07-02,217733,226020,194171,197409,272283,84574.0,27282000.0
2008-07-03,182711,204395,182711,199956,207452,85665.0,27282000.0
2008-07-04,199957,210122,196725,198683,112721,85120.0,27282000.0
2008-07-07,194072,200170,189029,194225,47634,83210.0,27282000.0
2008-07-08,191316,198018,178291,180852,106559,77481.0,27282000.0
2008-07-09,183412,203742,183412,187857,98324,80482.0,27282000.0
2008-07-10,176581,194723,176581,192315,108719,82392.0,27282000.0
2008-07-11,192273,200554,189712,199956,89847,85665.0,27282000.0
2008-07-14,197421,201861,194860,199001,85130,85256.0,27282000.0
2008-07-15,196138,200577,187851,187857,99492,80482.0,27282000.0
2008-07-16,188023,194420,185163,188176,48826,80618.0,27282000.0
2008-07-17,195461,195461,190717,190723,52330,81710.0,27282000.0
2008-07-18,191289,194527,184667,184673,80449,79118.0,27282000.0
2008-07-21,190405,190710,185289,189131,52790,81028.0,27282000.0
2008-07-22,187851,189132,185296,187857,89811,80482.0,27282000.0
2008-07-23,190283,196607,189607,195180,126516,83619.0,27282000.0
2008-07-24,201861,224149,199605,224155,375863,96033.0,27282000.0
2008-07-25,225723,229260,212997,218424,663538,93577.0,27282000.0
2008-07-28,222759,240602,219600,231797,687669,99306.0,27282000.0
2008-07-29,231763,235001,219037,231160,205173,99034.0,27282000.0
2008-07-30,236755,237432,223352,226065,145115,96851.0,27282000.0
2008-07-31,226294,229154,214177,216513,147557,92759.0,27282000.0
2008-08-01,213197,217033,209356,209508,74938,89758.0,27282000.0
2008-08-04,209466,210149,197721,197728,84841,84711.0,27282000.0
2008-08-05,194070,199192,178186,181808,227230,77890.0,27282000.0
2008-08-06,188136,192880,181734,187539,139654,80345.0,27282000.0
2008-08-07,185906,190419,185906,186584,43480,79936.0,27282000.0
2008-08-08,182123,191684,182123,190404,70220,81573.0,27282000.0
2008-08-11,194194,194194,185309,185310,85810,79391.0,27282000.0
2008-08-12,186278,213010,186278,213011,505894,91258.0,27282000.0
2008-08-13,210132,233401,207272,211419,1005765,90576.0,27282000.0
2008-08-14,216337,239900,192177,228613,972380,97942.0,27282000.0
2008-08-18,225103,238128,222846,229249,322070,98215.0,27282000.0
2008-08-19,226712,239432,221590,239438,227731,102580.0,27282000.0
2008-08-20,239306,252703,234184,238483,333493,102171.0,27282000.0
2008-08-21,241576,252722,216361,216513,669789,92759.0,27282000.0
2008-08-22,222240,222843,213959,215240,117469,92213.0,27282000.0
2008-08-25,215155,238041,215155,231797,180774,99306.0,27282000.0
2008-08-26,229450,241194,224632,226065,132284,96851.0,27282000.0
2008-08-27,225925,229163,195361,208235,113406,89212.0,27282000.0
2008-08-28,199307,206990,193282,200593,137520,85938.0,27282000.0
2008-08-29,205586,205586,188347,191360,69772,81982.0,27282000.0
2008-09-01,185481,191206,170504,171937,113685,73661.0,27282000.0
2008-09-02,159848,171288,146140,146146,130320,62612.0,27282000.0
2008-09-03,137551,157577,137551,155699,106196,66704.0,27282000.0
2008-09-04,153447,165570,152844,161430,53784,69160.0,27282000.0
2008-09-05,155041,161742,154059,161748,55010,69296.0,27282000.0
2008-09-08,165448,176888,164771,170345,82178,72979.0,27282000.0
2008-09-09,171905,171905,166862,170027,42612,72843.0,27282000.0
2008-09-10,165556,169324,162318,166843,32151,71479.0,27282000.0
2008-09-11,177497,177497,168009,173211,31410,74207.0,27282000.0
2008-09-12,173361,184203,173361,180215,40369,77208.0,27282000.0
2008-09-16,156003,171589,156003,158564,55923,67932.0,27282000.0
2008-09-17,162337,167759,162337,164295,62140,70388.0,27282000.0
2008-09-18,157785,187744,151461,167798,315660,71888.0,27282000.0
2008-09-19,172157,178181,171784,171937,85010,73661.0,27282000.0
2008-09-22,175143,179283,169045,170027,113550,72843.0,27282000.0
2008-09-23,171784,174650,169906,174803,75573,74889.0,27282000.0
2008-09-24,171777,178778,170875,176076,53040,75435.0,27282000.0
2008-09-25,173350,175307,171167,171619,66042,73525.0,27282000.0
2008-09-26,172256,172256,162994,168116,62130,72024.0,27282000.0
2008-09-29,166148,171874,161105,161111,50210,69023.0,27282000.0
2008-09-30,142183,152342,142183,152196,84251,65204.0,27282000.0
2008-10-01,165557,165557,155319,159838,34740,68478.0,27282000.0
2008-10-02,159734,161015,151758,152515,30190,65340.0,27282000.0
2008-10-06,158072,158072,141211,142644,37450,61112.0,27282000.0
2008-10-07,140304,140304,124046,135639,57150,58111.0,27282000.0
2008-10-08,130575,130575,115593,115898,132140,49653.0,27282000.0
2008-10-09,101888,115895,101888,101889,147781,43651.0,27282000.0
2008-10-10,95350,108070,86471,91063,220840,39013.0,27282000.0
2008-10-13,92307,104430,92307,104436,134566,44742.0,27282000.0
2008-10-14,118153,120037,114311,120038,100245,51427.0,27282000.0
2008-10-15,119716,137181,116478,127998,257980,54837.0,27282000.0
2008-10-16,113631,121015,108887,108893,113530,46652.0,27282000.0
2008-10-17,117458,120318,106012,112714,70890,48289.0,27282000.0
2008-10-20,112210,120192,106490,114625,44427,49108.0,27282000.0
2008-10-21,114805,120221,105616,108257,58443,46379.0,27282000.0
2008-10-22,106878,118623,98603,103799,62160,44470.0,27282000.0
2008-10-23,101073,103329,92194,102207,112716,43788.0,27282000.0
2008-10-24,113893,113893,89952,98386,119296,42151.0,27282000.0
2008-10-27,86464,98203,86464,92337,169040,39559.0,27282000.0
2008-10-28,78788,95344,78788,88197,220950,37786.0,27282000.0
2008-10-29,93772,100468,84588,86924,215850,37240.0,27282000.0
2008-10-30,90927,99507,90927,99660,170990,42696.0,27282000.0
2008-10-31,101203,113325,100600,110167,147541,47198.0,27282000.0
2008-11-03,119588,119588,111307,114625,137213,49108.0,27282000.0
2008-11-04,114497,119912,107795,117809,214568,50472.0,27282000.0
2008-11-05,120906,130468,118949,119401,153566,51154.0,27282000.0
2008-11-06,114589,114589,101564,101570,126320,43515.0,27282000.0
2008-11-07,93473,107175,92796,106346,89610,45561.0,27282000.0
2008-11-10,105344,119045,105344,110167,179010,47198.0,27282000.0
2008-11-11,112921,112921,104939,108257,73150,46379.0,27282000.0
2008-11-12,103328,107169,101071,103481,91930,44333.0,27282000.0
2008-11-13,97929,100789,93185,95521,38440,40923.0,27282000.0
2008-11-14,101870,101870,96748,97431,31210,41741.0,27282000.0
2008-11-17,97053,99986,93589,97431,31760,41741.0,27282000.0
2008-11-18,93589,98028,93589,97431,12410,41741.0,27282000.0
2008-11-19,97322,97322,87084,87242,349119,37376.0,27282000.0
2008-11-20,87218,88499,74187,74188,294939,31784.0,27282000.0
2008-11-21,65892,82460,65892,79600,91616,34102.0,27282000.0
2008-11-24,82348,82348,76927,78964,34570,33830.0,27282000.0
2008-11-25,82734,83038,76032,76416,57840,32738.0,27282000.0
2008-11-26,76329,82647,75347,78964,78631,33830.0,27282000.0
2008-11-27,79607,82772,79607,81192,88930,34785.0,27282000.0
2008-11-28,84033,84033,79892,80874,51580,34648.0,27282000.0
2008-12-01,82633,82633,79175,81511,68886,34921.0,27282000.0
2008-12-02,77630,79886,76423,78008,82771,33420.0,27282000.0
2008-12-03,81770,84636,79587,80874,74720,34648.0,27282000.0
2008-12-04,79189,83927,76329,78964,54870,33830.0,27282000.0
2008-12-05,78917,80875,75155,79600,58710,34102.0,27282000.0
2008-12-08,81352,82035,78797,81511,152373,34921.0,27282000.0
2008-12-09,81478,83740,78917,79600,91450,34102.0,27282000.0
2008-12-10,78804,80457,78200,80237,83209,34375.0,27282000.0
2008-12-11,81175,92018,80871,92018,209609,39422.0,27282000.0
2008-12-12,101084,101084,85807,88516,463067,37922.0,27282000.0
2008-12-15,92023,98725,91719,94884,180519,40650.0,27282000.0
2008-12-16,96442,103143,94857,98705,234000,42287.0,27282000.0
2008-12-17,104418,104723,95839,98705,205960,42287.0,27282000.0
2008-12-18,101758,113198,99874,113351,718159,48562.0,27282000.0
2008-12-19,109384,111940,106897,108257,361599,46379.0,27282000.0
2008-12-22,108205,108205,99016,103162,221760,44197.0,27282000.0
2008-12-23,101870,103150,94187,97431,118981,41741.0,27282000.0
2008-12-24,94777,98618,94478,97113,61900,41605.0,27282000.0
2008-12-26,97047,99004,93882,94565,63151,40514.0,27282000.0
2008-12-29,92609,96749,86584,90426,30670,38740.0,27282000.0
2008-12-30,90923,96039,90319,92655,46789,39695.0,27282000.0
2009-01-02,103043,106202,99878,103799,352760,44470.0,27282000.0
2009-01-05,101445,103323,96927,99341,154090,42560.0,27282000.0
2009-01-06,104430,110155,99308,104436,241710,44742.0,27282000.0
2009-01-07,109488,116190,105043,114306,399465,48971.0,27282000.0
2009-01-08,114179,130436,108758,120356,674999,51563.0,27282000.0
2009-01-09,126733,126733,114610,117172,235010,50199.0,27282000.0
2009-01-12,112225,112902,103041,107938,172600,46243.0,27282000.0
2009-01-13,107792,111030,103957,109530,130415,46925.0,27282000.0
2009-01-14,110165,119056,107006,117172,235277,50199.0,27282000.0
2009-01-15,110633,111914,105894,106346,139310,45561.0,27282000.0
2009-01-16,108104,110665,106220,108257,116087,46379.0,27282000.0
2009-01-19,111435,111435,107593,108575,98660,46516.0,27282000.0
2009-01-20,106872,106872,103335,105073,72020,45015.0,27282000.0
2009-01-21,100800,102380,99892,101252,74380,43378.0,27282000.0
2009-01-22,105025,107580,102464,106983,90240,45834.0,27282000.0
2009-01-23,107475,107475,101755,105073,51570,45015.0,27282000.0
2009-01-28,107474,107474,103937,106346,83510,45561.0,27282000.0
2009-01-29,110061,110061,106897,108257,56400,46379.0,27282000.0
2009-01-30,105245,107502,103666,104117,54239,44606.0,27282000.0
2009-02-02,103349,105611,101769,102525,43920,43924.0,27282000.0
2009-02-03,101577,105717,101577,103162,35910,44197.0,27282000.0
2009-02-04,106306,111422,103745,106983,135450,45834.0,27282000.0
2009-02-05,108084,110042,105224,107938,68447,46243.0,27282000.0
2009-02-06,108476,111342,106524,108257,93451,46379.0,27282000.0
2009-02-09,108580,113020,108580,111441,104330,47744.0,27282000.0
2009-02-10,113624,114301,108581,110167,100220,47198.0,27282000.0
2009-02-11,107009,111448,107009,108893,36887,46652.0,27282000.0
2009-02-12,108210,111149,107607,108893,37866,46652.0,27282000.0
2009-02-13,108560,118121,108560,118127,193117,50608.0,27282000.0
2009-02-16,118343,131667,116385,127679,490876,54700.0,27282000.0
2009-02-17,130561,146745,122274,142007,667099,60839.0,27282000.0
2009-02-18,146758,163021,145850,163022,892836,69842.0,27282000.0
2009-02-19,173189,176726,153457,154743,999413,66295.0,27282000.0
2009-02-20,162700,162700,140040,151559,543301,64931.0,27282000.0
2009-02-23,146451,174160,146451,174166,498905,74616.0,27282000.0
2009-02-24,174152,188158,166169,176713,704633,75708.0,27282000.0
2009-02-25,187186,187186,166856,167161,331750,71615.0,27282000.0
2009-02-26,180191,180191,142616,147738,241497,63294.0,27282000.0
2009-02-27,143173,158082,143173,152515,98971,65340.0,27282000.0
2009-03-02,154070,154070,139161,139460,146800,59748.0,27282000.0
2009-03-03,132447,160156,130563,160156,563440,68614.0,27282000.0
2009-03-04,154422,165563,152842,165569,285436,70933.0,27282000.0
2009-03-05,168027,182931,167350,177668,205890,76117.0,27282000.0
2009-03-06,176996,188741,175112,183400,504299,78572.0,27282000.0
2009-03-09,187740,191204,179459,180215,172592,77208.0,27282000.0
2009-03-10,176904,194746,174348,183081,498109,78436.0,27282000.0
2009-03-11,181464,187860,178299,178305,229168,76390.0,27282000.0
2009-03-12,180433,204898,165755,205051,925064,87848.0,27282000.0
2009-03-13,206862,213186,198203,203777,384882,87302.0,27282000.0
2009-03-16,201189,218434,198702,201867,176050,86484.0,27282000.0
2009-03-17,206484,208741,201740,203777,141210,87302.0,27282000.0
2009-03-18,208735,209339,199179,200912,165563,86075.0,27282000.0
2009-03-19,201858,201858,187851,187857,219803,80482.0,27282000.0
2009-03-20,187862,195844,187563,193588,95305,82937.0,27282000.0
2009-03-23,189925,196621,189925,195499,91656,83756.0,27282000.0
2009-03-24,197417,201179,192599,194862,68289,83483.0,27282000.0
2009-03-25,193462,197901,193462,195499,56020,83756.0,27282000.0
2009-03-26,196621,197901,190901,195499,76997,83756.0,27282000.0
2009-03-27,195707,195707,186450,189768,131690,81300.0,27282000.0
2009-03-30,192195,192195,171797,173529,115260,74343.0,27282000.0
2009-03-31,173476,187860,168732,175439,99405,75162.0,27282000.0
2009-04-01,180176,183713,175133,176713,54279,75708.0,27282000.0
2009-04-02,182924,182924,178783,178942,82160,76662.0,27282000.0
2009-04-03,181052,183309,176912,177668,72170,76117.0,27282000.0
2009-04-06,179447,184191,176891,178623,82163,76526.0,27282000.0
2009-04-07,182142,194186,181460,193588,275747,82937.0,27282000.0
2009-04-08,191686,191686,184984,189131,111340,81028.0,27282000.0
2009-04-09,191027,200588,189442,193588,207023,82937.0,27282000.0
2009-04-10,197397,198001,190019,191678,124760,82119.0,27282000.0
2009-04-13,194053,196913,189608,191041,155805,81846.0,27282000.0
2009-04-14,192472,202711,190893,198046,206229,84847.0,27282000.0
2009-04-15,196420,225702,196115,222245,644394,95214.0,27282000.0
2009-04-16,224039,238046,210337,212374,516594,90985.0,27282000.0
2009-04-17,213287,221568,196121,198683,202352,85120.0,27282000.0
2009-04-20,202457,202457,192292,200275,101175,85802.0,27282000.0
2009-04-21,192292,200274,192292,200275,63198,85802.0,27282000.0
2009-04-22,201428,214752,201428,206324,71370,88394.0,27282000.0
2009-04-23,207168,211309,199869,202504,90980,86757.0,27282000.0
2009-04-24,202733,206501,190311,192952,109670,82664.0,27282000.0
2009-04-27,197425,197425,172576,186584,164950,79936.0,27282000.0
2009-04-28,184578,190603,170199,171937,152545,73661.0,27282000.0
2009-04-29,178296,186583,173180,186584,87249,79936.0,27282000.0
2009-04-30,188455,188455,181454,187857,86670,80482.0,27282000.0
2009-05-04,187843,191983,187843,190404,49370,81573.0,27282000.0
2009-05-06,193748,193748,186449,191041,91161,81846.0,27282000.0
2009-05-07,194162,197022,183393,183400,121060,78572.0,27282000.0
2009-05-08,170509,178192,159069,177668,438938,76117.0,27282000.0
2009-05-11,178771,178771,169892,174484,110352,74753.0,27282000.0
2009-05-12,172555,172555,168116,168116,129781,72024.0,27282000.0
2009-05-13,171181,174644,168016,171937,94969,73661.0,27282000.0
2009-05-14,170496,175612,168611,174484,80201,74753.0,27282000.0
2009-05-15,175127,175127,169706,173847,81663,74480.0,27282000.0
2009-05-18,199485,199485,199485,199638,127132,85529.0,27282000.0
2009-05-19,206958,219379,194158,195817,609203,83892.0,27282000.0
2009-05-20,191027,199985,187862,193588,283811,82937.0,27282000.0
2009-05-21,194751,206495,186171,190086,541748,81437.0,27282000.0
2009-05-22,187852,190035,179571,180852,167261,77481.0,27282000.0
2009-05-25,180848,187171,159163,173847,324369,74480.0,27282000.0
2009-05-26,178000,178299,165573,178305,191707,76390.0,27282000.0
2009-05-27,175123,178288,169702,169708,74269,72707.0,27282000.0
2009-05-28,170486,171766,161601,167479,152020,71752.0,27282000.0
2009-05-29,171765,171765,165441,168753,37520,72297.0,27282000.0
2009-06-01,173855,173855,166855,171300,53230,73389.0,27282000.0
2009-06-02,177504,179157,170199,171937,106807,73661.0,27282000.0
2009-06-03,172575,176416,168739,171300,64748,73389.0,27282000.0
2009-06-04,168142,172582,166862,170027,52770,72843.0,27282000.0
2009-06-05,144454,152735,144454,148375,2721543,63567.0,27282000.0
2009-06-08,148336,154056,143891,144873,877102,62067.0,27282000.0
2009-06-09,143182,145365,139944,140097,649044,74980.0,34082000.0
2009-06-10,140589,142772,136753,138186,355956,73958.0,34082000.0
2009-06-11,138345,142181,138345,139778,254897,74810.0,34082000.0
2009-06-12,139129,141994,139129,140415,260165,75151.0,34082000.0
2009-06-15,141889,141889,136773,138505,290801,74128.0,34082000.0
2009-06-16,137178,137550,133714,136276,182552,72935.0,34082000.0
2009-06-17,137570,137570,133051,133729,226229,71572.0,34082000.0
2009-06-18,133032,136270,128587,133410,205234,71402.0,34082000.0
2009-06-19,135501,135501,130458,131818,117595,70550.0,34082000.0
2009-06-22,130565,133730,129290,132455,150194,70891.0,34082000.0
2009-06-23,130460,131667,125343,127679,183577,68334.0,34082000.0
2009-06-24,125915,128775,120872,122903,200618,65778.0,34082000.0
2009-06-25,121171,125610,119890,122903,175182,65778.0,34082000.0
2009-06-26,122468,132024,122468,131500,179924,70379.0,34082000.0
2009-06-29,133054,133432,126730,128316,127616,68675.0,34082000.0
2009-06-30,127334,130194,124474,128316,143536,68675.0,34082000.0
2009-07-01,125324,129160,125324,127361,125325,68164.0,34082000.0
2009-07-02,127215,130757,127215,128953,151864,69016.0,34082000.0
2009-07-03,128011,128310,124773,128316,93291,68675.0,34082000.0
2009-07-06,129762,130061,125926,128634,60710,68846.0,34082000.0
2009-07-07,127623,137185,127623,135002,439709,72254.0,34082000.0
2009-07-08,134595,147620,132040,144236,1316049,77196.0,34082000.0
2009-07-09,144562,146441,135300,139142,586063,74469.0,34082000.0
2009-07-10,139627,142487,134206,135639,243572,72595.0,34082000.0
2009-07-13,134866,136446,126286,127042,198374,67994.0,34082000.0
2009-07-14,127998,130181,122278,126724,189318,67823.0,34082000.0
2009-07-15,127222,129179,124063,127679,127221,68334.0,34082000.0
2009-07-16,128184,130440,127202,127361,87112,68164.0,34082000.0
2009-07-17,129783,129783,125343,127679,63631,68334.0,34082000.0
2009-07-20,128302,132442,127625,130863,153350,70039.0,34082000.0
2009-07-21,132448,135612,129887,133729,261435,71572.0,34082000.0
2009-07-22,135493,136774,131652,134366,117319,71913.0,34082000.0
2009-07-23,132449,135010,131169,132455,84651,70891.0,34082000.0
2009-07-24,133901,133901,131639,132774,110943,71061.0,34082000.0
2009-07-27,132315,135474,131632,134047,138688,71743.0,34082000.0
2009-07-28,133900,136760,132315,136913,192881,73276.0,34082000.0
2009-07-29,138334,138334,131632,134047,136371,71743.0,34082000.0
2009-07-30,133604,133604,128183,128634,216988,68846.0,34082000.0
2009-07-31,130544,132124,129264,130545,121480,69868.0,34082000.0
2009-08-03,130438,134877,129761,132774,141747,71061.0,34082000.0
2009-08-04,133597,136457,131340,132774,209181,71061.0,34082000.0
2009-08-05,134333,134333,130565,132455,120270,70891.0,34082000.0
2009-08-06,132136,132136,127996,132137,244328,70720.0,34082000.0
2009-08-07,133426,151872,133426,151878,3117146,81286.0,34082000.0
2009-08-10,156004,167151,151564,154425,3097396,82649.0,34082000.0
2009-08-11,151876,164901,148334,158883,1353826,85035.0,34082000.0
2009-08-12,162227,168629,158763,159519,1670465,85375.0,34082000.0
2009-08-13,164272,164272,150875,152833,1133329,81797.0,34082000.0
2009-08-14,154621,171787,148224,163659,7797197,87591.0,34082000.0
2009-08-17,163596,164876,150271,152833,960190,81797.0,34082000.0
2009-08-18,148336,152476,141713,147738,688270,79070.0,34082000.0
2009-08-19,148018,155018,147414,147420,486496,78900.0,34082000.0
2009-08-20,147420,151859,141694,150286,622328,80434.0,34082000.0
2009-08-21,150748,152029,138034,138186,630287,73958.0,34082000.0
2009-08-24,139916,144734,133593,142326,615104,76173.0,34082000.0
2009-08-25,142314,144193,133728,133729,570950,71572.0,34082000.0
2009-08-26,134995,142001,134318,139142,364605,74469.0,34082000.0
2009-08-27,139129,141007,136568,137550,207250,73617.0,34082000.0
2009-08-28,137761,141225,136480,140097,284915,74980.0,34082000.0
2009-08-31,140627,145072,139346,142962,397256,76514.0,34082000.0
2009-09-01,144860,145159,139134,143281,318331,76684.0,34082000.0
2009-09-02,141577,141577,134876,136913,441190,73276.0,34082000.0
2009-09-03,136782,138361,125037,131818,366300,70550.0,34082000.0
2009-09-04,133716,135295,128898,132137,219281,70720.0,34082000.0
2009-09-07,131062,134221,130458,131818,166068,70550.0,34082000.0
2009-09-08,130725,130725,124030,127042,633910,67994.0,34082000.0
2009-09-09,128483,132020,126903,127361,344867,68164.0,34082000.0
2009-09-10,128194,136170,127517,134366,352889,71913.0,34082000.0
2009-09-11,136289,136588,131167,133729,225768,71572.0,34082000.0
2009-09-14,134995,149301,131159,139142,1848930,74469.0,34082000.0
2009-09-15,139315,142779,136156,136913,513820,73276.0,34082000.0
2009-09-16,140052,140052,133728,133729,505200,71572.0,34082000.0
2009-09-17,133901,136457,132322,132774,347251,71061.0,34082000.0
2009-09-18,133051,134332,128307,133729,337410,71572.0,34082000.0
2009-09-21,132639,137755,132334,137231,395340,73447.0,34082000.0
2009-09-22,137444,137444,133602,135639,355748,72595.0,34082000.0
2009-09-23,140058,146460,136594,136594,1329023,73106.0,34082000.0
2009-09-24,134339,141339,133735,135321,423125,72424.0,34082000.0
2009-09-25,136583,136887,130863,130863,246399,70039.0,34082000.0
2009-09-28,130857,130857,127320,127998,229294,68505.0,34082000.0
2009-09-29,129297,135920,129297,131182,222885,70209.0,34082000.0
2009-09-30,131043,134202,126603,128634,168670,68846.0,34082000.0
2009-10-01,128483,130440,125927,127361,192270,68164.0,34082000.0
2009-10-05,125934,129167,124349,126087,150064,67482.0,34082000.0
2009-10-06,128616,128616,124176,124177,187195,66460.0,34082000.0
2009-10-07,121587,125429,105702,106983,794247,57258.0,34082000.0
2009-10-08,108195,115574,106311,112714,446610,60325.0,34082000.0
2009-10-09,112024,115866,111426,113988,181490,61007.0,34082000.0
2009-10-12,113609,116165,112707,113988,180370,61007.0,34082000.0
2009-10-13,113975,116158,113298,115261,122701,61688.0,34082000.0
2009-10-14,116463,116463,112694,115261,72600,61688.0,34082000.0
2009-10-15,115866,117146,113982,113988,125721,61007.0,34082000.0
2009-10-16,114472,115747,112588,114625,113790,61348.0,34082000.0
2009-10-19,114008,116197,113331,115898,96132,62029.0,34082000.0
2009-10-20,116190,117166,114306,114306,84273,61177.0,34082000.0
2009-10-21,114200,114200,111938,112396,132455,60155.0,34082000.0
2009-10-22,112224,112224,109742,112077,107810,59984.0,34082000.0
2009-10-23,112329,113982,111122,113988,104882,61007.0,34082000.0
2009-10-26,114585,115262,111725,113988,56628,61007.0,34082000.0
2009-10-27,112615,114499,110658,112396,114206,60155.0,34082000.0
2009-10-28,112052,113631,107308,108893,92197,58280.0,34082000.0
2009-10-29,107495,110056,98915,105391,483726,56406.0,34082000.0
2009-10-30,107607,108205,105723,106028,109590,56747.0,34082000.0
2009-11-02,104727,104727,101862,102844,77634,55042.0,34082000.0
2009-11-03,103036,109732,101755,105073,257480,56235.0,34082000.0
2009-11-04,103751,106008,102471,105709,95590,56576.0,34082000.0
2009-11-05,105710,106991,102850,104436,94390,55894.0,34082000.0
2009-11-06,105723,107003,104442,106028,87130,56747.0,34082000.0
2009-11-09,104906,109047,104906,107620,92640,57599.0,34082000.0
2009-11-10,109346,109346,107168,107620,109184,57599.0,34082000.0
2009-11-11,109346,109346,106187,107620,81780,57599.0,34082000.0
2009-11-12,108768,109067,106207,106665,69583,57087.0,34082000.0
2009-11-13,105339,106998,102180,103162,143305,55213.0,34082000.0
2009-11-16,103767,105047,101206,101889,104231,54531.0,34082000.0
2009-11-17,101099,103355,100495,101252,133380,54190.0,34082000.0
2009-11-18,100310,101895,100011,100615,97797,53850.0,34082000.0
2009-11-19,101564,102845,100588,101570,96861,54361.0,34082000.0
2009-11-20,101080,101756,99500,100933,71250,54020.0,34082000.0
2009-11-23,100469,102725,99866,102207,69066,54702.0,34082000.0
2009-11-24,102843,105026,102166,102844,137445,55042.0,34082000.0
2009-11-25,102467,103747,101186,101570,73654,54361.0,34082000.0
2009-11-26,101869,103448,101186,101570,74566,54361.0,34082000.0
2009-11-27,98614,101096,92815,92973,249256,49760.0,34082000.0
2009-11-30,100610,100610,96171,96476,104500,51634.0,34082000.0
2009-12-01,95866,97451,92628,96476,88110,51634.0,34082000.0
2009-12-02,96323,100463,96323,99341,89040,53168.0,34082000.0
2009-12-03,101218,101895,100011,100615,69280,53850.0,34082000.0
2009-12-04,100615,100913,99334,100615,42527,53850.0,34082000.0
2009-12-07,100475,106195,100176,105073,124121,56235.0,34082000.0
2009-12-08,103634,105896,103335,105073,76041,56235.0,34082000.0
2009-12-09,105237,109750,103652,109530,144560,58621.0,34082000.0
2009-12-10,108198,110155,107295,107301,100726,57428.0,34082000.0
2009-12-11,108761,108761,105597,107938,104610,57769.0,34082000.0
2009-12-14,109848,113611,108867,109849,113528,58791.0,34082000.0
2009-12-15,110160,111440,108879,111441,79130,59644.0,34082000.0
