대양금속(009190),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
1999-06-25,182716,187838,180533,183400,225300,78572.0,2728200.0
1999-06-28,184569,206174,183892,198046,999900,84847.0,2728200.0
1999-06-29,198570,203613,195033,198046,481900,84847.0,2728200.0
1999-06-30,200565,210127,196724,205688,676300,88121.0,2728200.0
1999-07-01,205683,222849,205683,220971,661900,94669.0,2728200.0
1999-07-02,222838,254084,220960,254085,1682300,108855.0,2728200.0
1999-07-05,261694,273140,245132,259816,1213400,111311.0,2728200.0
1999-07-06,254685,254685,245123,245806,573200,105309.0,2728200.0
1999-07-07,245720,257763,245720,247080,471600,105854.0,2728200.0
1999-07-08,248180,276859,248180,252174,872100,108037.0,2728200.0
1999-07-09,254696,259135,248293,251538,556200,107764.0,2728200.0
1999-07-12,254582,260979,235459,235617,593300,100943.0,2728200.0
1999-07-13,229847,235567,222243,229249,484900,98215.0,2728200.0
1999-07-14,232412,252816,229253,236254,606900,101216.0,2728200.0
1999-07-15,241686,245144,238747,241985,311500,103672.0,2728200.0
1999-07-16,248318,254721,241995,254722,487500,109128.0,2728200.0
1999-07-19,257848,261086,245128,252811,429900,108310.0,2728200.0
1999-07-20,254721,266844,248318,254722,1039600,109128.0,2728200.0
1999-07-21,260441,261118,250276,254722,1055500,109128.0,2728200.0
1999-07-22,254721,254721,254721,254722,0,109128.0,2728200.0
1999-07-23,254721,254721,254721,254722,0,,
1999-07-26,219294,244441,216361,216513,608750,92759.0,27282000.0
1999-07-27,190889,215123,185169,207598,1028160,88939.0,27282000.0
1999-07-28,213304,229268,201858,210145,720970,90031.0,27282000.0
1999-07-29,205700,222865,203742,210145,592460,90031.0,27282000.0
1999-07-30,213855,229136,197298,212056,606880,90849.0,27282000.0
1999-08-02,216466,219704,196135,196136,407590,84029.0,27282000.0
1999-08-03,209741,219601,194081,208235,716090,89212.0,27282000.0
1999-08-04,216139,216139,200558,206961,334920,88666.0,27282000.0
1999-08-05,198566,206847,190888,191041,368890,81846.0,27282000.0
1999-08-06,191006,203129,188451,197409,294000,84574.0,27282000.0
1999-08-09,200462,200462,194065,195499,336140,83756.0,27282000.0
1999-08-10,194054,199847,187731,189768,319440,81300.0,27282000.0
1999-08-11,190898,190898,178172,181489,260060,77754.0,27282000.0
1999-08-12,175001,183283,171764,175758,386680,75298.0,27282000.0
1999-08-13,173044,178166,161000,175758,680810,75298.0,27282000.0
1999-08-16,178291,187553,173846,180852,361120,77481.0,27282000.0
1999-08-17,180752,189033,159073,162385,226680,69569.0,27282000.0
1999-08-18,157885,170612,149604,165569,316950,70933.0,27282000.0
1999-08-19,165559,180841,159156,175121,395950,75026.0,27282000.0
1999-08-20,176308,201072,168625,201230,689920,86211.0,27282000.0
1999-08-23,204309,210035,192791,201230,971950,86211.0,27282000.0
1999-08-24,203620,203620,194059,196772,358890,84301.0,27282000.0
1999-08-25,196608,208731,190888,191041,568410,81846.0,27282000.0
1999-08-26,189608,198566,184565,191041,577080,81846.0,27282000.0
1999-08-27,184706,191029,179584,185310,332500,79391.0,27282000.0
1999-08-30,184675,190401,175114,179260,309030,76799.0,27282000.0
1999-08-31,178166,183886,173044,175758,295380,75298.0,27282000.0
1999-09-01,173836,178281,166835,168116,327080,72024.0,27282000.0
1999-09-02,164274,171878,159158,168116,346500,72024.0,27282000.0
1999-09-03,171878,173836,165859,168116,298320,72024.0,27282000.0
1999-09-06,171884,193269,171884,193270,820090,82801.0,27282000.0
1999-09-07,193476,200781,185195,192952,860270,82664.0,27282000.0
1999-09-08,196148,210149,193587,200593,1055210,85938.0,27282000.0
1999-09-09,197305,215142,194067,210782,756930,90303.0,27282000.0
1999-09-10,213186,221766,197301,203777,837730,87302.0,27282000.0
1999-09-13,203628,206866,187749,194225,499250,83210.0,27282000.0
1999-09-14,192799,200476,184591,192952,405430,82664.0,27282000.0
1999-09-15,199301,206978,194856,194862,816410,83483.0,27282000.0
1999-09-16,194730,200450,189608,191041,386960,81846.0,27282000.0
1999-09-17,190886,203003,181324,199320,563550,85393.0,27282000.0
1999-09-20,203624,213186,197600,203777,960950,87302.0,27282000.0
1999-09-21,204728,207593,197727,200593,478040,85938.0,27282000.0
1999-09-22,204890,204890,190888,191041,497570,81846.0,27282000.0
1999-09-27,190421,190421,178299,178305,486540,76390.0,27282000.0
1999-09-28,174995,181995,174995,177031,275400,75844.0,27282000.0
1999-09-29,174320,180040,168600,168753,291870,72297.0,27282000.0
1999-09-30,162337,173856,162337,164295,370570,70388.0,27282000.0
1999-10-01,159747,168632,146350,154107,398000,66022.0,27282000.0
1999-10-04,151448,158448,149490,149649,296200,64113.0,27282000.0
1999-10-05,146728,152826,130544,130545,291810,55928.0,27282000.0
1999-10-06,130760,142804,127223,140097,371310,60020.0,27282000.0
1999-10-07,140054,159182,136895,154743,469530,66295.0,27282000.0
1999-10-08,154718,158559,149601,151559,415920,64931.0,27282000.0
1999-10-11,153317,159037,152713,153470,325860,65750.0,27282000.0
1999-10-12,153450,157291,150291,156017,355090,66841.0,27282000.0
1999-10-13,154718,155998,150278,151559,206560,64931.0,27282000.0
1999-10-14,148207,161611,148207,155062,347280,66432.0,27282000.0
1999-10-15,153331,157770,150172,150923,322550,64658.0,27282000.0
1999-10-18,146328,148213,136773,138505,267330,59338.0,27282000.0
1999-10-19,141895,144456,134217,141370,285540,60566.0,27282000.0
1999-10-20,143168,145729,140607,142644,251180,61112.0,27282000.0
1999-10-21,146427,163971,143568,163977,562840,70251.0,27282000.0
1999-10-22,172453,175014,155890,157927,1431770,67659.0,27282000.0
1999-10-25,153933,164775,148890,157927,514210,67659.0,27282000.0
1999-10-26,161616,172453,157775,157927,911340,67659.0,27282000.0
1999-10-27,161720,179867,160440,169708,1301310,72707.0,27282000.0
1999-10-28,171791,176304,165468,170663,551270,73116.0,27282000.0
1999-10-29,166748,181353,165468,170663,777300,73116.0,27282000.0
1999-11-01,176908,176908,168627,170663,473800,73116.0,27282000.0
1999-11-02,169998,176999,167437,175121,598230,75026.0,27282000.0
1999-11-03,171905,175143,166179,167161,316640,71615.0,27282000.0
1999-11-04,166834,179554,166157,172255,704120,73798.0,27282000.0
1999-11-05,172461,176901,168016,171937,528180,73661.0,27282000.0
1999-11-08,175717,188443,173156,179260,1326160,76799.0,27282000.0
1999-11-09,180740,196620,175014,196772,1035980,84301.0,27282000.0
1999-11-10,214451,214451,178467,191041,3808240,81846.0,27282000.0
1999-11-11,184580,196629,181348,187220,920770,80209.0,27282000.0
1999-11-12,187860,195470,175140,178305,874350,76390.0,27282000.0
1999-11-15,184699,187559,174460,186584,661650,79936.0,27282000.0
1999-11-16,190731,191029,182145,185310,595680,79391.0,27282000.0
1999-11-17,184682,194165,175121,175121,635250,75026.0,27282000.0
1999-11-18,175133,183719,171895,179579,419040,76935.0,27282000.0
1999-11-19,165468,181353,165468,170663,381100,73116.0,27282000.0
1999-11-22,167440,171581,165556,166843,326470,71479.0,27282000.0
1999-11-23,165465,166745,159068,159519,277170,68341.0,27282000.0
1999-11-24,153940,165453,152056,153788,335480,65886.0,27282000.0
1999-11-25,152716,155881,143758,145191,345720,62203.0,27282000.0
1999-11-26,145170,159171,140048,149012,490400,63840.0,27282000.0
1999-11-29,148343,155343,143599,143599,199860,61521.0,27282000.0
1999-11-30,143566,152151,142590,145828,326260,62476.0,27282000.0
1999-12-01,147601,152040,143161,143918,323260,61657.0,27282000.0
1999-12-02,139343,144459,130458,131818,403520,56474.0,27282000.0
1999-12-03,131764,138466,131764,135002,206550,57838.0,27282000.0
1999-12-06,135621,138785,127340,131182,329890,56201.0,27282000.0
1999-12-07,127310,131451,119029,120993,262790,51836.0,27282000.0
1999-12-08,120873,123733,104915,121630,294040,52109.0,27282000.0
1999-12-09,121478,122758,114483,120356,240850,51563.0,27282000.0
1999-12-10,116463,137848,116463,137550,418540,58929.0,27282000.0
1999-12-13,149492,149492,141211,142644,461340,61112.0,27282000.0
1999-12-14,144555,147720,143275,143281,416040,61384.0,27282000.0
1999-12-15,143160,158436,139922,145191,582760,62203.0,27282000.0
1999-12-16,146432,151549,140408,144554,440690,61930.0,27282000.0
1999-12-17,143172,148215,132934,133092,404690,57019.0,27282000.0
1999-12-20,130745,136769,128190,130226,205700,55792.0,27282000.0
1999-12-21,129896,133061,122292,124177,250930,53200.0,27282000.0
1999-12-22,121205,124065,113906,119401,279880,51154.0,27282000.0
1999-12-23,114790,119230,113211,114943,281800,49244.0,27282000.0
1999-12-24,115784,120901,114504,116535,153440,49926.0,27282000.0
1999-12-27,114904,117764,109483,111441,186750,47744.0,27282000.0
1999-12-28,113312,113989,103750,109849,143630,47061.0,27282000.0
2000-01-04,102481,118445,102481,118446,82130,50745.0,27282000.0
2000-01-05,120221,124062,108104,108257,217340,46379.0,27282000.0
2000-01-06,117764,117764,108202,111441,196850,47744.0,27282000.0
2000-01-07,114592,114592,109171,112714,94290,48289.0,27282000.0
2000-01-10,117638,117638,111918,113351,119560,48562.0,27282000.0
2000-01-11,115164,115767,109365,110804,147910,47471.0,27282000.0
2000-01-12,113191,116350,110027,114625,152440,49108.0,27282000.0
2000-01-13,116379,131666,114500,131818,635760,56474.0,27282000.0
2000-01-14,131152,134993,120987,120993,438600,51836.0,27282000.0
2000-01-17,123486,133047,121906,129590,428560,55519.0,27282000.0
2000-01-18,133300,139624,124043,127361,658890,54564.0,27282000.0
2000-01-19,132928,136764,126300,127361,517360,54564.0,27282000.0
2000-01-20,132334,132334,117656,117809,305500,50472.0,27282000.0
2000-01-21,111943,123383,111943,116535,265640,49926.0,27282000.0
2000-01-24,115280,123866,115280,118446,309820,50745.0,27282000.0
2000-01-25,116350,119588,113868,114625,191140,49108.0,27282000.0
2000-01-26,114619,117180,111454,111759,153240,47880.0,27282000.0
2000-01-27,114509,119626,113229,119401,323000,51154.0,27282000.0
2000-01-28,120887,122167,115765,119082,265750,51017.0,27282000.0
2000-01-31,115784,117663,113900,116535,158050,49926.0,27282000.0
2000-02-01,116463,119024,114578,115261,191310,49380.0,27282000.0
2000-02-02,115466,120887,113209,119082,460680,51017.0,27282000.0
2000-02-03,119613,123376,115473,117809,460540,50472.0,27282000.0
2000-02-07,118936,122778,117052,117809,401590,50472.0,27282000.0
2000-02-08,117631,119588,114472,114625,286430,49108.0,27282000.0
2000-02-09,114605,115880,111440,111441,358810,47744.0,27282000.0
2000-02-10,108569,109472,105331,105709,300640,45288.0,27282000.0
2000-02-11,101895,104755,100011,100615,375070,43106.0,27282000.0
2000-02-14,95488,98726,90439,93610,262190,40105.0,27282000.0
2000-02-15,92318,93294,86592,87879,216890,37649.0,27282000.0
2000-02-16,86292,91713,85914,89153,171630,38195.0,27282000.0
2000-02-17,86293,90733,85915,87879,175930,37649.0,27282000.0
2000-02-18,85914,96756,85914,89153,301840,38195.0,27282000.0
2000-02-21,85915,91037,84031,87879,298020,37649.0,27282000.0
2000-02-22,88363,89040,83923,88516,142050,37922.0,27282000.0
2000-02-23,91035,100596,89754,96157,442290,41196.0,27282000.0
2000-02-24,92809,94084,85809,87242,185650,37376.0,27282000.0
2000-02-25,87095,92815,85516,92973,233960,39832.0,27282000.0
2000-02-28,91040,106632,89760,101889,681110,43651.0,27282000.0
2000-02-29,102461,105022,90418,98705,565070,42287.0,27282000.0
2000-03-02,97929,101088,92807,95521,513070,40923.0,27282000.0
2000-03-03,108896,108896,94212,100615,727240,43106.0,27282000.0
2000-03-06,98594,113198,94081,113351,1016300,48562.0,27282000.0
2000-03-07,113890,119610,108097,109530,553740,46925.0,27282000.0
2000-03-08,107283,107588,98026,102844,225680,44060.0,27282000.0
2000-03-09,101769,104928,101769,102525,248380,43924.0,27282000.0
2000-03-10,104921,105598,99201,103799,325460,44470.0,27282000.0
2000-03-13,105029,117756,105029,116854,814210,50062.0,27282000.0
2000-03-14,114475,116353,106193,106346,453640,45561.0,27282000.0
2000-03-15,111448,111448,105046,108893,227970,46652.0,27282000.0
2000-03-16,108219,108896,99633,100615,241720,43106.0,27282000.0
2000-03-17,95181,105047,95181,101889,199240,43651.0,27282000.0
2000-03-20,97311,101751,97311,98068,117930,42014.0,27282000.0
2000-03-21,98693,99296,94552,95839,158310,41059.0,27282000.0
2000-03-22,95380,97941,93496,97113,250410,41605.0,27282000.0
2000-03-23,98698,98698,93582,98705,340540,42287.0,27282000.0
2000-03-24,98028,101870,96144,97431,352050,41741.0,27282000.0
2000-03-27,99017,99993,95852,96157,205260,41196.0,27282000.0
2000-03-28,95474,97437,94199,96157,177020,41196.0,27282000.0
2000-03-29,95840,95840,94187,94565,180100,40514.0,27282000.0
2000-03-30,92318,92318,85616,87879,239420,37649.0,27282000.0
2000-03-31,85914,92311,85011,89153,116130,38195.0,27282000.0
2000-04-03,92916,92916,80562,85013,403770,36421.0,27282000.0
2000-04-04,82744,85903,79884,83421,262600,35739.0,27282000.0
2000-04-06,80761,85201,80084,80237,185080,34375.0,27282000.0
2000-04-07,79575,82440,78300,79282,252760,33966.0,27282000.0
2000-04-10,77216,85193,77216,82785,361020,35467.0,27282000.0
2000-04-11,82049,82049,78207,78964,159460,33830.0,27282000.0
2000-04-12,77649,79906,76442,78327,251640,33557.0,27282000.0
2000-04-14,76437,78924,75156,75461,149680,32329.0,27282000.0
2000-04-17,73201,73201,64311,64317,266930,27555.0,27282000.0
2000-04-18,64203,71204,54642,67820,1862110,29055.0,27282000.0
2000-04-19,68025,72764,66745,67501,880230,28919.0,27282000.0
2000-04-20,67476,68152,64311,64317,432540,27555.0,27282000.0
2000-04-21,67361,69617,65477,69093,594130,29601.0,27282000.0
2000-04-24,69936,71216,66771,69412,594680,29737.0,27282000.0
2000-04-25,69928,75648,68342,71959,640050,30829.0,27282000.0
2000-04-26,73179,80185,70020,75143,877380,32193.0,27282000.0
2000-04-27,74375,75656,68052,69412,313530,29737.0,27282000.0
2000-04-28,66857,72882,66857,71004,412500,30419.0,27282000.0
2000-05-02,73061,73061,68622,68775,286680,29465.0,27282000.0
2000-05-03,66876,71017,66876,68456,153500,29328.0,27282000.0
2000-05-04,67659,78501,66756,73232,686860,31374.0,27282000.0
2000-05-08,73098,82056,73098,77690,1136440,33284.0,27282000.0
2000-05-09,80068,89020,78184,88197,1742100,37786.0,27282000.0
2000-05-10,87741,92181,81344,84058,849390,36012.0,27282000.0
2000-05-12,82632,88053,80076,82785,1295270,35467.0,27282000.0
2000-05-15,82741,84698,73856,75143,595450,32193.0,27282000.0
2000-05-16,74154,80173,73172,76416,585680,32738.0,27282000.0
2000-05-17,80765,80765,70527,70685,618860,30283.0,27282000.0
2000-05-18,63220,76319,63220,69093,1040160,29601.0,27282000.0
2000-05-19,74467,77332,70027,73869,867470,31647.0,27282000.0
2000-05-22,74375,76333,66771,69412,511160,29737.0,27282000.0
2000-05-23,64793,73751,64793,70367,647880,30147.0,27282000.0
2000-05-24,67453,77617,67453,76416,677960,32738.0,27282000.0
2000-05-25,78319,85320,75758,79600,1318340,34102.0,27282000.0
2000-05-26,73186,77327,70625,71004,600560,30419.0,27282000.0
2000-05-29,66073,72470,66073,70367,432600,30147.0,27282000.0
2000-05-30,75044,75044,69928,71959,437210,30829.0,27282000.0
2000-05-31,72594,82155,72594,79600,1305300,34102.0,27282000.0
2000-06-01,79594,82759,75155,79600,509530,34102.0,27282000.0
2000-06-02,79784,89346,79784,87242,1290600,37376.0,27282000.0
2000-06-05,92198,96637,87075,89789,2587420,38468.0,27282000.0
2000-06-07,90446,91050,84721,89471,1417960,38331.0,27282000.0
2000-06-08,98720,98720,89159,90745,1883360,38877.0,27282000.0
2000-06-09,88661,91216,84593,89789,772250,38468.0,27282000.0
2000-06-12,90320,94083,87759,88516,678840,37922.0,27282000.0
2000-06-13,84703,87861,81764,82148,601680,35194.0,27282000.0
2000-06-14,82135,84696,78897,80556,511490,34512.0,27282000.0
2000-06-15,80472,80472,73392,73551,379600,31511.0,27282000.0
2000-06-16,72576,78905,72576,75143,305840,32193.0,27282000.0
2000-06-19,73750,76909,73750,74506,217520,31920.0,27282000.0
2000-06-20,74353,77890,71792,74506,239710,31920.0,27282000.0
2000-06-21,75023,77206,73743,75780,350880,32466.0,27282000.0
2000-06-22,75740,78301,74460,75143,353360,32193.0,27282000.0
2000-06-23,73392,75350,72794,73551,293020,31511.0,27282000.0
2000-06-26,75621,75621,72462,75780,339260,32466.0,27282000.0
2000-06-27,75130,77014,74453,76416,318700,32738.0,27282000.0
2000-06-28,76914,83311,75036,77372,538210,33148.0,27282000.0
2000-06-29,79498,88681,78217,88834,1713980,38058.0,27282000.0
2000-06-30,88158,91695,83036,84695,901470,36285.0,27282000.0
2000-07-03,88456,94858,85596,91700,1286850,39286.0,27282000.0
2000-07-04,91602,97322,87084,87242,1277750,37376.0,27282000.0
2000-07-05,87853,88457,81456,84695,567330,36285.0,27282000.0
2000-07-06,82625,87741,82027,84058,392900,36012.0,27282000.0
2000-07-07,84217,91595,84217,85650,792760,36694.0,27282000.0
2000-07-10,85198,90315,84595,85650,448240,36694.0,27282000.0
2000-07-11,85922,89160,85319,86605,520560,37104.0,27282000.0
2000-07-12,87096,88371,85212,85969,286270,36831.0,27282000.0
2000-07-13,86473,86473,81351,82785,236440,35467.0,27282000.0
2000-07-14,81372,82647,77530,78964,411350,33830.0,27282000.0
2000-07-18,79475,79774,76615,77372,180000,33148.0,27282000.0
2000-07-19,76417,76417,72880,75143,342900,32193.0,27282000.0
2000-07-20,75030,75030,72469,74506,255800,31920.0,27282000.0
2000-07-21,73199,75760,73199,75461,169550,32329.0,27282000.0
2000-07-24,74468,75145,66187,66864,216180,28646.0,27282000.0
2000-07-25,68648,71204,66764,70685,169820,30283.0,27282000.0
2000-07-26,73095,73095,68052,69412,140060,29737.0,27282000.0
2000-07-27,69365,71323,68762,70048,137390,30010.0,27282000.0
2000-07-28,70500,70500,68622,68775,92320,29465.0,27282000.0
2000-07-31,68755,70035,66194,68456,90180,29328.0,27282000.0
2000-08-01,67347,71787,67347,71640,132900,30692.0,27282000.0
2000-08-02,71323,72908,70042,70048,116480,30010.0,27282000.0
2000-08-03,70513,72775,69915,70367,120060,30147.0,27282000.0
2000-08-04,69345,72583,69345,71004,149260,30419.0,27282000.0
2000-08-07,70912,71814,68655,69412,199150,29737.0,27282000.0
2000-08-08,67454,72875,67454,72277,364270,30965.0,27282000.0
2000-08-09,73379,75336,72177,73232,305870,31374.0,27282000.0
2000-08-10,71806,72483,69928,71959,160720,30829.0,27282000.0
2000-08-11,70506,75025,69908,71640,389230,30692.0,27282000.0
2000-08-14,73077,82035,71193,81511,827450,34921.0,27282000.0
2000-08-16,81458,81458,76415,80556,402980,34512.0,27282000.0
2000-08-17,76336,80098,75958,77690,353950,33284.0,27282000.0
2000-08-18,76907,79468,74352,78645,334440,33693.0,27282000.0
2000-08-21,77238,80775,76934,77690,239210,33284.0,27282000.0
2000-08-22,77616,89135,77616,80556,4710370,34512.0,27282000.0
2000-08-23,79277,80558,74161,75143,915910,32193.0,27282000.0
2000-08-24,76336,79495,73775,77690,716440,33284.0,27282000.0
2000-08-25,78930,80583,75765,78327,518940,33557.0,27282000.0
2000-08-28,77617,78294,76032,76416,334900,32738.0,27282000.0
2000-08-29,76729,78314,75149,76735,297280,32875.0,27282000.0
2000-08-30,76741,77040,75156,75461,335000,32329.0,27282000.0
2000-08-31,75350,75350,73392,73551,293070,31511.0,27282000.0
2000-09-01,73757,75037,73080,73232,206100,31374.0,27282000.0
2000-09-04,73199,77644,73199,75461,275790,32329.0,27282000.0
2000-09-05,75940,76318,73080,73232,256380,31374.0,27282000.0
2000-09-06,71906,73869,70631,73869,279980,31647.0,27282000.0
2000-09-07,74778,75156,72595,72596,253280,31101.0,27282000.0
2000-09-08,69928,73087,69928,71959,152420,30829.0,27282000.0
2000-09-14,71906,72583,69345,71004,231260,30419.0,27282000.0
2000-09-15,71190,73074,69915,70367,170830,30147.0,27282000.0
